0.00098814-0.00042028i,3.7074e-05-0.0010427i,3.2371e-05-0.0015786i,2.4342e-05-0.0016119i,-0.0010744-0.0010143i,-0.0013481+0.00069972i,-0.00062196+0.0014351i,0.0004684+0.0012683i,0.0014167+0.00074553i,0.0010945+0.00032887i,0.0010483+9.4811e-06i,-4.4015e-05-0.00054822i,-0.0013824-0.00094226i,-0.00046694-8.7338e-05i,2.4268e-05+0.00043589i,0.00012636+0.00020603i,0.00075613+5.8513e-06i,0.00085788-0.00046607i,0.00033053-0.00041271i,-0.00018658-5.6142e-05i,-0.00044217-0.00035859i,-0.00068873-0.00073807i,-0.00030779-0.00075645i
-1.3969e-05-0.00071034i,0.000182-0.00068602i,0.00080293-0.00089339i,0.0016262-0.00048866i,0.0023977-0.00027239i,0.0020615-0.00041989i,0.00063807-0.00056692i,0.00010525-0.00022699i,0.00032076+0.00041839i,0.00046697+0.00014918i,0.00065501-5.7599e-05i,0.00046799+0.00029612i,1.2942e-05+0.00028058i,-1.4573e-05+0.00012607i,-0.00075769+0.00022393i,-0.0011745+0.00047194i,-0.00037431+0.0002208i,0.00022257-0.00068325i,0.00012721-0.00095265i,-0.00057873-0.00036997i,-0.00069874-0.00024419i,-2.6718e-05-0.0002583i,0.0011712-0.00013311i
0.00094543+0.00096398i,0.0011438+0.0020655i,0.00028258+0.0029106i,0.00067438+0.0020799i,0.0018454+0.0008951i,0.0019165+0.00018359i,0.00066027-0.00036071i,-0.00046993-0.00047333i,-0.00055739-6.8696e-05i,-0.00047061-0.00021543i,-0.00078386-0.00020002i,-0.00033133+0.00017807i,0.00034591+0.00029383i,0.00034571+3.2746e-06i,0.00027382-0.00036464i,0.00018148-0.00049095i,0.00021737-0.00092368i,0.00035222-0.00094757i,0.00031443+8.409e-05i,0.00025269+0.00063002i,-0.00017517+0.00049049i,5.6654e-05+5.6823e-05i,0.00031503-0.00031881i
-0.0013692-0.00096305i,-0.0011146-0.0012312i,1.8996e-05-0.00068463i,0.00040694+0.00031196i,0.00070704+1.1802e-05i,0.001498-0.00094528i,0.0012029-0.00075119i,0.00025594+0.00044771i,-0.00023399+0.00090593i,-0.00087572+0.00063771i,-0.00070785+9.1982e-05i,0.00079292-0.00042185i,0.00081419-0.00087216i,-0.00055229-0.00067892i,-0.00066937-0.00046548i,-0.00047222-0.00069276i,-0.00065029-0.0012396i,-0.00031081-0.0014566i,0.00012262-0.0010097i,-3.3126e-05+1.4648e-05i,-0.00011698+0.00089964i,0.00056587+0.00042284i,0.00044316-0.00045778i
-0.0010758-4.8536e-05i,-0.00088896+0.00094171i,-0.00011878+0.0019723i,0.00067242+0.0025016i,0.0024463+0.0021631i,0.0028351+0.00079659i,0.0016702-0.00071429i,0.0005762-0.00033175i,-0.00029957+0.00052972i,-3.234e-05+0.00037556i,0.00050211-0.00032786i,0.00025925-0.0005323i,0.00067073-0.00093394i,0.0013545-0.0011978i,0.00074934-0.00046115i,-0.0002022+0.00020099i,-8.194e-05+0.00035852i,0.00010282+9.7542e-05i,-0.00047755+2.4968e-05i,-0.00043938+0.00042042i,0.00035601+0.00026922i,0.00029351-0.00027618i,-0.00044251+0.00032309i
0.00063031+0.0002239i,0.0021354+0.00071136i,0.0024526+0.00010167i,0.0020882-0.00066718i,0.0021202-0.00085274i,0.001068-0.00073108i,0.00053103-0.00048748i,0.00058174-0.00047146i,0.00037367-0.00029969i,0.00026203-6.5322e-05i,-0.0011532-0.00034847i,-0.0021061-0.0011684i,-0.0010464-0.0016971i,-0.00015384-0.001172i,-4.0062e-05+0.00012651i,-0.00054423+0.00049317i,-0.00064312-0.00050601i,-9.0859e-06-0.00069727i,0.00067379-0.00011191i,0.00045742+1.9083e-05i,-0.00014434-3.7265e-05i,-0.00030192+0.00031927i,0.00044867+0.00043921i
-0.0035069+0.00021548i,-0.0029418+0.0010151i,-0.0016429+0.0017238i,0.00020544+0.0020035i,0.0018409+0.0019619i,0.0024252+0.00022487i,0.0011207-0.0011734i,-0.00030386-0.0012015i,-0.00022596-0.0005623i,0.00032613-1.4022e-05i,0.0011634+0.00025629i,0.001546-7.9548e-07i,0.0011782-0.00059636i,0.00044872-0.00057342i,-8.8731e-05-0.00012209i,6.9669e-05-0.00018997i,7.0387e-05-0.00060942i,-0.00023238-0.00039887i,-0.00020487+0.00010995i,2.308e-05+0.00028494i,6.4878e-05-0.00021253i,-3.0926e-05-0.00054668i,0.00083925-0.0005169i
0.00030744-0.00015384i,0.0008443+0.0008372i,0.0015255+0.0013776i,0.0019355+0.00042812i,0.0017584-0.0011229i,0.0011134-0.0013116i,0.00041246-0.00025171i,9.6372e-05+0.0004227i,0.00022427+0.00021119i,-0.00033166-0.00032416i,-0.00023888-0.00037493i,0.00053569-8.3151e-05i,0.00052517+0.00013713i,-0.00036273-0.00073408i,-0.00099474-0.0011631i,-0.00087977-0.00074303i,-0.00040571-0.00046674i,-0.00036049+9.6367e-05i,-0.00084853+0.00057438i,-0.00047294+0.00016036i,6.7999e-05-0.0003596i,-1.981e-05-0.00014938i,-4.3968e-05+3.5757e-05i
-0.0013281-0.00072118i,-0.001865+0.00032501i,-0.0012591+0.0011659i,0.00033411+0.0012175i,0.0015489+0.00074823i,0.0020918+0.00028173i,0.0012879+0.00030793i,0.00027962+0.00014204i,7.1734e-05-0.00012478i,0.0008212+0.00028951i,0.00073279+0.00035543i,0.00040237+0.00013735i,0.00023298+0.0004055i,-0.00012048+0.00050492i,-0.00035737+0.00030425i,-0.00041682+0.00023604i,-0.00016101+0.00021506i,0.00019823+0.00015103i,0.00013041+0.00028005i,0.00031253+0.00021066i,0.00076647+0.00071211i,0.00072022+0.00036216i,0.00088676-0.00054304i
-0.00079627-0.00045471i,-0.00059605-3.7508e-05i,0.00094276+0.0011527i,0.0020156+0.0013504i,0.0018602-0.00066867i,0.0015692-0.0018186i,0.0010409-0.0014975i,0.00091789-0.00058162i,0.0012116+0.00047192i,0.00058475+0.00099323i,2.1549e-05+0.000609i,-0.00023568-0.0005969i,-0.00066291-0.00071972i,-0.0013464+0.00014227i,-0.00077601+9.549e-05i,5.2468e-05-0.00066883i,8.8687e-05-0.00095266i,0.00014573-0.00071821i,0.00057229-0.00011865i,0.00068702+0.0002076i,0.00043416+0.00066047i,-0.00010538+0.00029398i,-0.00068097-0.00052633i
-0.00095374-0.0009269i,-0.00061079+0.0006429i,-0.0011238+0.0017678i,-1.2943e-05+0.0013459i,0.0013869+0.0011643i,0.0015926+0.00061938i,0.00052587-0.0010198i,-0.00036156-0.0017105i,0.00012107-0.0010127i,0.00027583-0.00043342i,-0.00012227-0.00058292i,-0.0001296-0.0011911i,0.00081611-0.0013643i,0.0008793-0.00034753i,-0.00056377+0.0004848i,-0.0010895-0.00013574i,-0.00046674-0.0006906i,-0.00046757-0.0007371i,-0.00057258-0.00036317i,-0.00021599+1.4055e-05i,-7.4112e-05+8.7064e-06i,-9.1356e-06-0.000182i,0.00074525-0.00026672i
-0.0021338+0.00028744i,-0.0012775+0.00032018i,-0.00017392+0.0015601i,0.0010892+0.0021202i,0.0015994+0.0008854i,0.0012992+0.00042898i,0.0004564+0.00062973i,-0.00060121-4.7553e-05i,-0.00079675-9.6384e-05i,-0.00023709+0.00061636i,0.0002508+0.00091127i,4.5942e-05+0.00048899i,-6.209e-05-0.00048796i,7.7691e-06-0.00070587i,-2.5899e-06+9.3444e-05i,8.3366e-05+0.00044572i,-0.0001675+0.00045493i,-0.0001568+0.00081109i,-0.00044724+0.00019263i,-0.00047109-0.00069467i,0.0002631-0.00072641i,5.2158e-05-0.00074968i,-0.00053676-0.00055997i
0.00084916-0.0009999i,0.00095233-0.00076663i,0.0011624-0.0012253i,0.00078587-0.00051711i,0.00059983+0.00010102i,0.00072338-7.9102e-05i,0.00086875-0.00018616i,0.00015984-0.00012093i,-0.00082277-0.00056597i,-0.0011016-0.00078193i,-0.0013322-1.0382e-05i,-0.00034137+0.00059916i,0.00095933+0.0012521i,0.0005762+0.00059475i,0.0001047-0.00046419i,-0.0002945-0.00012964i,-0.00022608+6.8529e-05i,0.00023841+0.00057665i,0.0001859+0.0005452i,0.00010347+0.00054286i,0.00043064+0.00086373i,0.00058531+0.00044297i,0.00053076-0.0003426i
-0.00089417+0.00181i,-0.0010378+0.0030497i,0.00053845+0.0031357i,0.0020809+0.002595i,0.0023888+0.0011454i,0.001755+9.1848e-05i,6.5291e-05+0.00013095i,-0.00037501+0.00030151i,0.00027003+5.6934e-05i,0.0004583+0.00026227i,0.00030092+3.0593e-05i,0.00024757-0.00038177i,-4.6284e-05-0.00041054i,-0.0002712-0.00015342i,-0.00055796-0.0005098i,0.00014845-0.0010166i,0.00040571-0.00059031i,0.00026118+2.808e-05i,0.00023017+0.00028724i,-0.000677+0.00017379i,-0.00060419-0.00029905i,0.00018322-0.00022931i,9.9775e-05-7.2575e-05i
0.00035551-0.0025061i,-0.0016446-0.0018312i,-0.0020201-0.0012054i,-0.00059588-0.00096575i,0.00045147-0.00098459i,0.00010695-0.00040361i,0.00078861+0.00046148i,0.0010135+0.00038462i,3.7497e-05-0.00072207i,-0.00055366-0.00066712i,0.00015261+0.00074703i,0.00081149+0.00072975i,0.00062148+8.3595e-05i,0.00052408-0.00012351i,-0.00014077-0.00032863i,-0.0005208+0.00048208i,-0.00018091+0.00038925i,-0.00018621-0.00073638i,-0.00026575-0.00096436i,0.00049421-0.00059889i,0.00079403-0.000226i,0.00033275-0.00016869i,-0.00024431-0.0002022i
-6.2241e-05-0.0010458i,-0.00070805+0.00036676i,-0.00038134+0.0006491i,0.0005004+0.0010328i,0.0010782+0.0013185i,0.00115+0.00018998i,0.0016744-0.00011853i,0.0020496+0.00023257i,0.0012755-6.581e-05i,0.00052475-0.00023969i,6.5222e-05-2.8938e-05i,-0.00040162+0.00024076i,-4.3315e-05-0.00020123i,0.00040481-0.00022463i,-0.00030113+0.00016971i,-0.00043407-0.00022368i,-0.0001308-0.00074912i,-5.991e-05-0.00048365i,-0.00058288+0.00011171i,-0.00031282+0.00064311i,-0.00012437+0.00061354i,-0.00026579+0.00033449i,0.00066162-0.00014022i
-0.0012645+0.00023803i,-0.0015528+0.0013286i,-0.00055785+0.0021195i,0.00033324+0.0022777i,0.0020012+0.00066225i,0.0030083-0.00068689i,0.0017071-0.00025873i,0.0010755+0.00021518i,0.00071432-0.00063647i,4.1716e-05-0.00079213i,-2.4482e-05+0.00028325i,-2.3692e-05+0.00057949i,-0.00014901+0.00038375i,-0.00073082+0.00027465i,-0.0011429-0.00055586i,-0.00090832-0.0014759i,0.00013192-0.0013287i,0.00088622-0.00030416i,0.00087542+8.3602e-05i,0.00044423-0.0001964i,7.3769e-05-0.00015628i,-0.00026941-0.00047845i,-0.00060282-0.00095195i
-0.001161-0.0012227i,-0.00024936-0.001349i,7.0543e-05-0.00021963i,0.0015248+0.0010776i,0.0031229+0.0010051i,0.0025894+0.00029533i,0.0012411+0.00059681i,2.0885e-05+0.0012882i,-0.00096096+0.00057597i,-0.001019-0.00036817i,-0.00039479-0.00037725i,0.00012851-0.00032908i,0.0006203+0.00016879i,0.0003947+0.00068774i,-0.00028254+0.00055196i,-0.00039186+0.00016986i,0.00033783-9.2014e-05i,0.0012284-0.00068042i,0.0013109-0.00094411i,0.00066985+7.3744e-05i,-2.6789e-06+0.0011703i,-0.00022037+0.0011151i,-0.0006925+0.00022486i
0.00079868-0.00047248i,0.00040779-0.0008075i,2.9553e-05-0.0010567i,0.00068077-0.00072502i,0.00090173-0.00048451i,0.00065717-0.00068004i,0.00070916-0.00035955i,0.00054521+0.00023658i,9.8319e-05+0.00031697i,-0.00041669-0.00020661i,-0.00011046-0.00028898i,0.00019804-6.2382e-05i,-0.00022924+0.00013656i,0.00023239+0.00045494i,0.00056428+0.00066568i,-1.2757e-05+0.00013055i,-0.00038403-0.00075111i,-0.00089139-0.00082433i,-0.00086731-0.00025897i,-0.00027396+0.0004988i,0.00038473+0.0008168i,0.00078762+0.00090752i,0.00066864+4.1776e-05i
-0.0011406+0.00051426i,-0.0011702+0.00013911i,-0.00095502+0.00041527i,0.00027322+0.0010311i,0.0010397+0.00097637i,0.0013534+0.00021898i,0.00093294-2.6516e-05i,0.00011018+0.00020626i,0.00043761-0.00023147i,0.00072497-0.00045065i,0.0004433-9.7838e-05i,0.00064052+0.00014778i,0.00089655+0.00012688i,0.00035779-4.6657e-05i,-0.00053776-0.00038732i,-0.00060791+7.624e-05i,-0.00021639+0.00057199i,1.8772e-05+0.00049368i,-2.5347e-05+0.00027717i,-2.821e-06-7.51e-05i,3.0504e-05-0.00045946i,0.00014322-0.00021967i,0.00025379-0.00013063i
0.0006422+0.00044316i,0.00071974+0.00096461i,0.0020918+0.001929i,0.0033434+0.0012836i,0.0037586-0.00042873i,0.0023922-0.0010496i,0.0015553-0.00058313i,0.001692+0.00063543i,0.0011463+0.00099074i,0.00055462+0.00034254i,0.00083964-0.00064323i,0.00024867-0.00042597i,-0.0007014-0.00063409i,-0.0012-0.00098555i,-0.001424-0.00088317i,-0.00081856-0.00088608i,-0.00096478-0.00067807i,-0.00076181-0.0001769i,1.0268e-06+0.00022688i,-0.00034318+0.00011942i,-0.00072848+0.0002886i,0.00037669+0.00025581i,0.0009883-9.5727e-06i
-0.00085353+0.0011162i,-0.00052009+0.002132i,0.00079504+0.0021454i,0.0019589+0.00095096i,0.0019735-0.00057332i,0.0014987-0.00066258i,0.0010251-0.00017783i,0.00061786-0.00019455i,0.0010353+0.00042579i,0.00039731+0.00036852i,-3.9789e-05-0.00058256i,0.0007715-0.00072217i,0.00040307-0.00062434i,-0.00034093-0.00061425i,-0.00054231+9.9633e-05i,-0.00072251+0.00031565i,-0.00053415-0.00032642i,6.2723e-05-0.00037062i,0.00023742-7.2023e-05i,-0.00037314+0.00064581i,-0.00089161+0.00062091i,-0.00030412+0.00022423i,0.00013025+6.4075e-05i
-0.0014121+0.00069243i,-0.0016084+0.0010171i,0.00046771+0.0010545i,0.0026541+0.00090077i,0.0037275+0.00073746i,0.0024164-0.0003223i,0.00059332-0.00059018i,0.00012859+2.9454e-05i,4.4791e-05+0.00084768i,0.0004868+0.0010298i,0.00077463-0.00010613i,0.00053699-0.00021886i,2.8725e-06-4.855e-05i,-0.00051036-0.00026248i,-0.00080125+0.00032675i,-0.0005007+0.00034776i,-8.7057e-05-8.0799e-05i,-0.00042454-2.8215e-05i,-0.00052769+0.00014935i,4.7562e-05+0.00022131i,-0.00014753+0.00068786i,-0.00044133+0.00074935i,-0.00028583+0.00047933i
0.00010621-0.0020809i,-0.00068141-0.00092571i,-0.00021441-0.00052789i,2.1106e-05-0.00041813i,0.00014619-0.00039783i,0.00090975-0.0002809i,0.00075751-0.00046164i,0.00015737-0.00046189i,0.00019947+0.0002184i,-0.00017196+4.1457e-05i,-5.6104e-05-0.00011968i,0.00067478-5.7541e-07i,0.00052877-0.00081242i,0.00048359-0.00091338i,-5.1145e-05-0.00078784i,-0.00042475-7.5098e-05i,-0.00042005+0.00061469i,-0.00082891-0.0001299i,-0.00043072-0.00053831i,-6.1654e-06-0.0005083i,-0.00034708-0.00030237i,-0.00045601-0.00027081i,0.00018864-0.00016136i
0.00017567+0.0013246i,-0.0001177+0.0015829i,-0.00014793+0.0012473i,0.00087415+0.00095762i,0.0020425-0.0004932i,0.0019185-0.0013352i,0.00089736-0.0011194i,0.00072179-0.00046695i,0.00057826-4.4015e-05i,-0.00015885-0.00049952i,-0.00032983-0.00063147i,-0.00018824-2.5278e-05i,-0.00025202+0.00029961i,-0.00054413+6.8877e-05i,-0.00056126+7.1907e-05i,-0.0005943-4.8028e-05i,-0.00011495-0.00056272i,0.00062438-0.00066368i,0.00045204-0.00013217i,-0.00010469-0.00022386i,0.00020829-0.00077354i,-0.00025373-0.00097009i,-0.0013929-0.0013671i
-0.00076718+0.0011021i,-0.00077465+0.00011943i,0.00042819-0.00074432i,0.0010798-4.0788e-05i,0.0012817+0.00073206i,0.0015604+0.00075413i,0.0013182+0.00046576i,0.00043692-0.00032084i,-0.00029891-0.00059594i,9.9802e-05-0.00082119i,0.00063185-0.00067131i,0.00024933-0.00029885i,-0.00053668-0.00078181i,-0.00069262-0.00093106i,-0.00025851-0.00034121i,-0.00038487-3.1007e-05i,-0.0011503+0.0004234i,-0.00078675+0.00021504i,0.00040043+0.00028908i,0.00045456+0.0010777i,-0.00013813+0.00086094i,-0.00046111+0.00042699i,-7.844e-05+8.4445e-05i
-0.00050257+0.00020841i,-0.00022011+0.00026586i,0.00058942+0.00053695i,0.0015956+0.00054604i,0.0014562+0.00019193i,0.0010245-4.697e-05i,0.00053633-0.00024608i,-0.00013391+9.274e-05i,-0.00016423+0.00086643i,-0.00016961+0.00080708i,-0.00018158+0.00042962i,0.0011172+0.00047111i,0.0010239-3.6054e-05i,0.00021974-0.0003383i,2.931e-05-0.00028872i,-0.00028609-7.3692e-05i,-0.00049119+4.2104e-05i,-0.00027624+0.00026788i,0.00025405+0.00070864i,0.0004202+0.0012278i,0.00057865+0.0015837i,0.00027191+0.0011571i,-0.00024601+0.00092131i
-0.00051083-0.00052398i,-0.00080399-0.0015244i,0.00020524-0.0013715i,0.00089904-0.0004902i,0.0005431-0.00062143i,0.00020576-0.00041895i,0.00027797+0.0003374i,9.1192e-06+0.00060939i,-0.00059177+0.00062546i,-0.00043976+0.00040795i,2.6609e-05+0.00043497i,0.00024209+0.00055357i,0.00036046+0.00045443i,0.00014459+0.0003928i,-0.0004171+0.00024515i,-0.0009397-0.00052648i,-0.0008724-0.0013272i,-0.00041506-0.00091314i,-9.6227e-05+0.00011302i,-0.00026856+0.00057577i,-0.00039782+0.00036434i,-0.00045399+9.6646e-05i,-0.00046403+0.00012965i
-0.001357+0.0014113i,-0.0017189+0.0019899i,-0.0007466+0.0018904i,0.00081168+0.0020505i,0.0011939+0.001096i,0.001354+0.0002117i,0.00091546+6.7637e-05i,6.285e-05+0.00026229i,-0.00020907+0.00050035i,-0.00036119-0.00019867i,0.00045677-0.00041869i,0.0011089-0.00024783i,0.0011656-0.00057716i,0.0007167-0.00083506i,-7.686e-05-0.00054319i,0.00016157+0.00044389i,0.00045697+0.00029774i,0.0012148-0.00036568i,0.0015305-0.00011013i,0.0004579-0.00023997i,-0.00023471-0.00028035i,-0.00023615-3.6e-05i,-0.00013267+0.0002936i
-0.0010562-0.0011245i,-0.0014381-0.00080569i,-0.0012147+0.00019148i,0.00012732+0.0010853i,0.0016317+0.00030674i,0.0015214-0.00053038i,0.00092734-0.00036605i,0.00048692-3.7237e-05i,0.00022898+0.00012279i,0.00028181-0.00012163i,0.00099779-0.00062695i,0.00094657-0.0012595i,-0.00014948-0.0013378i,-0.000622-0.0010203i,-0.00025996-0.0011244i,-0.00018717-0.00070138i,-0.00023575+1.7325e-06i,-0.00030485+0.00031165i,-0.00067819+0.00021464i,-0.00050257+7.1389e-05i,-0.0004145+0.00044965i,-0.00028912+0.00077881i,-0.00037426+0.00064197i
-0.0007469+0.00074182i,-0.00020757+0.0012711i,0.00025868+0.0018588i,0.0014088+0.0017822i,0.0024414+0.001528i,0.0026777+0.00038242i,0.0013451-0.00030265i,0.00028451+0.00013527i,0.00068354+0.00079926i,0.00081074+0.00040005i,0.00073322+6.8864e-05i,0.00077672+0.00057688i,5.1e-05+0.00072449i,-0.00072332-0.00023888i,-0.00043283-0.00054311i,0.00035134-0.00052797i,0.00022462-9.742e-05i,0.00011885+0.00073815i,0.00030942+0.00063953i,0.00039651+0.00033812i,0.00064228-4.6447e-05i,0.00094888-0.00063529i,0.0010322-0.00044689i
-0.00099754+8.1885e-06i,-0.001021+0.001207i,-0.0019442+0.001401i,-0.0011273+0.0018095i,-0.0001532+0.0014494i,0.00020727+0.00029453i,-0.00031839-0.00030744i,-0.00089617-0.00027152i,-0.00097109-0.00040198i,-0.00018341+0.00023476i,0.00049186+0.00059141i,-0.00033913-0.00033037i,-0.00061623-0.0012257i,-0.00028927-0.00091303i,-0.00053464+1.8244e-05i,-0.00026886+0.00070716i,0.00067323+0.00081644i,0.00058675+0.00021061i,0.00015999+0.00012225i,0.00024803-0.00013236i,0.00021503-3.6271e-05i,0.00015846+0.00049317i,4.3492e-05-6.495e-06i
-0.0010543+0.0004801i,-0.00055902+0.00051838i,-0.00052475+0.00023915i,-0.00019163-0.00072217i,0.00094404-0.0011547i,0.0011205-0.00061494i,0.00027289-0.00073702i,-0.00020617-0.0009714i,-1.3302e-05-0.00097629i,0.00065945-0.00065557i,0.00024376+0.00012203i,-0.00026+0.00057595i,-0.00042664+0.00073282i,-0.0015383+0.00029544i,-0.0010471+0.00016893i,-0.00030864+0.00087749i,-0.00044169+0.00090666i,-0.00036393+0.00017631i,0.00020814-0.00041665i,0.00061067-0.00065579i,0.00010832-0.00033585i,-0.00037551+0.00032121i,-0.0005303+7.7817e-05i
-0.0020398-0.00085113i,-0.0020411+0.0015368i,-0.0010307+0.001984i,0.00077405+0.0015223i,0.0015677+0.0011875i,0.00077315+0.00072735i,-6.6388e-05+0.00054218i,-1.543e-05+6.1679e-05i,4.6059e-05-0.00055771i,1.162e-05-0.00048115i,0.00058902+0.00035959i,0.00057507+0.0006326i,3.3473e-05+2.8266e-05i,-0.00044869-0.00073609i,-0.00027672-0.0006783i,0.00024031+0.0002208i,-0.0001457+0.00044374i,-0.00014365-0.00033281i,-0.0001308-0.00090438i,-7.2617e-05-0.00078566i,-9.1334e-05-0.00032022i,-0.00029511+0.00036664i,-0.0007525+0.00027647i
-0.00080466-0.00048706i,-0.0013946-0.00013919i,-0.0012473-0.00022946i,-0.0006214-0.00042438i,4.0888e-05+8.9672e-05i,0.00066559+0.00036074i,0.00040732+9.1799e-05i,9.5087e-05-0.00046476i,4.0142e-05-0.0007898i,-0.00050341-5.3349e-05i,-0.00015823+0.00046421i,0.00018424-0.00027202i,-0.00055614-0.00058282i,-0.00021053+0.00011752i,0.00015255+0.00059233i,-0.00036727+0.0002224i,8.166e-05-0.00022068i,0.00059931+0.00022133i,0.00023422+0.00049658i,-0.00018957+0.00038825i,-0.0001064-0.00030636i,-8.6615e-05-0.0010229i,2.3787e-05-0.00082009i
0.00012411+0.00018215i,0.0001299+0.0017576i,0.00052898+0.0015714i,0.0018138+0.0011381i,0.0022852+0.0011684i,0.001763+0.00034327i,0.0010081-0.00019829i,-0.00045315-0.00045482i,-0.00085589-0.00047759i,-0.00070289+0.00030607i,-0.00023355+0.00039782i,7.5147e-05+0.00019884i,0.00047432+0.00011819i,0.00047572-4.324e-05i,-0.00050562-7.3808e-05i,-0.00085395-0.0001789i,-0.00064185+0.00013327i,0.00040803+0.00032316i,0.0015066+0.00024837i,0.00070859+7.8775e-05i,1.8094e-05-0.00022105i,-7.188e-05+0.00034441i,-0.0001157+0.0010404i
-0.0029756-0.0013369i,-0.0025311-0.00044357i,-0.0019185+0.00079163i,-0.0004254+0.0015783i,0.0011534+0.001018i,0.0010165+0.00042928i,-0.00046853+0.00075717i,-0.0010539+0.001001i,-7.2784e-05+0.00076857i,0.00040282+0.00056375i,0.00069424+0.00012083i,0.00076951+0.00028912i,0.00011173+0.00058263i,-0.00045481+0.00054467i,0.00025426+0.00029276i,0.0012187-5.4933e-05i,0.00074023-0.00029284i,-6.3033e-05-0.00068221i,0.00020238-0.00053159i,0.00053556+0.00013754i,0.00013758+0.00038476i,-0.00051405+0.00042146i,-0.00077095+0.0011243i
0.00021373-0.0012581i,0.00021031+0.00029689i,0.00031412+0.00065602i,0.0015071+8.3998e-05i,0.0018843+3.7273e-06i,0.00050634-0.00011436i,-0.00029169+6.3743e-05i,-4.8062e-05-0.00011539i,0.00023179-0.00078358i,0.00045851-0.0010472i,0.00077447-0.00078113i,0.00082164-0.00015559i,-7.9302e-05+0.00021761i,-0.00048713-0.00026839i,-0.00027149-0.00090193i,0.00025788-0.00041071i,0.00028362-0.00036458i,-0.00030769-0.0010837i,-0.00033617-0.0010883i,-1.588e-05-0.00032459i,0.00024838+0.00051994i,3.5871e-05+0.00073327i,-0.00019775+0.00061545i
0.00024453-0.00082928i,-0.0011168+0.00022266i,-0.0010972+0.00064716i,0.00036895+0.00069502i,0.00084274+0.00083598i,0.00057478+0.00059429i,0.00074446+0.00047839i,0.0011616-0.00028635i,0.0011445-0.0004472i,0.0014136+5.1902e-06i,0.0015408+4.1527e-05i,0.00089887+0.00038141i,0.0004789+0.00013791i,0.00028625-0.00028047i,0.0002964-0.0002285i,0.00045823-0.00065319i,0.00017205-0.00037812i,-4.1044e-05-0.00033754i,-0.00072685-0.00014942i,-0.00093726+0.00033267i,-0.00067914+0.00025075i,-0.00046223-0.00015699i,-0.00021364-0.00073715i
-0.001877-0.00039809i,-0.0022946+0.00061708i,-0.0016153+0.001827i,0.0005421+0.0015008i,0.0019022+0.0012298i,0.0016213+0.00046944i,0.00099684-2.0895e-05i,0.00026392+0.0003472i,1.6573e-05+0.00021486i,-7.0282e-05+0.00023844i,-0.00044192+0.0004047i,0.00010188-5.4614e-05i,0.0010129-0.00053579i,0.0014567-0.00051905i,0.00089774-0.00055165i,0.00037171-0.00050692i,0.00052481+0.00011593i,0.00012183+0.00012638i,-0.00039088-0.000396i,-0.00038375-8.196e-05i,-0.00045328-0.00065461i,-0.00022299-0.0010772i,0.00011323-0.00048565i
0.00079603-5.6359e-05i,0.0015758+0.00076106i,0.0011492+0.00098902i,0.0014056+0.00087275i,0.0018487+0.00040599i,0.0013214+6.8318e-05i,0.00075653+0.00026355i,0.00076117+0.00019505i,0.00030345-0.00046602i,-0.00014976-0.00099516i,0.00017006-5.3125e-05i,0.00060331+0.0002804i,0.00015426-4.8314e-06i,-0.00049508+4.4743e-07i,-0.0010302+8.586e-06i,-0.0010983-0.00018653i,-0.00057436+0.00014241i,-0.00019046+0.00024577i,0.00013655-0.00035031i,0.00033257-0.00048809i,0.00072024-0.00044639i,0.0010651-5.7258e-05i,0.0011564-0.00019872i
0.00028143+0.00085801i,3.1912e-05+0.0017613i,0.00021631+0.0011936i,0.00012782+0.00035162i,0.00089837-0.00012625i,0.0013956-0.00016596i,0.00071405-0.00037024i,0.0001969-0.00038076i,-0.0001305+3.1807e-05i,-0.00045037-0.00013431i,-0.00066357-0.0013429i,-0.00063696-0.0011786i,-0.00090812+0.00015216i,-0.00052498+0.00060349i,0.00016889+0.0007399i,-0.00029762+0.0010195i,-0.00010703+0.0012242i,0.00014979+0.0012572i,-1.5007e-05+0.00047591i,-4.3167e-06-0.00033155i,-0.00031151-0.00036403i,-0.00010577-0.00036703i,0.0004694-0.00046179i
-0.0001619-0.0025844i,-0.0012237-0.0025101i,-0.00055036-0.0023487i,0.00044348-0.0010869i,-0.00010351+1.7143e-05i,0.00028701+6.6224e-05i,0.0010834-0.00031775i,0.00063331+0.00029956i,-0.00022445+0.00049002i,-0.0003811+0.00014432i,-0.00016798+0.00027679i,0.00012113+0.00073821i,-9.4717e-06+0.00054016i,0.00011972-0.00010547i,0.0001132-0.0008542i,-0.00071195-0.0011903i,-0.00053314-0.00082795i,-8.7123e-06-0.00013352i,-0.00027474-0.00011788i,4.0296e-05-0.00060402i,0.00070359-1.6965e-08i,0.00048127+0.00065107i,-0.00010107+0.00023307i
