0.00098814-0.00042028i,3.7074e-05-0.0010427i,3.2371e-05-0.0015786i,2.4342e-05-0.0016119i,-0.0010744-0.0010143i,-0.0013481+0.00069972i,-0.00062196+0.0014351i,0.0004684+0.0012683i,0.0014167+0.00074553i,0.0010945+0.00032887i,0.0010483+9.4811e-06i,-4.4015e-05-0.00054822i,-0.0013824-0.00094226i,-0.00046694-8.7338e-05i,2.4268e-05+0.00043589i,0.00012636+0.00020603i,0.00075613+5.8513e-06i,0.00085788-0.00046607i,0.00033053-0.00041271i,-0.00018658-5.6142e-05i,-0.00044217-0.00035859i,-0.00068873-0.00073807i,-0.00030779-0.00075645i
0.00058519+0.00069804i,0.00060696+0.00028579i,0.00072726+0.00064159i,0.0013177+0.001035i,0.0018645+0.00086333i,0.0015238+0.00010122i,0.00060562-0.0002426i,0.00057222-9.8281e-05i,0.00083914+0.00019635i,0.00087819+0.00016498i,0.0011612+5.7366e-06i,0.00083984-0.00031484i,0.00054844-0.00061144i,0.00037014-0.00071514i,0.00049378-0.0010557i,0.00040722-0.0015077i,0.00034677-0.0016855i,0.00049839-0.00088887i,0.00010272-9.3546e-05i,4.2014e-05-0.0001421i,0.00040204+0.00011697i,0.00075181+6.564e-06i,0.00043706-0.0010587i
-0.00096682-0.00067234i,-0.0017551-0.00057901i,-0.0021721+0.00027901i,-0.0013314+0.0011613i,0.00049761+0.0019545i,0.001512+0.0013478i,0.0015373+0.00052911i,0.00057325+0.00042351i,-3.7743e-06+0.00053964i,0.00055184+0.00035068i,0.00028762+0.0004623i,-6.8747e-05+0.00051419i,7.699e-05+0.00011398i,-0.00037839+0.00030982i,-0.00017992-0.00011928i,0.00041494-0.00095084i,0.00053787-0.00025652i,0.00028092+0.00050076i,0.00030478+0.00066583i,0.00095014+0.0004316i,0.00073488+0.00011752i,6.8636e-05-0.00068969i,0.00050804-0.00079787i
-0.00030284+0.00030216i,-0.00054631-0.00016265i,-0.00014658+0.00027552i,0.00036689+0.0010986i,0.0006645+0.0017305i,0.00094809+0.0013331i,0.00035562+0.00025472i,-4.2034e-05-0.00034104i,-0.00012212+0.0002615i,-0.00037505+0.00087118i,6.4766e-06+0.00052745i,0.00044168+0.00033439i,0.00037021+0.00055165i,-0.00033448+3.0827e-05i,-0.00078668-0.00065284i,-0.00015968-0.0004533i,-0.00027352-0.00011735i,-0.00012772-0.00066024i,0.00038181-0.00071774i,5.5977e-05-0.00018153i,-0.0005093+7.7493e-06i,-0.00083202-0.00052058i,-0.00068839-0.00064688i
-0.0013382-0.0014811i,-0.0012445-0.00061582i,-0.00088904+0.0001801i,0.0005393+0.00088633i,0.0010895+0.0016458i,0.00087483+0.0016731i,0.0014471+0.0013797i,0.001243+0.0011923i,0.00024354+0.0011459i,3.4929e-05+0.00093913i,-5.7251e-05+0.00086351i,0.00014746+0.00058037i,0.0010833+0.00043366i,0.0015168+0.00014997i,0.00091702-0.0009015i,0.00047047-0.00068764i,0.00045399-0.00016956i,0.00019815+4.1583e-06i,-0.00024999+0.00022504i,0.00015518-0.00037859i,0.00054644-0.00082304i,0.00049428-0.00032486i,7.9541e-05-1.9223e-05i
0.00069077-0.00079014i,7.5475e-05-0.00058732i,0.00018589+0.00044917i,0.0012612+0.0010069i,0.0017654+0.00065977i,0.0010072-2.394e-05i,0.00057272+0.00016493i,0.00043975+0.00039591i,0.00022585-1.1316e-05i,0.00021356-0.00019845i,0.00027634-0.00074164i,0.00026864-0.0013148i,0.00077128-0.00078459i,0.00096008-0.00054837i,0.00035572-7.4129e-05i,0.00051755+0.00099395i,0.00068606+0.0015212i,0.00024318+0.00095421i,0.00020566+7.1064e-05i,0.00033923-0.00036368i,0.00029369-6.2181e-05i,0.00040708+5.2819e-05i,0.00039699-8.401e-05i
0.00069211-0.00025137i,-0.00072854+8.3031e-05i,-0.0017523+0.00062633i,-0.0011272+0.0014339i,0.00018348+0.0019282i,0.00028613+0.0014424i,-5.8951e-05+0.00057126i,0.00041798+0.00061226i,0.00090536+0.00085257i,0.00049121+0.00063592i,4.7621e-05+0.00083814i,6.1919e-05+0.00082574i,0.00052814+0.00034334i,0.00049751+0.00066461i,0.00013397+0.00074972i,-0.00026126+0.00030995i,-0.00027884-0.00020464i,-0.00039814-0.0004681i,-0.00049648-0.00048073i,-2.1226e-05-0.00011184i,-0.000199+0.00067919i,-2.7834e-06+0.0011911i,0.0011203+0.00064662i
0.00012221-0.0018175i,-0.00026054-0.0008201i,-0.00032755+0.00039352i,0.00024525+0.0016983i,0.00090425+0.0025346i,0.0014152+0.0022318i,0.0008667+0.0014934i,0.00020945-0.00012577i,-0.00014028-0.00041778i,-0.00017108+0.00017042i,-0.00036887+0.00011763i,-1.082e-05+0.00066485i,1.3056e-05+0.00051361i,-0.00053378-3.2725e-05i,-0.00045959+0.00035238i,-0.00071793+0.00043497i,-0.00095463+0.00026319i,-0.00043493+0.00031883i,-0.00033917+8.2702e-05i,-0.00016753-0.00024967i,0.00020876-0.00038422i,0.00049744-0.00018346i,0.00092908-0.00075062i
-0.0015875-0.00060371i,-0.0014038+0.00042577i,-0.001579+0.0021746i,-0.00019512+0.0030441i,0.0014548+0.0028976i,0.0016662+0.0017157i,0.0012196+0.0012274i,0.00061095+0.00087612i,0.0007543+0.00035906i,0.00048351+0.00021049i,0.00016178-4.581e-05i,0.00011832+0.00062426i,-9.7009e-05+0.00084149i,-9.8263e-05-0.00023257i,0.00018729-0.00081531i,-5.6486e-05-4.3267e-05i,-0.00017109+0.00027529i,-0.00017363-4.7025e-05i,-0.00036442-0.00011829i,-5.2493e-05+0.00085168i,-0.00012182+0.0011493i,-0.00032707+0.00072498i,-0.00060261+2.2802e-05i
-0.00039981-0.0015507i,-0.0015443-0.0015268i,-0.0029159-0.0010549i,-0.0020876-5.3889e-05i,-0.0002831+0.00050964i,0.00056014-0.00021858i,0.00058534-0.0009783i,0.00057944-0.00076647i,4.0726e-05-0.00067803i,-0.00049332-0.00040027i,-0.00035085+0.00012515i,0.00026603+0.00048086i,0.00084796+0.00069398i,-3.6221e-05+0.00040238i,-0.0004106+1.7812e-05i,0.00078072-7.3162e-05i,0.0015865-8.9202e-05i,0.0013198-0.0001936i,0.00037957-4.3828e-06i,-0.00057703-8.8825e-05i,-0.00067266-0.00049238i,-0.0002309+3.1792e-05i,-4.2768e-05+0.00047442i
-0.00069862+0.0015366i,-0.0014562+0.0015867i,-0.00017975+0.0020282i,0.0011204+0.0015658i,0.0020843+0.001373i,0.0027699+0.00093675i,0.0016987+0.00024267i,0.0003121-0.00022106i,-5.6515e-05-0.0002622i,-0.00050028-0.00042576i,-0.00014546-0.00025061i,-9.9517e-05+0.0003426i,-0.00017398+0.00021699i,0.00029112-0.00039929i,0.00070342-0.00067265i,0.0005128-0.00019726i,0.00029195-0.00014342i,0.0002685-0.00027938i,0.00017649-0.00010669i,0.00016204+0.00014756i,-4.3665e-05+0.00054799i,-3.8015e-05+0.0003159i,0.00023293-0.00030178i
-0.00058727+0.00092923i,-0.0007026+0.001787i,-0.00013822+0.0028202i,0.0010492+0.0030424i,0.0020788+0.0017587i,0.0014436+5.1272e-05i,0.00091363-0.00014174i,0.00073603-0.0001359i,0.00081318-0.00035329i,0.001172+0.00018415i,0.0007466+0.00066238i,-0.00018905-0.00043571i,-0.00026177-0.00070669i,-7.9114e-06-8.6235e-06i,0.00013539-4.7118e-05i,9.7245e-05+0.00012443i,-0.00030438+0.00046217i,0.00014778+0.0005439i,0.00030653+8.4463e-05i,-0.00028361-6.4904e-05i,6.45e-05+5.4923e-07i,0.00019711-0.00039264i,8.7545e-05-0.00011116i
-0.00037617-0.00015689i,0.00029879-0.00025112i,-0.0010571-0.0002154i,-0.0023379-3.1665e-05i,-0.00022569+0.00010442i,0.0012399+0.00096015i,0.00017558+0.0015041i,-0.00076978+0.0011696i,-0.00027786+0.00091627i,0.00017692+0.00049371i,0.00048038+0.00027762i,0.00094041+0.00085496i,0.00099378+0.000296i,0.00043671-0.001009i,1.1874e-05-0.00061654i,-0.00021069+0.0001676i,0.00012884+1.9064e-05i,0.00024906-0.00068577i,0.00018203-0.00082603i,0.00036524-0.00050183i,7.7368e-06-0.00074765i,0.00010325-0.0010076i,0.00020277-0.00096141i
-0.00011494+0.0013066i,-0.00092237+0.0011239i,0.00044279+0.001145i,0.0020424+0.0012765i,0.0026225+0.00098167i,0.0022895+0.00035364i,0.00090436-0.00072066i,-0.00052016-0.0012235i,-0.00053977-0.00058227i,0.00032079-0.00068767i,0.0010926-0.00059019i,0.0012943+0.0003188i,0.00059708+0.00012965i,0.00027365-0.00014816i,0.00013783+6.7652e-05i,-0.0001341+0.00039436i,-0.00062568+6.1745e-05i,-0.00030915+0.00039088i,0.00021416+0.00080167i,-9.0823e-06+0.00016579i,0.00014385-0.00037235i,0.00047178+1.6568e-05i,0.00029734+0.00083199i
-0.0016633-0.0032466i,-0.0020268-0.0024837i,-0.002831-0.0015257i,-0.0023044+3.622e-05i,-0.0008211+0.0012932i,0.00036542+0.0020532i,0.00027814+0.00098423i,-1.4796e-05-0.00044372i,-0.00030877-0.00031289i,0.00019875-0.00031179i,0.00026535-0.00077774i,-6.7135e-05-0.00073598i,0.00022249+0.00023469i,0.00038708+0.0006237i,0.00057805+0.00043308i,0.00031108+0.00036115i,1.5576e-05+0.00033069i,9.7353e-05+2.5743e-05i,-0.00035168+0.00020124i,-0.00086174+0.00075709i,-0.00085674+0.00040881i,-0.00022912-0.00041312i,-4.8517e-07-0.00053311i
3.7584e-05-0.00125i,-0.00018727+6.6123e-05i,-0.00065222+0.0016625i,-0.00059521+0.0025963i,0.00051986+0.002269i,0.0010216+0.0018355i,0.00038243+0.0010742i,0.00025069+9.8171e-05i,-0.00010668-0.00045646i,-0.00048182-2.9371e-05i,0.0001452+0.00091989i,0.00083585+0.0010263i,0.00066142+0.00085761i,0.00043558+9.3489e-05i,0.00057106-0.00085975i,0.0010712-0.00083185i,0.0012603-0.00018834i,0.00085001-5.5068e-05i,0.0010748-7.6391e-05i,0.0008097+5.3348e-05i,0.00025019-9.806e-05i,-0.00014549-0.00050978i,0.00018552-0.00081016i
-0.00017995-1.1966e-05i,-5.8669e-05+0.001132i,-0.00048239+0.00064341i,-8.0893e-05+7.1119e-05i,0.00095205+0.00077866i,0.0024997+0.0015988i,0.0027727+0.0012879i,0.0012038+0.00099833i,0.00070019+0.00070459i,0.0013771+0.00086533i,0.0011165+0.0011288i,0.00063725+0.0012232i,0.00059058+0.001018i,-7.3107e-05+0.00047596i,-0.00029745+0.00065895i,0.00049836+2.9254e-05i,0.00043924-0.00085937i,-0.00031901-0.00095954i,-0.0012334-0.00039448i,-0.0010799+0.00012346i,-0.000533-0.0003388i,-0.00013857-0.00051185i,-7.9722e-05+0.00033809i
-0.0011449-0.0032842i,-0.0019316-0.0025855i,-0.0022484-0.0016654i,-0.0022689-0.00021779i,-0.0021749+0.00091672i,-0.0001549+0.00077225i,0.00047489-0.00061312i,-0.0004016-0.0014207i,-0.000392-0.00077057i,0.00054227-8.2541e-05i,0.00016677-0.00023506i,-0.00042698-0.00016747i,0.00067925+0.00065077i,0.00064968+0.00097367i,-0.00055486+0.00013904i,-0.0010276-0.00033413i,-0.00093785+5.4337e-05i,-0.00061618-0.0001532i,-0.00075023-8.3688e-05i,-0.001211+3.0912e-05i,-0.0005928-0.00078173i,-0.00010079-0.0013641i,-0.0010551-0.001066i
0.00092815+0.00028922i,-1.174e-05-0.00012642i,-0.0010544-0.0011831i,-0.00058983-0.00066774i,-0.0003519+0.00091333i,-0.0015441+0.0010986i,-0.0014808+0.00072247i,-0.00082125+0.00086547i,-0.00051095+0.00070038i,-0.00063876+0.00066787i,-0.00073816+0.00085654i,-0.0002277+0.00087763i,0.00012862+0.00069906i,-0.00012531+0.00016758i,-0.00044571-0.00046432i,-0.0008965-0.00066147i,-0.00086158-0.00064i,0.00064266-0.00054996i,0.00097221-0.00011557i,-0.00015788-0.00023933i,-0.00072738-0.000891i,-3.35e-05-0.00016109i,0.00026165+0.0016005i
-0.0031124+0.00093952i,-0.0022515+0.0019415i,-0.0011771+0.0034652i,0.00034646+0.0043878i,0.0012609+0.0047004i,0.00049179+0.0032383i,0.00027071+0.0010633i,0.00074188+0.000416i,0.00059443+0.0006299i,0.00061964+0.00074615i,0.00022914+0.00072197i,0.00017533+0.00070951i,0.0008237+0.00067106i,0.00015786+0.00042327i,0.00037155+0.00032435i,0.00089539+0.00019693i,-0.00033853+0.00012119i,-0.00099405+6.3965e-05i,-0.0003473-0.00044783i,-0.00031941-0.0004707i,-0.00074503-5.3473e-05i,-0.00080068+0.00015086i,1.945e-05+0.00049904i
-0.00066492-0.00043599i,-0.00049066-0.00044507i,-0.00079571+0.00059551i,-0.00022272+0.00028906i,0.0016666+0.00036903i,0.0036002+0.0013433i,0.0033069+0.00098522i,0.0015799+0.00050287i,0.00053388-0.00031246i,0.00025798-0.00094497i,0.00029726-0.00046439i,6.1426e-05-4.9572e-05i,0.00012268+0.00016624i,-0.00010897+8.5789e-05i,-0.00095563-0.00054048i,-0.0008216-0.0010359i,-1.6392e-05-0.0011449i,0.00057782-0.00092781i,0.00037003+3.0432e-05i,-0.00037959+0.00064613i,-0.00093735+0.00061208i,-0.00013891+0.00012886i,0.00010077+0.00014796i
0.00060838-5.93e-05i,-0.0008493+0.00010795i,-0.0013159-0.00090615i,-0.00076303+0.00023016i,-0.00047316+0.0015385i,-0.00030337+0.00097464i,-0.00061531-0.00028086i,-0.00054631-0.00021352i,9.9639e-05-9.0989e-06i,-0.0001156-0.00036229i,-0.00063894-5.2209e-06i,-0.00024683+0.00081168i,9.0319e-05+0.00073756i,-4.6189e-05-3.8846e-05i,7.9285e-05-0.00023676i,-6.3032e-06-0.00011855i,-0.00035994-6.9872e-06i,-0.00041057-4.7902e-05i,0.00040201-0.00096707i,0.0009105-0.0013119i,0.00017905+7.1542e-05i,-4.5745e-05+0.00045337i,0.00077221-0.00030991i
-8.2166e-05+2.6474e-05i,-0.00078648+1.3596e-05i,-0.0014481+0.00060977i,-0.0015699+0.0013092i,-0.001158+0.0014321i,-0.0010342+0.0015792i,-0.0012395+0.0012579i,-0.0016806+0.00097232i,-0.0012724+0.00026239i,1.6704e-05-9.3828e-05i,-8.9171e-05+0.00056131i,-0.0003935+0.00075411i,-0.00020185-2.9522e-05i,0.0001319-0.0011053i,0.00040593-0.0011568i,0.00084904-0.0008689i,0.00080122-0.00076959i,0.00018603-0.0004748i,4.7088e-05-0.00058359i,-0.00020103-0.0006696i,-0.00042524-0.00031737i,-7.0236e-05-0.00047082i,0.00043233-0.00057617i
-0.0018173+4.9657e-05i,-0.0014348+0.000832i,-0.00055955+0.0013083i,0.00072099+0.0020993i,0.0023514+0.0032903i,0.0029193+0.0033139i,0.0017362+0.0014873i,0.00022624+0.00037449i,-9.6215e-05+0.00079716i,8.1646e-05+0.00057195i,0.00099341-0.0004474i,0.0010748-0.00074427i,0.00031917-0.00017273i,-0.00016605-0.00018002i,-0.0002555-0.00062931i,0.00019105+1.8966e-05i,0.0010784+0.00011756i,0.0011879+8.2044e-05i,0.0012921+0.00020183i,0.00088502+0.00032614i,0.00053377+0.00034538i,0.00051014-0.00021215i,0.00064191-0.00060565i
0.00057251-0.00050168i,-0.00061201-0.0014229i,-0.00095145-0.0013232i,0.00022535-0.00092182i,0.0020473-0.00042904i,0.0022609-0.00025733i,0.0017638-0.00083323i,0.0014658-0.00085689i,0.0010318-9.4446e-05i,0.00065828-0.00017968i,0.00024155-0.00079798i,0.00015443-0.001107i,0.0003675-0.00028521i,0.00024526+0.00036759i,-0.00026345+1.9201e-05i,-0.00029444-0.001018i,-0.00041875-0.0012855i,-0.00086574-0.00020919i,-0.0002347+0.0002216i,0.00035421-0.00016997i,7.2293e-05-0.00050222i,-0.00055653-2.3425e-05i,-0.00062563+0.0005107i
-0.00067742-0.0014999i,-0.0017126-0.0010491i,-0.0013812-0.00048995i,-0.00025825+0.00064592i,0.00052921+0.0013616i,0.00051799+0.0010944i,-0.00027256+0.00044206i,-0.00057451+8.1437e-05i,-0.00020274-0.00073957i,-0.00054062-0.00080461i,-9.9718e-05-0.00037399i,0.0002924-0.00058167i,0.00022983-0.0008435i,0.00037858-0.0013267i,0.00017786-0.00096977i,-6.4999e-05-0.00069057i,-0.00028399-0.00050207i,-0.00023542-0.0002904i,0.00053224-0.00039106i,0.00040372+7.2039e-05i,-5.0219e-05+0.00023506i,-0.00020895-0.00012369i,-0.00038919-0.00021315i
0.00017348-0.00085482i,-0.0005325-0.0003513i,-0.00025333+0.00040792i,0.00021528+0.00177i,0.0007373+0.00275i,0.00071168+0.0023464i,0.00046932+0.0013307i,-9.3088e-06+0.0009479i,-0.00058844+0.0011526i,-0.00040913+0.0011071i,-0.00020492+0.00077233i,-0.0002626+0.00038214i,0.00055652-0.00014421i,0.00024614-0.00043198i,-0.00061804-0.00049714i,-0.00079974-0.00064678i,-0.00028114-0.0010352i,0.00069867-0.00074646i,0.00089354-0.00026287i,-9.8548e-05-0.00010451i,-0.00013256-0.00017339i,0.00024643-3.8309e-05i,9.6863e-05+6.258e-05i
-0.0010229+0.00073124i,-0.00080015+0.00065838i,-0.00067462+0.00087479i,-0.0004983+0.0016546i,0.0004583+0.0024788i,0.00059832+0.001788i,0.00015997+0.00064578i,0.000358+9.9805e-05i,0.00046187-9.7945e-05i,0.00015278-0.00022988i,-3.577e-05-4.1508e-05i,0.000498+0.00040769i,0.00035416+0.00018381i,-0.00085604-0.00047124i,-0.00093797-0.00069521i,-4.5048e-05+0.00012534i,0.0002718+0.00055277i,0.00015929-4.5236e-05i,6.1906e-05+0.00017427i,0.00018435+0.00084731i,-0.00028697+0.00087814i,-6.2841e-05-5.1344e-05i,0.00057017-0.00064897i
-0.00025887-9.2153e-05i,-0.00011796+0.00053392i,0.00080891+0.00094799i,0.0014435+0.0016938i,0.0019608+0.0019581i,0.0019448+0.00071488i,0.0012417-0.00073199i,0.00082227-0.0010769i,0.00015387+4.4644e-05i,8.9194e-05+0.00024983i,-3.8379e-05-4.7355e-05i,-0.00020638-0.00070227i,-0.00030524-0.0010083i,-0.00030586-0.00047737i,0.00018286-0.00018436i,0.00017268-6.7448e-06i,0.00073251+0.00073437i,0.00063265+0.00098037i,-7.8958e-05+0.00055188i,-0.00012799+0.00022155i,-4.2702e-05+7.4077e-05i,0.00031504-0.00011598i,0.00080276-0.00021906i
0.00029125-0.0024082i,-0.00029953-0.0016989i,0.00041234-6.3594e-05i,0.0013833+0.00052304i,0.0016192+0.0012577i,0.0012447+0.00086681i,0.00034111-0.00050065i,-0.0011192-0.00037768i,-0.0015597-0.00015329i,-0.00079586-0.00047638i,0.00037877-0.00023808i,0.00068415+0.00033122i,0.00019456-0.00013029i,0.00024134-0.0010915i,0.00022983-0.00098353i,-3.6443e-05-0.00029626i,-2.5347e-05-0.00077895i,0.00043021-0.00067663i,0.00040743+0.00060263i,-0.00021304+0.00079723i,0.00021938+0.00033485i,0.0006019+0.00024088i,-0.00026797-0.0001334i
-0.0004797-0.00027419i,-0.0013383+0.00032376i,-0.0024774+0.0013832i,-0.00079887+0.0021338i,0.0012099+0.0029407i,0.0015602+0.0021193i,0.00056081+0.00044836i,-0.00014886+0.00043351i,-0.00024616+0.00099526i,-0.00060394+0.0012257i,-0.00049336+0.0006036i,-2.7625e-05-0.00041174i,0.00010866-0.00040146i,0.00014661-8.0819e-05i,-7.5547e-05+0.0005077i,-0.00046412+0.0010217i,-0.00039265+0.0010846i,4.4668e-07+0.00064765i,-0.00010007-0.00011336i,-0.0001991-0.0003567i,-0.00037061+0.00029463i,-0.00045022+0.00064418i,-3.8533e-05+7.5876e-05i
0.00033582+0.00056185i,-0.00028382+0.0008587i,-0.00047915+0.0015885i,-8.0649e-05+0.0015675i,0.00083837+0.00075835i,0.0012026+0.00092616i,0.00033375+0.00064899i,-0.00016427+0.00011793i,-0.00015016-3.4779e-05i,0.00026997-0.00064181i,0.00035071-0.000982i,0.0003515-0.00095252i,-4.0728e-05-0.00059367i,0.00019256-0.00058846i,0.00055507-0.00044428i,-0.00019547-0.00026443i,-0.00022782-1.0264e-05i,7.1752e-05+0.0003402i,1.1623e-05-1.3651e-05i,-0.00038761-0.00045076i,0.00045091-0.00088778i,0.00063807-0.00070008i,-0.00033337+0.00025061i
-0.0012385-0.0015809i,-0.00082487+0.00020655i,-0.0014206+0.0012203i,-0.00073848+0.0021308i,0.00073376+0.0025898i,0.0015719+0.001009i,0.0012201-0.00016476i,0.00041676+0.00030616i,0.00024375+0.00030818i,0.00048406-0.00032761i,0.000517-0.00025714i,0.00032502-0.00019078i,-6.381e-05-0.00056711i,0.00043231-0.0003818i,0.00089176+0.0001467i,0.00049512-8.6077e-05i,0.00022296-0.00090337i,0.00029553-0.00080526i,0.00022492+0.00027696i,4.6176e-05+0.00066436i,0.000359+2.0304e-06i,0.000346-0.0002097i,-0.00059577-0.00016305i
-0.00042746-0.00097835i,-0.0015032-0.00093756i,-0.0011794-0.0012631i,0.00057505-0.0004206i,0.00125+0.0011072i,0.00091561+0.0016199i,-6.0444e-05+0.0012289i,-0.00059018+0.00018927i,-0.00064579-0.0008917i,-0.00084983-0.00091986i,-0.00038253+0.00020929i,0.0002417+0.00036522i,0.0010065+0.00047094i,0.00069423+0.00060536i,0.00023595+0.00018091i,0.00056799-0.00046349i,0.00016049-0.00077822i,-0.00035409-0.00029067i,0.00019206+0.00020154i,0.00047722+0.00051321i,0.00028212+6.5173e-05i,0.00015858-0.00022401i,-0.00012288+0.00030396i
-0.0013859-0.00099017i,-0.0016805-0.0012098i,-0.0025614-0.00032112i,-0.003056+0.0014835i,-0.0029259+0.0025197i,-0.00085824+0.0019941i,0.0010282+0.0015567i,0.00087343+0.00064081i,0.00119+0.00044493i,0.0012968+0.00092064i,3.7819e-05+0.00098296i,-9.5281e-05+0.0013185i,0.00050965+0.0010261i,0.00018184+2.0166e-05i,4.877e-05-0.00057641i,0.00015892-0.00067451i,0.00084192-0.00088596i,0.00082286-0.00048348i,-0.00051262+0.00043494i,-0.00072128+0.00077998i,0.00030561+0.00012176i,0.00095256-7.2541e-05i,0.00052141+0.00049801i
-0.0016002-0.001338i,-0.0015066+0.00041041i,-0.0016586+0.0017412i,-0.0010503+0.0027098i,0.00059838+0.0029099i,0.0019537+0.0023523i,0.0019095+0.00080051i,0.00086291-0.00082873i,-0.00018087-0.0008666i,0.00016949-0.00041148i,0.00089774+9.7581e-05i,0.0013185+0.00043545i,0.00090019+0.00017966i,0.00047362-0.00035792i,0.00020627-0.00023204i,-0.00020972-0.00020665i,-0.00043674-0.00023485i,-0.00018664-0.00055557i,0.00014628-0.0014894i,0.00084394-0.0016327i,0.00076994-0.00091315i,-0.00053535+0.00026077i,-0.0005685+0.00067858i
0.001667-0.0030649i,0.00022334-0.0030515i,-0.00073138-0.002704i,-0.00060711-0.0010477i,0.00065298+0.000629i,0.0013313+0.00055602i,0.00035354+0.00017962i,-0.00057552+4.5292e-05i,-0.00017072-0.00021564i,0.00027811-0.0006615i,-0.00012878-0.00045399i,0.00044681+0.00080473i,0.0009113+0.0012523i,8.8069e-05+8.5305e-05i,-0.00022785-0.00054966i,-0.00010092-0.00068547i,0.00011006-0.0010424i,0.00059576-0.0004818i,0.00041326+0.00014679i,-6.1217e-05+0.00040585i,-0.00019412-3.0226e-07i,9.8704e-05-0.00015593i,0.00059934+0.00048227i
-0.00026021+0.00025911i,-0.00093406+0.00069119i,-0.00042369+0.0011924i,8.5842e-05+0.00093821i,0.00048511+0.00057146i,0.00037407+0.00023781i,-0.00023674-2.379e-05i,-0.00045875+0.00062023i,-0.00049127+0.00073291i,-0.00095391-0.00021611i,-0.00075706-0.00040578i,-0.0010113+0.00042936i,-0.0013235+0.0013584i,-0.0010379+0.00087301i,-0.00096501-0.0004443i,-0.00079516-0.0010883i,-3.7798e-05-0.00076615i,5.4797e-05-0.00091883i,-0.00013265-0.00054548i,-0.00011022+0.00042451i,-0.00046991+0.00041597i,-0.00029972-0.00013446i,-0.00024364-0.00023793i
-0.003003-0.00060636i,-0.0020118+0.00094068i,-0.001626+0.0027788i,-0.0012854+0.0033281i,-0.00053925+0.0028731i,0.000739+0.0019195i,0.0010084+0.00091241i,2.8195e-05+0.00070379i,-0.00070768+0.00075161i,0.00048035+0.00045082i,0.00052414+0.00055597i,1.4993e-05+0.00058916i,0.0008967+0.00013194i,0.00053639-0.00015182i,-2.9147e-05-9.4679e-05i,-0.00031049-0.00093862i,-6.3028e-05-0.0011024i,0.00028882+0.0004418i,-0.00023136+0.0014731i,-0.00068841+0.0011556i,-0.00041359+0.00086509i,-1.9879e-05+0.00098975i,0.0009941+0.00023332i
0.0015246+0.0014296i,0.0023062+0.00053782i,0.0026634+0.0014928i,0.0028555+0.0022884i,0.0033774+0.0011307i,0.0022906-0.00074065i,0.0013103-0.0015428i,0.00037609-0.00094212i,-8.7481e-05-0.00073946i,0.00067808-0.00036344i,0.00088008+0.00045258i,0.00080237-0.00019393i,0.00082831-0.00065079i,0.00054696-0.00024615i,0.00037644-0.00030605i,0.00087617+6.7005e-05i,0.00078256+0.00017978i,-1.0647e-05-0.0001562i,4.2517e-05-0.00010054i,2.1203e-05+0.00018337i,4.3855e-05+0.00032979i,0.00011492+0.00033509i,-0.00010151-0.00039399i
-0.00013569-0.00062296i,-0.0010305+0.00032655i,-0.0012103+0.00025168i,-0.00047689+5.4149e-05i,9.5114e-05+0.0007293i,0.00058193+0.0014152i,0.00053565+0.0013193i,0.00022849+0.00046357i,1.0043e-05-3.1227e-06i,-0.00016522-0.00061356i,-0.00056279-0.00073328i,-0.0013161-0.00028716i,-0.001105-2.2543e-05i,0.00010963-0.00011222i,0.00060283+0.00012229i,-0.00066311+3.0933e-05i,-0.00090886-0.00032188i,0.00035571-0.00021236i,0.0009366-5.6842e-05i,0.00068484+0.0004399i,-3.7934e-05+0.00049964i,-8.7436e-05+0.00043826i,0.00024914+0.00070744i
-0.00094271-0.0010448i,-0.0024388-0.00049567i,-0.002447-0.00040947i,-0.0011959-0.00063192i,0.00010737+0.00040597i,8.8134e-05+0.0011467i,-0.0004976+0.00087016i,-0.0010306+0.00012255i,-0.0006607-0.0006284i,-0.00039019-0.0010731i,-0.00068825-0.00013962i,-0.00063254+0.00037064i,0.00014106-0.00011719i,0.00018261-0.00030812i,0.000122-0.00019567i,7.7275e-05+0.00024457i,0.00013401-0.00010118i,0.00057466-0.00053062i,0.00058918+0.00035965i,0.0006362+2.7857e-05i,-3.0445e-05-0.0011594i,-7.0069e-05-0.0011118i,0.00028642-0.0006307i
-0.00084181-0.00139i,-0.0011486-0.0005818i,-0.00082629+0.00037415i,-0.00057211+0.0017991i,0.001136+0.0030139i,0.0027189+0.0023041i,0.0018663+0.00090238i,0.00063432+0.00072275i,0.00067749+0.00036006i,0.0003938+2.512e-05i,0.00025959+9.6395e-05i,0.00093499+0.00036723i,0.00095589+3.2205e-05i,0.00022027-0.00034725i,1.6863e-05-0.00054544i,5.0777e-05-0.0001994i,-0.00043858+8.5125e-05i,-0.00091978-6.2511e-05i,-0.0011684+8.2374e-05i,-0.0012568+0.00028934i,-0.00050619+0.00058221i,0.00037069+0.00072277i,0.00016957+0.00097728i
