-7.6072e-06-0.00041391i,0.00060238-0.0012143i,-0.00017727-0.0014457i,-0.0010846-0.0017167i,-0.00084493-0.0015596i,-0.00037494-0.00079418i,-0.00016133-0.00013162i,0.00077163-6.6488e-05i,0.00082012+1.3482e-05i,0.00065745-2.714e-05i,0.00084803-0.00037673i,0.00011478-0.00043554i,-0.0008228-5.2312e-05i,-0.00050885-4.6129e-05i,0.00034983+4.4904e-05i,8.279e-05+0.00075992i,0.00041254+0.00046073i,0.0011129-0.00020704i,0.00055187+0.00015646i,4.3629e-05+0.00073478i,0.00028746+0.00056912i,0.00053376+0.00015825i,0.00024817+4.8669e-05i
0.0027086-0.00031319i,0.0015035-0.00030311i,0.0004487-0.00067913i,3.3461e-05-0.00064535i,0.00039044-0.00049523i,0.00071113-0.00065305i,0.00043988-0.0003441i,0.00052045+5.1002e-05i,2.3615e-05-0.00053637i,-0.00052193-0.00074412i,-0.00082452+9.1534e-05i,-0.0014431+0.0001722i,-0.0016434-0.00011844i,-0.0010216+0.00016461i,-0.00032779-8.6885e-05i,-0.00037864-0.00052431i,-0.00038294-0.00083869i,-0.00037176-2.5579e-05i,-0.00010282+0.00062615i,-0.0002702+0.00023498i,-0.00030487-0.00023357i,0.00014413-0.0002205i,-0.0001519+0.00042195i
9.4571e-05+0.00097873i,0.00023496+0.00043689i,0.0004147-0.00031919i,0.00083059-0.00057447i,0.0013547-0.00022354i,0.00075698-0.0004447i,7.5987e-05-0.00075952i,0.00026316-0.00089959i,-0.00037285-0.0014867i,-0.00099409-0.0017009i,-0.00050414-0.00086136i,-0.00039893-0.00032559i,-1.7977e-05+0.00020638i,0.000516+0.00065325i,0.00017177+0.0003747i,-5.433e-06-0.00023944i,0.0010517-0.00043611i,0.0015149+0.00016693i,0.0010905+3.5543e-05i,0.00056508-0.0005219i,8.1008e-05-0.0001012i,5.8017e-05+0.0004487i,0.00069725+0.00067573i
-0.0011565-0.0030009i,-0.00053406-0.0015999i,-0.00056471-0.00061005i,-0.00035045-7.9057e-06i,0.00022951-0.00061203i,0.0012295-0.0013886i,0.00070921-0.00077913i,-0.00043726-0.00033042i,-0.00043828-0.00010292i,-0.00051248-0.0002159i,-0.00044364-0.00054038i,-0.00061565-9.9089e-05i,-0.0008992+0.0007495i,-0.00037958+0.00081395i,0.00036077+0.00026052i,3.0231e-05-3.2077e-05i,-0.0004503+1.8268e-05i,7.4017e-05-0.00044041i,0.00014301-0.00016937i,-0.00013534+0.00068657i,9.2464e-05+0.00031595i,-0.00011673-5.7952e-05i,-0.00097903-0.00040045i
0.00077375+0.0020673i,-0.00023194+0.0016196i,-0.0003395+0.001275i,0.00031746+0.00088728i,0.00097403-0.00015882i,0.00069686-0.0011434i,0.00042951-0.00043108i,0.00034089+0.00086068i,-0.00011679+0.00020166i,5.498e-05-0.0004299i,0.00012858-2.6057e-06i,-4.3226e-05+0.00029142i,0.00022948-2.076e-05i,0.00027329+2.5321e-05i,0.00023331+0.00048698i,-0.00024922+0.00096337i,-0.00054587+0.00089482i,0.00024602+0.0001879i,-0.0004999-0.0004449i,-0.00088305-0.00044719i,0.00036075-6.8541e-05i,0.0010025+3.48e-05i,0.00075434+0.00026403i
-0.0013791+0.0019099i,0.00018359+0.001419i,0.0010678+0.0012567i,0.0013538+0.00046972i,0.0017117-0.0013713i,0.0014838-0.0020925i,0.00046552-0.0016553i,-0.00035463-0.0015488i,-3.7719e-05-0.00050362i,-1.6792e-06-6.7678e-05i,-0.00049851-9.1785e-05i,0.00010827-0.0006423i,0.00097148-0.0014188i,0.00057217-0.00069179i,9.8077e-05-0.00035646i,0.00065063-0.00028649i,0.00061481+0.00024069i,0.00028324+0.00027862i,-0.00020023+0.00046281i,-0.00061253+0.00010544i,-0.0010744-0.00066238i,-0.00052633-0.00044575i,0.00031335+0.00041452i
0.0016535+2.1795e-05i,0.00076238+0.00014838i,-5.1153e-05+0.00068949i,1.0884e-05+0.00097794i,0.00086928+0.00013684i,0.00089748-0.0010753i,0.00019521-0.0011455i,-7.4632e-05-0.00022894i,9.1076e-05+0.00062916i,-0.0005808+0.00088763i,-0.0010367+0.00048259i,-0.00066028+0.00040297i,0.00018876+0.00016698i,0.00033872+0.00035353i,-0.00026674+0.00078645i,-0.0006095+0.00035089i,-0.00017793+0.00022531i,8.1279e-06+0.00088247i,0.00026783+0.0011276i,0.00098531+0.00101i,0.0012013+0.00080883i,0.00024349+0.0003218i,-0.00024891+6.3691e-05i
0.00048824+0.0012933i,0.00026868+0.00051679i,-0.00033367-0.00013558i,0.00022132-0.00074136i,0.0010572-0.0015834i,0.0012273-0.0019992i,0.00051174-0.0018384i,-0.00028254-0.0011457i,-0.00057965-0.00052319i,-0.00087313-0.00074419i,-0.00069728-0.00013793i,8.7347e-05+0.00080405i,0.00050358+0.00059265i,0.00046147+0.00024809i,0.00032901-0.00038119i,0.00056405-0.00069278i,0.00084034+0.00036041i,0.00064158+0.00099774i,-3.0717e-05+0.0013406i,-0.00023016+0.0013727i,-2.3811e-05+0.00025522i,-0.00017582-0.00024901i,-0.00086961-0.00011889i
-0.0019248+0.0019308i,-0.0017671+0.00041562i,-0.00028017-0.00030962i,0.00063269+0.00014437i,0.00055675-0.00056933i,-0.00018425-0.0010602i,-0.00034011-9.5773e-05i,-0.00032032+0.00062288i,-0.00051175+0.00052773i,-0.0012166+0.00051984i,-0.00089865+0.00010515i,0.00043304-0.00028461i,0.00098667+6.1029e-05i,0.00010748-0.00013586i,-0.00021457-0.00023163i,0.00063844+0.00053796i,0.0013384+0.00021452i,0.0010015-0.00061963i,-3.1988e-05-0.00040496i,-0.00032841-0.00025083i,-0.00029697+0.00010904i,-0.00056168+0.00057589i,-0.00046027+0.00018854i
0.00024983-0.0020164i,-0.00037949-0.0013397i,-0.00060848-0.00066354i,-0.00010626+0.00010032i,0.0002352-0.00033025i,-0.00024526-0.00061638i,-0.00034684-0.0010476i,0.00014902-0.0011817i,-0.00050417-0.00019002i,-0.0011757+0.00050626i,-0.001276+0.00060193i,-0.00028835-0.00032962i,0.0006475+2.9424e-05i,5.5024e-05+0.00056434i,-0.00011948-0.000686i,0.001053-0.00073617i,0.0015761+0.00013686i,0.0012368+0.00030669i,0.00045007-0.0002485i,-0.00027755-0.00013864i,-0.00032095+0.0006788i,-1.1235e-05+0.0017787i,0.00033314+0.0011028i
0.00044765+0.00019472i,0.00027712+7.4682e-05i,-0.00085571-0.00029114i,-0.00054069-0.0001067i,0.00068848-0.00035938i,0.0011532-0.00082189i,0.00068999-0.0011077i,-0.00015614-0.0010906i,-0.00045772-0.0004298i,9.0252e-05-0.00028024i,0.00061993-0.00016828i,0.00037438+0.00015823i,0.00018535+0.00045292i,0.00034009-0.0003629i,-0.00018498-0.00093767i,-0.00016306-0.00090603i,0.00030781-0.00026688i,0.00039761+0.00040743i,0.00065405+0.00016022i,0.00093057-2.9871e-05i,0.0005255-0.00035877i,-0.00046438-0.00030952i,-0.00072876+0.00030117i
0.0014811-0.0025282i,0.0002939-0.0012952i,-0.0002125-0.0014071i,-0.00062407-0.0013012i,-0.00080809-0.0013337i,-0.00039526-0.0014372i,0.00027223-0.0004686i,0.00048382-0.00021543i,-7.9437e-05-0.00073275i,-0.00050323-0.00025175i,-0.0005491+0.00013184i,-0.00071897-0.00030263i,-0.00041895-0.00016019i,0.00024249+0.0006066i,0.00053356+0.00053225i,0.00098816+0.000427i,0.00097757+0.0005417i,2.4879e-05-0.00049141i,-0.0003312-0.00081222i,0.00026825+3.2645e-05i,0.00065832-4.4366e-05i,0.00072646-0.0002273i,-0.00013521-0.00025827i
2.967e-05-0.00057284i,0.00014734+0.00017617i,-0.00038384+0.00049477i,-0.00038041+0.0002566i,0.00025769+0.00014508i,0.00092336+0.00028888i,0.00023775+0.00016504i,-0.00035436-0.00028584i,0.00042855-0.00026245i,0.0014904-0.00078874i,0.001138-0.00095553i,0.00045668-0.00032697i,-9.2322e-05-0.00018993i,-0.00076794-9.0722e-05i,-0.00093561+0.00026696i,-0.00033448+0.0005058i,0.00033246+0.00031122i,-3.1227e-05+0.00062134i,-0.00041442+0.0007554i,-0.00026613+0.00041634i,-0.00031696+0.00054777i,-0.0010467+0.00041796i,-0.0010246+0.00011628i
-0.0023308+0.0016826i,-0.0019323+0.0010388i,-0.00055217+0.0013336i,0.00071818+0.0010348i,0.0013343+0.00042527i,0.0017888-0.0010409i,0.0010441-0.0014312i,-0.000262-0.00035064i,-0.00046802+0.00049027i,-0.00019962+0.0010167i,0.00031645+0.00048726i,8.8418e-05-0.00023973i,-0.00017508+9.9345e-06i,9.8861e-05+0.00026305i,0.00055099+0.00018284i,0.0010844+0.00036767i,0.0008598+0.00054592i,0.00020088-0.00013625i,-0.00091092+7.8764e-05i,-0.00074048-0.00040273i,0.00031988-0.00060224i,0.00012933-4.1308e-05i,-2.7076e-05-0.00015227i
0.00020047+0.00023259i,0.00069336-0.0004265i,0.00068668-0.00077796i,-0.0002014-0.0012283i,-0.00049162-0.0011336i,0.00052011-0.0011899i,0.00012662-0.0013733i,-0.00092906-0.00093292i,-0.00058494-0.0006028i,9.6319e-05-0.0002896i,-0.00017057-4.5432e-05i,-0.00048029-0.0001227i,-0.00026316+6.7313e-05i,0.00018451+2.5703e-06i,0.00018232-0.00018449i,3.5459e-06+0.00021188i,0.00049788+0.00020349i,0.00086304+0.00039895i,0.0010051+0.00026602i,0.00083678-0.00024496i,0.00063496-0.00031256i,0.00023697-0.00014002i,-4.2782e-05-0.00019291i
-0.0011533-0.00023078i,-0.00082477+0.00035544i,5.3718e-06+0.00044896i,0.00060525+0.0004555i,0.00073739+0.0001136i,0.0013101-6.3182e-05i,0.0014624-0.00070263i,0.00018299-0.0011029i,-0.00045026-0.0011049i,-0.00045236-2.4488e-05i,-0.0012061+0.0011541i,-0.0012095+0.0011208i,-0.00038267+0.0006444i,-0.00017231+0.00046744i,8.415e-05-0.00015333i,-8.5589e-05-0.00018352i,-0.001025+0.00099394i,-0.0008574+0.001107i,-0.00059593+0.00042305i,-0.00057137-0.00017713i,-7.4238e-05-0.00064363i,-0.00037104-0.00064158i,-0.00070369-0.00036322i
0.00081885-0.0015291i,-0.00011189-0.0017898i,-0.00041774-0.0017i,-0.00010904-0.001793i,0.00050523-0.001796i,0.00082377-0.001922i,0.0011698-0.0010115i,0.00019807+0.00012716i,-0.00059677-7.4937e-05i,-0.00019992+5.91e-05i,-0.00020145+0.00022379i,5.5385e-05+0.00061154i,-6.0648e-05+0.00096277i,2.7707e-05+0.000573i,0.00028072+0.00033956i,-0.00037452-0.00017619i,-0.00027863-0.0002661i,-0.00030806+0.00097595i,-0.00069234+0.00074471i,-0.00063046-0.0005443i,7.6701e-05-0.00069304i,0.00026586-0.00016621i,-0.00042839+0.00051066i
-0.00020017+0.0012671i,0.00073779+0.0010764i,0.00075599+0.00043239i,0.00020489-0.00049895i,0.00065929-0.0010789i,0.00077288-0.0014896i,0.00041342-0.0015531i,4.9585e-05-0.00051942i,-0.0005142+0.00031213i,-0.00033516+3.3448e-05i,0.00027547-8.7019e-05i,4.2396e-05+2.066e-05i,-0.00033986-0.00030263i,-8.2646e-05-0.00023986i,0.00016403-6.8741e-05i,0.00032893+0.00021441i,0.00032852+0.00091744i,-8.5522e-05+0.00086881i,-0.00046635+0.0007569i,-0.00041275+0.00040985i,0.00012483-6.3013e-06i,0.00037221+0.0002683i,-0.0001868+0.00036648i
6.7096e-06-0.0025233i,-0.00065169-0.0012949i,-0.001106-0.0003622i,-0.00041332-0.00065262i,0.00076273-0.001288i,0.0013585-0.0011215i,0.00088557-0.0003175i,0.00021397+0.00013798i,0.00025337-0.00024493i,0.00050474-0.00027013i,6.083e-05-0.00016484i,-0.00049274-0.00093073i,7.4534e-05-0.0010657i,3.5952e-05-0.00065662i,-2.7894e-05-0.00020606i,0.00038815+7.0631e-05i,-0.00011429+0.00024736i,0.00015064+1.9392e-05i,0.00052382-0.00029066i,0.00043947-0.00043872i,0.00059027-0.00054104i,0.00033735-0.00037642i,9.8832e-05-9.2038e-05i
0.0016796+0.00030185i,0.0012003+0.00064463i,-0.00099272+0.00084962i,-0.00095142+0.00024399i,-8.1453e-05-0.0015158i,-3.2768e-05-0.0019837i,-0.00065067-0.00084034i,-0.00077522-0.00019146i,-0.00058629+0.00033986i,-0.00040528+0.00054689i,2.2259e-05+0.0004406i,0.00025891+0.00032366i,-9.8706e-05-0.00020115i,-0.00054926+0.00013591i,-0.00045967+0.00076148i,1.8898e-06+0.00050886i,2.2903e-05+0.00040409i,-0.0004341+0.00040083i,6.6664e-06+1.0301e-05i,0.00054335+0.00013156i,0.0010754+0.00036125i,0.00090465-0.00029735i,0.00017818-0.00061433i
-0.0017904-0.00072899i,-0.0023339-0.00092606i,-0.0018213-0.0016206i,-0.00067365-0.00092766i,2.4629e-05+0.00011328i,0.00045312-0.00074364i,0.00020154-0.0017962i,0.00019908-0.0019491i,0.00033836-0.0012704i,-0.00041377+0.00021581i,-0.0010605+0.00080034i,-0.00029701-0.00010269i,0.00014089-0.00046967i,0.00027529-0.00010914i,0.00010545+5.3633e-05i,-0.00069698-0.00017486i,-0.00025731-0.00019305i,-0.00014816+8.7448e-05i,-0.00044409+0.00020164i,0.00026876+0.00056675i,-5.4138e-05+0.00013106i,6.2205e-05-0.00043149i,0.00061859-8.5216e-05i
0.0024229-0.00045932i,0.0019761+0.00031892i,0.00053109+0.00051077i,-0.00013289+0.00016621i,-0.00020715-0.0011925i,-0.00094854-0.0016385i,-0.00085965-0.0010845i,-0.00033397-0.00092607i,-0.0005444-0.00042173i,-0.00096992-0.00023578i,-0.00015202+0.00033468i,0.00084398+0.0013337i,0.00070302+0.0015339i,0.00021825+0.00078579i,-2.6531e-05+0.00016234i,0.00019564+0.0004652i,0.00068164+0.00083353i,0.00086157+0.00018867i,0.00012773-0.00062526i,-0.00044372-0.00043329i,-0.00035063-0.00055443i,-7.2191e-05-0.00095312i,0.0003705-0.00049835i
0.00097821+0.0013612i,0.00020236+2.7749e-05i,-0.0012155-0.00092634i,-0.00093936-0.0013376i,-7.6681e-05-0.00095649i,0.00043933-0.00058745i,0.00046667-0.00012007i,-0.00026746-0.00025747i,-0.00041973-0.0013562i,-0.00048317-0.0011306i,-0.00092931-8.2519e-06i,-0.00014038+0.00012281i,0.00076372-0.00031589i,0.00050904-0.00079389i,0.00034583-0.00050972i,0.00023703-0.00030724i,6.6249e-05-5.5439e-05i,-3.9952e-05+0.00040869i,-0.00061104+0.00026156i,-0.0010147-0.00035087i,-3.0625e-05-0.00060703i,0.0011507-0.00045153i,0.00069261+6.6116e-05i
-0.00096144+0.00027633i,-0.00078645-0.00040464i,-2.3548e-05-0.00082768i,0.0011062-0.0009397i,0.001234-0.00089512i,0.0012998-0.0008986i,0.0011634-0.00086444i,-6.832e-05-0.0013243i,-0.0012203-0.0011228i,-0.0018992-0.00059511i,-0.0011493-0.00016311i,7.4961e-05+0.00011422i,0.00031062-0.00045712i,0.00052259-0.0015794i,-0.00017501-0.0019221i,-0.00080671-0.0011154i,-0.00023678-2.6306e-05i,3.5854e-05+0.00096378i,-0.00073026+0.00046468i,-0.0010562-0.00052567i,-0.00067603-0.00048284i,-0.00059008-6.8196e-05i,-0.00087176-0.00056907i
5.7966e-05-0.0017027i,0.00012034-0.001139i,-0.00032384-8.4763e-05i,-0.00091675+0.0002912i,-0.0010997-4.8917e-05i,-0.00034761-0.00022781i,-9.436e-05-0.00013548i,-0.00035328+0.00031999i,-0.0003105+0.00079825i,-0.00059173+0.0011866i,-0.00034709+0.0011111i,3.8905e-05+0.00068603i,-0.00029942+3.8996e-05i,-6.0391e-05+0.00018254i,0.00032866+0.00098583i,0.00013641+0.00091576i,7.0338e-05-4.0476e-05i,0.00041042-0.00045254i,0.00023145+0.00055434i,0.00025155+0.00086821i,0.00025685-4.1434e-05i,0.0004708-0.00050622i,0.00093821-0.00098403i
0.00072924-0.00097262i,0.00048114-0.0011634i,0.0003711-0.0013004i,0.00023877-0.00044307i,2.0997e-05-0.00063428i,0.00032825-0.00090402i,0.00067102+0.00013468i,0.00066695+0.0004088i,0.00079481+0.00015589i,-0.00040425-0.00042891i,-0.0011162-0.0008698i,-0.00040109-0.0010167i,-1.3725e-05-0.00035559i,0.00032672+0.0006118i,0.0010034+0.00087832i,0.00048368+0.00098966i,8.5843e-05+0.00027278i,0.00043369+0.00010017i,-0.00020353+0.0002309i,-0.00044408-0.0003195i,-0.00030304-6.6666e-05i,9.0883e-07+0.0006216i,0.00017727+0.00063848i
0.00051666+0.00099675i,-0.00024636+0.00096106i,-0.00070547-0.00033513i,-0.00050799-0.00090842i,0.00058341-0.0016456i,0.0011572-0.0016744i,0.00066196-0.00052364i,-8.2422e-05-0.00066361i,-2.2331e-05-0.00065431i,-0.00037251+0.00018073i,-0.00093684+0.00051113i,-0.00098885-2.2602e-06i,-0.00057653-0.0003755i,-0.00011174-0.00040534i,-0.00012357+5.0257e-05i,4.6193e-05+0.0002121i,0.00036636+0.00043157i,0.00074174+0.00067374i,0.00076086+0.00011239i,0.00032309-0.00012065i,0.00029045-0.00018892i,0.00054698-0.00025434i,6.1085e-05-0.00010629i
0.0005007-0.0022103i,0.0008869-0.00096517i,0.00029291+0.00017778i,-0.00039557+0.00088064i,-0.00011268+0.00067356i,0.000342-0.0011823i,8.0773e-05-0.001215i,-3.2777e-05-0.00083267i,-0.00056829-0.00070822i,-0.00082215-0.00015866i,-0.00084551+0.00021901i,-0.0012059+0.00066292i,-0.00023426+0.0009929i,0.00072252+0.00071336i,0.00089048-0.00015033i,0.0011475-0.00055793i,0.000558-5.5239e-05i,-6.8839e-05+0.0010988i,-0.00048792+0.0011229i,0.00012459+0.00045851i,0.00085337+0.00036858i,0.00031874-0.00010485i,0.00036504-0.00030343i
0.0012788+0.000126i,0.00099189+0.00022978i,0.00027239+1.5043e-06i,0.00019193-0.00048721i,0.00014089-0.00041259i,1.1988e-05-0.00075887i,-0.00028122-0.00073806i,-0.0002886-0.00030195i,1.529e-06-0.00017781i,0.00017487-0.00060893i,0.00036985-0.00081978i,0.00015721+0.00039207i,0.00054959+0.0007513i,0.0012771+0.0001077i,0.00095613-0.00030583i,0.00043894-8.7279e-06i,-0.00016129+0.00054939i,-0.00012488-0.00036962i,-6.4528e-05-0.00037187i,7.9107e-05+0.0004314i,0.00034442+0.00061993i,-0.00029662-9.22e-05i,-0.0010061-0.00013831i
-0.0013081-0.00091326i,-0.0010094-0.0015104i,-0.00088651-0.00075422i,0.00013485-0.00036553i,0.0015384-0.00074793i,0.0010753-0.0014091i,0.00060268-0.0017286i,0.00029476-0.0010547i,-0.00068568-1.3255e-05i,-0.0012396+7.5409e-05i,-0.0012119-2.3448e-05i,-0.00028709-0.00015338i,0.00042811-0.00030153i,0.00040772+1.5619e-05i,-0.00031836-0.00025731i,-0.00015264-0.0002119i,0.00075096-0.00019543i,0.00089613-0.00027328i,0.00057308-0.00022986i,0.00027063+5.9494e-05i,2.6754e-05+0.00055573i,-0.00048606-5.2359e-05i,-0.00066042-0.00048096i
0.0022444-8.9585e-05i,0.0022429+0.00067386i,0.0016578+0.00086276i,0.00063636+0.0001671i,6.6793e-05-0.0012299i,-5.2263e-05-0.0016321i,-0.00017291-0.00080324i,-0.00029267+4.4759e-05i,-0.0004749-0.00029207i,-0.00087173-0.00040052i,-0.00095904-0.00021288i,-0.00074775-0.00033701i,-0.0003264-6.235e-05i,0.00061311+0.00075795i,0.00041502+0.0013444i,-0.00054281+0.0013268i,-0.00063329+0.0002056i,5.5463e-05-0.00032337i,0.00016646-0.00013465i,1.3077e-05+0.00023914i,-9.829e-05+0.00021156i,7.6836e-05-0.00046156i,0.00067703+5.0492e-05i
0.0020243+0.00066719i,-0.00019943-0.00025146i,0.00032375-0.0015127i,0.0012512-0.0012537i,0.00089208-0.00091463i,0.00059289-0.0011559i,0.00033993-4.2085e-05i,0.00035258+0.00063386i,0.00040206+3.713e-05i,-0.00029783-0.00011949i,-0.0008415-1.3867e-05i,0.00029014-6.9673e-05i,0.00088795+0.0002966i,3.9904e-05+0.00060096i,-0.00038434+0.00064981i,2.6089e-05+0.00049382i,0.0010684-1.3482e-05i,0.001368+9.6653e-05i,0.00079995+0.00010611i,2.6015e-05-0.00025139i,-0.00017931-0.0002085i,0.00013981-0.00039898i,0.00055914-0.0011045i
-0.0025836-0.00080173i,-0.00066323+0.00043439i,-0.00011087+0.00097035i,-0.00048471+0.00027008i,0.00033319+0.00014466i,0.0016356-0.00034698i,0.0014112-0.00075582i,0.00039202-0.00034224i,-0.00026454-0.00048656i,-0.00084443-0.00059069i,-0.00073453+0.00032722i,1.5318e-05+0.0003105i,0.00017884+0.00020737i,0.00017904+0.00071275i,0.00018804+0.00028833i,-0.00022159-8.5983e-05i,-0.00029918+0.00036465i,-0.00010118+0.00086198i,-0.0002541+0.00040727i,8.6995e-05-0.00047727i,0.0009447-0.00020684i,0.00065212+0.0010021i,0.00018506+0.0010493i
0.0022168-0.00054254i,0.00030051-0.00019954i,0.00043436-2.1194e-05i,0.0014965-0.00030385i,0.0017055-0.00090147i,0.000679-0.0011281i,-0.00049529-0.0012341i,-0.00049139-0.00099943i,-0.00012634-0.00012838i,-0.00038229-6.535e-05i,-0.0011548-0.00033034i,-0.0012201+0.0001287i,-0.00079704+0.00028236i,-0.0004987+0.00040263i,-0.00024952+0.00023151i,-0.0001985+0.00034149i,-0.00046924+0.0008782i,-0.00046668+0.00048186i,-0.00020806-0.00012918i,0.00014261-0.00049168i,0.00081769-0.0008671i,0.00071228-0.0010348i,0.00039062-0.00068087i
-0.00025765+0.00037171i,-0.00019681-2.982e-05i,0.00037802+0.00060266i,0.00082225+0.0011523i,0.0010553+0.00073535i,0.0011698-0.00062997i,0.00018682-0.0012228i,-0.00022587-0.00077411i,-2.1322e-05+7.2392e-05i,0.00010191+0.0010265i,0.00033482+0.00063338i,0.00043231-0.00020945i,0.00046226-0.00019217i,-0.00019382+0.00020378i,-9.5088e-05-8.2164e-05i,0.00026883-0.00025152i,0.00044141+0.00019315i,0.00089858+0.00020661i,0.00087533+0.00018889i,0.00036042+0.00017015i,0.00014925-0.00062703i,0.00056928-0.00068227i,0.00046767-0.00015787i
0.00035576-0.0015051i,-0.00027418-0.00057208i,-0.0011917-0.00093468i,-0.00076727-0.0005844i,0.00037567-0.00046792i,0.00093345-0.00071754i,0.00064502-0.00082343i,-2.1821e-05-0.00062675i,-0.0010174-0.0011542i,-0.0013296-0.0013323i,-0.00063935-4.7717e-05i,0.00022111+0.0010439i,0.00096456+0.00044391i,0.0009456+9.7881e-06i,0.00040081-2.6049e-05i,0.00028124-0.00067348i,0.00038943-0.00062i,0.00044643-0.00048999i,0.0010935-0.00091322i,0.00081116-0.00014293i,0.00027369+0.00048162i,-0.00042049+0.00067523i,-0.00088602+0.00049905i
0.00094721-0.00058386i,0.00092202+0.0003561i,0.00055157+0.00032559i,-0.00017315-0.00014315i,-0.00022647-6.7674e-05i,0.00028459+7.6075e-05i,0.00013596-0.00054504i,0.00051847-0.00083612i,0.0014038-0.00035364i,0.00061409+0.00018659i,0.00016673+6.3812e-05i,-2.6279e-05-0.00025438i,-0.00088979-0.00065228i,-0.0013083-0.00049337i,-0.00035612-0.0001073i,0.00057848+0.00010852i,0.00081513+0.0007988i,0.0010565+0.0009267i,0.0006345-0.00018115i,7.6363e-05-0.00037743i,-0.00067804+0.00052827i,-0.0011833+0.0005188i,-0.00078-0.00024037i
0.00034566-0.00025528i,0.00045965+3.9597e-05i,0.00046238-0.00047331i,0.00088251-0.00032445i,0.0014177+1.9927e-05i,0.00096741+0.00037829i,0.00047904+0.00028817i,0.0010921-0.00015352i,0.00075231-0.00098331i,-0.00098935-0.0012965i,-0.0011717-0.00057458i,9.9445e-05+0.00094674i,7.0663e-05+0.00099443i,-0.00050935+3.5234e-05i,-0.00019814+0.00030828i,-0.00016923+0.0010608i,-7.3989e-05+0.0012056i,-0.00040386+0.00078635i,-0.0009523+0.00022936i,-0.00054048+0.0001285i,0.00031222+0.00042465i,0.00086698-0.00015567i,0.0009083-0.00090945i
-0.00037068+0.00014347i,2.2224e-05-0.000576i,0.00031216+0.00011518i,0.00093462+0.00030282i,0.0016806-0.00028661i,0.0018797-0.0010632i,0.00072824-0.0010668i,-0.00049918-0.00062293i,-0.00065695+6.1083e-05i,-0.00027786+0.00013543i,5.0702e-05-0.00053153i,0.00028947-0.00095223i,0.00030179-0.0010236i,-0.00064976-0.00055939i,-0.00091855+0.00011901i,-0.00038208+8.3368e-05i,-0.00027408+0.00014434i,-0.00029233-7.4242e-06i,-0.00031549-0.00045192i,-0.00024668-0.00056318i,-0.00064092-0.00045351i,-0.0012862+0.00029541i,-0.0010085+0.00071862i
-0.00031772+0.0016825i,0.00023972+0.0013633i,-0.00017446+0.0013793i,0.00013101+0.0014618i,0.0010429-0.00011485i,0.0016551-0.0016834i,0.00049928-0.0024282i,-0.0012845-0.0013665i,-0.0011743+0.0006012i,-0.00085073+0.00051015i,-0.00031415-0.00035702i,0.00022327-3.8993e-07i,0.00022516+0.00097992i,0.00075271+0.001001i,0.0010177+0.00066567i,0.00087851+0.00060182i,0.00088058+0.00031415i,0.0006297+9.2819e-05i,0.00020105-0.00019508i,8.835e-05-0.00037747i,0.00043625-0.00031504i,0.00018977-0.00016674i,0.00040336+0.00033948i
-0.0016461+0.00058651i,-0.0017075+0.0004045i,-0.00089396+0.00084171i,0.00093256+0.00089058i,0.0021702+0.00020066i,0.0014309-0.00081509i,-0.0004181-0.0011618i,-0.00013509-0.0003546i,0.0004827-0.00046389i,-0.00055183-0.0010801i,-0.0008445+4.8895e-06i,-0.00056369+0.00072902i,-0.00040647+7.4097e-05i,-0.00058348+6.085e-05i,-0.00076625+0.00048195i,-0.00056657-0.00022262i,-0.00057195-3.4184e-05i,-0.00020274+0.00086259i,6.9838e-05+0.0012771i,-0.00026286+0.00029323i,0.00015456-0.00058632i,0.00054024-0.00016531i,0.0012643+7.8024e-05i
-0.00039782-0.0008409i,-0.00038638-0.00013821i,-0.00037295+0.00030786i,0.00027828-0.00010064i,0.0015043-0.0011195i,0.0023415-0.00079519i,0.0018697+0.00047245i,0.00082206+0.0012468i,0.00020979+0.0004678i,4.3326e-05-0.00041984i,-0.00037085-6.791e-05i,-0.00023333+0.00017319i,0.00048962+0.00055105i,0.0011247+0.00018695i,0.00042968+0.00024843i,-0.00031491+0.00081827i,0.00033963+0.00029723i,0.00059624-0.00050256i,-9.5402e-05-4.3196e-05i,-0.00042413+0.00020948i,-0.00082823-0.00015469i,-0.00055126-2.0416e-05i,0.00054215-2.0463e-05i
0.0017491+0.00047848i,0.0015107+0.00098003i,0.00066663+0.00046886i,0.00043455-1.3807e-06i,9.0546e-05-0.00042506i,-0.00014967-0.0010244i,-7.72e-05-0.0011686i,-0.00041428-0.00095151i,-0.00058903-0.00046677i,-0.0010582+0.00048549i,-0.0015544+0.00040851i,-0.0010434-0.00062599i,-0.00034332-0.00084875i,0.00010919-0.00046594i,3.4823e-05-0.00011466i,-0.00068151+0.00023567i,-0.00044396+0.00065108i,-0.00013836+0.0010261i,-4.2535e-05+0.00057427i,0.00041449+0.00022021i,0.00099241+0.00023022i,0.00085653+0.00054821i,3.5216e-05+0.0003999i
