-0.0021728+0.0013852i,-0.0022357+0.00040463i,-0.0021154+8.2012e-06i,-0.00087348-0.00019533i,0.00086277+0.00022411i,0.0010916+0.0005132i,0.00025515+0.001043i,0.0006487+0.002196i,0.0013208+0.0018766i,0.0018122+0.00061042i,0.0015167-0.00063913i,0.00038995-0.0017964i,-0.00021076-0.0013801i,1.4307e-05-0.00041996i,-0.00024189+0.00016462i,-8.2058e-05-0.00010129i,0.00025213-0.00039717i,-0.00020336+0.00011223i,-0.00085437+0.00020664i,-0.001165-0.0005895i,-0.00050339-0.00065306i,-0.00011678+0.00025937i,0.00011485+0.00044375i
0.00016001-0.00056459i,0.0002514+0.00097027i,-0.00043672+0.0002667i,-0.0008231-0.00050172i,-0.00046308-0.00010003i,0.00068837+0.00023474i,0.0014228+0.00038235i,0.0011318-0.00056524i,0.00033566-0.0017196i,-0.00023051-0.0012655i,-0.0001754-0.0004859i,0.00045017-1.5038e-06i,0.00011657+0.00032145i,-0.00056097+0.00017034i,-0.00033687-7.5387e-05i,-4.5283e-05-0.00064212i,4.5026e-05-0.00062724i,-0.00037703-0.00030078i,-0.00026737+0.00027509i,-0.00030783+0.00026182i,-0.00085117-0.00011806i,-0.0003285-0.00014234i,-1.1281e-05-0.00043923i
0.0009919-0.00080736i,0.00012294-0.002544i,-0.00077743-0.0033765i,-0.0011728-0.0026361i,-0.0006227-0.0013295i,-0.00013619-0.0014721i,0.00017209-0.0018858i,0.00027733-0.0012531i,-3.2445e-05-0.00032181i,-8.3486e-05-4.9162e-05i,-0.00030492-0.00043385i,-0.0010584+0.00015397i,-0.00044653+0.00077431i,-0.00024355+0.00064581i,-0.00077723-4.9098e-05i,-0.0012647-0.00035547i,-0.0014102+0.00053713i,-0.00052815+0.00078864i,-4.7017e-05+0.00035168i,-0.00027439-0.00034772i,-0.00044515-0.00050338i,-0.00076526-0.00014631i,-0.00063838-0.00017551i
0.00043237+0.0010242i,0.000654-0.00039209i,0.0014014-4.826e-05i,0.0018588+0.00027644i,0.0014431-0.00037862i,0.00068308-0.00074831i,0.00023216-0.00011537i,0.00031137+0.0010531i,0.00084038+0.0010383i,0.0014517+0.00011292i,0.001076-0.00061761i,-7.1944e-05-0.0013459i,-0.00062065-0.00081174i,-0.00050473+0.0003394i,-0.00020276+0.00065356i,-0.00010507+0.00090896i,-0.00075522+0.001065i,-0.0015465+0.00086388i,-0.00051385-0.00016049i,0.00098427-0.00025066i,0.00080492+0.00012407i,0.00047418-0.00046139i,0.00050467-0.00036011i
0.00094586-0.00083537i,0.00093017-0.0012418i,-0.00025231-0.0015601i,-0.0012562-0.0014879i,-0.00088192-0.00072047i,0.0002006-0.00020011i,0.0011757-0.00091199i,0.0012276-0.00091996i,0.00081871-0.00089095i,0.00069866-0.0015622i,0.00027612-0.0012845i,0.00019126-0.00099407i,0.00067378-0.00086038i,0.0005611+1.4097e-07i,-0.00031237+0.00014463i,-0.0007321+0.00029659i,-0.00010352+0.00083051i,0.00025185+0.001214i,0.00027741+0.00084778i,-2.8871e-05+0.00025811i,-0.00029237-0.00019435i,-0.00032455-1.7499e-05i,-0.00076805-0.00030305i
-0.00073038+0.0024855i,-0.0011453+0.0015699i,-0.00040285+0.0012428i,0.00097281+0.0010024i,0.0017318-0.00027337i,0.0012492-0.0011236i,0.00089966-0.00051773i,0.00084357+0.00030978i,0.00055191+0.00031815i,0.00041691-0.00016881i,0.00021897-0.00034177i,-0.00016531-0.00017757i,-0.00040919-0.00071622i,-4.3872e-07-0.0011382i,0.00069946-0.00083489i,0.000937-0.0002078i,0.00059551+0.00034433i,0.00050892+0.00020992i,0.00050553+0.00023413i,0.00033569+0.00044112i,1.2264e-05+0.00030817i,-0.00049065-0.00040687i,-0.00013619-0.0002667i
0.00041754+0.0007625i,-0.00048857-0.00053285i,-0.00089936-0.0006098i,-0.00057566-0.00055588i,0.0004233-0.00094633i,0.0012298-0.00055205i,0.00091641+0.00029135i,3.4748e-05+0.00035145i,6.8719e-05-0.00022524i,0.00080795-0.0007254i,0.0010374-0.00044925i,0.00090292-3.4553e-05i,0.00017204+0.00041411i,-0.00010523+7.593e-05i,0.0003804-0.00010838i,0.00015006-0.0002807i,-0.00018551-0.00037372i,-1.6922e-05-0.00021089i,-9.1029e-05-0.00055285i,-6.0307e-05-0.00026151i,7.5745e-05+4.4963e-05i,-0.00055667+0.00014612i,-0.00059902+0.00038366i
0.0014714-0.00032131i,0.00093251-0.00020326i,0.00045012-0.00024051i,0.00042505-0.00056395i,0.00018013-0.0012384i,0.00013553-0.0005699i,0.0008613+0.00090374i,0.00099015+0.00059301i,0.00071014-4.4036e-05i,0.00031614+2.8313e-05i,0.0005118+0.00076788i,0.0005106+0.0011158i,0.00079034+0.00024653i,0.00042298-0.00042211i,-0.00095411-0.00048226i,-0.0013121-0.0005489i,-0.00064379-0.00054768i,-0.00054838+0.00013465i,-0.00066469+0.00058166i,3.8953e-06+0.00030382i,0.0001528-0.00030557i,-0.00010486-0.00038191i,0.00058031+0.00038583i
0.00012954+0.0019329i,-0.0007512+0.0017616i,-0.0014693+0.0010251i,-0.00096008+0.00026652i,0.00013558-0.00050937i,0.0010456-0.00067322i,0.001191+0.00035253i,0.00099691+0.00045446i,0.0013964+6.0828e-05i,0.0019131+0.00017179i,0.0012451+0.00019308i,0.00048066+0.0001768i,0.00025375-0.00041518i,-0.00051143-0.0016253i,-0.00062784-0.0013005i,-9.8516e-05+0.00022164i,0.00028184+0.00058388i,6.0457e-05-0.00019493i,-0.0001598-0.00024077i,-5.4671e-05-0.00026452i,0.0001864-0.00014616i,0.00039604-0.00025034i,0.00045462-0.0013796i
0.00029182+0.0002143i,0.0010699-0.00029949i,0.00128-0.00080124i,0.0011044-0.00078971i,0.0007634-0.00065129i,0.00061173-0.0009706i,1.7651e-05-7.6837e-05i,0.00011151+0.00040934i,0.00066157-0.00055532i,0.00086677-0.0010849i,0.00071979-0.00073987i,-0.00024407-0.00078753i,-0.001031-0.0011168i,-0.00050641-0.0010785i,-2.8811e-05-0.00061862i,0.00014365-0.00028572i,5.1492e-05+0.00066368i,-0.00063833+0.0012072i,-0.00050305+7.5768e-05i,0.00039601-0.00051696i,0.00106-0.00028422i,0.00040714+0.0003875i,-0.00049451+0.00042495i
-0.00042331+0.00079852i,-0.00091679+0.0015508i,-6.4671e-05+0.0017603i,0.00075987+0.0014449i,0.00052375+0.00094938i,0.00064144+0.00049799i,0.00010695+0.00056614i,-0.00070372+0.00058609i,-0.00054322+0.00027462i,-6.333e-05-2.7189e-05i,0.00018359-0.0005867i,0.00082504-0.001061i,0.00030344-0.00097297i,-0.00071417-0.00056629i,-6.7876e-05+0.00018562i,0.00069366+0.00075789i,0.00097795+0.00057216i,0.0014702+7.3515e-05i,0.00092341-0.00041992i,0.00049271-0.00053695i,0.00038429-8.6698e-05i,-0.00029371+0.00013343i,-0.00057657-0.00031964i
0.00013267-0.0015938i,0.00042356-0.0018316i,-0.00046439-0.002659i,-0.0010197-0.0012949i,-0.00016329-0.00010273i,0.0011481-0.00080004i,0.0021735-0.00086975i,0.0016264-0.00080537i,0.00057923-0.0015331i,0.00047343-0.0011278i,0.00071159+0.00028355i,0.00083981+0.0011007i,0.00087652+0.00097267i,0.00054744+9.4509e-05i,-5.0529e-06-0.00026315i,-0.0003335+0.0006119i,-0.00059238+0.00079619i,-0.00081203+0.00056108i,-0.0013875-8.9236e-05i,-0.0011832-0.00015077i,-0.00093602+0.00012381i,-0.0010145+0.00024838i,-0.00050156+0.00042494i
-0.0018678-0.00079283i,-0.0020396+0.00043563i,-0.0022675+0.0013535i,-0.0021213+0.0015516i,-0.0011586+0.0019598i,-0.00050582+0.001968i,-6.2059e-05+0.0008975i,0.00024541-0.00028526i,0.00079828-0.0003874i,0.00082999+0.00030932i,0.00073156+0.00040338i,0.0016704+0.00012107i,0.0015031+0.00063971i,0.00034275+0.00085744i,-0.00025055+0.00013643i,-0.00016298+0.00053669i,-0.00032969+0.00080339i,-0.00030861+0.00032497i,8.8258e-05-0.00049368i,0.00031324-0.0011695i,0.00063575-0.00084956i,3.0011e-05-0.00038161i,-0.00038791+0.00022149i
-0.00043136-0.00047364i,-0.0005842-0.00060051i,-0.0015801-0.00043253i,-0.0014506+0.00029461i,-0.00017649+0.00088571i,0.00018467+0.00065231i,0.00027579+7.7511e-05i,-8.3749e-05-0.00035666i,-0.00021458-0.00063288i,0.00065944-5.3813e-05i,0.00022093+0.00018768i,-0.00029722-0.00017684i,-0.00013692-8.7719e-06i,0.00015246+8.2625e-05i,0.00028046+0.00057598i,0.00055548+0.001117i,0.00017828+0.00088112i,-0.00019535+0.00028089i,-0.00038503-0.00020056i,-0.00061895-0.0008506i,0.00032787-0.0012364i,0.0010046-0.0010257i,0.00099375-0.00062523i
-0.0002932+0.00019028i,0.00068135-6.1035e-05i,-0.00034539-6.0376e-05i,-0.00074038+0.0009698i,0.00039972+0.0017552i,0.0014359+0.0012192i,0.0018234+0.00016141i,0.0015821-0.00036737i,0.00048178-0.00020419i,-0.00034692-5.2556e-05i,0.00014456-0.00029858i,0.00049897-0.00033149i,0.00016735+0.00029733i,-0.0005+0.001349i,-0.00081359+0.00082933i,-0.00064981+1.4929e-05i,-0.00024126+0.00066258i,-0.00010952+0.00056604i,-0.00050504-4.2636e-05i,-0.0002011-0.0001711i,0.00048091-0.00016555i,0.00020623+0.00045452i,0.00027882+0.00024949i
-0.0015431-0.0027538i,-0.0026816-0.0017756i,-0.0034725-0.0015241i,-0.0028215+0.00021521i,-0.0022384+0.002183i,-0.0007536+0.0020378i,0.001201+0.00045792i,0.0013292-0.00012769i,9.821e-05-0.00050369i,-0.00063542-0.0011314i,-0.00068195+1.0575e-05i,-0.00032372+0.00048326i,4.9633e-05-0.000346i,0.00031226-0.00020541i,0.00024023+4.0067e-05i,-0.00036395-0.00091239i,-0.00053102-0.0013838i,-0.00080193-0.00047622i,-0.00053199+2.7857e-05i,0.0001706-0.00018338i,-0.0004484+4.1033e-05i,-0.0015817+0.00075698i,-0.00088999+0.00088839i
0.00066976+0.00012199i,0.0015113-0.00092403i,0.0017719-0.0014512i,0.0013484-0.00088043i,0.00020198-0.00084471i,-0.00094456-0.0008727i,-0.00014264-0.0003714i,0.00086175-6.0992e-06i,0.0005692+8.9698e-06i,2.5056e-05+0.00039906i,0.00049695+0.00015366i,0.00090636-0.00069404i,0.00095543-0.00033124i,-5.7988e-05-0.00021058i,-0.00088397-0.00060398i,-0.00011719-0.00043062i,0.00052806+0.00014481i,8.5679e-05-0.00056079i,-0.0005176-0.0012297i,-0.00015548-0.00085717i,0.00035351+0.00012417i,0.00036895+0.00036519i,-0.00024187+0.00041291i
0.00012909-0.0023172i,-0.000165-0.0014553i,-0.0022798-0.00027061i,-0.002265+0.00059778i,-0.00010708+0.0012548i,0.0013441+0.0018801i,0.0013785+0.0013823i,0.00026055+0.00040332i,-0.00011614-4.5195e-05i,0.00021076+0.00034145i,-0.00069855+0.0002324i,-0.00056602-0.00055695i,0.00026715-0.00083442i,0.00027681-0.00083997i,0.00069375-0.00038776i,0.00037792-2.0619e-06i,-0.00023995+6.1782e-06i,-0.00011486+1.0949e-05i,-0.00022082-0.00028067i,-0.00037873-0.0001563i,0.00050037+0.00025551i,0.0010789+0.00032067i,0.00061553+0.00028426i
-0.00070552-0.0015758i,-0.00073707-0.0012406i,0.00029429-0.00087833i,0.00074342-0.0010209i,0.00072208-0.00066762i,0.00052821+4.654e-05i,7.2873e-05+0.00032226i,-0.00035068-0.00056844i,-1.9526e-05-0.00080362i,0.0006782+6.0526e-05i,0.00025976+0.00028489i,-0.00069406+0.00036423i,-0.00081021+0.00020699i,-0.00050558-0.00024011i,-0.00015526-0.00013335i,1.5007e-05-0.00038448i,0.00028836-0.00064913i,0.00058559-0.00056971i,0.00044865+0.00045387i,-0.0003031+0.001506i,-0.00042261+0.00082723i,0.00043858+0.00065458i,0.00091843+0.00099473i
0.00050213-0.00035028i,-0.00030568+0.0010804i,-0.00086547+0.0011678i,-0.0010022+0.00056512i,-0.00027502+0.00043526i,0.0005931+0.00090864i,0.0012817+0.00046623i,0.0014242-0.00067097i,0.0015249-0.0010899i,0.001705-0.001169i,0.00091129-0.00057172i,0.00064378+0.00055563i,0.00066007+0.00067531i,0.00027788+0.00024319i,-0.00021282+4.1847e-06i,-0.00036734-0.0005363i,-0.00017517-0.00065478i,-0.00010718-0.00057445i,0.00012472-0.00039432i,0.00047255+0.00015613i,0.00048258+0.00052119i,-0.00015484+5.0968e-05i,-0.00090507-0.0002952i
-0.00034862-0.0012378i,-0.0014239-0.00096694i,-0.0012716-0.00093262i,-0.00089936-0.00084933i,-0.00023558-0.00035512i,0.0012967-0.00014665i,0.0012668-0.00065612i,0.0006244-0.0011125i,0.00026115-0.0010686i,8.2468e-05-0.0015345i,-0.00014631-0.0011857i,0.0002537-0.0001858i,0.00063037+0.00022845i,0.0004059+0.00017681i,-0.0001738-2.1896e-06i,-0.00043886+0.00012309i,-2.9925e-05+0.0007543i,0.00020767+0.00068367i,0.00021929+4.8398e-05i,0.00036486-0.00061158i,0.00035533-0.0008191i,-0.00030301-0.00032457i,-0.00082529-0.00055576i
-0.0011594-0.0024367i,-0.00085211-0.001279i,-0.0016384+0.00039464i,-0.0027162+0.0011234i,-0.0018027+0.00092614i,-0.00021213+0.0005647i,0.00021239+0.00013315i,-8.1474e-05-0.00074044i,-0.0014079-0.001093i,-0.0019229-0.00060693i,-0.001087+0.00039229i,-0.00042302+4.3947e-05i,0.00024395-0.00015116i,0.00061502-0.00029781i,0.00029442+7.9914e-05i,-0.00023343+0.00074414i,0.00022865+8.9467e-05i,-4.3584e-07+0.00035699i,-0.00044151+0.00080339i,-0.00028966+0.00032649i,0.00023347-0.00013335i,0.0006127+9.1805e-05i,0.00064056+0.00016807i
-0.00035517-0.0014269i,-0.0018454-0.0025342i,-0.0021114-0.0024908i,-0.0021837-0.0020098i,-0.0016848-0.0017199i,-0.00076752-0.00060104i,-0.00012169+0.00085187i,6.4673e-05+0.0013977i,-0.00018673+0.0010812i,-0.00061796+0.00048636i,-0.00040292+9.5913e-05i,-0.00022282-7.4288e-05i,-0.00019998+0.0002933i,-0.00036821+0.00041997i,7.6833e-05+0.00028915i,0.00041361+0.00061218i,0.00015064+0.00049495i,-0.00059047+0.00036565i,-0.0010977+0.0006019i,-0.00086993+0.00036811i,-0.00034213+0.00090501i,-0.00019497+0.0010676i,-0.00037477+0.00015569i
0.002135-0.0011326i,0.0018694-0.0025299i,0.0019589-0.0022395i,0.0014131-0.0013627i,0.0011462-0.0019665i,0.0007436-0.0011612i,0.00055751+0.00011186i,0.0011263+6.0052e-05i,0.001344-0.00036189i,0.0010505-0.00027574i,0.00061435-0.00025268i,0.00011194-0.00010647i,-0.00032569-0.00022949i,-0.00085026-0.0011014i,-0.00091699-0.0013302i,-0.0009392-0.00096214i,-0.00017-0.00099776i,5.5228e-05-0.0011692i,-4.541e-05-0.00038019i,0.00045831+0.00024049i,0.0005037-0.000367i,0.00030356-0.00043096i,0.00034926+7.8884e-05i
0.0018967-0.00053247i,0.0014953-0.00060342i,-2.2211e-05-0.00030191i,-0.00089961-0.00083383i,-0.00034462-0.00083034i,9.0047e-05-0.00038636i,0.0011323-0.00051057i,0.0020451-0.0006973i,0.002076-0.00035386i,0.0013464-0.00083839i,0.00068041-0.0016277i,0.00038818-0.00081717i,-0.00032822+0.00089171i,-0.00070791+0.00095335i,-0.00050977+0.00037647i,-7.8868e-05-0.00033553i,0.00071579-0.000519i,0.0011836-0.00046956i,0.00060375-0.0008389i,-0.00031502-0.00040553i,-8.8165e-05+4.2771e-05i,-0.00040738+0.00013718i,-0.00033958+0.00043807i
-0.00066151-0.0016514i,-0.0009484-0.0019493i,-4.6174e-05-0.0013309i,0.00049878-0.00077024i,0.00042405-0.00095168i,0.00044712-0.0010201i,0.00097276-3.6467e-05i,0.0013838+0.00044113i,0.00085742-7.8522e-06i,0.00042355-0.00048813i,-0.00010459-0.00054783i,-0.00055982-0.00026829i,-0.00018673+4.4585e-05i,0.00039143-9.5776e-05i,0.00013869-0.00069005i,-0.00057868-0.00059775i,-0.0013904+0.00031837i,-0.0017615+0.00051233i,-0.00072954-0.0004435i,0.00085063-0.0011243i,0.00041923-0.00071823i,-0.00055995-0.00043097i,-0.00057105-0.00066515i
0.00068431-0.0011389i,0.0005895-0.00066523i,-0.00074003-0.00045071i,-0.0015891+0.00030682i,-0.0010654+0.001321i,0.00053058+0.0023613i,0.0010492+0.0019613i,0.00068417+0.00069796i,5.96e-05-2.1803e-06i,-0.0013204-0.00050352i,-0.0012037-0.000489i,-0.00025864-4.4396e-05i,-0.00029817+0.0003386i,-0.00014297+0.00069801i,0.0010022+0.00078871i,0.00060695+0.00028862i,-0.00010613+0.00017349i,-9.6906e-05+0.00047026i,7.3998e-05+0.0006102i,0.00014049+0.00027266i,0.00031801-0.00015576i,0.0002901-0.00033696i,-0.00013737-0.00014452i
-0.0006255+0.00064562i,-0.00087295+0.00034621i,-0.00024346-0.00039767i,-0.00030944-0.0011625i,-0.0011883-0.00074101i,-0.0013477+0.00020112i,-0.00093705-3.3232e-05i,4.6257e-05-0.00052618i,0.00069455+0.00035152i,0.0010356+0.00078987i,0.00058191+0.00043508i,-0.00016607+0.00056135i,2.4947e-05+0.0001672i,-0.00010787-0.00060071i,-0.0013432-0.00073439i,-0.0011998-0.00062711i,0.00036162-7.1322e-05i,0.00057952+0.00062219i,-0.00034532+0.00029937i,-0.00088019+0.0003464i,-0.00095768+0.0006611i,-0.0005188+0.00071943i,-0.0001804+0.00047603i
-0.0017642-0.0017211i,-0.0019759-0.0009769i,-0.0014728+0.00038589i,-0.00082151+0.0020034i,0.00031827+0.00204i,0.0013021+0.001498i,0.001314+0.00070726i,0.0011184+0.00022454i,0.00098072-1.6442e-06i,0.0010115+0.0004774i,0.00039542+0.001157i,-0.00028155+0.00043309i,-0.00022615+0.00015452i,2.4034e-05+0.00027678i,-0.00026224+0.00027132i,-0.00021291+0.0001591i,0.00027348-0.00044175i,0.0004648-0.00049333i,0.00062372+0.00044484i,0.00064439+0.00021348i,0.00032351-0.00077086i,0.00016111-0.00010006i,0.00056978+0.00059799i
0.0010862+0.00076444i,0.0017191+0.00013301i,0.00092047-0.0011224i,-0.00028436-0.0012333i,-0.00034282-0.00048796i,0.00059589+0.00031358i,0.00099569+0.00045314i,0.0010421-0.00017899i,0.00092418-0.00044595i,0.00099904-0.0012965i,0.0010857-0.001998i,0.00064051-0.00097088i,0.00042636+3.2485e-06i,0.00066063+0.00063707i,0.00059809+0.00079279i,0.00010909+0.00067396i,-0.00037712+0.00059092i,-0.00019658-3.4707e-06i,0.00013994-0.00014518i,-0.00085612+0.00017662i,-0.0010566-0.00063458i,0.00011275-0.0010593i,-0.00044023-0.00034825i
-0.0013608-0.00034714i,-0.0019965-6.6165e-05i,-0.0020345-0.00035785i,-0.0018192-0.00015173i,-0.00021604+0.00022745i,0.0012094+0.00044876i,0.00055071-0.00036776i,-0.00038775-0.00093158i,-0.00052346-0.0014077i,-0.00013295-0.0020501i,0.00036294-0.0018955i,0.0010473-0.001274i,0.0010336-0.00091895i,0.00054645-0.00066027i,9.3862e-05-0.00020156i,-0.00019163+7.9132e-05i,-0.00032558+0.00023511i,-0.00022325+0.00036422i,-0.00016114+0.0002722i,4.7635e-05+0.00041403i,0.00095849+7.8625e-06i,0.0018146-0.00048629i,0.0011495-0.00051518i
0.00040522-0.0017673i,-7.1549e-05-0.0012222i,-7.3932e-05-0.0011937i,-0.00086774-0.00123i,-0.0015267-0.00086405i,-0.00091508-0.00020309i,-0.00027682+0.0005662i,-6.521e-05+0.00095078i,-4.3146e-05+0.00087485i,-0.00045778+7.7428e-05i,-0.00059625-0.00035207i,0.00029523+0.00030095i,0.00014723+0.00086761i,-0.00070968+0.00048359i,-7.6678e-05-0.00083987i,0.00061422-0.00095702i,0.0008421+5.8722e-05i,0.00071786+0.00068511i,0.00040651+0.00057623i,7.9546e-05-3.2818e-05i,0.0003418-7.2571e-05i,0.00026828-0.00020768i,-0.00031133-0.00062569i
-0.0010226+0.0015995i,-0.00088782+0.0011646i,7.1156e-05+0.00016196i,0.0011738-0.00023481i,0.0020728+6.8604e-05i,0.0012994+0.00034373i,0.00038435+0.00051339i,0.00026158+0.00046387i,0.00021287+0.00069884i,0.00067338+0.00079593i,0.0005516+0.00059322i,0.00013498+0.00082071i,0.00063313+5.0646e-05i,0.00061751-0.00053205i,0.00036424-0.00024273i,0.00011582-0.0003261i,-0.00044138-0.00083397i,0.00025096-0.00061457i,0.0006458-0.00040316i,0.00068294+0.00024995i,0.00025247+0.00057643i,0.00016247+0.00024052i,0.0007049-0.00039331i
-0.0020242-0.001597i,-0.0018916-0.0013846i,-0.002443-0.00012648i,-0.0015217+0.0016646i,0.00019549+0.0023643i,0.0012524+0.0020059i,0.0013522+0.0021806i,0.00051268+0.0015792i,6.0045e-05+0.0010202i,0.00062005+0.0015202i,0.00023866+0.0011496i,-0.0011005+0.00042267i,-0.00015693+0.0005255i,0.00017542+0.00067435i,-0.00094759+0.00048411i,-0.00074456+0.00057727i,0.00026212+0.00023057i,-0.00014291-0.00012342i,-0.0010284+0.0002534i,-0.00054412+0.00020694i,-0.00043374-0.00039522i,-0.0006232+8.1878e-06i,-0.00021527+0.0014108i
-0.0015485+0.0015671i,-0.00055909+0.00092704i,-0.00048813-0.00054417i,-0.00016231-0.00056018i,0.00069183+0.00015389i,0.00095237+0.00043745i,0.00063332-0.00065875i,0.00011617-0.0018358i,0.00019413-0.00099489i,0.00027356-0.00016027i,0.0006432-0.00019139i,0.00072971-8.1745e-05i,-0.00019793-2.7814e-05i,-1.8998e-05+0.00034646i,0.00076088+0.00046385i,0.00025195+5.826e-05i,-0.00015488+5.2773e-05i,-3.5456e-06+0.00084802i,-0.0002454+0.00051121i,-0.00031102-0.00050467i,0.00031999-0.0003097i,0.00028402+0.00047187i,3.4762e-05+0.00047127i
-0.00031035+0.00085558i,-0.00059889+0.00054314i,-0.00013651-0.0006581i,-0.00053717-0.0011447i,-0.00089592-0.001441i,0.0005713-0.001524i,0.0016182+7.4697e-05i,0.0015859+0.00031698i,0.001039-0.00074116i,0.00062063-0.00093748i,0.00079205-0.0006005i,0.00076787-0.00053988i,0.00060029-0.00060316i,0.00057978-0.0006083i,0.00067607-0.0010176i,0.00071939-0.0012743i,0.0003033-0.00092298i,1.9442e-05-0.00098383i,-0.00012116-0.00046094i,0.00019946+0.00084769i,0.0002351+0.00077446i,-0.0001016+7.9857e-05i,0.00027611-0.00018195i
-0.00043344+0.001229i,-0.00035043+0.00063963i,-0.00074419-5.6979e-05i,-0.00032041-0.00091326i,0.00021538-0.001196i,0.00051554-0.001464i,0.00045159-0.0015249i,-0.00024533-0.00081495i,-0.00081035+0.00022073i,-0.00032356-9.1427e-05i,0.00014927-0.001025i,0.00010435-0.00086458i,-0.00042803-0.00089642i,-0.00075555-0.0010369i,-0.00015274-0.00032447i,0.00037323+0.00019202i,0.00082917+0.00019846i,0.00065847+0.00030759i,0.00072916+0.0006144i,0.00031248+0.0010593i,0.00022684+0.00073942i,0.00035426+8.6342e-05i,5.0639e-05-7.3211e-05i
0.00022411+0.00035538i,0.00016176-0.00052523i,0.0011733-0.0013699i,0.0006012-0.001653i,-0.00058997-0.001939i,-0.00047754-0.00081215i,0.00053071+0.00098078i,0.0006713+0.002035i,0.00055724+0.0017268i,0.00042605+0.00085468i,0.00019249+3.0247e-05i,-6.4256e-05+8.6351e-06i,-0.00035702-7.0948e-06i,-0.00016566-0.00026835i,-8.4009e-05-0.00069581i,-0.00018142-0.00058038i,-0.0002172+0.00021139i,6.7913e-05+0.00061966i,-0.00050036+0.00016678i,-0.001253+0.00013075i,-0.001477+0.00037972i,-0.00046978+0.00035516i,0.00044503+0.00040888i
-0.0017444+0.00053414i,-0.0015767-0.00030963i,-0.001466-0.0005864i,-0.00042217+8.1999e-06i,0.00119+0.00027472i,0.0018582-0.00029328i,0.0012507+0.00033987i,0.00038142+0.00096086i,0.00058319+0.00078286i,0.0010109+0.00019211i,0.0013234-0.00063667i,0.0013499-0.00014568i,0.00031292+0.00017723i,-0.00036805-0.00017054i,-0.00027396-0.00010074i,-8.7733e-05+0.00023968i,-0.00021026+0.00040911i,-0.00011499+0.00068454i,0.0004697+0.00040028i,1.8052e-05-0.00010466i,-0.00024338-0.00055766i,0.00053314-0.00053341i,0.00052172+4.8433e-05i
0.0021341-3.9391e-05i,0.002095-0.00036288i,0.001274-0.0013472i,0.00048256-0.0017011i,0.00043973-0.0012546i,0.0011681-0.00050502i,0.001865-0.0010308i,0.0020934-0.0011771i,0.0017057-0.00080093i,0.0014815-0.0015636i,0.0015016-0.0012831i,0.00063623-0.00061432i,-0.00069706-0.00053851i,-0.0008122+0.00022611i,-0.00068358+0.00069025i,-0.00059825+0.00034866i,-0.00021678+0.00010287i,0.00053415-1.357e-05i,0.0006021-0.00036561i,-0.00045183-0.0001915i,-0.00033648+0.00029611i,4.3682e-05+0.00039773i,-0.00055595+0.00054446i
-0.0012111+0.00074848i,-0.00095886+0.00088336i,-0.00011327+0.00098298i,0.00037567+0.0013244i,0.00025182+0.00080335i,0.00023464-0.00035275i,5.5949e-05-0.00029065i,0.00016215-0.00038777i,0.00069491-0.00099511i,-0.00017014-0.0014187i,-0.0010128-0.0019656i,-0.00041098-0.0016443i,-0.00086524-0.00061814i,-0.0017053-0.00024051i,-0.0011652+0.00028742i,-0.00023193+0.00021946i,-0.00026332+0.00014542i,-0.00035366+0.00046665i,8.3099e-05+0.00043477i,0.00020079+0.00031993i,0.00036379+0.00039577i,0.00024558+0.00038042i,8.2788e-05+0.00035699i
-0.001754+0.0011806i,-0.00083747+0.0012682i,0.00059109+0.0014791i,0.001435+0.000305i,0.0013906-0.00039314i,0.0011116-0.00019797i,0.00047671+1.2209e-05i,-0.00049971+0.00039157i,-0.0012768+0.0003581i,-0.00064359+0.00011176i,0.00025901+0.0002583i,0.00072626+0.00015439i,0.0013394-0.00013912i,0.0013065-0.00023101i,0.0010152-0.00076146i,-2.9572e-06-0.00063632i,-0.00067101-0.0002693i,-0.00044825-0.0008583i,-0.00053714-0.00068586i,-0.00085618+0.0001017i,-0.00068851-0.00011148i,-0.00043439+0.00012924i,-0.0007496-0.00019109i
-0.00089327+0.00033616i,-0.00075084+0.00058872i,-0.00018222+0.00039733i,0.00010677-7.7195e-06i,0.00062963-9.2157e-05i,0.0010852+0.00051297i,0.000445+0.00086189i,0.00030838+0.00022549i,-0.00033634-0.00027797i,-0.00073827-0.00054891i,-0.00057152-0.0001053i,-0.00043078+8.3584e-05i,0.00064239-0.00032715i,0.0012073+0.00029189i,0.00091985+0.00032324i,0.00048065-0.00024409i,-0.00022613-0.00054826i,-0.00047385-0.00022859i,-0.00038245+0.00064258i,-0.00058276+0.00086462i,-0.00059371-0.00016598i,0.000695-0.00022936i,0.0012688+0.00022291i
-0.00076883+0.00021639i,-0.0017768-0.00087506i,-0.0026006-5.7472e-05i,-0.0026065+0.00049327i,-0.0014665+0.00048333i,-0.00032089+0.00066518i,-0.00010135+0.0002055i,-0.00074346+1.6745e-05i,2.3889e-05-2.7451e-05i,0.0015999-0.00023298i,0.0018619-0.00022356i,0.0011045-0.00069726i,0.0006701-0.00020546i,0.00043309+0.0002671i,-0.00017624+0.00014347i,-0.0010514+0.00011551i,-0.00071844-0.00024328i,0.00025332-0.0001263i,0.00041977+0.00015567i,0.00019347-2.9959e-05i,-9.6103e-05-0.00062758i,0.00020008-0.00018815i,0.00023511+0.00083515i
