-0.0021728+0.0013852i,-0.0022357+0.00040463i,-0.0021154+8.2012e-06i,-0.00087348-0.00019533i,0.00086277+0.00022411i,0.0010916+0.0005132i,0.00025515+0.001043i,0.0006487+0.002196i,0.0013208+0.0018766i,0.0018122+0.00061042i,0.0015167-0.00063913i,0.00038995-0.0017964i,-0.00021076-0.0013801i,1.4307e-05-0.00041996i,-0.00024189+0.00016462i,-8.2058e-05-0.00010129i,0.00025213-0.00039717i,-0.00020336+0.00011223i,-0.00085437+0.00020664i,-0.001165-0.0005895i,-0.00050339-0.00065306i,-0.00011678+0.00025937i,0.00011485+0.00044375i
0.002302+0.00045013i,0.0016425+0.0005301i,0.0014259-9.197e-05i,0.00067093-0.00060681i,-0.00051853-0.0011854i,-0.00093121-0.00078457i,-0.00018764+0.0004304i,0.00094335+0.00060145i,0.0019637-0.00023955i,0.0013039-0.00054252i,6.9665e-05-0.00096886i,-0.00020605-0.00028924i,-0.00038213+0.00017059i,-0.00055826-0.00034631i,3.5123e-06-0.00026726i,0.000553+0.00017731i,0.00024139+7.3537e-05i,0.00028694+0.00011278i,0.00084133-9.0381e-05i,0.001345-1.1348e-05i,0.00060589+0.00084407i,-0.00051329+0.0010232i,-0.00077935+0.00075055i
-0.00019815+5.8534e-05i,-0.0012954-0.00025313i,-0.0017789+0.00029912i,-0.000486+0.00064738i,2.6414e-05-0.00016723i,2.2682e-08-0.00039183i,0.00037932+0.0001149i,0.0002969-0.0001311i,7.6289e-05-0.00022035i,1.4942e-05+0.00036571i,-0.00018524+0.00080245i,-0.00041176+0.00076488i,-0.00012152+0.00057014i,3.3351e-05+5.8581e-05i,0.00034607-0.00019438i,0.00014082-0.00047607i,0.00052232-0.0012621i,0.00093021-0.0017023i,-6.2408e-05-0.0010473i,-0.0007642-6.4895e-05i,-0.00064625+0.000359i,-0.00078244-0.00012609i,-0.00065724-0.00029888i
0.0024624-0.00082538i,0.0011989-0.00010595i,-0.00053827-0.00070614i,-0.0012298-0.0016987i,-0.0008728-0.0015989i,-0.0010464-0.00088324i,-0.00086283-0.00087789i,-0.00075903-0.00092474i,-0.0006734-0.00018003i,-0.00027436+0.00036171i,-1.1435e-05+0.00022532i,-0.0003076-0.00010825i,-0.00051871-0.00037282i,-0.001168-0.00063791i,-0.0015755-0.0006686i,-0.00097914-0.00046942i,-0.00038595-0.00031274i,0.00025241+0.00030013i,0.00053448+6.5365e-05i,2.1164e-05-0.00055136i,-0.00030531+7.2737e-05i,1.0942e-05+0.00030917i,0.00050043+0.00024238i
0.0010783-0.00063642i,0.00041442-0.00086722i,-3.1239e-05-0.00090492i,0.00079432-0.00064412i,0.0008232-0.00074949i,0.00020388-0.0010169i,3.4283e-05-0.00062284i,-0.00019777-0.00042603i,-0.00031935-0.00099732i,-0.00083621-0.0013871i,-0.0010228-0.00067662i,-0.0003817+4.7721e-05i,-0.00034991+0.00039987i,-0.00036409+0.00015755i,-0.00067962-1.6231e-05i,-0.0009603-0.00016689i,-0.0005654-0.00048156i,-0.00011375-0.00067823i,0.00043002-0.00056774i,0.00039711+0.00057359i,0.00041484+0.0016126i,0.00056953+0.00098895i,0.00034029+0.00030302i
0.00049007+0.0035133i,0.00059681+0.0026369i,0.00098524+0.00064535i,0.0010375-0.00050864i,0.00083036+2.862e-05i,0.00011301+0.00064624i,-0.0001702+0.00011032i,0.00038827-0.0010264i,0.0003034-0.0012355i,-0.00040903-0.0012748i,-0.00061734-0.0011034i,-0.00057055-0.00054737i,-0.0004321-0.00023098i,-0.00015667-0.00013081i,-0.00042698+0.00021055i,-6.2508e-05+0.00019818i,0.00041109-0.00046858i,0.00011277-0.00061701i,-0.0006878-0.00069496i,-0.00097258-0.0013395i,-0.00067848-0.0012666i,-0.00040673-0.00043338i,-6.6485e-06-0.00018471i
0.0009562+0.00051749i,0.001188-7.0714e-05i,0.000586+5.4367e-05i,-5.3065e-05-0.00065201i,-0.0002228-0.0010235i,0.00021499-0.0012368i,0.00023768-0.0017028i,0.0010388-0.0011392i,0.0015138-0.00047322i,0.0011408-0.00036905i,0.000405+5.5922e-05i,-0.00035848-2.7169e-05i,-0.00049752-0.00037812i,-0.00072839-0.00013049i,-0.00058335-3.88e-05i,-0.00034162-0.00048888i,-0.00064579-0.00090921i,-0.00087324-0.00065705i,-0.00051801-0.00081589i,-0.00044606-0.00098718i,-0.00056249-8.6995e-05i,-0.00019924+0.00023242i,0.00023742+0.00056654i
-2.2989e-05+0.00010561i,0.00013641+0.00079759i,-0.00027252+0.00090113i,-0.00068913+0.00089224i,-0.00048462+0.00069145i,4.242e-05+0.00059309i,0.00024204-1.2846e-05i,0.00026552-0.00065097i,-0.00010367-0.00023719i,-0.00028337+0.00024516i,-0.00062256+0.0010716i,-0.00081407+0.0012324i,-0.00026252+0.00053933i,-0.00020602+0.00040082i,-0.00058566+0.00051363i,-0.00052185+0.00036445i,3.6479e-05+0.00057801i,0.00069763+0.00091309i,-1.1876e-05+0.0009152i,-1.1612e-05+0.00084916i,0.00069241+0.00054809i,-0.00012315+0.00044381i,-0.00040297+0.00018672i
-0.00013839-0.00039235i,-0.0017765-0.00067936i,-0.0017603-0.00045965i,-0.00025101+0.00061434i,0.00080565-0.00034201i,0.00054547-0.0015215i,-0.00024314-0.0013987i,6.3904e-05-0.00062932i,0.00093994+0.00014207i,0.00038545-6.4725e-05i,-0.00049496+0.00010501i,-0.00044011+0.00093793i,0.00012776+0.0008757i,-0.00013947-0.00032152i,-0.00039466-0.00063801i,0.00050264+0.00053118i,0.00082662+0.0007613i,0.0005751+3.0753e-05i,0.00062175-0.00044007i,0.0010267-0.0003048i,0.0012958-0.00010821i,0.00065023+0.00041193i,0.00012106+3.206e-05i
0.00041708-0.00094496i,0.00044322+0.00032485i,-0.00028473+0.00058348i,-0.0014601+0.00065231i,-0.0013135+0.00091333i,-0.00071723+0.00034533i,-0.0002722-0.00015698i,-0.00016936-0.00021863i,-0.0013871-0.0007465i,-0.0015057-0.0010538i,-0.00056485-0.00017406i,-0.00045298-3.8845e-05i,-0.00037225-0.0002276i,-0.00010777+8.1073e-05i,-0.00024218-0.00012015i,-0.0007454-0.00052046i,-0.00080805-0.00038403i,-0.00093573-0.00017401i,-0.00091968-0.00014622i,-0.0002694+0.00055073i,6.5974e-05+0.0015183i,-0.00026917+0.0015465i,-0.0010469+0.00056819i
-0.0016198-0.00031568i,-0.0019414+0.00059566i,-0.00080914+0.0015386i,-0.00038852+0.00076518i,-0.00090161-0.0004663i,-0.0012024-0.00045858i,-0.00048882+2.8763e-05i,0.00014729+1.0332e-06i,0.00024329-0.00019118i,0.00031024-0.00040627i,-0.00032449+0.00029538i,-0.00038998+0.00049882i,-7.6206e-05-0.00058366i,1.2028e-05-0.0011707i,-0.00018436-0.00077726i,-0.00081854+2.302e-05i,-0.00041778+0.00050276i,0.0006575+0.0005498i,0.00068613+0.00099618i,-0.00026076+0.00076308i,-0.00021082-2.2302e-05i,0.00069004-0.00040842i,0.00076453-0.00047867i
-0.0029286+0.0001242i,-0.0019729+0.0003112i,-0.0012636+0.0010695i,-0.00026909+0.0020601i,0.00072836+0.0015956i,0.0012975-0.00022407i,0.00072011-0.00058413i,0.00063699+0.00029549i,0.00057158+0.00083832i,0.0002726+0.00077748i,0.0011155+0.00063838i,0.0010575+0.00072233i,0.00032+0.00098688i,0.00029976+0.00094848i,0.00016456+0.00090269i,-0.00027724+0.00073639i,0.00025545+0.00027289i,0.00091442+0.00052659i,0.00025233+0.00064092i,-0.0007099+0.00014558i,-0.00071921-0.0002794i,-0.0001835-2.0781e-05i,0.00061436+0.0010139i
-0.00093796+0.00087257i,2.049e-05+0.001172i,-0.00016985+0.0011687i,-0.00039027+0.00053636i,9.0589e-05-4.2497e-05i,-0.00035443-0.00029348i,-7.8106e-05-0.00073529i,0.00042737-0.00067469i,-7.4878e-05-8.2503e-06i,-0.00056169+0.00054194i,-0.00030806+0.00047203i,-0.00025933+0.00053074i,5.315e-05+0.00058504i,0.00016478+0.0006605i,-4.1371e-05+0.00048481i,-0.0002026+0.0005623i,-0.00025183+0.00066285i,-0.00048498+0.00027973i,-0.00055743-9.791e-05i,-8.5896e-06-0.00020537i,0.0004008-0.00029376i,0.00010754-0.00058572i,0.00020324-0.0005438i
-0.00127+0.0014833i,-0.0022062+0.00047729i,-0.0022104+0.00092206i,0.00024102+0.001574i,0.0024609-2.2129e-05i,0.0025627-0.0012044i,0.0013172-0.00085412i,0.00086616+0.00014635i,0.00068804+0.00020272i,0.00052208-0.0005739i,0.00047915-0.00037312i,-0.00018786-0.00010242i,-0.00069992-0.00036814i,-0.00084214-0.00082963i,-0.00062966-0.00052843i,-4.6247e-05+0.00029534i,0.00013525+0.00016811i,-0.00037161+0.00025262i,-0.00068302-0.00014249i,-0.00051793-0.00021472i,-0.00048483+0.00021555i,-0.00039142+0.0001914i,-0.00082879+5.504e-05i
0.0016828-0.00016282i,0.0009321-0.00080137i,0.00074412-0.0013161i,0.00035706-0.0013008i,-0.00061266-0.0012082i,-0.00092303-0.00047313i,-0.00046103+7.5429e-05i,-0.0010339-0.00020935i,-0.0013209-1.5739e-05i,-0.00054879+0.00023182i,0.00021448-0.000355i,0.00049053-0.00035741i,0.00037917+0.00029602i,-0.00024834+0.0001692i,-0.00080368-0.00027091i,-0.0010565-0.00025361i,-0.00059875-0.00033254i,0.00048662-0.00028896i,4.4627e-05+0.00025308i,-0.00062527+0.00022991i,-4.6985e-05-0.00027263i,0.00064532-0.00037037i,0.00043565-0.00014897i
-0.00065911-0.00077162i,-0.00091115+0.0011163i,7.284e-05+0.001646i,0.00084838+0.0018967i,0.00065004+0.0012509i,0.00057386+8.601e-05i,0.00091202-6.6426e-05i,0.00062126-9.3798e-05i,0.00029744-0.00030948i,-3.8842e-05-0.00029129i,-0.00062723-0.00030288i,-0.00072377-0.0002379i,-0.00040596+2.0015e-05i,-0.00021943+0.00025599i,1.4558e-05+0.00041903i,-0.00029821+0.0011135i,0.00022737+0.0011145i,0.0010823+1.6165e-05i,0.0011666-8.1595e-05i,0.001489+0.00094868i,0.00063949+0.00099365i,0.00026442+0.0002943i,0.00057149-0.0002071i
-0.0010703-0.00090546i,-0.0011314-0.00086353i,-0.0028246-6.0453e-05i,-0.0036088+0.0014314i,-0.0020833+0.0022284i,5.1296e-05+0.00075321i,0.00064127-0.00047193i,0.00010126-0.00038968i,-0.00022634-9.4418e-05i,-0.0005129+0.00017014i,-1.6086e-05+5.4479e-05i,0.00097369+0.00023786i,0.00091776-0.00023202i,0.00065368-0.0011051i,0.0002918-0.00061377i,0.00015839+0.00045521i,0.00043118+0.00024801i,0.00016515-0.00066673i,-0.00055237-0.00037515i,-0.00070377+0.0002127i,-0.00033756+0.0005486i,-0.0004018+0.00051214i,0.00036596+0.00063175i
-0.00063544+0.0016443i,6.8768e-05+0.002819i,3.8499e-05+0.0024453i,0.0012008+0.00029544i,0.0010347-0.00088949i,0.00031154-0.0011125i,0.00021738-0.00096191i,0.00062065-0.0011865i,0.00061035-0.00036192i,-0.00027838+0.00016074i,-0.00053829-0.00018233i,-1.0932e-06-8.7185e-06i,0.00066556+0.00023466i,-0.00043598+2.3682e-05i,-0.0014914+7.0036e-05i,-0.00058161+5.18e-05i,-0.00041524+5.5126e-06i,-0.00057507+0.00048218i,7.03e-05+0.00087736i,0.00081638+0.00028238i,0.00072397-0.0004012i,0.00027533-0.00036035i,-4.0071e-05-0.00012994i
0.00050776-0.001396i,-0.000863-0.001003i,-0.0028164-0.00039681i,-0.0030914+0.00060914i,-0.0019538+0.0013256i,-0.00064373+0.0011615i,0.00013213-0.0001803i,0.00012838-0.00090976i,-0.00087848-0.00041106i,-0.0011138-0.00029909i,-0.00046046-0.00055618i,0.00033856-0.00050757i,0.00068021-0.00059871i,0.00026571-0.00081357i,-0.00015402-0.00071705i,8.2944e-05-0.00079476i,0.00022969-0.0010439i,-0.00013747-0.00047047i,-0.00011306-0.00011652i,0.00032005-2.756e-05i,-0.00023667+0.0004543i,-0.00030127+0.00069887i,8.9048e-05+0.00052838i
-0.00087871-0.0010251i,-0.00061803-0.0012774i,-0.0014048-0.0011083i,-0.0010594-0.0013037i,-0.00064531-0.00057101i,-0.00056652-0.00056236i,0.00062554-0.0015564i,0.00025737-0.0015713i,-0.00027923-0.0013338i,1.564e-05-0.0012489i,0.00034772-0.00091592i,0.00063217-0.00038908i,0.00024065+0.00033095i,-0.00035735+0.00078719i,-0.00028699-3.9015e-06i,6.1876e-05-0.00020455i,2.0998e-05-0.0002482i,-0.00029571-0.00066968i,-0.00016899+6.7133e-06i,9.06e-05+0.00086433i,0.00029781+0.00087988i,-0.00023906+0.0010046i,-0.00050328+0.0010539i
0.00048174+0.0015678i,-0.00039861+0.0036387i,-0.0020312+0.0046602i,-0.0015469+0.0041153i,0.00055804+0.0019704i,0.00020598+0.00032025i,-0.00037024-0.00051149i,0.00086772-0.00019793i,0.001475-1.5601e-05i,0.00040539-7.6705e-06i,-0.00056922-0.00027737i,-0.00059349-0.00045997i,-0.00012811-0.00050678i,0.00023776-0.00034437i,0.00035263+0.00042855i,0.00047689+0.00086006i,0.00036049+0.00036116i,0.00077865+0.00038424i,0.00033172+0.00067997i,3.4135e-05+0.00053706i,0.00011256-1.6042e-05i,-8.7412e-05-0.00050704i,-0.00047899-0.00039519i
0.0016006-0.0016812i,0.00016856-0.0032894i,-0.0018993-0.0047133i,-0.002739-0.0036696i,-0.002539-0.0018182i,-0.0013356-0.0011028i,-8.2094e-05-0.0015251i,-0.00048851-0.0012033i,-0.00094103-0.0011745i,-0.0012531-0.00085757i,-0.0014528-7.1188e-05i,-0.0011091+0.00061699i,-0.00069243+0.00062565i,-6.8148e-05-9.3938e-05i,0.00030061-0.00058634i,0.00013265-0.00085781i,0.00029634-0.00053336i,0.00056201-0.0003516i,-6.7889e-05-0.00026797i,-0.00021791-4.3132e-05i,4.29e-05+5.7281e-05i,0.00017976+0.00055742i,0.00056321+0.0010493i
-0.000648-2.8606e-06i,0.00013811+0.0018418i,0.00084487+0.0028277i,0.0024958+0.0020974i,0.0024183+0.0008971i,0.0014379+0.00021135i,0.00095886-0.00011498i,-4.017e-08+0.0001442i,-0.0010786+4.4473e-05i,-0.00085077+0.00019868i,-0.00035602+1.7987e-05i,0.00033768+0.00019643i,0.0008455+0.0012814i,0.00018254+0.001371i,0.00030644+0.00057467i,0.00030528-0.00019623i,-0.00030184-0.00095096i,-0.0003426-0.00033327i,-0.00011972+0.00034059i,-0.00018953+0.00049239i,-0.00030166-0.00020423i,-0.00038671-0.00071912i,-0.00037285-0.00010869i
-0.001195-0.0010212i,-0.0015884-0.0010927i,-0.0040771-0.00040284i,-0.0050485+0.0012124i,-0.0031361+0.0015068i,-0.00090549+0.00073049i,0.00014886+0.00048376i,-0.00022552+0.00054327i,-0.0006385+0.00048969i,-0.00012586+0.00022144i,-2.5618e-05+0.00068958i,-0.00021274+0.0013525i,0.0003009+0.0014495i,0.00025299+0.0018299i,-0.00024017+0.0014477i,-0.00047418+0.0006845i,-0.00014782-0.00017637i,0.00042074-0.00051863i,0.00048075-0.0001823i,0.00061037+0.00055084i,0.0011349+0.0010006i,0.00095514+0.0010766i,0.00052664+0.00093618i
-0.00045231-2.4329e-07i,-3.0642e-05-0.0011372i,0.00099817-0.00091591i,0.0011537-0.00069607i,0.0010408-0.0015634i,0.00091585-0.0014889i,0.0014472-0.00058882i,0.0010485-0.00058885i,0.00056953-0.0015778i,0.00061884-0.0011616i,0.00019626+1.7368e-05i,-2.271e-05+4.0528e-05i,-0.00053338+0.00010244i,-0.0012545+0.00035069i,-0.0013038+0.00044299i,-0.0010427+0.00032945i,-0.0014049+0.0001678i,-0.0011252-6.6371e-05i,-0.00047798-0.00046268i,-0.00022931-0.00049544i,-0.00021209+1.309e-05i,-0.0001494+0.00064568i,3.2125e-05+0.0010577i
-0.0007055+0.00047682i,-0.0019605+0.0012533i,-0.0021724+0.0020707i,-0.0025123+0.0021273i,-0.0017625+0.0010496i,-0.00087667-0.00013798i,-0.00063524-0.00051055i,-0.00098329+0.00035585i,-0.0010692+0.00092527i,-0.00083051+4.5336e-06i,-0.0010959-0.00033752i,-0.0010616-0.00024583i,-0.00024633-0.0010559i,-8.3587e-05-0.0011029i,-0.00056901-0.00074476i,-2.0916e-05-0.00093511i,-2.6355e-05-0.00035819i,-0.00055365-0.00034615i,-0.00063481-0.00034438i,-0.00047197-0.0010026i,-0.00076947-0.00074301i,-0.00074888+0.00028748i,-0.00025598+0.00024863i
-0.00070885-0.00012816i,-0.00096491-0.0012636i,-0.00096569-0.0022514i,-1.8938e-06-0.0028935i,0.00056284-0.0014021i,-3.2458e-05+0.00019551i,0.00046537+0.00031672i,0.0011804-0.00060669i,0.00055907-0.00058331i,-0.00020453-0.00040244i,0.0001078-0.00050728i,0.00044777-0.00062425i,0.00040924-0.00043801i,0.0012339+0.00019481i,0.0015815+0.00019466i,0.00081015+0.00035656i,0.0001371+0.00042436i,3.5311e-05+0.00024592i,0.00067318-8.1042e-06i,0.0011355-0.00048012i,0.00078241-0.0002303i,0.00026354+0.0004725i,-1.8511e-05+0.00051097i
-0.00087818+0.00010003i,-0.00057339+0.0018771i,-0.00087833+0.0045802i,-0.00032772+0.0049956i,0.0004885+0.002947i,0.00078656+0.0013313i,-7.4208e-05+0.00040068i,-0.00029229-0.0001466i,0.00017196-0.00044637i,-4.0213e-05-0.00057518i,0.00019083-0.00012653i,-0.00021855+0.00020168i,-0.0010885-0.00052019i,-0.0011014-0.00061682i,-0.00093839-0.00041953i,-0.0010968+0.00037617i,-0.00099813+0.00067334i,-0.00043827-0.00017279i,3.2605e-05-0.00032617i,0.00014209+0.00051261i,0.00023312+0.00090995i,0.00065409+0.0012462i,0.00080863+0.0011099i
-0.0021948+0.0020873i,-0.001737+0.00082469i,-0.0020881-0.00066777i,-0.0011105-0.0014525i,-0.00026018-0.0018332i,0.0004626-0.0018156i,0.0007306-0.0016915i,0.00014558-0.0016503i,-8.3853e-05-0.00031098i,0.00057485+0.00069709i,0.00071064+0.00073577i,0.00013963+0.00050278i,-0.00014173+0.00061229i,-0.00035406+0.00074513i,-0.00033053+0.00033085i,0.00010211-0.00015239i,0.00046438-0.00018674i,0.0011559-0.00054393i,0.0010272-0.00041444i,9.4583e-05+0.00027943i,-0.00035817+0.00042323i,-9.8306e-05+0.00017626i,-0.00028665-0.00030804i
-0.00023872-0.0017649i,0.00021615-0.00060717i,0.0011755-0.00022042i,0.0014262+0.00068272i,0.001455+0.0019243i,0.0015805+0.0015664i,0.0008797+0.0010207i,0.00014854+0.0010977i,-0.00063694+0.00076397i,-0.00082421+0.00027615i,-0.00071643-5.1e-05i,-0.00024698-4.8321e-05i,0.00014071-0.00018181i,0.00021042-0.00027105i,-4.4913e-05+8.1078e-05i,-1.4287e-05+0.00012125i,0.0009273+3.994e-05i,0.0012466+0.00023227i,0.00082038+0.00022797i,0.00057823+0.00011088i,0.00037707-0.00025047i,-5.3375e-05-0.00043389i,-0.00036494-0.00011364i
-0.002389-0.0015181i,-0.002203-0.00053112i,-0.0044014+0.0006189i,-0.005044+0.0012959i,-0.0025778+0.0012294i,7.9866e-05+0.00041505i,0.00015299-0.00052755i,-0.0011143-0.00056085i,-0.0010704-3.28e-05i,-0.00044547+0.00046272i,0.00034914+0.00054587i,0.0012291-3.8953e-05i,0.00071264+0.00022122i,-5.5081e-05+0.00084343i,-0.00016954+0.00079827i,-0.00019008-0.00010968i,-2.3735e-06-0.00052875i,0.00019099+0.00026517i,0.00077319+0.00011199i,0.0010733+6.7361e-05i,0.00082436+6.5605e-05i,0.00062236-0.00038128i,0.00037395-0.00024565i
0.0012057-0.0017049i,0.00063142-0.0014752i,0.0010715-0.0020956i,0.00089443-0.001371i,-0.00055389-6.4038e-06i,0.00029528+0.0010007i,0.001521+0.00031734i,0.00098523+7.4892e-05i,0.00019998-1.6048e-05i,-0.0005489-0.00042923i,-0.00086563-0.00051342i,-0.00077332-6.3412e-05i,-2.3817e-05-9.8503e-05i,0.00047984-1.5462e-05i,-0.00033523+0.00075695i,-0.00091555-0.00019054i,-0.00016014-2.797e-05i,0.0002742+0.0013228i,-0.00018906+0.00096134i,-0.00080047+0.00041312i,-0.00034921+0.00083346i,0.00017697+0.00068604i,0.00016878+0.00014012i
-0.0020567-0.00099356i,-0.0021353-0.00016141i,-0.0022356+0.0014525i,-0.0023899+0.0033171i,-0.0014881+0.002953i,0.00034953+0.0011764i,0.00044507-0.00028541i,-3.715e-05-0.0014164i,-0.00015102-0.0010728i,-0.00029909+7.7894e-05i,-0.00014175+0.00089907i,0.00050804+0.0010269i,0.00092991+0.00072472i,0.00065928+0.0010713i,-3.1919e-05+0.00049926i,-0.00032788-0.00053195i,-0.00027953+0.00014963i,-0.00029033+0.00057613i,-0.00059346-0.0004287i,-0.0010743-0.00075964i,-0.00088771+4.6994e-05i,-0.00051756+8.0738e-05i,-0.00022207+0.00026815i
-0.00048897+0.0010766i,-0.0012817+0.00053722i,-0.0017169-0.00030047i,-0.00073201-0.0014096i,3.6283e-05-0.0014917i,0.00023418-0.00094434i,0.00050106-0.00018197i,9.6156e-05+0.00049504i,-0.00012222+0.00074606i,0.00040318+0.0009626i,0.00031274+0.00070339i,-0.00070988+0.00021885i,-0.00057743+0.00015665i,0.00026537+0.00013276i,0.00020673+0.00074317i,-0.00024105+0.001095i,-0.00016489+0.0008498i,-0.000144+0.00018506i,0.00017432-0.00012627i,-4.0902e-05+0.00041575i,-0.0002395+0.00071561i,0.0007363+0.00032749i,0.00093183+0.00062992i
-8.7082e-05+0.001509i,0.00014422+0.00090499i,0.00016805+0.0012221i,0.00092973+0.002175i,0.00080092+0.0019739i,0.0012799+0.0011256i,0.0018788+0.00051513i,0.0010877+0.00014236i,0.0004236+0.00056619i,0.00018816+0.00077558i,5.9909e-05+0.00021925i,0.00075319+7.5517e-05i,0.00048981+0.00012159i,0.00022035-0.00021252i,0.00019241-1.219e-05i,0.00010091+0.00032847i,0.0017052+0.00051443i,0.0021184+4.6002e-05i,0.00019474+0.00023565i,-0.0003801+0.0010676i,6.0782e-05+0.00060164i,-0.00046982-0.00033017i,-0.00063261-0.00042256i
1.8808e-05-0.00064167i,-0.00073202-0.00046955i,-0.001973-0.00041805i,-0.0021359-0.00089963i,-0.0012729-0.0014404i,-0.00048031-0.0010132i,-0.00075652-0.0013411i,-0.0013152-0.0014494i,-0.0010781-0.00093549i,-0.00062253-0.00018525i,-0.0002401-7.0534e-05i,-0.00066578-1.3636e-05i,-0.00058983+0.00018221i,-0.00013914+0.0004753i,-4.31e-05+0.0013898i,0.00034022+0.001543i,0.0010134+0.00066237i,0.0009073+1.5017e-05i,0.00029132-0.00018456i,3.8126e-05+4.6623e-05i,-0.00031296+0.00012396i,-0.00024732-0.00019289i,0.0001007-0.00035892i
-0.00026021-0.00069204i,-0.00013379-0.00026035i,0.00095379-0.00024702i,0.0011119+8.4349e-05i,-3.8907e-05-0.00032117i,0.00057112-0.0009138i,0.0016599-0.00081059i,0.0013623-0.0011547i,0.0010291-0.00080548i,0.0004706+0.00010998i,-0.00023877-0.00015587i,0.00023294-0.00056141i,0.00041666-0.00053248i,-0.00018743-0.00011759i,-8.1396e-05+0.00042683i,-4.5652e-05+0.00084982i,0.00038208+0.0010626i,0.0006612+0.0012002i,2.0496e-05+0.0011557i,4.6512e-05+0.000747i,-0.0003788+0.00024447i,-0.00070849-0.00058288i,8.075e-05-0.00057133i
-0.00079226-0.0021876i,-0.0014388-0.0010133i,-0.003263+0.00044738i,-0.0041428+0.0015559i,-0.0024906+0.0012249i,-0.00025926+0.00061908i,0.00032241+0.00035042i,-0.00019765+0.00037575i,-0.00046958+0.00084743i,-0.00050081+0.00066606i,-0.00028288+0.00019092i,-0.00037692+6.5631e-05i,-0.00057376-7.8231e-05i,0.00022418+0.00024332i,0.00083517+9.1081e-05i,0.00072736-0.00031675i,0.00031134-0.00056692i,-7.1221e-05-0.0012683i,0.00020915-0.00062714i,2.5646e-05-7.0368e-05i,-0.00047595+0.00043566i,-0.00018241+0.00032872i,0.00016574-0.00025321i
0.00021033-0.0012532i,-0.00048444-0.0014159i,-0.00127-0.0022176i,-3.063e-05-0.0015139i,0.0010353-0.00022521i,0.00059846-0.00061296i,0.00036316-0.0014556i,0.0006514-0.0014449i,0.0001605-0.00084426i,-0.00034736-0.00036571i,-0.00029586-0.00033794i,-0.00046563-0.0010089i,-0.00029018-0.00040742i,0.0002662-0.00013949i,0.00048564-0.00037516i,-0.00040144-0.00030347i,-0.00015377-0.00074295i,0.00026351-0.00044968i,9.5241e-05+0.00061341i,0.00018215+0.00071164i,6.4136e-05-0.00015941i,0.00031304-0.0008656i,0.00023706-0.0006759i
0.00067516+0.0015693i,0.00022894+0.0011483i,7.3858e-06+0.0020829i,-0.00096633+0.0012424i,-0.0014605-0.00069825i,-0.0010549-0.0013005i,-0.0005389-0.00056629i,-0.00069342-0.00014245i,-0.00034366-0.00012362i,0.00014493-0.00033575i,0.00026074-0.0010116i,0.00024949-0.0006095i,-8.2819e-05-0.00044995i,0.00012599-0.00052558i,0.00040747+0.0001347i,0.00018665+0.00013172i,4.1367e-05-0.00020443i,0.00038339-0.00029448i,0.00082168-0.00012084i,0.00048457-0.00026952i,-9.004e-05-0.00060921i,-0.00013786-0.00039427i,0.00014583+0.00026601i
-0.000116-0.00051079i,-0.00075108+0.00028342i,-0.0016268-0.00044993i,-0.0015674-0.00029111i,-0.00082066+0.00032937i,-4.961e-05+7.4927e-05i,0.00035311-0.00021406i,0.00030791-0.00037479i,-0.00012938-0.00030667i,-0.00089439-0.00033013i,-0.00085536-0.00037844i,-4.6046e-05+0.00033218i,0.00070748+0.00023721i,0.00078815-0.00077876i,0.00084135-0.00041984i,0.00076249+0.00050936i,0.00015272+0.00028817i,0.00021834-0.0003533i,0.00035529-0.00041551i,0.00016738-0.00075514i,-0.0001388-0.00089912i,-0.00029251-0.0006854i,0.0010935-0.00037196i
0.00098113-0.00017554i,-0.00023932-0.0010417i,6.7965e-05-0.00036214i,0.00010984+0.00016221i,-0.00078657-0.00030401i,-0.0010145-0.00032202i,8.9905e-05-0.00051882i,0.00022726-0.00097487i,-0.00057592-0.00073361i,-0.00060874-0.00063312i,-0.00070003-0.00082584i,-0.00099333-0.00063468i,-0.0012667-0.00072006i,-0.00096923-0.00030649i,-0.00031567+0.00018348i,-0.00016362+0.00023249i,-0.0009846+0.00055786i,-0.0011236+0.00023345i,-0.00076111-0.00051856i,-0.00098861-0.00068862i,-0.00072757-0.00064144i,-0.00032014-4.8327e-05i,0.00044409+0.00043i
-0.00015113-0.0013026i,6.5705e-05-0.00078524i,-0.00025572-0.00064434i,-0.00066905-0.00069606i,-0.00073689-0.00027561i,-0.00033033-0.00013995i,-0.00023147-0.00066355i,-7.2834e-05-0.00079223i,0.00037459-0.00046943i,0.00011527-0.000392i,0.00042193-5.8745e-05i,0.0004483+0.00057372i,0.00044855+0.00079058i,0.0010197-2.8075e-05i,0.00057678-0.00031551i,4.3677e-06+2.834e-05i,-0.00033556-0.00046309i,-0.00033337-0.00023245i,-0.00072817+0.00016124i,-0.0012258+5.4967e-05i,-0.0011832+0.00059881i,-0.001271+0.00055888i,-0.00039913+3.0705e-05i
