0.0018975+0.0014575i,0.002446-0.00011364i,0.0022448-0.00083502i,-0.00010163-4.2124e-06i,-0.0023413+0.00024634i,-0.0026487+0.00051019i,-0.00079227+0.0017534i,0.00088258+0.002082i,0.0016285+0.00050215i,0.0015577-0.00085924i,0.00096487-0.00069389i,2.0119e-05-0.00034926i,-0.00071514-9.3321e-05i,-0.00045408+0.00059201i,-0.00071132+0.00070349i,-0.0014899+0.00026821i,-0.0011112-0.00072366i,-0.00058256-0.0010497i,-0.0002864-0.00077245i,0.00032262-0.0001684i,0.00022437+0.00040257i,-8.4877e-05+0.00057634i,-0.00014013+0.00072644i
-0.00035516-0.00071169i,-0.00029348+0.00011459i,-0.00061799+0.00038388i,-0.0005471+0.00058456i,-3.3104e-05+0.0010221i,0.00055463+0.0016283i,0.0011649+0.0015096i,0.0012467+0.00089205i,0.00061393+0.00035394i,5.9405e-05-0.00028093i,-0.00016857-0.00027316i,-0.00034768+0.00023066i,-0.0002023+0.00015142i,0.000195-0.00016571i,0.00051295-0.00016092i,0.00044636-7.7676e-05i,6.2582e-05-0.00043152i,-0.00014823-0.00091855i,0.00061481-0.00019469i,0.00084321+0.0003083i,0.00023331+0.00039208i,-2.2096e-05+0.00070648i,0.00036218+0.00062139i
-0.0012887-0.0006848i,-0.0014138+0.00032994i,-0.0012932+0.002254i,0.00041333+0.003047i,0.001463+0.0028866i,0.0015282+0.0016952i,0.0015715+0.0003905i,0.00088359+0.00019352i,-0.00012306+8.9761e-05i,0.0002079+0.00040212i,0.00050262+0.00073128i,0.00022346+0.00066054i,0.00073323+4.7689e-05i,0.00047803-0.00034927i,0.00030363-0.00043347i,0.00026121-0.00082159i,-0.00033441-0.00049292i,-0.00027916+0.00046001i,0.00025546+0.00055701i,0.00054931-0.00046959i,-0.00022304-0.00079694i,-0.00081606-0.0003595i,-0.00057588-0.00021178i
0.0011538+0.0016913i,0.0007413+0.0018018i,0.0013621+0.00072337i,0.00093539-0.00070585i,-0.00019167-0.0011375i,-0.0002428+0.00020849i,-0.00038822+0.00084424i,-0.00056268+0.0010102i,-0.00023088+0.00062326i,-0.00032151-0.00014988i,-0.00021317-0.00062885i,0.00014338-0.00049521i,6.0259e-05-0.00025764i,8.4729e-05-0.00057654i,0.00020998-0.00053918i,0.00079661-2.1777e-06i,0.0010886+0.00038986i,-0.00027837+0.00037963i,-0.00065441-0.00010892i,-0.00048224-0.00093993i,-0.00032006-0.0011731i,-0.00070664-0.0007457i,-0.00040537-0.00033949i
0.00057924+0.00059254i,0.00091613+0.001503i,0.00035593+0.0024523i,-0.0001091+0.0022136i,-0.0002148+0.0017229i,0.00039162+0.0013858i,0.0012404+0.0011479i,0.00081987+0.0011237i,-0.00048844+0.00029778i,-0.00054148-0.00010684i,-0.00020031-9.0142e-05i,-0.00026379-8.3307e-05i,0.00029039+0.00051133i,0.00057313+0.00045844i,0.00040398-0.00045905i,-0.00025507-0.00057315i,-0.00047766+9.575e-05i,3.1321e-05+0.001135i,-4.819e-05+0.0013738i,-0.0002827+0.0008057i,-3.4493e-05+0.00058639i,0.00048934+0.00051958i,0.0001908+0.0001097i
-0.001638-0.0010022i,-0.0013414-0.0010697i,-4.6151e-05+0.00042382i,0.0006927+0.0012795i,-0.00024406+0.0011121i,-0.000343+0.00080401i,0.000388+0.0012761i,0.00056755+0.0015453i,0.0013409+0.00086395i,0.0022286+0.00097617i,0.0017668+0.0008203i,0.00070335-6.3435e-05i,0.0007188-0.00051352i,-1.1445e-05-0.00069647i,-0.0011376-0.00016922i,-0.00061967+0.0001363i,-0.00029636-0.00065814i,-0.00040607-0.00084703i,-0.00062408-0.00027533i,-0.00019394-1.3253e-05i,0.00017254-0.00013051i,-0.00028954-0.00082276i,-0.00020355-0.00024296i
8.9138e-05+0.0014485i,-0.00043972+0.0020594i,-0.0011399+0.0020643i,-0.00017723+0.001831i,0.0012798+0.0014586i,0.001459+0.00094629i,0.00064919+0.0010478i,-1.6834e-05+0.0011561i,-0.00034549+0.0013581i,-7.7323e-05+0.0005636i,-0.00027845-0.00027326i,-0.00050612-7.5038e-05i,-0.00038864-0.00098229i,-0.000422-0.0011577i,-0.00050566-0.00031354i,-0.00039626-0.00059934i,-0.00056655-0.00066112i,-0.00072307-0.00016969i,-0.00044495+0.00023111i,7.7188e-06-0.00024398i,0.00075142-5.5469e-05i,0.00045007+0.00011017i,0.00013204-0.00027724i
0.00062077-0.00079501i,-6.609e-05+8.4181e-05i,0.00033155+0.0012932i,-6.3184e-05+0.0011264i,-0.00049973+0.00081493i,0.00026226+0.0010825i,4.288e-05+0.00083206i,-0.00018069+0.00030409i,0.00017377+0.00019254i,6.6912e-06-0.00010547i,-0.00034995-0.00040732i,-0.00089484-0.00013019i,-0.00054231+0.000116i,0.00019132-7.9572e-05i,7.6487e-05-0.00048653i,-0.00046223-0.00047009i,0.00014117-0.00043519i,0.00041112-1.1579e-06i,5.7723e-06+0.00011924i,0.00085378-0.00018061i,0.0014773-0.00040215i,0.00023244-0.00085269i,6.027e-05-0.00020836i
0.00051375-0.00010426i,0.00085221-0.00045695i,-1.4796e-05+0.00058448i,-0.00044959+0.0015563i,0.00010189+0.0016325i,0.00070964+0.0021408i,0.0008225+0.0014736i,0.0010139-0.00014481i,0.0011308-0.00062991i,0.00016698+1.4401e-05i,6.3027e-05+0.00011117i,0.00096987-0.0001805i,0.00054141-0.00049768i,-0.00053968-0.0004983i,-0.00050695-0.0005658i,-0.00013395-0.00061855i,-0.00027146-0.00047312i,-9.7443e-05+0.00014794i,9.7844e-05+7.9545e-05i,0.00030734-0.00071061i,0.00018425-0.00045436i,5.5934e-06+0.00080975i,0.00043194+0.00069181i
0.00098617-0.00028551i,0.00094033+0.00079018i,-6.2323e-05+0.00042345i,-0.00031889+0.00031657i,-0.00018592+0.00094664i,-4.3771e-05+0.0014936i,5.1494e-05+0.00079019i,0.00037069-1.66e-05i,0.00023878-0.0001839i,-0.00045016+1.6583e-05i,-0.00071125+0.00020999i,-0.00043754-2.6287e-05i,9.6739e-05+4.601e-05i,-0.00016946+0.00065615i,-8.3054e-05-0.00016099i,0.00074495-0.00088877i,0.0003722-0.00061424i,0.00012254-0.00041291i,0.00062107+9.3889e-05i,0.00094915+0.00018468i,0.0010684-0.00035216i,0.00070484-0.00097789i,-0.00068997-0.0011281i
0.00022763+0.0010852i,-0.001101+0.00022843i,-0.0013746+0.0015171i,0.00035163+0.0021013i,0.0011557+0.0015884i,0.00012974+0.0011366i,-0.00042982+0.00082391i,-0.00021094+0.0010033i,0.00034379+0.0010024i,0.00079879+0.00067135i,0.00065348-0.00028951i,0.00025822-0.0012347i,-7.8676e-06-0.0011811i,-0.00015497-0.00082908i,-0.00019353-0.0003739i,0.00020253+0.00054399i,0.00015212+0.00081376i,-0.00035874-2.0195e-05i,-0.00019367+0.00024066i,0.00057196+0.00049902i,0.00064965+0.00026283i,-5.808e-05+0.00033216i,-7.572e-05+0.00076377i
0.0011289+0.00042698i,1.7484e-05+0.00083371i,0.0006589+0.0010091i,0.0010135+0.00098715i,0.00095801+0.00062829i,0.0010348+0.00095615i,0.0012802+0.00076592i,0.001618+0.00038328i,0.0011327+0.00028767i,2.3952e-05+0.00032122i,-0.00016716+0.00015833i,0.00046582+0.00032818i,-0.0001623+0.001127i,-0.00091938+0.00065281i,-0.0006547-0.00077809i,-4.2098e-06-0.00092548i,0.00056985-0.00072801i,0.00032152-0.00066674i,-9.1343e-05-0.0007271i,0.00014755+0.00019656i,0.00033987+0.0008162i,0.00017953+0.00098429i,9.59e-05+0.001381i
-0.001514+0.00058366i,-0.0010342+0.0020385i,-0.00090746+0.0032401i,-0.00055113+0.0022355i,0.00090577+0.00082919i,0.0012869+0.00098458i,0.00059493+0.0012082i,-0.00027683+0.0011472i,-0.00065597+0.00060362i,0.0001417-0.00055969i,0.0001277-0.00028649i,0.00011297+0.00050085i,0.00047743+0.00057047i,-8.8195e-05+3.4219e-05i,-0.00019261-0.00051773i,0.00054398-0.00031259i,0.00060226-6.0555e-05i,5.3049e-05-0.00011105i,-0.00040138-5.5234e-05i,-0.00079745-0.00018381i,-0.00045716-0.00034248i,0.00025432-0.00039186i,0.0005732-8.4566e-05i
0.0013257-0.0022482i,0.00060518-0.0017991i,0.0015331-0.00094483i,0.0012828-0.00060491i,-0.00019489-0.00058039i,-0.0012927-0.00017248i,-0.0011159+0.00018916i,-0.00065926+0.0003499i,-0.00097829+0.00016831i,-0.00097586-0.00040133i,-5.5893e-05-0.00018493i,0.0001519+0.00029852i,-0.00047829-0.00018578i,-6.9413e-05-0.00059631i,0.00046034-0.00022771i,7.6355e-05+0.00024344i,-0.00019543+0.00015628i,-0.00025874+4.976e-05i,2.0431e-05+0.00036518i,4.4825e-05-8.9876e-05i,-0.00073967-0.00055317i,-0.0012138+0.00061651i,-0.00056+0.0013629i
0.00040109+0.0016981i,0.00019296+0.0012869i,-0.00057225+0.0021661i,-0.00036203+0.0034096i,-5.0602e-06+0.003742i,0.00024026+0.00229i,0.00022164+0.0010726i,0.00023537+0.0012389i,0.00022389+0.0010476i,0.00021466+0.00071953i,-7.827e-05+0.00058351i,-0.00011154+0.00032776i,-0.00028496-0.00053372i,-0.00044742-0.0019212i,0.00024661-0.0014794i,-0.00011104-0.00066459i,-0.00064358-0.00094941i,-0.00088218-0.0005447i,-0.00075808-5.7569e-05i,-0.00035041-0.00037738i,-2.2714e-05-0.00014904i,-8.7219e-05+0.00055444i,0.0002387+0.00076705i
-0.00076586+0.0011865i,-0.00081541+0.0020611i,-0.00021682+0.00098121i,0.00079415-0.00018457i,0.00095097-0.00013096i,0.00055829+0.00032198i,0.00025466-9.6967e-06i,0.00038597-3.8752e-05i,0.00028616+0.00054199i,-0.00029525-7.7425e-05i,-0.0002433-0.00072195i,-0.00011959-0.0005277i,-0.00071157-0.0001767i,-0.00018593-1.9874e-05i,0.00022276-0.0003986i,-0.00011491-0.00094709i,-0.00016767-0.00079515i,0.00023637+7.1495e-06i,0.00081514+0.0004443i,0.00076759+0.00025982i,-3.0344e-05-0.00027124i,-0.00063289-0.00039775i,-7.7285e-05+0.00047498i
-0.0026341-0.0012399i,-0.0022193-0.00080913i,-0.001888+0.00087705i,-0.00093348+0.0017624i,-0.0001206+0.001502i,-0.00032512+0.0008628i,-0.0003816+0.00058884i,-0.00012875+0.0009676i,-0.00066097+0.0013169i,-0.00038327+0.0011027i,-0.00036785+2.6245e-05i,-0.00095002-0.00048234i,-0.00055583-6.8142e-05i,-0.00029267+0.00012273i,-0.00067171-0.00050512i,-0.00097922-0.00068609i,-0.00093426+0.0001938i,-0.000328+0.00090606i,0.00060961+0.00088845i,0.00014476+0.00046848i,0.0001331+0.0001794i,0.00045017+0.00055899i,0.00011508+0.00088317i
0.0013126+0.0017645i,-8.1752e-05+0.0019566i,-0.0003825+0.00075871i,0.0005977+0.00061635i,0.00093645+0.0015383i,0.00036074+0.0015074i,0.00023625+0.00073417i,0.00050784+0.00058299i,0.00052002+0.00063301i,2.6024e-05+0.00064462i,-0.00080699+0.00030044i,-0.00062647-0.00011493i,0.00018132-0.00014408i,-0.00034961-0.00057013i,-0.00029636-0.00033394i,0.00014574+0.00050982i,0.0004731+0.00027039i,0.00047044-0.0003323i,0.00011947-0.000396i,0.00083882-0.00017524i,0.0015736+0.00034234i,0.0011963-0.00028025i,0.00035566-0.0006024i
-0.0011582+0.00099143i,-0.0017726+0.00096193i,-0.00087265+0.0014269i,0.0003227+0.0015898i,0.00095699+0.0019701i,0.0004335+0.0024228i,0.00016968+0.0017789i,5.4377e-05+0.0013505i,9.1855e-06+0.00048192i,0.00060411+0.00014945i,4.3255e-05+0.0006834i,-0.00076493+7.228e-05i,-0.00011682-0.00014236i,-0.00011409-0.00018512i,-0.00013864-0.00068292i,3.5471e-05-0.00058222i,-0.00054653-0.00055127i,6.7441e-05+0.00014216i,0.00040455+0.00010032i,-0.00019341-0.00046034i,-0.00029312-0.00033469i,0.00040435+0.00010837i,0.00056237+4.7315e-05i
-0.00038688-0.00084423i,-0.00035652-0.00053354i,0.00048008-0.00052616i,0.00012176+0.00069314i,-0.0005322+0.0020174i,-0.00022849+0.0021592i,2.2865e-05+0.0014855i,0.00052857+0.00038286i,0.00035149-0.00037074i,-0.00050069-0.00055533i,-0.00045183-0.00038557i,0.00014273-0.00041689i,-0.0002242-9.5261e-06i,-0.00014433+0.00030633i,0.00074587-0.00039399i,0.0011501-0.00094353i,0.00071688-0.00026286i,-0.00047721+0.00081868i,-0.0012693+0.00049839i,-0.00064859-7.8072e-05i,-8.4204e-05+0.00018058i,0.0002933+0.00018634i,0.00046304+0.00011459i
-5.4846e-05+0.00066275i,-0.0001395+0.00053107i,0.0008462+0.0012975i,0.001396+0.0014i,0.0012237+0.00086153i,0.0010984+0.00051307i,0.00098552+0.0010168i,0.00094616+0.0010188i,0.00035257+0.000482i,0.00032132+0.000603i,0.00044367+0.00096983i,-0.00012361+0.00083727i,-7.5418e-05+0.00029334i,0.00031571+5.1403e-05i,0.00050002+0.00063804i,0.00050395+0.00071923i,-0.00027058-0.00018021i,-0.0010731-0.00039469i,-0.00073954-0.00044167i,-0.00020379-0.00027007i,0.00038193+0.00048722i,2.1472e-05+0.0003014i,4.0269e-05-0.00025614i
-0.0011133+0.0015485i,-0.0012611+0.0016479i,-0.00040026+0.0017311i,0.00082256+0.0011753i,0.0011681+0.00064774i,0.00076473+0.00071024i,0.00067948+0.000852i,0.0010551+0.00017216i,0.00037148+1.8942e-05i,-0.00054411-1.9395e-05i,-0.00024977-0.00015958i,0.00011924+0.00066362i,0.00010126+0.0013453i,-0.00012516+0.00041602i,-6.5633e-05-0.00048087i,9.122e-05-0.00047696i,5.3481e-05-0.00054555i,-0.00045258-2.1123e-05i,-0.0013457+0.00041218i,-0.0012322+0.00045668i,-0.00068286-0.00010927i,-3.3084e-05-0.00063754i,0.0010476-0.0003622i
-0.0022092-0.00012469i,-0.0012768-0.00037114i,-0.0009236+0.0010381i,-0.00035481+0.0025352i,0.00089476+0.003065i,0.0011285+0.0020375i,0.00079496+0.00028177i,0.00020352-0.00017075i,-0.00088756+0.00045502i,-0.00086036+0.00062232i,-0.00069311-0.00017383i,-0.00025858-0.00048402i,0.0006512-0.0001667i,-0.00012796-0.00081308i,-0.00072408-0.001391i,-0.00049672-0.0012713i,-0.00012587-0.00074034i,-9.9595e-05-2.7864e-05i,0.00070335-0.00024699i,0.00086146-9.8536e-05i,-0.0002808+0.00056054i,-0.0007392+0.00023804i,-0.00020036-0.00033195i
-0.0006506-0.00076168i,-0.00096509-0.00030097i,-0.00094416+0.00089544i,-3.3173e-05+0.00091813i,0.00040232+0.00081121i,0.00099738+0.0012481i,0.0021419+0.0013409i,0.0015332+0.0011953i,-4.2113e-05+0.00054911i,-0.00024447+0.00015736i,-0.00030996+0.00065456i,-0.0002907+0.00094012i,-4.4967e-05+0.00026818i,-0.00024799-0.00039836i,-0.0006238-0.0010049i,-4.4194e-05-0.0011722i,0.00022853-0.0010128i,-0.00056881-0.00088664i,-0.00055302-0.00033723i,-0.00053765-0.00022597i,-0.0006025+0.00023891i,8.5732e-05+0.00051242i,0.00048967+0.00032066i
0.0012014+0.00092179i,-0.00049488+0.0023244i,-0.0016613+0.0027986i,-0.00098082+0.0012087i,0.00025364+0.00050439i,0.00085053+0.00073461i,0.00073294+0.0011663i,0.00093182+0.0019807i,0.001171+0.0014053i,0.00076572+0.00058135i,0.00081504+0.00038949i,0.00075387+0.00019035i,0.00015871-0.00062918i,-8.995e-05-0.0010296i,0.00026986-0.00073168i,0.00091779-0.00056138i,0.0012155+0.00021744i,0.00082738+0.00034411i,-9.6505e-06-0.00027495i,-0.00029111-0.0002166i,7.1214e-05-0.00028721i,0.0001524-0.00022285i,-5.8342e-05-0.00044065i
0.00039484+0.00027635i,-0.00082842+0.00087817i,-0.00081833+0.00028316i,-0.00027973+0.00031205i,-0.00038345+0.0012948i,-0.00074527+0.0013961i,-0.00081208+0.0011524i,-0.00040033+0.0014322i,1.0281e-05+0.0013702i,-0.00026806+0.00022514i,-0.0010484-0.00026734i,-0.00096605+0.00026597i,-0.00011233+0.00053929i,0.00033562+0.00015655i,-0.0002079-0.0003469i,-0.00018864-0.00025432i,0.00025476-0.00011508i,0.00061953-9.3256e-05i,0.00061493-0.00019959i,0.00058632-0.00074414i,0.00045602-0.00030452i,0.00012496+0.00019144i,0.00031669+0.00032736i
-0.00044669-0.00071255i,-0.00091469-0.00017284i,-0.00073429+0.0013756i,-0.00046297+0.0015899i,-0.00056919+0.0010563i,-0.000392+0.0012518i,0.00031793+0.00059357i,0.00097935+0.00012632i,0.0010003+0.0004588i,0.00039121-7.2094e-05i,0.00024593-0.00026822i,-0.00048466+0.0002157i,-0.0016578+0.0003524i,-0.0016812+3.679e-05i,-0.0012478-0.00022605i,-0.0008502-0.00032312i,-0.00022039+8.4668e-05i,0.00024157+0.00024693i,0.00079904+0.00042018i,0.00028047+0.00055288i,-0.00046446+0.00062163i,-0.00018598+0.00054128i,0.00088585-1.7003e-05i
0.00066897+4.558e-05i,8.7959e-05+0.00029305i,-0.00050207+0.00058401i,-3.6557e-05+0.0010536i,0.0002226+0.0010965i,-5.4648e-05+0.000753i,-6.7161e-05+0.00099234i,-0.00019119+0.0006224i,-0.00030386-0.00034876i,0.0002021-0.0010513i,0.00082452-0.0012134i,0.00055041-0.000543i,0.0004254+4.7196e-06i,0.00025314-0.00022297i,-0.00025916-0.00093631i,-0.00020453-0.0010445i,-0.00052133-0.00064529i,-0.00080393-0.0012825i,-0.0002006-0.0012434i,0.0005154-0.00036311i,0.0010204+8.5138e-06i,0.00077499-0.0003488i,0.00051317-0.00031391i
-0.0001569+0.00077182i,-0.00087891+0.00086624i,-0.0012891+0.00067478i,-0.0010585+0.00093251i,-0.00089099+0.0010865i,-0.00083574+0.00090712i,-0.00076006+0.00057266i,-0.00044318+0.00035718i,-0.00029866+0.00035595i,-0.00028104+0.00031556i,0.00043197-8.3318e-05i,1.2582e-05-9.556e-05i,-0.00059873+0.00010344i,0.00012102-0.00019426i,-0.00024769+1.5392e-05i,-0.00044535-0.00056204i,-0.0003334-0.001624i,-0.0003749-0.0011564i,0.00033001-2.9834e-05i,0.00062586+0.00027673i,-2.6819e-05+7.1085e-05i,-0.00045757+0.00023329i,-0.00053056+7.1257e-07i
-0.0021164+0.00034299i,-0.0019798+8.6511e-05i,-0.0024665+0.0018893i,-0.00055582+0.0036503i,0.0010736+0.0037067i,0.00052075+0.0015529i,0.00025077-0.00010204i,-0.0004857+0.00024227i,-0.00086489+0.00055651i,-1.5718e-05+0.00040652i,0.00052473+0.0010215i,0.00056483+0.00092388i,8.4825e-05+0.00024403i,-0.0002769-0.00026873i,0.00037429-0.0007929i,7.0974e-05-8.9936e-05i,-0.00025004+0.00087347i,-6.9904e-05+0.00064817i,9.3916e-05+1.075e-05i,0.00053654-0.00045104i,0.00044214-0.00033503i,-0.00017264+0.0001773i,-0.00021865+0.00028608i
0.00097682+0.00028359i,0.0010134+0.000956i,0.0001105+0.0010004i,-0.00024901+0.0010333i,0.00044561+0.0016424i,0.00097496+0.001614i,0.00063787+0.00065406i,0.00036133-0.0001579i,7.1323e-06+5.3154e-05i,-0.00013596+0.00057173i,1.1495e-05+0.00046549i,0.00017709+0.0006089i,0.00075755+0.00068068i,0.00030637-0.00047744i,0.00022248-0.00051365i,0.0011062-9.7494e-05i,0.00064176-0.00081705i,-0.00010231-0.00030223i,-0.00011923+0.00054755i,0.00014194+6.3628e-05i,-0.00016578-3.515e-05i,8.5302e-05+0.0001151i,0.00070967-0.00010402i
-0.00054296+0.0013016i,-0.0009656+0.001954i,0.00026055+0.0022412i,0.0010898+0.0020491i,0.00080259+0.0010389i,0.00010851+0.0005334i,-0.00015764+0.00086382i,4.6116e-05+0.00085188i,0.00015666+0.0012768i,0.00044755+0.0012719i,0.0004003+0.0010236i,-0.00049573+0.00095087i,-0.0012309+0.00038636i,-0.00090056+8.5057e-05i,-0.00045489-9.5131e-05i,-5.6962e-05-0.00050507i,-0.00061408-0.00042243i,-0.0011697+0.0002254i,-5.5961e-05+0.00045499i,0.00031784-0.00015711i,-0.00046717-0.00032556i,-0.00047325-0.000172i,-0.00020109-0.00012525i
-0.00099327-0.0010693i,-0.001386-0.00029298i,-0.00035725+0.00011535i,0.0012977-0.00054936i,0.0019987-0.00071478i,0.0012552-0.00046333i,0.00065272+4.5791e-05i,0.00068497+0.00077298i,0.0011535+0.0006794i,0.00083721+0.00080641i,-0.00044569+0.0011641i,-0.00087535+0.00060364i,-0.00094857+0.00010048i,-0.00063638-0.00019788i,0.00031647+8.715e-05i,0.00019996-0.00011553i,-0.00015434-0.0003606i,0.00011313-0.00018341i,-0.00033707-0.00011762i,-0.00071107-0.00020394i,-0.0001789-0.0003489i,3.2119e-05-0.00032153i,0.00029502-0.00036755i
0.00077691-0.0010238i,-0.00024652+0.00040655i,-0.0011645+0.0012471i,-1.7033e-05+0.0022468i,0.0020169+0.0030928i,0.002575+0.0026293i,0.0016801+0.0014952i,0.00057183+0.0012707i,-0.00058591+0.00091945i,-0.00033138+0.0012i,0.00062931+0.0012948i,0.00068235+0.0003078i,0.00019439-0.00044036i,-7.0416e-05-0.00058051i,6.9529e-05-0.00092607i,-2.0665e-05-0.00043442i,-0.00035845+0.00032025i,-0.00017044+0.00027609i,0.00040516-3.94e-06i,0.00048902-0.00067067i,-7.1905e-05-0.0008762i,-8.8813e-05-0.00032489i,-0.00055077-0.00014002i
0.00059556+0.0019171i,-3.0883e-05+0.0010893i,-0.00033338+0.0012407i,0.00026984+0.0014037i,0.00086523+0.0011581i,0.0008013+0.0010449i,0.0012329+0.00052443i,0.0015731-0.0002406i,0.0016576-0.00089245i,0.0010904-0.00090927i,0.00079301-0.00027799i,0.00068273+0.00035352i,0.00012227+0.00032381i,-0.0005463+0.00027602i,-0.00064307+0.00022809i,0.00055733-0.00052446i,0.0006937-0.00087193i,-0.00065072-0.00097591i,-0.0012783-0.00093736i,-0.00076397-0.00029381i,-0.00038663+0.00041298i,-0.00024168+0.0007526i,-0.00022989+0.00056443i
-0.0032029-0.00040506i,-0.0027187-0.00069436i,-0.0023756+0.00074165i,-0.001172+0.0023553i,0.00025842+0.0016427i,0.0014307+7.0595e-05i,0.0010145+0.00042342i,9.1507e-05+0.0010548i,5.7639e-05+0.0009211i,2.666e-06+0.00078974i,0.00024632+0.0002753i,0.001157+0.00030108i,0.00088933+0.00061098i,0.00028767+0.0001736i,0.00030437+0.000146i,0.0002397+1.6633e-05i,0.00059932-0.00035709i,0.00041769+0.00071664i,0.0004566+0.00092935i,0.0005062+9.6819e-05i,-3.1649e-05+0.00067102i,-9.0829e-05-4.4483e-05i,0.00014237-0.00018287i
0.00075026-0.0017641i,0.00056207-0.00090507i,0.00050623+8.8001e-05i,0.00066113+0.00088844i,0.00062315+0.0014192i,0.00034081+0.0028064i,0.00054494+0.0026889i,0.00048012+0.0015951i,0.00015172+0.0006689i,-0.00061375+0.00021063i,-0.00041558+0.00030162i,2.5691e-05-0.00051014i,-0.00027826-0.0012175i,-2.6662e-05-0.0006236i,0.00064714-7.7187e-05i,0.00076008+0.0002607i,8.466e-05-6.6328e-05i,0.0001277-0.00058907i,0.00088843+0.00019301i,0.0012435+0.00075749i,0.0010643+0.00090291i,0.0011731+0.0010223i,0.0008825+0.0008343i
0.00076178+0.0010667i,-0.00084309+0.00076584i,-0.0018659+0.00049795i,-0.00096467+0.00066164i,0.0010243+0.00049168i,0.0015474+0.0010324i,6.9285e-05+0.0018355i,-0.0007205+0.0015115i,-0.00043735+0.0012512i,3.261e-05+0.0010249i,6.4675e-05+0.00013607i,0.00030165-0.000711i,0.00074292-0.00016454i,0.00022396+0.00013578i,-9.728e-05-0.00051208i,-0.00031089-0.0008893i,-1.7655e-05-0.0012084i,1.1749e-05-0.0001882i,-0.00076243+0.00085175i,-0.00036911+0.00045009i,0.00013205+0.00050281i,5.7636e-05+0.00041879i,0.00035281+0.00021272i
-0.00037103+0.001571i,-0.0001622+0.0015288i,0.00048865+0.0015816i,0.0013391+0.0017817i,0.00020341+0.0010846i,-0.00051625+0.00075505i,0.00026865+0.00038574i,0.0007325+0.00079975i,2.3483e-05+0.0013958i,-0.00079963+0.0012403i,-0.00030846+0.0011565i,-7.2826e-05+0.0010774i,-0.0005549+0.00041242i,-0.00042666-0.00073154i,-0.00025623-0.0014048i,2.9595e-05-0.0011952i,0.00035103-0.00052153i,0.00012083-0.00036594i,7.4897e-05+0.00016002i,-0.0001632+0.00057279i,-0.000406+0.00046778i,-0.00060458+0.00019905i,-0.0010121-0.00057286i
-0.00020606-0.00015254i,-0.0009722+0.0006315i,-0.0015212+0.0014109i,-0.0014085+0.0010395i,-0.0011916+0.00064751i,-0.00038158+0.00063887i,-0.0002999+0.00062464i,-0.00035295+0.00090748i,6.4363e-05+0.00097489i,0.00029941+0.0006429i,0.0005756-0.00043478i,0.00028075-0.00075547i,-0.00032757-0.00059541i,-4.9898e-05-0.0004751i,0.00039673-0.00021996i,0.00026999-0.0011081i,0.00018187-0.0012524i,0.00025557-0.00032801i,0.00084779-0.00023197i,0.00026002-0.00047838i,-0.00055155-0.00079731i,-0.00036013-0.00099487i,0.00010864-0.00048105i
0.00041352+6.8065e-05i,0.00017619+0.00011304i,0.00076284+0.00078148i,0.0019503+0.0016555i,0.0020553+0.0019453i,0.0017317+0.0013632i,0.00080558+0.00069576i,0.0002236+0.00083878i,7.4945e-05+0.0009011i,-0.00035941+4.7228e-05i,-0.00024949-8.7326e-05i,-4.9702e-05+0.00060577i,-0.00017757+0.00063968i,-0.00057433+0.00018017i,-0.00039189-0.00014402i,8.8184e-05-0.00036768i,-0.0001853-0.00070576i,-0.00028917-0.00114i,0.00022159-0.00049413i,8.8638e-05+0.00074535i,-0.00067908+0.0005571i,-0.0004834+0.0005103i,-0.00046753+0.00019515i
-0.00061785-0.00055807i,-0.00071832-0.00013849i,-0.00027187+0.00070328i,0.0010403+0.001773i,0.0019943+0.0023759i,0.0018376+0.0018639i,0.0006899+0.0013306i,3.2748e-05+0.0012845i,-0.00040064+0.00069827i,-0.0001852+0.00040128i,0.00079564+0.00027915i,0.00079096-1.5311e-05i,-0.000103-0.00026176i,-0.00075034-0.00070261i,-0.00052625-0.00078346i,-0.00014664-0.00055342i,-0.00021655-0.00015219i,0.00039055+0.00012622i,0.00031276+0.00038196i,-7.4027e-05-1.8324e-05i,0.00034906-0.00088228i,0.00035722+7.2613e-05i,-0.00013678+0.00080599i
0.00018051-9.5099e-05i,-0.0002271+0.00017381i,-0.00085403+0.00046767i,-0.0015525+0.00047968i,-0.0011331+0.00027941i,-0.00058172+0.00073068i,0.00054522+0.00091981i,0.0010663+0.00062521i,0.00019314+0.00075809i,7.54e-05+0.00041886i,-0.00017586-3.6268e-05i,-6.2983e-06+0.00046438i,0.00079007+0.00028528i,0.00045744+7.8605e-05i,-0.00018967-0.0001284i,-0.00053127-0.0004694i,-0.00086017-0.00089917i,-0.000867-0.00087796i,-0.00062599-0.00046313i,0.00016617+0.00021028i,0.00035527-9.0208e-05i,0.00038779-4.6747e-05i,0.00055022+0.00016467i
