0.0018975+0.0014575i,0.002446-0.00011364i,0.0022448-0.00083502i,-0.00010163-4.2124e-06i,-0.0023413+0.00024634i,-0.0026487+0.00051019i,-0.00079227+0.0017534i,0.00088258+0.002082i,0.0016285+0.00050215i,0.0015577-0.00085924i,0.00096487-0.00069389i,2.0119e-05-0.00034926i,-0.00071514-9.3321e-05i,-0.00045408+0.00059201i,-0.00071132+0.00070349i,-0.0014899+0.00026821i,-0.0011112-0.00072366i,-0.00058256-0.0010497i,-0.0002864-0.00077245i,0.00032262-0.0001684i,0.00022437+0.00040257i,-8.4877e-05+0.00057634i,-0.00014013+0.00072644i
0.00021639-0.00064596i,0.00032803+0.00047389i,7.2523e-05+0.00066924i,-0.00021847+0.00088395i,-0.00075539+0.0019272i,-0.00074389+0.0020863i,8.3683e-05+0.0015336i,0.0001009+0.00066997i,-0.0001343+8.6997e-05i,-0.00081167-4.3902e-05i,-0.0010028-0.00049069i,-0.0005435-0.0006805i,0.0005858-0.00023252i,0.001125+3.0327e-05i,0.00010606-0.00027978i,-0.00063363-0.00042336i,-0.00086022+0.00026824i,-0.00044415+0.00080199i,0.00063825+0.00049911i,0.0010617+0.00071911i,0.0004494+0.0008283i,-5.439e-05+0.00062213i,-7.6968e-05+0.000213i
-0.00050624-0.0014132i,-0.00059844-0.00091363i,-0.0012503+4.1166e-05i,-0.0015417+0.00079432i,-0.00074493+0.0015508i,0.00023541+0.0020716i,0.0002743+0.0013096i,-0.00021805+0.00041726i,-0.00037827-3.8733e-05i,0.00010011-0.00010011i,6.7671e-05-2.0908e-05i,-0.00027542-0.00059124i,-0.00018563-0.0010652i,-0.00042411-0.0012952i,-0.00046095-0.0010727i,-0.00036238-0.00083478i,-0.00065287-0.00047687i,-0.00092943+0.00035213i,-0.0003931+0.00042225i,7.506e-06-0.00010443i,0.00010413-0.00017941i,8.5299e-05+0.00031851i,0.00024889+0.00094615i
-0.00090281+0.00079954i,-0.0010049+0.00055387i,-0.00080996+0.0012081i,0.00031761+0.0015522i,0.0012649+0.00098305i,0.001714+0.00036194i,0.0012479+0.00014702i,0.00032397+0.00033841i,0.00035329+0.00028424i,0.0005648+0.00054924i,-0.00035343+0.00092876i,-0.0011+0.00036807i,-0.00023208-0.00090458i,0.00059255-0.0006852i,0.00053569-0.00013915i,3.0104e-05+4.9895e-05i,-0.00046065+0.00029147i,5.1715e-06-0.00026071i,0.00042074-0.00035518i,0.00065681+1.7574e-05i,0.00094801+0.00017426i,0.00019824+0.00041005i,0.00016668+0.00045049i
0.00011617+0.0012523i,-0.00055091+0.0018888i,-0.0010453+0.0015117i,-0.00068342+0.0011464i,0.00055157+0.00076352i,0.00065442+0.00096374i,0.00046121+0.0007238i,0.00090376+0.00024013i,0.0012686+0.00038959i,0.00064919+0.00032877i,-0.00029316-0.00032278i,-0.00060399+0.00010884i,-0.00060259+0.00042916i,-0.00037421-0.00013787i,-0.00019883+0.00020358i,0.00026835+0.00043695i,6.1386e-05-5.771e-05i,-0.00058965-0.00083755i,7.2206e-05-0.00096344i,0.00054821-0.00047614i,0.0004239+0.00033964i,-7.3536e-05+0.00068932i,-0.0011668+0.0004835i
-0.0017215-9.7019e-05i,-0.0020507+0.00026525i,-0.0012874+0.00090954i,-0.00035442+0.0012925i,0.00024874+0.0013981i,0.0010602+0.00093055i,0.0013401-8.8003e-05i,-2.2735e-05-0.00014216i,-0.0013806+0.00021433i,-0.00036811+0.0011149i,0.00063749+0.0013684i,0.00056411+0.00024288i,-0.00013651-0.00071126i,-0.00027205-0.0012664i,0.0006507-0.0010813i,0.00080312-0.00032826i,-0.00027556+0.00073386i,-0.00084484+0.00054314i,-0.00073014+4.627e-05i,-0.00028848+0.00042755i,0.00018349+0.00072954i,0.00056053+0.00015408i,0.00051195+3.7611e-06i
-8.8881e-06+0.0012778i,7.0279e-05+0.0011872i,-5.5395e-05+0.0024517i,0.001007+0.0030677i,0.0017427+0.0025788i,0.0017042+0.0014856i,0.0012281+0.0016999i,0.00040629+0.0021897i,9.0039e-05+0.0014834i,0.00097514+0.00064454i,0.00095713+0.00029401i,-0.00014403+0.00016424i,-0.00097505-7.5368e-06i,-0.0013831+0.00044138i,-0.00064852+0.0010621i,0.00026369+0.0011634i,-0.00020709+0.0001405i,-0.00069055-0.00096262i,-0.00044515-0.0013039i,6.5278e-05-0.00074546i,0.00038468+0.00029701i,0.00043111+6.216e-05i,0.00018972-0.00037576i
-0.00043391-2.5302e-05i,0.00011283-0.0002433i,-0.00025646-0.00051097i,-0.00030959+0.00057388i,-0.00017304+0.0016697i,0.00013632+0.0019197i,0.00101+0.0013439i,0.001051+0.00045086i,0.00049492+0.00017942i,-0.00019913+0.00045751i,-0.00050859+0.00022351i,-0.00065663-0.00029882i,-0.00043847-9.2536e-05i,-0.00048474-0.00019448i,-0.0001831-0.00085623i,0.00054541-0.00080184i,0.00033805-0.00048933i,-0.00043003-0.00036036i,-0.00056813-0.00057364i,0.00023987-0.0001854i,0.00049742-5.5497e-05i,0.00080237-0.000306i,0.0013746+0.0001178i
0.00057601+0.0015813i,0.00011492+0.0016552i,0.00027655+0.0017065i,0.00030059+0.00082157i,0.00016809+0.00034213i,0.00026052+0.00051282i,-7.1724e-05+0.00084523i,-0.0003556+0.0015917i,0.00020099+0.0016632i,0.0012676+0.00075831i,0.0012554+0.00016045i,0.000285+0.00021768i,0.00017669-0.0001288i,0.00064235-0.00017064i,0.00015445-0.00066889i,-0.00013445-0.00048872i,0.00022774+0.00097616i,0.00025966+0.00087579i,0.00030446-1.8321e-05i,0.00077743-0.00028445i,0.00028926-8.5696e-06i,4.4844e-05+0.00059665i,0.00052037+0.00074287i
0.0001989+0.00050658i,-5.904e-06+0.0012276i,-0.00067651+0.0024426i,-0.00033937+0.0020205i,0.00059829+0.001699i,0.0009602+0.0021788i,0.0002281+0.0015487i,0.00034233+0.00096208i,0.0007112+0.00098548i,0.00018178+0.00077034i,-0.00034743+0.00036179i,-0.000525+0.00060629i,-0.0010737+0.00078039i,-0.0013956+0.00032502i,-0.00044751+0.00049161i,-0.00060125+4.509e-05i,-0.00054772-0.00044189i,-5.8557e-05-0.00041282i,0.00010138+0.00024386i,-0.00019222+0.00019419i,-0.00047281+4.7838e-05i,4.2788e-06+0.00065046i,0.00042939+0.00072245i
0.0007136+0.0011464i,-0.00022972+0.00096541i,-0.00029277+0.00075938i,0.00051148+0.00029051i,0.0013376+3.6842e-05i,0.0010841+0.00065908i,0.00023904+0.00074194i,-0.00040987-8.329e-05i,-0.00063203-0.00073791i,-0.00078162-0.00029391i,0.00016063-0.00026519i,0.0010963+0.00010588i,0.00015284+0.00073137i,-0.00076549+0.00074735i,-0.0010582+0.0006514i,-0.00051111+0.00027533i,0.00010937+0.00031911i,-0.00030808+0.00014688i,-0.00049515-0.00010538i,-0.00068675+0.00038245i,-0.00066242+0.00098514i,-0.00054053+0.00056511i,-0.00041707+0.00025215i
0.0029173+0.0016896i,0.0013987+0.0018754i,0.0006301+0.0019684i,0.00081914+0.00092702i,0.00063351-0.00015956i,-0.00095547+0.00058755i,-0.0016094+0.00059405i,-5.3963e-05-3.6541e-05i,0.0010641+1.4856e-05i,0.0011995+0.00012567i,0.00077724+0.00014754i,0.00025451+0.00031577i,0.00076144+0.00059244i,0.0011973+0.00011302i,0.00098257-1.6867e-05i,0.00013068+0.00023773i,-0.00085236+0.00016291i,-0.00083102-0.00056897i,-0.00042404-0.00035684i,-0.00042746+0.00037121i,-0.00059218+0.00053317i,-0.0006234+0.00059072i,-0.0005831+0.00036811i
-0.00093845-0.00040994i,-0.0010903-0.00013351i,-0.0012011+0.00026422i,-0.0012213+0.0013205i,-0.00084169+0.0016147i,0.00015584+0.0017874i,0.00060448+0.0014221i,0.00017838+0.00066815i,0.00043463+0.00077481i,0.0008474+0.00034585i,0.00035525-0.00038836i,-0.00017955-0.00062954i,-5.9343e-06-0.00062114i,0.00078903-7.4203e-05i,0.00059967+0.00046645i,-0.00026066-0.0003391i,-0.00041449-2.9581e-05i,-0.00051028+0.00063529i,-0.00022839+6.4795e-05i,-0.00013716-0.00040476i,-3.5109e-05-0.00014483i,0.00031619+0.0006403i,0.00038682+0.00032952i
0.00053021-0.00036129i,-0.00046057+0.00059271i,-0.00053641+0.0019338i,-0.00036209+0.0022149i,0.00058846+0.002262i,0.00059155+0.0022896i,-0.0008447+0.0014467i,-0.00085012+0.00067217i,-0.00027808+0.00041454i,-0.00034158+0.00057153i,-0.00021598+0.00025701i,0.00014304-0.001003i,1.6761e-05-0.00093136i,-0.00065549+5.7898e-05i,-0.00052093+2.4164e-05i,0.00043962-0.00017064i,0.0010166-0.00054876i,0.00034775-0.00088283i,-0.00048157-0.00098398i,-0.00024469-0.0014237i,0.00031269-0.00082209i,0.00073165-0.00037787i,0.00051953-0.00036193i
-0.0011861+0.0018535i,-0.0016147+0.0021042i,-0.0010759+0.0029127i,0.00016503+0.0025427i,0.00097752+0.0020662i,0.0014626+0.0018745i,0.0016984+0.0016967i,0.0011081+0.0016583i,0.00023211+0.0013827i,0.00017338+0.00085914i,-0.00014243+0.00050082i,-0.00022678+0.00039184i,-0.0002019-0.00065881i,-0.0010988-0.001291i,-0.001143-0.00083604i,-0.00064211-0.00048926i,-0.00032379-0.0005892i,0.00039289-0.00084191i,0.00018724-0.00041363i,-0.00026143+0.00035398i,0.00013937+0.00049223i,-0.00019226+0.000859i,-0.00084036+0.00075039i
0.00052524+0.0014705i,-0.0003353+0.0015676i,-0.00064682+0.0014833i,-0.00062869+0.0010945i,-0.00017716+0.00044176i,0.00016358+0.0004984i,-0.00029085+0.0007631i,-0.0011351+0.00082526i,-7.2949e-06+0.00078963i,0.00089241+0.00097496i,0.0010024+0.00088831i,0.00076655+0.00018687i,1.1253e-05-0.00023586i,-2.6616e-05-2.5574e-05i,0.00042412-0.00033397i,-9.4692e-06-0.0001411i,-0.00071815+0.00084231i,-0.00069998+0.00091188i,-0.00047487+0.00045516i,-0.00013142+0.00033445i,0.00012329+6.609e-05i,0.00044661+5.7485e-05i,0.00076221-0.00014627i
-0.00013943+0.0018987i,0.00022401+0.0019863i,0.00139+0.0024396i,0.002029+0.0018419i,0.0013169+0.00080131i,1.9487e-05+0.00098381i,-0.0012023+0.0012902i,-0.0011049+0.0010775i,-8.8275e-05+0.00069113i,0.00012475-0.00034386i,0.00039747-0.00073303i,0.00041298-0.00052991i,-0.00053644-0.00021885i,-0.0006559+9.2769e-06i,0.00026666-0.00019282i,0.00062358-0.00046829i,0.00048011+0.00023118i,-0.00054574+0.00070935i,-0.00076968+0.00024283i,-0.00026484-0.00018643i,-0.00035257-5.7296e-05i,-0.00051308-1.9822e-05i,-0.00057132+0.00021543i
0.00014909+0.00039041i,-0.0010364-0.00030522i,-0.0010696+0.00092484i,-0.00090929+0.0015709i,-0.00069409+0.00069568i,-0.00035308+0.00069513i,-0.00052441+0.0016266i,0.00039224+0.0020991i,0.0019486+0.0018864i,0.0017108+0.001312i,5.4261e-05+0.0002848i,-0.00078046-0.00024931i,-0.00041866+4.9016e-05i,0.0001766-0.00013213i,0.0005815-0.00021843i,-0.00016372-8.5461e-05i,-0.00087999-5.0471e-05i,-0.00071892+9.2055e-05i,-0.00016483+0.00043158i,3.0709e-05-6.431e-06i,-0.00059021-0.00086341i,-0.00074352-0.00084674i,-0.00012462-0.0001769i
-0.00032103-0.00055214i,-0.00022159+0.00026047i,0.00057576+0.00063368i,0.00085553+0.00032308i,0.00094751+0.00045096i,0.00065256+0.00055233i,0.00027543+0.0012729i,-0.00026186+0.0014301i,-0.00023103+0.00067104i,-3.9249e-05+0.00030779i,0.00018834-0.00019646i,0.00030985-0.00044553i,0.00046872-9.701e-05i,0.00084223-0.00058721i,0.0010153-0.00076387i,0.00054183-0.00082596i,0.00030228-0.0005623i,-0.00025397+0.00017148i,-0.00014249+0.00011065i,0.00010635-8.1903e-05i,0.00027779-0.00047698i,0.00073131-0.00022358i,0.00049862+0.00018678i
0.0010501+0.0026965i,0.0004604+0.0032675i,8.4538e-05+0.0039233i,0.00054775+0.0031236i,0.0011061+0.0018854i,0.00053308+0.0010795i,-0.00014118+0.00059365i,0.00035808-0.0005905i,0.00092806+1.6623e-05i,0.00035268+0.00051426i,-0.00018281-0.00039076i,-0.00023662-0.0014578i,-0.00024204-0.0010375i,-0.00037676+0.00029524i,-0.00013417+7.3302e-05i,-0.0003512-0.00075924i,-0.00065103-0.00043696i,-0.00037914+0.00027131i,-0.00061469-0.00050758i,-0.00067474-0.00079257i,-0.00088347+2.3136e-05i,-0.00092067+0.00020828i,-7.2903e-05-0.00028581i
-0.0002083+0.00064044i,-0.00055703+0.00069422i,-0.00037974+0.00089474i,0.0001326+0.0001425i,0.0003842-0.00028806i,-1.0651e-05+0.00057416i,-0.00016304+0.0014162i,-0.00020293+0.0013127i,0.00047583-1.1353e-05i,0.0011559-0.0011429i,0.00087909-0.00037997i,0.00019735+5.4982e-05i,-0.00047261-7.4492e-05i,-8.8786e-05-0.00020488i,0.00061418-0.00053799i,8.1506e-05-0.0006607i,-0.00042154-0.00074394i,-0.00027085-0.0005198i,-0.00029773+0.00051061i,-0.00031521+0.0011468i,0.00012956+0.0006811i,0.00031231+0.00030345i,0.00026458+0.00071756i
-0.00023109-0.00085553i,-0.0010799+0.00042248i,-0.0012078+0.0017939i,0.00010428+0.0018295i,0.0011596+0.0011276i,0.0014097+0.00091342i,0.001557+0.00081318i,0.00050353+0.00030778i,-7.4347e-05-0.00050604i,0.00022818-0.00054176i,0.00017235-0.00037034i,-0.00025929-5.9144e-05i,-0.00060057+0.0002235i,-0.00061496-0.00018219i,-0.0003038+0.00033005i,-0.00022747+0.0010849i,-6.2211e-05+0.00064685i,0.00083301+0.00028886i,0.0011151+0.00060845i,0.00018515+0.00045484i,-0.00024954+0.00028591i,7.6568e-06-0.00012722i,0.00038351-0.00020725i
0.0002505+4.9838e-05i,-0.001033+0.00050137i,-0.0017681+0.00027727i,-0.0012607+0.00051087i,-0.0012923+0.00041678i,-0.0016089+0.00010491i,-0.0010718+0.00049126i,-0.00087318+0.00043382i,-0.0010127-9.8885e-05i,-0.00064501-0.00035364i,-0.00017533-0.00041944i,9.1132e-05-0.00055015i,0.00062776-0.00018596i,0.00047507+0.00026796i,-9.4512e-06-0.00019822i,-5.0714e-05-0.00036636i,-0.00061859-0.00035829i,-0.00087511-0.00036488i,-0.00023429+0.00023791i,-2.5737e-05+0.00044562i,-0.00014+5.5634e-05i,-0.00020119-0.00011473i,0.00027732-0.00030821i
0.00042242+0.00022118i,9.2328e-05+3.2699e-05i,0.00094706+0.00051965i,0.00077386+0.001059i,1.5847e-05+0.0011006i,0.00025863+0.0017402i,0.00033479+0.0022431i,5.7294e-05+0.0011631i,0.00012241-5.2665e-05i,2.8608e-05-0.00074843i,0.00012796-0.00062728i,0.00045121-4.4407e-05i,9.791e-05+1.6164e-05i,-0.00029743+0.00014506i,-0.00055238+0.00033352i,-0.00017393+7.992e-06i,-0.00029273-0.00061303i,-0.00074763-0.00079921i,-0.00035724-0.00021931i,3.1841e-06+0.00021572i,0.00038798+0.000229i,0.00061666+0.00037002i,0.0002461+0.00089867i
-0.00023764+0.0001124i,1.1804e-05+0.00090311i,-0.00017829+0.0017737i,0.00064523+0.0019003i,0.0015262+0.0014142i,0.0019562+0.00061501i,0.0010532+5.1241e-05i,-0.00036045-0.00012389i,-0.00069078+0.00017886i,0.00026358-6.5833e-05i,0.00014973-0.00075328i,-0.00020958-0.0010753i,0.00038299-0.00018957i,0.00056294+0.00026706i,-0.00014954+4.618e-05i,6.4607e-06-0.00030881i,0.00051229-0.00022508i,0.0004148-0.00014085i,0.00029427+0.00016482i,-0.00072585+0.00062584i,-0.001393+0.00064135i,-0.001169+0.00063072i,-0.00026493+0.0010472i
0.00017785+0.00057934i,-0.00010662+0.00060048i,-0.00069813+0.00054586i,-0.0001221+0.00092747i,0.00044043+0.0013348i,-0.0003255+0.0014286i,-0.0010467+0.0012334i,-0.00061815+0.00061021i,-0.00014146+0.00020968i,-0.00038394+5.2872e-05i,0.00012675-0.00015666i,0.00099216-1.5049e-05i,0.00026998+0.00035289i,-0.00092199+0.00015913i,-0.00060018-3.5698e-05i,-0.00033479+0.0001801i,-0.00057709-0.00034208i,0.00012268-0.00080212i,-7.5718e-05-0.00067405i,-0.00048298-0.00042242i,-0.00040605+0.00044808i,-0.00022893+0.00062187i,-1.5479e-05+0.00024519i
0.0022789+0.00058599i,0.0015881+0.001077i,0.00082146+0.0014845i,0.00016281+0.0013867i,-0.00047952+0.00070116i,-0.0012332+0.001443i,-0.00085478+0.002299i,-0.00023246+0.0013743i,-8.207e-05-4.2326e-06i,0.00024964-0.00021014i,0.00024641-0.00011262i,-0.00024832-0.0002273i,-0.00013037+1.2958e-05i,0.00039249-8.0182e-05i,0.00055462-0.0008668i,0.00031879-0.00075482i,6.9094e-05-0.00083791i,0.00028231-0.0015025i,-0.00011079-0.00095376i,-0.0001494+0.00056359i,0.00015165+0.00076212i,0.00033643-3.4554e-05i,0.00042979+9.0261e-05i
-0.00098471+0.00026466i,-0.0001555+0.00097401i,-0.0010681+0.0018325i,-0.0016351+0.0022047i,-0.001187+0.001807i,-0.00031623+0.0017113i,0.00038104+0.0019003i,-5.5843e-05+0.00087463i,0.0001009+0.00017381i,0.00056479+1.816e-05i,0.00084354-0.00030438i,0.00073867-8.8175e-05i,0.00021402-1.334e-05i,-0.0005709-0.00019073i,-0.00088863+8.0787e-05i,-0.00029517+9.8931e-06i,0.00061003-0.00034117i,0.00017956+0.00029418i,-9.8607e-05+0.00020958i,-0.00022896-0.00059481i,-0.00055714-0.00050333i,-0.00012306+0.00027623i,0.0004593+0.00025769i
0.00077044-0.00025661i,-0.00029193-0.00068301i,-0.00057209-0.00015883i,0.00065082+0.00052996i,0.0011386+0.00032003i,0.0006386-0.00094264i,0.00058778-0.00083088i,0.0008226+0.00030317i,0.0010362+0.0011028i,0.0013123+0.00065381i,0.00044223-0.00027776i,-0.00060578-0.00071151i,-0.00066673-0.00018974i,-0.00019901-0.00019455i,-0.00014635-0.00045584i,-0.00051124-0.00036053i,-0.001121-0.00052185i,-0.0015595-0.00082269i,-0.00092646-0.00078911i,0.00025973-0.00024897i,0.00071736+0.0002904i,-0.00010327+4.6838e-05i,-0.00054564-0.00043473i
-0.00014417+0.002665i,-0.0013154+0.0023351i,-0.0011625+0.002596i,-0.00059517+0.0019427i,-0.00013585+0.00082007i,-0.00035671+0.00071326i,-0.00056347+0.00022846i,-0.00030495-0.00086619i,0.00023945-0.0012783i,0.00075002-0.0011263i,0.00058307-0.00070091i,5.7033e-05-0.00045416i,-0.00026241+0.00036745i,-0.00013511+0.00084096i,-9.1624e-05-7.7343e-05i,-0.00018364-0.00055535i,-0.00029651-8.0115e-05i,-0.00026484+0.00090289i,-0.00036083+0.001821i,-0.00068604+0.00075677i,-0.00082926-0.00052646i,-0.00055501-0.0002466i,-0.00010214+0.00019379i
0.00011739+0.00072723i,-3.1311e-05+0.0013682i,7.3834e-05+0.001407i,0.00035381+0.0014728i,0.00027731+0.0011571i,2.7572e-05+0.0017502i,-0.00015371+0.0024493i,0.0001368+0.0015339i,-0.00015435+0.00023917i,-0.00014665-0.00023784i,2.0518e-05+0.00027317i,-0.0004332+0.00053218i,-0.00012523+0.00046384i,-0.00022265+0.00082972i,-0.00084042+0.00051596i,0.00019451-0.00019319i,0.00032745+0.0001355i,-0.00043844+0.00071565i,-0.00021472+0.00038499i,-0.00010004-5.7558e-05i,0.00029684-0.00050065i,0.00098404-0.00055588i,0.00092101+0.00023198i
-0.0010341-0.0028184i,-0.00088044-0.0022389i,-0.0018311+9.0061e-05i,-0.001664+0.0012092i,-0.00084982+0.0022566i,0.00045332+0.0027099i,0.0011384+0.0017646i,0.00080079+0.00068751i,-0.00024564+0.00062775i,-0.00078096+0.0006963i,6.1661e-05+0.0001982i,5.4881e-05+0.00029419i,0.00018853-0.00016931i,0.00032964-0.0012991i,0.00016594-0.0011692i,-4.8479e-05-0.0002376i,0.0003048-0.00025769i,-0.00011996-0.00023385i,-0.0014536-2.1677e-05i,-0.0013197-0.00024912i,-0.00047453-0.0005023i,-0.00040042-1.7916e-05i,-0.00024246+0.00036257i
-0.00089523+0.00065563i,-0.0011601+0.0019707i,-0.0013155+0.0025166i,-0.00031346+0.0023087i,0.00066373+0.0023255i,0.0011083+0.0019938i,0.00074767+0.0014625i,9.1437e-05+0.00079906i,-0.00050065+0.00053347i,-0.00045019+0.00089497i,0.0001292+0.00068i,-0.00043782-0.00011094i,-0.00078493-0.00028477i,-0.00071743+5.4187e-05i,-0.00041-0.00030913i,0.00016857-0.0010284i,0.00024882-0.00088514i,-0.00030228+0.00016912i,-0.00041429+0.00030861i,0.00046761-3.6172e-05i,0.00071025-0.0005775i,0.00047269-0.00094426i,0.00060178-0.00051163i
0.00058493+0.0012486i,-0.00015484+0.0011225i,-0.00045648+0.0002922i,-0.00074885-0.00020181i,-0.0012903+0.00020155i,-0.0010772+0.0010135i,-0.00054637+0.0014982i,-0.00044549+0.00059312i,-0.001143+1.1843e-05i,-0.0011042-0.00016759i,5.3106e-05-0.00021654i,2.7745e-06+0.00018372i,-0.00030044+0.00023626i,-5.1602e-05-0.00020806i,0.00040865-0.00051294i,0.00034824-0.00020227i,-0.00012604-0.0002473i,-0.00040074-0.00036823i,-0.00044458+9.0021e-05i,7.3879e-05+0.00033634i,0.00024552+0.00056062i,0.00020581+0.00011612i,-4.2088e-05-2.2274e-05i
-0.0015778-0.0012583i,-0.0015864-0.00086665i,-0.0017315+0.00037065i,-0.0013576+0.0013814i,-0.00065617+0.0014648i,0.00025148+0.0015338i,0.00033486+0.0013094i,0.00035852+0.00067669i,0.00097388+0.00066338i,0.00089893+0.00038209i,0.00029709+0.0003749i,0.00010362+0.00051259i,0.00012862-0.00069894i,0.00023283-0.0017327i,0.00013636-0.0011214i,-0.00013867-0.00054547i,0.00012122-0.00026277i,-1.0574e-05+0.00019508i,-0.00036077+0.00029721i,-8.9778e-05+4.4846e-05i,0.00012918-0.00013555i,0.00044398+0.00077524i,0.00075606+0.00078867i
-0.00010452+0.00039999i,0.00011968+0.0006642i,-0.00065804+0.001052i,-0.00074358+0.0017247i,0.00039114+0.0018931i,0.001835+0.0010908i,0.0015063+0.00022512i,-7.5264e-05+0.00037308i,-0.0012632+0.00043144i,-0.0011662+0.0005892i,-0.00026332+0.00053252i,-0.00025139+8.2922e-05i,-0.00061218+0.00014974i,-0.00051724+0.00059226i,-0.00055908+0.0001197i,-0.00060188-0.00042392i,-0.00025589-0.00096019i,0.00033932-0.0011098i,0.00041267-0.00029549i,0.00022077-0.00036874i,-5.6884e-05-0.00036533i,0.0003634+0.00011883i,0.00075779-0.00026196i
0.00072901+0.0020696i,0.00020563+0.0017013i,0.0011586+0.0020176i,0.0020685+0.0026584i,0.001325+0.00099147i,9.4612e-05-0.00084813i,8.0418e-06-0.00054313i,0.0002873+0.00078218i,0.00077264+0.00071276i,0.00044945-9.9667e-05i,-0.00055821+0.00017876i,-0.00015405+0.00040185i,0.00059149+3.2048e-05i,0.00059132-0.0002107i,0.00080753-0.00020963i,0.00072092+0.00023906i,0.00012321+0.00044508i,-1.8923e-05+0.00042975i,0.00010594+0.00095182i,0.00029247+0.0011049i,-7.4007e-05+0.0009318i,-0.00062862+0.00034431i,-0.00023581-1.0534e-05i
-0.0013+0.0015639i,-0.0016936+0.0019364i,-0.0013369+0.0024542i,-0.0012776+0.0029767i,-0.0013046+0.0023249i,-0.00053158+0.0017941i,0.00059719+0.001267i,0.00098308+0.0015297i,0.00051002+0.0011306i,0.00014756+0.00022704i,-9.2426e-05+0.00084971i,-0.00027318+0.00085751i,-0.00042727+0.0010003i,-0.00067625+0.0013915i,-0.00075306+0.00090444i,-0.00051221-0.00021763i,-0.00054437-0.001011i,-0.0010817-0.0010034i,-0.00085769-0.00038879i,-0.00031763+0.00024823i,-9.0094e-05+0.0004737i,0.00019334+0.00034229i,0.00019752-0.00029548i
0.00072118-0.00026652i,0.00060936-6.7033e-06i,0.0006066+0.000591i,0.00067473+0.00014253i,0.00062007-0.00037452i,0.00054728+2.1267e-05i,0.00033272+0.00090007i,0.00018644+0.0014981i,-0.00027738+0.0015962i,-0.00018907+0.0013718i,0.0002722+0.00075519i,0.00012975-0.00031464i,0.00011983-0.00065623i,4.7584e-05-0.00025509i,-8.9252e-05-9.0832e-05i,-0.00034425-0.00023776i,-0.00048145-0.00010257i,7.5185e-05+6.3053e-06i,0.0010983-0.0001714i,0.0012779+0.00045231i,0.00040694+0.0010166i,-0.00068763+0.00090019i,-0.00077665+0.00039731i
0.00082028+9.5312e-05i,0.00057263+7.5343e-05i,0.00057458+0.00078983i,-0.000209+0.0015523i,-0.00041436+0.0021078i,0.00012886+0.001655i,0.00017297+0.0011498i,0.00022787+0.00094371i,5.3683e-05+5.5235e-05i,-0.00057953-0.00036139i,-0.00024401+0.00014739i,2.9916e-05+0.00038882i,0.00013627+1.6906e-05i,0.00062659-0.00053013i,0.00073127-0.00023891i,0.00026511-0.00015016i,-6.5552e-05-0.00023451i,-0.00042144+0.00010127i,-0.0010137-0.00015792i,-0.00062342+2.6054e-06i,-0.00016711+3.3064e-05i,-4.188e-05-0.00040702i,0.00064385-0.00052822i
-0.00099235+0.0019989i,-0.0010581+0.0019276i,-0.00058422+0.0024148i,0.00098991+0.0021538i,0.0015558+0.0014634i,0.00087837+0.00088098i,-2.9765e-05+0.00023722i,6.2069e-05+0.00094144i,-0.0002876+0.0014416i,-0.0004339+0.00060844i,0.00018417-0.00052036i,0.00011991-0.00037373i,-0.0008304+0.00042001i,-0.00040164+8.3336e-07i,0.00053114+0.00030025i,0.00017358+0.00082965i,-0.0004603-0.00021279i,-0.00025097-0.00078227i,0.00042817-3.5784e-05i,0.00035652+0.00034535i,-7.0496e-05+0.00015995i,0.00017887+1.439e-05i,0.00042089+0.00025122i
-0.0007309-0.00032979i,-0.00032339-0.00068218i,-0.00025193-0.00048556i,-0.00092175-0.00037087i,-0.00049267+0.00012013i,0.00024001+0.00044592i,0.00015147+0.00077901i,7.295e-05+0.0012215i,0.00034133+0.00082968i,0.00024774+0.00056471i,-0.00033612+0.00046037i,0.00013303+0.00015204i,-3.3943e-05+9.8896e-05i,-0.00081634+0.00014828i,-0.00034136+0.00031035i,-0.00048414+0.0004972i,-0.00028455+0.0003886i,-0.00024757+0.00011775i,6.0165e-05+0.00021892i,0.00043914-0.00027019i,6.4148e-05-0.00079274i,-0.00046518-0.00034452i,-0.00054331+0.00014759i
-0.00064187+0.0016145i,-0.0010566+0.001913i,-0.0016547+0.0024172i,-0.00069888+0.0027295i,0.00035594+0.0021357i,0.00069206+0.0014885i,0.00059658+0.0015766i,0.00025304+0.0014016i,0.00044765+0.0013796i,-0.00027641+0.0015012i,-0.00047448+0.00083933i,0.00016853+0.00076592i,-4.1642e-05+0.00063397i,0.0003661+0.00026567i,0.00073423-0.00015729i,-3.1393e-05-0.00064616i,-0.00042484-0.00044525i,-5.0551e-05-0.0006164i,-0.00027434-0.0005599i,-0.00083007+2.5407e-05i,-0.00084464+0.00024257i,-0.00074318+8.1124e-05i,-0.00077768+0.00033286i
