0.0043953-0.00049247i,0.0050561-0.0013943i,0.0037516-0.0034515i,0.00011254-0.0027868i,-0.002862-0.00043137i,-0.0032422+0.0014066i,-0.0014119+0.0015957i,-0.00048368+0.0011214i,-0.00018897+8.9799e-05i,-8.6245e-05-0.0011646i,9.239e-05-0.0014636i,4.94e-05-0.00041778i,0.00026907+0.00058977i,0.00063683+0.0012176i,-0.00019635+0.0011418i,-0.00069117+0.000853i,-0.00065273+0.00052065i,0.00057075-0.00062603i,0.0012802-0.00048231i,0.00072736+0.00058868i,0.00039621+0.0012087i,0.00034343+0.00092767i,0.00082222+0.00055107i
-0.0070448+0.009784i,-0.008897+0.011894i,-0.0013704+0.014661i,0.0064235+0.0091541i,0.0096635+0.0016386i,0.0065232-0.0036929i,0.00096076-0.0030791i,-0.00015527-0.00041033i,0.00084634+0.0011761i,0.0018435+0.0017531i,0.0018545+0.00015802i,0.00068883-0.0017119i,-0.00042394-0.0023624i,-0.0017882-0.0024837i,-0.00152-0.0018572i,0.00051826+0.00019746i,0.0015318+0.0011378i,0.0012785+0.00079374i,0.00034381+0.00083503i,0.00021844+0.0011184i,-0.00035809+0.001293i,-0.00068104+0.0007596i,-0.00012573+0.00041786i
0.0027015-0.0036653i,0.0033882-0.0048493i,0.00033-0.0053877i,-0.0025346-0.0033904i,-0.0032173-0.00072658i,-0.0019572+0.00031769i,-0.00050821-0.00048945i,5.5838e-05-0.0010996i,0.00051297-0.0011553i,0.00015346-0.00021279i,-0.00024571+0.0012111i,-0.00042763+0.00094108i,-0.00032028-9.538e-05i,0.00068906+0.0003368i,0.0010659+0.00073008i,0.00041097+0.00058715i,-0.00054562+9.7586e-05i,-0.00075967+0.00038415i,-0.00048738+0.0011934i,-0.0003412+0.00071028i,-5.1271e-05-0.00046443i,0.00046033-0.0010674i,0.00063765-0.0005416i
-0.00089629-0.0033963i,-0.0011191-0.0026126i,-0.0021811-0.0010996i,-0.0018671+0.0013785i,-0.00093578+0.0031415i,2.0774e-05+0.0041036i,0.00022331+0.0022736i,-0.00028986+9.8567e-05i,-0.00039926-0.00026761i,-0.00063857-0.0001499i,-0.00045294+0.00010912i,0.00037427+0.00014188i,0.00090137+0.00023094i,0.00074428+0.00047581i,0.0009015+0.00020401i,0.0013198-0.00041939i,0.00038575-0.00076511i,-0.0001344-0.0005438i,-3.5076e-05+0.00031809i,0.00043452+0.00075536i,0.00035761+0.00042541i,-0.0010101+9.087e-05i,-0.00071476-1.2664e-05i
0.0017074+8.3123e-05i,0.0032017-0.0019564i,0.0045919-0.0037059i,0.0038715-0.0043026i,0.0026299-0.0044695i,0.0028331-0.0028934i,0.0020377-0.0013675i,0.00030373-0.0011431i,-0.00042887-0.00035806i,-0.00051014+0.00041286i,0.00033327+0.0006365i,0.00076103+0.00092448i,0.00044564+0.0014195i,-0.00015473+0.0015357i,-0.00052108+0.0011617i,-0.00011305+0.00084132i,0.00025726+0.00055074i,0.00017416+0.00040438i,-0.0005577-0.00027052i,-0.00052403-0.00050484i,-0.00011944-0.00018867i,8.5237e-05-0.00014031i,-0.00023992+0.00022962i
0.00026959+0.0014632i,0.00033967+0.00077855i,-0.00088291+9.9706e-05i,-0.0016699-0.00034611i,-0.00098504-0.00059533i,-0.00087064-0.0011431i,-0.0005327-0.0022906i,-0.00046297-0.0015494i,-0.00031108+0.00018632i,-0.00015629+0.00013697i,0.00012175+6.2046e-05i,0.00038349-8.9011e-05i,0.00049641-0.00041645i,0.00034796+0.0002279i,-0.00044255+0.00064106i,-0.00097866+0.00063051i,-0.0007745+0.0006059i,0.00035556+0.0008619i,0.00053515+0.00073673i,-0.00031136+0.00065308i,-0.00031539+0.00087703i,4.7789e-05+0.00048625i,8.4614e-05+0.0003315i
0.00094571-0.001406i,0.0013763-0.00051251i,0.0011183-0.001183i,0.0013236-0.0013354i,0.0015989-5.71e-05i,0.0015398+0.00067812i,0.0014641+0.00078215i,0.0013756+0.00030364i,0.00066609+0.00019045i,-0.00023198-0.00020199i,-0.0004048-0.00086671i,-0.00035869-0.00045892i,-2.1543e-05+0.00019353i,-0.00012158+0.00031821i,-0.00012362+0.00026279i,-0.00036011+3.6773e-05i,-0.00043032-0.0001506i,-0.00030342+0.00057487i,-0.00053381+0.0014217i,-0.0003532+0.00057413i,0.00064428-0.00045562i,0.00035925-0.00055188i,-0.00051999-0.00062433i
0.00088288+0.00069184i,0.0012378+0.0011035i,0.0004362+0.00078892i,0.0008494+0.00031302i,0.00092612-0.00029917i,0.001066-0.00034927i,0.0010848-3.9434e-05i,7.6743e-05+2.083e-05i,-7.048e-05-0.00051231i,0.00023615-0.0005148i,0.00022851-0.00032457i,0.000492-0.00043087i,0.00016988+5.562e-05i,-0.00049019+0.00033568i,-0.00061947-7.3625e-05i,-0.00045321-0.00036192i,-0.00040529+0.00034156i,9.5018e-05+0.00044351i,0.00042264-0.00052876i,0.0003054-0.00050699i,-0.00026089-0.00012877i,-0.0009922-0.00027176i,-0.0011138-0.00018356i
-0.00032175-0.00080456i,0.00035874-0.0011994i,0.00085175-0.001068i,0.00040321-0.0015444i,0.00042899-0.00045231i,0.0012429-0.00038561i,0.0012144-0.001532i,-0.00034192-0.0013332i,-0.0012211-0.00088142i,-0.00040901-0.00034739i,0.00027798+0.00090325i,5.0883e-05+0.00073669i,-4.418e-05-0.00018234i,0.00011964+0.00019937i,0.00017299+0.00057245i,0.00053587-0.00036187i,0.0004551-0.00082181i,0.00030982-0.00051862i,0.00032019-2.0889e-05i,-0.00016823+0.00047501i,0.00016815+0.0001989i,0.0010027+2.6135e-05i,0.0014531+2.4316e-05i
0.0011288-0.00061038i,0.001151-0.0008334i,-0.00036869-0.0012991i,-0.0013181-0.00066596i,-0.00060383-0.00021828i,3.3544e-06+0.00019428i,-0.00032151+0.00048318i,-0.00076626-0.00070987i,-0.00067754-0.001238i,-0.00049568-0.00032113i,-0.00090485-0.00010456i,-0.00078352-3.3399e-05i,-0.00040201+0.00074244i,-0.00032063+0.0011945i,-0.00037541+0.0011372i,-0.00031137+0.00017852i,-3.0875e-05-0.000777i,0.00018888-0.0006034i,0.00051802+0.00053928i,-7.9426e-05+0.00066478i,-0.00088321-0.00031136i,-0.00035179-0.00014986i,-0.00020908+0.00047169i
-0.00021024+0.0003776i,-0.00027376+0.0010493i,0.00022093+0.00076535i,0.0010067-0.00056126i,0.001771-0.0014125i,0.0017602+3.7037e-05i,0.00082279+0.00033832i,0.00016573-0.00021756i,0.00018139+0.00014727i,6.7511e-05-1.8498e-06i,-0.00016327+0.00019454i,0.0001445+0.0005253i,0.00043277-0.00031009i,0.00064655-0.0010045i,0.00069513-0.00041649i,-0.00015214-0.00047317i,-0.00046299-0.00054995i,-0.00043089+5.0021e-05i,6.593e-05-3.5064e-05i,-0.00052379-0.00027285i,-0.00065284-0.00026283i,0.0002156-0.00011855i,0.00070902+0.00012348i
-0.00078082-0.00079725i,-0.0005178-0.00038858i,1.6477e-05+0.00052506i,0.00072557-8.518e-05i,0.00097629-0.00035634i,0.00059272-0.00017936i,8.2306e-05-0.0012605i,-0.00022829-0.0011359i,-0.00068287-0.00022194i,-0.00052703+0.00017259i,-2.9621e-05+0.00019549i,0.00028663-3.9883e-05i,0.00015345-0.00016081i,-0.0003184-7.584e-05i,-0.00078716+0.00046515i,-0.00086517+0.0010891i,-0.00078418+0.0012605i,-0.00033587+0.0014005i,0.00040797+0.0006859i,0.00024815-0.00020945i,-0.00025948-0.00067241i,0.00015402-0.0008475i,0.00035117-3.9509e-05i
0.0017432-0.00047744i,0.0015225-0.0014746i,0.00072826-0.0021059i,0.00085644-0.0013686i,0.0014644-8.4183e-05i,0.001988+0.00059678i,0.00085007+0.0003976i,3.9896e-05-2.6668e-05i,0.00064647-0.00021863i,0.0003769+0.00023554i,-0.00081274+0.00024241i,-0.00090552+0.00019635i,3.6364e-05+0.0003941i,0.00076651-0.00013667i,0.00053683-0.00045296i,0.0001538+6.3535e-05i,-3.0298e-05+0.00061255i,-0.00037302+4.2123e-05i,-0.00068897-0.00038076i,-9.2833e-05-0.00013936i,0.00014387-6.9809e-05i,0.00050315-1.522e-05i,0.00063582+5.2328e-05i
-1.3013e-05+0.0027592i,0.00033239+0.0028861i,0.0002129+0.001506i,-0.00034174-0.00042827i,8.553e-06-0.0014541i,0.00050862-0.00055061i,9.6334e-05-7.3136e-05i,-0.00051224-0.0003789i,-0.000798-0.00076391i,2.1711e-05-0.00085073i,0.00059767+9.6278e-05i,-0.00036822+0.00062688i,-0.0014725-5.4247e-05i,-0.00082647-0.00047859i,-0.00071137-0.00071595i,-0.00076149-0.00032692i,-0.0013276+0.0012607i,-0.0013322+0.0012456i,-0.00025119+0.00010307i,-0.00016304+0.00012135i,-0.00051539+0.00027277i,-0.00043116+0.00014884i,-0.0002545-0.00026996i
0.0013551-0.0010771i,0.0009874-0.0013545i,0.00076272-0.0013168i,0.00068548-0.00080121i,-0.00026764-0.00032644i,-0.00023439-4.015e-06i,0.00018685-0.00061985i,-0.00024869-0.00040257i,-0.00097342+0.00040866i,-0.00083883+8.4478e-05i,-0.00091033-1.6198e-05i,-0.00050561+0.00014471i,0.0001897+0.00039963i,0.00014578+0.00048746i,-0.00013253+0.00034669i,-0.00012928+2.5827e-05i,-7.1383e-05+2.0845e-05i,-0.00035611+0.00020371i,-0.00057134+0.00032963i,4.1632e-05+0.00039546i,0.00057226+0.00039803i,0.00065573-9.6334e-05i,0.00075859+0.00013006i
0.0018253+0.00017261i,0.0017831+0.0007737i,0.0014442-0.0003227i,0.0014392-0.0010994i,0.0014148-0.0013032i,0.0011891-0.0011953i,0.00019759-0.00074863i,-0.00065758+0.00037i,-0.00060351+0.0011162i,-0.00014072+0.0003025i,0.00059317+0.00047054i,0.00035728+0.00063172i,-0.00053138+0.00014023i,-0.00045376+0.0001644i,-0.00035857+0.00089922i,-0.00026963+0.00079403i,0.00010349+0.00041382i,0.00047849+0.00050736i,0.00016674+0.00065921i,-0.00013489+0.00087804i,0.00017042+0.00078549i,0.00042097+0.00054111i,0.00023765+0.00078032i
-0.00065155-0.00075228i,6.2036e-05-0.00037161i,0.00036135+0.00040682i,-6.4745e-05+0.00027379i,-4.0108e-06+0.00031877i,-0.00055088-7.4368e-05i,-0.00058003-0.00023039i,-0.00092002+0.000792i,-0.00061115+0.00082262i,0.00045801+0.00079318i,0.0009398+0.0003996i,0.00070511-0.00043896i,8.9442e-06-0.00024705i,-0.00067919+0.00013273i,-0.0003865-0.00057104i,0.0001727-0.00065004i,-0.00037424+8.6984e-05i,-0.00073078+0.00021204i,-5.8188e-05-0.00033232i,-7.265e-05-0.00017524i,-0.00047676+0.0001047i,0.00025986+0.00030905i,0.00086451+0.00098328i
0.00053071+0.0004527i,-4.595e-05+7.2959e-05i,-0.00035668+3.4167e-06i,0.00038655+0.00018265i,0.0012404+5.2502e-05i,0.00088966-0.00047082i,0.00040758-0.00040433i,0.00045512-0.00032211i,6.2448e-05-0.0011188i,-0.00029423-0.00096412i,0.00029829-0.00069313i,0.00024738-0.00071297i,2.9817e-05-0.00041854i,0.00011161-0.00034246i,-0.00029617-0.00036343i,-0.00058151+5.3357e-05i,-0.00087562+0.00048391i,-0.00082297+0.00034189i,-0.00027222-0.00029011i,0.00060997-0.00048447i,0.0005831-0.00012561i,-0.0001245+0.00019773i,1.9802e-05+0.00022825i
0.00072669-0.00057423i,0.00034056+0.00018142i,0.001084+4.2772e-05i,0.0013092-0.00065434i,0.00084717-0.00029889i,0.00061664+7.7033e-05i,0.00088955-0.0004352i,0.00099549+5.0984e-06i,0.00053257+0.00090613i,-0.00013958+0.00062068i,-0.00020126-7.3452e-05i,-0.00024842-0.00053378i,-0.00026785-0.00036083i,-0.00023418-4.2316e-05i,-0.00072345-0.00045025i,-0.00047765-0.0006458i,-0.00011509-7.2535e-05i,-9.807e-05-0.0002951i,-0.00026079-0.00048924i,-0.00021514+1.0656e-05i,-8.9157e-05-5.5999e-05i,6.1023e-06-0.00031417i,0.00035928-0.00033305i
-0.0010157+0.00036142i,-0.0017015+0.00058774i,-0.0011905+0.00093455i,-0.00016566+0.0013571i,0.0011401+0.0010728i,0.0018572+0.00031336i,0.00093721-0.00031466i,0.0006322-0.00056361i,0.0005109-6.1452e-05i,0.0003227+0.00031643i,0.00018111+0.00023064i,0.00043539+0.00029891i,0.00052937+0.00042169i,0.00030702+0.00027096i,0.00038475+0.00043527i,0.00045736+0.00056492i,0.00067384+0.00084439i,0.000365+0.0013271i,-0.00028608+0.00032373i,-0.0004907-0.0004464i,-0.00092347+0.00042708i,-0.0010944+0.00047693i,-0.0012198+3.9907e-05i
-0.0004085-0.0013827i,-0.00010556-0.0022757i,-0.00085712-0.0026007i,-0.0010556-0.0010639i,1.7924e-05+0.00079292i,0.0010334+0.00097762i,0.00077469-0.00011021i,-0.00041694-0.0011456i,-0.00045657-0.0012484i,-0.00079565-3.6019e-05i,-0.00099517+0.00057892i,-0.00050897+0.00073543i,-0.00068674+0.00053567i,0.00014703+1.584e-06i,0.00062246-0.00020867i,-2.4654e-05-4.1586e-05i,-0.00010032-9.4545e-08i,-0.00058566-0.00037861i,-0.0006379-0.00038451i,-0.00012616-7.6098e-05i,-0.00081246-6.7473e-05i,-0.0013385-0.0002584i,-0.00033709-8.802e-05i
-0.00013664-0.00077806i,0.00032865-0.0011009i,0.0010292-0.00036537i,0.0011568+0.00073866i,0.0009189+0.0013442i,0.0015806+0.00087324i,0.0014529+0.00034076i,0.00075461+0.00012923i,0.00037188-0.00035346i,-0.00047367-0.00045235i,-0.00046709-0.00025558i,-0.00053574+0.00031623i,-0.00044479+0.00050154i,0.00060847-2.606e-05i,0.0010557-0.00049819i,0.00027185+6.2802e-05i,-0.00032564+0.00024492i,-0.0003409-0.00019761i,-0.00058365-0.00047423i,-0.00093601+5.8041e-05i,-0.00090095+0.00040135i,-0.00033364+0.00046647i,3.9846e-05+0.00054967i
-0.0018302+0.00084653i,-0.00090149+2.3816e-05i,0.00068408-0.00058178i,0.0014013-0.00096358i,0.0013717-0.0018906i,0.00066377-0.0021017i,-0.00026884-0.0017747i,-0.00057951-0.001214i,-0.0010075-0.00055657i,-0.0013441-0.00040141i,-0.00059906+0.00010593i,-6.5694e-05+0.00049228i,0.00056987-1.3596e-05i,0.00097567-0.00053193i,0.00092289-0.00038657i,0.00086531+4.8439e-05i,0.0002012+0.00064393i,0.00018604+9.9668e-05i,-5.1714e-05-0.00064349i,-0.00089047-0.00067262i,-0.0004879-0.00085773i,-0.00022031-0.00119i,-0.00044684-0.00095329i
-0.00014144+0.00072808i,0.00027697+0.00053062i,0.00025195+0.00065861i,0.00074364+0.00099906i,-5.083e-05+0.0016034i,-0.00012375+0.0014005i,0.00018927+0.0011223i,-0.00026371-3.7189e-05i,-0.00016656-0.00084973i,-0.00027003-0.00058369i,-0.00034318-6.4663e-05i,-0.00087233+7.305e-05i,-0.0021362-2.2863e-06i,-0.0018975+0.00036401i,-0.00046397+0.00034315i,0.00022148+1.07e-06i,-0.00063709-0.00064425i,-0.0007508-0.00044465i,7.5247e-06+0.00042502i,0.00035796+0.00030613i,0.00010658-7.6759e-05i,-0.00024205-0.00041506i,3.5413e-05-0.0002637i
0.00012469-0.001247i,0.00012537-0.00085296i,0.0011203-0.0011243i,0.0013634-0.001156i,0.0011496-0.00054997i,0.0013193-0.00016782i,0.0011797-0.00027565i,0.0010038-0.00025652i,0.0007299-5.7244e-05i,-0.00034738+0.00020464i,-0.000847-0.0003547i,-0.0001121-0.00045344i,0.00061672-0.00036365i,0.00037494-0.00065188i,0.0007558-0.00018267i,-4.3851e-05+0.00040715i,-0.0011532+0.00070498i,-0.00068859+0.00045101i,-0.00015314+0.00035289i,0.00027385+0.0002385i,0.00077275-0.00016397i,0.00045897-0.00061882i,-0.00024825-0.00011388i
-0.00057762+0.00014786i,0.00066557+4.9507e-05i,0.00075623+0.00099368i,0.00020535+0.0017275i,0.00020532+0.0012312i,0.00056678+0.0011102i,5.9881e-05+0.00020039i,0.00015803-0.0008348i,0.00014244-0.00078611i,2.6663e-05-0.00066283i,0.00035118+0.00031014i,-0.00024987+0.00085604i,-0.00081489-1.6761e-05i,-0.0004888-0.00050683i,-0.00051417-0.00036109i,-0.00024714+0.00010531i,0.00014327-0.00022478i,0.0005128-0.00069117i,0.00057484+0.00010387i,-2.034e-05+0.00069755i,-0.0006068+0.00037254i,-0.00053806+0.00015368i,-0.00033144+0.00061826i
-0.00038581+0.00027553i,0.0010244-0.00027624i,0.0018185-0.0016682i,0.00065598-0.0029387i,-0.00058939-0.0025573i,-0.00039701-0.0019099i,-8.824e-05-0.00057371i,-0.00032897+4.2009e-05i,-0.00015826-0.00013542i,-0.0002516-0.0001489i,-0.00064307-5.6136e-05i,-0.00049258-0.00038311i,0.00018462-0.00079919i,0.00031005-0.00040558i,-0.00020888-0.00031684i,-0.00041096-0.00027236i,-0.00030143+0.00017954i,0.00039048+2.7945e-05i,0.00059735+9.7053e-05i,-2.7879e-05-0.00015174i,-0.00072382-0.00026303i,-0.0014371+5.6369e-05i,-0.0011801-0.00015273i
-0.00039928-0.0018555i,-0.0014525-0.0016638i,-0.0024293-0.0016639i,-0.0014596-0.00019262i,-0.00017282+0.0019344i,0.00014783+0.0015884i,0.00011023-0.00012965i,5.8488e-05-0.00056997i,-0.00076482-0.00044022i,-0.00090556+0.00031097i,-0.0006448+0.00080333i,-0.00087978+0.00035759i,-0.00038936+0.00035961i,4.8707e-06+0.0007053i,0.00034953+0.00046138i,0.00044005-0.00027379i,0.00019139-0.00044546i,-0.00017156+0.000299i,-0.00016982+0.00027334i,0.00053296-6.0719e-05i,0.00071088+5.8766e-05i,0.00055111+8.9675e-05i,0.00028304-0.00051265i
0.0015671+0.0012974i,0.0023952+0.0011987i,0.0020936+0.00021932i,0.0023518-0.0011949i,0.0021618-0.001892i,0.0012506-0.0018255i,0.00044791-0.0012468i,-0.00013388-0.00059909i,-0.00070523+8.3668e-05i,-0.00042667+0.00065278i,0.00036648-9.5052e-05i,3.3707e-05-0.0007818i,-0.00053939+1.9779e-05i,-0.00094651+0.00069774i,-0.00064151+0.00023723i,-0.00011325-0.00037012i,5.1981e-05-0.00026836i,0.00015492+0.00036653i,0.00015285+0.0001658i,0.00034683+0.00028501i,0.00070625+0.00050902i,0.00064903+0.00029535i,0.00040228+0.00026063i
-0.00093156-0.0008851i,-0.0016979-0.00048542i,-0.0020072+0.00069001i,-0.00049911+0.0008854i,0.0015601+0.0011193i,0.0019628+0.0012295i,0.0014161+0.00057597i,0.00023224-0.00032228i,-0.00032388-0.00045421i,0.00047689-2.1869e-05i,0.00015707+0.00056812i,-0.00031935+0.00049266i,-0.00030114+0.00052527i,-5.5706e-05+0.00079765i,0.00045176+0.00044753i,0.0002895+0.00044524i,-3.4364e-05+0.00085332i,-0.00091414+0.00027229i,-0.00080036-0.00034172i,-0.00045374-0.00098147i,-0.00016288-0.00078113i,0.00042344-0.00033436i,0.0001204+0.00024401i
0.0028757-0.0018898i,0.0024265-0.0029462i,0.0018761-0.0035952i,0.00074668-0.0021163i,0.00018576-0.001052i,0.00015552-0.00046173i,0.00045698-0.00025396i,0.00089272-0.00090322i,0.0005491-4.7919e-05i,-0.00095105+0.00087925i,-0.0010513+0.00042241i,-2.0594e-06-3.3811e-05i,3.7044e-05+0.00061905i,-0.00014067+0.0012863i,-0.00013638+0.0017019i,-0.00039466+0.0016155i,-0.00011585+0.00083307i,4.7476e-06+0.00045829i,-0.00032599+0.00050019i,-0.00079193+0.0002639i,-0.00037539-0.00016921i,0.00050072+0.00032976i,0.00029402-2.63e-05i
-0.0019691+4.8204e-05i,-0.0014554+0.0001242i,0.00021001+8.4607e-05i,0.00057831+0.00034222i,0.00062248+0.00077142i,0.0013031+0.0008556i,0.0011184+0.00051784i,0.00018596+0.00054621i,-0.00036208+0.00085012i,0.00024573+0.00035901i,0.00043454+6.2949e-05i,-0.00014491+0.00012506i,-9.8353e-05-8.5867e-05i,-0.00047447-0.0004183i,-0.00049513-0.00048945i,-6.2362e-05+1.2318e-05i,-0.00021251+0.00023783i,-0.00050635+0.00023325i,-0.0003382+0.00061305i,-0.0002656+0.00069241i,-0.00042556+0.0004778i,-0.00057095+0.00010656i,-0.00069019+0.00028448i
-0.00086343+0.00033354i,-1.6888e-05+0.00023873i,0.0014442-0.00027984i,0.0018332-0.0013399i,0.0018798-0.0018249i,0.001417-0.0019841i,0.00098059-0.0021535i,0.00041044-0.0018412i,-0.00025038-0.00089318i,0.0002095-0.00010649i,0.00049972+0.0004136i,-0.00032124+0.00079088i,-0.001365+0.00096463i,-0.00065079+0.00091266i,-0.00026081+0.00095968i,-0.0004156+0.00015521i,0.00030153-9.9476e-05i,0.00079034+0.00046602i,0.00080726+0.00015633i,0.00031919+0.00028015i,-0.00015286+0.00013909i,-0.00023794+3.137e-05i,-2.7916e-05+0.00063802i
0.0031772+0.00077152i,0.0033271+0.00022917i,0.0021863-0.0010098i,0.00019089-0.00070616i,-0.00018754+0.00054956i,7.9435e-05+0.00065866i,3.5015e-06-8.3988e-05i,-0.00018305-0.00090545i,0.00037071-0.00037765i,0.0012083+6.0697e-06i,0.00067489-0.00029023i,0.00078662+0.00014393i,0.00048635+0.00053443i,-0.00037219+9.2813e-05i,-0.00015035-5.3752e-05i,0.0005385+0.00023709i,0.00083734+0.00067779i,4.4299e-05+0.0009866i,-0.00033647+0.00087525i,-0.00036812+0.00031958i,8.5103e-05+0.00030873i,0.0001706+0.00036262i,0.00010991+0.0005405i
0.0013876+0.0010277i,0.00092943+0.00067069i,0.0012519-0.00075835i,0.0016726-0.0018222i,0.0017735-0.001535i,0.0015358-0.00074779i,0.0011526-0.00063435i,0.00082117-0.00054054i,0.00074849-0.00051053i,-0.00017766-0.00039843i,-0.0011956+0.00042416i,-0.00075037+0.00049768i,-1.0006e-05+3.6666e-05i,-6.6338e-05-6.7071e-05i,-0.00011403+0.00018126i,-0.00013212+0.00035975i,-0.00030017+0.00065579i,-0.00025239+0.0012377i,-0.00029054+0.00066895i,-0.00016631+0.00049843i,-5.712e-05+0.00074558i,0.00040841+0.00083174i,0.00032799+0.0009101i
-5.7528e-05-0.00053218i,-0.00031245-6.4196e-05i,-5.3165e-05+0.00067493i,0.00030066+0.00087513i,-0.00018564+0.00097321i,-0.00014334+0.00034707i,-0.00021816-0.00072788i,-0.00032197-0.00087026i,-0.00031587-0.0010325i,-0.00011998-0.00085632i,0.00046057+6.2239e-05i,0.00042704+0.00034827i,-0.00055941-0.0001446i,-0.00046173-0.00029628i,-0.00044408-0.00012804i,-0.00089283+0.00057886i,-0.00057119+0.00054046i,0.00019616+0.00018811i,0.0003859+0.0004537i,0.00023766+0.00051584i,-0.00015814+0.00011219i,-0.00053046-0.00033431i,-0.00024316+3.5357e-05i
-0.0013655-0.00073909i,-0.0020339-0.0009297i,-0.0021646-0.0012215i,-0.0010797-0.00077045i,0.00052484-0.00068336i,0.00091629-0.00061567i,0.000956-0.0010332i,0.00092285-0.00097405i,0.00063918-5.1488e-06i,-3.5494e-05+0.00065443i,-0.0004161+0.0006729i,-0.00085523+0.00062814i,-0.00067286+0.00027431i,-7.0952e-05-0.00037619i,-5.4305e-05-0.00025891i,-0.00023119-0.00012558i,-7.3598e-05-3.1421e-06i,0.00014771+0.00025023i,-0.00026379+6.0593e-05i,-0.00080571-0.00073466i,-0.00028274-0.0010895i,0.00011304-0.0011834i,-9.8797e-05-0.00090077i
0.00064694+7.3489e-05i,0.0010875-0.00069194i,0.0012345-0.00027214i,0.00013709+0.00031626i,-0.00091194+6.3404e-05i,-0.00074231-0.00061438i,0.00012152-0.00083378i,-1.1263e-05-0.00039943i,-0.00045479-0.00042699i,-0.00064428-0.00085047i,-0.00085812-0.00028016i,-0.00040974+0.00064316i,-0.00013099+0.00077842i,-0.00039826+0.00055028i,-0.0009647+0.0010361i,-0.00085517+0.00064349i,0.00026615+0.00035809i,0.00053125+0.00084862i,-1.8496e-05+0.000763i,8.1035e-06-0.00026116i,0.00065628-0.00050927i,0.00051026+0.00019273i,-0.00029469+0.00047165i
-0.001132+0.00024175i,-0.00048502+0.0015469i,0.00046076+0.0023544i,0.0013143+0.00075206i,0.0022083-0.00058472i,0.0026356-0.00071621i,0.00080617-0.00072766i,-0.00090737-0.00072932i,-0.00098219-0.00019623i,-0.0003875+2.3147e-05i,-3.7405e-07-0.00033269i,0.00023833+4.8332e-05i,0.00020385+0.0001536i,-0.00015681-5.4128e-05i,0.00026787+0.00066469i,0.0010224+0.00092387i,0.00096485+0.00046987i,0.00017387+0.00047446i,-0.00016385+0.00075204i,-0.00014331+8.6893e-05i,-0.00044796-0.00024039i,-0.00030676+0.00044962i,-0.00034035+0.00042645i
0.00056246-0.001615i,0.0010449-0.0013472i,0.00013971-0.0013886i,-0.0012143-0.0013313i,-0.001419-0.00063062i,-0.00014819+0.00031117i,0.0006996+0.00048312i,0.0004772-0.00044159i,0.00066933-0.00097441i,0.00027517-0.00024128i,-0.00063017+0.00034177i,-0.00068297-8.7436e-05i,-0.00054884-0.00054168i,0.0001682-0.00022248i,0.00081945+0.00055828i,0.00055547+0.00093391i,0.00022622+0.00080416i,0.00053124+0.000356i,0.00033974-0.00051217i,-3.7634e-05-0.00099189i,3.5588e-05-0.00087337i,4.0931e-05-0.00083945i,7.733e-05-0.00031274i
0.00097082-0.00035761i,0.00097719-0.00013962i,0.0013771-0.00061728i,0.0012776-0.0022049i,0.00048522-0.001415i,-0.00043692+0.00039927i,-0.0012105+0.00076553i,-0.00092819+0.00046573i,7.243e-05-0.00053598i,0.00061824-0.00082934i,0.00083372+2.0182e-05i,0.0010095-0.00017048i,-9.6692e-05-0.00020145i,-0.0011921+0.00033829i,-0.000913+0.00024939i,-0.00046165+7.773e-05i,0.00043937-0.00020538i,0.00106-0.00014748i,0.00063578+0.00030153i,0.0004166+1.3588e-05i,6.51e-05-0.0001742i,0.00012123-0.00036651i,0.00032189-0.00058539i
-1.8364e-05-4.6446e-05i,0.00077696-0.00044758i,0.0013471+0.00060802i,0.0013663+0.0010662i,0.0017894+0.00027915i,0.0020661-0.00062289i,0.0013729-0.0011387i,-0.00011392-0.0010359i,-0.00010096-0.00057231i,7.2993e-05+0.00016827i,-0.00041858+0.00049253i,-0.0011297+0.00011594i,-0.00096914+4.3746e-06i,5.6452e-05+3.3821e-05i,0.00023692+0.00046896i,0.00077175+0.00081382i,0.0010218+0.00043948i,7.7363e-06+1.2665e-05i,-0.000903-0.00019163i,-0.0004832-0.00052947i,-9.9429e-05-0.00033782i,0.000354-7.5404e-05i,0.0007923-0.00056898i
1.7627e-05-0.0013098i,-0.00077625-0.00089876i,-0.00079806-0.0016009i,-0.00034665-0.0016897i,-0.00067139-0.0012798i,-0.00016063-0.00045228i,0.00034751-0.00024982i,2.4038e-05-0.00066915i,-0.00031222-0.00095864i,-0.00063666-0.00091541i,-0.0011076-0.00041769i,-0.0012397+0.00011552i,-0.00084489+0.00027457i,-0.00023822-0.00011934i,-9.2011e-05-0.00032536i,-0.00076374-0.0005818i,-0.00062869-0.00098122i,-0.00086053-0.00040872i,-0.00075836-6.0124e-05i,-3.4469e-05-0.00018235i,-0.00036054-0.00062315i,-2.0402e-05+0.00010496i,0.00031456+0.0010068i
