-0.0031166+0.0002554i,-0.0032695-9.7925e-05i,-0.0020543+0.0014098i,-0.00017164+0.00060025i,0.0012656-0.00080508i,0.0015131-0.00072293i,0.00028785+0.00012105i,8.3375e-05+0.00066103i,0.0012672+0.00077225i,0.0013067+0.0011881i,0.00074557+0.0011881i,0.00053255+0.00041731i,0.00088369-0.00028962i,0.0012671-0.00049474i,0.00081162-0.00069772i,0.00016182-7.8748e-05i,-0.00031214+0.00089807i,-0.00071525+0.00065394i,-0.00060167-2.6023e-05i,-0.00063005-0.00041218i,-0.00065067+6.4757e-06i,-0.00033107-9.4319e-05i,-0.00015865-0.00012474i
-0.00056027-0.0029322i,-0.00064079-0.0036809i,-0.0012026-0.0046178i,-0.00086752-0.0037596i,0.00046737-0.0019516i,0.0020692-0.0015773i,0.0030204-0.0011012i,0.0021539-0.00038249i,0.00051577+0.00016186i,-0.00023435+0.00038505i,0.00032071+0.00039711i,0.00089656+0.00012292i,0.00097746-0.00021709i,0.00048687-0.00010119i,0.00010268+0.00011319i,-0.00021758+0.00059495i,-4.5548e-05+0.0011705i,0.00054589+0.00054359i,0.0011361-0.00031469i,0.0015726-1.4683e-05i,0.0013047+4.2734e-05i,0.0008184-0.00026365i,0.00025928-1.0828e-05i
-6.5434e-05-0.00055437i,0.0002512-8.2704e-05i,3.6331e-05+0.00023753i,0.00015974-0.00010201i,-0.00015272-0.00032453i,-0.00052159+0.00059447i,1.7853e-06+0.001408i,0.0010552+0.0014663i,0.00073475+0.0012766i,-0.00056431+0.00043884i,-0.00083886+0.00040779i,-0.00051639+0.00023989i,-9.4209e-06+8.6569e-05i,-2.5439e-05+0.00010145i,-0.00042277-3.0128e-05i,-5.7688e-05+0.00022376i,0.00034946+0.00032078i,0.00035716+0.0003046i,0.00047394-4.4582e-05i,0.00062755-0.00027278i,0.00026573-0.00042966i,-0.00044411-0.00042483i,-0.00046064-3.6826e-05i
0.0026326-0.00044721i,0.001871-0.0010375i,0.0016448-0.0023343i,0.0016803-0.0035096i,0.00076935-0.003428i,-0.0008353-0.0026639i,-0.0019874-0.0010636i,-0.0023487-1.1241e-05i,-0.0021015-6.7818e-06i,-0.0014822+0.00036804i,-0.00078292+0.00016403i,0.00027944-0.00035016i,0.00032342-0.00046173i,0.00018451-2.6178e-05i,0.00060126+0.0001172i,0.00050077-7.2061e-05i,7.5861e-05-0.0003201i,-0.00031593-0.00044543i,-0.0005077-0.00039661i,-0.00054689-0.0001961i,0.00025255-0.00035669i,0.00057023-0.00031537i,-0.00039443-0.00015657i
-0.00082472+0.00044038i,-0.0015979-0.00039388i,-0.0014373-0.0012258i,-0.0006377-0.0033118i,-0.00016205-0.0049643i,7.4302e-05-0.0045576i,0.0011236-0.0030273i,0.0010557-0.00087983i,7.223e-06+0.00014247i,0.00014094-0.00061128i,0.00084472-0.0013822i,0.00040431-0.00086453i,-6.5854e-05+4.0087e-05i,0.00062528+0.00015022i,0.00037136+0.00012512i,-0.00034218-4.6906e-05i,0.00036413+0.00014274i,0.0011247+0.00052742i,0.00082312+0.00049488i,0.0001953+0.0003757i,0.00021453-0.00023966i,4.0742e-05-0.00071724i,-5.8445e-05-0.00046617i
0.00042195+0.0016818i,0.0010274+0.0013388i,0.0021297+0.0002056i,0.0029406+2.448e-06i,0.0031344+0.00053295i,0.0029469+0.00066769i,0.0034252+0.00046297i,0.0027649+0.00016624i,0.0010651-0.0007984i,-0.00020712-0.00060713i,-0.00066166+0.00038695i,-0.00071266+0.00088605i,-0.00080541+0.0010609i,-0.00071183+0.00033632i,-0.0010673-9.6393e-05i,-0.00092404+0.00010148i,-0.0010663-1.0114e-05i,-0.00093931-0.00027817i,-0.00045425+0.00077385i,9.3487e-05+0.0013367i,0.00035513+0.00056877i,0.0003601-0.00055098i,0.0005241-0.00076772i
0.0014463+0.0029362i,0.0018079+0.0022934i,0.0027859+0.00029611i,0.0039366-0.0027748i,0.0028859-0.0048511i,0.00015194-0.0022433i,-0.00068413+0.0014313i,-0.00018485+0.0021334i,0.00095005+0.00082205i,0.00096554+0.0001843i,0.00017276+0.00013837i,0.00014066+3.9596e-05i,0.0001577+0.00040209i,-0.00022323-6.7929e-05i,-0.00041264-0.00033925i,-0.00049721+9.6997e-05i,1.955e-05+6.4498e-05i,0.00080297-0.00029325i,0.00056876-0.00066083i,3.905e-05-0.00093089i,-0.00026837-0.00037626i,-0.00027353-1.6441e-05i,9.6254e-05-0.00027265i
-0.0013435-0.0041205i,-0.0022958-0.0036498i,-0.002993-0.0028578i,-0.0042791-0.0024373i,-0.0039264-0.0027705i,-0.0023128-0.0026846i,-0.00088472-0.00268i,-0.00044216-0.0017891i,-0.0012765-0.0010329i,-0.0010531-0.0012705i,-0.00075808-0.00063795i,-0.00090766-0.00031569i,-7.5395e-05-0.00037723i,0.00025063+0.00028228i,0.00041798+0.0010858i,0.0004384+0.0011091i,0.00041406+0.00072355i,0.00039053-0.00031052i,-4.4134e-05-0.0010816i,-0.00040267-0.0010682i,-0.00044585-0.00072184i,-0.00041713-0.00063835i,-0.00075916-0.00046813i
0.0008211-0.0015157i,0.0015006-0.001575i,0.0024141-0.0022722i,0.0029302-0.0016177i,0.0029959-0.0015867i,0.0032276-0.0020979i,0.0034913-0.0026108i,0.0024468-0.0025366i,0.0012214-0.0018317i,0.00093866-0.0015078i,0.00066156-0.0011482i,0.00072823-0.00064021i,0.00080538-0.00056211i,0.00039798-0.00032921i,0.00047424+5.5195e-05i,0.00073177-6.9665e-05i,-8.0064e-05+0.0001324i,-0.00055119+0.00018101i,0.00026903+0.00011223i,0.00012206+0.00025926i,-0.00029697-0.00023064i,0.0001978-0.00018937i,0.00010318+0.00062209i
-6.2478e-05-0.0012904i,0.0010728-0.0010613i,0.00112-0.0012436i,0.0020139-0.0015017i,0.0018034-0.0014241i,0.00096109-0.00042734i,0.00073985+0.00088i,0.00076569+0.0011247i,0.00079224+0.0010564i,0.00023467+0.00085899i,0.00030067+0.00096452i,0.00069894+0.0012589i,0.00052531+0.00062333i,2.0454e-05+2.6142e-05i,2.6847e-05-0.00077776i,-0.00015247-0.00073396i,-0.00024259+4.6516e-05i,-9.728e-05-0.00012967i,-6.677e-05+6.8243e-05i,0.00034028+0.00059103i,0.00066828+0.00080285i,0.0006711+0.00076347i,0.0003881-0.00014242i
-0.0011594-0.011441i,-0.0026192-0.015766i,-0.010996-0.014911i,-0.013635-0.0058828i,-0.011207+0.0023123i,-0.0058138+0.0047836i,-0.0024295+0.00189i,-0.001831+0.00042647i,-0.0013715+0.00047154i,-0.002352+0.00046471i,-0.0022241+0.0012286i,-9.9592e-05+0.0013998i,0.0014839+0.0011157i,0.002378+0.0012152i,0.0022097+0.00027627i,0.00071876-0.0011985i,-0.0013053-0.0012227i,-0.0012733-9.4742e-05i,-0.00075604-4.5038e-05i,-0.0011035-0.00037365i,-0.0008857+5.9988e-05i,0.00061068+6.4598e-05i,0.00076258-0.0006216i
0.00013416+0.0024537i,0.0013086+0.0026822i,0.0034526+0.0024762i,0.0034545-0.00020207i,0.0023212-0.0040685i,0.00050725-0.0050144i,-3.326e-05-0.0030037i,0.00057116-0.0012796i,0.00078549-0.00087308i,0.0005886-0.0011221i,0.00086466-0.0012526i,0.00095874-0.00095658i,0.00018477-0.00058497i,-0.00071562-0.00043457i,-0.0008888-0.00025195i,-8.4804e-05-0.00028265i,4.3798e-05-0.00067341i,-0.00044076-0.0001611i,-0.00016295+0.00054266i,0.00054685+0.00045099i,0.00031889+0.00045351i,-0.00035067+0.00070999i,-0.00064428+0.00079005i
0.0017625+0.00084729i,0.0027421+0.0012057i,0.0028736-0.0002116i,0.0024004-0.0024455i,0.0029333-0.00289i,0.0032911-0.0018631i,0.0023697-0.00055377i,0.0012819+7.5708e-05i,0.0012669+0.00028988i,0.0011486+0.00038761i,0.00033113+0.00029052i,0.00034687+0.00010183i,-0.00016543+0.00020606i,-0.0011914+0.00014576i,-0.0012184-0.00030257i,-0.0012588-0.00062278i,-0.0012493-0.00035853i,-0.0014624+0.00028771i,-0.0012536+0.00056132i,-0.00068753+0.00033787i,-0.00020363+0.00085082i,-2.5008e-05+0.0012979i,-6.9418e-05+0.00064208i
-0.0025074+0.00046001i,-0.0011591+8.3076e-05i,0.00021477-0.0001535i,0.00092512-0.00058887i,-0.00087674+8.0197e-05i,-0.0026019+0.001019i,-0.0017032+0.0017221i,-0.00037113+0.0015488i,-0.00033178+0.000434i,-0.00041126+0.00014907i,-0.00052961+0.00047472i,-0.00058325+0.00046867i,-0.00022372+0.00042021i,0.00058178+0.00022993i,0.00094316-0.00050316i,0.00077745-0.00079099i,0.00041171-0.00046172i,6.5918e-05+2.8738e-05i,-0.00095476+0.00036028i,-0.00046453+3.7873e-05i,0.00015857+6.6511e-05i,-0.00046974+0.00060742i,-0.0001847+0.00088032i
-0.0029522+0.00033537i,-0.003457+0.00082759i,-0.0025969+0.0018179i,-0.00048982+0.0015622i,0.00071931+0.00015207i,3.5373e-05-0.001228i,-0.000617-0.0012585i,-0.00040153-0.00044097i,-9.2589e-05-0.00053058i,-0.00032784-0.0006777i,-0.00076569-0.00098498i,-0.00056452-0.0011957i,0.00011046-0.00051317i,0.00040856-0.00028693i,2.8907e-05-0.0003612i,-0.0010206-0.00041537i,-0.00087309+0.00036322i,0.00036+0.0011923i,0.00073949+0.00096878i,9.1596e-06+0.00013526i,-0.00024203-0.00029598i,9.8743e-05-0.00054315i,0.00024291-0.00088737i
-0.00012783+0.00075749i,-0.00054859+0.00088931i,-0.00017693+0.00081004i,0.001544-0.00045964i,0.0022033-0.0029527i,0.0019455-0.0042906i,0.0011769-0.0032479i,0.0011964-0.0024632i,0.0020792-0.0015457i,0.0021193-9.1722e-05i,0.00052562+0.00014877i,-0.0004154-0.000695i,-0.00013433-0.00098175i,-0.00044474-0.0011913i,-0.00030612-0.0013791i,0.0001377-0.00074262i,0.00038425+0.00028458i,0.00013034+0.00037522i,-0.00019409-0.00017358i,-6.0953e-05-0.00071456i,-0.00024843-0.00064553i,-0.00030934-8.5301e-05i,7.267e-05-0.0003456i
0.0013239-0.0011315i,0.0018437-0.0024339i,0.0018898-0.0024611i,0.0021314-0.0026102i,0.0021443-0.0015751i,0.0023239+0.0007366i,0.0024094+0.0018191i,0.00083773+0.0010125i,8.804e-07-1.5014e-05i,0.00032924-0.00027931i,0.00020381+0.00022967i,-0.00011468+0.00051201i,-0.00057056+0.0004729i,-0.00053436+0.00013684i,-0.0003213-0.00050934i,-0.00058875-0.0010776i,-0.00024712-0.00061454i,4.8624e-05-0.00026907i,0.00061915+1.0602e-05i,0.001101+0.00037487i,0.00070885+0.00051983i,9.6858e-05-0.00018183i,-0.00077141-0.0010934i
0.0026048-0.00014544i,0.0029232+1.0072e-06i,0.0027096+0.00022701i,0.0021238-0.001097i,0.00087373-0.001231i,-0.00088215-8.9947e-05i,-0.0022728+0.001433i,-0.0020527+0.0016888i,-0.0011665+0.00024154i,-0.00086728-0.00055974i,-0.0007407-0.00065517i,-0.00061562-0.00060674i,8.2651e-05-0.00061292i,8.1136e-05-0.00030609i,-0.0011119+0.0002377i,-0.0011716-0.00017247i,-0.00075814-4.1925e-05i,-0.0015985+0.00017527i,-0.0013449-0.00028305i,-0.00071923-0.00011104i,-0.00038999-0.00029594i,0.00081173-0.00058483i,0.0011858-0.00031557i
-0.0011715+0.0017708i,-3.8317e-05+0.0015092i,0.0015468+0.00079174i,0.0023132-0.0012705i,0.0021504-0.0033982i,0.00055756-0.0042665i,-0.0012313-0.0035708i,-0.0013258-0.0017938i,-0.00079732-0.0013227i,-0.00012657-0.0015695i,0.00056237-0.00079539i,0.00031367+0.00014755i,-0.00029966-0.00064945i,-0.00051203-0.0020467i,-0.00032251-0.0015051i,8.0339e-05-0.00050527i,-0.00066274-0.00033794i,-0.0011934-0.00028753i,-0.00094499+0.00011655i,-0.00055371+0.00065195i,5.2154e-05+0.00028756i,0.00023646-5.9364e-05i,0.00024233-0.0004207i
-0.0015707-0.0018804i,-0.00081337-0.0016222i,-0.00026418-0.0011224i,-2.5937e-06-0.0017382i,0.0011239-0.0026532i,0.003417-0.0026519i,0.0040837-0.0019859i,0.0032578-0.0015367i,0.0015621-0.00065245i,0.00067589-9.0983e-05i,0.0010721-0.00025314i,0.00073111-0.00050701i,0.00021652-0.0006533i,0.00017157-0.001047i,5.632e-05-0.0014259i,9.558e-05-0.0011194i,-9.1469e-05+0.0001425i,-0.00073492+0.00055801i,-0.00040853+0.0001368i,2.4223e-05-4.9583e-05i,0.00026049+0.00033959i,0.00052001+0.0008469i,0.00015932+0.00042292i
0.00092425-0.0051321i,0.00017441-0.0054177i,-0.00074079-0.0045657i,-0.0012288-0.0034635i,-0.00075973-0.0016016i,-0.00063309+0.001349i,-0.0002692+0.0030862i,0.00036286+0.0026769i,8.6063e-05+0.0015786i,-0.00067952+0.0008438i,-0.0006955+0.00010157i,-0.00034462+0.00035295i,0.00050408+0.00041019i,0.001351-0.00015125i,0.001363-0.00030823i,0.00053215-0.0002736i,-4.3576e-05-0.00057329i,-0.00024813-0.00094816i,-0.00016272-0.00091329i,0.00044984-0.00055769i,0.00045352+0.00032762i,-1.3841e-05+0.000787i,-0.0005513+0.00079975i
0.0017971+0.00066728i,0.002266-7.693e-05i,0.0022923-0.00058832i,0.0014621-0.001631i,-8.0107e-05-0.0020125i,-0.0022769-0.0016516i,-0.0031071-0.0011179i,-0.0020687-0.00062451i,-0.0013709-0.0011545i,-0.00059395-0.0015492i,-0.00018767-0.0015386i,-0.00065618-0.00077273i,-0.00039877-7.5724e-05i,7.0596e-05-0.00021661i,0.00019533-0.00055245i,0.00052492-0.00065871i,0.00071358-0.0005115i,0.00040289+0.00024848i,0.00066131+0.00073309i,0.0012357+0.00025334i,0.0011634+0.00014117i,0.00055184+0.00071601i,-0.00018123+0.0011193i
-0.00060739+0.00070309i,0.00036281+9.6004e-05i,0.0018153-0.0011874i,0.0017519-0.0025774i,0.00090147-0.0042476i,0.0003093-0.0047793i,0.0009234-0.0041179i,0.0010662-0.0028575i,0.00064834-0.0014145i,0.00076448-0.00051354i,0.00038625-0.00020902i,-4.9379e-05-0.00041458i,-9.6337e-07-9.7963e-05i,-0.00031833-0.00015184i,-0.00086605-0.0013362i,-0.00073325-0.0013247i,0.00020249-0.00028488i,0.00078696-7.5058e-05i,0.00024702+1.7438e-05i,-0.00074582-0.00016341i,-0.0006401-0.00031351i,0.00057032-5.8527e-05i,0.00048664-0.0004657i
-0.00029149-0.0016913i,-0.00075924-0.0020862i,-0.0016097-0.0018733i,-0.00054501-0.0011771i,0.0016199-0.00049005i,0.003929+0.00011752i,0.0040006+0.00091674i,0.0022425+0.0016897i,0.00051771+0.0017107i,-0.00077932+0.00090956i,-0.00089514+0.00080502i,-9.1219e-05+0.00050535i,2.4912e-05-0.00024381i,-0.0002719-0.00048849i,-0.00075596-6.1598e-05i,-0.00052091-9.7507e-05i,0.00065424-0.00059718i,0.00045476-0.00085806i,-0.00077454-0.0008304i,-0.0010868-0.00028038i,-0.0004994+0.00012052i,-9.5852e-07-0.00010067i,-0.00016857+0.00039535i
-0.00022818-0.0026968i,0.00034353-0.0026047i,-0.00056354-0.0018614i,-0.00053048-0.001134i,-0.00042637+0.00030066i,-0.00087647+0.0017371i,-0.001146+0.0017389i,-0.0017023+0.00074014i,-0.0024447+4.0798e-05i,-0.0016192-0.00050675i,-0.00062882-1.9494e-05i,-0.00091184+0.00096988i,-0.00055022+0.00040307i,0.00028613-0.00085062i,-0.00018241-0.0006871i,-0.00031412+4.3115e-05i,-7.2983e-05+8.8357e-05i,0.00023043+0.00024715i,0.00034485+0.00029226i,0.00035689+3.8149e-05i,0.00045555+2.2257e-05i,3.6095e-05+0.00037727i,-0.00093723+0.0003802i
0.00012837-0.0011712i,-0.00044181-0.00075138i,-0.0010145-0.0012642i,-0.00079801-0.0019085i,-0.00077727-0.0026368i,-0.00059395-0.0037745i,-0.00010439-0.0032019i,0.00054219-0.0018833i,0.00080588-0.0011193i,0.00065009-0.00012857i,-2.8421e-05+0.0007454i,-0.00023474+0.0012581i,0.00038572+0.001209i,0.00082846+0.00023685i,-8.613e-06-0.00034214i,-0.0007828+2.3518e-05i,-0.00026815+0.00057309i,-0.00040084+0.00052601i,-0.00034929-0.00026464i,-0.00016309-0.00060047i,-0.00022008-0.00035564i,0.00017844-0.00018425i,-0.0001899-7.7167e-05i
0.0029063+0.0004583i,0.0034013+0.00065414i,0.0033796-0.0013075i,0.0023202-0.0031203i,9.7216e-05-0.0034227i,0.00016005-0.0030913i,0.0014576-0.0018972i,0.001521-0.00040471i,0.0019499-0.00036891i,0.0013165-0.00063906i,0.00042492-0.00076289i,0.00012394-0.00040947i,-0.00040446+0.00014746i,-0.00067405-0.00034373i,-0.00071853-0.0006194i,-0.00027592-0.00067472i,-0.00029541-0.00075046i,-0.00032693-0.00030448i,-0.00016481-0.00054851i,0.00027748-0.00041941i,0.00057706+0.00052023i,0.00054313+0.00039054i,0.0005871-0.00015653i
-0.00087871-0.00038653i,-0.0014333+0.00089579i,-0.00095514+0.0012224i,0.0012894+0.00025983i,0.0022658-0.00036636i,0.0021905+0.00011769i,0.0014494+0.0013i,0.00052597+0.001857i,-2.6862e-06+0.0019327i,-0.00051724+0.0015289i,3.9155e-05+0.0012323i,0.00056719+0.0012281i,-0.00037883+0.001179i,-0.00061403+0.00017945i,0.0004662-0.00059027i,0.00063629+7.7922e-05i,0.00024855+0.00080344i,-0.00051537+0.0012687i,-0.0004549+0.001024i,-0.00034993+0.0011353i,9.5741e-05+0.0012025i,0.00090515+0.0004366i,0.00028007+0.00019099i
0.0019271-0.0012763i,0.0020803-0.0017122i,0.0017582-0.0022657i,0.0011469-0.0023125i,5.1321e-05-0.0018206i,-0.0014359-0.00086801i,-0.0019894+0.0003261i,-0.0012201+0.00035277i,-0.000599+0.00010071i,-0.00027685-0.00026986i,0.0005742-0.00046843i,0.0004214-4.241e-05i,-0.00039329+2.8816e-05i,-0.0005639-0.00017225i,-0.0011465+0.00034691i,-0.0010708+0.00060132i,-0.00020962+0.00044323i,-0.00036975+0.00079136i,-0.00029216+0.0012965i,0.00016332+0.00028046i,-8.8185e-05-0.00072664i,4.7564e-05-0.00045548i,0.00075465-0.00082097i
0.00061575+0.00089139i,0.00074512+0.00083854i,0.0008143+0.00060388i,0.00063449-9.3894e-05i,0.000225-0.0013695i,-5.1491e-05-0.0021673i,0.00092383-0.001798i,0.0010595-0.00089377i,0.0005466-0.00041204i,0.00081527-0.00029517i,0.00046426-0.00035314i,-0.00034261+0.00040173i,-0.000327+0.00094799i,-0.00048585+2.0913e-05i,-0.00036991-0.0010367i,0.00053613-0.0013022i,0.00066912-0.000374i,-0.00024817-0.00035917i,-0.00064849-0.0010622i,5.6398e-05-0.0012078i,0.00080195-0.00085147i,0.0014734-0.00042218i,0.001799-8.6181e-05i
0.0028288-0.0016673i,0.0019135-0.0015074i,0.00045629-0.0034721i,0.00083451-0.0050961i,0.0020816-0.0049198i,0.0029429-0.0030951i,0.0028252-0.00048282i,0.0026056+0.00050852i,0.0020458+0.0010029i,0.00044589+0.0014472i,-0.0010787+0.00070042i,-0.00061187-0.00063448i,0.00058745-0.0011936i,0.0011607-0.0013237i,0.0007466-0.0007206i,0.00037403-0.00033793i,0.00045676-0.00035228i,0.0008572+6.7448e-05i,0.00066326-7.5855e-05i,0.00019694-0.000274i,0.00039999-9.1264e-05i,0.00069762+0.00017127i,0.00040364+0.00034872i
0.0007093-0.0018938i,-0.00044359-0.0016497i,-0.00064111-0.0011729i,0.00016788-0.00051255i,0.00044535+0.00022096i,0.00040215+0.0011923i,0.000271+0.0012314i,-0.00016676+0.0009399i,-0.00096517+0.0011144i,-0.00071088+0.00092268i,-0.00057526+0.00063662i,-0.00087087+0.000852i,-0.000608-0.00011273i,-2.3667e-05-0.0013122i,-5.3306e-05-0.00075639i,-0.00047045+0.00021277i,-0.00059007+0.00086296i,-0.00074391+0.00059881i,-0.00068339-0.00027725i,-0.00053437-0.00096293i,-0.0001129-0.00097806i,-0.0002328-0.00081803i,-0.00063753-0.00094613i
0.00011803+0.0015709i,0.001503+0.0020233i,0.0028661+0.0010724i,0.0032081-0.00057552i,0.0020082-0.0022968i,0.00045844-0.0025264i,-0.0003793-0.0013968i,-0.00094731-0.00088988i,-0.00038288-0.0010075i,0.00027434-0.00058184i,0.0004636-0.00041174i,0.00071139-0.00054174i,0.00067329-0.000706i,0.00036266-0.00059091i,0.00012002-0.00031463i,-0.00012709-0.00038239i,-4.0133e-05-0.00049591i,5.166e-05+0.00022796i,0.00061156+0.0010146i,0.0013305+0.00053856i,0.0014076-0.00075554i,0.00043759-0.00068976i,-0.00012703+4.3614e-05i
-0.00088151+0.0019153i,-0.00013829+0.00016814i,0.00075804+8.9785e-05i,0.0016872+0.00031784i,0.0019983-0.0015405i,0.0009707-0.0030393i,0.00082623-0.0026713i,0.00135-0.0018943i,0.0011322-0.00071199i,0.0011875-0.00011077i,0.0012829-5.6158e-05i,0.00063573-0.00015274i,0.0008903-0.00023868i,0.00068247+0.00012862i,-6.0715e-05-0.00037389i,0.00014805-0.00089422i,0.00029039-0.0004754i,1.2251e-05+0.00013769i,1.4581e-05-5.1071e-06i,0.00089593-0.0004626i,0.0012787-0.00064289i,0.0011576-0.0001883i,0.00061926+0.00025846i
-0.00040598-0.00088364i,0.00034512-0.0020706i,0.0016613-0.0030152i,0.0013601-0.0031063i,0.00032148-0.0033192i,0.00062613-0.0024481i,0.0012215-0.00014897i,0.00077009+0.0013311i,3.1004e-05+0.0015799i,-0.00046537+0.0014999i,-0.00095933+0.0002519i,-0.00057929-0.0012086i,0.00047996-0.00095763i,0.00062395+0.00030661i,-0.00030671+0.0010389i,-0.00077639+0.00021895i,0.00024797+0.00046984i,0.00038361+0.0011061i,-0.0004176+8.9731e-05i,-0.0012167+6.302e-05i,-0.0015768+0.00041268i,-0.0012767+0.00056422i,-0.00043137+1.2323e-05i
0.0015497+0.00082168i,0.002466+0.00086912i,0.0030582+0.00037332i,0.0031546-0.00073661i,0.0022564-0.000326i,0.00091808+0.00023905i,0.00023817+0.00026737i,-0.0001658-8.1489e-05i,-0.00048266-0.00076803i,-0.00019396-0.0010264i,0.00028321-0.00081673i,0.0005844-0.00064821i,0.00051664-0.00046504i,0.00054409-0.00029814i,0.00027674-6.2793e-05i,-0.0001592+3.7772e-05i,0.00033856+7.4804e-05i,0.00020434+0.00035543i,-0.00030763+0.00021443i,0.0001159-0.00050586i,0.00014875-0.00058705i,-0.00062605-0.00032196i,-0.0004474-0.00027489i
0.0023312+0.00047387i,0.0019287-0.00010409i,0.0025468-0.0020141i,0.0023801-0.0032814i,0.00047082-0.0040209i,-0.00058378-0.0034728i,-0.00055384-0.0014475i,-0.00031917-0.0010336i,0.00016649-0.0015833i,0.00076775-0.0013608i,0.00048467-0.00060511i,-0.00040842-4.9398e-05i,-0.00090968+0.00067274i,-0.00067114+0.00010922i,-0.00074465-0.00090984i,-0.00092971-0.00032898i,-1.3219e-05+0.00096203i,0.00038352+0.00097298i,0.00045788+0.00042387i,0.00074779+0.00011507i,0.00087601-8.4351e-05i,0.00021819-0.0001958i,-0.00057571-0.00064843i
0.0016077-0.0016157i,0.00084782-0.0020105i,0.00036408-0.0025585i,0.00010313-0.0027384i,-0.00079274-0.0026235i,-0.00016876-0.0014796i,0.00087527-0.00040124i,0.00073763+0.00066766i,8.5846e-05+0.00095506i,-5.1636e-05+0.00023298i,-1.5568e-07+3.9683e-06i,0.00014673+0.00033643i,0.00054158+0.00080567i,-3.6023e-05+0.00080771i,-0.00026249-5.6819e-05i,-0.00033319-0.00075403i,-0.00118-0.00025668i,-0.00093835+0.0005086i,-4.9821e-05+0.0011391i,0.00055109+0.0016487i,0.00035987+0.0012538i,-0.00034724-0.00028337i,-0.00057338-0.0010173i
0.0011472+0.0015825i,0.0016484+0.00084072i,0.0016633-0.00044897i,0.0016625-0.0019487i,0.0023399-0.0020735i,0.00161-0.00084602i,-0.00028274+0.00036196i,-0.0013361+0.0011575i,-0.0010222+0.0010984i,-0.00028579+0.00018777i,0.00050052+0.00023547i,0.00083526-5.4967e-05i,0.00030288-0.00038753i,-0.0003061+0.00028115i,-0.00043436+0.00023366i,-0.00063738-0.00016296i,-0.00092951-0.00052923i,-0.00058006-0.00029023i,-0.00020509+0.00036706i,-0.00032478+0.00036983i,-0.00041363-0.00025174i,-0.00051193-3.5285e-05i,-0.00071816+0.00093454i
0.00016515+0.00086817i,5.7385e-05+0.00074433i,0.00015677-0.00048382i,0.00032681-0.0014096i,-0.00031229-0.0012438i,-0.00060495-0.00071091i,-0.00025726-0.00073225i,-4.9031e-05-0.0013817i,0.00058525-0.0016308i,0.0011436-0.0018596i,0.00035941-0.0017346i,-0.0001038-0.0005409i,0.00023128+5.5151e-05i,-0.00012298-0.0002108i,-0.00071829-0.00081716i,-0.00061458-0.0010451i,-0.00022642-0.00058604i,4.9378e-05-0.0005532i,0.00039067-0.0004409i,-0.00010121+8.4738e-05i,-0.00060575+0.00025272i,-1.5614e-05+0.00024281i,0.00025479+0.00016521i
-0.00032403-0.0021784i,-0.00045932-0.0027642i,0.00017196-0.002601i,6.5819e-05-0.0017992i,-0.00030017-0.0012281i,5.3448e-05-0.0022641i,0.0010227-0.0017792i,0.0012294-0.00073605i,0.00067401-0.00096447i,0.00090024-0.00045372i,0.0011078+0.00040043i,0.00089588+0.00064152i,0.00060617-0.00030607i,0.00051764-0.0008217i,0.00057603-0.00072854i,-0.00011131-0.00059417i,-0.00050167-0.00036382i,-0.00025872-0.00014741i,-0.00059433-0.00027626i,-0.00031539-7.1344e-05i,0.00036478+5.5958e-05i,0.000266-0.0002721i,-0.00019227-1.1791e-05i
0.00012606-0.0013982i,0.00061671-0.00040136i,0.00063588-0.00028624i,0.00067261-0.0013327i,0.00078792-0.0011061i,0.00088104-0.00045119i,9.8918e-05+0.00019902i,-0.00067512+0.00038719i,-0.00096228-0.00015709i,-0.0010563-0.00056883i,-0.00086112+1.1208e-05i,-0.00013977+0.00050979i,6.4013e-05+3.6093e-05i,-0.00046508+6.3567e-05i,-0.0006999+0.00037109i,-9.9858e-05-0.00019791i,0.00027538+0.00024359i,-0.00032479+0.00078606i,-0.00064326+0.00035992i,-0.00047667+0.00047305i,-0.00039827+0.00045068i,-0.00039153+0.00055628i,-0.00030065+0.00032715i
-0.00053793-0.0029834i,-0.00088192-0.0034982i,-0.00065404-0.0033432i,-0.00019105-0.0035907i,0.00040821-0.0032165i,0.00047564-0.0020758i,-5.3698e-06-0.0006389i,-0.00051128+6.5689e-05i,-0.00042761-0.00031331i,-3.0465e-05-0.00032511i,-0.00050721-0.00011213i,-0.00024288+8.5582e-05i,0.00057176-0.00010328i,-0.00029897-6.6964e-05i,-0.0008271-5.3877e-05i,-0.00073164-0.00061996i,-0.00090856-0.00081329i,-0.00050284-0.00021378i,-0.00055402+0.00032765i,-0.0008307+0.00016954i,-0.00054797+6.5858e-06i,-0.00029328+0.00036747i,6.9075e-05+0.00059558i
0.0010454-3.8344e-05i,0.0013549-0.0012928i,0.0017564-0.0021498i,0.0013109-0.0023816i,0.00020103-0.0019216i,-9.8299e-05-0.0021254i,0.00011736-0.0018859i,2.8835e-05-0.00087518i,-2.4129e-05-8.43e-05i,-8.8294e-05-0.0011025i,0.00021922-0.0015331i,-0.00012259-0.00024393i,-5.5592e-05-0.00033392i,0.00067093-0.0006345i,0.00074538-0.00017116i,6.0184e-05+3.6743e-05i,5.5975e-05+0.00030221i,0.0010549+0.00070577i,0.0009545+0.0009823i,0.00012333+0.000487i,0.00045112+0.00013086i,0.0011935+0.00041256i,0.00086957+0.00050909i
