-0.0022064+0.00097204i,-0.00034964+0.00027688i,-0.00055789+0.00038416i,-0.00010955+0.00010457i,0.00050369+0.00061829i,-0.00025431+0.0017905i,-0.00071674+0.0012i,0.00025853-2.8923e-05i,0.0015284-6.5358e-05i,0.0016253+3.9692e-05i,0.00081863-0.00074056i,0.00040842-0.0017674i,-1.0559e-05-0.0018972i,-0.00072741-0.0014574i,-0.0012826-0.001385i,-0.00058095-0.00074806i,0.00045331+0.00010643i,0.00037802+0.00016369i,0.00016369-0.00032681i,3.1315e-05-0.00061326i,0.00027441-0.00030899i,0.00081649+8.2178e-05i,0.00026449+3.7246e-05i
0.0011144+0.00062971i,0.0013048+0.00034961i,0.0015247-3.0614e-05i,0.0011113-0.0015964i,0.00084199-0.0031232i,0.00013024-0.0020879i,-0.00079827-0.00019856i,-0.00057622+0.000101i,0.00075133+3.7872e-05i,0.00091245-0.0002307i,0.00016037-0.00057516i,-0.00024475+6.2449e-05i,-0.00087841+0.00060347i,-0.0015302+0.00058194i,-0.0012511+0.0010552i,-0.00049944+0.0010655i,-0.00046325+0.0007784i,-0.00011012+0.00040445i,0.00012929+0.00034754i,-0.00016496+0.00011918i,0.00023974-7.9519e-05i,0.0006677-2.2163e-05i,0.00010553+0.0001544i
-9.9785e-05+0.00069827i,-0.00089618+0.00038548i,-0.00069872+0.0013298i,0.00033709+0.0012368i,0.00097097-0.00040925i,0.001075-0.00083601i,0.0013713-0.00030016i,0.0010293-0.00042572i,0.0002696-0.00082216i,0.00021281-0.00091655i,0.00032786-0.00067147i,-0.00057082-0.00066109i,-0.0011183-0.0006264i,-0.00032279+0.00030254i,7.8781e-05+0.0010026i,-9.3589e-05+0.00040625i,-0.0002506-0.0006302i,-0.00018293-0.00060944i,0.00024071-0.00056824i,0.00012109-0.0003275i,-0.000633+0.00040075i,-0.00061706-5.5326e-06i,0.00022831-0.00039397i
-0.00046515+0.0029935i,4.2106e-06+0.0012881i,0.00051176+0.00050513i,0.0017904-6.5673e-05i,0.002887+0.00015908i,0.0019336-2.4984e-05i,0.00032468-3.3319e-05i,-0.00043435+0.00021072i,-0.0004056+8.4884e-05i,0.00044496+0.00045273i,0.00082898+0.00063371i,0.0007828-5.5711e-05i,0.00075177-0.00017627i,0.00052389-5.6758e-05i,-0.0001824+0.00060401i,-0.0011506+0.0010938i,-0.00076973-0.00019195i,0.00038655-0.00099069i,0.0010426-0.00053601i,0.0011625-0.00070105i,0.00095538-0.0016428i,0.0010631-0.0014684i,0.0011182-0.00074597i
-0.0011017-0.00069081i,-0.00041995-0.00095949i,-0.00064607-0.00061293i,-0.00036206-0.00045021i,0.00064278-0.0011604i,0.0010728-0.0012672i,0.00091849-6.3198e-05i,0.00099323-2.7414e-05i,-4.9091e-05-0.00096251i,-0.00069164-0.001628i,0.00011843-0.0010031i,0.00046435+0.00017355i,-0.00032133+0.00038932i,-0.00043701-5.6703e-05i,-4.3568e-05-0.00031746i,-0.00018291-2.7514e-05i,0.00019541+0.00028618i,0.00032504+0.00027595i,0.00045651+0.00039657i,0.00027193+0.00059475i,0.00014002-0.00016476i,0.00036674-0.0002619i,-0.00017007+0.00052338i
-0.00080075+0.00051884i,0.00013384+0.00050079i,0.0010896+0.0011673i,0.0021141+0.00089564i,0.0023349-0.00051764i,0.0022748-0.0013905i,0.0020555-0.0010249i,0.0010235-0.00089803i,-2.8105e-06-0.00070886i,-0.00034765-0.00030432i,-0.00035154-0.00035764i,0.0002318-0.0005733i,0.00019526-4.6409e-07i,-0.0004032+0.00062663i,-0.00031917+0.00093547i,2.8641e-05+0.0011689i,0.00035285+0.00025649i,0.00047091-0.00056406i,0.0008288-0.00036283i,0.00081494+0.00019489i,0.00048347+0.00033064i,0.00052391+2.3268e-05i,0.00020329-0.00016879i
0.0009566+0.00042817i,0.001363+0.0010122i,0.0013104-0.00015307i,0.00065115-0.00086407i,0.00012779-0.0008051i,0.00029686+0.00014885i,0.00091802+0.00050075i,0.00087514-0.00078311i,0.00022978-0.0021162i,-0.00037231-0.001726i,-0.00057149-0.00098534i,-0.00024632-0.00019516i,0.00010736+0.00046307i,-0.00045511+4.4067e-05i,-0.0010633-0.00075458i,-0.00072821-0.00030657i,-0.00031979+0.00028097i,-0.00018831+0.00014169i,-1.5589e-05+9.8003e-05i,-0.00011187+0.00018111i,-0.00012553-3.835e-05i,6.5353e-05-0.00018019i,0.00076914-0.00030914i
-0.00053148+0.0014662i,0.00028867+0.0012931i,0.00097246+0.00079161i,0.0012288-0.00030692i,0.0012703-0.00099433i,0.0014399-0.00078566i,0.0012582-0.00032872i,0.00057891-0.00023304i,3.7561e-05-0.00045699i,0.00048488-0.00024412i,0.00077078+2.0732e-05i,7.8565e-05-9.2022e-05i,-0.00056256-4.5675e-05i,-0.00043971-0.00013002i,0.00017823+0.00021837i,0.00047221+0.0014864i,0.00047339+0.0013946i,0.00066853+0.00016687i,0.00049407-0.0006124i,0.00010515-0.00036117i,0.00012965+3.4244e-05i,0.00060467+0.00019687i,0.00062979+0.00056753i
-0.0010185+0.00058132i,-0.00095023-0.00061048i,0.00027774-0.00085463i,0.001587-0.0004463i,0.0018286-0.00023032i,0.001046-0.00072069i,0.0005543-0.0012245i,0.0014591-0.0011079i,0.0014161-0.0013504i,0.00032396-0.0012063i,0.00018066-0.00061977i,0.00061799-0.00019704i,2.5866e-05-6.06e-05i,0.00034601+5.6863e-05i,0.0010434+0.00087533i,0.00088369+0.0011936i,0.00038079+0.00066548i,0.00053073+0.00066455i,0.00066637+0.00012299i,0.00073985-0.0001906i,0.00098356-0.00018478i,0.00015257-0.00030981i,-0.00020926+0.0001787i
0.00041856+0.00019465i,9.4867e-06+0.00097952i,0.0001285+0.00012291i,0.00091754-0.0010912i,0.0012194-0.0011956i,0.0013182+1.7668e-05i,0.0015577+0.00058437i,0.0015501-0.00029085i,0.00075188-0.0014401i,-0.00032688-0.0012845i,-0.0010659-0.00053436i,-0.0015229-0.00014734i,-0.0010129-1.6929e-06i,-0.00060886+2.2301e-06i,-0.00049113+0.00021592i,0.00035709-0.00053404i,0.00072741-0.00066997i,2.8543e-05-0.00064784i,-0.00027102-0.0010191i,-4.5143e-05-0.00071429i,0.00013284-0.00053644i,7.7932e-05-0.00096366i,-2.5671e-05-0.00062066i
-0.00083266+0.00061264i,0.00055338+0.00091966i,0.0012668+0.001094i,0.00079303+0.00067292i,-0.00011104-0.00033526i,-0.00054426-0.00025888i,-0.00037597+0.00020855i,5.5295e-05+3.2664e-05i,0.00033894+0.00012262i,-4.5058e-05+0.00052041i,2.1518e-05+0.00024768i,0.00038159+0.0003559i,0.00075075+0.00082602i,0.00093457+0.0005593i,0.00014974-2.9753e-05i,-0.00034105+0.00015738i,-0.00028375-6.0786e-05i,9.3539e-05-0.00058801i,0.00077702-0.00079555i,0.00030598-0.00027979i,0.00041532+0.00028285i,0.00036678+0.00015366i,0.00046917+0.00019636i
0.0019733-0.00044257i,0.00085651+0.00017004i,0.00062518-0.00028755i,0.00028934-0.0012468i,0.00065587-0.0011534i,0.0014+0.001151i,0.00094632+0.0020975i,0.00021441+0.00095404i,0.00014241-0.00051056i,0.00010072-0.0014366i,-0.00014278-0.0014011i,-0.00038717-0.0012835i,-0.00021663-0.00048263i,-0.00060007+0.00037256i,-0.00074692+0.0003617i,-0.00014037-0.00017212i,0.0006912-0.00028266i,0.00094275+0.00033084i,0.00060354+0.00044239i,-5.8668e-05+0.00025766i,-0.00022186+0.00016866i,0.00022419-4.8017e-05i,0.00028791+0.00038388i
6.5492e-05+0.00038875i,0.0011017+0.00021912i,0.0017367+0.00039466i,0.0026745-3.3177e-05i,0.0020986+0.00010304i,0.00028931+0.00053757i,0.0004137-0.00011352i,0.00075417-0.0012085i,0.00087339-0.0012458i,0.0010536-0.00068933i,1.4153e-05-0.0012151i,-0.0010741-0.0017632i,-0.0013504-0.00086217i,-0.0011235-0.00054865i,-3.2688e-05-0.00043841i,0.00028234+2.6765e-05i,-0.0002411+0.00012804i,-0.00010854-0.00031993i,0.00017816-0.00032356i,0.0006738+0.00054845i,0.0009285+0.00089562i,0.00019783+0.00040016i,-0.00014946-0.00034311i
-0.00064588+0.00086342i,-0.00042579+0.00093588i,0.00035641+0.0013237i,0.00068916-0.00021296i,0.0012602-0.0014382i,0.00054259-0.00034163i,-0.00048098+0.00063189i,-2.2459e-05+0.00024753i,0.00023304-0.00088762i,0.00010932-0.0011118i,2.4672e-05-0.00089784i,-7.2317e-05-0.00036324i,-0.0003705+5.5987e-05i,-0.00038642-0.00023894i,0.00013709-7.605e-05i,0.00073557+0.00018573i,0.00058701-6.3562e-05i,-6.8444e-05+0.00035082i,-4.9288e-05+0.00027456i,0.0003694-0.00016904i,0.0007525-0.00046386i,0.0010806-0.00023077i,0.00074023+5.2094e-05i
-0.0010651+0.0016654i,-0.00070679+0.00070492i,6.5303e-05+0.00082769i,0.0015779+0.00024348i,0.002811-0.00043092i,0.0020986-0.0006416i,0.00059187-0.00037803i,-0.00020155-0.00038991i,0.00015935-0.0004374i,0.00039215-0.00011423i,-0.00050999+0.0001809i,-0.00094258+0.00021626i,-0.0014206+0.00023027i,-0.0018679+0.00019151i,-0.0013684+0.0001203i,-0.00020174+0.00033435i,0.00030183+0.000847i,4.9474e-05+0.00066906i,-0.00035956+0.0001334i,-0.00023652+0.0002175i,-2.4987e-05+0.00055893i,0.00032633+0.00045486i,0.00089635+0.00028993i
0.0014415+0.0009717i,0.0015802+0.0013186i,0.0017816+0.00080145i,0.0017731+0.00011168i,0.0013258-0.00066809i,0.0011452-0.00052099i,0.00097305+0.0010233i,0.00095783+0.00078607i,0.00036204-0.0010191i,-0.00043793-0.0015353i,-0.00075704-0.00085223i,-0.00043757-0.00044517i,0.0003747-0.00034232i,0.00031645-0.00010841i,0.00032801+0.00016828i,0.00073025-0.00049533i,0.00062288-0.00044562i,2.5894e-05-0.00027335i,-0.00044817-0.00061634i,0.00016345-0.00013746i,0.0012563+0.00082737i,0.00076389+0.0011304i,-7.7273e-05+8.5216e-05i
-0.0010558+3.8648e-05i,-0.00090349-0.00019311i,-0.0001751-0.0011212i,-0.00042915-0.0018867i,-0.00054579-0.0011205i,-0.00052887-0.00042696i,-0.00020126-2.8513e-05i,0.00061164-0.00039731i,0.00076591-0.00087488i,0.00014183-0.00063201i,-0.00077042-0.00073095i,-0.00070863-0.00089151i,-0.00016021-0.00069098i,-0.00027485-0.00082328i,0.00017481-0.00023286i,0.00028386+0.00047262i,-0.00014039+0.00063146i,-0.00069965+0.00099607i,-0.0011198+0.0013236i,-0.00077621+0.0012864i,-2.9828e-05+0.0012517i,0.0010232+0.00043565i,0.0016176+0.00012024i
0.00024329+0.00059502i,0.00011732-0.00039379i,0.00041686-0.00014928i,0.00024775+0.0002686i,0.00038258+0.00019833i,0.00077114-0.00013529i,0.0012498+8.0724e-05i,0.0014042+6.8255e-06i,0.00028161-0.00030772i,-0.00057314-0.00014823i,-0.00069857-0.00062717i,-0.00034111-0.00063729i,-0.00011681-9.2472e-05i,0.00010963+7.1278e-05i,-0.00018598+0.00044839i,-0.00091345+0.0010461i,-0.00070208+0.00069664i,-0.00037925+0.00063399i,-0.00070478+0.0010262i,-0.00096317+0.0005507i,-0.00070233-9.5192e-06i,-0.00071772-0.00030708i,-0.00071571-6.1853e-05i
0.0001106+0.00037939i,-2.6682e-05-0.00030213i,0.00037278+0.00020295i,0.00083691-0.00022907i,0.0010922-0.00055421i,0.0015053-0.00015972i,0.0016196-0.00017067i,0.00099284-0.00076313i,0.0003637-0.001111i,0.0011226-0.00046614i,0.00098561-0.00016952i,0.0003196-0.00017392i,0.00021801+0.00060934i,-1.5429e-05+0.00082746i,0.0001523+4.0196e-05i,0.00034322-0.00061204i,0.00048656-0.00030008i,0.00037272+0.00026296i,-0.00021968-0.00033761i,-0.00026837-0.00052017i,-0.00048436+0.00028665i,-0.00079444+0.00093606i,-0.00022604+3.3908e-05i
-0.0011362-0.0001241i,-0.00064558-0.00094669i,-0.00067974-0.0010547i,6.8893e-05-0.00084015i,0.00084652-0.00031598i,0.0011932-0.00049728i,0.0014065-0.00023426i,0.0010174-0.00012014i,0.00011483-0.00046176i,-0.00047659-0.00011108i,-0.00016804+0.00012663i,0.00024888-0.00031982i,6.4913e-06-0.00061923i,-1.1868e-05-0.00052103i,-0.00018325+1.3308e-05i,0.00019401+9.4274e-05i,0.0010875+0.00083018i,0.0014315+0.0015234i,0.0014408+0.001062i,0.0010473+0.00018236i,7.9467e-05-0.00012658i,-0.00039984+0.00038704i,-0.00039021+0.0002637i
-0.00031221+0.00054378i,0.0004344+0.00079204i,0.00023164+0.0010297i,0.0010634+0.00032428i,0.0017768-0.00049919i,0.0016755-0.0011402i,0.0018452-0.0013832i,0.0014467-0.0012087i,0.00051808-0.0011853i,-0.00030521-0.0013672i,-0.00069285-0.0013609i,-0.00029119-0.001077i,0.00053927-0.00037909i,0.00076327+0.00059148i,8.3582e-05+0.00082383i,-1.1488e-05+0.00076065i,2.8356e-05-3.5154e-05i,3.7595e-05-0.00089663i,0.00023814-0.0010165i,-0.00020235-0.00071232i,-0.00021974+0.0001374i,-0.00049952+0.00053562i,-0.0013895+7.0429e-05i
-0.0012435-0.00092391i,-0.00018678-0.00039447i,0.00074282-0.00039089i,0.00054364-0.001008i,0.00035741-0.001107i,0.00069455-0.00025519i,0.0010322-1.4412e-05i,0.0015364-0.00072628i,0.00054906-0.00045151i,5.4741e-05+0.0005479i,0.00012168+0.00058672i,0.00014776+0.00026162i,0.00045776+0.00016611i,0.00051164+0.00023889i,0.00016089+0.00069461i,-0.00053067+0.0011137i,-0.00048791+0.00068636i,-0.00010564-3.7541e-05i,0.00029249-4.3608e-05i,-0.00014912+6.8054e-08i,-0.00040913-0.00013576i,-1.2888e-05-0.00014654i,-9.7419e-05-0.00028722i
0.00090455+0.00022929i,-1.1627e-05-7.4916e-05i,-0.0010552-0.00040046i,-0.00094603-0.00041316i,-0.00034102-0.0005386i,-6.3406e-05-0.00024383i,-6.0284e-05+0.00061837i,-0.00054097+0.00086352i,-0.00092522-3.8701e-06i,-0.00034001-0.0011894i,-0.00026895-0.0013134i,-0.00069263-0.00047401i,-0.00038246+0.00017681i,-0.00013047+9.2968e-06i,8.7202e-05+0.00014314i,0.00030453-0.00027016i,0.00013633-0.00061463i,-0.000114-0.00046502i,-1.5261e-05-0.00032777i,-0.00012014-0.00064849i,8.271e-06-0.00027363i,0.00021371+0.00056097i,-0.00024691+0.00027476i
-0.00017262+0.00095239i,0.00035914+0.00032019i,0.0010021+0.00082793i,0.0014815-0.00011039i,0.0018562-0.00076093i,0.0010163-1.1931e-05i,4.538e-05+0.00063821i,5.2839e-05+0.00089015i,0.00021323+0.00041947i,0.00030154-0.00065221i,0.00067673-0.0010927i,0.00044032-0.00064843i,2.6496e-06+0.00011593i,5.0331e-05+0.00056879i,0.00028143-5.6278e-05i,0.00015813-0.00073131i,-0.0003638-7.996e-05i,-0.00025012+0.001071i,0.00035682+0.0011902i,0.00066611+0.00034574i,0.00037901+0.0002502i,0.00016339+0.00066133i,-2.4318e-05+0.00044121i
-0.00024732+0.0012664i,0.0012366+0.00040046i,0.0017672+0.00077726i,0.0018655+0.00030083i,0.0013135-9.2504e-05i,0.0015226-0.0001119i,0.0016283-0.00069495i,0.0011218-0.00027491i,0.0003086+0.00017083i,-0.0010185-0.00029777i,-0.0014401+0.00010588i,-0.00078387+0.00088792i,0.00016507+0.0010469i,0.00014849+0.00045352i,-0.00036961-0.00047857i,-0.00033335-0.00039785i,-0.00023426-0.00031341i,-0.00030043-0.00037965i,-0.000634-0.00012723i,-0.00023295-0.00013872i,0.00023956-0.00026647i,0.00093749-0.00013693i,0.00090759+0.0001062i
-0.00011518+0.0018497i,-0.00055768+0.00063643i,-0.0006451-0.00034154i,-4.6642e-06-0.00031552i,-0.00016154-2.2594e-05i,-0.00028553+0.0011709i,0.00040978+0.0017441i,0.0013562+0.00058205i,0.0013702-0.00098526i,0.0005163-0.0015521i,-5.3923e-05-0.00079395i,-0.00012818-0.00034129i,-0.00018905-0.00058686i,-0.00056692-0.00045178i,-0.00048229+0.00023785i,3.6339e-05+0.00038631i,0.00010324-0.00048889i,0.00036071-0.00063376i,0.00033167-0.00054321i,0.00036619-0.00038121i,0.00047413-0.00031612i,0.00052253-0.0003779i,0.00045874-3.6087e-05i
-0.00022672-0.0010152i,4.1364e-05-0.00034759i,0.00082156-0.00031204i,0.00095627-0.00047656i,0.0013541-0.00043088i,0.001897+3.4982e-05i,0.00074621+0.00036222i,0.00014637-0.00035866i,0.00055285-0.00094269i,0.00012295-0.0010085i,-0.00016732-0.00050196i,-0.0005237+0.00029295i,-0.00039941+0.00042218i,0.00026965+0.00061397i,0.00058273+0.00024889i,0.00039353-0.00048862i,0.00085272+0.00035801i,0.0011313+0.0014427i,0.00020327+0.00015091i,0.00017215-0.00073431i,0.00075504-0.00013229i,0.00047782-1.0127e-05i,-0.00015439+3.4861e-05i
0.001475+0.0013082i,0.0015133+0.0009533i,0.0015352+0.00055137i,0.0013374-0.00031346i,0.00084773-0.00095958i,0.0014884+3.7474e-05i,0.002049+0.0012125i,0.0014713+0.00077049i,0.00080205+5.9336e-05i,0.00045168-8.8746e-05i,0.00054899-0.00023502i,-0.0003278-0.00054103i,-0.0013377-0.00058393i,-0.0013669-0.00060476i,-0.00053513-0.00056664i,8.4093e-05+8.3998e-05i,-4.6876e-05+0.00020523i,1.4828e-05+0.00012109i,0.00037437+0.00019448i,0.00091061+8.6428e-05i,0.001286+3.8037e-05i,0.0013249+6.3605e-05i,0.00082805+0.00026105i
-0.00066471-0.00031178i,-0.0001038-0.0010601i,-0.00014657-0.0012294i,-0.00062117-0.00040529i,-0.0013397-4.8786e-05i,-0.0017467-0.00054565i,-0.00053393-0.0010041i,0.0010552-0.00033634i,0.00075869-0.00032794i,-7.4732e-05-0.0011955i,-7.62e-05-0.00057137i,-4.8114e-05+0.00050991i,0.00020737+0.00043842i,0.00045149+0.00020716i,-0.00024918+7.5241e-05i,-0.00024557-0.00027002i,0.00060888-0.00032953i,0.0009381-0.00083987i,0.00066718-0.0011129i,0.00094333-0.00068032i,0.00058034+9.6794e-05i,-0.00012308+0.00061697i,-0.00023047+5.5064e-06i
0.0015938-0.00011485i,-0.00029439+0.00051309i,-0.00076084-0.00019217i,-0.00014932-0.001216i,0.0010541-0.0011129i,0.001712-0.00019398i,0.0012968+1.2855e-05i,0.0014456-0.0003368i,0.0014233-0.00022999i,0.00093938+3.0084e-05i,0.00038715-0.00019741i,0.00020259-0.00028889i,0.00046247+0.00023967i,0.00083871+0.0011374i,0.00057677+0.0013066i,0.00049292+0.00056897i,0.00029903-0.00054778i,0.00025027-0.00057359i,0.00025344-0.00012997i,-2.6568e-05-0.00011043i,0.00051825+0.00018074i,0.00078646+5.8506e-05i,0.00054113-0.00011996i
-0.00026061+0.00062628i,0.0014036+0.0002216i,0.00090742-0.00012237i,-0.00042772-0.00076104i,-0.0011113-0.00062253i,-0.00045642+0.00018623i,0.00093981+0.00087536i,0.00071014+0.00049989i,-0.00042326-0.00060731i,-0.00035128-0.00087736i,-0.00024565-0.00093784i,2.6116e-05-0.0006024i,-0.00030581-0.00049041i,-0.00064861-0.001325i,0.0001421-0.00099233i,0.00055815+0.00025568i,0.00051567+0.00041615i,0.00066185+2.4082e-05i,0.00054487-6.9639e-05i,0.0002279-6.2288e-05i,0.00017413-0.00016417i,0.0009439-0.00068562i,0.0010751-0.00078139i
0.0003864+1.9224e-05i,0.00059856+0.00020029i,0.0009422+0.00010141i,0.0010677-0.00041834i,0.0014784-0.0004794i,0.002145+0.00035959i,0.0020076+0.00083945i,0.0012257+0.00061956i,0.00047937-2.4382e-05i,0.0004478-0.00088796i,0.00032641-0.0011318i,0.00019735-0.00040766i,0.00049416+0.00081544i,-0.00019195+0.00071836i,-0.00054087-0.00016916i,0.00045038-0.0001287i,0.00090199+0.00044998i,0.00031485+0.00058327i,-0.00014271+9.479e-06i,-0.00046773-0.00028377i,-0.001126-0.00054215i,-0.00077757-0.00051033i,0.00071154-0.00036279i
0.0011437-0.00044415i,0.00089316-0.000864i,0.0014133-0.0013832i,0.0015004-0.0013976i,0.0003729-0.00032178i,-0.00076114+0.00093387i,4.305e-05+0.0012281i,0.0011041+0.00079675i,0.0013051-0.00014548i,0.00097347-0.0010845i,-1.4065e-05-0.001546i,-0.00020039-0.00096659i,-0.00014419-0.00061272i,7.383e-06-0.00042572i,0.00034314+0.00057514i,0.00045941+0.00064495i,0.00061402+0.00028933i,0.00067538-0.00015872i,0.00051715-0.00045483i,0.00082242-0.00028301i,0.0010612+0.00021531i,-1.923e-05+0.00043177i,-0.00095595-0.00023667i
-0.00013949+1.8894e-06i,0.00027389+0.00069311i,0.00025401+0.00079098i,0.00011681+0.00067377i,0.00027266+0.00017552i,0.00073352-0.00014654i,0.0007637-0.00049091i,0.0010727-0.00085204i,0.0010149-0.0007143i,0.00055128-0.00046924i,-1.0932e-05-6.6741e-05i,-9.2097e-05-0.00072992i,-0.00022045-0.0016524i,0.00023085-0.00085785i,0.0011009+0.00071957i,0.00097057+0.0011913i,0.00068708+0.00033337i,0.00027126-0.00030451i,0.00064825-0.00041325i,0.00086767-5.1165e-05i,0.00041235+0.00011339i,8.4673e-05+6.6852e-06i,0.00025099+0.00051387i
-0.001367+0.001672i,-0.00045416+0.00051406i,-6.7064e-05-0.00031595i,0.00051301-0.00034297i,0.0016842+0.00027374i,0.0018893+0.00052188i,0.0013559-0.00059137i,0.0006387-0.00099498i,0.00019304-0.00086037i,0.00036701-0.00073162i,0.00029972+0.00032637i,-0.00029685+0.00068336i,-7.8603e-05+0.00059054i,0.0002342+0.00086943i,-3.4462e-05+0.0013054i,-4.1936e-05+0.0016251i,0.00025319+0.0011234i,0.00050144-0.00026265i,0.0005614-0.00097839i,0.00078684-1.5043e-05i,0.00054814+0.00036701i,0.00029708-0.00028837i,6.1844e-05-0.00063877i
0.00089093-2.0546e-06i,0.00020626+0.00017534i,-0.00047106+0.00041755i,0.00021314-0.00059243i,0.00070846-0.0014785i,0.0015159-0.00043454i,0.0020555+0.00078876i,0.0019483+0.00031478i,0.00091033-0.00073103i,0.00030896-0.00095375i,-0.00028049-0.00066197i,-0.0011467-0.00023738i,-0.00058581+0.00032963i,0.00061682+0.00084113i,0.00081811+0.0013182i,0.00061451+0.00040473i,0.00018272-0.0010016i,-0.00065028-0.00096663i,-0.00028314+3.2983e-05i,0.00015552+0.00036924i,-0.00019954-0.00025194i,-0.00022641-0.00079705i,0.00026862-0.00065417i
-0.00062303+0.00043758i,-0.0005265+0.00068182i,0.00057651-4.781e-05i,0.0016134-0.0011448i,0.0015044-0.0016194i,0.00034708-0.0013657i,5.2817e-05-0.00031706i,0.00078787-0.00039895i,0.0010796-0.00088353i,0.0011021-0.00092506i,0.00087624-0.00092739i,8.5053e-05-0.00067692i,-0.00026364+0.00024862i,-0.0003704+0.00094419i,-0.001108+0.0018218i,-0.00072529+0.0016167i,0.00028051+0.00070387i,0.00096674+0.00057761i,0.0016565+0.00035845i,0.0016299-0.00035905i,0.00090275-0.00051514i,0.0002141-0.00035257i,2.9562e-05-0.00071919i
0.0012939+0.00081906i,0.0017669+0.000471i,0.00178+8.455e-05i,0.00098019-0.00099378i,-0.00016357-0.0013367i,-0.00043032-0.0010308i,2.4604e-05-0.00036328i,0.00053301-0.00086727i,0.00047174-0.0012698i,-0.00010315-0.00069788i,-0.00038501+9.7222e-05i,-0.00016244+0.00036332i,-0.00040031+0.00044745i,-0.0006176+0.00069135i,0.00023561+0.00054917i,0.00069262+0.00085886i,0.00024772+0.0005446i,0.00024407-0.00028841i,0.00054462-0.00040503i,0.0013058+2.1124e-05i,0.0011105-0.00029184i,0.00060049-0.00083031i,-0.00016109-0.00067194i
-0.00011683-0.00051021i,-0.00033209+0.00029263i,-0.00022551-0.00042257i,-0.00031076-0.00091325i,0.00046416-9.6195e-05i,0.0016325+0.00070614i,0.0019914+0.00017458i,0.0016156-0.00074082i,0.00076752-0.00097079i,0.00023019-0.00037686i,-0.00016395+6.5234e-05i,0.00023795+1.5993e-05i,0.00075781+0.00064425i,-9.4973e-06+0.00097548i,2.7977e-05+0.00061527i,0.00076119+0.00066221i,0.00052272+0.00042398i,0.00073426-0.00031715i,0.00050642-9.4501e-05i,0.00042116+0.00022482i,0.0010206-0.0001728i,0.00097994-0.00037296i,0.00037259+8.0313e-05i
-0.0013288-0.0010098i,0.00024486-0.00084609i,0.001135-0.00034049i,0.0011699-0.00039869i,0.001046-0.00016346i,0.0015212+0.00024315i,0.0020438+0.00036128i,0.0013634-0.00015382i,0.00068653-0.00083199i,0.00023791-0.00064031i,0.00019068-0.00033575i,-0.00016617-0.00036175i,-7.6694e-05-0.00054581i,0.00077136+6.3259e-06i,0.00044818+0.00026854i,-7.339e-05+0.00032824i,0.00044886+0.00037302i,0.00095408-3.7303e-05i,0.0010556-0.0002151i,0.00070382+0.00026552i,0.00066187+0.00070841i,0.00075447+3.562e-05i,0.00078053-0.00020725i
-0.00047445+0.0008077i,-0.0014869+0.0012016i,-0.0010718+0.0013931i,0.00034591+0.00064747i,0.00087295-0.00039877i,0.0012756+5.0946e-05i,0.00086224+0.00091283i,0.00076593+0.00051472i,0.0015306-0.00030924i,0.0017445-0.00095702i,0.00073073-0.00080145i,-0.0005972-0.000255i,-0.0010896+7.4349e-05i,-0.00066412+0.00022625i,-0.00024483+0.00073423i,-0.00040885+0.00092867i,0.00021396+0.00054597i,0.00074538+0.00041225i,0.00064207+0.00044377i,-2.9374e-05-5.0055e-05i,-0.00013918-0.0004645i,1.5763e-05-4.7704e-05i,-0.00049797+0.00048295i
0.00071483-0.0015346i,0.00089476-0.00065707i,0.00142-0.00085284i,0.0018501-0.0012875i,0.0018241-0.00051278i,0.00187+0.00030575i,0.0012495+0.00075846i,0.00067908-0.00011497i,0.0010656-0.00085229i,0.00094709-0.00074192i,0.00021149-0.0010143i,-0.0005498-0.00082326i,-0.0012262+0.00049607i,-0.0011602+0.00041503i,0.00013144-0.00044012i,0.0010211+0.00012423i,0.00069981+0.00028264i,0.0002063+4.9212e-05i,-0.00036413-0.00029304i,-0.00024504-0.0003793i,8.0549e-05+0.00073314i,0.0005328+0.00073013i,0.00092722+0.00060518i
-0.00089403+0.0013746i,0.00053214+0.001376i,0.0014062+0.0012517i,0.0014626+0.0010973i,0.00090366+0.00059881i,0.00050496+0.0005507i,0.00056338+0.00071841i,0.00060011+0.000175i,0.00028111-0.00095125i,-0.00074403-0.0013613i,-0.00079687-0.0017646i,0.00010698-0.001133i,-0.00015037+0.00028778i,-0.00089485+0.00057217i,-0.0011667+0.00040267i,0.00013925+0.00075867i,0.00086417+0.00070012i,0.00017314-7.014e-05i,0.00025276-0.00022952i,0.00065559+0.00013925i,0.00052381-0.00025948i,0.00045933-0.00021958i,5.0729e-05+0.00040202i
-0.00098431-0.00074766i,-0.00030591-0.00073453i,0.00024512-0.00091767i,0.00011619-0.0016371i,0.00068235-0.0018102i,0.0010531-0.00057307i,0.0014316+0.00035364i,0.0015042-0.00040693i,3.1846e-05-0.0009758i,-0.0012757-0.0011859i,-0.00093157-0.00060769i,-0.00037517+0.00020245i,-5.932e-05+2.603e-05i,0.00010746-0.0001705i,0.00012137-0.0002038i,0.00054654-0.00013897i,0.0010009+0.00015678i,0.00029657+0.00020459i,-0.00010342-0.00016333i,2.9284e-05+2.1622e-05i,0.0004393+0.00016074i,3.4438e-05+0.00034639i,-0.001342+0.00021958i
