-0.0022064+0.00097204i,-0.00034964+0.00027688i,-0.00055789+0.00038416i,-0.00010955+0.00010457i,0.00050369+0.00061829i,-0.00025431+0.0017905i,-0.00071674+0.0012i,0.00025853-2.8923e-05i,0.0015284-6.5358e-05i,0.0016253+3.9692e-05i,0.00081863-0.00074056i,0.00040842-0.0017674i,-1.0559e-05-0.0018972i,-0.00072741-0.0014574i,-0.0012826-0.001385i,-0.00058095-0.00074806i,0.00045331+0.00010643i,0.00037802+0.00016369i,0.00016369-0.00032681i,3.1315e-05-0.00061326i,0.00027441-0.00030899i,0.00081649+8.2178e-05i,0.00026449+3.7246e-05i
-0.34822+0.19918i,-0.3698+0.25851i,-0.29276+0.29038i,-0.15083+0.29951i,0.014419+0.23581i,0.078829+0.13626i,0.041043+0.087457i,0.014414+0.074769i,0.023951+0.049034i,0.024749+0.01407i,0.0066622-0.0052479i,-0.0059263-0.0082473i,-0.0050765-0.0064533i,0.0046511-0.0036188i,0.019165-0.0070699i,0.025802-0.020551i,0.019715-0.03461i,0.0062086-0.037897i,-0.0062493-0.025326i,-0.0079939-0.0037942i,-0.0028947+0.015012i,-0.0023972+0.027499i,-0.0054658+0.034367i
-0.018871-0.46006i,-0.040282-0.5237i,-0.040014-0.4703i,-0.069591-0.38049i,-0.12044-0.25767i,-0.097432-0.13207i,-0.033936-0.07533i,-0.020804-0.053245i,-0.027608-0.014663i,-0.017698+0.011173i,-0.003111+0.015817i,0.0092704+0.01603i,0.017137+0.012523i,0.014637+0.0054137i,0.0031342+0.00055148i,-0.0078404+0.0032292i,-0.01351+0.011767i,-0.0075466+0.014868i,0.0093621+0.003401i,0.019045-0.016969i,0.010605-0.030738i,-0.0042001-0.028892i,-0.0094669-0.016989i
0.23092+0.25754i,0.21245+0.32776i,0.16554+0.35979i,0.18127+0.32368i,0.19267+0.23732i,0.15097+0.16757i,0.10193+0.10734i,0.061964+0.03169i,0.026759-0.02546i,0.0014648-0.046824i,-0.02388-0.044877i,-0.045243-0.025889i,-0.049457-0.0062856i,-0.03768+0.0041109i,-0.020949+0.0053967i,-0.011182+0.00034302i,-0.0097279-0.0041308i,-0.011609-0.0060953i,-0.014245-0.0026791i,-0.011774+0.0059881i,0.0023171+0.014335i,0.021351+0.021096i,0.031887+0.018843i
-0.34408+0.12948i,-0.33405+0.089539i,-0.25069-0.047483i,-0.227-0.13599i,-0.22974-0.1136i,-0.18443-0.072958i,-0.1146-0.042254i,-0.058822-0.011642i,-0.037759+0.0078747i,-0.021006+0.028126i,0.017006+0.033774i,0.042784+0.014894i,0.040135-0.0045972i,0.021745-0.015391i,0.0027109-0.014935i,-0.0014296-0.0086588i,0.0060438-0.0088761i,0.008363-0.010641i,-0.0038655-0.00898i,-0.024799-0.0038816i,-0.040871-0.001532i,-0.043745-0.0069562i,-0.032953-0.011733i
0.11393-0.21022i,0.14071-0.13864i,0.16341-0.00018619i,0.18007+0.037906i,0.16062-0.014163i,0.099632-0.04387i,0.034218-0.030234i,-0.0022439-0.0012707i,-0.0076964+0.011083i,-0.017816+0.0064769i,-0.036044+0.016299i,-0.033782+0.034772i,-0.016133+0.040245i,0.0035271+0.03159i,0.01964+0.01304i,0.023895-0.0057194i,0.022732-0.014076i,0.024951-0.013624i,0.031113-0.0093702i,0.043202-0.0041372i,0.05234-0.0048211i,0.044584-0.010502i,0.023903-0.012102i
0.22001+0.20019i,0.21633+0.11327i,0.086075-0.037645i,-0.034321-0.10074i,-0.052943-0.095585i,-0.017233-0.08474i,0.022042-0.062726i,0.040959-0.043316i,0.028278-0.027935i,0.017116-0.017479i,0.022041-0.026739i,0.021353-0.039879i,0.0099275-0.039215i,-0.0053983-0.021231i,-0.01267+0.0051091i,-0.0096576+0.019648i,-0.0073264+0.018776i,-0.0049473+0.014341i,0.0023403+0.010618i,0.0090004+0.0055546i,0.0070803+0.0036517i,-0.0014256+0.00853i,-0.0076936+0.015891i
-0.20595+0.011084i,-0.15236+0.069107i,-0.0087801+0.136i,0.094371+0.16025i,0.12094+0.15373i,0.10227+0.12678i,0.048201+0.084451i,0.0093179+0.049609i,0.010629+0.016052i,0.0096309-0.0052681i,0.00068554+0.0066129i,0.0049613+0.021469i,0.011285+0.015805i,0.011992+0.0047857i,0.010584-0.0002225i,0.0076139+0.0029821i,0.0064311+0.0057945i,0.0013812-0.0030661i,-0.013215-0.013913i,-0.026439-0.016157i,-0.02292-0.015441i,-0.0063992-0.016171i,0.0079246-0.015933i
0.095648-0.26574i,0.0076105-0.34439i,-0.13598-0.31256i,-0.21238-0.20238i,-0.18943-0.087523i,-0.10488-0.033762i,-0.027993-0.047002i,-0.024284-0.060746i,-0.04884-0.024813i,-0.035308+0.0054204i,-0.016464-0.0072766i,-0.018771-0.018539i,-0.020685-0.010118i,-0.014763-0.00067526i,-0.004236+0.0032895i,0.0039794+0.0059981i,0.0039955+0.015608i,0.0046334+0.02812i,0.0094148+0.028879i,0.0064414+0.019302i,-0.0074202+0.0116i,-0.017669+0.009353i,-0.015135+0.0069607i
0.062218+0.19869i,0.15212+0.2349i,0.25014+0.20181i,0.26879+0.12842i,0.1875+0.067143i,0.083368+0.069851i,0.040994+0.089475i,0.042105+0.062256i,0.026941+0.0097611i,0.00070288-0.012108i,-0.0063749-0.0031569i,-0.0023075+0.0032045i,-0.0031075+0.0019085i,-0.0034983-0.00012384i,-0.0014614-0.0032855i,0.0011948-0.0081044i,-0.0013953-0.015002i,-0.0080485-0.014359i,-0.0056701-0.0033969i,0.0084491+0.0028752i,0.020728+0.0014205i,0.022129-0.00015745i,0.012846-0.001576i
-0.25259-0.071955i,-0.37756-0.068368i,-0.42923-0.025293i,-0.35961-0.010409i,-0.22331-0.070417i,-0.12457-0.14505i,-0.081237-0.1422i,-0.049047-0.0723i,-0.014098-0.010273i,0.0048236+0.0051666i,0.0015991-0.0024996i,-0.0017507-0.0011888i,0.0074576+0.0053946i,0.012604+0.0068121i,0.0060289+0.0019877i,-0.0044084-0.0058988i,-0.0057801-0.010772i,-0.00040033-0.018821i,-0.0030127-0.030619i,-0.012863-0.031309i,-0.019056-0.018107i,-0.019123-0.0032727i,-0.013666+0.0054935i
0.17633-0.030551i,0.289-0.064979i,0.35333-0.13482i,0.31792-0.17027i,0.2287-0.10472i,0.17153-0.014115i,0.11731+0.011735i,0.050676-0.0076782i,-0.00024403-0.028264i,-0.027426-0.023616i,-0.027247+0.00021943i,-0.014688+0.014862i,-0.009216+0.016867i,-0.0030066+0.015202i,0.0084876+0.010407i,0.017625-0.00012301i,0.014758-0.01273i,0.004114-0.016517i,0.001797-0.009617i,0.010213-0.0040064i,0.020367-0.010982i,0.023637-0.022349i,0.01535-0.021324i
-0.089853+0.17329i,-0.14776+0.27661i,-0.1632+0.3264i,-0.1253+0.26824i,-0.091315+0.14048i,-0.081832+0.04156i,-0.057734+0.0092295i,-0.022981+0.0041845i,-0.0019167+0.0025184i,0.0079856-0.0026961i,0.01062-0.0127i,0.0096564-0.020311i,0.0052147-0.026167i,-0.0039184-0.023807i,-0.01168-0.012041i,-0.012853+0.0025986i,-0.005601+0.014459i,0.0048222+0.016828i,0.0064957+0.016693i,-0.0014784+0.023342i,-0.010658+0.031211i,-0.013922+0.032638i,-0.0071828+0.024442i
0.045923-0.1443i,0.079297-0.25195i,0.055102-0.29113i,0.0040791-0.18914i,0.013366-0.018755i,0.051733+0.082017i,0.048332+0.091264i,0.018336+0.068396i,-0.0025529+0.045677i,-0.0042062+0.036934i,0.0098728+0.036122i,0.022243+0.029105i,0.021412+0.018294i,0.012771+0.0050362i,0.0085301-0.0048042i,0.011636-0.007751i,0.013267-0.0042209i,0.012524+0.0015414i,0.011273-0.0042332i,0.0063726-0.021437i,-0.0022977-0.033019i,-0.0092825-0.031039i,-0.011486-0.020312i
0.079261+0.092843i,0.10824+0.14978i,0.092012+0.15729i,0.026806+0.085086i,-0.066171-0.010666i,-0.11414-0.053827i,-0.078201-0.063856i,-0.031747-0.063168i,-0.015686-0.039332i,-0.014095-0.021213i,-0.026078-0.019386i,-0.036005-0.012129i,-0.030281-0.00086359i,-0.017297+0.0095609i,-0.0095633+0.020223i,-0.0072444+0.028413i,-0.0022446+0.02996i,0.0045585+0.024572i,0.0095422+0.019056i,0.012533+0.019535i,0.01415+0.022471i,0.014657+0.022738i,0.013747+0.016548i
-0.09978-0.10071i,-0.14042-0.14347i,-0.10522-0.12836i,-0.004824-0.061375i,0.094099-0.0054136i,0.1334+0.015495i,0.10945+0.026512i,0.072706+0.020811i,0.04066-0.0075952i,0.018121-0.023243i,0.014941-0.022634i,0.015948-0.022236i,0.0099893-0.018576i,0.0037356-0.0089846i,0.0047002-0.0042989i,0.0069508-0.01107i,0.00064261-0.019591i,-0.012077-0.017264i,-0.021157-0.0060015i,-0.018878+0.0010807i,-0.0097887-0.0008271i,-0.0044888-0.0048483i,-0.0042832-0.0036406i
0.076734-0.01523i,0.073926-0.00039979i,0.017365+0.032469i,-0.056509+0.022397i,-0.11048-0.024974i,-0.1201-0.066453i,-0.10721-0.080083i,-0.090185-0.050521i,-0.051152-0.007442i,-0.018167+0.0081198i,-0.011238+0.014574i,-0.0044815+0.026383i,0.0092117+0.026225i,0.017966+0.012624i,0.015088+0.0026486i,0.0097268+0.0050272i,0.01045+0.0073769i,0.012674-0.0014233i,0.014092-0.016373i,0.014791-0.024761i,0.014705-0.022455i,0.013637-0.015654i,0.0098827-0.0094958i
-0.089659+0.081932i,-0.071891+0.05263i,-0.0063252-0.049349i,0.081962-0.10097i,0.17027-0.063267i,0.21032-0.0074262i,0.18148+0.012483i,0.10577-0.0038181i,0.023096-0.014798i,-0.0161-0.0063541i,-0.015572-0.0063997i,-0.017263-0.011167i,-0.023449-0.0025163i,-0.017697+0.0070881i,-0.0041444-0.0011923i,0.00029023-0.022114i,-0.007071-0.031466i,-0.011893-0.021271i,-0.010662-0.0051548i,-0.0085959+0.00026907i,-0.0078586-0.0047652i,-0.0075647-0.0098449i,-0.0035579-0.0096669i
-0.018935-0.077032i,-0.019205+0.013455i,0.0034938+0.15002i,-0.022984+0.18792i,-0.12026+0.13077i,-0.18901+0.080806i,-0.15717+0.062675i,-0.071282+0.04953i,-0.0060366+0.022799i,0.010989+0.0011141i,0.011546-0.00088905i,0.019716-0.0032508i,0.021142-0.017279i,0.0055672-0.024038i,-0.010861-0.0073179i,-0.0075934+0.019064i,0.0075818+0.025317i,0.013682+0.011835i,0.0046858+0.00053731i,-0.0087967+0.0033146i,-0.016679+0.012969i,-0.017787+0.018156i,-0.014971+0.015065i
0.11864+0.056301i,0.065581-0.045679i,-0.06843-0.15596i,-0.096458-0.16913i,0.016468-0.12471i,0.11674-0.095837i,0.11062-0.07481i,0.047347-0.043353i,0.0015201-0.0085753i,-0.0071805+0.0096375i,-0.0092752+0.0093263i,-0.014676+0.012685i,-0.0067301+0.022969i,0.010373+0.020521i,0.014425-0.00089263i,-0.0036527-0.019816i,-0.020826-0.014865i,-0.016303+0.0026061i,0.00039766+0.012002i,0.013112+0.0099357i,0.014182+0.0013917i,0.0075445-0.0065074i,0.0006877-0.0081152i
-0.10343+0.078795i,0.034456+0.14009i,0.2135+0.12668i,0.19468+0.067815i,0.0079985+0.062989i,-0.11086+0.098195i,-0.092866+0.085796i,-0.035035+0.028863i,-0.009146-0.017959i,-0.0098866-0.028766i,-0.0079655-0.021845i,-0.0024929-0.022748i,-0.0098675-0.025771i,-0.020655-0.0085352i,-0.0074837+0.022659i,0.026496+0.035529i,0.04653+0.021968i,0.037426+0.0026492i,0.017939-0.0071494i,0.0072661-0.0053935i,0.0092071+0.0055565i,0.016529+0.018298i,0.018871+0.022008i
0.026749-0.19868i,-0.12753-0.17947i,-0.26248-0.030368i,-0.17917+0.066034i,0.029522+0.0021897i,0.1292-0.092651i,0.098917-0.088239i,0.044346-0.027668i,0.019853+0.01024i,0.015555+0.010406i,0.012101+0.0071206i,0.013219+0.016079i,0.023726+0.017033i,0.027016-0.003491i,0.0023384-0.025884i,-0.032202-0.022781i,-0.039962-0.0021491i,-0.022208+0.0089181i,-0.0046281+0.0051989i,0.0012464-0.0062653i,-0.0022239-0.020383i,-0.010605-0.030088i,-0.015057-0.026083i
0.15008+0.16073i,0.2717+0.039192i,0.25995-0.16755i,0.077288-0.19127i,-0.088875-0.0093692i,-0.10647+0.12774i,-0.062353+0.10247i,-0.044713+0.022117i,-0.046601-0.010542i,-0.037311-0.0025669i,-0.021827+0.0026875i,-0.017229+0.00044895i,-0.020131+0.0077107i,-0.0096846+0.023468i,0.024097+0.02523i,0.050909-0.00048409i,0.043291-0.028758i,0.016804-0.032659i,-0.0016436-0.018866i,-0.0032555-0.0028721i,0.0054392+0.0081173i,0.017251+0.011689i,0.023875+0.0071209i
-0.28395-0.033535i,-0.32945+0.13107i,-0.16346+0.2817i,0.075128+0.18676i,0.1644-0.062048i,0.11375-0.17988i,0.070016-0.13155i,0.063514-0.056072i,0.052389-0.02722i,0.025797-0.024194i,0.0065449-0.016463i,0.0041808-0.0074978i,0.0050849-0.010538i,-0.010021-0.018433i,-0.038992-0.0056615i,-0.049086+0.026189i,-0.030996+0.042819i,-0.0071891+0.033041i,0.0066234+0.013976i,0.005064-0.0021006i,-0.010601-0.011289i,-0.030396-0.0099601i,-0.035617-0.0022068i
0.24276-0.18206i,0.18273-0.33655i,-0.047803-0.33698i,-0.21667-0.10413i,-0.18642+0.14639i,-0.088767+0.20688i,-0.054454+0.14136i,-0.060776+0.080272i,-0.047424+0.054188i,-0.015355+0.034957i,0.0026498+0.013066i,0.0037261-0.0011769i,0.0045533-0.0019651i,0.019605-0.00069049i,0.037022-0.019863i,0.029745-0.044919i,0.0056649-0.043565i,-0.011244-0.021242i,-0.015557-0.0012204i,-0.0078678+0.010258i,0.010883+0.013912i,0.030086+0.0053323i,0.033008-0.008449i
-0.079515+0.35152i,0.051851+0.45454i,0.22964+0.28123i,0.24302-0.068264i,0.10285-0.2928i,0.0045497-0.28807i,0.0059907-0.18761i,0.027615-0.11323i,0.01321-0.073509i,-0.013781-0.037294i,-0.018074-0.0063128i,-0.0075065+0.0089877i,-0.0028604+0.011312i,-0.011749+0.016018i,-0.015824+0.036582i,0.001532+0.050711i,0.021342+0.037727i,0.024585+0.012232i,0.015225-0.0050766i,-0.0013638-0.0095329i,-0.019716-0.0035623i,-0.029593+0.010337i,-0.025778+0.020241i
-0.16838-0.32487i,-0.31687-0.3322i,-0.33472-0.091762i,-0.15224+0.20954i,0.059044+0.33597i,0.13185+0.28706i,0.093314+0.18999i,0.047558+0.11675i,0.034686+0.062571i,0.025491+0.015303i,0.0039991-0.012035i,-0.015458-0.016893i,-0.016697-0.012672i,-0.0041327-0.018628i,-0.0027116-0.038762i,-0.017347-0.044848i,-0.023274-0.026179i,-0.014388-0.0051925i,-0.0027669+0.005069i,0.010533+0.0054741i,0.025041-0.0048774i,0.028634-0.020486i,0.017532-0.023772i
0.38021+0.13867i,0.50509+0.066763i,0.35227-0.11878i,0.017831-0.25651i,-0.20953-0.25838i,-0.22137-0.18403i,-0.13039-0.12325i,-0.066594-0.090902i,-0.050287-0.05147i,-0.03196-0.0070643i,-0.00022007+0.013552i,0.023936+0.013026i,0.027665+0.0094938i,0.019288+0.016459i,0.023401+0.028813i,0.032576+0.023092i,0.02525+0.0029661i,0.0092696-0.010475i,-0.0014868-0.01467i,-0.0095943-0.01122i,-0.018472+0.0035691i,-0.019055+0.023165i,-0.0093752+0.030005i
-0.37563+0.13403i,-0.42888+0.24129i,-0.20951+0.27508i,0.11815+0.21048i,0.29222+0.13013i,0.26376+0.083025i,0.15695+0.057574i,0.07913+0.0334i,0.042626+0.0016224i,0.012636-0.019693i,-0.015834-0.012964i,-0.029364+0.0055954i,-0.026677+0.011307i,-0.023416+0.00053429i,-0.031393-0.006823i,-0.032997+0.00075086i,-0.016002+0.009355i,0.00343+0.010363i,0.014405+0.0063658i,0.019626-0.0043359i,0.018069-0.021124i,0.0073741-0.031928i,-0.001811-0.028595i
0.18806-0.36038i,0.17535-0.46489i,0.0112-0.34523i,-0.19319-0.11699i,-0.28704+0.018068i,-0.24746+0.031167i,-0.15677+0.0058588i,-0.091845-0.0011713i,-0.053693+0.013938i,-0.011458+0.016552i,0.022711-0.0041805i,0.033603-0.027115i,0.027226-0.032467i,0.022073-0.017501i,0.028524-0.0038657i,0.02761-0.0025732i,0.012398+0.00024996i,-0.00094459+0.0051302i,-0.0063299+0.0076812i,-0.0072154+0.01423i,-0.0019779+0.022417i,0.0074972+0.023371i,0.0094045+0.014273i
0.082988+0.375i,0.12935+0.44045i,0.15475+0.25838i,0.17528-0.013677i,0.18805-0.15105i,0.16481-0.13179i,0.11003-0.057232i,0.059745-0.014799i,0.019842-0.016792i,-0.015988-0.0093265i,-0.029331+0.020586i,-0.019841+0.041978i,-0.0075964+0.038677i,-0.0070386+0.022423i,-0.013159+0.011984i,-0.010057+0.0048113i,-0.0013029-0.0062254i,0.0040116-0.012933i,0.0041905-0.011105i,0.0016865-0.011439i,-0.0027255-0.017634i,-0.0087255-0.020559i,-0.0081143-0.016441i
-0.29629-0.20817i,-0.35325-0.24027i,-0.24577-0.12104i,-0.10566+0.057485i,-0.05406+0.14206i,-0.050319+0.12006i,-0.033441+0.056945i,-0.0081234+0.021041i,0.016509+0.015399i,0.025616-0.006331i,0.0075388-0.038052i,-0.018223-0.049221i,-0.025743-0.034097i,-0.0094238-0.016495i,0.0087568-0.014203i,0.01157-0.011043i,0.0072602+0.00091521i,0.0027422+0.0090217i,-0.0017736+0.0097537i,-0.0030352+0.010912i,0.0020835+0.01524i,0.0070231+0.016581i,0.0039025+0.014923i
0.33112-0.03677i,0.38701-0.020337i,0.23666-0.018522i,0.040552-0.054561i,-0.027054-0.08688i,-0.0029852-0.080553i,0.026621-0.041413i,0.026334-0.013945i,0.0029971+8.5496e-05i,-0.0033084+0.02542i,0.017746+0.043995i,0.036491+0.040228i,0.032844+0.023945i,0.013632+0.012069i,-0.0054301+0.010375i,-0.016632+0.0074448i,-0.020656-0.0019236i,-0.017859-0.0094013i,-0.01117-0.010025i,-0.00717-0.0088835i,-0.0084367-0.010405i,-0.010053-0.010908i,-0.0057837-0.0096429i
-0.19272+0.22605i,-0.24677+0.23301i,-0.15479+0.11768i,-0.014933+0.0097314i,0.035284-0.0072241i,0.017317+0.0070753i,-0.018325-0.0060762i,-0.033195-0.025881i,-0.024423-0.034713i,-0.02912-0.037682i,-0.048766-0.027098i,-0.053007-0.0072851i,-0.033308+0.0057143i,-0.0077998+0.0047554i,0.0076999-0.0036005i,0.017216-0.0062245i,0.02433-0.0018112i,0.024536+0.00099281i,0.018591-0.00055203i,0.013258-0.0012661i,0.01194+0.0042344i,0.01194+0.011887i,0.009718+0.015278i
0.0026129-0.25937i,0.050947-0.28934i,0.069655-0.14114i,0.046593+0.029011i,0.026688+0.075205i,0.027532+0.050952i,0.044262+0.024868i,0.042478+0.0074754i,0.024239+0.0025573i,0.027596-0.00019701i,0.045934-0.012932i,0.048884-0.024817i,0.029902-0.023226i,0.0054513-0.0070809i,-0.0052496+0.012403i,-0.0071023+0.021516i,-0.01058+0.018514i,-0.012083+0.010125i,-0.0092993+0.0029133i,-0.0077899-0.0036039i,-0.010642-0.010317i,-0.013377-0.015863i,-0.012353-0.018057i
0.14955+0.1578i,0.12776+0.20222i,0.0072338+0.10724i,-0.099848-0.023509i,-0.11998-0.062165i,-0.094635-0.032391i,-0.078342+0.0094901i,-0.064275+0.02632i,-0.048104+0.018211i,-0.045589+0.017981i,-0.043526+0.031955i,-0.027896+0.037859i,-0.0074187+0.02265i,0.0051123-0.0029058i,0.0074186-0.021821i,0.0079452-0.030799i,0.01068-0.029575i,0.012575-0.020093i,0.010753-0.010518i,0.0099721-0.0042743i,0.013067+0.00054593i,0.016571+0.0055349i,0.017487+0.0094012i
-0.18269-0.024948i,-0.18503-0.070108i,-0.033672-0.075435i,0.13195-0.044213i,0.18118-0.022283i,0.14834-0.02085i,0.10409-0.036681i,0.066712-0.042235i,0.039352-0.031811i,0.026-0.03468i,0.014798-0.047359i,0.00062017-0.044095i,-0.0085195-0.021081i,-0.0052202+0.0061373i,0.004477+0.022534i,0.0095251+0.027467i,0.0055776+0.026788i,-0.00062413+0.022665i,-0.00090595+0.017248i,-0.0023256+0.01035i,-0.010337+0.0024248i,-0.019365-0.004555i,-0.022774-0.0092502i
0.12531-0.08881i,0.14141-0.056595i,0.029518+0.036554i,-0.11854+0.1059i,-0.17911+0.11278i,-0.14732+0.09222i,-0.080486+0.08119i,-0.028143+0.067671i,-0.0045889+0.049529i,0.0055266+0.046377i,0.015781+0.048289i,0.018166+0.036916i,0.009161+0.014777i,-0.0056958-0.0051862i,-0.021428-0.015844i,-0.029028-0.017568i,-0.021785-0.017516i,-0.0102-0.018492i,-0.0055311-0.016141i,0.0011721-0.010243i,0.014922-0.0065957i,0.025019-0.0054744i,0.024852-0.0017557i
-0.0278+0.12594i,-0.056162+0.10717i,-0.02421-0.02577i,0.057289-0.16504i,0.11217-0.21341i,0.10116-0.18343i,0.047272-0.13576i,0.0038726-0.093241i,-0.014829-0.059952i,-0.028263-0.042028i,-0.038073-0.030608i,-0.032431-0.016067i,-0.012651+0.0006379i,0.010885+0.012164i,0.028246+0.012117i,0.032639+0.0075842i,0.025694+0.0077745i,0.017142+0.0089174i,0.012436+0.0051544i,0.0052674+0.0030187i,-0.0072058+0.0090446i,-0.017267+0.01527i,-0.017593+0.011528i
-0.049564-0.08689i,-0.019602-0.086915i,0.022021+0.019981i,0.020852+0.16478i,-0.0062015+0.23668i,-0.010988+0.20958i,0.015993+0.13484i,0.03381+0.065968i,0.033008+0.024936i,0.032759+0.0062578i,0.032264-0.0018021i,0.023415-0.0030628i,0.0050994-0.0025603i,-0.014843+0.0010337i,-0.024599+0.0088903i,-0.023146+0.012008i,-0.019238+0.0055043i,-0.018731-0.0013791i,-0.018915+0.0001182i,-0.013565+0.00089709i,-0.0020351-0.0068056i,0.0098954-0.013436i,0.01688-0.0098179i
0.084345+0.023564i,0.065055+0.041954i,-0.012423-0.017748i,-0.078419-0.13867i,-0.090475-0.21937i,-0.07347-0.19957i,-0.061862-0.11567i,-0.054178-0.044168i,-0.045961-0.0085564i,-0.039347+0.0080351i,-0.031851+0.013369i,-0.017593+0.0092774i,0.0027412-0.0019443i,0.018551-0.016403i,0.023656-0.025569i,0.021061-0.025571i,0.018072-0.016655i,0.0173-0.0089208i,0.014592-0.009424i,0.007921-0.007028i,-0.0013221+0.0045952i,-0.0087781+0.015168i,-0.013457+0.013634i
-0.054614+0.024813i,-0.05741+0.0037282i,0.01264+0.01109i,0.10827+0.08143i,0.15599+0.15494i,0.14645+0.15417i,0.10558+0.084663i,0.059635+0.018838i,0.028809-0.011812i,0.01397-0.020607i,0.0083397-0.017518i,0.0075183-0.0062313i,0.0033289+0.0078707i,-0.0020037+0.020707i,-0.0018328+0.026931i,0.00076808+0.023914i,-0.00097783+0.017098i,-0.0032047+0.014901i,0.0011181+0.01526i,0.0066027+0.0072473i,0.00655-0.0095803i,0.0040226-0.021936i,0.0043246-0.019957i
0.024817-0.040089i,0.043118-0.038051i,-0.0022581-0.024613i,-0.10532-0.046724i,-0.18404-0.086008i,-0.18277-0.078782i,-0.11606-0.030918i,-0.048635+0.002488i,-0.016936+0.012425i,-0.0064748+0.013938i,-0.0043232+0.010351i,-0.0076779+0.0017851i,-0.010989-0.010097i,-0.013626-0.020936i,-0.016358-0.024143i,-0.014267-0.01906i,-0.0048575-0.014578i,0.0010435-0.016145i,-0.0025914-0.016701i,-0.0052782-0.0094278i,-0.00048984+0.0039007i,0.002648+0.014687i,-0.0024809+0.017258i
0.00062035+0.034756i,-0.013632+0.051737i,0.0089078+0.037416i,0.094702+0.022806i,0.18422+0.020759i,0.18858+0.0060045i,0.11296-0.010235i,0.040299-0.013532i,0.0078484-0.014876i,-0.00038434-0.015069i,0.0020832-0.011594i,0.0096811-0.0068718i,0.017049+0.0024865i,0.022408+0.012039i,0.023299+0.014004i,0.017474+0.010689i,0.0082218+0.008558i,0.0054471+0.0082569i,0.0091307+0.006095i,0.0094283+0.00094671i,0.0022411-0.0068963i,-0.0041893-0.013065i,-0.00078118-0.014388i
-0.014376-0.027043i,-0.017515-0.056819i,-0.034834-0.056883i,-0.10191-0.024965i,-0.17764+0.019339i,-0.16975+0.051278i,-0.091242+0.043457i,-0.029266+0.017741i,-0.0063766+0.0085548i,-0.0016574+0.0084105i,-0.0054314+0.0086223i,-0.01372+0.01141i,-0.021912+0.011628i,-0.026475+0.0093308i,-0.024573+0.0092307i,-0.016957+0.0085555i,-0.010952+0.0033686i,-0.011845-0.00066431i,-0.015251+0.0024593i,-0.012092+0.0091131i,0.00014183+0.014153i,0.012087+0.015682i,0.012329+0.015218i
0.021437+0.017071i,0.048302+0.043763i,0.075322+0.049254i,0.12551+0.0035989i,0.16594-0.071809i,0.13807-0.10659i,0.071468-0.072668i,0.028216-0.027913i,0.0095018-0.013134i,0.00098721-0.012717i,0.0015118-0.014466i,0.0067111-0.018353i,0.013695-0.020452i,0.017835-0.021347i,0.016353-0.019899i,0.011666-0.013939i,0.009436-0.0078264i,0.011739-0.0070192i,0.012694-0.011322i,0.0065243-0.016164i,-0.0061585-0.016019i,-0.01406-0.012465i,-0.011733-0.01267i
-0.031506-0.0048624i,-0.071781-0.011878i,-0.1114-0.0087408i,-0.14467+0.040414i,-0.14031+0.11632i,-0.084738+0.13185i,-0.034129+0.074487i,-0.016948+0.023062i,-0.0051621+0.0096119i,0.0036815+0.011264i,0.0052816+0.017914i,0.0071238+0.025673i,0.0058344+0.028058i,0.0033306+0.027007i,0.0043264+0.022595i,0.0065586+0.013319i,0.0055052+0.0067165i,0.0034348+0.0073759i,0.0045086+0.011397i,0.0090977+0.012672i,0.015202+0.0078024i,0.018072+0.002011i,0.013934+0.002041i
0.03809-0.012167i,0.080906-0.035718i,0.12382-0.060878i,0.14061-0.11594i,0.10304-0.17121i,0.037872-0.15265i,0.01155-0.080454i,0.010836-0.033436i,-0.0031064-0.018002i,-0.015452-0.011i,-0.019656-0.011979i,-0.021529-0.017538i,-0.018538-0.02199i,-0.015934-0.02228i,-0.013553-0.016893i,-0.0093259-0.0097885i,-0.004745-0.0061204i,-0.0033031-0.0076716i,-0.006928-0.010186i,-0.013075-0.0085913i,-0.019778-0.0021637i,-0.022584+0.0036049i,-0.018557+0.003072i
-0.021205+0.041632i,-0.043856+0.082461i,-0.074871+0.12392i,-0.081326+0.1749i,-0.030887+0.2i,0.024531+0.15062i,0.021707+0.074842i,-0.0020579+0.032457i,-0.0033121+0.011636i,0.0041069-0.00011856i,0.012506-0.0017051i,0.021674+0.0017253i,0.024943+0.0064413i,0.023772+0.0077528i,0.019836+0.004165i,0.012794+0.00060164i,0.0070515+0.0014322i,0.0068074+0.0051353i,0.0095145+0.0066135i,0.013858+0.0039366i,0.018664-0.0032761i,0.016827-0.008659i,0.010329-0.004302i
-0.0083942-0.05579i,-0.015687-0.10197i,-0.003193-0.15557i,-0.0082521-0.20912i,-0.05645-0.20575i,-0.076524-0.12268i,-0.035621-0.050664i,-0.0053638-0.030911i,-0.010367-0.019845i,-0.015917-0.0063234i,-0.019889+0.0016414i,-0.027086+0.0071759i,-0.028288+0.010076i,-0.023054+0.0108i,-0.016066+0.010855i,-0.010117+0.0098108i,-0.0074681+0.0062801i,-0.0093011+0.0042291i,-0.0118+0.0040337i,-0.014566+0.004555i,-0.01537+0.010168i,-0.010559+0.014655i,-0.006234+0.010592i
