-0.0015136-7.8962e-05i,0.00031015-0.0011796i,-0.0014845-0.0010509i,-0.0025471-0.00015619i,-0.0021904+0.0013781i,-0.0012829+0.0016197i,-0.0006546+0.0010825i,-0.00017031+0.00083588i,0.00057779+0.0004936i,0.00094278-0.00059695i,0.00026927-0.00061086i,0.00029322+3.3176e-05i,0.0011751+0.00018233i,0.0012834-0.00049177i,0.00087655-0.00038122i,-0.0004359+0.00074192i,-0.00082475+0.00043554i,0.00012694-0.00018592i,0.00049488+2.6222e-05i,0.00022027+9.3055e-05i,0.00017857-2.2592e-05i,5.7298e-05-0.00048903i,0.00054575-0.00055043i
8.7594e-06+0.0032667i,0.00023684+0.0034845i,0.00069563+0.0019427i,0.00099543+0.00086867i,0.00038849-0.00041928i,-0.0001788-0.0011714i,0.00021408-0.00071266i,0.00045361-0.00056699i,-0.00033268-0.00084303i,-0.00071698-0.00093364i,-0.00054457-0.00037253i,-0.0012386-0.00034803i,-0.0016368-0.0011467i,-0.00014379-0.0016948i,0.0011527-0.0016117i,0.00086835-0.0010544i,-8.7003e-05-0.00011638i,-0.00041043+8.4063e-05i,9.4329e-05-0.00049789i,0.00017478-0.0010349i,-0.00014906-0.0010683i,-0.00010997-0.00086727i,-0.00054727-0.0011472i
-0.0020109-0.0036942i,-0.0034541-0.0035173i,-0.0044055-0.0028258i,-0.0046553-0.0013924i,-0.0035066+0.00017999i,-0.0011223+0.00089993i,0.00076066+0.00066965i,0.0012227-0.00021026i,-0.00011356-0.00090012i,-0.0013996-0.000285i,-0.0021846-0.00011852i,-0.0013684-0.00067502i,0.00061151-0.00070179i,0.0023695-0.00011696i,0.0028345-4.765e-05i,0.0017405-0.00044581i,0.001799-0.00072623i,0.0018121-0.00083105i,0.0011594-0.00042911i,0.0012512-0.00073589i,0.0011235-0.00069712i,0.00038828-0.0007084i,0.00038501-0.00063664i
0.0017685+0.0002666i,0.0013483+0.0004508i,0.00031891+0.0011927i,-0.00042884+0.0010732i,-5.42e-05+5.9974e-05i,0.00047997+5.8669e-05i,6.8401e-06-0.00034397i,-0.00049593-0.00067345i,-0.001025-0.00047526i,-0.0013842-0.00072023i,-0.0008044-0.0005071i,-0.0009864+0.00074826i,-0.0015648+0.0017469i,-0.0018393+0.002092i,-0.00175+0.0018764i,-0.00078232+0.00072498i,0.00016106+0.00066899i,8.3715e-05+0.0012483i,0.0001183+0.0014058i,0.00074985+0.0014758i,0.0012478+0.00076342i,0.00099883-0.00023598i,-0.00027277-0.00097062i
-0.00081684+0.00091133i,0.00014678+0.0012179i,0.001556+0.00041618i,0.00072512-0.00039473i,-9.6582e-05-1.9869e-05i,-5.776e-05-1.0529e-05i,0.00085304-0.0007206i,0.0017862-0.00094485i,0.0013322-0.00086222i,-0.000634-0.00027357i,-0.001938-0.00022411i,-0.0025934-0.00048805i,-0.0025351-0.00081275i,-0.0020492-0.0011669i,-0.0018413-0.00095143i,-0.00035151-0.00026686i,0.00018933+0.00048364i,-0.0010889+0.00027431i,-0.0013798-0.00065869i,-0.00014431-0.00094816i,0.00037417-0.00050921i,-5.2364e-05+9.7726e-05i,1.5986e-05+0.00061708i
9.769e-05-0.0026416i,-0.00057246-0.0019433i,-0.001549-0.0021887i,-0.0011808-0.0029379i,-0.00092507-0.0019561i,-0.0016882-0.00097038i,-0.00076629+2.0842e-06i,0.00052168+0.00099945i,0.00098683+0.00081279i,0.00050569+0.00032737i,-0.00065532+0.00050644i,-0.00092263+0.00048832i,0.00015488+0.00015528i,0.00091053+6.5889e-05i,0.0012409-0.00019803i,0.0011286-0.00012962i,0.00037193-1.0631e-05i,0.00025556-0.00034468i,0.0004-0.00048329i,0.00023903+8.966e-05i,0.00024224+0.00038691i,0.00012363+0.00015477i,0.0002449-0.00024962i
0.0018507+0.0018898i,0.0013879+0.00016143i,0.0015779-0.00039277i,0.0013336+0.00069013i,0.00076528-0.0003337i,0.00022832-0.0012855i,-0.00030023-0.00025903i,-0.00072426-0.00032378i,-6.3095e-05-0.001085i,0.00037474-0.00099436i,3.1445e-05+3.1124e-05i,-0.0013124+0.00093243i,-0.0019376+0.0015904i,-0.0018228+0.0024189i,-0.0015114+0.0026551i,-0.00019695+0.0022666i,0.0020081+0.0021632i,0.0032548+0.0024024i,0.002166+0.0023649i,0.00028204+0.0016822i,-7.02e-05+0.00081954i,0.00027004+0.00048283i,-6.7419e-05+0.00034808i
-0.0027658-0.00033976i,-0.0010108+0.00087491i,0.0011903+0.0017053i,0.00089103+0.00099873i,0.00013535+0.00025794i,0.0010823-0.00047072i,0.0019157-0.0011146i,0.0017413-0.0017819i,0.0010699-0.0017895i,0.00025484-0.0011988i,-0.00026025-0.00056632i,-0.0013464-0.00026243i,-0.0020261-6.2948e-05i,-0.002186+0.00027844i,-0.0022318+0.00035574i,-0.00079571+0.0011273i,-2.2245e-05+0.0014665i,-0.0015552+0.00054982i,-0.0024297-0.00059929i,-0.00061051-0.00097065i,0.000129-0.00057337i,-0.00035334-0.00039684i,-0.0002608-0.00032995i
0.00027859-0.0036036i,-0.00027841-0.0023772i,-0.001089-0.0012558i,-0.0019004-0.0010112i,-0.001809+8.5359e-05i,-0.0016867+0.0013177i,-0.0010266+0.00095415i,0.00023675+0.00092057i,-0.00019251+0.0010891i,-0.00088876+0.00071282i,-0.0010433+0.00042332i,-0.0014387+6.6032e-05i,-0.0014667-0.00012258i,-0.00032942-0.00090839i,0.00051513-0.00081885i,-5.7446e-05+4.16e-05i,-0.00019519-0.00062238i,7.5696e-05-0.00091759i,-3.0136e-05-0.00023272i,0.00045204-0.00015356i,0.00045613+8.569e-05i,0.00015492+0.00058001i,0.00017454-0.00012646i
-0.00087227+0.0017776i,-0.00015396+0.00023144i,0.00032681-0.00072886i,-0.00058213+0.00036256i,-0.00099919+0.00054896i,-0.00035609-0.00089191i,-0.00032248-0.0014223i,-0.00063098-0.0018063i,-0.00061606-0.0021682i,-0.0011557-0.00078468i,-0.00078867+0.00094585i,4.7493e-05+0.0015169i,8.4878e-05+0.0014897i,0.0008173+0.0012299i,0.0015957+0.00060245i,0.0018828+0.00096987i,0.0016808+0.0011121i,0.0010678+0.001197i,0.0008169+0.0018597i,0.00016532+0.001216i,-0.00017134+0.00049135i,0.00026583+0.0002281i,-0.00029937-0.0004751i
4.9959e-05-0.0026235i,0.00031271-0.0022904i,0.0011402-0.0021687i,0.001452-0.002232i,0.00081947-0.0018951i,2.0972e-05-0.0016877i,0.00064523-0.0010448i,0.0021618-0.0010686i,0.0027747-0.001848i,0.0010629-0.0019158i,-0.00035423-0.0012834i,-0.00080213-0.00040702i,-0.002368+0.00057565i,-0.0034+0.0011466i,-0.0018364+0.0010618i,-0.00014975+0.00066303i,-2.1086e-05+0.00086116i,-0.00093047+0.00034916i,-0.0010327-0.00044757i,-0.00037196-0.00017053i,-0.00016929+0.0010022i,-0.00091226+0.0004673i,-0.00079039-0.00080179i
0.0017635+0.00093689i,0.0010386+0.0019889i,-0.00079608+0.0016205i,-0.0014479+0.00044881i,-0.0014906-0.00033599i,-0.00082212+0.00075801i,0.00020234+0.00099239i,0.00059417+0.00021526i,0.00030068-0.00039184i,0.00033705-0.00039264i,-2.8498e-07-0.00019833i,-0.00048669-0.00071436i,-0.00016552-0.0015777i,5.0273e-05-0.0019683i,-0.00056199-0.0020728i,-0.0011995-0.001004i,-0.00049379-2.7747e-05i,-0.00020499-0.00075209i,2.5704e-05-0.0015265i,0.00070858-0.00090173i,0.00022689-0.00027473i,-0.00032935-0.00054024i,0.00011053-0.00037055i
-0.0028121+0.0031084i,-0.0012816+0.0029292i,0.00022816+0.0034593i,0.0007719+0.0025856i,0.00086017+0.00061103i,0.00029685-0.0012315i,-0.0007199-0.0023546i,-0.00073067-0.0016546i,-9.5663e-05-0.00056038i,-0.0003481-0.00058145i,-0.00053182+0.00021492i,-0.00026911+0.0016397i,-0.00036117+0.0016467i,4.0966e-05+0.00089957i,0.00089521+0.00057354i,0.00077435+7.5938e-05i,0.0011612-0.00019882i,0.0017793-0.0004094i,0.0019511-0.00071502i,0.0013357-0.00023107i,0.00043202-0.00016927i,0.00091738-0.00071693i,0.0010845-0.00037218i
0.00099797-0.0012954i,0.0017717-0.0016502i,0.0026465-0.0010522i,0.002573-0.0015202i,0.0017021-0.0022868i,0.001256-0.0018005i,0.0013913-0.0012953i,0.0014833-0.0012967i,0.001219-0.00076906i,-2.5131e-05-0.00043213i,-0.0010449-0.00016021i,-0.0019418+0.00051598i,-0.0027935+0.0012763i,-0.0027506+0.0029555i,-0.0025498+0.0036095i,-0.0017581+0.0020091i,-0.0008776+0.0012914i,-0.00021022+0.0010264i,-0.00021754-0.00018106i,-0.00022053-0.00080347i,0.00032943-0.00048278i,-0.00034387-0.00012117i,-0.0013031-0.00028737i
-0.0017806+0.0023948i,-0.0023608+0.002409i,-0.0023906+0.0015333i,-0.001656+0.0011069i,-0.00063998+0.0013106i,0.00051624+0.0011511i,0.0010475+0.00090205i,0.00040101+0.00022314i,4.4787e-05-0.0014309i,8.1889e-05-0.0018917i,-0.00058061-0.00065214i,-0.001003-0.00016538i,-0.0017697-0.00060852i,-0.0025049-0.0012761i,-0.0019798-0.0011875i,-0.0013651-0.00013053i,-0.0010071+0.00011921i,-0.00064219-0.00016049i,-0.00025805-0.00034532i,2.8602e-05-0.00023297i,0.00027139-0.00014938i,0.00080827+7.2553e-05i,0.00082452+0.00022249i
-0.0011502-0.00098829i,-0.00070248-0.00087794i,0.00071681-0.00034182i,0.00097738+5.3486e-05i,-0.00019262-0.00060524i,-0.00073056-0.0013051i,0.00056805-0.0013802i,0.001407-0.00096492i,0.0010682-0.00092586i,0.00011338-0.0015801i,-0.00056229-0.0010542i,-0.00094625+0.00038601i,0.00017355+0.00066804i,0.0017969+3.1103e-05i,0.0014564-0.00022261i,0.00095026-0.00037284i,0.0013456-0.00087121i,0.0017507-0.00091882i,0.00098411-0.00051287i,5.7334e-05+0.00013516i,-2.0105e-05+0.00017726i,0.00032035-0.00065349i,8.5318e-05-0.00035213i
0.0026512+0.00083035i,0.0017077-0.00028381i,0.0009573+0.00043602i,0.00015751+0.00081904i,-0.00059158+0.00048589i,-0.00010185+0.0006392i,0.00090119+0.0004007i,0.001881-0.0005075i,0.0015833-0.00061141i,-0.0004796+0.00012516i,-0.0016175+0.00050008i,-0.0012651+0.00053851i,-0.00097519+0.0015156i,-0.00072511+0.0017296i,0.00016811+0.0019487i,0.00047507+0.0017874i,0.0011091+0.00079311i,0.0014907+0.00028486i,0.00065063-0.00067412i,0.0001258-0.0011403i,0.00040746-0.00094792i,0.00076532-0.0013318i,0.00039569-0.00097609i
-0.0020409+0.00014698i,-0.00070037-0.00050171i,0.00090361-0.00233i,0.0012324-0.0021667i,0.0011274-0.0019357i,0.0013591-0.001232i,0.0013683+0.00067842i,0.00035187+0.0020384i,-0.00074169+0.002106i,-0.0011534+0.0011555i,-0.00081619+0.00036247i,-0.00073577-0.00081073i,-0.0016818-0.0015719i,-0.0024587-0.00088034i,-0.0023194-0.00055652i,-0.0011024-0.00041933i,-0.00035592+0.00012332i,0.00056336+0.00014372i,0.0013957-0.00049819i,0.00096119-0.00090622i,0.00022535-0.0006355i,0.00031975-0.00030257i,0.00024037-0.00048814i
-0.001506-0.0015591i,-0.002017+0.00075161i,-0.0028593+0.0021617i,-0.001745+0.001817i,-0.00017285+0.0021817i,0.00096984+0.0017636i,0.0007277-0.0004047i,-0.00059608-0.0019188i,-0.0011015-0.0012397i,-0.0010726+0.00064637i,-0.00093635+0.0016667i,-0.00077945+0.0013876i,-0.00066201+0.00063916i,0.00050049-0.00087519i,0.00055445-0.0021465i,-0.00069982-0.0022707i,-0.0010477-0.001585i,-0.00089738-0.00068858i,-0.00036232-0.00040741i,-0.0002241+4.444e-05i,-0.00013332+0.00069131i,0.00050603+0.00069445i,0.00057166-0.00017542i
-0.0028682+0.00107i,-0.0031424+0.0010379i,-0.004091+0.0021726i,-0.0041331+0.0027558i,-0.0025219+0.0020931i,0.00015094+0.0011293i,0.0017539-0.00039111i,0.0023275-0.0014234i,0.0015734-0.00099366i,-0.0004748+9.7139e-05i,-0.0013593+0.0012854i,-0.0010951+0.001663i,-0.00070973+0.001724i,-0.00051664+0.0014117i,-0.00020028+0.00085524i,0.00037843+0.000926i,0.00060353+0.0015949i,0.00036306+0.0014618i,3.4792e-05+4.9879e-06i,0.00034612-0.0012059i,0.0013303-0.001841i,0.0010714-0.0017527i,0.00011586-0.0013014i
-0.00073301-0.0011118i,0.00067561-0.00027726i,0.0012793+0.00064144i,0.00055771+0.00062022i,0.00071707-0.00053545i,0.0003884-0.00050663i,-6.5944e-05+0.00050614i,0.00039939+0.00032171i,-0.00022193+0.00023316i,-0.0012834-0.00034538i,-0.0010912-0.00090266i,-0.00095799-0.00043822i,-0.0015374-0.00038913i,-0.0016373-0.00049127i,-0.00068064+0.00020178i,-0.00032309+0.0013948i,0.00028181+0.0017266i,0.0006731+0.00039475i,-4.7243e-05-2.8662e-05i,-0.00032325+0.00096622i,0.00010526+0.0006238i,0.00048414-7.9363e-05i,0.00085273+0.00023238i
0.0011646-0.0019072i,0.00044039-0.0016712i,-0.00010718-0.0026086i,-0.00027485-0.0024635i,-0.00043676+3.9179e-05i,-8.9781e-05+0.00087001i,0.00063882-0.00051738i,0.00024264-0.0015202i,-0.00076387-0.0021976i,-0.00074789-0.001742i,-0.00057496-0.00024183i,-0.00048478+0.00045552i,0.0003733-6.1004e-05i,0.00022308-9.5809e-05i,-0.0003933-0.00096629i,0.00019466-0.00092361i,0.00050212+0.0002327i,0.00016777+0.00036748i,0.0004799+0.00022908i,0.0012896+0.00041272i,0.0010023+4.1382e-06i,0.00015468-0.00066015i,6.8827e-05-0.00075749i
-0.00089511-0.00070995i,-0.0031462-0.00081809i,-0.0048396-0.0010739i,-0.0054566-0.0002882i,-0.0049485+0.00066384i,-0.0025663+0.0016429i,-0.00037944+0.0010109i,0.00016212-0.0004426i,0.00041306-0.001092i,-0.00011663-0.0010204i,-0.00047488-2.0496e-05i,-0.0011521+0.00094976i,-0.0015465+0.0010886i,-0.00028877+0.00081137i,0.00088151+0.00052039i,0.0013363+0.00053609i,0.0011588+0.00059548i,0.00063658+0.00043383i,0.00018337-0.00021556i,0.00024332-0.00042516i,0.00027577-0.00046421i,-0.000433-0.00090116i,-0.0007414-0.0011453i
-0.00042922-0.0022632i,-0.0011996-0.00074118i,-0.0033898+0.00016907i,-0.0029935-2.9881e-05i,-0.00088564+0.00034894i,0.00092414-0.00023529i,0.001234-0.00045756i,0.00034723-1.9716e-05i,-0.00020355+7.9425e-05i,-0.00064428-0.00025964i,-0.0011535+1.7512e-05i,-0.0015149-0.00025221i,-0.001701-0.00075091i,-0.0010581+0.00051783i,1.5713e-05+0.00096967i,0.00065343+0.00011983i,0.0007024-6.338e-05i,0.0010627+0.00041026i,0.0011666+0.0008678i,0.00054404+0.00036812i,0.00022511-0.0002889i,0.00018155-9.3417e-05i,0.00017721-0.00025275i
0.0014408+0.0022285i,0.0024977+0.0011681i,0.0028852+0.00057122i,0.0031923+0.0011346i,0.0028809+0.0014181i,0.0017377+0.00088049i,0.0010247+0.00053347i,0.00036821-0.00020991i,-0.00075459-0.00071036i,-0.0014353-0.00039738i,-0.00095104-0.0009255i,-0.00071711-0.00071654i,-0.0007795+0.00049471i,-0.0008023+0.0010707i,-0.00090199+0.00074172i,-0.00095692+0.00011788i,-0.00047829-0.0001447i,0.00040908-0.0004417i,0.00039633+0.00042491i,-0.00011028+0.00064787i,-0.00051548-0.00029916i,-0.00076727-0.00058384i,-0.00041074+9.9459e-05i
-0.0017997-0.0022738i,-0.0029521-0.0013088i,-0.0029554-0.00077709i,-0.0033331+0.00056367i,-0.0043668+0.0022275i,-0.0026595+0.0022607i,-5.6394e-06+0.00074375i,0.0011125-0.001823i,0.001493-0.0030446i,0.00028062-0.0017111i,-0.001133-4.6608e-05i,-0.0013464+0.00071533i,-0.00053649+0.00099604i,8.7604e-05+0.00080479i,0.0002073-0.00010784i,-0.00012596-0.00023109i,0.00017728+0.0003899i,0.0011466+0.00015641i,0.0015285-0.00013923i,0.00091021-0.00014195i,0.00015795-0.00036828i,-0.00063888-0.00060096i,-0.00043087-0.00069002i
0.00094303-0.00053291i,-0.00028716-0.0033472i,-0.0019829-0.0062607i,-0.0029124-0.0065292i,-0.0015665-0.0051273i,-0.00072534-0.0037535i,-0.0004435-0.0023313i,0.00082863-0.0015743i,0.00079996-0.00068939i,-0.00071005+0.00075841i,-0.0017341+0.00087038i,-0.0013595-1.6363e-05i,-0.00032989+0.00057294i,0.00087448+0.00080005i,0.0016551+0.00037606i,0.00088838+0.00020372i,0.00015318+0.0005925i,0.00056287+0.00086413i,0.00016743+0.00041324i,-0.00037169+0.00066265i,0.00034059+0.00078579i,0.0011779+0.00028885i,0.0012486+0.00028216i
-0.001554-0.00068283i,-0.0020466+0.0015544i,-0.0023308+0.0030538i,-0.0011042+0.0035954i,0.00040907+0.0035619i,0.0023952+0.00264i,0.0028163+0.00191i,0.0012716+0.00063478i,-0.00029925-0.0010875i,-0.001012-0.0021334i,-0.00061707-0.0024816i,0.00034611-0.001979i,0.0013012-0.00085661i,0.0018605+0.00042445i,0.0013137+0.0011412i,0.0011849+0.0011085i,0.0007028+0.00090384i,-0.0003781+0.00023204i,-0.00064861+7.2135e-07i,-0.00058179-0.00010469i,2.8294e-05-0.00041719i,0.0010136-0.00051093i,0.001278-0.0003508i
0.001016-0.0006682i,0.0014254-0.00089125i,0.0030058+0.0011103i,0.0026946+0.0024584i,-0.00085412+0.0031589i,-0.0031395+0.0035819i,-0.0021333+0.0021888i,-0.0002582-0.00018646i,0.00037108-0.0014384i,-0.00050694-0.00059598i,-0.00085434+0.0007626i,-0.00080526+0.0012051i,-0.0012216+0.0020606i,-0.0017303+0.001663i,-0.0011481+0.0003888i,-0.00028215+2.0056e-05i,-9.1788e-05-0.00021635i,0.0001006-0.00036878i,0.00021499-0.0010764i,0.0002991-0.0013452i,0.00060827-0.0012089i,0.00095896-0.00025303i,0.00048649+0.00055037i
0.00043037+0.0031203i,-0.00057163+0.00048135i,-0.0011601-0.0045445i,-0.0023131-0.0075576i,-0.0024522-0.0075877i,-0.0010296-0.0061487i,0.00010319-0.0043305i,0.00088092-0.0025409i,8.779e-05-0.00068989i,-0.0012869+0.00051505i,-0.0020808+0.0010634i,-0.0030453+0.0010262i,-0.0029877+4.3851e-05i,-0.0015923-0.00062444i,-0.00027625-0.00028177i,0.00035329+1.2649e-05i,0.00016745-0.00027385i,-0.00013698+0.00045626i,0.00024635+0.00069006i,0.00048931+9.6744e-05i,0.00023392+0.00061237i,6.3474e-05+0.00076169i,-0.00018115-0.0003099i
-0.00011797-0.002879i,0.00080267-0.0022772i,0.0027252+0.00044787i,0.0047074+0.0019515i,0.0061651+0.00056622i,0.0054454-0.0012978i,0.00464-0.0011336i,0.0037938-4.2254e-05i,0.0017556-0.00044076i,-3.7787e-05-0.0013209i,-0.0016831-0.0014099i,-0.0019312-0.0013539i,-0.00085767-0.00044321i,1.4603e-05+0.00063031i,0.0012013+0.0010446i,0.0015873+0.0013298i,0.00045699+0.00066937i,-0.0004855-0.00040128i,-0.00052449-0.00045171i,-0.00097772-0.00033735i,-0.00045503-0.00069921i,-0.00014049-0.0011381i,-0.00053555-0.0017924i
0.00054281+0.0023169i,0.0016357+0.0032016i,-0.00010517+0.0044131i,-0.0026069+0.0054529i,-0.002998+0.0064095i,-0.0025091+0.005484i,-0.0016861+0.0032037i,-0.0010769+0.001219i,-0.0010388+0.00057299i,-4.0566e-05+0.00060193i,0.00054451+0.0014325i,-0.0005675+0.0017654i,-0.0020765+0.001945i,-0.0020129+0.0020935i,-0.0014002+0.002034i,-0.00072285+0.0015773i,-0.00013514+0.00064482i,0.00048274-0.00097857i,0.00081318-0.0021036i,0.00032295-0.0018797i,0.00031075-0.00085548i,0.00011661+0.00012687i,-0.00063646+0.00066523i
-0.00050503-0.00072835i,-0.0023496-0.0017503i,-0.0038178-0.0041202i,-0.0058647-0.0069457i,-0.0067369-0.0078356i,-0.0047445-0.0058909i,-0.0019323-0.0044338i,-0.0004051-0.0043017i,-0.00090855-0.0027899i,-0.0023159-0.00080526i,-0.0032905+0.00013122i,-0.0031639-0.00013416i,-0.0022696-0.00059125i,-0.0011826-0.00026975i,-0.00057542-0.00029209i,-0.00063731-0.00079328i,1.9574e-05+0.00023229i,0.0011065+0.0013614i,0.0016368+0.0015441i,0.001488+0.0016724i,0.00087876+0.00094534i,6.4412e-05-4.6174e-06i,-0.0002983-0.00026728i
0.0021375-0.0038112i,0.0040736-0.0034861i,0.0068464-0.0019998i,0.0099385+0.00022233i,0.0094681+0.00037189i,0.0075256-0.0013483i,0.0066846-0.0013948i,0.0047721-0.00016949i,0.0026686-0.00038405i,0.00072577-0.00090796i,-0.0011916-0.0016193i,-0.0012826-0.0021443i,-0.0001893-0.0017177i,0.00076085-0.0019374i,0.0013989-0.0015802i,0.0016125-0.00047133i,0.001171+0.00043454i,0.00037263+0.00097466i,-0.0010522+0.00058797i,-0.0021926+0.00042439i,-0.0014079+0.00014144i,-0.00093794+0.00025294i,-0.0012592-0.00050451i
0.0016405+0.0047064i,0.0019278+0.0050985i,-0.0001332+0.0053992i,-0.0034812+0.0054407i,-0.0039156+0.0044828i,-0.0017193+0.0041242i,-0.00059631+0.0041458i,-0.00022565+0.0026348i,0.00063977+0.00022219i,0.00086694-0.00037311i,0.0004829+0.00049137i,0.0004971+0.0017594i,0.00028694+0.0029774i,0.000409+0.0038898i,0.00026865+0.0045275i,-3.6236e-06+0.0038391i,0.00034547+0.0016403i,7.4154e-05-5.8728e-06i,-0.00038822-0.0017354i,0.00017094-0.0023496i,0.0011165-0.0015159i,0.0012549-0.00035773i,0.001196+0.00080438i
-0.0043152-0.00055245i,-0.0040546+0.00025093i,-0.0045512-0.0016509i,-0.0054841-0.0048157i,-0.0054701-0.0060016i,-0.0053824-0.0056342i,-0.0046311-0.0055175i,-0.0022078-0.0054467i,-0.00096508-0.0035055i,-0.0018832-0.00047166i,-0.0022865+0.000178i,-0.0019734-0.00082201i,-0.0023815-0.00138i,-0.0034884-0.0014426i,-0.0039539-0.0015441i,-0.0027812-0.0015725i,-0.00062259-0.00099813i,0.0011782+0.0002517i,0.0018342+0.00144i,0.0021102+0.0019354i,0.0018435+0.001716i,0.0010152+0.00093114i,0.00054351+0.00031111i
0.0020365-0.00052477i,0.0031721-0.00021466i,0.0052973+0.0012139i,0.0088106+0.00044163i,0.011351-0.0010539i,0.010997-0.0018285i,0.0089322-0.0022443i,0.006304-0.0014715i,0.0026819-0.00105i,-0.00028306-0.0011846i,-0.0015237-0.0010322i,-0.00075108-0.0012346i,-7.3512e-05-0.0012425i,0.00092516-0.0014514i,0.0012441-0.0020331i,0.00081661-0.0015942i,0.00079255+0.00044454i,-3.1698e-06+0.0022585i,-0.00102+0.0022576i,-0.0011801+0.0016307i,-0.0009027+0.00023703i,-0.00048343-0.0010309i,-0.0002948-0.0010448i
0.010817-0.0048431i,0.008263-0.010909i,0.0019869-0.017199i,-0.007909-0.011098i,-0.01391-0.0033187i,-0.012389+0.0040134i,-0.004826+0.008453i,0.00018189+0.0052337i,0.0012686-0.00061238i,-0.00034021-0.0029742i,-0.0018679-0.00091616i,-0.0015138+0.0023413i,-0.00057676+0.0051498i,0.0021068+0.0059136i,0.0044147+0.0050375i,0.0046668+0.0033786i,0.0026947+0.0014997i,-0.00015822+9.5715e-06i,-0.00070571-0.0010402i,-4.4764e-06-0.001745i,0.0007238-0.0018614i,0.00098535-0.0015684i,0.00023728-0.0018515i
-0.00065924-0.0033116i,-0.00013715-0.0023787i,-0.002251-0.0047022i,-0.0053471-0.0085115i,-0.0075849-0.0090928i,-0.0098452-0.0059264i,-0.0094607-0.0029511i,-0.0057571-0.0021077i,-0.0026238-0.0015061i,-0.0017242-0.00019337i,-0.0020343+0.00053931i,-0.0027583+0.00014733i,-0.0029631+0.00013651i,-0.002838+0.0012803i,-0.0034639+0.0014895i,-0.0027475+0.0011016i,-0.0012791+0.0012073i,4.2311e-05+0.00033519i,0.0019887-0.00044447i,0.0031274+2.1828e-05i,0.002684+9.5422e-05i,0.0011242+0.00029859i,-0.00036886+0.00046145i
0.0070339+0.00101i,0.0065769-0.0018536i,0.007835-0.0056203i,0.010979-0.0069836i,0.010646-0.0061302i,0.0077724-0.0056837i,0.0070899-0.0054976i,0.0067397-0.0040351i,0.0036281-0.0026518i,0.00061995-0.0027063i,-0.00092101-0.0022053i,-0.0010486-0.00043055i,3.4777e-05-0.00042045i,0.0011086-0.0019627i,0.0010844-0.0023235i,0.00074295-0.0021842i,0.00040139-0.0013304i,-0.00046847+0.00014232i,-0.00098127+0.0014024i,-0.00042835+0.0025978i,-3.7655e-05+0.0029464i,-0.0003655+0.0016957i,-0.00079472+0.0003635i
-0.003773+0.0041188i,-0.0020081+0.0045039i,-0.0016463+0.0078854i,-0.0019291+0.011381i,-0.00015754+0.011567i,0.0018829+0.0095485i,0.0031745+0.0079622i,0.0024268+0.0066762i,0.0015604+0.0047151i,0.00094225+0.0019609i,-0.00065016+0.00028147i,-0.0015272+0.00048346i,-0.0011335+0.00131i,-0.00010155+0.0020111i,0.0014124+0.0015565i,0.0019627+0.00011503i,0.0010081-6.1956e-05i,-8.2185e-05-0.00044275i,-0.00084336-0.0012406i,-0.00088003-0.00099809i,-0.00048789-0.00046668i,4.0192e-05-0.00019129i,0.00019163-0.00042346i
0.00038807-0.0043565i,-0.00085709-0.0039936i,-0.0031143-0.0055605i,-0.0067354-0.0093033i,-0.0086907-0.0099508i,-0.0094115-0.005565i,-0.0095346-0.0020391i,-0.0073587-0.0019338i,-0.0039838-0.0015358i,-0.0024369+2.3596e-05i,-0.0017562+0.0004097i,-0.0019626+0.00024052i,-0.0031498+0.00073806i,-0.0033971+0.0014962i,-0.0025019+0.0023923i,-0.00089139+0.0028651i,0.00046343+0.002484i,0.0011639+0.00043699i,0.0018397-0.0011366i,0.0025338-0.001042i,0.0021508-0.00011968i,0.0015708+0.00050623i,0.0010566+0.00018627i
0.00097697+0.00046505i,-0.00035751-0.00092971i,0.00091346-0.0037268i,0.0052563-0.0048168i,0.006955-0.0045664i,0.0051696-0.0054474i,0.0047416-0.0083428i,0.0043559-0.0090651i,0.0019669-0.0072304i,-0.0010631-0.0047912i,-0.002275-0.0023428i,-0.0013257-0.00093209i,-0.0016015-0.00094866i,-0.0024653-0.001711i,-0.0019826-0.0018419i,-0.0016399-0.0010833i,-0.0019057-0.0003145i,-0.00090464+0.00025509i,-0.00023796+0.0014016i,0.00035067+0.0018886i,0.0009785+0.0014511i,0.00056831+0.00090283i,0.00060477+0.00039674i
-0.0026562-0.00087809i,-0.001407+0.00055141i,0.00082174+0.0045777i,0.00098211+0.010955i,0.00042105+0.013752i,0.0027351+0.011167i,0.0055273+0.0078069i,0.0055299+0.0056737i,0.0036646+0.0029727i,0.0012148+0.00011947i,-0.0008799-0.00063676i,-0.0015602+0.00039606i,-0.0013523+0.00079865i,-0.00013366+0.0010681i,0.0012108+0.00048107i,0.0012116-0.0012062i,0.00019209-0.0014137i,-0.0015977-0.00029974i,-0.0022285-0.00039759i,-0.0015989-0.00010045i,-0.00085942+0.00040326i,-0.00025278-0.00049051i,-0.00051627-0.0012664i
