-0.0015136-7.8962e-05i,0.00031015-0.0011796i,-0.0014845-0.0010509i,-0.0025471-0.00015619i,-0.0021904+0.0013781i,-0.0012829+0.0016197i,-0.0006546+0.0010825i,-0.00017031+0.00083588i,0.00057779+0.0004936i,0.00094278-0.00059695i,0.00026927-0.00061086i,0.00029322+3.3176e-05i,0.0011751+0.00018233i,0.0012834-0.00049177i,0.00087655-0.00038122i,-0.0004359+0.00074192i,-0.00082475+0.00043554i,0.00012694-0.00018592i,0.00049488+2.6222e-05i,0.00022027+9.3055e-05i,0.00017857-2.2592e-05i,5.7298e-05-0.00048903i,0.00054575-0.00055043i
-0.0014681+0.0008137i,-0.00047061+0.0009241i,-0.00058356+0.0016655i,-0.0010613+0.0015813i,-0.0013683+0.00088658i,-0.00080297-0.00016731i,-0.00054318-0.0012124i,-0.00051748-0.0016189i,-0.00064232-0.001387i,-0.0016023-0.0012843i,-0.0022259-0.0011893i,-0.0020949-0.00016934i,-0.0017013+0.00047785i,-0.0010142-5.6035e-05i,-0.00057017-0.00019566i,-0.00025437-9.5431e-05i,-0.00057746-8.8427e-05i,-0.00045524-0.00013556i,-0.00016132+0.00012748i,-5.5812e-05+0.00028616i,-0.00018249-0.00039016i,-0.00081096-0.00049272i,-0.00095103+9.6131e-06i
-0.0012223-0.00093854i,-0.0012561+0.00078515i,-0.0007735+0.00073516i,-2.6631e-05-0.00037244i,0.0010976-0.00083921i,0.0018354-0.00047716i,0.0020181-0.00039035i,0.0019578-0.00089405i,0.0014527-0.0011467i,0.00040355-0.0011817i,-0.00039883-0.0011411i,-0.00059843-0.00094703i,-0.0008529-0.00022897i,-0.00087706-0.00012176i,-0.00053896-0.00070256i,-0.00032529-0.00072342i,-9.4361e-06-0.00075885i,0.00071688-7.5067e-05i,0.001439+1.2535e-05i,0.0006344-0.00098699i,-0.00026762-0.00064432i,-0.00018159+0.00038675i,-0.0003402+0.00056823i
-0.00028462-0.0010607i,0.00056468+0.00031009i,-0.0001877+0.00060302i,-0.00092905+0.00059185i,-0.00094146+0.0010226i,-0.00030364+0.0015004i,-0.00016952+0.0014287i,-0.00032915+0.00019594i,-0.00094677-0.00023198i,-0.0011577+0.0010811i,-0.00034345+0.0018741i,0.00015619+0.001203i,0.00079279-4.1515e-06i,0.0012551+0.00014644i,0.00065096+0.00019073i,0.00015789+0.00010661i,0.00016659+0.00089809i,0.00039091+0.0012024i,7.1378e-05+0.00099488i,-0.00048138+0.0011766i,-0.00039477+0.0011465i,-8.9986e-05-1.0537e-05i,-0.00038441-0.00045678i
0.00036864+0.00094604i,-0.00070418+0.0010872i,-0.00087064+0.00051377i,-0.001276+8.7451e-05i,-0.0010203+0.00014144i,-0.00048436+0.00039799i,-9.9134e-05+0.00025723i,0.00050509-0.00022592i,8.1845e-05-0.00086508i,-0.0010906-0.00090736i,-0.001817-0.00024006i,-0.0017613+0.00062348i,-0.0012205+0.001478i,-0.00081908+0.0017141i,-0.00028298+0.0011967i,-7.5387e-06+0.00071232i,-0.00020494+0.00027367i,-0.00035407-0.0004746i,-0.00016985-0.00066648i,-5.162e-05-0.00031426i,0.0003277-0.00017441i,0.0006031-0.00017497i,0.00018231-0.00034533i
-0.00012744-0.00039726i,-0.00061689-0.0006539i,-0.00037088-0.00012282i,-0.00019191-0.00012214i,-0.00070447-0.0011136i,4.3185e-05-0.0020517i,0.0010259-0.0013242i,0.0014209-0.0010261i,0.0014429-0.0015325i,0.00051065-0.0014609i,-0.00066874-0.00067789i,-0.00099854+0.00035482i,-0.0012467+0.001172i,-0.0014001+0.00096658i,-0.0012063+0.00079583i,-0.00045667+0.00042128i,0.001004+0.00074512i,0.0009983+0.0016739i,-0.00018151+0.00056404i,0.00021723-0.00051185i,0.00066923-0.00092507i,5.8884e-05-0.00080606i,-0.00021518+7.5351e-05i
-0.00035238-0.001197i,0.00019755-0.0014184i,0.00084682-0.0028571i,6.3022e-05-0.001448i,-0.00014658+0.00037674i,0.00063194+0.00071789i,0.00037951+0.00065884i,-9.3901e-05-1.5894e-05i,-0.00031225-0.00077755i,-0.0010745-0.00045696i,-0.0016854+9.2276e-05i,-0.0014589+8.1114e-05i,-0.0011279+0.00025709i,-0.00046318+0.00031774i,0.00036782+0.00039875i,0.00039219+0.00065888i,0.00083192+0.00076132i,0.00046375+0.00027965i,-9.0781e-05-0.00033687i,-3.5211e-05-0.00089092i,0.00027855-0.00075943i,0.00040742-0.00039831i,0.00080809-0.0002206i
-0.00027108+0.0020006i,-0.00019438+0.0023221i,-0.0010506+0.0024269i,-0.001642+0.0017817i,-0.001548+0.0006745i,-0.0011449-0.0003996i,-0.0015116-0.0010551i,-0.0020164-0.0016793i,-0.0025433-0.0015083i,-0.0025051+7.3087e-05i,-0.0020754+0.00064284i,-0.0013107+0.00017363i,-0.00094203+0.00090463i,-0.00025127+0.0010528i,0.00012128+0.00021437i,-0.00043808+8.066e-05i,-0.00038301+0.00065981i,-0.0002623+0.00034808i,0.0001007-0.00010854i,0.00027649-0.00013796i,0.00034498+0.00065225i,0.0010062+0.00036492i,0.0010757-0.00045098i
-0.0020454+0.0011007i,-0.00224+0.0011341i,-0.0016809-0.00047458i,-0.00079233-0.0013429i,-0.00046287-0.00016064i,0.0004624+0.00088902i,0.0012157+0.00064032i,0.0010698-0.00094791i,0.0011008-0.0018365i,-0.00040861-0.0010447i,-0.0019117-7.2454e-06i,-0.0010565+0.00073974i,-7.7934e-05+0.00036157i,0.00026546+0.00036411i,0.0007784+0.00098532i,0.00061194+0.0007762i,0.00064074-4.2543e-05i,0.00059404-0.00035329i,0.00048363-0.00061001i,0.0010364-0.000548i,0.00037722-0.00011566i,-0.0003097-0.00083518i,1.6871e-05-0.0010027i
-0.0018149-0.0023434i,-0.00097904-0.0027698i,-0.00035352-0.0011979i,-0.00072855+0.00040176i,-0.0011746+0.00017874i,-0.00096174-0.00032557i,-0.00041624+0.00020924i,-8.9289e-05+0.00085409i,0.00042143+0.00059165i,0.00075389+4.4316e-05i,-3.8376e-05+0.0004556i,-0.0014006+0.00052843i,-0.0017469+6.2292e-06i,-0.0012246+4.1324e-05i,-0.00018916+9.8626e-05i,0.00071775-0.00037252i,0.00069933-0.00010152i,0.00086039+0.00049135i,0.0010676+0.00045183i,0.00025479+0.00052205i,-9.0728e-05-0.00058546i,-0.00028635-0.0013273i,-0.00050267-0.001257i
-0.0002919+0.0026241i,-0.0013779+0.0024381i,-0.0021077+0.0011294i,-0.0025856-0.00051342i,-0.0022573-0.00044073i,-0.0016061+1.0752e-05i,-0.00038047-0.00055986i,0.00053049-0.0010712i,4.0741e-05-0.00069525i,-0.0010587-8.1167e-05i,-0.0014651+0.00026788i,-0.0017787+0.00011406i,-0.0014033+3.8598e-05i,-0.0004889+0.00066873i,-0.00023718+0.0010213i,-0.00038398+0.00084278i,-0.00090696+0.00059396i,-0.00081248+0.0001657i,-0.00018159+0.00012776i,0.00066279+0.00021435i,0.00094416+0.00031971i,0.0007928-0.00056499i,0.0013448-0.00062469i
-0.0012675-0.00081177i,-0.0010671-0.00061048i,-0.00035031-0.00027372i,0.00058206-0.00022474i,0.00035025-0.0006296i,-0.00056731-0.00047996i,-0.00028439-0.00031134i,0.0011457-0.0010011i,0.001616-0.002044i,0.00025189-0.0022412i,-0.0012197-0.0013829i,-0.0022421-0.00043258i,-0.0013391+0.00076377i,0.00040922+0.0015854i,0.0008173+0.0010157i,4.7139e-05-0.00071113i,-0.00018357-0.00078905i,0.00055015-5.9385e-07i,0.0010185+0.00020353i,0.00080345+0.00018499i,0.00038153+0.00043341i,2.1474e-05+0.000319i,-0.00020113-1.1797e-05i
0.0020694-0.0013863i,0.0026184-0.0014596i,0.0015627-0.0014841i,-0.00057756-0.0015198i,-0.0020487-0.00090513i,-0.0014484+0.00011165i,-0.00078063+0.0011563i,-0.00033516+0.00096486i,4.7687e-05+0.00076164i,-0.00023379+0.00046476i,-0.00044387+2.9369e-05i,-0.00090402+2.4555e-05i,-0.0012022+0.00048476i,-0.00074996+0.00023267i,-0.00078498+0.00046014i,-0.00098846+0.00061862i,2.7788e-05+0.00019827i,0.00072943+0.00015204i,0.0008314-0.00025238i,0.00085372-0.0004321i,0.00086542+7.4956e-05i,0.00033835+0.00046396i,-0.00040849-0.00018017i
-0.0003825+0.002083i,-0.0011266+0.00077363i,-0.0021807-0.00016523i,-0.0022159-0.0002464i,-0.0013716+0.00010108i,-0.0003609-0.00090656i,0.00039115-0.0016085i,0.00029838-0.0019395i,-0.00025335-0.0020748i,-0.0013999-0.0012997i,-0.0018104+0.00021293i,-0.0010498+0.00058573i,-0.00067035-3.2455e-05i,-0.00059661+4.8651e-05i,5.3788e-05+0.00013659i,0.0011323+0.00035195i,0.00074195+0.0010484i,-0.00074+0.00098214i,-0.0010493+7.7746e-06i,-0.00066988-0.00047283i,-5.3255e-05-0.00116i,0.00064034-0.0011329i,0.00089648-0.00018807i
-0.00055432-0.0031445i,0.0003612-0.0017277i,0.0014827-0.00038272i,0.0014747-0.00018204i,0.0007462+0.00033811i,0.00076625+0.00080932i,0.0011278+0.00029884i,0.0016468-0.00079669i,0.0010306-0.001193i,-0.00016682-0.00075706i,-0.00036177+7.5578e-05i,-0.0003887+0.00078297i,-0.00056578+0.00064424i,-0.00014995-9.266e-05i,2.7755e-05+0.00018642i,-0.00022377+0.00048774i,-0.00016634-7.5922e-05i,-0.00082766-0.0005499i,-0.00087812-0.00037179i,0.00019916-0.00015543i,0.00026323-0.00038318i,-0.00049609-0.0010648i,-0.0011853-0.0017201i
0.0025317+0.00061173i,0.0011487-0.00046355i,-0.0011511-0.0020045i,-0.0021106-0.0019627i,-0.0011009-0.00097613i,-0.00050428-0.00018593i,-0.00044405+0.00057544i,-0.00052675+0.00034841i,-0.00025026+0.00024045i,-0.00046029+0.00047749i,-0.0014158+0.00050765i,-0.0015251+0.0010178i,-0.00079801+0.0017987i,0.00012769+0.0016967i,0.00090677+0.00098327i,0.0010693+0.00045639i,0.00092092-0.00053537i,0.000655-0.00055211i,0.00094904-8.3793e-05i,0.00098803+9.2946e-05i,-4.7433e-05+0.00010461i,-0.00059919-2.1761e-05i,-0.00061111+0.00022652i
-0.0027366+6.9395e-05i,-0.0033229+0.0016347i,-0.0024661+0.0013693i,-0.0011277+0.00063716i,-0.00046957+0.0007282i,-0.00059153+0.00062723i,-0.0007206-0.0011245i,-0.00038977-0.0020995i,-0.0001555-0.001814i,-0.00029298-0.0010409i,-0.0009435+7.1489e-06i,-0.0015417+0.00018059i,-0.0018758+7.9204e-05i,-0.001383+0.00090939i,-0.00085037+0.0010206i,-0.00040928+0.00081073i,0.00042388+0.0011255i,0.0003102+0.0004884i,0.00038271-0.00020631i,0.0007711+9.0378e-06i,0.0005877-0.00032257i,0.00092469-0.00042268i,0.00099248-0.00011187i
0.0019954-0.0020561i,0.0007914-0.0020533i,0.00016417-0.0016956i,-5.9282e-05-0.0018985i,-0.00065415-0.0019698i,-0.00017775-0.0012501i,0.00078825-0.00053894i,0.0014926-0.00075789i,0.0013727-0.0015983i,4.3181e-06-0.0015188i,-0.00049479-0.00048845i,-0.0007054+0.0002402i,-0.00077011+0.00063355i,0.00018094+0.00081967i,0.00082718+0.00073399i,0.00010981+0.00040763i,-0.00076924+0.00026137i,-0.00081947+0.00017357i,-0.0011405+0.00045773i,-0.0015423+0.00042316i,-0.0011326-4.1075e-05i,-0.00058532-0.00019159i,-0.00040723-0.00071969i
0.0018057-4.3333e-05i,0.0010806-0.00032231i,-0.0001605-0.0010386i,-0.00056955-0.0011413i,-0.00078129-0.00057996i,-0.00012668-0.00019674i,5.9195e-05+0.00019565i,-2.8182e-05-2.1091e-05i,0.00029826-0.00057803i,-0.00016591-0.00043448i,-0.0006905-0.00052762i,-0.00046828-0.00087859i,4.8765e-06-0.00030913i,0.00052953+0.00071302i,0.00022115+0.00089257i,-0.00060649+9.4033e-05i,-0.00056149-0.00038091i,-2.4178e-05+0.00012106i,0.00020825+0.00041259i,0.00039487+0.0003593i,0.00040336+0.00053843i,-0.00040918+0.0002563i,-0.00026935-0.00014123i
-0.0024611+0.00014746i,-0.0023438+0.0017306i,-0.0026791+0.0019588i,-0.0025289+0.0013343i,-0.0017211+0.00090867i,-0.00013202+0.00057594i,0.00078696-0.00035341i,0.00024067-0.00093634i,-0.0006586-0.00067171i,-0.00077184-7.549e-05i,-0.00039723+0.00053858i,-0.0012345+0.00089334i,-0.0022118+0.00076344i,-0.0017447+0.00038593i,-0.00087096+5.87e-05i,-0.00019375+0.00054857i,-0.00036858+0.0011258i,-0.00060179+0.00054957i,0.00010344+0.00016059i,0.00037567-0.00025214i,0.00051849-0.00085476i,0.00055078-0.00040033i,0.00092907+0.0004077i
0.001884-0.00072257i,0.0024959-0.00084865i,0.0024636-4.7774e-05i,0.0013735+3.1626e-06i,0.00048541-0.0010037i,0.00051059-0.0011116i,0.0010963+0.00015738i,0.00075695+0.000251i,0.00012691-0.0011066i,-0.00076539-0.00092503i,-0.0011058-0.00049084i,-0.0010435-0.00082819i,-0.00093611-0.0005664i,-0.00070147-1.9808e-05i,-0.00037588+0.0002825i,-0.00067667+0.00074057i,-0.00072974+0.00081752i,0.00010571-0.00012507i,0.00089572-0.00065496i,0.0011063-0.0003255i,0.00097166+0.00011049i,0.00090569-4.9191e-06i,0.0007551-0.00038255i
-0.00066205+0.00023663i,-0.00070024+0.00069159i,-0.0018214+5.2319e-05i,-0.0018406-0.0010273i,-0.00030732-0.00083513i,0.00053877-0.00014454i,1.9631e-05+0.00030908i,-0.00028551+0.00060084i,-0.00021746-0.00013492i,-0.00037577-0.00075461i,-0.00076458-0.00013795i,-0.0007783+0.00014492i,-3.1157e-05-0.00046578i,0.00034598-0.00059157i,-0.00039838-0.00051513i,-0.00067206-0.00047474i,-0.0010173-0.00043287i,-0.00066779-0.00047156i,0.00043017+3.3267e-05i,0.0005217+0.0006998i,0.00024452+4.858e-05i,0.00025393-0.00035845i,-0.00028321-0.00022824i
-0.0014872-0.0015855i,-0.0014532-0.0013346i,-0.0001388+0.00010296i,-0.00032706+0.00020192i,-0.00091232-0.0012383i,-0.00065056-0.0018269i,0.00022999-0.0022003i,0.00086079-0.0020017i,-0.00012177-0.0011221i,-0.00064034-0.00057475i,-0.00074832+0.00051745i,-0.0018133+0.0013086i,-0.0017754+0.0012978i,-0.00059663+0.0014087i,1.5054e-05+0.00043388i,0.00025352-0.00084843i,0.00016066-0.0006459i,0.00025111+0.0005367i,0.00076538+0.0011039i,0.00044192+0.00057415i,-0.0001072+0.00013161i,0.00028106+0.00015951i,0.00047768+7.3413e-05i
0.0018789-0.0025207i,0.0011958-0.0015921i,-0.000468-0.00061264i,-0.0012004-0.00037163i,-0.0018617-5.3534e-05i,-0.0017755+0.00030026i,-2.5226e-05+0.00063101i,0.0010268+0.00030506i,0.00091713-0.00074506i,-7.6521e-05-0.00089475i,-0.0015685-0.00049815i,-0.0023441-0.00071953i,-0.001729-0.00042748i,-0.00094868-0.00022003i,-0.00041278-0.00047931i,0.00050009+0.00026516i,0.00089392+0.00052043i,0.00099393-0.0002471i,0.00091354-0.0011892i,0.00054367-0.0011114i,0.00061605-0.00034662i,0.00035329+7.9303e-05i,-0.00028047-0.0004443i
0.00017058+0.0010574i,-0.00060731+0.0010417i,-0.00085867-0.00079277i,-0.00096855-0.00092447i,-0.0016387-1.828e-05i,-0.0013356+0.00027248i,-0.00042525+8.4944e-05i,0.00022773+0.00027709i,0.0002883-0.00033007i,-0.00040498-0.0011844i,-0.00087053-0.0009095i,-0.00068571-0.00013905i,-0.00027837-0.00078655i,-0.00023683-0.00084006i,-0.00057228+0.00028196i,-0.0003206+0.0010891i,0.00021413+0.0012668i,0.00042154+0.0013091i,0.00064108+0.00047755i,0.00077698-0.00074574i,0.00064533-0.00049458i,-0.00014194+0.00048297i,-0.00031987+0.00076833i
-0.0014862+0.0011467i,-0.00024513-0.00023023i,0.00044022+0.00058636i,0.00096367+0.00024187i,0.0012828-0.00076772i,0.0011398-0.00049029i,0.00054722-0.0012042i,0.00050359-0.0015293i,3.8649e-05-0.00029426i,-0.00077706+0.00058906i,-0.00067193+0.0010606i,-0.00068271+0.00099297i,-0.0010341+0.0011971i,-0.00046125+0.00149i,5.2429e-06+0.0017232i,-0.00066474+0.0014514i,-0.00040575+0.00048882i,-8.6378e-05-5.9996e-05i,-0.00043374+0.00060278i,-0.00028025-7.1797e-05i,-0.00024538-0.00098251i,-0.00016977-0.00052093i,-5.2369e-05+0.00048583i
0.0010458+0.00014368i,0.00057084+0.00090237i,-0.00037871+0.0008663i,-0.00035933-0.00010094i,0.0004098-0.00097421i,0.00027065-0.00039597i,0.0010268+0.00040945i,0.0017984-0.00072045i,0.00074882-0.002033i,-0.0013488-0.0017405i,-0.0020457-0.00033486i,-0.0015758+0.00056241i,-0.0021435+0.00075884i,-0.0023365+0.000792i,-0.0011635-2.1677e-05i,-0.00026072+0.0003106i,0.00025165+0.0009794i,0.00034592+0.00072677i,-0.00018607+0.00013968i,-0.00090584+0.00012622i,-0.00098392+0.00018249i,-0.00021644-0.0002699i,2.1843e-06-0.00014457i
0.0001331+0.00045305i,-0.00037758+9.5561e-05i,-0.00070082-0.00053984i,-0.0013647-0.0010964i,-0.0015901-0.00077036i,-0.00064748+3.1939e-05i,-0.00052573+0.00067779i,-0.00095951+0.00074059i,-0.00057303+0.00010293i,1.1408e-05-0.00043606i,0.00033301-0.00027033i,-0.00022698-0.00057282i,-0.00077028-0.00087185i,-0.00030374-0.00059722i,0.00054223-0.00037195i,-2.1148e-05+0.00089897i,0.00019952+0.0022702i,0.00079016+0.0020294i,0.00074665+0.00092245i,0.00076355+0.00014448i,-0.00044074-8.372e-05i,-0.0004998+6.788e-05i,0.00014045-4.3146e-05i
-0.0020306-0.0010132i,-0.0015317-6.4474e-05i,-0.0016085-0.00064205i,-0.0011348-0.0013482i,-0.00016757-0.00082366i,7.3713e-05+0.00014124i,0.00018616-0.0004481i,0.00038206-0.0013569i,0.00026176-0.0017204i,-0.00015665-0.0010071i,-0.00064654-8.6451e-05i,-0.0004816-0.00017849i,-0.00051686-3.7416e-06i,-0.00042568-0.00020761i,-0.00076329-0.0002983i,-0.00070041-0.00042228i,-0.00062242-0.0004318i,-0.00075966-0.00020071i,-0.00022852-0.00049674i,0.00061331-0.00057441i,0.000374-0.00056807i,-0.000117-0.00081921i,-2.6382e-05-0.00091259i
0.0014407+0.0005936i,0.0018359-0.00044387i,0.00087566-0.001696i,0.00045965-0.0019048i,-0.00013646-0.00059693i,-0.0003343+0.00020745i,0.0012044-0.00057052i,0.0019856-0.0012919i,0.00086978-0.0010296i,-0.00093349-0.00017026i,-0.0016885+0.00044244i,-0.0020835+0.00019959i,-0.0023461+0.00037343i,-0.0013625+0.00077319i,-0.00044241+0.00019918i,-0.00026251-0.00021836i,0.00016891-0.00063017i,0.00085611-0.00064918i,0.0010844-0.00029486i,0.00077054-0.00027696i,0.00075676-5.2755e-05i,0.00022248+0.00047158i,-0.00051049-3.7889e-05i
0.00057793+0.0025427i,-0.00040972+0.0023313i,-0.00018725+0.0020851i,0.0011048+0.0012788i,0.00083421-3.8318e-05i,-0.00079444-0.00030569i,-0.001133+3.145e-05i,0.00041689+6.3417e-05i,0.0013568+0.00010255i,0.0003423+0.00024684i,-0.00086297+0.00043792i,-0.001492+0.0010225i,-0.0017866+0.0010095i,-0.0014219+0.0012497i,-0.00017168+0.0016804i,0.0011401+0.0016772i,0.0007559+0.001211i,-0.00044691+0.00027186i,0.00049369-0.00049586i,0.0012909-0.0001209i,0.00054187+0.00057315i,0.00022754+0.00058511i,-0.00053998+0.0001417i
-0.0002473-0.00037803i,-1.4838e-05-0.0010781i,0.001283-0.0017546i,0.0020159-0.0018328i,0.001917-0.0018821i,0.0013776-0.0023266i,0.00071365-0.0018533i,0.00029502-0.0013353i,0.00025695-0.0013536i,0.00079903-0.00058348i,0.00053779+0.0001162i,-0.00053883+0.00041996i,-0.00095292+0.0011388i,-0.00052365+0.0018787i,-0.00010573+0.001829i,-0.00064304+0.0014943i,-0.00075592+0.00094977i,-4.2351e-05-0.00027546i,-3.3123e-05-0.0010936i,-0.00039432-0.00060557i,3.9976e-05-0.00069785i,9.7719e-05-0.00086303i,-2.7685e-06-0.00060295i
-0.00069545+0.0023304i,-6.1961e-05+0.0020983i,-0.00031697+0.00094232i,-0.00086301+6.0677e-05i,-0.00029632+0.00077653i,0.00031053+0.00098181i,0.0002471+0.00086298i,0.00056966+0.00048658i,0.00071833-0.00066975i,-0.00050789-0.0006689i,-0.0014884+0.00050734i,-0.0014848+0.0015088i,-0.0012487+0.0015071i,-0.0010062+0.00031454i,-0.00051952-0.00060763i,-0.00012582-0.00061948i,0.00013369-0.00014719i,0.00039545-0.00056628i,1.0332e-05-0.0010266i,-0.00026539-0.00074545i,-0.00052242+0.00018011i,-0.00020353+0.00027943i,-0.00023236-0.00015421i
-0.00062147+0.00099086i,0.00049152+0.0010323i,0.00063645+0.0018356i,0.00066668+0.0007892i,0.00066423-0.00054179i,-0.00059909-0.00050356i,-0.00077589-0.00029538i,-0.00015143-0.00050173i,-0.00041192-0.00066388i,-0.00047717-0.0008126i,-0.00062224-6.2968e-05i,-0.0012101+0.00083197i,-0.00088906+0.00087477i,-0.00052604+0.00076851i,0.00048472+0.00063763i,0.0012149+0.00070989i,0.00053488+0.00092007i,0.00025768+0.0014396i,0.00011711+0.00092907i,-0.00024395-0.00025659i,-0.00078389-6.599e-05i,-0.0011594+0.00052815i,-0.001065+0.00010463i
0.00074271+0.00017479i,0.00038436+0.0009592i,-0.00062056+0.0016662i,-0.00021933+0.00083347i,0.0012018-0.00039291i,0.0010224-0.001179i,0.00051674-0.0021119i,0.00054819-0.0021242i,4.6186e-05-0.0010406i,-0.00049031-0.00048823i,-0.0008681-0.00059711i,-0.00036841-0.00060196i,0.00014115-0.00047234i,0.00065349-0.0004372i,0.00085276+0.00031531i,-0.00021808+0.0013221i,-0.00094109+0.0013914i,-0.00037655+0.00052646i,0.00062694-0.00027304i,0.00087693-0.0006333i,0.00047518-0.00040558i,-0.00026735-0.0005887i,-0.00038222-0.00063292i
-0.0012785+0.0012614i,-0.00054401+0.00024902i,-0.00019996-0.0014764i,-0.0005054-0.00082289i,-4.0743e-05+0.00068298i,0.0008949+0.00064013i,0.00076806-0.00033973i,0.00066804-0.00058212i,5.619e-05-0.00039094i,-0.001756-0.00017543i,-0.0023762+0.0005057i,-0.00091893+0.0011503i,0.00081075+0.0011731i,0.00075699+0.00056171i,-0.00037011+0.00050892i,-0.00046046+0.00075142i,3.7233e-05+0.00082564i,0.00030316+0.00012412i,0.00050895+6.0755e-05i,0.00034648+0.00062491i,0.00014261+0.0011252i,-0.00047577+0.00059976i,-0.00056028+0.00018441i
-0.0007088-0.0020921i,-0.00090399-0.00081573i,-0.00099361+5.6355e-05i,-0.00058502+0.00012523i,0.0003693+0.00058457i,0.00092152-0.00016116i,0.00046422-0.0011632i,0.00012763-0.00058621i,0.00013495-0.00034325i,-0.00087257-0.00025908i,-0.00247+0.00048164i,-0.0026771+0.0010342i,-0.0023122+0.00068318i,-0.0021118+0.00031629i,-0.0013612-0.00040487i,2.0073e-05-0.00027535i,0.00094526+0.0010684i,0.00065217+0.0011086i,-0.00018149+0.00073858i,-0.00046384+0.0011053i,2.1092e-05+0.0014282i,0.00053133+0.00079641i,0.00053011+2.673e-05i
0.0015536+0.0035726i,0.0018858+0.00283i,0.0020156+0.0010227i,0.0017357+0.00040748i,0.000105-0.0006103i,-0.00020272-0.0021289i,0.00053249-0.0026802i,0.00013385-0.0022506i,-0.00055013-0.0011236i,-0.00056173+1.0485e-05i,-0.00067167+0.00021883i,-0.0007075+0.00019027i,-0.00039566+0.00020182i,0.00017306+0.00082801i,0.00089609+0.0011903i,0.0010567+0.0013959i,0.00015116+0.0015706i,-0.00018945+0.00014124i,-0.00039219-0.0016344i,-0.00106-0.001565i,-0.001188-0.00071242i,-0.00078342-0.00058567i,-0.00039378-0.0011269i
-0.0022705-0.0016383i,-0.0033171-0.0026161i,-0.0047013-0.003653i,-0.004471-0.0017427i,-0.0040189+0.00027903i,-0.0020566+0.0011876i,0.00037426+0.0013943i,0.0012461-9.292e-05i,0.00046963-0.001761i,-0.0012835-0.001453i,-0.0014638+9.2458e-05i,-0.00059536+0.0008075i,-0.00014269+0.0010574i,0.00040879+0.0015818i,0.00059175+0.0011042i,-0.00023483+0.00090652i,-0.00038437+0.00068792i,0.00024953-0.00051438i,0.00097633-0.00017227i,0.0011244+0.00059445i,0.00028201+0.00020519i,0.00018758+0.00018215i,6.1747e-05+0.00042613i
0.0025228-0.00069501i,0.0023645-0.00077395i,0.0029188-0.00077203i,0.0013933-0.001286i,-6.0927e-05-0.0014011i,8.3782e-05-0.0010225i,-0.00023177-0.00017874i,0.00018216+0.00030263i,0.00098017+0.00014811i,0.00044245-0.00040714i,-0.00089263-0.0001332i,-0.0020643+0.0001978i,-0.0027708-7.8905e-05i,-0.0026572-0.00028121i,-0.0016289-0.0010095i,-0.00028114-0.0011175i,9.7265e-05+9.6575e-05i,-0.00017665+0.00053584i,-7.7561e-05+0.00088387i,-8.9841e-05+0.00091431i,0.00075532+0.00091226i,0.0011698+0.00081854i,0.00097623-3.1465e-05i
0.0030312+0.00017577i,0.0023573-9.4345e-05i,0.00054229-0.001556i,-0.000564-0.0026771i,-0.0008474-0.002088i,-0.00099227-0.00052389i,-0.00016225-0.00054298i,0.00079517-0.0014568i,0.00081364-0.0011083i,-2.2868e-05-0.00095852i,-0.00044094-0.00046088i,-0.0015167-0.00020649i,-0.0018429-0.0010966i,-0.00052988-0.0011528i,0.00071248-0.00047259i,0.0010917+0.00017253i,0.00081551+0.00055598i,0.00012912-2.7026e-05i,-0.00030753-0.0011986i,0.0001022-0.0011861i,0.00033895-0.00055248i,-0.00040115-9.0399e-05i,-0.00087294+0.00021642i
-0.0022939-0.0017461i,-0.002838-0.0015644i,-0.0027648-0.0011594i,-0.0023182-0.0011031i,-0.0021827-0.00037173i,-0.0013976+0.00070067i,-0.0001509+0.0013123i,-0.00026922+0.00090467i,-0.00089979+0.00010189i,-0.0009094-3.4097e-05i,-0.00071459+0.00047325i,-0.0012652+0.0010104i,-0.0015297+0.0015596i,-0.00071567+0.0023965i,-0.00011202+0.0023321i,-0.00063568+0.0015629i,-0.00051725+0.00073357i,0.0012702-0.00026542i,0.0022996-0.00042469i,0.0011693-8.6806e-05i,0.00028174+0.00025164i,0.00040591+7.4376e-05i,0.00028794+1.189e-05i
0.00049591-0.00040282i,-6.891e-05-0.00076513i,-0.0002357-0.00044463i,0.00021149+0.00055231i,0.00056866-4.1301e-05i,0.00080607-0.00041804i,0.0010137-0.00027893i,0.00074899-0.0010143i,-5.1864e-05-0.00066082i,-0.00047744+4.0607e-05i,-0.0013503-0.00018616i,-0.0026936-0.00064563i,-0.0026318-0.00036231i,-0.0016814+0.00055463i,-0.0013761+0.00038331i,-0.00069047+0.00025428i,0.00076664+0.0010666i,0.00071254+0.0016874i,0.00027939+0.0013075i,0.00029069+0.00065272i,0.00034839+0.00013223i,0.000757-0.00014645i,0.00066218+0.00020279i
