-0.00065902+0.00024617i,-0.00048356-0.00087427i,0.00010278-0.00093885i,5.7882e-05-0.0010834i,-0.00056827-0.00061087i,-0.00097007+0.00048206i,-7.8522e-05+0.0010376i,0.00078761+0.0012938i,0.001053+0.0011274i,0.0013132-7.9598e-05i,0.0011249-0.0010809i,0.00053757-0.00076547i,-0.00041693-0.00029732i,-0.00048252-0.00039489i,7.9492e-05-0.000238i,0.0011067+9.1726e-05i,0.001115+1.6954e-05i,0.00032059-0.00015748i,-0.00021461+9.2282e-06i,-0.00035354+0.00026672i,-0.00013444+0.00015973i,1.8098e-05-9.9452e-05i,0.00032952-0.0002647i
0.17774+0.05361i,0.26115+0.019546i,0.2245-0.049028i,0.13737-0.050474i,0.086392+0.034366i,0.021404+0.12292i,-0.02473+0.15483i,0.00077403+0.12214i,0.025897+0.058505i,0.016675+0.019694i,-0.0047058+0.0038715i,-0.028564-0.00071025i,-0.033314+0.0057324i,-0.025355-0.004236i,-0.031651-0.029899i,-0.045091-0.042004i,-0.049215-0.037203i,-0.047991-0.024829i,-0.043651-0.004324i,-0.028532+0.016169i,-0.01161+0.023017i,-0.0037746+0.019832i,-0.0019913+0.01544i
-0.13171+0.12827i,-0.17645+0.24481i,-0.1291+0.32801i,-0.012547+0.34818i,0.13057+0.26356i,0.25116+0.071042i,0.24868-0.094204i,0.13421-0.11334i,0.054501-0.055631i,0.03693-0.032313i,0.021479-0.028837i,0.0053883-0.0090322i,-0.0049072+0.0064381i,-0.013819+0.0092261i,-0.024524+0.021526i,-0.038494+0.048939i,-0.046572+0.069618i,-0.041262+0.070483i,-0.028512+0.056337i,-0.01732+0.03075i,-0.0083152+0.0059181i,-0.0014237-0.0052207i,0.0033141-0.0049549i
-0.044251-0.16372i,-0.077092-0.22163i,-0.070915-0.20915i,-0.083231-0.20731i,-0.17364-0.2235i,-0.2556-0.17066i,-0.22352-0.072082i,-0.11136-0.024598i,-0.035753-0.025558i,-0.021692-0.01285i,-0.0019579+0.019618i,0.034533+0.030739i,0.042082+0.019677i,0.02515+0.020543i,0.024152+0.031413i,0.045883+0.034817i,0.067285+0.031638i,0.074707+0.024997i,0.068074+0.010807i,0.047093-0.0084449i,0.01817-0.018823i,-0.0042805-0.015945i,-0.011277-0.0096509i
0.1729+0.044827i,0.27654+0.072027i,0.31788+0.083337i,0.32983+0.045321i,0.30157-0.036693i,0.19657-0.082707i,0.090608-0.057274i,0.040046-0.017162i,0.010386+0.0085694i,-0.0077295+0.025829i,-0.01523+0.024665i,-0.024754+0.011751i,-0.02285+0.0028714i,-0.0048596-0.0018341i,0.013282-0.011502i,0.02324-0.026939i,0.021756-0.041577i,0.0064122-0.050004i,-0.014014-0.048853i,-0.02897-0.03628i,-0.03207-0.015214i,-0.021194+0.00026911i,-0.0095099+0.00058577i
-0.10491+0.124i,-0.15387+0.1529i,-0.18617+0.10038i,-0.21658+0.092063i,-0.19914+0.20248i,-0.098017+0.29641i,0.0099081+0.24717i,0.039569+0.12892i,0.021163+0.049426i,0.015177+0.014864i,0.016769-0.013384i,0.0071463-0.034576i,-0.00015642-0.03697i,-0.004663-0.03486i,-0.017793-0.032881i,-0.029112-0.032087i,-0.02811-0.040298i,-0.019834-0.050206i,-0.015678-0.043511i,-0.007393-0.015686i,0.011059+0.0039013i,0.017917+0.0011659i,0.0053575-0.00066348i
-0.072194-0.1505i,-0.095454-0.23085i,-0.066816-0.2398i,-0.02589-0.23553i,-0.0055211-0.26536i,0.02387-0.28703i,0.034928-0.25824i,0.0027609-0.17201i,-0.010825-0.078414i,0.00029501-0.044409i,-0.0066031-0.031102i,-0.011563+0.0041977i,-0.0024182+0.022116i,0.0019165+0.016462i,-0.0020032+0.014099i,-0.016296+0.023367i,-0.031425+0.044692i,-0.034364+0.061119i,-0.023304+0.057575i,-0.0030548+0.037109i,0.0083301+0.014097i,0.0073973+0.004999i,0.010082+0.0032712i
0.14841-0.0043277i,0.18125-0.013176i,0.091034-0.0027331i,-0.01019+0.047461i,-0.018519+0.10202i,-0.031138+0.11127i,-0.07525+0.10929i,-0.059382+0.082997i,-0.029129+0.021744i,-0.034406-0.0058738i,-0.034807-0.00090471i,-0.02818+0.00092386i,-0.027381+0.010277i,-0.02323+0.024726i,-0.0062927+0.030726i,0.021962+0.021915i,0.039246+0.0039958i,0.041929-0.0018977i,0.04102+0.0016294i,0.029564-0.0006089i,0.010731-0.0025319i,7.7005e-05+0.0052391i,0.0018731+0.014324i
-0.058393+0.15606i,-0.064363+0.25305i,-0.0006784+0.26027i,0.056891+0.18275i,0.040682+0.092545i,0.010051+0.014344i,-0.002115-0.041423i,-0.01251-0.04334i,-0.0083652-0.013447i,0.0016497+0.0050088i,0.011795+0.014548i,0.023622+0.013526i,0.023375+0.007165i,0.018141+0.003175i,0.011749-0.0052365i,0.0014564-0.003208i,-0.0018737+0.013903i,0.0022948+0.02695i,0.0082337+0.027371i,0.013141+0.018534i,0.014522+0.009269i,0.015427-0.0014672i,0.01112-0.013718i
-0.11264-0.10859i,-0.20721-0.12169i,-0.24417-0.016423i,-0.18171+0.088326i,-0.10347+0.078481i,-0.066365+0.080772i,-0.0076115+0.13068i,0.047131+0.11515i,0.037904+0.05979i,0.019798+0.041806i,0.027109+0.033005i,0.029437+0.0097498i,0.02922-0.0082188i,0.031581-0.01427i,0.024074-0.014303i,0.01066-0.019279i,0.0028537-0.035996i,0.0015369-0.052602i,0.0019204-0.057922i,0.00053898-0.050583i,-0.0035345-0.034925i,-0.011847-0.018927i,-0.016406-0.0029457i
0.165-0.043097i,0.27411-0.11937i,0.29395-0.2286i,0.22761-0.29365i,0.15488-0.27954i,0.069168-0.24488i,-0.030611-0.18058i,-0.049772-0.074058i,0.00051396-0.016474i,0.016942-0.02128i,-0.00033666-0.020868i,-0.0073172-0.0072654i,-0.010326+0.0021967i,-0.016825+0.004674i,-0.018435+0.0089125i,-0.0099408+0.026519i,0.0046287+0.047481i,0.011001+0.053016i,0.0017759+0.040735i,-0.013215+0.020974i,-0.025515+0.0057191i,-0.027656+0.00064492i,-0.019651-0.0020998i
-0.044204+0.14486i,-0.030988+0.26255i,0.034272+0.31363i,0.079856+0.29248i,0.059379+0.27454i,0.062104+0.25827i,0.10583+0.17699i,0.091965+0.058972i,0.033494+0.0072451i,0.016687+0.0094762i,0.021084-0.00012888i,0.0035597-0.014339i,-0.021728-0.016719i,-0.032829-0.012231i,-0.02433-0.0094445i,-0.013744-0.021194i,-0.02175-0.041386i,-0.037274-0.046727i,-0.039538-0.026652i,-0.029451+0.0054748i,-0.012063+0.026688i,0.006183+0.02749i,0.016925+0.01929i
-0.094014-0.11058i,-0.18754-0.19809i,-0.27608-0.23873i,-0.31086-0.22982i,-0.24935-0.22328i,-0.13645-0.22293i,-0.062637-0.19788i,-0.040898-0.13941i,-0.029843-0.072946i,-0.021403-0.025151i,-0.011075+0.0071085i,0.0095238+0.024939i,0.026147+0.023687i,0.027936+0.013618i,0.020661+0.0086281i,0.018204+0.013649i,0.028665+0.024362i,0.040991+0.033702i,0.046026+0.033853i,0.04752+0.022588i,0.041919+0.0057816i,0.025728-0.008938i,0.0057006-0.012405i
0.12012-0.019477i,0.2166-0.028453i,0.26873-0.016606i,0.28885+0.0014335i,0.28105+0.0057106i,0.21031+0.0048796i,0.10759+0.0067695i,0.031999+0.015337i,-0.005546+0.018683i,-0.016207+0.0096825i,-0.023882+0.0024365i,-0.032923+0.0070089i,-0.029764+0.015888i,-0.016788+0.020217i,-0.0070112+0.01276i,-0.01563-0.0005853i,-0.035984-0.003491i,-0.046139-0.0022231i,-0.042656-0.0061337i,-0.030925-0.013472i,-0.018099-0.01727i,-0.012391-0.0092256i,-0.0089857+0.0020124i
-0.05678+0.11438i,-0.12888+0.19047i,-0.19792+0.22431i,-0.22716+0.2333i,-0.20714+0.21162i,-0.18271+0.12461i,-0.17539+0.053259i,-0.1267+0.035387i,-0.057249+0.01053i,-0.034503-0.0095516i,-0.021867-0.0040579i,0.0031425-0.0083755i,0.012717-0.02336i,0.0085863-0.027684i,0.0053041-0.018736i,0.015809-0.0059078i,0.039402-0.0065107i,0.051943-0.017027i,0.038525-0.021136i,0.011533-0.015652i,-0.0056479-0.0066358i,-0.0043687-0.0024529i,0.00311-0.0034126i
-0.052738-0.090941i,-0.057951-0.14989i,0.012813-0.18751i,0.063433-0.20972i,0.024587-0.1716i,0.017911-0.039138i,0.091533+0.061105i,0.12275+0.056248i,0.08008+0.033806i,0.037183+0.024046i,0.010885+0.013383i,-0.0050005+0.015611i,-0.001911+0.021642i,0.010525+0.017758i,0.011657+0.0054824i,-0.0058353-0.0018525i,-0.026908+0.0044127i,-0.031583+0.013628i,-0.017662+0.017306i,0.0024232+0.014829i,0.014914+0.0063425i,0.017383-0.0041581i,0.0172-0.012286i
0.096728-0.0057657i,0.14085+0.023385i,0.12283+0.096963i,0.11648+0.14614i,0.14528+0.085878i,0.091601-0.016462i,-0.021888-0.031254i,-0.063392+0.012677i,-0.037181+0.02373i,-0.011418+0.013467i,0.001829+0.0046221i,0.0027727-0.0069532i,-0.0068967-0.00912i,-0.014984+0.0039252i,-0.0078535+0.019601i,0.013271+0.018979i,0.026518+0.0071219i,0.028242-0.00066295i,0.027757-0.0085566i,0.019451-0.01688i,0.0011193-0.018128i,-0.01705-0.01208i,-0.024366-0.0038138i
-0.019003+0.079357i,-0.025146+0.092437i,-0.037079+0.020626i,-0.079137-0.029419i,-0.089661+0.039455i,-0.0050519+0.097543i,0.083847+0.026177i,0.077898-0.051962i,0.040644-0.044726i,0.032328-0.015165i,0.028356-0.0010664i,0.021295+0.0031842i,0.012672-0.005572i,-0.00064887-0.019926i,-0.014355-0.021197i,-0.02235-0.0040289i,-0.023561+0.01277i,-0.028095+0.018345i,-0.031717+0.02004i,-0.024826+0.020434i,-0.014474+0.020261i,-0.0059717+0.021663i,-0.0020268+0.022564i
-0.074254-0.051112i,-0.10819-0.054909i,-0.078834-0.0032841i,-0.016474+0.00030576i,-0.028052-0.1004i,-0.095484-0.13523i,-0.088494-0.039504i,-0.020463+0.016666i,-0.0028843-0.0049335i,-0.016489-0.015046i,-0.007285-0.012248i,0.0017479-0.013906i,0.0052211-0.0068832i,0.019116+0.0024504i,0.034129-0.0038419i,0.037326-0.025996i,0.034673-0.044644i,0.03244-0.050398i,0.02267-0.042357i,0.010241-0.020197i,0.009597+0.0009175i,0.015082+0.0090041i,0.01591+0.010156i
0.081985-0.03956i,0.10698-0.096209i,0.05203-0.14553i,-0.0066729-0.10706i,0.055314-0.0023981i,0.14406+0.010004i,0.10087-0.062903i,0.01113-0.077568i,-0.010195-0.040325i,-0.0017928-0.026366i,-0.0067908-0.023457i,-0.014141-0.0077158i,-0.015145+0.010473i,-0.021642+0.019735i,-0.032991+0.026689i,-0.035348+0.037228i,-0.0309+0.047571i,-0.025112+0.05547i,-0.01473+0.04969i,-0.0036306+0.024406i,-0.00066602-0.0013677i,-4.294e-05-0.013176i,0.0048451-0.017848i
-0.010525+0.084626i,0.021545+0.1671i,0.098878+0.19339i,0.10708+0.13553i,-0.036863+0.07962i,-0.167+0.076291i,-0.15146+0.078536i,-0.086703+0.058786i,-0.054232+0.043154i,-0.039123+0.038342i,-0.031842+0.029089i,-0.02329+0.016542i,-0.0090476-5.9232e-05i,0.00074313-0.019922i,0.00063218-0.032574i,-0.0054472-0.036112i,-0.010307-0.03957i,-0.010764-0.045615i,-0.012329-0.044646i,-0.019018-0.03175i,-0.023167-0.018085i,-0.022991-0.0092765i,-0.019528-0.0029545i
-0.070561-0.042572i,-0.17045-0.073033i,-0.26315-0.04073i,-0.2288+0.0072002i,-0.071197-0.033527i,0.030549-0.084015i,0.021344-0.040499i,0.012301+0.015922i,0.027494+0.011333i,0.024064-0.0060384i,0.018913+0.0025341i,0.026391+0.011956i,0.027038+0.013273i,0.022237+0.023679i,0.028443+0.039048i,0.042858+0.048276i,0.055459+0.054451i,0.061135+0.055454i,0.062079+0.046867i,0.05831+0.032553i,0.047525+0.020301i,0.034716+0.010906i,0.019994+0.006307i
0.084706-0.025785i,0.18451-0.067208i,0.25314-0.1309i,0.22868-0.14882i,0.14598-0.071474i,0.077749+0.015798i,0.047056+0.032128i,0.033066+0.022903i,0.02385+0.017693i,0.019+0.014849i,0.018706+0.012172i,0.010343+0.00056508i,-0.011429-0.0084766i,-0.030062-0.0097218i,-0.040246-0.013713i,-0.047895-0.019049i,-0.055799-0.020242i,-0.060837-0.01444i,-0.053089-0.0020759i,-0.032376+0.0057369i,-0.01603+0.0022781i,-0.013673-0.0015194i,-0.011445-0.0016444i
-0.03046+0.072162i,-0.075733+0.17585i,-0.099966+0.27685i,-0.079681+0.28423i,-0.048308+0.17944i,-0.013781+0.049716i,0.025018-0.036044i,0.027192-0.077975i,-0.003272-0.073374i,-0.021196-0.04606i,-0.020566-0.030165i,-0.012598-0.020184i,0.0031338-0.013004i,0.021564-0.015039i,0.033274-0.024062i,0.035883-0.033159i,0.036188-0.037825i,0.035647-0.041679i,0.024982-0.047599i,0.0056675-0.04863i,-0.010004-0.039214i,-0.014758-0.0273i,-0.012672-0.01982i
-0.017999-0.063325i,-0.035133-0.16635i,-0.062365-0.28171i,-0.097126-0.31258i,-0.10703-0.23083i,-0.089523-0.10816i,-0.054515-0.0068557i,-0.0028855+0.039739i,0.026796+0.03827i,0.023596+0.02535i,0.010331+0.017841i,-0.0017648+0.018869i,-0.0037957+0.024549i,-0.0035683+0.027175i,-0.010038+0.032569i,-0.015524+0.040851i,-0.017883+0.042525i,-0.017529+0.039958i,-0.012547+0.039962i,-0.0075153+0.042698i,-0.0031004+0.046917i,0.0046274+0.048809i,0.010334+0.041169i
0.040973+0.023989i,0.12025+0.093677i,0.21918+0.18224i,0.28475+0.20474i,0.28332+0.15087i,0.2338+0.073531i,0.14195+0.0041343i,0.033366-0.018043i,-0.014953+0.0022077i,-0.004345+0.016148i,0.0081547+0.016694i,0.010672+0.011201i,0.0066035-0.0015794i,-0.0011181-0.013252i,-0.0044955-0.019279i,-0.0027598-0.022665i,-0.002167-0.021607i,-0.0042745-0.017355i,-0.0086444-0.014486i,-0.0096902-0.015409i,-0.0064859-0.020341i,-0.0046934-0.023673i,-0.0012687-0.015196i
-0.030173+0.010746i,-0.13029-0.0044624i,-0.27578-0.018249i,-0.36166+0.006599i,-0.34266+0.052254i,-0.26462+0.081335i,-0.14212+0.073066i,-0.023821+0.022779i,0.018671-0.021479i,0.015256-0.02461i,0.014137-0.01678i,0.014201-0.014163i,0.010214-0.0082126i,0.0056379+0.0017593i,0.010703+0.011878i,0.022965+0.017207i,0.03046+0.016771i,0.032446+0.015141i,0.035232+0.01176i,0.035877+0.0034615i,0.030766-0.0055748i,0.025235-0.010519i,0.019424-0.014906i
0.0096806-0.01869i,0.086178-0.060793i,0.20393-0.13222i,0.26928-0.20608i,0.24537-0.26683i,0.15342-0.28597i,0.017379-0.20405i,-0.06052-0.052891i,-0.0485+0.027071i,-0.034144+0.011003i,-0.036478-0.009588i,-0.030351-0.0097354i,-0.02354-0.0056733i,-0.021118-0.002797i,-0.026845-0.0027707i,-0.035052-0.00076144i,-0.030469+0.0049432i,-0.019386+0.0094968i,-0.016708+0.013258i,-0.023049+0.02024i,-0.027858+0.023782i,-0.028682+0.018837i,-0.028215+0.011398i
-0.015567+0.0076048i,-0.064762+0.084096i,-0.11689+0.2176i,-0.11743+0.32513i,-0.073491+0.37323i,-0.025748+0.36096i,0.0095762+0.25079i,0.0021955+0.096867i,-0.026347+0.017825i,-0.028181+0.012609i,-0.021157+0.017854i,-0.018216+0.015096i,-0.0098773+0.0094873i,0.0024806+0.0038888i,0.013185-0.0058983i,0.013605-0.018026i,0.0026872-0.024577i,-0.0081263-0.02333i,-0.0061455-0.02075i,0.0077218-0.022467i,0.020456-0.023977i,0.023304-0.021256i,0.01678-0.016214i
0.033104-0.011199i,0.042418-0.086765i,0.013633-0.20962i,-0.055836-0.2921i,-0.13098-0.299i,-0.14804-0.25661i,-0.077994-0.15805i,0.019639-0.063824i,0.054168-0.032601i,0.025929-0.012681i,0.0044546+0.012567i,0.0024328+0.019687i,0.0030797+0.014218i,0.00402+0.0067607i,0.0040355+0.0090864i,0.0066653+0.017817i,0.01218+0.015309i,0.014574+0.0026451i,0.010373-0.004939i,0.0028088-0.0030753i,-0.0039251+0.0018891i,-0.0078518+0.0080254i,-0.0019987+0.014056i
-0.017584+0.05704i,0.024232+0.14164i,0.12338+0.22635i,0.22285+0.23386i,0.28866+0.17742i,0.30521+0.13129i,0.24121+0.075577i,0.12192+0.016905i,0.042146-0.0008315i,0.039073-0.0055862i,0.051929-0.019013i,0.041128-0.023359i,0.023343-0.016558i,0.014344-0.011975i,0.0069356-0.015324i,-0.0040297-0.016797i,-0.010151-0.00614i,-0.0063435+0.0053299i,-0.0030573+0.0031743i,-0.008698-0.0072487i,-0.01737-0.0099022i,-0.017597-0.0057594i,-0.013735-0.0033248i
-0.032353-0.074911i,-0.11479-0.13515i,-0.22984-0.14644i,-0.29001-0.089044i,-0.28598-0.026649i,-0.27788-0.0056975i,-0.22828-0.0042655i,-0.12386-0.0094603i,-0.047019-0.010642i,-0.019429+0.001518i,-0.0048728+0.010097i,0.0075482+0.0061939i,0.005766+0.00067949i,-0.0051593+0.0057988i,-0.0027727+0.016064i,0.012124+0.016867i,0.017247+0.0089589i,0.010179+0.0070599i,0.0063507+0.014077i,0.01317+0.022763i,0.022271+0.024654i,0.023972+0.020492i,0.021998+0.015213i
0.09056+0.026575i,0.19781+0.010705i,0.28526-0.053634i,0.26612-0.12282i,0.18065-0.15267i,0.13262-0.15058i,0.086463-0.10942i,0.025422-0.029122i,9.3179e-05+0.01915i,-0.011431+0.0010558i,-0.032214-0.021894i,-0.038257-0.017255i,-0.024661-0.0098828i,-0.015499-0.011909i,-0.022935-0.0080405i,-0.031352+0.0070645i,-0.023331+0.016982i,-0.0080677+0.013121i,-0.0017496+0.0012164i,-0.00476-0.0074587i,-0.005784-0.0099413i,-0.0046163-0.011099i,-0.0067965-0.0088259i
-0.094208+0.058331i,-0.18247+0.14882i,-0.2159+0.24033i,-0.15675+0.24841i,-0.077024+0.19084i,-0.054178+0.13703i,-0.061302+0.092824i,-0.054992+0.042522i,-0.039227+0.0051769i,-0.017917+0.0043826i,0.0066046+0.014546i,0.017993+0.010228i,0.015357+0.0044846i,0.019571+0.0045557i,0.030308-0.0055194i,0.030066-0.023702i,0.019028-0.030514i,0.010138-0.022619i,0.010169-0.01018i,0.011382-0.0046759i,0.0045932-0.0068638i,-0.0023674-0.0074329i,-0.0020995-0.011454i
0.018677-0.11251i,0.018164-0.22767i,-0.013811-0.2883i,-0.043887-0.21511i,-0.029213-0.09321i,0.010866-0.043711i,0.048038-0.05532i,0.065899-0.066368i,0.049454-0.055972i,0.0122-0.028614i,-0.015808+0.0032718i,-0.019326+0.024952i,-0.012853+0.025087i,-0.011713+0.016985i,-0.0096754+0.021192i,-0.0016493+0.029976i,0.0031315+0.025778i,-0.0037199+0.012341i,-0.016902+0.0053431i,-0.019189+0.0098716i,-0.0092445+0.01429i,-0.0027302+0.012993i,-0.0037981+0.017923i
0.071732+0.10235i,0.16011+0.19472i,0.22281+0.23224i,0.19454+0.15193i,0.098563+0.030305i,0.023706+0.011599i,0.018528+0.070546i,0.037051+0.085189i,0.03404+0.053095i,0.028056+0.020076i,0.026106-0.0091179i,0.011715-0.024271i,0.00031014-0.017545i,0.00098064-0.015038i,-0.0057244-0.029145i,-0.021758-0.039008i,-0.028398-0.031347i,-0.017065-0.017311i,0.0028409-0.01312i,0.013329-0.017519i,0.010099-0.017756i,0.0036467-0.01325i,-0.0015799-0.011723i
-0.11726-0.006458i,-0.23231-0.015098i,-0.27201-0.016116i,-0.17052-0.00029888i,-0.018242+0.016835i,0.059774-0.0017438i,0.028342-0.035064i,-0.03021-0.028141i,-0.036858+0.0028296i,-0.016105+0.019494i,0.001292+0.028346i,0.01679+0.02834i,0.01746+0.019268i,0.0094326+0.020861i,0.017982+0.031579i,0.036926+0.033403i,0.042345+0.027506i,0.033077+0.025059i,0.01994+0.023179i,0.0076547+0.01281i,-0.0019002-0.0017905i,-0.0049457-0.0069797i,0.0027527-0.0023853i
0.084746-0.087943i,0.16464-0.17047i,0.18613-0.20819i,0.076827-0.15972i,-0.086672-0.059231i,-0.15028+0.012334i,-0.09492+0.024819i,-0.028079+0.011065i,-0.0083674+0.0011066i,-0.0069838-0.0048808i,-0.010544-0.01546i,-0.018216-0.016522i,-0.017069-0.012108i,-0.020607-0.01213i,-0.038712-0.0040545i,-0.051966+0.014337i,-0.046191+0.023697i,-0.031558+0.013774i,-0.023174-0.0019072i,-0.018597-0.0034271i,-0.010862+0.0096035i,-0.002034+0.018487i,-0.0032723+0.014025i
0.013021+0.12077i,0.0083358+0.23076i,-0.0058296+0.26754i,0.021722+0.16618i,0.094722-0.0098178i,0.099993-0.13341i,0.018909-0.13071i,-0.032019-0.062029i,-0.022591-0.021302i,-0.0053-0.009864i,0.011801-0.0055493i,0.023165-0.016209i,0.019895-0.02307i,0.023883-0.020579i,0.040437-0.030781i,0.047092-0.048833i,0.037698-0.052812i,0.024735-0.037552i,0.016116-0.013038i,0.012301+0.0024964i,0.0093314+0.0015737i,0.0070446-0.0047141i,0.011754-0.0080378i
-0.095782-0.063193i,-0.17219-0.12514i,-0.19192-0.13207i,-0.14081-0.018668i,-0.071496+0.14583i,-0.0022115+0.22818i,0.063077+0.16204i,0.078237+0.037979i,0.046339-0.020944i,0.011674-0.020139i,-0.013019-0.00071948i,-0.019086+0.019613i,-0.010194+0.024814i,-0.0076342+0.025211i,-0.0098378+0.037297i,-0.0043705+0.051545i,0.0028304+0.051559i,0.0011658+0.037452i,-0.0047493+0.019943i,-0.0026647+0.0060566i,0.0055844-0.0050951i,0.0072289-0.012913i,4.9874e-08-0.010438i
0.10696-0.0322i,0.2022-0.039788i,0.23833-0.032333i,0.1641-0.071422i,0.031245-0.16533i,-0.063518-0.19516i,-0.073622-0.09878i,-0.029113+0.0085173i,0.0058602+0.034105i,0.010028+0.019683i,0.0025502+0.0042714i,-0.010456-0.0035318i,-0.016905-0.0016445i,-0.013774-0.011439i,-0.017852-0.037511i,-0.032782-0.055641i,-0.041012-0.052281i,-0.029748-0.037973i,-0.00921-0.026139i,-0.0012167-0.016014i,-0.0092052-0.0037222i,-0.017695+0.0074268i,-0.015595+0.0087254i
-0.033099+0.095967i,-0.072078+0.16666i,-0.077898+0.17143i,-0.0030776+0.12891i,0.11537+0.12129i,0.18241+0.10643i,0.13215+0.038279i,0.023235-0.0079751i,-0.036814-0.0015465i,-0.033515+0.0091335i,-0.010982+0.010977i,0.009609+0.009372i,0.017213+0.0040671i,0.018674+0.0099618i,0.032101+0.028219i,0.052941+0.036204i,0.059816+0.026363i,0.046021+0.013356i,0.02433+0.0055309i,0.0098869-0.00016086i,0.0066942-0.0035812i,0.0077402-0.0025599i,0.0067791+0.0044844i
-0.053711-0.0779i,-0.079677-0.15247i,-0.081512-0.17856i,-0.10822-0.13365i,-0.18724-0.077884i,-0.24013-0.031818i,-0.17921+0.0075506i,-0.064137+0.01073i,-0.0029067-0.0086676i,0.010824-0.013401i,0.010551-0.0095046i,0.0030167-0.0051223i,-0.0039942+0.0016531i,-0.01665+0.0049175i,-0.041363+0.0062693i,-0.062125+0.015885i,-0.059124+0.027612i,-0.03801+0.028372i,-0.017547+0.019231i,-0.0045793+0.0096661i,0.0029315+0.005738i,0.010639+0.0033613i,0.014615-0.0038288i
0.083702+0.0025648i,0.14128+0.019102i,0.13133+0.033624i,0.091415+0.015413i,0.11547-0.036195i,0.14874-0.08263i,0.10723-0.085952i,0.04276-0.044532i,0.017362-0.00055068i,0.010167+0.01541i,0.0090218+0.010181i,0.0096769-0.0085786i,0.0028891-0.021627i,0.0073286-0.021364i,0.031407-0.025193i,0.048937-0.039117i,0.0423-0.044911i,0.022842-0.032428i,0.0072915-0.011958i,-0.0016114+0.0018935i,-0.0088363+0.00092424i,-0.015884-0.0044601i,-0.017122-0.0020854i
-0.050116+0.066492i,-0.10159+0.10858i,-0.11454+0.11329i,-0.085448+0.10573i,-0.073577+0.13039i,-0.062636+0.15877i,-0.013648+0.13318i,0.027394+0.059871i,0.024236-0.0030194i,0.0045201-0.023134i,-0.0046669-0.010789i,0.0010065+0.0090946i,0.012966+0.016212i,0.011946+0.017884i,-0.0043502+0.031921i,-0.012758+0.050617i,-0.0065553+0.05133i,0.0016573+0.032851i,0.0044589+0.012292i,0.0036315+0.0031976i,0.0051166+0.0054052i,0.0066878+0.0071229i,0.0022089+0.0019698i
-0.022998-0.067592i,-0.022906-0.11005i,0.0017036-0.094097i,0.030468-0.049182i,0.045812-0.059103i,0.033669-0.1037i,-0.0086957-0.090724i,-0.029696-0.025512i,-0.0097225+0.017322i,0.0080712+0.01925i,-0.00012442+0.0082584i,-0.016394+0.0051386i,-0.023519+0.0074797i,-0.02019-0.0033174i,-0.014011-0.032493i,-0.017481-0.05776i,-0.025042-0.057958i,-0.0224-0.037616i,-0.010355-0.016567i,0.00047156-0.0075178i,0.0032234-0.0063238i,0.0023235-0.00018634i,0.0059892+0.008784i
0.068553+0.020603i,0.11494+0.04287i,0.11451+0.03838i,0.070802+0.0065678i,0.031811+0.0090456i,0.018015+0.0406i,0.018122+0.035699i,-0.0011134-0.0014251i,-0.037722-0.015776i,-0.046287-0.0071266i,-0.023253-0.0034487i,0.0017337-0.007563i,0.0138-0.013082i,0.015626-0.0060307i,0.02131+0.018804i,0.036779+0.039278i,0.044334+0.036155i,0.033906+0.018018i,0.0156+0.0040135i,0.0034339-0.0024093i,0.00078709-0.0079752i,0.00056874-0.014256i,-0.0044693-0.016922i
-0.05492+0.039324i,-0.090151+0.054389i,-0.079419+0.04155i,-0.022097+0.007587i,0.0080426-0.040223i,-0.016059-0.070194i,-0.041108-0.051916i,-0.020752-0.021818i,0.018957-0.018982i,0.031777-0.020849i,0.022255-0.0059444i,0.0082864+0.0098296i,-0.0013895+0.019992i,-0.009386+0.019297i,-0.02844+0.0062585i,-0.049241+0.00041268i,-0.049689+0.0065484i,-0.030384+0.01145i,-0.010504+0.0083126i,-0.0045235+0.0028944i,-0.0090964+0.0039251i,-0.0097875+0.0084411i,-0.0028417+0.0089605i
-0.00342-0.068649i,-0.0080644-0.11646i,-0.036266-0.11652i,-0.086137-0.054702i,-0.096765+0.023975i,-0.038604+0.065705i,0.025949+0.04407i,0.034802+0.014678i,0.012032+0.024797i,0.0010207+0.035916i,0.00075181+0.019175i,-0.00069898-0.0076801i,-0.0060815-0.023997i,-0.0018822-0.022298i,0.021721-0.015228i,0.045515-0.017991i,0.045316-0.021323i,0.025149-0.014618i,0.0070039-0.0023109i,0.0025233+0.0062515i,0.0048213+0.0054714i,0.0033914+0.0019952i,-0.0015276+0.0037713i
0.047987+0.036158i,0.078713+0.067247i,0.085366+0.065279i,0.075461+0.006051i,0.054144-0.066158i,0.011874-0.083054i,-0.01742-0.026694i,-0.0070499+0.016513i,0.0026802-0.0028576i,-0.0057441-0.02422i,-0.0060001-0.013295i,0.0054568+0.0065327i,0.017975+0.014151i,0.015808+0.012103i,-0.0059253+0.016472i,-0.024743+0.029098i,-0.026333+0.032713i,-0.01689+0.021625i,-0.0074108+0.0071975i,-0.003093+0.00083753i,0.0016125+0.0027298i,0.0099569+0.0033007i,0.013898-0.0012098i
