-0.0025002+0.00259i,-0.0033279+0.0020477i,-0.0028348+0.0014253i,-0.00087372-2.2254e-05i,-0.0002618-0.00075325i,0.00014573-4.8074e-06i,0.0006928+8.7589e-05i,0.00080488-9.6406e-05i,0.00082022-0.00039483i,0.0010335-0.001025i,0.0010655-0.00056662i,0.00078544-0.00013821i,0.00029918+0.00010385i,0.00026673+0.00061567i,-0.00023439+0.0004438i,-0.00038286-0.00047651i,-0.00035277-0.00042058i,-0.00094703+2.9161e-05i,-0.0011382+0.0004929i,-0.0007768+0.00012784i,-0.00042492-0.00025354i,-0.00086885+4.9107e-05i,-0.00070358+0.00033169i
-0.00020655+0.00053265i,0.0016213+0.0010115i,0.00252+0.0017861i,0.0020199+0.0011919i,0.00098504-0.00066026i,0.00047469-0.0017858i,0.00028681-0.0012003i,0.00020415-0.0011391i,0.00010764-0.00073555i,-0.00014984+0.00034831i,-0.00050674+0.00013991i,-0.00085195+6.3654e-05i,-0.00044816+0.00010753i,-0.00034232+0.0001382i,-0.00055669+0.00029868i,-0.00024445+0.0001548i,0.0003005-0.00017236i,0.0010997-0.00011935i,0.0015816-0.00018836i,0.00085514-0.00022848i,3.203e-05-0.00038081i,9.8518e-05+0.00019448i,0.00028855+0.00095248i
-0.0025462-0.0009347i,-0.002834-0.0004504i,-0.0028556+4.1067e-05i,-0.0016652-5.1469e-05i,-0.0017247-0.00025527i,-0.0010966+0.00022082i,-0.00062556+5.6378e-06i,-0.001008-0.00050938i,-0.0015401+0.00025669i,-0.0015784+0.00062205i,-0.0011619+0.00047721i,-0.00086679+0.0011816i,-0.00041769+0.00066083i,-0.00024551-0.00049239i,0.0003383-0.0010265i,0.00085151-0.00086618i,3.324e-05-0.00053626i,-0.00067184-0.00021907i,-6.8696e-05-0.00015962i,1.2641e-05-0.00027866i,-0.00059351-0.0004193i,-0.00087502-0.00021073i,-0.00033255+0.00050136i
0.0010808+0.0022252i,0.0016326+0.0016333i,0.0017247+0.0021372i,0.0013733+0.00052185i,0.0013239-0.00041572i,0.00074722-0.00048174i,1.017e-05-0.0014271i,-0.0001622-0.0014498i,-0.00012569-0.0006356i,0.00013229-0.00040984i,4.8874e-05+0.00011329i,-0.00038081-0.00028803i,0.000111-0.00027845i,0.0011764-2.1852e-05i,0.00098878-0.00020622i,0.00053147-0.00048852i,0.00021055-0.0009199i,-0.00039239-0.00053227i,-0.00067686-2.9436e-05i,-0.00036173-4.3872e-05i,-0.0001754+0.00015959i,-7.9132e-06+0.00038458i,0.00011065+0.00052214i
0.00035442+0.00089673i,0.0012229+0.0011571i,0.0016266+0.00059361i,1.9218e-05-0.00042734i,-0.0010916-0.0014181i,-0.00070024-0.0012927i,0.00015363-0.0005621i,0.00036873-0.00099325i,0.00020358-0.00099167i,0.00065339+0.00043669i,0.0008964+0.00098085i,0.00082445+0.00041571i,0.00096349-7.1243e-05i,0.00067862-0.00058786i,0.000543-0.0013151i,0.00024902-0.0016555i,0.00020442-0.00049324i,0.00029117+0.00063632i,0.00017103+0.00053826i,-4.0809e-05+2.2612e-05i,0.00082718-0.00023841i,0.0012353+0.00028362i,0.00043289+0.00046845i
0.0024903+0.00026611i,0.001424+0.00072037i,0.0011254-0.0004091i,0.0015168-0.0020568i,0.00097005-0.0019053i,-0.00023299-0.00156i,-0.00079721-0.00086062i,-0.0015483-3.4723e-05i,-0.0018564+0.00053322i,-0.0017629+0.00079272i,-0.00059932+0.00060134i,0.00025396+0.00017966i,-0.00016084+0.00037685i,-0.00024181-0.00015434i,-0.00050974-0.0010524i,-0.0010214-0.00038036i,-0.0007033+0.00015258i,-0.00040771-0.00027793i,-0.00030769-0.00076506i,-0.00010728-0.00079359i,-0.00015934-0.00042373i,0.00012511-0.00053388i,-1.101e-05-0.0013966i
-0.00010204-0.0002185i,-0.0010103+9.7763e-05i,-0.00030647-0.00026219i,-0.0005426-0.00078925i,-0.0017648-0.000455i,-0.0014568-0.00025325i,-0.00067347-0.00066148i,-0.00042177-0.0012564i,-0.0010055-0.0012004i,-0.0012157-6.8316e-05i,-0.00069134+0.0005982i,-0.00010465+0.0002263i,0.00048775-0.00030732i,0.0006029-0.00065451i,8.6533e-05-0.00034736i,-0.00040761-0.00067497i,-8.2783e-05-0.0010211i,0.00013907-0.00043047i,-0.00051171-0.00020272i,-0.00089422-2.5045e-05i,-0.00027778-0.00023138i,-0.0001441+5.4382e-05i,-0.00058727+0.00015016i
0.0023735-0.00055464i,0.0031528-0.0007673i,0.0037022-0.0013005i,0.0025764-0.0015413i,0.00050847-0.0020056i,-0.00036554-0.001633i,0.00025404-0.00079486i,-0.0002152-0.0011447i,-0.0011688-0.0011497i,-0.00096714+6.8769e-05i,-0.00064761+0.00058867i,-0.0015488+0.00065923i,-0.0015133+0.00022796i,-0.00044345+0.0001419i,-0.00068161-0.00019936i,-0.00063669-0.0004204i,9.2022e-05-0.0002465i,8.7964e-05+0.00022429i,-0.000153+0.00058375i,-7.2728e-05+0.00030352i,0.00048781+0.00041982i,0.00059408+0.00053506i,0.0010605+9.8208e-05i
0.0010691-0.0012581i,0.0012698-0.001816i,-8.3186e-05-0.00214i,-0.0015307-0.001534i,-0.0022629-0.00060826i,-0.00092559+0.00035719i,0.00024179-0.00056195i,-0.00058646-0.0012984i,-0.0016189-0.00065877i,-0.0022791+0.00015149i,-0.0010407+0.00035051i,0.0003861+0.00080494i,-0.00044543+0.0010279i,-0.0014275+6.0048e-05i,-0.0014245-0.00035438i,-0.0012427+9.114e-05i,-0.0014094+0.00063198i,-0.00059792+2.626e-05i,0.00014189-0.0008336i,0.00047347-0.00069142i,0.00098944-0.00027435i,0.00044209-0.00050828i,-3.3176e-06-0.00074585i
-0.0016439-0.0036194i,-0.0013294-0.0030682i,-0.0013974-0.0025908i,-0.00066462-0.0020877i,9.149e-05-0.00071982i,0.00065471-0.00054386i,0.0011354-0.0012276i,0.00062768-0.0011767i,-0.00050494-0.00044984i,-0.0012289+0.00013467i,-0.00098164+0.00046395i,-0.00076004+0.00039172i,-0.0012814+2.6305e-05i,-0.0011312+0.00041372i,-0.00034078+0.00096933i,0.000264+0.00074932i,0.00064816+0.00092769i,0.00038808+0.0018122i,0.00059618+0.0011588i,0.00083991+0.00030186i,-7.7092e-05+0.00065549i,-0.00026159+0.00044051i,0.00019328+0.00045287i
0.00062944+0.0011847i,0.0024389+0.00056672i,0.0024062+0.00051638i,4.6831e-05-3.0065e-05i,-0.0013365-0.001064i,-0.0017147-0.00081822i,-0.0013394-0.00028031i,-0.00060846-0.00060054i,-0.0007944-0.0010189i,-0.00083669-0.00089676i,-3.8033e-05-0.00058343i,0.0002957-0.00013494i,-2.5487e-07-0.00013425i,4.1245e-05-0.0001173i,0.00039635-0.00013393i,0.00035045-0.00027513i,0.00010396-0.00075552i,-0.00011568-0.0010824i,-0.00049991-0.00067172i,-0.00065091-0.00021467i,-0.00020595-4.285e-05i,0.00024723+0.0002634i,0.00044281+0.0011143i
-0.0013057-0.00068425i,-0.00086816-0.0001885i,-0.00084707-0.00070077i,0.00059727-0.00066522i,0.00078656-3.9134e-05i,0.00029491-0.00051288i,0.00033824-0.0016876i,-0.00055942-0.0017404i,-0.0020823-0.00081162i,-0.0021806-0.0001263i,-0.0011868+0.00045959i,-0.00051366+0.00015892i,-0.00034339-4.6171e-05i,-0.0002233-0.00020687i,0.00013677-0.0001427i,0.00044295+0.00046779i,0.00043524+0.000797i,0.00011107+0.00071695i,-0.0001054+0.0001768i,-0.00020084-0.00051758i,-0.00024818-0.0006112i,-0.00017471+0.00027021i,-0.00016841+0.00054566i
-0.00094226-0.0002562i,-0.0014801-0.0016879i,-0.0015003-0.0014599i,-0.0010467-0.00016178i,-0.00057738-0.00014428i,0.00031756-0.00093703i,0.00050861-0.0011914i,-0.00028613-0.00098748i,-0.00093329-0.0013151i,-0.0011147-0.00055089i,-0.0012147+0.0007998i,-0.00068113+0.0004089i,-0.00063981-0.00044718i,-0.00028471-0.00058733i,0.00048221-0.00016474i,0.00042886+0.00017416i,-0.00038865-0.00055038i,-0.00039307-0.0009887i,-0.00052743-0.00098247i,-0.0007487-0.000529i,0.00072432+0.00023268i,0.0011656+0.0006165i,3.2759e-05+0.00059838i
-0.00051945+0.0016037i,0.00071829+0.0011257i,0.00021226+0.00051409i,0.00017601-0.00044836i,-0.00015364-0.00079057i,-0.00056044-0.0005892i,-0.00046734-0.00049906i,-0.0010379-0.00060179i,-0.001736-0.00013406i,-0.0020558+0.000807i,-0.0012237+0.0010588i,-0.0004948+0.00060825i,-0.00068903-0.0001554i,-0.00025949-0.00056237i,-0.00053379+0.0005238i,-0.00081109+0.00096192i,-0.00064594+0.00055135i,-0.0012256+0.00020747i,-0.00057877+0.00025785i,0.00042835-0.00018898i,0.00080127+9.3233e-05i,0.00061504+0.00096249i,0.00013829+0.00059256i
-0.00064696+0.0014116i,-0.0010546+0.0017046i,0.00071655+0.0021975i,0.001774+0.0010769i,0.0012222-0.0011988i,-2.7477e-05-0.0018275i,-0.00019738-0.0017127i,0.00022299-0.0013387i,-9.0668e-05-0.00084402i,0.0002085-0.00059222i,-0.00025878-0.000956i,-0.0004729-0.0012908i,0.00044026-0.00020799i,0.00012338+0.00039045i,0.00064492-0.00038278i,0.000393-0.00063788i,-0.0013974-0.00038884i,-0.0013774+7.5226e-06i,-0.00029067+0.00027604i,0.00039439-9.6689e-05i,-0.00045826+0.00010117i,-0.00094912+0.00033916i,-0.0001218+0.00054464i
0.00038264+0.0013692i,0.0014513+0.0011099i,0.00043353+0.00039528i,-0.0010109-0.0012473i,-0.0013992-0.0016766i,-0.0010851-0.0015366i,-7.8434e-05-0.0018439i,-0.00066458-0.0013815i,-0.001461-0.0005095i,-0.00058764-0.00012402i,0.00048412+0.00066688i,-0.00015432+0.00049853i,-0.00053445-0.00012612i,0.00017282+4.634e-05i,0.0004466-0.0003709i,0.00024891-0.00054539i,0.00025508-1.5147e-05i,-4.5099e-05-0.00022484i,-5.1323e-05-0.00070628i,0.00011546-0.00021139i,7.5398e-05-0.00012418i,-9.1695e-05-0.00065087i,-0.00029049-0.0009526i
-0.00073132+0.0017036i,-0.0012885+0.0025379i,-0.00074719+0.0025781i,0.00057472+0.00082266i,0.0012147+0.00023971i,0.0010573-0.00060203i,0.0009702-0.0017135i,0.00052301-0.0016335i,0.00030513-0.001098i,0.00065391+2.8819e-05i,0.00036052+0.00070607i,-0.0002253+0.00029138i,-0.00038821-0.00048204i,3.6257e-06-0.00032847i,-0.00053375+0.00011642i,-0.0013903-6.4194e-05i,-0.00070844+0.00016556i,-1.0573e-05+0.00058399i,0.00061345+0.00048311i,0.0011569+0.00036711i,0.00068433+0.00032719i,0.00040077-0.00027687i,-0.00026495-0.00041005i
-0.0019719-0.0033342i,-0.00090306-0.0026982i,-0.00081248-0.0022276i,0.00032112-0.0028424i,-0.00060676-0.0024135i,-0.0013678-0.00082221i,-0.00064616-0.00029775i,-0.0009242-0.00080605i,-0.0015646-0.00088256i,-0.00090985+8.6238e-06i,-0.00025642+0.00097046i,-0.00055069+0.00062323i,-0.00040194+0.00026813i,-2.2143e-06+0.00012768i,-0.00016778-0.00023071i,2.4663e-05-0.00041254i,0.00046657-0.00048155i,0.00031527-0.00081758i,0.00049741-0.00035601i,0.00077394+0.00035387i,-7.4293e-05+0.00040051i,-0.00073806+0.00068849i,-0.00034517+0.0010618i
0.00067272+0.00397i,0.0010807+0.0038524i,0.00085217+0.0031873i,0.00019557+0.0018362i,0.00070511+0.00069527i,0.0011516-0.00084834i,0.00086465-0.0011474i,0.00039742-0.00068381i,-0.00062977-6.6987e-05i,-0.00091348+0.00038459i,-2.0684e-05+0.00071811i,0.00052716+0.00018203i,0.00038432-0.00079031i,-7.2062e-05-0.00049813i,-0.00023729-0.00054031i,-0.00051249-0.00082666i,-0.0011336-0.00046372i,-0.0010255-0.00034116i,-0.00075767+0.00024606i,-0.00064099+0.00027157i,-0.00037612-0.00051359i,-0.00015034-0.0013619i,-1.221e-05-0.00087458i
-0.00061593-0.0019125i,-0.00055282-0.0013824i,-0.00052337-0.0013894i,-0.00055628-0.0018845i,-0.00062579-0.0012962i,-0.00015721-0.00033732i,3.2336e-05-0.00079516i,-0.00046862-0.0010857i,-0.0012919-0.00049851i,-0.0011209+0.00038872i,-0.00077501+0.0013445i,-0.0014473+0.0013223i,-0.0013668+0.00085767i,-0.00053294+0.00029386i,-0.0003152+9.9537e-05i,-0.0001338+4.7258e-05i,-0.0009016-0.00022199i,-0.001481-0.0006892i,-0.0010153-0.00038471i,-0.00062366+0.00055167i,-0.00068237+0.00047805i,-4.5476e-05-0.00010179i,0.0010109-0.00019702i
0.0011269-0.0021509i,0.0014689-0.0015991i,0.0025989-0.0012646i,0.0015456-0.0010705i,-0.00061238-0.00097361i,-0.00096508-0.0010325i,0.00010918-0.00068584i,0.00019543-0.00054082i,-0.00057071-0.00054953i,-0.00073227-0.00042382i,-0.0011966-0.00032001i,-0.0015496-0.0010281i,-0.00077064-0.0014521i,-0.00080295-0.00093096i,-0.00087079-0.00035642i,-0.00047857+0.00074688i,-0.00017013+0.00091293i,0.00016142+0.00074806i,6.5301e-05+0.0004545i,0.00054246+0.0002967i,0.00095347+0.00052102i,0.00069481+0.00075065i,0.00022859+0.00061918i
0.0020109+0.00030121i,0.00093523+7.1048e-05i,0.00073077-0.00040175i,0.0008824-0.0005413i,-0.00054572-0.00015791i,-0.00088665-0.00014892i,-0.00018914-0.00061565i,-3.4268e-05-0.000936i,-0.00015741-0.0005103i,-0.00035026-0.00047619i,-0.00028097-0.00083115i,-0.00024228-0.00087471i,0.00027649-0.00072656i,0.00030445-1.2506e-05i,-0.00025856-0.0001095i,-0.0010408-0.0012531i,-0.00077163-0.0013592i,0.00021947-0.00081544i,0.00062234-0.00036163i,0.00072695+0.0002364i,0.00058727+0.00037164i,0.0005654-0.00056528i,0.00035184-0.0010757i
-0.0011542+0.0015452i,-0.0011754+0.0017908i,-0.00059692+0.0023383i,0.00082661+0.0019271i,0.0015599+0.00038704i,0.0010594-0.0014077i,0.00042935-0.0013175i,-0.00023503-0.00023394i,-0.0010628+0.00051625i,-0.001399+0.00061744i,-0.00096132+7.2879e-05i,-0.00049858-0.00024149i,-0.000122-0.00022543i,0.00011298-0.00030689i,0.00018803+0.00014904i,0.00025678+0.00061336i,0.00027384-0.00043776i,0.00013706-0.0012374i,-3.1483e-05-0.00060805i,-4.4953e-05+0.00042482i,2.9388e-05+0.00083611i,0.00023307+0.00055468i,0.00044271-0.00015195i
0.0022827+0.0021796i,0.00262+0.0016447i,0.0031874+0.00079434i,0.0021839-0.00041054i,2.6544e-05-0.0014056i,-0.00054757-0.0012797i,0.00032718-0.00064449i,-0.00047798-0.00073021i,-0.00050317-0.00068283i,-0.00048309-0.00012195i,-0.00049363-2.9586e-05i,-1.1492e-05-3.6239e-05i,4.0034e-05-0.00040696i,0.00011589-0.00078908i,-0.0003067-0.0012543i,-0.00046802-0.0014396i,-2.8562e-05-0.00082503i,-0.00045632-0.00045458i,-0.00037159-0.00060477i,-0.00029553-0.00028333i,-0.00035134-0.00020539i,0.00019579-0.00046633i,-0.00037362-6.8339e-06i
-0.0021874-0.00069535i,-0.0015951+0.00019133i,-0.0018015-0.00023375i,-0.00078032-0.0011539i,-7.1528e-05-0.00094372i,-0.00033233-0.00025087i,-0.00019497-0.00066512i,-0.0002458-0.00072419i,-0.00020919-0.00027527i,-8.8762e-05-0.00036412i,-0.00022989+0.00018574i,-0.00063645+0.00067234i,-0.0010334+0.00055771i,-0.00058111+0.00071764i,-0.0007525+0.00042152i,-0.0011015-3.5861e-05i,0.00034375-0.00021685i,0.00050121-0.00090818i,8.2058e-05-0.00089944i,-0.00010303-0.00012347i,-0.00030768-0.0001693i,-0.00033229-0.00018679i,-0.00046038-0.00026915i
8.481e-05+0.00086367i,-0.00024228+0.0015375i,0.000238+0.00060632i,0.0012961-0.00015322i,0.00090385-0.00044362i,0.00043483-0.0010083i,0.0005697-0.00084266i,-0.00012623-0.00048296i,-0.0011711-0.00028309i,-0.0013735+0.001205i,-0.00093825+0.0018821i,-0.00069689+0.00062732i,-0.00080903+6.1099e-05i,-0.00052053+0.00052271i,4.1927e-05+0.00026927i,-2.5946e-05-0.00023942i,-6.4547e-06-0.00074499i,-0.00056154-0.0010203i,-0.00077319-0.0011695i,-0.00010862-0.0010013i,-0.00040978-0.00045374i,-0.0014113+0.00060128i,-0.0012439+0.00022133i
0.00093557+0.0018909i,0.0011327+0.0010021i,0.0024115-0.00024662i,0.0014269-0.0010006i,-0.00072787-0.0010786i,-0.0010819-0.0010729i,-0.00079155-0.0014215i,-0.00049508-0.0014131i,-0.00091046-0.00073084i,-0.0012+6.179e-06i,-0.0006764+0.00027457i,-0.00037546-3.4259e-05i,0.00010414-0.0001438i,0.00054384-0.00064532i,-0.00019249-0.00095809i,-0.00089653+6.4514e-05i,-0.00053082+0.00060885i,-6.8478e-05-0.00033566i,8.8792e-05-0.0010632i,7.6492e-05-0.00047196i,0.00041237+0.00042089i,0.0010047+0.00096408i,0.0010568+0.00091396i
-0.0023513+0.0012269i,-0.0018944+0.0026147i,-0.0019454+0.0032633i,-0.0016465+0.0020074i,-0.00074301+0.0007991i,0.00011127-0.00076161i,0.00035351-0.0016404i,-1.7935e-05-0.0016775i,-0.00045694-0.0010174i,-0.00023114-0.0002412i,0.00029332-0.00013526i,0.00078724+6.5797e-05i,5.8628e-05+0.00021098i,-0.00056934+9.0755e-05i,0.00038004-0.00030166i,-2.1869e-05-0.0010926i,-0.00080936-0.00059579i,-0.00095864+0.00034616i,-0.00051675+0.00050865i,0.00027924+0.00017775i,0.00062247+0.00021842i,0.00068395+0.00032606i,0.00077053+0.00014173i
0.00011005-0.0019891i,-7.6251e-05-0.0027899i,2.7804e-05-0.003974i,0.00032459-0.0035154i,-0.0011634-0.0019874i,-0.0015915+4.6221e-07i,-0.00044476-6.0455e-05i,0.00026896-0.00088572i,-6.6508e-05-0.00061457i,-0.00047456+0.00015656i,-0.00022708+0.00079463i,0.00023267+0.00082371i,-0.00044711+0.00022045i,-0.0010222-8.699e-05i,-0.0005662-0.00027937i,-0.00067954+0.00034454i,-0.00071395+0.00056498i,-0.00015478+0.00056477i,6.5648e-05+0.00041272i,-0.00067906-0.00043863i,-0.00056262-0.0010061i,0.00014924-0.00097046i,0.00037616-0.00052743i
0.0016843-0.0023405i,0.0025642-0.0021753i,0.0024652-0.003195i,0.0013702-0.002821i,0.0006548-0.0012154i,-7.654e-06-0.00014762i,0.00051713-0.00024456i,0.00094318-0.0011519i,0.00011691-0.0013557i,-0.00056615-0.00092059i,-0.00083453-0.00034056i,-0.00088263-0.00015274i,-0.00037148-0.00043685i,0.00017601-0.00037086i,-0.00094646+0.00016255i,-0.0015937+0.00055207i,-0.00022524+6.1505e-05i,0.00097245-0.0005628i,0.00080031-0.00099823i,0.00017163-0.0007765i,8.6085e-06-0.00029893i,-0.00012165+0.00014741i,-6.6756e-05-0.00022538i
0.00087378-0.0018432i,0.00051793-0.0016479i,0.00028153-0.0014837i,0.00021873-0.00099191i,-0.00039915-0.00046219i,-0.00048751-0.00098741i,0.00046412-0.0012491i,0.00054417-0.00067669i,-0.00039629-0.00055027i,-0.00069691-0.00069575i,-0.00072886-0.00046892i,-0.0016299+0.00010859i,-0.0013311+0.00055366i,-0.0001066+0.00026591i,-0.00013504-0.00054081i,-0.00096104-0.00054174i,-0.00082881-0.00026371i,0.00059839-0.0004223i,0.0011497-0.0001504i,0.00082079-9.5813e-05i,0.00020387-0.00045846i,0.00022462-0.00036066i,0.00025488-0.00047432i
-6.402e-05-0.00048687i,0.00098666-0.00031831i,0.001387-0.00072296i,0.00034703-0.0009637i,-0.00019651-0.00042388i,-0.00043663+5.8949e-05i,0.00059998+6.1616e-05i,0.0010255-0.00015214i,0.00021126+4.9372e-06i,-0.00035004+3.3072e-06i,-0.00073745-0.00050659i,-0.00094444-0.0007335i,-0.00093982-0.00040977i,-6.3439e-05-0.00025722i,0.00010469-0.00018046i,-1.4552e-05-0.00052737i,0.00061531-0.00077771i,0.001118+1.4254e-05i,0.00059284+0.00047012i,7.9056e-05+0.00013444i,-0.00011566+0.00063093i,-0.0001625+0.0009387i,-0.00031844+0.00043484i
-0.00029116-0.0014257i,0.00052533-0.0011825i,0.00079953-0.0010885i,0.00010029-0.00034845i,-0.00033895-0.00010366i,0.00066779-0.000348i,0.00053331-0.00040308i,-0.0007615-9.396e-05i,-0.0012355+0.00024319i,-0.0012006+0.00055397i,-0.00060232+0.00061994i,-0.00051264+0.00025656i,-0.00087986+9.4747e-05i,-5.6428e-05+6.0014e-05i,-0.00021199+0.0005134i,-0.00067323-0.00019133i,7.4965e-05-0.00048728i,0.00039796-0.00015538i,9.9996e-05+0.00031261i,-3.5197e-06+0.00067281i,0.00017434+0.00045083i,9.355e-05+0.00074552i,-0.00041882+0.00046446i
-0.00082927+0.001794i,6.7256e-05+0.0014752i,0.00041236+0.00069982i,4.2226e-05-0.00036467i,-7.775e-05-0.0015916i,0.00056113-0.0016766i,0.00055861-0.00094507i,-0.00078001-0.00058623i,-0.0016507-0.00023646i,-0.0010214-0.00010579i,-0.00048209-0.00024868i,0.00042245-0.00011221i,0.00064264+4.0347e-05i,0.00038851+0.00039016i,0.00046171+0.00077949i,-0.00018509-0.00034383i,-0.00028251-0.00099636i,-0.00035648-0.00019717i,-0.00019684+0.00011542i,0.0005646-0.00048674i,0.00023691-0.00072142i,-4.2325e-05-0.0007117i,0.00062803-5.6178e-05i
-0.00080308-0.0016541i,0.0005547-0.0018263i,0.00069755-0.0022732i,3.7282e-05-0.001258i,-0.00075477-0.00026792i,-0.00050511-0.00075775i,0.00098844-0.0013036i,0.00013932-0.00086142i,-0.0015524-0.00047291i,-0.0018435-0.00041613i,-0.0014188+0.00020587i,-0.00065412+8.452e-05i,-0.00043867-2.881e-05i,-0.00034218+0.00040982i,-0.00029373+3.4218e-05i,-9.5403e-06+2.825e-06i,0.00020393+0.00071721i,0.00017211+0.00065801i,0.00020984-0.00067581i,0.00028745-0.0012592i,-1.59e-05-0.00042515i,0.00023082+0.00020698i,0.00054085+0.00065687i
-0.00060685+0.0010418i,5.5072e-06+0.00056098i,0.0010663-1.0499e-05i,0.00044054-0.00032526i,-0.00097515-0.0012741i,-0.0011076-0.00082389i,-0.00066018+1.4025e-05i,-0.00088093-0.00058818i,-0.0014928-0.00078502i,-0.0013483-0.00069877i,-0.00052109-0.00061621i,0.00039253-0.00046272i,0.00069033-0.00039245i,0.0002736-0.0012356i,-7.5204e-05-0.0016678i,-0.00011899-0.0015067i,-0.00065953-0.0012648i,-0.00094016-0.0012208i,-0.00080562-0.00078777i,-0.00027371-0.0001169i,0.00022381+0.00011113i,-0.0002259+0.00036066i,-0.0012231+0.00072637i
0.00088146-0.0014841i,0.00084425-0.0013051i,0.00055399-0.0014137i,-2.1677e-05-0.00085285i,-0.001172-0.0011202i,-0.0011434-0.0013336i,-0.00027959-2.6657e-05i,-0.0006764+0.00049525i,-0.0012164+0.0003113i,-0.00058523+0.00021317i,8.6856e-05+0.000233i,-0.00030472+0.00019805i,-0.00045142-5.1559e-06i,-0.00038783-0.00010516i,-0.00017208-0.00011063i,0.00079265+4.5863e-05i,0.00061855+0.00033084i,0.00010521+0.00022632i,-3.1273e-05-0.00028993i,-0.00029936-0.00034358i,-0.00015368+0.00081862i,-6.2125e-05+0.0004514i,-4.2213e-05-0.00030364i
6.0457e-05-0.001885i,0.0010317-0.0016038i,0.0017159-0.0015547i,0.0016248-0.0018031i,0.00010443-0.0014354i,-0.0010826-0.0012903i,0.00015075-0.0015563i,0.00012057-0.0014523i,-0.0009808-0.0015005i,-0.0010343-0.0014741i,-0.00081344-0.001443i,-0.00074846-0.00069486i,-0.00086188-0.00042522i,-0.00036423-0.00066075i,-0.00059385-0.00056561i,-0.00064853-0.00054753i,0.00023602-0.00027635i,0.00070121-0.00082974i,0.00036913-0.00035623i,-0.00033907+0.00060634i,-2.4095e-05+0.000181i,-0.00052033-0.0005247i,-0.00063848-0.00037644i
-0.0020303-0.0017456i,-0.0017854-0.0012425i,-0.0020897-0.0014146i,-0.0010659-0.0010998i,-0.00077531+0.00033133i,-0.00086227+0.00093745i,-0.00029897+0.00089751i,-0.00018304-0.00032166i,-0.00075253-0.00079513i,-0.00098357-0.00011034i,-0.00026168+0.0004471i,0.0005108+0.00058569i,4.0832e-05+0.00016349i,-0.00061569-0.00094419i,-0.00037316-0.00096499i,-0.00029932-0.00017423i,0.00027413-0.00033718i,0.00085983-0.00046732i,0.00034361-4.0209e-05i,5.4363e-06-0.00035091i,0.00013821-0.00054298i,0.00014388-0.00035905i,0.00028338+0.00016118i
0.00043993+0.0013862i,0.0018306+0.001734i,0.0023571+0.0020722i,0.0010922+0.0018131i,0.00051333+0.00036472i,-0.00017769-0.00085243i,0.00016166-0.00081596i,0.00051307-0.0012664i,-0.0007204-0.00052668i,-0.0016311+0.00088656i,-0.0016528+0.00044782i,-0.00076369-0.00073799i,0.00036056-0.00058194i,0.00034515-0.00029982i,-0.00049422-0.00078987i,-0.00077208-0.0011133i,-0.00049907-0.0003942i,-0.00020935+6.0903e-05i,0.00020569-0.00060639i,0.00084639-0.00015269i,0.00045424+0.00047634i,0.0011401+0.0004237i,0.0014098-0.00010643i
0.0012533-0.0014642i,0.0005597-0.0012813i,0.00072157-0.0016176i,0.00019227-0.0016688i,-0.0010118-0.0020537i,-0.0013985-0.00215i,-0.0010611-0.0015856i,-0.0011507-0.00085245i,-0.0020292-0.00047905i,-0.0024338+0.00011686i,-0.0019323+9.8465e-05i,-0.00081737+0.00024039i,2.8883e-06+0.00043361i,-0.00018129-0.0003852i,-0.001866-0.0010696i,-0.0028392-0.0009984i,-0.0014076-0.00071268i,-0.00043267-0.000469i,-0.00058384+0.00015549i,-0.0001644+1.0578e-05i,0.00080785-0.00078201i,0.0005897-0.0014755i,-0.00034062-0.001555i
0.00049327-0.00064705i,0.00028198-0.00093091i,0.0018924-0.0018693i,0.0010251-0.0020441i,-0.0011142-0.0017623i,-0.0013982-0.00075547i,-0.0014074-0.00044083i,-0.001059-0.00098699i,-0.0010259-0.0010659i,-0.0010693-0.00047765i,-0.00029524+0.00052636i,-4.3216e-05+0.0011797i,-0.00037498+0.00089872i,-0.00060954+0.00030702i,-0.00026877+0.00031378i,-9.4277e-05+0.00031954i,-0.00063421+0.0010461i,-0.00096475+0.00063889i,9.5126e-05-0.00040639i,0.00063915-0.00042304i,2.257e-05-0.00021684i,-0.0002181+3.1269e-05i,5.8214e-05+0.00052171i
-0.0015638-0.00016699i,-0.0023252+0.00030212i,-0.0020489+0.00066184i,-0.001333+0.00057341i,-0.00099937-1.6873e-05i,-0.00014349-0.00098483i,0.0008803-0.0012065i,0.0003991-0.00097824i,-0.0010017-0.00039092i,-0.0012342-0.00036016i,-0.0010654-0.00040535i,-0.00032678+0.00010231i,0.00077258+0.00063636i,0.0010539+0.00029818i,0.00058509+0.00034686i,0.00010825+0.00090539i,-0.00020604+0.001047i,-0.00044573+0.00068144i,-0.0007342+0.00029403i,-6.4604e-05+0.00022135i,0.00045284+2.0666e-06i,0.00013383-0.00032994i,-5.8119e-06-0.00074205i
