-0.0017486-0.00070043i,-0.0019668-0.00050618i,-0.0019061+0.00090569i,-0.0026017+0.00244i,-0.0023422+0.0028812i,-0.0016215+0.0030133i,-0.0014248+0.0026418i,-0.0008011+0.0023894i,5.0304e-05+0.002073i,0.0007294+0.0012989i,0.00093593+0.00016099i,-0.00033492-0.00088099i,-0.0007417-0.0011395i,-0.00053671-0.00027752i,-0.001158+0.0011425i,-0.00080914+0.0013155i,0.00017378+0.00047604i,0.00097644+0.00073627i,0.00084544+0.00099244i,0.0003517+0.00051614i,4.8975e-05+0.00022365i,-0.00044697+0.00042512i,1.9481e-05-8.4944e-05i
0.00023688-0.00023696i,-0.00028479-0.00083929i,-0.00052753-0.00020439i,-0.0011424+0.0010589i,-0.00094099+0.0014584i,-0.00047422+0.0015145i,-0.00053573+0.0015191i,-0.00066852+0.0011681i,-0.0001663+0.0012342i,6.7823e-05+0.0013199i,9.0842e-05+0.0011756i,-0.00016547+0.0015896i,-0.00033478+0.0016074i,-0.00011278+0.0010573i,0.00028894+0.00049801i,0.00083952+0.00045379i,0.00047422+8.2975e-05i,0.00070118-0.00011939i,0.0011134+0.00047458i,0.00016409+0.00084298i,-0.00036501+0.0013616i,-0.00013238+0.0010688i,-0.000413-8.397e-05i
-0.00037292-0.0017715i,0.00013573-0.00092173i,0.00060454-7.8678e-05i,0.00046557+0.00037167i,-0.00033468+0.0012021i,-0.0004511+0.0021191i,-0.000402+0.0019386i,-0.00089713+0.0018436i,-0.00083056+0.0013686i,-0.00039762+0.001002i,-0.00028428+0.00088323i,-0.00063673+0.00017658i,-0.00046646-0.00021691i,-0.00023588+0.00026135i,-0.0008119+0.00042298i,-0.00036894+0.0002681i,0.00025469+0.00040596i,0.0007936+0.00038597i,0.00025311+0.00023692i,-0.00050543-0.00044162i,2.903e-05-0.00082646i,0.00069807-3.6189e-05i,-0.00015487+0.00058497i
0.0012445-0.00082832i,0.00045149+0.00039399i,-0.00035862+0.0016382i,-0.00085101+0.0025173i,-0.0013338+0.002459i,-0.00080364+0.0020071i,-0.00082759+0.0017351i,-0.0010553+0.0019856i,-0.0007387+0.0018799i,-0.00069366+0.0011829i,-0.00076414+9.4134e-05i,-0.00046748+0.00034877i,-0.00081641+6.8039e-05i,-0.00041597-0.00036482i,0.00068116+0.00069662i,-9.1268e-05+0.00082057i,-0.00051577+4.8909e-05i,9.5662e-06-0.00075853i,0.00018686-0.00088083i,0.00082576+0.00030393i,0.00061649+0.00051805i,0.00027527+8.7388e-05i,0.00077263-0.00031125i
-0.0017201+0.00046182i,-0.0012889+0.00065901i,-0.0011514+0.00084669i,-0.00082476+0.0015582i,-0.00039566+0.0026785i,-0.00043223+0.0025907i,-0.00030402+0.0021443i,-0.00042274+0.0015319i,-0.0005538+0.0013589i,-0.00034005+0.0013245i,-0.00061596+0.001467i,-0.00066043+0.0016786i,-9.8995e-05+0.0016071i,-0.00018185+0.0010276i,-0.00093863-2.1156e-06i,-0.00064483-0.00011971i,-0.00015061+6.499e-05i,-6.5918e-05+0.00037229i,-0.00044942+0.00037464i,-0.00076162-0.00060553i,-0.00091195-0.0011629i,-0.00056009-0.00021135i,-0.00014692+0.00028537i
-0.002372-0.00061562i,-0.0025018-0.00026665i,-0.0034516+4.1e-05i,-0.002286+0.0016318i,-0.00037176+0.002626i,7.1295e-05+0.0020782i,-0.00056493+0.0016568i,-0.0013025+0.00098096i,-0.0015723+0.00027259i,-0.0015567-5.1545e-05i,-0.0015299+0.00045633i,-0.0010584+0.0012239i,-0.0004048+0.0008022i,-0.00061999+7.1965e-05i,-0.0010878+1.9189e-05i,-0.00070298-5.1569e-05i,-0.0011391-0.00049728i,-0.0013824-0.00074505i,-0.0001114-0.00047798i,0.00045167-0.00080605i,1.3028e-05-0.0006011i,-0.00027591-3.5545e-05i,4.3441e-05+0.00045617i
0.0029169-0.0030181i,0.0017338-0.0026882i,0.0010092-0.0035054i,-0.00082625-0.0027292i,-0.0028112-0.00073669i,-0.0024981+0.00099053i,-0.0022394+0.0014542i,-0.0023697+0.00072452i,-0.0019099+0.00062549i,-0.0014628+0.0012882i,-0.00094904+0.0013298i,-0.00067335+0.00088645i,-0.00073965-0.00021304i,-0.00072636+0.00024582i,-0.00031838+0.0013185i,0.00032688+0.0010392i,0.00025103+0.0011132i,-0.00024177+0.0013236i,-0.00015565+0.00044743i,0.00021721+0.00038681i,8.1104e-05+0.0006121i,-0.00023298-0.00087778i,-0.00010523-0.0014709i
0.0023141+0.0020753i,0.0040916+0.002032i,0.0037386+0.0016147i,0.0018708+0.0013433i,7.0063e-05+0.00079132i,-0.00073367+0.00061565i,-0.00077378+0.00072688i,-0.0011569+0.00056154i,-0.00088735+0.00096162i,-0.00035221+0.00087362i,0.00028527+6.5293e-05i,0.0003266+0.00019284i,0.00034834+0.00035847i,0.00035256+2.3236e-05i,-0.00034841+0.00011579i,-0.00063448+0.00011439i,-0.00048057+4.1474e-05i,-0.00036026+1.5917e-05i,-0.00058433-0.00037848i,-0.00036405-0.000876i,0.00040215-0.0010642i,0.00010981-0.00053847i,8.3341e-05-0.00040387i
-0.0034615+0.00015039i,-0.0037262+0.00066164i,-0.0027743+0.00074788i,-0.00094462+0.0015111i,-0.00016443+0.002252i,-0.00042916+0.0019481i,-0.00058105+0.0013012i,-0.00074561+0.00088765i,-0.00082494+0.00098753i,-0.0003763+0.00049415i,-0.00033064+0.00034984i,3.068e-06+0.00067452i,0.00046334-9.694e-06i,0.00092057+5.0086e-06i,0.00072908+0.00058588i,0.00032501+0.00013272i,0.00035858+6.3603e-05i,0.00032462+0.0007633i,-0.00024856+1.9268e-05i,0.00017491-0.00074604i,0.00088584+0.0001156i,0.00057333+0.0006403i,0.0001824+0.00090039i
-0.00038541-0.00069098i,-0.00072542-0.00077203i,-0.00027342+0.00041266i,-0.00019696+0.0013631i,-0.00073765+0.0015356i,-0.00074384+0.0010426i,-0.0004466+0.00075039i,-0.00010699+0.00053646i,-0.00022411+0.00040113i,-0.00048732+0.00045361i,-0.00039324+0.0004251i,-0.00065518+0.00033073i,-0.0008723+0.00034327i,-0.00082007-0.00011082i,-0.00017366-0.00057841i,0.00063115+6.8682e-05i,0.00082547+0.00038244i,0.0008072+0.00086107i,0.00068324+0.0010808i,0.0002154+0.00065826i,0.00022377+0.00023849i,7.4227e-05-0.00053867i,-0.00019008-0.00046502i
-0.00022627-0.00021456i,0.00076825-0.0005183i,0.0008142-0.00077479i,-7.5268e-05-0.00020387i,-0.001055+0.001114i,-0.0012885+0.0012818i,-0.0014099+0.0011775i,-0.0025194+0.00089901i,-0.0021331+0.00045518i,-0.00066196+0.00053398i,-0.00074481+0.00013044i,-0.00082034+6.2683e-05i,-0.00011246-0.00022847i,-2.5067e-05+0.00022398i,-0.00039566+0.00085534i,0.00011207+0.0007819i,0.00071791+0.0011862i,-0.00016155+0.00035917i,-0.0005965-0.00075854i,-0.0004198-0.00047333i,-0.00033881+0.0001211i,-0.00015523-6.6493e-06i,-0.00023637-0.00034467i
-0.0011312-0.00095918i,-0.001659-5.2597e-05i,-0.0018451+0.0008899i,-0.0011761+0.0013377i,-0.00017807+0.0020176i,9.2824e-05+0.0020704i,-0.00084795+0.0016682i,-0.0017928+0.0012733i,-0.00094137+0.0010116i,-0.00072452+0.0010518i,-0.0017099-0.00032731i,-0.00092184-0.00091011i,-0.0002227+0.00010207i,-0.00032657+0.00096703i,3.4492e-05+0.00062117i,0.00051171+0.00019263i,0.0010902+0.00031118i,0.0011498-0.00012574i,0.00023611-0.00058344i,-0.00035146-0.001158i,-0.00060447-0.00069055i,-0.00034675+6.5746e-05i,-6.407e-05+0.00013722i
0.0015852-0.00091046i,0.0021299-0.0011172i,0.0018439-0.00051518i,0.00087336-0.00033649i,0.00071717-0.00024118i,4.5891e-05+0.00045618i,-0.0013395+0.00099571i,-0.0018051+0.0015472i,-0.0007197+0.0018306i,7.3753e-05+0.0016596i,-0.00087542+0.00071174i,-0.0011883+0.00023027i,-0.00035795+0.00015577i,0.0005708+0.00040954i,0.00050595+0.00063906i,-0.00059501+0.00048038i,-0.00075489+9.1917e-05i,-0.00037712-0.00034654i,-0.00042895-5.6662e-05i,-0.00047089-0.00051224i,0.00010096-0.00043305i,0.00025013-6.166e-05i,9.1784e-05+5.4248e-06i
-7.9668e-05+0.00082319i,-0.00096022+0.00065996i,-0.0020247+0.00057963i,-0.0015721+0.0010974i,-0.00050116+0.0014932i,-0.00020637+0.0016319i,-0.0010296+0.0018538i,-0.0010802+0.0015469i,-0.0006302+0.0011735i,-0.00045002+0.00062044i,-1.4341e-05+0.00045532i,-0.00010354+0.00085576i,0.00017632+0.00018314i,-1.4869e-05-0.00032011i,8.8837e-05-0.0001165i,0.0003652-0.00010642i,-0.00018772+0.0001929i,-0.0001802+0.00042375i,0.00067011-0.00026207i,0.00033998-0.00040331i,-0.0006912+0.00048856i,-0.00041287+0.00083586i,0.00038913+0.00030295i
-9.4361e-05+0.001175i,-0.00041188+0.0014078i,0.00069969+0.001657i,0.0012332+0.0012501i,0.0010109+0.00026088i,0.00049461+0.00012474i,-0.0012026+0.00037818i,-0.0015746+9.3577e-05i,-0.0007034+4.3101e-05i,-0.00028955+0.00071032i,-0.00040606+0.00054907i,-0.00053088-0.00015507i,-1.8907e-05-0.00042738i,0.00034565-0.00048362i,-0.00011642-0.00042165i,3.0824e-05-0.00020277i,0.00096961-0.00015518i,0.0010193-0.00031771i,0.0007358-0.00013587i,0.0011614+0.00029752i,0.0012574+0.00048852i,-0.00020117+7.6784e-06i,-0.0011716-0.00052699i
-0.00081447+3.0983e-05i,-0.0013432+1.3286e-05i,-0.0010718+0.0014389i,-0.00056077+0.0024906i,-0.00023099+0.0020508i,-6.539e-05+0.001773i,-0.00034219+0.00086393i,-0.00075016+0.00041797i,-0.0010089+0.00078699i,-0.00089024+0.00053425i,-0.00051645-0.00017534i,-0.00029436-0.00025191i,0.00032884+0.00024229i,0.00030565+0.00028638i,-0.00011082+0.00045643i,0.00051997+0.0011205i,0.00090419+0.0016166i,0.00059318+0.0012523i,0.00060878+0.00017731i,-3.4762e-05-0.00083844i,-0.00064397-0.00052755i,-0.00048428-0.00035011i,-0.00020954-0.00081966i
-0.0018868-0.00051114i,-0.0022626-0.00038483i,-0.0020791+0.0013063i,-0.0013301+0.0032313i,-0.0012548+0.0030134i,-0.0011224+0.0022227i,-0.00067505+0.0014587i,-0.0011727+0.00061178i,-0.001295+0.00044156i,-0.00095471+0.00086512i,-0.00082198+0.0010879i,-0.00039706+0.00042638i,0.00032803+0.00011689i,0.00088678+6.1562e-05i,0.00077468-5.6468e-05i,0.0001824-0.00014143i,-0.00024846+0.0005286i,-0.00017193+0.00072345i,-0.00066173-0.00018732i,-0.00074293-0.00096322i,-0.00062321-0.0011185i,-0.00048395-0.0010581i,-0.00050453-0.00064144i
-0.0023102+0.0019103i,-0.0017345+0.002491i,-0.0016611+0.0030271i,-0.00046121+0.0029131i,0.00059369+0.0027721i,6.1194e-05+0.0016302i,-0.0005498-0.0004131i,-0.0012954-0.00099386i,-0.0014515+0.00032306i,-0.00032638+0.00087177i,0.00031172+0.00082471i,0.00042816+0.00034516i,0.00055226+0.00017144i,0.00072279+0.00060898i,0.00043818+5.8531e-05i,-0.00019532-0.0004005i,-0.00056225-0.00020299i,-0.00044717-2.6164e-05i,-0.00069144+0.0005648i,-0.00098811+0.0006733i,6.7955e-05+0.00013312i,0.00062266+0.00047736i,-1.6616e-05+0.00098364i
0.0016318+3.2183e-05i,0.0014583-4.1304e-06i,0.0010985-2.5127e-05i,0.00077609-0.00031594i,-0.0002405+0.00030395i,-0.0014616+0.0010849i,-0.0015045+0.0014541i,-0.0011685+0.0013775i,-0.00066289+0.001482i,-0.00020682+0.00034874i,-0.00021616-0.00070104i,-0.00052079-0.00064398i,-0.00065888+0.00033691i,-0.0007507+0.00087355i,-0.00074391+0.00046273i,-0.00048014+0.00048411i,-0.00055819+0.00054001i,-0.00089149-0.00013282i,-0.0011568-0.00044831i,-0.00026191+0.00035456i,0.00038982+0.00057038i,0.00020793+0.00018816i,-3.8975e-05-0.00023024i
0.00062109-0.0011431i,0.00082011-0.0021276i,-8.1174e-05-0.0014922i,-0.00066701-3.7693e-05i,0.00015461+0.00090205i,0.00097889+0.0018416i,9.7088e-05+0.0021207i,-0.00084239+0.0019596i,-0.00080806+0.0018624i,-0.00048771+0.0019659i,-0.00097346+0.001396i,-0.0013025+0.00032312i,-0.0011745+0.0002407i,-0.0011151+0.00020122i,-0.0011167+2.3366e-05i,-0.00086201-0.00018608i,0.0002754+0.00012532i,0.0011115+0.00048674i,0.0013116+0.00056473i,0.0013949+0.00016736i,0.0011027-7.0888e-05i,0.00044202+0.00019722i,0.00054817-7.2717e-05i
-0.00080507+0.00068922i,-0.00054763+0.00031119i,0.00013234+0.0014688i,0.00013706+0.0022915i,-0.00010306+0.0026435i,-0.00031453+0.0020324i,-0.0011263+0.0010129i,-0.0015424+0.00080379i,-0.0012587+0.0010538i,-0.00094228+0.0008389i,7.2521e-05+0.00041532i,0.00069123-5.13e-06i,0.00037664+4.8097e-05i,-9.7099e-05+0.00061531i,-9.738e-05+0.00011119i,-2.6014e-06-0.00040521i,4.6276e-05-0.00017473i,2.2764e-05+0.00019071i,9.6721e-05-7.5564e-05i,0.00054511-0.00030639i,0.00027032-6.8188e-05i,-0.00025006-0.00075789i,-0.00071296-0.00074026i
0.0013379+0.001176i,0.0013544-0.00074646i,0.0019581-0.00096815i,0.0026661+0.00042892i,0.0016849+0.0017064i,-0.00014829+0.0015728i,-0.00082593+0.0011664i,-0.00051907+0.0013016i,-0.00046239+0.001784i,-0.00044136+0.0013163i,-0.00044619+0.00033731i,-0.00033688+0.00039317i,-0.00036762-5.2879e-05i,-0.00026825-0.00022132i,-2.2291e-05+0.00021718i,-0.00010992+0.00054016i,-0.00049733+1.4063e-05i,-6.4134e-05-0.00041548i,0.00034062-4.1184e-05i,0.0003466+0.00093607i,0.00057386+0.00077771i,6.6806e-05+7.4596e-05i,-0.00074431-0.00022189i
-0.00043448+0.00033128i,-0.0010358-8.6156e-05i,-0.0016876-0.00020317i,-0.0011561+0.00043409i,-0.00068046+0.0015944i,-0.0012455+0.002258i,-0.0010407+0.0019102i,-0.0013695+0.0016089i,-0.0015662+0.0017276i,-0.0013143+0.00074991i,-0.0012419-0.00031717i,-0.00015019+3.1173e-05i,-0.00034624+0.00061963i,-0.0012915+0.00099317i,-0.00038929+0.0010173i,0.00041484+0.00069658i,-3.2414e-05+0.00086773i,-0.00019511+0.00028923i,-0.00028167-0.00093888i,-0.00060419-0.00091884i,-0.00073852-0.00021806i,-0.00092035+0.00028213i,-0.00087161+0.00023071i
0.0025071+0.00138i,0.0014731-0.0011351i,0.0020909-0.0020964i,0.0012376-0.0022919i,-0.00034504-0.00089136i,-0.0011166+0.00041411i,-0.00099278-4.7395e-06i,-0.00028011+0.00021983i,0.00020523+0.00068749i,0.00030916+0.0013691i,0.00021323+0.0010373i,-0.00053603+0.00039309i,-0.00081619+0.00029598i,-0.00010656+0.00012243i,-5.4315e-05+0.00010028i,5.504e-05+0.00067065i,0.00035471+0.00041755i,4.5314e-05-0.00029354i,-0.00010307-0.00015649i,-9.9836e-05+0.00086829i,-0.00012639+0.0015942i,0.00010656+0.0016199i,0.00031812+0.0010699i
-0.0020534+0.00054164i,-0.00087714+0.0025212i,-0.0012176+0.0040583i,-0.0012422+0.0043351i,-0.00098887+0.0039539i,-0.0010147+0.0017006i,-0.00077616+0.00039012i,-0.00018219+0.0011601i,-0.00055188+0.001889i,-0.001213+0.0017549i,-0.0010949+0.0011256i,-0.00061599+0.00066371i,0.00055858-1.4437e-05i,0.00090541+6.3596e-06i,0.00043051+0.00068905i,0.00016585+0.00054725i,-0.00012505+0.00017514i,1.4165e-05-0.0001413i,0.00036203-0.00021746i,0.00065168-4.9245e-05i,0.00069071+0.00055799i,0.00061912+0.00024363i,-0.00015128-0.00036957i
-0.00057296-0.0007389i,-0.00070636+0.00034379i,-0.0019052+0.0021246i,-0.001244+0.0018471i,-0.00023622+0.0013671i,0.00037975+0.0014027i,0.00032577+0.0016508i,0.00019833+0.0021485i,-0.00017657+0.0011095i,-0.0011519+0.00043065i,-0.0005662+0.00060871i,0.00034284+0.000438i,-0.00058963+0.00068768i,-0.0010646+0.00067213i,0.00012699-0.00013019i,0.0009749-0.00038338i,0.00074771-0.00024744i,0.00054967+0.00012396i,0.00025364-0.00021669i,0.00086578-0.00045624i,0.00094723-0.00017058i,-0.00013526-9.5813e-05i,-0.00089505+0.00040823i
0.0016559-0.0021347i,0.0015062-0.0019618i,0.00059006-0.0018389i,-0.00046057-0.00051341i,-0.0010118+0.0015422i,-0.00065532+0.0022357i,-0.00049449+0.00092097i,-0.00066803+0.00076293i,-0.0010342+0.0015608i,-0.0014885+0.0011306i,-0.0011068+0.00036312i,-0.00033782+0.00057962i,-0.00032221+0.00057903i,-0.00039995-0.00062007i,-0.00028963-0.00058667i,-3.2428e-05+0.00011203i,-0.00050764-8.3999e-05i,-0.0014466-0.00032627i,-0.0011824-0.00029806i,-0.00017806-0.00073444i,-0.00028236-0.0012167i,-0.00075482-0.001079i,-0.0004138-0.00074435i
-0.00068026-0.00040814i,-0.001575+0.00078424i,-0.0017092+0.00067213i,-0.001104+0.0012783i,-0.0012032+0.002209i,-0.00079504+0.0018355i,-0.00055853+0.0013578i,-0.001171+0.00090666i,-0.0012301+0.00025174i,-0.0013882+0.00024763i,-0.0013437+0.0006274i,-0.0011381+0.00031871i,-0.0012544-0.00030489i,-0.0011251-7.5633e-05i,-0.00095936+0.0012791i,-0.0010718+0.0016491i,-0.0007512+0.00043337i,-0.00011668-0.00034361i,-0.0001247+3.7972e-05i,-0.00045259+2.7964e-05i,-0.00021011-1.2888e-05i,0.00030261-0.00014238i,0.00040606-0.0004982i
-0.00074608-0.00051115i,-0.00066358-0.00035568i,-0.00060614+0.00017968i,-0.0011112+0.0010969i,-0.0017223+0.0015554i,-0.0022855+0.0016459i,-0.0019304+0.0014576i,-0.00063342+0.0010891i,-0.00033958+0.00080873i,-0.00086628+0.00052153i,-0.00054541+0.00050602i,-0.00016396+0.00052904i,4.3661e-05+0.00023775i,0.00071174+6.5208e-05i,0.00079851-0.00028493i,0.00040581+8.1026e-05i,5.6222e-05+0.00024256i,0.00041356-0.0001696i,0.00085577-2.2118e-05i,0.00036673+2.7674e-05i,0.00024578+0.00021828i,8.3127e-05+0.00083336i,-0.00036629+0.00070423i
-0.00016975-0.00090865i,-0.00090014-0.00092131i,-0.00085903-0.00085286i,-0.00092674-5.949e-05i,-0.00057345+0.0011177i,-0.00025758+0.0017582i,-0.00053868+0.0019226i,-0.00043076+0.0014512i,-6.19e-05+0.00060596i,-0.00064836+0.00063146i,-0.0012003+0.00037903i,-0.00081928-0.00012606i,0.00035186-0.00019249i,0.00068218+6.6006e-05i,-3.7215e-05+0.00012107i,-4.2762e-05+0.00050994i,-1.6255e-05+0.00034297i,-0.00031384-0.00033792i,-0.00033753-0.00010124i,0.00034965-3.0971e-05i,0.0005594-0.00076154i,-0.00016175-0.0014849i,5.7619e-05-0.001231i
-0.0004375-0.00042023i,-3.6716e-05-2.9283e-06i,-0.00085978+9.6116e-05i,-0.00095567+0.00034527i,6.1759e-05+0.0011378i,0.00065877+0.0011923i,0.0003373+0.00084131i,-0.00018455+0.00088662i,-0.00081606+0.0014371i,-0.0013174+0.0016452i,-0.0017699+0.00093322i,-0.0014367+0.00060926i,-0.00073564+0.00027148i,-0.0010102+0.00033884i,-0.0010515+0.00043664i,-0.00086761-3.7561e-05i,-0.00052652+5.8105e-05i,0.00032834+0.00036238i,0.0008385+0.00058369i,0.00051378+0.00067286i,0.00028702+8.796e-05i,0.00066815-0.00063539i,4.1955e-05-0.00055681i
-0.00064042-0.0012403i,-0.0015096+4.573e-06i,-0.0018773+0.0020757i,-0.0016804+0.0022358i,-0.0018526+0.00059523i,-0.0018243+0.00034351i,-0.001808+0.0012976i,-0.0015835+0.0014538i,-0.00084409+0.00046077i,-0.00080647+0.00017954i,-0.00074285+0.00064197i,-0.00076257+0.00023317i,-0.001049+4.6385e-05i,-0.0007753+0.00062778i,0.00011928+0.0012116i,0.00010303+0.0012905i,-0.0003123+0.0010169i,-0.00032042+0.00043505i,0.00022192+0.00013472i,-0.00012909-1.5625e-05i,-0.00034621-0.00051126i,0.00010948-0.00044225i,-8.8047e-05-0.0001877i
-0.0011862-0.00077913i,-2.3304e-05+0.0008412i,0.00061478+0.0019219i,0.00054496+0.0020809i,0.00054595+0.0017559i,0.00038985+0.00092772i,-0.00048162+0.00070612i,-0.0016253+0.00090294i,-0.0017086+0.00082224i,-0.0010695+0.0010056i,-0.00081682+0.00091014i,-0.00085436-4.6534e-05i,-0.00071833-0.00019678i,-0.00046214+0.00017799i,-2.7877e-05+0.00013129i,0.00016072+9.4128e-05i,0.00028105-6.8487e-05i,5.2177e-05-5.1964e-05i,4.7792e-05-0.00017099i,0.00021932-0.00038339i,3.2167e-05-0.00067238i,-0.00067536-0.0003946i,-0.0006968-0.00015743i
0.0010093-0.00093501i,0.0011316-5.775e-05i,0.00032814+1.4349e-05i,-0.0004022-0.00022891i,-0.00089586+0.0010612i,-0.00098669+0.0021383i,-0.0015541+0.0018409i,-0.0018447+0.0012071i,-0.0011464+0.00092896i,-0.00078953+0.00060861i,-0.0012016+0.00030648i,-0.0014021-0.00035361i,-0.0009992-0.00042655i,-0.00026709+0.00049905i,-0.00015723+0.00040244i,-0.00035931+0.00041447i,-0.0002846+0.0010378i,-0.00051168+0.00036363i,0.00073051-0.00036432i,0.001165+0.00013551i,-0.00016627+0.00077441i,-0.0012329+0.00073315i,-0.0016127+0.00027235i
0.0012856+0.00074173i,0.0016709+0.00048082i,0.0018494-0.00086384i,0.0012319-0.0012409i,-6.1354e-05-0.00095921i,-0.0011873-0.0001658i,-0.0021524+0.0015973i,-0.0022607+0.0020961i,-0.0016666+0.0018099i,-0.0012918+0.0013753i,-0.0011917+0.00042794i,-0.001286-0.0006435i,-0.0003643-0.00028715i,-0.00021022+0.00043239i,-0.00057862+0.0001138i,-0.0001288-0.00041612i,-4.0626e-05-0.00018233i,-5.2587e-05-7.0956e-05i,-0.00037748-0.00082138i,-0.0005175-0.00081096i,-0.00015068-0.00032868i,0.00040701-9.1557e-05i,0.00047437+0.00032557i
0.0009397-0.0025518i,0.00031887-0.001318i,0.00010332-0.0012057i,0.00012249-0.0011209i,-0.00021931-0.00017302i,-0.0011042+0.00097188i,-0.0018549+9.5978e-05i,-0.0014767-0.00068201i,-0.00063655+0.00078128i,-0.00080179+0.0010451i,-0.0014928+0.00036641i,-0.0014544+0.00044358i,-0.0015804+0.00091501i,-0.0013778+0.00052784i,-0.0011308+5.8492e-06i,-0.00087011+6.4218e-05i,2.908e-05+0.00037371i,0.00087804+0.00091819i,0.00087883+0.00077022i,-1.951e-05+0.00050231i,-0.00016675+0.00017213i,-0.00054009-0.00012194i,-0.00061508-4.9055e-05i
-0.00078258+0.0013786i,0.0013086+0.00097009i,0.0018226+0.001608i,0.00037349+0.0017031i,-0.0012037+0.00095132i,-0.0018217+0.00058839i,-0.0019856+0.00032377i,-0.0020772+0.00055558i,-0.0014167+0.001154i,-0.0010393+0.0011405i,-0.00090062+0.00080212i,-2.8734e-05+0.0007836i,0.00082879+0.00031364i,0.0010493+0.00041967i,-1.2924e-05+0.00082159i,-0.00062017+0.00017346i,0.00031934+0.00036682i,0.00037786+0.000643i,-0.00044245+0.00047799i,5.7834e-05+0.00040208i,-0.00024759+0.00039692i,-0.00022433+0.00084641i,0.00026271+0.00051519i
-0.0015401+0.00067763i,-0.0021494+0.001835i,-0.0016513+0.0013369i,-0.00070241+0.00071744i,-0.00081212+0.00043752i,-0.00093616+0.00038074i,-0.00023433+0.00048524i,-0.00053125+0.0011185i,-0.0011071+0.0015844i,-0.0010048+0.0015792i,-0.00026232+0.001691i,0.00054685+0.001404i,9.8569e-05+0.0006967i,-9.6212e-05+0.00062088i,-1.0454e-05+0.00094112i,-0.00071929-0.00019568i,-0.00071129-0.0011401i,-0.00014895-0.0011324i,7.953e-05-0.00090387i,0.00036214-0.0001719i,0.00040777+0.00026022i,-0.0001953-0.00031481i,-0.00032079-0.00082582i
0.00026417-0.0022065i,0.00032206-0.00086704i,-0.00076503-2.4494e-05i,-0.00081425+0.0015231i,-0.00043888+0.0022262i,-0.0004214+0.0016327i,-0.00059911+0.0017703i,-0.0009721+0.0018906i,-0.0012812+0.0014658i,-0.001741+0.00046001i,-0.0011618-0.0001303i,-0.0002898+0.00012627i,-9.7373e-05+0.00044675i,-0.00043936+0.00059198i,-0.00031669-0.00029449i,0.00027213-0.00063179i,0.00032517+8.3771e-05i,-0.00010967+0.00020841i,0.0004974+0.00038643i,0.00043203+0.00036449i,-0.0003173+0.00023277i,-0.00071578+9.5805e-05i,-0.0009114-3.2126e-05i
0.0011224-0.00038187i,0.00082807+0.00047863i,-0.00024752+0.00088098i,-0.00096713+0.00083255i,-0.0011042+0.0017729i,-0.0009659+0.0016266i,-0.00054779+0.0010911i,-0.00066507+0.00089365i,-0.0015103+0.000661i,-0.0016681+0.00080839i,-0.00088384+0.00056219i,-0.00055947-0.00029998i,-0.00031809-0.00038574i,5.1179e-05-0.00022832i,0.00023647-0.0002031i,-7.2139e-05+0.00025001i,2.3032e-05+0.00058961i,0.00023923+1.6054e-05i,0.00022034-0.0011647i,0.00026249-0.0010474i,-0.00031382+0.0002091i,-7.4974e-05+0.00096455i,0.000129+0.00092509i
-0.0017737+0.00031891i,-0.0015484+0.00045398i,-0.00076319+0.00095858i,0.00035935+0.00238i,-0.00032057+0.0025142i,-0.0014984+0.00090845i,-0.0017047-0.00013283i,-0.0012417-8.8726e-05i,-0.00072941+0.00046125i,-0.00090396+0.0014713i,-0.0010122+0.0022341i,-0.00083293+0.0012889i,-0.00026891+2.4813e-05i,0.00027701+0.00044607i,0.00049579+0.00089543i,0.00093788+0.00059611i,0.0010592+0.00028307i,0.00032122+0.00012927i,-0.00010442-0.00037407i,-0.00021185-0.0006358i,-0.00022991-7.1575e-05i,-0.00030397+7.0332e-05i,-0.00029619-0.00010418i
0.0016699-0.0015791i,0.0015452-0.00044458i,0.00085387+0.00041169i,-0.00053784+0.00065788i,-0.0011092+0.00068104i,-0.00076747+0.0019045i,-0.000945+0.0025382i,-0.001605+0.0019269i,-0.0016792+0.0013625i,-0.00089459+0.00098956i,-0.00021312+0.00029842i,-0.00019813-0.00030013i,-0.00055482-0.00038345i,-0.00087114-0.00031608i,-0.00048542-0.00088102i,-7.7412e-05-0.0018956i,0.00019166-0.0017524i,8.9099e-05-0.00090973i,-5.0555e-05-0.00074912i,7.3834e-05-0.0011099i,-0.00037341-0.00062938i,-0.0002148+0.00026162i,-0.00065106+0.00031252i
-0.0018849+0.0025101i,-0.0014323+0.001554i,0.00087391+0.0025333i,0.0023653+0.0030042i,0.0026754+0.001828i,0.0014257+0.00071073i,-0.00044774+0.00069018i,-0.0010302+0.00069261i,-0.00095054+0.00097757i,-0.00094725+0.0015921i,-0.00085606+0.0012829i,-0.00090298+0.00033035i,-0.00063464-3.9124e-06i,-0.00034809+0.00063267i,-0.00069424+0.00099809i,-0.0012334+0.00064595i,-0.001291+0.00046732i,-0.00068503+0.00093544i,-0.00061623+0.00093331i,-0.00069018+0.00032905i,-0.00086133-3.7808e-05i,-0.00024726-0.0001105i,8.9726e-05-0.00027553i
