-0.00063872+0.00042383i,0.00020141-0.0008542i,-0.00044623-0.00033985i,0.00027947+0.00046474i,8.2047e-05+0.0023744i,-0.00091979+0.0031343i,-0.0011637+0.0025763i,-0.0011764+0.0025696i,-0.00051558+0.0014498i,-0.00010806-6.8389e-05i,0.00036859-0.0010952i,0.0001305-0.001104i,-0.0014411-0.00057212i,-0.001272-0.00083598i,-0.00048886+0.00039359i,-0.00075688+0.00098522i,-0.00075696+0.00021624i,-0.00041141+0.00044585i,-8.1846e-05+0.00047355i,-0.00012731-0.00014749i,-0.00048985-0.0007793i,7.8852e-06-0.00079953i,0.00087679-0.00019888i
0.0014651-0.0024061i,0.00064522-0.0028649i,0.00065623-0.0033533i,0.00032147-0.0026237i,-0.00046679-0.0010288i,-0.00058359+0.00072657i,-0.00055115+0.0012902i,-0.00056898+0.00033394i,-0.00036457-0.00022253i,-0.00076075+0.00017745i,-0.0006088+0.00042268i,2.9888e-05+0.00019427i,0.00027148+7.9645e-06i,0.00028756+0.00021807i,-2.9722e-05+0.00027188i,0.00034961+0.0003644i,-1.8043e-05+0.0004387i,-0.00091492+4.4267e-06i,-0.00059706+8.3211e-06i,-8.7009e-05+0.00053068i,0.00014909+0.00021919i,3.7213e-05-9.4822e-06i,-0.00034575-5.5264e-05i
0.00049937+0.0010735i,0.00010445+0.0013158i,-0.001032+0.0018752i,-0.00078976+0.0023775i,0.00023705+0.0023327i,0.0007846+0.0019487i,0.00069825+0.00095823i,-0.00016198-0.00044673i,-0.00066437-0.00096238i,-0.00044324-8.7318e-05i,0.00019971+0.00090076i,0.00045241+7.0766e-05i,0.00069569-0.0010206i,0.00068153-0.00074382i,6.5221e-05+0.00029646i,-0.00043454+0.00038713i,-0.00027089-5.6523e-05i,0.00046686+0.00051786i,0.00040474+0.00031086i,0.00020271+0.00023366i,0.00060859+0.0010134i,0.00073595+0.00043158i,0.00050351-0.00034612i
0.00074573+0.00066315i,-0.00068876+0.0011294i,-0.0017146+0.00035078i,-0.0010111-0.00051018i,6.0894e-05+0.00034964i,-0.00063467+0.001225i,-0.0010519+0.0011198i,-0.00048493+8.1048e-05i,-0.0004127+0.00022866i,-0.0012167+0.00052321i,-0.0016567-0.00020582i,-0.00058694-0.00012811i,0.00031506+0.00049805i,0.00035338+0.0014139i,-0.00012143+0.0012792i,-0.00053237+0.00030887i,-3.8423e-05+0.00041422i,0.00056421+0.0010556i,0.00043416+0.0012295i,3.3809e-05+0.00082684i,-0.00028664+0.00038493i,-0.00027788+0.00010132i,-0.00013131-0.00053369i
0.00012653-0.0014588i,0.00090572-0.0024903i,0.00090151-0.0028548i,0.00090475-0.0011989i,0.00075305+0.0013841i,-6.4762e-06+0.0015959i,-3.5781e-05+0.0016414i,0.00015406+0.0014439i,-0.0004535+0.00088792i,-0.00093394-6.795e-05i,-0.0003092-0.00016908i,0.0002918+0.00032216i,0.00039044+0.0003397i,0.0002551+0.00020324i,-0.00031154+0.00097162i,-0.00028583+0.0014417i,0.00038039+0.00062546i,5.2172e-05-0.0004317i,-0.00079766-0.00031132i,-4.5893e-05+0.00042045i,0.00073915+2.9058e-05i,0.00041688-0.00095818i,0.00026444-0.00068315i
-0.0013914+0.00088235i,-0.00055879+0.00086567i,0.00027805+0.0017634i,0.0016916+0.002245i,0.0024281+0.0013024i,0.0020448-0.0007768i,0.0015617-0.0011411i,0.00087162-0.00013387i,-0.00028126+0.00018305i,-0.00026835+0.00015563i,-3.6877e-05+0.00012831i,-0.00051657+0.00059621i,-0.00043771+0.00069075i,-0.0006812+0.00058651i,-0.0011088+0.0008535i,-0.00079406+0.00061309i,-0.00039193+5.4597e-05i,0.00034881+0.00023697i,-0.00010858+0.00065223i,-0.00062198-6.5683e-06i,-7.5535e-05-0.00062914i,-0.0002108-0.00043971i,-0.00035337-0.00021785i
0.00076218-0.00077978i,-0.00036002-0.00071632i,-0.00091171-0.0012309i,-0.00062163-0.00077956i,-0.00087748+0.0015879i,-0.0012185+0.0024668i,-0.00089547+0.0013604i,-0.00011942+0.00067384i,-0.00017155+0.00013915i,-0.00049329-0.0003188i,-0.00014055+8.6297e-05i,0.00035879+0.00011073i,0.00058444-0.00044839i,0.00031893-0.0012206i,-0.00035485-0.0013147i,-0.0010052-0.00064506i,-0.0010249-0.00045824i,-0.00078441-5.5161e-05i,-3.0787e-05+0.00049323i,9.1841e-05+0.001017i,-0.00094413+0.00085075i,-0.00075551+0.00040505i,6.5894e-05-0.00024066i
-0.00046563+0.0012154i,0.001121+0.0015422i,0.00078086+0.0019558i,0.00047486+0.0023222i,0.0017259+0.0021848i,0.0021668+0.0022426i,0.0012514+0.002185i,-9.4412e-05+0.0019697i,-0.0009787+0.0013439i,-0.00076305+0.00061128i,-0.00019886-0.00045631i,-0.00012696-0.0016465i,-6.5578e-05-0.0016636i,-0.00060655-0.00084795i,-0.0010123-0.0011783i,-0.00059707-0.0010989i,-0.0002456+4.7147e-06i,3.1074e-05+0.00062459i,0.00012231+0.00066537i,3.1954e-05+0.00061973i,-0.00048919+0.00079217i,-0.00088807+0.00084957i,-0.00023115+0.0007871i
-0.00079256-0.00027928i,-0.0014-4.6285e-05i,-0.0015455+0.00015729i,5.2386e-06+0.00080659i,0.0012032+6.1008e-05i,0.0011576-0.00049766i,0.00090093-0.00067091i,0.00065069-0.00099469i,0.00017862-0.00039698i,-0.00055259+0.00047678i,-0.00057804+0.00041702i,-0.00028657-0.00026369i,-0.00039994+1.4845e-05i,-0.0004852+0.00022133i,-0.00026236+5.2146e-07i,-0.00012874+0.00012266i,-0.00025906-0.00019772i,-0.00016526-0.00051952i,-5.132e-05-0.00054993i,0.00073801-0.00061128i,0.00087629+0.00015296i,0.00014048+0.00062014i,0.00025188-0.00017886i
-0.0011023-0.0013427i,-0.0022488-0.0011965i,-0.0030605-0.00034655i,-0.0026482+0.00071425i,-0.001334+0.00089035i,-0.00022298+0.0014281i,-2.6367e-05+0.001605i,-0.00010002+0.00056508i,-0.00041267+1.2142e-05i,-0.00055267+0.00046908i,0.00032128+0.0013008i,0.0013739+0.0012983i,0.00059155+0.0010627i,-0.00055493+0.0008303i,-0.00052018+0.00024129i,-0.00094216+0.00021935i,-0.00097112+0.00029559i,-0.00048942+0.00047227i,6.1266e-05+0.00035395i,0.00047989+0.000449i,-0.00010508+0.00086126i,-0.00021961+0.00074959i,3.6316e-05-0.00017982i
0.001135-0.00016139i,0.00067485-0.00037655i,0.00046929-0.0013363i,4.4721e-05-0.0019439i,-0.00070612-0.0013071i,-0.00057068+8.0423e-05i,-0.0002585+0.00055373i,-0.00063554-7.5583e-05i,0.00016706-0.00012535i,0.00070019+5.8762e-05i,-5.3407e-05-0.00067383i,-0.00041594-0.00096082i,-0.00065691-0.00039347i,-0.00075304+2.6119e-05i,-0.00016196+0.0001436i,0.00016609+0.00045682i,0.00056854+0.00062243i,0.00072079+0.0004787i,0.00026191+0.00059298i,0.00022278+0.0006403i,0.00011523+0.00044376i,-0.00011554-0.00017124i,0.00012205-0.00030264i
-0.00033915-0.00106i,-0.00049645-0.0004055i,-9.8083e-05+0.0004815i,8.0228e-05+0.0016158i,0.00025227+0.0024316i,0.00046118+0.0024017i,-0.00042911+0.0019565i,-0.00069418+0.0012499i,-0.00062869+0.00071262i,-3.6339e-05+0.00070223i,0.00056155+0.00029009i,9.68e-05-5.6069e-05i,-0.00075179-0.00024882i,-0.00045282-8.9863e-05i,-0.00032165-0.00017968i,-0.00056184-0.00050215i,-0.0010703-0.00030004i,-0.00097269+0.00031211i,0.00017735+0.00099169i,0.00020078+0.0006713i,-0.00011785+0.00030429i,-0.00026294+0.00065519i,8.14e-05+0.00073187i
-0.0020031+0.0002654i,-0.00095944+0.00013129i,-0.00079196+0.0010363i,-0.00095273+0.0018729i,-1.1211e-05+0.0026715i,0.0014081+0.0022153i,0.0015133+0.00085242i,0.00034139+9.3286e-05i,-0.00054376+0.00026805i,-0.00032647+0.0010552i,0.00087037+0.00088245i,0.0012757-7.272e-05i,0.00051931-0.00063757i,-0.00017693-0.00096014i,-0.00042865-0.00078128i,-0.00021982-0.00064122i,-0.00021714-0.00048385i,-0.00054668+1.3325e-05i,-6.9657e-07+0.000844i,6.1235e-05+0.00090074i,-0.00089787+0.00024835i,-0.00050713-0.00038228i,0.00068503+0.00010287i
-0.00060864+0.00017616i,-0.0017054+0.00046542i,-0.0023505+0.0013322i,-0.0009835+0.00095825i,0.00067726+0.00040205i,-2.3593e-05+0.00064365i,-0.00085997+0.00095137i,6.2214e-05+0.00099702i,0.0010024+0.00048855i,0.00086202+0.00030345i,-0.00044154+0.00065664i,-0.0005096+0.00056455i,0.00076087+0.00034322i,0.00090642+0.00049118i,0.00014855+0.00086528i,-0.00019361+0.00069283i,-0.00061602+0.00028863i,-0.00087577+0.00017946i,-0.00041793+9.1344e-05i,0.00035488-0.00013933i,0.0013574-6.1352e-05i,0.0014896-0.00022988i,7.2875e-05-0.00052826i
-0.00026552-0.00029273i,0.00053441-0.00020611i,0.00062629+0.00020319i,-0.00011908+0.00092411i,-0.00045122+0.001309i,-0.00058164+0.0015907i,-0.0010217+0.001758i,-0.0011111+0.0012499i,-6.7721e-06+0.00022377i,0.00026374-0.00010948i,-3.4134e-05+0.00045582i,0.001333+0.00048052i,0.0012617-0.00020357i,-7.9365e-05-0.00077616i,-0.00045357-0.00031998i,-5.9976e-05+0.00081685i,0.00046751+0.00095991i,-0.00022493-0.00023011i,-0.00068726-0.0003181i,-0.0005356+0.0005083i,-0.00013217+0.0012654i,0.00027752+0.0010606i,0.00042504-6.0933e-05i
-0.00056523-0.0012166i,-0.00024423+0.00031873i,-0.0012871+0.0013042i,-0.0015928+0.0016337i,-0.00053792+0.0018991i,3.6586e-05+0.0013593i,0.00034586+0.00053471i,4.4174e-05+0.00018622i,-0.00056647+0.00046777i,-0.00072614+0.00086254i,0.00012939+0.00077926i,0.0012818+0.00015324i,0.0016776-0.00068349i,0.0012639-0.00059154i,0.00020967+7.2523e-05i,0.00037863+0.00028199i,0.00033996+0.00022032i,0.0001599+0.00013165i,0.00040762+0.00044298i,0.00039492+4.6788e-05i,0.00040351+0.0002431i,-4.1982e-05+0.00046223i,-0.00011459-0.00016755i
-0.0010046-0.00045846i,-0.0014585-0.00063535i,-0.00040053-0.00095551i,0.0002325+9.3512e-05i,-9.1759e-05+0.00027891i,0.00024223+4.9934e-05i,0.00032209+0.00045258i,0.00022597-0.0003748i,3.858e-05-0.00052324i,-0.00064046+0.00086927i,-0.00068532+0.0011563i,0.00025353+0.00057706i,0.00031022+0.00040478i,-0.00070797+0.00039953i,-0.00050043-0.00022209i,0.00030102-0.00088902i,0.00030226-0.00095683i,2.7732e-05-0.00075684i,-0.00010695-0.00059109i,0.00049748+0.00015956i,0.00079554+0.00063848i,0.00029647+0.00071075i,0.00046151+0.00063603i
0.0017332+0.00015371i,0.0015543-0.0015669i,0.00085482-0.0019254i,0.00040654-0.00081749i,-0.00029104+0.00071634i,-0.00054943+0.0013737i,-0.00011706+0.0015484i,-0.0002855+0.001745i,-1.0884e-05+0.00085689i,0.00065688+0.00048391i,0.00040375+0.00030101i,0.00072374-0.00025193i,0.00098491-0.00067529i,0.00041563-0.0002965i,-5.9208e-05+0.000194i,-0.00014037+0.00016936i,-0.00031526+0.00017297i,-0.00063371+0.00036232i,7.9111e-06+0.00070203i,0.00076169+0.0007382i,0.00011273+0.0011769i,-4.2252e-05+0.00095959i,0.00084403+0.00027856i
-0.00025277+0.00066873i,0.00012166+3.368e-05i,0.00038331+0.0010706i,0.00076564+0.001542i,0.00098617+0.00069502i,0.0010765+0.00029142i,0.0012562+0.00027155i,0.00066534+0.00012999i,0.00036069+4.3117e-05i,0.00038513-0.0003278i,7.8505e-05-0.00059764i,9.4417e-05-0.00070481i,0.0001832-0.00032717i,0.00024718-0.00018116i,-0.00038682-0.00041015i,-0.00056276+0.00035108i,0.00020013+0.00071729i,0.0001018+0.00068256i,-0.00020557+0.0011223i,-1.9388e-05+0.00093419i,-1.1318e-05-3.3643e-05i,-0.00035275+0.00030982i,-0.00081796+0.00070372i
-0.0021191-0.00046407i,-0.001995+0.00010369i,-0.0024127+0.00086612i,-0.0018137+0.0014317i,-0.00023943+0.0019681i,6.1754e-05+0.0017169i,-0.00086402+0.0010154i,-0.0007161+0.00031461i,-0.00051622-0.00016921i,-0.00076022+0.0001483i,-0.00036125+0.0011176i,0.00011243+0.00077115i,0.00053015+2.5203e-05i,0.00062063+0.00037225i,-0.00012228-1.3486e-05i,-0.0010415-0.00099031i,-0.00088565-0.00092895i,-0.00027893-5.6817e-05i,-4.9341e-06+2.2717e-05i,0.00037542-0.00066202i,0.00052105-0.0010631i,0.0001495-0.00035914i,0.00021566+0.00018203i
-0.0012518+0.0002513i,-0.0010258-2.0871e-05i,-0.0010564-0.00054804i,-0.00084204+0.00034061i,0.00033647+0.001691i,0.00024452+0.0018322i,-0.00015636+0.0022387i,-0.00052852+0.0021244i,0.00011284+0.0011162i,0.0009167+0.0002786i,0.00090604+0.00032708i,0.00012186+0.00045873i,-0.00049925-4.5946e-05i,-0.00035597-0.00088596i,0.0010188-0.0006195i,0.0012875+0.00023063i,0.0006654+0.00048255i,-0.00043791+0.00072971i,-0.0011456+0.00043846i,-0.00034501+0.00039291i,0.00061784+0.00088128i,0.00099153+0.0011941i,0.00070259+0.0010901i
-5.6719e-05-0.0016757i,-0.00038759-0.001694i,-0.00039381-0.0010733i,-0.00077619-0.0001373i,-0.0010681+0.00087394i,-0.0014524+0.0013563i,-0.00062925+0.00060271i,-7.8584e-05-0.0003567i,-0.00048036-0.00043716i,-4.1511e-05-0.00035845i,0.00096858+0.00010919i,0.00077522+0.00029979i,0.0002913+0.00021078i,0.00022875-0.0003013i,0.00024336-0.00026847i,6.4905e-05+9.5144e-05i,-0.00041483-0.00040386i,-0.00021942-0.0011222i,0.00024014+0.00014672i,-0.0001445+0.0013781i,0.00023325+0.00034i,0.00072094+0.00048189i,0.0011705+0.0010934i
0.00274-0.0020857i,0.00060651-0.0028278i,-0.00093183-0.0030856i,-0.001846-0.0022546i,-0.0027668-0.00068929i,-0.0017233-5.3451e-05i,8.1521e-05+8.9432e-05i,0.0010763+0.00056983i,0.001181+0.00041714i,0.00050528-0.00024146i,0.00023133-0.00026305i,9.3273e-05-0.00029554i,-5.6762e-05-0.00085935i,0.00054712-0.00086319i,0.0010494-0.00038783i,0.0010028+0.00023783i,0.00046513+0.00032258i,-5.298e-05-0.00049989i,0.0002441-0.00031844i,0.00060168-8.0633e-05i,0.00027199-0.00050413i,-0.0004238-0.00044814i,-0.00044188-0.0002222i
9.1363e-05-0.00089082i,-0.00067356-0.00068149i,-0.00061012-0.0013043i,-0.00020679-0.0014434i,-0.00046438-0.0012693i,-0.00063506-0.00037529i,-0.00032076+0.0011431i,-0.00029684+0.00099594i,-0.00029679-0.00070584i,-0.00061427-0.00068119i,-0.0011371+0.00028667i,-0.00072448+0.0004995i,0.00012715+0.00047972i,0.00080642+0.00053188i,0.00080778+0.00036982i,0.00033614+1.8688e-05i,-0.00022802-0.00044252i,-2.6192e-05-0.0004156i,0.00053287-0.00021477i,0.00063564-0.00031107i,0.00021858-0.00017949i,-0.00012702-0.00039254i,-0.00020941-0.00076152i
-0.00049426-0.00066294i,-0.001577-0.00060818i,-0.00052672+0.00028406i,0.0003002+0.00099324i,0.00032885+0.00063065i,7.3442e-05+0.00068424i,-6.9524e-05+0.0013976i,0.0004047+0.0011455i,0.0008318+0.00048983i,0.00044605+0.00023799i,7.6297e-05-0.00034269i,6.7459e-05-0.00048188i,-0.00036576-0.00019394i,-4.8478e-05-0.00027919i,0.00024287-0.00026559i,0.00022081+0.00033129i,0.00035576+0.0012457i,-0.0001803+0.0013211i,0.00013357+0.0003791i,0.00066803-0.00036583i,0.00085277-5.1346e-05i,0.00049669+0.00015777i,0.00023723-0.00033013i
0.00061789-0.0029924i,-0.00067042-0.0024296i,-0.0022223-0.0020217i,-0.0028551-0.00053824i,-0.0024371+0.00096974i,-0.00075356+0.0018567i,0.00053972+0.0027219i,0.00034375+0.0020608i,-0.00012284+3.924e-05i,-0.00058981-0.00089043i,-0.00084777-0.0005418i,-0.00019388-7.6499e-05i,0.00076491-0.0004644i,0.00068774-0.0010152i,0.00012457-0.00098812i,-4.374e-05-0.0010221i,-0.00080402-0.00094861i,-0.00094265-0.0007558i,-0.00062313-0.00020147i,-0.00033167-0.00027894i,-0.00018857-0.00030867i,-0.00017593-9.1811e-05i,-1.3829e-05-0.00046799i
-0.0002308-0.0019906i,-9.2418e-05-0.0029614i,-0.0010017-0.0020762i,-0.0014183-0.0012236i,-0.0011117-0.00046949i,-0.0016146+0.00025371i,-0.0010931+0.00034492i,-0.00029532-0.00019577i,-0.00032137-0.00037418i,-5.4455e-05+0.00041839i,0.00033657+0.0011887i,0.00040289+0.00086161i,0.00051715+7.1236e-05i,0.00028227+0.0001008i,9.9715e-05+0.00045762i,0.00061384+0.00080709i,0.0010939+0.00047577i,0.0010112+0.00052081i,0.00069028+0.0012666i,0.0005727+0.0013771i,0.00057632+0.00087124i,0.00061752+0.00038416i,0.00012055+0.00024244i
-0.0010525-0.0020067i,-0.0012184-0.0014581i,-0.0015545-0.00071554i,-0.00151+0.00025076i,-0.0011289+0.0010568i,-0.00033657+0.001348i,8.7926e-05+0.0015751i,-0.00013753+0.00090963i,-9.1239e-05-0.00056599i,2.4228e-05-0.00054331i,0.00017465+0.00040471i,0.00038091+0.00054087i,0.00069593+0.00047581i,0.00090987+1.0739e-05i,0.00066387-0.00038175i,-6.5903e-05-0.00018149i,-0.00068781+2.2217e-05i,-0.00066567-0.00024653i,-0.00061872-0.00049345i,-0.00027962-0.00024631i,0.00084554+0.00050802i,0.0012393+0.0010086i,0.00062893+0.00048836i
0.0013581-0.00018408i,0.0016833+0.00052447i,0.0011059+0.0012763i,0.00070636+0.0013786i,0.00023131+0.0011335i,4.2477e-05+0.0012746i,-0.00036621+0.00127i,-0.00069681+0.0010958i,-0.0001262+0.00099133i,6.3228e-05+0.00052665i,-0.00050299+0.00020137i,-0.00073238+7.2419e-06i,-0.0004973-0.00056633i,-0.00012326-0.00065563i,0.00048804-0.00035075i,0.00030162+0.0003142i,-0.00011711+0.00029003i,0.00024468+0.00010709i,0.0002494+0.00053362i,0.00022537+0.00024867i,0.00014787-0.00056592i,0.00049573-7.4292e-05i,0.00062319+0.00083162i
0.0013406+0.00026455i,0.0013023+0.00044564i,-0.00014486-0.00016955i,-0.001565-0.0011498i,-0.0011672-0.00084979i,0.00022636+0.00014564i,0.00084641+0.00081041i,0.00058831+0.0011948i,-0.0004062+0.00087405i,-0.00054263-0.00018974i,7.556e-05-0.00042357i,-1.3616e-05-0.00030139i,-7.7428e-05-0.00017144i,-0.00050221+0.00029717i,-0.00021403-0.00022984i,5.9468e-05-0.00022621i,-1.3221e-05+0.0001322i,0.0004214+0.00025033i,0.00034355+0.00055648i,7.1203e-05+0.00062908i,-0.00030818+0.0010421i,-0.00017742+0.0012029i,0.00048096+0.00091034i
-3.87e-05+0.00029286i,-0.00011512-0.00033594i,0.00095062-0.0010843i,0.000758-0.0010386i,-1.8659e-05-0.00064907i,-0.00092474+0.00069012i,-0.0014732+0.0014687i,-0.00050185+0.00074374i,-0.00011982+6.4568e-05i,-0.00065199-1.3409e-06i,-0.0002602+0.00018383i,0.00035725+0.00020468i,-0.00036927+8.7808e-05i,-0.00090082-0.00013563i,4.7798e-05-0.00064863i,0.00020313-0.00056229i,0.00021569-0.00012668i,0.00024295-1.8737e-05i,0.00042188+0.00088378i,0.00036592+0.0011736i,0.00048639+5.9466e-05i,0.0010018-0.00032107i,0.00053066-0.00030107i
-1.9019e-05-0.0013811i,-6.8704e-07-0.00090562i,-0.0010084+0.0010798i,-0.0010169+0.0022664i,-2.6031e-05+0.0017678i,-0.00040882+0.0012132i,-0.00060164+0.0014889i,9.7716e-05+0.0015211i,0.00041695+0.00040379i,0.00017339-0.00052496i,0.00045904-0.0006715i,0.00066985-0.0002245i,0.00069514-3.1848e-06i,-1.2245e-05-0.00058462i,-0.00080594-0.00084348i,-0.00055057-0.00068191i,-0.00045315-0.00043487i,-0.00072038-0.00010711i,-9.8531e-05+0.00022824i,0.00019778-3.2177e-06i,0.00011297-0.00075471i,0.00027791-0.0002405i,0.00044775+0.00046704i
-0.0012698-0.00015283i,-0.0015844-0.00052401i,-0.0018492+0.00020056i,-0.00087362+0.0014667i,0.0003109+0.00155i,0.00088514+0.0012151i,0.00072442+0.00042081i,-0.00026425+7.4832e-05i,-0.00085897+0.00021265i,-0.00075983+0.00039655i,-0.00019585+0.00089829i,0.00064236+0.0011402i,0.00047712+0.00055234i,0.00033504-0.00030117i,0.00036929-0.00034126i,-0.00017206-0.00011533i,-0.00063241+0.00011492i,-0.00063117+0.00027008i,-9.4497e-05-0.00018224i,-0.00013471-0.00059954i,-0.00043471-0.00048809i,-1.6365e-05-0.00018835i,0.00067239-3.9615e-05i
0.00054296+0.0012884i,0.00031441+0.00097288i,-0.00025747-0.00037437i,-0.0002538-0.0010096i,-0.0002078-0.00048121i,-0.00019408-4.9136e-06i,-0.0003428+0.00088738i,-6.7626e-05+0.0013095i,-0.000327+0.00053676i,-0.0011234+0.00014353i,-0.0010379+4.1211e-05i,-0.00020494+5.8782e-05i,0.00027979-0.00014443i,0.00050011-0.00044888i,0.00057484+0.00037762i,-0.00020234+0.00044227i,-0.00059567+0.00028739i,-0.0002131+0.00051443i,0.00020877+0.00084865i,0.0006579+0.00060257i,0.00087978+0.00045425i,0.0010776+0.00022438i,0.0013362+3.7841e-05i
-0.00034574+0.00045607i,0.00042656+0.00021543i,0.0017888+0.00084168i,0.0021461+0.0014401i,0.0017605+0.0013954i,0.00080473+0.0018194i,-0.00070409+0.0016814i,-0.0014173+0.00096886i,-0.001372+0.00092804i,-0.00086025+0.00035964i,0.00010905-0.00023352i,0.000647-0.00021514i,0.00082141-0.00017429i,0.00031034-6.0376e-05i,0.00049844+0.00011426i,9.9006e-05+0.0004917i,-0.00061742+0.00067047i,-0.00017152+0.00061736i,0.00017282+0.000497i,6.1381e-05+0.00020572i,0.00071634+0.00040784i,0.00065477+0.00055235i,0.00054075-0.00038569i
0.00011092+4.0268e-05i,-1.2881e-05+0.00083833i,-0.0016032+0.0019455i,-0.0023369+0.0034815i,-0.0011943+0.0031421i,0.00049782+0.0013354i,0.00074731+9.4731e-05i,-0.00019813-0.00081152i,-0.0012498-0.00082203i,-0.0018854-7.5609e-05i,-0.0012456+0.0006744i,-0.00024525+0.00036093i,0.00065887-0.00070557i,0.0002641-0.0009158i,-0.00047194-0.00065186i,-0.0002388-4.4284e-05i,0.0001235+0.0010586i,-0.00012984+0.0013325i,1.4169e-05+0.00082247i,-0.00011595+0.00030806i,-0.00078346+0.00016738i,-0.00066572-0.0005092i,-6.6732e-06-0.00061237i
0.00021265-0.001317i,0.00017108-0.0020391i,-0.0012852-0.0025422i,-0.0023055-0.0021727i,-0.0021997-0.0014295i,-0.0015209-0.00029259i,-0.00037742+0.00057853i,0.00013378+0.00029643i,-0.00043696-0.00010124i,-0.00070234+8.0064e-05i,-0.0003889+0.00028306i,-0.00025814-0.00038277i,4.055e-05-0.00092726i,0.00075959-0.0010062i,0.00087957-0.0011849i,0.00012842-0.0003166i,-0.00080605+0.00071468i,-0.00060347+0.00029523i,0.000173+0.00027181i,0.00026464+0.00061584i,-0.00040044+0.00028636i,-0.0011037-0.00020174i,-0.0011988-0.00064623i
0.00074061-0.00046825i,0.00076625-0.0004236i,0.0019101-0.0010892i,0.0025156-0.00082458i,0.0017665+0.00059855i,0.00055518+0.0011786i,-0.00046132+0.00078204i,-0.00049519+0.00031176i,0.00041944-0.00037718i,-7.1489e-05-0.0011228i,-0.00027564-0.00082464i,8.5793e-05-1.9115e-05i,-0.00017316+0.00032977i,-0.00031935+0.00026087i,-0.00054134+0.00034519i,-0.00094015+0.00064551i,-0.0006529+0.00059775i,-0.00044324-0.00060255i,-0.00024952-0.0012875i,-0.00020042+7.5976e-05i,-0.00019946+0.00059861i,-0.00023944+0.00011244i,0.00013644-0.00010347i
0.0011729+1.5233e-05i,0.00065077-0.0013412i,0.00038977-0.00080542i,-0.00029196+0.0011459i,-0.00015261+0.0017187i,0.0002438+0.0013505i,-0.00029788+0.0013229i,-0.0004404+0.00046618i,0.00034906+0.00013655i,0.00039782+1.8637e-05i,-0.0003148-0.00072879i,-0.0010332-0.00052636i,-0.00081614+0.00012243i,-0.00037082+0.00021426i,-0.00015864-0.0002306i,-0.00016889-0.00027246i,-0.00041539+0.00052038i,-0.00060901+0.00027078i,-0.00017818-0.0002809i,0.00021365+0.0001046i,-0.00032992+0.00032374i,-0.00080768-0.00029662i,-0.00070707-0.0010655i
0.0011883+0.00087786i,0.00059412+0.0013113i,0.00026355+0.0017324i,-0.00087003+0.00089787i,-0.0011096+8.597e-05i,-0.0010756+0.00071509i,-0.00070109+0.00099911i,0.0001542+0.00021845i,0.00039257-0.00018613i,0.00040749-4.923e-05i,-0.00010949-0.00043228i,0.00028773-0.00038924i,0.00086562-0.00017222i,0.00043023-0.00050586i,-0.00018804+7.5605e-05i,1.3288e-05+0.00043258i,0.00069973+0.0002033i,-8.1194e-05+0.00065469i,-0.00017097+0.0012051i,1.7124e-05+0.0013146i,-0.00028147+0.0012761i,0.0003118+0.00072099i,0.00072121+0.00011253i
0.0012608-0.0014071i,0.00074888-0.0027457i,0.00025625-0.0032755i,-0.00044138-0.0024172i,-0.0010486-0.00032928i,-0.0012504+0.0014788i,8.7762e-05+0.0017724i,0.00057304+0.0011613i,-0.0005097-0.00031727i,-0.000626-0.00080966i,-9.0313e-05-5.124e-05i,-0.00021442+0.00038984i,-0.00025266+0.00074823i,0.00083251+0.00025306i,0.0010309-0.00020724i,0.00015356-3.9736e-05i,-0.00070014-6.9341e-05i,-0.0008858-2.5143e-05i,-0.00040093+0.00081762i,-0.00062745+0.0014609i,0.00011096+0.00048437i,0.00099388-0.00013225i,0.00082393-0.00025125i
0.00013441-0.0014506i,0.0013802-0.0025563i,0.00081245-0.0029533i,-0.0012025-0.0015005i,-0.0019701-0.00056258i,-0.0013976+9.228e-05i,-0.0002179+0.0013026i,0.00056853+0.0012991i,0.00036345-0.00035945i,-0.0001643-0.00092675i,0.00010754-0.00071892i,0.00049261+0.0001608i,0.0008729-5.8468e-05i,0.0013195-0.001043i,0.0013-0.00087397i,0.00071184-0.00039862i,5.3459e-05-9.161e-05i,-0.00015111+0.00020749i,0.00019837+0.00041313i,0.00048596+0.0005542i,0.00020768+3.9302e-05i,0.00019382-0.0014436i,-0.00013761-0.0015774i
-0.0013516-0.00047406i,-0.001561-0.00034956i,-0.001483+0.00076495i,-0.0010309+0.0012244i,-0.000282+0.0010788i,0.00053991+0.00073775i,0.000471+0.00032008i,0.00061023+0.00030127i,-0.0003721-0.00013805i,-0.00092078-0.00022311i,-0.00024367+0.00081407i,1.9262e-06+0.00023169i,0.00071168-0.00095855i,0.0002837-0.0007934i,0.00011606-0.00037852i,0.00046423-9.1409e-05i,-1.193e-05-1.8821e-05i,-0.00013135+0.00010459i,1.2948e-05+0.00053415i,-5.2611e-05+0.00066626i,6.244e-05+0.00010675i,0.00055097-0.00029552i,0.00088108-0.00052626i
