-0.00048361-0.00059655i,-0.0016777-0.0010141i,-0.0023184-0.00078369i,-0.0019455+0.0004048i,-0.0016812+0.0015501i,-0.0017486+0.0019551i,-0.00050563+0.0014841i,0.00032801+0.0010645i,0.00082753+0.00069083i,0.0013037+0.00020373i,0.0011705-0.00038356i,0.00052695-0.00030156i,6.7178e-05-0.00015242i,-9.2776e-05+0.00015449i,-0.00057527+0.00045551i,-0.00081199+0.00034515i,-0.00080913+0.0004112i,-0.00012702-0.00033233i,0.00016413-0.00070573i,-2.1714e-05+6.5184e-05i,-0.00035587+9.2856e-05i,-0.00086004-0.00022535i,-0.00091244+0.00040195i
-0.0015275+0.0022318i,-0.0014571+0.0022518i,-0.00093455+0.0017776i,-9.1226e-05+0.0016406i,0.00064702+0.0011049i,0.0002769-6.7089e-05i,0.00029954-0.00078085i,0.00034394-0.00048379i,-0.00037923+1.7636e-06i,-0.0005948+0.00052115i,-0.00034763+0.00063137i,-0.00070562+0.00030525i,-0.00031562-0.00041468i,0.00023677-0.00066398i,-0.00046658-0.00047109i,-0.00070684-6.9783e-05i,-0.00079008+0.00026625i,-0.00069243+0.00020495i,-0.00052787-0.00011248i,-0.00037073-0.00043856i,3.7538e-05-0.00037192i,0.00079371-0.00020377i,0.0011539+0.00024297i
0.00022534+0.00077325i,0.00038226+0.00077608i,0.00048321+9.2091e-05i,-0.00087087-5.8085e-05i,-0.0012578-0.00031606i,-0.00039128-0.0010061i,-0.0005809-0.0017158i,-0.0002543-0.0020627i,0.00039926-0.00084793i,0.00022994+1.8976e-05i,0.000484-0.0007465i,0.00074706-0.00097681i,0.00026463-0.00062637i,-0.00064327+9.7848e-05i,-0.0011082+0.00037672i,-0.00064841-0.0001004i,-0.00024263-0.00087116i,-0.00018303-0.00097317i,-9.2139e-05-0.00025948i,0.00047422+3.7888e-05i,0.00093572+0.00017962i,0.00073596-0.00014046i,0.00038401-0.00044532i
-0.0031337-0.00146i,-0.0024166-0.00069625i,-0.0024922-0.0007009i,-0.0015883-0.00018906i,-6.8733e-05+0.00049524i,0.00096475+6.733e-05i,0.0010759-0.00074406i,0.00029948-0.0011995i,-0.00026489-0.00096332i,0.00033941+0.00019021i,0.00078356+4.987e-05i,0.00068438-0.00015995i,0.00052775-5.8055e-05i,0.00095654-0.00034959i,0.00080216-4.4262e-05i,0.00033086-0.00025163i,0.00045879-0.00014287i,0.00095155+0.00028095i,0.0011023+0.00032892i,0.0010129-1.1724e-06i,0.00056987-0.00027481i,0.00056941-0.00048965i,0.00064461-8.2865e-05i
0.00080078-0.00049835i,0.00039371-0.00090386i,-0.0013992+0.00024085i,-0.0016165+0.00051982i,-0.0010981-0.00082074i,-0.00082609-0.00080916i,-0.00040723+0.00026447i,-0.00017319+0.00049937i,0.00044694+0.00049671i,0.00081512+0.00058399i,0.00040018+0.00040463i,-0.00015803-0.00036755i,-0.00026156-0.0006728i,-0.00046629-0.00079059i,-0.00072233-0.0010013i,-0.00070677-0.00064669i,-0.00082308-0.0002581i,-0.00088001-0.00035139i,-0.001067-1.581e-05i,-0.00090792+0.00033886i,-0.00012628+0.00017025i,0.00038733+0.00014998i,0.0004505+0.00023133i
-0.00059003+0.00066318i,-0.0001275+7.9705e-05i,0.0002889+0.00024029i,0.0010312+0.00011734i,0.00060227-0.00010298i,-0.00052376-0.00068571i,-0.00036857-0.00070162i,9.2474e-05-0.00045616i,-0.0003232-0.00016887i,-0.00038979-0.00015879i,8.2153e-05-0.00033846i,-0.00019403-0.00038766i,-0.0006888+5.7415e-05i,-0.0010571+0.00014326i,-0.00082946-0.00019574i,-0.00023426-0.00012716i,-0.00012911+0.00094199i,-0.00055285+0.0010308i,-0.00013135-0.00019958i,-1.0173e-06-2.2626e-05i,-0.00076352+0.0004359i,-0.00017147+0.00014327i,0.00091449-4.435e-05i
0.0017461+0.00052847i,0.00072337+0.00015772i,-0.0014869-0.00067357i,-0.0014537-0.0012683i,-0.00034244-0.00074947i,-0.0009043+0.00014114i,-0.0011586+0.00018147i,-0.00049225+1.4627e-05i,-0.00029733+0.00049054i,0.00022259-0.00066343i,0.00081348-0.0017976i,0.00021998-0.0013434i,-0.00095626-0.00036674i,-0.00099692-0.00024828i,-4.9169e-05+3.3008e-05i,0.00024963+0.00059967i,0.0004441+0.00026296i,-0.00026552-0.00092315i,-0.0012854-0.0013348i,-0.0006683-0.00035935i,-0.00024746+0.00043271i,-0.00065453+0.00030663i,-0.00038215-0.00029673i
0.0017674+0.00016413i,0.00078573-5.5e-06i,0.00033996-0.00029054i,0.00027526-0.00067165i,0.00050214-0.0002471i,0.0009804-3.0936e-05i,0.0012276-0.00059934i,0.0010022-0.00043567i,0.00079751+0.00064341i,0.0006315+0.00019875i,-0.00017897-0.00070307i,-0.00045266-0.00057664i,-0.00017064+0.00027467i,-0.00070652+0.0010774i,-0.0010027+0.00086956i,-0.00053808+0.00034494i,-6.738e-06+2.1001e-05i,-5.3163e-05+0.00046472i,-0.00091955+0.00066356i,-0.00072297+0.00040687i,0.00019022+0.00037513i,0.00044812+0.00030117i,0.00034821+0.00024055i
-0.0026139+0.0002194i,-0.0022753-1.4983e-05i,-0.0019344+0.0012833i,-0.0027622+0.0014908i,-0.0028677+0.00027882i,-0.0021804-0.00093536i,-0.00083186-0.0011386i,-0.00046524-0.00040805i,-0.0010735+0.00031818i,-0.0011142+0.00040312i,-0.00010417+0.00022769i,0.00029479+5.3386e-05i,-8.8601e-05-0.00023944i,-5.4118e-05+4.9359e-05i,0.0002791+7.7062e-05i,0.00020207-0.00043763i,-0.00041766-0.00044584i,-0.00050756-0.00014751i,-0.0010032+0.00013957i,-0.0010541+0.00046359i,-0.00087578+0.00016006i,-0.000727-0.00093772i,0.00026155-0.0010902i
0.0014268+0.00024009i,0.002127-0.00041335i,0.002916-0.0010656i,0.0016724-0.0013512i,-0.00026667-0.0012431i,-0.000896-0.00093542i,-0.00061182-3.3531e-05i,-0.00042024+8.5594e-05i,-0.00032442-0.00048642i,-0.00035343-0.00047142i,-0.00023726-0.00022279i,-0.00066754-7.7813e-05i,-0.0011138-0.00048703i,-0.00068321-0.00043928i,-0.00047595-0.00012735i,-0.00097828-0.00057502i,-0.0011676-0.00015337i,-0.00033055+0.00026375i,-3.3903e-05-0.00043986i,0.00026341+0.00010488i,0.00012723+0.00075097i,-0.00027228+0.00017075i,-5.03e-05-3.8303e-05i
0.00073358+0.00060015i,-0.00097392+0.001198i,-0.0019379+0.00040973i,-0.0032664-1.602e-05i,-0.0037018-0.00039i,-0.0019726-0.00015644i,0.00035544+0.0003099i,0.00067748-0.00012422i,0.00025348-0.00069497i,-8.5838e-05-0.0006056i,-0.00082557+6.3122e-05i,-0.0014734+0.00018181i,-0.0010478+0.00016932i,-0.00013095+0.00078827i,0.00025249+0.00060972i,-0.00016527+0.00037453i,-0.00085258+0.00011245i,-0.00043814+8.1828e-05i,0.00094319+0.00016346i,0.0014204-0.00052271i,0.0011312-0.00050009i,0.00064125-0.00040405i,0.00027539-0.00063809i
0.001835-0.0005423i,0.0011347-0.0012411i,0.0014314-0.001655i,0.00087333-0.00154i,-0.00061011-0.00064474i,-0.0013446+0.00085318i,-0.00050832+0.0015376i,0.0004196+0.0012557i,4.5779e-05+0.00068881i,5.3316e-05-0.00019716i,0.00032727+5.0767e-05i,-0.00078112+0.00032309i,-0.0013173+0.00041091i,-0.0014278+0.00030692i,-0.0010384+9.7486e-05i,-0.0002098+0.0004991i,-0.00013849+0.00028964i,-0.00035542-0.00014305i,-0.0002416-9.65e-05i,-0.00015925-0.00035681i,1.8775e-06-0.00095023i,1.5698e-05-0.0010996i,-0.00045831-0.00022737i
0.00060284+0.0016481i,0.00071183+0.0016601i,0.0002094+0.0015217i,-0.00068268+0.00098007i,-0.0010141+0.00064938i,-0.00096736-2.7275e-05i,-0.00053356-0.0009635i,0.00017747-0.00056522i,0.0003174+0.00044771i,0.00010593+0.00034832i,0.00023841+8.9298e-05i,0.00017874+0.00023739i,-0.00065994+0.00018135i,-0.00017206-0.00012559i,0.0003497-0.0009994i,0.00059827-0.0012305i,0.0013825-0.00078959i,0.00085825+3.6922e-05i,-0.00022323+0.00085176i,-0.00077709+0.0011225i,-0.00062648+0.00075064i,-0.00031813+0.00043131i,-0.0004846+0.0003958i
-0.00092131-0.00083869i,-0.00069732-0.0016125i,-0.0015167-0.0014214i,-0.00087891-0.00039056i,2.5936e-05+0.00055215i,0.00017202+0.00047046i,0.00037043+0.00073258i,-0.00016571+0.0012513i,-0.0003137+0.00041946i,0.00035808-0.00069499i,0.00023467-0.00039175i,-0.00020111-6.3645e-05i,-0.00052499+0.00041871i,-0.00066334+0.0003875i,0.00031291+0.00031281i,0.00040739+0.00011212i,-0.00027135-0.00014189i,0.00014983+0.00023201i,0.00047394+3.3088e-05i,0.00068577-0.00044518i,0.00097014-0.00031679i,0.00049769+0.00058285i,-0.00061333+0.00061098i
0.00083726+0.0002821i,0.0012857+0.00050289i,0.0010774+0.00060053i,-0.00065617-0.0001293i,-0.0011954-0.00027971i,-0.00052891-0.000113i,-3.1617e-05+0.00012102i,5.917e-05-0.0003088i,6.3125e-05-0.00066234i,-0.00033834+1.4357e-05i,0.0001778+7.8693e-05i,0.00086171+0.00031381i,0.00059142+0.00072488i,0.00024833+0.00042854i,-0.00011665-2.9503e-05i,-0.00046716-0.00038969i,-0.00013802-0.00076902i,9.9213e-05-0.00043297i,9.0697e-07-0.00024233i,0.00024662+6.3992e-06i,-5.8306e-05+0.00056368i,-0.00033427-0.0001252i,-0.00062053-0.00081248i
0.00088502+0.0010644i,-0.00010769+0.0011554i,-0.00072379+0.00014929i,-0.00086115+0.00056249i,-0.0017358+0.00097744i,-0.0015883+0.00092771i,-0.00064279+0.0010163i,-8.779e-05+0.00067236i,8.2495e-05+2.9964e-05i,0.00019275-0.00052786i,-9.5014e-05-0.00037373i,-0.00063122+0.00030546i,-0.00080978+0.00031975i,-0.0010212+0.00028277i,-0.00040417+0.00025271i,0.0001384+0.00026859i,-0.00010928+0.00019138i,0.00015148-0.00047067i,0.00028978-0.0010044i,-5.9214e-05-0.00087475i,-0.00037919+0.00026565i,-0.00048865+0.00091897i,0.00012478+0.00064987i
0.00084606-0.0013132i,0.00079128-0.0018522i,0.00073124-0.0013286i,-0.0002178-0.00065822i,-0.0014376-0.00036544i,-0.0011898-0.00041683i,-0.00053317-0.00016498i,-0.00062268+0.0003013i,-0.00048334+0.00032068i,-0.00083236-0.00014418i,-0.00071731-0.00042794i,0.00010674+0.00013392i,0.00022133+0.00059134i,0.0003414+0.00040052i,0.00062242+0.000464i,0.00060332+0.0006851i,-1.7825e-05+0.00081367i,-0.00063958+0.00045945i,-0.00060589-0.00015444i,-9.8994e-05-0.0002914i,0.00011645-0.00018665i,-3.0319e-06+7.3318e-05i,-6.8213e-05-0.00016221i
0.0010182+0.00083539i,0.00074813+0.00014947i,0.00051007-0.00054154i,0.00055631-0.001122i,0.00018541-0.0009718i,-0.0001788+8.2878e-05i,-0.0001073-6.8e-05i,-0.0001496-0.0011477i,-4.747e-05-0.0012071i,-3.6148e-05+6.8271e-05i,-0.00021262+0.00023235i,-9.5106e-05-0.00045123i,-0.00058599-0.00072644i,-0.00033372-0.0001627i,-7.5029e-06+0.00040725i,0.00013933+0.00041316i,0.00022692+0.00025156i,-0.00011043-4.5984e-05i,-0.00043479+0.00020801i,-0.00018996-0.00023415i,0.00053595-0.00080282i,-5.7644e-05-0.00057918i,-0.0005837-0.0005846i
0.00061336+0.00083418i,0.0003184+0.00038177i,0.00012673-0.00020851i,-0.00094684-0.00044922i,-0.0014028-0.0010213i,-0.0013103-0.000461i,-0.0013998+7.0125e-05i,-0.00054607-0.00066236i,0.0005531-0.00065298i,0.00051643-7.5615e-05i,0.00034655+0.00023502i,0.00049832+0.00033143i,-7.6387e-05+0.00017318i,-0.00015148+0.00063817i,0.00017236+0.00046909i,0.0006138-0.00014316i,0.00097363-0.00034712i,0.000494-0.00054846i,-0.00060037+9.8949e-05i,-0.0011912+0.00042955i,-0.00022762+0.00017185i,0.00022752+4.5888e-06i,0.00043713+0.00025311i
4.403e-05+0.0010003i,-2.7641e-05+0.00087875i,-0.00049088+0.00066219i,-0.00028999+0.00033484i,4.5409e-05-0.00023127i,-0.00030766-0.00041268i,-0.00020298-0.00038337i,0.00024688-0.00011735i,6.995e-05+0.00045104i,-0.00040644+0.00064241i,-0.00010513-0.00017506i,0.00026765-0.00051378i,0.00038293+0.00011769i,0.00016294-0.00021329i,0.000229-0.00054913i,3.3045e-05+0.00010582i,-0.00037692+0.00022004i,0.00025166-0.0001613i,0.00047303-0.00043394i,0.00021881-0.00040012i,6.0638e-05-0.00015724i,0.00055398+0.00014817i,0.00056107+0.00021312i
0.00018526-0.0013188i,5.8595e-05-0.0016058i,-0.00089041-0.00097594i,-0.0011889+0.00013666i,-0.00092843+0.0010225i,-1.5995e-06+0.0012424i,0.00075404+0.00018616i,0.00051026-0.00035261i,0.00040436-0.00013229i,0.00018199-0.00066028i,1.1799e-05-0.0011035i,-0.00031796-0.00067906i,0.00011904-0.00040757i,0.00063947-0.00061454i,0.00059632-0.00056255i,0.00092914-0.00089596i,0.00074342-0.0007495i,0.00047997+0.00012327i,0.00039853+0.00047149i,0.00016968-0.00017713i,0.00032773-0.00061007i,-0.00026246-0.00020764i,-0.0007979-7.8777e-05i
0.001917+0.0014003i,0.0018649+0.00090165i,0.00088125-0.00094992i,0.0002134-0.0023757i,-0.00070534-0.0015414i,-0.0014403+0.00019413i,-0.00092637+0.00057676i,-0.00033147-0.00015151i,-0.00030793-0.00065594i,-0.0011992-0.0011412i,-0.0016831-0.0010791i,-0.00090852-0.00029185i,-0.000616+0.00027927i,-0.00088953-1.8956e-05i,-0.00081828-0.0005841i,-0.00027878-0.000925i,0.0002612-0.00060685i,0.00015899-0.00015768i,0.00036661+7.4476e-05i,0.0008997+0.00028609i,0.00077664+0.00031492i,3.5091e-05+0.0003333i,-0.00033212+0.00051435i
0.00090419-0.00095938i,-0.00048507-0.0017349i,-0.0025158-0.001927i,-0.0027431-0.0018673i,-0.0019485-0.0011246i,-0.0016558+0.00027318i,-0.00032474+0.00074888i,0.00059091+0.00063702i,0.00073284-0.00049306i,0.00011106-0.00054716i,-0.00096105+9.075e-05i,-0.0010746-5.7882e-06i,-0.00024884+0.00076733i,-0.00014609+0.00091539i,-0.00032079-9.8542e-05i,-0.00015983-0.0003556i,3.3743e-05-0.00053672i,0.0003169-0.0002174i,0.00023722+0.00084685i,-0.00011131+0.00099088i,0.00023536+0.00045985i,0.00049143-0.00021207i,7.5501e-05-0.00016619i
0.0029304+0.00019918i,0.0030687-7.2476e-06i,0.0018968-0.00043009i,0.00086575-0.0012922i,6.5597e-05-0.0009965i,-0.00082887+6.1533e-05i,-0.00050233+0.00034638i,0.00057369-5.6956e-05i,0.00091517-0.00066308i,0.00025555-0.00080899i,0.00017199-0.00038867i,-3.1578e-05-2.1756e-05i,-0.00045264+0.00038051i,-0.00058235+0.001038i,-0.00070452+0.0010646i,-6.0784e-05+0.00053377i,7.4593e-05-7.4576e-05i,-0.00055583-0.00036299i,1.7597e-05-0.00037671i,-2.1457e-05+0.00014709i,-0.00061616+9.9153e-05i,-0.00064184-6.0208e-05i,-0.00069447-0.00014723i
-0.00041131+0.00084528i,0.00046742+0.00077639i,0.00049231+0.0010487i,-0.00040228+0.00070888i,-0.0003299+0.00015524i,3.2337e-05+0.0004582i,-0.00067795+3.3985e-05i,-0.0010342-0.00033422i,-0.00061073+0.00048379i,-0.00018269+0.00077925i,0.00075875+0.00049776i,0.00092821+0.00013503i,0.00034277-0.00016281i,-0.00049352+4.4041e-05i,-0.00027242-9.749e-05i,0.00064445-0.0004898i,0.00083941-0.00055369i,0.00053037-0.00067278i,-0.00014518-0.00065803i,-0.00082174-0.00034087i,-0.00027351+0.00010821i,0.00093023+0.0008332i,0.00072052+0.0010684i
0.00060668-0.00048079i,-0.00043346-0.0015361i,-0.0009474-0.0013929i,-0.00058871-0.00070109i,-0.0010041-0.00044157i,-0.0015164-0.0003545i,-0.0011119-8.0334e-05i,-0.00010422+0.00038846i,0.0010596+0.00058847i,0.0007151+0.00011072i,1.9555e-05-0.00074913i,-0.00063386-0.00066721i,-0.00066808-2.9528e-05i,3.2135e-06+9.4676e-06i,0.00029208+0.0001183i,0.00017916+0.00029882i,-0.00032483-1.8898e-05i,-0.00012951-0.00019352i,0.00028654+0.00025111i,0.0002456+0.00049704i,0.00044023-2.8466e-06i,5.8628e-05-0.00034436i,-0.00022061-0.00029574i
0.0011605-0.00049337i,0.00045512-0.0015375i,0.0001148-0.001564i,-0.00089202-0.00064723i,-0.0015953+0.00039413i,-0.0015571+0.000532i,-0.00082362+0.00089291i,-0.00058461+0.00068635i,-0.00073852-0.00022062i,-0.0006953-0.00067364i,-0.00069987-0.0005615i,-0.00069163+0.00033746i,-0.00034789+0.00082683i,0.00010971+0.0001174i,0.00070707-0.0010357i,0.00076109-0.0012302i,0.00052569-0.00045768i,0.0007177+0.00039504i,0.00018186+0.00062443i,-0.00042145+8.8203e-05i,-1.9605e-05+0.0002102i,-0.00028443+0.00040488i,-0.00033728+0.00056389i
0.0004295-0.0011628i,-0.00016172-0.00061516i,-0.00058509+2.576e-05i,-0.0015167+0.00039259i,-0.0015646-6.2672e-06i,-0.00062934+0.00063678i,0.0006023+0.0010045i,0.00072368+0.00026556i,-0.00030858-0.00010814i,-0.00043361-0.00021146i,0.00040569+0.00010748i,0.00055001+0.00042788i,9.1942e-06+7.0609e-05i,0.00075498+0.00037627i,0.0015164+0.0011788i,0.001037+0.0013522i,0.00014351+0.00085588i,-0.00034991+0.00037293i,-0.00089729+0.00042599i,-0.00092321+0.00014774i,-0.0012559+5.3387e-05i,-0.00092461+0.00053162i,7.1789e-07+0.0002048i
8.7285e-05-0.0023943i,-0.00029346-0.0019604i,-0.00066413-0.0015022i,-0.0019186-0.0015644i,-0.002429-0.00049823i,-0.0011696+0.0005359i,0.00071662-0.0002066i,0.0014795-0.00059605i,0.00071912-0.00067825i,0.00016512-0.00083234i,0.00063556-0.00022883i,0.00049383+0.00054264i,5.512e-05+0.00065733i,8.3986e-05+0.0007061i,-8.6387e-05+0.00027102i,0.00023044-0.00023884i,0.00066625-0.0002083i,0.00047741-0.00024393i,0.00045463-0.00030991i,0.00024127-0.00030868i,-0.000136-0.00034597i,-0.00049859-0.00031179i,-0.00016168-0.00033718i
-0.00020861-0.0014931i,-0.00020634-0.0011111i,-0.00031081-0.0011473i,-0.00076573-0.0011211i,-0.00084636-0.00051256i,-0.00046347-0.00035108i,-0.00010977-0.00018674i,-0.00025738-0.00012224i,-0.00039309-0.00042099i,-0.00037866-0.00031526i,-3.6759e-05+0.00069254i,2.0748e-05+0.00075433i,5.5481e-05-0.00087754i,0.00064052-0.0012836i,0.00052122+0.00023852i,0.00060708+0.00081829i,0.00052889+0.00028419i,-0.0002524-0.00070974i,-0.0005361-0.00093024i,-0.00093043+0.00015683i,-0.0010106+0.00045947i,0.00018875+0.00026292i,0.00084319-0.00015427i
-0.00092008-0.0012286i,-0.0014165-0.00035533i,-0.0021286-0.00064182i,-0.0022153-0.00023567i,-0.0026084+0.00093315i,-0.0017321+0.0014642i,4.911e-05+0.0012141i,0.00057317+0.00088802i,-0.00021384+0.00073592i,-0.00069691+0.0002576i,0.00040681-3.9606e-05i,0.00069249+9.3687e-05i,0.00035285+0.00075634i,0.00057812+0.00056322i,0.00015691+0.00059276i,-0.00076242+0.00089648i,-0.00089779+0.00025565i,-0.00075303-0.00056221i,-0.00029194-0.00071522i,0.00058036-0.0012203i,0.00081531-0.0010383i,0.00074641-0.00023583i,0.00071537-0.00018164i
-8.934e-06+0.00011618i,5.587e-05-0.00088146i,0.00047149-0.00029172i,0.00038696-0.0003989i,0.00022557-0.0006959i,0.00011383+0.0005861i,-0.00070501+0.00092802i,-0.00063922+0.00026016i,0.0005816+0.00036736i,0.00071549+0.00064831i,0.00036322+0.00028314i,0.0002342-9.6571e-05i,0.00018383+0.0002026i,0.00027543+0.00018382i,0.00022223-0.00029087i,-0.00017149-0.00014521i,-0.00070723-0.0003044i,-0.00054661-0.0004829i,-0.0004521+0.00085722i,-0.001065+0.00092691i,-0.00077624-0.00030527i,0.00080897-0.00024001i,0.0010459+7.2518e-05i
-7.9156e-05+0.0011067i,0.00046052+0.00095096i,0.0011859+0.00062968i,0.0010048+0.00019947i,0.00042988-0.00048882i,-0.0002009-0.00075653i,-0.0005459-0.0011479i,0.00070105-0.00090148i,0.0010505+6.5563e-05i,0.00012581+0.00065675i,4.1012e-05+0.00081944i,7.8496e-05+0.00065454i,1.172e-05+0.00032113i,-6.6136e-05+0.00027905i,-0.00068202+0.00039899i,-0.0010066+0.00074452i,-0.00072548+0.00091048i,-0.00047595+0.00042344i,0.00025144-0.00031583i,0.00076692-0.00075835i,0.00051542-0.0007876i,0.00023387-0.00037494i,-0.00035473-0.00013892i
0.0002396+0.0005837i,0.00036269+0.00030058i,0.0011458-0.00065747i,0.00049786-0.001648i,-0.00022954-0.0013599i,0.00011332-0.00045707i,0.0011817-0.00021069i,0.0012117-0.0005385i,0.00032979-0.00048823i,-0.00044725-0.00015968i,-0.0004501+0.00045505i,-0.00024705+0.00082798i,-0.00019315+6.9596e-05i,-0.00056536-0.00038934i,-0.0010936-0.00022542i,-0.00052174-0.00047605i,0.00023377-0.00075593i,0.00057218-0.0012401i,-0.00027437-0.0011058i,-0.00066124-0.00063281i,5.1898e-05+0.00016118i,0.00014938+0.00059333i,0.0003432-0.0002895i
-0.0012896+0.00029773i,-0.00080522+0.00038741i,-0.00087069+0.00059254i,-0.0015361+0.00035911i,-0.0019241-0.00033643i,-0.0013101-0.00032075i,-5.763e-05-0.00020983i,0.00045919-0.00014053i,0.00077536+9.2399e-05i,0.00062638+0.00016104i,4.6822e-05-0.00025096i,9.8964e-05+0.00056274i,0.00063945+0.00085272i,0.00042666-0.00033423i,6.511e-05-0.0002906i,0.00028328-0.00031958i,3.6036e-05-0.00015579i,-0.00049633+7.5581e-05i,-0.00052067+0.00056937i,-0.00050789+0.0008225i,-0.00038857+0.00034662i,-0.00091658+0.00033903i,-0.0013582+9.4766e-05i
-0.00018907+0.0014914i,6.5417e-05+0.00097914i,0.0012429+0.000244i,0.0011874-0.00043308i,0.00017897-0.00040188i,-0.00044084-0.00030199i,-0.00050828-0.00036075i,-0.0003449+2.1809e-05i,-0.00021536+0.00042951i,-0.00027582+0.00036174i,-0.00068516-0.00077238i,-0.00082446-0.00079929i,-0.00044337-0.00022504i,0.00015537-0.00059844i,-0.00036423-0.00051157i,-0.0013142-0.0004386i,-0.00067715-0.00023157i,0.00021085+0.0004628i,0.0011906+0.00088775i,0.0011727+0.00061587i,-0.00041969+0.00048344i,-0.00070025+0.00056573i,-0.0003565+0.00055306i
0.00042894+0.00081675i,-0.00056202+0.00028977i,-0.0011409-0.00059227i,-5.6859e-05-0.0010117i,0.00038017-0.0011776i,-6.5882e-05-0.0010294i,-0.00029391-0.00047732i,-0.00014702-0.00042334i,0.00073808-0.00063453i,0.00076283-0.0001796i,0.00019353+0.00029986i,-1.1915e-05-0.00022829i,-9.2424e-05-0.00022871i,0.00029138+0.00012807i,0.00058788+0.00027968i,0.00022199+0.00037469i,-0.00029876+0.00049441i,-0.00030694+0.00043167i,0.00031543+0.00049092i,0.00078913+0.00091347i,0.0011566+0.0010582i,0.00074848+0.0011831i,-0.00020658+0.00063079i
0.00093737+0.00015799i,0.00058743-0.00027723i,-0.001111-0.0013772i,-0.0017834-0.0014915i,-0.00090111-0.00080818i,-0.00030633-0.00076685i,-0.00044161-0.00036777i,-0.0010694-0.00076073i,-0.00066156-0.00083907i,-8.2434e-05-1.2667e-05i,2.5397e-05+0.00032884i,-4.7944e-05+0.00021016i,-0.00020718-0.00037274i,-0.00053853-0.00031597i,-9.1234e-05-0.00023914i,0.00056013-0.00093386i,0.00018601-0.00094258i,-0.00050982-0.00024573i,-0.00054701+0.00013793i,-0.00049593-0.0002058i,-0.00031405-0.00013084i,-0.00011009+0.0002178i,-0.00039501+0.00035513i
-0.0013752+0.0011335i,-0.00084173+0.00039249i,-0.00083934+0.0010737i,-0.0012218+0.00084739i,-0.0011961-0.00012021i,-0.00037186-0.00031623i,0.00045716-0.00032871i,7.2473e-05+0.00033191i,-0.00059914+0.0012833i,-0.00076316+0.0013786i,-0.00089095+0.00043387i,-0.00073237-0.00093459i,-0.00013316-0.0017021i,0.00042545-0.0014851i,0.0010888-0.00042791i,0.0012322-0.00024433i,0.00056359-0.00033458i,5.2046e-05+0.00026889i,7.4022e-05+0.00055348i,0.00061714-6.9394e-05i,0.00074302-1.9431e-05i,0.00010951-0.00022412i,-0.00016718-0.00011645i
-0.0011574+0.00072411i,-0.0015874+0.00065392i,-0.0017944+0.0023133i,-0.00045642+0.0029785i,0.00036216+0.0016893i,-0.00071628+0.00050798i,-0.00064033+5.8031e-06i,1.7123e-05-0.00015589i,0.00026735+0.00022168i,0.00020518+0.0006443i,7.9059e-05+0.00019172i,0.00019244-0.00016646i,-1.372e-05+0.00012487i,-8.9817e-05+0.00032209i,0.00056706-6.7981e-05i,0.00078288-0.00088508i,0.00031039-0.0007752i,-0.00029801+0.00029326i,-0.0008793+0.00038379i,-0.00095883-0.0004154i,-0.00090881-0.00011564i,-0.00097509+0.00048765i,-0.00050182+0.0005226i
0.0020534-0.00079561i,0.0020754-0.00020805i,0.0021076-0.00074584i,0.0014754-0.0011298i,-0.00018343-0.00072899i,-0.0009213+3.3202e-05i,-0.00026306-7.8682e-05i,0.00046188-0.00094777i,0.00033508-0.0005673i,-0.00024677+0.00011323i,-0.00019692-0.00033818i,-0.00027039-0.00067534i,-0.00051419-0.00051523i,-0.00060632+1.3572e-05i,-0.00032317+0.00019176i,0.00048331-6.0516e-05i,0.0008226+0.00047594i,0.00040172+0.00072582i,0.00015309+0.00032249i,-8.7358e-05-0.00063113i,5.9649e-06-0.0011025i,0.00020365-0.00049354i,0.00036585+0.00014966i
0.00051923+0.0015403i,0.00097978+0.0016357i,0.0001058+0.00091178i,-0.0012443-0.00087018i,-0.0017548-0.0020305i,-0.001723-0.0017034i,-0.00092696-0.00069362i,-0.00044005+0.00021596i,-0.00059224+0.00066004i,4.6626e-05+0.00036768i,0.00021263+0.00010561i,-0.00015437+9.3954e-05i,-8.7507e-06+9.2325e-05i,-8.1051e-05-0.00017864i,-0.0003615+8.5773e-05i,-0.0002311-0.0004517i,9.4876e-06-0.00078477i,-0.00014979+9.5231e-05i,-0.00063508+9.9149e-05i,-0.00014193+0.00027403i,0.00070977+0.00032645i,0.00080978-0.00068636i,0.00092283-0.00061774i
0.00099431+0.00054678i,0.00044787-0.00057004i,-9.8126e-05-0.00049493i,-0.00038277+0.00050982i,-0.00062097+0.001033i,-0.00054365+0.00051905i,0.00042129+0.00020424i,0.00012583-2.3421e-05i,-0.00085896-0.0003691i,-0.00042707+3.2236e-05i,1.9673e-05+0.00018665i,-6.0434e-05+0.0001195i,3.4733e-05-0.00033665i,0.00031545-7.9984e-05i,0.00082456+5.8459e-05i,0.00092733-0.00070035i,0.00017371-0.0011237i,-0.00022136-0.00071969i,-0.00031801-0.00098537i,-8.6453e-05-0.0012233i,0.00056361-0.00043481i,0.00053062+0.00045757i,0.00017019+7.6735e-05i
