0.0010862+8.3481e-05i,0.00057134-0.00015285i,0.0011018-0.00093791i,6.3121e-05-0.001738i,-0.0022616-0.00071773i,-0.0025946+0.0011997i,-0.0010157+0.0027006i,0.00066354+0.0016533i,0.0010844-0.00030003i,0.00081897-0.0013719i,0.00025822-0.0016896i,-0.00029253-0.0013049i,-0.00091738-0.0010316i,-0.00098937-0.00028621i,-0.00085416+0.00038168i,-0.0011616+1.6356e-05i,-0.0012847-0.00048796i,-0.00099961-0.00031i,-0.00038492+0.00032375i,0.00026828+0.00087016i,0.00019118+0.00036593i,-0.00044037-0.00020143i,-0.00045592-0.00012648i
-0.00079997-0.00012489i,-0.00074348+0.00062199i,-0.0020944+0.0013109i,-0.0025273+0.00057825i,-0.0024912-0.00045643i,-0.0023061-0.0015096i,-0.00042603-0.0023828i,0.001751-0.0031169i,0.0020902-0.0042753i,0.00084495-0.0032719i,-0.00063673-0.0011525i,0.00021783+0.00036185i,0.0018433+0.0022661i,0.0018415+0.0025857i,0.0013864+0.0017149i,0.00057922+0.0014235i,9.2094e-05+0.0017502i,0.00011528+0.0016218i,-0.00061359+0.00027504i,-0.00049995-0.0005885i,-0.00011278-0.00037775i,0.0010723+0.00038366i,0.0014217+0.00061394i
-0.00042715-0.0024645i,-5.673e-05-0.0011352i,-0.00033687-0.0023326i,0.00044879-0.0033418i,0.00027773-0.0025003i,-0.00054725-0.0014699i,-0.0010648-0.0022722i,-0.001152-0.0040438i,-0.0011407-0.0049323i,-0.00018856-0.0041339i,0.00060118-0.0024455i,-1.3675e-05-9.1923e-05i,-0.0011651+0.0018092i,-0.0021303+0.0021249i,-0.0015752+0.0016623i,-9.1215e-05+0.0013582i,0.00043529+0.0019672i,0.0003015+0.0010403i,0.0010554-0.00011629i,0.0012973-0.00019536i,0.00075114-0.00069491i,-9.2404e-06-0.00086099i,-0.00094902-0.00077545i
0.00057667+0.00064621i,-0.00067198+0.00019708i,-0.00073652-0.00077564i,-0.0016412-0.002855i,-0.0024534-0.0046861i,-0.0018678-0.0042803i,-0.00044704-0.0017238i,0.00063503+0.00014578i,0.0012979+0.0003667i,0.0016201-0.00018176i,0.0012158-0.00031164i,2.1797e-05-0.0012053i,8.4922e-05-0.0026498i,0.0001466-0.0029777i,-0.00034023-0.002302i,0.00088815-0.0017398i,0.002289-0.0019901i,0.0018699-0.001224i,0.00069191-0.00080215i,2.9577e-05-0.00052442i,-0.00060867+0.00029981i,-0.00063501+0.00013934i,-0.00040839-0.00055545i
-0.0010375-0.00067481i,-0.00070975-0.00092884i,-0.00075913-0.00082538i,-0.00073231-0.001598i,-0.0010038-0.0024578i,-0.0023422-0.0026532i,-0.0022798+0.00014549i,0.00065544+0.003982i,0.0033272+0.0039148i,0.0021864+0.00088242i,-0.00064866-0.0011934i,-0.0011362-0.0019298i,0.0010952-0.0023908i,0.0023962-0.0017129i,0.0016881-0.00015036i,0.0012201-0.00015993i,0.0010679-0.0008582i,0.00054128-0.00054416i,-0.00018387-0.00013284i,-0.00064377-0.00036912i,-0.00046327-0.00066654i,-0.00017693-0.00042314i,-3.5111e-05-0.00063345i
0.00093443+0.0019459i,0.00045238+0.0024372i,0.00013551+0.0026837i,-0.00030277-0.00068141i,-0.0019495-0.0046424i,-0.0031077-0.0046276i,-0.0017769-0.0014489i,0.0018911-0.00037732i,0.0040683-0.0024167i,0.0023278-0.0035751i,-0.00024802-0.002302i,-0.0014716+1.7444e-06i,-0.0013219+0.00058431i,-0.0019347+0.00048389i,-0.0023914+0.00029965i,-0.0021226+0.00025578i,-0.002542+0.00062744i,-0.0018648+0.00072688i,-0.00051321+0.00027365i,4.1911e-05-0.00021655i,-0.00029782+9.5698e-05i,-0.00024899+0.00051256i,-0.00034225+0.0009121i
-0.0018953-0.00062272i,-0.002642+0.00022342i,-0.003418+0.00059664i,-0.0028334+0.00087159i,-0.0011087+0.0019669i,0.00061914+0.001675i,0.001863-0.00016252i,0.0036419-0.0024361i,0.0038688-0.0043499i,0.0015311-0.0029679i,-0.00040206+0.00018603i,-0.001838+0.0021983i,-0.0038928+0.002647i,-0.0032865+0.0012012i,-0.0012947-0.00018451i,-0.0011449+3.1471e-05i,-0.00067806+1.9241e-05i,0.00037931+0.00026202i,8.3157e-05+0.00026561i,-0.0009339-0.00046391i,-0.001125-5.8599e-05i,-0.00028421+0.00037731i,0.00030153-0.00050079i
-0.0023081-0.00025487i,-0.0024378+0.00020132i,-0.0017224-0.001054i,-0.00021119-0.0016899i,-0.00010802-0.00087544i,-0.00028758+0.0001999i,-6.5361e-05-8.2531e-05i,0.00079358-0.0014407i,0.0011821-0.0016412i,0.00045299-0.0002683i,0.00039549+0.0010972i,0.00055683+0.00052738i,0.00093474-0.0014072i,0.0012864-0.0014161i,0.00091189-1.7403e-05i,0.00081405+0.00016928i,0.001546+0.00023005i,0.0029474+0.00029482i,0.0033304-0.00059665i,0.0025037-0.00092723i,0.0014557+0.00021298i,-1.636e-05+0.00068708i,-0.00057581+2.3463e-05i
0.00084988+0.00033569i,0.0027608-0.00066379i,0.0021458-0.0019122i,-0.00061411-0.0044214i,-0.0019972-0.0065565i,-0.0017247-0.0050325i,-0.0013318-0.00041314i,-0.0014047+0.0013844i,-0.00041206+0.00024763i,0.0013604-0.0011692i,0.002782-0.0022174i,0.0041321-0.0023926i,0.0050003-0.0011621i,0.0044007-0.00016561i,0.0030214+4.0963e-05i,0.001874+0.0010866i,0.001285+0.0019721i,0.0012925+0.00089661i,0.0020281-0.00027978i,0.0025272-0.00021958i,0.0023222-0.00027474i,0.001957-0.00024147i,0.0013579+0.00050582i
-0.002513-0.00093351i,-0.0027871-0.00031976i,-0.0035199+0.00035649i,-0.0029532+0.00066766i,-0.0023149-0.0012637i,-0.001463-0.0027876i,-0.00038869-0.0010616i,0.0020085+0.0006368i,0.0032703-5.0755e-05i,0.0026018-0.0013218i,0.0019208-0.0016481i,0.0010302-0.0003037i,-0.00050193+0.0014263i,-0.0009304+0.0020746i,-0.00095391+0.0015038i,-0.0011726+0.00069386i,-0.0010947+0.00012885i,-0.0011167-1.3157e-05i,-0.0012815+0.0006306i,-0.0012805+0.0010728i,-0.0011214+0.00013723i,-0.00070619-0.00074561i,0.00038314+0.00047847i
-0.0028669+0.0017913i,-0.0031256+0.0002849i,-0.0023981-0.0016112i,-0.001383-0.0036607i,-0.0011224-0.0051745i,-0.00081429-0.0028446i,0.0011007+0.00068563i,0.0043885+0.0013379i,0.0055657-0.00056514i,0.002914-0.0032678i,-0.00068727-0.0035496i,-0.0032024-0.0023874i,-0.0047584-0.002954i,-0.0042065-0.0039543i,-0.0015799-0.0038455i,-0.00011144-0.0035602i,-0.00035315-0.0038449i,-0.00053926-0.0035271i,-0.00099831-0.0027713i,-0.0021244-0.0017489i,-0.0017111-0.0012822i,-0.00017849-0.0011556i,-3.7492e-05-0.0006444i
-0.0039013+4.8776e-05i,-0.0044233+0.0018794i,-0.0056962+0.0023456i,-0.0050957+0.0029685i,-0.0043533+0.0031012i,-0.0032442+0.0010862i,-0.0012945-0.00035756i,0.001799-0.00074127i,0.0028438-0.002309i,0.0016345-0.0031003i,0.0015871-0.0018298i,0.0024072-0.00067554i,0.0024496-0.0013112i,0.0022137-0.0016718i,0.0018747-0.0005865i,0.0014721+0.00033335i,0.0015241+0.00069894i,0.0014928+0.0011908i,0.0020793+0.00053326i,0.0019001-0.00042926i,0.0011281+0.00013954i,0.0012306+1.3645e-05i,0.0015598-0.00099202i
-0.0003572+0.0018802i,0.00039411+0.0017662i,0.0016912+0.0015892i,0.0044035-0.00073603i,0.0049903-0.0037968i,0.0031086-0.0039901i,0.0017652-0.0023634i,0.0012746-0.0017715i,0.00010488-0.0022258i,-0.00066437-0.0012129i,1.7654e-05+0.00061274i,0.0015362+0.0019241i,0.0032114+0.0034787i,0.003159+0.0042982i,0.0018206+0.0033245i,0.00073105+0.0028482i,0.00063918+0.0032975i,0.0013332+0.0033102i,0.0024567+0.0029299i,0.0022361+0.0028528i,0.00085661+0.0034202i,0.0004942+0.0034029i,0.00035094+0.0023879i
-0.00090018-0.0034878i,9.7805e-05-0.0049718i,-0.0015427-0.0062451i,-0.0016718-0.0070164i,0.00053025-0.0066743i,0.0026251-0.0034608i,0.0023696-0.0014884i,0.001138-0.0020557i,0.00037749-0.0019763i,0.00036408-0.0014211i,-0.00016818-0.0017469i,-0.0019678-0.0011953i,-0.0035337+0.00082744i,-0.0044133+0.0024175i,-0.0038609+0.0023291i,-0.0023563+0.0018589i,-0.0023516+0.0010836i,-0.002376+0.00045884i,-0.0015293+0.0011605i,-0.0012507+0.0015997i,-0.00068158+0.0014596i,-0.000617+0.0011571i,-0.00049929+0.0014316i
-0.0018549-0.0014132i,-0.0032542-0.00090143i,-0.0054216+0.00036747i,-0.0061341+0.00059052i,-0.0063717-0.00051062i,-0.0061313-0.0007703i,-0.0053804+0.0001445i,-0.0025699+0.0008801i,0.001438+0.00051895i,0.0020673-0.00028656i,0.0001701-0.0012929i,-0.0016695-0.0023931i,-0.0026791-0.0035484i,-0.0017582-0.0052195i,0.00033612-0.0047491i,0.0016712-0.0033961i,0.0012893-0.0034153i,0.00034037-0.0037205i,-0.00029761-0.0042031i,-0.0011053-0.0037791i,-0.0012988-0.002303i,-0.00095429-0.0013551i,-0.0010301-0.0015216i
-0.0030572+0.00035345i,-0.0019236-0.0014231i,-0.0020472-0.0019101i,-0.0012058-0.0028484i,-0.0016223-0.0052943i,-0.002858-0.0062275i,-0.0012607-0.0047086i,0.0033273-0.0031949i,0.0058534-0.0034846i,0.0041239-0.0032601i,0.0023406-0.00094172i,0.0032119+0.00070058i,0.005549+0.00030197i,0.0061956-0.00012065i,0.0045451-0.00060695i,0.0035356-0.00088393i,0.0033931-6.9851e-05i,0.0032592-0.00071435i,0.0018918-0.0020031i,0.00061223-0.0019095i,0.00030477-0.001165i,0.00066339-0.00064839i,0.0013288+0.00027605i
-0.0020952-0.0012135i,-0.0020024-0.0019777i,-0.0036452-0.0016449i,-0.0050108-0.00076706i,-0.0050516+0.0014867i,-0.0016631+0.0035908i,0.0021978+0.0041504i,0.0033929+0.0019877i,0.0021008-0.0032389i,0.00045444-0.0046401i,0.00042871-0.0011752i,0.0010735+0.0027663i,0.00038254+0.0052244i,-0.00027778+0.0051257i,-0.0010808+0.0031509i,-0.0024436+0.0027045i,-0.0027614+0.0035063i,-0.0019454+0.0035402i,-0.00092736+0.0033282i,-0.00048933+0.0027197i,-0.00017225+0.0020604i,0.0002784+0.0017713i,0.00067156+0.0015637i
-0.0066707-0.0014671i,-0.0076376-0.0019084i,-0.0094487-0.00032738i,-0.0053639+0.001882i,-0.0017245+0.0046139i,-0.00047171+0.0063583i,0.00034291+0.0062633i,0.0010642+0.004743i,0.00027457+0.0014399i,-0.00096857-0.00025706i,-0.0013125-0.00093715i,-0.0023868-0.0025187i,-0.0047387-0.0027832i,-0.0058641-0.0018066i,-0.0052507-0.00083915i,-0.0043425-0.00044032i,-0.0035185-0.0010334i,-0.0036202-0.00031845i,-0.0040329+0.0008124i,-0.0037427+0.0011772i,-0.0029957+0.0012539i,-0.0024687+0.0006903i,-0.002043+0.00021971i
0.018178+0.0067077i,0.019954+0.011278i,0.02732+0.0052769i,0.017961-0.0061213i,0.0050743-0.016239i,-0.0036337-0.018566i,-0.0038165-0.011156i,0.0031525-0.0063784i,0.0071383-0.005686i,0.0058382-0.0063378i,0.0038729-0.007927i,0.0038956-0.0089784i,0.0039401-0.010335i,0.0029312-0.010775i,0.0014109-0.0081447i,0.00048326-0.0040696i,0.0012096-0.0016894i,0.0024963-0.0010402i,0.0014432-0.0016867i,0.0007079-0.0018901i,0.0017808-0.0015192i,0.0016978-0.0016312i,0.00036565-0.00083532i
0.0050693+0.0017192i,0.0047446+0.0013225i,0.005551-0.0012529i,0.0023048-0.0062485i,-0.00055534-0.011354i,-0.00061246-0.012245i,0.0025516-0.0079503i,0.007153-0.0045379i,0.0088508-0.0035994i,0.0062265-0.003488i,0.0019197-0.0026393i,0.0004858+0.00089746i,0.0021155+0.0029787i,0.0041388+0.0020644i,0.0050849+0.0010655i,0.0045915+0.0011382i,0.0038492+0.0013148i,0.0038032+0.00026849i,0.0037583-0.0016434i,0.0030747-0.0021914i,0.0016984-0.0017534i,0.00078489-0.001262i,0.0008478-0.00074744i
0.0034463+0.0026572i,0.0033258+0.0034951i,0.0019874+0.0045073i,0.00014253+0.0028i,-0.0024542+0.00035971i,-0.0044582+0.00051659i,-0.0035877+0.0030876i,-0.00065535+0.0034759i,0.0028335-0.00037449i,0.0016869-0.0026167i,-0.002571-0.00054594i,-0.0055481+0.0028896i,-0.0058066+0.0054877i,-0.0037347+0.0057103i,-0.0010118+0.0038675i,0.00086031+0.0019159i,0.00025422+0.0014434i,-0.00088433+0.0019179i,-0.000475+0.0011978i,0.00039591-0.00019803i,0.00030538-0.00034648i,-0.00079743+0.00068913i,-0.0019439+0.001779i
-0.0012955-0.00087915i,-0.0002658-0.0012569i,0.0016416-0.0018889i,0.00095467-0.0027049i,-0.0033515-0.003367i,-0.011352-0.0016745i,-0.015835+0.0012016i,-0.012631+0.00070575i,-0.0080319-0.002159i,-0.004841-0.0030261i,-0.002362-0.00078327i,-0.00024088-0.0016129i,-0.00027862-0.0042349i,-0.0021832-0.0048717i,-0.0033217-0.0035518i,-0.003642-0.002456i,-0.0038479-0.0022469i,-0.0038297-0.0013419i,-0.0041963-2.6395e-05i,-0.003782+0.00074916i,-0.002041+0.00040432i,0.00024834-0.00019993i,0.0014836-1.6419e-05i
0.00087036+0.0022797i,0.0015203+0.0018061i,0.0009873+0.00019986i,0.00038305-0.0014192i,-8.8823e-05-0.0010758i,0.00057692+4.1747e-05i,0.0025306+0.00046407i,0.0020776+0.0015301i,5.3554e-05+0.0021653i,9.5571e-05+0.0019564i,0.003619+0.0011879i,0.008079-0.00066848i,0.0098686-0.0035089i,0.0075623-0.0055338i,0.0033545-0.0052413i,0.00051077-0.0028456i,0.00034092-0.0012166i,0.00040723-0.0013667i,-0.00020769-0.00044759i,-0.001263+0.00090306i,-0.0011855+0.00072042i,-0.00055624-0.00028268i,-0.00040894-0.0013451i
-0.0030122-0.00078793i,-0.0033612-0.0003913i,-0.0024551+0.00075576i,0.00020372+0.00068975i,0.0062755-0.00040149i,0.012084+0.00039276i,0.014881+0.0054964i,0.015924+0.010208i,0.013736+0.010053i,0.0095786+0.0062006i,0.0052594+0.0022031i,0.0024084+0.0012168i,0.0014135+0.0028613i,0.0018632+0.0036757i,0.0030417+0.0020911i,0.003229+0.0010376i,0.0024078+0.0016759i,0.0023696+0.0013239i,0.0029333+0.00020251i,0.0025693+0.00035866i,0.0019564+0.00038074i,0.0014836+0.00088849i,0.00066344+0.0012721i
0.00035768+0.0014988i,0.0019151+0.0012626i,0.00079122-0.00080056i,-0.00043869-0.0035661i,-0.00078759-0.0042909i,-0.0019741-0.0028525i,-0.00045994-0.00032132i,0.0050096+0.00041425i,0.0094654-0.0012586i,0.0080317-0.0029506i,0.001231-0.0045855i,-0.00592-0.0048561i,-0.0096329-0.0022569i,-0.0082559+0.00083117i,-0.0037754+0.0027562i,-0.00058348+0.0032107i,0.00076666+0.0030224i,0.00097293+0.0026476i,0.0013476+0.0015163i,0.0012658-0.00019709i,3.4793e-05-0.0015933i,-0.00022929-0.0019665i,0.00023133-0.0015025i
0.0015071-0.0014028i,0.0019541-0.0008396i,0.0012182-0.0032536i,-0.001728-0.0064304i,-0.0073944-0.0088951i,-0.011846-0.011699i,-0.010302-0.015855i,-0.0048188-0.019158i,-0.00083473-0.018797i,-0.0011412-0.014732i,-0.0027472-0.010173i,-0.0027197-0.0066006i,-0.0026418-0.0048374i,-0.0034529-0.0039781i,-0.0038944-0.0012432i,-0.0033284+0.0001286i,-0.0017522-0.0010177i,-0.0011065-0.0013729i,-0.0016565-0.0011482i,-0.0017614-0.00080337i,-0.00081771-0.00013666i,-0.0010368+0.00070989i,-0.0017908+0.0014705i
-0.00022238+0.00035074i,-0.00022968-0.00012467i,-0.0018618+0.00032812i,-0.0031367-3.7083e-05i,-0.0021644-0.002925i,0.00035393-0.0062007i,0.0018843-0.0082466i,0.00075509-0.009344i,-0.0031578-0.0095464i,-0.0059133-0.0070133i,-0.0037349-0.0011958i,0.0016744+0.0036474i,0.0065383+0.0039335i,0.00642+0.00047738i,0.0033647-0.0035805i,0.00022548-0.0044603i,-0.0012115-0.0032142i,-0.00099284-0.0023599i,-0.0018308-0.0012264i,-0.0021774+4.7073e-05i,-0.0005395+0.00075675i,0.0013596+0.0011936i,0.0014467+0.0014032i
-8.5573e-05-0.00061899i,0.00056171-0.0009047i,0.00072057-0.0011074i,0.0015132+0.00032017i,0.0029768+0.0049883i,0.0018737+0.011219i,-0.0016082+0.016226i,-0.004939+0.017624i,-0.0063842+0.01561i,-0.0053116+0.011877i,-0.0039305+0.0085112i,-0.0024535+0.0065844i,0.00026374+0.005612i,0.0027229+0.0045102i,0.003877+0.0019279i,0.0026103-0.00086114i,0.00055327-0.0012789i,0.00014377-7.0626e-05i,0.00051288+8.6883e-06i,-0.00026543-0.00016831i,-0.0010126-0.00022206i,-0.00091005-0.0009914i,-0.0013004-0.0014744i
0.00020913+9.8973e-05i,-0.00097797+0.00032598i,-0.00024128-9.9615e-05i,6.423e-05-0.0030742i,-0.0017764-0.0041761i,-0.0062719+0.00049279i,-0.0095175+0.0080321i,-0.0061774+0.013503i,0.00060037+0.014902i,0.0045648+0.010674i,0.0043621+0.0025515i,0.0015845-0.0042407i,-0.0016459-0.0065865i,-0.0033111-0.0029283i,-0.0014531+0.0024808i,0.0016764+0.004349i,0.0020492+0.0034905i,0.0012103+0.0025616i,0.00092316+0.0020929i,0.0011221+0.0013658i,0.0012296+0.0011346i,7.3547e-05+0.0024468i,-0.0012806+0.0033835i
0.00017889-0.0024337i,-0.00059437-0.0020336i,-0.0015917-0.0032951i,-0.0025777-0.0064613i,-0.0024851-0.012634i,-3.5489e-05-0.016828i,0.0054728-0.013749i,0.014335-0.0095572i,0.019672-0.0078064i,0.016049-0.0074346i,0.0098988-0.0064943i,0.0067885-0.0060548i,0.0034147-0.0075944i,-0.0015602-0.0074307i,-0.0043434-0.0039537i,-0.0040742+0.0010167i,-0.0018372+0.0030946i,0.00028266+0.0020874i,0.00079096+0.00076355i,0.0014072-0.00045635i,0.0012981-0.0015444i,0.00094451-0.0014061i,0.0013881+0.00021492i
0.0015184+0.00040583i,0.0013542+0.00035364i,0.00078085-0.00056031i,-0.0004617-0.00278i,0.0003923-0.0046712i,0.0050984-0.0039721i,0.012554-0.0032046i,0.017982-0.0069599i,0.01673-0.013989i,0.0098192-0.01533i,0.0023367-0.0092347i,-0.0014998-0.0013617i,-0.00046366+0.0021659i,0.0021726-0.00030357i,0.0014766-0.0045033i,-0.0012898-0.0058558i,-0.0021089-0.0042537i,-0.0014633-0.0024148i,-0.00066321-0.0014675i,-0.00028061-0.0010431i,-0.000831-0.00063867i,-0.0021744-0.00098145i,-0.0025781-0.0020701i
0.00059289+0.00029225i,0.0009139+0.001446i,-8.7859e-05+0.0023008i,-0.0027119+0.0033911i,-0.0071559+0.0057535i,-0.0093597+0.007996i,-0.0078923+0.0083245i,-0.0075545+0.001564i,-0.010521-0.0070043i,-0.011637-0.008249i,-0.0097024-0.004595i,-0.0077781-0.00097246i,-0.004815+0.004073i,-0.00023312+0.0067764i,0.0050813+0.0037006i,0.0074213-0.00077409i,0.0050132-0.0021972i,0.0013351-0.0018376i,-0.0011101-0.0015215i,-0.0018609-0.00040308i,-0.0011468+0.00034068i,2.2319e-05+0.00085657i,0.00067006+0.0018722i
0.0021248+0.00012967i,0.0010655-0.00068512i,-0.00020659-0.0010044i,-0.0018716-0.0012832i,-0.0040358-0.0035604i,-0.0080269-0.0053771i,-0.013454-0.0065816i,-0.017172-0.004564i,-0.017291+0.0011883i,-0.012799+0.0049633i,-0.0057021+0.0035453i,0.00036877-0.00082735i,0.0016432-0.0027792i,-0.00080473+1.2215e-05i,-0.001438+0.0048235i,0.00028073+0.006603i,0.0015295+0.0039292i,0.0007779+0.00048214i,0.00033965-0.0012695i,0.00026555-0.002541i,-0.00076365-0.002864i,-0.001136-0.0021172i,0.00010222-0.0014624i
-0.00020057+0.00069995i,5.7486e-05+0.00082729i,0.00065813+0.00011588i,0.0031574-0.0029664i,0.0086086-0.0065224i,0.011517-0.0096252i,0.0091599-0.0086356i,0.0070088-0.00040631i,0.0080419+0.0090593i,0.0087154+0.011141i,0.0072897+0.0070696i,0.0072451+0.0024946i,0.0068458-0.0031392i,0.0029412-0.0073676i,-0.002136-0.0057439i,-0.0051191-0.0010476i,-0.0044638+0.0015756i,-0.0017003+0.0022471i,0.00056592+0.0021542i,0.0015222+0.0018592i,0.00048804+0.0023792i,8.5425e-05+0.0019148i,0.00014932+0.0014648i
-0.00016738-0.0002425i,-0.00046942-0.00078998i,0.00093335-0.00083703i,0.003139-0.0022957i,0.0046167-0.0040714i,0.0054604-0.0011103i,0.0073222+0.0060216i,0.013656+0.010046i,0.019712+0.0066654i,0.017593+0.00015403i,0.0086517-0.0021006i,0.00037247-0.00051016i,-0.0016618+0.00039873i,0.0008441-0.0012509i,0.0018455-0.0047589i,0.00034504-0.0059695i,-0.00044217-0.0039434i,0.00047119-0.0012738i,0.00069529+0.00023096i,0.00070487+0.0010235i,0.0015334+0.0011872i,0.0025663+3.0147e-05i,0.0028373+0.00043503i
0.00067351+0.0035886i,0.0011121+0.003306i,0.0005609+0.0025269i,-0.003102-0.0011238i,-0.010412-0.0044094i,-0.01592-0.0015316i,-0.011636+0.0046064i,-0.00042426+0.0026769i,0.0067049-0.008287i,0.0059584-0.014615i,0.0016637-0.012076i,-0.0025343-0.0074458i,-0.0044132-0.001239i,-0.0029473+0.0045397i,0.0014706+0.0043777i,0.0042939+0.00090187i,0.003652-0.000898i,0.001908-0.0012796i,-0.00012602-0.0025846i,-0.0012666-0.0028223i,-0.0017746-0.001283i,-0.0023373-0.00034679i,-0.0015504-0.00033564i
2.1446e-05-0.0020211i,-0.00058883-0.0015457i,-0.0021584-0.0020978i,-0.0069844-0.004683i,-0.011784-0.0087941i,-0.0097245-0.010351i,-0.0050056-0.0099753i,-0.0035632-0.012457i,-0.0057986-0.015967i,-0.0081318-0.013283i,-0.0053671-0.0058625i,-0.00077206-0.00044708i,-0.00096681+0.00080725i,-0.0034777+0.00067689i,-0.0037902+0.0021132i,-0.0019573+0.0032504i,-0.00045158+0.0022477i,0.00028478+0.00042699i,0.00076879-0.0007722i,0.0011404-0.00075659i,0.001611-0.00036379i,0.0020007+0.00070834i,0.0017197+0.0015473i
0.00040579-0.00099219i,0.0015208-0.001587i,0.0030511+0.0013091i,0.0062974+0.0055269i,0.011392+0.008127i,0.014585+0.0065457i,0.013509+0.0011369i,0.0052354-0.0028167i,-0.0054235+0.0015656i,-0.0085449+0.0076538i,-0.0043234+0.008122i,5.5053e-05+0.0058266i,0.0039558+0.0014849i,0.0047208-0.003542i,0.00029297-0.004733i,-0.0031924-0.0019382i,-0.0022148+0.00083485i,0.00024305+0.0016153i,0.0018565+0.0011135i,0.0024506-0.00044034i,0.0015991-0.0024469i,0.0005212-0.0041407i,0.0012173-0.0036087i
-0.0021147+0.001083i,-0.0019061+0.0012299i,0.00018685+0.0014658i,0.0036675+0.001481i,0.0040135+0.0025244i,0.0022605+0.0035942i,0.00097898+0.0048325i,0.0014046+0.0090925i,0.0045727+0.013878i,0.0062699+0.013146i,0.0041648+0.0056057i,0.0015402+2.0778e-06i,0.0018848-0.00064266i,0.0040494-0.00084713i,0.0048992-0.0021575i,0.0031399-0.0035198i,0.00049506-0.0028278i,-0.0010792-0.00064291i,-0.0017686+0.00071419i,-0.0014531+0.0014039i,-0.0019582+0.0018983i,-0.0028072+0.002375i,-0.0035015+0.0025863i
-0.00035191-0.0046072i,-0.00040956-0.0041396i,-0.0014991-0.0060639i,-0.0044795-0.010605i,-0.0064229-0.017264i,-0.0071684-0.017777i,-0.0067763-0.0079542i,-0.00016333+0.0011987i,0.011618+0.00094974i,0.015925-0.0043761i,0.010602-0.0072547i,0.0036417-0.0059316i,-0.0023408-0.003543i,-0.005119-0.0010744i,-0.0015727+0.0010432i,0.0019299+0.00037935i,0.0013552-0.0016395i,0.00010343-0.0016458i,0.00025863-0.00046569i,0.00081043+0.00045467i,0.0013096+0.0011211i,0.001985+0.001095i,0.0020005+0.00055499i
-0.0003008+0.00089061i,-0.00085067-0.00086549i,-0.0012469-0.0019828i,-0.0024905-0.0065471i,-0.003128-0.011008i,-0.0023243-0.011557i,-0.00075872-0.0074102i,0.0037807-0.0064089i,0.0074569-0.012494i,0.0057958-0.014662i,0.001375-0.0082181i,-0.0016704-0.0016244i,-0.0027296-0.0011i,-0.0042927-0.0017914i,-0.0047539+9.8738e-05i,-0.002451+0.0018042i,0.00015957+0.00061128i,0.0016254-0.0014156i,0.0020778-0.0024816i,0.00087228-0.0021195i,-0.0014337-0.0014886i,-0.0027792-0.0016647i,-0.0018189-0.0011381i
0.0031592-0.0016188i,0.0043995-0.00054504i,0.0042348+0.00075113i,-0.0002059+0.002799i,-0.0065332+0.0045985i,-0.0087314+0.0060233i,-0.0024774+0.0036911i,0.0022572-0.0040077i,-0.0030358-0.010589i,-0.011644-0.0096739i,-0.012862-0.0039028i,-0.0078981+0.00055091i,-0.0021645+0.001568i,0.000986+0.00034215i,-0.00063856-0.00096169i,-0.0025772-0.00049719i,-0.0012512+0.00049641i,-0.00023796+0.00093854i,-0.00062758+0.0016264i,-0.00040492+0.0020765i,0.00067137+0.0035819i,0.0011491+0.0049684i,0.00089863+0.0040683i
9.3186e-05+0.0021554i,-0.00036995+0.0021848i,-0.0015467+0.0034595i,-0.0030467+0.0053374i,-0.0047686+0.0065541i,-0.0058016+0.0063141i,-0.0032872+0.0056807i,6.747e-05+0.0055715i,-0.0024154+0.0071641i,-0.0051334+0.0094255i,-0.0019441+0.0073517i,0.0016812+0.002133i,0.0026315+0.00040958i,0.003337+0.00047396i,0.0040352-0.0012192i,0.0024373-0.0021818i,0.00030951-0.00082983i,-0.00076914+0.001225i,-0.00090235+0.0018411i,0.00068888+0.00055229i,0.0021289-0.0020626i,0.0016523-0.0039083i,0.00079639-0.0031196i
0.0011473+0.0045768i,0.0022552+0.0045883i,0.0047021+0.0050882i,0.010107+0.00018183i,0.016324-0.006009i,0.015251-0.0065686i,0.0080861-0.0015151i,0.0052962+0.0054133i,0.010133+0.011156i,0.01468+0.011692i,0.012915+0.0071582i,0.0069229+0.0019554i,0.0023744-0.0011677i,0.0012266-0.0020094i,0.001521-0.00024241i,0.0018207+0.00035671i,0.00098239-0.00094688i,-0.00019135-0.0009276i,-0.00090421-0.0016692i,-0.0014787-0.0016923i,-0.0025367+0.00016438i,-0.0030768+0.0013277i,-0.0027847-0.00025696i
0.0029081+0.0003062i,0.0029165-0.00063035i,0.0022878-0.0050025i,0.003653-0.010844i,0.0069645-0.01353i,0.006663-0.0099991i,0.0039658-0.0046421i,0.0066178-0.0033465i,0.012785-0.0057014i,0.01394-0.0081195i,0.0077021-0.0068201i,0.0017096-0.0039484i,-0.00038564-0.0024202i,-0.0022229-0.0014666i,-0.003221+0.00041816i,-0.0018227+0.0024999i,0.00049029+0.0019413i,0.0018586+0.0010039i,0.0017974+0.0019111i,0.0014944+0.0017973i,0.0022535+0.00021743i,0.0032428-1.1658e-05i,0.00285+0.00068701i
