0.0010862+8.3481e-05i,0.00057134-0.00015285i,0.0011018-0.00093791i,6.3121e-05-0.001738i,-0.0022616-0.00071773i,-0.0025946+0.0011997i,-0.0010157+0.0027006i,0.00066354+0.0016533i,0.0010844-0.00030003i,0.00081897-0.0013719i,0.00025822-0.0016896i,-0.00029253-0.0013049i,-0.00091738-0.0010316i,-0.00098937-0.00028621i,-0.00085416+0.00038168i,-0.0011616+1.6356e-05i,-0.0012847-0.00048796i,-0.00099961-0.00031i,-0.00038492+0.00032375i,0.00026828+0.00087016i,0.00019118+0.00036593i,-0.00044037-0.00020143i,-0.00045592-0.00012648i
-0.0015201+0.0005519i,-0.00093855-0.000562i,-0.00012021-5.6131e-05i,-4.3342e-05+0.00074466i,-0.00047187-0.00021632i,-0.0013906-0.00033861i,-0.0018994+9.5002e-05i,-0.00074346-0.001681i,0.00022775-0.0041545i,-3.1074e-05-0.0037068i,-0.00019101-0.0014851i,0.0001072-0.00076728i,-1.4756e-05-0.00066378i,-0.00037883-0.0006651i,-1.6515e-05-0.0001009i,0.00021534+0.0008425i,0.00043339-9.7099e-05i,0.0014996-0.0010694i,0.0017207-0.0010385i,0.0016204-0.00044081i,0.00067103+0.00044205i,-0.00046914+0.0010338i,-0.00064319+0.001067i
-0.0012039-0.0013587i,-0.00068169-0.0018331i,-0.0014629-0.0029044i,-0.0019374-0.002682i,-0.0023338-0.0023207i,-0.0024328-0.0015681i,-0.0017677+7.6871e-05i,-0.00073246+4.6818e-05i,-0.00069128-0.0013943i,-0.002154-0.0027517i,-0.0025933-0.0027456i,-0.0013007-0.0015011i,-0.00025288-0.0010324i,-0.00050114-0.0010657i,-0.001094-0.0011831i,-0.00072892-0.00078174i,-0.00046973+0.00016175i,-0.00069519+0.00041862i,-0.00042034+0.0003874i,0.00069062+0.00011778i,0.0011397-7.869e-05i,0.00073932-0.00060121i,0.00018322-0.00055157i
-0.0002711+0.00088741i,0.00012884+0.0017908i,0.00062029+0.0014451i,3.8346e-05+8.8436e-05i,-0.00070341-0.001594i,-0.00073129-0.0018569i,-0.00092987-0.00053095i,-0.00041897+0.00041441i,-0.00045401+0.000859i,-0.00069322+0.00069693i,-0.00019975+0.00044386i,-0.00080371-0.0003239i,-0.0011507-0.0017007i,-0.00031528-0.0016243i,0.00032551-0.00090063i,0.00039148-0.0010446i,-0.00034867-0.0011899i,-0.00068894-0.00062602i,-0.0002289-0.00070063i,-0.00074359-0.00077892i,-0.00052792-0.00043247i,0.00044011-0.0004572i,0.0010187-0.00077231i
-0.0013565-0.0002505i,-0.0015116-0.0014342i,-0.0020249-0.0010285i,-0.0024796+0.00071515i,-0.0025477+0.00071305i,-0.0017004-0.00021936i,-0.00012713+0.00014561i,0.0023284+0.001329i,0.0036511+0.0020235i,0.0028173+0.0020149i,0.00085079+0.0017219i,-0.00065738+0.0012096i,-0.00082945+0.0012064i,-0.00068264+0.00095421i,-0.00091059+0.00072484i,-0.00063565+0.0013758i,-0.00023564+0.0013305i,-0.00047596+0.00011425i,-0.0003028-0.00065789i,-0.00067206-9.3877e-05i,-0.00137+0.00049492i,-0.0012973+0.0008638i,-0.00034784+0.00097122i
0.0012837-0.0019035i,0.0017393-0.0022327i,0.00097093-0.0028995i,1.7607e-05-0.0031311i,-0.00012802-0.0028626i,0.00023855-0.0017386i,0.0010736-0.0006433i,0.002423-0.0014316i,0.0042017-0.0026114i,0.0047166-0.0020678i,0.0028853-0.00082567i,0.00089326-0.00011491i,0.00042475+0.00051928i,0.00035921+0.0011744i,0.00016285+0.0009151i,6.2637e-05+0.00099266i,-2.9711e-05+0.0011822i,0.00022718+0.0011431i,0.00063369+0.0012772i,0.00060844+0.00084688i,0.00062403+0.00022057i,0.0001144-0.00010963i,-4.6173e-05-0.00045898i
-0.0026867-0.0037213i,-0.0025894-0.0044174i,-0.0029843-0.003836i,-0.0026336-0.0032214i,-0.0035832-0.0026128i,-0.0035668-0.0014948i,-0.0013113-0.00096758i,0.00097257-0.002718i,0.0016636-0.0051549i,0.0010616-0.0053212i,-6.2175e-05-0.0025378i,-0.00093963-4.2954e-05i,-0.00064639+0.00029051i,-0.00036941-0.00012904i,-0.00028399+4.9882e-05i,0.00016354+0.00022809i,0.00098277-0.00031765i,0.00088958-0.00063012i,8.6554e-05-0.00058736i,0.00045101+7.6521e-05i,0.00043315+0.00056398i,4.3582e-05-0.00018804i,0.00078267-0.00043956i
-0.0011292-0.0002732i,-0.00077076-0.00014661i,-0.0013638+0.0010484i,-0.0023071+0.00070269i,-0.0009682-0.001109i,0.00064753-0.0014887i,0.00039868-0.0012464i,0.00021956-0.0023506i,0.00041705-0.0031919i,-0.00081661-0.0033464i,-0.00095741-0.0025497i,0.00041914-0.0011492i,0.00068675-0.0010132i,0.00026639-0.0015314i,0.0004615-0.0021905i,0.00050344-0.0019746i,-0.00019259-0.0014955i,-0.00047677-0.0013883i,-0.00023247-0.0011161i,-7.2226e-06+0.00010086i,0.00039139+0.00077908i,0.00079697+0.0007905i,0.00079791+0.00061435i
-0.0011082-0.00084886i,-0.0015686+6.0201e-05i,-0.0020568-0.00024916i,-0.0024908-0.00086519i,-0.0026221-0.00055153i,-0.0025794-1.5318e-05i,-0.0015795+0.0010255i,0.00020074+0.0016133i,0.00059655+0.0010288i,-0.0010265+0.00081854i,-0.0013475+0.00045594i,-0.00028975-0.0010926i,-0.00010209-0.0018376i,-0.00055241-0.0010559i,-0.00055164-0.00043765i,0.00010549-0.00060731i,0.00015763+0.00010418i,-0.00020169+0.00087192i,-0.00054804+0.00032014i,-0.00088571-0.00069007i,-0.00053641-0.00046561i,-3.7517e-05-5.3281e-06i,0.00020307+0.00063054i
0.0031015-0.00033285i,0.0038217-0.0013828i,0.0034985-0.0028915i,0.00098603-0.0045808i,-0.0012429-0.0061907i,-0.001627-0.0052665i,-0.00013873-0.0025695i,0.0033554-0.00078793i,0.0049055-0.00063945i,0.0029724+0.00011867i,0.00098257+0.00071542i,-0.00047837+0.00021418i,-0.001539-0.00058473i,-0.0012968+4.4761e-05i,-0.00067726+0.00021982i,-0.0011371-0.00031364i,-0.0017665+8.826e-05i,-0.0020209-4.8682e-05i,-0.0016688-0.00046302i,-0.00095896-9.1283e-05i,-0.0011128+0.00058785i,-0.0015595+0.0010553i,-0.0011734+0.00073242i
-0.0010959+2.6475e-05i,-0.00039387+0.0012186i,0.0013201+0.0025164i,0.001273+0.0016068i,-0.00038333-0.00040131i,-0.0016989-0.0015771i,0.00011874-0.00042791i,0.0035879-0.00076783i,0.0055433-0.0017856i,0.0054034-0.0011378i,0.0030537-0.00077981i,-4.7127e-05-0.00050421i,-0.00078008-0.00084632i,-0.00041654-0.00061689i,-0.00011991-0.00023409i,0.0009368+0.00017094i,0.0010465+0.001265i,0.00069778+0.00098045i,0.00071303+0.00092736i,0.00051758+0.0013523i,0.00041138+0.001275i,-7.9448e-05+0.00082951i,-0.00073746+0.00018936i
0.0012391+0.0014462i,0.0010268+0.00063674i,-0.00053523+1.5072e-05i,-0.0020078-0.0021311i,-0.0026226-0.0044234i,-0.0029372-0.0046633i,-0.0022734-0.0031687i,0.00030933-0.0036208i,0.0021653-0.0052877i,0.0022987-0.0056084i,0.0012046-0.0040052i,0.00042297-0.0014905i,0.0007023-3.5629e-05i,0.00095495+0.00069726i,0.00097284+0.000907i,0.0011396+0.0005294i,0.0010198-9.7048e-05i,0.00047122-0.00019335i,0.00022417-0.00027275i,0.00031755-0.00055368i,2.9416e-05-0.00047614i,6.3277e-05+0.00034544i,0.00019624+0.00048834i
0.0021362+0.002158i,0.0025336+0.0020437i,0.0025355+0.0023301i,0.00081988+0.0011777i,-0.00091851-0.00042509i,-0.0011382-0.0014766i,-0.00080751-0.0014951i,-0.00034613-0.001746i,-0.00027104-0.0027059i,-0.00057064-0.0036488i,-0.0008999-0.0038741i,-1.937e-05-0.0031313i,0.00093587-0.0022429i,0.00042637-0.0020353i,0.00033312-0.0013793i,0.00087559-0.00078949i,0.00088222-0.00081107i,0.00092425-0.00070701i,0.00084989-0.0010371i,0.00082393-0.0011528i,0.0011128-0.00040226i,0.00097494+0.00041166i,0.00058395+0.00067412i
-0.0017015+0.00098058i,-0.0021482+0.0010089i,-0.0014516+0.00040302i,-0.00057575-0.00095561i,-0.00054475-0.0026189i,-0.001048-0.0029077i,-0.0012297-0.00078348i,0.00034613+0.00093814i,0.00049931+0.00053325i,-0.0010308+0.00022743i,-0.00095369+0.00033965i,-0.00023651+0.00026005i,-0.0010146-0.00026824i,-0.0013336-0.00087549i,-0.00064799-0.0010273i,-0.0001442-0.00020053i,-0.00052519+0.00019616i,0.00016025-3.8037e-05i,0.00058954-0.00010113i,-0.00028059-0.00014213i,-0.0001259-0.00014577i,0.00018623+0.00060025i,-3.8313e-05+0.00091096i
0.00028728+0.0009306i,0.0005541+0.0001197i,0.00064305-0.00052688i,5.1834e-05-0.0015705i,-0.0010057-0.0028721i,-0.0017653-0.0020575i,2.8604e-05+0.00034227i,0.0027828+0.0023103i,0.0032361+0.0015345i,0.0017232+0.00034616i,0.00037049-2.9792e-05i,-0.00070137-0.00022553i,-0.0010303-8.9157e-05i,-0.0010508-2.2767e-05i,-0.00039316-0.00018576i,0.001049+1.6301e-05i,0.00089788+0.00025354i,-0.00024624+0.00025916i,-0.00035318+0.00092623i,-0.0010971+0.0013548i,-0.0019105+0.0013127i,-0.0017947+0.00097577i,-0.0014325-0.00035587i
-0.0026786-0.0012113i,-0.0024868-0.00035614i,-0.0036482-0.0003546i,-0.0047625-0.0014559i,-0.0053401-0.0017898i,-0.0037316-0.0013175i,-0.00041185-0.0002093i,0.003477-0.00054483i,0.0058246-0.0017004i,0.0050768-0.0017088i,0.0025228-0.00030065i,0.00040514+0.0012774i,-0.00082118+0.0019082i,-0.00049534+0.0016574i,0.00041075+0.001088i,-0.00020074+0.00076834i,-0.0011748+0.00057012i,-0.0011401+0.00091906i,-0.00085167+0.00015834i,-0.00089928-0.0006211i,-0.00067957-0.00042588i,0.00021019-0.00013364i,0.0010137-0.00036106i
0.0011081+0.0024856i,0.001514+0.0022358i,0.0020592+0.0009915i,0.0021918-0.00093465i,0.0019106-0.0019614i,0.0017709-0.0018872i,0.0020645-0.0024798i,0.003201-0.0041282i,0.0041126-0.0064345i,0.003182-0.0059714i,0.0017826-0.0031563i,0.0011759-0.0011555i,0.00077613-0.00052333i,0.00075976-0.00095276i,0.00063586-0.0013383i,0.00089562-0.0012437i,0.00151-0.0010009i,0.0015479-0.00044508i,0.0013718-0.00010035i,0.0013037-0.00047025i,0.0013545-0.00042863i,0.0013905+0.001212i,0.0008414+0.0014831i
0.0006649-0.0011587i,0.00067022-0.0010001i,0.0013296-0.00081434i,0.00020247-0.0013254i,-0.0024434-0.0019019i,-0.0034209-0.0017727i,-0.0023776-0.0010065i,-0.0016762-0.0017091i,-0.0022135-0.0034051i,-0.0030902-0.0040063i,-0.0026062-0.0032943i,-0.00075621-0.0017789i,9.8148e-05-0.0017238i,-0.00056128-0.0021941i,-0.00063595-0.0014247i,0.00023949-0.00040272i,0.00067388-9.8598e-05i,0.00019859-0.00021473i,0.00084695-0.00071336i,0.0012176-0.00070629i,1.2001e-05+0.00040259i,-0.0011698+0.00044889i,-0.0014386+1.0123e-05i
-0.0013281-0.00067533i,-0.0019784-0.00097242i,-0.0016546-0.0011671i,-0.001343-0.00064963i,-0.0019103-0.0010289i,-0.0020476-0.0020138i,-0.0017899-0.0013043i,-0.0013395+0.00015871i,-0.0011156+0.00053763i,-0.0021997+0.00042461i,-0.0017551-0.00014569i,-0.0003307-0.0010747i,-0.00027017-0.001263i,-0.00082505-0.00028355i,-0.00090991+0.00033606i,-0.00049868+0.00059801i,-0.00055019+0.00055854i,-0.00099361-3.279e-05i,-0.0011174-0.00030795i,-0.0012829+5.2029e-05i,-0.0011887-0.00025054i,-0.0009911-0.00053819i,-0.00049714-0.00098325i
-0.00059148-0.0014592i,-0.0005811-0.0010393i,-0.001432-0.001808i,-0.0018497-0.0022631i,-0.0015303-0.0015892i,-0.00091249-0.00037802i,0.00051379+0.00096025i,0.0024811+0.0022859i,0.0034933+0.0018847i,0.0028809+0.00064306i,0.001382+0.00051487i,-0.00056237+0.00038991i,-0.0014964+0.00017979i,-0.0013595+0.0011664i,-0.0013154+0.0013634i,-0.0012758+0.00067945i,-0.0010296-0.00029348i,-0.00061271-0.00084789i,-0.00027726-0.0014769i,-0.00032519-0.0017593i,-0.00052801-0.00095814i,0.00027033+7.4767e-05i,0.0014026+0.0007888i
0.0017181-0.001736i,0.00085144-0.0024216i,0.0003169-0.003611i,-0.00017893-0.0040976i,-0.0017491-0.0037917i,-0.0011005-0.0020032i,0.001434-0.0010211i,0.0044556-0.00029297i,0.0057143-0.00019612i,0.0044365-0.0016603i,0.0018588-0.0015627i,-0.00038747+2.273e-05i,-0.0011255+0.0010248i,-0.00098495+0.0015147i,-0.00027747+0.00088326i,0.00070893+0.00048111i,0.0011458+0.00017769i,0.0013096-0.00030068i,0.0012133+0.00023737i,0.0013526+0.00088736i,0.0012517+0.0013889i,0.00086005+0.00128i,0.00031692+0.0008591i
0.00035412+0.0024067i,-0.00020125+0.0024681i,0.0002123+0.0026299i,0.00059735+0.0015372i,0.00035998-0.00042692i,4.8688e-05-0.0023013i,0.0001873-0.0023921i,0.0025377-0.0025009i,0.0039901-0.0043344i,0.0027752-0.005191i,0.00089178-0.0037779i,0.00053597-0.0015778i,0.0012281-0.00060245i,0.0013608-0.00079515i,0.0017168-0.00064522i,0.002044-0.0006195i,0.0016689-0.00077247i,0.0008839+0.00023215i,4.6334e-06+0.0010831i,7.5271e-05+0.00094905i,0.00087676+0.00093146i,-0.00011876+0.00082201i,-0.0013526+0.00040499i
-0.0014434-0.0019502i,-0.0016029-0.0020083i,-0.0031265-0.0031266i,-0.0025716-0.0046193i,-0.0014229-0.004744i,-0.001246-0.0023919i,-0.0010367-0.0011745i,0.00014817-0.0033205i,0.00050053-0.0059972i,-0.0011165-0.0063502i,-0.0017999-0.0043184i,-0.000223-0.001833i,0.00086598-0.00064628i,-0.0004206+7.6618e-05i,-0.0010236+0.00049288i,-0.0006315+1.9531e-05i,-0.00075371-0.00090471i,-0.0012155-0.0010819i,-0.0014436-0.00063359i,-0.0012458-0.0010378i,-0.00055235-0.0015449i,-7.2819e-05-0.0019449i,1.6339e-05-0.001478i
0.0016581+0.00044429i,0.0013122+0.00027681i,0.0014954+5.8507e-05i,-0.0001796+0.00028901i,-0.0024491-0.00069236i,-0.0034627-0.0014732i,-0.0026117-0.00078003i,-0.0019163+1.5196e-05i,-0.0014123-1.0544e-05i,-0.0017859-0.00022083i,-0.0021029-0.00060601i,-0.0010934-0.00065762i,-0.0012995-0.00077306i,-0.0021837-0.00030442i,-0.0020157-0.00031607i,-0.0015391-0.00078555i,-0.0011922-0.0011856i,-0.00089933-0.0019469i,-0.00090995-0.0019575i,6.1957e-05-0.0012442i,0.00075115-0.00081041i,0.0009194+7.8162e-05i,0.0015236+0.00077739i
-0.00066368-2.306e-05i,-0.0013437+3.4353e-05i,-0.0020704+2.7397e-05i,-0.0015403-0.0010508i,-0.00089265-0.0018435i,0.00016249-0.0014851i,0.00043709+0.00076558i,5.1984e-05+0.0032013i,8.2512e-05+0.0035096i,-0.00013962+0.0030489i,-0.00041016+0.0014655i,-0.00044557+0.00024521i,-0.0012505+0.00037567i,-0.0014335-4.0113e-05i,-0.00095611+2.5286e-05i,-0.00033972+0.00010159i,-0.00034549+0.00052581i,-0.00032616+0.00118i,0.00014118+0.0011942i,8.898e-05+0.00063587i,-0.0004529+0.0011759i,-0.00081185+0.001856i,-0.00055272+0.0016864i
-0.00010849-0.00086945i,0.00034729-0.00030013i,0.00080938-0.00012289i,0.0012781-0.0010813i,0.001302-0.0025718i,0.00021396-0.0025798i,0.0010894-0.00052227i,0.0038657+0.000124i,0.0059492-0.00011878i,0.0053488-0.00038195i,0.0020774-0.00080452i,0.00028065-0.00026785i,0.00026094+5.7112e-05i,0.0013321+0.00019913i,0.002466+0.0002393i,0.0018881+0.0011786i,0.00068677+0.0019919i,-0.0002359+0.0015725i,-0.00064621+0.00082576i,-0.00067461+0.00042573i,-0.0010702+0.0001344i,-0.0013157-0.0007565i,-0.0011575-0.0012524i
-0.00060378-0.0033828i,-0.0014524-0.0045018i,-0.0014945-0.0047442i,-0.0021707-0.0038945i,-0.0027746-0.0031845i,-0.0010455-0.0015611i,0.0022767-0.00018851i,0.0056131-0.0010626i,0.0071579-0.0033003i,0.005827-0.0045118i,0.0021247-0.0026931i,-0.00082113-0.00063787i,-0.00085416-0.00021703i,-0.00048432+9.2067e-05i,-0.0004322+0.0004498i,0.00018778+0.00053044i,0.00098783+0.0004568i,0.00010354-4.3402e-05i,-0.0010399-0.0006813i,-0.00071485-0.00060883i,-0.00043591-0.00073744i,4.637e-05-0.0008569i,0.00026025-0.00037389i
0.0023456+0.0012931i,0.0025515+0.0015138i,0.0022481+0.00039551i,0.00078793-0.0017396i,0.00015676-0.003345i,0.00073225-0.0025643i,0.0014601-0.0021361i,0.0025817-0.00413i,0.0026752-0.0053328i,0.00065941-0.0055612i,-0.0013892-0.0038265i,-0.0017441-1.9073e-05i,-0.0015369+0.00099513i,-0.0018065-0.001091i,-0.0016205-0.0020205i,-0.00085732-0.0017735i,0.00081258-0.0014678i,0.0017734-0.00073037i,0.0016835-0.00069538i,0.0016625-0.00053572i,0.0018041-7.4419e-05i,0.0012701+0.00040203i,0.00052291+0.00067649i
-0.0012409+0.00074203i,-0.00047426+0.00070901i,-0.0010226+0.0007123i,-0.0023091+0.00081985i,-0.0027423-0.0010237i,-0.002632-0.0027147i,-0.0023357-0.0028792i,-0.002021-0.0034812i,-0.0024918-0.0034537i,-0.0039433-0.0022966i,-0.0030544-0.0010276i,-0.00080137-0.00032701i,-0.00024142-4.1111e-05i,-0.00061556+0.00017628i,-0.00035592-2.7091e-05i,0.00046227-0.00044184i,0.00042243+7.072e-05i,0.00049694+0.00057779i,0.00092336+1.5038e-05i,0.0007216-4.7736e-05i,-8.5325e-06+0.00017729i,-0.0011083+0.0010636i,-0.0012673+0.0023173i
0.00082491+0.00021099i,0.00076218-0.00056938i,0.00076119-0.0023037i,0.00092936-0.0039115i,7.9525e-05-0.0039317i,-0.0019888-0.0025661i,-0.0028477-0.00031729i,-0.0023297+0.0011396i,-0.0021184+0.0010546i,-0.0012316+0.0014138i,0.00069178+0.0013017i,0.0013007+0.00090985i,0.00051982+0.00022462i,0.00047867-0.00066887i,0.0012569-0.00057235i,0.00114-0.00047722i,-9.9522e-05-0.00022439i,-0.00051397+0.00014349i,-0.00055299+0.00014054i,-0.00092652+0.00065113i,-0.00072794+0.00059484i,-0.00030582-0.00017427i,-0.00013789-0.00094256i
0.00075183-0.0011599i,0.00075535-0.00046241i,0.00039889-0.00027787i,-0.001629+0.00025033i,-0.0032378-0.00012857i,-0.0032822+0.00094735i,-0.0011614+0.0035102i,0.0019353+0.0043771i,0.0036915+0.0035611i,0.0033342+0.0029181i,0.001541+0.0018644i,0.00022123+0.0012955i,-0.00029004+0.0018644i,-0.00015371+0.0013626i,-9.6208e-05+0.00092079i,-0.00051706+0.00077287i,0.00034924+0.00053881i,0.00099927+0.00026839i,-1.3687e-05-0.00088802i,-4.9555e-05-0.0018197i,0.00028796-0.0012259i,0.00037548+1.5354e-06i,0.00092634+0.00044887i
-0.0012824-4.4873e-05i,-0.0019706-0.00048141i,-0.0014233-0.0014639i,-0.00070482-0.0017185i,0.00012352-0.0019105i,0.0017201-0.0014594i,0.0031834-0.00020983i,0.0048245+0.0015357i,0.0060077+0.0013532i,0.0054931-0.0011779i,0.0027985-0.0019744i,-5.6126e-05-0.0011655i,-0.001487-0.0014115i,-0.0017122-0.0017204i,-0.0013583-0.0017704i,-0.00093753-0.00074598i,-0.00081278+0.00014107i,-0.00099221-0.0001873i,0.00026453-2.9801e-05i,0.0011877+0.0006103i,0.00080226+0.00061134i,8.7522e-05+0.0011206i,-0.00033603+0.0010127i
0.0014981+0.00085091i,0.0022642-4.2637e-05i,0.0021299-6.5075e-05i,0.0013927-0.0014055i,0.00061956-0.0028983i,0.00040655-0.0030954i,0.0023439-0.0030158i,0.0051547-0.0040466i,0.0056905-0.0057711i,0.0030603-0.0070743i,0.0013545-0.0057984i,0.0010956-0.0031994i,8.5226e-05-0.0023855i,-0.00034339-0.0026829i,0.00050357-0.0028686i,0.0013068-0.002719i,0.0009047-0.0020423i,3.7952e-05-0.00066369i,-0.00044067+0.0012437i,-0.00063737+0.0010898i,-0.0011321-0.00015615i,-0.0019731-0.00067424i,-0.0020256-0.00089305i
0.0027123-0.0012746i,0.0023106-0.0012006i,0.0014072-0.0017988i,-3.0385e-05-0.0032119i,-0.0027491-0.004362i,-0.0038828-0.0041285i,-0.0027672-0.003192i,-0.00038488-0.004307i,0.0007352-0.0059659i,-0.0010864-0.0053286i,-0.0024322-0.0032703i,-0.0016351-0.0012419i,0.00092852+0.00015837i,0.0020568+0.0012599i,0.0018124+0.0021073i,0.0015837+0.0018703i,0.00086332+0.0010784i,0.00036465+0.00057926i,-1.4124e-06-0.00066816i,0.0001022-0.00092948i,0.00080655-0.00036584i,0.0015322-0.00044376i,0.0011693-0.00048697i
0.0013533+0.0017704i,0.0023223+0.0018282i,0.0024486+0.0017051i,0.0018936+0.00049953i,-0.00044012-0.00084446i,-0.0037925-0.0011432i,-0.0044388-0.00058888i,-0.002626-0.00077169i,-0.0018868-0.00082004i,-0.0024079+0.0003043i,-0.0021022+0.00064104i,-0.0016669+0.00073408i,-0.0012051+0.00071687i,-0.00098069+0.0013178i,-0.0015812+0.0021714i,-0.0013072+0.0013725i,-0.00081+0.00086438i,0.00011061+0.00094789i,0.0011469-0.00018237i,0.00097456-0.0014539i,0.00097373-0.001022i,0.000851+9.4539e-05i,0.00050034+0.00056652i
0.00026165-0.0015763i,0.00034314-0.0011593i,-0.00091611-0.0014308i,-0.0028637-0.0028748i,-0.0034067-0.003807i,-0.0028634-0.0028182i,-0.0017582-0.00033227i,-0.00090685+0.00227i,-0.00031529+0.0030912i,0.0013119+0.0020657i,0.0017543+0.0014603i,-0.00027431+0.00049579i,-0.0019469-0.00036167i,-0.0018524-0.0014589i,-0.0010194-0.0021889i,-0.0010584-0.0021109i,-0.0012266-0.0015934i,-0.00013058-0.00087596i,0.0013127+8.8462e-05i,0.00077099+0.000933i,-0.00054613+8.0078e-05i,-0.00062674-0.00082467i,-0.00051363-0.00035906i
0.00019375-8.5493e-06i,-0.0001928+0.00050006i,0.0013899-0.0005578i,0.0023725-0.00036014i,0.002735-0.00038385i,0.0022184+0.00012419i,0.002721+0.0020746i,0.004865+0.0034592i,0.0061803+0.0020925i,0.0052402+0.00040552i,0.002931+0.00052349i,0.0015473+0.00033695i,0.0012783-0.00072428i,0.0014634-0.0013169i,0.0017759-0.0011509i,0.0017102-0.00060614i,0.0011842-0.00057787i,0.00084524-0.00061276i,-0.00040673-0.00027215i,-0.0011959-0.00039164i,-0.0011376-0.00056057i,-0.0014765-0.00090068i,-0.0012533-0.0012771i
-0.00010167+0.0017662i,0.0002991+0.0022455i,-0.00052597+0.0010669i,-0.0018859-0.001018i,-0.0036441-0.0032003i,-0.0038246-0.0031945i,-0.0016013+0.00017605i,0.0027459+0.0019843i,0.0059368+3.7695e-05i,0.005225-0.0023904i,0.0025342-0.0020676i,0.00095366-7.5716e-06i,0.00069236+0.0016229i,0.00038287+0.0025503i,0.00072991+0.002405i,0.00079341+0.0022192i,-0.00024472+0.0021217i,-0.00041753+0.0011638i,-2.402e-05-0.00018516i,-8.9047e-05-0.00073555i,8.8087e-06-0.00033261i,-0.0005334+0.00028233i,-0.0010544+0.0006902i
-0.00063344+0.00027285i,-0.0011554-0.00019408i,-0.0004458-0.0011375i,0.00039958-0.0014244i,-0.00019194-0.0024614i,-0.00070298-0.0033212i,0.00029496-0.0028533i,0.0027998-0.0029948i,0.0034856-0.0045985i,0.00069953-0.004874i,-0.001365-0.0035796i,-0.0014535-0.0023384i,-0.0017964-0.0015604i,-0.0028369-0.0010805i,-0.0033447-0.00068998i,-0.0027252-0.0003232i,-0.0020411-0.0001676i,-0.0012708+0.00017173i,0.00032871+0.00028651i,0.0013017+0.00038237i,0.0008072+0.00043675i,0.00032854+0.0012593i,7.6372e-05+0.00094422i
-0.0017946+0.0032547i,-0.0024711+0.0031716i,-0.0025027+0.0039655i,-0.0015854+0.0029133i,-0.0010387+0.0013563i,-0.00059519+0.0013104i,0.0010531+0.00062895i,0.002492-0.0029417i,0.0015904-0.0050392i,-2.4039e-05-0.0034564i,-0.00037842-0.0016407i,0.00036224-0.0019897i,0.00099468-0.0028062i,0.0010902-0.0028878i,0.00034917-0.002366i,-0.00017495-0.00187i,0.00077456-0.0010561i,0.00097398+0.00028918i,0.00044067+0.00081623i,-0.0001381+0.00096188i,-0.00050534+0.0006604i,-5.6874e-05+0.00010729i,-0.00028692+0.0014255i
0.0018732-0.0021691i,0.00212-0.002302i,0.0016721-0.0042099i,0.00047353-0.0047419i,-0.0005693-0.0051273i,-0.0018721-0.0044982i,-0.0023732-0.0014488i,-0.0018124-0.00049869i,-0.0013933-0.00087301i,-0.001292-0.00058189i,-0.0016638-0.00018331i,-0.00088238+0.00027334i,0.0009538+0.0008206i,0.0020018+0.00055285i,0.0022586-0.00066461i,0.0023557-0.00053898i,0.0025252+0.0004223i,0.0014535+0.00033731i,-0.00041835-0.00088573i,-0.0010324-0.0015332i,-0.00076451-0.0011709i,-8.5874e-06-0.0012667i,0.00018927-0.0013475i
-0.0011645+0.0011652i,-0.001206+0.00014175i,-0.0009842-5.8896e-05i,3.4303e-05-0.00088648i,0.00039742-0.0028125i,2.4469e-05-0.0039582i,-0.00061653-0.0015486i,-0.0006834+0.0021363i,0.00043483+0.0026235i,0.001603+0.00033628i,0.0011279-0.0010267i,0.00052244+0.00059456i,-0.00013667+0.0021636i,-0.0010962+0.0012815i,-0.00075312+0.00034022i,-0.00052162+0.00062761i,-0.00011895+0.00080991i,0.00066905+6.8663e-05i,0.00088762-0.00052229i,0.00041131-0.00023586i,-4.9066e-05-0.00050813i,-0.00012681-0.0013382i,-0.00035921-0.00045497i
-0.0002498+0.0018964i,-0.0012952+0.0014009i,-0.0012387+0.0011669i,-0.00022496-0.00093967i,0.00035864-0.0036803i,0.00014439-0.0034074i,-0.00024319-0.00074648i,0.0016314+0.00084172i,0.0040851+0.00046579i,0.0043594-0.00030068i,0.0029145-0.00096333i,0.00084677-0.0011891i,-0.0014494-0.0014275i,-0.0025837-0.001295i,-0.0028224-0.00073122i,-0.0026162-0.0012904i,-0.0014969-0.0019744i,-0.00030258-0.0020319i,0.00067946-0.0014073i,0.00085667-0.00026569i,0.00039488+0.0004806i,-0.00013349+0.00074345i,-0.00019019+0.00040049i
0.0011885-0.00048009i,0.00028859-0.0011192i,0.00027382-0.0020945i,-0.00077691-0.0021047i,-0.0024147-0.0010556i,-0.0024796+0.00036034i,0.00059982+0.0018554i,0.0052903+0.0011073i,0.0075079-0.0020129i,0.0050604-0.0034589i,0.0013987-0.0023351i,-1.0393e-05-0.001426i,-0.00014076-0.0025474i,0.00034369-0.00276i,0.00023351-0.0018217i,-0.0006321-0.0020448i,-7.7291e-05-0.0016129i,0.00055542+0.00074433i,0.00018096+0.0019769i,-0.00063337+0.0015418i,-0.00025167+0.0012416i,-0.00021183+0.00099138i,-0.00019428+0.001108i
