-0.0016773+0.0013466i,-0.0011186+0.0013747i,-0.0020949+0.00079411i,-0.0021019+0.00097023i,-0.0017445+0.0008416i,-0.0019371+0.00048791i,-0.0013368+0.0012824i,-8.5076e-05+0.0018657i,0.00017521+0.00090042i,1.8244e-05+8.5637e-06i,0.00027195-5.9506e-05i,0.00059892-0.00018535i,0.00022707-0.00011732i,-0.00098945+0.00015694i,-0.0013795+0.00022729i,-0.00059013-0.0002562i,0.00015886+0.00022886i,0.0001592+0.0007471i,-0.00026951+6.7631e-05i,-0.00013746+0.00069593i,0.00039944+0.0011909i,0.00056277+6.448e-05i,-0.00034567-0.00037464i
0.00010493-0.001572i,0.00077927-0.0014524i,0.00092542-0.0012961i,0.0014624-0.0021388i,0.00065084-0.0027103i,-0.00076675-0.0018273i,-0.0015866+7.5421e-05i,-0.00038089+0.0015724i,0.00090683+0.00082459i,0.00085357-0.00036522i,0.00019751-0.0001133i,-0.00019182+6.3458e-05i,-0.00051847-9.4146e-06i,-0.00043724+0.00049607i,-0.00065068+0.0012783i,-0.00046159+0.001062i,0.00057225+0.00031859i,0.00040151-0.00017106i,-0.00031532-0.00019136i,-0.00042167+0.00034981i,-0.00017889+0.00087412i,0.00044511+0.00066514i,0.00062934+0.00056582i
0.00047914+0.0005464i,0.00052457-0.00035981i,-0.00094507-0.0011861i,-0.0009918-0.0020301i,-0.00015563-0.0021465i,6.2608e-05-0.0013064i,0.00031975-0.0002547i,0.00075471+0.00033363i,7.3895e-05+0.0009187i,-0.00047049+0.00067938i,-0.00057509+1.4955e-05i,-0.00035042-3.5154e-05i,0.00050504+0.00019187i,0.00055482+9.4834e-05i,4.8954e-05+0.00026144i,-3.1612e-05+0.00058865i,0.00049049+6.746e-05i,0.00039809-0.00011388i,0.00015695+3.9299e-05i,-8.8171e-06+5.0167e-05i,0.00026051+0.00010094i,0.00083564-0.00010143i,-0.00012087-4.7898e-05i
0.00030784-0.0023827i,0.00027618-0.0021849i,-0.00085704-0.0026673i,-0.0017756-0.0033893i,-0.0019343-0.0035903i,-0.0012191-0.0022378i,-0.00050741+0.00017399i,-0.0001275+0.00089866i,0.00031713-0.00038522i,0.00055668-0.00094483i,0.00069079+1.1625e-05i,0.00013737+0.00073002i,-0.0003384+0.00074051i,-0.00047657+0.00099219i,-0.00020293+0.00081683i,0.00019264+0.00044459i,-0.00023228+0.00036621i,-0.00045244-0.0001833i,0.00035237-0.00023163i,0.0006986+0.00053015i,-0.00010643+0.00048315i,0.00058014+0.00049545i,0.0008262+0.00027085i
-0.00016717-0.000423i,-7.3739e-05-0.00053612i,0.00064376-0.00055536i,0.0011553-0.00069302i,0.00043302-0.001299i,-0.00062653-0.0013454i,-0.00088495-0.00018694i,-0.0012178+0.00082168i,-0.00012549+0.00077571i,0.0010943+0.00028477i,0.0010304-0.00050403i,0.0004991-0.00072434i,0.00030311+1.8137e-05i,-4.6493e-05+0.00092152i,4.8264e-05+0.0004531i,0.0005435+0.00045805i,0.00034105+0.00067694i,-3.4447e-05+0.00018179i,0.0001232+0.00020915i,0.00017916+0.00017543i,-0.00016186+0.0001932i,-0.00036426+9.0923e-05i,-0.00054326-0.00025562i
0.00045312+0.00083388i,-0.00024874+0.00040728i,3.5945e-06-0.00071686i,0.0014898-0.0010473i,0.0014107-0.001427i,0.00018635-0.001091i,-0.00042247-3.1237e-05i,-5.7178e-05+0.00080395i,0.00062391+0.00068021i,0.00079259+0.00030187i,0.00068737+0.00032907i,0.00049262+0.00043601i,0.00012898+0.00016544i,-0.0004225+0.00068988i,-0.0011434+0.00071071i,-0.0011518+0.00023423i,-0.00061109+0.00014075i,-0.00087489+0.00029494i,-0.00069267+0.00014172i,-0.00014745-6.7112e-05i,0.00020614+0.00014469i,0.00067268-0.00016812i,0.00090961+0.00020485i
-0.00051576-0.0010094i,-0.00028607-0.0024604i,-0.00066775-0.0027904i,-0.0014461-0.0018668i,-0.0013451-0.0021297i,-0.00074182-0.0015381i,-0.00034238-0.00027816i,-0.00067585+0.0003098i,-0.00072131+0.00051684i,-0.00030984+0.00017267i,3.831e-05+4.3033e-05i,9.6309e-06+0.00016675i,-0.00025629+0.0002107i,-0.00078978+0.00041865i,-0.0010253+0.00069999i,-0.00049256+0.00073534i,0.00042051+0.00055941i,2.0218e-05+0.00012585i,-0.00034797-0.00027707i,0.00021753+9.3555e-05i,0.00048984-0.00020304i,0.00013763-0.00010034i,0.00041337+0.00011497i
0.00020593+0.00049943i,0.00064981+0.00033766i,0.0003726+0.00036024i,0.00046878-0.00017568i,0.0011766-0.0010646i,0.00082447-0.0010252i,-0.00032865+6.5409e-05i,-0.00096606+0.00079236i,-0.00069557+0.00051783i,0.00012545+0.00065113i,0.00041253+0.0006811i,-0.00033382+0.0001962i,-4.3824e-05+0.00059089i,0.00045556+0.00099437i,0.00020454+0.00099351i,-0.0010065+0.00060312i,-0.0013528+0.00037225i,0.00016227-5.4696e-05i,0.00019644+4.0758e-05i,-0.00021376+0.00013696i,0.00034466-0.00027355i,0.00017731+2.583e-05i,-0.00067231+0.00072721i
-1.6602e-05+0.00049023i,-0.00093448-0.00013961i,-0.00094634-0.0010722i,-0.00064244-0.0026966i,-0.00031672-0.0038188i,-0.00072611-0.0025842i,-0.001028-0.00030247i,9.2768e-05+0.0011541i,0.00064339+0.0013974i,0.00046277+0.00049671i,0.00038656+0.00030098i,0.00060651+0.00056777i,0.00040225+0.00063157i,-0.00023162+0.00072385i,-0.00022139+0.00040969i,-0.00067352+0.00022238i,-0.00080714+0.00053694i,-0.00037372+0.00071051i,0.00012286+0.00040551i,0.00011469+8.0574e-05i,-0.00015237-0.00020731i,5.8222e-06-0.00011166i,6.3947e-05-0.0002178i
-0.0012073-0.00045456i,-0.00075598-0.00046089i,-8.8362e-05-0.00055526i,0.00068843-0.00036481i,0.00045114-0.00054576i,-0.00070897-0.00049159i,-0.00082438-0.00026619i,-0.00030454+0.00062609i,0.0001634+0.0014138i,0.00049178+0.0013359i,0.00029389+0.00084812i,-0.00014632+0.00043106i,-0.00033013+0.00013945i,-0.00022832+2.7331e-05i,-0.00048053-0.00021864i,0.00010422-0.00027441i,0.00083489-0.00013496i,0.00034248-8.2383e-05i,0.00037227+0.00071082i,0.00058998+0.001353i,0.00076539+0.00062781i,0.00089113+0.00010366i,0.00059869+6.8948e-05i
-0.002281+0.00038721i,-0.0019193+0.0009484i,-0.00086661+0.0013602i,0.00030875+0.00091534i,0.00012521+0.00052833i,-0.00038809+0.00020335i,-0.00082347+0.00026944i,-0.0011806+0.00011324i,-0.0005049+0.00059462i,0.00075389+0.0012793i,0.00083861+0.0010658i,0.0004107+0.00048613i,0.00038849+0.00069157i,-5.6744e-05+0.00058913i,-0.00015597+0.00055153i,-0.00030053+0.00083433i,-0.00018585+0.00060646i,-0.00011721+0.00070673i,-0.00041934+0.00041697i,-0.00016232+0.00042152i,7.8401e-05+0.0001187i,-0.00012495-0.00041521i,-0.00044337-0.00011115i
-0.00057679+0.0012219i,8.3055e-05+0.00060162i,0.0012083+6.2706e-05i,0.00187-0.0009911i,0.0017547-0.0016322i,0.00057231-0.0013359i,-0.00086459+0.00020091i,-0.00064195+0.00076619i,0.00027403-0.0002947i,0.0010571-0.00062763i,0.0014739-0.00056593i,0.0010756-0.00015974i,0.00053289+0.00063278i,0.00010887+0.00066243i,9.2608e-06+0.00016042i,-0.00012508+3.6007e-05i,0.00045807+0.00034787i,0.0010015+0.00040271i,0.00070543+0.00015275i,5.6797e-05+0.00031115i,-0.00011079+0.00026473i,0.0005688+8.0738e-05i,0.001395-0.00045186i
-0.00070091-0.00012402i,0.00010429-0.00015954i,0.00047995+2.2455e-05i,0.00053817-0.00069664i,0.00021859-0.0012818i,-0.00092042-0.0014939i,-0.001153-0.00078493i,-0.00067128+0.00034006i,-0.00030711+0.00077677i,0.00010739+0.00060655i,0.00057959+0.00050003i,0.0004334+0.0001034i,-0.00028748+0.00037765i,-0.00048036+0.0011851i,-0.0001071+0.00091419i,0.00021634+0.00069005i,0.00036054+0.00029743i,-0.00011211-0.00043269i,-0.00022751-3.4652e-05i,-3.2113e-05+9.5881e-05i,-3.2387e-05-0.00064333i,2.0714e-05-0.00048002i,-0.00095643-0.00019266i
-0.0014034+0.0016704i,-0.0016639+0.0012794i,-0.00089778+0.0016326i,0.00039729+0.0011986i,0.00034702-0.00019781i,-0.0010168-0.00086131i,-0.0014626-0.0010698i,-0.0015166-0.00032028i,-0.0012109+0.00070116i,-5.6872e-05+0.00076575i,0.0006239+0.00013885i,0.0010158-0.00096847i,0.00044612-0.00086751i,-0.0001895+0.00016187i,-0.00036371-0.0001994i,-0.00045063-0.00064107i,-0.00033398-0.00039625i,-0.00060074+0.00027667i,-0.00078413+0.00062277i,-0.00056576+0.00011794i,-0.00076371-0.00023303i,-0.00023151-0.00033104i,0.00097367-0.00055512i
0.0015459+7.9099e-05i,0.0018453-0.00094912i,0.0018804-0.0026069i,0.0015719-0.0031952i,0.0007205-0.0028641i,-0.00028339-0.0023838i,-0.0010823-0.00098354i,-0.0011873+0.0010436i,-5.0278e-05+0.0014036i,0.00086093+0.00070711i,0.00046363+0.00057685i,0.00064597+0.00051897i,0.00087046+0.00011432i,-0.00046293-0.00024877i,-0.0015357+0.00047096i,-0.001421+0.00095758i,-0.00083119+0.00076394i,-0.0005658+0.00040312i,-0.00014097-0.00032914i,0.00099677-0.00047917i,0.0017524+5.0763e-05i,0.00078427+0.00019203i,5.9342e-05+0.0003555i
-0.0016827+0.00014169i,-0.0006043-1.122e-05i,-8.6906e-05-0.00075178i,8.4771e-05-0.0021062i,0.00033796-0.0027178i,-0.00087487-0.0018054i,-0.0019765-0.0007523i,-0.0011836+0.00037303i,-0.00037199+0.00086494i,-0.00025179+0.00059191i,0.0010643+0.00036982i,0.0017101-0.00030799i,0.00052814-0.00070319i,-0.00040758-0.00022366i,4.3645e-05+0.00046964i,0.00045942+0.00099148i,-0.00011283+0.0010597i,-0.00079195+0.00016227i,-0.00027106-0.00036749i,0.00044862+0.00017028i,0.00051727+0.0012387i,-8.7651e-05+0.000811i,-4.0166e-05-0.00018235i
-0.00014637+0.00039024i,0.00074782+0.00037936i,0.0014616-0.0007084i,0.0014486-0.0022151i,0.00098819-0.003297i,0.00029374-0.0028527i,-0.00093386-0.0012329i,-0.00087856+0.00015271i,-0.00017491+0.0005133i,-0.00039922+9.38e-06i,-0.00035112-0.00033832i,-0.00022558-0.00034651i,7.1708e-05+0.00044548i,0.00025114+0.00093105i,0.00014993+0.00054769i,5.0703e-05+0.00052793i,-4.1008e-05+0.00030765i,-2.9593e-05-0.00024669i,0.00041842+0.00016097i,0.00026552+0.00015126i,-0.00018166-7.9413e-05i,-0.00040288+0.00015504i,0.00017934+0.00026523i
0.0020325+0.00082966i,0.0022587-0.00021649i,0.0019077-0.0011477i,0.0012087-0.0022525i,0.00083047-0.0028817i,3.1655e-05-0.0013073i,-0.00053377+0.001248i,-0.0002011+0.0024063i,0.00032884+0.0024175i,0.00033106+0.00099678i,-0.00034614-0.00019164i,-0.00082703+4.221e-05i,-0.00071383-0.00060656i,-0.00036797-0.0013942i,-0.000551-0.00043797i,-0.00012794+0.00022358i,0.00068435-0.00037174i,0.00036835+7.3963e-05i,9.181e-05+0.00081753i,-0.00015941+0.00081588i,-0.00044514+0.00056911i,5.289e-05+3.2814e-05i,0.00054852-0.00034899i
0.0014905+0.00019347i,0.0011861-0.00016026i,0.0023954-0.00080291i,0.0025592-0.0021847i,0.00052636-0.0029659i,-0.0013723-0.0017539i,-0.0025427+0.00037016i,-0.0022542+0.00060486i,-0.00072589+0.00021146i,8.7227e-05+0.00027386i,0.00018353-0.00016661i,0.00013023-0.00058364i,9.4608e-05-0.0005784i,-5.3113e-06-0.00017719i,0.00064684+0.00066706i,0.00083677+0.0011643i,0.00029157+0.001297i,0.0010227+0.00093052i,0.0015347+0.00067681i,0.00060114+0.0006652i,0.00054349+0.0010573i,0.00078064+0.0010548i,3.1531e-05+0.0003052i
-0.00064031+0.0011102i,-8.3299e-05+0.00093474i,0.00040262+0.00010893i,0.00094886-0.00033362i,0.0011372-0.00098303i,1.5433e-05-0.0014938i,-0.0012676-0.00078414i,-0.00091075+4.8401e-05i,-0.00039515+0.0011567i,-0.00021808+0.0013278i,-0.0002796+0.00056988i,-0.00039157+0.00027631i,-0.00081612+0.00021977i,-0.00054028+0.0005754i,0.00062354+0.001137i,0.00084086+0.00080174i,0.00097099+0.0004576i,0.00098619+0.0005865i,0.00016353+0.00081248i,0.00026963+0.00066984i,0.0011404+0.00016247i,0.0010839+0.00075553i,0.00056929+0.00083031i
-0.00074046+0.00040248i,0.00046025+0.00024254i,0.00058273-0.00022872i,0.00042101-0.0012577i,7.4326e-05-0.0016507i,0.00027715-0.00092538i,0.00012056+0.00034284i,-0.0006195+0.00067276i,6.4437e-05+0.0004703i,0.00098093+0.00066626i,0.0006749+0.001172i,0.00064508+0.0012525i,0.00057532+0.00037814i,-0.00037841-0.00011797i,-0.00014571+0.00018685i,0.00069026+0.00022568i,6.5111e-05+0.00015366i,-0.0002316+0.00054116i,4.9191e-05+0.00086679i,0.00013666+0.00091665i,0.00015047+0.0014936i,0.0004021+0.0016397i,-0.00013711+0.00018329i
0.000413-0.00069445i,0.00022165-0.00046341i,-0.00010797-0.00021386i,0.00012964-0.00065122i,0.00024321-0.00083378i,-9.6272e-05-0.00096286i,-0.00067485-0.00067117i,-0.0013392-0.00012032i,-0.00096665+0.00061027i,0.00041973+0.00068892i,0.00067111+0.00039754i,-0.00014953+0.0007043i,-5.2273e-05+0.00094986i,1.1137e-05+0.0011543i,-0.00049255+0.00055325i,-0.00051267+0.00040666i,-0.00060458+0.00066702i,-0.0010682+0.00053885i,-0.00079497-0.00012311i,-0.00064138-6.2119e-05i,-0.00036974+0.00039881i,-0.00053085-0.00021225i,-0.00035779-0.0010038i
-0.0011846+0.00047006i,-0.0010386+0.00034023i,0.00042031-0.00019429i,0.0020674-0.00085624i,0.0020593-0.0013408i,0.0010118-0.0015481i,-0.00013497-0.00047843i,-0.00029129+0.00077694i,0.00056963+0.0014572i,0.00070522+0.0010071i,-3.7097e-05+0.00013729i,-2.3649e-06+7.732e-05i,0.00032618+0.00038009i,-0.0004919+0.00032076i,-0.00060783-0.00027182i,-0.00054901+8.0384e-05i,-0.00055575+0.0012053i,0.00021716+0.00093867i,0.00072481-0.00014316i,0.00084889+6.8973e-05i,0.00082143+0.0005122i,0.00049111+0.00067714i,0.00046021+0.00067717i
-0.0019196-0.0010273i,-0.00060541-0.00018437i,0.00025754-0.00036081i,0.00043175-0.0011446i,0.00042851-0.0017885i,-5.78e-05-0.0016788i,-0.0010146-0.00063038i,-0.00055862+0.00049696i,0.00012914+0.0007338i,0.00097708+0.00041286i,0.0011158+0.00058089i,0.00014331+0.000361i,-0.00072242-0.00040639i,-0.00078158-0.00080374i,-0.0004442-0.00019014i,4.6553e-05+2.3884e-05i,0.00057708+0.00032851i,0.00041732+0.0008813i,-0.00027727+0.00045638i,-0.00029803-0.00012681i,-9.2852e-06-0.00041855i,-7.9106e-05-0.00023295i,-4.5947e-05-6.4216e-05i
-6.4132e-06+0.0037046i,0.00048768+0.0034439i,0.00098078+0.002375i,0.0018557+0.00030705i,0.0019281-0.0012178i,0.0009209-0.0013253i,-8.4872e-05-0.00031603i,-0.00088407+0.00094771i,-0.00064642+0.0011632i,0.00010561+0.0010145i,0.00015209+0.00080767i,0.0003482+0.0001752i,0.00062917-7.4986e-05i,0.00031669-0.00010557i,-0.0001008-2.3948e-05i,-0.00050754-0.00052197i,-0.0011221-0.00053688i,-0.0004423+4.1002e-05i,0.00049014+0.00024685i,0.00017905+8.1272e-05i,-0.00014456+0.00026916i,-0.00012068+9.8901e-05i,0.00013571-0.00016721i
-0.0013111-0.0030225i,-0.0010483-0.0032851i,0.00033236-0.002512i,0.00089346-0.002345i,-7.8792e-05-0.0026711i,-0.00068308-0.0019029i,-0.00014557-0.00011079i,-0.00020421+0.0011929i,-0.00067165+0.0010037i,-0.00054997+0.00054853i,6.7582e-05-0.00013911i,0.00039792-0.0001748i,8.4886e-06+0.00029889i,-0.00092942+0.00031854i,-0.00060376+7.8832e-05i,0.00021653-9.1718e-05i,-0.00028241+0.00016613i,-0.00035068+0.00079578i,4.8478e-05+0.00042256i,0.000417-6.4984e-05i,0.00068074+3.0653e-05i,0.00049865-1.1782e-05i,3.782e-05-0.0001845i
0.0025634+0.0015158i,0.0025895+0.00051894i,0.001889-0.0003656i,0.0013702-0.0016676i,0.00020705-0.0019493i,-0.0012154-0.001513i,-0.00053496-0.00091325i,-0.0001983+0.00014319i,3.8104e-05+0.00093715i,0.00064887+0.0010685i,0.00049476+0.00031877i,-2.2266e-05-0.00052038i,-0.000116-0.00055312i,-0.00019438+0.00052554i,-0.00029263+0.0011964i,3.6034e-05+0.00075627i,-8.605e-05+0.00038335i,0.00062182+0.00029525i,0.001144+0.00055502i,0.0007832+0.00071054i,0.00051574+9.4336e-05i,0.00039207-0.00011728i,0.0006685-0.00016814i
-0.003047-0.00011951i,-0.0011122-0.0008685i,-0.00059945-0.0010121i,-0.00010004-0.0013487i,0.00041987-0.0018666i,-0.00071388-0.001287i,-0.0014365-0.00019746i,-0.00036008+0.00045098i,0.00030006+0.00074526i,0.00017105+0.0003738i,0.00011023-6.6005e-05i,0.00039047+0.00075008i,0.00059471+0.00027671i,0.00050944-0.00075248i,0.00090699-0.00017588i,0.00067865+0.0004777i,7.227e-05+0.00014331i,-0.00014468-0.00084145i,0.00033689-0.00055423i,0.00038826+0.00032412i,0.00058138+0.00082073i,0.00023201+0.00084108i,-0.00023237+0.00041253i
0.0015214+0.0010813i,0.002769+0.00094728i,0.0027615-3.1542e-06i,0.0023873-0.0014019i,0.0017935-0.0018753i,0.00069611-0.0015862i,-2.4274e-05-0.00075808i,3.4924e-05+0.00066346i,0.00031251+0.00095068i,-0.00020493+0.00050635i,-0.00083172+0.000315i,-0.00082622-5.1959e-05i,-0.00046046+3.7065e-05i,0.00010627+0.00023178i,-0.00028398+0.00035418i,-0.00020255-1.6692e-05i,0.0002113+0.00015061i,-6.7101e-05+0.00045824i,8.6906e-05+0.00058609i,0.00051545+0.00054367i,0.0003526+0.0001915i,-0.00029812+0.00029386i,-0.00048672+0.00037144i
-0.00086906+0.0016201i,0.00027174+0.00078219i,0.0012217+9.5583e-05i,0.00054203-0.0006846i,0.00018845-0.0016952i,4.5674e-06-0.0018216i,-0.00047175-0.00068772i,-0.00073849-0.00034493i,-0.00075128-0.00014509i,-0.00036184+0.00066357i,0.00010657+0.0010887i,0.00030229+0.00047278i,9.1238e-05+0.00024101i,0.00018-9.4334e-05i,0.00053695-0.00050956i,0.00078456-0.00035674i,0.00041378-5.4009e-05i,0.00021145-8.7496e-05i,0.00021383+0.00034249i,-0.00027785-0.0001124i,3.9916e-05-0.00021839i,0.00076031+0.00024299i,0.00058147+0.00018354i
0.00060974+0.00062083i,0.0016969+0.00071166i,0.0024016+0.0011549i,0.0033222+0.00035563i,0.0027804-0.001146i,0.0010604-0.0013037i,-0.00041133+0.00068496i,-0.00025556+0.0019556i,0.00021689+0.0012548i,-0.00022822+0.00046418i,-0.00049165+0.00041733i,-0.00060713+0.00037301i,-7.297e-06+5.746e-05i,0.00035286+0.00025497i,0.00027208+0.00053545i,0.00028394+0.0005787i,0.0005878+0.0010722i,0.00059647+0.00094609i,0.0002057+0.00053801i,-9.6777e-05+0.00035835i,0.00042252+4.7199e-05i,0.00086019+0.00011434i,0.0010022+0.00075157i
0.00070447+4.9413e-05i,-2.646e-05-0.00016341i,-0.0004647-0.00074789i,0.00030586-0.0019505i,0.0007122-0.0020824i,-0.00056088-0.001022i,-0.0019051+0.00046463i,-0.0021314+0.0018529i,-0.00062512+0.0018552i,0.00033885+0.00061681i,0.00079425+0.00019239i,0.00089935+0.00030027i,0.00051286-0.00011081i,0.00020655-0.0003703i,0.00022642-0.0001298i,0.00041838+0.00039179i,0.00047354+0.0010165i,0.00054415+0.00048163i,0.00086571+0.00016031i,0.0008772-0.00025863i,-0.00035647-0.00061723i,-0.00070807-4.8779e-05i,2.2216e-05-0.00016082i
-0.00018696+0.0011678i,-0.00011759+0.0011633i,0.0010833+0.00077283i,0.002503-0.00085091i,0.0023598-0.0021695i,0.0014637-0.0018158i,0.0010463-0.00012494i,0.00022835+0.00097538i,0.00066882+0.0011211i,0.0017738+0.0013092i,0.0011757+0.0006998i,-0.00020754+0.00090733i,-0.00069285+0.0010101i,-0.00075769+0.00072482i,-0.0013262+0.00038299i,-0.0015103-0.00017059i,-0.0010507-0.00025869i,-0.00050063+0.00031178i,0.00025099+0.0010406i,0.00012971+0.0013645i,-0.00041156+0.0010178i,-4.154e-05+0.0008061i,0.001057+0.00031552i
0.00018677-0.0020941i,0.00011153-0.0016123i,-0.0008499-0.0012118i,-0.00038936-0.0020995i,-0.00018046-0.0024029i,-0.0013784-0.0019651i,-0.0018514-0.00073154i,-0.00071972+0.00050635i,0.00036179+0.00068499i,0.00085486+0.00086668i,0.00077179+0.00045434i,0.00050465-0.00023048i,0.00012745+7.3129e-05i,-7.5459e-05+0.00021259i,0.00011725-0.0002982i,0.00016388-0.00023408i,8.9983e-06+0.00019002i,0.00028115+8.7364e-05i,0.00022989-0.00040125i,-0.00084529-0.00021581i,-0.00087383+0.00037288i,-0.00011866+7.1078e-05i,-0.0002165+3.7048e-06i
0.0010762+0.0031599i,0.00087035+0.00021194i,0.0020903-0.0017406i,0.0035825-0.0027238i,0.0032835-0.0033776i,0.0011729-0.0028154i,-0.00084942-0.00080208i,-0.00076833+0.0011125i,0.00035165+0.001099i,0.00058357+0.00055805i,0.00021384-5.3539e-05i,-0.00035167-0.00028271i,-0.00072202+0.00021978i,-0.00042652+2.8111e-05i,-0.00032635-0.00072601i,-0.00013305-0.0011053i,0.00015833-0.00040193i,-0.00054542+0.00057274i,-0.00049721+0.00043335i,0.00014345+0.00014642i,-0.00056864+0.00050943i,-0.00069072+0.00084922i,7.2599e-05+0.00048331i
0.00015996+0.00066172i,0.00047816+0.0011492i,0.0012004-0.00061716i,0.00014332-0.0024618i,-0.00077643-0.0025123i,-0.0011735-0.0023487i,-0.0013494-0.0012743i,-0.00037303+0.0006249i,0.00052639+0.0012238i,0.00070968+0.00035856i,0.00055512-3.9068e-05i,-0.00043057-0.00029182i,-0.0011192-0.00064333i,-0.0012602+0.00012899i,-0.0004608+0.00092968i,0.0006836+0.0010428i,0.00039494+0.00074681i,-0.00051641+0.00030565i,-0.00037313+7.5496e-05i,0.00020013+0.00012758i,0.00011999+0.00036795i,-0.00017792+0.00089191i,0.00041497+0.00111i
0.00085297-0.0010173i,-7.5233e-05-0.00087115i,-0.00010436-0.00033137i,0.00071805-0.00060968i,0.00080285-0.0010642i,-0.00010772-0.0013273i,-0.00080576-0.00028484i,-0.00074607+0.00060758i,-0.0001152-6.311e-05i,0.0001439+5.1357e-06i,0.00023355+0.00023362i,-2.225e-05+0.0002231i,-0.00071201+0.0005858i,-0.00046878+0.00064197i,0.00056419+0.00049964i,0.00063284+0.00093273i,0.00011996+0.00062086i,-0.00032251+0.00018381i,-0.00041657+0.00043788i,2.576e-05+0.0007898i,0.00018531+0.00075887i,-5.8585e-05+0.0006404i,-0.00019016+0.00054391i
-0.00052233+0.0017371i,-2.6666e-05-0.00043698i,-0.00055881-0.0018341i,-0.00048117-0.0023987i,-5.6119e-05-0.0025973i,-0.00040334-0.0017678i,-0.00093777-0.00029652i,-0.00059803+0.0012461i,0.00031881+0.0016927i,1.8527e-05+0.0010675i,-0.00022972+0.0006475i,-0.00015801+0.00053846i,-0.00018897+0.00046377i,0.00026208-5.0655e-06i,0.00073991-3.3255e-05i,0.0010446+0.00024818i,0.00074606+0.00086212i,9.3966e-05+0.0012912i,0.00080001+0.00058862i,0.0005348+0.00043024i,-0.00025626+0.00066299i,-0.00013311-9.7363e-05i,0.00040849-0.00072943i
0.0015929-0.0012891i,0.001137-0.0011173i,0.00076845-0.0010553i,0.00051076-0.0017219i,-9.567e-05-0.0018827i,-0.00014806-0.0009184i,0.00019824+0.00013344i,0.00051019+0.0012413i,0.00055027+0.0010461i,0.00077683+0.00064404i,0.00057435+0.00036777i,8.5963e-05-2.8367e-05i,-0.00017047-0.00015312i,-0.00049982-0.00011597i,-0.00035974-0.00014573i,-7.7058e-05-1.7076e-05i,-0.0003192+8.4341e-05i,-0.00011449-0.00014879i,0.00023134-5.4048e-05i,0.00012166+0.00031777i,0.00040832+6.0145e-05i,0.0010892-0.00051301i,0.0011382-0.00051118i
0.00015474+0.0016792i,0.00072065+0.0020316i,0.00064377+0.0017177i,0.00085282+0.00023354i,0.0015467-0.0011794i,0.0013077-0.001589i,-4.5766e-05-0.00085243i,-0.00098676+0.00083956i,-0.001199+0.0012008i,-0.00071619+0.00061965i,-8.7508e-05+0.00017315i,-0.00020389-1.7475e-05i,-0.00053036-0.00013232i,-0.00014145-0.00014751i,0.00036666+0.00069709i,0.00057865+0.00081279i,-0.00022301+0.00055857i,-0.0015687+0.00038552i,-0.0013143+6.554e-05i,7.8374e-05+0.00033393i,0.00049375+0.00024689i,0.00045815-0.00069307i,0.00047098-0.0012663i
-0.0011387-0.0019919i,-0.00040485-0.0020868i,-0.00017133-0.0015562i,0.00030391-0.0014622i,0.00069238-0.0015063i,-5.5832e-06-0.0011739i,-0.00077627-8.4109e-05i,-0.00035336+0.00043498i,0.00043547+0.00032498i,0.00071578+0.00053225i,0.00087545+0.00046448i,0.0006831+0.000358i,0.00027344+7.5493e-05i,-8.8358e-05-0.00065261i,-0.00033181-0.00019959i,-0.00033215+0.00058857i,-0.00051446+0.00054739i,-0.00013882+0.00042814i,7.5715e-07+0.00037165i,-7.2888e-05-0.00029383i,0.00062776-0.00038753i,0.0011058+0.00036076i,0.00024491+0.0010834i
-0.00037463+0.0010255i,0.00013407+0.0018893i,0.0004534+0.001062i,0.00027965-0.00042347i,-7.1497e-05-0.00086485i,-0.00070304-0.00019631i,-0.0014895-0.00024123i,-0.0013112+0.00023095i,-0.00042748+0.0013359i,0.00045067+0.0014069i,0.00051867+0.00064781i,0.0006106+0.00030023i,0.00055604+0.0001727i,0.00020767-3.661e-05i,-0.0004361+4.3307e-06i,-0.00071652+0.00060158i,-0.00012273+0.0012945i,0.00025228+0.0012584i,0.000153+0.00068976i,-0.00044745-7.1102e-05i,-0.00074384-9.4743e-05i,-0.00046247-0.00037312i,-0.00020534-0.00072705i
0.00094111+0.00085684i,0.0013724-0.00060398i,0.0020368-0.0015412i,0.0018687-0.0018686i,0.00090275-0.002121i,-0.00039828-0.00099001i,-0.0015308+0.00073495i,-0.00095897+0.0014898i,-0.00021453+0.0010376i,-0.00020007+0.00040013i,-0.0003355+0.00026365i,-0.00074131+0.00046286i,-0.00033904+3.8182e-06i,-0.00013838-0.00043944i,-1.8204e-05+6.9625e-05i,0.00031745+0.00071461i,-8.8894e-05+0.00091898i,8.1418e-05+0.00089887i,0.00045718+0.0007085i,0.0006325+0.00047061i,0.0014095+0.00061872i,0.00096886+0.00082256i,-0.00044839+0.00017067i
