-0.004678-0.0015498i,-0.0048503-0.0012032i,-0.0040567+0.0011014i,-0.00070116+0.0015295i,0.0017964+0.0020775i,0.0017222+0.0012518i,0.00044211-0.00024065i,-0.00038787-0.00058811i,-0.00022034-0.00066165i,0.0012666+6.5291e-05i,0.0020566+0.00018106i,0.0017089-0.00069883i,0.0016751-0.00092237i,0.0012572-0.00091361i,0.001069-0.00094643i,0.00077837-0.00047694i,0.00010709-0.00016768i,0.00035309-0.0003141i,0.00031006-0.00080441i,0.00030026-0.00094361i,0.0005182-0.00033289i,0.00061531-9.9997e-05i,0.00081366-0.00013567i
0.00058435+0.001076i,0.0012725+0.0021459i,0.0017948+0.0017176i,0.0022436+0.0015393i,0.0015106+0.0018089i,0.00026498+0.0012669i,-0.00028681+0.00035592i,-0.00012693+9.7906e-05i,0.00037111+8.2294e-06i,0.0010879+3.0492e-05i,0.0011665+0.00019983i,0.00082774-0.00024301i,-0.00031701-0.00065205i,-0.00060618-0.00057878i,-0.00021893+2.2849e-05i,5.4294e-05+9.5461e-05i,0.00030777-0.00019763i,-9.5592e-05+5.055e-05i,6.6756e-05+0.0001593i,0.00044308+0.00056371i,0.00018144+0.00053076i,0.0003237-0.0001896i,0.00059464-0.00077922i
-0.0010202+0.00196i,-0.0010841+0.0017768i,-0.00086021+0.0020037i,0.00054055+0.00070363i,0.0011534-0.0012075i,7.4033e-05-0.0021174i,-0.00086209-0.00094404i,-0.0014075+0.00031869i,-0.0015638+0.00050752i,-0.00066463-2.375e-05i,-0.00015811-0.00063153i,-0.00084631-0.00085987i,-0.00072302-0.00026976i,0.00059003+0.00083541i,0.00089452+0.0012016i,0.00043658+0.0006012i,-0.0002185+1.0385e-05i,-0.0011212+0.00059541i,-0.001338+0.00088514i,-0.00051539+0.0001961i,-3.4778e-06-0.00046839i,0.00037668-0.00052372i,0.00068803+4.895e-05i
0.00049143-0.0030118i,-0.00063357-0.002421i,-0.0010398-0.00031768i,-3.6512e-05+0.0006925i,0.00083459-0.00010639i,0.0011605-0.00095099i,0.0014467-0.00041351i,0.0010689-0.00030565i,0.00011922-0.0010507i,-0.0004639-0.00074709i,-0.00019738-0.00016903i,0.00032232+0.00042658i,0.00049852+0.00060093i,0.00059057+7.8793e-05i,0.00087865-0.0002173i,0.00096485+0.00031808i,0.00015239+0.00023675i,-3.5476e-05-0.00049465i,0.00014837-0.0010686i,0.00012884-0.001008i,-0.00020894-8.9264e-05i,-0.00042228+0.00036995i,-0.00020988+0.00024349i
-0.00017839+0.0015008i,-0.00021549+0.0020415i,0.00045795+0.0016477i,0.00048907+0.00028683i,0.00041635-0.00067794i,-0.00024364-0.00019502i,-0.00077112-0.00010472i,4.089e-05-0.00045665i,0.00051972-0.00036268i,0.00026011-0.00086055i,0.00050141-0.00099438i,0.0007317-0.00074041i,0.00087289-0.00098647i,0.00094252-0.00082583i,9.6128e-05+0.00036286i,-9.9129e-05+0.00099469i,0.00041673+0.00039321i,0.000219-0.00026274i,0.00059569-0.00019505i,0.00099198-0.00067758i,0.00054817-0.001238i,-3.6693e-05-0.00065407i,-0.0008095-6.9228e-05i
-0.00077567-0.0008881i,-0.0017317-0.0020238i,-0.0013623-0.0014926i,-0.00059875+0.00031348i,-0.00085098+0.0015782i,-0.00029161+0.0016658i,0.00057857+0.0012641i,0.0010991+0.00036312i,0.0009667+2.5306e-05i,-0.00037333+0.00035788i,-0.00097128+0.00019406i,-0.00091819+9.1881e-05i,-0.0004115-0.00040059i,0.00025138-0.00023747i,0.0008424-5.9002e-05i,0.0013686+7.1963e-05i,0.00048555+0.00025278i,-0.00016669+0.00011806i,7.4812e-05+3.1782e-06i,0.0002667+0.00013172i,0.00038502+0.00016608i,0.00042246-0.00017328i,-0.00018803+8.6925e-05i
0.0011007+0.0013462i,0.0021614+0.001737i,0.0024642+0.0009685i,0.0020292-0.00044485i,0.00206-0.0014246i,0.0014449-0.0015384i,0.0007715-0.0019976i,0.00072619-0.0017125i,0.00023157-0.00095944i,0.00011969-0.0010635i,-0.00019235-0.0011725i,-0.0003527-0.0007461i,-0.00033329-0.00047749i,-0.00043463-0.00065636i,-0.00053633-0.00088639i,-0.00032892-0.0005039i,-0.00042554-0.00035632i,0.00011947-0.0011165i,0.00035361-0.00082277i,-0.0006537+0.00019486i,-0.00055811-1.8782e-05i,-6.073e-05-0.00032819i,-0.00011726+8.8791e-05i
-0.0016192+0.0025294i,-0.001684+0.0028558i,-0.0011459+0.0026429i,0.00010261+0.0018881i,0.00057611+0.00032554i,-0.00026159-0.00063708i,-0.0012984-0.00035811i,-0.00097755-0.00044836i,-0.00018598-0.00023331i,6.4088e-05+0.00014549i,5.897e-05-0.00065543i,0.00058715-0.00059642i,0.00048894-0.00054426i,-0.00018576-0.00054844i,-0.00047019-0.0003788i,-0.00034133-0.00020121i,0.0001378+0.00057495i,-0.00020885+0.00067169i,-0.00036096+0.00031972i,-0.00017821+0.00047391i,-0.0001867+0.00033704i,0.00023836+0.00031555i,0.00068641-0.00031192i
-0.00023166-0.00024486i,0.0011373+0.00089961i,-0.00012066+0.0010484i,-0.00032298+0.00026839i,0.00056262-0.00089499i,0.00080908-0.0011821i,0.00076344-0.0013449i,0.00062714-0.0013908i,-0.00028557-0.00098195i,-0.00077704-0.00074599i,-0.00053665-0.00071036i,6.216e-05-0.00067595i,0.00016875-0.00098886i,0.00056617-0.0013305i,0.00033528-0.00077169i,0.00035029-0.00011424i,0.00074012-0.0001996i,0.00027758-0.00011991i,-0.00040661+0.00020565i,-0.00070648+0.00047959i,0.00026858+2.406e-05i,0.00098663-0.00039748i,0.00096112-0.00035429i
0.00050793+0.002939i,0.0012842+0.0040191i,0.00057554+0.003859i,0.00053812+0.0019586i,0.0013558+0.00030163i,0.0011012-0.00056157i,-0.00024669-0.00036377i,-0.00010368+0.0002249i,0.00043251+0.00038729i,0.0001188+0.00054732i,-0.0004333+0.00069211i,-0.00039067+0.00043173i,0.00022306-0.00034512i,0.00080824-0.00039847i,0.00081414+0.00047008i,0.00031515+0.00020163i,-4.2351e-05-8.4468e-05i,0.00037399-0.00060321i,6.3589e-05-0.0012489i,-0.00047497-0.0011394i,-0.00033357-0.00040602i,-0.00033973+6.6114e-05i,3.8861e-05-0.00067479i
-0.00041328+0.00096059i,-0.00031111-0.00051826i,0.00017519-0.0010494i,-0.00022947-0.0008283i,-0.0015041-0.0010668i,-0.0017279-0.00081517i,-0.001249-4.7978e-05i,-0.00081145+0.00031828i,0.00026826+0.00021713i,0.0010006-0.0006328i,0.00065674-0.00064368i,0.00051078-0.00033387i,0.00017512-0.00037646i,-0.0002954+0.0003053i,-0.00027248+0.00032111i,-0.00031048+8.218e-05i,-0.00090416-0.00015426i,-0.000761+0.00010437i,-0.00024756+0.00047489i,-1.8146e-05-0.00014183i,-2.6235e-05+0.00030791i,2.7042e-05+0.00044389i,5.5945e-05+0.00035892i
0.00033729+0.00042905i,0.00080506+0.00046604i,0.0013005+0.00077685i,0.0014004+0.0010452i,0.0013023+0.00029065i,0.00077888-4.1181e-05i,0.00030108+1.8296e-05i,0.00037936+0.00018896i,0.0002143+0.00015522i,-0.00014852+0.00031112i,-8.1076e-05+0.00012145i,5.604e-05-0.00038418i,0.00056512-0.00037599i,0.00050711+0.00011605i,3.5523e-07-0.00011726i,0.00022599-0.00016849i,-0.00020454+0.00057825i,-0.00074758+0.0010685i,4.9261e-05+0.00068608i,0.00018157+0.00055498i,-0.00038159+0.00056766i,0.00012701+0.00048951i,0.00025367+0.00056374i
0.00025793+0.0007376i,-0.00048876+0.0016944i,-0.00097887+0.0015386i,-0.00037096+0.0012202i,-0.00010161+0.00052149i,-0.00064775-0.00024412i,-0.00084936-0.0011303i,-0.00039501-0.00074624i,0.00043022-0.00016297i,0.00061581+0.00037408i,4.8961e-06+0.00092188i,-0.00021919+0.00032754i,0.00027193-0.00062476i,0.0013917-6.8515e-06i,0.00059308+0.00062453i,-0.0008521-1.115e-06i,-0.00073093-0.00015922i,-0.00034319+4.4098e-05i,-1.6734e-05+0.00042376i,9.2681e-05+0.00067821i,-0.00025274+0.00040648i,-0.00054847+0.00028719i,-0.00064234+0.00041428i
-0.0013505+0.00045597i,-0.0013166+0.00022127i,0.00045658+0.00042068i,0.002314+0.00063842i,0.0033229+0.00031336i,0.0034718-0.00036048i,0.0014378-0.0010488i,-0.0001395-0.0015733i,6.4257e-05-0.00062743i,0.00049667-0.00015175i,0.00031067-0.00033104i,3.9757e-05-0.0003408i,0.00014824-0.00028058i,0.00029834-5.897e-05i,0.00082231-0.00033775i,0.00045654+0.00030612i,-0.00057689+0.00063639i,-0.00073208+0.00052432i,-0.00052331+0.00052343i,-3.2455e-05+0.00016394i,0.00022519-6.5923e-05i,0.00013317-0.00010495i,-0.00065645+0.00019281i
0.0030495-6.4181e-05i,0.0025904-0.00084923i,0.0014396+0.00016541i,0.00044632+1.7205e-05i,0.00039634-0.0010726i,-7.1865e-05-0.0011359i,-6.5748e-05-7.8761e-05i,6.2322e-05+0.00032571i,-0.00049091+0.00023201i,-0.00066657-0.00062921i,-0.00036453-0.0012965i,-0.00024939-0.00060819i,-0.00059028+5.2044e-05i,-0.00067833+0.00055144i,-0.00044676+0.00069291i,-0.00022672+0.0004173i,0.00015625+0.00028004i,0.00027422+0.00022194i,0.00025258+0.00040675i,0.00019791-0.00012051i,-0.00014835-0.00049841i,-0.00061066-0.00034061i,-0.0011331+0.00027718i
0.00019306+2.7117e-05i,-0.00032082+0.00032524i,-8.0707e-05+0.00028568i,0.0006625-0.00091614i,0.00082365-0.0019359i,0.00020885-0.0012654i,-6.4804e-05-0.0001548i,0.00039758-0.0010178i,0.00038418-0.0016941i,0.0002236-0.00065881i,-4.5286e-05-5.7811e-05i,-0.00021647-1.6543e-05i,0.0003256+0.00013253i,0.0010513-0.00046361i,0.0011788-0.00015176i,0.00077981+0.00087962i,0.00079006+0.0010822i,0.00045789+0.00070827i,-0.00014009+0.00038093i,-7.7398e-05-0.00015278i,0.0001942-0.00023017i,-0.0003227+0.00010636i,-0.00081549-0.00056617i
0.00081567+0.00015186i,0.00015301+0.00012281i,-4.9635e-05-0.00076202i,-3.49e-05-0.00083763i,-0.00062811-0.00014125i,-0.0014925+0.00051982i,-0.0011865+0.00059648i,-0.00076492+0.00022897i,-0.00067495-0.00028355i,-0.00039367-0.00032328i,-0.00018758-0.00016518i,-0.00019251-8.0316e-05i,-9.9466e-05+3.5538e-05i,0.00024208+0.0004221i,4.3388e-05+0.00063826i,0.00012196+0.00077873i,0.00020227+0.0008909i,-0.00025845+0.00094116i,-0.00068153+0.00047617i,-0.00038045-6.3484e-05i,5.9339e-05-0.00023118i,0.0007183+4.705e-06i,0.00077207+0.00063678i
-0.00013723+0.0011087i,0.001516+0.0021502i,0.0012063+0.0020941i,0.00061513+0.00058635i,0.0013071-4.7644e-05i,0.00068972-0.0003251i,-0.00054621-0.00099277i,-0.0005894-0.001131i,0.00010117-0.00044081i,0.00010801+0.00044278i,0.00059489+0.00094061i,0.00089051+0.00023434i,0.00036094-0.0009732i,0.00024123-0.0011838i,-1.7397e-05-0.001296i,-0.00019027-0.00086542i,0.00014348-0.00012197i,0.00043663+0.00021809i,0.0001642-0.00013786i,-0.00011839-0.00088787i,0.00042718-0.00096431i,2.0808e-05-0.00054035i,-0.00034105+0.00043047i
-0.0012095+0.00011043i,-0.0012745+0.00028091i,-0.00079947+0.0013277i,0.00075368+0.0016532i,0.0016203+0.00052777i,0.0016578-0.00065574i,0.0010931+3.5541e-05i,-5.7991e-05-2.5362e-05i,-0.00050169-0.00034704i,-0.00026223+0.00025708i,0.00014426+0.00034481i,0.00025911-6.2457e-05i,-0.00023945-0.00019543i,-0.00012365-0.00057867i,0.00064242-0.00027132i,0.00097179+0.00018463i,0.00085385+0.00056423i,0.00063841+0.0011582i,-1.7149e-05+0.00071161i,-0.00062663+0.00079153i,-0.00027164+0.001262i,-0.00018334+0.00075699i,-0.00025822+0.00017812i
-0.00041649+0.00037559i,-0.00014047-0.00053469i,8.1367e-05-0.0012692i,0.00022761-0.00092566i,0.00034502-0.00095764i,-0.00033232-0.00047789i,-0.00041949+0.0001354i,-0.00011935+0.00040796i,-0.00034433+0.00068031i,-0.00035956+0.00084326i,-0.0005482+0.00021137i,0.00023626+0.0002114i,0.0010579+0.00034307i,0.00088588-3.7004e-05i,0.00093211+0.00017076i,0.00039904+0.0011699i,-9.9474e-05+0.0013284i,0.00035004+1.4045e-05i,0.00065642-0.00068071i,0.00053471-0.00043705i,8.5407e-05-0.00069965i,-0.00023542-0.00089754i,-1.4816e-06-0.00052898i
-0.00044117+0.00068966i,-0.00016018+0.001989i,0.00026957+0.0020302i,0.00050753+0.0022785i,0.00025071+0.0018352i,0.00021509+0.00055413i,-0.00021054-0.00052533i,-0.00061259-0.00045736i,-0.0013349-0.0003582i,-0.00099587-0.00062323i,2.1424e-05-0.00019997i,0.00082498+0.00032503i,0.00061558-1.2934e-05i,0.00020501-3.9772e-05i,0.00092707+0.00032146i,0.0008336+0.00023734i,0.0001183+0.0005973i,0.0004001+0.00056853i,0.0012091-3.6869e-05i,0.0013053-0.00039953i,0.00061476-0.00067831i,-0.00013919-0.00058261i,-0.00082853-0.00029544i
0.00071856-0.00032223i,-0.00013779-0.0005556i,-0.00074326-0.00060615i,-0.00062502-0.00097336i,-3.6633e-05-0.0009956i,0.00038012+0.00011912i,0.00050378+0.00025071i,0.00061759+0.00016451i,0.00035152+0.00044859i,-4.7114e-05+0.00017846i,0.00015545-0.00053871i,0.0010226-0.00044001i,0.00099564-0.00021401i,0.00035526-0.00055569i,0.00011157-0.00060621i,-0.00069858-0.00054116i,-0.0011873-0.00065442i,0.00016772-0.0002027i,0.00080683+0.00042162i,0.00032665+0.00044893i,0.0004007+0.00043515i,0.00014613+0.00022339i,0.00022331-0.00038913i
0.00048235+0.0013599i,0.00059247+0.00081284i,0.00012088-6.6471e-05i,0.00023686-5.0106e-05i,0.00071125-0.00051552i,0.001767-0.00040051i,0.0021029-0.00026473i,0.00091855-2.2435e-05i,0.00040799-2.7991e-05i,0.00034362+0.00010284i,-0.00079609+0.00012763i,-0.0010383-0.00056968i,0.00054428-4.9399e-05i,0.0010957+0.00055499i,0.00051433+0.00032689i,-3.2326e-05+0.00031417i,-0.00018414-2.7918e-05i,-0.00015782-0.00030522i,-0.00033322-0.00082986i,-0.00060076-0.0010007i,-0.00013598-0.00032776i,-0.00020091+0.00029024i,-0.0010425-0.00039543i
0.00087868+0.000541i,0.00079723+0.00058362i,0.00049897-0.001337i,0.00014556-0.0015524i,-0.00053683-0.00054908i,4.8289e-05-0.0001566i,0.00017826+0.00062162i,-0.00069108+0.0011119i,-0.00048379+0.00064836i,-6.7334e-05-0.00018924i,-6.7442e-05-0.0007278i,-0.0002354-0.0011363i,0.00012507-0.0011398i,0.00078579-0.00018252i,0.00058046+0.00065232i,0.00058747+0.00062005i,0.00042532+0.00064382i,-4.1429e-06+0.00024008i,-4.9298e-05+0.00034792i,6.5398e-05+0.00064829i,0.00013043+0.0001417i,-0.00055353-0.00033952i,-0.00054126-0.00013928i
-0.00023722-0.00066422i,-0.0014262-0.00034411i,-0.0014419+0.00024679i,0.00029589+0.0012178i,0.0012158+0.001527i,0.00098555+0.0012042i,0.00071768+0.00029951i,0.00072021-0.00010364i,0.00041616+0.00046462i,-2.0752e-05+0.0008601i,0.00012798+0.00062033i,0.00034686+0.00074656i,2.4636e-05+0.00087489i,0.0005475-0.00017571i,0.0011557-0.00061353i,0.001067-0.00013351i,3.0036e-05-0.00022798i,-0.00084284-9.306e-05i,-0.00066608+0.000213i,-0.00068348-0.00026183i,-0.0010815-0.00042052i,-0.00084057-7.634e-05i,-0.00040895+0.00043136i
-0.0010585-0.00074817i,-0.00080557+6.4421e-06i,0.00023303+0.00062433i,0.00020686+0.00039076i,-2.8736e-05-0.00013583i,0.00016037+0.00011309i,0.00021787+0.00018217i,0.00031546-1.989e-05i,-4.831e-05-2.4532e-06i,-0.00054682-0.00046319i,-0.00098471-0.00096542i,-0.0010456+3.1589e-05i,7.4314e-05+0.0011266i,0.00069778+0.0010128i,0.00037767+0.00047439i,5.5786e-05+0.00078174i,0.00022278+0.00042435i,0.00059199-0.00069807i,0.0005359-0.00066492i,0.00063392-0.00016448i,0.00020176-0.00015035i,-0.00060805-0.00035733i,-0.00063222-0.0005628i
0.00060042+0.00094938i,0.0011579+0.002274i,0.00095768+0.0022153i,0.00056961+0.0010994i,-0.00025139-9.1457e-05i,-0.0011037-0.0003821i,-0.0010017+0.0003372i,-0.00021151+0.00029932i,0.00033434-4.3754e-05i,0.00088326-0.00020276i,-0.00010246-0.00027196i,-0.0011525+0.00010247i,-0.00097425+0.00059973i,-6.8796e-06+0.00023309i,0.00025254+0.00035972i,-0.00014662+0.00065258i,0.00019008+0.00046439i,0.00030612+1.245e-05i,-0.00017297-0.00058373i,-0.00030281-0.0001276i,0.00031489+0.00026345i,0.0010228+5.483e-05i,0.00074103-0.00025291i
-0.0011501-0.0010628i,-0.0016829-0.00073685i,-0.0011015-0.0010964i,-0.00021495-0.0011957i,-0.00012636-0.0010721i,0.00072806-0.00083817i,0.00025423-0.0012086i,-0.00044625-0.0017041i,-0.00021839-0.0012262i,-0.00081694+0.00025828i,-0.00042086+0.00083984i,-0.00050971+0.00067917i,-0.00070792+0.00022925i,2.9658e-05+0.00033613i,-0.00018927+0.0001928i,-0.0004146-0.00042321i,0.00033841-0.00017802i,0.00075692+8.0309e-05i,0.00038659-3.6162e-06i,0.00025796-0.00020316i,-0.0003514+2.9308e-05i,5.5048e-05-0.00032597i,0.00057177-0.00010685i
0.0021293+0.00037493i,0.0023436+0.0012433i,0.0012824+0.001211i,6.5522e-05+0.00089454i,-0.00045504+0.00084919i,0.00034624+0.00087203i,0.0014776+0.0006932i,0.0014295+0.0002612i,5.2055e-05+0.0002587i,-0.0007176+0.00037119i,-0.00090511+0.00046711i,-0.0008651+0.00038824i,-0.00070257+0.0004856i,-0.00060133+0.00028822i,-0.00010463-0.00045302i,0.00021551-0.00045943i,-9.7805e-05+0.00028114i,0.00021854+0.00050324i,0.00043149+0.00015568i,-8.7788e-05-7.1029e-05i,-0.00030779-0.0001301i,0.00010664-4.0563e-05i,0.0011801-7.9402e-05i
-0.0022158+0.00038528i,-0.0023321+0.0010284i,-0.0024063+0.0018129i,-0.0019484+0.0017271i,-0.00039667+0.00051667i,-0.0002054-0.00077833i,-0.0015513-0.00098289i,-0.0017593-0.00097836i,-0.00061427-0.00063951i,-0.00029615+7.2784e-05i,-0.00025556+0.00045874i,-0.00015997+0.00024852i,0.00031194-0.00035451i,0.00066631-0.000108i,0.00017257+9.5873e-05i,0.0001955-0.00017369i,0.00017356+7.7772e-05i,0.0007365+0.00026305i,0.00083665+0.00061104i,-0.00041277+0.0012341i,-0.00064271+0.0015615i,6.8164e-05+0.0010425i,-2.465e-05+0.0005625i
0.00095494-0.00026087i,0.00077088-0.00062214i,0.00093181-8.4994e-05i,0.0014966-0.00066486i,0.0016039-0.0014919i,0.00099477-0.0015337i,0.00064857-0.0012163i,0.00022522-0.00016353i,2.5985e-05+9.0487e-05i,0.00029689-0.0004279i,-0.00025131-0.00034865i,-0.00075453-0.00078782i,-0.0010113-0.0010433i,-0.00094014-0.00060707i,-0.00018399+7.2584e-06i,0.000586+0.00043845i,0.0011127+0.00040489i,0.00082263+0.001103i,0.00024879+0.0012632i,0.00012233+0.00037136i,0.00023884-0.00032393i,0.00012778-0.00023625i,-1.1731e-05-0.00026852i
-0.001731-0.00037988i,-0.0017934+0.0014556i,-0.0010401+0.0028012i,-7.13e-05+0.0022854i,-2.6784e-05+0.00058407i,-0.0005126+0.00012093i,8.9485e-06-0.00021562i,0.00036821-0.00061266i,-0.00050793-0.00013917i,-0.00059406-5.0081e-05i,-2.8163e-05+0.00011912i,-0.00066687+0.0012315i,-0.00076392+0.0010493i,0.00057218+0.00044773i,0.0011017+5.4607e-05i,0.00072565-0.00016576i,0.00020028+0.00071296i,-0.0005516+0.0012611i,-0.00082857+0.00020248i,0.00034555-0.00046846i,0.00028433-3.7729e-05i,-0.00031811+0.00037407i,7.623e-05+0.0001502i
-0.00028993-0.0012797i,-0.0016224-0.0015673i,-0.0016867-0.0024273i,-0.00045476-0.0014324i,0.00053373-0.00022347i,0.0010204-0.00067899i,0.0011579-0.001187i,0.00060618-0.00055626i,-0.00032704+0.00066766i,-0.00024783+0.0012487i,0.00011758+0.00066545i,0.00023234+0.0001602i,0.00030475-0.00045554i,0.00048915-0.0011418i,0.0011796-0.00095585i,0.0013634+0.00027387i,-3.5237e-05+0.00055749i,-0.00071886+0.00018563i,-0.00086844+0.00034743i,-0.00062371+0.00028921i,-0.0001983+0.00080389i,-0.0001236+0.0011004i,-5.8891e-05+0.0003575i
-0.0012821-0.0012399i,-0.00089869+0.00029894i,-0.00039321+0.0023262i,3.5661e-05+0.0023738i,0.00036938+0.00080773i,0.00069202-0.00026114i,0.00045061-0.0010934i,0.00068404-0.0013317i,0.00042912-0.00025772i,-0.0002298+0.0009704i,-0.00021309+0.0014816i,-0.00072837+0.00045718i,-0.00039179-0.00074955i,0.00071167-0.0004158i,0.00097409-0.00024271i,0.0011061-4.8993e-05i,0.00058738-0.00019512i,0.00055833-0.00063132i,0.00018798-0.00077452i,0.00037057-0.00091346i,0.00035416-0.00075445i,-6.3811e-05-0.00026751i,6.0413e-05+0.00086543i
-0.0018024+0.0004789i,-0.0014142+0.0013111i,-0.0018178+0.0012962i,-0.0017252+0.0013078i,-0.0002892+0.0012217i,-0.00041779+0.00059617i,-0.0001939-0.00035577i,0.0006846+8.3026e-05i,0.00063973+0.00043049i,0.00027126+0.00045951i,0.00068396+0.00023485i,0.0014404-0.00041823i,0.001519-0.00022664i,0.00082145+0.00032512i,0.00012966+0.00018077i,-1.4153e-05-4.6233e-05i,4.6888e-05-0.00010181i,0.00043047+0.00013137i,0.0007462-8.3169e-05i,6.4761e-05-0.00034992i,-0.00079797-0.00052233i,-8.2166e-05-0.00046865i,0.00052851+3.0025e-05i
-0.0021223-0.0014457i,-0.0012753-9.8308e-05i,-0.00029145+0.0010561i,0.00097444+0.0012612i,0.0015298+0.00056396i,0.0013366-0.00058459i,0.00084697-0.0013488i,-0.00032159-0.0016769i,-0.00080948-0.0014903i,-0.00062132-0.00058271i,-0.00080466+2.4848e-06i,-0.00024221+0.00017672i,0.00052952+0.00042065i,0.00053416+0.0012026i,6.8661e-05+0.001214i,-0.00023173+0.00046466i,-0.00061578+0.00089241i,-0.00083671+0.0009599i,-0.00068499-2.5337e-05i,-0.00096738-7.7798e-05i,-0.00068424-3.5541e-05i,-5.6642e-05+0.00010306i,-0.0001578+4.9158e-05i
0.00083109-0.00018784i,0.00036274+0.0011553i,0.00060006+0.0021758i,0.0012504+0.0017979i,0.00080557+0.00024662i,-0.00028832-0.0011298i,-0.00065314-0.0008906i,-0.0004957+0.00033243i,0.00010467+0.00051308i,-1.3801e-05+0.00072686i,-0.00027102-0.00011654i,7.6492e-05-0.0011306i,-0.00011789-0.0013868i,-0.00031515-0.00053468i,-9.0104e-05+0.00017706i,-1.6608e-05+4.4689e-05i,0.00039434+0.00023189i,0.00082139+0.00026956i,0.00071077+0.0002439i,8.6962e-05+0.00012617i,2.2625e-05-0.00031263i,0.00023165-0.00028827i,-2.3266e-05+9.9147e-05i
-0.0011143+0.00052396i,3.9263e-05+0.0012829i,0.00023883+0.00039091i,0.00063728-0.00016673i,0.00022826+0.00058124i,-0.00078631+0.00052886i,-0.00071676-0.00031553i,-3.6768e-05-0.00032712i,0.00024407-0.00030772i,0.00052347+4.0122e-05i,0.00046833-0.00059558i,0.00045959-0.0016219i,0.00048466-0.0014846i,3.1317e-05-0.00066002i,0.00041226-4.2929e-06i,0.0011765+0.00024489i,0.00062571+0.00036709i,-0.00038971+0.0003447i,-5.9152e-05+0.00059593i,0.00067691+0.00053281i,0.00046686-6.8276e-06i,0.00023455-0.00061796i,0.00063297-0.0009155i
-0.0004-0.0001335i,-0.0013646-0.00091922i,-0.00076504-0.0013714i,0.00042269-0.00037281i,0.00060542-0.000147i,0.00068333-0.00060038i,0.0014258+0.00037151i,0.000903+0.00071075i,0.00035829+0.00038117i,0.00035294+0.00053144i,-0.00014669+0.00058563i,-0.00034542+0.00043523i,-0.00020965+0.00043597i,-0.0002811+3.356e-05i,0.00018348-0.00031396i,0.00049048-7.6067e-05i,0.00043168+0.00025419i,0.00020714-7.0657e-05i,-0.00017802-0.0001278i,7.3548e-05-0.00013993i,0.00040546+0.0001414i,-7.324e-06+0.00084997i,-0.00046363+0.00065543i
-0.0016275+0.00067421i,-0.0010856+0.00068974i,-0.00098505+0.0015345i,0.0003539+0.0014431i,0.0011904+0.00035917i,0.00096339-0.00085292i,5.5143e-05-0.0018199i,-0.00048007-0.001445i,-6.6625e-05-0.00058593i,0.00073474-0.00047539i,0.00035024-0.00079266i,0.00021343-0.00097696i,0.00094413-0.0010566i,0.00075235-0.0015003i,0.00070481-0.0020734i,0.00090958-0.0015232i,0.00021075-0.00044294i,-0.00046398-0.00016816i,-2.7268e-05-0.0004262i,-0.00027258+0.00028831i,-0.001044+0.00089662i,-0.0010992+2.4314e-05i,-0.00081582-0.00051944i
0.00072097-0.00070379i,0.0011224+0.00023758i,0.0014817+0.0008333i,0.0022052+0.00039235i,0.001855-0.00039321i,0.0011245-0.00039371i,0.00036626-9.884e-05i,-0.00010135+0.00011226i,7.6264e-05+8.0619e-05i,-0.00030483-0.00024838i,-0.00054331-0.00018993i,0.00071255-0.00018554i,0.0014391-0.00024747i,0.000544+0.00012669i,-0.00019927+0.00036656i,-0.00058871-9.6487e-05i,-0.00031336-0.0002396i,0.00039266+7.7448e-05i,0.0008779+0.00061596i,0.00036758+0.00018051i,0.0001666-0.00047495i,0.00032814-0.00034041i,-8.3927e-05-8.9647e-05i
1.1522e-05+0.00051976i,7.0427e-05+0.0011801i,-0.00073596+0.0010255i,-0.001617+0.00073518i,-0.0011983-9.5365e-05i,-0.0011125-0.00030362i,-0.0010719+0.00013421i,-0.00074521+0.00062324i,-0.00017433+0.00085846i,-0.00039511+0.000232i,-0.0013991+1.6821e-05i,-0.00082908+0.00012353i,0.00026597+0.00019582i,0.00060359-5.9967e-05i,0.00045574-0.00010906i,-4.8343e-06+0.0001437i,-0.0002454+0.00035937i,9.4959e-05-0.00016886i,0.00056717-0.00017829i,0.00039333+0.00039619i,0.00062379+0.00035269i,0.00064565-0.00043819i,0.0001066-0.00063096i
8.017e-05+0.00040049i,-0.00029257+0.001224i,0.00099773+0.00017346i,0.0013771-0.00079327i,0.00062545-0.00046983i,0.00024614-0.00073296i,-0.00043303-0.00047241i,-0.00070743-0.00024474i,-0.0003924-0.00041462i,-0.00045255-0.0005156i,-0.0007223-0.00059629i,-0.00033606-0.00036953i,0.00023702-0.0001593i,0.00062373-0.00036986i,0.0004683-0.00077358i,-0.00014233-0.00073807i,0.00023112+4.6191e-06i,0.00045505+5.8724e-05i,0.00039639-6.5616e-05i,0.00069645+0.00021389i,0.00018902+0.00038151i,-0.00053819+4.0975e-05i,0.00038451-0.00034203i
