0.00033851+0.0011932i,0.00044851+0.00013092i,-0.00060915-0.00065043i,-0.0010337-0.00066675i,-0.0016744+0.0006868i,-0.0019798+0.0023222i,-0.0017347+0.0037099i,-0.00069096+0.0036687i,0.0014823+0.0016839i,0.0020347+0.00031141i,0.0018442-0.00025209i,0.0015855-0.0011835i,0.00099691-0.0013277i,0.00019631-0.0011222i,-0.00055582-0.00086174i,-0.00041332+0.00022716i,-3.3802e-05+0.00079406i,0.0002893+0.00055695i,0.0004053+0.00039582i,0.00042239+0.00020894i,0.00052073-0.00016251i,5.8748e-05-5.8043e-05i,-0.0007233+0.00010856i
-0.0013965-0.0010502i,-0.00044571-0.00018686i,-0.00028887+0.00023585i,0.0002323+0.00096035i,0.00043068+0.0022521i,-0.00022738+0.0025323i,-0.00012246+0.0016547i,-4.2759e-05+0.00088381i,0.00032885+0.00012437i,0.0012097-8.3604e-05i,0.001728+0.00051678i,0.0019913+0.00057267i,0.0017954+0.00015534i,0.0012018-0.00027877i,0.00053683+6.699e-06i,5.0241e-05+0.00077104i,0.00034107+0.00083761i,0.00037135-0.00010774i,0.0001777-0.0012299i,-0.00042172-0.001629i,-0.00094264-0.00092922i,-0.0006926-0.00054906i,-0.0010779-0.0007832i
0.00038543-0.00078835i,-0.00035797-0.00068352i,-0.0014069-0.00036399i,-0.00088667+0.00046898i,-0.00014873+0.0015702i,-0.00053162+0.0017325i,-0.0012029+0.0014808i,-0.00082502+0.0011044i,-0.00037574-0.0002234i,-0.00028667-0.00072625i,0.00038136+5.9236e-05i,0.00079072+3.8179e-06i,0.00071377-0.00037721i,0.00067413-0.0001968i,0.00080436+0.00057367i,0.00089596+0.00014627i,0.00073067-0.00072677i,0.00047913-0.0006642i,0.0007176-0.0002595i,0.00062546-0.00031816i,-0.00050219-0.00058947i,-0.00019173-0.00042096i,0.00075814+0.00069002i
0.0012447-0.0014273i,-1.231e-05-0.0017887i,-0.0014818-0.0024708i,-0.0015001-0.0011955i,-0.00083459+0.00086687i,-0.00078372+0.0020682i,-0.0014195+0.0019464i,-0.0010197+0.00061117i,-0.00054981-0.00058749i,-0.0004464-0.00056967i,0.00042754+8.6628e-05i,0.0009584+0.00047354i,0.00016819+0.00054283i,-0.00042111+0.0004841i,-0.00040978+0.0002691i,-0.00021147-0.00029869i,0.0001883-0.00014861i,0.00066397+0.00053262i,0.00036368+0.00059667i,0.00011937+0.00063368i,0.00076432+0.00044286i,0.0011887-2.7462e-05i,0.00099378-0.0010774i
0.00017986-0.0011407i,0.00027768-0.0015747i,0.00065047-0.0018755i,0.00020079-0.0013277i,-0.00068154-0.00026523i,-0.001281+0.0012269i,-0.00051063+0.0017675i,0.00036001+0.00070508i,0.0010031-0.00025273i,0.00081535-0.00017351i,0.00051433+0.00027851i,0.00044368+0.00055172i,0.00034328-7.9727e-05i,6.5361e-05-0.00034162i,3.0382e-06-0.00078998i,0.00069001-0.0016161i,0.00068161-0.0010547i,0.00030076+0.0001657i,0.00015362+0.0003599i,-0.00035064-8.7803e-05i,-0.00052263-0.00054814i,-0.00025476-0.00019299i,0.00027711+0.00092469i
0.00013036+0.00050573i,0.00053672+0.00085126i,0.00048632+0.0017556i,0.00026283+0.0017872i,0.0007963+0.001115i,5.8423e-05+0.001242i,-0.00070392+0.0017554i,0.00056221+0.002153i,0.00069432+0.00060033i,6.395e-05-8.7359e-05i,9.1355e-05+0.00041377i,0.00039696-0.00023829i,0.00092543-0.00066259i,0.0007589-0.00067116i,0.00016993-0.0001331i,-0.00025022+0.00066511i,-8.5153e-05+0.00014849i,-0.00031715-0.00085795i,-0.00059459-0.0012478i,-5.277e-05-0.0011621i,3.7159e-05-0.00034206i,-0.00045929+0.0004911i,-0.00035338+0.00048244i
-0.0021012-0.0017769i,-0.0023907-0.00050576i,-0.0029174+0.00015184i,-0.0026402+0.00050931i,-0.001606+0.001559i,-0.00018493+0.0025395i,0.00085057+0.0030011i,0.00094644+0.0022111i,0.0007628+0.0010524i,0.00048124+0.00075338i,-5.1393e-06+0.00033013i,-5.6049e-05+0.00049462i,0.00086759+0.00050311i,0.0019705+0.000147i,0.0015626-0.00042395i,0.0006643-0.0010183i,0.00070236-0.00075911i,0.00098932-0.00036768i,0.00039997-0.00038305i,-0.00035115-0.00019881i,-0.00050898-0.00072171i,-0.00049941-0.00062384i,-4.7379e-05+3.9798e-05i
0.00018835-0.00090749i,4.7395e-05-0.0013919i,-0.00065834-0.0022444i,-0.0013318-0.0015897i,-0.0019179-0.00053287i,-0.0021018+0.0010087i,-0.00066171+0.001865i,0.00038141+0.001025i,0.00060873+6.1742e-05i,0.00050962-0.00027087i,0.00020907+3.2313e-05i,0.00056824-0.00039064i,-7.335e-05-0.00080002i,-0.00034978-8.3584e-05i,-0.00041147+0.00048264i,-0.00059541+0.0002425i,-3.0701e-05+0.00052834i,0.00013715+0.00015034i,-0.00022516-0.00085909i,-3.0525e-05-0.001229i,0.00054155-0.00049972i,-0.00046151+0.00026567i,-0.00046147+0.0011526i
-0.00067458-0.0010667i,0.00046567-0.00018395i,0.000757+8.4617e-05i,0.00062373+8.8669e-05i,-3.2301e-05+0.00071513i,-0.00057692+0.0012189i,-0.00013857+0.0014058i,0.00060704+0.00094708i,0.00041341+0.00049951i,0.0002471+0.00048961i,0.00068085+0.000611i,0.00034505-4.3795e-05i,6.8773e-05-0.0011821i,0.00087357-0.00095428i,0.0011116+0.00015559i,0.00016876-0.00025347i,-0.00023392-0.00074816i,0.0002274-0.00023125i,0.0006906-0.00020337i,0.00065677-0.00072737i,0.00046862-0.0010732i,0.00030539-0.00069492i,4.3927e-05+0.00010959i
0.0016597+0.00048783i,0.0009139+7.2973e-05i,-0.00022332+0.00058564i,-0.00051634+0.00037498i,-0.00053909+0.0008748i,-0.00028148+0.00089031i,0.0002542+0.00059064i,0.000903+0.0013779i,0.0011085+0.0014327i,0.0010531+0.0004506i,0.0014054-0.00080875i,0.0013114-0.00030303i,0.0006278+0.00046923i,0.00027167-0.00021867i,0.00019228-0.00070373i,-0.00019709-0.00085902i,-0.00059358-0.00082894i,-0.00028209-0.0010186i,-8.4688e-05-0.00080315i,-8.8906e-05-9.8286e-05i,-7.2921e-05+0.0004042i,-0.00089537+0.00062158i,-0.0010784+0.00014916i
0.00051592+0.00098099i,-9.4646e-05-0.00046877i,0.0008365-0.00074555i,0.00080413-0.0010946i,0.0005674-0.00064584i,0.00014363+0.00078166i,-0.00035376+0.0017317i,-0.00049011+0.0015723i,-0.00039092+0.00016905i,9.9587e-05-0.00033716i,0.00057825-6.0427e-05i,0.00016014-0.000569i,-0.00039345-0.00056598i,-0.00055486-0.00057957i,0.0001679-0.0015888i,0.00095446-0.0013295i,0.00036949-0.00038417i,-0.00021004+0.00026458i,-0.00035812+0.00062696i,-0.0004107-0.00016466i,-4.2852e-05-0.00025647i,0.00015968+0.00058977i,-0.00010211+0.00098337i
-0.00049414+0.00080783i,0.00059864+0.001512i,0.0019754+0.0013737i,0.0019647+0.0013351i,0.00083796+0.00072712i,3.2457e-05-0.00014916i,0.00032392+0.00054331i,0.00045294+0.00071255i,-0.00011098+0.00029107i,-0.00022574+0.00020956i,0.00065011-0.00037361i,0.00021143-0.00077716i,-0.00063128-0.00094066i,-0.00081948-0.0009177i,-0.00050437-0.00046314i,-0.00037152+0.00015529i,-0.0002645+0.00028256i,0.00033777+0.00014594i,-0.00010288+0.00023165i,-0.00095051-0.00019432i,-0.00076685-0.00075537i,-0.00071679-0.00058417i,-0.00071552-0.00025073i
-0.0019396+0.00070766i,-0.0020514+0.0015485i,-0.0023635+0.0020637i,-0.0019567+0.0021112i,-0.00030547+0.0020616i,0.00048167+0.0021405i,1.1873e-05+0.001696i,0.00029197+9.3222e-05i,0.00039198-0.00019616i,0.00010482-9.3756e-05i,5.7005e-05+0.00019685i,-0.00028433+0.00035342i,-0.0003151+0.00014009i,-0.00021555-0.00018208i,-1.859e-05-0.00055148i,0.00048481-0.00069836i,0.00079076-8.0335e-05i,0.00050423+0.0005209i,-3.533e-05+0.00063827i,-7.3024e-05+0.00072329i,0.00011435-8.6381e-06i,0.00021571-0.00042656i,-0.00034796+0.00032783i
-0.00027853-0.00061437i,-0.0012195+0.00046406i,-0.0012292+0.00056975i,-0.00050549-0.00061761i,-0.00079321-0.00073981i,-0.0015124+0.00030086i,-0.0011931+0.0015917i,-0.0002739+0.0013455i,-0.00022873+0.00072027i,0.00031293+0.00087514i,0.00075993+0.00054403i,0.00055989-0.0001908i,-8.0226e-05-0.0001445i,-2.2645e-05-0.00053144i,0.00049994-0.00068924i,-1.7318e-05-0.00016751i,-0.00016277-0.00010742i,-0.00029199-0.00037449i,-0.00063322-0.00097022i,-0.00015746-0.00090651i,0.00011607-0.00011656i,0.00018024-0.00034041i,-8.7525e-05-0.00068753i
0.00076213-0.0016264i,0.00016-0.0025426i,-0.00020202-0.0021894i,-0.00018722-0.001406i,-0.00032271-0.00061919i,-0.00024359+0.00046332i,-5.2427e-05+0.0018349i,0.00044745+0.0012982i,0.0011442+0.00024545i,0.00073337+0.00051147i,-0.00019039-4.9301e-05i,-8.7088e-05-0.00081107i,0.0001635-0.00039804i,0.00051983+0.00060041i,0.00031565+0.00046039i,-0.00044301-0.00048887i,-0.00067498-0.00024212i,-3.3437e-05-0.00017167i,0.0010277-0.00036896i,0.00090092+0.00014119i,0.00034716+1.4072e-05i,0.00010624-8.7959e-06i,-0.0004113-0.00035049i
0.00048745-0.0021049i,-0.0019148-0.0011109i,-0.0024154-0.00045371i,-0.0015045+0.0009203i,-0.001309+0.0020133i,-0.0018405+0.002265i,-0.00065049+0.0017731i,0.00055223+0.00041778i,0.00036562-0.00064155i,-0.00066155-0.00060378i,-0.001072-0.00016265i,-0.00013298-0.00026754i,0.00064656-1.9952e-05i,0.0011893+0.00065358i,0.001125+0.00023156i,0.0006929-0.000325i,0.000225-0.00044787i,-4.3961e-05+1.3124e-08i,0.00022444+0.00028567i,0.00091677-0.00040475i,0.00075881-0.00047125i,0.00050999-0.00056944i,0.00074117-0.00037087i
-0.00060179-0.0010723i,-0.0015839-0.00071225i,-0.0024042+0.0002258i,-0.001729+0.00076674i,-0.0010429+0.00098877i,-0.00084203+0.0019899i,-0.0010693+0.0015048i,-0.0006983+0.00051176i,6.0882e-05-0.00026455i,0.00012412-0.00031829i,-0.00032885+0.00025855i,0.00015121+0.00022866i,0.00029499+7.9402e-05i,1.14e-05+0.00027004i,0.00033002+8.0089e-05i,0.00070917-0.00024554i,0.00064675+0.00027084i,-6.1234e-05+0.00053901i,0.00027034-0.00017912i,0.00017578-0.0008196i,0.00020537-0.00082227i,0.00034037-0.00015093i,2.4775e-05-7.3329e-05i
-0.00035358-0.00063407i,0.00028089-1.5842e-05i,0.0005271-0.00021878i,0.0002435-0.00015362i,-0.00010126+0.00086501i,-0.00041758+0.0014522i,-0.00042178+0.0011115i,-5.6159e-05+0.0013675i,0.00014925+0.00061433i,0.00068236-0.00022278i,0.0009947-0.00022261i,0.0011632-0.00063084i,0.0011005-0.0012148i,0.0012006-0.0015114i,0.00089792-0.0013952i,0.00033845-0.0014416i,1.4781e-05-0.0011645i,-0.00057586-0.00030429i,-0.00056938+0.00015263i,3.4863e-05+0.00025769i,8.0856e-05+0.00034849i,-0.00054535-2.9288e-05i,-0.00079207-0.00017916i
-0.00016109-3.149e-06i,-0.00055463-8.1158e-05i,0.00036409-2.7234e-05i,0.00049325+0.00082389i,-0.00015823+0.0010259i,-0.00086449+0.0012406i,-0.0010554+0.0025426i,-9.4845e-05+0.0024932i,0.00047218+0.0014616i,0.00053967+0.00073779i,0.00017749+0.00030181i,-0.00059557+0.00021523i,-0.00093196+1.5326e-05i,-0.00060289-0.00026065i,0.0002142-0.00039944i,-9.9997e-05-0.00068358i,-8.2686e-05-0.00085348i,0.0006501-0.001119i,0.00024922-0.0012879i,-0.00030465-0.00083537i,0.00031175-0.00025733i,0.00060612+2.7094e-05i,-4.3443e-05+0.0005922i
-0.0010105-0.0024722i,-0.0015059-0.0017089i,-0.0011789+0.00031428i,-0.0013822+0.0011259i,-0.0016307+0.0010409i,-0.00087015+0.0014671i,4.341e-05+0.0020961i,-0.00019297+0.0013648i,-0.00060455+0.00018592i,0.00029648+7.6285e-05i,0.0010516+0.00012407i,0.0006404-0.00041408i,0.000191-0.00062043i,0.00089567+6.1109e-05i,0.00047547+0.0008749i,-0.00055235+0.00072123i,-0.00039109-1.6326e-06i,-0.00012924-0.00053206i,-3.1404e-05-8.2201e-05i,7.4696e-05+7.711e-06i,0.00021548+0.00018537i,0.00010703-0.00012018i,-0.00024825-0.00042163i
2.0411e-05+5.1257e-05i,4.0982e-05-0.00020431i,0.0010945-0.0011711i,0.0006551-0.0013149i,-0.0007795-0.00057981i,-0.0014681+0.00054415i,-0.00083479+0.0013372i,0.00035925+0.00042856i,0.0010371-0.00045079i,0.00066884+0.00016989i,-0.00013954+6.8147e-05i,-0.00072088-0.00061687i,-0.0006974-2.7306e-05i,-0.00077781+0.00048928i,-0.00036287+0.00020888i,0.00058518-6.5757e-05i,0.00021761-0.00033856i,-0.00054393-0.00013501i,-0.0010309+9.262e-05i,-0.00058425+0.00050136i,5.9181e-05+0.00094689i,0.00027294+0.00073451i,0.00037068+6.894e-05i
-0.00026944+0.00034133i,0.00073474-8.4277e-05i,0.00014911+7.7255e-05i,0.00010769+0.00049517i,0.00065658+0.00093808i,0.00064844+0.0018923i,0.00039797+0.0022523i,0.00031268+0.001636i,0.00031967+0.00067481i,0.00034353-0.00024955i,-0.00013657-0.00046523i,-0.00065717-0.00046191i,-0.00044818-0.00097837i,-0.00012356-0.00089238i,0.00021975+3.7122e-06i,0.00028181+0.00032274i,-0.00037227+6.5702e-05i,-0.00064757+0.00025397i,-0.00045547+0.00013587i,4.6143e-05+9.4847e-05i,0.00047759+3.1392e-05i,2.4477e-05+5.9508e-05i,-0.00048933-0.00016939i
-0.0013985-0.00031816i,-0.00056499+0.00073797i,-3.5137e-05+0.0011578i,8.4305e-05+0.0008819i,0.00049145+0.0014035i,-4.9791e-05+0.0018231i,-0.00081958+0.0017064i,-0.00044864+0.0016188i,0.0002317+0.0010952i,0.00075442+0.00064669i,0.0010088+0.00032517i,0.00067708-0.00070473i,5.5305e-05-0.00098432i,-2.8381e-05-0.00039202i,-0.00021084+4.146e-05i,-3.2088e-05-0.00026432i,0.00010494-0.00052983i,-0.00025685-0.00056306i,-0.00061388-0.00018519i,-0.00014418+0.00014327i,0.00048913+0.00021145i,0.0002906+4.2041e-05i,0.00024711-0.0002617i
-0.0017689-0.0017149i,-0.0024561-0.0010333i,-0.0022577-0.00039182i,-0.0019533+8.8126e-05i,-0.0011874+0.00051885i,-0.00080819+0.00090279i,-0.00072278+0.0020632i,-0.00035093+0.0020381i,-0.00051215+0.00087901i,-0.0014392-0.0001902i,-0.0013458+0.0001305i,-0.00058106+0.00030683i,0.0002237-0.00023577i,0.00050046-0.00012698i,0.0002957-0.00017468i,0.00021406+0.00065717i,7.7409e-05+0.00095206i,-6.6688e-05+0.00037993i,1.3203e-05+0.00014445i,0.00036589-0.00026107i,-4.4156e-05-0.00035979i,-0.00053195+0.0003632i,-9.7735e-05+0.00012127i
-0.0011752+0.00082087i,-0.0010864+0.0012834i,2.6148e-05+0.00064189i,0.0010497-0.00023362i,0.00094814-0.00041713i,0.00038875+0.00073235i,-0.000325+0.0020505i,7.6025e-05+0.0014469i,0.00059086-9.4716e-05i,0.00035004-0.00073679i,-0.000537-0.00079657i,-0.00095264-0.00098293i,-0.00027733-0.00057203i,-0.00023141+9.5437e-05i,-0.00042334-0.00028739i,8.4299e-05-0.00056019i,0.00010323-0.00017674i,-0.00026184-2.5591e-05i,-0.00011961+0.00028053i,9.3157e-05+0.00042607i,0.00062937+0.00030461i,-0.00016685+0.00080353i,-0.00075563+0.00077343i
2.5473e-05+0.0012836i,0.00034373+0.00080663i,0.0011651+0.0004589i,0.00082725+0.00050251i,-0.00043717+9.9165e-05i,-0.0011699+0.00043564i,-3.7477e-05+0.0014118i,0.00092572+0.0010899i,0.00045184+0.00012701i,-0.00010381-0.00016804i,-0.00036013-0.00067585i,9.7217e-05-0.0011161i,0.00042862-0.0012586i,-0.00042057-0.0011614i,-0.00078492-0.001429i,-0.0004025-0.00094319i,-0.00075414-0.00017495i,-0.00089381-0.00023958i,-0.00051226-0.00059956i,-0.00046163+0.00019919i,-0.00029897+0.0006945i,0.00014934+0.00065538i,0.00068039+0.00053401i
0.0023324-8.9476e-06i,0.0019653-0.00043051i,0.0014762-0.00039042i,0.00040185-0.00065646i,-0.00024624-0.00023591i,-0.0010322+0.0013633i,-0.00162+0.0027258i,-0.00038758+0.001949i,0.00046381+0.00047906i,0.00045068+4.8582e-06i,0.00033952+5.5083e-05i,0.00024939-0.00038197i,-0.00018541-0.00051709i,-0.0011253-0.00075573i,-0.0012655-0.00082214i,-0.00067254-0.00068452i,-0.0001534-0.00091591i,-7.635e-06-0.00049089i,-0.00026333+0.00021068i,-0.00059283+0.00042899i,0.00016994-0.00011346i,0.0008095-0.00086746i,0.00034959-0.0003916i
-0.001282-0.0022249i,-0.0010786-0.0027301i,-0.0010209-0.0020658i,-0.00048066-0.00059878i,0.00042261+0.00065146i,6.7413e-05+0.0016953i,7.435e-05+0.0013333i,0.0004736+0.00072163i,0.00016453+0.00019973i,1.081e-05-0.000381i,0.00021813-0.00019967i,0.00070692+2.0445e-05i,0.00072241+0.00082725i,0.00070913+0.0017162i,0.0014116+0.00095095i,0.0011215-0.00052505i,0.00056405-0.00038972i,0.00032868+7.9258e-06i,0.00050838-0.00078218i,0.00063034-0.00072642i,-1.6883e-05+0.0005523i,-0.00050924+0.00081506i,-0.00038846+0.00036772i
0.00034544-0.00040105i,0.00093443-0.0010914i,0.00073009-0.00092043i,0.0002755-8.7933e-05i,-0.00068942+0.00041964i,-0.0015535+0.0011589i,-0.0012386+0.0014801i,0.00011822+0.0002375i,0.00021515-0.00077896i,0.00022224-0.00034953i,0.00089571+0.00040099i,0.00066266+0.00034357i,-0.00029295+0.00054051i,-0.00083364+0.0010286i,0.00019793+0.00071924i,0.00080877+0.00046064i,-0.00028049+0.00020752i,-0.00089102-0.00016818i,-0.00072993+2.16e-05i,-0.00021644+0.00025697i,0.00037347+0.00012323i,0.00062467-0.00054015i,0.00083419-0.0002717i
0.00085823-2.8574e-05i,0.0012921+0.0014298i,0.0014686+0.0018377i,0.0010979+0.0010133i,0.00033933+0.00092264i,0.0001203+0.00098612i,0.00056915+0.00084345i,0.00066001+0.00069215i,0.00072194+0.00020706i,0.00039452-6.1484e-05i,-0.00013598+6.0646e-06i,6.4599e-05+6.5583e-06i,-4.8656e-05+0.00010869i,-0.00043725+0.00020402i,-0.00040868-0.00013366i,-7.2873e-05-0.00018384i,-0.00029629-2.8265e-05i,-0.00045151+0.00011673i,-0.00033078-6.4557e-05i,8.8749e-05-0.00056855i,0.00044006-0.00048974i,0.0004771-0.00035814i,0.00041122-3.9317e-05i
-0.00012832-5.6137e-05i,7.0041e-05-0.00020736i,6.4101e-06-0.00014422i,0.00012823+5.9805e-05i,-0.00046812+1.1001e-07i,-0.00064887-4.5859e-05i,1.0665e-05+0.00078841i,0.00067931+0.0012037i,0.00070328-0.00032859i,-2.2385e-05-0.00086432i,-0.00068887+0.00017594i,-0.0005511-0.0006361i,-0.00058001-0.0013322i,-0.00094326-0.00051237i,-0.00097551+8.8528e-05i,-0.0010528-0.00040335i,-0.00045179-0.0016811i,-0.00082948-0.0016306i,-0.0008363-0.00045419i,-0.00019641+9.1197e-05i,-0.00030006+0.00052255i,-0.00026412+0.00044636i,0.00013795+0.0002036i
8.9275e-05-9.466e-05i,-0.00026306-0.00085018i,-0.00022864-0.00099267i,-6.5715e-05-0.00026042i,-0.00055123+1.9062e-05i,-0.0013902+0.0012626i,-0.0015336+0.0020777i,-0.00088253+0.0014523i,-0.00020718+0.00062945i,-0.00072529+0.00016033i,-0.00085574+4.6311e-08i,-9.2769e-05+0.00022178i,0.0002595+0.00056772i,-0.00016024+0.00076018i,-0.00017024+0.00013219i,3.666e-05-0.00037265i,-9.368e-05+0.00030074i,-0.0005206+0.00038076i,-0.0002641+0.00072674i,-0.00035158+0.00031857i,-0.00014459+7.7583e-05i,-0.00059536+0.00061016i,-0.00067589+0.00029341i
-0.0027627+0.0012139i,-0.002837+0.0021195i,-0.0017875+0.002034i,-0.00036624+0.0019407i,0.00068777+0.0021534i,0.00077648+0.0023276i,0.00039553+0.0016368i,0.0011254+0.0004731i,0.0017344-0.00033413i,0.0014559-0.00054248i,0.0013758-0.00021456i,0.0016476+0.00016326i,0.0014203+0.00027294i,0.00068767+0.00035742i,0.00044629-0.00041167i,0.00054074-0.00097585i,0.00024474-0.00027893i,-0.00029264+0.00030611i,-0.00060283+4.1236e-05i,-0.00024948-0.00045131i,-0.0010021-8.4567e-05i,-0.001578+0.00063827i,-0.0010515+0.00069023i
-0.00049753-0.00042228i,-0.00082373+8.3897e-05i,-0.00067783+0.00070776i,-0.001107+0.00089468i,-0.0011548+0.0013784i,-0.001718+0.0020432i,-0.0017995+0.0015163i,-0.00013918-1.5777e-05i,0.00097743-0.00016108i,0.00038271+0.00079034i,-0.00033426+0.00099085i,-8.1727e-05-1.4291e-05i,0.00088861-0.00063951i,0.0011326-0.00016644i,0.00021579-8.6803e-05i,-0.0003058-0.000554i,-0.00013745-0.00045759i,-0.00029984+0.00015392i,-0.00014444+0.00041208i,-9.6137e-05-8.5995e-05i,-0.00016661-0.00012092i,0.00014933-0.0002067i,0.00026352-0.00011322i
-0.0037644-0.0020791i,-0.0034906-0.0016608i,-0.0027599-0.00050565i,-0.0014703+0.00044529i,-0.00058363+0.00084883i,-0.00072922+0.0012742i,-0.0007013+0.0021408i,-0.00036751+0.0013482i,-0.00035952+0.0002069i,-0.00064828+0.00025466i,-0.00025509+0.00045159i,0.00036579+0.00021146i,0.00032252-0.00021372i,0.000553-0.00098176i,0.0014611-0.0008632i,0.0012573+0.00020984i,0.00037458+0.0008724i,-0.00020461+0.00043789i,-0.00028546-9.9148e-05i,-3.2438e-05-0.00044988i,-0.00013341-0.00033247i,-0.0005368+0.00075871i,-0.00053658+0.0014066i
-0.0013903-0.00062631i,-0.0016032+0.00015194i,-0.00079912+0.0023172i,0.00022294+0.0026667i,0.00091296+0.0011018i,0.00038403+0.00015509i,-0.00018117+0.00069482i,0.00044477+0.0010775i,0.00042811+0.00080598i,0.00053796+0.000321i,0.0016778+0.00019187i,0.0016187-0.00011073i,0.00088943-0.00073638i,0.00099291-0.0010048i,0.00089345-0.00075468i,0.00026666-0.00051987i,-0.00034081-0.00044402i,-0.0010978-0.00011419i,-0.0018485-0.00046713i,-0.0013228-0.00056311i,-0.00044287+0.00023019i,-0.00035696-0.00018188i,-0.00018956-0.00041745i
-0.00029267-0.00050267i,0.00062113-0.00047726i,0.00032848+0.00081326i,0.00017521+0.0013133i,0.00088933+0.0013886i,0.000564+0.0021318i,-0.0005751+0.002499i,-0.00031392+0.0018429i,0.00032162+0.0004253i,-7.3541e-05+0.00012438i,-0.00012081+0.00014016i,0.0005435-0.00018834i,0.00085204-0.00024515i,0.00097943-0.001051i,0.0010538-0.0013132i,0.00078932-0.00063736i,0.00043495+0.00020842i,0.00059574+0.00050775i,0.0001295+0.00015733i,-0.00052963-0.00042567i,-6.5629e-05-4.9356e-05i,0.00018912+0.0011296i,0.00031541+0.0014519i
-0.00039293+0.0008178i,-0.00073129-0.00047576i,0.0005882-0.00062827i,0.0009413-3.5265e-05i,0.00010665+0.00028933i,-0.0004544+0.00074361i,-0.00089415+0.001217i,0.00029043+0.0011353i,0.0005462+0.0012576i,-0.00043825+0.0012586i,0.00036048+0.000538i,0.0014274-0.00051946i,0.00084956-0.00095591i,-0.00081117-0.00072057i,-0.0017491-0.00076683i,-0.0012214-0.00063046i,-0.0010755-0.00031714i,-0.00080659+0.0001152i,1.4679e-05+0.00051577i,0.00030077+1.5147e-05i,-4.017e-05-0.00020705i,-0.00040102+0.00012111i,-0.00037349-0.00037958i
-0.00048646-0.00078098i,0.00025609-0.00056615i,3.7483e-05-4.7115e-05i,-0.000262+0.0003439i,-0.00013812+0.00047064i,-0.00013998+0.0013336i,0.00082091+0.0016052i,0.0021222+0.00081376i,0.0016957+0.00021098i,0.0007018-0.00044508i,8.4939e-05-0.00066753i,-0.00028867-0.00056733i,-6.5113e-05-0.00075754i,0.00047399-0.00053738i,0.00096556-0.00014781i,0.00058231-0.00046263i,1.0072e-06-0.00022305i,-0.00020167+0.00064022i,-4.9784e-05+0.00077936i,0.0004302+0.00046126i,0.0003757+0.00025458i,7.8275e-05-9.7014e-05i,0.00024831-0.00062782i
0.0011135-0.00028265i,0.0017094-0.00054586i,0.0019845-0.00024638i,0.00045367+0.00062198i,-0.00086846+0.00034504i,-0.00099395+0.0010105i,-7.562e-05+0.002543i,0.00058824+0.0015985i,0.00086798-0.00018764i,0.00064079-0.00048528i,0.00050152-0.00050555i,0.00072171-0.00020477i,0.00040244+0.00063577i,0.00036396+0.0015377i,0.00035497+0.0021008i,0.00023232+0.001093i,0.00097831-0.00052449i,0.0016031-0.00015777i,0.00082156+0.00019491i,-6.9277e-05-0.00040812i,-5.5124e-05-0.00034267i,-0.00067329-0.00029824i,-0.0014045-0.00017396i
-0.00086207-0.00057556i,-0.0021287-0.0013108i,-0.0024706-0.00098706i,-0.0017262+0.00042957i,-0.00091718+0.0017271i,-0.00079292+0.0021265i,-0.00016589+0.0017838i,0.00041773+0.00085939i,0.00030209+0.00048133i,-0.00012416+0.00066406i,8.4915e-05+0.00030121i,0.0006649-5.3492e-05i,0.0001902-0.00027217i,0.00021102+4.9306e-05i,0.00067188-0.00023952i,0.00079941-0.00029752i,0.00039731+0.00058711i,-1.562e-05+9.0072e-05i,4.2711e-05-0.00061674i,0.00018653-0.00032656i,0.00039975+0.00025521i,0.00041813+0.00017376i,-5.3795e-05-4.0926e-05i
0.00029056-0.00076284i,-7.4096e-06-0.0013033i,0.0011294-0.0015551i,0.0011296-0.0010442i,-0.00020942-0.00022481i,-0.00059098+3.8945e-06i,-0.00029455+0.00055505i,9.1499e-05+0.0010232i,0.00038301+0.0008361i,-0.00048094+0.00023676i,-2.3819e-05+0.00024218i,0.00087742+0.00066052i,-3.2747e-05+0.00073763i,-0.00085474+0.0009497i,-0.0010724+0.00059081i,-0.00047766-0.00015366i,-0.00047553-0.00061199i,-0.00090695-0.00043095i,-0.00014177-7.712e-05i,0.00041244+0.00010114i,0.00013065+0.00024283i,-3.2965e-05-0.00027501i,-0.00014214-0.00097561i
0.0011482-0.00062755i,0.0009261-0.0017262i,0.0013059-0.00088841i,0.0011248+0.00012043i,-4.0646e-06+0.00022559i,-0.00042653+0.00061548i,-5.3504e-05+0.0016624i,0.00068968+0.0016382i,0.0013123+0.00036489i,0.00076373+0.00016383i,0.00051411+0.00018796i,-1.49e-05+0.00038334i,-6.4103e-05+8.5464e-05i,-3.2624e-05-3.5293e-05i,-0.00015118+0.00043449i,0.00045761+0.00019208i,0.00040636-0.00034115i,-0.00028936+0.00011455i,-0.00029687+0.00014757i,0.0001384+2.7415e-05i,0.00049612+0.00031154i,0.00099045-0.00011795i,0.00090061+0.00025976i
