0.00051983+0.00018789i,0.00097698-0.00083564i,0.00015878-0.0010885i,-0.0010372-0.00095958i,-0.0018678+0.00013501i,-0.0025014+0.0012496i,-0.0029261+0.0018558i,-0.0024778+0.0014191i,-0.0011434+0.00070773i,0.00015329+9.5143e-05i,0.0013519-0.00072831i,0.00061469-0.00049117i,-0.00052876+0.00046841i,-0.00028655+0.00077613i,0.00024958-0.00013433i,0.00070007-0.00017317i,0.00089922+0.00095941i,-6.1926e-05+0.00082319i,-0.00078656-0.00027823i,-0.00031092-0.00033911i,-0.00010208-0.00011605i,-0.00019723-0.00028289i,-0.00046062+0.00015527i
-0.0030607+0.0012099i,-0.0017748+0.0012465i,-0.00071786+0.0015767i,-0.00077288+0.0020912i,-2.7323e-05+0.0025005i,0.00073818+0.0014433i,-0.00051555-0.00045076i,-0.0015676-0.0010165i,-0.001465-0.00018707i,-0.00060524+0.00041132i,0.00027907+0.0006749i,0.0013235+0.00040572i,0.0012029+0.00067677i,0.00012442+0.00066114i,-0.00015619+0.0002667i,6.853e-05+0.00025315i,0.00044725+7.8067e-05i,0.0001935-8.6393e-05i,-0.00083269-0.0001654i,-0.00082936+1.1466e-05i,-0.00069603-0.0003749i,-0.00082016-0.00046167i,-0.00065739-0.00013842i
0.0017794+0.00084346i,0.0028184-0.00094548i,0.0031656-0.0014654i,0.0025646-0.0015798i,0.0015831-0.0021346i,6.6794e-05-0.0013468i,-0.0018177+0.00028806i,-0.0018961+0.00069009i,-0.00033554+0.00064122i,0.00094337+0.00082257i,0.00087441+4.987e-05i,0.00035512-0.0003729i,0.00016973+0.00024583i,-0.00023453+0.00053164i,-0.00028624+0.00031462i,9.8142e-05-0.00046949i,0.00084648-0.00097806i,0.00078211-0.00051898i,0.00039228-0.00016478i,0.0001673+9.7321e-05i,0.00033617+0.00017748i,0.00088999+0.00034934i,0.0014098+0.00042868i
0.0018398-0.0011561i,0.0017717-0.0034087i,0.00091899-0.0043218i,-0.0001613-0.0033151i,-0.0012354-0.0016866i,-0.0018196-0.0010113i,-0.0017276-0.00046055i,-0.0016295+0.0002872i,-0.0006438+2.1362e-05i,0.00031425+0.00016163i,0.00030931+0.00024985i,-0.00020184-0.00031644i,-0.0005351+0.00086697i,-0.00044999+0.0018008i,-0.00067127+0.0015399i,-0.0008633+0.00085484i,-0.00055665+0.00067028i,-0.0003433+0.00064907i,-0.0001367-0.00023042i,0.00018358-0.00064343i,7.8987e-05+6.9583e-05i,-0.00060186-1.2817e-05i,-0.00056678-0.00071439i
0.0012452+0.0005747i,0.0013475-0.00050055i,0.0012677-0.0011393i,0.00081639-0.00087291i,-2.053e-05-0.00032893i,-0.0011515-6.5998e-05i,-0.0019042-0.00025534i,-0.0014032+0.00047203i,-0.00096385+0.00097563i,-0.00015939-6.2699e-05i,0.00050028-0.0010669i,-3.115e-05-0.0012432i,-0.00060566-0.00099291i,-0.000413-0.00016555i,0.00019895-0.00015508i,0.00030826-0.00095783i,0.0006681+6.1122e-05i,0.0011271+0.0010185i,0.00142+0.00079885i,0.0014876+0.00038471i,0.0012939+0.00010776i,0.00043448+3.2997e-05i,8.7901e-05+0.00013525i
0.00022163-0.0021789i,0.00027271-0.0015197i,-0.00038763-0.00082254i,-0.00052376-0.0010204i,-0.00072868-0.0001188i,-0.0011462+0.00094348i,-0.0012096+0.00039442i,-0.0012467-7.0964e-05i,-0.0010682+0.00041405i,-0.00073231-9.1208e-05i,0.00010544+7.6509e-05i,6.6918e-05+0.00084534i,-0.00025979+0.00085232i,5.8584e-05+0.00083837i,-0.00032+0.0010895i,-0.00067073+0.00079396i,-4.6883e-05+0.00067967i,0.00047879+0.00058761i,0.0003549-0.00014023i,-6.0052e-05-0.0004862i,1.5108e-05+0.00015204i,0.00018758-3.497e-05i,0.0002046-0.00075497i
-0.00048486-0.00029528i,-0.0011777-0.00054334i,-0.0016739-0.0014119i,-0.0018061-0.0010014i,-0.0013499-0.00059152i,-0.00056839-5.9293e-05i,-0.00029563+0.00059263i,-0.0010326+0.00031278i,-0.0015535-6.6665e-05i,-0.001264+0.0001875i,-0.00047758+0.00016133i,-0.00015167-0.00039037i,-0.00029086-0.00063299i,4.797e-05-0.00053574i,0.00019045+3.4461e-05i,-1.3501e-05+0.00099313i,-0.00026754+0.0010553i,-0.00022761+0.00026079i,0.00085858-0.00077708i,0.0014878-0.00064194i,0.0011453-0.00084599i,0.00071389-0.001147i,0.00042995-0.00097251i
-0.00036184-0.0016054i,-0.00108-0.0015376i,-0.0015579-0.0019971i,-0.0017077-0.0018293i,-0.001322-0.00075823i,-0.0011464+0.00016056i,-0.00097648+0.0006541i,-0.0005822+0.0010964i,-0.00079242+0.00056569i,-5.4195e-05-0.00030152i,0.00023093-0.00026826i,-0.00058292-0.00036515i,-0.00072633-0.00066629i,-0.00051286-0.00060143i,1.7043e-05-6.4169e-05i,0.0011626+0.00082086i,0.001595+0.00036516i,0.00074353-1.3346e-06i,0.00085096+0.0004985i,0.0010484+0.00039394i,0.00029763-0.00015145i,5.7753e-06-0.00046775i,0.00031323-0.00050216i
0.0019087-0.0016324i,0.00045201-0.0021466i,-0.00054143-0.0027633i,-0.0011922-0.0022167i,-0.0013109-0.0011896i,-0.0012092+0.00012831i,-0.0015455+0.0010775i,-0.0011165+0.00088932i,-0.00014904+0.00093301i,-7.1243e-05+0.00090709i,-0.00078653+0.00048592i,-0.00070419-0.00025898i,0.00010905-6.3501e-05i,-0.00020502+0.00069674i,-0.00085119+0.0014042i,-0.00046919+0.0013577i,4.7966e-05+0.00032139i,0.00035095+0.00028184i,0.00027705-0.00017511i,0.0003851-0.00047109i,-9.1903e-05-0.00018216i,-5.3678e-05-0.00034494i,0.00029582-0.00030844i
0.00065111+0.00074237i,0.00094822+4.0177e-05i,-0.0002384-0.0017426i,-0.00063412-0.0021369i,-0.00097748-0.0010438i,-0.00147-6.3083e-05i,-0.0019589+0.00042573i,-0.0022432+0.00035225i,-0.002129-1.1572e-05i,-0.0017365-0.00021494i,-0.00072677+0.0001508i,0.0002134+0.00064411i,0.00051156+0.00027801i,0.00078103-9.2e-05i,0.001069-2.0819e-06i,0.00017782+2.0427e-05i,-0.00051058-0.00017514i,-0.00059994+0.0002515i,-0.00021138-0.00011822i,0.00024132-0.00059208i,2.9531e-05+0.00014434i,-0.00071694+0.0001636i,-0.00083735+1.6497e-05i
0.00085182+0.001033i,0.00031709-0.00054294i,0.00016483-0.0017325i,0.00023884-0.0014455i,0.00014284+0.00012284i,-0.00031177+0.00051058i,-0.00050046+0.00018612i,-0.0009484+2.6759e-05i,-0.0010812+0.00040246i,-0.00074945+0.00053873i,-0.00092883-0.00075167i,-0.00084987-0.00052437i,-0.0008979+0.00043444i,-0.00018617+0.00049771i,0.00079936+0.00081186i,0.00068197+0.0010133i,0.00047627+0.00072605i,0.00031234+0.00051577i,-0.00033187+0.00053238i,-0.00079335+0.00040313i,-0.00012403-0.00017313i,-1.7429e-05+0.00037712i,5.6884e-05+0.00068915i
0.00049628-0.00057426i,0.00014849-0.0021227i,-4.2726e-05-0.0023372i,0.00014573-0.0014828i,-0.00068297-0.00041177i,-0.0018715+0.00017475i,-0.0019908-0.00021958i,-0.001693-0.00013873i,-0.0014866+6.6274e-05i,-0.001134-0.0002364i,-0.00095327-0.00021854i,-0.00050986-0.00014734i,-0.00032152+0.00021144i,-0.00073049-0.00011113i,-0.00077291-0.00016954i,-0.00025249+0.00017463i,-0.00036451+0.00011082i,-0.0005286+4.332e-05i,3.2996e-07-0.0001291i,-0.00038634-0.00036585i,-0.00065066-0.00052485i,0.00032834+1.3146e-05i,0.00012078+0.00060788i
0.00080091-9.5364e-05i,0.00020985-0.0014748i,-6.8992e-05-0.0014277i,-8.415e-06-0.0012617i,0.00014192-0.0015571i,-0.0004667-0.0011122i,-0.0013915-0.00032895i,-0.0015929+0.00077711i,-0.0020683+0.0014723i,-0.0017048+0.00093014i,-0.00096085+0.00056533i,-0.0010594+0.00023726i,-0.0012234-0.00016319i,-0.00078631-0.00014019i,0.00032706+0.00018311i,0.00028836+2.4905e-05i,0.00012174+0.00035373i,0.00055386+0.00024712i,0.00047297-0.00021407i,0.00035649-8.4582e-05i,0.00021084+0.00022885i,0.00028467-0.0002074i,0.0010416-0.00021076i
0.0010104+0.0012836i,0.0022513-0.00014943i,0.0022086-0.0023241i,0.001026-0.0022129i,0.00038548-0.001366i,-0.00027478-0.0010106i,-0.0013741-0.0001292i,-0.0018566+0.00057246i,-0.0012699-0.00015814i,-0.00054552-0.00092061i,-0.00047808-0.00067548i,-0.00062835-0.00051534i,-0.00099828-1.4873e-05i,-0.00088492+0.00050931i,0.00022845+0.00087592i,0.00081015+0.0014101i,0.00099879+0.0013153i,0.00029742+0.00065593i,-0.00030857-6.1069e-05i,-0.00027016+0.00011499i,-0.00026502+0.00012177i,-0.00015783-0.00010936i,-0.00010051-0.00027949i
0.00070508-0.00046044i,-0.00014139-0.0016619i,-0.00052764-0.0020658i,-0.000603-0.0011045i,0.00013382+0.00058819i,0.00030428+0.00095605i,-0.00025869+0.00042519i,-0.00057546-0.00029833i,-0.00070435-0.00065845i,-0.00013986-0.00086647i,0.00031477-0.00026903i,0.00010768+0.00041395i,-0.00019224+0.00080043i,-0.00020094+0.0010847i,0.00029825+0.00045244i,0.00072091+0.00025541i,0.00067565+0.00034766i,-3.0381e-05+7.5502e-05i,-0.00047366-0.00014324i,-0.0003111-0.00027544i,-0.00052072-0.00035356i,-0.00075373+8.6237e-05i,-0.0001509+0.00095466i
-0.00059417+0.0016155i,0.00017989-0.00025978i,0.00034476-0.00085602i,0.00060781-0.00061496i,0.0011104+9.6682e-05i,0.00017194+0.00078045i,-0.00083781+0.00047949i,-0.0011671+0.00045465i,-0.001159+1.4208e-06i,-0.00071933-0.00012455i,-0.00012272-0.00013978i,0.00039619-0.00053211i,-3.0009e-06-0.00068484i,-0.00028072-0.00095404i,0.00048555-0.000258i,0.00038055+0.00048266i,0.00045249+0.00021325i,0.00061048-0.00025979i,0.00056912-0.00055918i,0.0010871-0.00030753i,0.0013921-0.00030176i,0.00067942-0.00061943i,-7.2272e-05+7.1815e-06i
-0.0012143-0.003834i,-0.0014988-0.0037752i,-0.0021126-0.0034615i,-0.0026987-0.0011961i,-0.0024845+0.0003066i,-0.0024231+0.00057454i,-0.0023643+0.00050115i,-0.0010143+1.2781e-05i,0.00010171+2.0876e-05i,0.00024421+0.00044605i,-7.5223e-05+0.00042518i,-5.9412e-05+0.0003796i,0.00035262+0.00053292i,0.00033965+0.00060821i,0.00014638+0.00078152i,-0.00029278+0.00080887i,-0.00069524+0.00027981i,0.00021108+0.00011494i,0.00091575+0.00046618i,-0.00011526+0.00018192i,-0.00076291+4.9581e-05i,-0.00072513+0.00022208i,-0.00057442+0.00029651i
0.00060879-0.0024271i,-0.00030504-0.002016i,-0.00045153-0.0013811i,-0.00045728-0.00064152i,-0.001066+0.00046997i,-0.0014325+0.0015066i,-0.0013196+0.001826i,-0.0012052+0.0013833i,-0.00026629+0.0003589i,0.00098453+0.00026343i,0.00082978+0.00042148i,-0.00021497-0.0002679i,-0.00048008-0.0005749i,-0.00038193+0.00042907i,-0.00024418+0.00062406i,-5.3536e-05+0.00037928i,-0.00022604+0.00080826i,-0.0002851+0.00047686i,-0.00014884+0.00033632i,0.0004873+0.00027637i,0.0014209-2.4791e-05i,0.0014992+0.00030492i,0.00057151+0.00053137i
0.0019554-0.0002212i,0.0021047-0.0012447i,0.0010933-0.00078559i,0.00022561-0.00088587i,-0.00047496-9.6815e-05i,-0.0015275+0.00061426i,-0.0021786+0.00042039i,-0.0019891+0.0004023i,-0.0014912+0.0010112i,-0.00010253+0.00075723i,0.0010445-3.6086e-06i,0.00064976+0.00075588i,9.3479e-05+0.00050922i,-6.363e-05-0.00030152i,-4.9308e-05+0.00050444i,-0.00023657+0.0010059i,-0.00020297+0.00027647i,-0.00014892-0.00036113i,2.2718e-05-0.00064445i,0.00016663-0.0004357i,0.0002276-0.00062626i,0.00073549-0.0010699i,0.0012026-0.00045654i
0.0019168+0.0004992i,0.0020035-0.00089478i,0.0022185-0.0007325i,0.0015195-0.00033275i,0.00037063+0.00010033i,-0.00072813+0.00097259i,-0.001202+0.00094087i,-0.0012645+0.00085345i,-0.0018138+0.00088935i,-0.0013555+0.00047593i,-0.0012598-0.00060887i,-0.0012313-0.00074076i,-0.00088145+0.00018692i,-0.00063567+0.00042885i,-0.00048367+0.00074581i,-0.00054418+0.00062877i,-0.00023716+0.0001948i,0.00017685+0.00062501i,0.00051425+0.00046479i,0.00035956-0.00038167i,-0.00028739-0.00065435i,-0.00063992-0.00054885i,-0.00091668-0.00039748i
-0.00061315-0.00084588i,0.00047977-0.00098936i,0.00057632-0.0014549i,5.7952e-05-0.0013813i,0.0002121-0.00029485i,4.1435e-05+0.00060456i,-0.0010711+0.00043337i,-0.0021466-0.00020354i,-0.0018098-0.00047138i,-0.0011056+7.8596e-05i,-0.00073147+0.00037979i,0.00016978+0.00010361i,0.00028153-0.00027999i,0.00051643-0.00024381i,0.00072428+0.00022915i,-0.00019445-7.5286e-06i,-0.00045532+7e-05i,2.0106e-05+0.00033379i,8.6634e-05+0.00039497i,4.5935e-05+0.00050902i,0.00039088+3.1361e-06i,0.0002483-0.00011491i,0.00010039-0.00026587i
0.0019903-0.00057373i,0.00091044-0.0012478i,0.00076819-0.0028536i,0.00039913-0.0027137i,-0.0013195-0.0009815i,-0.0020982+0.00027011i,-0.0020899+0.00047046i,-0.0019662+0.00010039i,-0.0014369+2.0457e-05i,-0.00088195+0.00033458i,4.904e-05+0.00020182i,0.001026+0.00035404i,0.00102+0.00085507i,0.00099027+0.0007012i,0.00099799+0.00026048i,0.00013215-0.00063263i,-0.001059-0.00057477i,-0.0009126-0.00039019i,9.3136e-05-0.00060641i,0.00068145-0.00071196i,0.00031418-0.00095976i,0.00016058-0.00079128i,0.00025923+9.7356e-05i
-0.00066034+0.00046473i,-7.9152e-05-0.00046073i,-0.00043223-0.00074998i,-0.0015339-0.00015348i,-0.0011004+0.00099867i,-0.0012641+0.001103i,-0.0019579+0.00018248i,-0.0014695-0.00020757i,-0.00052029-0.00043348i,-0.00012723+0.00029278i,3.7034e-05+0.00096532i,0.00040185+0.00028614i,-0.00011645-0.00053614i,-0.000168-0.00056502i,0.00031021+0.00030683i,0.00047168+0.00029248i,0.00082972-0.0001678i,0.00070244-0.00021004i,0.00036635-1.4053e-06i,0.00012496+0.00025871i,0.00055288-6.1263e-05i,0.00081087-0.00013063i,4.7984e-05+0.0002548i
0.001508+0.0019093i,0.0018152-1.7682e-05i,0.0021217-0.0019586i,0.00072947-0.0023554i,-8.2693e-05-0.0015418i,-0.00088491-0.00055953i,-0.0017781-0.00062588i,-0.0018167-0.00063646i,-0.0013878+0.00011712i,-0.0010263-0.00038837i,-0.00086632-0.0011231i,7.2328e-05-0.00051589i,0.00065914-2.9444e-05i,-0.00018268+4.219e-05i,-0.00064481+0.00026271i,-0.00032951+0.00015751i,-0.00084114+1.0139e-06i,-0.00081683+0.000175i,0.00018866+0.00029487i,7.516e-05+0.00015719i,-0.00010239+0.00065253i,0.00059636+0.00037404i,0.00063043-0.0002615i
0.00073308+0.00013482i,0.0013227+0.00030238i,0.0012193+0.00030409i,0.00077176-4.3404e-05i,0.00020166+0.00014171i,-0.0010856+0.00023482i,-0.0012837+0.0005314i,-0.0014118+0.00068103i,-0.0019577+0.00046012i,-0.0013605+4.2063e-05i,0.00021277-0.00036006i,0.00065392-0.00039003i,0.0004279+0.00046372i,0.00054658+0.00059407i,-0.00020947+0.00012029i,-0.00046265-0.00043974i,0.00067336-0.00020864i,0.00064926-0.00013489i,-0.00061435-0.0014493i,-0.00085071-0.001065i,-0.00011408+0.00021291i,-7.9738e-05-0.00021157i,0.00010295-0.00040674i
0.0015979+0.00034436i,0.0016187-0.00026306i,0.00055928-0.0011603i,0.0007608-0.00093077i,0.00090256+3.8944e-05i,8.8981e-05+0.00042309i,-0.0010821+0.00032699i,-0.0019152-0.00022528i,-0.0016629-0.00046313i,-0.0015306-0.00027988i,-0.0010717-0.00047996i,-0.00032838-0.00070709i,0.00041525-0.00019433i,0.00026697+5.2121e-05i,-8.042e-05-0.00017809i,-2.5734e-05+7.1613e-05i,-0.00016411+0.00042666i,-0.00072061+0.00044854i,-0.0011534+5.9287e-06i,-0.00066855-0.00034887i,0.00037463-0.00047533i,0.00067331-0.00068789i,0.00032186-0.00037896i
-0.0012145-0.00082696i,-0.0020391-0.0017231i,-0.0031092-0.0023119i,-0.0023305-0.0010399i,-0.0019392+0.00020262i,-0.0019322+0.00067867i,-0.0016313+5.1228e-05i,-0.0017928-0.0013315i,-0.0020998-0.0017576i,-0.0010263-0.000781i,0.00027884+0.00010598i,0.00070761-0.00020523i,0.00015855-0.0001468i,-0.00088128+0.0001624i,-0.0011162+1.5412e-05i,-0.00091375+0.00027338i,-0.00016583+0.00059342i,0.00027851+0.00040437i,0.00021663-0.00030244i,0.0003036-0.00065348i,0.00029685-0.00054307i,0.00059317-0.00012562i,0.00096804-0.00062137i
0.0012415-0.002663i,0.00059525-0.0033628i,0.00079459-0.00372i,0.00056734-0.0021288i,-0.00050674-0.00073978i,-0.00067876+4.912e-05i,-0.00084173+0.0010304i,-0.00084325+0.00097728i,-0.00039886+0.00049749i,9.8193e-05-0.00019474i,-9.2576e-06-0.00011408i,-0.0006681+0.00082619i,-0.00018732+0.0013061i,0.00048197+0.00052807i,9.012e-05-0.00028235i,-0.00016597+9.2738e-05i,-2.2116e-05+8.775e-05i,0.00054673-0.00048049i,0.00037274-0.00043354i,-0.00063096-2.7104e-06i,-0.00033412-0.00019004i,-0.00022286-0.00099947i,-0.00088925-0.0014414i
0.00060437+0.00072351i,0.00016373+0.00094237i,0.00018732+0.00017465i,2.7315e-05-0.00017944i,-0.00021489+0.00019332i,-0.00055312+0.00019071i,-0.0019934-0.00055746i,-0.0027917-0.00054585i,-0.0016679-0.00028461i,-0.00039819-0.0001079i,-0.00014146-3.2542e-05i,-0.00090383-0.00053396i,-0.00045983-0.00016767i,0.00036944+0.00021801i,0.00045085+0.00028184i,0.00081893-0.00031115i,0.00062075-0.0003529i,7.1367e-05+0.00062164i,0.00060322+0.00050668i,0.00054098-0.00031939i,0.00047518-0.00039925i,0.0006455-0.00057971i,0.00087217-0.00065436i
-0.00035681+0.001304i,0.00051103-0.00054118i,0.0013244-0.00073644i,0.00081778+0.00041168i,0.00036496+0.00065441i,0.00015755+0.00061704i,-0.00060668+0.00072818i,-0.0011887+0.00026913i,-0.0011662+0.00022332i,-0.00011818+0.00035523i,0.0002467-0.0002616i,-0.00041766-0.0010571i,-0.00029665-0.00078228i,0.00011982+0.00021258i,0.00019745+0.00057094i,0.00037359+0.00067387i,6.4848e-05-4.4048e-05i,0.00038831-0.00079357i,4.2377e-05-0.00068318i,-0.0009551-0.00057429i,-0.0011117-0.00053005i,-0.00094283-0.00024056i,-0.00095091-0.00010475i
0.0012324-0.0010751i,0.00047334-0.0021375i,-0.0012001-0.0019759i,-0.0014739-0.0013946i,-0.00078338-0.00055712i,-0.00045866+0.0010221i,-0.00078918+0.0016695i,-0.0010565+0.0012129i,-0.00094739+0.00041229i,-0.00035786-4.7313e-05i,0.00087355-8.1455e-05i,0.00087315-0.00011642i,0.00064757-0.00087748i,0.00116-0.00068339i,0.00081201+1.063e-05i,0.00031304+8.2914e-05i,0.00072304+8.6044e-05i,0.00052848+0.00059756i,-0.00025798+0.00063689i,-0.00027729-0.00012414i,-0.00014551-0.00067825i,5.6595e-05-0.00057141i,0.00028076-0.00075472i
-0.00066144-0.00057166i,-0.00045732+0.00045061i,0.00020169+0.00086459i,0.00020506+0.0002865i,0.00015953+0.00053794i,0.00021104+0.0011044i,-0.00091055+0.00028295i,-0.0014983-0.00038406i,-0.0012496+0.00012104i,-0.00098138+0.0012021i,-0.00062347+0.0010311i,-0.00032898+1.2805e-05i,-0.00022465-0.00011097i,-0.00026293-0.00032575i,-5.6473e-05-0.00023441i,8.9094e-05-0.00056293i,0.00023004-0.0011141i,0.00020465-0.00055572i,-0.00050004-7.2396e-05i,-0.00068832-0.000389i,2.4184e-05-0.00045999i,0.00046918+2.0361e-05i,0.00052325+0.0010918i
0.00021577-0.00095709i,0.00083026-0.00099003i,0.00031336-0.00088027i,-0.00028417-1.5028e-05i,-0.0014545+0.00024804i,-0.0015367+0.00021841i,-0.0014183+0.00021135i,-0.0016025-2.8974e-05i,-0.00069599+0.00038523i,-0.00027539+0.00034845i,-0.00013679-0.00011229i,-6.6033e-05+0.00043172i,-0.0006959+0.00010146i,-0.00060358-0.00063367i,-0.0001485-0.00031506i,-7.9666e-05-0.00038536i,0.00027321-0.0004359i,0.00070153-2.0209e-05i,0.00071183+9.4627e-05i,0.00057586-2.7991e-05i,0.00043986+0.00025305i,-0.00022435+0.00070435i,-0.00013013+0.00054404i
0.00082424-0.00074282i,0.00097745-0.0019779i,0.00054363-0.0025926i,-0.00027235-0.0021029i,-0.00027732-0.0010396i,-0.00061405-0.00018761i,-0.0012798+1.4408e-05i,-0.00064428+0.00046349i,-1.6057e-05+0.00042858i,-9.6731e-05-6.9838e-05i,-0.00029357-0.00037769i,0.0002042-0.00047752i,0.0004593+0.00017547i,-0.00018903+0.00030277i,-0.00021275-0.00047985i,-7.3616e-05-0.00070572i,1.7276e-05-1.655e-05i,-9.0613e-05-0.00018064i,-0.00032311-0.00025716i,-0.00099616+0.00056009i,-0.0014914+0.00058927i,-0.0019576+0.00072532i,-0.0020523+0.00047732i
-0.00089471+0.00064008i,4.4424e-06-0.00062496i,0.00087161-0.00070439i,0.0011733-0.00094905i,0.00085204-0.00099133i,-0.00016794-0.00019137i,-0.0012468+0.00062949i,-0.0016774+0.00029241i,-0.0012879-5.6495e-05i,-0.00042145+0.00016197i,-0.00027466-5.3559e-05i,2.4138e-05-0.00053821i,-0.00048454-0.00057525i,-0.00083302-0.00059892i,-2.1596e-05+0.00011668i,0.0003431+0.0015735i,0.0001714+0.00088636i,-4.1091e-05-0.00048625i,-0.0001613-0.00092441i,-0.00058669-0.00046658i,0.00010151-3.0396e-05i,0.00089719+0.00034355i,0.0012224+0.0010483i
0.00064812+0.00035765i,0.0012053-0.00056334i,0.0023083-0.0019689i,0.0017821-0.0021554i,0.00024137-0.00061085i,-0.00066678+0.00062327i,-0.00090815+0.00065658i,-0.0011448+0.00027252i,-0.0015626+0.00015446i,-0.0010191+0.00014588i,-0.00047241+0.00025796i,-0.00054225+0.00044529i,-0.00060511+0.0012493i,-0.00053182+0.0011197i,-0.00019462+0.0006052i,-0.0001896+0.00053785i,-0.00085436+0.0013994i,-0.00060415+0.001555i,0.00016306+0.00010963i,0.00055137-0.00039855i,0.00056538-7.4426e-05i,-3.1261e-06+4.0069e-05i,-0.00074894+0.00052203i
0.0010934+0.001274i,0.0019904+0.00031398i,0.0024927-0.00049031i,0.001754-0.00093889i,0.00036757-0.00089434i,-0.00091058-0.00015258i,-0.0018445-5.5672e-05i,-0.0019517+0.0002953i,-0.0012345+0.00098981i,-0.00063751+0.00081422i,-0.0002366-1.75e-05i,0.00039757-0.00035446i,0.00079873-0.00040418i,0.00071011-0.00024688i,0.00026104-9.5783e-05i,0.00031025-0.00021732i,0.00088756-0.000889i,0.0011457-0.0011261i,0.0014526-0.00027393i,0.00081414+0.00017692i,-0.00040298+0.00042361i,-0.00020243+0.00081976i,6.3041e-05+0.00075605i
0.00059095+0.0011548i,0.00067281-0.00050939i,0.00012358-0.0021192i,0.00032896-0.0016865i,-0.00043521-0.00032816i,-0.00099449+0.00013536i,-0.0010343+9.8814e-05i,-0.0016393-0.0010601i,-0.0012126-0.0011327i,-0.00037208+3.2877e-05i,-3.2387e-05+0.00013277i,-0.0002137-1.3832e-05i,-0.00026547-0.00027612i,-1.9843e-05-1.7266e-05i,0.00049306+0.0003868i,0.00075985+5.7033e-05i,0.00087152-0.00063941i,0.0010559-0.00049297i,0.00053883+0.00041561i,0.00026234-0.00031736i,0.00078788-0.00044465i,0.00040652+0.00054255i,8.6423e-05+0.00081401i
-0.0014767-0.00016692i,-0.0012482-0.0006678i,-0.0013932-0.00047001i,-0.0011647+0.00033i,-0.00084272+0.0012578i,9.2785e-05+0.00085115i,-0.00012431-0.00019822i,-0.0012966-0.0005248i,-0.0013589-0.00027864i,-0.00057166-0.0004309i,-4.2309e-05-0.00049844i,0.00049659+9.7777e-05i,0.0009452+0.0005959i,0.0011479+0.00062089i,0.00066505+0.00044767i,-4.0691e-05-0.00014694i,-0.00016705-0.00041578i,-1.8969e-05+0.0002842i,3.5023e-05+0.00078919i,-0.00079118+0.00064368i,-0.00094469+0.00019186i,-0.00025129+0.00024034i,-0.00056953-0.0001857i
-0.00025014-0.0019347i,-0.00052098-0.0021948i,-0.0013939-0.0019133i,-0.0015576-0.0012146i,-0.0012633+0.0001574i,-0.0012588+0.0012865i,-0.0012502+0.0010743i,-0.0018997-0.00032651i,-0.0020081-0.00035294i,-0.0016028+0.00041716i,-0.00073131+0.00040487i,-0.00046297+9.3695e-05i,-0.00087277+0.00051413i,-0.00059807+0.00076699i,-9.1557e-05+0.00024812i,-0.00021245+2.0543e-05i,-0.00032558-0.00012517i,0.00040623-0.00029364i,0.00076167-0.00071495i,0.00058328-0.00049676i,0.00028107-0.00040038i,1.046e-05-8.6329e-05i,-0.00034465+0.00049607i
0.0010027+1.9823e-05i,0.001385-0.0010717i,0.0005186-0.00063132i,-8.2691e-07+0.00058838i,0.00039928+0.0014417i,0.00040271+0.00060172i,-0.00051918-0.00027443i,-0.0017644-0.00060541i,-0.0021106-0.0005652i,-0.00088267+0.0005031i,0.00054256+0.00066762i,0.0011271-0.00022813i,0.0010081+1.5639e-05i,0.00037489+0.00019151i,0.00016546-2.9955e-05i,-0.00077116+0.00027219i,-0.0008547+8.967e-05i,0.00019066-0.00048031i,5.2211e-05-0.00034853i,0.00080713-0.00082005i,0.0011886-0.00090205i,0.00033492+0.00037073i,0.00031086+0.00065338i
-0.0016345+3.6924e-05i,-0.0022883+0.00085004i,-0.0024506+0.00054057i,-0.0014951+0.0001624i,-0.00025765+0.0012064i,-0.00083795+0.0020937i,-0.0020943+0.00093931i,-0.0018717+0.00033705i,-0.0010363+7.0274e-05i,-0.00032959-0.00026248i,1.1188e-05+0.0001033i,0.00012039+0.00046463i,-8.5652e-05+7.1963e-05i,0.00024089-0.00027955i,0.00040204-0.00013692i,0.00012184+0.00055893i,0.00047046+0.00095042i,0.00086443+0.00024711i,0.00042332+0.00033094i,0.00013825+0.00045163i,0.00013948-0.00055855i,0.00032134-0.0010758i,0.00027495-0.00038051i
-0.0011941-0.0010202i,-0.0013314-0.0016425i,-0.0014957-0.0016675i,-0.0016709-0.00084056i,-0.0010772+0.00058248i,-0.00091295+0.0010733i,-0.0017411+0.00083509i,-0.0018578+0.0006407i,-0.0012429-0.0001556i,-0.00092789-0.00039134i,-0.00062841+0.00056418i,-5.725e-05+0.0004424i,-2.1963e-05+0.00021159i,-0.00050823+0.00057163i,0.00010808+0.00026286i,0.00020057+0.00014318i,-0.00058457+0.00044312i,-0.00096664-0.0001175i,-0.0003447-0.0013003i,-0.00018178-0.00093326i,-0.00061393-3.2452e-05i,-0.00082301-0.00010962i,-0.00083143-0.00045166i
