0.00051983+0.00018789i,0.00097698-0.00083564i,0.00015878-0.0010885i,-0.0010372-0.00095958i,-0.0018678+0.00013501i,-0.0025014+0.0012496i,-0.0029261+0.0018558i,-0.0024778+0.0014191i,-0.0011434+0.00070773i,0.00015329+9.5143e-05i,0.0013519-0.00072831i,0.00061469-0.00049117i,-0.00052876+0.00046841i,-0.00028655+0.00077613i,0.00024958-0.00013433i,0.00070007-0.00017317i,0.00089922+0.00095941i,-6.1926e-05+0.00082319i,-0.00078656-0.00027823i,-0.00031092-0.00033911i,-0.00010208-0.00011605i,-0.00019723-0.00028289i,-0.00046062+0.00015527i
0.0029336-0.0033019i,0.0017726-0.0040304i,-0.00090758-0.0045179i,-0.0015224-0.0032934i,-0.0011566-0.0014004i,-0.0013951-0.00030266i,-0.0007819+2.3742e-05i,-0.00023008+1.241e-05i,-0.00041859-0.00014723i,-0.00036242-0.00044446i,-0.00024111-0.00024693i,3.8989e-05+0.00040339i,0.00076111+0.0010425i,0.00055268+0.0017987i,-0.00028418+0.0018888i,-0.00074807+0.00078339i,-0.00065978+0.00017934i,0.00013494+6.9112e-05i,0.0012654-0.00019315i,0.0019006-0.0007i,0.0016221-0.00039718i,0.00057379-3.9259e-05i,0.00036435-0.00072737i
0.00090383-0.00024896i,0.0003641-0.0005456i,-0.0010285-0.0011124i,-0.0016516-0.0012174i,-0.0014058-0.0012106i,-0.0010865-0.0005805i,-0.0021002+0.00020687i,-0.0020608+0.00081394i,-0.0017752+0.00062473i,-0.001121+0.00021909i,0.00028064+0.00023378i,0.00033802+0.00014004i,-0.00016596-4.4551e-06i,3.6297e-05+0.00023592i,0.00066906+0.00056553i,0.00081154+0.00061629i,0.00064675+0.00023843i,0.00077017-0.0001056i,0.00094778+0.0002434i,0.00033773+0.00019991i,0.00018651-8.0498e-05i,0.00015652-0.00023182i,9.4687e-05-0.00012385i
3.9387e-05-0.00065133i,-0.00070476-0.0028173i,-0.00015187-0.0026298i,0.0004733-0.001913i,0.0010043-0.0011194i,-0.00011736+5.1437e-05i,-0.0017123+0.00047786i,-0.0019533+0.00065329i,-0.0018684+0.00089239i,-0.0012843+0.00087182i,-0.00094263+0.00017978i,-0.00085223+0.00039125i,-0.00067689+0.00087852i,-0.00050695+0.00027143i,0.00011677+0.00011387i,0.00058737+0.00013956i,0.00045319-0.00010212i,-6.5356e-05-0.00013164i,-0.0004333+0.00016654i,-0.00043325+0.00012974i,-6.7497e-05-0.00010685i,-0.00030305-0.00041081i,-6.1728e-05-0.00082737i
0.003143-0.00024542i,0.0037623-0.0013116i,0.0030922-0.0019677i,0.00056232-0.0012249i,-0.001258-0.00076615i,-0.0016883-0.00029796i,-0.0013637+0.0012063i,-0.0012259+0.0015269i,-0.00071095+0.00057577i,-0.00011941+0.00036666i,7.1247e-05+0.00047232i,-0.00024675+0.00027834i,-0.0009261+0.00020012i,-0.00043147-0.00015706i,0.00069382-1.0348e-06i,0.0006405+0.0001693i,0.00010557-0.00030706i,-0.00022745-0.00021379i,-0.00022227+0.00038282i,-6.4781e-05+0.00078336i,-7.6222e-05+0.00014904i,-0.00017211-0.00071698i,-0.00019231-0.00060637i
0.00041006-0.00028743i,0.00033154-0.00038501i,-0.0010275-0.00046856i,-0.0018702+0.00055983i,-0.0020245+0.0016332i,-0.0019278+0.0010641i,-0.0013937-0.00063859i,-0.001535-0.0013203i,-0.0016686-0.0013454i,-0.00015139-0.00099241i,0.00069326-0.00045513i,0.00059633-0.00029342i,0.00056227-2.2393e-05i,0.00031393+7.6051e-05i,0.00021371+0.00012995i,8.4637e-06+0.00033448i,-0.00070305-0.00021221i,-0.00029442-0.0002154i,0.00032074+0.00034523i,0.00022436+0.00060285i,0.00027184+0.00068319i,-0.00013083+0.00044355i,-0.00044659+0.00064814i
0.00092053-0.00051887i,0.0011597-0.00099849i,0.00087323-0.0010133i,-0.0003345-0.00068427i,-0.0011911-0.00021287i,-0.0013147+0.00045764i,-0.0021182+0.00050295i,-0.0027874-0.00043613i,-0.0018019-0.0015079i,-0.00057562-0.0013624i,-0.00066484-0.00033924i,-0.00077683+0.00049566i,-0.00094338+0.00093474i,-0.00087352+0.00098637i,-0.00038991+0.0006649i,-0.0005687+3.6249e-05i,-0.00060128-0.00035663i,-0.00034209-0.00011664i,-0.0004447-0.00010245i,-0.0009299-0.0003853i,-0.00083556-0.00053341i,-0.00054281-0.00062453i,-0.00048645-0.00017234i
-0.00053547-0.00037364i,6.7581e-05-7.3325e-05i,0.00087299+0.00023983i,0.0018217+0.00083117i,0.00090955+0.0010564i,-0.0011733+0.00020589i,-0.0021483-0.00012682i,-0.0021804-0.00019611i,-0.001435-0.00035747i,-0.00024555-0.00014622i,-2.4415e-05-0.00060289i,-0.00012091-0.00084564i,0.00043272+5.6402e-05i,0.00067693+0.00066138i,0.00047314+0.00027171i,0.00020414-0.0001735i,0.0002668+0.00015935i,-0.00016071+0.0007164i,-0.00072689+0.00077455i,-0.00016587+0.00054035i,0.00014331+0.00014231i,-0.00033888+0.00021113i,-0.00034309+0.0010552i
0.0016875-0.0017261i,0.0010004-0.0019137i,-5.3373e-05-0.0023594i,-0.00065432-0.0022206i,-0.00074139-0.0018973i,-0.00062188-0.00064225i,-0.0014416+0.00047042i,-0.0021518+0.000187i,-0.0013752-0.0010387i,-0.0011722-0.00073917i,-0.00083238+0.00018619i,-5.0205e-05+4.1096e-05i,7.2572e-05-0.00034592i,4.8397e-05-0.00051921i,0.00026227-0.00011175i,0.00012922+0.00079367i,-0.00023372+0.000724i,-0.0002458-2.3264e-06i,0.00034868-0.00054595i,0.00062074-0.00097767i,4.3457e-05-0.00060273i,-0.00082871-0.00069389i,-0.00082839-0.00091955i
0.0010443+0.00084095i,0.0020324+0.00037057i,0.0022693-0.00029249i,0.0015421-0.00016498i,0.00055945+0.00033018i,-0.00037434-0.00053251i,-0.0016803-0.0016019i,-0.0022474-0.0011283i,-0.0018612-0.00018376i,-0.00064323-0.0002179i,-0.00039705-0.00010535i,-0.00058965+2.6871e-05i,-0.00038449-0.00037784i,-0.00042413-6.0508e-05i,0.00018413+0.00051048i,0.00077359+0.00060462i,0.00063234+0.00045437i,0.0002468-5.9222e-05i,0.00019913-0.00056625i,0.00087452-0.00020075i,0.00083723+6.8317e-05i,0.00060029+3.8357e-05i,0.00043563+0.00045485i
0.0017839-0.00029998i,0.0027983-0.0019087i,0.0029352-0.0037023i,0.0013335-0.0043936i,6.2556e-05-0.0032314i,-0.00076709-0.00092516i,-0.001144+0.00041829i,-0.00099057+6.6447e-05i,-0.00075904-0.00050781i,-0.00059244-0.00059769i,-0.00032964-0.00086842i,-0.00057091-0.00061417i,-0.00089092+0.00018971i,-0.00032536+0.00033207i,0.00025538+0.0010325i,0.00023116+0.0013143i,-0.0003564+0.00101i,-0.00018142+0.00062544i,0.00084115+0.0006016i,0.0009954+0.00066037i,0.0007507-9.7289e-05i,5.5518e-05+0.00016681i,-0.00041493+0.001065i
0.0021505+0.0008081i,0.0017221+0.0010063i,0.00072873+0.00082538i,7.3005e-05+0.00049676i,0.00036437-0.00029042i,0.00098399-0.00045483i,-0.00034696-0.00034933i,-0.0023773-0.00082636i,-0.0027197-0.00050138i,-0.0013898+0.00030021i,6.0692e-05+7.5541e-05i,0.00033054-0.00050192i,0.00013992-3.8797e-05i,0.00012212+0.0012225i,-0.00016309+0.0018675i,-0.00015108+0.00090783i,-0.0002331-0.00092047i,-0.00027853-0.0012675i,0.00059987-0.00058887i,0.00071615-0.00026117i,0.00015086+9.4033e-05i,0.00020603+0.00050056i,0.00026883+0.00045295i
0.0022454-0.0012417i,0.0019259-0.0029742i,0.001968-0.0036185i,0.00077773-0.0024771i,-0.00099929-0.00017454i,-0.0021093+0.0012516i,-0.001817+0.0017122i,-0.0009855+0.0017744i,-0.00063434+0.0012473i,-0.00050427+0.00041456i,-0.00044277-5.7991e-05i,-0.0011973+0.00041986i,-0.001217+0.00068816i,-0.00080608+0.00037148i,-0.00095553+0.00025993i,-0.00047415-0.00045654i,-8.9348e-05-0.0011113i,0.00025299-0.0014157i,0.00073866-0.00097309i,0.0003663-0.00056048i,-0.00010828-0.000249i,-0.00014452-0.00011678i,0.00039995-0.00038649i
-0.001131-0.00040011i,-0.00062034-0.00074723i,-0.00093809-2.7083e-05i,-0.0012554+0.00022037i,-0.00073763+0.00022479i,-1.5611e-05+0.00073193i,-0.00060074+0.00036903i,-0.0013635-0.00030996i,-0.00039293+0.00016191i,0.00042402+0.00057233i,0.0014615+0.00064603i,0.0014593+0.00029588i,0.0002018+0.00054854i,-4.2076e-05+0.0010974i,0.00078968+0.00064345i,0.0010086+3.9886e-05i,0.00085851+0.00026855i,0.000583+0.0010213i,0.00036283+0.0006438i,0.00044944-0.00022729i,0.00014396-0.00014336i,-0.00013456+0.0002752i,-0.00036129+0.0004564i
-6.5333e-05-0.0010564i,0.00049441-0.0015184i,-0.00063645-0.00064807i,-0.00075749+0.00077831i,-0.00019947+0.001409i,-0.00064783+0.00045758i,-0.001786+0.00029677i,-0.0030696+0.0005784i,-0.0020938+2.5476e-05i,-3.9754e-05+7.7708e-05i,-0.00025354-5.7867e-06i,-0.00073954-0.00015817i,-0.00059541+0.00037843i,-0.00039787+0.00076301i,-3.6133e-05+0.0006718i,-0.00011011-2.8272e-05i,-0.00017689-0.00063421i,-0.00015586-0.00026813i,5.6017e-05+0.00024513i,3.7039e-05-0.00029601i,-3.9373e-05-0.00069883i,-0.00027049-0.00013578i,-0.00062491-0.00026778i
0.0004051+8.6145e-05i,-0.00046332-0.00039287i,-0.00015438-0.00083627i,3.154e-05-0.00090308i,9.8816e-05-8.8663e-05i,0.00038611+0.00027541i,-0.00040533-0.00019553i,-0.0010232+0.00011969i,-0.00061513+0.0011592i,-2.5442e-06+0.001262i,-0.00018156+0.00013628i,-0.00054016-0.00035472i,-0.00097043+0.00071692i,-0.00097133+0.00089465i,-6.2388e-05-0.00024869i,0.00049353-0.00099502i,0.00027839-0.00041912i,5.9613e-05-0.00018037i,-0.00018974-0.00079053i,-0.00035652-0.00039172i,-8.4774e-08+0.00018652i,-0.00039526+0.00030781i,-0.00055007+0.00031466i
0.00015045-0.00032875i,-9.6958e-05-0.0012519i,-0.00015825-0.0015777i,-0.00051208-0.0013631i,-0.00092567-0.00033955i,-0.0013287+0.00035412i,-0.0018732+0.00039392i,-0.0022972+0.00056346i,-0.0014595-0.0005236i,-0.0008185-0.0011337i,-0.001073-0.00081045i,-0.00021688-0.00058262i,0.00052696-0.00021867i,0.00058188-1.329e-05i,0.00078353-0.00041663i,0.00051182-0.00038965i,-0.00053566-7.3654e-05i,-0.00078029+0.00042731i,-0.00051908+0.00027813i,-0.00091528-0.00061593i,-0.0014657-0.00072385i,-0.0010935-0.00044153i,-0.0004558-0.00037363i
0.0010451-0.0017565i,0.00065093-0.0023126i,-0.00040367-0.0030511i,-0.00035358-0.0028843i,-0.00070607-0.0016559i,-0.0015312-0.00068702i,-0.0012418-0.00052797i,-0.0011219+0.00015579i,-0.0012273+0.00059233i,-0.00038125-7.1563e-05i,0.00042617-0.00019644i,0.00023929+0.0002529i,-0.0007446-0.00012765i,-0.00038611-9.5841e-05i,0.00055542+0.00070435i,0.00078015+0.00090541i,0.00051679+0.00034984i,-1.2997e-05-0.00071801i,-0.00021348-0.00052062i,-0.00093439+0.00033003i,-0.00070151+2.842e-05i,0.00014763-0.00012407i,0.00010443+0.00029273i
0.0012634-0.0013845i,0.0010441-0.0018599i,0.00080261-0.00088167i,0.00051951-7.7806e-05i,-0.00062994-8.25e-05i,-0.0016307+0.00011221i,-0.0025269+0.00029282i,-0.0023706+0.00078325i,-0.0011333+0.00070284i,6.0958e-05+0.00025456i,0.00041694-0.00019653i,0.00019505-0.00046522i,-7.1804e-06-0.00025261i,0.00031494+0.00050198i,-9.374e-05+0.00106i,-0.00058834+0.0011559i,-0.00038747+0.00057313i,-0.00035572+0.00038605i,-0.0007905+0.00036454i,-0.00066221+0.00034782i,0.00030151-0.00012174i,0.00079039-0.00052569i,0.00033945-0.00023469i
0.00068822+0.002257i,0.0010824+0.00087764i,0.0017649+0.00015116i,0.00083094-0.00010444i,-0.00038893-0.00012157i,-0.00098355+2.8117e-05i,-0.0019881+9.7659e-05i,-0.0026152-0.00010049i,-0.0020902+3.0399e-06i,-0.00083508+0.00042909i,-5.8749e-05+0.00066863i,0.00017479+0.00057874i,-0.00016049+0.00055486i,-9.3382e-05+0.00051649i,8.4259e-05+0.00066694i,0.00052697+0.00034763i,0.0012861-0.0001365i,0.001563+0.00018702i,0.0014497+0.00055493i,0.0013449+0.00036507i,0.0010344+0.0003919i,0.00030557+0.00069472i,-0.00074554+0.00025496i
-0.00087314-9.1014e-05i,-3.1976e-05-0.00015535i,-0.00018894-0.00093778i,-0.00045725-0.0013321i,-0.0001167-0.00042994i,0.00011333+0.00086554i,-0.00031026+0.001048i,-0.00049028+0.00024641i,-0.0010926-0.00030436i,-0.00075501-7.985e-05i,-6.4189e-05+5.2122e-06i,-0.00040014-0.00010263i,-0.00085363+0.00047116i,-0.0010467+0.00043702i,-0.00067002+0.00057773i,-0.00054065+0.0010643i,-0.00084785+0.00075231i,-0.00049156+0.00040014i,-0.00043544-8.9502e-05i,-0.00030354-0.00037987i,0.00028207-0.0002617i,0.00061519-0.00045365i,0.00055949-0.0006438i
7.3127e-05-0.00043766i,0.00061189-0.00089043i,0.00033927-0.0010978i,0.00051168-0.00085645i,0.00044306-0.00097126i,-0.00018669-0.0010286i,-0.00051447+0.00018412i,-0.00089306+0.00084229i,-0.0010734+0.0003096i,-0.00094891-0.00013165i,-0.0004184-0.00047199i,-0.00050241-0.0003206i,-0.00070163-0.0004553i,0.0001071-0.00041909i,0.0010481-0.00041503i,0.00082745-0.00028513i,0.00054026+7.6555e-05i,0.0004057+0.00032541i,0.00025526+0.00025354i,-0.0002711+0.00025606i,-0.00029771+0.0003315i,0.00061765+0.00030999i,0.00074354+0.00010798i
-0.000376-0.00071202i,-0.00015197-0.00063648i,-0.00011233+4.3297e-05i,0.00031519+8.0334e-05i,0.00046546-0.00023209i,-0.00024357+2.1433e-06i,-0.00078404-0.00030999i,-0.00033731-0.00020487i,-0.00067414+0.00050336i,-0.001006+0.00083892i,-0.00011732+0.00079499i,0.00023013+0.00053974i,0.00018609+0.00035999i,0.00015289+0.00019316i,3.6904e-05+0.00095523i,0.00048064+0.0013016i,0.00052257+0.0010451i,0.00031212+0.00066517i,-8.8885e-05+0.00019666i,-0.0007723+0.00031427i,-0.00072576+0.00027894i,-0.00066787-2.0084e-05i,-0.00029588-0.00034101i
0.00069938+0.0014937i,0.0016171+0.00098498i,0.00045118+0.00052003i,-0.00018646+0.00015286i,0.00099129+0.00044942i,0.00049692+0.0005071i,-0.0014823+0.00065824i,-0.0024233+0.00044736i,-0.0025632+0.00054991i,-0.0018752+0.0008517i,-0.00014686+0.00053032i,8.2317e-05-0.00037785i,-0.0008482-0.000487i,-0.00086617-0.00019208i,-0.00043955-0.00027851i,-0.00042164-0.00028172i,-0.00049749-0.00047629i,-7.7599e-05+0.00012069i,-0.0001973+0.00068395i,-0.00054694+0.00031163i,-9.2117e-06+0.00042381i,0.00017351-0.00013958i,0.0004374-0.00058947i
-0.0027873+0.00065862i,-0.0011906+0.0010967i,-0.00017881-0.00036109i,0.00018064-0.0008133i,-7.2383e-05+6.4285e-05i,-0.00022771+0.0005171i,-0.0011708+0.00021482i,-0.0011518-0.00046386i,-0.00070142-0.00025521i,-0.00041935+0.00033652i,-0.00022769-0.00020536i,-0.00057367-0.00074619i,-0.00037138-0.0003252i,3.1072e-05+0.00035274i,6.2092e-05+0.00024111i,-0.00018359-0.00014359i,-0.00045826+7.3985e-05i,-0.00042265+0.0003837i,-0.00029515+0.00045487i,-1.2278e-05+0.00063309i,-0.00048905+0.0003208i,-0.0011871-0.00046678i,-6.1649e-08-0.0007107i
-0.0002845-0.00051293i,0.00054416-0.0012381i,0.0009455-0.0010029i,0.00029046+0.00052172i,-0.00012121+0.0011161i,-0.0002867+0.0010378i,-0.0015372+0.00062702i,-0.0025733+2.207e-06i,-0.0025297+0.00068503i,-0.0016916+0.0008339i,-0.00063329+3.2224e-05i,-0.00050304-0.00025008i,-0.00038129+0.00026488i,0.00061285+0.00091664i,0.00046778+0.00065484i,-0.00010782+3.5495e-05i,0.00036053+2.0591e-05i,0.00015251+0.00099766i,-0.00027907+0.0012365i,7.2711e-05+0.00040488i,-0.00027184+0.00014835i,-0.00035414+0.00014186i,-3.459e-05+6.3154e-05i
0.0022024-0.001365i,0.0016809-0.00077193i,0.00067981-0.00058815i,-0.00034391-0.00041349i,-0.0015227-0.0001633i,-0.0017576-0.00066735i,-0.0014224-0.000298i,-0.001014+0.00025304i,-0.00090958-4.0169e-05i,-0.00069241-0.00015516i,0.0001693-5.4898e-05i,-2.3445e-05+0.00028145i,-0.00076806+0.00078222i,-0.00042438+0.0011134i,0.00021919+0.00039185i,0.00041335-0.00030239i,0.00020335-0.00010573i,-2.3177e-05+4.2692e-05i,-0.00026922-0.00031587i,-0.00055551-0.00045841i,-0.00048841-0.00066483i,0.00023976-0.00072835i,0.0010604-0.00051386i
0.0012705+0.0013949i,0.00043944-0.0004088i,0.00077158-0.0020407i,0.0010101-0.0023567i,0.00033467-0.001526i,-0.00053361-0.00023861i,-0.00088681+0.0012913i,-0.00084826+0.0012402i,-0.0006299-3.9524e-05i,-0.00048634-0.00027601i,-0.0010087+0.00018022i,-0.0015936-8.8345e-05i,-0.0012518-0.00050359i,-0.00085559-0.00013296i,-0.00059714+0.00019748i,-0.00034936+0.0002494i,0.00016657+0.00020547i,0.0003157+0.00033683i,0.00025897-0.00015779i,0.00014943-0.00051564i,-2.2654e-05-0.00052623i,0.0005438-0.00092077i,0.00048217-0.0012039i
0.00097876-0.0012295i,0.00073203-0.0023704i,0.00087932-0.0026165i,8.2377e-05-0.0026619i,-0.00028871-0.0017609i,-0.0009085-0.00056913i,-0.0018768-0.00015206i,-0.0020445+0.00016359i,-0.001154-0.00014331i,-0.00074764-0.00017512i,-0.00050278+0.00030803i,-0.0005744+0.0011722i,-0.00077391+0.00032009i,-0.00011843-0.00022142i,0.00028256+0.0003586i,-0.00025924-7.2728e-05i,-0.00026443-0.00057572i,0.00064832-1.7423e-05i,0.00067996+0.00011663i,-0.00050377+3.8936e-05i,-0.00098904+0.00010497i,-0.00071423+0.00012566i,-0.0002123+0.00016234i
0.0018937-0.0023792i,0.0028164-0.0029101i,0.0014729-0.0017474i,-0.00042286-0.00065444i,-0.00091048-0.00048273i,-0.00064947-0.00013358i,-0.00038818+0.000105i,-0.00014312-0.00027016i,-0.00063182-3.0887e-05i,-0.00090077+0.00065971i,-0.00039855+0.00022425i,-0.00033268-0.00053155i,-0.00019778-0.00042088i,0.00015704+0.00032543i,-0.0002926+0.0008605i,-0.0012627+0.00053544i,-0.0010618+0.00032735i,-0.00041123+0.0012078i,0.00047933+0.00085026i,0.00085293+9.8126e-06i,-3.452e-05-0.00041922i,-0.00055917-0.0011287i,-0.00031738-0.0012289i
0.0015574+0.0010187i,0.0017729+0.00038289i,0.0013932+0.00032511i,0.00082236+0.0005041i,-0.00044957+0.00072656i,-0.001683-0.00011643i,-0.0018722-0.00060325i,-0.0020858-0.00022992i,-0.0017471+0.00043313i,-0.00028978+0.00031415i,0.00061676+0.00013059i,0.00023988+0.00042319i,-0.00047312+0.00023863i,-0.00026176+0.00051359i,0.00041594+0.00083528i,0.00071542+0.00086788i,0.00021609+0.00084968i,0.00011348+0.00080279i,0.00021004+0.00023986i,9.7495e-05-0.00017199i,-0.00044835-9.0412e-06i,-0.00078262+0.00039328i,0.00025109+0.00084047i
-0.002499+0.00011795i,-0.0014031+0.00060671i,-0.00014924-0.00011466i,-0.00053009-0.00089711i,-0.0011138-0.0005325i,-0.00079421-0.00046688i,-0.0009611-0.0005157i,-0.0015617-0.00061225i,-0.0015893-0.00041523i,-0.00058749-4.8212e-05i,0.00018134+0.00021997i,0.00017415+0.00049197i,-0.00056327+0.00073661i,-0.00089858+0.00028748i,-0.00059336+0.00031527i,-0.00075405+0.00097748i,-0.00024065+0.001168i,-0.00012774+0.00053287i,-0.0011073-0.0007178i,-0.000454-0.0013257i,0.00038797-0.0004414i,-0.00027479+0.00011283i,-0.00040753+0.00059836i
-0.0011087+0.00020572i,-0.00076865-0.00040491i,-0.00051258-0.00056387i,-0.00064305+0.00036747i,-0.00063424+0.0013303i,0.00016061+0.0011267i,-0.00037172+0.00016505i,-0.001066+0.00017963i,-0.0011013+0.00046138i,-0.00070642+0.00034739i,-0.00035138-6.635e-05i,-4.2249e-05+0.00021184i,3.5825e-05+0.00105i,0.00020809+0.00082185i,0.00050156-1.2708e-05i,0.00054792-0.0003014i,1.4035e-05-0.00012991i,-0.0003348+0.00038355i,-0.00027497+0.00077706i,-0.00042033+0.00047227i,-0.00073427-0.00020891i,-0.00018641+7.1534e-05i,0.00023881+7.4346e-05i
0.0027652-0.00063821i,0.002059-0.0010121i,0.00066427-0.0022171i,-0.00011051-0.0017542i,-0.0010446-0.00041474i,-0.0013919-0.0001683i,-0.001234-0.00038615i,-0.0010501+0.00042885i,0.00020071+0.0011191i,0.00055365+0.00083166i,-0.00044739+0.00041577i,-0.00047775+0.00027973i,-0.00030304-0.00031666i,-0.00080703-0.00051139i,-0.00041235-8.6306e-06i,-0.00062252+0.00029683i,-0.0012503+5.4462e-05i,-0.00056788+0.00016841i,0.00054372+0.00099386i,-9.9739e-05+0.00097095i,-0.00065076+0.00033648i,-0.00038728-0.00034472i,0.00037744-0.00012536i
0.00033597+0.0023909i,0.00078654+0.0003911i,0.0021434-0.00037895i,0.002804+2.1902e-05i,0.0014509+2.8966e-05i,9.0075e-05-0.0008181i,-0.00063048-0.00034631i,-0.00087724+0.00066447i,-0.00070952+0.00084175i,-0.00080398-0.00034005i,-0.0011519-0.00083847i,-0.0012458+2.1202e-05i,-0.0010848+0.00095652i,-0.00083127+0.00081828i,-0.00043867+0.00022684i,0.00012184-0.00011063i,-0.00016017+0.00014782i,0.00019493+0.00091048i,0.00097356+0.0011206i,0.00072351-0.00015291i,0.00053485-0.0011068i,0.00069163-0.00013547i,-0.0003496+0.00026159i
0.00063329+0.00021769i,0.00058881-0.0016087i,0.00067183-0.0030322i,0.00016718-0.0028925i,-0.00055431-0.0013282i,-0.00055317+0.00012736i,-0.00081702+0.00021553i,-0.00055187-0.00066344i,0.000206-0.00086712i,2.8123e-05-0.00076251i,-0.00041341-0.001156i,-0.00022499-0.0009938i,0.00034561-0.00056782i,0.00017159+0.00012551i,-0.00067701+0.00037006i,-0.00061917+0.00017841i,-0.000168+0.0003859i,0.00010914+0.00034383i,-5.2279e-05-4.2897e-06i,2.6096e-05-0.000702i,0.00013301-0.0007378i,-5.0833e-05+5.7988e-05i,0.00019257+0.00058652i
0.00069631+0.00043071i,0.0004491-0.00051345i,0.00094316-0.0014705i,0.0011618-0.0014104i,0.00015805-0.00064311i,-0.00057356-0.00056403i,-0.001438-0.00046637i,-0.0021062-0.00040184i,-0.0026167-0.00061646i,-0.0018894-0.0005322i,-0.00046641-0.00020936i,-0.00026485-4.8358e-05i,-0.00035396+0.00030867i,0.0001901+0.00058277i,0.00093991+0.00024692i,0.00033643+0.00031226i,-0.00068104+0.00053995i,-0.0007942+0.00059538i,-0.00016328+0.00014244i,0.00028189-0.00076889i,0.00025595-0.00091629i,0.00025353-0.00075637i,0.00048606-0.00052465i
0.0015536-0.00021068i,0.0014279-0.0031034i,0.0007563-0.0026078i,-0.00050613-0.00079422i,-0.00046152+0.00014041i,-0.00018756+1.8919e-05i,-0.00094955-0.00034559i,-0.0017122-0.0010254i,-0.0013864-0.00058426i,0.00015733+6.2834e-05i,0.00032603-0.00022574i,1.2613e-05-5.8166e-06i,-0.00015279-0.00011608i,-0.00035264-0.00020621i,-9.0508e-05+0.00056722i,0.00064105+0.00052679i,0.0010052+0.00027687i,0.00039072+0.0005439i,-0.00038094+0.0002878i,-0.00041583-0.00058573i,-1.3686e-05-0.0003213i,-0.00038577+0.00028578i,-0.00085885+0.0005635i
3.1715e-05+0.00048034i,0.00028912+0.00052738i,-0.00057802-0.00020564i,-0.00023697-0.0010571i,-0.00014749-0.00020545i,-0.00099146+0.00010807i,-0.0014784-0.00010318i,-0.0010226-0.00014084i,-0.0006214-5.0624e-05i,-0.00043395+0.00032383i,0.00023005+0.00023979i,0.00018439+0.00026219i,-0.00064472+0.00016739i,-0.00056671-0.00020295i,-2.0425e-05-0.00049233i,0.00032158+8.1875e-05i,0.00019823+0.00078135i,0.00021047+0.00042893i,0.00068796-0.00031107i,0.00040701-0.00048743i,-0.0001616-0.00015857i,-0.00035895-0.0002456i,-0.0004843-0.00093349i
3.0351e-05-0.0001046i,0.00059774-0.001797i,0.00033472-0.0018522i,-6.7382e-05-0.0012752i,9.5821e-05-0.00031363i,0.00023027+0.00030783i,-0.00039672+0.00077064i,-0.00126+0.00022582i,-0.001192+0.00031537i,0.00011116+0.00056784i,0.0007627-5.5002e-05i,-0.00040511-0.00031996i,-0.0010884-0.0002351i,-0.001241+0.00021052i,-0.0012818+0.00029985i,-0.00043992+0.00013331i,-0.00011021-1.794e-05i,-5.5632e-05+0.00038087i,0.00054433+0.00070597i,0.00094037+0.00039974i,0.00053552-0.00043863i,0.00048787-0.00045331i,0.00019916+0.00039209i
0.00049022+0.00015494i,0.00075004-0.0010869i,0.001069-0.0012496i,-0.00060981-0.00082548i,-0.00029153-0.00093367i,0.00060066-0.0010177i,-0.00023776-0.00089299i,-0.00082727-0.00076092i,-0.0011953-0.00018832i,-0.00092797+0.00077919i,-0.00020578+0.00055512i,0.00035102-0.00011759i,0.0011838+7.9337e-05i,0.0013382+0.0002024i,0.00057254+1.7744e-05i,5.7967e-05+0.00021025i,-0.0002063+0.00025506i,-0.00051777+0.00046205i,-0.00024118+0.00049469i,0.00054575+0.00059956i,0.00070626+0.00023327i,-6.6215e-06-0.00030447i,-0.00076873-0.00072122i
0.0010596+0.00026662i,0.00070862-0.0015819i,0.00079018-0.0030751i,0.0013452-0.0032783i,0.00055034-0.0020807i,-0.00035777-0.0005011i,-0.00088559+0.00017135i,-0.0016294-0.0002097i,-0.0015223-0.00055593i,-0.00050156-0.0002446i,-9.1468e-05+0.00016205i,-0.00034848+0.00010902i,-0.0010588+0.0003087i,-0.00068006+0.00017409i,4.7329e-05-0.00011309i,7.7927e-05-0.00021679i,-0.00029748-0.00060013i,-0.00085931-0.00040219i,-0.0002004-0.00041125i,0.00046049-0.00058849i,0.00053974+0.00014868i,-0.00010474+0.00043824i,0.00040469+0.00045854i
0.0037878-0.00017893i,0.0020117-0.0023573i,0.0013106-0.0040878i,0.001447-0.0034342i,0.00021013-0.0016711i,-0.0010467-0.00057586i,-0.0013458+0.00028454i,-0.001487+0.00034433i,-0.00099265+0.00037841i,-0.00029023-3.913e-05i,3.4305e-06-0.00083298i,-0.00080127-0.0010535i,-0.0011389-0.00018955i,-0.00073297+0.00082707i,0.00033994+0.00074794i,0.00093928+0.0003474i,0.00089206+0.00015496i,0.00071306+0.0002936i,0.00035695-0.00028756i,0.00029302-0.00036807i,-8.6531e-05+0.00015081i,-0.00047042+0.00058157i,-0.00096254+0.00074935i
