-0.0020949-0.0012244i,-8.0065e-05-0.000701i,-0.00054083+2.6007e-05i,-0.00098114+0.00032781i,-8.4085e-05+0.00050559i,0.0010177+0.00017057i,0.0014264-0.00019436i,0.00089468+0.00020551i,0.00065806+0.00075735i,0.00098494+0.00020171i,0.00060303+0.00042604i,-1.351e-05+0.00075765i,-0.00050506+0.00072914i,-0.00068667+0.00061675i,-0.00044779-2.8629e-05i,0.00022247-0.00084456i,0.00052812-0.0010532i,-0.00021066-4.9546e-05i,-0.00024359+0.00058394i,0.00024207+0.00045453i,0.0003596+0.00051279i,-6.4878e-05+0.00055804i,-0.00031456+0.00018777i
-0.0012037-0.00032864i,-0.00082899+0.00078571i,-0.00061502+0.00098119i,6.2964e-05+4.2111e-05i,0.0008149-0.00029247i,0.00084137-0.00037656i,-0.00014736-0.00029634i,-0.00042221-4.0747e-05i,-0.00035761-0.00012782i,-0.00086087-0.00055637i,-0.0013175-0.00037816i,-0.00070836-3.2189e-05i,0.0003175-0.00031676i,8.1914e-05-0.00059487i,-0.00055729-0.00077326i,-3.4835e-05-0.00048801i,0.00069824-7.5127e-05i,0.00043543-0.00048265i,0.0003775-0.00072998i,0.00046567-0.00023588i,0.00046465-0.00034526i,0.00062243-0.00033791i,0.00069696+0.0006386i
-0.00068901+0.00076565i,-0.00096054+0.00080902i,-0.00029875+0.0017069i,0.0003677+0.0023663i,0.00075148+0.00072508i,0.00085195-0.00032403i,0.00062277-0.00028022i,0.00014681-0.00042658i,-0.00024688-0.00082249i,8.0972e-05-0.00013573i,0.00034198+0.00030332i,2.0999e-05-0.00039466i,-0.00090399-0.00090601i,-0.00085519-0.0010564i,-1.5961e-05-0.00066521i,4.0723e-05-0.0005333i,-0.00038225-0.00039361i,-0.0012619-0.00053644i,-0.00072021-0.00018867i,0.0004346+0.00059118i,0.00047534+0.00062935i,0.00040131+0.00030674i,0.00013214-0.00015926i
-0.0013925-0.0013096i,-0.00152+0.00046618i,-0.00069914+0.001084i,0.00055037+0.00095903i,0.0014056+0.00013509i,0.001187-0.00054913i,0.00046674-0.00054978i,0.00030091-0.00054706i,0.0003714-0.00027352i,8.5867e-06-0.00024568i,-0.00057381+0.00014178i,-0.00080612+0.00035599i,-0.00064683-8.4037e-05i,-0.00028726-0.00027057i,-0.00018884-0.00028251i,-0.0010484+0.00011066i,-0.0011277+0.00043853i,-0.0002658-0.00028691i,-7.5167e-05-0.0012425i,-0.00040039-0.00085925i,-6.3663e-05+0.00055232i,0.00078767+0.0011972i,0.0010978+6.8704e-05i
-0.0010783+0.0011722i,0.00054257+0.0018546i,0.0018666+0.0026147i,0.0020173+0.0018296i,0.002329+0.00042126i,0.0011069-6.2983e-05i,-0.00053497-9.1589e-05i,-0.0005767-8.9128e-05i,4.9981e-06-0.00037081i,0.0006348-0.00058622i,0.00039911+0.00028911i,-0.00032685+0.00018603i,-5.7219e-05-0.00052398i,0.0007715-0.00069931i,0.0010214+7.7292e-05i,0.00023533+0.00052022i,-0.00033006-4.4639e-05i,-0.00017661-0.00047733i,1.7208e-05-0.00048395i,0.0003837-0.00013027i,0.00063428+0.00068175i,0.0012475+0.000734i,0.0017082-2.4432e-05i
-0.0006889+0.00077179i,-0.00011918+0.00042608i,-0.00034628+0.00064694i,-0.00050625+0.00088674i,-0.00040747+0.00038258i,8.9834e-05+0.00021203i,-0.00056297+0.00031333i,-0.0010267-0.00015567i,-0.00034312+0.00019658i,-0.00011186+0.0006893i,-4.5535e-05+0.00088162i,2.2072e-06+0.000598i,-0.00019667-5.7722e-05i,-0.0002163-0.00030116i,0.00053866-0.0010115i,0.00097803-0.0014802i,0.00052038-0.0012216i,0.00045966-0.0014945i,0.00086503-0.0019098i,0.00065269-0.0017583i,0.00029526-0.00085386i,0.00047761-0.00030928i,0.00041528-3.9368e-05i
0.00040566+0.00054095i,8.8724e-06+0.0020796i,0.00077122+0.0027015i,0.001969+0.0012112i,0.0014607-0.00074778i,0.00097975-0.0012046i,0.00056362+0.00036347i,0.00069528+0.0011996i,0.00082663+0.00013861i,0.00054986-0.00060462i,0.00041644-0.00011223i,0.00013717+9.7176e-06i,0.0003926-0.00027013i,0.00056983-0.00025697i,0.00050556-0.00024888i,0.00061998+0.00074351i,0.0006803+0.0013691i,0.00015919+0.00036966i,-0.00018903+3.5416e-05i,-0.00018393+0.00037685i,-0.00016394-2.2741e-05i,0.00028186-0.00045418i,0.00025577-0.00041691i
0.00061491+0.00057182i,0.00015848+0.00036971i,-8.6212e-05+0.00059533i,-0.00018049+0.00064391i,0.00032189-0.00029644i,-0.00016098-0.00082736i,-0.0012567-0.00019989i,-0.001073+0.0002477i,-0.00020037-0.00033335i,-0.00019328-0.00038909i,-0.0011368+0.00028653i,-0.0010676+0.00064975i,0.00019726+0.00085917i,0.00068466+0.0002254i,0.00044696-0.00040985i,0.00062496-0.00023292i,0.0004851-0.00044611i,0.00031288-0.00095432i,0.00049868-0.00052441i,0.00078148-0.00015443i,0.00079972-0.00042396i,0.00061142-0.000368i,8.3731e-05-0.00032756i
-0.00097631-0.00035416i,-8.9638e-05+0.00073995i,0.0012098+0.001796i,0.0018262+0.0013352i,0.0017938+0.0001565i,0.0015714-0.0003828i,0.00063923+0.00017654i,0.00015505+0.00042985i,0.00012023+0.00031291i,-0.00048633-0.00016689i,-0.0001978-0.00055706i,0.00078128-0.00048765i,0.0006571-0.00076643i,0.0003949-0.0010379i,0.00049219-0.0011044i,0.00080386-0.0015832i,0.0011041-0.0016306i,0.00076787-0.0012215i,0.00044237-0.00050514i,5.3487e-05-9.5414e-05i,9.7537e-06-0.00020618i,0.00035165-0.00055202i,0.00045065-0.00036858i
-0.00066651+0.00016283i,-0.00010372+0.0012474i,0.00016882+0.0019303i,0.0013829+0.0016725i,0.0022693+0.00079984i,0.0011862-0.00014509i,-0.00031997-0.00050497i,-0.0004128-0.00068478i,0.00017238-0.00070815i,-0.00032603-0.00010145i,0.0005764+0.00012921i,0.0019983+6.984e-05i,0.0013535+0.00055325i,0.00067794+0.00057166i,0.0011601+9.3367e-05i,0.00072111-0.0005661i,0.00018669-0.001115i,0.00067492-0.00096711i,0.00083375-0.0011146i,0.0012616-0.0015899i,0.00081425-0.0010489i,-4.4324e-05-0.00039286i,-0.00040681+0.00025681i
-0.0011101+0.00064392i,-0.0015919+0.001014i,-0.0007249+0.0015753i,0.0002547+0.0022229i,0.00088045+0.0013564i,0.0011477+6.092e-05i,0.00012316-0.00027304i,-0.0012112-2.4595e-05i,-0.0015055+0.00022048i,-0.00022867+4.6009e-05i,0.00023207-0.00055965i,0.00068601-0.00067213i,0.0013527-0.00031965i,0.00035813-0.00043753i,-0.00067601-0.0011083i,-0.00039421-0.00031117i,-0.00018058+0.00015045i,-0.00043276-0.00035348i,-0.00050095-0.00044116i,0.00042072-6.7822e-05i,0.0010203-0.00017811i,0.00086083-0.0003999i,0.00085988-0.00013521i
-0.00072359+0.00040976i,-0.00041943+0.00013355i,-9.9793e-05+5.0987e-05i,0.00047007-0.00030841i,0.0012907-0.00085671i,0.0019319-0.0001635i,0.001378+0.00017575i,0.00069909-1.7088e-05i,0.0010151-0.00041814i,0.00037544-0.00064291i,-0.00091753+0.00012425i,-0.00042559-1.5876e-06i,-0.00022439-0.00076831i,-0.0001915-0.0014694i,0.00013975-0.0010883i,5.077e-05-0.00037528i,0.00036243-0.00058602i,0.00014081-0.00045958i,0.00017053+0.00019729i,-8.4967e-05+0.00032819i,-0.00022744+0.00030974i,0.00016572-0.00021822i,0.00039075-0.00030596i
-0.0013672-0.00052753i,-0.00069838+0.00022047i,-0.00024069+0.0013641i,0.0011242+0.0014592i,0.001877+0.00022488i,0.0014122-0.00037879i,0.00051313-0.00046626i,0.00039523+1.5515e-05i,0.00069797+0.00065833i,-0.0001137+0.00089971i,-0.00070769+0.0010837i,-0.00017049+0.00056182i,0.00034032-9.3589e-05i,0.00066514-0.00016631i,0.00078607-1.9995e-05i,0.00099331-0.00034666i,0.00080766-0.00063353i,0.00062682-0.00029539i,0.00026543+6.5979e-05i,-0.00019967-0.00040059i,-0.00072907-0.00041886i,-0.00097108+0.00027427i,-0.00030395+0.00039236i
-5.8778e-05-0.0014449i,7.2053e-05-0.00046914i,8.5791e-05+0.00049694i,0.00087162+0.00094565i,0.0014119+0.00099626i,0.0012008+0.0006227i,0.00059403-0.0004815i,-0.00042262-0.00052853i,-0.00052172-0.00039891i,-7.831e-05+5.5392e-05i,-0.00014763+0.00071353i,-0.00028484+0.00037734i,1.2974e-05-1.0366e-05i,0.00011779-0.00040934i,-0.00033044-0.00067443i,-0.00067742-0.0010232i,-0.00010071-0.0010217i,0.00027288-0.0010527i,-8.4446e-05-0.0015136i,0.00015713-0.0011756i,0.0007202-0.00017721i,0.00073024+0.00021565i,0.00055575+0.00026982i
-0.001111+0.00041088i,-0.00086918+0.00043373i,1.9886e-06+4.6533e-06i,0.00051206+0.00043114i,0.00039515+0.00037366i,-0.0001058-0.00063679i,-0.00016631-0.00074176i,0.0003208+5.9649e-05i,0.00059856+0.00040452i,0.00056247+0.00031853i,0.00037363+0.00017617i,0.00048681+0.00035572i,0.00099865+0.00022164i,0.00090111+0.00017783i,0.00033976+0.00016558i,0.0002665-0.00034542i,0.00064746-0.00036249i,0.00069341-0.00011469i,0.00041824+0.00025328i,0.0001702+0.00091325i,0.00024119+0.0006198i,0.00072417-0.00061751i,0.0012453-0.00094058i
-0.00028806+0.0012491i,-0.00058137+0.0011606i,-9.8537e-06+0.00089997i,0.00046339+0.0010929i,0.0014288+0.00048098i,0.00091186-0.00072675i,-5.1238e-05-0.00093144i,-0.00041357+3.5794e-05i,-0.00056966+0.0010098i,-0.00019091+0.00078018i,0.00010497+8.5135e-05i,0.00033196-0.00020236i,-0.00046051+0.00036694i,-0.00084314+0.00049548i,-0.00028832+0.00013704i,-0.00010344+0.00047805i,-0.00013361+1.5954e-05i,7.0004e-06-0.00042736i,2.826e-05+0.00045676i,-0.00057859+0.00041314i,-0.00010653-7.7324e-05i,-0.00017039+0.00057128i,-0.0012765+0.00036491i
-0.00076268-0.00026681i,-0.00083485+0.00073382i,-4.465e-05+0.00048215i,0.001288+0.000221i,0.0017604+0.00016416i,0.0007745-0.00075966i,3.4035e-05-0.00077021i,7.2373e-05-0.00076077i,-5.4444e-05-0.00093743i,8.5366e-06-3.0529e-05i,4.0332e-06+0.0011963i,0.00023099+0.001402i,0.00055436+0.0010487i,0.00072166+0.00054803i,0.00038933+0.00028272i,-1.6814e-05-0.00031644i,0.00017904-0.00085441i,0.00054339-0.00068637i,0.00080406-0.00039932i,0.00051488+8.7067e-05i,0.00012369+0.00035167i,0.00017276+0.00049782i,-3.7668e-05+0.00057386i
-0.0006004+3.4441e-05i,-0.00091575+0.00012803i,-0.00025516+0.00043165i,0.00080831+0.00097545i,0.0016643+0.00020579i,0.0011389-0.00078716i,0.00068344-0.00066202i,0.00099616+0.00026074i,0.0002465+0.00067615i,-0.00096581+0.00034613i,-0.00045847+4.4802e-05i,0.00057322+9.9343e-05i,0.0007314-0.00015352i,0.00070894-0.0010411i,0.0010795-0.0010979i,0.00079751-0.0010648i,0.00018745-0.0009091i,0.00010598-4.0328e-05i,0.00045616+0.00019511i,0.00093697+0.00014573i,0.00076835+4.4726e-05i,0.0005405-0.00033343i,0.00051477-0.00070805i
0.00034428+0.0019875i,-0.00032289+0.0015671i,-0.00066081+0.0014788i,-0.00038869+0.00075706i,0.00054486-0.00010766i,0.00044595-3.2677e-05i,-0.00077657+0.00037323i,-0.0014478+8.9098e-05i,-0.00051716-0.00032307i,0.00086382-0.00043693i,0.00091444+7.3149e-05i,-0.00018635+0.0006436i,-0.000765+0.00017521i,-0.00033411-0.00023617i,-0.00048936+0.00049879i,-0.00043919+0.00032596i,0.000453-0.00029491i,0.00030367-0.0001456i,3.767e-07-0.0004781i,-0.00017821-0.00081073i,0.00019998-0.00051929i,0.00080221-0.00033577i,0.0003698+9.04e-05i
-0.0010861+0.00041915i,-0.00049165+0.00014034i,0.00062227+0.00078249i,0.0017215+0.0011895i,0.0021842+0.00053883i,0.0021203-0.0003346i,0.0010455+0.00025142i,-7.2444e-05+0.0012279i,-0.00090375+0.0012756i,-0.00085987+0.00080178i,0.00010793+0.00080369i,0.00053148+0.00057977i,0.00023136-0.00052918i,-0.00013261-0.00056333i,-0.00015771-2.5626e-05i,0.00038481-0.0002034i,0.00037613-0.00084694i,0.00039646-0.00091192i,0.00070183-0.0005194i,0.0003466-9.2133e-05i,0.0001329+0.00086878i,-0.00065618+0.00080371i,-0.00078042+0.00051228i
-0.0017924-0.00016762i,-0.00086848+0.00018309i,0.00043435+0.0010294i,0.0015039+0.0020354i,0.0017866+0.0018468i,0.0017101+0.00073439i,0.00083895+0.00036788i,-0.00040568-5.4863e-06i,-0.00048722-0.00029207i,-0.00029367+0.00055411i,-0.00046669+0.0011254i,-9.2435e-05+0.0010811i,0.00025021+0.0010177i,0.00022693+0.00039943i,6.407e-05-0.0001093i,-0.00026035-0.00015909i,7.7684e-05-0.00061786i,0.00077516-0.00027148i,0.00029129+0.00078266i,-0.00010623+0.00082117i,0.00023172+0.00045098i,0.00014607+0.00043776i,-0.00074812+0.00018097i
-0.00090557+0.00038164i,-0.00065783+0.00080354i,0.00053311+0.00068168i,0.00080633-0.00015345i,0.00088054-0.0011053i,0.00073467-0.001395i,0.00027386-0.00040222i,0.0001782+0.00030974i,0.00030204-0.00017065i,0.00013032-0.00020504i,-0.00074897+1.9989e-05i,-0.00061995-0.0006302i,9.6057e-05-0.00097532i,0.0007538-0.00052619i,0.0012723-0.00026598i,0.0012782-0.0004482i,0.00069813+0.00011182i,0.0001472-2.2317e-05i,0.00067071-0.00066921i,0.00074899-0.00029615i,0.00013357+6.5074e-05i,-0.00011559-0.00043689i,-0.00014226-0.00072984i
-0.0015672-0.00057784i,-0.00044908-0.00028665i,0.00056752+0.0009092i,0.0010945+0.0010999i,0.0013598+0.0004649i,0.0013106-0.00035594i,0.0001533-0.00068518i,-0.0009199-0.00047026i,-0.00011641-0.0004466i,0.00042096-0.00029419i,0.00052658+0.00034229i,0.0011103+0.0010122i,0.00037003-4.2436e-05i,-0.00061493-0.0011987i,-0.00052648-0.00095532i,-0.00033228-0.00065447i,9.4795e-05-0.00076966i,-0.00031179-0.00062112i,-0.00068713-0.0004515i,9.38e-05+0.00016209i,0.00095587+0.00013599i,0.0009316-0.0003528i,0.00065667-0.00014976i
0.00013313+0.0006837i,-0.00074493+0.001982i,-0.00072392+0.0013565i,-0.00062224+0.00023745i,-0.00033053-0.00022535i,7.3028e-05-3.801e-05i,-5.9018e-05-0.0004965i,-8.0281e-05-0.00063463i,0.00015861-0.00047917i,0.00053258-0.00046084i,0.00079798-0.00020877i,0.00072837+0.00021968i,0.00074489+0.00010178i,0.00063654-0.00020199i,0.00045757-9.0178e-05i,0.00039942+0.00012122i,0.001161-0.00020229i,0.001772-0.00090467i,0.00070844-0.0011387i,-6.3739e-05-0.00043629i,0.00046854-0.00019574i,0.00085525-0.00053295i,5.1842e-05-0.0011463i
-0.00088108-0.00067027i,-0.00034502-0.00045897i,7.8924e-05+3.0859e-05i,0.0016482+0.00047653i,0.0023364+0.00082658i,0.0013067+0.00040092i,0.00030665+0.00016595i,-0.00021333+0.0001555i,-0.00010375+0.00026739i,-0.00021826+0.00047842i,-0.00031455+0.00042843i,-0.00012225+5.9775e-05i,7.6531e-05-0.00065321i,-0.00025054-0.00069302i,-0.00018564-0.00031109i,0.00013157-0.00041125i,0.00028077-0.00022037i,0.00044275-0.00026669i,0.00013975-0.00014228i,-0.00021197+7.376e-05i,-3.6748e-05-0.00043912i,-0.00010172-0.00011397i,-0.0004398+0.00061404i
-0.0011294-0.00016754i,-0.0013946+0.00050931i,-0.00077457+0.0017723i,1.8057e-05+0.0023481i,0.00043907+0.00082002i,0.00072537-0.00057478i,0.00037217-0.00024235i,-0.00050796+0.00085791i,-0.00042784+0.0010748i,-0.00032312+0.00091592i,-0.00025008+0.00068955i,9.3575e-05+0.00023736i,0.00070389-0.00021967i,0.00049978+0.00032422i,-0.0001003+3.9995e-05i,-0.00016809-0.00064328i,0.00032384-0.00017129i,0.0013397-9.4986e-05i,0.000952-0.00043361i,-4.4062e-05-0.00076515i,0.00029899-0.0011669i,0.00071339-0.001483i,3.5216e-05-0.0011518i
-0.0013185-0.00066482i,-0.00097485-0.00023431i,0.00054089+0.00073246i,0.0011615+0.0019139i,0.0015438+0.0012883i,0.0017649+0.00028759i,0.00127+2.1542e-06i,0.00072303-0.00031373i,0.00081583-7.1982e-05i,0.00065761+0.00048768i,-0.00018502+0.00033503i,-0.00081933+0.00054372i,-0.0012018+0.00031402i,-0.00063602-0.00081644i,-0.00032563-0.00070748i,-0.00019942-0.00019793i,-0.00011167-0.00042742i,-0.00046138-0.0006804i,-0.00022776-0.00099717i,-0.00018094-0.00028028i,-0.00010306+7.2278e-05i,-0.00015547-0.0004039i,-0.00067243-0.00024026i
0.00018381+0.00039653i,-0.00015516+0.0013244i,-0.00045863+0.0015828i,0.00033178+0.00039258i,0.0013318-0.001011i,0.00067242-0.0019637i,-0.0004147-0.0019539i,-8.7388e-05-0.00096403i,0.00016857-0.00040354i,-0.0004369-0.00068978i,-1.0625e-05+0.00051811i,0.00077108+0.0015008i,0.0011112+0.00088423i,0.00064311+0.00060389i,0.00018726+0.00029206i,0.00088859-0.00045039i,0.0010388-0.00099091i,0.00050699-0.0007491i,0.00010227-0.00025075i,0.00010221-0.00012346i,0.00033768-5.9705e-06i,-5.0031e-05-7.3007e-05i,-0.00059202-0.00040024i
7.8499e-05+0.0010774i,-0.00059237+0.00087304i,0.00048088+0.0016223i,0.0013865+0.0013118i,0.0015471+0.00037744i,0.0013622-0.00029377i,0.00036204-0.00046581i,0.00027615-0.00012781i,0.00047565-0.00022024i,0.00028107-0.00058472i,0.00075615+1.615e-05i,0.00065325+0.0004316i,-6.3761e-05+0.00027596i,-0.00030718+0.00024443i,-7.4336e-05+0.00019428i,0.0005324+0.00056844i,0.00072861+0.00099954i,0.0005187+0.00082232i,-6.859e-05-2.8525e-05i,-0.00046152-0.00067302i,0.00032385-0.00046746i,2.3818e-05-9.4946e-05i,-0.0011576-0.00012762i
-0.0024632-0.00045383i,-0.001375-0.00019258i,-0.00032714+0.0010049i,0.0010526+0.0018379i,0.0024587+0.00066831i,0.0020809-0.00044698i,0.00018086+0.00020966i,-9.413e-05+0.00044364i,0.00084558+0.00018706i,0.00049792+0.00023965i,-2.3926e-05+0.00031397i,0.00038441-0.00019292i,0.00058721+7.3401e-05i,0.00035876+9.6502e-05i,-0.00031412-0.0011986i,-0.00088864-0.0017652i,-0.00014211-0.00092986i,0.00024401-0.00061675i,0.00025886-0.00029622i,0.00019326-0.00042421i,0.00050253-0.0001735i,0.0008524-0.00015336i,0.00023027-0.00090616i
0.00043291-0.00025601i,-8.9718e-05+0.00071716i,0.00071962+0.0009557i,0.00046043+0.00021859i,-0.00041935-0.000106i,-0.00075104+7.1424e-05i,-0.00069958+1.8309e-06i,-0.00062475-0.00065749i,-0.00018741-0.00084666i,-0.00035761-0.00082793i,-0.00043708-0.0003934i,0.00056968+0.00069746i,0.001613+0.0013143i,0.0012898+0.0007999i,-1.7012e-05+6.8904e-05i,-0.00043292-0.00027636i,-0.00010753-0.00088111i,0.00041714-0.001177i,1.0048e-05-0.00083534i,-0.00059142-0.00050455i,0.00018809-0.0004786i,0.00099019-0.00048721i,0.00044779+0.00011574i
-0.0011734-0.00031763i,-0.00065582+0.00077637i,-0.00058598+0.0018342i,-0.00018371+0.0018195i,0.00071779+0.0013388i,0.0012865+0.00083795i,0.00081057+0.00028149i,-0.00017554+0.000417i,-0.00079846-0.00036303i,-0.00086858-0.0011126i,-0.00062203-0.00042739i,-0.00014668+0.00072165i,9.693e-05+0.001467i,6.0826e-05+0.00062285i,-0.00018553-0.00054088i,-0.00022461-0.00053837i,3.8001e-05-0.0001306i,0.00038946+0.00031037i,9.6133e-05+0.00048969i,-0.00013101+0.00071589i,8.8565e-05+0.00081509i,-9.7219e-05+0.00054938i,-0.0002099-0.00026988i
-0.0012231-0.00022454i,-0.00082342+0.00016297i,0.00015801+0.00069501i,0.0014079+0.0013162i,0.0023873+0.00058274i,0.0021286-0.00054926i,0.00057952-0.00017967i,-0.00010135+0.0006319i,-5.4801e-05+0.00074039i,0.00030128+0.00031657i,-0.00013891+0.00019863i,-0.001325+0.00011498i,-0.00077978-0.00070823i,0.0006128-0.0015981i,0.00031409-0.0015479i,2.5563e-05-0.0011819i,-0.00013859-0.00075755i,9.7326e-05+2.8931e-05i,0.0009508-1.3113e-05i,0.00064736-0.00013251i,-0.00032601+6.6158e-05i,-0.00037816+4.4982e-05i,0.00012262-0.00039416i
0.00018754-0.00022766i,-0.00032722-0.0002262i,0.00042316-0.00064627i,0.0014368-0.00050156i,0.00096421-0.0006234i,0.00053791-0.00029413i,0.00010394+0.00029577i,0.00024923+0.00016172i,0.00056421-0.00024475i,0.00013463-0.00055645i,-0.00017253-0.00055276i,-0.00066345+0.00011755i,-0.00065467-0.00033404i,0.00011008-0.001049i,-5.1204e-05-0.0012824i,-0.00068392-0.001348i,-0.00033741-0.00084098i,0.00031349+0.00015186i,0.00015185+0.00055795i,-0.00025357+0.00010573i,-0.00014469-0.00049044i,0.00014707-0.00051531i,8.9179e-05-0.00033071i
-0.00090708-0.00095029i,-0.00066081+0.00076661i,-0.00089559+0.0011969i,-0.00058552+0.0015815i,-0.00039061+0.00072383i,-0.00065824-0.00086596i,-0.00032422-0.00084053i,0.00044396-0.00045335i,0.0010157-0.00033026i,0.00049626-0.00027674i,-6.2365e-05+0.00054378i,-0.00054489+0.0010205i,-0.00063746+0.00056263i,-0.00017798-0.00013745i,2.9697e-05-0.00051511i,0.00036926-5.0575e-05i,0.00048258+0.00048i,0.00024056+0.00036918i,0.00047481-0.00035702i,0.00063242-0.00046806i,-0.000193+0.00017255i,-0.00091401+0.00023691i,-0.00022738+0.00036952i
-0.00024434+0.0005853i,-0.00010354+0.00059598i,-9.8916e-05-4.7055e-05i,0.00074158-1.1147e-05i,0.0011955-0.00021715i,-0.00051581-0.00048234i,-0.0012399-0.00052841i,-0.00044781-0.0003285i,0.00028508+0.0002571i,-3.0023e-05+0.0012082i,-0.00055495+0.0015506i,0.00047704+0.0011504i,0.0013585+0.00012609i,0.0015728-4.464e-05i,0.0009443+0.00044172i,8.2646e-05-0.00085316i,0.00057424-0.0013808i,0.0011965-0.00038961i,0.00092629+0.00098945i,0.00069692+0.0012268i,7.4506e-05+0.00025647i,0.00013999+0.00049929i,0.00053157+0.0016639i
-0.00032873+0.0013631i,-0.00046636+0.0014134i,-0.00041111+0.0012178i,-2.7663e-05+0.00091667i,-1.4952e-06+0.00010661i,6.3334e-05-0.00034811i,0.00052867+3.1618e-06i,0.00091056+6.8297e-05i,0.00057228-0.00015005i,-0.00052698+2.1531e-05i,-0.00062595-0.00010212i,-0.00017067-0.00011259i,-0.00052847+0.00019076i,-0.00042204-0.00030787i,-5.5819e-05-0.00071461i,-0.00018382-0.00028604i,0.00022179+0.00054732i,0.00057231+0.00041117i,0.00039016-0.0001292i,-0.00029719-0.00031862i,-0.00090621-0.00064039i,2.8209e-05-0.00050606i,0.00056757+0.00012178i
-0.0020532+0.00043154i,-0.00082888+0.00093513i,0.00048715+0.0013642i,0.0016596+0.0013118i,0.0022054+0.0015509i,0.0016093+0.00032812i,0.0003849+0.0001632i,-0.00049332+0.00040737i,-0.00065576-4.4962e-05i,-0.00030744-0.00026155i,9.3429e-05-0.00061745i,0.00026429-0.00037759i,0.00060573-4.3283e-05i,0.00042361-3.6775e-05i,-5.1142e-05-0.00028769i,0.00028826+0.00014848i,0.00056613+3.4208e-05i,6.2209e-05-0.00070771i,0.00026378-0.00051772i,0.00096814-0.00026086i,0.00097839+0.00024383i,0.0005016+0.00053636i,0.00018965-0.00025885i
-0.0011356+0.00022633i,-0.00092246+0.0016069i,-0.00029108+0.0014706i,-5.0429e-05+0.0017092i,0.00023653+0.00051607i,0.00016682-0.00041958i,8.4076e-05-0.00035312i,-9.3062e-05-0.00023482i,-0.000778-0.00020851i,-0.00072196-0.00069385i,-0.00034422-0.00030471i,-0.00080206+0.00085402i,-0.00059319+0.0009994i,0.00019996+0.00020214i,-0.00014278-0.00080088i,5.0552e-05-0.00069505i,0.00052739-0.00029067i,-7.5494e-05+8.3104e-05i,-0.00022442+0.00041309i,0.00065868+0.00036799i,0.00087547+0.00015144i,0.00030559-0.00027096i,0.00041711-0.00018151i
0.00019378-0.00025277i,0.00018279+0.0012606i,0.0011825+0.00074018i,0.0019073+2.9851e-05i,0.0019775-3.1906e-07i,0.00091637-0.00062088i,0.0003496-0.0008453i,7.5935e-05-0.00066255i,0.00030904-0.00064807i,0.00021378-0.00074564i,-0.00023303-0.00015885i,0.00034213-0.00014734i,0.0010489-0.00044465i,0.00078493+0.00024767i,0.00012634+0.000801i,0.00019347+0.00037019i,0.00086769-0.0002994i,0.00026146-0.00055455i,-0.0006405-0.00012995i,-0.00072827+0.00044217i,-0.00050085+0.00026086i,0.00011351-0.00025942i,0.00042591+2.7888e-06i
0.00027841-0.00146i,0.00069961-0.00043676i,0.00078086+0.00033709i,0.00035848+0.00045028i,0.00072256+9.315e-05i,0.00096163-0.00074364i,0.00053269-0.00087778i,0.00033226+0.00017117i,0.00013062+0.00035618i,-0.00026024+2.6178e-05i,-0.0002634-4.7174e-05i,-6.0322e-05+8.5644e-05i,-0.00022426-0.00012224i,0.00012887-0.00056976i,0.0010994-0.00038024i,0.0004542-0.00020231i,-0.001251-0.0012173i,-0.00053183-0.0014611i,0.00030988-0.00068664i,-9.0529e-05-0.0002524i,-0.00032583+2.9235e-05i,0.00058098+4.2781e-05i,0.0012617+0.00021175i
-0.00079779-0.001201i,-0.00049748-8.6067e-05i,0.00014205+0.00055713i,0.00049005+0.000452i,0.00023948+0.00010193i,-0.00036339-0.00020361i,-0.00066433-0.00010446i,-0.00027252+0.00022007i,0.00029687+0.00013763i,0.00041995-0.00012001i,0.00035299-0.00013476i,3.5976e-05+0.00017343i,0.0002665+0.00050813i,0.00015776+0.00053742i,0.00017714+0.0004317i,7.3913e-05+0.00041597i,-0.00019305+0.0006293i,3.6957e-05+0.00046473i,0.00085756+0.00024182i,0.00077532-0.00021489i,-0.00033367-0.00062533i,-0.00033635+0.00014161i,0.00012622+0.00079634i
-0.0014192+0.00024783i,-0.00032725+0.00072347i,0.0011459+0.0010806i,0.0022903+0.001588i,0.0025198+0.00179i,0.001748+0.00063611i,0.00018586-0.0003348i,-0.00062132-7.8943e-05i,-0.00027115+0.00024199i,-0.00021907-0.00026858i,-0.0001057-0.0010132i,-0.00043006-0.00084338i,-0.00043394-0.00036307i,-0.00016076+0.00010199i,-0.00054198+0.00029589i,-0.00066703+0.00016241i,-0.00023819+0.00035517i,0.00035022+0.00086167i,0.00020978+3.788e-05i,0.00023286-0.00087799i,0.00054521-0.00082755i,0.00069971-0.00055031i,0.00055727-0.00107i
-0.0011943+0.00038668i,-0.0019286+0.0011054i,-0.001859+0.0011571i,-9.996e-05+0.0012133i,0.00085109+0.0011182i,0.00016798+0.00031944i,-0.00010799+0.00022471i,0.00032144+0.00028199i,0.00051645+0.00016597i,4.3614e-05+0.00015877i,-0.00033945+0.00030112i,6.8499e-05+0.00012927i,0.0004299-0.00011048i,0.00067361-8.4536e-05i,0.00030058-3.3553e-05i,0.00021545-5.1338e-05i,0.00038923-8.8504e-05i,0.00026784-0.00010456i,0.00055463+0.00028056i,0.0010688+0.00057074i,0.0002712-1.5295e-05i,-0.0003585-0.0007373i,0.00011348-0.00060538i
