-0.0010021-3.5051e-05i,-0.00073441-0.0021894i,-0.0014697-0.0031709i,-0.00084606-0.0011912i,-0.00034344+0.0015691i,-0.00043253+0.0014569i,0.00016486+0.00052389i,0.00055138+0.00055421i,0.0012277+0.00019099i,0.0013709+0.00010679i,0.0011416-0.00064209i,0.00029085-0.00099556i,-0.0005276-0.00062848i,-0.00047505-0.00085387i,-0.00036787-0.0012956i,-0.00096158-0.00095155i,-0.00096352-0.00084473i,-0.000179-0.00064629i,0.0005538-0.0007808i,1.4893e-05-0.00092704i,-0.001049-0.0002278i,-0.00049454-0.00035592i,0.00017178-0.0004355i
-7.9418e-05+0.00051832i,0.00068242+6.9098e-05i,0.0014115+0.00028561i,0.0012844+6.3524e-05i,0.0010559-0.00011738i,0.00094363-0.00020218i,0.0014078-0.00017771i,0.0008022+0.00012906i,-0.00012362+0.00012073i,-0.0008002+0.00010797i,-0.00095442+9.7999e-05i,-9.7826e-05-0.00031865i,-0.00018781-0.00023359i,-0.00097913-0.00020833i,-0.0007142-0.00012408i,0.00027498+0.00072498i,0.00052549+0.0010194i,0.00012393-0.00012884i,-0.00018118-0.00040899i,-4.2321e-05-0.00048658i,-1.1423e-05-0.00028264i,-0.00061863+3.2646e-05i,-0.00033195+0.00010769i
-0.00063206-0.00049261i,-0.0012205-0.0011389i,-0.0024205+0.00035244i,-0.0018155+0.001359i,-0.00023103+0.0010895i,0.00036814+0.00049927i,0.00040227+0.0012553i,9.8824e-05+0.0015957i,-0.00020975+0.00038176i,0.00028307-0.00044226i,0.00051027-8.2553e-05i,-0.00011875+0.00034765i,-0.00025863-0.00023599i,-0.00020343-0.00024534i,-0.00050202+0.00019502i,-0.00066123+0.00054359i,-0.00037242+0.00052376i,4.8786e-07-0.00024836i,0.000314-0.00071566i,-7.8034e-05-0.00020186i,-0.00022221+0.00025095i,9.1872e-05-0.00017815i,-0.00012645-0.00058175i
0.0016088-0.00078713i,0.00035747-0.0012643i,-0.00063546-0.0014562i,-0.00049994-0.0012487i,-0.0002943-0.00052326i,-0.00069083+0.0004522i,-0.00071596+0.00015657i,0.00023233+0.00012744i,0.00075611+0.00068933i,0.00016678+0.00019557i,0.00021738-0.00051667i,9.6502e-05-0.00042229i,-0.0002154-0.00066091i,-0.00032309-0.00085248i,-0.00017999+0.00032411i,-3.7416e-05+0.0010141i,0.00022897+0.00061774i,0.00049527-0.000328i,0.00030873-0.00025914i,-0.0002157+0.0002718i,-0.00084092+0.00032172i,-0.00069165+0.00011529i,-0.0003553-7.6475e-05i
-8.4034e-06-0.0016339i,0.0003981-0.0022455i,0.00010284-0.0024035i,-0.00020967-0.0010421i,3.8559e-05+9.5204e-05i,4.8149e-05-0.00010442i,7.1966e-05+2.3425e-06i,0.00066665+0.00012487i,0.0005042-0.00051813i,0.00073155-0.00020167i,0.00069968+0.0002139i,-0.00032811-5.7893e-05i,-0.0010674+0.00035589i,-0.00081296+0.0012831i,-0.00050192+0.0012689i,-0.00033+0.00047424i,0.00017498+8.7465e-05i,0.00031401+0.00045977i,-0.00021691-3.8927e-05i,-0.00035646-0.00010612i,-0.00029181+0.000515i,-0.0005878+2.4248e-05i,-0.00041549-0.00086293i
-0.00064033-3.7493e-05i,-0.00066529+0.00011082i,-0.0001613+0.0010612i,0.00068424+0.0018031i,0.0011211+0.00089759i,0.00097993-0.0009935i,0.00053926-0.00044314i,0.00025264+0.00021138i,0.00027083-0.00030076i,0.00034679-0.0005936i,-6.1758e-05-0.00048277i,-0.00020903-0.00067142i,-0.00013337-0.00047846i,-0.0002409+0.00027764i,6.1258e-05+0.00060004i,-6.9057e-05+0.00041939i,-2.7847e-05+0.00058302i,0.00073181-5.8645e-06i,0.00099717-0.0013621i,0.00061663-0.0011296i,0.00029972-0.00030279i,0.00038712+0.00019442i,0.00014469+0.00016158i
-0.00037815+0.00055535i,0.00051045+0.0003468i,0.0014181+0.0011022i,0.0019925+0.000609i,0.0020514+0.00017214i,0.0013365+8.1939e-05i,0.0011422+0.00039212i,0.0015875+0.00082155i,0.00094803+0.00027136i,0.00030609-0.00040791i,0.00022794-0.00033686i,8.0019e-05+0.00042279i,-0.00029732+0.00061567i,-0.00032509+0.00011674i,-0.00074974+0.00013747i,-0.0004969+0.00030213i,0.00028658+0.00013918i,0.00055179-0.00022482i,-4.7792e-05-2.6181e-05i,-0.00050567-0.0002309i,8.4219e-05-0.00023652i,0.00047781+0.0002358i,0.00034289+0.0001005i
0.0010003-0.001245i,0.0021304-0.003089i,0.002385-0.0025504i,0.0011204-0.0011746i,0.00021264-0.00082434i,-0.0003948-0.0012045i,-4.2428e-06-0.00079654i,0.00029769+0.00035181i,-0.00048097+0.00057021i,-0.00039084-0.00035494i,-0.00020854-0.00041142i,-0.0006308-0.00012645i,-0.0007571-9.8368e-05i,-0.0007297+0.00046094i,-0.00031732+0.00098883i,0.00047836+0.00031876i,0.00083203-0.00024307i,0.00018366-0.00094591i,0.00025516-0.0014563i,0.00057994-0.00080699i,0.00082019-0.00047296i,0.0015055-0.00050422i,0.0013836-0.00013528i
-0.0012589-0.00059294i,-0.00096065-0.001193i,-0.00128-0.001085i,-0.0010737+0.0011608i,0.00023709+0.003361i,0.00091351+0.0029443i,0.0011649+0.0017273i,0.00089919+0.00020045i,-6.5763e-05-0.00055373i,-0.0010729-0.00025069i,-0.00079301-0.00046146i,-2.4513e-05-0.00080965i,0.00035653-0.00022107i,0.00012178+0.00028455i,-0.00060505+0.0002815i,-0.00079012+0.00070357i,-0.00040526+0.0010793i,0.00027196+0.00064827i,7.0537e-05+0.00059815i,-7.041e-05+0.00060687i,0.00015432+9.2081e-05i,5.0856e-05+0.0003242i,-0.00044001+0.00039993i
7.7534e-05-0.00057207i,0.00051432-6.0838e-05i,0.00096381+0.0002449i,0.0018716-0.00033902i,0.0030957-0.00091163i,0.0022568-0.0014159i,0.00050451-0.0015413i,0.00073705-0.00088333i,0.0006421-0.00010457i,-8.2616e-06+0.00057369i,-0.00015901+0.00026116i,0.00049749-0.00040931i,0.00060087-0.00017359i,0.0001269+0.00019497i,-0.00029907+0.00028621i,3.3563e-05+0.00079466i,0.00044826+0.00065669i,0.00052075-0.00036276i,-0.00010091-0.0008686i,-0.00057956-0.00035965i,-0.00061713-0.00027589i,-4.366e-05-0.00058084i,-1.5337e-05-0.00017227i
0.00040192-0.00078434i,-0.00048637-0.00098277i,-0.00075575-0.00031477i,-0.00015595+0.0010589i,0.00025598+0.0010436i,0.0012741+0.00013605i,0.0014925-0.00071084i,0.00052503-0.00044597i,-0.0008485+0.00051897i,-0.0010694+0.00052128i,-0.0003761-0.00022314i,-1.7553e-05-0.0003892i,0.00039625-0.00064825i,0.00048792-0.00046213i,7.5353e-05+0.00022934i,-0.00039382+0.00055217i,-0.00032372+0.00023703i,-0.00046203-0.00022822i,-0.00078999+3.2732e-05i,-0.00037681-0.00071414i,0.00011393-0.00092204i,0.0001916+6.0966e-06i,-8.858e-05+0.00013829i
-0.001359-0.0016201i,-0.0016367-0.0027033i,-0.00080704-0.0019284i,-0.00063377-5.9537e-05i,0.0001289+0.0011548i,0.0012087+0.0011865i,0.0014863+0.0007682i,0.0014646+0.00030643i,0.0002407+0.00014918i,-0.00012903+0.00027705i,0.00069578+0.00023776i,0.00021201+8.3211e-06i,0.00024194+0.00051799i,0.0004171+0.00083611i,-0.00014886-1.9818e-05i,-5.1606e-05-0.00073695i,0.00037137-0.00041025i,2.3205e-05+7.1823e-05i,0.00024511+9.5109e-05i,0.0012819+7.9452e-05i,0.00085899-6.3479e-05i,8.1323e-05-0.00014379i,0.00013063-9.4102e-05i
-0.00075164+0.0011653i,-0.00038017+0.00019284i,-0.00018469+0.00014451i,-0.00062199+0.00097184i,-0.00055988+0.00053303i,0.00033637+0.00022432i,0.00099958-5.7916e-05i,0.00031663-0.0002688i,-0.00051657-0.00072944i,-0.00013956-0.00076988i,0.00072538-0.00070726i,0.0013432-0.0005506i,0.00036344+4.5341e-05i,-0.00038302+0.00012933i,0.00036735-1.9297e-06i,-0.00068392-0.00047445i,-0.0015337-0.00062879i,-0.00034563-0.00015892i,-9.6704e-05+0.00034622i,-0.00081963+0.00016075i,-0.00038839-7.3795e-05i,-7.8468e-05+0.00026196i,-0.00046807+0.00042294i
-0.0013107-0.0025223i,-0.0021309-0.0027017i,-0.0021126-0.0019315i,-0.0023888-0.0008552i,-0.0018195-0.00022804i,-0.00022305-0.00029076i,0.00072472-0.00021523i,0.0006282-0.00052914i,0.00029557-0.000719i,-0.0003713-0.0004832i,-0.00032148-0.00011592i,-0.00024202+0.00071201i,-0.00030089+0.00059484i,0.00017467-0.0006807i,0.00072241-0.0013294i,-9.1398e-05-0.00093818i,-0.0014824-0.00054451i,-0.0015966-0.00058389i,-0.0010747-0.00028483i,-0.00035109-9.1851e-05i,0.00034014-0.00013274i,0.00057216-6.612e-07i,-0.00053744+0.00018002i
-0.00096838-0.00091108i,-0.00027988-0.0013984i,0.00059882-0.00015625i,0.0010376+0.0017522i,0.0010818+0.001224i,0.0013565-8.5788e-05i,0.0017211-0.00023557i,0.001497-0.0010651i,0.00088121-0.0011286i,0.00037529-4.2189e-05i,0.00033855+0.00052224i,-0.00023522+0.00058559i,-0.00059684+0.00028155i,-0.00065761+0.00035421i,-0.00082605+0.00066693i,-0.00073084+0.00081008i,-0.00075574-0.00052329i,-0.00070591-0.0012532i,-0.00030073-0.0004495i,-0.00031902+0.00027343i,-0.00034222+0.00036194i,0.00014043-0.00024527i,0.00034022-6.9477e-05i
-0.00046028+8.8326e-05i,-0.00053383-4.4412e-05i,-0.0008186+0.00084134i,-0.00013184+0.0016133i,0.00065969+0.0014271i,0.0015205-8.981e-05i,0.0015-0.00073119i,0.00078661-0.00053281i,-9.8718e-05-0.00023242i,-0.00084309+0.0002528i,-0.00050408-3.7028e-05i,-8.7065e-05-0.00044374i,-0.00051799-0.00058486i,-0.0011132-0.00089043i,-0.00084488-0.00076986i,6.8384e-05-0.00043758i,-0.0001776-0.00026503i,-0.00052984-0.0001807i,-0.00028584-0.00034304i,-0.00050396-1.3665e-05i,-0.00075085+0.00047603i,0.00033335+0.00039441i,0.0010541-0.00039025i
-0.0011626-0.001616i,-0.0018911-0.001828i,-0.0021899-0.00035073i,-0.0019639+0.0013284i,-0.00077257+0.0017858i,0.00056499+0.0008023i,0.00083239+1.714e-05i,0.00052302-0.00012293i,-0.00027772-7.149e-05i,-0.00017351+0.00044983i,0.00029845+0.0013003i,0.00036319+0.00073993i,-0.00029586-0.00011545i,-0.00047447-0.00038579i,-0.0001128-0.00054291i,-0.00020243-0.00016871i,8.2506e-05+0.00017735i,-0.0003439+0.00046064i,-0.0012102+0.00052367i,-0.0010293+0.00062056i,-0.00099166+0.0014709i,-0.00081494+0.0012875i,-0.0005226+0.00010579i
0.0014537-0.001544i,0.00039715-0.001879i,-0.001149-0.0020959i,-0.0022013-0.0019513i,-0.0020321-0.0021926i,-0.00013433-0.0016686i,0.0012967-0.00030815i,0.00095594+8.4971e-05i,-2.0026e-05-0.00024704i,-0.00048807-0.00064353i,0.00014083-0.0010828i,0.00016588-0.00085917i,0.00048843+4.941e-05i,0.0010118+0.0010941i,0.00066784+0.0011392i,0.00051382+0.00065714i,0.00020575+0.0010317i,-0.00056089+0.0012776i,-0.00046359+0.00022848i,-0.00020872-0.00078687i,-0.00047889-8.5638e-05i,-0.00057953+0.00046218i,-4.8049e-05+0.00062413i
-0.0016571-0.0021208i,-0.0016971-0.0020993i,-0.0018194-0.0017876i,-0.0018448-0.001176i,-0.00061867-0.00055367i,0.00016156+6.0281e-05i,0.00013692+2.3536e-05i,0.00066432-0.00081612i,0.00035386-0.001457i,-0.00048846-0.0015419i,0.00043509-0.00083176i,0.0013149+5.9918e-05i,0.00041853-0.00035345i,-8.4272e-05-0.0002732i,0.00046296+5.7983e-05i,3.342e-05-1.2143e-05i,-9.9569e-05-0.00031217i,0.00032927-0.000654i,8.5427e-05-0.00031273i,-0.0002936+5.0145e-05i,2.5013e-05+0.00066534i,0.00023742+0.00040265i,0.00062224-0.00053519i
-0.00038399-0.0017698i,-0.00067135-0.0017482i,-0.00077392-0.0012072i,-0.0014242+0.00059915i,-0.001321+0.0018076i,-0.00056283+0.0010708i,4.6589e-05-1.6285e-05i,0.00030481-8.0838e-05i,-8.0037e-05-5.3088e-05i,-0.0002701+0.00014294i,-0.00024214+0.00017634i,6.0121e-05+0.00040476i,0.00030903+0.00086819i,0.00066886+0.00046666i,0.00046669+2.1305e-05i,-0.00022288+0.000329i,-0.00070351+0.001057i,-0.0010344+0.00079361i,-0.0010285+0.00041566i,-0.00069865+0.00051881i,0.00025321-3.5114e-05i,0.00085315-0.00067458i,0.00078103-0.00089808i
0.00011301-0.0016616i,-0.0003533-0.0014271i,-0.00068637-0.0011207i,-0.00057958+0.00015831i,-0.0010062+0.00017829i,-0.00057021-0.00029722i,0.00048891-0.000585i,0.00096505-0.00035926i,0.00081558+6.0229e-05i,0.00035519+7.1948e-05i,-0.00026337-8.8356e-05i,-0.0011974+5.7904e-05i,-0.0006522+0.00071384i,0.00022893+0.00079626i,-0.00066561-0.00010775i,-0.00096083-0.0002862i,-3.7999e-05-7.5103e-05i,-3.4089e-05-0.00053443i,6.2209e-05-0.0010101i,-7.4483e-05-0.00064596i,-0.00028835+0.00054728i,0.00012254+0.0010135i,0.00032257-4.0477e-05i
-0.00046114-0.0011696i,-0.00056623-0.0011436i,-0.0010158-0.00038266i,-8.202e-05+0.00060255i,0.00061912+0.0011443i,0.001248+0.00059506i,0.0012487-7.2891e-05i,0.0009487+0.00034268i,0.00090717+0.0010524i,0.00069034+0.00074507i,0.00050501-0.00030698i,-0.00045536-0.00064214i,-0.00054309-0.00062218i,-0.00048235+0.00026421i,-0.00087501+0.0010709i,-0.0004866+0.00026416i,3.3336e-05+0.00014415i,0.00017955+0.0004804i,0.00016368-0.00044967i,-0.00015457-0.00051211i,-0.00050738+1.7345e-05i,-0.000317-0.00026525i,5.9827e-05-0.0008023i
-0.0016515-0.0020331i,-0.0011043-0.0026247i,-0.0011899-0.0017186i,-0.00093572-0.00016397i,-0.00016881+0.00075588i,-0.00012916+0.00020583i,-2.0478e-05-0.0010202i,6.4285e-05-0.00096556i,-8.2814e-05-0.00048497i,0.0002286-9.6854e-06i,0.00011132-6.5446e-06i,-0.00032906-0.00042474i,-5.0723e-05-1.5042e-05i,0.00030478-0.00025262i,0.00032551-0.00065025i,3.1228e-05-5.3813e-05i,-0.00046593+7.6197e-05i,-0.00073104-0.00060141i,-0.0005332-0.001183i,-0.0004499-0.0007857i,-0.00072185-0.00042556i,-0.00065581-0.00026241i,-0.00011217+0.00037337i
-0.00077889-0.00040576i,-0.0012243-0.0012389i,-0.0016169-0.0013789i,-0.0024371-0.00036968i,-0.0020262+0.00012061i,-0.00038572+0.00031459i,0.00058914+0.0010767i,0.00043792+0.0009479i,6.635e-05-0.00044612i,-0.00011197-0.00062018i,0.00041131-0.00084901i,0.00043992-0.0011641i,-9.6563e-05-7.5049e-05i,-0.00069484+8.8903e-05i,-0.0012308-0.0002015i,-0.0010026-0.00056389i,0.00011969-0.001275i,0.00027904-0.0010928i,0.00049964-0.00057098i,0.00022823-0.00065112i,0.00016381-0.00083175i,0.00070272+0.00010687i,0.00038619+0.00080121i
0.0019065-0.00023938i,0.0013334-0.00079434i,6.6872e-05-0.0012226i,-0.0010269-0.00091677i,-0.0005853-0.00051357i,0.00086067+0.00086377i,0.00096152+0.0014088i,0.00042102+0.00026985i,-0.00014145-0.00069656i,-0.00079616-0.00041894i,-0.00049508-0.00032433i,8.4429e-05-0.00051049i,0.00011756-5.8321e-05i,0.00016728+9.5129e-06i,-0.00014208+0.00011135i,-0.0004232+0.00032051i,-6.1937e-05+0.00073391i,-0.00038921+0.00072739i,-0.000412-0.00050702i,-0.00011409-0.00093133i,-0.00019117-9.5055e-05i,-3.8645e-05+0.00084294i,0.00020967+0.00035077i
-0.00015224-0.0018747i,-0.00096105-0.0019178i,-0.00073928-0.0011973i,-0.0005817-0.0005051i,-0.00027964+0.00057126i,0.00082677+0.0011497i,0.00076222+0.0007491i,0.00013964+4.9835e-05i,0.00035783-0.00094457i,0.00018674-0.00091941i,-0.00030132+0.00024694i,-0.00082141+0.00088123i,-0.0015376+0.00038383i,-0.0013365-5.7112e-05i,-7.9502e-06-1.2776e-05i,0.00090188-0.00029843i,0.00064595-0.00086477i,0.00021913-0.00080907i,-0.00043584-0.0002094i,-0.00090047-6.5517e-05i,-0.00022148-0.00057736i,0.000824-0.00042883i,0.00072267-0.00013443i
-0.00057856-0.0020388i,-0.00054928-0.0015905i,0.00035308-0.00013482i,0.0013198+0.00092246i,0.0013659+0.00080021i,0.0011493-0.00034651i,0.0015744+9.6805e-05i,0.0012099+0.00034676i,0.00069583-0.00018454i,0.00057744-0.00050447i,0.00016237-0.00056847i,-0.00023802-0.00066695i,-2.6909e-05-0.00076787i,-0.00027257-0.00064989i,-0.0009456-0.001076i,-0.0010243-0.0006945i,-0.00026855+0.00012675i,0.00017631+0.00021002i,0.00013812-0.00024827i,0.00034531+0.00053346i,-8.9769e-05+0.0012331i,0.00015233+0.00032547i,0.0006242+0.00032502i
0.00056288-0.00159i,0.00048809-0.0015828i,-0.00064023-0.0017846i,-0.0019476-0.00035098i,-0.0014475+0.00028753i,0.00038413+0.00068965i,0.00046746+0.00029897i,0.00023529-0.00064301i,-0.0001062-0.0010245i,-0.00016334-0.00076555i,0.00028258-2.1791e-05i,0.00015256-0.00016291i,0.00040002-0.00078242i,0.00058675-0.00055804i,0.00024432+0.00052329i,-0.00021906+0.0008389i,-0.00055743+0.00029234i,-7.9585e-05+0.00030277i,-0.00035448+0.00045752i,-0.00090199+0.00020002i,-0.00091883+0.00023479i,-0.00070154-0.00024961i,-0.00045366-0.00055741i
0.00087697-0.0010644i,5.6236e-05-0.00084633i,-0.00031543-0.00086338i,-0.0001584-0.00087559i,-0.00074788-0.0013506i,-0.00086678-0.00058038i,-0.00028729+0.0010978i,0.00023617+0.0011601i,0.00042669+0.00068381i,-0.00027722+0.00063716i,-0.00039818+0.00014306i,0.0002602-0.00010526i,0.00029476-6.4162e-05i,0.00077944-9.8267e-05i,0.00093337+0.00072163i,-7.1416e-05+0.0013674i,-0.00049642+0.00045351i,9.0784e-05-0.00095549i,0.00031399-0.00074086i,-0.00037014+0.00029159i,5.5965e-05+0.00027634i,0.00082246+0.00027316i,0.00063509-9.4555e-05i
0.00052238-0.0019662i,0.00082137-0.0025853i,-4.9436e-05-0.0022192i,-0.00072628-0.0010167i,0.00016681-0.00015445i,0.0010363-0.00032593i,0.00080576-0.00049539i,0.00054824-0.0012985i,0.00024427-0.00068178i,-0.00033967+0.00042208i,-0.00038269+4.467e-05i,-9.7505e-05-0.00022446i,0.00025101-0.00013663i,0.00023186+0.00069695i,-0.00040685+0.00097043i,-0.0011259+0.00098432i,-0.00071176+0.00012901i,0.00050308-0.00060156i,0.0009197-0.00013906i,0.00036313-0.00032203i,0.00053687-0.00019734i,0.00068774+0.00048724i,0.00024392+2.6041e-05i
0.0012266+5.8105e-05i,0.0013113-0.00012665i,0.0014728-0.00055727i,0.0014635-0.00048593i,0.00097765-0.00054893i,-0.00013021-0.00088244i,-0.00038631-0.00069285i,0.00019489-7.9397e-06i,0.00039809-0.00058705i,-0.00018066-0.00060914i,-0.00066305-0.00022737i,-0.0004002-0.00054723i,0.00049461+1.8924e-05i,0.00090188+0.00091821i,0.00024291+0.0017389i,7.907e-05+0.0016847i,0.00021756+0.00084576i,3.5831e-05+0.00070612i,0.00025018+7.6891e-05i,0.00047699-0.0012075i,0.00049045-0.00088575i,0.00032386-0.00037654i,-3.7336e-05-3.9145e-05i
0.00046852-0.00037329i,-0.00028408-0.00063792i,-0.00080649-0.00051164i,-0.00029535+4.1047e-05i,0.00028846+0.00012578i,0.0010313-0.00041229i,0.001056-0.00033203i,0.0001803+0.00042791i,-0.00029756+0.00091435i,-0.00021598+0.00025318i,-0.00023745-0.00099688i,-0.00056727-0.0016125i,-0.00020808-0.0014472i,-0.00060276-0.0010079i,-0.00030663-0.0011377i,8.8793e-05-0.00022335i,-0.0010981+0.00026468i,-0.00099531-0.00027954i,-0.00015266-0.00057443i,-0.00025928-0.00034581i,-0.00058275+7.5811e-05i,-0.00062213+0.00044885i,-0.00024882+0.00046299i
0.0012698-0.00028425i,0.001669-0.0015991i,0.0010879-0.0011108i,0.0010369-0.00080714i,0.0011396-0.0013989i,0.0005734-0.0011596i,0.00086569-0.0005733i,0.0010039-0.00085162i,0.00057226-0.00034316i,0.00031977+0.00043528i,0.00069097+0.00022448i,0.00014389+5.6856e-05i,-0.00047315+0.0002832i,-0.00040223+0.00040942i,-0.00063232+0.0005752i,-0.00082031+0.00059972i,-0.00052713+0.00016266i,-0.00022227-0.00017765i,-0.00075286-0.0013735i,-0.00062876-0.00099746i,0.00081916+0.00053623i,0.001101+0.00068744i,-7.0797e-06+0.0002825i
0.00070056-0.001769i,3.7112e-05-0.0016523i,3.3424e-05-0.0014577i,0.00068178-0.00073049i,0.0012406+7.1825e-05i,0.0011284+0.00014646i,0.00083135+0.00014933i,0.00090953+0.00017185i,0.00084647+0.00042834i,-0.00018014+0.00040639i,-0.00078116-0.00025729i,-0.00023355-0.00063462i,-0.00023943-0.00096582i,-0.00028603-0.0010319i,-0.0003049-1.9268e-05i,-0.00041702+0.00096301i,-0.00069348+0.00072631i,-0.0010455+0.00022827i,-0.00099981-0.0003133i,-0.00028606-0.00023717i,0.00020499-0.00010722i,-0.00020243+0.00016831i,-0.00048195+2.0982e-05i
-0.00050639-0.0002192i,-0.00078908-0.0002448i,-0.0017139-0.00040535i,-0.00089025+3.762e-05i,-0.00027942+0.00058659i,-0.00025647-0.00021531i,-0.0003643-0.00082751i,0.00014386-0.00048586i,0.00026681-2.0244e-05i,-0.00087064+0.00077553i,-0.0010708+7.9314e-06i,-0.00064826-0.0014133i,-0.00054359-0.0014495i,-0.00051399-0.00090944i,-0.00092902-0.00017718i,-0.00065818+0.00049162i,-0.00029334+0.00027976i,-0.00060694+8.3542e-05i,-0.0007271+0.00016574i,-0.00012932+0.00037054i,-2.751e-05+0.00066372i,-0.00059737+0.00016501i,-0.00027262-5.8885e-05i
0.0018685-0.0019809i,0.00072771-0.0020188i,-0.001155-0.0022786i,-0.001708-0.0018409i,-0.00036487-0.0010912i,-0.00046666-0.00037939i,-0.00070267-0.00047025i,5.3744e-05-0.00027441i,-0.00024116-0.00010364i,-0.0012228-0.00033094i,-0.0016222-0.00023322i,-0.001041-0.0001602i,-5.4865e-05+0.00027492i,0.00038183+0.0004554i,0.00028278+0.00029848i,-0.00025196+0.00064612i,-0.00090342+0.00043736i,-0.0010774-0.00031488i,-0.00044238-0.00012163i,-0.00010966+0.00021996i,0.00016564+5.2567e-07i,0.00095211+0.00016335i,0.00067673+0.00070984i
0.0021313-0.00019616i,0.0010999-0.0013753i,0.00087551-0.0023711i,0.00045584-0.0016478i,0.00038507-0.00088309i,-8.5749e-05-0.0010436i,-0.00020261-0.0002284i,0.00066614-1.3804e-05i,0.0010511-0.00039934i,-3.8057e-05-0.0005221i,-0.0008472-0.00055807i,-0.00054306-0.00010058i,-0.000315-2.3258e-05i,-0.0001542+0.00076647i,-0.00059134+0.00086376i,-0.0006263+0.00044671i,-0.00055007+0.00047657i,-0.00076812+0.00050461i,-0.00029703+7.5122e-05i,0.00049274+0.00029326i,0.00025946+0.00070838i,0.00015769-0.00020737i,0.00027557-0.00064682i
-0.00044643+0.0011288i,-0.00032235+0.00024817i,2.2234e-05+0.00023084i,0.0011575+0.0017425i,0.0016643+0.0017509i,0.0013828+4.8791e-05i,0.0010486-0.00098827i,2.5372e-06-0.00085747i,0.00014777-0.00048313i,0.00030448+0.00017312i,0.00026189-0.00023217i,0.0010122-0.00097351i,0.00083071-0.00075142i,-0.0001328-0.0003516i,-0.00064422-8.6043e-05i,-0.00031482+8.5053e-05i,-0.00034973-0.00041002i,-0.00063446-0.00056416i,-0.00038013+0.00015102i,0.00016585+0.00021003i,-0.00065242-0.00011955i,-0.0011534-0.00060597i,-0.00054283-0.00059111i
-1.2237e-05-0.0014911i,-5.6329e-05-0.0019084i,-0.00081256-0.0023856i,-0.00094316-0.0010089i,-0.00020382+0.00057764i,0.00080721+0.0014532i,0.00071723+0.002416i,-0.00029621+0.0020022i,-0.0012497+0.001123i,-0.0012566+0.00051176i,-0.00010845+3.0445e-05i,0.00085391+0.00051456i,0.00040737+0.00032255i,-0.00040516-0.00040298i,-0.00077517+0.00019814i,-0.00058849+0.00036102i,-0.0004979-0.00015495i,-0.00043858-0.00040034i,-1.9592e-05-0.00046538i,0.00043756-0.00028158i,0.00031156-0.00013585i,0.00045961-7.1851e-05i,-4.8465e-05-0.00070777i
0.00084809-0.00068838i,0.00064637-0.001077i,4.6681e-05-0.0011547i,-0.00025811-0.00090645i,-2.8177e-05-0.00014273i,0.00053824+0.00067688i,0.0009527+0.0001939i,0.00039465-0.00065i,-0.00056676-0.00078252i,-0.00061225-0.00029164i,-0.00012223-0.00045445i,-0.0001191-0.00075979i,4.2239e-05-0.00041966i,0.00043972+0.00025177i,-0.00020084+0.00066395i,-0.0012187-0.00023886i,-0.00067804-0.00094177i,-7.8352e-05-0.001321i,-0.00033061-0.00090823i,-5.9679e-05-0.00050688i,-0.00012902-0.00034591i,-0.00062696+0.00030855i,-0.0004877+0.00037848i
-0.0006726-0.0019706i,-0.0013364-0.0013192i,-0.0013828-0.00011015i,-0.0013231+0.00064375i,-0.00066307+0.00047083i,-0.00023-0.00030942i,-0.00024267-0.0007494i,-0.00065888-0.00076664i,-0.00097318-0.00089196i,-0.00092858-0.00023562i,-0.00079596-4.7089e-05i,-0.00070478-0.00047079i,-0.00043538+0.00017539i,0.00019304+0.00064494i,0.00061806+7.4818e-05i,0.00028769-0.0002766i,-0.00060009-0.00018062i,-0.00078283-0.00029443i,-0.00061935-0.00026698i,-0.00059115+0.00011022i,-0.00079885+0.00047222i,-0.0014673+0.00036712i,-0.00098509-0.00014251i
-0.0015072-0.0017713i,-0.0010436-0.0021761i,-0.0018465-0.00051558i,-0.0014004+0.00096103i,-0.00017103+0.0016026i,0.00091589+0.0016218i,0.00085454+0.00076308i,6.7076e-06-0.00011729i,-0.00044128-0.00042776i,-0.001093-0.00062344i,-0.0010356-0.00046294i,0.00032979-0.00036415i,0.0013179-5.8292e-05i,0.0013731-2.1417e-05i,0.00048749-0.00053603i,-0.00051161-0.00082471i,0.00024523-0.00017526i,0.0017119+0.00032532i,0.0016554+0.00010691i,0.00043279+0.0001928i,-0.00069046+0.00040292i,-0.0010449+0.00062851i,-0.00030249+0.00078016i
0.00045785-0.0014575i,0.00085244-0.0019038i,0.00052182-0.0012788i,-0.0004159+0.00028855i,-0.00076066+0.0004766i,-0.00018037-0.00074101i,0.0002099-0.0016807i,-3.9333e-05-0.0011915i,0.00032874-0.00014936i,0.0010427+0.00083045i,0.00057385+0.00098704i,-4.9612e-05+0.00034793i,4.241e-05-0.00060062i,0.00025996-0.00073695i,-0.0001974-0.00059702i,-0.00072873-0.001261i,-0.0003408-0.0010947i,3.2918e-05-0.00081494i,-2.112e-05-0.0016258i,0.00046542-0.00092725i,0.00054121+0.00071699i,-0.00015606+0.001101i,0.00011813+0.00038615i
