-0.0010021-3.5051e-05i,-0.00073441-0.0021894i,-0.0014697-0.0031709i,-0.00084606-0.0011912i,-0.00034344+0.0015691i,-0.00043253+0.0014569i,0.00016486+0.00052389i,0.00055138+0.00055421i,0.0012277+0.00019099i,0.0013709+0.00010679i,0.0011416-0.00064209i,0.00029085-0.00099556i,-0.0005276-0.00062848i,-0.00047505-0.00085387i,-0.00036787-0.0012956i,-0.00096158-0.00095155i,-0.00096352-0.00084473i,-0.000179-0.00064629i,0.0005538-0.0007808i,1.4893e-05-0.00092704i,-0.001049-0.0002278i,-0.00049454-0.00035592i,0.00017178-0.0004355i
6.349e-05-0.0026507i,-0.0015622-0.0026927i,-0.0024115-0.0022263i,-0.0016288-0.00042365i,-0.00095874+0.00066484i,-0.0010767+0.0011309i,-0.00062548+0.00090607i,-0.00030859+0.00039355i,-0.00075775+0.00025048i,-0.0011695+0.00026045i,-0.0012713-0.00017394i,-0.00088305-0.00097042i,-0.00046093-0.00091459i,0.00038947+0.00035784i,0.00078729+0.001165i,0.00046991+0.00107i,0.00046587+0.00018835i,0.00038528-0.00036787i,0.00010793-0.0006102i,0.00043409-0.00082256i,0.00046091-0.00014231i,0.00024233+0.00023052i,-0.00018755-0.00066743i
0.0017837-0.0011923i,0.0014691-0.00082359i,0.0015591-0.00046935i,0.0011504-0.00084702i,0.00089931-0.00065737i,0.00046909+0.00011012i,0.00056039+0.00037246i,0.0011217+0.00038451i,0.00070954-1.5137e-05i,-0.00018069+0.00044462i,-0.0002855+0.00056597i,-0.0001831+0.00044484i,-0.00041725+0.00049764i,0.00012594+0.0012799i,0.00024105+0.0018644i,-0.00022627+0.0010705i,-0.00017613+0.00040681i,0.00026318-7.6422e-05i,0.00020845-0.00064695i,-0.00025379-0.00093081i,-0.00036024-0.00018836i,-0.00033996-0.00025612i,-0.00038826-0.00068851i
0.0017649+0.00055313i,0.0021283-0.00047119i,0.0015364-0.0015622i,0.00023313-0.0015068i,0.00028109-0.0010124i,0.00079109-0.00033584i,0.00083311+1.5913e-05i,0.0002715+6.7142e-05i,0.00020484-2.6801e-06i,0.0003418-2.9886e-05i,-8.6868e-05+9.2365e-05i,-0.00034807+0.00013939i,-0.00090551-0.00042948i,-0.0013051-0.00040214i,-0.0011763+0.0010693i,-0.00065024+0.0018772i,-2.2893e-05+0.0017128i,-0.00019758+0.0010958i,-0.00015827+0.00039156i,-0.00026865+0.00040259i,-0.00062792+0.00030055i,0.00021666+0.00012i,0.0010269+0.00083146i
-0.00027799-0.00054781i,0.00089143-0.0012121i,0.00073586-0.00036978i,-0.00013382+0.00080834i,-3.4328e-05+0.00070435i,0.00045948+0.00051776i,0.00069842+0.00076791i,0.00025507+0.00029205i,-0.00033205-0.00072863i,-0.0007332-0.00049315i,-0.00016516+0.00010535i,0.00030819-3.9484e-05i,-0.00048829-0.00035901i,-0.0011173-0.00044882i,-0.0013425-0.00022697i,-0.0010084+0.00012039i,-0.00060452-0.00047728i,-0.00040074-0.00086215i,-7.7442e-05-0.0009408i,0.00011233-0.00054929i,-8.346e-05+0.0003354i,-0.00062554+0.0010782i,-0.00053779+0.0013863i
0.0008159-0.0017356i,5.7144e-05-0.002098i,-0.00044555-0.0013407i,-0.0012826+0.00018969i,-0.0010078+0.00051526i,0.00027216-3.8586e-05i,4.8401e-05-8.5234e-05i,-6.2488e-05-0.00033441i,0.00011627-0.00065852i,-0.00055519-0.00055969i,-0.00066247+0.00021719i,-0.00066685+5.4358e-05i,-0.00036826-0.00078381i,-0.00037611-0.00018235i,-0.00065782+0.00058278i,-0.00019646+0.00035865i,0.0001036+2.6003e-05i,0.00016911-0.00025907i,0.00010917-0.00038536i,-0.00066282+0.00037234i,-0.0010162+0.00097145i,-0.00014131+0.0006351i,0.00050107+0.0006763i
0.0011536-0.001088i,0.0014412-0.0020032i,0.00041167-0.0024149i,-0.0015364-0.0015145i,-0.0019965-0.00020435i,-0.0013325+0.00041213i,-0.00022096-0.00018104i,0.00035728+4.1174e-05i,-5.0601e-05-0.00037i,-0.00030796-0.00042859i,-0.00028891-9.1681e-05i,-0.00041451+6.0098e-05i,-1.7236e-05+0.00055892i,0.00039085+0.00041412i,0.00032057+0.00049832i,-3.52e-05+0.0006488i,-0.00043164-0.00014502i,-0.0005718-0.0011426i,-0.00055718-0.0007518i,-0.00070668-0.00068584i,-0.00065997-0.0007392i,-0.00014158-0.0001375i,-4.5796e-05+0.00029347i
-0.00059702-0.00038736i,-0.00048915-0.00017474i,-0.00068329-0.00042786i,-0.00022966+0.00012145i,-0.00056215+0.0004053i,-1.535e-05+0.00060545i,0.0012639+0.00025769i,0.0012529-0.0002337i,0.00064877-0.00038483i,-7.1049e-05-0.0011787i,-0.00058445-0.0015706i,-0.00014971-0.0010391i,0.00077683-0.00037006i,0.0007748-0.00063853i,0.00019247-0.00049363i,-0.00062933-1.0605e-05i,-0.00062394-0.00021358i,-6.1798e-05-0.00027773i,5.8362e-05+0.00021206i,-0.00036349+0.00022497i,-0.0004069+0.0001646i,0.00039585+0.00028169i,0.00038223-0.00069534i
0.0012045-0.0019376i,0.0002727-0.0035946i,-0.000926-0.003586i,-0.00092123-0.0026491i,-0.0003018-0.001401i,-4.889e-05+2.6046e-05i,0.00015793+0.00092972i,0.00071183+0.00040088i,0.0010394-0.00071236i,0.00051496-0.00028549i,-0.000262+4.5019e-05i,-0.00013151-0.0001899i,0.00027654-0.00034709i,0.00018941-0.0001528i,0.00027206+0.00030538i,0.00042996-0.00010144i,0.00040938-0.00011076i,0.00023069+0.00027212i,-0.00012959-0.00014879i,-0.00040485-0.00086146i,0.00028004-0.00076204i,0.0011188+6.2979e-06i,0.0005532+0.00059101i
0.0013876-0.00213i,0.0011443-0.0018905i,0.00069173-0.0017831i,0.00019397-0.0009513i,0.00011475+0.00017999i,0.00064047+0.00020719i,0.00093488+0.00030517i,0.00068017+9.8446e-05i,0.00024014-3.1761e-05i,-0.00079003-0.00027769i,-0.0010204-0.0010446i,-0.0001501-0.0013573i,0.00044418-0.00078867i,0.00027924+7.0157e-05i,-0.00021561-0.00026961i,-0.00042922-0.00073979i,0.00021802-0.00097882i,0.00058772-0.00062172i,0.00056719+0.00014352i,-1.4956e-05+0.0001119i,-0.00094445-0.00024192i,-0.00096734-0.00056522i,-0.00046884-0.00012335i
0.0010831-0.0019922i,0.0013072-0.0018894i,0.0007394-0.0028607i,-0.00089784-0.00237i,-0.00054682-0.00013662i,-0.00010468+0.00029392i,-0.00063769-0.00021785i,-0.00072393-0.00069758i,-0.00021522-0.00097992i,-0.00053248-0.00036964i,-0.0011922+0.00041427i,-0.00092013+0.0004266i,-0.00062553-0.00035021i,-0.00051018-0.00033253i,-0.0006686+0.00034837i,-0.00019507+5.641e-05i,-0.00021803-0.00019402i,-0.00045947-0.00021052i,-0.00035614-0.00026536i,-0.00021936-0.00023909i,-0.00066607-0.00070243i,-0.00080098-0.0006713i,9.817e-05+0.00039271i
-0.00049479+0.0006668i,-0.00036776-0.00055438i,0.0001347-6.8041e-06i,0.00028139+0.00087397i,0.001044+0.00030222i,0.0015215-0.00021101i,0.0015564-0.00012744i,0.00071409-0.00030639i,-9.0903e-05-8.3429e-05i,-2.3272e-05+9.417e-05i,0.00011499-0.0005726i,-0.00057179-0.00067756i,-0.0010564-0.00041208i,-0.00066537+0.00010032i,-0.00096224+0.00031482i,-0.001004+0.00039166i,-0.00046826+0.00034826i,0.00025941-0.00041045i,0.00067621-0.00048402i,-5.8877e-05-3.7845e-05i,-0.00075571-0.00018328i,-0.0009496-0.00038433i,-0.00022222-0.00030434i
0.00024144-0.00082055i,-0.00050917-0.001354i,-0.001426+0.00011761i,-0.0011238+0.0016969i,0.00019613+0.0010688i,0.0012771+0.0002523i,0.0011692+0.00070448i,0.00077485+0.0010911i,0.00048049+0.00058474i,0.00011619-0.00026927i,-3.8457e-06-0.00073804i,-0.00035384-0.0011034i,-0.00079373-0.0015315i,-0.0012604-0.0011633i,-0.0016007-9.4853e-05i,-0.00065446-0.00014597i,0.00026284-0.00045216i,0.00042842-0.00017464i,0.00011181-0.00010087i,-0.00049296-0.00023707i,-0.00057764-0.00022017i,5.7899e-05-0.00022734i,0.00045832-6.4785e-05i
0.00076873-0.00076981i,0.00088565-0.002158i,0.00064276-0.0020037i,-0.00026232-0.00081041i,9.0702e-05-0.00081191i,0.00035094-0.0013273i,0.00033771-0.00088874i,-7.7049e-05-0.0005165i,-0.00052273-0.00020256i,-0.0010209-0.000279i,-0.0011967-0.00094029i,-0.00038693-0.00080477i,0.00017859-1.9248e-05i,-0.00035061-9.0871e-05i,-0.00068605-0.00012018i,0.00013923+0.00014731i,0.00065428+0.00057753i,-0.00010358+0.00050108i,-0.0001048+0.00011888i,0.00053313-0.00018252i,0.00019435-0.00048072i,-1.9669e-05-0.0006145i,-0.00023642-0.00037421i
0.0022017-0.00033966i,0.0010014-0.0017695i,-0.00016578-0.0023487i,-0.00019936-0.0018771i,0.00079155-0.00082657i,0.0014054-0.00021286i,0.00082659-0.0002586i,0.0001804+0.00020055i,-0.00018542+2.7782e-05i,3.4296e-05-0.00076298i,-0.00043743-0.0010845i,-0.0005291-0.00080969i,0.00017303-0.00024348i,0.00019816+8.052e-05i,-0.00018551+0.00011131i,-0.00057733-0.0003162i,-0.00083559-0.00054381i,-4.7661e-05-0.00042286i,2.0161e-05-0.00089871i,-8.8894e-05-0.0014411i,0.00016742-0.0013048i,-0.00038613-0.0013941i,-0.00044599-0.001168i
-0.0001936+0.00023885i,0.00033366+0.00072899i,0.0001075+0.00069632i,0.00045616+0.00039224i,0.0016291+0.00027185i,0.0012493+0.00081718i,3.38e-05+0.00079713i,-0.00022876-4.8345e-05i,4.9157e-05-0.00015581i,4.6645e-05+0.00024462i,-0.00034347-0.0005478i,-0.00060693-0.0019823i,-0.00053826-0.0017807i,-0.0007986-0.00028302i,-0.00052201+0.00079171i,-0.0001832+0.00054801i,-0.00017792-0.00012269i,-0.00064504+2.0926e-05i,-0.0006602-0.0001836i,-0.00059639-3.1317e-05i,-0.00052931+0.00099295i,0.00023848+0.0010593i,0.00053481+7.8139e-05i
-0.00058316+0.00046836i,-0.00019108+9.3829e-06i,0.00026881+0.0010975i,0.00054743+0.0018966i,0.0011105+0.0014294i,0.00092399+0.0011246i,0.00069856+0.0014618i,0.0004612+0.0011276i,-0.00019888+0.00071686i,-0.00014516+0.00046431i,0.00032009+0.00024057i,-0.00015058+5.9522e-05i,-0.00020619+0.00025736i,-0.00091727+0.00029947i,-0.0011401+0.00016048i,-0.00060261+0.00038039i,-0.00039533-0.00012785i,-0.00036155-0.00048152i,-0.00040167-6.4793e-05i,-0.00064298+0.0004148i,-0.00060492+0.00087155i,-0.00039436+0.0004198i,-0.00019135+4.4224e-05i
0.00060344-0.0015567i,0.0010536-0.0024099i,5.8113e-05-0.0023131i,-0.00054141-0.0017316i,-0.00039236-0.00062815i,0.00053646-0.000609i,0.0006144-0.00032339i,-0.00048828+0.00019841i,-0.0012085-0.00045297i,-0.00060861-0.00050134i,0.00025483-0.00077901i,0.00049282-0.0013586i,0.00068276-0.00098511i,-0.00016862-0.000208i,-0.00093459+0.00042336i,-0.00024992+0.00035689i,-5.6619e-05+3.999e-05i,-0.00084804-0.00022843i,-0.00082477-0.00078732i,-0.00028244-0.00084512i,-0.00041427-0.00030351i,-0.00019706+0.00016194i,-0.0003193+0.0006623i
0.00084702+0.0010364i,0.0016896-0.0004821i,0.0011989-0.001217i,0.00017424+0.00011837i,0.00057235+0.00090779i,0.0011255+0.00080541i,0.00089533+0.00022158i,0.00081066-0.00044506i,0.00049391-0.00024483i,6.1987e-05-2.4875e-05i,-0.00040736-8.0048e-05i,-0.00049371-0.00047371i,9.4845e-05-0.00061276i,0.00016726-0.00091664i,-0.00050846-1.9158e-05i,-0.0010569+0.0012889i,-0.0006896+0.00048817i,0.00018832-0.00056852i,8.4218e-05-0.00067322i,-0.00074046-0.0001116i,-0.00070978-5.1921e-06i,-0.00013247+9.1271e-05i,-0.00012924+0.00047803i
-0.00071926-0.00022873i,0.0002891-0.00017031i,-4.7523e-05+0.0012927i,0.00091872+0.0018409i,0.0013447+0.00056155i,0.0012743-0.00020245i,0.0013094+0.00061309i,3.7015e-05+0.0005306i,-0.00065272+0.00013154i,-0.00016869-0.000282i,0.00059384-0.00065515i,0.0011156-0.0010284i,0.00077955-0.0007063i,0.00013997+0.00019088i,-0.0004802+2.7706e-05i,-0.00088608-0.00039776i,3.39e-05-0.00055333i,0.00047688-0.00026156i,7.0614e-05+0.00019643i,-0.00061831-9.9761e-05i,-0.0011731+0.00028066i,-0.00094185+0.00030203i,-0.00031759+0.00018284i
0.0015901+4.9687e-05i,0.00070692-0.00067673i,0.00039816-0.00047166i,0.00061761-0.00089412i,0.00089959-0.00041554i,0.00081472+0.00039265i,0.0001339+0.00041215i,-0.00045791+0.00037943i,-0.0010115-0.00026372i,-0.0008577-0.000983i,-0.00027734-0.0010259i,-0.00013914-0.00040814i,4.6832e-06+0.00033969i,-0.00020688+4.1098e-05i,-0.00049377-0.00031796i,-0.00016181-0.00052557i,0.00017321-0.000897i,-0.00022726-0.0004281i,-0.00018402-0.0001585i,0.00011229-8.2253e-05i,-0.00012922+0.00012148i,-0.000773+0.0005356i,-0.0011969+0.00115i
0.0019399+0.00051257i,0.0020591-0.0015051i,0.0020914-0.0017003i,0.0021862-0.0016719i,0.0016154-0.0015133i,0.0009051-0.00057775i,0.00094088+0.00060993i,0.00097066+0.0010449i,0.00059557+0.0006588i,0.00015764+0.00015671i,0.00024816+2.0696e-05i,5.2637e-05-0.00021095i,-0.00067126-0.00029913i,-0.0003226+0.00011356i,-0.00018626+0.00095341i,-0.00030116+0.00095431i,0.00040442-0.00010217i,0.00080867-0.00065305i,0.00028681-9.6644e-05i,-0.00047204+0.00033651i,-0.00043503+0.0002446i,-0.00014501+0.00028102i,-1.987e-05+0.00041366i
-0.0010956-0.0008851i,-0.00052966+0.00028472i,-0.00026011+0.0021519i,0.00026905+0.0027613i,0.0010163+0.0021687i,0.0015204+0.00085942i,0.001326+0.00012697i,0.00090271+0.00052607i,0.00010166+9.224e-05i,-0.00030016-0.00027602i,-0.00042748-0.00024193i,-0.00051006-0.00082373i,-0.0007884-0.00097021i,-0.00089227-0.00079109i,-0.0011981+0.00021156i,-0.0019514+0.00090709i,-0.0014645+4.1875e-07i,-2.46e-05-9.149e-05i,0.00010739+0.00028958i,-0.00045359-1.6562e-05i,-0.00073922+6.669e-05i,-0.00050919-0.00010629i,0.0002235-8.7444e-05i
-0.0009108-0.001168i,-0.0021296-0.0011003i,-0.0033522-0.0017191i,-0.0027635-0.0008912i,-0.001182+0.00034685i,-0.00038542+0.001081i,0.00017088+0.0012665i,-0.0001546+0.00017751i,-0.00073113-0.00097011i,-0.00037167-0.00085221i,6.347e-05-0.00012458i,0.00011465-4.8027e-05i,0.00041459-0.00070188i,6.7786e-05-8.6102e-05i,-0.00032207+0.00036385i,-0.00023553-1.0956e-05i,-0.00018669-0.00045241i,-2.683e-05-0.00042454i,0.00034968-0.00034967i,0.00026465-0.00089366i,7.1213e-05-0.0012117i,-0.00074479-0.00097831i,-0.00071555-0.0004236i
-0.0011915-0.00062012i,-0.00096755-0.001618i,-0.0014345-0.00056735i,-0.0020315+0.0013015i,-0.0017797+0.0014732i,-0.00046131+0.0011162i,-8.073e-05+0.0010507i,-0.00072906+0.00073219i,-0.00081332-0.0003865i,-0.00078737-0.0006724i,-9.8535e-05-0.00031146i,0.00089181-0.00011203i,0.00041241-0.00071043i,3.249e-05-0.00042757i,-0.00035655+0.00056887i,-0.00049869+0.0006805i,0.00016818+0.00068514i,0.00037552+0.00060798i,-0.00016593+0.00037575i,-0.00045812+9.5386e-05i,-0.000372+0.00021554i,-0.00043741-0.00011809i,-0.00044836-0.00048704i
-9.6473e-05-0.00012192i,-0.00049021-0.00071871i,-0.0009033-0.0010482i,-0.00059755-0.00038749i,-3.0541e-05+4.5469e-05i,0.00044954-0.00062696i,0.00041198-0.00044857i,-0.00082508+2.6106e-05i,-0.0016139-0.00040318i,-0.00050287-0.00090216i,0.00054211-0.00095949i,0.0002558-0.00094111i,-0.00017165-0.00024244i,-0.00046881+0.00093139i,-0.00022012+0.0011327i,-0.00037854+0.0004218i,7.1671e-05-0.00014417i,0.00065793-0.0003864i,0.00084559-0.00050941i,0.0008438-0.00042606i,-3.1425e-05+0.00018531i,-0.0007675+0.00060038i,-0.00077493+0.00017406i
-0.0010159-0.00047542i,-0.00061995+4.0987e-05i,-0.00096017+0.00044547i,0.00012212+0.00091824i,0.00058242+0.0013477i,0.0010376+0.00041174i,0.0016196-0.00052716i,0.00065147-0.00076121i,-0.0008743-0.00097756i,-0.0011099-0.00083883i,-0.00097649-0.00078972i,-0.00051243-0.00063039i,-0.00014311-0.00046593i,-0.00042854+0.00039928i,-0.00028839+0.00097923i,-0.0002598+0.0011485i,-0.00033058+0.00077532i,0.00057708-1.0225e-05i,0.00046444-0.0007083i,0.00038811-0.00093263i,0.00054508-0.0010098i,9.0096e-05-0.00063571i,4.6756e-05+0.00017585i
-0.00028262+0.00023725i,-0.00010297-0.00071603i,-0.00080449-9.4681e-05i,-0.00053066+0.00064522i,0.0011568+0.00071465i,0.0011601+0.00046943i,0.00020762+0.00013648i,-0.00044979+0.00043895i,-0.00056194-0.00027466i,-0.00030977-0.0014942i,-0.00043259-0.00061134i,-0.0011602+0.00037929i,-0.00083321+0.00056946i,-0.00024361+0.00051617i,-0.00032767+0.0002961i,-0.00042932-0.00018608i,-0.00035701-0.00063315i,-0.0004488-0.00056126i,-0.00061034-0.00055204i,-0.00036795-0.00011552i,-9.4787e-05+0.00026248i,0.0001042+0.00023388i,0.00049622+0.00045067i
-0.00024784-0.00052602i,-0.0011962-0.0020872i,-0.002581-0.0021303i,-0.001432-0.00087848i,0.0002071-0.00016676i,-0.00015782-7.9193e-05i,0.00015495-0.00014385i,0.0013722+0.00033678i,0.001267+0.0010519i,0.0002563-1.5291e-05i,-0.00012203-0.0010581i,-6.5509e-05-0.00044858i,-1.749e-05-0.00049634i,0.00015996-0.00077994i,0.0005625-0.00044783i,0.0010017-0.00074403i,0.00064355-0.00085513i,7.4144e-05-0.00062917i,8.2932e-05-0.00024203i,5.0524e-05-7.4094e-05i,-0.00035556-8.8112e-05i,-0.00077899+0.00062831i,-0.00075035+0.0007373i
-0.00011642-0.002369i,-0.0012967-0.0027906i,-0.0032063-0.0026099i,-0.003333-0.0014906i,-0.0020844-8.7371e-06i,-0.0010393+0.0010156i,-0.00022729+0.0016162i,-0.0002781+0.0012314i,-0.00042147+0.00050475i,-5.3402e-05-0.0002281i,-0.00037737-0.00022704i,-0.00031188+0.00012235i,0.0004872-0.00070626i,0.00039695-0.001711i,-0.00058107-0.0018691i,-0.0012199-0.0013033i,-0.00077357-0.00079815i,-0.00012914-0.0004266i,0.00055725-0.00029542i,0.00062563-0.00081411i,-6.5266e-05-0.0010261i,-0.00011302-0.0004965i,-0.00057696-0.00021493i
-0.00064362-0.001063i,0.00045218-0.0010669i,0.001034-8.1541e-05i,0.0011404+0.001115i,0.0022582+0.00061197i,0.0023479-0.00018692i,0.001182+0.00022541i,0.00089028+8.5695e-05i,0.00061473-0.000294i,0.00015476-0.00054547i,0.0003597-0.00062245i,0.00068065-0.0005665i,0.0008321-0.00037887i,0.00047639-0.00067772i,-8.129e-05-0.00018782i,-0.00045252+0.00058439i,-0.00045074+0.00012495i,-8.6781e-05+7.7307e-05i,0.00033603+2.9185e-05i,0.00069192-5.6249e-06i,0.00047945+0.0002225i,0.0004629+6.2788e-05i,0.0004184+0.00028593i
0.001799-0.00091939i,0.00051339-0.0024823i,-0.00037762-0.0035754i,5.7417e-05-0.0027649i,-0.00045794-0.0013362i,-0.0007397+0.00011168i,-9.8837e-05+0.0012433i,-0.00024719+0.0010864i,-0.00024808+0.00053919i,-0.00080194+0.00073463i,-0.0012818+0.00046528i,-0.001027-0.0003546i,-0.00060967-6.7712e-05i,-6.1843e-05+0.00030146i,0.00030922-0.00044067i,0.00010503-0.0008122i,0.00013775-0.00012977i,0.00021942+4.4378e-06i,-0.00025216-0.00028066i,-0.00021722-0.00023805i,0.0003689-0.00023843i,0.00076672+0.00020766i,0.00054077+0.00016219i
0.000137-0.0015689i,-0.00061386-0.0017822i,-0.0018593-0.001792i,-0.0015588-0.0004243i,-0.00074692+0.0004027i,0.00054941+0.00069577i,0.00073904+0.00057958i,0.00054585-2.6048e-05i,0.00046399-0.00085819i,0.00015506-0.00085598i,-0.00051193-0.00014784i,-0.00023577-0.00030311i,0.00053248-0.00081175i,0.00029521-0.00078222i,-0.00034165-1.6399e-05i,0.00013059+5.7218e-05i,0.00076332-0.00028556i,-0.00025149-0.0001444i,-0.00037812-0.00024956i,-0.00027501-8.3654e-05i,-0.00054958+0.00015571i,-0.00010654+0.00018041i,-0.00031975+0.00010976i
0.0013189-0.0025035i,0.00058219-0.0015279i,-0.00088411-0.0014387i,-0.00086476-0.0017279i,-0.00012225-0.00097508i,0.0001581+0.00032578i,0.00027585+7.3642e-05i,2.918e-05-0.00038676i,-0.00035796-0.00061177i,-0.00067462-0.00086214i,-0.00063667-0.00051643i,1.5338e-05+1.2944e-05i,0.00078017+8.3513e-05i,0.0013278+0.00033384i,0.00041942+0.00081309i,-0.00027058+0.0012874i,-0.00053428+0.0011131i,0.00039119+0.00049786i,0.00058825-0.00044501i,-0.0001976-0.00029193i,-0.0003276+0.00053654i,-6.2593e-06+0.00064448i,-0.00021723+0.00097313i
-0.00014908-0.00098256i,-0.00053977-0.00075677i,0.00034171-0.00014474i,0.0001622+0.0006518i,-0.00014268+0.0010437i,0.00019451+0.00025465i,-0.00017936+0.00030977i,-0.00026797+0.00066859i,-0.0005007+0.00024445i,-0.00099327-0.00048755i,-0.00095386-0.00066159i,-0.00057469-0.0006581i,-0.00046938-0.00064456i,-0.00053637+0.0002585i,-0.00060138+0.00059305i,-0.00095855+0.00085089i,-0.00096409+0.00043744i,-0.0001043-0.00076642i,-4.6963e-05-0.00065863i,-0.00023803+0.00037982i,-0.00011278+0.00051969i,-0.0003803-0.00044138i,-0.00016006-0.00063711i
0.00076101-0.00013509i,0.00077584-0.0014669i,0.00081099-0.00064108i,-0.00029668-1.703e-05i,-0.0005577+0.0001802i,0.00067661+0.0004629i,0.00058584+0.00032728i,0.0004629+0.0004294i,0.00087305+0.00047167i,0.0002364+8.5424e-05i,-0.0008573-0.0005262i,-0.00086238-0.00014196i,-0.0005717+0.00049014i,-0.00045528+0.0004081i,0.00019354+2.2892e-05i,0.00025399-0.00081737i,-0.00013464-0.0010104i,0.00030798-0.00025792i,0.00057935-8.0704e-05i,-0.00020453-0.00048449i,-0.00099331-0.0002881i,-0.00052329-0.00015676i,0.00036839+2.936e-05i
-0.00067068-0.00076232i,-0.00020195-0.00089099i,-0.00042644-0.00028316i,-0.00031374+0.00069581i,0.00061616+0.0011952i,0.001445+0.0012779i,0.0013914+0.0013293i,0.0011296+0.0012583i,0.00034795+0.000827i,3.2057e-05+0.00034107i,0.00036341+0.00050311i,0.00087159-0.0002702i,0.00094201-0.00059403i,0.00019771-0.00028158i,-0.0001499-0.00073149i,-0.00039738-0.0010032i,-0.00022477-0.00053148i,0.00062427-0.00029348i,0.00057451-4.2858e-05i,5.9132e-06+0.00015408i,2.353e-05-0.00039047i,0.00017377-0.00025451i,-0.00011789+0.00041055i
-6.1621e-05-0.00064978i,-0.00017253-0.0012122i,-0.00098906-0.00063684i,-0.0014198-0.00041412i,-0.00046547+0.0004334i,0.00033664+0.0012582i,0.00028823+0.00033971i,-5.5018e-05-0.00015655i,-0.00042415+0.00050869i,-0.00047914+0.00032398i,0.0003724-0.00019537i,0.00050954-0.00040487i,0.00049828-0.00044017i,-8.237e-05-0.00035727i,-0.00064767+0.00063532i,-0.00024401+0.00089702i,-0.00024995+0.00072134i,0.0004484+0.00029322i,0.0012663-0.0001871i,0.00010713-0.00028763i,-0.0014596+9.0066e-05i,-0.001225+0.00053587i,-0.00034264+0.0012521i
-0.0012971-0.00013124i,-0.0015358-0.00067456i,-0.0012906+0.00057866i,-0.00017564+0.0021604i,0.00056351+0.0018045i,0.00083875+0.00070347i,0.0013642-0.00047447i,0.0010827-0.0010345i,0.00019737-0.00029531i,-0.00037574-0.00023119i,-0.00041559-0.00035287i,-1.8445e-05-0.00016069i,-0.00036982-0.00056007i,-0.00083635-0.00084841i,-0.0006487-4.0218e-06i,-0.00034038+0.00048601i,-0.00015474+2.9894e-05i,0.00061742-0.00025589i,0.00043978-0.00060971i,-0.00076004-0.00049603i,-0.0010679-0.00045788i,-0.001279-0.00032307i,-0.0016119-2.6782e-05i
0.0017051+0.00032443i,0.0010668-0.0010123i,9.6154e-05-0.00071627i,0.00013151+9.3105e-06i,0.00067146+0.00012053i,0.00066481+0.0011974i,0.00040279+0.0018521i,0.00036836+0.0003824i,0.00012167-0.00046663i,-0.00053612-0.00029468i,-3.0861e-05-0.00039066i,0.00013169-9.1318e-05i,-0.00093922-0.00029558i,-0.00065502-0.00057438i,3.7935e-05-0.00017189i,-8.413e-05+8.1584e-05i,-2.2036e-05+4.6878e-05i,0.00075139-0.00048768i,0.0012647-0.00056609i,0.00091253-0.00080443i,0.00051869-0.0007751i,0.00012669-0.00031258i,0.00034683+5.8886e-05i
0.00077336-0.00031969i,0.0013555-0.00079436i,0.00038853-0.0016243i,-0.00049209-0.0014363i,-0.0011556-0.00059066i,-0.00069564-0.00023678i,0.00063816+0.00045618i,0.00047516+0.00095027i,-0.00069272+0.00077655i,-0.00089789+0.000243i,-0.00044314-0.00030831i,-0.00044856-0.00029003i,-0.0004021-0.00068711i,-0.00029319-0.00087084i,-0.00022903-0.00068366i,-3.8616e-05-0.0001038i,0.00016294-0.00030231i,3.4325e-05-0.0009259i,-0.00041725-1.5198e-05i,-0.00067029+0.00063197i,-0.0011677+0.00013622i,-0.0010525-0.00028275i,-0.00047647-0.00024464i
0.00055258-0.00040969i,-6.7536e-05-0.0014674i,-0.0011447-0.0019418i,-0.0012563-0.001439i,-0.00010387+0.0002056i,0.0002731+0.0011684i,0.00056351+0.0007957i,0.00069512-0.00021523i,-4.3509e-05-0.0010154i,0.00022767-0.00020497i,0.00063269+0.0005642i,-0.00023318+6.238e-05i,-0.00050095-0.00065536i,-0.00010746-0.00023748i,0.00011902+0.00024144i,3.5632e-05+2.2778e-06i,-0.00026012+7.3491e-05i,-0.00010266+7.5207e-05i,0.00022605-3.7564e-05i,0.00056522+0.0012826i,0.00094012+0.0017054i,0.00058872+0.00087773i,0.00021366+4.5074e-06i
-0.00047478-0.0015532i,-0.00030564-0.00084059i,-0.00049639+0.0005527i,-0.00063825+0.001344i,-4.838e-05+0.0014856i,0.00053961+0.0012057i,0.0010226+0.00090526i,0.00096353+0.00059391i,0.00056737+0.00059387i,-5.1226e-05+0.00057907i,-0.00041138+5.5257e-05i,-0.00040688-6.9286e-05i,-0.0002952-0.00021783i,5.6451e-05+0.00019728i,0.00023717+0.00012824i,-0.00030038-0.00096651i,-0.00038722-0.0015222i,0.00013678-0.0017432i,0.00052404-0.0012231i,0.00030542-0.00039691i,-0.00019834-0.00021768i,-0.0001647-0.00052577i,0.00057484-0.00033348i
