-0.0039338-0.0017598i,-0.0037714-0.0023779i,-0.0032883+8.5766e-05i,-0.0019306+0.0026517i,-0.0014562+0.0019608i,-0.00089799+0.0013259i,-0.00060103+0.0016357i,-0.00028998+0.0016181i,9.0411e-06+0.0013634i,0.00041613+0.00086088i,0.0012126-0.00074552i,0.0015631-0.0023111i,0.00092114-0.0026379i,0.00015091-0.0023998i,-0.00043225-0.0017621i,-0.0006793-0.00092813i,-0.00043644-0.00059311i,-0.00029855-0.00050072i,-0.00030813-0.00021987i,-0.00062345+0.00019465i,-0.00095639+3.9785e-05i,-0.00081098-0.00054018i,-0.0004333-0.0004986i
0.0012055+0.0019867i,0.0014141+0.0013672i,0.001647+0.0011554i,0.0013659+0.0012639i,0.00083297+0.00070667i,-0.00014338-0.00036783i,-0.0011316-0.0002746i,-0.0021174+0.00067115i,-0.0017493+0.00013571i,-0.0013226-0.00047065i,-0.0010744+3.0009e-05i,-0.00030026+0.00029298i,-0.00045495-0.00025185i,-0.00022573-0.00096081i,0.0004698-0.0007127i,0.0002679+0.00019091i,-0.00023237+0.00076477i,-0.00021784+0.00062632i,-9.9256e-05+4.9927e-05i,-0.00090729-0.00031858i,-0.00085284-0.00070603i,0.00014379-0.00033462i,0.00074596+0.0002638i
-0.00095127+0.00085416i,-0.00072677+0.00028395i,-0.00061525-0.00036303i,-0.00011556-0.00071725i,0.00067663-0.00050284i,0.0005132-0.00069292i,-0.00062538-0.001106i,-0.00091442-0.00044721i,-0.00085858-0.00048827i,-0.00049208-0.00099547i,0.00015873-0.0011233i,0.0007245-0.0012968i,0.00028294-0.00038625i,-0.00042187-6.2473e-06i,-0.00039846-0.0005129i,-0.00032195-0.00051205i,-0.00028586-0.00075862i,-0.00017365-0.00056871i,-7.119e-05+0.0006572i,-0.00015945+0.00073761i,-0.00071117-7.8352e-05i,-0.00098944-0.00039888i,-0.00065021-0.00037452i
-0.00074424-0.00085009i,-0.00089169-0.00034957i,-0.0015844+0.00052207i,-0.00043033+0.00046525i,0.00026592+5.4997e-05i,-0.00053866-0.00018454i,-0.001256-0.00039592i,-0.0016655-0.00034406i,-0.0015349-4.8604e-05i,-0.00062795+0.00068618i,0.00081352+0.00062468i,0.0020822+0.00031374i,0.0018291-0.00023247i,0.0011238-0.00061522i,0.00036758-0.00071519i,-0.00039206-0.0011123i,-0.00061783-0.00058575i,4.9222e-05+0.00049492i,0.00033879+0.00049118i,-0.00029635-0.00047446i,-0.00098964-7.0418e-05i,-0.00071305+0.0013346i,-0.0006359+0.0017062i
-0.0015839+0.00022082i,-0.001487-0.00071503i,-0.00035991+0.00035806i,0.00067366+0.00146i,0.0014048+0.00054799i,0.0016252-0.0012305i,0.00062281-0.001315i,-0.00056945-0.00020098i,-0.00077281+0.0002178i,-0.00012324-0.00031278i,0.0005144-0.00049832i,0.00039988-0.00027477i,-6.1264e-06-0.00028005i,-0.00082241+3.7945e-05i,-0.0014167+0.00031052i,-0.0005602+4.1005e-06i,0.00090484-0.00037637i,0.00049316+1.1854e-05i,-0.00040806+0.00012397i,-0.00012668-0.00035513i,9.6726e-06-0.00058128i,0.00018428-0.00077188i,0.00062623-0.0007337i
0.0012698-0.0011054i,0.00069239-0.00097438i,0.00095134-0.00074316i,0.0015786-0.00063042i,0.0015113-0.0010181i,0.00064963-0.00070392i,-0.00048193-0.00049529i,-0.0017098-0.00072745i,-0.0015343-4.1578e-05i,-0.00082036+0.00032713i,-0.00057439-0.00015332i,-6.0718e-05-0.00058367i,3.4862e-05-0.00060946i,0.0001913-0.0008819i,0.00055748-0.00065323i,-0.00013074-0.00011525i,-0.0011512-0.0004496i,-0.0014646-0.00038001i,-0.001261-0.00045922i,-0.00054754-0.0012841i,0.00012372-0.0008129i,-0.00029318+0.00022059i,-0.00072032+4.9699e-05i
0.001273-0.00045068i,0.001248+0.0002564i,0.0017466+0.00010794i,0.0014586-0.00031198i,0.0019052-0.00019339i,0.00071933-0.00032329i,-0.0011429-0.00089955i,-0.00072914-0.00063132i,-2.6911e-05+5.4499e-05i,-0.00068645-0.00054392i,-0.00096305-0.0011398i,-0.0003855-0.0011038i,0.00086914-0.0006375i,0.001797-0.00023639i,0.00089028-7.2324e-05i,0.00063664+0.00047777i,0.00065064+0.00094782i,0.00034621+0.0007763i,0.00063282+2.1614e-05i,0.0010772-0.00013903i,0.0012008+0.00025438i,-0.00013391+0.00055144i,-0.00025133+0.00023751i
0.002256-0.0012447i,0.0023904-0.0017588i,0.00087113-0.0022538i,-0.00037946-0.0031482i,-0.0011531-0.0029371i,-0.001466-0.0019768i,-0.0012656-0.000964i,-0.00127-0.00064431i,-0.00095211-0.0014626i,-0.00090952-0.0016198i,-0.00090757-0.0011005i,-0.00052746-0.00020343i,0.00030352-0.0002499i,0.00068942-9.0824e-05i,0.00053873+0.00058845i,0.00095839+8.8166e-05i,0.00026022+1.7835e-05i,-0.00042669-0.00034568i,0.00026989-0.00069682i,0.00030719-0.0004i,0.00030022-0.00058594i,0.0004372-0.00095684i,-0.00055146-0.00071191i
-0.00037397-1.3175e-05i,-0.00090471+0.00088215i,-0.00036752+0.0012958i,0.00051556+0.00059828i,0.0011845-0.00012685i,0.00084198-0.0007155i,-0.00039986-0.00049092i,-0.0011874-0.00030913i,-0.00053686+0.00016681i,0.0002898+0.00043957i,5.9189e-07+1.4497e-05i,-0.00020727-0.00019835i,0.00046721+0.00036559i,0.00028781+0.00046903i,-2.3836e-05-0.00021296i,-0.000391-0.00018283i,-0.00029574-0.00044206i,-0.00041815-0.0011406i,-0.00069876-0.0012796i,-0.00064666-0.0010748i,-0.00050025-0.00065576i,0.00023134+0.00022833i,0.00032727+0.0002458i
0.00044211-0.0012994i,-0.00028847-0.0016119i,0.00010829-0.0032508i,0.00076212-0.0029195i,0.0005199-0.0015999i,0.00045437-0.0010669i,-0.00055303-0.00065253i,-0.0010126+0.00043737i,-0.00051459+0.00022338i,-0.0012562-0.00039916i,-0.0011619+5.3077e-05i,0.00010217+0.0005159i,0.00050563+0.00069167i,0.00094804+0.00069878i,0.0006348+0.00067577i,0.00043875-0.00030909i,0.00067878-0.00093368i,0.00039026-0.00055899i,5.6599e-05-0.0008264i,-5.4245e-05-0.0010086i,-3.0521e-07-0.00085891i,-0.00011394-0.00043952i,-0.00024375-0.00021258i
-0.001329-0.000277i,-0.0010956+0.00029215i,-0.00076019+0.0021497i,-0.00025079+0.0025223i,0.00083417+0.00091359i,0.00077155+0.00013462i,-0.00038748-0.00010897i,-0.0017004-0.00050309i,-0.0012673-0.00068969i,-0.00014665-0.00028927i,0.00056268-0.00016098i,0.00082741-0.00073032i,0.00052468-0.00071799i,0.00069047-0.00029403i,0.00054508-0.00024796i,-0.00046129-0.00045194i,-0.00065815-0.00062767i,-0.00020814-0.00049391i,-0.00066741-0.00046988i,-0.00044576-0.00034242i,0.00018087-2.4342e-05i,0.00027805+5.9537e-05i,0.00022811+0.00012136i
0.00068805-0.0016298i,0.00020861-0.00084905i,6.9789e-05-0.002384i,-0.00040388-0.0029776i,-0.00052763-0.0022022i,-0.0001381-0.0014356i,-0.00011292-0.00087191i,-0.00073407-0.00051441i,-0.00073632-0.00023674i,-4.6937e-05-0.00018584i,0.00022273+0.00015132i,-4.085e-05+0.00029583i,-0.00026967-0.00011273i,0.00067628+2.8058e-05i,0.00087828+2.6086e-05i,6.0188e-05-0.00025541i,-1.5584e-05-0.00051148i,0.0002228+7.7121e-06i,-5.7062e-05-7.3105e-05i,-0.00028656-0.00084034i,4.1638e-05-0.00064454i,0.00028932-0.00025387i,0.00030175-0.00054965i
0.00023749+0.00057461i,0.0011945+0.00047357i,0.001067+0.00038354i,0.00199+0.00063563i,0.0027889+0.00044994i,0.0019045+0.0003878i,0.00028127+0.00021215i,-0.00088632-0.00058892i,-0.00078134-0.00033918i,9.2158e-05-0.00015468i,-7.1396e-06-0.00073259i,-0.00045185-0.00054939i,3.9366e-05-0.00034702i,0.00036084-0.00032534i,0.00044553+2.9158e-05i,0.00039423+0.00018073i,0.00020941+0.00048142i,-1.7227e-05+0.00053495i,-9.0019e-05+0.00011504i,3.0805e-05+0.00035442i,-0.00037658+0.0004207i,-0.00085801+4.2973e-05i,-0.00034691+0.00014462i
-0.0011498-0.00072916i,-0.001389-0.00035172i,-0.0011177-0.00087739i,-0.00034298-0.00050637i,0.00042059-4.1658e-05i,0.00057406-0.000304i,-8.4237e-05-0.00040398i,-0.00078353-0.00013905i,-0.0014016-0.00042i,-0.001158-0.00080169i,0.00021803-0.00071165i,0.001151-0.00023436i,0.00055566+1.5349e-06i,-7.6317e-05-0.00013452i,0.00021053-0.00033879i,0.00031574-0.00067405i,-0.00011959-0.0012231i,-0.00078239-0.00093235i,-0.00098999-0.00060396i,-0.00065328-0.00054788i,-0.00048454+0.00016392i,1.643e-05+0.00058945i,0.00056714+0.00062002i
-0.00034974+0.0018106i,-0.00042535+0.0017543i,-0.00035513+0.0033482i,0.0016579+0.0032075i,0.0029178+0.0014747i,0.001579-8.3455e-05i,0.00049686-0.0010446i,-0.00040367-0.00087434i,-0.00066087+0.00013328i,7.232e-05-0.00018599i,-5.1767e-05-0.00081031i,-0.00053997-0.00033926i,-6.9038e-05+1.4021e-05i,0.00019054-0.00035509i,-0.00067698-0.00015965i,-0.00085787+0.00018124i,6.9546e-05-8.2442e-05i,0.00057396+0.00024156i,0.00029568+0.00019797i,5.1023e-05-0.00028701i,0.00016619-0.00042134i,0.00016652+0.00021346i,0.0003042+0.00079554i
-0.0027217+0.00014436i,-0.0022118+0.00070001i,-0.0020859+7.018e-05i,-0.0013459+0.0014906i,-0.00030933+0.0021581i,-4.5511e-05+0.00039847i,-0.00047583-0.00055039i,-0.00056577-0.00040951i,-0.00011403+0.00012157i,-2.5253e-05+0.00031529i,8.5538e-05+0.00016396i,-0.00065169-3.3652e-05i,-0.00072732+8.5174e-05i,-0.00044793+5.6028e-05i,-0.00066415-0.00061028i,-9.0852e-05-0.00035626i,0.00049073+0.00028431i,0.00030186+0.00035677i,-0.00062305+0.00016257i,-0.00099538-0.00015017i,-0.00093758-0.00010518i,-0.00065527+0.00028518i,0.00025337+0.00053046i
0.00016574+0.002215i,0.0011925+0.0021506i,0.0024782+0.0019898i,0.0028871+0.00058883i,0.0029534-0.0016312i,0.0017676-0.0015359i,0.00078912-0.00074549i,0.00054748+9.5911e-05i,-2.5579e-06+0.00062934i,6.0059e-05+0.00038683i,0.00025501-0.00021037i,0.00038247-0.00089892i,0.00067374-0.00094469i,0.00040252-0.00060301i,-2.0387e-05-0.0001487i,-1.5001e-05-0.00011542i,0.00010511-0.00078848i,0.000657-0.00085063i,0.00083856-0.00064983i,0.00037898-0.00041636i,-2.9771e-05-0.0005498i,-0.00011683-0.001042i,-0.00020247-0.00027548i
-0.0028874+0.00079137i,-0.0025632+0.00046013i,-0.002334+0.00083252i,-0.0014987+0.0013784i,-0.00064234+0.0015528i,-0.00024704+0.00060263i,-0.00098406+5.8749e-05i,-0.001664-0.00038036i,-0.0011114-0.0006933i,-0.00087822-0.00016618i,-0.00069346+3.4402e-05i,0.00064836-0.0003714i,0.0010738-0.00063083i,0.00029159-0.00048441i,9.029e-05-0.00050152i,0.00045344-0.00054275i,0.00056588-0.00076629i,0.00011939-0.00047606i,-0.00010465+4.6338e-05i,-4.2923e-05-0.00034143i,-0.00029483-0.00048817i,-0.00052892-4.7412e-05i,-0.00052002+0.00050637i
0.00042753-0.0011232i,0.00087331-0.00066183i,0.0013885-0.00067954i,0.0014106-0.00025528i,0.0013134-0.00025728i,0.0014069-0.00052045i,0.00094479-0.00034144i,0.00025771+8.3896e-05i,-0.00014258+0.00070187i,-0.0010615+0.00018321i,-0.0012862-0.00043772i,-0.00031272+0.00054224i,0.00025352+0.00058938i,0.00025859+0.00031546i,0.00060547+0.00058642i,0.00046159+0.00067157i,-0.00017486-0.00020742i,-0.00035034-0.0010097i,-0.00012034-0.00075899i,3.5521e-05-0.00065631i,-0.0001741-0.00076i,-0.00048762-0.00034188i,-0.00038268+0.00018102i
-0.00079169+0.0012482i,-0.00083523+0.0021754i,9.2178e-05+0.0017655i,0.0011673+0.0012189i,0.0015154+0.00092651i,0.00086838-0.00021509i,0.00027213-0.00075901i,-0.00042927-0.00051856i,-0.00078525-3.345e-05i,-0.00090152+8.0843e-05i,-0.00077257+0.00025954i,-0.00027379+3.7614e-05i,0.00084385-0.0005903i,0.0012553-0.00071182i,-0.00020363-0.0014379i,-0.0012246-0.0011907i,-0.00066143+0.0002136i,-0.00040406-3.1031e-05i,-0.0005164-0.0010451i,-0.00038296-0.00074298i,-0.0010703-0.00038481i,-0.0011846+0.00023512i,-0.00066532+0.00077136i
-0.00099293-0.00080942i,-0.0003681-0.0012428i,-0.00036592-0.00091487i,0.00064555-0.00096538i,0.0016324-0.0015931i,0.0012011-0.0013036i,-0.00021678-0.00060283i,-0.00061683-0.00069095i,-0.00043155-0.0003909i,-6.1292e-05+0.00011599i,-6.0001e-05+0.00011688i,-0.00012877+0.00051364i,0.0001041+0.00061595i,0.0002641+0.00021285i,-0.00012958-0.00028451i,8.2721e-06-0.00058391i,0.00059261-0.00084544i,0.00010569-0.0009234i,-5.3295e-06-0.00048909i,0.00036618-2.2629e-05i,0.0001595+0.00029993i,-0.00052332+0.00037729i,-0.0011657+0.00010794i
0.0012264-0.00074504i,0.0011333+0.00036141i,0.00014224+0.0011635i,-0.00019095+0.00070186i,6.8931e-06+0.0004351i,-3.0246e-05-3.8773e-05i,-0.00026728-0.00034752i,-0.00085038-7.508e-05i,-0.0011974-0.00012662i,-0.00064963+9.4549e-05i,-4.3805e-05+0.00039462i,-7.9197e-05+0.00014661i,7.7458e-05+9.9133e-05i,0.00028464-0.00031811i,0.00032747-0.00094177i,0.00044279-0.00075186i,-0.00039836-0.00062849i,-0.00033385-0.00079269i,-0.00045803-0.0010579i,-0.00065435-0.00083786i,-0.00015784-0.00026484i,0.0001238+0.00045982i,0.00022687+0.00029495i
-0.0022354+0.00072054i,-0.0012072+0.00083564i,-0.00083869+0.0012062i,0.00014109+0.00083775i,0.0010795+0.00047319i,0.0014948+0.0002881i,0.00042098+0.00027878i,-0.00038945+8.0803e-05i,-0.0008238+0.0008594i,-0.0012248+0.0011699i,-0.00094919+0.0004746i,0.00022701-0.00029825i,0.0011986-0.0011577i,0.0007825-0.0010074i,0.00012667-0.00016116i,-0.0003716-0.00028677i,-0.00015988-1.3974e-05i,0.00049321+0.00074943i,0.00043575+0.00084665i,0.00039821+0.00018779i,0.00023587-0.00056434i,-0.00015102-0.00080188i,0.00050189-0.00034879i
-0.0016287+0.0011576i,-0.00092369+0.0012978i,0.0003442+0.0024231i,0.0019188+0.0019234i,0.0029373+0.0012712i,0.0023366+0.00064144i,0.00055072-0.00078994i,-0.0007289-0.0016256i,-0.00040106-0.00146i,4.7124e-06-0.0012747i,-6.0346e-05-0.0012374i,-0.00040561-0.0010193i,-0.0003864-2.3818e-05i,-0.0003332+0.00043691i,-0.00025176+0.00017242i,1.9106e-05+9.7106e-05i,0.0006516-0.00013605i,0.00080911+0.00043143i,0.00029281+0.00035819i,-0.00013606-0.00058775i,-0.00027344-0.0010869i,0.00015489-0.00063947i,0.00056361-0.00024077i
0.0011857+0.0016212i,0.0011486+0.0019008i,0.00037318+0.0020761i,0.0013673+0.001272i,0.0022107+0.00018052i,0.001436-0.00068252i,0.00081255-0.0011058i,0.0003673-0.0005411i,6.258e-05-0.00026605i,-9.5754e-05-0.00045846i,0.00013506-3.0463e-05i,0.00030523+0.00010864i,-0.00058552-0.00048651i,-0.0010485-0.00065474i,-0.00044633-0.00030533i,-0.00021506-0.00014601i,-6.7031e-05-0.00032546i,0.00045226-0.00024108i,0.00050462-0.00069605i,0.00029412-0.0010544i,0.00035996-0.00083073i,0.00050071-0.00072278i,0.00025283-0.00010821i
-0.0024196-0.00026659i,-0.001588-0.00073448i,-0.00063368-0.00010994i,0.00033707+0.00074685i,0.0015186+0.0013629i,0.0013885+0.00029125i,0.00034041-0.0012769i,-0.00031732-0.0011155i,-0.00080591-0.00019734i,-0.00039476+0.00037182i,4.9781e-06+0.00055938i,-8.9898e-05+0.00052761i,0.00018485+0.00080789i,0.00064036+0.00082992i,1.2608e-05+0.00054624i,-0.0010446+0.0010388i,-0.00054668+0.0011353i,0.00012993-2.4108e-05i,0.00060613-0.00074093i,0.00017924-0.00066169i,-0.00036933-0.00054956i,0.00044399-9.8393e-05i,0.0011331+0.00027213i
1.5784e-05+0.00013566i,-0.00028004+0.00079962i,-0.0014001+0.00092454i,-0.0004982+0.00055804i,0.0022602-0.00034802i,0.0026008-0.00063355i,0.00015932-0.00078346i,-0.0013537-0.0012418i,-0.0012651-0.0011455i,-0.00082009-0.0004618i,-0.00023351-0.00027775i,0.00026085+0.00016483i,0.0012185-0.00018588i,0.00097301-0.00066189i,0.00013996-0.00035949i,0.00025104-4.3511e-05i,-0.00012287+0.00015002i,-0.00050583+0.00016162i,-0.0002988+6.7512e-05i,-0.00096027+0.0001854i,-0.0018465-0.00044833i,-0.0010881-0.00054199i,8.7128e-05-0.00022371i
-0.00035527-0.00030022i,0.00093909-9.9504e-05i,0.00059151-9.537e-05i,0.00079572+0.00074487i,0.0017796+0.0010638i,0.00074252-5.5185e-05i,-0.0013172-0.0010785i,-0.0012453-0.0011787i,2.4487e-05-0.00092631i,0.00012167-0.00061226i,5.7775e-05-0.00040684i,0.00073992-3.6997e-05i,0.00066671-0.00016512i,0.00066832-0.00011698i,0.0010354+0.00019773i,0.00054156+0.00041516i,-0.00059507+8.8295e-05i,-0.00073227-0.0010181i,2.0748e-05-0.0013048i,-0.00019601-0.00061382i,-0.00015825-0.00085946i,-0.00020365-0.0016269i,-0.0012715-0.0017924i
-0.00010369+0.0012425i,0.00064296+0.00080696i,0.0020202+0.0013032i,0.0034345+0.0015509i,0.0043147+0.0007971i,0.0021103-0.00044618i,-0.00036209-0.0014241i,-0.00031765-0.0010729i,3.7176e-05-0.00046381i,-0.00024241+2.7069e-05i,-0.00018103+0.00044081i,0.00071016+0.00049171i,0.00069078+0.00010769i,0.00027333+0.00022987i,0.00050099+0.00073564i,0.00055137+3.9357e-05i,0.00067174-0.00045326i,0.00085894-0.00034439i,0.001319-0.00018817i,0.0012347-1.0184e-05i,0.00095465+0.00054148i,0.0012193+0.00084538i,0.00073021-2.5198e-05i
0.00067309+0.00089371i,-0.00040925+0.00025133i,-0.00037888+3.827e-05i,0.00062182+0.00060809i,0.00077607+0.00055093i,-0.00034475+0.00028834i,-0.0013358-3.7109e-05i,-0.0011607+0.00028002i,-0.0010104+0.00068601i,-0.0016665+3.245e-05i,-0.0020447-0.00032262i,-0.0013465-0.00022982i,-0.00040678-4.7542e-05i,-6.1435e-05+0.00020071i,-0.00013534+0.00033905i,-0.00053251+8.33e-05i,-0.00015548-0.00050396i,1.762e-05-0.00062659i,0.00087322-0.00022788i,0.00078242-0.00059267i,1.6833e-05-0.00061268i,0.00013385+0.00018383i,0.00060961+0.00036619i
0.0020314-0.0015098i,0.0017559-0.0021438i,0.0020606-0.0032634i,0.0025433-0.0025737i,0.0025316-0.0012672i,0.00097343-0.0011765i,-0.00047569-0.0010491i,-0.00076702-0.00093587i,-0.00057902-0.0012607i,-0.00018263-0.0011772i,-7.1793e-05-0.0010277i,4.8581e-05-0.00072572i,-4.8092e-05-0.00085389i,9.4964e-05-0.0011729i,0.00037773-0.00066907i,0.0002192+0.0001297i,2.5231e-05+7.3238e-05i,0.00011723+0.00021439i,0.00020326-6.722e-05i,-0.0005356-0.00049787i,-0.00084676-0.0004028i,-0.00014498-0.00090576i,-2.7666e-06-0.00098193i
0.00094404+0.0022013i,0.00061077+0.0018727i,0.0007742+0.0011725i,0.0023105+0.001019i,0.0023627+0.00018836i,0.00070644-0.0014494i,-0.0009942-0.0018364i,-0.0022212-0.0010191i,-0.0011263-0.00055258i,0.00031924-0.00052026i,0.00033022-0.00078831i,0.00075201-0.0012126i,0.00075801-0.00076556i,9.2358e-05-0.00013744i,-0.00014424-0.00014065i,-0.00037932+0.00040032i,-0.00064989+0.0010187i,-0.00072349+0.00074639i,-0.0006531+1.4568e-05i,0.00010618-0.00049672i,0.00071126+4.4857e-05i,0.0009396-0.00038919i,0.00078247-0.00039195i
-0.0021606+0.001288i,-0.0014115+0.00055203i,-1.1927e-06+3.8909e-05i,0.0013076+0.00029571i,0.0011236-0.00018646i,0.00061101-0.00079271i,0.00010843-0.00010883i,-0.00016871-0.00039137i,-0.00022613-0.00097833i,-0.00094825-0.00042662i,-0.00038144+0.00010329i,0.00081753+0.00083795i,0.0012741+0.000862i,0.00058564+0.00096682i,-4.0809e-05+0.00060054i,-0.00034114-0.00078775i,-0.00019115-0.0017206i,0.00026767-0.0011331i,0.0004085-0.0002583i,0.00022534-0.00069103i,-0.00059271-0.00061449i,-0.0010993+9.3151e-05i,-0.00095-0.00050542i
-0.00029125-0.0017449i,-0.0010039-0.001801i,-0.0012698-0.0026988i,0.00011498-0.0018542i,0.0003006+8.1209e-05i,-0.00031311-0.00029462i,-4.3909e-05-0.0015013i,-0.00012412-0.00079832i,-0.00080043-2.2721e-05i,-0.00089031-3.8931e-05i,-0.00063262-0.00019019i,0.00036634-0.00045866i,0.0010861+1.975e-05i,0.00091746-0.00030787i,0.0009418-0.001011i,0.0010007-0.00068706i,-4.9641e-05+0.00014616i,-0.00067583+0.00042851i,-0.0004924+5.7874e-05i,-0.0001985-0.00082046i,-0.00072396-0.00096974i,-0.00027147+5.6458e-05i,-0.00012143+0.00072514i
0.0031078-0.00045909i,0.002889-0.00062743i,0.0018298-0.0019596i,0.00084561-0.0017795i,0.00081611-0.00032405i,0.00045803+0.00094466i,-0.00080671+0.00040398i,-0.0011081-0.00021473i,-0.00060339-0.00021217i,-0.00057846-8.929e-05i,-0.00097763+1.3793e-05i,-0.00070652-6.548e-05i,-0.00011208-0.00038089i,0.00038372-0.00025353i,0.00090892-4.8868e-05i,0.00065662+0.00028868i,0.00020235+0.00029117i,0.0010752-0.00084311i,0.0012468-0.001595i,0.00028616-0.0015452i,0.00042398-0.00062756i,0.0003752-2.0554e-05i,0.00064508-0.00032148i
-0.0022186+0.0018641i,-0.0020623+0.001914i,-0.00042958+0.002318i,0.0019239+0.0016018i,0.0026509+0.00083692i,0.0017423-0.00052563i,-0.00017048-0.0011199i,-0.0018499+0.00024708i,-0.001491+0.00081812i,-0.0004908+0.00074425i,-0.00042556+0.00028198i,0.00019723-0.001128i,0.0012789-0.001301i,0.0007856-0.0014169i,-0.0010685-0.0016802i,-0.0015201-0.00036947i,-0.00040764-1.2727e-05i,0.00031568+6.9291e-05i,-0.00045463+0.00021313i,-0.0013288-0.00029099i,-0.0013001-0.00038031i,-0.0006142-0.0004357i,-0.00053025-0.00038862i
0.0020808-0.00019017i,0.0019624-0.00059382i,0.0019383-0.00031376i,0.0017124+0.00052041i,0.0020787-4.157e-05i,0.0017529-0.0011335i,3.0897e-05+4.1514e-06i,-0.001221+0.0011073i,-0.00097954+0.00014683i,-0.00057408-0.00057638i,-0.0001455-0.00022229i,0.00016818+0.00033415i,-4.8791e-05-0.0004286i,-0.00046473-0.0012008i,-0.00038101-0.00060796i,-0.00023175-0.00026344i,1.2444e-05-0.00020712i,-0.00027113+0.00021682i,-0.00067059+0.00018279i,-0.00031293-0.00020258i,-0.00011607-0.00029055i,0.00021133+6.7757e-05i,5.0938e-06+0.00031908i
-0.00051628+0.0024086i,-0.0012573+0.0017956i,5.7112e-05+0.0024527i,0.0014942+0.0026501i,0.0023382+0.0012901i,0.0014468-0.00018924i,-0.00043784-0.00032107i,-0.0007779-0.00031893i,-0.00082037-0.00053081i,-0.0010898-0.00060653i,-0.0010719-0.00098793i,-0.00061369-0.00086756i,-0.00055067-0.00037215i,-0.00052937-0.00041544i,0.00030674-0.00081079i,0.00076329-0.00085409i,0.00020413-0.00038554i,0.00050447+0.00019563i,0.0011717-0.00016356i,0.00093873-0.0004254i,-5.3039e-05+0.00023832i,-0.00080278+0.00045192i,-3.8433e-05+0.00050844i
-0.0019512-0.0014313i,-0.001345-0.00058023i,-0.00069483+0.00050311i,0.00011587+0.00099235i,0.00089348+0.0012875i,0.00077874+0.00073028i,0.00015298-0.00044357i,-0.00031761-0.00067426i,-0.0007706-0.00029624i,-0.00011466+0.00029712i,0.00061028+0.00034895i,0.00094446+0.00016593i,0.0013772-0.00035068i,0.001368-0.00065856i,0.0011234-0.0011264i,0.00098241-0.00090926i,0.00067508-0.00018159i,0.00067461+0.00032341i,0.00030872-0.00036459i,-0.00050056-0.0011123i,-0.00083108-0.0010639i,-0.00042427-0.00066263i,0.00019196-0.00021758i
0.0029936+0.0009472i,0.0024528-0.00038257i,0.0031597-0.00097384i,0.002708-0.0015878i,0.0014432-0.0014318i,0.00050826-0.00069118i,-0.00075036-0.00064287i,-0.0018879-0.00076453i,-0.0017658-0.00045242i,-0.0010165-1.2551e-05i,-0.00071585+0.00060704i,-0.00032637+0.00053281i,0.00043098+3.2243e-05i,0.00092038+0.00043443i,-4.2925e-05+0.00085073i,-0.00070159+0.00024565i,-0.00047269+5.2956e-05i,-0.00049988+4.4942e-05i,-0.00062153-0.00055682i,-0.0005726-0.0010333i,-0.00021098-0.00066783i,0.00041483+0.0001193i,0.00060687+0.00040011i
0.0030302+0.00018382i,0.0026566+0.0003264i,0.002347-0.0010252i,0.0023995-0.0017i,0.0024846-0.0014539i,0.0016311-0.0010392i,-2.0501e-05-0.0014188i,-0.00107-0.0012818i,-0.0012753-0.00070026i,-0.0011668-0.0011862i,-0.001058-0.0015012i,-0.00068443-0.00072242i,0.00010984-0.00035099i,0.00097092-0.00071811i,0.00075235-0.00051118i,0.00013583-0.00012906i,0.00041364-0.00046952i,0.00037255-0.00071165i,9.6951e-05-0.0010457i,7.7882e-05-0.0012249i,0.00030997-0.00044443i,0.00029062+5.5559e-05i,0.00061656-0.00013158i
-0.0028102+0.0016214i,-0.0018721+0.0019605i,-0.00095142+0.0025876i,8.6791e-05+0.0023763i,-0.00023792+0.0010139i,-0.0013553-0.00074344i,-0.001921-0.0015576i,-0.0020206-0.0013012i,-0.00089925-0.00043333i,-0.00063951+3.0585e-05i,-0.00019889-0.00086499i,0.00034924-0.0016498i,0.00041432-0.00088638i,0.00073373+0.00020136i,-0.00013552+0.00065117i,-0.00072868-0.00012871i,0.00022446-0.00047176i,0.0003777-0.00042904i,0.00010621-0.00087897i,4.5234e-05-0.00067342i,-0.00069737-0.00025801i,2.0743e-05-1.3738e-05i,0.00039749+0.00079391i
0.00036291-0.0045628i,0.00077539-0.003975i,6.9307e-06-0.0021339i,-0.00030697-0.00074712i,0.00056819-0.00074611i,0.00075729-0.0012565i,0.0006203-0.00096095i,-4.5095e-06-9.734e-05i,-0.00041601-0.00035293i,0.00017722-0.00013518i,0.0005643+0.00069027i,0.00054103+0.00051165i,0.00036641+0.000398i,0.00071204+0.00011717i,0.0012859-5.9305e-05i,0.0011541+0.00045804i,0.00039622+0.0003234i,0.00014135+6.7589e-05i,0.00067613-0.00054596i,0.00048531-0.00068904i,0.00015738-1.9565e-06i,-0.00010065+0.00033776i,-0.00042133+8.6492e-05i
