-0.0039338-0.0017598i,-0.0037714-0.0023779i,-0.0032883+8.5766e-05i,-0.0019306+0.0026517i,-0.0014562+0.0019608i,-0.00089799+0.0013259i,-0.00060103+0.0016357i,-0.00028998+0.0016181i,9.0411e-06+0.0013634i,0.00041613+0.00086088i,0.0012126-0.00074552i,0.0015631-0.0023111i,0.00092114-0.0026379i,0.00015091-0.0023998i,-0.00043225-0.0017621i,-0.0006793-0.00092813i,-0.00043644-0.00059311i,-0.00029855-0.00050072i,-0.00030813-0.00021987i,-0.00062345+0.00019465i,-0.00095639+3.9785e-05i,-0.00081098-0.00054018i,-0.0004333-0.0004986i
0.00046532-1.4443e-05i,0.00016048+0.0010063i,0.00074933+0.00048435i,0.001343+0.00030414i,0.001042+0.0011043i,0.00047895-0.00037035i,-2.8182e-05-0.0015474i,-0.0011162-0.00078225i,-0.0018216+0.00040894i,-0.0019408+0.0010729i,-0.00089829+0.00078714i,-2.858e-05+0.00016413i,-0.00016284-0.00024875i,-0.00054253-5.2898e-06i,-0.00052311-0.00083494i,-0.00031152-0.0016i,-5.8172e-05-0.0011047i,0.00024202-0.00051684i,-0.0002054+7.2777e-05i,-0.00091626+0.00059608i,-0.0010439+0.00065116i,-0.00062234+0.00075942i,4.5389e-05+0.0006075i
-0.00068089+0.0011495i,-0.00064521+0.00082344i,0.00057526+0.00010176i,0.0017407+0.0002169i,0.0017591+3.0629e-05i,0.0014833+9.3357e-05i,0.00044779-0.00056795i,-7.2039e-05-0.0011018i,8.9583e-05-0.0005112i,-7.2428e-05-0.00084458i,-0.00011703-0.00096893i,-0.00019226-0.00032698i,-0.00045197+0.00039089i,-0.00068746+0.00024033i,-0.00051572-0.00027874i,-0.00025571+0.0003049i,-3.2722e-05+2.8166e-05i,0.00052426-0.00044759i,0.00099489+0.00013902i,0.00079983-4.4036e-06i,0.0008567-0.00031068i,0.00080027-2.2547e-05i,0.00066545-0.0001701i
0.0006065-0.0015115i,-7.1585e-05-0.0024656i,-0.00023992-0.00098569i,0.0002622+0.00059418i,0.00080218+7.0564e-05i,-7.2782e-05-0.00093613i,-0.0010939-0.00087798i,-0.0011407-0.00044327i,-0.00083843-0.00011769i,-0.0010585-0.00013772i,-0.00056086-0.00082641i,0.00053553-0.00064594i,0.00034928+6.6579e-05i,-0.00042217-0.00018742i,-0.0005975-0.00058901i,-0.00094623-0.00067583i,-0.00097661-0.00046528i,-0.00073656-0.00038641i,0.00019987-0.0010205i,0.00084983-0.00079521i,0.00048036-0.00019851i,0.00014655-1.8942e-06i,0.00035201+0.00059805i
-0.00094409+0.00093724i,-0.0017645+0.00063469i,-0.0018065+0.00084326i,-0.00019957+0.00061623i,0.0011573+0.00024423i,0.001048+0.00019231i,-0.00017682-0.00034461i,-0.00058592-0.00073879i,-8.3951e-05-0.00029231i,-0.0001304+0.00037946i,-0.00054454+0.00071865i,-0.00012365+0.00047554i,0.00017794+0.00055937i,-7.6963e-05+1.6445e-05i,-0.00033971-0.00071476i,-0.00097336-0.00039388i,-0.00090149+0.00022642i,-2.3501e-05+0.00056371i,0.00024761-5.3599e-05i,0.00064935-0.00093699i,0.00051556-0.0011217i,-0.00069064-0.00056055i,-0.0010527-3.4409e-05i
0.0012469-0.0003209i,0.001111+0.00020564i,0.00088674-0.00083992i,0.0010912-0.0009652i,0.00020306-0.00045401i,-0.00049272-0.00029685i,-0.00076181-0.00025776i,-0.0011241-0.00048005i,-0.0009895-0.00089055i,-0.000835-0.00098165i,-0.00073328-0.0013702i,-0.00016609-0.00094664i,0.00018546-0.00012162i,0.00052339+9.0396e-05i,0.00080252+0.00031346i,0.00074246-7.5029e-05i,0.00057863-0.001019i,-0.00011168-0.00081063i,8.9734e-05-0.00035564i,0.00059218-0.00050405i,8.022e-05+0.00018172i,-0.00055427+0.00082254i,-0.00071195+0.00073963i
-0.00082073+0.0020225i,-0.00034826+0.0014493i,0.001085+0.0028453i,0.0013629+0.0019645i,0.0012899+0.00018125i,0.0010588-0.00088011i,0.00016144-0.0018612i,-0.00080092-0.0010386i,-0.00045037+0.00045332i,0.0013305+0.00086887i,0.0017155+0.00018709i,0.00063946-0.0013745i,0.0002024-0.0013805i,0.0002887-0.000296i,0.00049194-0.00060891i,0.00028802-0.00039915i,-0.00055162+0.00017243i,-0.0010424-0.00072398i,-0.00058136-0.0010949i,-0.00059551-0.00030827i,-0.0011092+3.2296e-05i,-0.00089132+0.00010718i,-5.0683e-05+0.00046461i
0.0021031+0.001285i,0.0028139+0.0014001i,0.0027402+0.0012542i,0.0029676+0.00010433i,0.0029301-0.00058065i,0.0010564-0.0008061i,-0.0004023-0.00068331i,-0.00052705+0.00033317i,-0.00044069+0.0012242i,0.00010617+0.0012815i,0.00097585+0.00081328i,0.00071929+0.00032492i,0.00021279+0.00097545i,0.00031198+0.0008928i,-6.9474e-05-0.00013619i,-8.394e-05+0.00044518i,0.00085241+0.00037512i,0.00084197-0.00010491i,0.00037043+0.00027661i,0.00072097+0.00015131i,0.0011401-0.00027686i,0.00099544-0.00024548i,0.0010022-0.00013048i
-0.0010136+0.0019146i,-0.001106+0.002286i,0.00016606+0.0019504i,0.00087233+0.00031005i,0.0019389-5.0268e-05i,0.0021633-0.00025019i,0.00026891-0.00036339i,-0.0010504+0.00022658i,-0.0015711+0.00031022i,-0.0010177+5.7063e-05i,-0.0003132-0.00049498i,-0.00034954-0.0008599i,2.3348e-05+0.0001883i,-0.00016809+0.00029746i,-0.00082953+0.00019469i,-0.00031773-2.338e-05i,0.00043339-0.00026288i,0.00020436-0.00052413i,-0.00054236-0.00095704i,-0.0013346-0.00079838i,-0.0011861-0.0005386i,-0.000449-0.00023026i,0.0002103-5.1087e-05i
0.0013527-0.0028665i,0.001162-0.0034655i,0.00057785-0.003411i,0.00013239-0.0015775i,0.00040302-2.5233e-05i,-1.2942e-05-0.00022501i,-0.00097693-0.00040183i,-0.0018345-0.00011485i,-0.00096337-0.00018695i,-2.0165e-05-0.00053689i,9.0275e-05-0.0006111i,0.00051329-3.2178e-05i,0.0013916-7.3085e-05i,0.0020525+4.2811e-05i,0.0016818+0.00059619i,0.0004972+0.00055673i,-0.00029014+9.916e-05i,-5.3067e-05-0.00027727i,0.00040465+5.3058e-05i,-0.00015963+0.00083062i,-0.00012614+0.00057278i,0.00038277-0.00010617i,0.000516+4.3268e-05i
0.0013169+0.0016588i,0.0012105+0.0014349i,0.0019484-0.00015422i,0.0020631-0.00077712i,0.001561-0.00030461i,0.0019926-0.0010439i,0.0016056-0.001939i,0.00024316-0.0019364i,6.4405e-05-0.00071974i,0.00051014+0.00042i,0.00095786+0.00043514i,0.0012942+0.000281i,0.00040519+0.00040844i,-0.00012334-0.00017914i,0.00018812-0.00049509i,0.00026497-0.00017126i,-0.00010245-0.00067799i,-8.4609e-05-0.000977i,0.00012073-0.00049555i,-0.000583-6.2781e-05i,-0.0006161+0.00072963i,-0.00034785+0.0010986i,-0.00084113+0.00074956i
0.00099327+0.0021935i,0.0014562+0.0014826i,0.0012994+0.00044537i,0.0013214+0.0005537i,0.001483-0.00052824i,0.00035116-0.0015935i,-0.00097791-0.001226i,-0.001327-0.00072513i,-0.0013587-0.00037891i,-0.0020289+0.00010334i,-0.0021655+3.6622e-05i,-0.00055612+0.00011881i,0.00057997-5.7384e-05i,0.00012994+0.00052299i,-0.00018439+0.00072294i,-0.00027599+0.00026382i,-5.9083e-05-0.00027195i,0.00060375-0.00051975i,0.00064809+8.1323e-05i,-7.9935e-05-2.8116e-06i,-0.00020701-0.00097712i,-0.00020692-0.00080933i,3.7752e-05+4.0172e-05i
-0.00047682+0.00034405i,-6.4506e-05+0.00013834i,0.00052043+0.00081662i,0.0011997+0.00091556i,0.0022357+0.00019072i,0.0014903-0.00067679i,8.3948e-05-0.0012438i,-0.0006051-0.001003i,-0.0018143-0.0011031i,-0.0021941-0.001256i,-0.0014773-0.0010474i,-0.0013353-9.9603e-05i,-0.0010893+0.00085216i,-0.00035246+0.00023866i,-0.00026443-0.00026359i,-0.00056387-0.00038013i,-0.00039472-0.00070683i,-0.00031293-0.0006804i,-0.00046248-0.00047117i,-0.0009261+0.00011725i,-0.00094105+0.0005943i,-0.00047456+0.00044503i,-0.00020873+0.00046819i
-0.0012275-0.0028687i,-0.00036997-0.0030124i,-0.0005135-0.0018636i,6.542e-05-0.00023627i,0.0007566+0.0007192i,0.0011172+0.00079361i,0.00083472-0.00016211i,0.00013792-0.00060552i,0.00039303-0.00035963i,0.0013651-5.5422e-06i,0.0012914+0.00064384i,0.0010887+0.00023459i,0.001879-0.00075476i,0.0015369-0.00025155i,4.2078e-05-0.00010268i,-0.00080665-0.00065944i,-0.00031597-0.0012298i,3.5633e-05-0.0013281i,-0.00075813-0.0008445i,-0.00044705-0.00023503i,0.00040261+0.00019111i,0.00083951+0.00063126i,-0.00014098+0.00069004i
0.00045398-0.0016787i,0.00012147-0.0019402i,-0.00029827-0.0018161i,-0.00020159-0.00111i,0.00058817+7.8857e-06i,0.00040632+0.00059519i,-0.00051327+6.4243e-05i,-0.0013704-0.00029697i,-0.0011962+0.00061378i,-0.0014472+0.0013815i,-0.0014074+0.0021092i,0.00027864+0.001798i,0.00099691+0.00077499i,0.0010725-2.8708e-05i,0.00070502-0.00020342i,-0.00019213-0.00010406i,-0.00070294-0.00080799i,-0.0010543-0.00070515i,-0.00069458-0.00035413i,-3.554e-05-0.00044487i,-0.00018889+2.2406e-05i,-0.00039171+0.00037904i,-0.00042333+0.00092556i
-0.0022056-0.0013947i,-0.0025534-0.0010186i,-0.0028077-0.00071506i,-0.0010714-0.00071225i,0.0010802+0.00014378i,0.001757+0.00047725i,0.00053482-0.00064125i,-0.00020776-0.0011312i,-0.00066458-0.00096034i,-0.001493-0.0010955i,-0.0012087-0.00043024i,-0.00074779-0.00056388i,-0.00060601-0.0012896i,-0.00077728-0.0010014i,-0.00057368-0.00058166i,0.0001782+2.086e-05i,7.4003e-05-0.00018674i,0.00034471-0.0010643i,0.00061322-0.0012405i,7.1471e-05-0.00076968i,-0.00036466-0.00058889i,-0.000347-0.0005875i,0.0001186-0.0002539i
0.0010476+5.5431e-05i,0.00096831+0.00021935i,0.0013886+0.0011237i,0.0022099+0.00094998i,0.0027138+2.6292e-05i,0.0013905-0.0011099i,-0.00024357-0.0011892i,-0.00048602-0.00064438i,4.3214e-05-0.00082078i,0.00032666-0.00089379i,6.6797e-05-0.00077279i,0.00015191+0.00011471i,0.00011847+0.00044586i,-7.9311e-05+7.8515e-05i,0.00028636-0.00040958i,0.00098774+4.1561e-05i,0.0015237+0.00064973i,0.00068856+0.00040761i,-0.00018471-0.00045542i,-0.00046001-0.00092378i,-0.00063444-0.00011327i,-0.00039323+0.00023208i,0.00023592-6.8119e-05i
-1.7717e-06+0.00035927i,3.6658e-05+0.00097827i,0.00027878+0.0013662i,-6.2798e-06+0.0014814i,2.1875e-05+0.00092821i,0.00010659-0.00050386i,-0.00066465-0.00077834i,-0.00041716-0.00060123i,0.00045206-0.00066594i,-0.00024503-0.00046457i,-0.00019618-0.00012287i,0.00077505-0.0003293i,0.00061543-0.00043761i,-0.00030784-0.0001702i,-0.00063228-0.00044385i,-0.00063798-0.00033205i,1.5035e-05-0.00036374i,0.0011222-0.00083376i,0.0010788-0.0012288i,0.00012546-0.0011702i,-0.00053338-0.00050251i,-0.00065536+0.00021718i,-0.00061485+0.00068837i
-0.0026172+0.0012831i,-0.0023488+0.0017097i,-0.0015949+0.0030674i,0.00041408+0.0031122i,0.0010184+0.0020783i,0.00058332+0.00083853i,-0.00023451-0.00027702i,-0.001251-0.00060564i,-0.001285-0.00060272i,-0.00062677-0.00035635i,-0.00070916-0.00076065i,-0.00068653-0.0003704i,0.00013695+0.00035615i,6.4251e-05+0.00028114i,-0.00021579+0.0008981i,-0.00023378+0.0011427i,0.00084807+0.00044869i,0.0013965+0.00017044i,0.00035568+0.0001322i,-0.0010945-6.4926e-05i,-0.0015704-1.4108e-05i,-0.00092949-0.00014934i,-3.828e-05-0.000447i
-0.00012778-0.0037016i,0.00078706-0.0035133i,0.00049308-0.0034229i,-0.00016052-0.0011355i,-0.00023755+0.00011761i,-0.00020162-0.00026288i,-0.0004768-0.0010298i,-0.0013547-0.0012871i,-0.0015524-0.0016841i,-0.0011456-0.001561i,-0.00057534-0.0012737i,0.00067179-0.0011448i,0.00080786-0.0012174i,0.0010112-0.00078234i,0.00066648+4.257e-05i,-0.00049134-0.00043146i,-0.00036262-0.0010148i,-3.9723e-05-0.00097137i,-0.00041751-0.0013323i,-0.00074002-0.0010321i,-0.00037126-0.00048613i,2.2655e-05+7.5163e-05i,0.00076825+0.00023178i
0.00037793+0.0012886i,0.0015015+0.0014343i,0.0017249+0.001992i,0.0016503+0.0012191i,0.0019514-0.00020251i,0.0021216-0.0013077i,0.0014138-0.0015647i,0.00073316-0.00042498i,0.0011008+0.00022315i,0.0017559+0.00011879i,0.0015984-0.00030336i,0.0014238-0.00039945i,0.0016042-0.00022381i,0.0014254-0.00011135i,0.00075224+0.00047892i,0.00018688+0.00045031i,0.00017785-0.00098982i,0.00050104-0.00169i,0.0006112-0.0011034i,-9.4191e-05-0.00015339i,-0.00038012+1.0922e-05i,0.00033665-0.0001321i,0.00067976+0.00053113i
-0.0029577+0.00074088i,-0.0027973+0.0012118i,-0.0024435+0.0019169i,-0.00052686+0.0013216i,0.00070866-0.00054083i,0.00035409-0.0019196i,-0.00064934-0.0016671i,-0.0012337-0.00058252i,-0.0011535-2.53e-05i,-0.00068996+0.00072043i,-1.9218e-05+0.00084762i,0.00025815+0.00073386i,0.00035221+0.00073296i,6.8271e-05+0.00073273i,-0.00046335+0.0010289i,-0.00082756+0.00075308i,-0.00092041+0.00051054i,-0.0011439+0.00060146i,-0.0009738+0.00051731i,-0.00056667-0.00042322i,-0.00061714-0.00024838i,-0.00053318+0.00070459i,-0.00026632+0.00055045i
0.0021865-0.00061755i,0.0024725-0.0017329i,0.0021442-0.0018437i,0.0016849-0.0012447i,0.0019464-0.00025205i,0.00089749-0.00021701i,-0.00069589-0.00016492i,-0.0018091-6.8735e-05i,-0.0018525-0.00090312i,-0.0011782-0.0016364i,-0.0014012-0.001097i,-0.0010425-0.00049738i,-0.00034775+7.0962e-05i,-0.00016782+0.00069602i,0.00026267+0.00049315i,0.00023806-0.00041195i,0.00023939-0.00076294i,0.00053429-0.00085203i,0.00028798-0.00044201i,-0.00042569+0.00022443i,-0.00021397+0.00057511i,0.00052367+0.00073123i,0.00092578+0.00043559i
-0.0014138-0.0011189i,-0.0012535-0.00136i,-0.00087769-0.00094146i,0.00028359-0.00068354i,0.0020017-0.0010076i,0.0023838-0.0015255i,0.0010164-0.0019231i,-2.65e-05-0.0017413i,-0.00044021-0.00088433i,-0.00023532-0.00010067i,0.00047491-2.9804e-05i,0.00081888-0.00085999i,0.0010251-0.001754i,0.00034956-0.0017076i,-8.8326e-05-0.0011189i,-0.0002377-0.00094858i,-0.00072604-0.00069573i,9.735e-07-0.00056673i,0.00067657-0.00046389i,-0.00031854+0.00032265i,-0.0009095-9.392e-05i,-7.5741e-05-0.00080975i,0.0001971-0.00064326i
0.001684+0.00077047i,0.00142+0.00017843i,0.0020524+0.00052316i,0.0019698-4.3741e-05i,0.0010049-0.00072365i,-4.4431e-05-0.0013753i,-0.00078777-0.0013974i,-0.0017175-0.00023534i,-0.0016364+0.0005798i,-0.00059698+0.0010975i,0.00030033+0.00014145i,0.0013271-0.0011386i,0.001804-0.00094554i,0.0014081-0.00030072i,0.00053846+0.00027286i,-5.9771e-05+0.00053938i,0.00033186-0.00015868i,0.00024605-0.00080332i,1.213e-05-0.0010364i,-0.00057016-0.00090316i,-0.00068505+0.00030704i,0.0002781+0.0004576i,0.00062708+7.7722e-05i
-0.00092272-0.00065917i,-0.00093716+0.00052739i,-0.00042779+0.00054552i,0.00034063-0.000806i,0.00085588-0.0015482i,0.00034446-0.00098768i,-0.0010593-0.00080014i,-0.0017761-0.00079405i,-0.0025801-0.0012702i,-0.0028735-0.0015232i,-0.0013183-0.0008434i,-0.0005177+0.00032538i,-0.00035802+0.00015057i,0.00039093-8.6496e-05i,0.00081735+0.0002936i,0.00034135-8.1198e-05i,-0.00063666-0.0010798i,-0.00015068-0.0010845i,0.00055739-0.00055857i,0.00012715-0.0004408i,-0.00014913+0.0002215i,0.00050001+0.00072549i,0.00071378+0.00052933i
0.00012455-0.00072203i,-0.00022651-0.0012485i,-0.00032897-0.00043375i,0.00031854-0.00020911i,0.00067153+0.00019838i,0.00036605-0.00010816i,0.00036346-0.0010129i,0.00032802-0.0011601i,-0.00010652-0.0010371i,-0.00012066-0.0013893i,-7.7776e-05-0.0014024i,0.00046443-0.0011142i,0.00059837-0.00066034i,0.00025226-0.00053581i,0.0001223-0.00049871i,-0.00040152-0.0002236i,-0.00057694+0.00035615i,0.0003192-8.6375e-05i,0.00033718-0.00038983i,-0.00044246+8.6323e-05i,-0.00056854+5.108e-05i,-0.0003471-0.00025732i,-5.15e-06-7.9982e-06i
8.4948e-05-0.00097659i,-0.00012793-0.00040546i,-0.00025424-0.0022208i,-0.00021443-0.0022229i,6.5727e-05-0.0012334i,0.00033416-0.00052853i,-0.00064588-0.00048624i,-0.0016574-0.00068811i,-0.0012386-0.00050584i,-0.00047152+2.1858e-05i,3.2927e-05+0.00095452i,0.00058496+0.00077664i,0.001356-0.0001082i,0.0016335+0.00042688i,0.0012024+0.00038296i,0.00041989-0.00032817i,-0.0002187-0.00067115i,-0.00040321-0.0011347i,-0.00063335-0.0012164i,-0.00070947-0.00086163i,-0.0003435-0.00046316i,7.624e-05-0.00047759i,-0.00042515-0.00056336i
0.0010554-0.0018963i,0.00047282-0.0018126i,0.0011601-0.0021871i,0.0017533-0.0016979i,0.0026904-0.0013511i,0.0011748-0.0012967i,-0.0018303-0.00088962i,-0.0024699-0.00010328i,-0.0016088+3.1894e-05i,-0.0012298-0.00035689i,-0.00082019-0.00035093i,4.9849e-05+0.00013876i,0.00036706+0.00077373i,-9.3774e-05+0.0010139i,-0.0005316+0.00061949i,-0.00041315+0.00034877i,3.4033e-05-0.00019156i,0.00065409-0.0007708i,0.0010095-0.00070499i,0.0006723-0.00078176i,8.9568e-05-0.00017708i,0.00016411+0.00061525i,0.00057964-0.00017929i
0.0022081+0.00021982i,0.003118+0.00070943i,0.0031786+0.0014029i,0.0025821+0.0010958i,0.0014379-6.7226e-05i,0.0006191-0.0011279i,-2.296e-05-0.0014933i,-0.00065625-0.0011414i,-0.00036021-0.0014327i,0.00042004-0.0021968i,0.00050233-0.0012462i,0.0001128+3.8603e-05i,0.00014144-0.00016025i,0.00016152-0.00036102i,-2.2963e-05-0.00015392i,-0.00028593+1.2119e-05i,-0.00048034-0.0002138i,-0.0010389-0.00093909i,-0.00077082-0.00058574i,-0.00030216+0.00038998i,-0.0009909+9.1222e-05i,-0.0011144-0.00033725i,-0.00085722-7.3881e-05i
0.002381+0.0016403i,0.00086598+0.001493i,0.0012366+0.0005036i,0.0023049-0.00073336i,0.0013786-0.0015119i,-9.8278e-05-0.0019163i,-0.00049523-0.0016579i,-0.00021577-0.00095899i,-0.00012624-0.00016889i,-1.5747e-05-0.00039111i,-0.00021841-0.0012894i,0.00012305-0.0016944i,0.00065231-0.00087595i,0.00040037-6.8623e-05i,-0.00011727-0.00010505i,0.00025529-2.3928e-05i,0.00099426-0.00013962i,0.00099944-0.00022583i,0.00092988-0.00032232i,0.00030947-0.00055478i,-0.00090741-0.00058707i,-0.00062991-0.00032963i,7.0792e-06-0.00011624i
-0.0023389-0.00014022i,-0.001452+0.0003826i,-0.00034083+0.00086764i,0.00042144+0.00099755i,0.0019724+0.0001707i,0.002113-0.001335i,0.00059213-0.0020105i,-0.00045614-0.0015559i,-0.0011504+7.8557e-05i,-0.00090461+0.00087474i,-0.00040988+0.00059413i,-5.997e-05-0.00043018i,0.00022894-0.0012839i,0.00041332-0.00042181i,0.0001654-0.00020206i,-0.00050874-5.9153e-05i,-0.00054929+0.00051381i,-0.00032138+0.00043954i,-0.00025531+0.00019556i,-0.00047189-9.726e-05i,-0.00067375-5.5389e-05i,-0.00085428+8.1104e-05i,-0.00011967-2.6368e-05i
0.0026669-0.00099828i,0.0029834-0.0011413i,0.003423-0.0010861i,0.0023983-0.00091529i,0.00098273-0.00055293i,0.00011685-0.00075674i,-0.00065626-0.0014344i,-0.00090834-0.0014893i,-0.00049322-0.0013063i,-0.0010657-0.0011731i,-0.0014167-0.00045764i,-0.00085531+0.00023773i,6.7638e-06+0.00091427i,0.00041765+0.0013165i,0.00061741+0.0017572i,0.0011997+0.0013273i,0.0013002+0.00051717i,0.00083531-0.00031094i,0.00018429-0.0003246i,-0.00046431-3.4896e-05i,-0.00061943-0.00033256i,-0.00042121-0.0003315i,-0.0003519+0.00021156i
0.0024425+0.0026914i,0.0026336+0.0030591i,0.0031402+0.0012327i,0.0027539-0.00087542i,0.0015429-0.0014714i,0.00097409-0.0019557i,-0.00022742-0.0017546i,-0.00076176-0.0011059i,-0.00028273-0.0013987i,9.6128e-05-0.0025425i,8.421e-05-0.0027159i,-0.00029955-0.0018005i,-0.00057804-0.00031361i,-0.00057821+0.00010687i,-0.0005392+5.3204e-05i,-0.00017183+0.00033915i,0.00043013-0.0001844i,-0.00016365-0.0008909i,-0.00035918-0.0001839i,0.00033815+0.00051316i,-0.00041572+0.00073841i,-0.00096633+0.0011714i,-0.00052154+0.0010433i
-0.0013647-0.00059291i,-0.0013536-0.00013163i,2.3476e-05+8.2167e-05i,0.0015338+0.00093443i,0.0015252+0.0006788i,0.00066244-0.0002138i,0.00035039-0.00024488i,-0.00010168-0.0004913i,-0.00033406-0.00016187i,-0.00030535+0.001079i,0.00029262+0.0011084i,0.0010083+0.00021465i,0.0012885+0.00023093i,0.0012316+0.00017272i,0.00051008-0.00033086i,0.00025856-0.00082318i,0.00052621-0.0010517i,0.00061428-0.0016083i,0.00029133-0.0011815i,-0.00043216+0.00027715i,-0.0011947+0.00047998i,-0.00091191+0.00021263i,-0.00067099+0.00082924i
0.0019921-0.0014555i,0.0026342-0.0015565i,0.0019946-0.0017717i,0.0015024-0.0014464i,0.00091531-0.00066818i,0.00036926-0.0007726i,-0.00062622-0.0017839i,-0.0016622-0.0023273i,-0.0018905-0.0017895i,-0.0018059-0.0011504i,-0.001253-0.00065355i,0.00032757+0.00043882i,0.0016909+0.00078866i,0.0015505+0.00023289i,0.0013121+0.00027116i,0.0008838+0.00023182i,0.00050845+7.3035e-05i,0.00018044-9.5287e-05i,-0.00045509-0.00028963i,-0.00033343-0.00034395i,-0.00018667-0.00015487i,0.00050498+0.00053767i,0.00088388+0.0011983i
-0.0012601+0.00076469i,-0.00069156+0.0017666i,0.00031405+0.0023184i,0.00036131+0.0014629i,0.00094535+0.00016088i,0.0013941-0.00086621i,0.00076473-0.0012302i,0.00071865-0.0012701i,0.0012425-0.0018395i,0.0013333-0.0018582i,0.00020597-0.0016188i,-0.0003241-0.00091398i,-0.00016042+3.1168e-05i,-8.3369e-05+1.1053e-05i,-0.00056642-0.00039202i,-0.0012613+0.00013226i,-0.00078875+0.0010833i,-0.00036323+0.00062665i,-0.00021187-0.0002894i,-0.00032272-0.00038864i,-0.00064029-0.00026183i,-0.00034127+0.0003066i,5.0123e-05+0.0008015i
-0.0041484+0.00063085i,-0.0031528+0.00059487i,-0.0017565+0.0011342i,0.00037752+0.0021706i,0.0021458+0.0013053i,0.0017783-3.5191e-05i,-1.8219e-05-0.00086695i,-0.0011949-0.00063797i,-0.0007289+5.8385e-05i,0.00046497+0.00036758i,0.0010262+5.1619e-05i,0.00054935-0.00061182i,9.5807e-05-0.0013113i,0.00085956-0.0011428i,0.001207-4.9083e-05i,-0.00012162+0.00016818i,-0.00058268-0.00052942i,-2.4217e-05-0.0010299i,0.00010696-0.00090547i,0.00010858-0.00012808i,-0.00024293+0.00071862i,-0.00051007+0.00013292i,-0.00071253-1.4457e-05i
0.0021641-0.00081695i,0.0023299-0.0016555i,0.0027735-0.0016089i,0.0024067-0.0011838i,0.0024253-0.00021716i,0.0018463+1.1254e-05i,0.00065763-0.00047276i,-0.00034219-0.00041737i,-0.00050186+2.7527e-05i,-0.00022615-0.00049452i,7.7821e-05-7.7692e-05i,0.00040636+0.00059924i,0.00081404+0.00021442i,0.000778-0.00035357i,0.00044788-0.00017387i,0.00024605+0.00035349i,0.00015142+0.00035676i,0.00046694-0.0005925i,0.0011091-0.00067101i,-0.00022105+1.3761e-06i,-0.0012879+0.00060719i,-0.00074066+0.0011224i,-0.00050624+0.00034035i
0.0022441+0.002489i,0.0024308+0.0022565i,0.0020756+0.0010069i,0.0023713-0.00015997i,0.0021455-0.00073709i,0.0016122-0.00082515i,-5.0409e-05-0.001244i,-0.00085133-0.001611i,-0.0006441-0.00192i,-0.00055607-0.0020744i,-0.00074885-0.0016412i,-0.00085871-0.00012559i,-0.00056665+0.00063646i,-0.00023331+2.9738e-05i,-0.00013111+0.00022251i,4.0374e-06+0.0011302i,0.0004783+0.00070727i,0.00039825-0.00021659i,-0.0001233-0.00047193i,-0.00015609-0.00028829i,1.154e-05+0.00018305i,-3.0789e-06+0.0010085i,0.0006562+0.00042517i
-0.00080393+0.0026384i,-0.0011085+0.0022624i,0.00042443+0.0019054i,0.0022397+0.0011611i,0.0031819-0.00024949i,0.0019648-0.00044512i,-4.9589e-07-0.00056518i,0.00018598-0.00059887i,0.00087092-0.0010726i,0.00070101-0.0023241i,0.00056165-0.0020437i,-2.7391e-05-0.0011427i,-2.7667e-05-0.00059783i,0.00015131+0.00018543i,-0.00023646-0.00028329i,-0.00047883-0.00017411i,-0.00072942-1.5326e-05i,-0.00050849-0.00076015i,-0.00022491-0.0012891i,-0.00070054-0.00090717i,-0.00040538-0.00030403i,0.00036552-0.00035462i,0.00082444-0.00030379i
-0.00075894-0.00087877i,-0.0013977-0.00032401i,-0.00078248+0.00081933i,-0.0001361+0.0014693i,0.0010873+0.0015442i,0.00081926+0.00063702i,-0.00040763-0.000358i,-0.00059801-0.00098591i,-0.00068327-0.00014842i,-0.00062779+0.00056446i,-0.00050757+3.4403e-05i,0.00028405-0.0011383i,0.0010432-0.0016365i,0.00034718-0.0013536i,-0.0006182-0.00073564i,-0.00048902-0.00010966i,0.00018814-7.0882e-05i,0.0001922+0.00030166i,-9.4897e-05+0.00032361i,7.494e-05-9.4349e-05i,0.0001475+0.00038397i,0.00011809+0.00074329i,0.00044154+0.00065871i
0.0011168-0.0016992i,0.0018134-0.0018224i,0.0017841-0.002859i,0.0018758-0.0022055i,0.0014536-0.00011537i,0.0012156+0.00032506i,-0.00010886-0.00012159i,-0.0011349-0.00027394i,-0.0012544-0.00056647i,-0.0014904-0.00078289i,-0.0011233-7.2e-05i,4.4614e-05+0.00026351i,0.00092386+0.00062323i,0.00067476+0.0015299i,1.4778e-05+0.00072618i,-0.000149-0.00088992i,-0.0001793-0.0012107i,-6.5732e-05-0.00075005i,0.00049501-0.00071942i,1.1073e-05-0.0013538i,5.5768e-05-0.001384i,0.00088647-0.00047337i,0.00072278+0.00036383i
-0.0033262+0.0020257i,-0.0031182+0.0022643i,-0.0016396+0.0022054i,0.0010399+0.0017836i,0.0024228+0.00087377i,0.0022988-0.0004491i,0.0012793-0.0010952i,7.3398e-05-0.0012817i,0.00010774-0.0011977i,0.0010824-0.00067973i,0.0010741-0.00016777i,0.0002927-0.00025125i,-0.00036187-0.0001551i,-0.00030749-0.00035986i,-0.00022608-0.00067895i,-0.00066735-0.00085016i,-0.00052906-0.00080107i,-0.00041897-0.000143i,4.5064e-05+0.00018432i,0.00050178+8.7969e-05i,-5.3871e-05+0.00030144i,-0.00059201+0.0009091i,-0.00055387+0.0011523i
