-0.0019703+0.0021082i,-0.00097996+0.0017659i,-0.0013544+0.00051801i,-0.00056778+0.00062988i,0.00017808+0.0017485i,0.00034042+0.0015343i,0.00041473+0.0010377i,0.00067149+0.00086876i,0.0009448+0.0010296i,0.00071217+0.00060708i,-0.00011968+0.00032657i,-0.0007189+0.00024978i,-0.00058789-0.0002481i,8.5543e-05-0.0010619i,-0.00016586-0.0013409i,-0.0002954-0.00012174i,-0.0004351+0.0010538i,-0.00020849+0.0014468i,0.00068581+0.0013639i,0.00070277+0.0010425i,4.4892e-05+0.00084121i,-0.0003739-0.00016111i,0.00012976-0.0012162i
-0.00022753+0.0025809i,0.00088699+0.0033113i,0.0016314+0.003275i,0.0018899+0.0021273i,0.0023043+0.0011648i,0.002354-0.0001989i,0.0011113-0.00067082i,0.00030263-0.00099243i,0.00041111-0.0008371i,0.00072906+0.00034642i,0.00071331+0.0010024i,0.00073022+0.00029843i,0.00085424-0.00047843i,0.00030864-0.00070955i,-0.00047102-0.00089029i,-0.00037822-0.00044355i,-0.00078837+0.00038591i,-0.0011226-0.00013387i,-0.00024464-0.00084326i,-4.5109e-05-0.0012618i,-7.3826e-05-0.0010596i,-0.00019753-0.00060277i,-3.161e-05-0.00030973i
-0.00042395+0.00048897i,-0.0010013+0.00026155i,-0.0003264-0.00084211i,0.00023313-0.0015247i,0.00011731-0.00078878i,-0.00093631+0.00034435i,-0.0011285+0.00046681i,-0.00058872-0.00010171i,-0.00067466-0.00040272i,-0.00070583-0.00020327i,0.00025938-0.00020748i,0.00057552+0.00014866i,0.00096369+0.00099199i,0.0010327+0.00080795i,-0.00024959-0.00019158i,-0.00073214-0.00020939i,-0.00019351+7.5552e-05i,0.00016188-0.00020007i,0.000514+8.0198e-05i,0.00056112+0.00015778i,-2.1548e-05-3.0986e-05i,-7.1888e-05-0.00049753i,-6.3164e-05-0.00057145i
0.0019299-0.0005597i,0.0011618-0.0014053i,0.00034668-0.0016277i,-0.00041147-0.00024463i,-0.00081017+0.00033306i,-0.00051086-0.00010471i,-0.00040361-0.0002933i,-0.0006257-0.00077751i,-0.00048624-0.0017231i,-0.0001565-0.00070049i,-9.1623e-05+0.00084061i,0.00014529+0.00062198i,3.7039e-05-1.408e-05i,0.00029867-0.00054193i,0.00070092-0.0006091i,0.00076304-0.00072512i,0.00068089-0.00062646i,0.00063363-0.00047187i,0.00017635-0.00031677i,-0.00071924-0.00067758i,-0.0010477-0.0006428i,-0.0010448-0.00024185i,-0.00088603-0.00056204i
-0.0004989+0.0046865i,0.00021016+0.0039738i,0.001671+0.0039029i,0.0032802+0.0026366i,0.0034824+0.00029196i,0.0019436-0.0020525i,0.00075718-0.00194i,-0.00024098+0.00030626i,-0.00056983+0.0016654i,-0.00017102+0.0012813i,-2.8966e-05-0.00029982i,-0.00042977-0.001413i,-0.00050926-0.0013131i,-0.00066942-0.00095074i,-0.00082033-0.00031629i,-0.0010424+0.00043322i,-0.00066517+0.00038406i,-7.0175e-06+0.00033738i,-6.2242e-05+0.00016592i,-0.00070168-4.1019e-05i,-0.00040482-0.00025819i,0.00029108-0.00077792i,-0.00013724+1.6364e-05i
9.9728e-05-0.0015183i,-0.00051922-0.00057459i,-0.00053916-0.00079685i,-0.00064335-0.00096151i,-0.00075667-0.00017154i,-0.00027958-0.00019902i,0.00011618-4.4066e-05i,5.8626e-05+4.1626e-05i,0.00014121-4.2045e-05i,0.00082849+9.8551e-05i,0.0012893-0.0005682i,0.0010791-0.00061345i,0.0012371+0.00041156i,0.0014302+0.00043072i,0.00030859+0.00011557i,-0.0010411-7.0899e-05i,-0.00085664-4.9097e-05i,-0.00039416+3.3056e-05i,-0.00041477-0.00050583i,-0.00043186-0.00066249i,-0.00015523-4.8385e-05i,0.00023241-0.0002268i,0.00055948-0.00062112i
3.5561e-05-0.0015174i,-0.00013404-0.002074i,-0.00089815-0.0010236i,-0.00055363-6.3979e-05i,-0.00020773+5.3389e-05i,-0.00068377-0.00020213i,-0.00032399-0.00043359i,-4.3526e-05-0.00068892i,-0.0010589-0.00060229i,-0.001076-3.1755e-05i,0.00032026+0.00066343i,0.00055688+0.00037638i,0.00035992-0.00039771i,0.00096672-0.00073671i,0.0011406-0.00044803i,0.000682-0.0002042i,0.00087328-8.3849e-05i,0.00088074+0.00053879i,0.00044474+0.0010487i,0.00046016+0.0010451i,0.00065738+0.00033483i,0.00046122-0.00027164i,7.6187e-05-0.0004302i
0.00154-0.00031279i,0.0021061-0.0014748i,0.0014813-0.0012534i,1.3801e-06-0.00041683i,-0.00095271-0.00016576i,-0.0002721-0.00095465i,0.00027301-0.0014824i,-3.4139e-05-0.00097679i,-0.0001434-0.00019297i,-2.1484e-05+0.00026996i,8.9739e-05+5.3646e-05i,0.00050488-7.8293e-05i,0.00059412-0.00016705i,0.00056727-0.00017606i,0.00074234+0.0001077i,0.0005371+0.00018787i,-0.0003768+0.00058793i,-0.00074096-1.5348e-05i,0.00019675-0.00048264i,0.0010007-2.7908e-05i,0.00119+0.00024342i,0.00052931+4.5071e-05i,-0.00048486-0.00031459i
5.6406e-05-0.00021906i,-0.00010973+0.00026185i,-0.00012879+1.7019e-05i,9.6392e-06-0.00089904i,0.00025712-0.00075443i,0.00026664-0.00033392i,0.00057254-0.0004344i,0.00036981+0.00010072i,-0.00028956+0.00062571i,0.00025391+0.00024536i,0.00044682-0.00042794i,0.00026951-0.000533i,0.00065536+0.0004031i,0.00084627+0.00089956i,0.00042061+0.00018191i,-6.7107e-05-0.00017077i,0.00021961-0.00051601i,0.00040696-0.00095396i,-0.00022562-0.0006286i,-0.00090849-0.00038955i,-0.00071166-0.00049592i,-0.0004853-9.8751e-05i,-0.00061754-0.00037215i
8.7072e-05-0.00061165i,-3.5275e-05-0.0011351i,-0.00067409-0.0016809i,-0.00025149-0.0016929i,0.0003957-0.0010531i,-3.846e-05+0.00013394i,-0.00061599+0.00017722i,-0.00061158-0.00064586i,-0.0012006-0.00077416i,-0.0010495-0.00033213i,-0.00091617+0.00015346i,-0.00081215+0.00025455i,0.00036954+1.5913e-05i,0.00067386-0.00017856i,5.6969e-05-0.00017871i,0.00017757-0.00072902i,0.00025241-0.00063882i,0.00029195-4.9717e-06i,0.00054746+0.00041375i,0.00031425+0.00048552i,-0.00038754-7.7343e-05i,-0.00023374+0.00011148i,0.00029715+0.00034901i
0.001396+0.0015089i,0.0021939+0.0010253i,0.0023722+0.00042797i,0.001576+0.00016876i,0.0011699-0.00055306i,0.00027413-0.00029609i,-0.00054662-0.00011617i,-0.00048774-0.00038231i,0.00023945-0.0011992i,0.00066162-0.0013511i,-0.00037593-0.00018071i,-1.5498e-05+0.00052774i,0.00072694+0.0002432i,0.00093822+0.00073684i,0.0012555+0.00057814i,0.0012103-0.00015287i,0.00073121-6.3453e-06i,0.00082435-1.4121e-05i,0.0006597-0.00019868i,0.00046721+0.00015037i,0.00063107+0.00013497i,0.00050703-0.00074676i,0.0005146-0.0010512i
-0.00069283-0.00075464i,2.9082e-05-0.00069959i,0.0005761-0.00055772i,0.00052427-0.00051133i,0.00086231-0.0010645i,0.00013287-0.00099482i,-0.00043244-0.00013588i,-0.0003839-0.00013528i,-9.812e-05-0.00015948i,0.0003628+0.00056345i,-7.7902e-05+0.00063359i,-0.00071851+9.5682e-05i,-0.00067267-0.00010148i,-0.0011163+0.000224i,-0.00068001+0.00080328i,-0.00011693+0.00045668i,-0.0002307+4.9297e-05i,0.00030388+4.0626e-05i,0.00068121-0.00027256i,0.00043684-0.00080791i,-0.00069477-0.00045847i,-0.0016689+7.4474e-06i,-0.00063614+5.355e-05i
0.00019118+0.00063655i,-0.00020216+0.00042205i,6.3802e-05-2.5229e-05i,1.7134e-05-0.00044356i,1.7943e-05-0.00062494i,0.00013996-0.00022198i,0.00027606+0.00033858i,-0.00039996+2.0016e-05i,-0.00051934-0.00061291i,0.00019353-0.00086296i,0.00030812-0.00050031i,-0.00025764+0.00023818i,-0.00020956+0.00073196i,0.00038399+0.00032579i,0.0003796-6.6875e-05i,0.00041964-0.00069429i,0.00018535-0.00098258i,-0.00064783-0.00017747i,-0.00041499+0.00017147i,-0.00013001+0.00028756i,0.00020077+0.00026562i,0.00057859+0.00029926i,0.00060574+0.00084377i
0.00091037-0.00083453i,-0.00011331-0.00075331i,0.0005764-0.00095446i,0.00041639-0.0011028i,-0.0006933-0.00081076i,-0.00084556-0.00062213i,-0.00023184-0.00073973i,0.00029846-0.00026111i,0.00029968+0.00016793i,0.00012068-0.00018356i,-0.00020166-0.00015257i,-5.4942e-05+0.00058507i,0.00040088+0.00055982i,0.00056771+6.6758e-05i,0.0003181+0.00010222i,-0.00024926-0.00011067i,-0.00044924-0.00020126i,-0.00044388-0.00026298i,-0.00045175-0.00073348i,-0.00015379-0.00066649i,0.00011429-2.5157e-05i,0.0002033+0.000563i,0.00042979+0.00036169i
-0.00016888-0.00044101i,0.00011521+0.0002287i,-0.00025745+0.0010911i,-0.00071367+0.0009863i,-0.00061022+0.00052577i,-0.00030491-0.00057909i,-0.00053126-0.0011688i,-0.0010565-0.0013431i,-0.0013365-0.00091589i,-0.00064953+0.00032848i,8.698e-06+0.00057334i,0.0003365+0.00073372i,0.00052568+0.00094504i,0.000263+0.00045936i,0.00074856-0.00015707i,0.0010072-0.00066893i,0.00092615-0.0010085i,0.00090844-0.0012072i,-5.8553e-05-0.00051873i,-0.00052777+0.00043349i,-0.00028656+0.00086647i,-0.0001887+0.00052812i,-1.1699e-05+0.00045628i
-0.00027725+0.00030322i,-0.00084378+0.00069977i,-0.00064544+0.000195i,-0.00015496-0.0006403i,-0.00054132-0.00033558i,-0.00090314+0.00063119i,-2.6236e-05+0.00074018i,-3.578e-05-0.00010284i,1.7353e-05-0.00015611i,0.0010235-0.00012361i,0.00055851-0.00014559i,-0.00026838-0.00015557i,-0.0002749-0.00050889i,0.00031202-0.00091363i,0.00089597-0.00063101i,0.0012439-0.00015353i,0.00026703-0.00019004i,-0.00074245+0.00015623i,-0.00069214+0.00023591i,-0.00056754-0.0003709i,-0.00063419-0.00059936i,-0.00047511-0.00056271i,-0.00066011-0.00036446i
-0.0011415+0.0013783i,-0.00097166+0.0023504i,-0.00060365+0.0023419i,0.00033748+0.0017533i,0.0005916+0.001894i,0.0002264+0.0011531i,0.00048891-0.00018565i,0.00017204-0.0011219i,-0.00024955-0.0011087i,0.00020059-0.00022605i,4.9967e-05+0.0004714i,0.00051632+4.0708e-05i,0.0011578-0.00098897i,0.00096343-0.0013782i,0.0008729-0.0011918i,0.00075854-0.00053173i,0.00079253-0.00024614i,0.00055965-0.00020696i,0.00030772-0.00071935i,0.00041979-0.00080783i,-0.00037481-0.00095682i,-0.00081379-0.0011416i,-8.4279e-05-0.00064504i
-0.0018931+0.0014178i,-0.0016089+0.0013611i,-0.00074123+0.0011157i,-0.00068462+0.0013187i,-0.00028589+0.00046116i,0.00094257-0.00063941i,0.0013304-0.00033635i,0.00040113+0.00021585i,-0.00020968-0.00031034i,0.00015689-0.00026065i,0.00026392+0.00031293i,0.00061472+6.1226e-05i,0.00075457-0.00065042i,0.00026068-0.00085171i,-0.0001162+0.00042353i,-0.0002982+0.001224i,0.0002377+0.00033791i,0.0003627-0.00029937i,-0.00033955-0.00015568i,-0.00096192-1.7599e-05i,-0.00098962-0.00054371i,-0.00083433-0.00086979i,-0.00077312-0.00084624i
-0.00034951-0.0024485i,-0.0016703-0.0011856i,-0.0030312+0.00015936i,-0.0029355+0.00096608i,-0.0018468+0.0011327i,-0.00018899+0.00070861i,0.00084584+0.00020247i,6.7679e-05-6.9748e-05i,-0.0010867-7.9957e-06i,-0.00094379+0.00021968i,-0.00022137+0.00025893i,0.00025269+0.00091603i,0.00081962+0.00087669i,0.00071359-0.00072549i,0.00062656-0.0010527i,0.0003924-4.0779e-05i,-0.00026852+0.00022865i,-0.0003463+0.00024186i,0.00026405+0.00021199i,0.00061261-0.00072481i,-0.00021496-0.00053769i,-0.00056372+0.0001372i,-0.00070079+0.00049945i
0.00077602-0.0012261i,0.0010706-0.0020583i,0.00041743-0.0016281i,-0.001-0.00082526i,-0.0014021-0.00042319i,-0.0013962+0.00072366i,-0.0009559+0.0019001i,-0.00024333+0.00073719i,0.00073862-0.00046502i,0.00068813-0.00077742i,0.00047237-0.00021031i,0.00063329+0.00035565i,0.00085898+0.00053219i,0.00052114+0.0009385i,-0.00028969+0.0010115i,-0.00049871+0.00071424i,2.4889e-05+0.00059395i,0.00083939+0.00065684i,0.0008365-1.2824e-05i,0.00047623-0.00017082i,0.00024118+0.00021013i,2.7733e-05+0.00022801i,0.00061836+0.00018904i
-0.0018649-0.0019472i,-0.0017352-0.00049597i,-0.0017174+3.7829e-05i,-0.0017729+0.00074422i,-0.001513+0.0012492i,-0.00021542+0.00039021i,0.00042861-6.8315e-05i,4.4411e-05-0.00029115i,0.00052648-0.00073426i,0.00073119-0.0004392i,0.00046255-4.2389e-05i,0.0007259-0.0001339i,0.00022615-0.00029413i,-0.00021076-0.00017829i,0.00015518+0.00010845i,7.3759e-05-0.00010093i,-0.00056489-0.00053987i,-0.00036551-0.00096188i,-0.00021306-0.0012589i,9.1886e-05-0.00074728i,0.00063388-0.00018887i,0.00042863-0.00040139i,-0.00038898+9.4818e-05i
0.0024992-0.00092913i,0.00169-0.0019819i,0.0010612-0.0028902i,-9.1287e-05-0.0033642i,-0.0015334-0.0025587i,-0.0024923-0.00078608i,-0.0014262+0.00080752i,-0.00020393+0.0011511i,0.00022655+0.00055421i,5.5783e-05+0.00022225i,-0.00025607+0.00050519i,-0.00028162+0.001132i,-5.4599e-05+0.0013874i,0.00038814+0.00053768i,0.00066675+3.1695e-05i,0.0011517+9.1891e-05i,0.00060058-0.00036724i,-0.00044932-0.00087629i,-0.00028634-0.0011382i,0.00066897-0.00079286i,0.00069474+7.8354e-05i,0.00015625+0.00045067i,3.3883e-06+0.00048379i
-0.0015161+0.0014131i,-0.00069885+0.00064399i,0.00011103-0.0006906i,0.0013079-0.000291i,0.0014118+0.0010233i,-2.0191e-05+0.00048145i,-0.00078167+0.00027764i,-0.00086979+0.00040707i,-0.00057552+0.00043695i,8.085e-06+0.00060172i,0.00067602+0.00082815i,0.0010007+0.00065205i,0.00066378-5.3157e-05i,0.00058365-0.00023401i,0.00038822-0.00029037i,4.4357e-07-0.0001804i,-1.2422e-05+8.4794e-05i,0.00069844-0.00031902i,0.00067455-0.0009676i,8.9035e-05-9.9635e-05i,8.6248e-05+0.00042242i,-0.00034833+0.00032134i,-0.00066884+0.00027403i
0.0011159+0.00030187i,0.00094712+0.00085662i,-9.9494e-05+0.0013691i,-0.00024976+0.0013986i,-9.5162e-05+0.00040801i,-6.5671e-05-0.00070864i,0.00025079-0.00086293i,0.00075329-0.00037814i,3.4591e-05-0.00023146i,-0.0011984+0.0002351i,-0.0012486+0.00028622i,-0.00028618-3.5842e-05i,0.0005963-8.3823e-05i,0.00089595+0.00024188i,0.00056938+0.00066361i,-2.9218e-05+0.00041022i,6.2685e-05+0.00062195i,-5.7201e-05+0.00045949i,-0.00070113-5.3532e-05i,-0.0012621-0.00029105i,-0.00023815+0.00021396i,0.00057301+0.00052179i,0.00021722+0.00028525i
-0.0013081-0.00041926i,0.00049156+0.00084086i,0.0010832+0.00086908i,-0.00051426+0.0012012i,-0.00038018+0.0014414i,0.0011597+0.00071521i,0.00083549-0.00022462i,0.00025251-0.00079348i,3.2917e-05-0.00079632i,0.00030818-0.00024788i,0.00038351+0.00028601i,0.00058785+0.00046958i,0.0012516+0.00053062i,0.0011496+2.984e-05i,0.0004478-0.00037781i,0.00041828+0.00017856i,0.000682+0.00025931i,0.00050364-0.00026872i,0.00069804-0.00063683i,0.0010548-0.00081836i,0.00057156-0.00022168i,-0.00030128-0.00035795i,-6.2241e-05-0.00044819i
-0.0013686-0.0011741i,-0.0018051+0.00027108i,-0.002014+0.0015844i,-0.0021263+0.0015651i,-0.0011164+0.00089178i,0.00034753+0.00037696i,4.7666e-05-0.00074268i,-0.00063096-0.00087369i,-0.00051705-0.00028421i,-0.00043994-0.0003462i,-0.00016112-0.00066512i,0.00042575-3.4262e-05i,0.00037899+0.00032935i,-0.0002216-0.00073345i,-0.00013391-0.0012987i,-0.00036735-0.00048031i,-0.00092566+0.00048648i,-0.0007084+0.00074396i,-0.00023846+0.00033205i,-0.00051692-0.00030446i,-0.00044799-0.00021498i,-0.00019346-9.1466e-05i,-0.00058995-0.00020507i
0.00097513-0.00040458i,0.00019259-0.0018351i,-0.00059433-0.0028694i,-0.00058861-0.0031348i,-0.00040065-0.0017409i,-0.00078495+0.0001012i,-0.00062594+0.00082825i,6.5085e-05+0.0006475i,0.00054366+0.00031592i,8.6664e-05+7.8085e-06i,-0.00046957-5.1704e-05i,7.3109e-05+0.00026463i,0.00046442+0.00040593i,0.00045604+6.1162e-05i,0.00090289-5.3177e-05i,0.00081035+2.417e-05i,0.0013065-0.00062003i,0.0011872-0.0009757i,0.00032734-0.00070051i,0.00029198-0.00073733i,-0.00012245-0.00059239i,-0.00049473-0.00044549i,-0.00013961-4.1814e-05i
0.0003717-0.00090932i,0.00051265-0.0015337i,-0.00016218-0.0020542i,-0.0012392-0.00083961i,-0.00083511+0.00020376i,0.00043787+0.00010224i,0.00041864-0.00019785i,-7.7434e-05-0.00072455i,-0.0004839-0.0007783i,-0.00085819-0.00043963i,0.00019081+1.7148e-05i,0.00095439+0.00058152i,0.0010655-8.4086e-05i,0.0012507-0.00029815i,0.0008279+4.3061e-05i,0.00062323+4.5411e-05i,0.00042309-0.00047652i,-0.00024442-0.00047578i,-0.00078328-0.00054607i,-0.00088983-0.00040767i,-0.00081716-0.00013023i,-0.00035208-0.00017619i,0.00027566-0.00036716i
0.001208+0.00073793i,0.0015577+0.00099778i,0.0018008+0.00054414i,0.0019711-9.1523e-05i,0.0010352-9.2251e-05i,-0.00087643-0.00085627i,-0.00081816-0.0012325i,0.0007156-0.0006071i,0.00058337+5.1249e-05i,-0.00020049+0.00025374i,9.2996e-05-0.00012948i,0.00051999-0.00020147i,-7.4872e-05+0.00012055i,-0.00036922+0.00027404i,0.00054358+0.00049292i,-0.0002662+0.00045224i,-0.0010772+0.00032177i,-0.00053667+0.00025025i,-0.00056346+0.00023749i,-0.0010998-1.8114e-05i,-0.0011429-0.00033784i,1.1716e-05-0.00080548i,0.00065815-0.0012502i
-0.0013904+0.00043284i,-2.5602e-06+0.00063885i,-0.0011735-0.00020049i,-0.0011567-0.00025486i,0.00072518+0.0006379i,0.0011337+0.00015213i,0.00085713-0.000798i,0.0005333-0.00077499i,0.00054995+3.0983e-05i,0.00044968+0.00037378i,0.00052775+0.00013176i,0.00079869+0.00045647i,0.0013577-1.2056e-05i,0.00064311-0.0008348i,-0.00073438-0.00071515i,-0.0014567+0.0004494i,-0.00055684+0.00040799i,0.00082112-0.0005474i,0.00044747-0.00044594i,1.4425e-05+0.00044475i,0.00041439+0.0008677i,-6.1523e-05-5.6634e-05i,-0.0010297-0.00081591i
0.0017621+0.00062936i,0.0023571-0.00073365i,0.0021572-0.00087565i,0.0013033-0.00062201i,0.00059939-0.0007846i,-0.0008414-0.0007973i,-0.00094066-0.00071089i,-0.00014553-0.00057791i,0.00054635-9.9e-05i,0.00062992-9.8898e-05i,0.00028808-0.0002201i,0.0002241+0.00019203i,0.00019005+0.0004785i,0.00012102+0.00082255i,0.00068967+0.00067424i,0.0011637+0.00058019i,0.00070353+0.00045926i,-0.00018333+0.00016475i,-0.00030684+0.00038172i,8.8254e-05+0.00079765i,0.0010784+0.00033706i,0.0010993-0.00010937i,9.6967e-05-0.00024668i
-0.0004371+0.00048027i,-0.0002479+0.0013568i,-0.00021013+0.0011739i,-9.6665e-05+0.00038102i,0.00032246+0.00028815i,0.00050934+7.6086e-05i,-9.0454e-05+2.5539e-05i,-0.0010259+1.2943e-05i,-0.00062284-0.0001924i,0.00030951+1.5934e-05i,0.00086505+0.00014759i,0.00091647-0.00027418i,0.00083897+7.1913e-05i,0.0012274+0.00057827i,0.0010353+0.00049269i,5.0468e-05+0.00043651i,-0.00038357+0.00014693i,0.00084532-0.00013577i,0.0016878-0.00015929i,0.00034092-0.00015423i,-0.00058493-4.5845e-05i,0.00012898-0.00012988i,0.00073252-0.001222i
2.9192e-06-0.0020062i,-0.00083569-0.00064105i,-0.00087829+0.00052258i,-0.00078801+0.00073589i,-0.00095298+0.00066964i,-0.00086052+0.00063455i,-0.00072011+0.00065102i,-0.00080187+0.00035436i,-0.00084043-0.00019931i,-0.00072662-0.00042474i,-0.0010057+0.00028833i,-0.00074034+0.00096236i,9.874e-05+0.0014265i,0.00063775+0.00097004i,0.0012675-7.9462e-05i,0.00089767-0.00018691i,0.00014374+0.00029906i,-0.00011041+0.00020871i,-0.00046825+8.2703e-05i,-0.00031107-1.0933e-05i,0.00083285-0.00012832i,0.0011027+0.00026465i,0.00046942+0.0002195i
-2.7345e-05-0.00045493i,-0.0013827-0.00082079i,-0.00086853-0.0014724i,-0.0012662-0.0012227i,-0.0021499-0.00079503i,-0.0017531-0.00068257i,-0.00018241-0.00070228i,0.00057982-0.00077577i,-0.00033295-0.0003266i,-0.00078191-3.0995e-05i,-0.00080761+0.00047407i,-0.00091225+0.00086955i,-0.00013907+0.00037153i,0.00075754-0.00058542i,0.0007126-0.0014947i,0.00089953-0.0013797i,0.00070527-0.00034003i,-0.0002261+0.0002606i,-0.00016275+0.00039102i,-0.0001066+0.00027109i,-0.00012435+0.00042902i,-0.0003839+0.0011968i,-0.00034996+0.00085909i
0.00053026+0.0006043i,0.00091122+0.00069539i,0.0011315+0.0006171i,0.0004774+0.00062007i,0.00023245-0.00053633i,0.00076154-0.00081343i,0.00024486+9.1888e-06i,-0.00039804+6.6327e-05i,-7.6526e-05-0.00034299i,-0.00038076-0.00092214i,-0.00061513-0.00097338i,-0.00018892-7.8004e-05i,-0.00026342+9.95e-05i,-0.00033021-0.00032043i,-0.00062483-0.00012142i,-0.00099937-0.00043157i,-0.00081678-0.00056339i,-0.00022623+5.1526e-05i,-9.8107e-05+0.00054462i,0.00048162+0.00023955i,0.00060193+0.00027053i,0.00079701+0.00023632i,0.0013732-0.00049127i
0.00053935+0.00042836i,8.0127e-05+0.00015779i,-0.0012024+9.1654e-05i,-0.0015804-0.00019286i,-0.00024373+5.6298e-05i,0.00069488-4.0329e-06i,0.00050602-0.00039805i,-0.00047969-0.00011492i,-0.0005712+0.0010726i,2.0625e-06+0.0011816i,9.2776e-05+0.00057717i,-0.00026671+0.00017779i,0.00019304-0.00013721i,0.00036484-0.00034037i,0.00021508-0.00024373i,0.00031671-0.0007512i,0.00015397-0.00069424i,-0.00058441+0.00032364i,-0.00058017+0.00042882i,0.0001984-0.00041791i,0.00037527-0.00053173i,-0.00027627+0.00026559i,-0.00060352+0.00054421i
-0.00077785-0.00058292i,-0.00065437+0.00039728i,-0.00034592+0.00056941i,-0.00057329+0.00064313i,-0.00069476+0.00024069i,0.00017969-0.00061016i,4.895e-06-0.00067375i,-0.00065904-0.00055103i,-0.00060785-0.0013577i,-0.00022636-0.00090993i,0.00047737+3.9498e-05i,0.0010774-8.9165e-05i,0.00092601+0.00018266i,0.00046763+0.00021608i,-0.00019881-0.00010974i,-0.00044495+0.00023344i,-0.000158+0.00089078i,5.8927e-05+0.00094631i,0.00032135+0.00073343i,0.00017764+0.0006296i,-0.00021181+0.0002905i,-0.00047589+0.00032564i,0.00017349+0.00063956i
0.00016623+0.00046265i,0.0019241+0.00035403i,0.0025132+0.0010988i,0.0022001-6.4375e-06i,0.0016379-0.0013397i,0.00025334-0.00072488i,-0.00066753+0.00019092i,-0.00051725+0.00038266i,0.00028854+0.00038026i,0.00060277+0.00029429i,0.00045212+0.00055692i,0.00049026+0.00092572i,7.6712e-05+0.0002144i,-0.00094822-0.00057971i,-0.0015211-0.00012557i,-0.0014047+0.00048907i,-0.00064974+0.0005855i,-0.00054571+7.0378e-05i,-0.00043944-0.00033249i,-0.00035934-0.0003257i,6.3928e-05-0.00052572i,0.00087426-0.00077746i,0.00043009-0.00036473i
3.8108e-05-0.00099532i,0.00011766-0.00043976i,-6.6024e-05+0.0006793i,-0.00061462+0.00020894i,-0.00026227-0.0011686i,7.3257e-05-0.00055915i,-0.00056658+0.00032637i,-0.00029003-0.00025563i,-0.00026823-0.00070046i,-1.6115e-05-0.00047227i,0.0001845+0.00058887i,0.00021342+0.0007113i,0.00069405-0.00033186i,0.00069466-0.00048148i,0.00064349-0.00038604i,0.00022103-2.0208e-05i,9.4234e-05+7.3037e-05i,0.00038909-0.00032381i,0.00054101-0.00065244i,0.0010991-0.00057074i,0.00085879-1.8102e-05i,2.8407e-05+0.00022013i,-0.00020468-0.00016626i
0.00017678+0.0017574i,0.00036845+0.001261i,0.00085163+0.0013322i,0.0017305+0.00021798i,0.0023023-0.0014283i,0.0010818-0.0019664i,-0.0003597-0.0017838i,-9.7963e-05-0.0011937i,0.00057652+0.0003603i,0.00079028+0.0013518i,0.00076086+0.00055454i,0.00085787-0.00019601i,0.0011874+8.0506e-05i,0.00045502+0.00016103i,0.00030224-0.00029218i,0.0010459-0.00024273i,0.0004141+0.00072665i,0.00010166+0.00092894i,0.00027791+4.1796e-05i,-0.00011235-0.00044926i,-0.0001221-0.00079641i,0.00012293-0.00059616i,6.4569e-05-0.00051672i
-0.00063428-0.0019555i,-0.0011906-0.00091988i,-0.002671-8.4798e-05i,-0.003264+0.0013477i,-0.0025621+0.0026522i,-0.0011863+0.003102i,0.00020273+0.0014111i,0.00035081-0.000482i,-0.00010557-0.00083491i,-0.00017893-0.00031133i,-0.00050142-7.5726e-05i,-0.00024569-0.0001456i,0.00067714+2.974e-05i,0.00098501+0.00018081i,0.00023266+1.9053e-05i,-0.00023299-0.00036822i,-0.00041156-0.00066267i,-0.0012393-0.0012736i,-0.0017011-0.0014281i,-0.00088332-0.001023i,0.00041553-6.3697e-05i,0.00036842+0.00054855i,2.7363e-05+2.4308e-05i
0.0016491-0.0014734i,0.0005427-0.0012265i,-0.00045529-0.00077647i,-0.0011999-0.0012213i,-0.0010933-0.0014185i,-0.0012996-0.00052913i,-0.0017589-0.00034415i,-0.0010027-0.00044478i,-0.00032087-0.00016694i,0.00020837+0.00048375i,0.00046275+0.00079985i,0.00056019+0.00049328i,0.00077825+0.00012931i,0.00018231+2.5115e-05i,-0.00045892+0.00011348i,-0.00012388+0.00068791i,1.5346e-05+0.00073212i,-0.00041534+0.00026042i,-0.00026546+0.00052313i,-0.00042856-7.6951e-05i,-0.00065327-0.00054359i,4.2914e-05+0.00011515i,-7.1344e-05+0.00037029i
0.0017091-0.00041824i,0.00094996-0.0002408i,0.001089-0.00061748i,0.0005617-0.00092461i,-0.00027694-0.0011363i,-0.00068067-0.00049841i,-1.2207e-05-0.00025069i,0.0005725-0.00015049i,0.00040833-0.00032413i,0.00040509-0.00066274i,0.0002209-0.00057023i,6.102e-05-0.00043283i,-3.6704e-05+0.00035609i,0.00010084+0.00078785i,0.00018009+0.00076457i,0.00027135+0.00078019i,0.00021941+0.00040172i,-0.00016514+8.7963e-05i,-0.00057502+0.00040635i,-0.00066773+0.00032824i,-0.00063365-0.00020594i,-0.00044619-0.00046623i,0.00018075-0.00029179i
