-0.00092295+0.00049586i,0.00026676-0.00072921i,-0.0019643-0.0020677i,-0.0036047-0.0012408i,-0.0029393+0.00065242i,-0.0016835+0.0015232i,-0.00046645+0.00054319i,-0.00016138+0.00067837i,-0.00015098+0.00087865i,-0.00013974+0.00035059i,0.00035068+3.7085e-05i,0.00012865-0.0004894i,-0.00078646-0.00059596i,-4.7352e-05-0.00045467i,8.5967e-05-0.00072305i,-0.0005922-0.00074972i,-0.00050797-0.00066012i,-0.00056432-0.00052062i,-0.00060873-0.00087791i,-0.00040473-0.00059591i,-0.00057449-0.00014341i,-8.6314e-05-0.00065274i,0.00083419-0.00010428i
0.19287-0.15221i,0.45608-0.13701i,0.6016-0.36907i,0.31957-0.78678i,-0.1474-0.85141i,-0.32558-0.48876i,-0.28573-0.20777i,-0.33953-0.097338i,-0.35122+0.039923i,-0.18718+0.085815i,-0.077735-0.0070699i,-0.07808-0.042509i,-0.051701-0.0071544i,-0.006084-0.019402i,0.02232-0.076575i,0.042146-0.11834i,0.050755-0.11302i,0.049298-0.083107i,0.042882-0.061398i,0.026082-0.044497i,0.0018366-0.024885i,-0.013455-0.0078932i,-0.017399+0.0015981i
-1.1819+7.9528i,0.050506+8.0586i,3.8551+6.9044i,5.7563+2.8173i,4.787-1.037i,2.2059-2.4871i,0.50064-1.458i,0.28545-0.24482i,0.77051+0.21584i,1.3727-0.11367i,1.2001-0.80266i,0.48092-1.0587i,-0.1747-1.0325i,-0.85821-1.0133i,-1.1221-0.73218i,-0.50457-0.10239i,0.29379+0.24257i,0.41807+0.19384i,0.15252+0.2357i,0.042952+0.26814i,-0.082227+0.1576i,-0.22644+0.16748i,-0.11689+0.21266i
-0.33582-0.14436i,-0.47016-0.050645i,-0.29778+0.077094i,0.1274+0.094355i,0.38533-0.021356i,0.3159-0.079706i,0.19847-0.062755i,0.14331-0.11607i,0.063254-0.15074i,0.030794-0.098015i,0.062175-0.074494i,0.062375-0.08613i,0.014232-0.080283i,-0.040826-0.052828i,-0.044465-0.0247i,-0.014998-0.023922i,-0.020141-0.016445i,-0.022223+0.020842i,0.018639+0.032694i,0.052614+0.0044197i,0.055739-0.015847i,0.054702-0.0081374i,0.065141+0.0089543i
0.021596+0.21267i,-0.041781+0.51068i,0.035372+0.63249i,0.15274+0.32999i,0.023116-0.0041657i,-0.27688-0.017816i,-0.47809+0.10094i,-0.49269+0.18182i,-0.31481+0.19437i,-0.1235+0.10288i,-0.064475+0.05995i,-0.0044601+0.11622i,0.066023+0.11422i,0.054024+0.071768i,0.028268+0.064139i,0.032271+0.049948i,0.025487+0.020686i,0.012865+0.00035237i,0.0021189-0.013809i,-0.015786-0.018224i,-0.025308-0.0075294i,-0.015359+0.0048255i,-0.0065302+0.0036758i
0.041392+0.2116i,0.23715+0.18902i,0.26548+0.12693i,0.14059+0.2034i,0.14211+0.28548i,0.19667+0.14352i,0.13718-0.031846i,0.071649-0.023403i,0.067618+0.013928i,0.033578-0.023363i,-0.029565-0.037995i,-0.040578-0.005561i,-0.0065913+0.010404i,0.013824-0.0061329i,0.0089683-0.0075436i,0.0061122+0.023141i,0.014514+0.042943i,0.011376+0.032084i,-0.010893+0.017055i,-0.028486+0.0078336i,-0.034943-0.0031633i,-0.040143-0.012536i,-0.04304-0.012138i
0.040001-0.23444i,-0.021563-0.20745i,-0.030388-0.023643i,0.089302+0.15732i,0.22144+0.15757i,0.2183+0.010863i,0.10342-0.12827i,0.019259-0.14363i,0.010949-0.081665i,0.0091256-0.035612i,-0.0056873-0.022353i,-0.0073104-0.028234i,-0.0026756-0.047596i,-0.026969-0.074972i,-0.073027-0.082954i,-0.088625-0.062902i,-0.064063-0.044409i,-0.036165-0.033983i,-0.01575-0.018804i,0.0015999-0.0026402i,0.012091+0.011496i,0.015877+0.018617i,0.012262+0.0083996i
0.053806-0.0050243i,0.048357-0.20913i,-0.014155-0.32652i,-0.083376-0.19161i,-0.14315+0.02936i,-0.24146+0.13485i,-0.3425+0.19637i,-0.28474+0.24203i,-0.13807+0.18839i,-0.079785+0.10953i,-0.063997+0.10432i,-0.020336+0.090837i,-0.010506+0.02817i,-0.043376+0.0043898i,-0.046752+0.021133i,-0.017324+0.01991i,-0.00027327+0.006067i,-0.0018327-0.0034821i,-0.0084375-0.010658i,-0.0068865-0.010431i,0.0057157-0.011096i,0.01412-0.017652i,0.013439-0.015669i
-0.30306-0.10218i,-0.45939-0.0091837i,-0.44381+0.090456i,-0.20438+0.12833i,0.057678+0.13238i,0.12798+0.14783i,0.099259+0.13941i,0.092618+0.052032i,0.07686-0.042053i,0.027966-0.057152i,-0.012187-0.021034i,-0.01597+0.0080696i,-0.0031314+0.025996i,0.015673+0.047879i,0.034754+0.05345i,0.0391+0.039328i,0.033443+0.031663i,0.032796+0.025533i,0.026747+0.004243i,0.0036838-0.019596i,-0.015519-0.022058i,-0.01217-0.0077302i,0.003657+0.0041643i
0.16059+0.14649i,0.16109+0.21264i,0.12463+0.23125i,0.070272+0.13566i,0.022996+0.0078767i,0.04947-0.064456i,0.051538-0.12118i,-0.041361-0.092796i,-0.083174+0.0034023i,-0.044145+0.036141i,-0.0041031+0.039317i,0.041052+0.03843i,0.059984-0.0015825i,0.029851-0.034058i,-0.0044127-0.028133i,-0.022506-0.015848i,-0.028295-0.021556i,-0.033573-0.030512i,-0.040359-0.015062i,-0.038237+0.012054i,-0.037946+0.023682i,-0.043551+0.019615i,-0.050104+0.0071139i
-0.11886+0.04764i,-0.047572+0.065747i,0.0059179+0.056207i,0.031403+0.10269i,0.095242+0.14567i,0.099627+0.044579i,0.0035601-0.037592i,-0.01825+0.0061755i,0.032842+0.031426i,0.028397+0.014816i,-0.0028049+0.0064338i,-0.025172-0.0029367i,-0.043347-0.00013749i,-0.039851+0.0064972i,-0.028237-0.0036226i,-0.022463-0.0087734i,-0.015196+0.00069703i,-0.0080353+0.011814i,-0.0011889+0.014301i,0.0050959+0.0086064i,0.0096517+0.0064333i,0.011159+0.013696i,0.011553+0.022784i
0.15547-0.08578i,0.13884-0.030469i,0.11588+0.054351i,0.11245+0.061412i,0.099925+0.028758i,0.02614+0.058778i,-0.057892+0.11276i,-0.07238+0.11293i,-0.035175+0.063635i,-0.01791+0.025908i,-0.011122+0.024069i,0.015321+0.011803i,0.02441-0.025405i,-0.0039926-0.04569i,-0.03781-0.033968i,-0.044673-0.012075i,-0.030574+0.0016557i,-0.01687+0.0047343i,-0.010335+0.00057225i,-0.0092599-0.0035101i,-0.0014541-0.0011288i,0.015815-0.00041563i,0.022264-0.0059801i
-0.038999+0.010385i,-0.031122-0.17212i,-0.076495-0.23652i,-0.073667-0.028979i,0.043801+0.14202i,0.11312+0.081994i,0.073182+0.0019339i,0.059882-0.0056154i,0.053513-0.021046i,0.0099445-0.014753i,-0.009195+0.020906i,-0.017983+0.028617i,-0.04183+0.023183i,-0.046937+0.036482i,-0.02706+0.052854i,-0.0022192+0.05064i,0.011567+0.032412i,0.011109+0.015715i,0.00092656+0.0090891i,-0.013373+0.0096327i,-0.02312+0.0046721i,-0.027091-0.008808i,-0.026846-0.013869i
-0.14089-0.10797i,-0.27902+0.049211i,-0.20853+0.20535i,0.11343+0.13144i,0.35955-0.096621i,0.31961-0.21919i,0.17151-0.20082i,0.072209-0.16089i,0.020321-0.1169i,0.0028935-0.064464i,-0.0040915-0.039355i,-0.013533-0.018993i,-0.0048421+0.019117i,0.010175+0.043779i,0.010918+0.043822i,0.0090161+0.03192i,0.010181+0.01453i,0.010496+0.0016786i,0.01154-0.0009719i,0.012664+0.0020631i,0.0081116+0.012244i,0.0022491+0.028413i,0.0039655+0.038686i
0.079472+0.15612i,0.074355+0.087946i,-0.010865-0.014094i,-0.15264-0.092114i,-0.26863-0.14034i,-0.31048-0.12202i,-0.3048-0.024375i,-0.25447+0.0784i,-0.16003+0.10682i,-0.077553+0.077142i,-0.025123+0.055636i,0.012735+0.030573i,0.017749-0.016938i,0.0029479-0.042375i,0.00016049-0.035047i,-0.0010962-0.026832i,-0.013642-0.021631i,-0.026404-0.011216i,-0.02783-0.00053802i,-0.021117+0.0058768i,-0.010817+0.0063287i,-4.2921e-05-0.001749i,0.005379-0.015782i
-0.19635-0.012266i,-0.20689+0.17396i,-0.092759+0.34521i,0.090713+0.34706i,0.19243+0.23132i,0.15085+0.12545i,0.099035+0.096219i,0.11762+0.084744i,0.12035+0.046535i,0.080921+0.026706i,0.039269+0.025223i,-0.0026407+0.033659i,-0.025098+0.055198i,-0.019549+0.055698i,-0.012531+0.032639i,-0.0091336+0.01868i,-0.0010652+0.018333i,0.0097376+0.017217i,0.014037+0.012205i,0.011904+0.0095205i,0.01419+0.0073835i,0.014436+0.0025098i,0.0059784+0.0026287i
0.27613+0.073824i,0.37408+0.053695i,0.38195-0.024835i,0.24827-0.14804i,0.062397-0.18347i,-0.025598-0.07679i,-0.010276-0.0071979i,-0.0038845-0.030516i,-0.019633-0.042628i,-0.010052-0.037615i,0.015327-0.041391i,0.043417-0.045644i,0.058655-0.050697i,0.044171-0.044064i,0.018646-0.019005i,0.0066145+0.0051742i,0.0068232+0.01404i,0.0081089+0.01131i,0.0082863+0.0081611i,0.0091738+0.007483i,0.0072351+0.0057773i,0.0021086+0.0030232i,-0.002321+0.00068363i
-0.19585-0.018499i,-0.1648-0.080252i,-0.12477-0.10852i,-0.1082-0.031886i,-0.063889+0.025887i,-0.005464-0.014906i,0.011515-0.051936i,0.011958-0.041613i,0.0049415-0.034444i,-0.02482-0.029782i,-0.051052-0.0095871i,-0.062947+0.011681i,-0.062058+0.025175i,-0.041189+0.029083i,-0.010813+0.017727i,0.0066134-0.0019899i,0.010291-0.016174i,0.011918-0.021377i,0.011875-0.021463i,0.006381-0.01612i,-0.0027158-0.0070589i,-0.010089-0.00045708i,-0.010292+0.0031139i
0.17962-0.1194i,0.17665-0.096897i,0.17771-0.066241i,0.18031-0.099005i,0.12992-0.12114i,0.065487-0.098902i,0.0025366-0.095905i,-0.054-0.0785i,-0.05654-0.019075i,-0.026457+0.023964i,-0.0054494+0.034056i,0.023461+0.02637i,0.046707-0.0010768i,0.033577-0.023728i,0.0032827-0.019723i,-0.016943-0.004989i,-0.027723+0.0046331i,-0.034163+0.0071791i,-0.028596+0.0035213i,-0.0077882-0.0045692i,0.012229-0.01154i,0.018475-0.0088622i,0.016862+4.4454e-05i
-0.14031+0.086184i,-0.19481-0.068697i,-0.30857-0.203i,-0.40696-0.11548i,-0.36467+0.039479i,-0.25748+0.068736i,-0.19489+0.074645i,-0.13491+0.10944i,-0.067335+0.10504i,-0.021318+0.069282i,-0.0012703+0.038325i,-0.014178+0.017698i,-0.038393+0.012632i,-0.037355+0.016194i,-0.016959+0.017997i,-0.00021916+0.018119i,0.011733+0.017471i,0.022884+0.014128i,0.020992+0.0062061i,0.000221-0.00080727i,-0.02208+2.4479e-05i,-0.027498+0.0029189i,-0.022642-3.7455e-05i
-0.053693-0.15376i,-0.11401+0.027996i,-0.062028+0.25512i,0.12016+0.3124i,0.25067+0.22592i,0.22313+0.13048i,0.1502+0.072172i,0.12399+0.031436i,0.11956-0.0088798i,0.088201-0.037662i,0.044171-0.034198i,0.033393-0.012506i,0.044712-0.0030796i,0.042188-0.011693i,0.024883-0.021892i,0.010888-0.018363i,0.0048226-0.011252i,-0.0019594-0.012393i,-0.008793-0.011957i,-0.0040844-0.002179i,0.013914+0.0095189i,0.030124+0.014229i,0.031481+0.014424i
0.1139+0.17717i,0.10882+0.051389i,0.001114-0.10552i,-0.1327-0.14545i,-0.19354-0.12081i,-0.17744-0.078523i,-0.14104-0.033676i,-0.11718-0.011507i,-0.097403-0.0037426i,-0.07079+0.0019436i,-0.037643+0.0055476i,-0.014991-0.0027561i,-0.020799-0.016181i,-0.036053-0.01077i,-0.031955+0.0055897i,-0.014091+0.0056501i,-0.0033211-0.0047225i,-0.0040559-0.0067493i,-0.0050918-0.0012692i,-0.0044803-0.0031897i,-0.013189-0.016132i,-0.024643-0.025586i,-0.026139-0.026804i
-0.22775-0.080033i,-0.22782+0.11062i,-0.085176+0.32329i,0.10459+0.37166i,0.21093+0.2773i,0.21382+0.14068i,0.1744+0.048063i,0.1396+0.024466i,0.11252+0.011053i,0.059308-0.011331i,-0.0033182-0.0089363i,-0.028811+0.013849i,-0.018657+0.027191i,-0.0064682+0.020971i,-0.0082693+0.010305i,-0.01332+0.010316i,-0.0099224+0.013751i,-0.00022116+0.011616i,0.0061061+0.0025905i,0.0037613-0.002944i,0.0040635+0.0049462i,0.0081841+0.01497i,0.0054677+0.020917i
0.34096+0.045754i,0.39348-0.075718i,0.32826-0.21693i,0.19075-0.27347i,0.046933-0.21257i,-0.058546-0.10286i,-0.11159-0.038215i,-0.11246-0.028786i,-0.097516-0.031406i,-0.073007-0.013114i,-0.025375+0.0033687i,0.014594-0.012629i,0.013443-0.029968i,-0.0040973-0.017568i,-0.005368-0.00068001i,0.00037776-0.0052381i,-0.0040458-0.018236i,-0.015071-0.02106i,-0.022861-0.01311i,-0.021472-0.0051927i,-0.016387-0.0023983i,-0.010923-0.0014819i,-0.002366-0.0048386i
-0.35243+0.036286i,-0.38239+0.08486i,-0.31286+0.13499i,-0.19896+0.17224i,-0.059303+0.14995i,0.040288+0.066791i,0.066526+0.01414i,0.063015+0.019455i,0.054954+0.031762i,0.037346+0.03622i,0.013252+0.04239i,-0.0090149+0.051652i,-0.011215+0.057563i,0.00556+0.045811i,0.014804+0.026341i,0.010736+0.020606i,0.0061187+0.02379i,0.0056534+0.023889i,0.0043414+0.018996i,-0.000384+0.014957i,-0.0010747+0.012079i,0.0019853+0.0070171i,0.00038514+0.0051598i
0.31899-0.14487i,0.35497-0.16065i,0.31862-0.13247i,0.28204-0.10048i,0.23902-0.06963i,0.15085-0.039404i,0.053436-0.03148i,-3.0212e-05-0.037327i,-0.017267-0.031406i,-0.01644-0.018718i,-3.2844e-05-0.017458i,0.018312-0.031171i,0.018141-0.045805i,0.0013791-0.046996i,-0.014506-0.036508i,-0.020444-0.023052i,-0.018864-0.010411i,-0.013565+0.00052813i,-0.0036371+0.0098183i,0.0079111+0.013345i,0.012473+0.0088535i,0.010625+0.0017693i,0.0068594-0.0040156i
-0.27445+0.21896i,-0.3525+0.17068i,-0.36327+0.06869i,-0.30881+0.0045449i,-0.21654-0.052803i,-0.13515-0.087552i,-0.096287-0.063371i,-0.075554-0.021582i,-0.044646+0.0046843i,-0.0079741+0.012927i,0.0097677+0.014102i,0.0044209+0.024855i,0.0019092+0.040141i,0.0067374+0.043324i,0.0082361+0.036843i,0.011447+0.027118i,0.018437+0.016313i,0.021298+0.0046288i,0.015795-0.0076458i,0.0030584-0.013955i,-0.0098986-0.011949i,-0.018939-0.0067323i,-0.02149-0.00062045i
0.13628-0.24638i,0.20126-0.13938i,0.26182+0.049116i,0.29845+0.13097i,0.26538+0.10795i,0.1625+0.055692i,0.062393+0.025584i,0.02746+0.03227i,0.036085+0.029269i,0.025384+0.0018204i,-5.5962e-05-0.019185i,-0.0039941-0.035751i,0.0012148-0.055008i,-0.0037881-0.057456i,-0.010344-0.038558i,-0.013566-0.016329i,-0.015618-0.0042999i,-0.015085+0.0016828i,-0.0079433+0.0072144i,0.0027188+0.0092874i,0.011216+0.010815i,0.016787+0.014367i,0.017943+0.015673i
-0.020702+0.26478i,-0.092609+0.15259i,-0.17379-0.063756i,-0.20464-0.20301i,-0.19792-0.22864i,-0.1836-0.15666i,-0.14274-0.043584i,-0.085003+0.0036034i,-0.057521+0.0042043i,-0.035736+0.019341i,-0.0093627+0.031409i,-0.0066132+0.035565i,-0.017439+0.042964i,-0.018485+0.04143i,-0.0050749+0.028354i,0.012205+0.011897i,0.022288-0.00078362i,0.021879-0.0096252i,0.012967-0.015335i,0.0011054-0.013821i,-0.0078132-0.008378i,-0.010534-0.0063463i,-0.0094854-0.0070786i
-0.12706-0.2208i,-0.057067-0.08906i,0.060758+0.11586i,0.10061+0.20329i,0.083942+0.19063i,0.096881+0.13933i,0.11037+0.064926i,0.085929+0.026073i,0.06786+0.008884i,0.041402-0.020832i,0.0035823-0.027973i,-0.0036934-0.020518i,0.0072731-0.026088i,0.0082405-0.02778i,-0.0017815-0.017763i,-0.014437-0.0062658i,-0.023915+0.0015047i,-0.023803+0.0051998i,-0.013804+0.0077175i,-0.0017393+0.0090488i,0.010396+0.0071066i,0.019147+0.0050229i,0.0206+0.0041246i
0.25672+0.13425i,0.1975-0.0068022i,0.027094-0.19228i,-0.084882-0.23715i,-0.11331-0.17145i,-0.12737-0.086308i,-0.11299-0.02743i,-0.074367-0.028394i,-0.060719-0.028282i,-0.042132+0.0044804i,-0.014055+0.020921i,-0.0085305+0.023648i,-0.014755+0.03039i,-0.013027+0.026037i,0.0009604+0.011586i,0.017988-0.00064627i,0.024479-0.0063641i,0.016472-0.010201i,0.0022066-0.012958i,-0.007101-0.010706i,-0.01547-0.010548i,-0.024611-0.012944i,-0.027621-0.011753i
-0.35981-0.028092i,-0.34314+0.10392i,-0.2008+0.24494i,-0.11849+0.27211i,-0.080087+0.2194i,0.014999+0.12234i,0.06418+0.024915i,0.03669+0.023454i,0.036068+0.043864i,0.033741+0.015519i,0.0084367+0.0047953i,0.0050478+0.0084532i,0.0087573-0.0044993i,-0.005037-0.011822i,-0.0268-0.0083381i,-0.041269-0.0030945i,-0.04001+0.0040768i,-0.022569+0.014564i,0.00041297+0.01727i,0.012406+0.0092108i,0.013685+0.0059128i,0.015513+0.010093i,0.018623+0.01251i
0.41511-0.10987i,0.40029-0.23072i,0.22102-0.24402i,0.12947-0.092773i,0.13684+0.032905i,0.058703+0.044221i,-0.041712+0.042457i,-0.047554+0.032692i,-0.028049+0.0075171i,-0.020493+0.0041399i,-0.0031253+0.0042335i,0.011168-0.00059748i,0.015956+0.0073847i,0.020349+0.021281i,0.025554+0.027796i,0.028289+0.022736i,0.027297+0.0066247i,0.016082-0.014311i,-0.0029007-0.024429i,-0.012794-0.019597i,-0.01234-0.0090078i,-0.011892-0.0022683i,-0.014216-0.0031602i
-0.42186+0.25959i,-0.42712+0.39652i,-0.234+0.3753i,-0.081202+0.19119i,-0.02854+0.03364i,0.028314-0.031i,0.062165-0.060145i,0.051491-0.055763i,0.039432-0.04442i,0.021038-0.041357i,0.0008754-0.020901i,-0.0060452-0.0051163i,-0.010833-0.009874i,-0.014455-0.014671i,-0.013775-0.012662i,-0.012459-0.0057152i,-0.012775+0.0038904i,-0.010592+0.014354i,-0.0066936+0.019722i,-0.0058542+0.016623i,-0.0023392+0.010764i,0.0066678+0.006089i,0.012945+0.0039757i
0.37502-0.38309i,0.39367-0.50024i,0.26009-0.36338i,0.20298-0.074594i,0.20728+0.085584i,0.11152+0.087172i,0.011875+0.077284i,0.0024596+0.061981i,0.0024331+0.032778i,-0.01054+0.023711i,-0.009761+0.009505i,-0.0058869-0.0065295i,0.0032864-0.0039839i,0.016041-0.0038488i,0.017367-0.012917i,0.011801-0.017173i,0.0069024-0.016815i,-0.00067266-0.015486i,-0.0069684-0.010384i,-0.0049197-0.0029577i,-0.0014498+6.1047e-05i,-0.0046119-0.001697i,-0.010151-0.0030119i
-0.28937+0.47602i,-0.29884+0.58952i,-0.14473+0.37763i,-0.025314-0.018423i,-0.019049-0.25414i,-0.019537-0.24141i,-0.015256-0.16803i,-0.038978-0.12067i,-0.054209-0.075354i,-0.0442-0.034468i,-0.025694-0.0040857i,-0.01008+0.0042941i,-0.012385-0.0060322i,-0.027014-0.0049378i,-0.035105+0.010974i,-0.030824+0.021803i,-0.020438+0.025038i,-0.0063407+0.026148i,0.0072314+0.021809i,0.0096291+0.011545i,0.0037555+0.0011881i,-0.00020869-0.0049221i,0.00010371-0.0062756i
0.16965-0.53799i,0.17793-0.65966i,0.069686-0.44512i,-0.016483-0.071492i,-0.0059491+0.14629i,0.004571+0.15604i,-0.016604+0.11424i,-0.022675+0.099367i,-0.0055297+0.092233i,0.013828+0.069342i,0.0082341+0.039083i,-0.0058721+0.028569i,0.0020652+0.027805i,0.017074+0.014717i,0.023573-0.00033975i,0.023251-0.0057238i,0.019805-0.0081674i,0.013128-0.010586i,0.0047671-0.0077251i,0.0014053-0.0016025i,-0.0014789+0.0052135i,-0.0077057+0.012234i,-0.011829+0.015801i
-0.040073+0.54363i,-0.052926+0.65505i,-0.0013191+0.39991i,0.03288-0.016341i,-0.010217-0.23748i,-0.045798-0.20652i,-0.035576-0.11396i,-0.019322-0.068776i,-0.013443-0.050633i,-0.011578-0.030829i,-0.0020676-0.011867i,0.0064585-0.010161i,-0.0066667-0.015913i,-0.027029-0.007658i,-0.033124+0.0058999i,-0.024949+0.0093756i,-0.013214+0.0067876i,-0.0010975+0.003907i,0.009257-0.001206i,0.010054-0.0049836i,0.0072795-0.0032768i,0.011457-0.001286i,0.019244-0.004187i
-0.10344-0.51053i,-0.12198-0.62786i,-0.17796-0.39581i,-0.23061-0.0002691i,-0.17972+0.21409i,-0.072991+0.19739i,-0.01858+0.125i,-0.0026493+0.10153i,0.026454+0.089837i,0.04438+0.052833i,0.031803+0.025278i,0.018558+0.020618i,0.022608+0.017924i,0.033444+0.011354i,0.037431+0.0037441i,0.028246-0.0019115i,0.012246-0.0071792i,-0.0028752-0.012698i,-0.013724-0.013097i,-0.01363-0.0075253i,-0.007007-0.00037388i,-0.0060486+0.0027531i,-0.013198+0.0038516i
0.19777+0.41509i,0.20984+0.54542i,0.19464+0.39036i,0.20107+0.10255i,0.16433-0.070869i,0.081473-0.10536i,0.027692-0.084242i,0.020745-0.071584i,0.011627-0.073852i,-0.010719-0.058803i,-0.017076-0.035339i,-0.013322-0.025103i,-0.017258-0.01915i,-0.023844-0.011117i,-0.02368-0.004463i,-0.015368-0.0016987i,-0.0065939+0.00063923i,0.00019846+0.0056403i,0.0042079+0.0062499i,0.0049004+0.00028042i,0.0049997-0.0079881i,0.0057522-0.013337i,0.0084015-0.010503i
-0.26761-0.30694i,-0.3076-0.42126i,-0.27589-0.29112i,-0.24623-0.032303i,-0.18161+0.12132i,-0.080392+0.12989i,-0.026124+0.083343i,-0.02331+0.059977i,-0.011892+0.055889i,0.0092004+0.038754i,0.013029+0.021379i,0.0099041+0.017911i,0.013248+0.01618i,0.015646+0.009254i,0.010719-1.5142e-05i,0.00027444-0.0047994i,-0.0072766-0.0026595i,-0.009893+0.0021474i,-0.010444+0.006321i,-0.0086239+0.006666i,-0.0085778+0.0066309i,-0.010098+0.010553i,-0.0095243+0.012545i
0.29434+0.18378i,0.34281+0.30084i,0.29995+0.26948i,0.27884+0.1327i,0.23564+0.010335i,0.10801-0.060596i,0.011029-0.061159i,0.009887-0.045248i,0.01548-0.057326i,-0.010125-0.055625i,-0.024838-0.034776i,-0.020921-0.021658i,-0.015555-0.017182i,-0.015896-0.012095i,-0.017956-0.0019646i,-0.011459+0.0071437i,0.0011757+0.0087796i,0.011583+0.0052496i,0.016382+0.00047393i,0.014631-0.0028081i,0.011437-0.0044105i,0.011769-0.0061384i,0.01182-0.0086984i
-0.28226-0.07099i,-0.32971-0.16702i,-0.25345-0.1934i,-0.18252-0.14757i,-0.13011-0.077414i,-0.044528-0.002794i,0.012605+0.021706i,0.0014322+0.017919i,-0.013921+0.029449i,-0.0036151+0.033286i,0.0063699+0.028059i,0.009696+0.026071i,0.007188+0.023537i,0.00551+0.021139i,0.0097178+0.01514i,0.0082451+0.0066477i,0.00041037+0.00039708i,-0.005326-0.005002i,-0.010509-0.0081905i,-0.014815-0.0050289i,-0.015995+0.0029136i,-0.013243+0.0082123i,-0.0090222+0.0096733i
0.23378-0.037514i,0.27588+0.039406i,0.20438+0.12297i,0.14362+0.16064i,0.10867+0.13015i,0.039551+0.061112i,-0.0089104+0.025291i,0.00031836+0.0066485i,0.0064209-0.020162i,-0.013022-0.026207i,-0.023518-0.015491i,-0.01623-0.013612i,-0.0050447-0.019337i,-0.0028566-0.021864i,-0.0084183-0.01598i,-0.0080814-0.0070016i,-0.0038137-0.0043771i,-0.0023072-0.0036537i,-0.00039771-5.3277e-05i,0.0045892+0.00052686i,0.0098306-0.0043931i,0.010749-0.011555i,0.0063986-0.013664i
-0.16288+0.10864i,-0.19483+0.047085i,-0.12388-0.07926i,-0.057979-0.18068i,-0.035445-0.18056i,-0.0082951-0.10401i,0.0047592-0.057204i,-0.01705-0.037805i,-0.03526-0.0056526i,-0.023769+0.019934i,-0.0005288+0.024782i,0.01018+0.017048i,0.0033141+0.01412i,-0.0018105+0.021128i,0.0036658+0.023209i,0.0072752+0.017794i,0.0034376+0.012202i,-0.0041871+0.0064642i,-0.0096495+0.0047672i,-0.0094177+0.0072786i,-0.0082736+0.0074428i,-0.0082982+0.0076985i,-0.008504+0.008902i
0.066906-0.15287i,0.077756-0.10976i,0.0096949+0.034056i,-0.043456+0.17628i,-0.027093+0.20406i,-0.0032661+0.10787i,-0.011844+0.024182i,-0.019142+0.013095i,-0.0030041+0.017824i,0.0091877+0.011892i,0.0029005+0.0069986i,-0.0043807+0.007i,0.0013822+0.001039i,0.0059588-0.013574i,0.0022972-0.021465i,-8.2707e-06-0.017577i,0.00036731-0.0065544i,0.0020447+0.0054755i,0.0049266+0.0097468i,0.0062257+0.0047683i,0.0040735-0.0016724i,-0.00062833-0.0023297i,-0.0031057+0.0019605i
0.018243+0.15749i,0.018084+0.13295i,0.075285-0.0011261i,0.13893-0.14627i,0.13384-0.18631i,0.077988-0.10959i,0.03094-0.027961i,0.0088419+5.7288e-05i,-0.0054132+0.010263i,-0.0073012+0.017118i,0.00012886+0.0071764i,-0.0028701-0.0060503i,-0.015298-0.0019809i,-0.018229+0.010485i,-0.011088+0.012847i,-0.0056682+0.005027i,-0.0028464-0.002414i,0.0017033-0.0053128i,0.0056268-0.0032372i,0.0020528+0.00019579i,-0.0035095+0.0044869i,-0.0002546+0.0098234i,0.0070389+0.0076783i
-0.097697-0.12952i,-0.12028-0.12727i,-0.17185-0.016433i,-0.21841+0.11836i,-0.18645+0.15294i,-0.11959+0.085416i,-0.083423+0.030695i,-0.050281+0.030796i,0.0044451+0.029382i,0.034721+0.0057563i,0.026794+1.0816e-05i,0.022007+0.012467i,0.02938+0.008188i,0.025337-0.0069628i,0.011761-0.0101i,0.0044347-0.0044724i,0.0053667-0.00039772i,0.0079504+0.00027792i,0.010221-0.0015757i,0.010649-0.0025889i,0.0083081-0.0019431i,0.0044978-0.0039898i,-0.00097954-0.0058054i
0.14889+0.083007i,0.18146+0.1026i,0.22255+0.035697i,0.2698-0.078436i,0.23928-0.14396i,0.13722-0.11391i,0.069013-0.041467i,0.052437-0.0075885i,0.029243-0.00981i,-0.0027912-0.0098616i,-0.018409-0.0085058i,-0.023145-0.0088713i,-0.02631-0.0014686i,-0.024451+0.0084222i,-0.018695+0.010274i,-0.015353+0.0078594i,-0.012659+0.002139i,-0.0091894-0.0073679i,-0.0070145-0.012983i,-0.003674-0.010423i,0.0016058-0.0039259i,0.0067174-0.0011133i,0.0091295-0.0026332i
-0.18269-0.024458i,-0.2357-0.051735i,-0.27158-0.029495i,-0.30685+0.034016i,-0.27202+0.08304i,-0.15073+0.081302i,-0.056622+0.035292i,-0.03193-0.0011483i,-0.014647-0.012858i,0.0064393-0.016482i,0.017172-0.0062541i,0.027232+0.003694i,0.031234-0.0045117i,0.021263-0.012865i,0.010254-0.0097263i,0.00503-0.0037684i,-0.0008796+0.0015259i,-0.0080859+0.0050912i,-0.012488+0.0045881i,-0.011716+0.0017508i,-0.0087956-0.00085515i,-0.0097557-0.0023491i,-0.013773-0.00076735i
