-0.0012864-0.0011237i,0.00068603-0.001259i,0.00052245-4.2621e-05i,-0.00033569+0.00036979i,-0.00079454+0.00086417i,-0.0003166+0.00082731i,0.00041564+3.0996e-05i,7.4413e-05+0.0005192i,0.00054198+0.0012166i,0.0010509+0.0010084i,0.00022177+0.00038354i,-0.00065615-0.00020937i,-0.00066915-0.00081112i,-0.00045728-0.00052049i,0.00033251-0.00021887i,0.00045445-0.00094727i,0.00059683-0.00026046i,0.00066877+0.00049066i,0.00018118-8.3561e-05i,-0.0004788-0.00074056i,-0.00074993-0.00060729i,-0.00012141-0.000666i,0.00038528-0.0010129i
0.0017071+0.00047211i,0.0024823+0.00032252i,0.0019195+0.00059117i,-0.00015824+0.00025173i,-0.0011604+0.00047478i,-0.001715+0.00085586i,-0.0013918+0.00049751i,-0.00046706+0.00069898i,-0.00031901+0.0006291i,7.8471e-05+0.00012767i,-0.00019396-0.00044648i,-0.00023183-0.00036689i,2.5163e-05-0.00047563i,0.00044415-0.0007089i,0.00059056-0.00012781i,-0.00018924+0.00032334i,-4.5618e-05+0.00044986i,0.0001775+0.00022054i,0.00033776+0.00022107i,0.00033433+0.00016084i,-0.00041059+0.00014974i,-0.00087805+0.00071197i,-0.0010689-7.2772e-05i
-0.0011958-0.0018195i,-0.0015594-0.0010752i,-0.0024197-0.0013832i,-0.0018419-0.0011191i,-0.00062377+0.00046346i,0.00027379+0.00085745i,0.00062233+6.8707e-05i,-0.00018074-0.00058477i,-0.0009045-0.0010357i,-0.00065798-0.0004078i,0.00031803+0.0010272i,0.00084021+0.0012372i,4.0068e-05+0.00060478i,-0.00015959-6.4947e-06i,0.00022683-0.00035653i,-8.6981e-05-0.00046724i,0.00022165-0.00051084i,0.00057274-0.00040633i,-0.00024469-0.00027142i,-0.00054504-0.00073331i,-1.4086e-05-0.00065068i,0.00081275-0.00055067i,0.00068482-0.00043587i
0.0013908-0.00031287i,0.0022762-0.00040752i,0.0016753-0.0005126i,0.00042297-0.0012459i,-0.00035018-0.00096038i,-0.00034649+0.00015327i,-0.00036134+0.00022726i,-0.00028943+0.00036683i,-0.0004031+0.00057755i,-8.4117e-06+0.00028416i,0.00025382+0.00013947i,-2.7951e-05-0.00067287i,-0.00027549-0.0010968i,-0.00041426-0.00019701i,-0.00030988+0.00059862i,0.0003876+0.00081883i,0.00051803+0.00092124i,0.00070665+0.00053538i,0.00073541+0.00018812i,0.00051182-0.00018438i,0.0007215+0.00015367i,0.00086942+9.0566e-05i,0.00023523-0.0002765i
-0.00049754+0.0011954i,0.00046929+0.0013327i,-0.00024808+0.00065411i,-0.00087432-0.00060459i,-0.00032234-0.00059576i,0.00031099+0.00015815i,0.00036567+0.00034677i,-0.00019222+0.00040194i,-0.00082598+0.00092568i,-0.00039053+0.00090006i,0.00015967+0.00023402i,-5.4954e-05-0.00024222i,-0.00013205+0.0002344i,-0.00046115+0.00083128i,-0.00024089+0.00050879i,5.3026e-05+0.00025339i,0.00018692+0.00022706i,0.00085557+0.00049316i,0.00064035-0.00014191i,-2.8827e-05-0.00084157i,-0.00052246-0.00044567i,-0.00019912-3.5382e-05i,-0.00018762+0.00026563i
0.0026657+0.00068847i,0.0023013+0.0012387i,0.0012263+0.00079868i,-5.509e-05-0.00011032i,-0.00077132+1.2722e-05i,-0.00049253+0.00058791i,-4.7331e-05+0.00096461i,-0.00014024+0.00088945i,-0.00036549+0.00054718i,0.00012817+0.00040852i,0.0010449+1.3625e-05i,0.0010278-0.00067146i,0.00073185-0.00032563i,0.00071177-4.5638e-05i,0.00046921+0.00021083i,0.00034273+0.00082161i,0.00088486+0.00079658i,0.0010541+0.00025229i,0.00083678-5.0524e-05i,0.00012924-0.00079085i,-0.0006734-0.0013373i,-0.00099858-0.00061668i,-0.00053908-0.00016729i
-0.00074168-0.00055945i,-5.7861e-05-0.0020448i,0.00056912-0.0020643i,-0.00048566-0.001458i,-0.0012453-0.00022875i,-0.00069358+0.00076097i,5.4717e-05+0.0011104i,0.00042613+0.0012586i,0.00049784+0.0011848i,-0.00010685+0.00082609i,1.3832e-05+0.00048452i,0.00030294-7.1883e-05i,0.00032292-0.00039382i,0.00048053-0.00019205i,2.8429e-05-0.00036124i,8.6185e-05-0.0006357i,0.0010535+0.00010675i,0.0013417+0.00069715i,0.00032889+0.00039683i,-0.00027142-0.00034243i,0.00031207-0.00048536i,0.001038-0.0002485i,0.00095099-0.00026568i
0.0021238+0.00042151i,0.0016711+0.0010319i,0.00060551+0.0010702i,-0.00077959+0.00083014i,-0.0014315+0.0006321i,-0.0011363+0.0002867i,-0.0014764+0.00053479i,-0.0015024+0.0010121i,-0.0001059+0.0012148i,0.00056521+0.00071087i,-0.00031414+0.00015538i,6.2662e-05+0.00038593i,0.00085005+0.00047681i,0.0012166+0.00063894i,0.0014997+0.0008488i,0.00028868+0.00071733i,-0.00019869+0.00040644i,0.00027491+0.00053184i,0.00039599+0.0010863i,-0.00024842+0.0010789i,-0.00032416+0.00028737i,6.7421e-05-3.767e-05i,-0.00041159-0.00043595i
0.00045009+0.00265i,0.00015409+0.001088i,0.00080835-0.0010986i,0.00068675-0.0026524i,-0.00062491-0.0021966i,-0.001031-0.0015557i,-0.00048064-0.0011872i,0.00025637-0.00073884i,0.00059454+0.00024955i,0.0004376+0.0010967i,0.00035788+0.00091404i,0.00040069+6.5818e-05i,0.00030209-7.042e-05i,-0.00043857+0.00028917i,5.986e-05+0.00042393i,0.0007278+0.0011881i,0.00054563+0.0010224i,0.00097061-0.00021198i,0.00065917-0.00077656i,-0.00022481-0.00041295i,-0.00041341+0.00038489i,-0.00058878-7.5967e-06i,-0.00021478-0.00090811i
0.0015527-0.003141i,0.001998-0.0019137i,0.0013921-0.0012732i,-0.00035488-0.00036321i,-0.0014969-5.3238e-05i,-0.00098738+0.00066081i,-0.00094998+0.00081423i,-0.00067922+0.00085278i,-0.0004556+0.0010919i,-0.00052742+0.00033595i,5.9364e-05-0.00064715i,0.00078508-0.00068826i,0.00090921-6.8487e-05i,0.00028405+0.00084775i,0.00064524+0.0014031i,0.001346+0.0011335i,0.00041818+0.00079145i,-0.00052494+0.00081881i,-0.00039646+0.00066558i,-0.00017482+0.00062277i,0.00016092+0.00030413i,-8.9944e-05+0.00032932i,-0.0010836+0.00019005i
0.0007074+9.8669e-05i,0.0013017+0.00016813i,0.00037177-0.00082888i,-0.0014692-0.00027852i,-0.0019032+0.00085674i,-0.0012101+0.00080664i,-0.0010448+2.0712e-05i,-0.00078723+0.00011952i,-0.0012123+0.0012562i,-0.00086416+0.0010688i,0.0013352+0.0004922i,0.0018888+0.00071302i,0.0011275+0.00010135i,0.00070645-0.00030579i,0.0004225+0.00010437i,0.00053372+6.5721e-06i,0.0012292-0.00014146i,0.0017504-3.5847e-05i,0.0010425-2.3129e-06i,0.00055701+0.00060541i,0.00017651+0.00029187i,0.00027658-0.00072216i,0.00045185-0.0006311i
-0.00010685-0.0012259i,0.00026067-0.00083048i,0.00052774-0.00078697i,-0.00024487-0.00086519i,-0.00079709-0.00012029i,-0.00041022+0.00033473i,0.00045052+0.00035514i,0.00057124+0.00066354i,-0.00020877+0.00027793i,-2.413e-05-1.024e-05i,6.1546e-05+0.00032009i,-0.00038276+0.00044639i,6.5514e-05-0.00049319i,0.00054465-0.0017321i,0.00073833-0.0010589i,0.00051651-0.00021333i,0.00024045+5.0707e-06i,-5.5964e-05-0.00026295i,0.00052826-0.0005053i,0.00087493-0.00035547i,0.00055202-0.00033039i,0.00065736+0.00011607i,0.00024549+0.00076115i
0.0018521+0.00047055i,0.0021222+0.00059296i,0.0016461+5.7507e-05i,-0.00034222+0.00011355i,-0.0012926+0.001197i,-0.00078802+0.0010994i,-0.0008544-6.984e-06i,-0.00035494+0.00022777i,-0.00010369+0.00068448i,0.0004598+0.00086569i,0.00040614+7.8202e-05i,0.00033524-0.0011971i,0.0007792-0.00096957i,0.00073348-1.8709e-05i,0.00037937+0.00030317i,0.0006583+0.00033977i,0.0017912+0.00057478i,0.0014252+0.00071033i,0.00036162+0.00010323i,-7.3703e-05-0.00071168i,-8.3217e-05-0.00075778i,0.00018004-0.0008289i,7.929e-05-0.00029491i
0.0012698+0.00077045i,0.0024552+0.00024861i,0.002019-0.00035045i,0.00069852-0.00060247i,4.903e-05+0.00014721i,-0.00014921+0.00081486i,-5.2369e-05+0.0005329i,-0.00015345-0.00015744i,-0.00015202+0.00014335i,-0.00055813+0.00085651i,-0.00078935+0.00048392i,0.00021967-0.00035812i,0.00025978-0.00045816i,0.00023856-2.385e-05i,0.00026565-0.00012426i,-0.00019427-0.00079996i,0.00054393-0.00067491i,0.0014213-0.00040955i,0.0012187-0.00015587i,0.00041137+0.00032986i,0.00024584+0.00029197i,0.000112-0.00020383i,-0.00027309+0.00033095i
0.000614-0.0018855i,0.00094817-0.0017041i,-0.00012699-0.0023653i,-0.0017759-0.0012883i,-0.0024401+0.00089496i,-0.0019837+0.0013196i,-0.0013062+0.00043958i,-0.00059846+9.9101e-05i,0.00011746+0.0010369i,0.00037048+0.0015873i,3.8357e-05+0.0003966i,0.00015266-0.00037115i,0.00045922+9.6846e-05i,0.00047162-0.00023285i,0.000393-0.00051451i,-0.00026653-0.00040373i,9.9684e-05-9.0853e-05i,0.00055062-8.6522e-05i,-0.00010009-0.00066414i,-9.5246e-05-0.0004222i,0.00070667+0.00053663i,0.00097268+0.0004361i,0.00063083+0.00014195i
0.0023374+8.737e-05i,0.0015258-3.1503e-05i,0.00038994-0.00085633i,-0.0002665-0.00026944i,-0.00090494+2.7924e-05i,-0.0014521-5.7124e-05i,-0.0015211+0.00054762i,-0.0012818+0.00091407i,-0.00097027+0.0010058i,-0.00053969+0.00059354i,-9.2566e-05-1.2741e-05i,-0.00036384-0.00025044i,-0.00027578+0.00022006i,0.00044246+0.00053304i,0.00089735+0.00055104i,0.00078706+8.1485e-05i,0.00073791+1.2084e-05i,0.00072759+0.00026307i,0.00023073-0.00054703i,-0.00030168-0.00049286i,-0.00040394+0.00017902i,0.00026295+0.00019917i,0.00064971-0.00026759i
0.0017929-1.5894e-06i,0.0022214+8.176e-05i,0.0005077-0.00023061i,-0.0020111-0.00059709i,-0.0019324-0.00014279i,-0.00058369+0.00047915i,-0.00025436+0.00047906i,-0.00071928+0.00037688i,-0.0007045+0.00088826i,0.00027717+0.00072841i,6.5377e-05+0.00041866i,-0.00084181-0.00052747i,-0.00051023-0.0012233i,-6.0157e-05-4.1312e-05i,0.00032137+0.00061852i,0.00035492+0.00020948i,-0.00014271+0.00029843i,1.374e-06+0.00027172i,-0.00068617-0.00015171i,-0.00079985-0.0010318i,-0.0001045-0.0012013i,-0.00024441-0.00062863i,-0.00037679-0.00066257i
0.00058607+0.0021105i,0.00033775+0.0012589i,0.0005032+5.7656e-05i,0.00053316-0.00082603i,-0.0002977-0.00061671i,-0.00099247+2.2481e-05i,-0.00057709+0.00037696i,-0.00044245+0.00042748i,8.868e-05+0.00047289i,0.00097068+0.00057219i,0.00049237+6.7696e-05i,0.00023688-0.00091868i,0.0005528-0.0010028i,0.00040527+1.2492e-05i,-0.00019917+0.00053927i,-0.0009918+0.00022129i,-0.00091191+2.0319e-05i,0.00029265-0.00048574i,0.00069689-0.0011454i,3.4752e-05-0.001522i,0.00017602-0.00077361i,0.00022493-0.00013611i,-0.00010938+0.00060969i
0.0015676+0.00024021i,0.00089562+2.7322e-05i,-5.3678e-05-0.00015475i,-0.0012936-0.00087478i,-0.0018056-0.00015744i,-0.0012324+0.00077093i,-0.00062378+0.00032037i,-0.0006334+0.00076182i,-0.00036415+0.0010957i,0.00011256+0.0013274i,0.00053608+0.0012829i,0.0008196+0.00025666i,0.0011473-0.00019841i,0.00078088-0.00035634i,0.00063601-9.7405e-05i,0.00088237-1.8727e-05i,0.00033446-0.00028536i,-0.00028164-0.00033133i,0.00044807+6.5061e-05i,0.00067794+0.00072121i,5.8404e-05+0.00053304i,-0.00019226-0.00052145i,-0.00028034-0.00062784i
0.00057355+0.00030399i,0.00019202+0.0007049i,-0.00012149+0.00021518i,-0.00094819-0.00047321i,-0.0013348-0.00059201i,-0.00076583-6.2543e-05i,-0.000336+4.1014e-05i,-0.00052717-7.9919e-06i,-0.00058095+0.00048159i,-0.00015229+0.00065083i,1.9064e-05-0.00012807i,0.00029197-0.00080302i,0.0005154-0.00049216i,0.00037976-0.0001942i,-5.3874e-05-9.2466e-05i,-0.00013691-9.9601e-05i,0.00019104+0.00024024i,0.00014024+0.0016501i,-0.00035464+0.001334i,-0.00054323-6.4033e-05i,-0.00028415-0.00029648i,-2.0751e-06-0.00034156i,0.00019761-0.0010801i
0.00096548-0.0014699i,0.00081441-0.00014151i,-0.00019813+0.00025598i,-0.0013707-0.00034619i,-0.0022006+0.00056484i,-0.0016266+0.0011342i,-0.00062374+8.2032e-05i,0.0002738-0.00014577i,0.00043617+0.00069406i,-9.4824e-05+0.00069962i,-0.00018154+3.3107e-05i,0.00076942-0.00019126i,0.0015936-3.7084e-05i,0.001317+0.00014751i,0.00033049+0.00011244i,7.0697e-05+0.00040735i,0.00034215+0.0011298i,5.6781e-05+0.00081473i,-0.00042428+0.00034823i,-0.00026538+0.00081098i,6.5711e-05+0.0012027i,-0.00059572+0.0006012i,-0.00091181-0.00013161i
0.00030796+0.001476i,-1.1252e-05+0.0012352i,0.00066234+0.00071683i,0.0003491-0.00074725i,-0.0013054-0.0014632i,-0.0015018-0.0011786i,-0.001243-0.00051026i,-0.00049626+0.00028002i,0.00021046+0.0014411i,0.0002207+0.0020885i,0.00026359+0.0017103i,-9.3009e-06+0.0013094i,-8.3499e-05+0.00063748i,0.000291-0.0001827i,0.00063209+8.6833e-05i,0.00025088+0.001566i,0.00010342+0.0020111i,0.00093818+0.00080747i,0.00039582+0.00027477i,-0.00099087+0.00025864i,-0.00038556+0.00022249i,0.00022409+0.00022982i,-0.00044946+1.8166e-05i
0.0019132+0.00010612i,0.0017581-0.00050362i,0.00040265-0.001404i,-0.0010218-0.0016298i,-0.00062992-0.0011928i,8.2014e-06-0.00057186i,0.00069271-1.7932e-05i,0.00072928+0.00071821i,0.00016444+0.0016039i,0.00026222+0.0016776i,0.00021921+0.00099872i,0.00023844+0.0004436i,0.00020616-5.3974e-05i,-0.00068858+0.00039755i,-0.00043614+0.0016167i,0.00057928+0.0014379i,0.00084999+0.001252i,0.0011662+0.00099216i,0.00052437+0.00048836i,-0.00038262+0.0001436i,-0.00028459+0.00010926i,-9.2061e-05-0.00027029i,-0.00017957-0.0002215i
-0.00055802+0.00040821i,-0.00019168+0.00050458i,-0.00059131-0.00021397i,-0.00099675+9.2926e-05i,-0.0011845+0.00077425i,-0.00075473+0.00013142i,-0.00029835+2.2966e-05i,-0.00029857+0.00063595i,-0.00011239+0.00051626i,-3.83e-05+0.00058032i,-0.00054502+0.001179i,-0.0007658+0.00077045i,-0.00072392-7.7141e-05i,-0.00056734-1.7105e-05i,-0.00061141+0.00070711i,-0.00059765+0.0011888i,-0.00025899+0.0010601i,0.00016879+0.00040489i,0.00026907-0.00049655i,0.00019359-0.00079397i,-0.00010537-0.0003051i,-0.00056619+0.00013857i,-0.00059274+0.00034964i
0.0013816-0.00036541i,0.0022209-0.00079262i,0.0016918-0.00075762i,0.00070241-0.00080131i,-0.00050163-0.00057282i,-0.00099752-0.00048276i,-4.9406e-05+7.7071e-05i,0.00086121+0.00067689i,0.00051595+0.00079175i,0.00025795+0.00035523i,0.00073697+0.00061267i,0.00069581+0.00083803i,0.0004392+0.00066909i,0.00019553+4.0404e-05i,-0.00013593-0.00013044i,0.00027305+0.00057636i,0.00080104+0.00049802i,0.0010251+0.0006283i,-3.0398e-05+0.0010311i,-0.0011085+0.00089417i,-0.001055+9.4292e-05i,-0.00046488-0.00036069i,-6.8307e-05-0.00030532i
0.00037677+0.00036602i,0.00093984+0.00012173i,4.627e-05-0.0015901i,-0.0011241-0.0013471i,-0.0015456-6.171e-05i,-0.00043358+0.00019052i,0.00028097-0.00081661i,-0.00062403-0.0010163i,-0.0011502-0.00022292i,-0.00014767+0.00043774i,0.00041469+0.00074905i,0.0007591+0.00067482i,0.00094251+0.00044477i,0.00047878+0.0001586i,-0.00036236+0.00031732i,-0.0011477+0.00022772i,-0.00062109+0.00011702i,0.00040939-7.095e-06i,0.00045424+6.9787e-05i,0.00032961-4.141e-05i,0.00095503+9.7707e-05i,0.00088027+0.00062088i,5.9295e-06+0.00080472i
0.0011967+0.00022153i,0.00092804-0.00058944i,0.00071956-0.00075528i,0.00026046-0.00077367i,-5.3358e-05-0.00043349i,-0.00064069-0.00019871i,-0.0012715+0.00042255i,-0.0014863+0.0013319i,-0.00072885+0.0013206i,5.2222e-05+0.00061667i,2.7882e-05+0.00010371i,0.00034757+0.00075698i,0.00034836+0.0011808i,-6.2906e-05+0.00044702i,0.00036032+0.00043316i,0.001025+0.0012796i,0.00095846+0.0015867i,0.00044413+0.0013135i,0.00022322+0.00054998i,-5.4074e-05-0.0010165i,-0.00025909-0.0012237i,-0.00050577-0.00035241i,-0.00069504+1.63e-05i
0.00054239+0.00050256i,0.0020733-7.489e-05i,0.00090007-0.00010604i,-0.0010607+0.00031162i,-0.0011945+0.0009245i,-0.00047623+0.00138i,-0.00094756+0.00060401i,-0.0014899+0.00061994i,-0.0012321+0.0010851i,-0.0010148+0.0008648i,-0.00052897+0.0011448i,-0.00039338+0.0010568i,-0.00063351+0.00052192i,-0.00010178-6.1586e-05i,-0.0002076-0.00033464i,-0.0011613-0.00029103i,-0.00064225+0.00058117i,0.00037305+0.0010431i,0.00053548+0.0007633i,7.6476e-05+0.00056102i,0.00043522+0.00032169i,0.00073637+7.1047e-06i,2.2518e-05-4.036e-05i
-0.00016064+0.0010083i,0.00020168+0.00076148i,0.00048268-0.00037212i,0.00063475-0.0014094i,-0.00038719-0.0011027i,-0.00060948+0.00032198i,-0.00018401+0.00029173i,-0.00072674-0.00028695i,-0.00098565+0.00030057i,-0.00025323+0.00062015i,0.00061775+0.00068445i,0.00092347+0.00044178i,-0.00010837+0.00072741i,-0.00055684+0.00086491i,0.00017315+0.00084916i,0.0011013+0.0013088i,0.0013876+0.0018304i,0.00054741+0.0013291i,0.000425+0.0003384i,0.00040844-0.00023786i,0.00017341-0.00058546i,-6.11e-05+5.2423e-05i,-0.00029072+0.00065996i
0.0023123+9.4638e-05i,0.0022925+1.8764e-05i,0.0014053-0.00028911i,-2.6225e-06-0.00080344i,-0.0009126-0.0011648i,-0.00073427-0.00096102i,-0.0009848-0.00023151i,-0.00067246+0.00038969i,-0.0004683+0.00085161i,-0.00045049+0.00082579i,0.00013384+0.00048584i,0.00055001+0.00048223i,0.00056763+0.00049544i,0.00032303-4.8723e-05i,-0.00031464-0.0001908i,-0.00024906+0.00035678i,0.00059277+0.0010528i,0.0012063+0.00072251i,0.00060646-0.0001638i,-0.00024264-0.00045622i,-0.0003695+2.4172e-05i,-1.9933e-05+3.1664e-05i,0.00076458-0.00023692i
0.0021913+0.00043694i,0.001828-0.00050963i,0.0021151-0.0014289i,0.00082678-0.0013989i,-0.0011282-0.0013815i,-0.0014053-0.00040547i,-0.0015646+0.00041236i,-0.0010876+0.00077975i,9.3478e-05+0.0011865i,0.00018971+0.00050991i,-0.00034012-0.00030091i,-1.8027e-05+0.00055922i,0.0010563+0.00065486i,0.0010242+0.00033067i,0.00052637+0.00019475i,0.0011731-0.0001045i,0.0015502-0.00024614i,0.0010925-0.00030995i,0.00039185-5.9004e-05i,0.00013535+3.1419e-05i,4.2947e-05-2.8066e-05i,-0.00033017-0.00020408i,0.00033761+0.00030276i
-0.0006051-0.00013555i,8.3432e-05+0.00097073i,0.00032651+0.00070307i,-0.00011614-0.00039619i,-0.00032451-0.00019382i,-1.8793e-06+4.9644e-05i,-0.00021925-0.00024652i,-0.00065115-1.0013e-05i,-0.00043995+0.00071597i,6.4916e-05+0.00045779i,0.00043015-0.00013406i,-0.00027139+0.00031071i,-0.00041058+0.00015673i,0.00020379-2.0951e-05i,0.00032219+0.00046218i,0.0001928+0.00051701i,-8.7649e-05+0.00044381i,-0.00023305+0.00042596i,0.00023719+0.00047805i,0.0010116+0.00029657i,-9.9543e-05+0.00046447i,-0.0010696+0.00034942i,-0.00040565+2.896e-05i
0.0016904+0.00040762i,0.0020176-0.00055258i,0.0015746-0.00089429i,6.7262e-05-0.00044991i,-0.00080914-0.0013468i,-0.0011476-0.001713i,-0.0013746-0.00070596i,-0.00082405-0.00039744i,5.0085e-05+3.9252e-05i,0.0010458+0.00024652i,0.00099191+4.9763e-05i,0.00040504-0.00011922i,7.0935e-05+2.7279e-05i,-0.0008288+0.00085198i,-0.00063908+0.0010269i,-0.00026387+0.0004153i,-0.00048058+0.00079216i,-0.00012146+0.000764i,-9.252e-05-8.2315e-05i,-0.00034378-0.00017479i,-0.00013653-0.00012549i,8.6309e-05+0.00022404i,-0.00033187+0.00015606i
0.00075757+0.001064i,0.00049362+0.00084963i,0.000763-0.00069146i,-0.0003878-0.0010023i,-0.0014608-0.00036217i,-0.0017955+0.00034204i,-0.0010936+0.0010348i,1.6807e-05+0.0013362i,0.00066964+0.0010419i,0.00035219+0.00026529i,0.00030542-0.0006873i,0.00071423-0.00052529i,0.0011237-0.00055559i,0.00099222-0.00059955i,0.00053821-0.00026767i,4.9754e-05-0.00044735i,-0.00077988-0.00077096i,-0.00095085-0.00045887i,-0.00097073+0.00018786i,-0.00085659+5.8813e-05i,-0.00037629-0.00038882i,0.00036581+3.0923e-05i,0.00042681+0.00034958i
0.001223-0.00059992i,0.00063358-0.00038298i,0.00021914+6.2994e-05i,-0.00011742+0.0010727i,-0.0008124+0.00043816i,-0.00062835-0.00066588i,-0.00025818-0.00053958i,5.3939e-05-0.000383i,0.00023642+9.5701e-05i,7.0817e-05+0.00054465i,-3.2356e-05+0.00059077i,5.1151e-05+0.00012521i,0.00019355-0.00044831i,0.00012883-0.00070366i,-9.4536e-05-0.00033874i,-0.00025603+5.6197e-05i,1.4144e-05+0.00017255i,-4.1511e-05+0.00037243i,0.0004014-2.485e-05i,0.00052329-0.0011701i,-0.00032704-0.00082357i,-8.0913e-05-0.00013567i,-6.1098e-05-7.1824e-05i
0.00046287+0.0008845i,0.0016206-0.00014417i,0.0013132-0.00051439i,0.00030074-0.00060073i,-0.00060202-0.00038472i,-0.00070542-0.0004906i,0.00054046-0.00038649i,0.00048427+0.00061316i,0.00050762+0.0011363i,0.0009768+0.00090408i,0.00075826+0.00045155i,0.00041906+0.00033544i,0.0003606+0.00065579i,0.0003985+0.00035104i,0.00091179+4.0089e-05i,0.00030562+0.00048243i,-0.00064067-0.00020281i,-0.00038837-0.00036555i,2.2573e-06+0.00025301i,0.00014036-0.00014124i,0.00029865-0.00073484i,-6.0521e-05-0.00099935i,-0.00063078-0.0012841i
-0.0007142+0.0003748i,-0.00062861+0.00013972i,-0.00070454+0.00042915i,-0.00096453+0.00055048i,-0.00094819+0.0004569i,-0.00052761+0.00015494i,-0.00034327+3.4602e-05i,-0.00063995+0.00049679i,-0.0002797+0.00073325i,0.00045177+0.00057062i,0.00057848+0.00060326i,0.00016637+0.0005699i,-6.9305e-05+0.00034583i,2.4424e-05+0.00031059i,-4.3877e-05+0.00086362i,0.00013498+0.00084646i,-0.00010852+0.00075187i,-0.00063199+0.0011484i,-0.0014241+0.00061456i,-0.0014971+0.00011665i,-0.00015799+0.00044869i,-0.00010143+0.00015197i,-9.074e-05-0.00040924i
-0.00072887+0.00063197i,0.0005467-0.00038554i,0.001339-0.00080322i,0.0019764-0.0007514i,0.0017148-0.00046609i,0.00015853-0.00065988i,-0.0011014-0.000661i,-0.0012414+0.00036507i,-0.00022163+0.0018042i,0.0002026+0.0012825i,0.00037772-0.00014226i,0.00040739-0.00034473i,0.00025268+0.00033053i,0.00029027+0.00061691i,0.00020379+0.00030927i,-0.00055562+0.00019317i,-0.00066696+9.7616e-05i,0.0004333+2.319e-05i,0.00052968+8.9634e-05i,0.00028484+8.3993e-05i,0.00050659-7.5545e-05i,0.00059494-0.00077783i,0.00053172-0.0009822i
0.0027049-0.000465i,0.0020779-6.4962e-05i,0.0004155-0.00094687i,-0.0014479-0.0014679i,-0.0026414-0.0005586i,-0.0014872+0.00017339i,-3.9905e-06+0.00021964i,-8.4511e-05+0.00040802i,7.7665e-05+0.00031794i,0.00029903+2.2696e-05i,2.6332e-05+5.5774e-05i,7.5311e-05+0.00014087i,0.00018651+0.00053916i,0.00047125-0.00015667i,0.00076825-0.00053733i,0.0010355-3.3085e-05i,0.00059634-0.00017227i,0.00030085-0.00038119i,0.0002156-0.00028881i,-0.0001415-0.00042272i,2.0791e-05-0.00030381i,-0.00058385+0.00032737i,-0.00076001+0.0012818i
-0.0019439+0.00063198i,-0.00041531+0.00015857i,0.00036028-0.00031073i,-0.00029437-0.00065265i,-0.0008484-0.00014256i,-0.00056457-1.9648e-05i,-0.00041342+0.00040735i,-0.00066311+0.0011345i,-0.00034144+0.0016295i,0.00040658+0.0012232i,0.00058285-0.00039938i,0.00047959-0.0018155i,0.00063948-0.00077673i,0.00027743+0.00015355i,-4.9606e-05-0.00010247i,-0.00047656+0.00028247i,-0.00064696+0.00059571i,-0.00064175+0.00075048i,-3.8292e-05+0.00037919i,0.00060185+0.00026751i,0.00076225+0.00032942i,0.0011025-0.00013272i,0.00058612+0.00020896i
0.0020895-0.00015663i,0.00043599-0.00043651i,0.00041939-0.00013598i,-0.00047713-0.00046638i,-0.001359-0.0003107i,-0.00087368+0.00046508i,-0.00075822+0.00025872i,-0.00074653-0.00059566i,-8.9428e-05+7.2166e-05i,0.00016186+0.00066798i,0.00010087+2.3532e-05i,0.00071424-0.00030504i,0.0012143-0.00055795i,0.00076884-0.00023802i,-7.6471e-05+0.00010901i,-0.00012403+8.0188e-05i,-6.8646e-05+0.00021682i,-0.00053281+0.00035187i,-0.00072135-0.00031051i,-4.5516e-05-0.00027744i,0.00018598+0.00017618i,0.00045563-5.7023e-05i,0.00022135+0.00031887i
0.00034278+0.00076527i,0.0010491-0.00052969i,0.0002429-0.0022344i,-0.0011621-0.0020506i,-0.00099748-0.0014545i,-0.00014382-0.0017997i,-4.0502e-05-0.0010612i,-0.00059245-0.0002989i,2.3191e-06+0.00025913i,0.00047297+0.00098106i,0.00034409-1.284e-05i,0.00044374-0.00080372i,0.00028989-0.00073373i,0.00057551+0.00020973i,0.0011124+0.00056801i,0.00069076+0.00078863i,-0.00011026+0.00075827i,-0.00010897+0.0003003i,-0.00028182+0.0002029i,-0.00017999+0.00026504i,0.00049504+0.0010281i,0.00021624+0.0010327i,-0.0006509+1.8107e-05i
0.00067417-0.0021166i,0.00041213-2.7422e-05i,-0.00059974-5.3606e-05i,-0.0017436-0.00010007i,-0.001776+0.00094121i,-0.00096587+0.0019227i,-0.00048199+0.00027984i,-0.00042292-0.00035594i,-0.00075508+0.00096336i,-0.00031201+0.0013313i,0.00017946+0.0010978i,0.00013667+0.00079031i,-0.00015222+0.00043615i,0.00035058+4.2055e-05i,0.00049864-0.00023871i,0.0005455+8.8446e-05i,0.00050762-0.00016957i,0.00025815-0.00092925i,0.00019017-1.2981e-05i,-7.942e-05+0.0004738i,0.00040905+0.00023681i,-5.2453e-05+0.00052981i,-0.00058379+0.00058895i
