-0.00093788+0.0013884i,0.00043302+0.00049441i,-0.0011863-2.8714e-06i,-0.0017548+9.8369e-05i,-0.00091107+0.00055711i,-0.00064386+0.0022689i,-0.00067873+0.0042279i,-0.00046758+0.003375i,0.00038578+0.0011725i,0.0014426-0.00029024i,0.0018512-0.00065074i,0.0008588-0.001016i,-0.00055074-0.00011444i,-0.00067906+0.00081864i,-0.00086576-9.5073e-06i,-0.00084509-0.00078398i,-3.4134e-05-0.00052489i,-0.00014021+3.4041e-06i,-0.00042302-0.0001797i,0.00018151-0.0007581i,0.0006134-0.0010708i,0.00027867-0.0012291i,-0.0005663-0.00067378i
0.067698-0.049574i,0.081069-0.10715i,-7.5843e-05-0.13234i,-0.093165-0.051521i,-0.076685+0.030835i,-0.040498-0.028326i,-0.066967-0.1262i,-0.070626-0.11318i,-0.0095898-0.037135i,0.046362+0.0093083i,0.057585+0.01774i,0.039753+0.015464i,0.014312+0.02005i,-0.003314+0.020633i,-0.011105+0.0055908i,-0.016507-0.017849i,-0.0213-0.037357i,-0.019166-0.040847i,-0.00463-0.027496i,0.018477-0.014556i,0.031337-0.011884i,0.027703-0.011972i,0.01926-0.0093256i
-0.05219+0.070019i,-0.055027+0.15564i,0.025409+0.17982i,0.09107+0.066057i,0.033331-0.051653i,-0.031239-0.031139i,-0.010399+0.032722i,0.0018833+0.015755i,-0.028653-0.024277i,-0.038974-0.032973i,-0.036877-0.032776i,-0.037765-0.027135i,-0.022786-0.018564i,-0.0087352-0.019178i,-0.022727-0.013766i,-0.053669+0.014128i,-0.072633+0.048754i,-0.065647+0.063089i,-0.044924+0.049256i,-0.029715+0.023001i,-0.022197+0.00073222i,-0.018352-0.0069163i,-0.012997-0.0025075i
0.021363-0.086887i,0.0066052-0.19245i,-0.061605-0.22414i,-0.087415-0.11153i,-0.0058112+0.012882i,0.054823+0.011189i,0.010873-0.028428i,-0.018558+0.0056077i,0.018323+0.034975i,0.040056+0.0086192i,0.030927-0.013416i,0.023897-0.010282i,0.020818-0.0031247i,0.013896+0.0045221i,0.016392+0.017897i,0.041221+0.02877i,0.066577+0.026626i,0.067494+0.013837i,0.047394+0.0010886i,0.020038-0.004071i,-0.0010061-0.00011965i,-0.0067736+0.0046936i,-0.0053383+0.0029466i
-0.002127+0.098751i,0.036802+0.21022i,0.099017+0.25301i,0.090835+0.15234i,-0.033094+0.036493i,-0.14094+0.047773i,-0.11419+0.093951i,-0.052907+0.051188i,-0.047495-0.0068545i,-0.054223-0.0078046i,-0.047169+0.0098891i,-0.035043+0.013446i,-0.021532+0.0055821i,-0.012893-0.0013249i,-0.0099258-0.0024486i,-0.010934-0.0029309i,-0.015122-0.0007493i,-0.018623+0.0028627i,-0.019968+0.0036036i,-0.019038+0.0081552i,-0.01362+0.013514i,-0.0068884+0.011347i,-0.0014032+0.0082355i
-0.023554-0.090504i,-0.079855-0.20439i,-0.13795-0.26224i,-0.10122-0.18588i,0.053297-0.070262i,0.18669-0.046585i,0.17862-0.051091i,0.11247-0.0061339i,0.066969+0.023504i,0.033267+0.0092876i,0.014037-0.0044824i,0.0078123-0.0037269i,0.0031113-0.0017575i,0.0037611-0.0023977i,0.018391-0.0043695i,0.045637-0.01301i,0.070947-0.02581i,0.073559-0.026155i,0.056016-0.01112i,0.039828+0.0047199i,0.031027+0.010097i,0.021518+0.0075748i,0.013534+0.0034666i
0.038778+0.071002i,0.10363+0.17747i,0.16582+0.24809i,0.13354+0.1915i,-0.020312+0.078087i,-0.13999+0.041857i,-0.11427+0.021014i,-0.057778-0.040253i,-0.043948-0.053583i,-0.03022-0.005559i,-0.0093627+0.024616i,-0.0047291+0.021742i,-0.012751+0.016109i,-0.019863+0.014783i,-0.030578+0.0058558i,-0.056007-0.010566i,-0.079546-0.023544i,-0.075446-0.029411i,-0.047713-0.030064i,-0.020101-0.029931i,-0.0084475-0.031367i,-0.0099517-0.028148i,-0.011919-0.018564i
-0.049003-0.06574i,-0.11662-0.16098i,-0.17443-0.24153i,-0.13258-0.21623i,0.024479-0.13234i,0.13351-0.091665i,0.10245-0.043116i,0.041126+0.028463i,0.022362+0.043285i,0.01922+0.0043795i,0.016615-0.020351i,0.019918-0.016894i,0.025543-0.01139i,0.027279-0.012543i,0.027281-0.0078608i,0.033414+0.0039428i,0.038042+0.012758i,0.030895+0.015229i,0.018828+0.012587i,0.006442+0.0067326i,-0.0039815+0.0058407i,-0.0040223+0.010989i,0.002879+0.010045i
0.050204+0.050946i,0.11616+0.14465i,0.17853+0.23183i,0.14164+0.22052i,-0.014458+0.14866i,-0.13482+0.090029i,-0.13106+0.01616i,-0.086642-0.04489i,-0.052716-0.033254i,-0.020086+0.0053842i,-0.0054328+0.015923i,-0.010542+0.017465i,-0.015054+0.027604i,-0.014966+0.035964i,-0.014086+0.029929i,-0.019038+0.012747i,-0.028306-0.00014901i,-0.029136-0.011908i,-0.02469-0.022471i,-0.024328-0.017754i,-0.022643-0.0040482i,-0.016805+0.0015327i,-0.01295+0.0011007i
-0.035795-0.039289i,-0.091419-0.12832i,-0.14596-0.22708i,-0.11665-0.24351i,0.003384-0.1941i,0.086161-0.11268i,0.08214+0.0025555i,0.055344+0.074211i,0.02737+0.049892i,-0.0023542-0.0014156i,-0.0066657-0.0276i,0.007651-0.041724i,0.019296-0.051744i,0.023814-0.054918i,0.022985-0.042379i,0.027281-0.018078i,0.031431+0.0034095i,0.019168+0.020058i,0.001976+0.029729i,-0.0014771+0.029062i,0.0074688+0.025515i,0.016667+0.020736i,0.017178+0.01221i
0.03085+0.037982i,0.08669+0.12654i,0.14436+0.22748i,0.13023+0.25116i,0.043633+0.20996i,-0.022496+0.14566i,-0.022669+0.055276i,-0.0065241-0.0092641i,0.0043314-0.0039349i,0.015418+0.01984i,0.0092513+0.029165i,-0.0031018+0.035441i,-0.0083922+0.038827i,-0.010558+0.037541i,-0.013017+0.022165i,-0.019513-0.0048291i,-0.020498-0.024046i,-0.0073293-0.030854i,0.0065945-0.028509i,0.012656-0.020399i,0.015888-0.019063i,0.011992-0.027033i,0.0016683-0.02837i
-0.017809-0.032839i,-0.062622-0.12203i,-0.1101-0.23122i,-0.098893-0.27986i,-0.037953-0.25846i,0.012899-0.19214i,0.017396-0.08777i,0.0071165-0.0042045i,-0.0010164+0.015326i,-0.0099182+0.006828i,-0.0098375-0.007531i,-0.0088234-0.025672i,-0.0080971-0.037574i,-0.0055206-0.040605i,-0.0037628-0.028344i,-0.0023224-0.0083922i,-0.0076963+0.0044654i,-0.020503+0.010648i,-0.027859+0.013701i,-0.026082+0.012613i,-0.023844+0.0092259i,-0.022595+0.013878i,-0.016419+0.020909i
0.002225+0.042782i,0.044772+0.12929i,0.094594+0.23925i,0.10048+0.28482i,0.057611+0.25567i,0.022377+0.19643i,0.030778+0.09975i,0.036502+0.014631i,0.029874-0.005103i,0.033255-5.8381e-05i,0.027842+0.0031722i,0.0082888+0.015308i,-0.0061557+0.031519i,-0.0095002+0.038103i,-0.010498+0.029557i,-0.012573+0.01864i,-0.0060943+0.014204i,0.010653+0.0076553i,0.020902-0.0022164i,0.017457-0.008243i,0.0088051-0.011181i,0.002583-0.016001i,-0.0019664-0.015595i
-0.0035988-0.04284i,-0.034483-0.13159i,-0.080506-0.24791i,-0.097555-0.30655i,-0.074685-0.28221i,-0.052229-0.22685i,-0.051986-0.12814i,-0.035727-0.028411i,-0.012714+0.0022558i,-0.014481-0.00060512i,-0.013716-0.0024169i,-0.00052643-0.010066i,0.0062398-0.019111i,0.0053897-0.018363i,0.0071568-0.0078035i,0.0099238+0.0017435i,-0.00062543+0.0041721i,-0.023363+0.008819i,-0.03344+0.018416i,-0.024295+0.024033i,-0.014698+0.02729i,-0.0098321+0.033585i,0.00025306+0.034735i
-0.0072588+0.060588i,0.020269+0.15299i,0.072851+0.26491i,0.10605+0.30434i,0.093444+0.26784i,0.070907+0.21685i,0.060276+0.12768i,0.038037+0.032096i,0.018226-0.005673i,0.019789-0.012209i,0.013206-0.012485i,-0.00052415+0.0039661i,0.0031471+0.022345i,0.013932+0.023116i,0.013613+0.011511i,0.011033+0.0039091i,0.024291+0.0086038i,0.047388+0.012593i,0.05635+0.0026379i,0.044718-0.011006i,0.031237-0.017957i,0.027735-0.023016i,0.026129-0.026961i
0.0042221-0.066356i,-0.018106-0.16848i,-0.068416-0.27907i,-0.1012-0.30819i,-0.082432-0.26409i,-0.051011-0.21363i,-0.024747-0.13906i,0.0023461-0.061326i,0.0022812-0.019927i,-0.017576+0.0051894i,-0.016036+0.014809i,-0.00092102+0.0009564i,0.00069447-0.01498i,-0.0062731-0.016072i,-0.0032701-0.0072789i,0.006635-0.0066698i,0.0021169-0.021197i,-0.015256-0.031187i,-0.026737-0.02335i,-0.02921-0.0099113i,-0.029594-0.0011348i,-0.029635+0.0054906i,-0.027344+0.0050142i
0.0055833+0.072359i,0.032422+0.18024i,0.084405+0.28079i,0.11449+0.2872i,0.084266+0.22801i,0.028256+0.18358i,-0.014244+0.13799i,-0.032304+0.079954i,-0.017863+0.035344i,0.011007+0.0033474i,0.017052-0.013951i,0.0057622-0.011301i,0.0045379-0.0053827i,0.011454-0.010263i,0.0042851-0.019597i,-0.012352-0.018491i,-0.011944-0.0060577i,0.0062013+0.00072955i,0.019142-0.005499i,0.017294-0.0090469i,0.014276-0.0050055i,0.017753-0.0080084i,0.014819-0.015044i
-0.02014-0.084304i,-0.057103-0.19709i,-0.10495-0.29251i,-0.11943-0.28887i,-0.083552-0.22661i,-0.026428-0.1814i,0.014382-0.14828i,0.016735-0.10246i,-0.0047994-0.045851i,-0.018405-0.00030654i,-0.01219+0.018145i,-0.0026814+0.015864i,-0.0090896+0.01033i,-0.02141+0.014671i,-0.012731+0.023402i,0.0069491+0.015364i,0.0010186-0.0082457i,-0.026364-0.023747i,-0.042423-0.015943i,-0.035922+0.0048123i,-0.026708+0.01502i,-0.03089+0.016221i,-0.03562+0.01843i
0.037481+0.085566i,0.087358+0.19778i,0.13899+0.28406i,0.14535+0.26255i,0.099294+0.18152i,0.031535+0.14061i,-0.0095925+0.133i,-0.0026709+0.10475i,0.022036+0.05064i,0.028506-0.00038641i,0.014183-0.026245i,-0.0027843-0.025937i,-0.0015448-0.015221i,0.0095325-0.01559i,-0.00050635-0.021531i,-0.023579-0.0088431i,-0.025888+0.021509i,-0.0079407+0.040683i,0.011808+0.031167i,0.024698+0.009333i,0.032449-0.0015552i,0.037575-0.0011917i,0.034667+0.0021101i
-0.049887-0.078458i,-0.10914-0.18305i,-0.15528-0.26446i,-0.15114-0.24282i,-0.10531-0.14628i,-0.037193-0.078943i,0.011625-0.059656i,0.0077373-0.041906i,-0.017924-0.012018i,-0.024041+0.012336i,-0.011137+0.023328i,0.0027876+0.026766i,0.003815+0.02645i,-0.0033625+0.031175i,0.0072132+0.03636i,0.031784+0.024397i,0.038354+0.00066649i,0.022464-0.011401i,0.00073568-0.007009i,-0.013694-0.003874i,-0.022042-0.0095857i,-0.030085-0.011271i,-0.028871-0.0051068i
0.064274+0.071848i,0.13565+0.16357i,0.18797+0.23186i,0.17674+0.19247i,0.11738+0.079586i,0.040094+0.0028099i,-0.013416-0.010412i,-0.0098641-0.0036029i,0.015969-0.0056251i,0.020223-0.010099i,0.0071987-0.014026i,-0.0045081-0.017461i,0.00081028-0.017772i,0.013382-0.025799i,0.0026608-0.038898i,-0.021752-0.034206i,-0.024376-0.012578i,-0.0065592+0.0030415i,0.0069678+0.0018493i,0.006579-0.0028106i,0.0051511+0.0016184i,0.016881+0.0065608i,0.029044+0.0038225i
-0.073131-0.05045i,-0.15045-0.12567i,-0.19863-0.18375i,-0.17663-0.1491i,-0.10631-0.042328i,-0.021238+0.035921i,0.047055+0.043949i,0.053595+0.016873i,0.013715+0.0021381i,-0.0074523+0.005823i,-0.00086817+0.012546i,0.010593+0.013674i,0.0097059+0.0089593i,0.00056465+0.015898i,0.0094919+0.031287i,0.032878+0.025275i,0.039906-0.0028448i,0.025138-0.022213i,0.0042066-0.01505i,-0.0086163+0.00082208i,-0.013579+0.0027679i,-0.022648-0.0047786i,-0.029039-0.0068373i
0.076832+0.041789i,0.15992+0.098331i,0.21227+0.14387i,0.18914+0.10333i,0.11803-0.0026909i,0.029741-0.077125i,-0.044448-0.069976i,-0.050718-0.017864i,-0.0047235+0.011919i,0.022181+0.0046386i,0.014124-0.011981i,-0.0010786-0.020232i,-0.0030232-0.022007i,-0.00054292-0.030476i,-0.016944-0.042562i,-0.047085-0.038563i,-0.062119-0.018073i,-0.05127-0.00096428i,-0.023827+0.0049654i,-0.00052448+0.0079711i,0.0097804+0.015272i,0.018377+0.021203i,0.023741+0.01551i
-0.077777-0.01717i,-0.15772-0.059061i,-0.20078-0.097071i,-0.17123-0.07107i,-0.11482+0.01294i,-0.051697+0.080295i,0.01052+0.067i,0.018548+0.0021326i,-0.016695-0.028364i,-0.025628-0.014285i,-0.0081598+0.0029088i,0.0014585+0.010094i,-0.0010822+0.01449i,-0.001962+0.025503i,0.013543+0.040257i,0.038414+0.042151i,0.046835+0.031004i,0.034774+0.018479i,0.018715+0.0071614i,0.010185-0.0042998i,0.0054948-0.017025i,-0.0054355-0.024367i,-0.015728-0.018903i
0.072071-0.00089467i,0.15105+0.021749i,0.19338+0.048819i,0.16625+0.026875i,0.1203-0.050437i,0.077122-0.10501i,0.035262-0.077527i,0.031024-0.0076615i,0.051059+0.023139i,0.039842+0.008699i,0.0080153-0.0070161i,-0.012326-0.012499i,-0.018435-0.012831i,-0.018265-0.018434i,-0.025135-0.031148i,-0.039129-0.03266i,-0.042392-0.01929i,-0.031408-0.0064957i,-0.015841-0.0044485i,-0.0072298-0.0051776i,-0.0053845+0.0048891i,0.0023958+0.017474i,0.010927+0.015768i
-0.065999+0.011015i,-0.1368+0.0068252i,-0.17124-0.015065i,-0.14487-0.0077946i,-0.11691+0.054186i,-0.098072+0.10821i,-0.074355+0.094572i,-0.070997+0.036663i,-0.074803-0.0012491i,-0.050084-0.003606i,-0.014349+0.0030902i,0.0077453+0.0094105i,0.018297+0.014247i,0.021604+0.021393i,0.028339+0.034173i,0.045104+0.03815i,0.055917+0.027239i,0.048967+0.012426i,0.026794+0.0020159i,0.0065421-0.0034115i,0.00049166-0.010163i,-0.006294-0.019234i,-0.016265-0.016851i
0.048151-0.030999i,0.11158-0.041441i,0.14604-0.027278i,0.12724-0.025018i,0.10496-0.065176i,0.10325-0.10475i,0.097725-0.099827i,0.089018-0.057064i,0.078011-0.017314i,0.049936-0.001867i,0.01434+2.8305e-05i,-0.010305+0.0017816i,-0.019542+0.0042145i,-0.019755-0.0045211i,-0.025031-0.026346i,-0.037307-0.043714i,-0.044002-0.045209i,-0.038877-0.034272i,-0.028158-0.015332i,-0.017797+0.0035306i,-0.0092231+0.014503i,-2.7632e-05+0.018903i,0.0066145+0.015645i
-0.040536+0.038399i,-0.085383+0.059532i,-0.11059+0.050674i,-0.092467+0.034745i,-0.076397+0.052337i,-0.090121+0.080921i,-0.092119+0.089244i,-0.073571+0.064275i,-0.060075+0.025671i,-0.041794+0.008244i,-0.011346+0.0056556i,0.015193-0.00035623i,0.028105-0.003748i,0.029381+0.0054487i,0.029577+0.024942i,0.034325+0.03971i,0.033443+0.037516i,0.025322+0.024683i,0.017437+0.01183i,0.01281+0.00034338i,0.0096823-0.010209i,0.0025772-0.014491i,-0.0044144-0.0048186i
0.022981-0.036566i,0.053663-0.067508i,0.074481-0.066167i,0.062623-0.04865i,0.055934-0.048439i,0.076078-0.053638i,0.080999-0.051508i,0.06168-0.033717i,0.048496-0.0068759i,0.037637-0.0008155i,0.012283-0.0058498i,-0.010267-0.0010395i,-0.018125+0.0010963i,-0.022648-0.0091222i,-0.027668-0.027394i,-0.033837-0.041405i,-0.037654-0.0408i,-0.032681-0.028525i,-0.021875-0.013122i,-0.013863-0.0014764i,-0.012153+0.0067424i,-0.006841+0.012297i,0.0052377+0.0081887i
-0.00036392+0.044431i,-0.014375+0.075872i,-0.023827+0.0775i,-0.012586+0.048002i,-0.013519+0.01638i,-0.046502-0.00049389i,-0.062404-0.0045638i,-0.050132-0.011834i,-0.044636-0.017354i,-0.035599-0.0051206i,-0.0081099+0.0040244i,0.013219-0.0050966i,0.020692-0.0098606i,0.024212+0.00062179i,0.026375+0.020803i,0.031027+0.040967i,0.033404+0.04705i,0.026198+0.035904i,0.014515+0.015612i,0.0084544+0.0014384i,0.0084378-0.003197i,0.0077137-0.0073921i,0.0035002-0.007192i
-0.0087356-0.041887i,-0.0049592-0.072389i,-0.00038474-0.077229i,-0.011751-0.04887i,-0.01505-0.0081778i,0.020829+0.029691i,0.064141+0.048055i,0.075356+0.046158i,0.066401+0.033138i,0.04557+0.0098747i,0.011939-0.0052377i,-0.014556-0.0017969i,-0.027157+0.00062539i,-0.032079-0.0068539i,-0.02894-0.021759i,-0.024804-0.039372i,-0.022349-0.044431i,-0.018682-0.031267i,-0.015696-0.012268i,-0.011811+0.00034947i,-0.0065715+0.0057903i,-0.0021948+0.0063755i,0.0012609-0.0012972i
0.016725+0.032821i,0.024596+0.059347i,0.03268+0.061261i,0.050005+0.024782i,0.049368-0.026368i,0.0064578-0.071886i,-0.056546-0.084094i,-0.090997-0.056172i,-0.083036-0.019895i,-0.051585+0.0039068i,-0.012716+0.010604i,0.012937+0.0060564i,0.021687+0.0037976i,0.0251+0.009359i,0.023775+0.022868i,0.022163+0.036505i,0.020773+0.039484i,0.01722+0.030507i,0.014643+0.016978i,0.011782+0.0047478i,0.0072549-0.0040736i,0.0004353-0.0060078i,-0.007562-0.0013088i
-0.027733-0.015001i,-0.045429-0.036577i,-0.056708-0.036789i,-0.070356-0.0056854i,-0.073288+0.040988i,-0.034339+0.083781i,0.039455+0.082084i,0.087246+0.034876i,0.082187-0.0044228i,0.053428-0.018331i,0.014501-0.020726i,-0.018688-0.010845i,-0.030708+0.00044103i,-0.028641-0.00080014i,-0.020217-0.016246i,-0.015785-0.036258i,-0.01497-0.042217i,-0.0094932-0.031282i,-0.0034529-0.016294i,-0.0028998-0.0064603i,-0.0056198-0.001114i,-0.0036034+0.0024759i,0.00086122+0.0021203i
0.031706+0.014156i,0.057944+0.028663i,0.078956+0.024422i,0.095425-0.0093196i,0.10493-0.053047i,0.07369-0.09022i,0.00074368-0.074069i,-0.048117-0.0096158i,-0.049638+0.030561i,-0.032991+0.03411i,-0.0034025+0.026503i,0.026289+0.012472i,0.036196+0.0032104i,0.031488+0.0052424i,0.021476+0.016863i,0.014025+0.032751i,0.010663+0.037917i,0.0073965+0.025722i,0.0034497+0.0091009i,-0.0021526+0.0032143i,-0.0058863+0.0065111i,-0.0038521+0.0089762i,-0.0022647+0.0098819i
-0.029371-0.0057135i,-0.059937-0.0134i,-0.079306-0.011076i,-0.095206+0.0086899i,-0.12004+0.039916i,-0.1152+0.074289i,-0.059383+0.067581i,-0.0048982+0.011971i,0.016657-0.028482i,0.017766-0.034155i,-0.0029305-0.026062i,-0.026827-0.0083876i,-0.02898+0.0028395i,-0.019433-0.0019379i,-0.01138-0.01545i,-0.0073231-0.030548i,-0.0059329-0.035638i,-0.0039554-0.029101i,-0.0020034-0.020014i,0.0016742-0.012079i,0.008335-0.0066085i,0.011923-0.0078366i,0.011256-0.010916i
0.022272-0.0072385i,0.055002-0.0095786i,0.077788-0.014291i,0.10133-0.027142i,0.14171-0.048596i,0.15434-0.070246i,0.11011-0.065021i,0.049304-0.026346i,0.0064392+0.011545i,-0.0086572+0.02629i,0.0061705+0.022936i,0.023703+0.0079591i,0.024978-0.0012367i,0.018392+0.002308i,0.0095818+0.012772i,0.0038918+0.026686i,0.001744+0.031531i,-0.0044727+0.023383i,-0.010389+0.015674i,-0.0089091+0.012903i,-0.0046261+0.008265i,-0.0046315+0.0028013i,-0.007389+0.001724i
-0.026413+0.0154i,-0.057048+0.027234i,-0.081569+0.032334i,-0.10381+0.032634i,-0.14667+0.040313i,-0.16985+0.062218i,-0.12416+0.075259i,-0.048299+0.048801i,0.002053+0.00341i,0.015377-0.021698i,0.00011423-0.024161i,-0.018357-0.015298i,-0.02132-0.0087987i,-0.013993-0.0097524i,-0.0055767-0.016056i,-5.0686e-05-0.026897i,0.001132-0.030868i,0.0031896-0.021068i,0.006306-0.011869i,0.0061898-0.012907i,0.0022399-0.016703i,-0.003914-0.014149i,-0.0058889-0.0069521i
0.022085-0.01976i,0.051516-0.038284i,0.080806-0.045579i,0.10729-0.043256i,0.14421-0.043386i,0.16594-0.051961i,0.12053-0.062149i,0.033141-0.040971i,-0.020687+0.0051042i,-0.022397+0.032161i,0.0012979+0.03238i,0.021214+0.021618i,0.024733+0.012629i,0.016801+0.0081869i,0.005613+0.011517i,-0.0013684+0.020915i,-0.0033272+0.024565i,-0.0051374+0.019846i,-0.0070691+0.014739i,-0.010794+0.012855i,-0.015128+0.013279i,-0.014169+0.01629i,-0.0078715+0.016075i
-0.010414+0.018062i,-0.031626+0.040529i,-0.05708+0.049491i,-0.080674+0.039209i,-0.11509+0.019541i,-0.13844+0.0087013i,-0.095725+0.011393i,-0.013421-0.0018148i,0.02972-0.031628i,0.021891-0.044607i,-0.0050133-0.039474i,-0.02803-0.026418i,-0.031529-0.013128i,-0.01955-0.0079532i,-0.0056378-0.0099213i,0.0027886-0.015906i,0.006491-0.018641i,0.010101-0.014714i,0.013466-0.011159i,0.013309-0.0082359i,0.012497-0.0020048i,0.015329+0.0015478i,0.017578-0.0002609i
0.0055011-0.022405i,0.021047-0.047492i,0.044454-0.064333i,0.063621-0.052491i,0.089291-0.0084896i,0.11458+0.033i,0.091278+0.04654i,0.027515+0.05609i,-0.012752+0.068234i,-0.0082989+0.061228i,0.015636+0.04012i,0.034076+0.0191i,0.031831+0.003942i,0.015036-2.3043e-05i,-0.00037697+0.0043875i,-0.0075151+0.0118i,-0.0093966+0.015046i,-0.012434+0.010785i,-0.016006+0.0081893i,-0.015104+0.012016i,-0.0069682+0.014494i,0.00077283+0.0087223i,0.00074224-0.00204i
0.0018186+0.024157i,-0.0089697+0.051204i,-0.024207+0.068019i,-0.033304+0.046198i,-0.05351-0.018119i,-0.091548-0.082766i,-0.097256-0.098763i,-0.051763-0.087259i,-0.0068402-0.077708i,0.0016029-0.060197i,-0.013877-0.036452i,-0.029145-0.015337i,-0.02766-0.0011396i,-0.012662+0.0022607i,0.0029555-0.0022124i,0.012643-0.00962i,0.016043-0.014614i,0.017083-0.012417i,0.018469-0.010357i,0.020214-0.015413i,0.019362-0.023279i,0.011807-0.027351i,0.0014955-0.021387i
-0.0046824-0.017095i,0.001868-0.043297i,0.015754-0.062205i,0.021853-0.045436i,0.032261+0.018533i,0.067129+0.09018i,0.093462+0.10392i,0.071382+0.075047i,0.027631+0.059027i,0.0092095+0.049575i,0.01322+0.030705i,0.017916+0.01115i,0.01366+0.0012304i,0.0034878+0.0013252i,-0.0066998+0.005014i,-0.013683+0.0089804i,-0.016458+0.010245i,-0.016971+0.0073582i,-0.016332+0.0051821i,-0.015675+0.0051645i,-0.017254+0.0052472i,-0.020893+0.0076794i,-0.02063+0.0093975i
0.0055485+0.018095i,0.0066686+0.043553i,0.0022487+0.064897i,0.0096542+0.044858i,0.011861-0.02682i,-0.021604-0.095925i,-0.060832-0.094831i,-0.053517-0.053446i,-0.016834-0.039465i,-0.0014021-0.042826i,-0.0084171-0.033024i,-0.016754-0.017018i,-0.01565-0.005235i,-0.0048763-0.00079002i,0.0072719-0.0028459i,0.014196-0.0076144i,0.014208-0.010782i,0.011943-0.010169i,0.0093031-0.0099782i,0.0024163-0.010619i,-0.0055877-0.0081921i,-0.0074945-0.0013391i,-0.0025271+0.0071567i
-0.014239-0.012181i,-0.016198-0.037371i,-0.013125-0.062078i,-0.026532-0.052623i,-0.051903+0.012182i,-0.041489+0.087822i,-0.002777+0.0941i,0.0034141+0.050237i,-0.014783+0.035472i,-0.011258+0.044122i,0.0051773+0.037742i,0.014404+0.022828i,0.01609+0.012164i,0.0099296+0.0058284i,-0.00041503+0.0032269i,-0.010225+0.0031855i,-0.015814+0.0048318i,-0.018256+0.0049645i,-0.019772+0.0046443i,-0.01724+0.0093783i,-0.0090123+0.01777i,0.00086372+0.020994i,0.0081293+0.0142i
0.012533+0.014847i,0.018935+0.038874i,0.023712+0.064364i,0.04822+0.054989i,0.09363-0.0090234i,0.10549-0.089829i,0.069084-0.1058i,0.044714-0.064193i,0.040268-0.043875i,0.019563-0.046382i,-0.0049668-0.037151i,-0.016263-0.020534i,-0.015869-0.0068587i,-0.0071783+0.00069852i,0.0040838+0.0014515i,0.013337-0.00078522i,0.017117-0.0022608i,0.0158+0.00066852i,0.014386+0.0051673i,0.015569+0.0067396i,0.018726+0.001895i,0.020588-0.006817i,0.01763-0.010578i
-0.01115-0.013071i,-0.019777-0.03401i,-0.026124-0.063169i,-0.057246-0.066603i,-0.1204-0.0098599i,-0.14759+0.082447i,-0.10236+0.12508i,-0.054166+0.099023i,-0.036551+0.070627i,-0.015909+0.057085i,0.006312+0.035321i,0.018073+0.014623i,0.019054+0.0019149i,0.0094679-0.0038692i,-0.0038749-0.0045527i,-0.013961-0.002681i,-0.017569+0.0013379i,-0.015811+0.0027351i,-0.011989+0.0021148i,-0.006702+0.0012313i,-0.0027069-0.0020595i,-0.003961-0.0067234i,-0.0069667-0.011002i
0.014784+0.0095245i,0.026709+0.028292i,0.040193+0.05766i,0.076975+0.066715i,0.14797+0.021358i,0.17883-0.066822i,0.12088-0.11862i,0.052044-0.10166i,0.026257-0.071239i,0.013139-0.054618i,-0.00094964-0.035561i,-0.0095287-0.015139i,-0.0096272-0.0022959i,-0.0030365+0.0013324i,0.0060975+0.0018863i,0.014754+0.0010973i,0.019576-0.0024555i,0.020182-0.0039826i,0.017964-0.0035145i,0.012818-0.0072015i,0.005087-0.014836i,-0.003967-0.017565i,-0.0093229-0.0109i
-0.012615-0.0058193i,-0.025471-0.022015i,-0.037654-0.056308i,-0.075801-0.083182i,-0.15541-0.060354i,-0.19424+0.017517i,-0.12522+0.077842i,-0.036599+0.072834i,-0.0078972+0.050892i,-0.0055731+0.043023i,-0.00027819+0.028437i,0.004373+0.0091828i,0.0055797-0.001392i,0.0022405-0.003565i,-0.0050558-0.0021861i,-0.013446+9.3116e-06i,-0.01708+0.001475i,-0.014977-0.0005466i,-0.01248-0.0051166i,-0.01324-0.0045357i,-0.015951+0.0064524i,-0.015978+0.018803i,-0.011658+0.019947i
0.012422+0.0041619i,0.026646+0.018289i,0.041698+0.053284i,0.082472+0.089741i,0.16729+0.085405i,0.21455+0.026344i,0.15013-0.029169i,0.054317-0.031854i,0.017157-0.022727i,0.014147-0.030727i,0.0078885-0.028271i,0.00068504-0.014552i,-0.0028928-0.0060132i,-0.0031959-0.0025947i,0.0020349+0.00042724i,0.01084+0.0013004i,0.014648-0.001737i,0.01114-0.0033621i,0.0044597-0.0001844i,0.00026085+0.0034783i,0.0012093+0.0035598i,0.0053969+0.0013303i,0.0088473+0.001039i
-0.0088917+0.0018357i,-0.022796-0.0097288i,-0.035916-0.047179i,-0.07282-0.10278i,-0.16285-0.12823i,-0.22942-0.086979i,-0.18051-0.022092i,-0.084424+0.00034757i,-0.038109+0.0060167i,-0.025111+0.023996i,-0.012897+0.025885i,-0.0047963+0.015532i,0.0006525+0.008936i,0.0036357+0.0031586i,0.00033315-0.0024879i,-0.0067701-0.0042379i,-0.011646-0.0011908i,-0.011524+0.00024708i,-0.0094976-0.00097218i,-0.0062862+0.00025271i,0.00012256+0.0038741i,0.0072479+0.0050765i,0.0090283+0.0018472i
