2.1802e-06+0.0013819i,-0.00081815+6.082e-06i,-0.0013918-0.0015887i,-0.0021397-0.0020021i,-0.0025682-0.00077349i,-0.0027584+0.00037927i,-0.0015393+0.00039402i,0.00027643+0.00057084i,0.00040804+0.00079476i,-0.00029686+0.00036036i,-0.00012777+0.00032343i,-0.0001273+0.00048981i,-0.00029353-0.00018795i,-1.19e-05-0.00040209i,-0.00035306+0.00021898i,-0.0006812+0.00018896i,0.00026492-4.0331e-05i,0.00066629-8.2989e-05i,0.00017069-1.0106e-05i,-3.9972e-05-0.00015026i,0.00013557-0.00093043i,0.0011236-0.00088147i,0.0011618-0.00044054i
0.00060765+1.9012e-05i,0.00019791+0.00028281i,-0.0004424+0.00054195i,-0.00025086+0.0015166i,-0.0003925+0.0024053i,-0.00061176+0.0017391i,-0.00058026+0.00042475i,-0.0010688-0.00046169i,-0.00085496-4.0467e-05i,-0.00043872+0.00059404i,-0.00019756+0.00074394i,3.8192e-06+0.00044328i,-1.4068e-05+0.00023153i,-0.0001919+0.00029766i,-0.00022826+0.00066971i,-8.3208e-05+0.0011262i,0.00025621+0.00056867i,0.00035771-0.0002182i,0.00092909-0.00011013i,0.0011097+0.00010533i,-0.00024198-0.00041399i,-0.0011139-0.0012617i,-0.000106-0.00067103i
-0.00039876-0.00060093i,-0.00091945-0.0015132i,-0.000896-0.0012989i,-0.00010495-0.0010906i,0.00035458-0.00087808i,0.00038262-0.00051978i,4.7445e-05-0.0005371i,0.00026669-0.0010213i,0.00038519-0.0009147i,-0.00068486-0.00010682i,-0.0008344+0.00058293i,-8.2495e-06+0.0010031i,0.0001498+0.000168i,0.00056377+2.1866e-06i,0.00093762+6.0687e-05i,7.5441e-05-0.00044687i,-0.00035858-0.00022943i,-8.059e-05+0.00053188i,-0.00038048+0.00034131i,-0.00046693-0.00015163i,-0.00031067-0.00012448i,-8.0215e-05+0.00038026i,9.0992e-05+0.00030323i
-0.0015953+0.0028394i,-0.0011947+0.0024149i,-0.00030887+0.0030903i,-3.8638e-05+0.0030194i,-0.00049766+0.0020934i,-0.0011043+0.00040519i,-0.00080172-0.0010123i,-0.00026212-0.00055083i,0.00011903-0.00023045i,0.0004933-0.00011721i,0.00061429+0.00082406i,0.00043885+0.00073908i,-0.00047857+0.00044011i,-0.00039862-0.00014631i,0.00039053-0.00098325i,0.00078522-0.00062616i,0.00041739-4.0622e-05i,0.00014213-0.00045026i,0.00025972-0.0010095i,-0.00069462-0.00052194i,-0.0011054-3.3014e-05i,-0.00074609-0.00034432i,-0.0004112-0.00074498i
-0.00048999-0.00020027i,-9.8263e-05+9.9316e-06i,0.00025175+0.00033206i,0.00051246+0.00051615i,0.0010099+0.0018239i,0.0015887+0.0024799i,0.0013075+0.0010846i,9.2646e-05-0.0001413i,-0.00054998+0.00037434i,0.00065152+0.00049175i,0.0012606+0.00047724i,0.0005858+0.00048422i,-0.00035051+0.00078603i,-0.00086684+0.00069521i,-0.00047654-0.00013871i,0.00056989-0.00045026i,0.00040511-0.00039643i,-6.1003e-05-0.00031868i,-0.00017576+0.0004447i,-0.00015411+0.00068113i,0.00023049+0.00024376i,7.7396e-05+0.00017162i,-0.00022054+8.2772e-06i
-0.00058988+2.437e-06i,-0.00038458-0.00040518i,-0.00067726-0.00060233i,-0.0021886-0.00022235i,-0.0024374+0.00040368i,-0.0012898+0.00044095i,-0.00014821-0.00069447i,5.0517e-05-0.0013693i,-0.00024804-0.00070297i,-0.0012451-0.00045547i,-0.0022445-0.00037054i,-0.0014023+8.4466e-05i,8.4362e-05+0.00031727i,0.00087456+0.00076484i,0.00052435+0.0010674i,6.3896e-05+0.00040532i,0.00010657-0.00028992i,0.00044829-0.00071206i,0.0012105-0.00035598i,0.001205+6.3201e-05i,0.00060254-0.00026327i,0.00041334-0.00048649i,-3.5715e-05-5.7168e-05i
0.0017255-0.00081061i,0.0021417-0.0022159i,0.0019542-0.0031969i,0.00035853-0.0019285i,-0.001323-0.0008426i,-0.0014646-0.0008579i,-0.00047879-0.00058316i,-0.0005096-7.1126e-05i,-0.0011799-9.3041e-06i,-0.0019521+6.8108e-05i,-0.0022931+0.00018555i,-0.00084547-0.00041014i,2.5161e-05-0.0007565i,-0.00030991-0.00056109i,-0.00023516-0.00030204i,0.00016603-0.00031168i,0.00035144-0.00071268i,0.00051063-0.0010316i,0.00039838-0.0003122i,4.9616e-05+0.00015923i,-0.00023208-9.5955e-05i,0.00016532-0.00014687i,7.0777e-05+6.8725e-05i
-0.002761+0.00022067i,-0.0022311-0.00066296i,-0.0013299+0.00095934i,-0.00097553+0.0023702i,-0.00058311+0.0023354i,0.00080191+0.001971i,0.0005993+0.00071962i,-0.00074485-0.00045606i,-0.0012928+9.0157e-05i,-0.0015276+0.00066398i,-0.0013257-0.00010519i,-0.001011-4.265e-06i,-0.00097992+0.00071475i,-0.00054299+0.00022986i,0.00014074+0.00025488i,0.00069896+0.0004596i,0.00064735+0.00040503i,0.00049416+0.0004462i,0.00013762-0.0004244i,-0.00054307-0.00045592i,-0.00050475+0.00031859i,-6.1714e-05+0.0003395i,0.00027341+0.00027644i
0.00023003+0.00031495i,5.0718e-05+0.00023943i,0.00079747+0.00076236i,0.00027506+0.00048561i,-0.00091638+6.6464e-05i,-0.0017847-0.00022615i,-0.0016414-0.00049752i,-0.0011817-0.00037042i,-0.0011844+0.00017216i,-0.0013668+9.282e-05i,-0.0012373-0.00033206i,-0.00076044-0.00090476i,6.0596e-05-0.00095601i,0.00010971-0.0004953i,-0.0003558-0.00057683i,7.6507e-05-0.00069558i,0.00042176-0.00068894i,0.00054852-0.00081424i,-9.3523e-05-0.00060966i,-0.00071311+1.4391e-05i,-7.3275e-06-0.00018842i,0.00012982-0.00057309i,2.3006e-05-0.00086129i
0.0025296+0.00030859i,0.0018868+0.00047321i,0.00033832+0.00059642i,-0.00055411+0.00077539i,-0.001761+0.0014098i,-0.0012611+0.0015971i,0.00012323+0.001459i,-0.00047488+0.00076626i,-0.00092573+0.00052024i,-0.00049077+0.0006694i,-0.00038407+7.0477e-05i,0.0001013-0.00016036i,0.00054541+0.00017602i,-0.00012708+0.00040814i,-0.00035839-0.00013423i,2.1419e-05-0.00046393i,0.00021699-0.00017322i,0.000569+9.0065e-05i,0.00018239+0.00010111i,-0.00051594-0.00018604i,-0.00037647-0.00017356i,0.00072918-0.00030813i,0.0012742-0.00037084i
-0.00068793-0.0011808i,-0.00032537-0.00093512i,-0.0018001-0.00043691i,-0.0025489+0.00068668i,-0.002592+0.001704i,-0.00083196+0.0013969i,0.0010945+0.00025705i,0.0011835-0.0003752i,0.00061108-0.0010642i,4.9419e-06-0.0013966i,-3.1547e-05-0.00041855i,0.00026372+0.00027933i,0.0004334+0.00022225i,0.00047029+0.00056125i,0.00020908+0.00072986i,-0.00029362+0.00086975i,7.8531e-05+0.00062006i,0.00026281+0.0005715i,-0.00044877+0.00080763i,0.00033883+2.0526e-05i,0.00082696-0.00090702i,0.00041236-0.00089457i,0.00025095-0.00046057i
-0.00012573-0.0013349i,0.00012545-0.002054i,0.00050263-0.002502i,0.00052133-0.00033143i,0.00020903+0.00055692i,-0.00045588+0.00041322i,-0.00074088-0.00026224i,-0.00069601-0.00061224i,-0.00051775-0.00048697i,-0.00037676-0.00044675i,-0.0008358-0.00016758i,-0.00093344-0.00030683i,-0.00058899-0.0009345i,-0.00032324-0.00090279i,-0.00018389-9.8077e-05i,-0.00072043+0.00040927i,-0.00057319+0.00037293i,0.00072566+0.00021366i,0.001294-0.00015465i,0.00079894-4.2067e-05i,0.000652-6.5453e-05i,0.00071324-0.00084239i,0.00017822-0.0010742i
-0.0020924-0.0013395i,-0.0038484-0.0021011i,-0.0040675-0.0014126i,-0.003534-0.00035275i,-0.0028684+0.0009001i,-0.00058082+0.0016494i,3.8473e-05+0.0013828i,-0.00071175+0.00024389i,-0.00078982-0.00026024i,-0.00061886+0.00042688i,-0.00082936+0.00070431i,-0.00065492+0.0012173i,-0.00038192+0.0014573i,-0.00031997+0.00097819i,-3.3425e-05+0.00047698i,0.00012429-0.00017157i,0.00022434-0.00063526i,0.0004564-0.00044357i,-0.00011549-0.00011303i,-0.00040945-0.00024289i,-0.00083907-0.0010583i,-0.00088134-0.00030364i,-0.00046921+0.00028882i
-0.00015184+0.0011349i,-0.00053235+0.0010781i,2.7341e-05+0.0031083i,-0.00024405+0.002353i,-0.00094131+0.00093883i,-0.00065296+0.00061467i,-0.00013274+2.4049e-05i,-0.00032358-0.0002532i,2.7544e-05-0.00023067i,0.00034373-0.00033223i,-0.00015235+0.00034002i,-0.00020409+0.0012382i,-1.347e-05+0.00091452i,0.00022044-0.00019495i,0.00044043-0.0001981i,0.00038283+0.0002092i,8.0966e-05-0.00015193i,-0.00017983-0.00037006i,-3.6628e-05+0.00026794i,-0.0001312+0.00057928i,0.000179-0.00027053i,0.00058633-0.00043822i,-0.00028844-0.00023667i
-0.0008477+0.0011444i,-0.0002438+0.0011173i,0.00048174+0.00094558i,0.00020441+0.00044435i,-0.00023618-0.00013968i,-0.00039844-0.0010998i,0.00020369-0.0015591i,0.00023884-0.00087881i,-0.00063218-0.00011672i,-0.00055493+0.00040639i,0.00064054+0.00047743i,0.00065167+0.00037562i,0.00062931+0.00013778i,0.00084879-0.0001812i,0.00018637+0.00020689i,-0.00029898+0.00080518i,0.00040531+0.00051095i,0.00080901+1.5231e-05i,0.00023412+0.00063206i,0.00019762+0.00070731i,-9.2581e-05-0.00017389i,-0.00040892-0.00041099i,-0.00015681+0.00027366i
0.00025841+0.0027465i,0.00021967+0.0020505i,0.00011004+0.0018871i,0.00040176+0.0013304i,0.0006978-7.8654e-05i,-0.00033437-0.0010657i,-0.00075343-0.0012047i,-0.00044153-0.00080683i,-0.00029556-8.46e-05i,0.00021834+0.00020858i,0.00036088+0.0003984i,0.00028103+0.00050808i,0.00067057+0.00016808i,0.0010073-0.00065396i,0.0010708-0.0012885i,0.0012527-0.00093634i,0.00069827-0.00075868i,-0.00018994-0.0011105i,-0.00039733-0.00050848i,-0.00072812+0.00031175i,-0.00067869+0.00064701i,0.00034305+0.00032742i,0.00040606-9.7288e-05i
0.00067079+0.0016308i,0.00056619+0.0012566i,0.00057875+0.0012836i,0.00018533+0.00061025i,-0.00058544+7.1973e-05i,-0.00046081+0.00068919i,-0.00013193+0.00097349i,2.4852e-05+0.00025692i,-0.00056682-0.00070257i,-0.00046317-0.0012063i,0.0005583-0.00096879i,0.00089173-0.00090002i,0.00035318-0.0011136i,-0.00043694-0.00096013i,-5.7314e-05-0.00049795i,0.00011168-0.00022025i,0.00035023+0.00056415i,0.00069249+0.00036738i,0.00012962-0.00015747i,-1.0066e-05+0.0005503i,1.1578e-05+0.00078226i,0.00025253+0.00066798i,0.00068175+0.00036103i
1.62e-05-0.00092864i,-5.1511e-05-0.0015075i,-0.00020913-0.00098284i,-0.00030673+0.00019549i,-0.00036242+0.00032676i,-0.00013764-0.00018274i,-0.00010151-0.00060045i,-0.00031804-0.0013344i,-0.0013243-0.00092405i,-0.0014995+0.0001965i,-0.00075273+8.2104e-05i,0.00042737-0.00050232i,0.00080778+6.8893e-05i,0.00012163+0.00086923i,-0.0001919+0.00080584i,-0.00045015+0.00080461i,-0.0003889+0.0009851i,0.00010708+0.0011509i,0.00041116+0.0013004i,0.00018093+0.0011331i,-6.057e-05+0.00060701i,-0.0002378+0.00061003i,9.6664e-05-0.00053645i
0.00014514-0.0010687i,-0.00023306-0.0014624i,-0.00098395-0.00084596i,-0.0015702-0.00065485i,-0.0017611-0.00014917i,-0.0012614+0.0007868i,-0.00081657+0.00062949i,-0.00097322-0.00048519i,-0.0011604-0.00063052i,-0.0008846+0.00017594i,-0.00035654-5.8017e-05i,-4.9006e-05-0.00035606i,-0.00039811-0.00017707i,-0.00035189-0.00026505i,-0.00019982+6.715e-05i,9.9229e-05+0.00098511i,0.0004547+0.0011548i,0.00097652+0.00040757i,0.0011+0.00014219i,0.00028036+0.00036333i,-0.00093178-0.00026471i,-0.00040778-0.00028664i,0.0010378+7.5015e-07i
-0.0033976-0.0011221i,-0.0024251-0.0014235i,-0.0026257-0.0015952i,-0.0022885-0.00097394i,-0.0012531+0.0012065i,-0.00022663+0.0020167i,0.00015187+0.0003593i,-0.00064183-0.00061442i,-0.0014992-0.00065747i,-0.0016118-0.00055941i,-0.00044402-0.00014632i,0.00065767+0.00047574i,0.00090648+0.00063949i,0.0009516+0.00040362i,0.00065478+0.00027259i,0.00079298+0.00029273i,0.0010678+0.00039895i,0.00088399+0.00058794i,0.00043234+8.1032e-05i,0.00040063+0.00050374i,0.00023905+0.00070027i,-7.1571e-05-0.00026085i,6.2742e-05+3.9321e-05i
-0.0011197+0.002303i,-0.0013957+0.0017386i,-5.1843e-06+0.0016499i,0.00059148+0.0024186i,-0.00026432+0.0015616i,-0.0003755+0.00012269i,-0.00053045-0.00065409i,-0.0011468-0.00068933i,-0.0008141-0.00035408i,-4.6082e-05-0.00012311i,0.00041129+0.00075245i,0.00042528+0.0015911i,0.00019122+0.0016412i,0.00013425+0.0017423i,0.0005415+0.0011813i,0.00092692+0.00033241i,0.00053308-0.00026656i,-0.00021732-0.00045788i,0.00032815+0.00014405i,0.00036395+0.00083008i,-0.00089247+0.0011013i,-0.00057858+0.0014179i,-0.00011897+0.0016242i
-0.00020133-0.0048289i,-0.00035497-0.0028319i,-0.0018337-0.0032553i,-0.0015526-0.0022237i,-0.001066-0.00065836i,-0.00018798+5.0125e-05i,0.00021497-3.5046e-05i,-0.00063593-0.00077685i,-0.0014179-0.00087672i,-0.0010762-0.00017849i,-0.00097916+0.00057648i,-0.0011492+0.00069014i,-0.00089252+0.00053699i,-0.00093748-0.00022862i,-0.00037462-0.00095707i,-0.00019559-0.00074753i,-0.00096324-0.00018681i,-0.0011705-3.848e-05i,-0.00082598+0.0003034i,-0.00070232+0.00082644i,-0.00030258+0.00081748i,-0.00077854+0.0003918i,-0.00076237+2.1843e-06i
-0.00049593-0.00086059i,-0.00038466-6.7101e-06i,-0.00091552-0.00086035i,-0.00058391-0.00049644i,-8.89e-05+0.001098i,-0.00027531+0.00071692i,-0.00042896+0.00016893i,-0.0011227-0.00025976i,-0.00083794+7.1837e-05i,0.0001365+0.00074572i,0.00079886+0.00041963i,0.00075914-3.2561e-05i,-1.3558e-05+0.00057405i,-0.00072649+0.00039475i,-0.00027819-0.00029261i,9.9679e-05-0.0002434i,0.00048191+0.00024651i,-0.00018402+0.00045921i,-0.00067968+0.00023278i,-1.5253e-07+0.00024766i,0.00085256+0.00052268i,0.00025609+0.0010066i,-0.00026269+0.0014734i
0.0021159-0.0015108i,0.0026502-0.0010603i,0.0017522-0.0024223i,0.00058812-0.0020089i,-0.00026474-0.00043668i,-0.00033145+0.0010146i,0.00018669+0.0015067i,-0.00091041+6.9956e-05i,-0.0018373-0.0007597i,-0.00073394-0.00052063i,0.00021156-0.00045339i,-0.00024051-0.00050929i,-0.00075974-0.00060767i,-0.0013227-0.0007504i,-0.0012022-0.00040123i,-2.6349e-05+4.1814e-05i,0.00066557-0.00014517i,0.00025384-0.00053204i,-0.00032298-0.00034456i,-0.00089355-0.00049362i,-0.0004692-0.00025073i,0.00010152+0.00047854i,-0.00036671+0.0004888i
0.00044656-0.0012872i,0.00054793-0.0010405i,-0.0015418-0.0014433i,-0.0024368-0.00057022i,-0.0019181+0.00088248i,-0.0004002+0.001381i,0.0004935+0.00053457i,0.00010623-0.00013156i,-0.00042068-0.00016986i,-0.0004904-2.8767e-05i,-0.00067153+0.00041133i,-0.00082496+0.00081227i,-0.0013325+0.00074669i,-0.0010902+0.00036816i,0.00010462-6.8647e-06i,0.00033416-0.00018133i,-0.00020805-0.00055509i,0.00040785-0.0011164i,0.00057228-0.00098631i,-0.00037326-0.00046584i,7.763e-06-0.00045509i,0.00071453+5.6295e-05i,-0.0002198+1.3409e-06i
-0.0022553-0.00048133i,-0.0025222+7.7914e-06i,-0.0025256-0.0010525i,-0.001946-0.00066813i,-0.00073026-9.45e-05i,-0.00032208-0.0011829i,0.00028735-0.0014712i,0.00054912-0.0015944i,-0.00020998-0.0017988i,-0.00047924-0.00014761i,-0.00071637+0.00029949i,0.00018067-0.00011451i,0.00084746+0.00023027i,0.00081067+0.00045844i,0.00061406+0.00030925i,-0.00013898+0.00055521i,-0.00032315-0.00041614i,-0.00027449-0.00108i,-0.00039446-3.2913e-05i,-0.00037505+0.00016963i,-0.00020987+0.00018244i,-0.00022184+0.000532i,-5.8165e-05+0.00010096i
-0.0021369-0.00047126i,-0.0017513-0.00036526i,-0.0021274+6.7484e-05i,-0.0011394+0.00044478i,-0.00078027+0.00097616i,-0.00040644+0.0011877i,0.00027195-0.00030293i,0.00021759-0.0019831i,-0.00044899-0.0017864i,-0.0009254-0.00053906i,-0.00070173-0.00029844i,-0.00035862-0.00021295i,-0.00037415-0.00073551i,0.00026226-0.00053969i,0.00070551+0.00016877i,0.00049908+0.00022676i,0.00059572+0.00013261i,0.00073101+0.00021763i,0.00047002+0.00054477i,0.00030882+0.00059452i,0.00042523+0.00026541i,-0.00042641+0.00047091i,-0.0010504+0.0005346i
0.00048167-1.3317e-06i,-0.00014128+0.00078157i,-0.00075182+0.001405i,-0.0017288+0.00085963i,-0.0022562+0.00018364i,-0.0017388+0.00042168i,-0.0016106+0.00019939i,-0.001634-0.00077511i,-0.00054894-0.00059042i,0.0002496+0.00025643i,0.00017595+0.00027187i,0.0001071-0.0003052i,8.5513e-05-0.00034747i,0.00016398+0.00031305i,0.00099136+0.00098236i,0.00085769+0.0012842i,-2.3562e-05+0.00069894i,-0.00038942+0.00041849i,-0.00033488+0.00062293i,-8.7156e-05+0.00053812i,3.3389e-05-0.0001238i,0.00024785-0.00066927i,0.00041543-0.00094442i
-0.00013824-0.001526i,-0.001498-0.0010931i,-0.0013194-0.0013551i,-0.0018745-0.00032827i,-0.0032727+0.0011495i,-0.0023576+0.0016267i,-0.00093525+0.0018555i,-0.00026287+0.0013851i,0.00045514-1.8229e-05i,-0.00017879-0.0008118i,-0.00023627-0.00065623i,0.0008444+0.00011895i,0.00058602+0.00014757i,-0.00040812-0.00028674i,-0.00051556-0.00013021i,-0.00048239+0.00069368i,-0.00077873+0.00033554i,-0.00068336-0.000385i,-0.00011236+5.2583e-05i,0.00063827+6.6944e-05i,0.00067492+0.00038547i,0.00060969+0.00032226i,0.00082022-2.0606e-06i
-0.00014992-0.0010607i,0.0005913-0.00093124i,0.0014494-0.0021698i,0.00091143-0.0014109i,-0.00031974-0.00087084i,-0.00027341-0.001258i,0.00030157-0.0013385i,-0.00042519-0.001104i,-0.00050751-0.00031506i,-0.00036217+9.501e-05i,-0.00090989+0.00012151i,-0.00083231+0.00036242i,-0.00073749+0.00025221i,-0.00050025-0.00046234i,0.00047517-0.00035201i,0.00022193+0.00068415i,-0.00035717+0.00097649i,-0.00028334+0.00053943i,-0.00053998-0.00019878i,-0.00018946-0.00061013i,0.00016913+2.2893e-05i,-0.00027533+0.00034265i,-0.00073419+8.3729e-05i
-0.00067029-0.00071709i,-0.00088983-0.00090666i,-0.0010459-0.00063395i,-0.001183+0.00036629i,-0.0014981+0.0015676i,-0.00089717+0.0013741i,0.00051798-0.00030122i,0.0001397-0.0010334i,-0.00050839-0.00040493i,-0.00071216-0.0007047i,-0.0012031-0.00056509i,-0.00092658-0.00031116i,-0.00020484-0.00065374i,-0.00018476-0.00042696i,-0.00040232+0.00029279i,2.5365e-05+0.0002276i,0.00043452-0.00036796i,0.00011677-0.00067303i,-0.00020774-0.00068649i,-0.00059113-0.00020963i,-0.00063797+2.1526e-05i,3.5741e-05+0.00024732i,0.00019536+0.00077204i
-0.0033821-0.001861i,-0.0031213-0.0011747i,-0.0038276-0.00045678i,-0.0044774+0.00095149i,-0.002882+0.0014749i,0.00025439+0.00099161i,0.0013553-3.2882e-05i,0.00053441-0.0009604i,-0.00043098-0.00058276i,-0.00056859+0.00037337i,-0.0006592+0.00080406i,-0.0004764+0.00078438i,-0.00027909+0.0011194i,-0.00055937+0.0014014i,-0.0005138+0.0005272i,-6.0853e-05+7.9636e-08i,0.00038982+0.00021695i,0.00035907+0.00043002i,0.00028559+0.00076856i,8.3172e-05-5.3793e-05i,-0.00060777-0.00065521i,-0.00013506-0.00016005i,0.00032015+0.00028943i
0.00026229-0.00023751i,0.00046512-0.00021532i,0.001149+0.0011085i,0.00094909+0.00052034i,0.00010393-0.00039641i,-0.00077224+0.00016347i,-0.00034013-0.00046925i,-0.00016592-0.0014517i,-0.0010862-0.00090195i,-0.0010428-0.0002919i,5.2741e-05-0.00031227i,0.0008274+2.1999e-05i,0.00054106+0.00043006i,3.222e-05+0.0010353i,0.00016345+0.0012672i,0.00030897+0.00055998i,-9.1616e-05-2.3477e-05i,-0.00038058-1.1774e-05i,-0.00026318-6.7561e-05i,-9.4493e-05-0.00019572i,0.00026486+1.9084e-05i,0.00036901-8.6226e-06i,0.00017812-0.00024494i
0.0011571+0.00051865i,0.00067468+0.00058634i,7.5759e-05+0.00057224i,-0.0017119-2.3205e-05i,-0.0021605-7.1853e-06i,-0.00093153+0.00083181i,-0.00015373+0.00082881i,-0.00067287-0.0009806i,-0.0017189-0.001549i,-0.0013676-0.0007424i,-0.00069176-0.00019633i,0.00051973-0.00015853i,0.00095966-1.3595e-05i,0.00066142+0.00058336i,0.00093819+0.0010416i,0.00071755+0.00091674i,0.00038025+0.00048174i,0.00018888+0.00032588i,8.9659e-05+0.00066321i,0.00024141+0.00074207i,-0.00056036+0.00039208i,-0.00055228-0.00048746i,0.00023402-0.00042828i
-0.0026961-0.00044689i,-0.0021252+0.00024098i,-0.0027536+1.5257e-05i,-0.0025433+0.00044177i,-0.0017818+0.0012249i,-0.0009315+0.0012818i,-5.2364e-05+0.0012495i,-0.00034611+0.0010902i,-0.0011668+0.0011924i,-0.001004+0.00088535i,-0.00032962+0.00085884i,-0.00062736+0.00078728i,-0.00060258+0.00019812i,7.6077e-05+2.1576e-05i,8.1257e-05-0.00034355i,-0.00014459-0.00049859i,0.0002374-0.00022556i,0.000591+0.00078042i,-0.00020574+0.0008356i,-0.00042636+2.6698e-05i,-0.00011713+0.00045075i,3.6276e-05+0.00091983i,0.00027531+0.00028248i
0.00065001-0.00052579i,0.0011139-0.00072462i,0.0012418-0.0003846i,2.834e-05+0.00037907i,-0.0014665+6.3367e-05i,-0.00099796-0.00062269i,7.5247e-06-0.00091329i,-0.00018892-0.00031366i,-0.00050634-0.00014899i,-0.00015467-0.00036572i,0.00019476-0.00056198i,-6.4898e-05-0.00019259i,-0.00032146+0.00044749i,-7.6679e-05-0.00012976i,-0.00018204+0.00018441i,-0.0006011+0.00061017i,-8.8242e-06-0.00018396i,0.00016177+0.0002693i,0.00011354+0.00071498i,-0.00012399+3.7998e-05i,0.00013157-0.00052493i,0.00077564-0.00016224i,6.3694e-05-0.0001922i
0.00046751-0.0014014i,0.00097283-0.0013948i,0.00034357-0.0015987i,-0.00029959-0.0017621i,-0.0014016-0.00058424i,-0.0024302+0.0006701i,-0.0012078-6.996e-05i,-0.00015477-0.00082513i,-0.0002083-0.00084912i,-0.00037768-0.00020577i,-0.00084524+0.00081977i,-0.00098501+0.0010317i,-0.00091647+0.0006079i,-0.00074596-0.00011894i,0.00030437-0.00066459i,0.00015877-0.00022087i,-0.00030628-9.6639e-05i,-0.00035538-0.00064656i,-0.00066406-0.00027447i,-0.00075079+0.00057374i,-0.00026313+0.00045076i,0.00033687+0.00033574i,-0.00024137+0.00017414i
-0.00135-0.0016998i,-0.001855-0.0025095i,-0.0022825-0.0037436i,-0.0023944-0.0019095i,-0.0020089+0.0013162i,-0.00037219+0.0020405i,0.00099979+0.00045597i,0.001211-0.0010496i,0.0011792-0.00025372i,0.0007819+0.00055746i,-0.00032264+0.00085136i,-0.00082718+0.0015804i,-0.00021639+0.00098263i,0.00038958-3.928e-05i,0.00091025+0.00019788i,0.00069819+4.8585e-05i,0.00060411-0.00013389i,0.00099129+0.00016824i,0.0006712-0.00054762i,0.00043663-0.00089156i,7.0208e-05-0.00081046i,8.3887e-05-0.00057019i,8.1634e-05+0.00018872i
-0.0016518-0.00026976i,-0.001674+0.0007603i,-0.0021615+4.2854e-05i,-0.0017834+0.00037864i,-0.0018601+0.00060371i,-0.0017802-0.00018321i,-0.00074981-0.00097532i,-0.00066245-0.0012631i,-0.0011914-0.00075141i,-0.0010113+0.00026396i,-0.00086837+0.0010212i,-0.00041717+0.0013135i,-0.00040052+0.0012769i,-0.00048785+0.00096866i,1.5267e-05+0.00063849i,0.00038372+0.00051607i,-0.00019701+0.00040701i,-0.00027537+7.5748e-05i,0.00019645+7.413e-05i,-0.00016972+0.00030186i,-0.0002829-1.6095e-05i,7.8061e-05+0.0001332i,0.00068454+0.0010953i
0.0014316-0.0015294i,0.0011454-0.00041457i,0.00063916-0.00043933i,0.00032677-0.0016714i,5.2527e-06-0.0012188i,-0.00038427+3.1772e-05i,0.00075328+1.2812e-05i,0.00098737-0.00049796i,0.00023722-0.00071842i,1.2953e-05-0.00034648i,-0.00067516-0.00021316i,-0.0010335+0.00018671i,-0.0002633+0.00044863i,0.00032389+0.00027364i,0.00019264+0.00086097i,0.00032823+0.00089768i,0.00086704-0.00025423i,0.00049109-0.00072158i,-0.00010604-0.00024298i,0.00044527+0.00028396i,0.00042998+0.00035723i,0.00026613+7.3448e-05i,0.00017817-0.00020551i
0.00029791+0.00018154i,0.00010694+0.0012166i,-0.0013456+0.0012283i,-0.0012785+0.00050207i,-0.00056929-0.00010321i,-0.00057203-0.0002409i,-0.00017675-0.00036234i,-0.00083333-0.00071345i,-0.00087366-0.00035968i,-0.00018009+0.00015656i,-0.00033674-0.00053793i,-0.00045628-0.00095126i,-0.00035024-0.00051848i,-0.0012334+8.1681e-05i,-0.0010797+0.00037103i,0.00026969+0.00027165i,0.00071842+0.00071068i,0.00041761+0.0010228i,1.5242e-05+0.00032369i,5.2201e-05+0.0001515i,0.00026289-5.6803e-05i,0.00011775-0.00020454i,-0.00051795-7.7431e-05i
0.00023759-0.0015153i,0.0004407-0.0021846i,0.00028993-0.0015976i,-0.0002497-0.00019404i,0.00019326+9.7866e-05i,0.00074653-0.00014685i,0.00066834-0.00028894i,0.00073232-0.00058574i,0.00062349-0.0010922i,-0.00022966-0.0010765i,-0.00086262-0.00015846i,-0.00083077+0.00036033i,-0.00084057+0.00055253i,-0.0003268+0.00051894i,-2.8906e-05+0.00054509i,-9.8664e-06+0.00015069i,0.00016707-0.0003792i,-0.00019929-3.8109e-05i,-0.00059291-3.662e-05i,-0.00019255-0.00034473i,-1.6412e-05+8.1272e-05i,-0.00046986-0.00016919i,-0.00042846-0.0011712i
-0.00094739-0.0017068i,-0.00093313-0.0016172i,-0.00098851-0.0015647i,-0.0016734-8.357e-05i,-0.0019164+0.0013313i,-0.00078856+0.0016059i,0.00066442+0.00049837i,0.00080623-0.00016367i,0.00028161+2.247e-05i,0.00050266-0.00016738i,0.00022769+0.00056396i,8.3291e-05+0.0010812i,0.00019323+0.00093807i,5.1585e-05+0.00082148i,-0.00017057+0.00073184i,-0.00018059+0.00036913i,-5.8664e-05-0.00040654i,-0.00046486-0.00015129i,-0.00038787+0.00076695i,4.0658e-05+0.00086915i,-0.0003178+0.00050609i,-0.00024613+0.00031477i,-0.00058238+0.00076627i
