-0.001492+0.0025337i,-0.002102+0.0016232i,-0.0020449+0.00023474i,-0.001776-0.00029337i,-0.0012511+0.00055639i,-0.00015968+0.0011627i,7.5982e-05+0.0016065i,0.00082202+0.00083109i,0.0013796-0.00038515i,0.0013658-0.00028225i,0.0013342-6.1102e-05i,0.00035701-0.0008366i,-0.00062337-0.0014727i,-0.00053148-0.0012544i,5.1194e-05-0.00038569i,0.000498+8.7857e-05i,0.00025122-0.00013239i,-0.00033043-0.00048159i,-0.00032152+6.8469e-05i,-0.0007001+3.1657e-06i,-0.0014786-0.00029967i,-0.00085823+0.0003149i,-0.00020185+9.7205e-06i
-0.00015058+0.00050029i,-0.0013423-0.0007483i,-0.0013938-0.00053097i,-0.00047379+0.00056109i,0.00019776+6.6709e-05i,0.0014837-0.00083993i,0.0015805-0.00016707i,0.0013084+0.00046069i,0.00037214-0.00018081i,-0.00096159-0.00060337i,-0.00054218-9.7983e-05i,0.00018759+0.0003573i,0.00046458+0.00021926i,0.0005142+0.00027243i,-8.7705e-05+0.00080181i,-0.00069269+0.0005771i,-0.00055954+0.00052333i,3.7345e-05+0.001011i,6.1771e-05+0.00096008i,0.0003521+7.7141e-05i,0.00073519-0.00043111i,-0.00023151-0.00013686i,-0.00055539+0.00053234i
0.0020133+0.0013352i,0.001724+0.00048687i,0.0024585-0.00054871i,0.002227-0.0025591i,0.00097881-0.0029238i,-0.000226-0.0018077i,-0.00062777-0.00088071i,-0.00045557+0.00054075i,0.00033895+0.0010897i,0.0012612+0.00030467i,0.00072374-0.00014118i,6.2609e-05-0.00082028i,5.2335e-05-0.0006771i,-1.2649e-05-0.00045256i,-0.0004052-0.00033617i,-0.00062207+0.00017785i,-0.00077136+0.00079646i,-0.0008551+0.0003096i,0.00017947-0.00057416i,0.0010456-0.0003168i,0.0010246+0.00016736i,0.0012477+0.00062071i,0.0014106+0.00076608i
-0.00046135+0.0009939i,-0.00082179-0.00012582i,8.2133e-05-0.00068983i,0.0014482-0.00036027i,0.0014988+3.849e-05i,0.00098205+0.00012028i,0.00050254-1.028e-05i,0.00029919-0.00014296i,-0.00035767-0.00012207i,-0.00041836+0.00012255i,-3.272e-05-1.5006e-05i,-0.00056383+0.00014417i,-0.00060499+1.7599e-05i,2.4053e-06-0.00057198i,0.0001679-0.00083982i,0.00011143-0.00058896i,0.00041762-0.00034912i,0.00068414-9.4181e-05i,0.00050379+0.00039129i,0.00010086+1.5414e-05i,0.00056033-0.00050573i,0.00080872-0.00075977i,0.00022715-0.00086136i
-0.00020473-0.00014504i,-0.00034098-8.1899e-05i,-0.00039365-0.00018506i,0.00023065-0.0003624i,0.00080581-0.00051253i,0.0005884+0.00042565i,0.00013245+0.00085211i,0.0004858+0.00039151i,0.0005506-0.0001169i,0.00014863-0.001112i,-0.00040001-0.00083458i,-0.00030375-0.00055117i,0.00015609-0.00069029i,0.00052082-0.00021646i,0.00052921+0.00037283i,-0.00013825+0.00083712i,-0.00066457+0.00053308i,-0.00044437+3.2065e-06i,0.00025906-0.00037602i,0.00051643-9.077e-05i,0.0006581+0.00013232i,0.00043882-9.8731e-05i,2.0006e-05-0.00080373i
0.0015824+0.0020396i,0.0013046+0.0013443i,0.0018047+0.00032001i,0.0023489-4.4703e-06i,0.0020993+0.0004561i,0.0016557+0.00035013i,0.00038808-0.00033554i,-0.00049522-0.00088764i,-6.5115e-05+0.00020603i,-0.00012003+0.00094012i,-0.00070611+0.00092474i,-0.0014506+0.00041942i,-0.0017299-0.00039832i,-0.0010992-0.00089369i,-0.0011434-0.00098726i,-0.0010837-8.7002e-05i,-0.00080783-8.5117e-05i,-0.0006116-0.00034579i,-0.00012527+0.00018241i,-0.00046746+0.00046638i,-0.00033102+0.00037954i,0.00046032+3.7278e-05i,0.00080593-0.00050912i
0.00016706+0.0010266i,7.7491e-05+0.0012648i,0.00064218+0.00082471i,-2.8273e-05-0.00016406i,-0.00074001-5.164e-05i,-0.00012347+0.00040981i,0.00045379+0.00042309i,0.00020292+0.00011571i,-0.00038093-0.00047457i,-0.00091432-1.7729e-05i,-0.00078925+0.00027452i,-0.00030612-0.00029935i,0.00036567-0.0011845i,0.0005434-0.0011557i,-0.00023552-0.0003257i,-0.00081231+0.00019977i,-0.00046948+5.8799e-05i,-9.2786e-05-0.00064931i,-6.093e-05-0.00060359i,-9.2626e-06-0.00030888i,-0.00047145-0.00075908i,-0.0010331-0.00093119i,-0.00094838-0.00068056i
-0.0012169+0.0014712i,0.000124+0.0023985i,-3.0538e-05+0.002982i,0.00016421+0.0023333i,0.00073407+0.0012715i,0.0013869+0.00070882i,0.0017629+0.00042471i,0.0011013-0.00033821i,8.5197e-05-0.00043709i,-0.00019357-0.00014275i,0.00024675-0.00053824i,0.00039616-0.0013206i,0.00034594-0.0017416i,0.00052425-0.0016792i,0.00041846-0.0011724i,4.5448e-05-0.00061185i,-0.00044731-0.00019803i,-0.00051923+0.00016806i,-0.00093418-0.00011855i,-0.00016477-0.00028727i,0.0008868-4.0882e-05i,0.00043514+0.00012735i,-0.0002738+0.00027017i
-0.0010046-0.0006629i,-0.0011293+0.00024458i,-0.00058549-8.117e-05i,0.0003975+0.00021181i,0.00057508+0.00075027i,0.0006567+0.00086823i,0.00056145+0.0005243i,0.00017536+0.00018685i,0.00016391+0.00011289i,3.2219e-05-0.00035386i,-0.00054418-0.00047727i,-0.00078657-0.00029677i,5.824e-05-0.00027825i,0.00096219-0.00034162i,0.0010643-0.00041453i,7.5039e-05-0.00022935i,-0.00051638+8.2119e-06i,-3.4238e-05+0.00012472i,-7.6647e-05-9.6192e-05i,-5.258e-05+3.7446e-05i,-0.00012904-0.00012754i,0.00013275+5.9733e-05i,0.00034669+0.0007094i
-0.0012996+0.0013904i,-0.001469+0.00088519i,-0.0011484+0.002121i,-0.00015392+0.0024312i,0.00056739+0.0010331i,0.00014519+0.00030528i,-0.00018811-5.7721e-06i,-0.00028308+0.00034498i,-0.00057721+0.0010544i,9.8699e-05+0.00049263i,0.0004208-0.00067969i,-0.0001993-0.00098087i,-0.00063329-0.00087375i,7.7546e-05-0.0011797i,0.00090429-0.0014097i,0.00010348-0.00047478i,-0.0007464+0.0006214i,-0.00028027+0.0011276i,0.00011583+0.0003689i,0.00029529-0.00035079i,-0.00013641+0.00011303i,-0.00072932+0.00055629i,-0.0011104+0.00026583i
0.00091554-0.00026733i,0.0010615-0.0018334i,4.0618e-05-0.0019958i,-0.00068597-0.0010533i,-0.0011203-0.00020046i,-0.00049162+0.00075872i,0.00065924+0.00050777i,0.0016707-6.7194e-05i,0.0015315-0.00015582i,0.00086788+0.00022271i,0.00036959+0.0009604i,-8.7105e-05+0.0011608i,0.00055418+0.00016938i,0.0010556-0.00016809i,0.00050801+0.00076755i,0.00044133+0.0007868i,0.00018082+0.000138i,-0.00027947-0.00022183i,0.00035409-0.00038724i,0.00047129-0.00017524i,0.00032125-4.2279e-05i,0.00047052+0.0001883i,-0.00010667+0.00062005i
-4.6563e-05+0.0019534i,0.0010876+0.0012477i,0.0019073+0.00017476i,0.0012396-0.00013864i,0.00075896-9.6572e-05i,0.0007206+0.00056644i,0.00052288+0.00074739i,0.00055685+0.00041838i,0.00017436+0.00041554i,0.00050035-0.00011318i,0.0002668-0.00069508i,-0.00026611-0.0011349i,-3.5519e-05-0.00052141i,-0.00036364-0.00045503i,-0.001091-0.00068176i,-0.00060462-0.00034925i,0.00032774-0.00035137i,0.00031139-0.00052375i,5.2736e-05-0.00063985i,-0.00036269-0.00035122i,-0.00055704+9.0311e-05i,-0.00022032+0.00039338i,-6.3018e-05-6.7096e-05i
0.00083991-0.0005683i,0.0013613-0.00056166i,0.00077256-6.4443e-05i,0.00032938-0.00011138i,-0.0010106-0.00045377i,-0.00072046-0.00031652i,0.00032267-0.00041331i,0.00066366-0.0005775i,0.00033383-0.00019962i,0.00052572+0.00021984i,0.00071813+0.00018349i,-0.00034113+0.00018195i,-0.00047896+0.00070127i,-5.6014e-05+0.00064609i,-1.5713e-05+0.00082656i,-0.00044064+0.0012194i,-0.00057239+0.00093115i,0.00037097+0.00067835i,0.00056256+0.00026874i,0.00011113+0.00030298i,-6.3e-05-0.00030976i,0.00050443-0.00084237i,0.00035713-0.00029223i
-0.0010043+0.0012648i,-0.0017161+0.002492i,-0.0013173+0.0019204i,0.00030663+0.00079525i,0.00075369+0.00057231i,0.00085165+0.0012728i,0.00096667+0.0020442i,0.00067906+0.0026635i,0.00074116+0.0020135i,0.00051884+0.00053925i,0.00034449-0.00023382i,-0.00018903-0.00069924i,-0.0010839-0.0011311i,-0.00045073-0.00048456i,-0.00026709+0.00023114i,-0.00032906-0.00010985i,6.5055e-05+1.8479e-05i,0.00071675+0.00052945i,0.0012883+0.00064374i,0.00091726+0.00066171i,0.00077255+0.00035937i,0.00091489-0.00012445i,0.00088415-0.00023734i
9.6175e-05-0.0014301i,-0.001822-0.0012571i,-0.0026076-0.0012636i,-0.0018517-0.00082023i,-0.00087694+0.00029151i,0.00059272+0.00071937i,0.0016124+0.00024825i,0.0015465-0.0003716i,0.0010824+0.00015463i,-0.0001796+5.4395e-05i,-0.00026038-0.00098976i,0.00012384-0.00043886i,0.00028944+0.00047822i,0.00070278+4.7967e-05i,0.001199-0.00041504i,0.0011726-0.00062625i,0.00034228-0.00017636i,0.00031987+0.00025392i,0.00011282+0.00043698i,-0.00051538+0.00048785i,-7.3226e-05-0.00033333i,0.0001094-0.00065193i,3.2367e-05-0.00024009i
-0.00098445+0.0011525i,-0.00078077-0.00035374i,-0.00044077+0.00031739i,-7.4368e-05+0.00062929i,0.00084132+0.00048436i,0.00099176+0.00071659i,0.00028813+0.00061226i,8.3073e-05+0.00068682i,4.0795e-05+0.00075165i,-5.8933e-05+0.00052021i,0.00022143-0.00022629i,-0.00022021-0.00063462i,-0.00077664-0.001029i,-0.00023952-0.00098071i,0.00015945-0.00067592i,-0.00048556-0.0010119i,-0.00050742-0.00043402i,-0.0004109+0.00046171i,-0.00079617+6.6765e-05i,-0.00055202+0.00034471i,9.5505e-06+0.00039448i,4.7623e-05-0.00048048i,-5.0304e-05-0.0012251i
0.0015517-5.0525e-05i,0.0021522-0.00077668i,0.0023887-0.0014259i,0.0012671-0.0013969i,-0.00024534-0.00087151i,-0.00061007-0.00044491i,-0.00023593-0.00038876i,0.00014584-0.00021818i,-8.7216e-05+0.00047735i,-0.00043694+0.00063834i,-0.00025154+0.00013901i,-0.00035269-7.3151e-05i,-0.00067159-0.00061085i,-0.0011197-0.00069853i,-0.00037419-0.00013148i,0.00023523-3.7587e-05i,-0.00014341-0.00059326i,-0.00058091-0.00033434i,-0.00092979+0.00013968i,-0.00037901+0.00023285i,2.0996e-05-9.6796e-05i,-4.0543e-05-0.00078915i,0.00019156-0.00053342i
-0.0013606-0.00055649i,-0.0010942-0.00053842i,-0.0015667+0.0010659i,-0.0008633+0.0014065i,0.00050681+0.0010291i,0.00036199+0.00047164i,0.0001975+0.00065936i,8.037e-05+0.00088584i,-0.00010668+0.0010105i,-0.0007113+0.00090575i,-0.00070119+8.0435e-05i,-0.00015579-0.00039759i,0.00021415-0.00095842i,0.00012149-0.001175i,0.00022862-0.00030683i,4.7366e-05+0.00015058i,4.4869e-05+0.00031221i,0.00029714+0.00060939i,-0.00035497+3.7552e-05i,-0.00073748-0.00075008i,-0.00016038-0.00073289i,-2.1161e-05-0.00041942i,-0.00038787-6.6532e-05i
0.001267-0.0022652i,0.00073523-0.0030683i,-0.0017556-0.0029408i,-0.0026486-0.0010502i,-0.001772+0.00051244i,-0.00034857+0.00065281i,0.00071462-0.00021202i,0.00096195-0.0010643i,7.9593e-05-0.00054137i,-0.00025876+0.0005416i,0.00038735+0.00019187i,0.00099209-0.00014603i,0.0010913+0.00035955i,0.0012732+0.0010325i,0.00077374+0.00059377i,-0.00012799+0.0001583i,-0.00032811+0.00030797i,-0.00035623+0.00071092i,-0.00075825+0.00045519i,-0.0004298+0.0004024i,-0.000253+0.0004617i,-0.00066194-6.5294e-05i,-0.001022-0.00052083i
0.00011958+0.0016158i,0.00034821+0.0017115i,0.0008681+0.0010563i,0.0017762-0.00051401i,0.0020456-0.00081029i,0.0015443-7.5942e-05i,0.00085356+0.00059867i,0.00030637+0.00050592i,5.8712e-05+0.0007083i,0.00012322+0.00051367i,0.00054181+0.00026112i,0.00036881+0.00014866i,1.8575e-06-5.9601e-05i,-0.00046102-0.00059601i,-0.001005-0.00094805i,-0.00074244-0.00048029i,-6.6564e-05-0.00035084i,-0.00012729-5.317e-05i,-0.00018732+0.0003339i,0.00016666+7.7773e-06i,-0.00028672-0.00036097i,-0.00017961+0.00023785i,-7.7055e-05+0.00045609i
0.0015654+0.00075263i,0.00099096+0.0011682i,9.025e-05-0.00027125i,0.00038998-0.00040745i,0.00054285+0.00068615i,-1.0013e-05+0.00086717i,-6.1303e-05+0.0012869i,0.00023676+0.0013787i,0.00029935-2.4989e-05i,0.00045088-0.00085744i,-1.9556e-05-0.00039842i,-0.00012263+0.00029382i,0.00070964+0.00017557i,0.00073933-0.00043561i,0.00023145-0.00037534i,-0.00023755-0.00046453i,-0.00037847-0.0001994i,-0.00033118+0.00033689i,9.9745e-05+0.0005301i,0.00037357+0.00012382i,0.00053823+1.307e-05i,0.0010789+0.00066698i,0.0015946+0.00024184i
-0.0011686+0.0016941i,-0.0010778+0.0011114i,-0.0011241+0.0011169i,-0.00038124+0.0016126i,0.00082211+0.0015497i,0.00058239+0.00087557i,0.00065188+0.0010583i,0.0007614+0.0015038i,0.00018501+0.00098408i,0.00084538+0.00068797i,0.00068039+0.00094432i,0.00023119+0.00019306i,0.00012614-0.00052287i,-0.00048021-0.00051009i,-0.00099066-0.0003125i,-0.00050714-0.00038733i,0.00039583-0.00019279i,0.00056758+0.00020529i,0.0006097+0.00069002i,0.00094845+0.00058513i,0.00079925+0.0001875i,0.00056444-3.7921e-05i,0.00074662-0.00039377i
-0.0019183-0.00115i,-0.0020444-0.0017197i,-0.0016319-0.0019589i,-0.0017223-0.00096196i,-0.0014524+0.00053938i,-0.00031624+0.00087553i,0.00051828+0.00036783i,0.00060819-0.00059921i,-4.4284e-05-0.0007626i,-0.00017312+5.5498e-05i,-0.00039776+0.00030488i,-0.00026743-0.00068816i,0.00059354-0.00070825i,0.0008739+5.3292e-05i,0.00055857+0.0002948i,-0.00010441+6.0234e-05i,-0.00057207-0.00032877i,-0.00037385+0.00020504i,-0.00054298+0.00089163i,-0.0008318+0.00071923i,-0.00014138+0.0001434i,0.00031667+3.5556e-05i,0.00050301+0.00038211i
-0.0017291+0.00022496i,-0.0020866-0.00083237i,-0.0019448-0.0012201i,-0.001063-0.00068018i,-0.00025646-0.00029184i,0.0003462-7.8763e-05i,0.00037965+0.00075525i,0.00013817+0.00077354i,0.00011729+0.00060785i,0.00027803+0.00014498i,0.00027211-0.00067171i,0.00025255-0.00062441i,-0.00023988-0.0002953i,-0.00074257-2.6357e-05i,-0.00077539-0.00021726i,-0.00075723+0.00023556i,9.8064e-05+0.00022757i,0.0004572-4.2105e-05i,9.707e-05+0.00045946i,-0.00083858+0.00089055i,-0.0019494+0.00042246i,-0.0015073-0.00016698i,-0.0011866-0.00016413i
0.0013143+0.00023606i,0.0012027-0.0002069i,0.0020014+0.0001162i,0.0021262+0.00035221i,0.0013935-4.3027e-05i,0.00068566+0.00039241i,0.00054358+0.00058527i,0.000526-9.3002e-05i,-0.00015916+0.00010256i,-0.0011988+0.00015385i,-0.0013009-0.0003254i,-0.00080633-0.00045499i,-0.00038359-0.00047448i,0.00057804-8.8679e-05i,0.00041021-6.3192e-05i,8.9947e-05-0.00075655i,0.00023438-0.00057107i,0.00015802-0.00039905i,0.00029534-0.00057811i,0.00037058-0.00019254i,-0.00013694-1.8148e-05i,-0.00047784+0.00010562i,-0.0001504-0.00017788i
0.00087612+0.00085496i,0.00037997+0.001079i,8.2297e-05+0.00065172i,0.00069548-1.7757e-05i,0.00091557-4.9431e-05i,0.00034393+0.00059912i,0.00068004+0.00059051i,0.00090148+2.8316e-05i,0.00065163-0.00043448i,7.7954e-05-0.00053631i,-0.0004747-0.00097261i,5.5914e-06-0.0009844i,0.00010693-0.000365i,-0.00052934+0.00017615i,-0.00046852-0.00030071i,0.00046212-0.0010179i,0.00031681+0.00039068i,-0.00044727+0.001237i,-0.00040037+0.0002924i,-0.0006591-0.00058779i,-0.00064214+0.00032242i,8.1564e-05+0.001086i,0.00046474+0.00047159i
0.0010956+5.6366e-05i,0.00074104-0.00077668i,0.00020315-0.0019125i,-0.0002306-0.0024384i,-0.0003448-0.0013887i,-5.8068e-05+0.0004246i,4.2841e-05+0.0012933i,-0.00029563+0.0010198i,-0.0010195+0.0004301i,-0.0009723-0.00045038i,1.1271e-05-0.000876i,-9.0101e-05-0.0010279i,-0.00044865-0.0012855i,0.00021885-0.00060119i,0.00059929-0.00017078i,0.00034834-0.000178i,0.0008665-0.00069155i,0.00098301-0.00082942i,-3.1233e-05-0.00024954i,3.786e-05-4.0743e-05i,0.00021121+0.00026658i,0.0001818+0.00020208i,-0.00031762+0.00035587i
-0.00075567+0.0010221i,-0.00011004+0.00085883i,0.00028201+0.00047177i,0.00034164+0.00047544i,0.00057489+0.00059478i,0.0007482+0.00055969i,0.0012153+0.0011222i,0.0011308+0.0011988i,0.00042229+0.00028958i,-0.00010437-0.00046146i,-6.1455e-05-0.00035229i,0.00030309-1.8912e-05i,4.6155e-06+0.00017927i,-0.00014472+0.00029627i,0.00039173+0.00041667i,-7.6433e-05+8.5846e-05i,-0.00035271-0.000228i,0.00038276-4.1597e-05i,0.0011838+0.00066526i,0.0001438+0.00085735i,-0.0012108+0.00016713i,-0.0010532-0.0003561i,-0.00021943-0.00019837i
-0.00035126-0.0019093i,-0.00042214-0.0010797i,-7.7006e-05-0.0011214i,-0.00021101-0.00062493i,-0.00050322+0.00029972i,0.00023324+0.00012155i,0.00096573-0.00087819i,0.0010948-0.00057558i,0.0004543-0.00024734i,-0.00044211-0.00022922i,0.00016529+4.8269e-05i,0.0010698-0.00018857i,0.00061691-0.00092364i,-3.4134e-05-0.00098752i,-0.00040066-0.00021398i,-0.00076248-0.00053558i,-0.00045752-0.00038231i,-1.2404e-05-0.00026023i,0.00044463-0.00047055i,0.00037384+2.8196e-05i,0.00017188-0.00035223i,0.00018391-0.00071763i,0.00047474-0.00021864i
-0.0020439+0.00061214i,-0.0023283+0.0022092i,-0.0013376+0.0026039i,-0.00025525+0.0022101i,0.00010612+0.0015274i,0.00024582+0.00077817i,-0.00044553-0.00027433i,4.1315e-05-0.00044126i,0.00059764+0.00033622i,7.8606e-05+0.00053745i,0.00046171+0.00019567i,0.00051951-0.00042446i,3.1192e-05-0.00074024i,0.00019617-0.00025747i,0.00021251-0.00044156i,-3.5134e-05-0.0003642i,-0.00013949+0.00014232i,0.0002542+0.00010488i,0.0005523+7.678e-05i,8.696e-05-0.00020421i,-0.00055008-0.00069769i,-0.00057331+3.7496e-05i,-0.00023233+0.0010837i
0.00029273+0.00040113i,0.00048-5.7168e-05i,0.0002807-0.00065427i,-0.00043391-0.00065787i,-0.0007616-0.00010717i,-0.00045315+0.00047547i,-2.3667e-05+0.0011043i,-0.00031119+0.0012432i,3.2656e-05+0.00075422i,0.00051647+0.00037687i,0.00060991-0.00011654i,0.00012809-0.00064203i,-0.00069674-0.0010296i,-0.00097652-0.0011394i,-0.000718-0.00059075i,-0.00068809+0.00021014i,-0.00067425+0.00013311i,-0.00026917-0.00043938i,0.00015521-0.00041669i,-0.00021132-0.00018578i,-5.017e-05-4.1754e-05i,0.00074287+0.00056577i,0.00094899+0.00080348i
-0.00066655-0.00092426i,0.00048214-0.00047993i,0.0004567-0.00054231i,-0.0002677+0.00034491i,-0.00095496+0.00070716i,-0.00066682+0.00095148i,-0.00014883+0.0012364i,0.00012123+0.00049083i,-6.2243e-05-0.00067147i,1.1229e-05-0.00063085i,0.00046688-8.857e-05i,0.00088775-2.0765e-05i,0.00068131+0.00015568i,0.00014985-0.00010209i,0.00051601+0.00020205i,0.0007512+0.00029304i,0.00085568-0.00052387i,0.00090854-0.00092337i,0.00085982-0.00052151i,0.00023619-0.00028441i,-0.00085684-0.00046953i,-0.00077285-0.0004885i,0.00011456+0.00018025i
0.0010597-0.00028712i,0.0014197+0.00010379i,0.001319+0.0010056i,0.00053201+0.00092715i,9.8524e-05-5.7812e-05i,-0.00046158-0.00022407i,-0.00073656+0.00048737i,-0.0001399+0.00070958i,0.00029717-0.00014886i,0.00021312-0.00071855i,0.00033239-0.00016955i,-0.00035488+0.00024334i,-0.00082654+1.3401e-05i,0.00025029+0.00023281i,7.1672e-05+0.001001i,-0.00060535+0.00085579i,-0.00099369+0.00068231i,-0.0010524+0.00054285i,-0.0007816+1.4262e-05i,-8.0725e-05+4.1596e-05i,0.0011476+0.0004026i,0.0015739-3.4359e-06i,0.00082954-0.00018197i
0.00023289+0.00049563i,4.7309e-05-0.00021825i,-0.00082408+0.0001711i,-0.0010244+0.0013495i,0.00036665+0.00021437i,0.0017516-0.00032025i,0.001342-0.00013686i,0.00080655-2.0826e-05i,0.00050754+0.00089984i,0.00012705+0.00089256i,0.0006757+0.00013511i,0.0015838-0.00042611i,0.00080238-0.00037579i,-5.7882e-05+2.629e-05i,-2.8231e-06+0.00031672i,0.00016449+0.0001281i,0.00034321-0.00030997i,0.00064369+0.00028197i,0.0001471+0.00062008i,-0.0011972-6.6414e-05i,-0.0013988-0.00067807i,-0.00037157-0.00045786i,-0.00015524-0.0002034i
-0.00065772+0.0011498i,-0.0013326+0.0014514i,-0.0006185+0.00034198i,0.00042755-3.4702e-05i,0.00074592+0.00076125i,0.00069294+0.0010427i,0.00082058+0.00095926i,0.00049204+0.0008898i,-0.00019372+0.00049482i,-0.0001032+0.00065017i,-9.8923e-05+0.00052272i,-0.00074704-0.00015055i,-0.00075505-0.00045991i,0.00016407+5.336e-06i,0.00036744+0.00022597i,-0.0003123-0.00047015i,-0.00018147-0.00043385i,0.00051482-4.545e-05i,-0.00016297+6.4102e-05i,-0.00079737+0.00046407i,-0.00035833+0.00089782i,5.261e-05+0.00046739i,8.9653e-05-0.00029211i
-0.0012977+0.0011628i,-0.0011001+0.00030871i,-0.00070858-0.0001325i,0.00062107+0.00036483i,0.0013325+0.00088227i,0.0011362+0.0008328i,0.00097606+0.00081731i,0.00065776+8.4989e-05i,0.00029359-0.00042385i,0.00034445+8.6462e-05i,0.00015707+0.00024598i,8.505e-05-0.00012232i,-0.00039395-0.00068301i,-0.00073095-0.0009517i,0.000249-0.00073474i,0.00074388-0.00088701i,-0.00012628-0.00090196i,-0.00091236-0.00057897i,-0.00048085-0.00018296i,-0.0002073-1.8056e-05i,2.0802e-06-0.00021469i,0.00058783-0.0003627i,-3.0622e-05-0.00033898i
-0.0004706+0.00026532i,-9.962e-05+0.0013419i,0.00043641+0.00052601i,0.00069956-0.00044163i,0.00096753-1.925e-05i,0.00083287+0.00098123i,0.00040862+0.0013725i,0.00076847+0.0012792i,0.0013864+0.0015146i,0.00020873+0.0014006i,-0.0010491+0.00034351i,-0.00072587-0.00070137i,-0.00044052-0.0009937i,-0.00044753-0.0012595i,-0.00039482-0.00068017i,-0.00049343+0.00082524i,-0.00014736+0.0007196i,0.00031788-0.00039661i,0.0002748-0.00022478i,-5.4628e-05-0.00027815i,7.7527e-05-0.00083902i,0.00047694-0.000467i,0.00040064+7.0796e-05i
-1.9362e-05-0.0009174i,-0.00019872+0.00067235i,-1.848e-05+8.1245e-05i,0.0002377-0.00040621i,0.0004199+0.0007942i,0.00088287+0.0013874i,0.0011257+0.0007788i,0.0004305-4.968e-05i,-0.00033612-0.00011679i,-0.00061368-0.00026324i,-0.00020307-0.0002247i,0.0004963+0.00024351i,0.00055748-0.00013274i,0.00039703-0.0010517i,0.00063861-0.00072557i,0.0007725+5.781e-05i,0.00028412-0.0004494i,0.00038325-0.00054521i,0.00065558-0.0010902i,0.00057927-0.0011483i,-0.00064599-0.00094018i,-0.0010307-0.0010103i,5.6936e-05-0.00015038i
-0.0016819+2.9427e-05i,-0.001769-0.00047343i,-0.0006903+0.00036959i,-0.00014351+0.0010761i,-0.00010224+0.0008959i,0.00031113+0.00044972i,0.00056176+7.7632e-05i,0.00054291+0.00019034i,0.00017579+0.00083543i,0.00050068+0.00098006i,0.00089443+0.00015603i,0.00090245+1.9785e-05i,0.00022379+0.00062349i,0.00032636+0.00036404i,0.0010224-0.00038809i,0.00022256-0.00041835i,-0.00087007-3.8573e-05i,-0.00084752+0.000437i,-0.00042344+0.00017727i,-4.7432e-05-8.4834e-05i,0.00057412+0.00021353i,0.0014946+0.00010686i,0.0012711+0.00034442i
0.00045683+0.00039041i,-5.7297e-06+0.00018088i,8.8629e-05+0.00033359i,0.00034968+0.00020118i,0.00020649-0.00041559i,-0.00049921-0.00069739i,-0.00089431+6.5756e-05i,-0.00079017+0.0005458i,-0.00089087-0.00043061i,-0.00050956-0.00049876i,0.00024243+0.00012125i,-0.00087971-0.00017425i,-0.0012662-5.0691e-05i,-0.00076235+0.00043489i,-0.00040476-6.5641e-06i,-0.00033988+0.0002094i,-0.0002946+0.00059838i,-5.7649e-05+0.00043135i,-2.6976e-05+0.00020343i,-0.00013906-0.00063701i,0.00024414-0.00073238i,0.00017844-0.00037028i,0.00014665-0.00057428i
-0.0010289+0.0013578i,-0.00050904+0.0011366i,0.00025044+0.00095046i,0.00045607+0.00071206i,0.00076856+0.00073715i,0.00083894+0.00014871i,-0.00026854-0.00039135i,-0.00030973-0.00043608i,0.00054682+6.1554e-05i,0.00034043+0.00077072i,-1.5408e-05+0.0002733i,0.00023111-0.00071228i,0.00037485-0.0011547i,-0.00012804-0.0012561i,-0.00054355-0.00056564i,-0.00022169+0.00041265i,0.00051364+0.00058978i,0.00077955+0.00019277i,-0.00010662+4.0478e-05i,-0.00073527+0.00018039i,-0.00083066-9.9146e-05i,-0.00043762-8.9972e-05i,-5.1275e-05-7.6844e-05i
-0.00016336+0.00034598i,0.00030239-0.00012273i,0.0013218+8.5171e-05i,0.00097764+8.0769e-05i,0.00037981-0.00058838i,0.00062336-0.00030956i,0.0010731+0.00073878i,0.0011312+0.0013126i,0.00074277+0.0013885i,0.00046404+0.00086169i,0.00049119+0.00073968i,2.3333e-05+0.0002257i,-0.00084342-0.0006767i,-0.00090864-0.00036522i,-0.00049744+0.00085019i,3.0736e-05+0.00081385i,0.00068359+0.00038277i,0.000464+0.00030702i,0.00025247-1.6501e-05i,0.00034802-1.7445e-05i,0.00056118-0.0003447i,0.00054509-0.00065065i,-0.00025897-0.00015764i
-0.0015326-0.00031959i,-0.0021809+0.0005061i,-0.002475+0.0011724i,-0.0013032+0.0014326i,0.00081717+0.001595i,0.00088788+0.0015236i,-2.634e-05+0.0007914i,-0.00016457+0.00019775i,-0.0001761-0.00024266i,-0.00056288+0.00038627i,-0.0002926+0.00070097i,-0.00028187+0.00067416i,-0.00025556+0.0011941i,0.00028911+0.0014423i,0.0011182+0.0012645i,0.0014205+0.00044962i,0.00043875+0.0001193i,0.00033083+0.00055003i,0.00095384+0.00044678i,0.00064308-0.00023544i,0.00040466-0.0003463i,0.00041293+8.6384e-05i,-0.00046776+0.00074671i
