-0.00088589+0.0019396i,-0.0009632+0.0021957i,-0.0021128+0.0018374i,-0.0017483+0.00047177i,-0.0013897+0.00039892i,-0.00042418-0.00033623i,0.0002034-0.00066909i,0.00012544-0.00066245i,0.00049822-0.00036331i,0.0010762-0.00020711i,0.0014202-0.00076231i,0.00059557-0.0014228i,0.00037291-0.0017742i,0.00059046-0.0018444i,0.00034568-0.0013602i,-0.00015297-0.00020919i,-7.2404e-05+0.00085956i,0.00032357+0.00010231i,0.00021057-0.00044823i,-0.00037507-6.8149e-05i,-0.0011163+0.00016765i,-0.00065361+0.0009347i,-0.00022602+0.0011236i
0.0019049+0.0013219i,0.0016941+0.0019467i,0.0020729+0.00067582i,0.0019205-0.00075595i,0.00096797-0.0013432i,0.00024434-0.00083958i,-0.0006272+0.00054955i,-0.0010401+0.00063678i,-0.00087342+0.00016454i,-0.00065453-6.7482e-05i,-0.00010597-0.00063325i,0.00043703-0.00082158i,0.00018791-0.00060583i,-0.00041376+0.00033433i,-0.00039653-7.2664e-05i,0.00060495-0.0011993i,0.00074236-0.00023799i,0.00011546+0.00035881i,0.0001476+0.00050078i,0.00025066+0.000695i,0.0004773+0.00092358i,0.00025389+0.0010234i,1.4317e-05+5.3259e-05i
-0.00055038+0.0010677i,-0.00058538+0.00096384i,-0.00045747+0.00061461i,-0.00075099+0.00088288i,-0.0010948+0.0010631i,-0.00032541+0.000583i,0.00011617+0.00012124i,-0.000628-0.00013371i,-0.00065251+0.00020635i,0.00020965+0.00098406i,0.00016232+0.00019704i,0.00017933-0.00026468i,0.00025685+0.00051681i,0.00038802+0.00092618i,4.5159e-05+0.00061519i,-0.00039949-0.00028898i,-0.0004814-0.00010915i,-0.00027933-0.00021274i,0.0002374-0.0010683i,0.00028873-0.00058898i,0.00030188+0.00022881i,0.00024336+0.00012462i,-0.00065846-0.00015797i
-0.00087484+0.00091091i,-0.00072931+0.0004998i,-0.001353+5.6791e-05i,-0.00068322+4.1691e-05i,-0.00045069-0.00010428i,-0.00033833-0.00086953i,0.00036577-0.0012976i,0.00051622-0.0010738i,-3.4475e-05-0.00088965i,1.7045e-06-1.5875e-05i,-7.4253e-05+0.00048397i,-0.00090504+0.00041852i,-0.00072171-0.00013675i,0.00043922-0.00055237i,0.0011896+5.7281e-05i,0.00089911+0.00076381i,0.00017278+0.00029123i,-0.0002367-0.00061228i,-0.00027221-0.00048036i,0.00026702-0.00012504i,0.00072166+0.00027834i,0.00029357+0.00049111i,-2.8471e-06-0.00048612i
0.0010442-0.00068855i,0.0013058-0.0022438i,-3.0397e-05-0.0020003i,-0.00087617-0.00038766i,-0.00035657+0.00034188i,-9.9154e-05+0.00015271i,-0.00048262-0.00010374i,-0.00055655+0.00041033i,-0.00054803+0.00017538i,-0.00057116-0.0004422i,0.00026152+0.00048638i,-0.0001663+0.00098707i,-0.00097883+0.001422i,-0.00090156+0.0011313i,0.00043083+0.00042165i,0.001193+0.00060606i,0.00023255+0.00039893i,-0.00030665-0.00026649i,2.7201e-06-0.00023771i,0.00032782-0.00032202i,8.0623e-06-0.00084309i,0.00018231-0.0006041i,0.0010279+2.3194e-05i
-0.00031745+0.0015927i,0.0011757+0.0018134i,0.0015277+0.0010529i,0.00058916+0.00020408i,-0.00048982+0.00016124i,-0.00074158+0.00064437i,-0.00067444-3.8828e-05i,-0.00068819-0.00080548i,0.00035938-0.0012366i,0.0010821-0.00066306i,0.00090046+0.00026042i,0.00052363+0.0005533i,-0.00010527+0.000834i,-0.00010467+0.00038542i,0.00016792-0.00012147i,1.9441e-05+0.00032098i,-0.00042145+0.00019714i,-0.00072029-0.000658i,-0.000703-0.00073584i,-0.00060724-0.00067126i,-0.00092876-8.0288e-05i,-0.00072282+0.00023706i,0.00017749-0.00013599i
0.00019794-2.3014e-05i,-0.00015829+0.00030363i,-0.00010596+0.00065923i,-0.00017972+0.00026582i,-0.00028226+0.00053447i,-0.00065717+0.0012239i,-0.00068108+0.00012899i,-0.00078061-0.00068639i,-0.00089941-0.000302i,-0.00083127-0.00033378i,-0.00020841+0.00081862i,0.00044102+0.0016715i,0.0002232+0.00097239i,0.00022655+0.00050663i,0.00036257+0.00022743i,0.00045262-0.00032346i,0.00048216-0.00025097i,0.00021576-0.00033491i,0.00020932-0.0005301i,-5.7447e-05+0.00058997i,-0.0004654+0.00069485i,-0.00078541-0.00046594i,-0.00054732-0.00078298i
-0.00089271-9.7659e-05i,-0.0015664+0.00060995i,-0.0013398-0.00019998i,-0.00040492-1.8363e-05i,8.8917e-05-0.00024859i,-0.00031886-0.00073926i,-0.00046553-0.001077i,-0.00053075-0.00072493i,-0.00054529-0.00020613i,-0.00012873-0.00015253i,0.00037575+0.00018298i,0.00058982+0.00065168i,0.00037451+0.00033688i,0.00018723-0.00062359i,0.00014586-4.0341e-05i,-0.0002626+9.7593e-05i,-0.00054683-0.00072963i,-0.00034451-0.00064004i,-0.00049035-0.00051714i,9.4496e-05-0.00012506i,0.00059062+3.9366e-05i,6.4913e-05+3.6772e-06i,-0.00047289+0.00039057i
-0.0013975-0.0015036i,-0.0011475-0.00063175i,-0.0011725-0.0003294i,-0.0015966+0.00075956i,-0.00071395+0.0016299i,0.00069341+0.0011269i,0.00028277+0.00057005i,-0.00035649+0.00025132i,-0.000204-6.2734e-05i,-0.0004545-2.7113e-05i,-0.00057706+0.00043757i,-7.2944e-05+0.0006556i,0.00043637+0.00030954i,0.0014355+2.5232e-05i,0.0018271+0.00039427i,0.00080027+0.00073539i,-0.00017523-0.00021012i,-0.00054449-0.00063304i,0.00027658-0.00036806i,0.00034753-0.00019079i,-0.00023858+0.00014794i,6.0166e-05+4.1717e-05i,0.00023184+0.00023501i
-0.00030653+0.0007769i,0.00054624+0.00045059i,0.0012683+0.00082465i,0.0017992+0.00083805i,0.0013213+5.301e-05i,-0.00029569-0.00070397i,-0.0012049-0.00067207i,-0.00063911-2.7907e-05i,-6.7987e-05+0.00065081i,-4.745e-06+0.0004863i,0.00052773+0.00014657i,0.00070419-2.9947e-05i,0.00031823-5.5101e-05i,-0.00015742-0.00049418i,-0.00058885-0.0011278i,-0.00041302-0.00080424i,-5.4808e-05-0.0003107i,0.00035612+0.00011552i,0.00098978+0.00044447i,0.0010196+0.00063799i,0.00051686+0.00058687i,-2.2694e-05+0.00039171i,-0.00043114+2.9418e-05i
0.0015554-0.0013284i,0.0013534-0.0005591i,0.00099036-7.888e-07i,0.00069785+0.00031401i,-0.00043289+0.00026224i,-0.0018107-0.00038742i,-0.0019587-0.00026514i,-0.00080708+0.00024389i,-0.00016691-0.00027827i,-0.00030947-7.443e-05i,-0.00069814+0.0005453i,-0.00056101+0.00032316i,-0.00050121+0.00041645i,-0.00037637+0.0010933i,-0.00049242+0.0016965i,-0.00078774+0.0010034i,-0.0010347+1.9287e-05i,-0.0011388-3.0427e-07i,-0.0001085-9.5916e-05i,0.00097179-2.7533e-05i,0.00049421+8.3013e-05i,8.0518e-05+5.664e-05i,0.00053274-0.00022868i
0.0013793+0.00083514i,0.00091923+0.0012751i,-0.0011716+0.0010921i,-0.0021704+0.00058052i,-0.0012863+0.00052419i,-0.00021174+0.00026246i,-0.00050671-0.00010613i,-0.0010755-0.00030763i,-0.00078934-0.00038163i,-7.352e-05-4.378e-05i,0.00033761-0.00016792i,-7.2712e-05-0.00072597i,-0.00091915-0.00054075i,-0.000934-0.00027383i,-0.00013409+0.00013449i,0.00043015-4.3569e-05i,0.00044193-0.00058212i,-0.00013784+0.00020882i,8.1222e-06+0.00034425i,0.0007829+7.2488e-05i,0.00065691+0.00025141i,0.00090861+0.00061881i,0.00073041+0.00021338i
-0.00054958+0.00031284i,-0.00012328+0.00049061i,0.00059678+0.00011259i,0.0011069-0.00043122i,0.00079244-0.00065646i,-0.00032898-0.00061165i,-0.00032098-0.00045385i,0.00047536+0.00033036i,0.00031249+0.00036693i,-5.0846e-05+0.00021993i,1.4428e-07+0.00024206i,2.5067e-05+4.2686e-05i,-0.00022851+0.00018738i,-0.00069909+0.00047523i,-0.00048086+0.0006151i,0.00037236+0.00022097i,0.00082066-0.00018037i,0.00085647-0.00042613i,0.00067664-0.0005219i,-0.00025584+0.00024755i,-0.0010086-2.1427e-05i,-0.00016182-0.00084093i,0.00017183-0.00099818i
-0.00095798+0.00011899i,-0.00029049+0.00034453i,0.00039773+0.00049871i,0.0007533+0.00012616i,0.0015916+0.0002122i,0.0012446+9.7629e-05i,-0.00015642-0.00029682i,-0.00080407-1.766e-05i,-0.00081485-0.00037097i,-0.00020185-0.0009438i,7.9434e-05-0.00043418i,-0.0004446+0.00019718i,-0.00014492+5.2581e-05i,0.00080999-0.00061374i,0.0011019-0.00073363i,0.00094294-0.00040921i,0.0010946+2.2938e-05i,0.0011426+0.00045617i,-1.6814e-05+0.0006017i,-0.00020484+0.00032309i,0.00039895+0.00026345i,0.00050179+0.00026315i,0.00031952+9.6871e-05i
-0.0012235+0.0012089i,-0.00075313+0.0026629i,0.0001281+0.0033295i,0.00010067+0.0032147i,-0.00015778+0.0019979i,1.994e-05+0.00071916i,-0.00081877+0.00051067i,-0.0016524+0.00076678i,-0.0013399+0.00059793i,-0.00056331-0.00067063i,0.00058584-0.0013081i,0.0005821-0.001047i,-0.00023574-0.00053382i,-0.00014107-0.00026906i,-3.9474e-05-0.00025424i,-0.00035757-0.00022189i,-0.00071526-0.00015828i,-0.00094138-8.0581e-05i,-0.0006123+0.00029464i,0.00037585+0.00049374i,0.00079308-9.684e-05i,0.00016951-0.00060451i,6.974e-05-0.0011841i
-0.001204+0.001275i,-0.001511+0.00086449i,-0.0013046+0.00045524i,-0.00071066+0.00018948i,0.00016021-0.00058672i,0.00021262-0.0014018i,-0.00060496-0.0011983i,-0.00081134+1.8951e-05i,-0.00078864+0.00013181i,-0.00037001+1.2057e-05i,0.00052389-1.1672e-05i,0.0010583-0.00039837i,0.00076714-8.5452e-05i,0.00021693-0.00053073i,-9.1825e-05-0.0010969i,-0.00018941-0.00074248i,0.00020265+0.00019268i,0.00064984+0.0009862i,5.2568e-05+0.0013109i,-0.00099827+0.0013283i,-0.00085183+0.0012075i,3.6505e-05+0.0011163i,0.00060867+0.00061719i
0.00010213+0.0011724i,0.0013186+0.00096177i,0.0028421+0.0015981i,0.0033385+0.00066811i,0.0020662-0.00074279i,-0.00038545-0.00052803i,-0.0012195-0.00037162i,-0.0012823-0.00048452i,-0.00059153+0.00015626i,7.3577e-05+0.00041058i,0.00085881+0.00051013i,0.0011499+0.0010187i,0.0010378+0.00082664i,0.00096901+0.00072335i,0.00027825+0.00041806i,-0.00054485-4.4399e-05i,-0.00058478+9.92e-05i,-0.00042194-0.0004906i,-9.1969e-05-0.00066327i,0.00011415-0.00017264i,0.00019676-0.00056257i,0.00013253-0.0006944i,-8.2411e-06-0.00042531i
0.0025243+0.00012221i,0.0029887-0.000414i,0.0025525-0.00074654i,0.00093364-0.00021336i,-0.00052172+0.00076201i,-0.00058683+0.0011093i,-0.00049606+0.00089408i,-0.0002325+0.00065366i,7.5782e-05+0.00051578i,-5.6147e-05+6.1189e-05i,4.3609e-05-0.00042381i,-7.4863e-07-0.00018474i,-0.00051617-0.00046478i,-0.00061357-0.00017321i,3.1948e-05+0.0011917i,1.6133e-05+0.00064751i,0.00034589-0.00063489i,0.00081561-0.00059706i,0.00050033+0.00023009i,0.00020973+0.0003748i,-5.4307e-05-0.00081004i,-0.00047569-0.0005877i,-0.00083806+0.00027352i
-0.00070098+0.00090274i,-0.00053055+0.00032546i,-0.0010498+0.00011532i,-0.0015071+0.00029637i,-0.0013191-0.00025469i,-7.6636e-05-0.0011613i,0.00012902-0.001381i,-0.00021167-0.00068798i,0.0006185+0.00040459i,0.0011975+0.001071i,0.00030901+0.00097212i,-0.00023509+0.00053781i,-0.0008251-0.00035419i,-0.00059421-0.0007694i,0.00022389-9.2765e-05i,0.00060844+0.00032657i,0.0003382+0.00016947i,-0.00042964-0.00089282i,-0.00075661-0.001335i,-0.00037565-0.0011318i,2.4668e-05-0.00019372i,-0.00038131+0.00084473i,-0.0006012+0.00071794i
-0.00026431+0.00074689i,0.00052456+0.00067028i,0.00092756+0.00060779i,0.0013759+0.00027812i,0.0011238+8.0363e-05i,-0.0001184-3.0499e-05i,-0.0021401+0.00015799i,-0.002752-1.0217e-05i,-0.0013434-0.00031564i,-0.00038623-0.00034121i,-0.00021142-0.00027346i,-0.00031232+6.2293e-05i,-0.00029249+0.00011122i,-0.00021271-8.8506e-05i,0.00021092+2.4276e-05i,-0.00016916+0.00016843i,-9.7e-05-0.00072512i,0.00077488-0.00069233i,0.0012328+6.6481e-05i,0.00096708+3.2575e-05i,3.2859e-05-0.00043255i,-0.00020501-0.00025422i,0.00062292+0.00020944i
-0.0010216+0.00089855i,0.00023213+0.00059637i,0.0014885+0.00082973i,0.00066392+0.0013317i,-0.0003531+0.00061879i,-0.00056856-0.00012777i,-0.0012083-0.00046772i,-0.0014295-0.00086418i,-0.0004131-2.4651e-05i,0.00055611+0.00038072i,0.00051088-0.000592i,0.00038238-0.0015171i,0.00075384-0.0012255i,0.00059318-0.00079032i,0.00025228-0.00047021i,4.31e-05-1.7479e-05i,-0.0002479-0.00059169i,-0.00085253-0.00083564i,-0.00034453-0.00045278i,0.00092256+0.00053015i,0.00037349+0.001012i,3.3706e-05+0.00030163i,0.00062059+3.9838e-05i
0.00058488+0.0017861i,0.00034028+0.00068167i,0.00088949-2.5758e-05i,0.0013807-3.3696e-05i,0.0006474+0.00010318i,-0.00058807-0.00096117i,-0.0010264-0.0015039i,-0.00085743-0.00048425i,-0.00083906+0.00022089i,4.0736e-05+0.00040482i,0.00074652-0.00038463i,-2.2639e-05-0.0012126i,-0.0010119+0.00010014i,-0.00095757+0.0011267i,-0.00031491+8.7115e-05i,-0.00080094-0.00071682i,-0.00077975-0.00047913i,0.0002004+2.7285e-05i,-0.00031524-0.00025476i,-0.00076458-0.00074658i,-0.00033278-0.00046745i,3.3004e-05-0.00048899i,9.8957e-05-0.00062418i
2.4374e-05-0.00088046i,-0.00044857+0.00075073i,-0.0012039+0.0010896i,-0.00063393-0.00027438i,0.00056651-0.00059119i,0.00010695+0.00039024i,-0.0004353+0.00063067i,0.00011604-9.4353e-05i,0.00010482-0.00057303i,5.4324e-05-0.00057407i,0.00051929-0.000288i,0.00049526+0.00021021i,0.00087462+9.4626e-05i,0.00072958+0.00039114i,-0.00054349+0.00070913i,-0.00079116+8.9801e-05i,-0.00041824-5.3991e-05i,-0.00040915+1.7631e-05i,0.00012789-3.4789e-05i,0.00029973-5.5036e-05i,0.00024906-0.00019762i,0.00050167+0.00026438i,0.00068955+0.0015239i
0.00036553+0.0016075i,0.00014556+0.0012338i,7.6311e-06+0.00050459i,-0.00045932+9.7728e-06i,-0.0006639+2.1693e-05i,-0.00080191-0.00062368i,-0.00070041-0.0010497i,-0.00089862-0.00046252i,-0.0014553+0.0001896i,-0.00097707+0.00031004i,-0.00021545-0.00066212i,-7.0428e-05-0.0011306i,-5.8685e-05-0.0011507i,2.012e-05-0.00075611i,-0.00025016+0.00082397i,-0.00060245+0.00094167i,-0.00030058+0.00046145i,-0.00069688+0.0005025i,-0.00089232+0.00023043i,-0.00052128-3.3049e-05i,3.2786e-05-9.7668e-06i,0.00017494+0.00019327i,2.6596e-05-0.00018115i
0.00042247-0.00062768i,0.00088196+0.00065165i,0.0010878+0.00027585i,0.00066504-0.00092626i,-0.00050759-0.0011398i,-0.00069338-0.00098298i,-1.1027e-05+0.0001729i,-0.00023419+0.00067657i,2.4064e-05+0.00037434i,7.4329e-05+0.00012432i,5.4151e-05-0.00064391i,0.00018791-0.0011785i,6.8378e-05-0.00129i,-0.00063728-0.0012847i,-0.00067321-0.00070925i,0.00018019+0.00071642i,0.0002002+0.00042215i,0.00052186-0.00051148i,0.00064797-0.00070928i,6.4915e-05-0.00047428i,-0.00021788-0.00028761i,7.251e-05+0.00029489i,0.00031166+0.0010422i
-0.00066874+0.00059185i,-0.0011142+0.00053607i,-0.00075981+0.00018303i,-0.00058974-3.1656e-05i,-0.00057169-0.00066104i,-1.8209e-05-0.0014155i,-0.00020653-0.00074757i,-9.6321e-05+0.0001603i,0.00074176-0.00046341i,0.00070706-0.00097623i,-5.8047e-05-0.00020433i,-0.00023993+0.00025988i,0.00097385+0.0002583i,0.00099553+0.00017777i,0.00058879-0.00070765i,0.0003274-0.00079978i,-0.00025853+5.4593e-05i,-3.6312e-05+5.9885e-05i,-0.00012337-0.00032736i,-0.00042153+0.0006169i,-0.00084384+0.0015797i,-0.00029794+0.00043238i,0.00069936-0.00012764i
-0.0001495+0.00089146i,-0.00010289+0.00046182i,0.0015779+0.00028732i,0.0029408-0.00085958i,0.0021593-0.00090295i,-0.00027873-0.00059352i,-0.0021146-0.00048981i,-0.0020055-0.000221i,-0.00094198+1.4333e-06i,-0.00083605+0.00024745i,-0.0010636+0.00027706i,-0.00097373+0.00010939i,-0.00072918-6.1829e-05i,-0.00044622-0.00048908i,-0.000468-0.00056969i,-0.00081494-5.5528e-05i,-0.0010837+0.00040789i,-0.00073346-0.00015756i,-0.00032232+0.00036384i,-0.00063469+0.00091043i,-0.00067161+0.00060764i,-0.00019313+0.00071461i,0.00034221+0.00044089i
0.0018662+0.0016018i,0.0015341+0.00038248i,0.0015815-0.00034707i,0.0019109-0.00032379i,0.00073198+0.00045932i,-0.00033906+0.00028704i,-0.00047187-1.7698e-06i,-8.5953e-05+0.00011263i,-0.00016583-3.3209e-05i,5.7711e-05+0.00026757i,0.00059009+0.00046192i,0.00028619+0.00055437i,-0.00014801+0.000315i,-0.00066929+0.00027416i,-0.0013166+0.00056299i,-0.00055231+0.0005872i,0.00026087+0.00015371i,-2.017e-05-0.00044627i,5.1418e-05-0.00037994i,0.00043261-0.00012023i,0.00068774+6.3227e-05i,0.00010933-0.0002533i,-0.00059858-0.00088155i
-0.0010274+0.00068396i,-0.00015204+0.0015459i,-0.00019411+0.002152i,-0.00060506+0.0020003i,-3.6428e-05+0.00054708i,0.00075092-0.00054632i,0.00026537-0.00027117i,0.00025679-0.00040622i,0.00046869-0.00086978i,0.00049634-0.00076076i,0.00093559-0.00066171i,0.0012527-0.00028652i,0.0010997+4.7962e-05i,0.00076126-0.0004047i,0.00019671-0.0010345i,0.001057-0.0011359i,0.0014759-0.0005842i,0.00052841+0.00019149i,0.00022345+6.5156e-06i,0.00023803-0.00014508i,-0.00035747+0.00038839i,-0.00060593-5.8467e-05i,-3.6945e-05+7.0479e-05i
0.0016563+0.0014324i,0.001613+0.00067319i,0.0025726-0.00054134i,0.001906-0.0019947i,0.00095036-0.0018826i,0.00053815-0.00040542i,-0.00017282+0.00046851i,-8.5683e-05+0.00045505i,-0.00011398+0.00015796i,0.00038778-0.00037071i,0.00061935-0.00079267i,0.0005506-0.0010614i,0.00051735-0.00095927i,0.00016724-0.00072878i,-0.0003029-0.00073545i,7.4458e-05-0.00038965i,0.0008479-0.00060424i,0.00074968-0.0004228i,-0.00017255-0.000143i,-0.00011033-0.00026115i,0.00044736+0.00036328i,-0.00024473+0.00084734i,-0.00059997+0.00027964i
0.00055379+0.00015052i,-0.00014301+0.00026245i,-0.000503+0.00043399i,0.00036576+0.00025958i,0.00088752-0.00012622i,-0.00019481-0.00046442i,-0.0012317-0.00094925i,-0.00078424-0.00044103i,-0.00015633+0.00014901i,-0.00036268-0.00054203i,0.00049452-0.00046996i,0.00060218-0.00010973i,0.00026996+5.9408e-07i,0.0002221+0.00016203i,-0.00048185+0.00054425i,-0.00034525+0.00035045i,-0.00019556-0.00043119i,-0.00075812-0.00075226i,0.00013566-0.00082043i,0.00086455-0.0002959i,0.00022777+0.00038414i,-0.00013115+0.00012467i,0.00042367+0.00029811i
0.0018968+0.00019804i,0.0012288-1.4748e-05i,0.00077315-0.00029065i,-0.00022806-0.00045096i,-0.00086435-0.00051813i,-0.001205-4.2478e-05i,-0.00149+0.0005246i,-0.00088261+0.00060812i,-0.00082445-0.00049742i,-0.00096489-0.0010963i,0.00015232-0.0011475i,-0.00015381-0.0012041i,-0.0011299-0.00022067i,-0.00073479+0.00037197i,-7.0415e-05+0.00068331i,0.00061672+0.0002702i,0.00084367-0.00088939i,0.00066181-0.00027824i,0.00079726+0.00015334i,0.00085758-0.00021404i,0.00031721-0.00017181i,0.000118+0.00012173i,0.00027462+0.00049516i
0.00078244-0.00030809i,0.001145-0.00017914i,0.00089426+0.00076172i,0.0012041+0.00045318i,0.0012051-0.00064664i,0.00034415-0.00057336i,-5.5669e-05-6.7202e-05i,0.00014244-0.00029671i,-0.00042809-6.5956e-05i,-0.00060829+0.00064119i,-0.00034042+0.00086482i,-0.00063074+0.00040362i,-0.0006385-0.00028275i,-0.00052126-0.00026784i,-4.6742e-05-0.00014753i,0.00033965+6.8314e-05i,0.00069272+0.00031204i,0.0005637+0.00070744i,-0.00016294+0.00048605i,-0.00043484-0.00015286i,0.00033542+0.00014378i,0.00059809+0.00030003i,0.00037777-3.9645e-05i
0.00047294+3.8039e-05i,0.0002788-0.00022141i,0.00025753-0.00023104i,-3.5251e-05-0.00066419i,-0.00083286-0.00062898i,-0.0011262+4.0212e-05i,-0.0011738-0.00024761i,-0.00059615-0.0011569i,-0.00014674-0.0017275i,-0.00016413-0.0014272i,0.00015339-0.00098832i,0.00096068-0.00027119i,0.00089465+0.00030196i,-5.1798e-05-5.6876e-05i,0.00012687-0.00011896i,0.0003541+0.00024809i,-4.4577e-05+6.9064e-05i,-0.00027454+0.0003827i,-0.00022541+0.00051881i,0.00037724+0.00014582i,0.00026468+0.00016831i,-0.00016348-0.00020635i,0.00042037+0.00015762i
0.00014991+0.00019083i,4.0956e-05+0.0004469i,-0.00038708-9.7385e-05i,-0.00078757-7.6587e-05i,-0.00084014+0.00078536i,-0.00010391+0.0015052i,-0.00033503+0.0014909i,-0.00039767+0.0013769i,0.00021785+0.0011151i,0.00033816+0.00056688i,0.00035641+0.00055955i,0.00019648+0.00096268i,0.0001091+8.8958e-05i,0.00024507-0.00026425i,0.00076658-0.00019853i,0.00047574-0.001065i,-0.00028709-0.00089355i,-0.00022839+4.8087e-05i,-0.00018104+0.0007896i,-0.00075031+0.001026i,-0.00047106+0.00024812i,0.00031407-0.00016853i,0.00033349-1.5846e-05i
-0.0016236-0.0023109i,-0.0011229-0.0023248i,-0.002436-0.00059523i,-0.0020493+0.00017472i,-0.0009975+0.00015245i,-0.00049708+8.7601e-05i,-0.00082482-0.00031993i,-0.00062017-0.00085007i,-0.00049423+5.5317e-05i,-0.0010965+0.00069319i,-0.00064335+0.00030887i,3.425e-05+0.00036407i,0.00030435+0.00010981i,0.00031484-0.00062143i,0.0010955-0.00096559i,0.0010701+0.000281i,9.3978e-05+0.0014991i,0.00024394+0.00071124i,0.00044155-0.00021847i,-0.00056669-0.00079603i,-0.0013168-0.00052442i,-0.00076524+0.00016901i,-0.00051193+0.00058003i
-0.0016431-0.0011536i,-0.00062662-0.0005382i,0.00011539+2.382e-05i,-9.0979e-05+0.00030864i,-0.00018071+0.00096225i,-0.00025858+0.00049977i,-0.0009681-0.00072323i,-0.00094766-0.00075572i,-0.0010581-8.985e-05i,-0.00078739+0.00076683i,0.00046703+0.0012439i,0.0010544+0.00089067i,0.00027304-0.00026665i,-6.48e-05-0.00076265i,0.00030737-0.00026262i,-0.00020667-6.9479e-05i,-0.00047302+0.0005387i,-0.00011876+0.0011207i,7.5051e-05+0.00089319i,0.00022113-0.00010898i,0.00075474-0.00074058i,0.0011337-0.00037187i,0.00054327+0.0005686i
-0.00067976-0.00064544i,0.00037624-0.00057115i,4.1864e-05-0.00081044i,-0.00045246-0.00082397i,-0.00039128+2.7818e-06i,-0.00023786+0.00049758i,-0.00041333-0.00021921i,-0.00065187-0.00030506i,-0.00075355-0.0001756i,-0.00071165-0.00078485i,-0.00051159-0.0010141i,-0.00048523-0.0010733i,-0.00049213-0.0011929i,-0.00082397-0.00067809i,-0.00079438-0.00013396i,-0.00042288+5.355e-06i,-0.00014368-0.00014644i,0.00013667-0.00035726i,9.8396e-05+7.9436e-05i,-0.00025779+0.00036827i,-0.00062226+0.00051495i,-0.00088598+0.00021561i,-0.00050147+0.00019675i
-0.00022482+0.0014295i,0.0011194+0.0013052i,0.00098034+0.00079676i,0.00085578+6.278e-05i,0.00036719+8.7919e-05i,-5.8628e-05-6.3491e-05i,-0.00019255+0.00021875i,0.00029618+0.00034486i,0.0010049+0.00017685i,0.00079045-0.00061521i,0.00078376-0.0013186i,0.00081829-0.00067581i,0.00043978-0.00067478i,0.00020683-0.001801i,0.00030652-0.0011054i,0.00096483+0.00055235i,0.0011642+0.00059487i,0.00039071-0.00097367i,-0.00029694-0.0010489i,-0.00049272-2.3898e-05i,-0.00058255-7.82e-05i,-0.00059807-0.00073887i,6.5691e-05-0.00060105i
0.0017799+0.00050234i,0.0022884+0.00020127i,0.001377-0.0004129i,4.1472e-05-0.00056293i,-0.00018862-0.00036757i,9.1813e-05-0.00026142i,0.00026678+4.7283e-05i,-0.00034663+0.0007947i,-0.00055385+0.00069197i,-0.00041801-0.00021629i,-0.0005654-0.00014453i,-0.00069611+0.00012098i,-0.00062905+0.00024934i,-0.00044739+0.00036115i,1.0241e-05-0.00042394i,-0.00022738-0.0006558i,-0.0012919-0.00036877i,-0.0017429+6.8281e-05i,-0.0012381+0.00049721i,-0.00078492+0.00081684i,-0.00043088+0.00011538i,7.3909e-05-0.00033621i,0.00083496-0.00021432i
7.2999e-05+0.0010937i,-0.00035866-0.0001451i,-0.0011243-0.00014982i,-0.00036255+6.0307e-05i,0.00065815-0.00082008i,0.00015483-0.0012632i,-0.0010753-0.0014026i,-0.0014765-0.0005816i,-0.0003886+0.00072853i,0.0003026+0.0010528i,-0.00028136+0.00029687i,-0.00043086-0.00015073i,-0.00019765-5.0135e-06i,-0.00012272-0.00043452i,-3.79e-05-0.00078126i,-0.00032374-0.00050354i,-0.00021625+0.00013837i,0.00046089+0.001529i,0.00043248+0.0010343i,0.0010666-0.00063724i,0.0012834-0.00062427i,-0.00010919-4.0252e-05i,-0.00034351+0.00050319i
3.4354e-05+0.0010472i,-0.00072538-0.00015083i,-4.8169e-05+0.0001702i,0.00096127+0.00018407i,0.0009287-0.0002315i,3.0578e-05+8.0336e-05i,-0.00043746-5.0834e-06i,-0.00064446-0.0002812i,-0.0008051-0.00010954i,-0.0004154-0.00023226i,8.9317e-05-0.0003417i,-0.00012638-0.00058664i,0.00020225-0.00049963i,0.00046408-3.3631e-05i,1.6132e-05-0.00011113i,-0.00019287+9.5997e-05i,4.1442e-05+0.00077759i,0.00021744+0.00037352i,-4.4815e-05+2.1377e-05i,0.00046539+3.05e-05i,0.0015019-3.6773e-06i,0.00069297+0.00016194i,-0.00049586+0.00047214i
0.00053264-0.0016221i,0.0011641-0.00076803i,0.0010173-0.00010909i,0.0010616-0.00018663i,0.0013325-3.1115e-05i,0.0002914-0.00022174i,-0.00070304-0.0002879i,-0.00092405-0.00097443i,-0.00059858-0.0011897i,-0.00073868+0.00022244i,-0.00095178+0.00051758i,3.6759e-05-0.00034806i,0.00088275-0.0001718i,0.00076674+0.00016725i,0.00019341-2.0349e-05i,-0.00026034+0.00012468i,0.00058642+0.00041374i,0.0010016+0.00046803i,0.0008619+0.00027225i,0.0002596+3.1324e-06i,-0.00054752+7.1404e-05i,-9.9918e-05+0.00023561i,0.00041989+0.00030967i
