-0.00088589+0.0019396i,-0.0009632+0.0021957i,-0.0021128+0.0018374i,-0.0017483+0.00047177i,-0.0013897+0.00039892i,-0.00042418-0.00033623i,0.0002034-0.00066909i,0.00012544-0.00066245i,0.00049822-0.00036331i,0.0010762-0.00020711i,0.0014202-0.00076231i,0.00059557-0.0014228i,0.00037291-0.0017742i,0.00059046-0.0018444i,0.00034568-0.0013602i,-0.00015297-0.00020919i,-7.2404e-05+0.00085956i,0.00032357+0.00010231i,0.00021057-0.00044823i,-0.00037507-6.8149e-05i,-0.0011163+0.00016765i,-0.00065361+0.0009347i,-0.00022602+0.0011236i
0.043411-0.0028612i,0.045972-0.059395i,-0.0077988-0.12277i,-0.081113-0.11677i,-0.10067-0.049711i,-0.066716-0.00038481i,-0.02616+0.0097154i,-0.012096-0.0063845i,-0.027527-0.025455i,-0.029676-0.027993i,-0.012392-0.026696i,-0.0047308-0.024398i,-0.0010513-0.014795i,0.0033202-0.0096085i,-0.0018135-0.00865i,-0.0074597-0.0061981i,-0.0072655-0.0058116i,-0.0086438-0.0053948i,-0.01133-2.5498e-05i,-0.0076704+0.0038435i,-0.00085334+0.0025078i,0.0016861+8.3326e-05i,-0.0006274-0.0013407i
-0.031591-0.081171i,-0.11572-0.15264i,-0.19939-0.14783i,-0.19488-0.045237i,-0.12696+0.045559i,-0.081345+0.069543i,-0.070578+0.07231i,-0.057009+0.077574i,-0.036259+0.074837i,-0.023972+0.061205i,-0.018168+0.042469i,-0.012715+0.022124i,-0.0088508+0.0023342i,-0.006544-0.010135i,-0.0051665-0.011593i,-0.0049916-0.0076275i,-0.0062398-0.0042195i,-0.0072975-0.00086125i,-0.0042653+0.0011137i,0.00047544+0.00049785i,0.0017278-0.0010197i,0.000111-0.0022731i,-0.001517-0.0028062i
-0.064782-0.008981i,-0.075408+0.031169i,-0.031309+0.084589i,0.035646+0.090849i,0.065526+0.036317i,0.039526-0.017201i,0.0032405-0.022094i,0.011832+0.007613i,0.050958+0.026925i,0.060499+0.026914i,0.041939+0.027509i,0.024889+0.02245i,0.0084201+0.012577i,-0.0020979+0.0096719i,-0.0003155+0.0063879i,0.003959+0.001764i,0.0070065+0.0017055i,0.0086585+4.6608e-05i,0.007429-0.0053505i,0.0032176-0.006192i,-0.0001539-0.0025086i,0.00049499+0.0011196i,0.00098762+0.0027824i
0.0042024+0.033836i,0.10359+0.061018i,0.21859+0.037235i,0.22296-0.031909i,0.14145-0.076975i,0.081031-0.10402i,0.046787-0.13131i,0.016448-0.124i,0.0090692-0.096911i,0.014052-0.075111i,0.01148-0.049846i,0.0073381-0.023916i,0.0063909-0.0057727i,0.0081622+0.0060649i,0.0093794+0.0080922i,0.0081554+0.0028948i,0.0072722-0.0029358i,0.0051819-0.0069128i,0.00095296-0.0068144i,-0.0019995-0.0029432i,-0.0012807+0.0011823i,0.00087755+0.003806i,0.0019005+0.0049005i
0.023382-0.014248i,0.040622-0.059965i,0.029464-0.10967i,-0.0016461-0.11194i,-0.01133-0.060881i,0.019771-0.015135i,0.034634-0.023061i,-0.014471-0.042447i,-0.070232-0.024538i,-0.072719-0.0049083i,-0.051077-0.0082158i,-0.031999-0.0082001i,-0.010885-0.005857i,0.0021356-0.0080464i,0.0034619-0.0049657i,0.00044468-0.0012819i,-0.0052741-0.0010709i,-0.0079768+0.0013714i,-0.0043773+0.0051785i,-0.00050051+0.0054497i,-0.00034332+0.002558i,-0.0028729+0.00076753i,-0.0037277+0.0014259i
-0.0086732-0.03445i,-0.08874-0.020039i,-0.18639+0.029095i,-0.19616+0.071832i,-0.12064+0.089081i,-0.036595+0.11975i,0.029255+0.14538i,0.050574+0.12349i,0.02612+0.099171i,0.00831+0.085357i,0.0065229+0.055211i,0.0041705+0.024618i,0.0029895+0.0064844i,-0.0021943-0.0043636i,-0.0067672-0.0056262i,-0.0050912-0.0014537i,-0.0032301+0.0034255i,0.00055147+0.0089798i,0.0066047+0.0083874i,0.0070797+0.0029218i,0.0031288-0.00085039i,-0.0004874-0.0031745i,-0.0057643-0.0038802i
0.0067754-0.04732i,-0.016321-0.0072032i,-0.036902+0.066568i,-0.040666+0.10675i,-0.04708+0.10337i,-0.045483+0.10161i,0.005184+0.10744i,0.076107+0.072987i,0.097271+0.01141i,0.07274-0.012957i,0.048996-0.0052145i,0.03134-0.0012406i,0.014464+0.00074493i,0.0040461+0.0033175i,-0.00072831+0.0017761i,-0.0010541-0.000166i,0.0029438-0.00068464i,0.0063688-0.00213i,0.0048847-0.0029837i,0.0013097-0.0016475i,-2.7375e-06-0.001267i,-0.0010897-0.002885i,-0.0035474-0.0041438i
0.037794-0.040165i,0.084163-0.094828i,0.12753-0.13026i,0.12665-0.10806i,0.066126-0.068423i,-0.018295-0.059109i,-0.071193-0.060547i,-0.063405-0.061808i,-0.040422-0.079609i,-0.037087-0.073977i,-0.024801-0.036559i,-0.007664-0.010839i,-0.0042268+0.00090294i,-0.00027432+0.0067342i,0.0024765+0.0063389i,0.00021288+0.0057902i,-0.00101+0.0028308i,-0.0061099-0.0015452i,-0.010898-0.00029082i,-0.0088697+0.0032807i,-0.0036417+0.0038541i,0.00036718+0.0029747i,0.0029279+0.001474i
0.04177+0.041155i,0.072788-0.0063012i,0.078232-0.092759i,0.068763-0.14222i,0.060553-0.15785i,0.0066321-0.16676i,-0.088393-0.13135i,-0.13416-0.04775i,-0.10633+0.016854i,-0.064526+0.031398i,-0.03689+0.025455i,-0.017702+0.018397i,-0.0084987+0.013113i,-0.0042466+0.011208i,0.0018895+0.0086922i,0.0044488+0.0068377i,0.00062287+0.0062749i,-0.0049723+0.0060249i,-0.0066806+0.0072339i,-0.00418+0.0088553i,-0.0016689+0.0095467i,0.0016827+0.0088348i,0.0066566+0.0069421i
0.063687+0.11623i,0.094984+0.18755i,0.085178+0.18687i,0.038879+0.097981i,0.0084752-0.001228i,0.011926-0.052418i,0.014754-0.043706i,0.014742+0.010319i,0.037107+0.058815i,0.05242+0.051859i,0.030587+0.01983i,0.0056792+0.0057522i,-0.0013147+0.0010347i,-0.0045358-0.0017431i,-0.0036983-0.0027421i,-0.0020443-0.0060805i,-0.00314-0.0063186i,6.1693e-05-0.0041461i,0.0035597-0.0047729i,0.0026475-0.0044793i,0.00056203-0.0020541i,-0.00071301-0.00037868i,-0.0016004-0.00082801i
0.038938+0.057041i,0.064924+0.10544i,0.06719+0.15055i,0.028537+0.16332i,-0.004647+0.15582i,0.034571+0.12755i,0.097799+0.055145i,0.10886-0.019153i,0.078711-0.053157i,0.043452-0.054084i,0.011455-0.036389i,-0.0062569-0.01644i,-0.0079209-0.0091769i,-0.0082214-0.0080982i,-0.010753-0.0049615i,-0.010935-0.0033677i,-0.0064546-0.0049523i,-0.0004873-0.0073835i,-0.00079679-0.0085712i,-0.0045594-0.009582i,-0.007297-0.010558i,-0.011138-0.0074259i,-0.013814-0.0012552i
-0.1138-0.0085365i,-0.18182-0.029784i,-0.2063-0.029492i,-0.14471+0.027115i,-0.031916+0.09146i,0.047178+0.10056i,0.05922+0.045716i,0.016462-0.022621i,-0.038402-0.048343i,-0.052556-0.028794i,-0.026759-0.0065607i,-0.0014286-0.0012146i,0.0066341-0.0021347i,0.0053695-0.001527i,0.0023901+0.0023099i,0.004104+0.005519i,0.0081922+0.0036891i,0.0054244+0.001197i,-0.00088822+0.0011267i,-0.0050099-0.00025612i,-0.0077559-0.0023371i,-0.0074446-0.0025224i,-0.0037228+0.00018518i
-0.16094+0.031093i,-0.23498+0.046665i,-0.22659+0.013339i,-0.13433-0.04751i,-0.045404-0.085302i,-0.03198-0.078786i,-0.055873-0.025573i,-0.058963+0.031161i,-0.043742+0.058435i,-0.021739+0.054469i,0.0015768+0.027239i,0.010178+0.0033608i,0.0080576-0.003136i,0.0070261-0.0039456i,0.0068826-0.0039961i,0.0068712-0.0026362i,0.0052009-0.000246i,0.0024147+0.0049245i,0.0022502+0.008473i,0.0044718+0.0094889i,0.007514+0.0075581i,0.0097398+0.0019785i,0.0098171-0.0016394i
-0.014362+0.0084305i,0.04704+0.0031648i,0.12206-0.052098i,0.099367-0.12365i,-0.010679-0.13916i,-0.078894-0.10164i,-0.064661-0.046614i,-0.0048137+0.0084889i,0.050459+0.025753i,0.054758+0.008849i,0.022456+0.0023645i,-0.0035157+0.0072713i,-0.013114+0.008369i,-0.012421+0.0048135i,-0.009274-0.00010595i,-0.011181-0.00023093i,-0.013893+0.0050705i,-0.010794+0.0084254i,-0.0032459+0.0058531i,0.0039256+0.002736i,0.0086568+0.0013039i,0.0082108+6.1208e-06i,0.0025452-0.0014182i
0.068682-0.09554i,0.14627-0.15975i,0.18969-0.1749i,0.13416-0.11253i,0.048391-0.018116i,0.028174+0.029037i,0.037384-0.0026871i,0.025227-0.046811i,0.011926-0.055902i,0.0056699-0.039255i,-6.1944e-05-0.0088624i,0.0022826+0.012978i,0.0052995+0.015753i,0.0014822+0.012953i,-0.0029733+0.0088696i,-0.0057271+0.0067816i,-0.0061484+0.0066181i,-0.0044195+0.0023115i,-0.0049479-0.0030098i,-0.0073345-0.0039908i,-0.0079298-0.0021429i,-0.0068881+0.0015482i,-0.0067689+0.005866i
-0.0050138-0.089468i,-0.047393-0.057731i,-0.070234+0.053533i,-0.021592+0.13155i,0.053354+0.1124i,0.081286+0.06426i,0.055173+0.02594i,-0.0087883-0.0019169i,-0.057562+0.00072722i,-0.04709+0.012678i,-0.012417+0.0010661i,0.0062317-0.01731i,0.012936-0.022596i,0.013571-0.01845i,0.010267-0.0097436i,0.010507-0.0061399i,0.011306-0.013478i,0.0053617-0.019026i,-0.0018384-0.014958i,-0.0077043-0.00826i,-0.011536-0.0036599i,-0.0095095-0.0011385i,-0.0036384-0.0011168i
-0.029752+0.016403i,-0.07465+0.13335i,-0.076596+0.25582i,-0.015723+0.22748i,0.017845+0.086748i,-0.0072091+0.0094382i,-0.012293+0.023385i,0.0041388+0.045116i,0.0096139+0.048719i,0.0086175+0.032106i,-0.0044985+3.292e-05i,-0.022243-0.016981i,-0.024631-0.016996i,-0.016116-0.014117i,-0.0073779-0.0097127i,-0.0011225-0.0081763i,0.00010162-0.009188i,-0.0016153-0.0064947i,-0.0022756-0.0026079i,-0.0019183-0.0012011i,-0.0022767+0.00013142i,-0.0020447-0.0015213i,-0.00072497-0.0068482i
0.038565+0.028333i,0.037745-0.00028743i,0.017597-0.061511i,-0.013759-0.10187i,-0.048637-0.089476i,-0.066568-0.057443i,-0.040822-0.032884i,0.01513-0.033179i,0.039025-0.049447i,0.020956-0.044047i,0.0021632-0.012046i,-0.0026086+0.018299i,-0.0037802+0.030978i,-0.0038929+0.028741i,-0.0013205+0.019639i,0.00013103+0.014736i,0.0022028+0.020363i,0.0069678+0.023217i,0.0098498+0.016032i,0.0091202+0.0067452i,0.0081316+0.0016014i,0.0066765+0.0050008i,0.005235+0.010699i
0.054415+0.0029813i,0.016143-0.12466i,-0.083093-0.24104i,-0.12991-0.20269i,-0.068775-0.097255i,0.0074151-0.072639i,0.0087245-0.090451i,-0.020721-0.081708i,-0.034962-0.058698i,-0.027253-0.029148i,0.0044094-0.0029024i,0.031544+0.0015075i,0.034615-0.00042532i,0.026446-0.00032099i,0.012089-0.0021511i,-0.00025579+0.0015772i,-0.0011171+0.0069468i,0.00015786+0.0076055i,0.00070323+0.0071936i,0.0040776+0.0057337i,0.0071165+0.0021982i,0.007191+0.00041946i,0.003595+0.0031865i
0.05521+0.036979i,0.088164+0.025824i,0.076405+0.028605i,0.048609+0.06013i,0.057066+0.059464i,0.064231+0.018253i,0.031872-0.00036356i,-0.0099512+0.025763i,-0.01733+0.054816i,-0.00049937+0.047878i,0.0050055+0.013437i,-0.003627-0.016819i,-0.011212-0.031897i,-0.016376-0.030682i,-0.018847-0.017341i,-0.019094-0.0078156i,-0.020458-0.0072595i,-0.020531-0.0065966i,-0.015266-0.002224i,-0.0093789+0.00072606i,-0.0080665+0.00072251i,-0.011613-0.00066438i,-0.019321+0.0019633i
0.0058293+0.041226i,0.10675+0.10498i,0.21244+0.13316i,0.20115+0.10443i,0.11252+0.083798i,0.051776+0.090375i,0.044841+0.084851i,0.061987+0.059506i,0.071861+0.031576i,0.054961+0.011151i,0.019526+0.010792i,-0.006073+0.02363i,-0.015952+0.024456i,-0.018622+0.016906i,-0.011105+0.010806i,-0.003155+0.0016859i,-0.0039642-0.0042168i,-0.005468-0.005464i,-0.0069321-0.006027i,-0.0095368-0.002314i,-0.0094797+0.0012706i,-0.010536-0.0020778i,-0.013699-0.010677i
-0.10708+0.032116i,-0.1206+0.05439i,-0.081581+0.024672i,-0.053974-0.03575i,-0.060966-0.037179i,-0.051221+0.0094081i,-0.024844+0.021969i,-0.013025-0.01386i,-0.022189-0.053738i,-0.031265-0.054804i,-0.015633-0.022259i,0.01308+0.002624i,0.025232+0.0099053i,0.022941+0.0084284i,0.018058-0.00077788i,0.015927-0.0083583i,0.020039-0.010291i,0.020719-0.0094851i,0.012512-0.005473i,0.0042387-0.0017515i,0.0013961-7.7061e-05i,0.0054283+0.0024807i,0.013193+0.002019i
-0.11358+0.03798i,-0.18511+0.062938i,-0.21919+0.056125i,-0.18341+0.0042971i,-0.12276-0.056979i,-0.076433-0.087347i,-0.05593-0.082451i,-0.06363-0.047126i,-0.068774+0.0011651i,-0.047172+0.025758i,-0.018557+0.010563i,-0.0072277-0.010771i,-0.0024734-0.013483i,0.0010222-0.010376i,-0.0020946-0.0064407i,-0.0019804+0.0012857i,0.0012937+0.0050281i,0.00011256+0.0039076i,0.0007166+0.0014506i,0.0038457-0.003501i,0.0049189-0.00906i,0.0083628-0.013879i,0.014709-0.016877i
0.037614-0.046676i,0.083975-0.067166i,0.12402-0.071104i,0.11918-0.061844i,0.078313-0.050525i,0.045257-0.047808i,0.035426-0.045585i,0.038462-0.014237i,0.053694+0.024862i,0.057309+0.027685i,0.025688+0.010156i,-0.014207+0.0068422i,-0.028396+0.0094964i,-0.023488+0.0098819i,-0.014912+0.017033i,-0.0088525+0.022879i,-0.011082+0.024501i,-0.012052+0.02491i,-0.0077372+0.017452i,-0.0075049+0.0094603i,-0.007879+0.0082546i,-0.0080241+0.014892i,-0.0076537+0.02952i
0.10106-0.12104i,0.16074-0.14842i,0.20451-0.11515i,0.20904-0.044892i,0.18565+0.012381i,0.15239+0.023001i,0.1171-0.0096791i,0.09018-0.058976i,0.075213-0.090364i,0.053901-0.087816i,0.027196-0.049715i,0.016904-0.011802i,0.013525-0.0036674i,0.0089212-0.0072392i,0.0088259-0.0097802i,0.0034336-0.0082312i,-0.0045422-0.002555i,-0.0058581-0.0010789i,-0.0055706+0.0010396i,-0.001374+0.0059805i,0.0036642+0.0052652i,-0.0011646-0.00036023i,-0.012705-0.0061181i
0.027285-0.0086788i,-0.03382+0.066051i,-0.079647+0.16882i,-0.051774+0.1949i,-0.010112+0.14528i,-0.012971+0.11129i,-0.026253+0.10982i,-0.04001+0.078508i,-0.077255+0.030598i,-0.096782+0.01441i,-0.065117+0.0099349i,-0.024934-0.0079469i,-0.010218-0.019551i,-0.01171-0.021995i,-0.02195-0.023737i,-0.026333-0.022065i,-0.016636-0.024071i,-0.0074798-0.024962i,-0.0030891-0.018431i,-0.0038522-0.013395i,-0.0091993-0.0091119i,-0.011936-0.0038407i,-0.015724-0.00023874i
-0.02346+0.15416i,-0.087903+0.24867i,-0.13883+0.30179i,-0.12619+0.24449i,-0.099112+0.1193i,-0.098724+0.040523i,-0.087366+0.03842i,-0.04138+0.075995i,0.013741+0.10152i,0.046192+0.092176i,0.045596+0.063451i,0.029011+0.041725i,0.016802+0.031137i,0.0096401+0.022297i,0.0070678+0.014352i,0.011265+0.0046698i,0.011787-0.0045664i,0.007381-0.0057212i,0.0028535-0.0057032i,-0.0029966-0.0062719i,-0.0033922-0.0058284i,0.00053572-0.015227i,0.00065728-0.03071i
-0.038821+0.061453i,-0.057684-0.091024i,-0.11436-0.29734i,-0.17223-0.33405i,-0.1672-0.21868i,-0.11921-0.12334i,-0.076512-0.075573i,-0.024332-0.030805i,0.039405-0.0068809i,0.070472-0.015912i,0.057712-0.019654i,0.041593-0.00087484i,0.036979+0.0089048i,0.028738+0.005283i,0.020535-0.0003022i,0.016617-0.0074288i,0.014778-0.0023853i,0.013353+0.009928i,0.0088138+0.015806i,0.0049365+0.016277i,0.0063691+0.010884i,0.014901+0.0087771i,0.030095+0.01468i
-0.037769-0.027751i,-0.019285-0.13945i,-0.02095-0.24579i,-0.036817-0.20735i,0.00087997-0.088834i,0.056924-0.070441i,0.04132-0.13673i,-0.028815-0.1723i,-0.07271-0.14855i,-0.067669-0.10673i,-0.047224-0.069886i,-0.037845-0.048522i,-0.041668-0.037975i,-0.041284-0.021151i,-0.027253-0.00015474i,-0.015199+0.018265i,-0.011494+0.026539i,-0.0086808+0.021057i,0.00057579+0.014677i,0.012356+0.0062811i,0.012016-0.00413i,-0.00049632-0.0050335i,-0.010204-0.00077817i
0.070631-0.053073i,0.27244-0.016885i,0.49546+0.032442i,0.50657+0.027721i,0.32661+0.010145i,0.18686+0.021201i,0.11959+0.020642i,0.034532+0.035i,-0.038196+0.09065i,-0.050381+0.12475i,-0.042543+0.098317i,-0.047532+0.055622i,-0.045003+0.040597i,-0.030739+0.041804i,-0.020489+0.043642i,-0.0099457+0.042203i,-0.0032153+0.026936i,-0.0064103+0.010411i,-0.013577+0.0017189i,-0.022343-0.0016928i,-0.022453+0.0080817i,-0.010687+0.025928i,-0.0013653+0.03876i
-0.027847+0.042938i,0.0084717+0.25722i,0.097129+0.45011i,0.14839+0.39248i,0.10232+0.19584i,0.023734+0.088566i,0.0205+0.061119i,0.08799+0.025074i,0.1246-0.022949i,0.10659-0.039659i,0.079045-0.028804i,0.05548-0.016307i,0.039857-0.011805i,0.031726-0.018943i,0.022427-0.022942i,0.009202-0.021573i,-0.004778-0.023145i,-0.011899-0.021604i,-0.012204-0.01113i,-0.0061287+0.0027684i,0.0011077+0.0026856i,-0.0051929-0.01353i,-0.02362-0.026932i
-0.12452+0.053615i,-0.25608+0.16793i,-0.32454+0.243i,-0.28249+0.17967i,-0.2303+0.059557i,-0.19564+0.022161i,-0.10875+0.046037i,-0.01517+0.032868i,0.012519-0.020329i,-0.011847-0.052375i,-0.027843-0.034675i,0.0012544-0.0065254i,0.033481-0.010524i,0.019908-0.030168i,-0.018183-0.041327i,-0.036311-0.035135i,-0.019761-0.017928i,0.0061509-0.0091906i,0.015905-0.010074i,0.013376-0.011999i,0.0073319-0.013811i,0.004863-0.015919i,0.008262-0.017925i
-0.15986-0.013932i,-0.4785-0.027302i,-0.75856+0.016768i,-0.65813+0.10869i,-0.28393+0.10683i,-0.026244-0.01952i,0.0051608-0.10671i,-0.06238-0.080465i,-0.10423-0.010344i,-0.094948+0.029623i,-0.060629+0.034682i,-0.044901+0.018978i,-0.060362+0.00068262i,-0.060412-0.005797i,-0.036006-0.011677i,-0.017217-0.015527i,-0.011333-0.0089469i,-0.012229-0.004531i,-0.01221-0.011045i,-0.011848-0.01888i,-0.016314-0.012656i,-0.02128+0.0045727i,-0.023559+0.017698i
0.20708-0.21211i,0.38661-0.5305i,0.52509-0.78301i,0.45645-0.7123i,0.24933-0.43047i,0.10149-0.23267i,0.018049-0.14072i,-0.0076906-0.033747i,0.048536+0.06736i,0.11328+0.08678i,0.096497+0.055436i,0.044217+0.049168i,0.029681+0.064108i,0.027796+0.061699i,0.020525+0.045117i,0.02329+0.027681i,0.02631+0.016282i,0.017982+0.018016i,0.0053596+0.027684i,-0.0023595+0.033591i,0.0051344+0.02876i,0.021579+0.015206i,0.031768+0.006574i
0.13697-0.074466i,0.13593-0.19661i,-0.0075632-0.19973i,-0.14277-0.031529i,-0.10957+0.11259i,-0.030745+0.13274i,-0.016736+0.082957i,-0.027935-0.0088531i,-0.050966-0.084165i,-0.059393-0.10002i,-0.045487-0.092061i,-0.035906-0.082969i,-0.035987-0.066376i,-0.026715-0.030736i,0.0030356+0.00065849i,0.013872+0.00029825i,-0.011346-0.0084644i,-0.027399-0.0023144i,-0.01283+0.0038083i,0.0069252-0.0023418i,0.0031883-0.010922i,-0.023699-0.0091335i,-0.049607+0.00075229i
0.18135+0.26349i,0.58572+0.48354i,0.98233+0.5167i,0.92747+0.23585i,0.51811-0.049125i,0.26676-0.095093i,0.2368-0.077801i,0.16744-0.086797i,0.064987-0.086971i,-0.0035633-0.069677i,-0.023216-0.031641i,0.013594-0.015471i,0.059178-0.029527i,0.07553-0.033307i,0.061934-0.0075539i,0.045605+0.029469i,0.047956+0.040926i,0.042849+0.026804i,0.015302+0.02062i,-0.0054617+0.027678i,-0.0082997+0.028561i,-0.0058269+0.020409i,7.0317e-05+0.01212i
-0.39347+0.22266i,-0.74175+0.48117i,-1.0153+0.6558i,-0.92478+0.64156i,-0.53939+0.52104i,-0.23825+0.38078i,-0.071023+0.28389i,0.041339+0.22704i,0.045956+0.21068i,0.042287+0.20883i,0.08217+0.12494i,0.054039+0.032893i,-0.016319+0.018673i,-0.056572+0.0080575i,-0.068918-0.016299i,-0.059022-0.025088i,-0.043792-0.032669i,-0.034499-0.039962i,-0.021242-0.038561i,-0.0066196-0.036876i,-0.0038258-0.039682i,-0.0059798-0.035512i,-0.00057057-0.029959i
-0.18754-0.10368i,-0.17149-0.16747i,0.023768-0.2912i,0.1731-0.44108i,0.056555-0.48556i,-0.10592-0.36537i,-0.064105-0.24982i,0.066035-0.27262i,0.12764-0.31551i,0.10237-0.25937i,0.0276-0.11031i,-0.0064702+0.027805i,0.014642+0.071905i,0.010016+0.051331i,-0.045362+0.024616i,-0.081026+0.022202i,-0.054902+0.031708i,-0.011821+0.030272i,0.0061328+0.02439i,0.010728+0.023536i,0.027091+0.015977i,0.046228-0.00446i,0.046156-0.021842i
0.004438-0.33761i,-0.33121-0.60845i,-0.70675-0.57814i,-0.60251-0.17059i,0.017923+0.13103i,0.5381+0.018575i,0.45757-0.12011i,0.061589+0.015006i,-0.16588+0.18451i,-0.19974+0.16268i,-0.17744+0.06039i,-0.14209+0.0035569i,-0.1182-0.015767i,-0.086333-0.015291i,-0.024775-0.02132i,0.010191-0.051569i,-0.012299-0.062368i,-0.040864-0.040913i,-0.04108-0.024117i,-0.027685-0.017797i,-0.02578-0.0075696i,-0.047769+0.0020968i,-0.073335+0.0097502i
0.40915-0.072367i,0.96085-0.087439i,1.3929-0.15198i,1.1314-0.23187i,0.33195-0.1424i,-0.27897+0.14326i,-0.36418+0.27032i,-0.16389+0.14834i,0.048567+0.0056871i,0.18122-0.05103i,0.21104-0.068462i,0.18937-0.082012i,0.15453-0.082285i,0.10762-0.036659i,0.069071+0.030229i,0.052974+0.05778i,0.047933+0.037331i,0.033263+0.015643i,0.011761+0.024917i,-0.0041638+0.033969i,-0.016376+0.017626i,-0.025206-0.005108i,-0.031881-0.0039563i
0.19894+0.15725i,0.22591+0.24457i,0.049546+0.2505i,-0.15389+0.25754i,-0.10717+0.31434i,0.081505+0.38497i,0.24918+0.41317i,0.34304+0.33032i,0.27401+0.18401i,0.13764+0.10206i,0.058275+0.050125i,-0.030245+0.025334i,-0.091543+0.081054i,-0.061067+0.11103i,-0.0081418+0.069105i,0.010259+0.022794i,0.001487+0.00089709i,-0.01415-0.0059859i,-0.025884-0.0074524i,-0.023145+0.0052479i,-0.0077498+0.014614i,0.0021432+0.0071208i,0.010272-0.0026039i
-1.1523+7.5641i,0.90573+7.5963i,3.5579+6.6282i,4.4168+2.9673i,3.2604-0.7717i,0.62293-2.5357i,-1.5364-1.7184i,-1.8303-0.1907i,-0.73786+0.49595i,0.46303+0.11586i,0.81851-0.5829i,0.52504-1.1074i,-0.1041-1.7784i,-0.9302-2.5126i,-1.259-2.5282i,-0.79942-1.4887i,-0.20999-0.38522i,-0.18954+0.10461i,-0.58868+0.35799i,-0.63376+0.65111i,-0.14182+0.75936i,0.38285+0.46862i,0.46642+0.0023081i
0.0296-0.072455i,0.022762-0.29939i,0.016899-0.51192i,0.016113-0.47703i,-0.0032565-0.18962i,0.012769+0.16651i,0.098925+0.38598i,0.14176+0.43592i,0.082469+0.47282i,0.066521+0.45329i,0.051279+0.24781i,-0.082245+0.084907i,-0.16965+0.12397i,-0.13064+0.14875i,-0.0849+0.083265i,-0.07214+0.034457i,-0.057166+0.023447i,-0.033015+0.02009i,-0.010366+0.013704i,0.01361+0.013449i,0.037598+0.016066i,0.048878+0.019218i,0.059637+0.023601i
0.082769-0.41605i,-0.14944-0.871i,-0.50679-0.98889i,-0.54371-0.56746i,-0.17979-0.072627i,0.13839+0.072631i,0.17413+0.043529i,0.21473-0.063198i,0.2867-0.31566i,0.19676-0.46996i,0.057261-0.35448i,0.037299-0.1918i,0.060064-0.13984i,0.04809-0.10221i,0.035063-0.039471i,0.030668+0.0077575i,0.023569+0.0229i,0.01493+0.014984i,0.010501-0.0069748i,0.0043483-0.035516i,-0.0084137-0.034459i,-0.0082086-0.0050026i,0.00030465+0.011535i
0.37548+0.042377i,0.84785+0.14218i,1.181+0.22636i,0.99409+0.19589i,0.49511+0.16569i,0.19407+0.28394i,0.15645+0.35455i,0.043508+0.28576i,-0.20317+0.24718i,-0.2912+0.26475i,-0.16839+0.16422i,-0.086909-0.00014218i,-0.08986-0.048622i,-0.063828-0.049383i,-0.025207-0.083965i,-0.013606-0.093564i,-0.0041512-0.058491i,0.00086869-0.02095i,-0.012356+0.016276i,-0.018553+0.048912i,-0.021297+0.043486i,-0.038992+0.020629i,-0.039123+0.015752i
0.071313-0.00034872i,0.060344-0.0001971i,-0.059455-0.05974i,-0.23359-0.1465i,-0.3132-0.20546i,-0.28272-0.265i,-0.23008-0.27666i,-0.079336-0.15715i,0.18436-0.031114i,0.30337-0.021582i,0.20368-0.021445i,0.10001+0.021846i,0.058847+0.0035361i,-0.0042569-0.063644i,-0.066924-0.093493i,-0.075516-0.084001i,-0.055904-0.06042i,-0.030313-0.032153i,0.0057596-0.018062i,0.033745-0.019517i,0.03123-0.0088167i,0.018536+0.015508i,0.018086+0.018068i
-0.25854-0.014154i,-0.53457+0.21668i,-0.62835+0.49691i,-0.43754+0.5301i,-0.27475+0.39008i,-0.31068+0.38701i,-0.28144+0.43369i,-0.19025+0.24219i,-0.22521-0.066258i,-0.28576-0.16916i,-0.19807-0.080964i,-0.038352-0.029769i,0.053851-0.047659i,0.098627-0.066423i,0.10585-0.087965i,0.057858-0.079137i,0.027956-0.028083i,0.041363-0.0022992i,0.037441-0.0099425i,0.020229-0.0081975i,0.030715-0.0039791i,0.041466-0.012951i,0.015386-0.015515i
0.070766-0.12128i,-0.030812-0.2854i,-0.098357-0.30683i,0.049141-0.17185i,0.32109-0.092996i,0.5216-0.11349i,0.51763-0.10834i,0.33173-0.0033601i,0.1759+0.17739i,0.13942+0.21875i,0.059565+0.082377i,-0.067345+0.0064354i,-0.091382+0.02616i,-0.048808+0.015978i,-0.019307-0.015907i,-0.0049404-0.034558i,-0.012796-0.036999i,-0.026776-0.019332i,-0.019248-0.0020798i,-0.0062048+0.0022147i,-0.0052415+0.0034055i,0.0010206-0.0033483i,0.019296-0.029207i
0.2389-0.029152i,0.2814-0.41391i,0.067723-0.74822i,-0.17496-0.62283i,-0.19138-0.35754i,-0.18492-0.35815i,-0.28899-0.36719i,-0.24933-0.24714i,-0.092115-0.2128i,-0.040597-0.19717i,-0.02815-0.080556i,0.030571+0.0020689i,0.056324+0.00028348i,0.05002+0.012055i,0.073649+0.034666i,0.094423+0.01438i,0.070768-0.020014i,0.036598-0.026845i,0.023842-0.018624i,0.01775-0.012694i,0.0056677-0.00059887i,-0.0085193+0.011388i,-0.018979+0.014712i
