-0.00086089+0.0022324i,0.00014707+5.3945e-05i,0.00012419+0.00013734i,-0.00016483-2.6077e-06i,9.2297e-05+0.0005596i,0.00013425+0.0018625i,8.0809e-05+0.001643i,0.00086226+0.001038i,0.00082605+0.0011631i,0.00013501+0.00068359i,7.9944e-05-8.7498e-05i,0.00011316-0.00052313i,-0.00053094-0.00049724i,-0.00075109-0.00033784i,-0.00028292-5.9811e-05i,0.00022762+0.00064744i,0.00050364+0.00014445i,0.00052089-0.00048472i,0.00034232+0.00020378i,0.00026129+0.00070706i,3.3709e-05-0.00011412i,-0.00034182-0.0002237i,1.8178e-05-9.7178e-05i
-0.1172-0.18287i,-0.23408-0.30427i,-0.21766-0.29043i,-0.035018-0.19348i,0.10738-0.16098i,0.086918-0.16265i,0.0056162-0.11707i,-0.025072-0.062626i,-0.02429-0.041146i,-0.034807-0.027475i,-0.044171+0.0061575i,-0.031088+0.039005i,-0.0064636+0.034276i,0.0028589+0.003488i,-0.0045759-0.017854i,-0.010058-0.022085i,-0.010693-0.019769i,-0.012191-0.014298i,-0.012772-0.0061862i,-0.0081877-0.0018829i,0.00051958-0.0030898i,0.0080786-0.0052732i,0.010016-0.002834i
0.063476-0.10431i,0.0077115-0.1274i,-0.074728-0.075478i,-0.093879-0.043206i,-0.083684-0.057244i,-0.085734-0.02709i,-0.067368+0.011917i,-0.052895+0.014266i,-0.046061+0.025071i,-0.02542+0.04131i,-0.012707+0.04551i,-0.0044218+0.042605i,0.0069889+0.027983i,0.009026+0.011891i,0.0067941+0.0089322i,0.0098931+0.01354i,0.015608+0.01237i,0.017974+0.0032095i,0.015059-0.0068435i,0.0082124-0.011641i,0.00013414-0.012954i,-0.0049258-0.016856i,-0.0069896-0.019626i
0.19968+0.054638i,0.35775+0.030406i,0.33253+0.0070901i,0.13584+0.07945i,0.024246+0.18447i,0.056763+0.18544i,0.089042+0.10562i,0.073355+0.046305i,0.055675+0.021856i,0.048204-0.0062486i,0.025185-0.040085i,-0.010779-0.048025i,-0.026827-0.017407i,-0.016281+0.020132i,-0.0016603+0.032812i,0.0051267+0.024582i,0.0091674+0.011356i,0.0092652+0.0013476i,0.0051753-0.0024561i,0.0031025-0.0014156i,0.0036933+0.00166i,0.0084924+0.0089908i,0.014935+0.014044i
-0.1372+0.20595i,-0.1181+0.22487i,-0.040145+0.12874i,0.042246+0.05133i,0.086708+0.030986i,0.085047-0.0054854i,0.060648-0.040702i,0.038453-0.049196i,0.0071033-0.048625i,-0.020573-0.044488i,-0.026828-0.050453i,-0.029062-0.056633i,-0.029979-0.042843i,-0.023205-0.029455i,-0.018346-0.03161i,-0.027115-0.030231i,-0.037468-0.012678i,-0.028102+0.0074887i,-0.0099949+0.011282i,-0.0036447+0.0044676i,-0.0035109+0.00078733i,-0.0027344+0.0033971i,0.00025478+0.0066193i
-0.26079+0.21401i,-0.28017+0.38139i,-0.15958+0.34955i,-0.068532+0.11124i,-0.091608-0.047311i,-0.09711-0.017665i,-0.042457+0.025791i,-0.010416+0.013474i,-0.0091656+0.0088515i,0.0050106+0.029959i,0.038563+0.042494i,0.056499+0.031925i,0.039936+0.017984i,0.011471+0.01562i,-0.0075293+0.021695i,-0.0089057+0.02464i,-0.0018763+0.021222i,0.0030469+0.01492i,0.0019792+0.0076668i,-0.0042544+0.0010658i,-0.0075251-0.0027938i,-0.0091841-0.0019034i,-0.0096062+0.0027243i
-0.1609-0.23197i,-0.21606-0.23826i,-0.18737-0.14548i,-0.14304-0.062511i,-0.12021-0.033878i,-0.086709-0.03165i,-0.058045-0.027686i,-0.043446-0.013637i,-0.020254-0.0038154i,0.0048098-0.0051969i,0.025952-0.0059216i,0.04268-0.010403i,0.041576-0.032307i,0.023707-0.052824i,0.011287-0.053094i,0.012523-0.044429i,0.011352-0.038532i,-0.00068014-0.032538i,-0.011811-0.022406i,-0.011574-0.012681i,-0.0059029-0.0070454i,-0.0048126-0.0066348i,-0.010533-0.0050006i
-0.098793-0.39057i,-0.2276-0.46942i,-0.24085-0.30075i,-0.085825-0.074339i,0.037369+0.00014818i,0.020648+0.0046046i,-0.010953+0.028915i,0.0022043+0.031022i,0.011745+0.0097334i,-0.0059265+0.0012905i,-0.038628+0.0227i,-0.053022+0.052611i,-0.038101+0.056979i,-0.016502+0.046167i,-0.0037445+0.037336i,0.0012076+0.027584i,-0.00096597+0.012858i,-0.0082935+0.0020962i,-0.0099541-0.0012356i,-0.0015718-0.0055332i,0.008401-0.011024i,0.013992-0.013859i,0.014141-0.013632i
0.049262-9.2e-05i,0.017566+0.031561i,-0.0021939+0.05383i,0.048078+0.02815i,0.092438-0.021911i,0.070019-0.052101i,0.027709-0.06011i,-0.00068385-0.053485i,-0.0037834-0.036322i,0.004273-0.028083i,0.0006747-0.028907i,-0.003888-0.022922i,0.0021514-0.0097228i,0.004675-0.0086139i,-0.011679-0.01987i,-0.029924-0.015403i,-0.024307+0.0014712i,-0.0055238+0.0042008i,1.4828e-05-0.0038075i,-0.0064344-0.0076053i,-0.0089123-0.0055691i,-0.0058711-0.0036726i,-0.0044777-0.0041901i
0.26756+0.097662i,0.47628+0.051259i,0.50812-0.057289i,0.31674-0.10774i,0.15366-0.062058i,0.13321-0.0081311i,0.132+0.0063672i,0.099087+0.0050344i,0.054684+0.0011766i,0.029979-0.0039035i,0.022763-0.029803i,-0.0011342-0.050403i,-0.020625-0.022953i,-0.013812+0.014099i,-0.001099+0.023965i,0.0018109+0.013509i,-0.00078013+0.001071i,-0.0024759-0.001923i,0.0011218+0.00071102i,0.0038687+0.0002388i,0.00023001+1.4442e-05i,-2.648e-05+0.010751i,0.0095671+0.022557i
-0.17878-0.086993i,-0.38707-0.12963i,-0.49953-0.094609i,-0.40267+0.0031844i,-0.23676+0.045976i,-0.12928+0.011138i,-0.065256-0.038684i,-0.044554-0.062718i,-0.037836-0.037181i,0.0019493-0.0118i,0.037451-0.025005i,0.037125-0.045628i,0.0086435-0.056661i,-0.021299-0.058023i,-0.033999-0.057318i,-0.040976-0.049932i,-0.042171-0.023558i,-0.027988-0.00086501i,-0.016756-0.0024514i,-0.018165-0.011159i,-0.015763-0.010219i,-0.0073487-0.010753i,-0.0047986-0.014357i
-0.0041651-0.039041i,0.043621+0.15401i,0.15627+0.38274i,0.20678+0.39463i,0.13798+0.27386i,0.065817+0.22253i,0.060879+0.19931i,0.067714+0.14171i,0.053437+0.071959i,0.020464+0.038788i,0.012696+0.054587i,0.031588+0.058713i,0.025156+0.035626i,0.01238+0.017257i,0.024832+0.0052982i,0.045584-0.0055498i,0.048421-0.013832i,0.026759-0.013802i,0.0044059-0.0039563i,0.0018745-0.0011969i,0.005759-0.010233i,-7.2943e-05-0.013481i,-0.01069-0.0042223i
0.041879-0.19287i,-0.074113-0.37133i,-0.17669-0.43227i,-0.11029-0.34095i,-0.011244-0.24805i,-0.063144-0.19867i,-0.14918-0.10544i,-0.13401-0.013196i,-0.085195+0.013781i,-0.059423+0.016598i,-0.050049+0.028938i,-0.038281+0.043634i,-0.01578+0.028595i,-0.010881-0.0022466i,-0.022504-0.0072558i,-0.025658+0.0044993i,-0.02194+0.006998i,-0.014925-0.00065168i,-0.0064077-0.0087574i,-0.0012104-0.012735i,0.0042879-0.012237i,0.0083036-0.012413i,0.0025526-0.01125i
0.23115+0.21734i,0.30035+0.17448i,0.1981+0.061955i,0.0023234-0.016643i,-0.097972-0.043887i,-0.060396-0.029061i,0.029294-0.018841i,0.091939-0.060474i,0.089073-0.087802i,0.050173-0.05842i,0.026809-0.024651i,0.022824-0.022445i,0.025754-0.024781i,0.033485-0.010576i,0.038779+0.0071147i,0.03581+0.0165i,0.026251+0.013299i,0.010504+0.0038541i,-0.0034633-0.0030986i,-0.0096831-0.0059865i,-0.012664-0.0024908i,-0.0081843+0.0079088i,0.0051222+0.014744i
-0.12298+0.35202i,-0.16036+0.38098i,-0.21014+0.28917i,-0.18005+0.26468i,-0.054535+0.30229i,-0.0033081+0.24244i,-0.11111+0.14922i,-0.23485+0.13242i,-0.22818+0.12758i,-0.12772+0.056109i,-0.071804-0.044442i,-0.088237-0.066461i,-0.091264-0.0095978i,-0.057725+0.024944i,-0.033772+0.019707i,-0.0336+0.015749i,-0.029383+0.021158i,-0.01295+0.023653i,-0.0019344+0.023613i,0.004509+0.020138i,0.011484+0.0095961i,0.01167+0.002496i,0.0097428+0.0049354i
-0.18256-0.045841i,0.096598-0.093755i,0.44637-0.16786i,0.48178-0.20012i,0.31813-0.14863i,0.25497-0.062032i,0.29889-0.018199i,0.35232-0.020082i,0.32151-0.038698i,0.22158-0.018776i,0.17169+0.015622i,0.15884-0.0043861i,0.11118-0.033453i,0.051997-0.032419i,0.006659-0.035984i,-0.021988-0.044304i,-0.028417-0.039501i,-0.021566-0.029782i,-0.01368-0.030292i,-0.015834-0.035809i,-0.023432-0.029711i,-0.020449-0.014039i,-0.011131-0.0040883i
-0.7083-0.37321i,-1.1089-0.22329i,-1.1108+0.029135i,-0.72774+0.10241i,-0.39288+0.065612i,-0.25833+0.1113i,-0.17558+0.13158i,-0.15519+0.02984i,-0.18024-0.04621i,-0.16105-0.039972i,-0.10193-0.0030953i,-0.04402+0.026706i,-0.019883+0.018154i,-0.03238-0.0061061i,-0.050403-0.010927i,-0.047091+0.0067521i,-0.022509+0.024883i,-0.0041776+0.02333i,-0.0076883+0.013633i,-0.007259+0.0078093i,0.010548-0.0030611i,0.014883-0.024093i,-0.0082124-0.032121i
0.33549-0.33348i,0.56488-0.25564i,0.6946-0.067803i,0.53804+0.020056i,0.20383+0.070717i,-0.028495+0.16059i,-0.092305+0.16302i,-0.10062+0.068041i,-0.1046+0.0064813i,-0.049986+0.0275i,0.035726+0.022925i,0.043785-0.031107i,-0.0090716-0.043044i,-0.046199-0.019443i,-0.051171-0.011711i,-0.035821-0.029036i,-0.02762-0.047403i,-0.035091-0.040648i,-0.03639-0.018516i,-0.026723-0.0042944i,-0.017082-0.0020881i,-0.010581+0.00096717i,-0.0030532+0.010645i
0.3912-0.35876i,0.055437-0.585i,-0.38222-0.50375i,-0.44629-0.2155i,-0.30083-0.035424i,-0.24778+0.13606i,-0.10824+0.44384i,0.19639+0.61859i,0.36514+0.48272i,0.24922+0.21533i,0.041175+0.080347i,-0.03985+0.099681i,0.016836+0.12344i,0.10524+0.08i,0.13546+0.010096i,0.09617-0.0058762i,0.061567+0.021826i,0.062153+0.020429i,0.061012-0.01551i,0.046441-0.038966i,0.041097-0.029674i,0.053223-0.0080321i,0.063073+0.0016472i
0.30492+0.62163i,0.37798+0.7556i,0.34078+0.68575i,0.36074+0.50351i,0.41813+0.2724i,0.31042+0.044319i,0.049065-0.14828i,-0.17682-0.36384i,-0.26931-0.49604i,-0.22541-0.38593i,-0.07522-0.23563i,0.0085033-0.233i,-0.032465-0.22471i,-0.035616-0.1521i,0.026925-0.10242i,0.063282-0.092569i,0.031316-0.089082i,-0.034111-0.055541i,-0.07219-0.0010075i,-0.081871+0.036062i,-0.082926+0.048196i,-0.073517+0.051942i,-0.041438+0.052996i
-0.15218+0.29781i,0.0030413+0.14639i,0.14643-0.1242i,0.048922-0.18076i,-0.10858+0.11907i,-0.024217+0.57553i,0.19121+0.73891i,0.19501+0.61436i,0.037011+0.55348i,0.061317+0.44134i,0.13254+0.17149i,0.0786+0.066614i,0.082303+0.13367i,0.10279+0.10735i,0.02313+0.025841i,-0.05424+0.010963i,-0.051506+0.025394i,-0.008734+0.013999i,0.027818-0.008859i,0.047228-0.025441i,0.057502-0.051688i,0.067474-0.07099i,0.074086-0.061648i
-1.6984+7.0227i,0.12881+6.9861i,2.8685+6.0979i,4.0796+2.7487i,3.5532-0.59463i,1.698-2.2441i,0.012727-1.648i,-0.42361-0.38505i,0.18082+0.27749i,0.95417+0.012892i,0.97691-0.69015i,0.40654-1.2291i,-0.34347-1.8189i,-1.1898-2.4993i,-1.5414-2.4889i,-1.046-1.4342i,-0.37607-0.36915i,-0.33717+0.075819i,-0.76142+0.33234i,-0.79105+0.63944i,-0.24317+0.74157i,0.33656+0.42463i,0.44827-0.081879i
0.1163-0.32354i,0.35831-0.31989i,0.51899-0.26686i,0.32191-0.24961i,-0.059219-0.13297i,-0.25943+0.084284i,-0.30707+0.17292i,-0.38574+0.1712i,-0.41495+0.22383i,-0.26455+0.25703i,-0.097285+0.1984i,-0.048612+0.14177i,-0.031409+0.12054i,-0.031615+0.082887i,-0.056947+0.052285i,-0.050168+0.043021i,-0.016965+0.025847i,0.0068561+0.0049385i,0.025604-0.013051i,0.037744-0.021921i,0.042728-0.018748i,0.043441-0.021827i,0.022121-0.032614i
0.23112-0.36922i,0.067128-0.4034i,-0.122-0.30076i,-0.080857-0.22075i,0.10668-0.30482i,0.16872-0.49632i,0.077522-0.45009i,0.094506-0.16853i,0.22787-0.048905i,0.17052-0.12398i,-0.026161-0.12775i,-0.088218-0.06289i,-0.060002-0.055987i,-0.068811-0.067141i,-0.083867-0.054176i,-0.071779-0.024722i,-0.034169+0.0059284i,0.0031936+0.017515i,0.015763+0.016025i,0.012242+0.0066005i,-0.010338-0.00089262i,-0.03992+0.003362i,-0.048113+0.0080678i
0.45889+0.13517i,0.51551+0.1213i,0.37767+0.055941i,0.17753-0.050149i,0.010167-0.18382i,-0.09716-0.3055i,-0.094982-0.36389i,-0.048657-0.31778i,-0.060003-0.20403i,-0.063506-0.074529i,-0.014689-3.0846e-06i,-0.0053881-0.0020329i,-0.0588+0.00015831i,-0.10006+0.028539i,-0.1041+0.045714i,-0.090914+0.036538i,-0.075816+0.024505i,-0.062463+0.026309i,-0.041466+0.031361i,-0.015366+0.039742i,-4.8035e-05+0.051418i,-0.0032931+0.051862i,-0.021589+0.038896i
0.030399+0.23921i,0.060238+0.19027i,0.061707+0.10968i,0.006412+0.16265i,0.0031601+0.34484i,0.13981+0.46903i,0.22733+0.41747i,0.1954+0.29629i,0.1695+0.19292i,0.1477+0.083087i,0.096681+0.0045024i,0.061686-0.017519i,0.042123-0.017422i,0.021105-0.0097029i,0.0075507-0.0012745i,0.0082589+0.012098i,0.027185+0.018816i,0.047968+0.00071025i,0.051034-0.023106i,0.04137-0.039332i,0.022535-0.053453i,-0.0035728-0.057628i,-0.025268-0.039096i
-0.23279+0.19126i,-0.27918+0.18362i,-0.28415+0.11696i,-0.18958+0.064463i,-0.028567-0.023554i,0.019465-0.15543i,-0.05859-0.20378i,-0.15504-0.14428i,-0.18936-0.072369i,-0.15294-0.018951i,-0.088609+0.020454i,-0.028197+0.018696i,0.0022187-0.03633i,0.0039395-0.077548i,0.015666-0.066967i,0.033877-0.048679i,0.020888-0.036623i,-0.016306-0.011748i,-0.034009+0.019134i,-0.019577+0.037396i,-0.0034718+0.035451i,-0.0094161+0.020453i,-0.030106+0.011579i
0.0018047-0.2335i,0.086845-0.32343i,0.12793-0.3454i,0.021979-0.31767i,-0.15937-0.24172i,-0.23795-0.09865i,-0.14947+0.030631i,0.0069768+0.083972i,0.10397+0.096903i,0.10795+0.092474i,0.066615+0.090495i,0.043652+0.099095i,0.046672+0.087121i,0.034689+0.05326i,0.0050631+0.013633i,-0.023392-0.013001i,-0.025453-0.011858i,0.014208-0.01221i,0.050226-0.038312i,0.050133-0.056046i,0.044071-0.038288i,0.050082-0.013228i,0.047474-0.01066i
0.080754-0.18202i,0.028224-0.14462i,-0.018495-0.039113i,0.035535+0.027944i,0.12372+0.027895i,0.13215+0.012557i,0.088117-0.0076773i,0.037528-0.077737i,-0.01826-0.14722i,-0.049449-0.1574i,-0.064563-0.15579i,-0.082469-0.13566i,-0.054024-0.08226i,0.011122-0.053419i,0.043997-0.043098i,0.041985-0.018683i,0.031519-0.002547i,0.00312-0.0034612i,-0.031438+0.0095041i,-0.038818+0.036474i,-0.023997+0.044269i,-0.013968+0.030876i,-0.011486+0.017193i
0.11992+0.056392i,0.099778+0.048614i,0.053081+0.010558i,0.019473-0.016008i,0.020721-0.054032i,0.031113-0.16029i,0.00088559-0.20938i,-0.027955-0.09701i,-0.0027639+0.031655i,0.028072+0.054456i,0.032477+0.023711i,0.022637-0.00061022i,8.2593e-05+0.0043773i,-0.010894+0.03054i,0.0022185+0.032416i,0.0071545+0.0058288i,-0.0065876+0.00075097i,-0.0053736+0.026401i,0.014325+0.037111i,0.015635+0.020143i,-0.0062726+0.0090161i,-0.020427+0.014761i,-0.014427+0.021204i
-0.046285+0.21096i,0.022105+0.2384i,0.11379+0.17098i,0.12267+0.090925i,0.074059+0.093788i,0.069858+0.18293i,0.083429+0.24527i,0.070871+0.22143i,0.053908+0.14586i,0.05015+0.07411i,0.068225+0.035129i,0.082682+0.0031585i,0.063127-0.024907i,0.036694-0.019325i,0.034666+0.0072621i,0.047723+0.017007i,0.04956-0.0030282i,0.03094-0.035236i,0.0059668-0.052887i,-0.01242-0.045999i,-0.019727-0.030238i,-0.019849-0.02887i,-0.020277-0.036592i
-0.10373+0.052319i,-0.12191+0.081296i,-0.13244+0.083212i,-0.11536+0.071056i,-0.035852+0.064482i,0.064832+0.027468i,0.10347-0.042988i,0.057521-0.088061i,-0.0090264-0.069534i,-0.043612-0.013075i,-0.053118+0.042399i,-0.034738+0.076676i,0.001232+0.064823i,0.017887+0.025825i,0.016028+0.0019294i,0.0067264-0.0016515i,-0.0087958+0.0059033i,-0.014922+0.018597i,-0.005687+0.031352i,0.01263+0.033782i,0.023729+0.018773i,0.015502+0.0070403i,-0.00076515+0.011852i
0.13005-0.22755i,0.15429-0.32971i,0.06683-0.33563i,-0.071078-0.22804i,-0.13166-0.11704i,-0.11021-0.09169i,-0.074747-0.1292i,-0.052173-0.15645i,-0.035183-0.12983i,-0.025685-0.082545i,-0.034482-0.050504i,-0.043184-0.026968i,-0.031718-0.0097101i,-0.019754+0.0012548i,-0.014954+0.01064i,-0.00549+0.012459i,0.00886+0.0019422i,0.020739-0.012534i,0.026554-0.026415i,0.024271-0.027043i,0.02223-0.0081654i,0.033334+0.0023914i,0.039365-0.012975i
0.15212-0.060173i,0.15451-0.023963i,0.15898+0.040302i,0.18066+0.032673i,0.12862-0.0082588i,0.001288+0.040404i,-0.076025+0.15481i,-0.05696+0.20019i,-0.011018+0.14219i,0.012388+0.052747i,0.0071529-0.015489i,-0.010667-0.039386i,-0.005582-0.02558i,0.016375-0.020494i,0.018448-0.02879i,0.0016716-0.02422i,-0.011499-0.0086789i,-0.010643+0.0045027i,-0.003853+0.011717i,-0.0075251+0.014318i,-0.015403+0.019739i,-0.014858+0.026039i,-0.0069625+0.022038i
-0.075342+0.12282i,-0.14206+0.12904i,-0.15937+0.099942i,-0.096332+0.076589i,-0.0037238+0.049765i,0.062857-0.0094297i,0.0971-0.064757i,0.1075-0.077516i,0.096933-0.059687i,0.077096-0.037374i,0.069336-0.02581i,0.06108-0.023725i,0.029408-0.0092614i,0.0049913+0.023037i,0.010768+0.039308i,0.020719+0.026381i,0.015191+0.0091656i,0.00034803+0.0055828i,-0.01279+0.009183i,-0.017043+0.0076857i,-0.019638-0.0011089i,-0.023213-0.0036712i,-0.01521+0.0030573i
-0.16339+0.11497i,-0.12108+0.096892i,-0.048254+0.00011466i,-0.068657-0.067535i,-0.12175-0.032183i,-0.077056+0.02415i,-0.017082+0.0025442i,-0.036635-0.019919i,-0.060627+0.01776i,-0.039873+0.053968i,-0.0085917+0.069437i,0.019928+0.067372i,0.0381+0.029539i,0.03559-0.010098i,0.026779-0.017661i,0.025168-0.012735i,0.020323-0.016044i,0.0084152-0.019206i,0.0044123-0.014616i,0.01094-0.013457i,0.012954-0.018826i,0.0087155-0.021317i,0.0056818-0.014196i
-0.033903-0.039274i,-0.0078643+0.018861i,0.019411+0.083911i,0.026843+0.074499i,-0.0081813+0.0041508i,-0.090099-0.034768i,-0.15412-0.017838i,-0.14513+8.0477e-05i,-0.091034-0.0091179i,-0.056102-0.021159i,-0.061761-0.016055i,-0.076194+0.0020617i,-0.069561+0.020938i,-0.048153+0.032552i,-0.027082+0.037067i,-0.013048+0.04023i,0.0013824+0.038662i,0.017108+0.022333i,0.016077-0.0018906i,-0.00086589-0.011525i,-0.0098368-0.0048611i,-0.0049915-0.0021414i,-0.0012339-0.011119i
0.19313-0.15i,0.17863-0.21393i,0.07001-0.20727i,0.016568-0.12792i,0.06096-0.088128i,0.073831-0.12449i,0.041467-0.12288i,0.045132-0.075226i,0.053702-0.045017i,0.032922-0.037878i,0.011917-0.044204i,-0.0004893-0.05309i,-2.1354e-06-0.047098i,0.010249-0.034254i,0.0092212-0.027663i,-0.0078048-0.024866i,-0.025574-0.017194i,-0.034783-0.00062445i,-0.032206+0.018141i,-0.018813+0.028546i,-0.0056914+0.027858i,0.0022637+0.021099i,0.0094412+0.010204i
0.19018+0.065357i,0.2697+0.049619i,0.28579-0.00087985i,0.22887-0.041004i,0.15192-0.034161i,0.10511-0.0030832i,0.082525+0.011201i,0.057642+0.014394i,0.030824+0.017928i,0.024583+0.015349i,0.037469+5.3891e-05i,0.042221-0.020151i,0.027112-0.023086i,0.010138-0.010064i,0.010765-0.0020214i,0.023114-0.0050935i,0.031805-0.0073541i,0.038367-0.005018i,0.043762-0.0053427i,0.036029-0.0076908i,0.01333-0.0025998i,-0.0026076+0.013363i,0.0043649+0.026744i
-0.1928+0.17957i,-0.24593+0.26715i,-0.20382+0.30098i,-0.11807+0.25921i,-0.0629+0.18737i,-0.027205+0.10472i,-0.013042+0.014744i,-0.035161-0.031298i,-0.044886-0.016463i,-0.02296+0.018173i,0.010174+0.045109i,0.045805+0.047504i,0.055778+0.020997i,0.037774+0.0014162i,0.020614+0.004333i,0.012203+0.0086758i,0.0032265+0.0031691i,-0.0087026-0.0034866i,-0.016551-0.0044502i,-0.012986-0.0067633i,-0.0055948-0.015786i,-0.0087335-0.024441i,-0.020531-0.020942i
-0.22904-0.065641i,-0.28256-0.10066i,-0.26776-0.11765i,-0.23453-0.079121i,-0.17726-0.0013343i,-0.067173+0.053114i,0.033446+0.050856i,0.059962+0.025755i,0.03757+0.015481i,0.004092+0.0091296i,-0.031908+0.013563i,-0.045458+0.034134i,-0.031672+0.035385i,-0.023996+0.018418i,-0.023804+0.0080119i,-0.018054+0.0047913i,-0.010731+0.0033071i,-0.0060255-0.0022846i,-0.007833-0.012806i,-0.010318-0.014892i,-0.0025197-0.009014i,0.0079874-0.010832i,0.0083272-0.015814i
0.12626-0.11561i,0.19786-0.11337i,0.2264-0.08639i,0.18559-0.097585i,0.085722-0.13438i,-0.018965-0.11904i,-0.059751-0.054428i,-0.034979-0.01769i,-0.005381-0.035199i,-0.0053364-0.059099i,-0.020694-0.059871i,-0.030899-0.036087i,-0.009791-0.0026342i,0.02625+0.0095095i,0.036292+0.0021897i,0.026876-0.0024167i,0.021627-0.0021899i,0.021852+0.0046423i,0.02186+0.017694i,0.018955+0.025462i,0.015387+0.025997i,0.01745+0.025337i,0.024147+0.019374i
0.19883+0.057467i,0.17881+0.080242i,0.066479+0.099898i,0.010052+0.088743i,0.040439+0.014695i,0.043633-0.092332i,-0.0040609-0.12923i,-0.01783-0.080102i,0.017976-0.029428i,0.044159-0.01711i,0.041322-0.020942i,0.020922-0.024093i,-0.01045-0.015426i,-0.026803+0.002286i,-0.012917+0.010628i,0.0011704+0.011623i,0.00022959+0.016644i,-0.00025899+0.017569i,0.0030385+0.0086267i,0.00060918-0.0033847i,-0.013126-0.0083763i,-0.028333-0.0022594i,-0.027841+0.003339i
0.010209+0.12724i,0.031492+0.075341i,0.013373-0.047102i,-0.046886-0.089244i,-0.057895-0.0097279i,-9.6413e-05+0.077672i,0.047076+0.099627i,0.036915+0.087608i,0.0028669+0.088988i,-0.0055025+0.088508i,0.0065535+0.068525i,0.016918+0.040178i,0.014441+0.012493i,-0.00012844-0.00075077i,-0.0065835+0.0059372i,-0.00049294+0.0081867i,-0.00079156-0.0032144i,-0.010261-0.010006i,-0.017389-0.0068189i,-0.02013-0.0043718i,-0.01921-0.0083718i,-0.0146-0.013095i,-0.0088814-0.0091575i
-0.21187+0.020915i,-0.18534+0.083882i,-0.039336+0.12303i,0.066556+0.084606i,0.042678+0.045798i,-0.015564+0.067948i,-0.025329+0.087321i,-0.020785+0.060165i,-0.028047+0.025825i,-0.030354+0.014889i,-0.026619+0.010193i,-0.024063+0.0086492i,-0.0099121+0.0096775i,0.0104-0.001857i,0.012264-0.011733i,0.0065079-0.0049751i,0.010666+0.0024501i,0.011681+0.0033252i,0.0064483+0.0081439i,0.01019+0.0158i,0.022756+0.013133i,0.028825+0.00013455i,0.020683-0.0086942i
-0.095761-0.19007i,-0.20102-0.18381i,-0.22306-0.075981i,-0.11803-0.0015096i,-0.010126-0.030411i,0.019702-0.089243i,0.003953-0.10433i,-0.0053701-0.080733i,0.00078093-0.055009i,0.005763-0.042975i,-4.48e-05-0.033647i,-0.011111-0.01908i,-0.015674+0.00015981i,-0.0071415+0.018639i,0.0037801+0.019792i,0.0032355+0.0085375i,0.00015106+0.0022006i,0.0071155-0.0050636i,0.011885-0.016713i,0.0065768-0.017714i,0.00013064-0.0049791i,0.0002732+0.0057751i,0.0057124+0.0044165i
0.26118-0.034869i,0.31526-0.11976i,0.2435-0.1834i,0.12925-0.15774i,0.073955-0.097188i,0.051267-0.071833i,0.016607-0.056878i,-0.0048786-0.029624i,-0.0084853-0.0098514i,-0.0073031+0.000377i,-0.0032795+0.0016302i,-0.004889-0.014096i,-0.017785-0.037499i,-0.034568-0.044595i,-0.037371-0.0279i,-0.023859-0.0099687i,-0.013159-0.00036423i,-0.0032398+0.0098332i,0.015565+0.012448i,0.025745+0.0019622i,0.019642-0.0068005i,0.012054-0.003428i,0.010793+0.0053636i
0.10294+0.2801i,0.18377+0.35403i,0.18981+0.32108i,0.11487+0.24365i,0.046725+0.1698i,0.019067+0.091592i,0.00039713+0.023i,-0.0068083+0.0010814i,0.0034618-0.0021138i,-0.0051307-0.0069523i,-0.013048-0.0011742i,0.010759+0.0030807i,0.040401+0.0032227i,0.051268+0.0038706i,0.040263+0.003818i,0.023629+0.0055643i,0.010181+0.0042164i,-0.012332+0.0040511i,-0.036955+0.010841i,-0.045103+0.014827i,-0.04075+0.01357i,-0.037568+0.013052i,-0.036346+0.016024i
-0.26081+0.042059i,-0.35005+0.07289i,-0.3399+0.088833i,-0.26201+0.090631i,-0.17417+0.094346i,-0.09054+0.093231i,-0.030143+0.065421i,-0.01891+0.035473i,-0.019287+0.02499i,-0.0035788+0.010972i,0.0019891-0.00058376i,-0.0057643+0.010969i,-0.00839+0.027892i,0.0035718+0.02994i,0.020209+0.015222i,0.0218+0.00055821i,0.016871-0.0065619i,0.01476-0.015352i,0.010577-0.019611i,0.00947-0.014652i,0.011631-0.014772i,0.01073-0.025424i,0.0075129-0.035842i
-0.072955-0.274i,-0.077666-0.33295i,-0.032705-0.29858i,0.0057644-0.23043i,0.0021635-0.1524i,-0.021439-0.065651i,-0.024711+0.00038125i,-0.013263+0.012025i,-0.014425+0.0014163i,-0.0084102+0.003583i,0.0062432-0.0019305i,0.0035584-0.018817i,-0.010026-0.023677i,-0.018863-0.0083857i,-0.015098+0.012497i,-0.0060334+0.018298i,-0.001316+0.014687i,0.011244+0.015304i,0.028746+0.012973i,0.031841+0.0082585i,0.023317+0.010571i,0.021771+0.017077i,0.027445+0.018512i
