-0.0026409+0.00076099i,-0.0024537+0.001662i,-0.001201+0.0019848i,0.00015389+0.0010672i,0.00051988+0.0013188i,-0.00055519+0.0016801i,-0.00039113+0.0019906i,0.000203+0.0019873i,0.00036924+0.0014968i,0.0010242+0.00060804i,0.0012013+0.00010525i,-9.6845e-05-0.00054816i,0.00014528-0.0010022i,0.0015452-0.00094091i,0.001165-0.0012933i,-0.00029248-0.00058195i,-0.00073729-0.00028855i,-4.44e-05-0.0010123i,2.9041e-05-0.0012212i,-8.2245e-05-0.00069107i,-2.3603e-05+0.00039896i,-0.00011418+0.00074618i,-0.00010446+0.00020045i
-0.0012617-0.0021507i,-0.0018723-0.002841i,-0.0036262-0.0027809i,-0.0034455-0.0026536i,-0.0022248-0.0019691i,-0.0016466-0.0022049i,-0.0013038-0.0025961i,-0.0010418-0.0016565i,-0.0011199-0.0013257i,-0.0010052-0.0011901i,-0.00010585-0.000293i,0.00075251-0.00013497i,0.0010611-0.0001907i,0.00076686+0.00037798i,0.00048309+0.0010718i,7.1914e-05+0.0013612i,-0.00020865+0.0005254i,0.00037005-0.00015457i,0.00033753-9.806e-05i,-0.00039843-0.00020303i,-0.00048789-0.00027131i,-0.00035544-0.00052852i,9.861e-05+0.00030799i
0.00022488-0.00048635i,0.00045206-0.00060495i,0.0017735-0.00088839i,0.0020031-0.0012447i,0.00022413-0.0015728i,-0.00063213-0.0016346i,-0.0008129-0.0010917i,-0.0011416-0.00020451i,-0.00069747-0.00010654i,0.00046374-0.00082571i,0.0013111-0.001066i,0.0012959-0.00028438i,0.00015931+0.00028157i,0.00017679-0.00010964i,0.00046373-0.00017846i,-0.00039815+8.9445e-06i,-0.00072933+0.00013405i,-0.00041298+0.00023931i,-0.00013835+6.9455e-05i,-6.7195e-05-0.0004503i,0.00038259-0.0004144i,0.00035588-5.1855e-05i,7.9708e-05-0.00021899i
-0.002051+0.0013025i,-0.0028329+0.0014926i,-0.0029605+0.0031419i,-0.0016428+0.0034733i,-0.00089747+0.0016862i,-0.00091183+0.00059918i,-0.00092854+0.00013612i,-0.0015161-0.00050036i,-0.0018422-0.00078653i,-0.0014757-0.00070697i,-0.00055979-0.00054081i,-5.6435e-05-0.00068598i,-0.00028693-0.00087017i,-0.0002234-0.00099198i,-0.0003644-0.0010446i,-0.00012736-0.00062855i,0.00065508+0.00061956i,0.00059573+0.0013071i,-3.976e-05+0.00048731i,-0.00041012+0.00010533i,-7.1849e-05+0.00011508i,0.0003755+0.00028548i,-3.2904e-05-0.00037282i
-0.0024279-0.0021738i,-0.0026761-0.002219i,-0.0026101-0.0016116i,-0.0010381-0.00067702i,0.0012377-0.0011411i,0.001515-0.0027317i,-0.00058286-0.0023826i,-0.0010851-0.0011997i,0.00019537-0.00053433i,0.00030225+0.00043377i,7.7837e-06+0.00087785i,0.00012724+0.0011888i,-0.00029798+0.00043194i,-0.00012555-0.00078186i,0.00016715-0.00092329i,2.0544e-05-0.00059667i,0.00043877-0.00088259i,0.0007069-0.0013695i,-2.9602e-05-0.0012182i,-0.00094072-8.1913e-05i,-0.0013442+0.00036075i,-0.00089235-2.4335e-05i,-0.00022333-0.00037907i
-0.00022871-0.00037546i,0.0013118-0.00018764i,0.0019237+0.00062972i,0.0018015+0.00014614i,0.00051784-0.00082407i,-0.00049752-0.0012795i,-0.0013369-0.00096212i,-0.0014243+0.00012185i,-0.00064512+0.0011137i,0.00047803+0.00085606i,0.0016538+0.00050776i,0.001172+0.00042221i,-0.00013541+0.00048889i,-0.00097635+0.00064377i,-0.00041609+7.7716e-05i,-0.00010679-0.00020235i,0.0001706-0.00037377i,7.7935e-06-0.00052077i,-0.001102-2.682e-05i,-0.0013624+9.5554e-05i,-0.00028994+0.00011435i,0.00014636+0.00031682i,-1.9942e-05+0.00015863i
0.00026386+0.00069192i,-0.00019638+0.0005176i,-0.00075024+0.00086282i,-0.0014159+0.00034269i,-0.0015278-0.00078445i,-0.0013142-0.00056143i,-0.001315+0.00023709i,-0.0012522+0.00015103i,-0.0010605+0.00044253i,-0.00036837+0.0011157i,0.00058467+0.00040081i,0.0011119-0.00039386i,0.00049847+0.00018587i,-0.00051077+0.00021172i,-0.00095901-0.00051451i,-0.00062494-0.00049413i,-0.00036021+0.0001351i,-0.00049877+0.00018808i,-0.00017209-4.8009e-05i,0.00027336-0.0002364i,6.4129e-05-0.00078767i,0.00022231-0.00025229i,-0.00019695+3.5422e-05i
-0.00098401-0.00081094i,-0.0016166-0.0018336i,-0.002281-0.0017394i,-0.0015058-0.0012146i,0.00034187-0.00046007i,0.0011749+0.00015907i,0.00023501+6.4987e-05i,-0.00080679-0.00020946i,-0.00080121-0.00084399i,-0.0005483-0.00040295i,-0.00023516+9.6155e-05i,0.00052365-9.4085e-05i,0.00080971+1.3472e-05i,0.00065487-6.1285e-05i,0.00064974+0.00023866i,0.00076322+0.00023598i,0.0012514-0.00027074i,0.00081193+0.00034718i,-0.00023552+0.00056752i,-0.00045069+6.9967e-05i,-0.00038253-0.00039106i,-0.00021747-0.00084242i,0.00022107-0.00068912i
0.00010697-0.0010545i,0.0004745-0.00044502i,0.00075407-6.2491e-05i,0.00087414+4.0178e-05i,0.00029267-0.00089847i,-0.0012327-0.0018265i,-0.0014815-0.0010091i,-0.00060921-0.00036496i,-0.00077708-0.0010357i,-0.0015989-0.0012048i,-0.0012526-0.0013347i,-0.00038861-0.00068256i,2.5932e-06-0.00020014i,0.00084006-0.00058836i,0.00091941-8.5577e-05i,0.00012644-0.00044817i,-0.00046827-0.00079141i,-0.00049647-0.0002897i,0.00014925+0.0003042i,0.00055247-1.4195e-05i,5.6084e-05-0.00059206i,6.4817e-05-0.00034109i,0.00035852+0.000633i
0.0014155+0.0013901i,0.00055871-1.807e-06i,0.00068898-0.0017934i,0.0003207-0.0023869i,-0.00097602-0.0020581i,-0.0018829-0.00064892i,-0.0014172+0.00026944i,-0.0012765+0.00070212i,-0.0017841+0.00062318i,-0.0021367-0.00016594i,-0.0019613+0.00016364i,-0.001433+0.0010136i,-0.0012281+0.00086295i,-0.00077942+0.000923i,-0.00066331+0.00067728i,-0.00068675+0.00048692i,-0.00021266+0.00016985i,0.00027959+0.00055819i,0.00092909+0.0007428i,0.0013495+0.00054098i,0.00075514+0.00025026i,3.8643e-05-3.2165e-05i,-0.00011602-0.00017089i
0.00035069-0.0016609i,-0.00042808-0.0016525i,-0.0014944-0.0017313i,-0.0017407-0.0015994i,-0.0014135-0.0017223i,-0.00054379-0.0016199i,-0.00019846-0.0006564i,0.00039592+0.00042917i,0.00026504+0.00032456i,-0.00062995+0.00031216i,-0.00088114+0.0012833i,-6.9657e-05+0.0015358i,0.00044404+0.0014142i,0.00028752+0.0011282i,0.00022307+0.0011328i,0.00012115+0.00089891i,-7.3848e-05+0.00020746i,-0.00024191-0.00035795i,0.00073363-0.00042285i,0.00069542-9.1688e-05i,-0.00062615-2.1872e-05i,-0.00048685+0.00028945i,-0.00010056+0.0010104i
-0.00079646+0.00030526i,-0.00012956-0.00033912i,0.00097753+0.00011972i,0.00088296+0.00028524i,0.00026258-0.0003274i,0.00023557-0.0010265i,3.6326e-05-0.00068968i,-0.00066788-0.00033092i,-0.00060249-9.549e-06i,0.00038309+0.00062716i,0.00097561+0.001006i,0.0015059+0.00060783i,0.0012151-0.00034493i,0.00048058-0.00066461i,0.00057428-1.6395e-05i,0.00079469+0.00037728i,0.00030115-1.2837e-05i,4.9757e-05-7.6032e-05i,0.00031306-2.1382e-05i,-9.2985e-05-0.00051341i,-0.00034838-0.00090809i,0.0002782-0.00056593i,-8.0646e-05+0.00030176i
-5.9612e-05-0.00043741i,-0.0006181+0.00033887i,-0.0010629+0.00017562i,-0.00015768+0.00042065i,0.00019035+0.00015226i,-0.00013932-0.00018243i,-0.00055549-0.0003419i,-0.0010573-0.00062845i,-0.00052236-0.00072929i,0.00030574-0.00026509i,0.00095738+0.00053609i,0.0013645+0.00042247i,0.0011624-0.00023576i,0.0010485-0.00084096i,0.00063217-0.0011558i,0.00068523-0.0012656i,0.00068351-0.0009081i,-0.00028158-0.00076232i,-0.00088186-0.00076072i,-0.00012655-0.00021987i,7.5937e-05+8.3703e-05i,-0.00052017-0.00036824i,-0.00032845-0.0010104i
0.00017501-0.00069167i,-0.0017157-0.0010547i,-0.0016851-0.0016755i,-0.00053127-0.0014418i,-0.00032313-0.0011886i,-0.00020472-0.0013988i,-0.00051928-0.0014133i,-0.00048217-0.0010611i,-0.00061096-0.00035092i,-0.00093436+0.00043929i,-0.00066735+0.00059688i,-6.0227e-05+0.00032308i,0.00050895-0.00012577i,0.0009354-0.00079847i,0.00065768-0.00062164i,0.00033218-8.5683e-05i,0.00039364+0.00056647i,-0.00011901+0.00087615i,-0.0003603+0.00033258i,-0.00047027-0.00032455i,-0.00096335-0.00084046i,-0.0015191-0.0004381i,-0.0012768+0.00055737i
-0.0019575+0.00071253i,-0.00078655+0.0015349i,-0.00035075+0.001698i,-0.00049546-0.0004332i,-0.00042676-0.00096274i,-0.00013002-0.00079071i,-0.00051375-0.0010381i,-2.9451e-05-0.00040928i,0.00021327+0.0003957i,-9.8239e-05+0.0011327i,0.00050694+0.0012623i,0.00046679+0.00015291i,0.00012438-0.00071403i,0.00046755-0.00016549i,0.00069328+5.5546e-05i,0.0003087-0.00064235i,-4.9882e-05-0.00088683i,0.00054765-0.00061569i,0.0010414-5.2514e-05i,0.00060444+0.00046513i,-0.00035909+0.00030345i,-0.00051203+5.6743e-06i,-0.00038881+1.9299e-05i
-0.00030674-0.0011062i,-0.00045472-0.00050808i,-0.0010215-0.00080905i,-0.0022389-0.001403i,-0.0023207-0.0011865i,-0.0019364-0.00070136i,-0.0014062-0.00025823i,-0.00069875+7.5516e-05i,-0.00033535+0.00045864i,-0.00048172+0.00050603i,-0.00095865+0.00074007i,-0.0011595+0.00029586i,-9.7736e-05+0.00013298i,0.0013241+0.00075631i,0.0010961+6.5999e-05i,0.0010537-0.00054913i,0.0015208-0.0001468i,0.00039505-1.1464e-05i,-0.00013883-0.00047656i,0.00023302-0.00079508i,0.00063698-0.0004321i,0.00065303-0.00030403i,0.00078517+4.6471e-05i
-2.179e-05-0.0002988i,0.00034842-0.00019754i,0.0017966-8.898e-05i,0.0015543-0.00076994i,0.00076322-0.00023009i,-0.00014226+0.0013539i,-0.00076328+0.0012065i,-0.00019978+0.00067133i,0.0010514+0.0006101i,0.0013178+0.00076508i,0.0014071+0.0010559i,0.0016911+0.0010894i,0.0016434+0.00068354i,0.00063004+0.00025976i,-0.00045619-0.00019212i,2.5705e-05-0.00040077i,0.00032355-0.0005574i,-0.00023605-0.00043478i,-0.0006733+0.00023028i,-0.00086833+0.00035259i,-0.00074079-0.00022518i,-9.3546e-05-0.00082789i,0.00033443-0.00094624i
0.0005521-0.0017761i,-0.00016938-0.00065966i,-0.0006422-0.00078742i,-0.00045215-0.0015246i,-0.00025017-0.0014891i,-0.00053782-0.0016072i,-0.00046891+0.00010761i,0.00041839+0.00075289i,0.00068278-0.0003236i,0.00049241-0.00045223i,0.00015267-0.00044547i,-5.3088e-05-0.00072418i,-0.00015598-0.00049969i,-0.00046118-3.9912e-06i,-0.00021437-0.00046584i,-4.7985e-05-0.0005618i,-0.00037825-0.00031977i,2.1179e-05-0.00089969i,0.0010734-0.0011012i,0.0012177-0.00016493i,0.00083851+0.00032512i,0.00022624+0.00053209i,-0.00014089+0.00055508i
-0.00097466-0.00096352i,8.8915e-08+0.00017857i,-0.00020024+0.0004533i,-0.00094218-0.00064771i,-0.00054299-0.0013444i,-0.00029185-0.0016153i,-0.0011936-0.0011702i,-0.0015513-0.00028331i,-0.0006132-0.00013688i,0.00021452+2.6217e-05i,0.0001813+0.00021382i,2.4877e-06-5.9481e-05i,0.00022408-0.00032507i,0.00024869-8.6767e-05i,0.00046023+0.00038406i,0.00093991+0.00049005i,0.00097022-0.00014149i,0.00090848-0.00055789i,0.00010391-0.00034691i,-0.000228-0.00034584i,8.2695e-05-0.00038428i,-0.0005958-0.00035904i,-0.00077183-0.000209i
-0.0012463-0.0010276i,-0.0014472-0.00036051i,-0.001643+0.00090187i,-0.0013708+0.0011312i,-0.00083279+0.00064388i,-0.00031291+0.00074028i,-0.0006142+0.0011975i,-0.0003782+0.0004095i,-0.00092126-0.00029832i,-0.002023-0.00011146i,-0.0019907-3.9449e-05i,-0.00088616+0.00015763i,0.00017018-4.294e-05i,0.00028006-0.00086884i,0.00058022-0.00079495i,0.0004143-0.00040312i,-0.00020652+0.00019615i,-0.00038236+0.00043837i,-0.00074327-0.00066572i,-0.00090546-0.00055736i,-0.00044503+0.00030729i,-0.00033714+0.00038476i,-0.0006669+0.00051625i
0.00011039+0.001838i,0.00036875+0.00064414i,0.00088995+0.00032899i,0.0016402-0.00081345i,0.0020219-0.0026062i,0.00096902-0.0027511i,-0.00019436-0.0012837i,-0.0004492+7.287e-05i,-0.00036024+0.00065067i,-0.00025253+5.0975e-05i,-3.2333e-05+0.00018696i,0.00017478+0.0011372i,-2.8177e-05+0.00091097i,-0.00074129+6.6209e-06i,-0.00095858-0.00040208i,-0.00029878-0.00051935i,0.00012391-0.00070961i,-0.00022997-0.00028094i,-0.00062905+6.1647e-06i,-0.00019502+3.8691e-05i,0.00016795-0.00017292i,0.00021341-2.9138e-05i,-0.00046506-0.00033877i
-0.00057892-0.00083243i,-0.00048281-0.0014902i,-0.0011675-0.00053665i,-0.0012285-3.6185e-05i,-0.00063761-0.0001725i,-0.00065116-3.9353e-05i,-0.0011079-0.0006423i,-0.00072035-0.0010219i,-0.00016175-0.00060071i,-0.00063591-0.00013654i,-0.00034502+0.00069857i,0.00063455+0.0011522i,0.0010847+0.00064382i,0.00058328+9.2738e-05i,0.00015243-7.4495e-05i,0.00013197-0.00030401i,-3.2145e-05+0.0004971i,6.9869e-05+0.001353i,-0.00018568+0.00058495i,-0.0003213-0.00078221i,0.00023511-0.00085166i,2.7993e-05+4.514e-06i,-0.00035442-0.00011767i
-0.0025895-0.0014875i,-0.002414-0.00078534i,-0.0016457+0.00039851i,-0.00081993+0.00046913i,4.6259e-05-0.00021464i,-0.00015369-0.00012683i,-0.00031864+6.9849e-05i,-0.00033257-4.8972e-05i,-0.0001561-0.0002253i,0.0010194+0.00018566i,0.0012161+0.00031658i,0.00051978-0.00024418i,0.000819-0.001073i,0.0013249-0.00083355i,0.0017168+0.00014209i,0.00119+0.00028122i,0.00034916+3.956e-05i,0.00043678-0.0002628i,0.00013085-0.00041005i,-0.00031311-0.00068587i,-0.00076711-0.00059603i,-0.00069839-0.00044897i,-4.8713e-05-0.00068345i
0.00056273-0.00070776i,0.00052946-0.00041498i,0.00058077-0.00059929i,0.000955-7.6108e-06i,0.00035999+0.00022714i,-0.00020809-0.00016054i,-0.00023956-9.8429e-06i,0.0008733-0.000339i,0.001454-0.00021433i,0.00036794-0.00011026i,-0.00057388-0.00043084i,-0.00015538-0.00075509i,0.00066325-0.00027514i,0.00056858+0.00032372i,0.0003516+9.9679e-05i,6.9555e-05-0.00075365i,-0.00010948-0.0014493i,0.00020594-0.0015882i,8.88e-05-0.0012525i,9.5516e-05-0.00013754i,0.00017845+0.00026801i,-0.00021777-0.00028818i,-0.00043298-0.00069525i
-0.00017305-0.00081486i,0.00096109-0.0018671i,0.0015511-0.0024915i,0.00048692-0.0026718i,-0.00058507-0.002851i,-0.00099981-0.0017483i,-0.00091708+0.00020277i,-0.00018145+0.00058292i,0.00045361+0.00033768i,-0.00010805-0.00019977i,-0.00051664+0.00023386i,-0.0010097+0.0007923i,-0.00064371+8.3982e-05i,5.4414e-05-0.00010165i,1.9693e-05+0.00044135i,0.00054862+0.00043103i,0.0011271+0.00069999i,0.00064644+0.0010398i,0.00041546+0.00052033i,0.00049915+0.00033469i,0.00022435+2.7632e-05i,0.00029771-0.00065928i,0.00029619-0.00061463i
-0.0007126+0.00049392i,-0.0010943+0.0006781i,-0.0001332+0.00098653i,0.00062773+0.0011391i,-3.0449e-06+8.9081e-06i,-0.0010094-0.00045459i,-0.0011482+0.00030183i,-0.00093778-0.00059546i,-0.00096654-0.0016992i,-0.0014461-0.0014139i,-0.0020466-0.00057388i,-0.001233+1.4108e-05i,-0.00030682+0.00021709i,-0.00018097-0.00046594i,-2.2581e-05-0.0002627i,0.00015874+0.00029222i,-0.00039856-0.00017924i,-0.00087488-0.00016533i,-0.00088854-2.6565e-05i,-0.0010753-0.00036322i,-0.00081881-0.00028124i,-0.00031397+0.00026123i,-0.00040415+0.00031174i
-0.0015948+0.00039891i,-0.00086727+0.0013854i,-0.0011201+0.0011582i,-0.0010017+0.0011788i,-0.00015815+0.00044495i,0.00040819-0.0010213i,-0.00059905-0.0015353i,-0.00079373-0.0015076i,-0.00047104-0.00015747i,-0.00097976+0.0016024i,-0.00082675+0.0015956i,-0.00013635+0.0010783i,-5.2686e-05+0.00062537i,0.00027804-0.00025272i,0.00040711-0.00080647i,0.000673-0.00026753i,0.0010214+0.00034762i,-8.8209e-05-6.5301e-05i,-0.00096674-0.00078128i,-0.0003563-0.00070083i,0.00029457-0.00034884i,0.00077485-0.00026847i,0.0014156-0.00059943i
0.0019236+0.0028019i,0.0012774+0.0011793i,0.0010639-0.00055388i,0.0013003-0.0018102i,0.0011847-0.0028785i,0.00059595-0.0026943i,4.3477e-06-0.00062657i,-0.00070016+0.00084536i,-0.0010337+0.0011017i,-0.00057978+0.00079621i,0.00045532-0.00027857i,0.00073869-0.00085063i,-0.00038391-0.00047215i,-0.0010329-0.00045724i,-0.0011815-0.00091175i,-0.0010603-3.438e-05i,-0.00064616+0.00058328i,9.642e-05-4.9846e-06i,6.1144e-05+0.00018579i,9.158e-05+0.00085984i,0.0005328+0.00073169i,3.9921e-05+0.00015491i,-0.00022701-0.00041314i
-0.0017767-0.0010999i,-0.0010092-0.00095826i,-0.00047785+3.4479e-05i,-0.00016089+0.00056659i,-0.0008425-0.00015172i,-0.0013037-0.00040831i,-0.0009357-0.00056344i,-0.00080907+0.00011907i,-0.00014144-5.7234e-05i,0.00086751-0.00062462i,0.0012686-0.00037609i,0.0010288-0.00076462i,0.00021547-0.00047334i,-0.00059052+0.00085608i,-0.00030592+0.00069799i,0.00036213+0.00042583i,0.0003299+0.00086902i,-3.3153e-06+0.0011372i,-0.00049392+0.0010355i,-0.00045469+0.00038882i,0.0003921-0.00022163i,0.00058838-0.00041505i,0.00069417-0.00034325i
-0.00080552+0.0009377i,-0.00076272+0.0014786i,-0.00095033+0.0012967i,-0.00062728-0.00029273i,-0.00011482-0.0014469i,-2.5786e-05-0.0016931i,-0.00045877-0.00095044i,-0.00034639+0.00028976i,-0.00086433+0.00059896i,-0.0010982-0.00034282i,-0.00048203-0.0006465i,-0.00068315-0.00072748i,-0.00055796-0.00056163i,0.00030716-0.00019928i,0.0004306-3.546e-05i,0.0001022-0.00011141i,-0.0004406-0.00054236i,-0.00034727-0.00071834i,0.0005337-5.7821e-05i,0.00035423+0.00054433i,-0.00051402-0.00019804i,-0.00030038-0.00055434i,-0.00020879-0.00027393i
-0.00064277-0.00043232i,-0.0012185-0.00039832i,-0.00099722-0.00011051i,-6.8157e-05-0.00011714i,0.00028186+3.2255e-05i,-0.00045085-0.00018063i,-0.00052641-0.0007228i,-0.00020372-0.00029336i,-0.0002383-7.6378e-05i,-0.00038098-0.00020356i,-0.00066619-0.00017475i,0.00035437-3.5021e-05i,0.001595+0.00025649i,0.0008607+0.00059357i,4.7409e-05-0.00015593i,0.0004652-0.00047362i,0.00067412-0.0003267i,0.00019037-0.00077969i,-0.00028302-0.000512i,-0.00062771-0.00033224i,-0.00018575-0.00034366i,0.00011829-0.00035719i,0.00072088-6.1361e-05i
0.00069426-0.001508i,-0.00081184-0.0023678i,-0.00089837-0.0019672i,-0.00057042+0.00019849i,-0.00078006+0.0012822i,-0.00094743+0.00084368i,-0.00044977+0.00014558i,-0.0003671+6.2379e-06i,-0.00064883-0.00058656i,-0.00079132-0.00038764i,-0.00090182+0.00045959i,-0.00037592+0.00044189i,-2.05e-05+0.00082831i,0.00019054+0.0012969i,0.00031515+0.00074717i,-0.00010204+0.00031056i,-0.00018197+8.2137e-05i,-0.00013711-0.00042078i,7.7445e-05-0.00055454i,0.00032721-0.0007961i,0.00053589-0.00020069i,-8.1668e-05-0.00019211i,-0.0004101-0.0010557i
-0.000598+0.00039414i,-0.00093395+0.00095552i,-0.0012323+0.0018337i,-0.00021366+0.00067029i,0.00061543-0.00098656i,0.00024933-0.0015535i,-0.001525-0.00056342i,-0.0021009+0.0005649i,-0.0014556+0.00051711i,-0.0013183+0.00014941i,-0.0001908+0.00047445i,0.0007719+0.00018311i,5.7269e-05-0.00020209i,-1.2215e-05+9.3113e-05i,0.0010068-0.00053508i,0.0010767-0.0006478i,0.00063495-8.8491e-05i,0.00010393-0.00010963i,-0.00050076-0.00050622i,-8.2878e-06-0.00056817i,0.00039865-0.00059618i,0.00018806-0.00056129i,-0.00010298+0.0004513i
0.00017077+0.0012477i,0.00035295+0.00020677i,0.00073949-2.5704e-05i,0.00083012-0.00029408i,-7.2484e-05-0.00074388i,-0.0016557-0.00018127i,-0.0019347+0.00041714i,-0.00067065+0.00059097i,-4.4731e-05+0.00022721i,9.9423e-05+0.00013411i,0.00045396-0.00031079i,0.00058074-0.00096618i,0.00029515-0.00046163i,-0.00017892+0.00062154i,0.00010563+0.0012059i,0.00022646+0.0016282i,-0.00010904+0.0010338i,-0.000588+0.00039932i,-0.00055543+0.00029589i,-0.00024263+8.6334e-05i,-2.3174e-06-0.00015636i,0.0002457-0.00038843i,0.00054278-0.00015061i
0.0016411-0.00043059i,0.0013664-0.0013528i,0.00091646-0.0024216i,-0.00022132-0.0014444i,-0.00095419-0.0010368i,-0.0014751-0.0016964i,-0.0013144-0.00080555i,-0.00012861-0.00063539i,0.0016001-0.00079247i,0.0013877-0.00055519i,0.00019213-0.00081324i,-0.0002315-0.00021905i,-0.00021385+0.00033531i,-1.5695e-05+0.00043734i,-0.00015439+0.00026307i,-0.00040909-0.00052764i,-0.00025924-0.0012313i,-0.00028434-0.0014389i,-0.00019276-0.0010604i,0.00013388-0.00033692i,0.00017817+0.00014424i,-0.00018518-1.1056e-05i,4.3695e-05-0.00056895i
-0.0018741-0.00086824i,-0.0019082-0.00076204i,-0.0014069-0.00059799i,-2.8541e-05-0.0008162i,0.001321-0.00087544i,0.00073418-0.00076643i,-9.5457e-05-0.0012047i,-0.00010088-0.001047i,-0.00045842-0.00095464i,-0.00031478-0.00063252i,0.00029256-0.00016288i,0.0008035-0.00040797i,0.00082634-0.00063022i,0.0013458-0.00042456i,0.0011925-6.0341e-05i,0.00034162+0.00021314i,0.00071868+3.2089e-05i,0.001506+0.00032607i,0.00084391+0.00087913i,-0.00042079+0.00042108i,-0.00054828-0.00033558i,-4.8361e-05-0.00056577i,-0.00032911-0.00084028i
-0.0020712+0.0017195i,-0.001927+0.00093113i,-0.00058573+0.0010538i,0.00066532+0.00061917i,0.0011056-0.00059105i,-0.00014568-0.0012534i,-0.0017612-0.002125i,-0.0015694-0.0020504i,-0.0010462-0.001356i,-0.0012934-0.00082157i,-0.00037813-0.00025084i,0.0003416+0.00026059i,0.00027721+0.00024729i,4.3343e-06-0.00084244i,0.00034125-0.0013461i,0.00087679-0.0010056i,0.0012184-0.00066555i,0.00085848-0.00085141i,0.00044359-0.00081232i,0.00017046-7.481e-05i,0.00013329+0.00073731i,-5.2433e-07+0.00074499i,-0.0002572-0.00029596i
0.0017569-0.0010817i,0.001927-0.0012184i,0.0013156-0.0016921i,-0.00043921-0.0033513i,-0.00089973-0.0040114i,-0.0011587-0.0024502i,-0.0016106-0.00051907i,-0.0012216+0.00033237i,-0.0010872+0.00052844i,-0.00056332+0.0010077i,0.00014369+0.00097542i,0.00014029+0.0008555i,4.6077e-05+0.00056572i,-9.7284e-05+0.00036859i,-0.00014531-0.00043044i,-0.00036705-0.00087364i,-0.00024298-6.759e-05i,0.00012914+0.00073955i,-0.00054845+0.00063088i,-0.0010545-0.00061735i,-0.00032471-0.00045322i,-0.00014148+0.00085199i,-6.7365e-05+0.0016344i
0.00077657-0.002112i,1.9939e-05-0.0018739i,-0.00047159-0.0011611i,-0.00050306-0.00068575i,-0.0010514-0.00022187i,-0.0010409+0.00044636i,-0.0011121+0.00031194i,-0.0010704-0.00018627i,-0.00094489+6.9896e-05i,-0.00095422+0.0007895i,-0.00010393+0.00049122i,0.00060078-0.00024846i,0.00053797-0.00025228i,0.00061141+0.00027347i,0.00096331+0.00068304i,0.00096767+0.00088487i,0.00076397+0.0010828i,0.00046072+0.00042108i,-0.00031026-0.00042419i,0.00032182-0.00051379i,0.0010405-0.00011632i,0.00042962-9.7445e-05i,0.00047822-0.00021994i
0.0008145+0.00015898i,0.0012324-8.4322e-05i,4.9759e-05+0.00025833i,0.00018514+0.00054199i,0.00070255-0.00078425i,-0.00037113-0.0015536i,-0.0014028-0.00063826i,-0.0017446+0.00072912i,-0.0013814+0.0011079i,-0.00055541+0.00074152i,-0.00049796+0.00015194i,-0.00031405-0.00058116i,-0.00023705+0.0002856i,-0.00060634+0.0011949i,-0.00044546+0.00064632i,-9.7855e-05+0.00013305i,-7.2761e-05-2.2028e-05i,6.7811e-06-0.00044784i,0.00033915-0.00026858i,0.00020173-0.00025506i,0.00052035-0.00032127i,0.00053047-0.00010001i,-0.00037141-0.00043982i
-0.00084663-0.00066243i,0.00026693-0.00063514i,0.00053154-0.00064677i,0.0014496-0.0012079i,0.0019636-0.0013109i,0.00057695-0.0009418i,-0.00058083+0.00021219i,-0.00041728-0.00017983i,-9.985e-05-0.00072983i,-0.00040518+0.00052669i,-0.00063031+3.9598e-05i,-0.00056523-0.00035587i,0.00068184+0.0002784i,0.001213+0.00011414i,0.00049151-0.00025981i,0.00074531+0.00034316i,0.00088474+0.0014915i,-0.00047266+0.0014538i,-0.0013556+0.0013036i,-0.00033311+0.00066903i,0.000558-0.00047077i,0.00072328+7.9905e-05i,0.00072331+0.00024495i
0.0004307+0.00034074i,0.00037027+0.00082865i,-9.2446e-05+0.0005247i,0.00022891-0.0006205i,0.00037167-0.0014907i,-0.00025815-0.0017054i,-0.0010019-0.0012958i,-0.00078988-0.001494i,0.00018319-0.0023526i,0.00035957-0.0016841i,-0.00037956-3.2732e-05i,-0.00053376+0.00029434i,-0.00047353-0.00016612i,-0.00044491-0.00068579i,-6.6616e-05-0.0012419i,0.00015832-0.0013908i,0.00037145-0.00074421i,-4.9936e-05+1.6476e-05i,-0.00094875+0.00022098i,-0.00041232+0.00036012i,0.0001448+0.00085437i,-0.00027099+0.0006846i,-0.00024566+0.00023217i
-0.0020431+0.00085372i,-0.00082858+0.0002658i,-0.00020884-7.7614e-05i,-0.0011083-0.00037463i,-0.000801-0.0015137i,-0.00053487-0.001683i,-0.0012019-0.001101i,-0.00066179-0.0011687i,-4.9789e-05-0.00038689i,-0.00022921-0.00014489i,0.0012114+0.00038315i,0.0019514+0.00058457i,0.00057672-0.00017384i,-0.00059778-0.00063505i,-0.00042163-0.00064793i,-0.00046695-0.0003757i,-0.00070192-0.00021927i,-0.00078654-1.0419e-05i,-0.00098295+8.7706e-05i,-0.00069934-0.00066158i,-0.00021447-0.00038233i,0.00032197-1.2271e-05i,0.000977-0.00027935i
