-0.0026409+0.00076099i,-0.0024537+0.001662i,-0.001201+0.0019848i,0.00015389+0.0010672i,0.00051988+0.0013188i,-0.00055519+0.0016801i,-0.00039113+0.0019906i,0.000203+0.0019873i,0.00036924+0.0014968i,0.0010242+0.00060804i,0.0012013+0.00010525i,-9.6845e-05-0.00054816i,0.00014528-0.0010022i,0.0015452-0.00094091i,0.001165-0.0012933i,-0.00029248-0.00058195i,-0.00073729-0.00028855i,-4.44e-05-0.0010123i,2.9041e-05-0.0012212i,-8.2245e-05-0.00069107i,-2.3603e-05+0.00039896i,-0.00011418+0.00074618i,-0.00010446+0.00020045i
-0.00031003+0.00048802i,0.00029246+0.00022114i,0.00073723+0.00043554i,0.0011743-0.00010118i,0.00093248+0.00032001i,0.00022855+0.00055555i,0.00027749+0.00026432i,0.00026184+0.00018342i,-6.1953e-05+0.00016227i,-0.00022356-0.00029576i,0.00014749-0.00095903i,0.0013634-0.00055805i,0.0018791-0.00011882i,0.0011548-0.00043751i,0.0004851-0.0005958i,0.00017766-0.0005228i,2.3144e-05+1.5453e-05i,3.7478e-05-0.00010028i,7.4599e-05-0.00061905i,-0.00018908-0.00060857i,-0.00036055-0.0002866i,-0.00018124-0.00032973i,0.00028087-0.00039278i
-0.00027281-0.00024006i,-0.00038264-0.00026628i,0.00042359+0.00019254i,9.952e-05-0.00075603i,0.00043078-0.0021138i,0.0011282-0.0020446i,0.00010922-0.00028362i,-0.0011177+0.00063342i,-0.00047468+0.00090324i,-0.00021593+0.0012163i,-0.00081923+0.00070344i,-0.00029288+0.0005398i,0.00084954+0.00042896i,0.0012745-0.00049002i,0.00073948-0.00066112i,0.00018244-5.9199e-05i,0.00018881+0.00023531i,0.000147-0.00020526i,0.00034856-0.00048121i,0.00050489-0.00043403i,0.00012927-0.00020004i,5.3453e-05-0.0004007i,0.00012104-0.00070589i
0.00040408+0.00077219i,0.00020794-0.0001239i,0.00036562-0.00095606i,-0.00013034-0.00076724i,-0.00083732-0.0013479i,-0.0014393-0.0015227i,-0.001392-0.00013073i,-0.0009444+0.00038862i,-0.0013253-8.3083e-05i,-0.00091851+0.00017913i,0.00020893+0.00030542i,-3.4461e-05+6.9474e-05i,-0.00041634+0.0001471i,-0.00029365+0.00010909i,0.00019406+0.00015825i,0.00045898+0.00049218i,0.00010932+0.00096651i,-0.00021886+0.00046426i,-0.00014473-0.00033253i,-0.00014501+0.00029347i,-9.0146e-06+0.0008314i,0.00017425+7.9107e-05i,5.0268e-05-0.00026517i
-0.00084429+0.001002i,-0.00082107+0.0015851i,0.00060679+0.0018818i,0.0013288+0.00049045i,0.0013176-0.00049208i,0.00059844-0.00078399i,7.6633e-05-0.00050947i,-0.00037422+0.00026355i,0.00023539+0.00033838i,0.0010528-0.00042304i,0.00085392-0.0010041i,0.00059092-0.00077125i,0.00037851-3.5315e-05i,-0.00019909-0.0006835i,-0.00059934-0.0015286i,0.00012156-0.00091668i,0.00052371-0.00014187i,-0.00032793+0.00013053i,-0.0009917+0.00035834i,-0.00061708+0.00089757i,-6.5303e-05+0.00051196i,-0.00026365-0.00097743i,3.3241e-05-0.0013206i
-0.0011634-0.010934i,-0.0047366-0.010803i,-0.010563-0.0080159i,-0.010391-0.0021797i,-0.0067598+0.0023909i,-0.0018053+0.0033942i,-3.0623e-06+0.0013133i,-0.00011521-0.00073722i,-0.00071413-0.001342i,-0.0023801+0.00027928i,-0.0017375+0.0027827i,0.00041317+0.0033061i,0.0023614+0.0024628i,0.004186+0.0019378i,0.0042679+0.0020561i,0.0026537+0.0014625i,0.0004698-0.00011596i,0.00012814-0.00054486i,0.0013856-0.00048964i,0.001155-0.00030855i,-0.00023217-0.00035588i,-0.00056825+0.00034238i,-0.00042724+0.0012664i
-0.00053213-0.0024131i,0.0004371-0.0021502i,0.00026265-0.0019711i,1.7124e-05-0.00092978i,-0.00069751+3.6121e-06i,-0.0012727+0.00080749i,-0.00083999+0.0013477i,-0.00075563+0.00049612i,-0.00043774-0.00021284i,-0.00020791+0.00043013i,0.00017952+0.00094822i,0.00088667+0.00081659i,0.0008777+0.000205i,0.0010419-0.00038352i,0.0013834-0.00018737i,0.00087084+0.00034863i,0.00073729+0.00024287i,0.00057893-0.00036108i,0.00038065-0.0002416i,0.00023548-0.00029319i,7.9744e-05-0.00019542i,-0.0001294+0.0005132i,-0.00032738+0.00070556i
-0.00091944-0.0017042i,-0.0010787-0.00053776i,-0.0022089-1.4931e-06i,-0.0018765+0.00080045i,-0.00063889+0.0021021i,0.0011357+0.0013437i,0.00066164-0.00026018i,-0.001371-0.00045732i,-0.0016746-0.00072638i,-0.001528-0.00047785i,-0.00038753+0.0010339i,0.0011854+0.001182i,0.001549-0.00026482i,0.0012584-0.0013216i,0.00048588-0.00029653i,0.00019631+0.00072703i,0.000379+0.00047373i,9.3795e-05+7.3192e-05i,0.00043133-0.00035563i,0.00026571-0.00038551i,0.00010666+0.00034054i,0.00026397+0.00067849i,0.00042965+0.00029565i
0.00088946-0.0005866i,-0.0006831-0.0012729i,-0.00097872-0.0021002i,-0.0016568-0.0026425i,-0.0022924-0.0027401i,-0.0032568-0.0011135i,-0.0031827+0.00029009i,-0.0017904+0.00031179i,-0.00085912+0.0003566i,-0.00034361+0.00029025i,-0.00033898-0.00018287i,-0.00030292-0.0004231i,0.00052728+0.00011984i,0.00037324+0.0010268i,-0.00032549+0.00055186i,0.00018575-0.00012207i,0.00036107+0.00025552i,0.0004213-5.0973e-05i,0.0012794-0.00036857i,0.0013325-0.00019111i,0.00034221-0.00013239i,-0.0010768-7.345e-05i,-0.0010404-0.0002603i
-0.00042784+0.00025841i,0.0012973-0.00020675i,0.0013008-0.0010352i,0.00062392-0.00051327i,0.00073169+0.00084847i,6.9554e-06+0.00071162i,-0.00019893-0.0002095i,-4.7644e-06-0.00083944i,-0.00022612-0.00062754i,-0.00060732+3.4396e-05i,-4.901e-05+0.00027695i,0.00031702+0.00034512i,0.00057736+0.00084577i,0.00086022+0.00049949i,0.00064374+9.9509e-05i,0.00028739+0.00016121i,-8.6067e-05-1.3559e-05i,-0.00049001+9.5777e-05i,-0.00065413+6.7373e-05i,0.00039058-0.00027715i,0.001034-0.00016491i,0.00035961+0.00070783i,-0.00046485+0.00012907i
-0.0015524-0.001408i,-0.0017236-0.00068223i,-0.0015642-0.0003765i,-0.0011452+0.00012912i,-0.0002132+0.00038062i,0.00049812+0.0010046i,1.3897e-05+0.0011325i,-0.00025472+0.00054845i,-0.00052501+0.00062766i,-0.00093084+0.00083284i,-0.00064693+0.00070215i,0.00027875+0.00038597i,0.0013316-0.00027632i,0.0013267-0.00061565i,8.9764e-05-0.00024731i,-0.00014782+2.9585e-05i,-5.1699e-05+9.6356e-07i,-0.00085155+0.00049412i,-0.00045372+0.00095878i,0.00025686+0.00075992i,0.00037519+0.00077992i,0.0006652+0.00043132i,0.00073414-2.0726e-05i
-0.0022565-0.0023006i,-0.0026532-0.0023532i,-0.0036022-0.002157i,-0.0024746-0.0010369i,-0.00054662-0.0012079i,0.00088206-0.0019347i,0.00016586-0.00207i,-0.00064546-0.0014229i,-0.00016113-0.0010095i,0.00029479-0.00037194i,0.00030816+0.00092197i,0.00066691+0.00079715i,0.0015047-0.00092896i,0.0019425-0.001335i,0.0016124-0.00064093i,0.0011436-0.00026406i,0.0010822+9.2683e-05i,0.0009361+0.00028643i,0.00023921-3.8775e-05i,0.00010016-3.1887e-05i,-0.00078903+0.00060688i,-0.00077834+0.0011306i,0.00078386+0.0012398i
-5.488e-06-0.00070273i,-6.183e-05-0.0010144i,0.00030498-0.00033656i,0.00043703-4.7586e-05i,-0.00038998+8.1473e-05i,-0.00099087+0.00023483i,-0.00050217+4.849e-05i,0.00010977-0.0003305i,0.00033257-0.00050047i,0.00029237+0.00021912i,0.00047462+0.00090658i,6.9879e-05+0.00077904i,-3.2329e-05+0.00053835i,0.00064853+0.00037772i,0.00058873+0.00069275i,0.00052627+0.0010713i,0.0006911+0.00083233i,0.00043069+2.1274e-05i,0.0006387-0.00042725i,0.00070747-8.6592e-05i,0.00064342+0.0002661i,0.000731+0.00072659i,-7.7346e-05+0.00061756i
-0.00022273-0.0018248i,-0.0011984-0.00099592i,-0.0011981-0.00068647i,-0.001584-0.00035344i,-0.0009447+0.00038834i,-0.00039387-0.00013448i,-0.00025381-0.00076373i,-0.0003052-0.00078992i,-0.00062191-0.00057754i,-0.00073442+0.0001439i,8.7607e-05+0.00073299i,0.0010596+0.00069961i,0.0010469+0.00035118i,0.00066893+0.0003703i,0.00091772-1.1684e-05i,0.00073786-0.00071638i,0.00015883-0.0010703i,0.00064267-0.00052808i,0.00045486+0.00012131i,-7.1637e-05-0.00021802i,0.00034248-0.00089875i,0.00067158-0.00031715i,-5.3865e-05+2.8466e-05i
-0.0016929-0.002191i,-0.00181-0.0019586i,-0.0024675-4.1849e-05i,-0.0016294+0.00093195i,-0.0008626+0.00058896i,-0.0005507+0.0004893i,-0.00053795+0.00028291i,-0.00054673+1.2849e-05i,-0.00037253+0.0001098i,-0.00053579+0.00097914i,-2.7469e-05+0.0018652i,0.00098937+0.0012715i,0.0013936-0.00011906i,0.00091491-0.00035641i,0.00067979-0.00032902i,0.001753+0.00019818i,0.0014497+0.00092221i,-1.7266e-05+0.0011791i,-0.00010706+0.00032877i,2.7769e-05-0.00068619i,-0.0002859-0.0007549i,-0.00015097-0.00034172i,-3.7964e-05-0.00035239i
-0.00088422-0.00095451i,-0.00054606-0.00028931i,0.00010929+0.00032737i,0.00013126-0.00078403i,6.0132e-05-0.0013048i,0.00040356-0.0010305i,-0.00037905-0.0010419i,-0.0010808-0.0011373i,-0.00030407-0.00045477i,0.00025687+0.00045442i,0.00056301-0.00016207i,0.00058301-6.1879e-05i,0.00012757+0.00067671i,-0.00037639+0.0007084i,-0.00012216+6.491e-05i,-0.00010023-0.00068126i,-0.0001849-0.00019582i,2.8213e-05+0.0004167i,9.0355e-05+8.4653e-05i,0.00015142+0.00038754i,0.00044297+0.00084705i,0.00010322+0.00080912i,-0.00078455+0.00094558i
0.00018774+0.00077674i,-0.00064514+0.00069245i,-0.00023367+9.9006e-08i,-0.00012669+0.00017132i,-0.00072141-0.00010351i,-0.0010527-0.00071122i,-0.0016617-0.00028473i,-0.001955+0.00015628i,-0.00070339+9.8154e-05i,0.00054311-0.00034378i,0.00024897-0.00032899i,5.2595e-05+0.00046598i,2.1397e-05+0.00078071i,-0.00069356+0.00046493i,-0.00093245-7.9189e-05i,-0.00036174-4.1557e-05i,-2.5135e-05-1.1305e-05i,-9.9622e-05+0.00014786i,-4.9945e-05+0.00037512i,-0.00015075+0.0005944i,0.00064396+0.00044591i,0.0011123+0.00012439i,0.00058122-0.00039037i
-0.0019712-0.0017089i,-0.0020824-0.00082653i,-0.0016345+0.00022886i,-0.00020954+0.00075615i,0.00022102+0.0011822i,-7.0798e-05+0.00070719i,0.0001241-0.00039759i,0.00046117-0.00078508i,0.00041847-0.00087465i,-0.00037164-0.00012702i,-0.00011587+0.00024435i,0.0007389+0.00031323i,0.00034204+0.0009867i,-0.00022703+0.00013243i,-0.00023854-0.00052958i,-0.0001401-0.00039136i,0.00017672-0.00015891i,0.00069911+0.00058416i,0.00037072+0.00059957i,-0.00040067-1.5354e-05i,-0.00041004+0.00035747i,0.00017429+0.00021429i,0.00098318-0.00092696i
-0.00024398-0.0017199i,-0.00054098-0.0017431i,-0.00088141-0.0012135i,-0.00041462-0.00041524i,-0.00016426+0.00013601i,0.00020693+0.00061898i,0.00049309+0.00047017i,0.00096426+0.00016916i,0.00066445+0.00027919i,0.00025331+0.00043705i,0.00039442+0.00021876i,0.00025032-0.00026966i,-5.6683e-05-0.00044827i,-7.6319e-05-0.000523i,0.0002211-0.00048655i,0.00058279-0.00046129i,0.00060034-0.00051016i,0.00070429-0.00012262i,0.00061962-9.2294e-05i,0.00038571-0.00014728i,0.00050598-0.0003986i,0.00049804-0.00040981i,0.00023879+0.00043775i
-0.0012789-0.00074996i,-0.0024356-0.0011953i,-0.0028007-0.0016113i,-0.0025082-0.001424i,-0.0020524-0.00088393i,-0.0019022-0.0001997i,-0.0017908+0.00014132i,-0.0016422-9.5631e-05i,-0.00072172-0.00019665i,-0.00024826-0.00056952i,-0.00050672-0.00025914i,-0.00081447+0.00071281i,-0.0010536+0.00042685i,-0.000837-0.00066001i,0.00015208-0.00064152i,0.0011588-0.00032028i,0.0014195-0.00060442i,0.0010771-0.00039444i,0.00040742+1.1237e-05i,-4.4731e-05+0.00036302i,-0.00013329+5.4911e-05i,-0.00025659-0.0003522i,-0.00028081-7.0623e-05i
0.00029225-0.00036336i,1.9115e-05-0.0012704i,-0.0012285-0.0011392i,-0.0007542-0.00070127i,9.5209e-05+0.00030554i,-0.00068039+0.0009814i,-0.0014567-0.00017308i,-0.0013172-0.00073967i,-0.0013948-0.00077506i,-0.00099437-0.00047476i,-0.00040804+0.00020443i,-0.00058074+9.0803e-05i,-0.00013813-0.00059598i,0.00013371-0.0013859i,0.00013152-0.001624i,6.4062e-05-0.001445i,-0.00038769-0.00043722i,-0.00051113-0.00017942i,-0.00067927-0.00010542i,-0.00061406+0.00035112i,-8.706e-05+0.00061021i,-0.00040938+0.00012623i,5.931e-05-0.00025509i
0.00075399-5.2282e-05i,0.00039335+0.00038395i,0.00059836+0.00086177i,0.00096506+0.00038959i,0.00037065-0.00017177i,-0.00061042-0.00080412i,-0.0015016-0.00056271i,-0.0010062+0.00010304i,9.1834e-05+0.00024124i,0.00025558+0.00057827i,0.00024267+0.00039735i,0.0011615-0.00060096i,0.0013682-0.00075789i,0.00049406-0.00038921i,0.00034651-0.0008062i,0.00069176-0.00017296i,0.00078161+0.0006396i,0.0013099+0.00032895i,0.0011933+9.536e-05i,0.00092943+7.886e-05i,0.00026923+0.00039491i,-0.00041959-3.5933e-05i,-3.6476e-05-0.0008366i
-0.00094881-0.0012421i,-0.0013729-0.001287i,-0.0014512-0.00081938i,-0.00096527+5.2134e-05i,-0.00098503-4.2413e-05i,-0.0014427+0.00040762i,-0.0011832+0.0011541i,-0.0003693+0.00031101i,-0.00023544-0.00021512i,0.00014864+0.00029447i,0.00064103+0.0007055i,0.001039+0.00083177i,0.0016386+0.00048414i,0.002143-0.00029044i,0.0012922-0.00054023i,0.0004493-0.00034785i,0.00095182-5.0722e-05i,0.0011212+0.00026661i,0.00038332+0.00012594i,-0.00012158+0.00025301i,-8.6132e-05-0.00025337i,1.2228e-05-0.00071828i,0.00027071-0.0008259i
0.00091376-0.0024269i,-0.00012733-0.0020984i,0.0003674-0.0023724i,0.00072954-0.0027158i,-0.0001522-0.0022642i,-0.00086311-0.0016955i,-0.00065405-0.00094069i,-4.4542e-05-0.0004038i,5.9956e-05-0.00052796i,-0.00041083-0.00011288i,-0.00053061+0.00057336i,0.00030646+0.00057988i,0.0010827+0.00022224i,0.001143+0.00014245i,0.0007848+0.00059441i,-0.00025536+0.0010417i,-0.00073552+0.00061336i,-0.00020571-0.00035483i,0.00048007-0.00033946i,0.0010374+9.3873e-05i,0.0012676+0.00053534i,0.0011345+0.00072447i,0.00059171-4.166e-05i
0.0015305+0.00067984i,0.00086184-0.00016422i,0.00075025+0.00035532i,9.6518e-05+0.00071597i,-0.0013556+0.00058565i,-0.0018128+0.00022063i,-0.0015321-0.00036716i,-0.0013422-0.00084736i,-0.00070959-0.0010989i,-0.00024289-0.0010705i,0.00040258-0.00078412i,0.001336-0.00026898i,0.0005483+0.00042795i,1.9035e-05+0.00044518i,0.0008196-6.2535e-06i,0.00063863+0.00024867i,-3.7959e-05+0.00066178i,0.00028791+0.00032685i,0.00044705-0.0004605i,-4.5334e-05-0.001051i,0.00068513-0.00098253i,0.0011882-0.00052546i,0.00108-0.00011986i
0.00033785+0.00075339i,-0.00037683+8.5579e-05i,-0.0010067+0.00054063i,0.00015066+1.5131e-05i,0.0012764-0.00068179i,0.00091382-0.00055799i,-0.00039348-0.00018885i,-0.0014315-0.00036659i,-0.00098199-2.4699e-05i,0.00012422+0.00064717i,0.00047527+0.00088633i,-0.00021619+0.00020172i,-0.00056084-0.00080414i,0.00031105-0.00012984i,0.00034056+0.00013422i,0.00032113-0.0005518i,0.00054049-5.843e-05i,-3.1429e-05+0.00084226i,-0.00036663+0.00069775i,3.552e-05+0.00013813i,0.00035648-1.2767e-05i,2.9289e-05-0.00013337i,-2.058e-05+0.00026664i
-0.0018006-0.00012888i,-0.00083176+0.00030059i,0.00041957+0.00070433i,0.0012393+0.00071594i,0.0012036+0.00022556i,0.00066894-0.00064785i,-0.00020325-0.0011902i,-0.00095685-0.0010218i,-0.0007328-0.00044048i,-0.00065705+0.00017924i,-0.00045538+0.00065925i,0.00027371+0.00014065i,0.0004949-0.00065475i,0.00037012-0.00071991i,1.8916e-06-0.0008288i,-0.00029801-0.0008406i,-0.00022475-0.00012729i,0.00055485-0.00013563i,0.00065702-0.00052697i,-0.00019757-0.00048788i,0.00010734-0.00088003i,0.00070354-0.0010935i,0.0008268-0.00056499i
-0.0033287+0.00069779i,-0.0028428+0.00072557i,-0.0022495+0.00025408i,-0.0021494-0.00033944i,-0.0013311-0.0015992i,-0.00016543-0.0025484i,-0.00085916-0.0019573i,-0.0017984-0.00093969i,-0.00089297-0.0005182i,0.00034246-9.4405e-05i,0.00072496-0.00014981i,0.0013088-0.00035081i,0.0012163-0.00053579i,0.0010619-0.00056531i,0.0011129-0.00069753i,0.00093405-0.00043743i,0.00022135+0.00012587i,-0.00015792+0.00017434i,-0.00050263-0.00014942i,-0.0006105-0.00051297i,-0.00043304-0.00023253i,0.00010563+0.00066411i,0.0001608+0.0011115i
0.00020066+0.00044256i,-0.00032931-0.00027229i,-0.00030042-0.00047106i,0.00042873+1.7547e-05i,0.00063777-0.00015296i,0.00027903-0.00018083i,-0.00039025-0.00036211i,-0.00036568-0.00065058i,-0.00058046-0.00068233i,-0.00065236-0.00044414i,-0.00024514+0.00028402i,4.9856e-05+0.00050942i,0.00041496+0.00025785i,0.00057747+0.00047009i,0.00044134+0.00097878i,0.0002683+0.00049959i,-0.00019532+0.00011597i,8.2824e-05+0.00019916i,-0.00015863+5.5369e-05i,-0.0009264-0.00029434i,-0.00034102-0.00036561i,0.00042842-5.7308e-05i,-3.2691e-05-0.00042785i
0.0014525-0.0027361i,-1.9873e-05-0.0019309i,-0.0015439-0.0014506i,-0.001455-0.0016303i,-0.00020675-0.0019061i,-0.00040614-0.001376i,-0.0012582-0.00060225i,-0.00095708-0.0006331i,0.00012786-0.0011018i,0.00029522-0.00095772i,-6.4531e-05+0.00032986i,-0.00011586+0.0011415i,0.00024754+0.000298i,0.0010597+2.257e-05i,0.00096289+0.0010069i,0.00058312+0.00057414i,-9.5432e-06-0.00064116i,0.00041488-0.0011739i,0.0011129-0.0005386i,0.00090761-0.00040989i,0.00036511-0.00084521i,-0.00010215-0.00090035i,-0.00038949-0.0011281i
0.00053818+0.00044181i,0.00029855-0.00031572i,0.00016665-0.0012576i,0.00022146-0.0020676i,0.00016382-0.0016518i,-0.0005193-0.00060401i,-0.0010033-4.3329e-05i,-0.00070211-0.00010806i,0.0003442+0.00015382i,0.00058626+0.00049965i,-6.5021e-05+0.00013771i,-0.00025403-0.0003811i,-0.00024673-0.00048447i,-0.00041902-1.0303e-05i,-0.00034401+0.0002996i,0.00021998-1.3378e-05i,-1.5711e-05-0.0001156i,-0.00036347-0.00022846i,0.00041153-0.00029808i,0.00069559-0.00062768i,0.00090981-0.00064229i,0.00049754+2.2407e-05i,-0.00033331-0.00013168i
-0.00010708-0.0014031i,-0.00062759-0.00063632i,-0.0004201-0.00038884i,0.00044943-0.0011345i,0.00016941-0.00053321i,-0.00086173+0.00010138i,-0.0013424-0.00014933i,-0.001153-0.00017884i,-0.0014563-8.0363e-05i,-0.0010433-0.00026184i,0.00030458-0.00070443i,0.00046966-0.00058719i,0.00038096+0.00023524i,0.00018467+0.00057453i,-0.00021275+0.00038277i,-0.0003999+0.00015348i,-0.00070104-8.2338e-05i,-0.0010226-7.41e-05i,-0.0011556+0.00026427i,-0.00025291+0.00069199i,0.0003039+0.00076663i,0.00025822+0.00055947i,7.5758e-05+0.00034124i
0.0014625-0.0014488i,0.0002934-0.00058894i,-0.0011423-0.0010342i,-0.0014699-0.0015778i,-0.00061824-0.00083889i,9.6392e-05-0.00053195i,-0.00052004-0.00060801i,-0.00044524-0.00039512i,0.00047413-0.00027796i,0.00046261+0.00051853i,-0.00014933+0.00075175i,-0.00018399+0.00033286i,0.00056513-0.00025092i,0.00033469+0.00023381i,5.3977e-06+0.0007508i,0.00015491+0.00024645i,1.9398e-05-3.3077e-05i,0.00023789-0.00034053i,0.00040575-0.00085444i,0.00034081-0.00032788i,0.0004627+0.0003162i,-0.00017948+0.00010928i,-1.651e-05+0.00026657i
-0.0016781+0.0010346i,-0.001473+0.0014568i,-0.00076689+0.001195i,2.29e-05+7.7095e-05i,0.00053657-0.001644i,0.00049134-0.0021195i,0.00020935-0.0010005i,-0.00067082-0.00050371i,-0.00078192-0.00032479i,-0.00052501-9.0528e-06i,0.00018625+0.00032729i,0.00072787+0.00030694i,0.00049506-0.00095884i,0.00035811-0.0018002i,0.00061969-0.0011792i,0.0011844-0.00036234i,0.00096891-0.00054923i,0.00016371-0.0007635i,-0.00023887-0.00044816i,8.2032e-05-0.0002878i,0.00081384-6.8405e-05i,0.0013527+0.00015179i,0.00061641-9.0602e-05i
-0.0018028-0.0019337i,-0.0022796-0.0015755i,-0.0022151-0.00010249i,-0.0016064+0.0015635i,-0.00075924+0.0013884i,-0.0010751-0.00023966i,-0.0017654-0.00051614i,-0.00082874-0.00036964i,-0.00038511-0.0010243i,-0.00068431-0.00085558i,0.00024139-0.00052994i,0.00097319-0.00035161i,0.00083141+0.0001149i,0.00090337+0.00013878i,0.00097358+0.00010021i,0.00098158-0.00010599i,0.0009385+0.00013497i,0.00064982+0.00051052i,0.00035159+0.00047625i,0.00021526+0.00063782i,0.00041878+0.00050994i,0.00064564-0.00028551i,0.00030533-0.00038051i
-0.001273+0.00017309i,-0.00075068-0.00015569i,-0.00036865-0.00017168i,-0.00015413+7.0369e-05i,0.00030821+0.00046605i,0.00033745+0.00096158i,-0.00041831+0.00057437i,-0.00080935-0.0002414i,-0.00033713-0.00077302i,0.00031878-0.00092109i,0.00071728-0.00073833i,0.0012027-0.00092714i,0.001567-0.00048027i,0.0009927-6.896e-05i,0.00074316-0.00035804i,0.00078361-0.00019949i,0.00042975+3.2488e-05i,0.00051039-0.00020265i,-0.000131-0.00037459i,-0.0012768-0.00043662i,-0.0013986+0.00025102i,-0.00063158+0.00076586i,0.00020261+0.00023761i
-0.00085023-0.00049296i,-0.0012278-0.00010101i,-0.0012759+4.0898e-06i,-2.38e-05-0.0003064i,0.00044501-0.0012765i,0.00060877-0.0015738i,0.00049359-0.001584i,-2.6791e-05-0.00079893i,-0.00089751+2.8329e-05i,-0.00041792+0.00039146i,0.00040423+0.0003978i,0.00013296-3.3677e-05i,-0.00025336-0.00034699i,-0.0005288-0.00020876i,0.00066075+0.00032474i,0.00091883+0.00039614i,-0.00031721-0.00059659i,-0.001107-0.0007006i,-0.0012136-0.00066579i,-0.00069959-0.00040739i,0.00020296+0.00018779i,0.00051343+0.00073403i,0.00020406+0.00094714i
0.00028877-0.0011632i,4.445e-05-0.0010411i,-0.0011221-0.000231i,-0.0016947+0.0004465i,-0.0016697+0.00044196i,-0.001361+0.00013871i,-0.0011417-0.00054475i,-0.0011892-0.0016727i,-0.0010571-0.0012672i,-0.0009084+0.00027974i,-0.0010926+0.00073442i,-0.00068678+0.00020084i,0.00024002-0.00035788i,-9.7581e-06-0.00060387i,-0.00029494-0.00053322i,-0.00063456-0.00041056i,-0.00065336-0.0010488i,8.3931e-05-0.00083123i,-0.00028537-0.00049437i,-0.00021629+3.2537e-05i,-0.0001782+0.00046926i,-0.00017726+3.9817e-05i,0.00026186+0.00017616i
-0.00016768-0.00034779i,0.00048857-0.00021509i,0.00079623+0.00044337i,0.00052975+0.00035606i,0.00052567-0.0007246i,9.267e-05-0.0010027i,-0.0012221-0.00056581i,-0.0015621+0.00036077i,-0.00042883+0.0002639i,0.00039313+3.3224e-05i,0.00045075+0.00050636i,0.00020708+0.00051885i,-0.00063439+0.00019857i,-0.0011445+0.00018327i,-0.00060295-0.00033144i,-0.00019027-0.00060008i,-0.00025735-0.00012671i,-0.00056132-0.00022185i,-0.00043031-0.00028173i,9.305e-06+0.00014937i,0.00053604+0.00077025i,0.0007901+0.0012802i,0.00089812+0.00031076i
0.00016008+5.039e-05i,-0.00063292+0.00011808i,-0.00017098-0.00020337i,0.00072766-0.0015144i,0.00013106-0.0022494i,-0.0010827-0.002073i,-0.0012218-0.0010789i,-0.0010886-0.00040399i,-0.0011323-0.00042281i,-0.0010539-0.00076827i,-0.0012327-0.00064084i,-0.0011787-0.00021709i,-0.00050865-0.0001644i,-0.0005383-3.8197e-05i,-0.0012557+0.00068986i,-0.0014336+0.000847i,-0.00055574+0.00063967i,0.00011+0.00064642i,-0.00013577+0.00063686i,-0.0001028+0.00099493i,0.00030966+0.0010434i,-1.0781e-05+7.1153e-05i,-0.00045758-0.00052867i
0.00033192+0.0014799i,0.00026454+0.0011936i,0.00057335+0.00049722i,0.0010226-0.00055472i,0.00027886-0.0013437i,-0.00092937-0.0015472i,-0.001026-0.00092228i,-0.00054428-0.00078286i,-0.00021967-0.00089583i,0.0002628-0.00069241i,0.00022528-0.00059858i,-0.00010735-0.00068632i,2.825e-05-0.00046239i,-0.00068462-0.00035839i,-0.0014213-0.00085478i,-0.0007668-0.0015955i,-2.2535e-05-0.0015315i,0.00040635-0.00076825i,0.00091491-0.000165i,0.00075208-0.00018727i,0.000199+0.00017554i,0.00015509+0.00018495i,3.288e-05-0.00068783i
0.00024589-0.00010207i,0.00036247+0.00033438i,-2.3704e-05-0.00014507i,-0.00025841-0.00091107i,-0.00022981-0.00080889i,-0.00077878-0.00097212i,-0.0010824-0.00041827i,-0.00028015+0.00074922i,-0.00019608+0.0004634i,-0.00087683+0.00016427i,-0.0006382+0.00021335i,-0.00011459-0.0003022i,-2.9892e-05-0.00072864i,0.00024019-0.00039865i,-0.00021244-0.00012772i,-0.00044245-0.00015834i,-0.00076997+0.0004835i,-0.0006927+0.0013298i,-0.00017489+0.00070762i,-0.00053528+0.00046579i,-0.00035816+0.00063353i,0.00055561-0.00012058i,0.00055687-0.0004879i
-0.0018332-0.00041783i,-0.0013148-0.00047393i,-0.00019465+0.00031838i,0.00069727+0.00076343i,0.00074839+0.00059408i,0.00053721+0.00043853i,-0.0004721-0.00028296i,-0.0011378-0.00063152i,-0.00084124-0.00047214i,-0.00050591-0.00012827i,-0.0001303+4.8705e-07i,0.00061204+0.0001705i,0.00052205+0.00046284i,0.00013063+0.00048251i,0.00030892-5.2342e-05i,0.00099655-0.00070878i,0.0012323-0.00046648i,0.00089963-0.0004968i,0.00045316-0.00054986i,2.8395e-05-0.00023882i,5.9538e-05-0.00059954i,0.00045055-0.00055161i,0.00055041+0.00032416i
-0.0006471-0.0010924i,-0.001137-0.00152i,-0.0016684+0.00016588i,-0.00083324+0.0012442i,-0.00011646+0.0009251i,0.00054093+0.00027476i,0.00077067+4.3552e-05i,0.00062092-6.8559e-05i,7.1742e-05-0.0003999i,-0.00042972-2.9231e-05i,-0.00041201+0.0002178i,2.2379e-05-0.0010226i,0.00079733-0.001592i,0.00093376-0.0010626i,0.00050932-0.00090582i,-0.00054362-0.00068786i,-0.00092049-0.00038236i,-0.0011625+8.1793e-05i,-0.0012705+0.00016521i,-0.00025819-0.00047967i,0.00032408-0.0011848i,-5.549e-05-0.00072607i,-9.5918e-05+0.0002477i
