1.0585e-05-2.9973e-05i,0.0015116-0.0015899i,0.0025577-0.0022613i,0.0015984-0.0027495i,0.00070438-0.0029083i,0.00069294-0.0010242i,0.00080944+0.0010687i,0.0012115+0.0014602i,0.0016769+0.0008413i,0.0014246-0.00033318i,0.00055143-0.00063313i,-0.00045151-0.00054878i,-0.00036282-0.00069506i,0.00014541-0.0007608i,0.00036321-0.00053047i,0.00031143-0.00060826i,-0.00010396-0.00055304i,-0.00051343-0.0004034i,-0.0003312-2.7446e-05i,-0.0002639+0.00030829i,0.00024235-0.0001953i,0.00068978+1.3949e-05i,3.9546e-05+0.00017148i
0.00018525-0.00014365i,0.00069209-0.00059168i,0.00090716-0.0013982i,-0.0002726-0.0019441i,-0.00047759-0.0020927i,-0.00020562-0.0009612i,-0.0006024-0.00040154i,-0.0007006+0.00052951i,-0.00080751+0.0011759i,-0.0012886+3.6567e-05i,-0.0010294-0.00044035i,-0.000292+9.1795e-05i,0.0004272+0.00041202i,0.0010973+0.00053383i,0.00084066+0.00075261i,-0.00060654+0.00043403i,-0.0016101-0.00033519i,-0.0017186-0.00043921i,-0.0015494-7.6975e-05i,-0.00082732-3.7777e-05i,7.7753e-05-0.00043099i,-0.00022088-0.0012092i,-0.0011735-0.0015681i
-0.00018427+0.00098701i,-6.8109e-05-6.136e-05i,0.00057594-0.00075118i,0.00095787-0.0010317i,0.00081241-0.001767i,0.0011106-0.001625i,0.00042242-0.00026681i,-0.00057593+0.00055601i,-0.00028554-7.6666e-05i,5.9697e-05-0.00022914i,-0.00015706+0.00066101i,0.00022205+0.00086899i,4.0039e-06-4.7845e-05i,-0.00060144-0.00067851i,-0.00068134-2.2862e-05i,-0.00085288+0.00074663i,-0.00037496-0.00015912i,-0.00014372-0.00063153i,-0.00013251-9.6872e-05i,0.00030874+9.0642e-05i,0.0006081-0.00023158i,0.0004059-0.00020305i,0.00014255-0.00057757i
-0.0011409+0.00072292i,-0.0012483+0.00063989i,-0.0024252+0.0016265i,-0.0018262+0.0014304i,0.0002282+0.00021842i,0.0013664-0.0011314i,0.00082241-0.00103i,-0.00054173+0.00042587i,-0.00079962+0.00046562i,-0.00013653-0.00013392i,-6.8925e-06+0.0004043i,-0.00072222+0.0010165i,-0.00083524+0.00071758i,0.00037151+0.00040136i,0.00042821+0.00079959i,-0.00069685+0.00061493i,-0.00023552+0.0004002i,6.501e-05+0.00070416i,-2.8344e-05+1.8436e-05i,0.00027567-0.00060939i,-1.5481e-05-0.00011374i,7.2889e-05+0.00054173i,0.00047629+0.00030246i
-0.00095119-0.0011205i,-0.00075606-0.0014502i,7.2945e-05-0.0015765i,0.00034016-0.0012015i,0.00078029-0.00071878i,0.0010488-0.0009226i,0.00069574-0.00099943i,-0.00074254-0.00082964i,-0.00097279-0.00066242i,-5.8549e-05-0.0003569i,-0.00025554+8.4052e-05i,-0.00097896+0.00036041i,-0.00039694-0.00014366i,0.00074869-0.00019889i,0.00053964-0.00014121i,-0.00045086+7.7328e-05i,-0.00086069+0.00047178i,-0.0002245+0.0006856i,0.00023865+0.00093429i,4.5486e-05+0.0011515i,-0.00028413+0.00067332i,-0.00058004+4.5586e-05i,-0.0004257+0.00046018i
-0.00097756-0.00088101i,-0.00029927-8.0334e-05i,0.0005396-0.00015987i,0.0019907+8.1104e-06i,0.0032822-0.0011049i,0.0027721-0.0023259i,0.0019265-0.0025262i,0.00074869-0.0011074i,-6.8205e-05+0.00091259i,0.00023635+0.0018298i,0.00016942+0.0016375i,-0.00011996+0.0006018i,-0.00051705+0.00023758i,-0.00022587+0.00089983i,0.00055085+0.0011591i,7.4336e-05+0.0011948i,-0.00063113+0.00080368i,-0.00031142+2.5063e-05i,0.0010433+3.729e-05i,0.00097161+0.00020711i,-9.4951e-05+0.00073867i,-9.8832e-05+0.00084959i,-1.1858e-05+0.00032719i
0.00014703+4.8317e-05i,0.00028306+0.00010171i,0.00074956-0.00013846i,0.0010951-0.0013833i,0.0012405-0.0022459i,0.0011063-0.0020173i,6.3389e-06-0.00046159i,-0.00072796+0.00052179i,-0.00081425+0.00056707i,-0.00033795-0.00018896i,4.6357e-05-0.00048152i,-0.00063337-0.00014367i,-0.00048379-0.00047818i,-0.00018249-9.5207e-05i,-0.00047935-4.0117e-05i,0.00013729-0.00058927i,0.00071245-0.00046841i,-5.106e-05-0.00042764i,-0.00059253-0.0010848i,0.00032148-0.0013311i,0.00034097-0.00098281i,-0.00061195-0.00073072i,-0.001332-0.00048129i
-2.4938e-05+0.0024688i,0.00022132+0.0028423i,0.00045121+0.0028979i,0.0012318+0.0013497i,0.0018768-0.0010012i,0.0016226-0.0026331i,0.00032185-0.0022985i,-0.00044346+0.00023957i,-0.0002034+0.0017436i,-0.00018+0.0014989i,-0.00077561+0.0013554i,-0.00098283+0.00075074i,-0.00040972-0.0003595i,0.00022291-0.001082i,0.00092136-0.0010231i,0.0014767+4.0107e-05i,7.7321e-05+0.00096677i,-0.00065684+0.0014168i,-9.6746e-05+0.00098489i,5.2562e-05+4.6899e-05i,0.00037133+0.00011213i,0.00031068+0.00072503i,0.00020401+0.00050055i
0.0022031-0.0011341i,0.0020811-0.00040629i,0.0019356-0.001046i,0.0019679-0.0019383i,0.0019228-0.0027588i,0.0013924-0.0020141i,0.00054509-0.00073764i,-6.191e-05+0.00016525i,1.2758e-05+0.00010613i,0.00039621-0.00062801i,-7.359e-05-0.00050659i,7.9053e-05-0.0003767i,0.00027057-0.0004782i,-0.00013572+0.00030771i,0.00023216+0.001176i,0.00070376+0.00089202i,0.00050577+0.00027241i,-0.00021986+0.00062756i,-0.00049896+0.00088203i,-0.00045519+0.00034768i,-0.00056441-0.00070512i,-0.00032619-0.00095673i,-0.00029807-0.00026471i
0.00083756+0.0012289i,-7.3366e-05+0.00075795i,0.00063713+0.00019023i,0.0016145-0.00048629i,0.0018442-0.0019691i,0.00075766-0.0022716i,-5.7662e-05-0.0015164i,-0.00012851-0.00049758i,-0.00070846+7.927e-05i,-0.0001363-0.00026889i,0.00076995-0.0004787i,0.00062615-2.9463e-05i,0.00071446+0.00025231i,0.0013216-7.2647e-05i,0.00075534+0.00025934i,-2.3264e-05+0.00048116i,1.2e-05+0.00014498i,0.00022689+0.00011794i,-0.00030515+0.00069706i,-0.00040986+0.00043364i,0.00028836+6.4298e-05i,-0.00017893+0.00083865i,-0.00093539+0.0011488i
0.00071569+0.0003185i,0.00045801-0.00052847i,0.0010524-0.00072162i,0.0012555-0.00036273i,0.001197-0.00067658i,0.0014322-0.00096855i,0.00058961-0.00035287i,0.00023287+3.0174e-05i,0.000779-0.00017914i,0.00056908-0.00018145i,0.0002265-3.4506e-05i,8.9038e-05-0.0009207i,-0.00021879-0.001572i,-0.00026674-0.0010287i,-0.00031617-6.6558e-05i,-0.00043633+0.00035669i,-0.00030929+0.00060817i,-0.00017627+0.0011171i,0.00016496+0.00067987i,0.00022074-0.00026192i,0.00025522-0.00087647i,0.00040402-0.00045255i,0.00059003+8.2897e-05i
0.002042-0.0019101i,0.0017397-0.0024709i,0.0017306-0.0025925i,0.0026702-0.0034299i,0.0017067-0.0043121i,-0.0002355-0.0035944i,-0.0013264-0.0020073i,-0.00093312+0.00022272i,-0.00066656+0.0010936i,-0.00027131-0.000167i,-0.00012031-0.00072948i,-0.000703-0.00078291i,-0.00027383-0.0012445i,0.00037636-0.0013204i,8.2583e-05-0.00088166i,-0.0001671-0.00051317i,6.3074e-05-0.00024479i,-0.00017826+0.00023139i,-0.0004455+0.0006918i,-0.00084397+4.3999e-06i,-0.00010751-0.00047634i,0.00047664-0.00074434i,-0.0011053-0.00085681i
0.00023756+0.00088943i,0.00027279+0.001589i,0.0014176+0.0020882i,0.0025991+0.0012697i,0.0033903+0.0001689i,0.0023813+0.00011231i,0.00096573-0.00014405i,0.00094512-0.00025894i,0.001077+0.00058597i,0.00044369+0.00065674i,0.00044141+7.6639e-05i,0.00031949-0.00059648i,-0.00024236-0.00038734i,0.00014049+0.00035831i,0.00041573+0.00012558i,-0.00022258-0.00040157i,-0.00038564-0.00041589i,-0.00040954-0.00023948i,-0.00038147-0.00072037i,2.0989e-05-0.00066912i,0.00073681+0.00029817i,0.00038065+0.001367i,-0.00014376+0.00065519i
0.0021726-0.00054712i,0.001828-0.0016479i,0.001814-0.0028902i,0.0010045-0.0028639i,-0.00044831-0.0029429i,-0.00068941-0.0026187i,-0.0003392-0.001284i,0.00016565-0.00031432i,0.00026622+0.00038053i,-7.246e-05+0.00049048i,-0.00052525+0.00037727i,-0.00022594-0.00043273i,0.00036242-0.0011033i,1.2091e-05-0.00050827i,-0.00031425-0.00036539i,-0.00043721-0.00069393i,-5.3837e-05-0.0007903i,-0.00029571-0.00036824i,-0.00064061+0.00071709i,-0.00031849+0.00088416i,9.337e-05+0.00016084i,-7.0079e-05+0.00017899i,-0.00070788+7.2311e-05i
-0.0011769-0.0014981i,-0.00045758-0.0016207i,-0.00029242-0.0010193i,0.00025167-0.0010692i,0.0012348-0.00084184i,0.0013487-0.0011206i,0.00056178-0.0013818i,0.00013907-0.00050224i,-5.1911e-05+0.0005282i,-0.00015056+0.0009913i,-0.00011374+0.00062365i,-0.00052114-0.00015634i,-0.00066404+4.6127e-05i,-0.00058807+0.00060801i,-0.00028878+0.0005878i,0.00067592+0.00064116i,0.00092597-4.143e-05i,0.00041929-0.00056898i,0.00017688-0.0002785i,0.00029414+0.00011431i,0.00074074+0.00044801i,0.00058395+1.8896e-05i,-0.00021281+0.00026168i
-0.00052409+0.00075592i,-0.00054034+0.001394i,0.00047626+0.0017302i,0.0016287+0.00083306i,0.0017691-0.00042578i,0.0019185-0.0014975i,0.0010657-0.0010542i,-0.00044656+0.00011264i,2.9398e-05+0.00071485i,0.0011927-4.9432e-05i,0.0012951-0.00055846i,0.00092746+9.9926e-05i,0.00071434+0.00020247i,0.0010066-0.00033371i,0.00097745+2.8688e-05i,0.00068309+0.00049518i,0.00041841-2.4083e-05i,0.00022033+0.00017762i,-0.00014414+0.00092988i,-0.00072613+0.00042075i,-0.00054164+0.00024797i,-0.00034238+0.00075693i,-0.00030893+0.00072378i
-0.0012103-8.4247e-05i,-0.00040466-0.00030839i,-0.00067398-0.0010932i,-0.00017374-0.0021534i,0.0014722-0.0030368i,0.0015182-0.0029468i,0.00016167-0.0013469i,-0.00081792-0.00028026i,-0.00055188+0.0003853i,0.0001377+0.00045064i,8.0838e-05-0.0003764i,7.4031e-05-0.0010615i,0.0010352-0.00053545i,0.0008504+0.00039638i,-0.0001858+0.00029482i,-0.00049315-0.00050818i,-0.00026458-0.00037453i,-0.00068497+4.9115e-05i,-0.00061071+0.00032489i,-6.1003e-05+0.0007468i,-0.00031218+0.0010261i,-0.00055239+0.00049582i,-4.1677e-05-0.00010605i
-0.00018453-0.00060515i,-0.00069386+0.00096697i,-0.00075758+0.00098856i,-0.00034767+0.00022738i,0.00034582-0.00045585i,0.0013905-0.00014655i,0.0004872-0.00024067i,-0.00087812-7.2764e-05i,-0.0008288+0.00048126i,-0.00046436+0.00063274i,-0.0004143+0.00045306i,-0.00018766+0.00062001i,-0.00014058+0.0014218i,-1.6622e-07+0.00086059i,0.00030413+0.00039539i,0.0001679+0.00045078i,-3.8521e-05+0.000255i,-3.8515e-06+0.00011725i,-4.0876e-06-0.00057746i,0.00010724-0.00054865i,0.00041652+2.052e-05i,0.00030261+0.00042828i,0.00047683+0.00067887i
6.3031e-05+0.00019353i,0.00059698-0.00046473i,0.0012505-0.0014684i,0.0014113-0.00092277i,0.0011997+2.5216e-05i,0.0015231+3.671e-05i,0.0011454-0.00013442i,0.00077927+0.00014199i,0.00035777+0.00034882i,0.00038967+0.00023871i,0.00074995+0.00010077i,0.00022364+2.0034e-05i,0.00035555+7.307e-05i,0.00016214+0.00045693i,-0.00037441+0.00075242i,-0.00024727+0.00060654i,-0.0004156+8.6075e-05i,-0.00076198-0.00046086i,-0.00074057-0.00044742i,-0.00081419-0.00037433i,-0.0011823-0.00026269i,-0.00054791+1.4675e-05i,0.00027194+3.6887e-05i
0.0018388-0.00029651i,0.0022244-0.00014675i,0.0024903-0.00096152i,0.0019093-0.0025002i,0.0010392-0.0032919i,0.00019206-0.0024541i,-0.00035155-0.00094706i,-0.00016039+0.00030865i,0.00010107+0.00033034i,-0.00010911+0.00027932i,0.00023005+0.00035549i,0.0012443+0.00023344i,0.0012678+0.00089758i,4.3781e-05+0.00085477i,-0.00029841-0.00034727i,0.00039786-0.00092568i,0.00027955+5.5792e-05i,0.00014475+0.00097248i,-0.00033979+0.00041817i,-0.00099834+0.00024797i,-0.00017786+0.0012062i,0.00040808+0.00088357i,-0.00015988-8.7256e-05i
0.0012431-0.001086i,0.0010139-0.0005463i,0.00060229+0.00059159i,0.00060367+0.00042376i,0.001833-0.00039853i,0.0020705-0.00028469i,0.0013048+0.00019833i,0.00060437+0.00091402i,2.996e-06+0.001461i,-0.00026347+0.0013568i,-0.000212+0.0010097i,-0.00053165+0.000584i,-0.00036907-3.5537e-05i,-3.3528e-05+0.00014613i,0.00031392-2.8454e-06i,0.0003622-0.00057697i,0.00025183-0.00053977i,0.00030949-0.00019848i,0.00018697+8.8712e-05i,-0.00038182+6.5447e-05i,-0.00063884+0.00017365i,-0.00048253+0.000295i,-5.901e-05+0.00031521i
0.00012803-0.0016838i,-0.00028665-0.001881i,-4.1865e-05-0.001584i,-0.0007521-0.0012079i,-0.00070297-0.0008742i,0.0012045-0.00087643i,0.0012126-0.00063551i,-0.00034982+0.00027157i,-0.00081682+0.00020388i,-0.00021363+0.00031461i,5.2679e-05+0.0011016i,-0.0010546+0.00080427i,-0.0015068-9.9339e-05i,-0.00043144-4.4993e-05i,0.0007101+0.00050113i,0.0010167+0.00054875i,0.00038527+0.00023611i,-3.2046e-05+1.2101e-05i,0.00036981-0.00040346i,-6.3801e-05-0.00047118i,-0.00012437-0.0001266i,0.00026279-0.00021154i,6.3553e-05-0.00031225i
-0.0011734+0.00045379i,-0.00099141+0.00031424i,-0.00057258-0.00045802i,0.00039676-0.0012473i,0.0014604-0.0020492i,0.0021503-0.0020234i,0.00080118-0.00092543i,-0.00036956+0.00016936i,-3.9564e-06+0.00085766i,0.00064821+0.00084347i,0.00047929+0.00015839i,0.00028341+0.00013102i,0.00057845+0.00066477i,0.00050815+0.00043077i,0.00010659+8.0468e-05i,-0.00041323-1.7419e-05i,-0.00070888-0.00026196i,-0.00063648-0.00037985i,8.7264e-05-7.8214e-05i,0.00029531+0.00033722i,0.00018983+2.2512e-05i,0.00048079+0.00024112i,0.00070088+0.00054866i
0.0004367+0.0011298i,0.00036232+0.0021516i,0.0010451+0.0024795i,0.0013064+0.0018997i,0.0010722+0.00050705i,0.00071459-0.001265i,0.00087964-0.0017113i,0.00047049-0.00030407i,0.00050333+0.00041188i,0.0010231+7.8113e-05i,0.00099715+0.00030396i,0.00043134-1.9154e-05i,0.00052566-0.00087983i,0.0010241-0.00095607i,0.00080464-0.0006223i,-0.00020315-0.00068927i,-0.00071101-0.00012051i,-0.0009186+0.00052622i,-0.0010099+0.0011825i,-0.0010833+0.0014153i,-0.00070428+0.00053519i,0.00026016-2.7463e-05i,0.00072488+0.00010197i
-0.00069965-0.00063485i,-0.0016517-0.00093184i,-0.0017146-0.00093529i,-0.0011447-0.0014643i,1.1709e-05-0.0017486i,0.00096823-0.0015509i,0.00046966-0.00093842i,0.00038666-0.00013821i,0.00041838-0.0004636i,0.00045821-0.00063848i,7.1001e-05+0.0007262i,-0.00084445+0.0014095i,-0.00096945+0.00073731i,-0.0006678-0.00013596i,-0.00011818+0.00037212i,-0.00033645+0.00099692i,-0.0013063+0.00020297i,-0.0011655-0.00071834i,-0.00062846-0.00055874i,-0.00052421-0.00054706i,-0.00077329-0.00078334i,-0.00044149-0.00020296i,0.00012707+0.00035202i
0.0024027-0.0011377i,0.002359-0.0017447i,0.002585-0.0028668i,0.0020193-0.0020659i,0.0012596-0.0012498i,0.00019783-0.00092916i,-0.00063489-0.00050592i,-0.00064736-3.9178e-05i,-0.00054822+0.00023652i,-0.00070291-0.00025093i,-0.00065542-0.00045008i,-0.00052459-0.00051209i,-0.00050901-0.00039015i,9.8343e-05+0.00062862i,0.0005521+0.00058223i,-2.6539e-05-0.00019609i,-0.00046316-0.00053818i,-0.00016298-4.067e-05i,8.6521e-06+0.00058959i,0.00020298+0.00016585i,0.00045054-0.0002856i,0.00013516-0.00058614i,0.00018848-0.00062686i
0.0019957+0.00030947i,0.0017318+0.00067968i,0.0019018+0.00078889i,0.0017873+0.00046932i,0.0017811-0.00039005i,0.00087065-0.0012597i,-0.00027824-0.00015941i,-0.0010697+0.0010563i,-0.00068326+0.00028997i,0.00038212-0.0010122i,0.00094606-0.00092001i,0.00083731-0.00051894i,1.8664e-05-0.00054409i,-0.00018439-0.00071413i,0.00018178-0.00042111i,9.6463e-05+0.00014599i,-0.00015671+0.00051302i,0.00046196+0.00055787i,-1.657e-05+0.00056997i,-0.0011984+0.00046941i,-0.00074323+0.00044015i,-0.00019125-9.6564e-06i,-0.00034389-0.00035608i
-0.0030701-0.00322i,-0.0013265-0.0022715i,-0.0016577-0.0021714i,-0.0011991-0.0022593i,0.00062653-0.0016086i,0.0016969-0.0013752i,0.00056092-0.0014261i,-0.00090942-0.00074006i,-0.0012509+0.00016969i,-0.00094167+0.00077917i,-0.00095018+0.00078866i,-0.0013971+0.00030521i,-0.00047372+0.0005781i,2.9335e-05+0.0011596i,-0.00081633+0.00082963i,-0.00085257+0.00038403i,-0.00064569+5.7167e-05i,-0.0010294+0.00015885i,-0.00043625+0.00022762i,3.3669e-05-0.00012081i,-0.00077889+0.00016134i,-0.001214+0.00037855i,-0.00078744-0.00038289i
-0.0038087-0.0012855i,-0.0032184-0.00084136i,-0.0033385-0.00047564i,-0.0021962-0.00058311i,0.00020404-0.00026319i,0.0021382-0.00079303i,0.001466-0.00098001i,-1.1929e-05+0.00029023i,0.00014566+0.00017376i,0.00051436-8.3776e-05i,0.00034791+0.00056217i,6.0839e-05+0.0012378i,-0.00016685+0.0010062i,-0.00062046+0.0004966i,-0.00081182+0.00036396i,-0.00042627+0.00048457i,-5.6805e-05+0.00078477i,-0.00051382+0.00069444i,-0.0010188+0.00049982i,-0.00080553+0.0002449i,4.381e-05-0.00017063i,0.0002722+0.00019018i,-0.00016092+0.00066622i
3.442e-07+0.00052407i,0.00066999+0.00012499i,0.00085739+0.00010028i,0.00059491+0.00019838i,0.00066314-0.00049204i,0.00010258-0.0017096i,-0.00061159-0.0014292i,-0.00062825+8.449e-05i,-0.00023106+0.00046284i,-0.00022143+0.00013622i,-0.00024614+0.00017506i,0.00015947+0.00018557i,-5.9929e-05-6.0865e-05i,-0.00040451-7.2614e-06i,6.2077e-05-6.6262e-05i,0.00057316-0.00054461i,0.00082617-0.0011848i,0.00037015-0.00013264i,-0.00024856+0.0013999i,-0.00048057+0.0014643i,-0.00041057+0.00095939i,-0.00044061+0.00069538i,-0.00080823+0.00076272i
-0.00080608-0.0011756i,0.00059582+0.00023236i,0.0016269+0.00023758i,0.0024095-0.0010725i,0.0024238-0.0019315i,0.0014097-0.0013432i,0.00078238-0.00030696i,0.00015657-0.0005173i,-8.445e-05-0.00077787i,0.00043561-0.00044189i,0.00033171+0.00030829i,-6.2499e-05+0.00010355i,3.9853e-06-0.00043031i,-0.00067193-5.7634e-05i,-0.0013533+0.00035898i,-0.00075429+0.00040808i,-0.00042349+0.00042848i,-0.00035206+0.00029472i,-0.000195+0.00013694i,7.6424e-06-0.00022604i,0.00040202-8.895e-05i,0.00025962+0.00015357i,-0.00021937-0.000324i
-0.0011591+0.00091511i,-0.00088867+0.0025365i,-6.4958e-05+0.0036523i,0.0016824+0.0013371i,0.0025316-0.0015008i,0.0022449-0.0024672i,0.001482-0.0016424i,0.00096584-0.00033512i,0.00038346+0.00038334i,-4.7263e-05+0.00030619i,-0.00014071+0.00040475i,-0.0002335+0.00082982i,-6.8771e-05+0.001035i,0.00055357+0.00055391i,6.5075e-05+7.3817e-05i,-0.00021093-0.00016216i,-0.00048461+0.00018846i,-0.00043218+0.00040127i,0.00031602+0.00040163i,0.00027077+0.0013494i,-0.00021428+0.0013969i,-0.00014489+0.00040258i,0.00048006-8.9758e-05i
-0.0021062+0.00018449i,-0.0015466-2.4101e-05i,-0.00043166-0.00086582i,-0.00030578-0.00082926i,-0.00015044-0.00020759i,0.00055397-0.00070956i,0.00011096-0.0009083i,-0.00023671-0.00016489i,0.00027222+0.00022033i,-3.8059e-05-0.0002194i,-0.000543-0.0006791i,-0.00041339-0.0008245i,0.00036174-0.00065612i,0.00028705-0.00072135i,3.802e-05-0.00039087i,0.0005958+0.00028904i,0.00070691+0.00018516i,-0.00041647-0.00016788i,-0.0015417-0.00055589i,-0.0011174-0.00025938i,-0.00036352+0.00047086i,-0.00049058+0.00011443i,-0.00075726-0.00092612i
-0.0010806-0.0010989i,-0.0020534-0.00059403i,-0.0013742+0.0013893i,4.9884e-05+0.00093801i,0.001842-0.00067937i,0.0018323-0.00097183i,0.00027776-0.00091266i,-0.00052223-0.00082418i,-0.00041185-0.00046288i,-0.00053639-0.00062777i,-0.00078497-0.00064592i,-0.00083946-0.00082382i,-0.00066472-0.00082591i,-0.000136-0.00016165i,0.00036519+5.8234e-05i,0.0004467+5.2963e-05i,-0.00040064+0.00090595i,-0.00053557+0.0011977i,-0.00025535+0.0011265i,-0.00030612+0.00055624i,-0.00021733-0.00032159i,-9.7485e-05-0.00062021i,-0.00014185-0.00051886i
-9.7661e-05-0.0032531i,0.00030592-0.0019511i,-0.00016433-0.0024375i,0.00050055-0.0024009i,0.0021237-0.0011746i,0.0024356-0.0009369i,0.0015208-0.0015083i,0.0004848-0.00069937i,0.00030244-0.000331i,0.00029684-0.00083583i,0.00015102-0.00070976i,0.0002919-0.00049529i,7.3247e-05-0.00050293i,0.00082487-0.0003724i,0.0013808+0.0001226i,0.00072995-0.00014339i,0.00026358-0.0005719i,-0.00022094-0.00066794i,-0.00035442-0.0008835i,-0.00028503-0.00037601i,-0.00040702+0.00037972i,-0.00055086+0.00038627i,-0.00056733+0.00045787i
0.0015648+0.0012588i,0.0014306+0.0012882i,0.0016787+8.1577e-05i,0.0012076-0.0008016i,0.0015087-0.0020396i,0.0013875-0.0019399i,0.00085202-0.00094584i,0.00062457-0.00044314i,0.00051633+0.00060077i,0.0012691+0.0011587i,0.0015625+0.00020327i,0.00082981+4.6999e-05i,0.00037251+0.0010716i,0.00061558+0.0010733i,0.00080109+0.00028947i,0.00021407-0.00043364i,-0.00037507-0.00059211i,-0.00010174-0.00051429i,0.00018775-5.5081e-05i,0.00030921+0.00071361i,1.4511e-05+0.00020587i,9.7038e-05-0.00029423i,0.00054483+5.411e-05i
-0.0019615-0.00044533i,-0.0025192+0.00061843i,-0.0011957-0.00015259i,-7.858e-05-0.00050387i,0.00059633-0.00084501i,0.0011028-0.0012995i,0.00065213-0.00089943i,2.5931e-05+0.00030149i,-0.00075324+0.00079652i,-0.0011401+0.000595i,-0.00084708+0.00063775i,-0.00044917+0.00047902i,1.2051e-05+0.00054268i,0.00051079+0.00041812i,0.00073358+0.00015725i,0.00035216+1.6741e-05i,-0.00058016+7.597e-05i,-0.00081268+0.0006442i,-0.00056761-4.2604e-05i,-0.00015705-0.0010306i,-0.00018963-0.00056661i,-0.00027051+0.0001557i,0.00077192+0.00017486i
0.00018175+0.001556i,0.00074817+0.0024461i,0.0024421+0.0025581i,0.0028982+0.00078056i,0.0027157-0.00093481i,0.0025355-0.0019576i,0.001363-0.0011996i,-7.9625e-05+0.00047121i,-0.00059989+0.0012496i,-0.00040944+0.00055152i,0.00013225+9.4947e-05i,0.00037447+0.00032631i,-0.00017468+0.00017314i,-0.00011958+0.00049603i,6.4902e-05+0.00087541i,-0.00045936+0.00024701i,-0.0008168+0.00079797i,-0.00083859+0.00098555i,-0.00028007+0.00087937i,0.00062847+0.0013968i,0.00095977+0.00032657i,0.00048261-0.00038374i,-6.6758e-05+0.00066681i
0.00078609+0.0015933i,-0.00018624+0.001393i,-0.00011922+0.00072094i,0.00080111-0.0010961i,0.0012878-0.0021962i,0.00084571-0.002179i,0.00013146-0.0019073i,-0.00028855+0.00019218i,-0.00037313+0.0016921i,-0.00034825+0.0012218i,0.00038103+0.00029554i,0.00023284+3.3949e-05i,-0.00062213-8.2985e-05i,-0.00056332-0.00036865i,0.00024324-0.00037798i,0.00059937+9.4016e-05i,-7.8083e-05+0.00084231i,-0.00086082+0.00080748i,-0.00047811-0.00012246i,-0.00036031-0.00060632i,-4.9865e-06-0.00039747i,-0.00045776-0.00062827i,-0.001396-0.00075827i
-0.00088221+0.00040572i,0.0005681+8.9907e-06i,0.001734-0.0012132i,0.0022083-0.0013598i,0.0025408-0.0019153i,0.0022888-0.0020368i,0.00071524-0.0014288i,-0.00041599-0.00088226i,-0.0008392+1.4208e-05i,-0.00088612+0.00065492i,-0.00071605+3.463e-05i,-0.00038427-0.00034483i,0.00020755+0.00022429i,0.00036057+0.00014108i,3.4059e-05-5.9613e-05i,-0.00036858+8.8314e-06i,-0.00044064+1.4188e-06i,-0.00018203+0.00011864i,-0.00032645-4.4012e-05i,-3.9589e-05-0.00050997i,0.00030743-0.00076556i,-0.00013738-0.001193i,-0.00046028-0.0014673i
0.0014184-0.0015433i,0.00094171-0.001003i,0.00039056-0.0010247i,1.0423e-05-0.0015039i,0.0012809-0.001477i,0.0017518-0.00093885i,0.00072447-0.00031289i,5.1653e-05+0.00032971i,-6.4605e-05+0.00046023i,-0.00038341-0.00021061i,-0.00061112-3.575e-05i,-0.00086975+0.0002804i,-0.00060308+0.00019873i,-3.9986e-05+0.00046409i,-0.00020445+0.00041237i,-0.00051099-0.00029756i,-0.00027911-0.00067114i,-9.9671e-05-4.8155e-05i,-0.00073787+7.6507e-05i,-0.00069332+1.4816e-05i,-1.9773e-05+0.00026703i,0.00029144-0.00027672i,0.00014971-0.00065004i
0.00076422-7.9864e-05i,0.00058622+0.00012296i,0.0016531-0.0007111i,0.0020079-0.0020598i,0.00050245-0.0023865i,0.00033747-0.00234i,0.00059053-0.0010009i,-9.2061e-05+0.00017314i,0.00034328+9.1073e-05i,0.00017094-0.00041857i,-0.00075478-0.00069183i,-0.0007595-0.00051135i,-0.00035094+5.1228e-05i,0.00019312+0.00095107i,0.00060098+0.00063522i,0.00060213-0.00073282i,1.6625e-05-0.001116i,-0.00071131-0.00053841i,-0.00056625-0.00061065i,-0.00041968-0.00075998i,-0.00055544-0.00024452i,-0.00024687-4.8714e-05i,0.00014533-0.00066377i
0.0023166-0.0014404i,0.00237-0.0024836i,0.0023733-0.0027296i,0.0014925-0.00248i,0.00064192-0.001797i,0.00078179-0.0010682i,0.0004376-0.00090479i,-0.00029394-0.00041491i,-0.00045266-0.00033665i,-0.00040321-0.00085953i,-0.00052572-0.0003543i,-0.00028334-0.00014378i,0.00011909-0.00077566i,-0.00025545-0.00066978i,-0.00020603-0.00025373i,0.00056298-0.00070705i,0.0002638-0.00060287i,-0.00043435+0.00038578i,-3.9368e-05+0.00073787i,6.0857e-05+0.00024672i,-0.00067676+9.4676e-05i,-0.0007071-1.4306e-05i,-0.00044309-0.00063007i
