-0.00080722-0.00088551i,0.00028662-0.001975i,1.7436e-05-0.00067822i,0.00039815+0.0004742i,0.0012168+0.0010335i,0.00098366+0.0010372i,0.00045054+0.00054339i,0.00093227+0.00041578i,0.0015604+0.00068879i,0.0017956+0.0010042i,0.0015633+0.00090259i,0.00056999-0.00021993i,-0.00025437-0.00055863i,-0.00059297-0.0004104i,-0.00064531-0.00014376i,-0.00016888+0.00010509i,-0.00026023-0.00057295i,-0.00041312-0.00027387i,9.9212e-05+0.00016198i,0.00031616+0.00021499i,-0.00013501-0.00033927i,-0.00040286-0.0010217i,-0.00030152-0.00082376i
0.00050955+0.00026077i,0.00039301+0.00088612i,0.00077547+0.00040736i,0.00010377-8.4537e-05i,-0.00045066-0.00076306i,-0.00058481-0.00075035i,-0.00078988+5.1338e-06i,-0.00066277+0.00067271i,-0.00013575+0.00095136i,0.00026054+0.0012344i,0.00030112+0.00091989i,0.00011435+0.00078237i,0.00035737+0.00036924i,0.00047338-0.00025712i,0.00022268-0.0009743i,0.00011263-0.00056428i,0.00013462+0.00079259i,0.00046021+0.0003753i,0.00033786+0.00042783i,-0.00019922+0.0010738i,-0.00067487+1.4123e-05i,-8.2688e-05-0.00048205i,-0.00012385-0.00026004i
-0.00035621+0.00015447i,-0.00082258+0.00098669i,1.0775e-05+0.0011211i,0.0010944+0.0010303i,0.00049648-4.0666e-05i,-0.00039372-0.0011278i,-0.00027643-0.00069211i,0.00043778+8.3199e-05i,0.0010085-0.00030202i,0.001196-0.00017801i,0.00077364+0.00013164i,0.00067644+5.4235e-05i,0.00032677+0.00042575i,0.00052536+0.0011569i,0.00037792+0.00086281i,0.00013354+0.00010067i,0.00055424+0.00011806i,0.000273-3.3967e-05i,0.00039455+0.00026548i,0.00020985+0.00071458i,-0.00087552+0.0007516i,-0.00090635+0.00060417i,0.000158+0.00017477i
0.00058863-0.001045i,0.0020895-8.5971e-05i,0.0019453-0.00033879i,0.00085056-0.00074641i,-8.4892e-06-0.00045396i,-0.0005985+9.926e-05i,-0.00025135+0.00023572i,0.00034775+1.7413e-05i,-0.00023877+0.00031346i,-0.00045412+7.9787e-05i,-0.00019067-0.00088815i,0.00013036-0.00076162i,0.00024168-0.00050544i,0.00026691-1.7185e-05i,0.00032225+0.00057159i,0.001005+0.00017692i,0.0013564-0.00016478i,0.00072589+0.00076024i,0.00015592+0.0010835i,-0.00040997+0.00071155i,-0.00076913+0.00043079i,-0.00016865+0.00028846i,0.00040411+0.00035478i
0.0001104+6.2286e-05i,0.00061879+0.00030315i,6.2043e-06+0.00044964i,0.00018185+0.00064065i,0.00080405+7.7259e-05i,-0.00015957+2.3582e-05i,-0.0006862+9.2291e-05i,0.00029154+0.00043578i,0.0008704+0.00035391i,0.00045691-0.00028693i,2.95e-05+0.00014089i,0.00039389+0.00063411i,-0.00032921+0.00056137i,-0.00076214+0.00054123i,0.00039639+0.00031127i,0.0010601-1.2324e-05i,0.0004725-0.00017075i,-3.0172e-05+4.9071e-05i,0.00046371+0.00039506i,0.0010182+0.00032498i,0.00017442-0.00019848i,-0.00085748-0.00041479i,-0.00041854-0.00029034i
-0.00077537+0.00052504i,0.00037515+0.00060732i,0.0010304+0.00064077i,0.0010574+9.4454e-05i,0.00063448-0.0004081i,2.5936e-05-0.00067431i,6.3219e-05-0.00046886i,0.00063326-0.00088216i,0.00048174-0.0012372i,0.00049444-0.00099892i,0.0011167-0.00041599i,0.00096472-0.00032206i,0.00013605-0.00039i,-0.00031051-8.757e-05i,-4.9637e-05+0.00042664i,-0.00014077+0.00021185i,-0.00020838-0.00055419i,0.0002047-0.00049132i,0.000168-0.00028131i,-0.00015447-0.00049107i,-3.5747e-05+0.00013752i,0.00018235+0.00098352i,-0.00030572+0.0011668i
0.0013465-0.00040042i,0.0018752-0.00099167i,0.0019561-0.0006564i,0.0016846-0.00024438i,0.00083473+0.00050049i,0.00018927+0.00093389i,6.3827e-05+0.0010084i,0.00037549+0.00093234i,0.00080643-0.00038634i,0.00061-0.00091833i,-3.3445e-05-0.00024505i,-0.00053701+0.00019205i,-0.00058686+0.00068655i,-0.00040347+0.00046865i,-0.00021356-0.00053801i,-0.00037388-0.00020589i,-8.3385e-05+0.00086556i,0.00036096+0.0004302i,0.00082846-0.00054167i,0.00099602-0.00044676i,0.0010502+1.5332e-05i,0.00068896+4.065e-05i,0.00032734+0.00028684i
-8.1167e-05+0.0019368i,-0.00014825+0.0014188i,0.00067731-0.00019162i,0.0011337-0.00087991i,0.00072389-0.00037877i,0.00040092-0.00046711i,-0.00014284-0.00071418i,-0.00021148-9.8661e-05i,0.00055936+0.00080683i,0.0010483+0.00079859i,0.0010455-9.0062e-05i,0.00099037-0.00058859i,0.00055122-0.00043916i,-0.00067333-0.00053964i,-0.00069086-0.00033773i,0.00030612-0.00036607i,0.00053412-0.0014654i,0.00052613-0.0016526i,0.00066664-0.00077417i,0.0010086-0.00019362i,0.00099016-0.00028575i,0.00070058-0.0011423i,0.00041449-0.0012127i
-0.0023859+0.00087769i,-0.0013958+0.00085771i,-0.00046113+0.00156i,-0.00042115+0.0015002i,-0.00042468+0.00086879i,0.0001605+0.00023201i,0.0001738-0.00056532i,0.00036264-0.00091362i,0.00058009-0.00043604i,0.0008129-9.1023e-05i,0.00095459+4.6483e-05i,0.00058826+0.00020811i,7.8595e-05+0.00021895i,-0.00014388+8.9585e-05i,-0.00031966-0.00018197i,-0.00037662+0.0001724i,-0.00041676+0.00013013i,0.00056394-0.00092744i,0.0011107-0.00052676i,0.0011783+0.00029583i,0.0011258-0.00013509i,0.00038998-0.00065353i,-0.00025883-0.00077622i
0.0016761-0.00060433i,0.0017215-0.00071413i,0.00084054-0.00040506i,-0.00022704+0.00025366i,-0.00075531+0.0006248i,-0.00045613+0.00052054i,0.00028141-0.00019746i,0.0010352-0.00087191i,0.00085569-0.00045356i,-0.00026489+0.00050081i,-0.0010121+0.00068906i,-0.00045967+0.00026109i,-0.00031532+2.693e-06i,-0.00020717+0.00036608i,-0.00011968+0.00087313i,-0.00034233+7.5961e-05i,-0.00068423-0.00021573i,-0.00065978+2.034e-05i,0.00025726+0.00044505i,0.00049239+0.0006688i,7.6672e-05+0.00010037i,1.7625e-05+0.00012868i,0.00067166+3.151e-05i
-0.00058938+0.0019895i,-0.0013144+0.0021694i,-0.00077171+0.0011826i,-0.00042815+0.00028496i,-0.0003788+0.00013129i,-0.00098463+0.00026155i,-0.0010337+0.000325i,-0.00029095+0.0005199i,0.00040647+0.00074672i,0.00051214+0.00074399i,0.00063308+0.00089408i,0.00029656+0.00048746i,-1.9003e-05+0.0002344i,-9.2838e-05+0.0008691i,8.9895e-05+0.00065409i,0.00034944-0.00027024i,-8.9478e-05-0.00020444i,0.00044579+9.9421e-05i,0.00081755-0.00016314i,0.00075584+0.00054495i,0.00051631+0.00067701i,0.0003899-0.00036606i,0.00016465-0.00036018i
-0.00086291-7.6941e-05i,6.0152e-05-0.00075102i,0.00088041-0.0010162i,0.0011766+4.5225e-05i,0.001001+0.00067228i,0.00019414+0.00081341i,-0.00063352+0.00028681i,-0.00050162+3.3433e-05i,-0.00038191+0.00019189i,-0.00021302-0.00077761i,0.00026709-0.00068125i,0.00027328-0.00046814i,0.00054899-0.00096126i,0.00098821-0.00076397i,0.00068147-0.00011186i,-0.00031536-0.00029621i,-0.00053183-0.00046702i,-0.00010606-0.0002538i,0.00028316-0.0002445i,0.0012226+0.00049292i,0.00095639+0.00023235i,0.00059115-0.00045692i,0.00069775-0.00044488i
0.0017919+0.0012573i,0.0017952+0.0012337i,0.00098293+0.00047678i,-0.00034356-0.00041985i,-0.00082011-0.00074807i,-0.0008462-0.00020285i,-0.00086775+0.00072381i,-0.00060381+0.0016675i,0.00053446+0.001006i,0.001024-0.00025607i,0.00082019-0.00037794i,0.00024133-9.7837e-05i,-0.00051854+0.00055471i,-0.00049859+0.00042252i,0.00058094-0.00016352i,0.0011466-0.00045056i,0.00078625-0.00059729i,-0.00058222+0.00012321i,-0.00054079+0.00013709i,-0.00043214-0.00038646i,-0.00051834-0.00078075i,0.00041339-0.00043262i,0.00070099-7.4301e-05i
0.00071014-0.00063352i,0.00022624-0.00091301i,0.0014419-0.00079382i,0.0013952-0.00089961i,0.00038375-0.00087552i,-0.00050173-5.6247e-05i,-8.5149e-05+0.00016338i,0.00010415-0.00013956i,-0.00037748-0.00048318i,0.00046722-0.00064742i,0.00073484-0.0005237i,-0.00039889-0.00040439i,-0.0009481+0.0001304i,-0.00014778+0.00092735i,0.00091972+0.00072815i,0.0011521-0.00018629i,0.0010298-0.00085928i,7.7906e-05-0.00091446i,-0.00066173-0.00058914i,-0.00018469+0.0010044i,-0.00019833+0.0012082i,-0.00082401+9.8659e-05i,5.174e-05+0.00038193i
-0.00036912-2.609e-05i,0.0006584+0.00038504i,0.00067442+0.00062177i,0.00016677+0.00098752i,6.5872e-05+0.0010442i,0.00062659+4.4793e-05i,0.00025195-0.0013454i,0.00027636-0.001738i,0.0001696-0.00054315i,-0.00075185+0.00090197i,-0.0010683+0.00069134i,-0.0013737-2.9237e-05i,-0.0011709-0.00040351i,-0.00069053-0.00054097i,-0.00018838-0.00064631i,0.00032805-0.00043424i,0.00059258+0.00017135i,0.00065258+0.00016432i,0.00034021+0.00025275i,-0.00061473+0.00015664i,-0.00067368-1.2678e-05i,-0.00048404-0.00012965i,-0.00036809+0.00024966i
-0.00081176+6.9922e-05i,-0.0014244+0.00096605i,-0.00047111+0.00059477i,1.5218e-05-0.00013705i,0.00012853-0.00035964i,0.00018985-6.0269e-05i,0.00022472-0.00030381i,0.00056573-0.00039815i,0.0005547-0.00059842i,0.00025606-0.00097362i,0.00014606-0.00020155i,0.00011838+0.00074371i,-0.00033389+0.0011971i,0.0001088+0.00043683i,0.00056924-6.9022e-06i,-0.00013581+0.00054321i,-0.00031728+0.00079043i,0.00012297+0.00059879i,0.00043306+0.00033517i,5.0181e-05+0.0005777i,-8.9385e-05+0.0008429i,-0.00029339+0.00031838i,-0.00038873-0.00069291i
0.0031801-0.00055537i,0.002791-0.00012266i,0.0023251-0.00041208i,0.0016985-0.0011349i,-0.00034821-0.0016612i,-0.0017333-0.00062516i,-0.00088026+0.00081236i,0.00028988+0.00072852i,0.00062832+3.2305e-05i,0.00061965-0.0013073i,-0.0002109-0.0014073i,-0.00041268-0.00073571i,0.00023964-0.00049735i,-3.7876e-05+0.0001684i,-0.00035957+7.4168e-05i,-0.00017081+9.4537e-05i,0.00027409+0.00075536i,0.00026931+0.0010718i,5.1872e-05+0.0014994i,-0.00025616+0.0012508i,-0.00055615+0.00046173i,-0.00044494-0.00029374i,-0.00022252-0.00037373i
-0.00090306+0.0021239i,-0.000559+0.0015714i,0.00040635+0.00032585i,0.00091864-0.00055373i,0.00053212-0.00040639i,-0.00071123-0.00082856i,-0.000561-0.00039147i,0.00037953+0.00018782i,0.001286-0.0004821i,0.0014979-0.00076366i,0.0012074-0.0005253i,0.00063231-3.079e-05i,-0.00049683-2.9882e-05i,-0.00048215-0.00019551i,-0.00021493+0.00027793i,-0.00022746+0.00098825i,1.622e-06+0.00096599i,0.00014615+0.00025013i,-0.00017699+3.7447e-05i,0.00015865+0.00026022i,0.0006397+0.00026093i,-7.8686e-05+0.0003772i,-0.00096585-0.00017928i
0.00010125-0.0011948i,0.00019732-0.00075161i,0.00014666-0.00017376i,0.00043892+0.00015349i,0.00063413+0.00012619i,0.00059392+8.6482e-05i,-0.00014679-6.0271e-05i,-0.00025323+4.9828e-06i,0.00029426+0.00028675i,0.00051708+0.0002046i,0.00047147-0.00017546i,-1.4376e-05-9.6776e-05i,3.0636e-05-0.00030827i,0.00020341-0.00037951i,6.0026e-05-0.00058972i,0.00019916-0.00099106i,5.276e-05-0.0012959i,-0.00013205-0.00094552i,-4.647e-05-0.00015227i,-0.00010719+0.00024385i,-0.00023268+0.00050285i,-8.4755e-05+0.0003329i,-0.00044977+0.00040253i
0.00038583+0.0029016i,0.0011514+0.0018576i,0.0016833+0.0011568i,0.00098775+0.0011323i,0.0005763+0.00043192i,0.00052231-0.00083602i,0.00015703-0.000737i,0.00031385-0.00056894i,0.00071774-0.00037982i,0.00074279+0.00046798i,0.00032232+0.00077416i,0.00010787+0.00092177i,1.2172e-05+0.00056191i,-4.3147e-05+0.00047083i,0.000139+0.0004374i,-0.0002764+0.0001999i,-2.4987e-05-0.00023926i,0.00072781-0.00045943i,0.00088976-2.2719e-05i,0.00057298+6.3164e-05i,0.00025359-3.8949e-05i,-2.4524e-05+9.2757e-05i,-0.00058655+0.00022078i
-0.00085876-0.0010126i,0.00051178-0.0014552i,0.00098866-0.00071492i,0.00074444+0.00065785i,0.00041821+0.0013248i,0.00075096+0.00050427i,0.0007971-0.00031259i,-0.00011093-0.00017136i,-0.0008073-0.00025462i,-0.0005777+0.00029059i,0.00044243+0.00028915i,0.0012525-0.0011913i,0.0010485-0.001395i,0.00016543-0.00069676i,-0.0002794+3.738e-05i,-0.00057401+0.0001374i,-0.00092266+2.3076e-05i,-0.00027911+0.00020746i,0.00011282-0.00032648i,0.00012947-0.0012478i,8.5137e-06-0.00068614i,0.00047148+8.6426e-05i,0.00076198-0.00037922i
-0.00078392+0.00035809i,-8.038e-05+7.4089e-06i,9.6902e-05+0.00022543i,0.0006966+0.00047146i,0.0016292+0.00029516i,0.0015023-0.00020277i,0.00039454-0.00049363i,-0.00077752-4.5175e-05i,-0.00065067-0.00011059i,0.00035122-1.9581e-05i,0.00090118+0.00011396i,0.00046188+1.6279e-05i,-0.00013812+0.00026982i,-0.00058575-0.00015313i,-0.00032968-0.00067749i,0.00030053-5.1704e-05i,0.00015337+0.00070064i,-0.00037322+0.00032523i,-0.00045328-8.8588e-05i,0.00053155-0.00022089i,0.00086366+5.5717e-06i,-2.8037e-05-1.3143e-06i,0.00012087-0.00031026i
-0.00084626+0.00088629i,4.7505e-05+0.00077561i,0.0020979+0.001285i,0.0022168+0.00060141i,0.0014662-0.000669i,0.00078328-0.00034703i,2.5009e-05+1.6845e-05i,2.0612e-05-0.00047607i,0.0009134-0.0007186i,0.001488-9.5838e-05i,0.0012578+8.344e-05i,0.0010015-0.00039972i,0.00021745-0.00072599i,-1.3906e-05+0.00031113i,0.00059038+0.00050519i,0.0001147-5.4481e-05i,-0.00048924-0.00024802i,-0.00017197-0.00053229i,0.00017003-0.00039921i,0.00027559-0.00015628i,0.00037848-0.00029105i,0.00061535-0.00041625i,0.000568-0.00011632i
0.00027648-0.00028633i,7.916e-05-0.00047485i,0.00096752-0.0010554i,0.0015882-0.00069633i,0.00064487-0.00025523i,-0.00031352-0.00059261i,-0.00039707-0.00052119i,0.00032358-0.00020581i,0.00063338+0.00028267i,0.00069296+0.00022316i,0.00090197-0.00011731i,0.00022699-1.9797e-05i,-0.00034746+0.00085432i,-0.00023143+0.0011106i,-1.5919e-05+4.6851e-05i,0.00010942-0.0003742i,-4.3462e-05-0.0003944i,-0.00050063-1.822e-05i,-0.00075144+0.0010618i,-0.00058077+0.00095909i,-0.00035632+0.00032598i,-0.00010277+0.00036339i,0.00018097-0.00056054i
-0.0011542+0.0008717i,-0.0004727+0.001378i,3.3906e-05+0.0012835i,0.00058969+0.001023i,0.000563+0.0002482i,5.3187e-05+0.00019974i,0.00029655+0.00021225i,0.00044572-0.00023213i,-8.1079e-06-0.0007336i,-0.00013471+3.9413e-05i,-0.00013376+0.0006116i,8.2668e-05-0.00032642i,-9.5768e-05-0.00025222i,-0.00021813+0.00032386i,9.4947e-05+0.00037131i,0.0001485+8.023e-05i,0.00037541+0.00086044i,0.00040011+0.0012365i,0.00052667+1.7156e-05i,0.00039091-0.00044892i,0.0004828+0.00012466i,0.00063381+0.00040572i,-0.00018067+0.0001418i
0.00033917-0.0014021i,-0.0001628-0.00057297i,-0.0004566-0.0011416i,-0.00031054-0.0014376i,-0.00026189-0.0015219i,-0.00080256-0.00079392i,-0.0001108-0.0004864i,0.0016742-0.0012925i,0.0020204-0.0014062i,0.0015867-0.00038096i,0.0011997+0.00019842i,0.00026201+0.00033834i,-0.00074128+0.00010166i,-0.00074813-0.00014954i,0.0001766+0.00032705i,0.00080955+0.00042194i,0.00034581+0.00017758i,-0.00023506+0.00022311i,0.00021067+0.00082895i,0.0004563+0.00057648i,6.2552e-06-0.00055327i,-0.00011396-0.0011193i,0.00022295-6.4064e-05i
0.0015693+0.0024117i,0.0014787+0.0027561i,0.0012608+0.001031i,0.00023517+0.00023062i,-4.9741e-05+0.00063946i,-0.00025094+0.00086903i,-0.00047463+0.00078751i,-0.00020299+0.00057237i,0.00010056-7.6345e-05i,0.00013215-0.00049398i,-0.00032051-0.00055877i,-0.00057682-0.00026585i,-0.00057682-0.00048269i,0.00034224-0.00070447i,0.00078101-0.00026644i,0.00041326+0.00062848i,0.00012043+0.00061345i,0.00022817+0.00045235i,0.00059253+0.00078981i,0.00014307+0.00020419i,5.9027e-05-0.00028336i,0.00033318-0.00048919i,0.00062661-0.00054439i
-0.0019374-0.0021525i,-0.0013951-0.0017432i,-0.00052999-0.00081847i,0.00029254+0.00061422i,0.00047797+0.00049575i,0.00088038+0.00021613i,0.00079968+0.0003978i,5.1134e-05+0.00030156i,-5.7271e-05+0.00033144i,0.00028898+0.00023322i,-6.0858e-06+0.00014137i,-8.8747e-05+0.00023469i,0.00020129+0.00021214i,0.00015471-0.00012966i,-0.00041427-0.00078101i,-0.00047318-0.00070694i,0.00028864-0.00025842i,0.0012967+0.00024587i,0.0005262+0.00043811i,-0.0005979+0.00051457i,5.3513e-05+0.0004459i,0.00023132+0.00048625i,5.901e-05+0.0010245i
0.00064935+0.0011284i,0.0016424+0.0005938i,0.001651+0.0010757i,0.0011239+0.0013365i,0.000931+0.0016349i,0.00065228+0.00094761i,-0.00041723+0.00024832i,-0.0001097-0.0001333i,0.0010078+2.1501e-08i,0.0012336+5.0907e-05i,0.001107+0.00049128i,8.9645e-05+0.0013283i,-0.001116+0.00083343i,-0.0013214-7.1196e-05i,-0.00083241-0.00081355i,-0.00012016-0.00052529i,-0.00012018+2.0727e-05i,-0.00056469-0.00040394i,-3.7843e-05-0.00028711i,-0.00012478+0.00058606i,-0.00066332+0.00047524i,-0.00044296-4.577e-05i,0.00012154-0.0002098i
-0.00063538+0.00042781i,-0.00064725+0.0011802i,0.00012646+0.0015607i,-3.7786e-05+0.0012273i,-8.3642e-05+0.00064631i,-6.8784e-05-5.3945e-05i,-0.00052911+0.00038456i,-0.00013042+0.00054167i,0.00079816+0.00058189i,0.0010867+0.00079465i,0.00047895+0.00041314i,0.00013741+8.0777e-05i,0.00012962+0.00023581i,-9.1797e-05-6.6711e-05i,6.6219e-05-0.00037222i,3.5208e-05-0.00048955i,0.00016461-0.00039924i,-0.00013408-0.0004501i,-0.0003034-0.00075836i,-0.00021579-0.00051861i,-4.3328e-05-0.00054097i,0.000457-0.00074252i,0.00020122+0.00032219i
0.001077-0.00066842i,0.0024283+0.00037741i,0.0024242+0.00099024i,0.0019543-0.00013075i,0.0018328-0.00070886i,0.0016981-0.00011716i,0.001493+0.00040925i,0.0010635+8.8107e-05i,0.0016205-0.00042456i,0.0018773-0.00046914i,0.00072641+0.00013551i,8.2387e-05+0.00051792i,0.00011537+0.00027421i,-0.00041635+0.00027376i,-0.00026237+6.7621e-05i,0.00010221-0.00068616i,0.00023699-0.00044496i,0.00022233+3.3352e-05i,8.6811e-05+4.0619e-05i,0.00092467+0.00033552i,0.00077558+8.634e-05i,0.00019666+0.00033514i,-0.00021194+0.0006688i
0.00039437+0.00056472i,0.00049789+0.0011002i,2.637e-05+0.0009719i,-0.00044004-0.00038414i,-0.0010078-0.00083286i,-0.0014083-0.00050619i,-0.00093376-0.00058038i,-7.6097e-05-0.00064605i,0.00011484-0.00096739i,8.367e-05-0.001039i,0.00032893-0.00026037i,9.906e-05+0.0004102i,-0.0003389+0.0004042i,0.00015664+8.503e-05i,0.0013493-0.0006264i,0.001706-0.0012393i,0.0011183-0.0010563i,0.0006599-0.00043942i,-5.55e-05-0.00032014i,-0.00057937-0.00014984i,-0.00050329+0.00017707i,-0.00048496-0.00023245i,-3.2173e-05+1.9096e-06i
0.0008658+0.00019995i,0.0010695+0.00021607i,0.0010893+5.2531e-05i,-0.00037597-0.00078158i,-0.00080333-0.0011139i,-0.0011285-0.00053506i,-0.000927+0.00029541i,5.7591e-05+0.00068615i,0.00019132+0.0004868i,0.00023553-0.00015018i,0.00048441-0.00062886i,-9.9802e-05-0.0002566i,-0.00052714+5.6509e-05i,-5.8512e-05+0.00034912i,0.00012348+7.459e-05i,0.00010251+3.4537e-05i,0.0005012-0.00038021i,0.0008373-0.00063282i,-0.00021821+0.00014574i,-0.00088501-0.00036834i,0.00012567-0.00081959i,0.0009084+0.0001046i,0.00059667+2.7228e-05i
0.001145+0.0016919i,0.0017663+0.00279i,0.0024297+0.0018076i,0.001996+0.00056925i,0.00057952+0.00054116i,-0.00098378+0.00037579i,-0.00081112-0.0002908i,0.00013764+0.00014166i,0.00040982+0.00022103i,0.00021085+0.00014055i,0.00089054+0.00013429i,0.0013448-6.89e-05i,7.6655e-05-0.00022094i,-0.00050175-0.0006346i,0.00017214-0.0003486i,-2.6738e-05+0.00017198i,-0.001173+6.5362e-05i,-0.0011534+0.00019911i,-0.00052944-0.00010029i,-0.00032136-0.00051561i,-0.00040843+0.00016249i,-0.0004136+0.00039925i,-0.00038498+0.0005755i
-0.0018688-0.00084372i,-0.0023108-0.0012283i,-0.0016614+0.00050514i,-0.00098155+0.0014195i,-0.00022718+0.00045716i,6.1413e-05-0.00050743i,0.000179-0.00043848i,0.00033386-6.6776e-05i,0.0006869-7.7217e-05i,0.00072888-0.00071195i,0.00079738-0.0011022i,0.00093274-0.00036853i,0.00039673+0.00010109i,0.00059843-0.00023432i,0.00050326-0.00071508i,0.00034912-0.00048434i,0.00089825+0.00020404i,0.0012379-0.00031955i,0.0012868-0.0012141i,0.00079888-0.00099707i,-0.000273+0.00011783i,-0.001222+0.00063991i,-0.0013868+0.00088713i
0.0015218-0.0013146i,0.0014826-0.00052811i,0.0014158-0.00085926i,0.0018422-0.0011986i,0.0016909-0.0013101i,-2.1516e-07-0.00076966i,-0.00090534-0.0003171i,-0.00050953-0.00036092i,-0.00015129-0.00023683i,0.00031807-3.2933e-05i,0.00054956-0.00014975i,0.0005992-4.41e-05i,0.0010804+8.0074e-05i,0.00057425-0.00031136i,2.1577e-05-6.8267e-05i,-0.00020543+0.00011152i,-0.00028356-0.00032136i,7.2522e-05+1.3253e-05i,0.00051166+0.0010349i,0.00082454+0.001104i,0.00095119+0.00051239i,0.00054757+3.164e-05i,0.00040358-0.00010359i
-0.0023217-8.921e-05i,-0.0020971+0.00038844i,-0.0016276+0.0013622i,-0.00056809+0.0012621i,0.00053542+0.00083497i,0.0013219+6.5975e-05i,0.0011244-0.00088239i,0.00021233-0.001413i,-5.1042e-05-0.00082214i,-4.1143e-05+0.00049752i,-0.00037603+0.0001416i,-0.00025751-0.00099679i,-4.0837e-05-0.00067303i,0.00030433-6.0096e-05i,0.0004382-0.00031818i,-0.00039959-0.00062028i,-0.00028135-0.00096299i,0.00060804-0.00061562i,0.00027519+5.0356e-05i,-0.00085327-3.4592e-05i,-0.00082118-0.00054371i,-0.00066752-0.00055672i,-0.0010156-0.00056121i
0.00139-0.0013579i,0.0025311-0.0013071i,0.0026399-0.00051541i,0.0017404+0.00015661i,-0.00017659-5.0498e-05i,-0.0011679+6.0588e-05i,-0.00054009-0.00029287i,0.00042382-0.00061571i,0.00059409-0.00081772i,9.823e-05-0.00092394i,0.00024379+9.8091e-05i,0.00099628+0.00053881i,0.0011515+0.00016886i,0.00075308-2.1767e-05i,0.00066517-0.00067237i,0.00052773-0.0003259i,0.00047143+0.00039864i,0.0009137+0.00023551i,0.00086866-0.00025538i,0.0003284-0.00052153i,0.00068517+0.00022298i,0.00041606+0.00024676i,-0.00015577-0.00027005i
-0.00178-0.0013685i,-0.001212-0.00086676i,-0.0008306+0.00035478i,-0.00063386+0.00097675i,-0.00047453+0.00080865i,-0.00048231-0.00018018i,0.00011086-0.00066106i,0.00086995+0.0003803i,0.00045488+0.000416i,-6.225e-05-0.00015402i,0.00067996+8.5111e-05i,0.0011335+0.00044214i,0.00033985+0.00016382i,-0.00068357-0.00015678i,-0.0011244-0.00036967i,-0.00086824-0.00018258i,-0.00050007+0.00044198i,-0.00071271+0.0005364i,-0.0010853+0.0003106i,-0.0001475+0.00014001i,0.00053687-0.00041992i,0.00020628-0.00048991i,0.00026603-0.00049945i
0.0014662+0.00023564i,0.0014869+0.00080009i,0.00097523+0.00069978i,0.00091252-0.00020294i,0.00030923-0.0010079i,0.00013005-0.0013183i,-0.00021767-0.0011641i,-0.00038573-0.0008093i,0.00049297-0.00075195i,0.0012927-0.00049185i,0.00084371-8.6698e-05i,7.0967e-05-0.00022659i,-0.00049342+0.00028944i,-0.00018599+0.00091898i,0.00071678+0.0006817i,0.00060681+8.9018e-05i,0.00027552+0.00037666i,0.00011476+0.00058138i,-2.6096e-05+0.0001437i,0.00053659-7.2985e-07i,0.00047434-4.3164e-05i,-4.7859e-06+0.00049496i,0.00089361+0.00043846i
-0.00050501+0.0011219i,-0.00020752+0.001916i,0.00043489+0.00067617i,-0.00021426-0.00043369i,-0.0012548-0.00063276i,-0.0012212+0.00010696i,-0.00061433-6.5071e-05i,-0.00052543-0.00088536i,-7.3181e-05-0.001215i,0.00073935-0.0008699i,0.00061216-0.00028543i,0.00038908+0.00026744i,0.00050238-6.6822e-05i,0.00055811-0.00034881i,0.00096261-0.00013234i,0.0011474+0.00025441i,0.0014787+0.00032387i,0.0015108-7.6997e-05i,0.00033525+0.00023853i,-0.00024226+0.00024776i,0.00042809-1.9282e-05i,0.00048248-7.2127e-05i,-0.00024577-0.00057546i
0.0011953-0.0033629i,0.00016352-0.0021829i,-0.00021268-0.00064043i,-0.00033944+7.18e-05i,-0.0010177+0.00035029i,-0.0012271+0.00017734i,-0.00077794+0.00012461i,0.00036958+0.00023823i,0.00088497+0.00023553i,0.0006919-0.0001203i,0.00027263+2.1024e-05i,-0.00046324+0.0011317i,-0.00032997+0.0015897i,-2.4775e-05+0.00050571i,-0.0004469-0.00037639i,0.00041319-0.00065208i,0.0012253-0.0010708i,0.00049745-0.00095144i,-0.00010961+0.00010486i,-0.00034634+0.00036842i,-0.00058926+0.00025855i,4.4241e-05+0.00029209i,0.00023922-0.00025999i
0.0013809+0.0011136i,0.0013418+0.0018051i,0.00084413+0.0010011i,3.3624e-05+2.2415e-05i,-0.00037892-0.00085516i,-0.00090014-0.00052395i,-0.00096195+0.0003444i,0.00049982+0.00031476i,0.001135-0.00034391i,0.00081386-9.4675e-05i,0.00057628+0.00025823i,0.00037111-0.000217i,-0.00034198-0.00013899i,-0.00062076-5.884e-05i,-0.00094804-0.00050358i,-0.0011646-0.00053308i,-0.0010548+0.00051785i,-0.00085147+0.0013921i,0.00034073+0.00041782i,0.00014371-0.00065667i,-0.00051463-0.00026614i,-0.00067828+0.00029665i,-0.00078219+0.0006291i
-0.0024502-0.00011132i,-0.0020656+0.00069375i,0.00016958+0.0012803i,0.0012013+0.00033031i,0.00047233-0.00050133i,-0.00058896-0.00054698i,-0.00083028-4.0977e-05i,-5.6303e-05+0.0005866i,0.00026035+0.00029418i,-0.00043901-3.0927e-05i,-0.00033957+0.00010944i,-9.7533e-05-0.00028823i,-0.00046784-0.00086989i,-0.00046997-0.00079242i,-0.00026716-0.00085712i,-0.00049165-0.0010584i,-0.00046385-0.00093718i,0.00070057-0.0006497i,0.00045499-1.9831e-05i,-0.00044942+0.00042864i,-4.4804e-05+0.00029073i,0.00010465+0.0001665i,-0.00032849+0.00083158i
