-0.003089-0.0012343i,-0.0025015-0.00088583i,-0.0026941+0.00012599i,-0.002887+0.00012528i,-0.0032319+0.00042067i,-0.0021612+0.00079448i,-0.0011351+0.00040328i,-0.00065125+0.00043951i,-0.00045929+0.00056279i,-0.00036863+0.0002875i,-0.00022078+0.00043589i,0.00023556-0.00036753i,0.00059349-0.00087775i,0.00076832+0.00048058i,0.0002612+0.0014037i,-0.0001762+0.0014259i,-0.00024667+0.00096055i,-0.00064542+8.5848e-05i,-0.00087883-0.00021072i,-0.0008092+5.2698e-05i,-0.00096558+0.00020283i,-0.00061495+0.00018501i,-0.00036595+0.00071232i
-0.0063179-0.0050162i,-0.021591-0.022648i,-0.080574-0.054942i,-0.18293-0.088597i,-0.26474-0.10029i,-0.25235-0.060369i,-0.14328+8.5995e-05i,-0.03601+0.027349i,-0.0042254+0.031038i,-0.0040389+0.03581i,0.0081098+0.028808i,0.016531+0.0076576i,0.013824-0.0061467i,0.010835-0.0069013i,0.0097625-0.00023295i,0.0095344+0.0063041i,0.009314+0.0070305i,0.0064409+0.0022789i,-0.001253-0.0046238i,-0.012097-0.0082146i,-0.018141-0.006011i,-0.018763-0.002675i,-0.019788-0.0013396i
0.0039178+0.0014421i,0.036544+0.0025878i,0.097941+0.025351i,0.17214+0.081454i,0.22123+0.13939i,0.20849+0.12708i,0.11948+0.053017i,0.025795+0.0087427i,0.0057076+0.0028181i,0.014527-0.0081149i,0.0029707-0.014722i,-0.0090616-0.0050891i,-0.012577+0.0047236i,-0.013711+0.0069598i,-0.011115+0.0042462i,-0.0064703+0.00054854i,-0.0030962-0.00032484i,-0.00097399+0.0025412i,0.0036223+0.0066743i,0.010286+0.0098519i,0.014309+0.0086732i,0.014928+0.0042746i,0.013366+0.0006883i
-0.0026862+0.007963i,-0.017494+0.024643i,-0.048693+0.019851i,-0.10144-0.049331i,-0.1549-0.14236i,-0.16648-0.15569i,-0.11654-0.085638i,-0.05534-0.022264i,-0.039347-0.00069969i,-0.036963+0.012013i,-0.01612+0.018905i,0.0021835+0.0077292i,0.0091599-0.0071344i,0.011472-0.013411i,0.007351-0.01169i,0.00054558-0.0068423i,-0.0023026-0.0030767i,-0.0010496-0.0022818i,0.00049442-0.0071629i,-0.0052658-0.013552i,-0.01444-0.012126i,-0.015829-0.0047118i,-0.010815+1.1044e-05i
-0.0065557-0.0035319i,-0.013295+0.0015707i,-0.0015677+0.034609i,0.050042+0.1125i,0.11053+0.19249i,0.12866+0.18381i,0.097417+0.089462i,0.053089+0.0064074i,0.032546-0.016004i,0.028767-0.017232i,0.016094-0.018977i,0.00062963-0.01041i,-0.0061312+0.0017916i,-0.0070348+0.0058039i,-0.0030023-3.8003e-05i,0.00044246-0.0067943i,-0.0010339-0.0060331i,-0.0026157+0.00046601i,0.0024711+0.01056i,0.014162+0.017502i,0.022325+0.014066i,0.02182+0.0056732i,0.017069+0.0012532i
0.00017964-0.0078502i,-0.010486-0.032418i,-0.042044-0.081982i,-0.079664-0.15004i,-0.093818-0.20643i,-0.083246-0.18519i,-0.058026-0.085385i,-0.027845-0.0055202i,-0.013295+0.01063i,-0.015264+0.012357i,-0.0076002+0.019247i,0.0065472+0.012575i,0.012795+0.0015606i,0.013505+0.00043428i,0.011318+0.0032497i,0.0080175+0.0036178i,0.0030598+0.0024344i,-0.0018426-0.0004099i,-0.0079534-0.0058331i,-0.017706-0.0092876i,-0.025684-0.0066663i,-0.027023-0.0019434i,-0.024295+2.5755e-05i
0.010232-9.0181e-05i,0.033746+0.0046257i,0.059915+0.028949i,0.056751+0.096549i,0.024908+0.1768i,0.011181+0.17868i,0.015359+0.094319i,0.0089563+0.028823i,0.0060656+0.019732i,0.012297+0.015295i,0.0085749-0.00089433i,-0.0021026-0.0063496i,-0.0091434-0.0031991i,-0.011752-0.0011268i,-0.0087178+0.0018061i,-0.0027893+0.0038407i,0.0014537+0.0031129i,0.0027198+0.0036728i,0.0044908+0.0075058i,0.010761+0.011324i,0.018458+0.010448i,0.021325+0.0073131i,0.019305+0.0061317i
-0.0045515+0.0095997i,-0.0092669+0.02543i,-0.004707+0.016548i,0.011254-0.056493i,0.031652-0.15114i,0.024345-0.16661i,-0.013726-0.09857i,-0.035503-0.037881i,-0.03583-0.020436i,-0.032058-0.013647i,-0.020891-0.0018317i,-0.0054204+0.0031561i,0.0062142-0.00046975i,0.011524-0.0042204i,0.0073089-0.0046836i,-0.00019074-0.0027236i,-0.0031937-0.0022152i,-0.0026772-0.0057772i,-0.0050443-0.014022i,-0.01435-0.021292i,-0.024288-0.020888i,-0.025503-0.016559i,-0.019869-0.014924i
-0.011601-0.0018004i,-0.026416+0.0065889i,-0.0414+0.040824i,-0.04882+0.10384i,-0.055293+0.15439i,-0.040975+0.13521i,0.0061867+0.063921i,0.032954+0.008902i,0.02678-0.0029675i,0.022324-0.0034177i,0.017601-0.011637i,0.0050638-0.013071i,-0.0051952-0.0058353i,-0.0070067-0.0035798i,-0.0031227-0.0068481i,0.00013703-0.0080001i,0.00083189-0.0048655i,0.0014827+0.0018045i,0.0074959+0.011006i,0.02057+0.016621i,0.030634+0.014229i,0.027418+0.010141i,0.017307+0.0092607i
0.0039959-0.0065865i,-0.00022951-0.034427i,-0.0034868-0.071156i,0.023935-0.10245i,0.078822-0.11619i,0.088206-0.094523i,0.032631-0.046951i,-0.0043725-0.010361i,0.001079-0.0024937i,0.0037079-0.0018327i,0.0012839+0.0066666i,0.0054683+0.0091405i,0.0096241+0.0040237i,0.011134+0.0016026i,0.010594-0.00063845i,0.0071653-0.0041948i,0.0020731-0.0058934i,-0.0020938-0.0066496i,-0.0073923-0.0090216i,-0.015473-0.012226i,-0.022962-0.011044i,-0.023018-0.007429i,-0.018245-0.0060644i
0.015121+0.0035489i,0.033008+0.00078535i,0.035991+0.0080759i,-0.014055+0.039092i,-0.089792+0.074943i,-0.095607+0.07709i,-0.033102+0.051016i,0.0037331+0.033828i,-0.0003+0.033765i,-0.00052882+0.031373i,0.0067965+0.016556i,0.0063237+0.0027835i,-0.00065537-0.0030196i,-0.0065197-0.0029745i,-0.0050107+0.0015986i,-0.00058559+0.0048455i,0.00037088+0.0047381i,9.7015e-05+0.0061553i,0.0034501+0.011357i,0.012396+0.018001i,0.021667+0.019249i,0.023229+0.015044i,0.019899+0.012102i
-0.0049431+0.012054i,-0.00032843+0.031308i,0.021514+0.037905i,0.060723+0.010708i,0.09434-0.016262i,0.076743-0.0164i,0.015674-0.018395i,-0.023205-0.025812i,-0.025743-0.021931i,-0.021449-0.011218i,-0.017867+0.00030171i,-0.008879+0.0072967i,0.0016793+0.0080973i,0.0067626+0.0065371i,0.0040055+0.0038596i,-0.00015263+0.0014334i,-0.00048838-0.00066966i,6.691e-05-0.0048289i,-0.0045503-0.011811i,-0.015803-0.017983i,-0.027345-0.01863i,-0.028928-0.015748i,-0.022169-0.014032i
-0.019164+0.0016705i,-0.039745+0.013938i,-0.068378+0.034035i,-0.096998+0.039944i,-0.11611+0.01599i,-0.09409-0.0067357i,-0.029498+0.002883i,0.010102+0.011694i,0.0060641+0.003284i,-0.0005277-0.0028557i,0.0022579-0.007058i,0.00075006-0.010211i,-0.0045161-0.0072397i,-0.0060909-0.0043323i,-0.0043127-0.0026988i,-0.002435-0.00091323i,-0.00049915+0.00087621i,0.0023339+0.0046624i,0.0079406+0.011127i,0.017488+0.015561i,0.024624+0.014215i,0.022021+0.012862i,0.013577+0.014902i
-0.0033673-0.017945i,-0.0080667-0.041284i,-0.005204-0.054217i,0.031494-0.034468i,0.07964-0.00063455i,0.069517+0.0096691i,0.012653-0.0070902i,-0.0091054-0.016061i,0.0062701-0.010712i,0.011265-0.0078711i,0.0032294-0.0045129i,-0.00024049-0.0019721i,0.0015324-0.0025395i,0.0042398-0.0042137i,0.0054771-0.0071109i,0.0042112-0.0077748i,0.00067377-0.0052011i,-0.0020792-0.0050597i,-0.0046431-0.009793i,-0.011463-0.015711i,-0.017755-0.017541i,-0.016786-0.016587i,-0.011655-0.015647i
0.018718-0.0020565i,0.034427-0.013505i,0.032723-0.029122i,-0.0068319-0.04266i,-0.047852-0.05215i,-0.034492-0.048113i,-0.0018949-0.016516i,-0.0013976+0.015996i,-0.0081028+0.023944i,-0.0014582+0.018609i,0.0075634+0.0095351i,0.010228-0.00044767i,0.0069209-0.0081355i,0.0035643-0.0096995i,0.0032678-0.0055036i,0.00215-0.0024336i,-0.0014617-0.0017901i,-0.0036835+0.0017022i,-0.00088541+0.0099316i,0.0078703+0.017591i,0.016545+0.01918i,0.016974+0.016351i,0.011658+0.012475i
0.0032564+0.017246i,0.013223+0.035597i,0.033498+0.053526i,0.055208+0.065925i,0.063035+0.081194i,0.040666+0.066318i,0.009391+0.0049442i,-0.0044489-0.032729i,-0.0077621-0.019755i,-0.0067625-0.0015805i,-0.0055899+0.0036643i,-0.0016094+0.007503i,0.0066046+0.011231i,0.010866+0.0099572i,0.0084618+0.0049841i,0.0042005+0.00099774i,0.0016537-0.0013516i,-0.00034647-0.0049405i,-0.0041136-0.010579i,-0.012544-0.015726i,-0.019909-0.01681i,-0.018071-0.014338i,-0.010884-0.012477i
-0.018145+0.007401i,-0.039934+0.021954i,-0.057644+0.027889i,-0.058887+0.0029123i,-0.043781-0.039312i,-0.0094952-0.034951i,0.021628+0.01093i,0.020749+0.021446i,0.0035947+0.0041411i,-0.0023859-0.00026184i,0.0013502+0.00082723i,-0.00027058-0.00019991i,-0.0062655+0.002683i,-0.0081195+0.0067342i,-0.0057735+0.0071248i,-0.0027957+0.0039904i,0.00033235+0.0012647i,0.0031456+0.0031567i,0.0061963+0.0084541i,0.01096+0.013328i,0.015143+0.015403i,0.013081+0.015668i,0.0071804+0.015034i
-0.0085042-0.01727i,-0.017757-0.032868i,-0.025759-0.03127i,-0.020458+0.0076881i,-0.01858+0.056078i,-0.029502+0.057362i,-0.022723+0.020776i,0.0032511+0.00056008i,0.015093-0.00079301i,0.0088406+3.3882e-05i,0.0022807-0.00019607i,-0.0015314-0.0017406i,-0.0059993-0.00086103i,-0.007416+0.00088352i,-0.0032793+0.00048038i,0.00052327-6.9629e-06i,0.0019765+0.0006596i,0.0033834+0.00014945i,0.0027035-0.0042927i,-0.0025002-0.010611i,-0.0083657-0.015672i,-0.00949-0.016826i,-0.005708-0.015255i
0.016439-0.0095347i,0.030746-0.026775i,0.029956-0.04846i,0.015558-0.064702i,0.013794-0.070906i,0.017416-0.049824i,-0.0049215-0.002009i,-0.026346+0.027926i,-0.020082+0.022437i,-0.0072146+0.010799i,0.0014668+0.0062373i,0.008249-0.0012449i,0.0073264-0.012535i,0.0025153-0.016398i,0.00081305-0.010434i,8.7847e-06-0.0036523i,-0.0019547-0.00088491i,-0.0044637+0.0016308i,-0.0028493+0.0073645i,0.0039022+0.013506i,0.0095306+0.015092i,0.0087375+0.012522i,0.0034318+0.0099412i
0.0095858+0.014236i,0.023497+0.029675i,0.036116+0.048035i,0.027742+0.058868i,-0.0032271+0.051871i,-0.030608+0.016588i,-0.028812-0.029634i,-0.015152-0.036759i,-0.011214-0.013619i,-0.0094025-0.0015575i,-0.0065235+0.0010708i,-0.00010138+0.004925i,0.0093025+0.0049442i,0.013276+0.00033886i,0.0089001-0.0040782i,0.0032285-0.0053176i,-0.00066954-0.0043148i,-0.0023778-0.0030282i,-0.0037845-0.0044702i,-0.0081489-0.0096615i,-0.010471-0.013204i,-0.0075337-0.012419i,-0.0019276-0.0099116i
-0.017075+0.0090827i,-0.030899+0.026775i,-0.030869+0.028877i,-0.0075354+0.0013984i,0.025205-0.025499i,0.047376-0.013365i,0.035836+0.0074655i,0.0058683-0.00051697i,-0.0067893-0.0084964i,-0.0041784-0.0037953i,-0.0026488+0.00044902i,-0.0048607+0.0037261i,-0.0037222+0.0071198i,0.0012322+0.0066884i,0.0031208+0.0029917i,0.001158-0.00064905i,-0.0012957-0.0026651i,-0.002112-0.0021379i,-0.0014694+0.00099147i,0.00073905+0.0066025i,0.0033446+0.011557i,0.0044589+0.011722i,0.0030653+0.0091519i
-0.015975-0.0090884i,-0.031612-0.017439i,-0.049213-0.011433i,-0.05924+0.014712i,-0.058819+0.037256i,-0.040082+0.020042i,0.0019868-0.0061371i,0.028625-0.0061218i,0.022666-0.0008245i,0.0099797-0.00093198i,0.0026719-0.0038368i,-0.0044135-0.0054881i,-0.0098463-0.00025745i,-0.0092208+0.0051239i,-0.0040712+0.0037084i,0.00040592+0.00032864i,0.0032943+6.9793e-05i,0.0056364+0.00085431i,0.0061632-0.00094954i,0.0031074-0.0054566i,-0.0014817-0.0091503i,-0.0034912-0.0090326i,-0.0025539-0.0071346i
0.011139-0.012911i,0.019688-0.036208i,0.024168-0.050986i,0.032094-0.042514i,0.050308-0.020584i,0.040325+0.010203i,-0.0010535+0.029573i,-0.018453+0.023127i,-0.0090067+0.011436i,0.00086476+0.0077291i,0.0073924+0.0040682i,0.011104-0.0051126i,0.0068244-0.011784i,0.00043261-0.0083483i,-0.00041914-0.00063614i,0.00053767+0.0028079i,-0.0010387+0.0018945i,-0.0036799+0.00048254i,-0.0026672+0.001828i,0.0017847+0.0063072i,0.0042645+0.010311i,0.0032326+0.010502i,0.00031953+0.0087395i
0.011566+0.0063845i,0.027455+0.01777i,0.03441+0.028002i,0.012631+0.025076i,-0.027834+0.0046388i,-0.03565-0.01838i,-0.011382-0.025253i,-7.0906e-05-0.01207i,-0.0033512+0.0010879i,-0.0036641+0.0040718i,0.0017125+0.0061714i,0.0090663+0.0053327i,0.011128+0.00045535i,0.0078393-0.0033676i,0.0048081-0.0043738i,0.0036174-0.0022333i,0.002545+0.00033958i,0.0014736+0.0021055i,0.00039979+0.0020521i,-0.00059306-0.0036455i,-0.0024057-0.0099298i,-0.0038762-0.0098532i,-0.0013354-0.0061452i
-0.0079343+0.015658i,-0.012546+0.036602i,-0.0057545+0.040843i,0.013762+0.024875i,0.029211+0.022584i,0.025888+0.029953i,0.0050148+0.016347i,-0.010325-0.0041994i,-0.0096195-0.006803i,-0.005673+0.00062903i,-0.0044973+0.0071191i,-0.0017636+0.011311i,0.0024404+0.009654i,0.005399+0.0050243i,0.0042598+0.0020923i,0.00059259-4.3897e-05i,-0.0020231-0.0026844i,-0.0022222-0.0054758i,-0.0019759-0.0051518i,-0.0016312+0.00081981i,0.001027+0.0068597i,0.0028895+0.0072026i,0.0014362+0.0036836i
-0.014392+6.7896e-06i,-0.033083-0.0027055i,-0.05509-0.0035031i,-0.064462+0.00033585i,-0.050538-0.0043395i,-0.023845-0.016771i,0.0059801-0.0083294i,0.017292+0.0092236i,0.0085531+0.010478i,-0.0013001+0.0037818i,-0.0088241-0.0015496i,-0.012939-0.0031737i,-0.011256-0.00043646i,-0.0069677-8.7643e-05i,-0.0015035-0.0025431i,0.0022874-0.0036969i,0.0029739-0.0013672i,0.0024881+0.0028533i,0.0019121+0.004532i,0.0014207+0.00083838i,0.00045695-0.0049525i,-0.0014914-0.0072811i,-0.0022501-0.0053959i
0.0066489-0.017799i,0.0072383-0.044223i,0.0087169-0.050755i,0.019851-0.026879i,0.025594+0.0024134i,0.0024756+0.022302i,-0.02435+0.021062i,-0.02382+0.0076043i,-0.011871+0.001274i,-0.0050953-0.0013561i,-0.00065784-0.0056159i,0.0015145-0.0094824i,-4.7884e-05-0.0095086i,-0.0023634-0.0045992i,-0.0035762-4.3107e-06i,-0.0039913+0.0011261i,-0.0039127+0.00022607i,-0.0036295-0.0015536i,-0.0025396-0.0017732i,-0.0021936+0.0019443i,-0.0025518+0.0082615i,-0.00011857+0.010733i,0.0012709+0.007472i
0.016901+0.00034022i,0.033407-0.00037653i,0.042317-0.00062305i,0.025214-0.010463i,-0.0058065-0.029353i,-0.0058879-0.039396i,0.0029612-0.028545i,-0.0054867-0.010514i,-0.0080022-0.0034046i,-0.0010152-0.0035058i,0.0053793-0.0038443i,0.0077355-0.005173i,0.0062698-0.006147i,0.0041468-0.0060211i,0.0032491-0.0055792i,0.0025767-0.0037383i,0.0012187-0.00078836i,-0.00041516+0.0029822i,-0.0011719+0.0043239i,-0.0011354-0.0010425i,-0.0015093-0.0088093i,-0.002864-0.011262i,-0.0039066-0.0076803i
0.0040846+0.020361i,0.0084076+0.043439i,0.016579+0.048664i,0.02112+0.036294i,0.02056+0.033354i,0.012198+0.018966i,0.0029123-0.013633i,0.0012393-0.028269i,0.0033548-0.017211i,0.0072813-0.0025959i,0.010702+0.0054714i,0.011138+0.0077901i,0.0077422+0.0069966i,0.0044284+0.0045392i,0.0029638+0.0022752i,0.00089014+3.3529e-05i,-0.00058865-0.0028923i,0.0012573-0.0057525i,0.0031064-0.0063877i,0.0021891-0.0025975i,0.00052146+0.0023132i,0.0002534+0.0049881i,0.0005021+0.004482i
-0.019252+0.0038132i,-0.036454+0.0090705i,-0.052728+0.011015i,-0.048501+0.0080509i,-0.015403-0.0040728i,0.018396-0.0065302i,0.032668+0.0070717i,0.025478+0.012099i,0.011899+0.010019i,0.0041893+0.010429i,-0.0010851+0.0085953i,-0.0039408+0.0038105i,-0.0024277+0.00051009i,0.00081763+0.0001706i,0.0049821+0.00050223i,0.007536-0.0005825i,0.005263-0.00020246i,0.00117+0.0032078i,1.0114e-05+0.0060264i,0.0036597+0.0023903i,0.0069617-0.0050047i,0.0049337-0.0085694i,0.0010858-0.0066829i
-0.0061862-0.017839i,-0.013424-0.039495i,-0.015396-0.039038i,-0.0066248-0.0095888i,-0.0063075+0.020697i,-0.014325+0.035824i,-0.010802+0.031483i,-0.00041479+0.019487i,0.00026958+0.011598i,-0.0049639+0.0089004i,-0.0056683+0.0062284i,-0.0024502+0.001383i,-7.0222e-05-0.0023305i,-0.00076157-0.0020585i,-0.0027366-0.00027433i,-0.0030258+0.0011201i,-0.0015218+0.00043816i,0.00070578-0.00042176i,0.001196+0.0010125i,-0.0022832+0.0053082i,-0.0046168+0.011224i,-0.0018404+0.013096i,0.0010482+0.01018i
0.013206-0.0084246i,0.026061-0.015914i,0.032853-0.020721i,0.021043-0.022423i,-0.00037804-0.017293i,-0.0091768-0.0061403i,-0.018136+0.0081925i,-0.024451+0.015465i,-0.018785+0.0091567i,-0.012797+0.00020488i,-0.0078867-0.0032721i,-0.0027386-0.0031965i,0.00050232-0.0023603i,0.002693-0.0026126i,0.0025213-0.0023989i,0.00053934-0.00039038i,-0.0016446+0.00098089i,-0.0047867+0.001321i,-0.0066452+0.0027887i,-0.0041866+0.0015641i,-0.00024233-0.0046496i,0.00017158-0.0086408i,-0.00179-0.006819i
0.014374+0.015831i,0.025531+0.033091i,0.029768+0.037408i,0.01728+0.026147i,-0.00081204+0.012959i,-0.018814-0.0080889i,-0.025061-0.02545i,-0.018408-0.02247i,-0.0089054-0.011889i,8.0666e-05-0.0069491i,0.0042999-0.0034911i,0.0037366+0.0011482i,0.00081215+0.0039592i,-0.0010092+0.0014495i,-0.0019701-0.0031976i,-0.0032736-0.0050163i,-0.0016049-0.0042076i,0.0028252-0.0044389i,0.0044465-0.0071835i,-0.00069221-0.006247i,-0.0072201-0.00051424i,-0.0073506+0.0046467i,-0.0036506+0.0048369i
-0.011777+0.012383i,-0.025668+0.021617i,-0.03693+0.024093i,-0.028081+0.01291i,-0.0013065-0.0083831i,0.016992-0.017834i,0.01507-0.017753i,0.0035392-0.017237i,0.00040881-0.0097947i,0.003901-0.0021327i,0.0029681-0.0012899i,-0.00088816-0.0034455i,-0.001257-0.0036559i,0.0013145-0.00062016i,0.0040577+0.0016527i,0.0044195+0.00060126i,0.0008275+0.00014356i,-0.0024111+0.0018592i,-0.00050527+0.0030307i,0.0065899-0.00029375i,0.011296-0.0074723i,0.0084125-0.011329i,0.003429-0.009008i
-0.01196-0.01363i,-0.024698-0.028091i,-0.028503-0.026855i,-0.019052-0.007978i,-0.010245+0.0065158i,0.0037766+0.0070866i,0.020365-0.00070241i,0.021244-0.004074i,0.010855-0.00040215i,0.0045621+0.0054777i,0.004207+0.006451i,0.0049514+0.0017359i,0.0049715-0.0027845i,0.002878-0.0031336i,0.0013832-0.0013407i,0.0031433-0.0011501i,0.0048156-0.00048745i,0.0055044+0.0016286i,0.0045461+0.0019405i,0.00061177+0.0036214i,-0.0046631+0.007807i,-0.0063255+0.0099962i,-0.0037473+0.00916i
0.012831-0.012371i,0.020693-0.022885i,0.027335-0.030307i,0.023166-0.024859i,0.016477-0.003653i,0.012705+0.015412i,0.0060768+0.020664i,0.0021586+0.014376i,-0.00064418+0.0068244i,-0.0031426+0.0031284i,-0.0020569+0.00098149i,0.0015289+0.00028408i,0.0034869+0.0004209i,0.0026875+0.00091773i,0.00092727+0.0012734i,-7.106e-05+0.0012393i,-0.0022202-0.00025834i,-0.006011-0.00048125i,-0.0070126+0.00312i,-0.0016791+0.0055864i,0.0048034+0.0025808i,0.0058319-0.0023882i,0.0024263-0.0035478i
0.015042+0.006787i,0.029017+0.01681i,0.031714+0.02072i,0.015678+0.017495i,-0.0027284+0.012276i,-0.01399+0.008834i,-0.013183+0.011837i,-0.0080445+0.014527i,-0.0041144+0.011044i,-0.0016612+0.005354i,-0.0013092+0.0039825i,-0.0018815+0.0054255i,-0.0020843+0.0053534i,-0.00014981+0.0009317i,0.00036455-0.0038992i,-0.00027921-0.0046435i,0.00070489-0.0026959i,0.0021276-0.0024435i,0.001661-0.0051431i,-0.0040561-0.0065553i,-0.010865-0.0020655i,-0.011802+0.0040685i,-0.0075182+0.0052258i
-0.0067443+0.017434i,-0.013334+0.026173i,-0.018229+0.032431i,-0.011875+0.02349i,-0.0030743+0.0060333i,-0.0052078-0.0020298i,-0.012523-0.0045108i,-0.014857-0.0026391i,-0.010016+0.0016519i,-0.0039237+0.0021274i,-0.0017271-0.00089035i,-0.0037091-0.0044475i,-0.0053568-0.0052922i,-0.003671-0.0024359i,-0.00063525-0.00024549i,0.00012229-0.0022431i,-0.0015257-0.0043452i,-0.0030741-0.0029163i,-0.001758+0.0013828i,0.0036527+0.0026115i,0.0090453-0.0015221i,0.010032-0.0051799i,0.0075124-0.0054841i
-0.013771-0.0019652i,-0.027199-0.010816i,-0.03117-0.013071i,-0.022342-0.0069382i,-0.014092-0.0036316i,-0.0051728-0.008453i,-0.00078664-0.011515i,-0.005051-0.0082551i,-0.0079926-0.0035049i,-0.0047124+0.0011228i,-0.00054938+0.0023607i,0.0019411-0.0010989i,0.0038159-0.004266i,0.0041268-0.0036089i,0.0041812-0.0020977i,0.0045728-0.00077717i,0.0046917+0.0016302i,0.0054405+0.0035192i,0.0056583+0.0012889i,0.0022801-0.0021208i,-0.0047261-0.001358i,-0.0095693+0.0010886i,-0.0083248+0.0021416i
0.00022445-0.013881i,0.0018942-0.022934i,0.005233-0.026295i,0.0059368-0.016662i,0.0070594+0.00083732i,0.0085589+0.0065603i,0.0080328-0.0025381i,0.0072254-0.012026i,0.0032132-0.010987i,0.00047265-0.0053944i,0.0019875-0.002558i,0.0050562-0.0024011i,0.0059997-0.0014268i,0.0034446+0.00033047i,0.00071938+0.00088883i,-0.000542+0.00055703i,-0.0014729-0.00077969i,-0.003255-0.00032424i,-0.0033889+0.0033966i,0.00081078+0.0060161i,0.0062329+0.0045134i,0.0080519+0.0011034i,0.0055026-0.00045752i
0.0097574+0.00059986i,0.024232+0.0051494i,0.027247+0.0072045i,0.014965+0.0061786i,0.0042699+0.0029357i,0.0024798+0.0012796i,0.0049282+0.0031327i,0.0061772+0.0028889i,0.0064674+0.00027942i,0.0048323-0.00071263i,0.0021952+0.0017568i,0.0014884+0.0052452i,0.0020582+0.0064268i,0.0037438+0.0030672i,0.0045449-0.0003002i,0.0028754+6.7168e-05i,0.0015601+0.00095968i,0.0017831-0.00041358i,0.0010819-0.0038268i,-0.0020597-0.007235i,-0.0075685-0.007184i,-0.010744-0.0043141i,-0.0087444-0.0019845i
0.0008284+0.010554i,0.0011937+0.019926i,-0.003003+0.025307i,-0.0042477+0.020347i,-0.0025115+0.0098473i,-0.0025003+0.0046103i,-0.0019408+0.0034409i,0.00043448+0.0077825i,0.002388+0.010416i,0.0027237+0.0064111i,0.0024304+0.0015402i,-0.0001508-0.0018166i,-0.0034574-0.0028982i,-0.0035699-0.0016034i,-0.0019343-0.0022863i,-0.0014674-0.00515i,-0.0030432-0.0058669i,-0.0046849-0.0032492i,-0.003807+0.0013548i,0.00028993+0.0051426i,0.0067316+0.0046046i,0.010914+0.0021795i,0.0099782+0.001623i
-0.010576+0.0013755i,-0.024256-9.1702e-05i,-0.02962-0.0005359i,-0.019698+0.00030601i,-0.0077006+0.00064838i,-0.0016115+0.00070025i,-0.0044588+0.0028882i,-0.010111+0.0054469i,-0.010124+0.0083135i,-0.0057712+0.0095687i,-0.0032178+0.0066889i,-0.0029423+0.0021269i,-0.0020437-0.0013967i,1.1737e-05-0.0022564i,0.0017783-0.0012464i,0.0023754-0.001068i,0.002118-0.0012351i,0.0019779-0.00061772i,0.0019226-0.0014618i,0.0004164-0.003219i,-0.00373-0.0033743i,-0.0071496-0.0028564i,-0.0059711-0.0023243i
-0.0010921-0.0085953i,-0.0058313-0.019467i,-0.0049688-0.025576i,-0.0025482-0.019649i,-0.0011506-0.005314i,0.00077857+0.001856i,0.0017481-0.002244i,-0.0041264-0.0063422i,-0.0096923-0.0036111i,-0.0064686+0.0010098i,-0.0011112+0.0015873i,0.0026949-0.0012061i,0.0037329-0.0023199i,0.0023419-0.0022474i,0.0012473-0.0026198i,0.0012128-0.0027373i,0.00054086-0.0024652i,-0.00193-0.001097i,-0.0037895+0.0023889i,-0.0023046+0.0068114i,0.0026939+0.0089485i,0.0055242+0.0085489i,0.0036803+0.0066381i
0.0095199-0.0020163i,0.020438-0.0041725i,0.023934-0.0038152i,0.013069+0.00013468i,0.0032656+0.0041405i,0.00050168+0.0046752i,0.00067691+0.00027494i,0.001208-0.0063207i,-0.00098018-0.0087399i,-0.0048007-0.0049712i,-0.0046019-0.00044767i,-0.0025868+0.0016602i,-0.001173+0.0025257i,7.8094e-05+0.002173i,0.00092156+0.0026124i,0.001772+0.0026548i,0.0026613+0.0012832i,0.0035262-0.00040915i,0.0036469-0.0037279i,0.00083095-0.0082599i,-0.0049066-0.011416i,-0.0090921-0.011295i,-0.009103-0.0086067i
0.0098511+0.0053493i,0.015011+0.012845i,0.013332+0.017818i,0.0058129+0.015129i,-0.0024878+0.0080863i,-0.0063609+0.0046848i,-0.002435+0.0047345i,0.0054881+0.0043117i,0.0079625+0.00076397i,0.004533-0.0026437i,0.0027763-0.0041275i,0.0033127-0.0042745i,0.0020633-0.0033264i,0.0015834-0.0016121i,0.0017048-0.00071022i,0.0010886-0.00090746i,6.5519e-05-0.0003862i,-0.00064474+0.00090529i,-0.00015464+0.002716i,0.00037895+0.0042837i,0.0020915+0.004476i,0.0041604+0.0042455i,0.0038795+0.0036865i
-0.0048491+0.0056427i,-0.015886+0.0091693i,-0.020574+0.0090545i,-0.014182+0.0035554i,-0.0056718-0.0036959i,-0.0032696-0.0068873i,-0.006094-0.0028792i,-0.0060357+0.0030582i,-0.0008988+0.0059245i,0.0031708+0.0038116i,0.0025767+0.00062499i,0.00064466-0.0018805i,-0.00056023-0.0036764i,-0.0011276-0.0032934i,-0.0013225-0.0020577i,-0.0021918-0.0010506i,-0.0024283+1.355e-05i,-0.0019038+0.0015936i,-0.00093618+0.0011058i,0.00058811-0.0026878i,0.00065428-0.00611i,0.00023555-0.0076525i,0.00026921-0.0065175i
