-0.0029595-0.00018372i,-0.0021674-0.0015798i,-0.0039048-0.00096631i,-0.0038002+0.00030936i,-0.0029996+0.001171i,-0.0015861+0.0011493i,-8.8853e-05+0.0019604i,0.0011574+0.0019328i,0.0016781+0.0014755i,0.0015827+0.0010406i,0.0019855+0.00026486i,0.0021759-0.00043666i,0.0015619-0.00036213i,0.0009153+0.00038738i,0.00082868+0.00052259i,0.00061564+0.00048401i,0.0003725+0.00018285i,0.00083702-0.00017479i,0.00063504-0.00077826i,0.00010105-0.00074126i,0.00010736-7.3042e-05i,0.00054991+0.00017704i,0.00095211+0.00071911i
0.0012182-0.0041892i,0.0015228-0.0034461i,0.0010406-0.0055632i,-0.0011484-0.0056232i,-0.0026014-0.0044494i,-0.0026938-0.0025879i,-0.0010661-0.00064776i,0.00060723+0.00028234i,0.00023357-4.0514e-05i,-0.00061043-0.00024815i,-0.001379+0.00020896i,-0.0022366+0.00014281i,-0.001962-0.00069324i,-0.00056289-0.00045184i,0.00042173+0.0012151i,0.00066245+0.0017541i,0.00056461+0.0010799i,0.00081254+0.00088155i,0.0011823+0.00054775i,0.0010544+0.00030789i,0.00016382+0.00026009i,-0.00056164-0.00030376i,-0.0017948-0.0010235i
0.00089941-0.00077584i,0.0010943-0.00029861i,0.00089856-0.0024187i,0.00077917-0.0032759i,1.2667e-05-0.0024574i,-0.00055772-0.0010622i,-0.00015888-0.00023746i,0.00067656+0.00010984i,0.00085015+0.00013909i,-0.00024449-0.00028433i,-0.00078534-0.00033959i,0.00054792+0.00046106i,0.0016997+0.00077113i,0.0027252+0.00037648i,0.0029489+0.00025837i,0.0014123+0.00097058i,1.6617e-05+0.0018796i,-0.00060263+0.0011326i,-0.00051383+9.8891e-05i,-0.00091705+0.00076382i,-0.0017943+0.00085791i,-0.0020559+0.00029288i,-0.0022369+0.00056302i
0.00063416-0.0020216i,-0.00015029-0.001523i,-0.00073776-0.0021437i,-0.0013158-0.0028077i,-0.0011961-0.0025228i,-0.0011019-0.00075549i,-0.00081581+0.00075042i,-0.00013632+0.00083428i,0.00041001+0.00053989i,0.001046+8.8955e-05i,0.0012705-0.00059542i,0.0013566+0.00028128i,0.0028934+0.001516i,0.0034006+0.0011996i,0.00088466+0.00080928i,-0.0012951+0.00016915i,-0.0019394-0.0001347i,-0.0023829+2.4135e-05i,-0.002662+0.00012198i,-0.0022639+0.0012693i,-0.0013858+0.0022032i,-0.00057168+0.0017168i,0.00040361+0.0003209i
-0.0016777+0.00080366i,-0.0004458+0.0010668i,-0.00047144+3.5508e-06i,-0.00069591-0.00058856i,0.00029367-0.00027227i,0.00078367-0.0010015i,0.0013258-0.0011937i,0.0016707-0.00113i,0.0015803-0.0010747i,0.0015085-0.0004939i,0.00076684-0.00081538i,-0.00092397-0.00085672i,-0.0025481+5.3865e-05i,-0.002625+0.0005679i,-0.0020723-0.00016025i,-0.00083196-0.0013073i,-9.6166e-05-0.0019768i,-3.8244e-05-0.0021005i,0.00061753-0.00087369i,0.00080823-0.00043673i,0.00042447-0.00090837i,-0.00017692-0.00080056i,-0.00031833-0.00092403i
-0.0018434-0.0015904i,-0.0025976-0.0012806i,-0.0023236-0.0009056i,-0.0010241-0.00046612i,-0.00024559-7.7967e-06i,0.00015991-0.00076847i,0.0015353-0.0011602i,0.0014878-0.00039198i,0.00068046-1.5949e-06i,0.00049448+0.00021261i,0.00020332-0.00014571i,-0.00050285-0.00070418i,-0.0018519-0.0011169i,-0.0020215-0.0014078i,-0.00026398-0.0011362i,0.0017957-0.00087253i,0.0018151-0.00070085i,0.0004931-0.00033758i,-0.00010186+4.8952e-05i,0.00034052-6.2888e-05i,-9.4301e-05-0.00036674i,-0.0011357-0.00065675i,-0.00079279+9.92e-05i
9.2034e-05+0.0021877i,0.00035447+0.0025062i,0.00087436+0.0023951i,0.0011222+0.00080453i,0.00092691-0.00092706i,0.00056176-0.00030218i,0.00016414+0.00054169i,0.00039579+0.00040867i,0.00093992+0.00089177i,0.00037455+0.00075583i,-0.00074061-0.00032637i,-0.00081418-0.0011597i,0.00030275-0.0025508i,0.0019453-0.0030818i,0.002682-0.0017106i,0.0022418-0.00074333i,0.0018352-0.00048669i,0.0018654+8.8709e-05i,0.0020833+0.00095757i,0.0020621+0.001274i,0.0019522+0.0021823i,0.0015211+0.0024066i,0.0010568+0.00064297i
-0.0030368-0.0038232i,-0.0031286-0.0027434i,-0.0035334-0.0026158i,-0.0032738-0.0019396i,-0.0019556-0.00055475i,0.00044007+0.00053451i,0.0016317+0.00078429i,0.0014058+0.00061101i,0.0011807+0.00049582i,0.00087346+0.00081729i,0.00073669+0.0012746i,0.0017334+0.0016167i,0.0033157+0.0019484i,0.0037563+0.0015095i,0.0026255+0.00097739i,0.0016408+0.0015827i,0.00067147+0.0024611i,-0.00035836+0.0023664i,-0.00048934+0.0013146i,-1.9161e-05+0.0014403i,0.00032592+0.0013635i,0.00030834+0.00017882i,0.00020775-0.00016575i
-5.8853e-05+0.0017549i,-0.00059763+0.0014556i,-0.00047591-0.00067149i,-2.6057e-05-0.0024116i,0.00019213-0.0034644i,8.1013e-05-0.0030971i,0.0004726-0.0015113i,0.0005916-0.0011643i,0.00083424-0.0017859i,0.0019835-0.0013387i,0.0021371+9.0588e-05i,0.00091825+0.0013697i,-0.00030837+0.0017229i,-0.0013954+0.001787i,-0.0018727+0.0014421i,-0.0022596+0.00084199i,-0.0025154+0.00065376i,-0.0026932+0.00030442i,-0.001971-0.00017202i,-0.0018939-0.00076345i,-0.0021625-0.0012888i,-0.0013851-0.00085479i,-0.00077341+3.9236e-05i
0.0018912-0.001617i,0.0012943-0.003168i,0.0026069-0.0050575i,0.0019331-0.0048013i,-0.00065516-0.003332i,-0.00074704-0.0020281i,0.0010199-0.0011664i,0.0017589-0.0013412i,0.0021236-0.0013956i,0.0018993-0.0011098i,0.0011032-0.0010998i,-0.00087159-0.00053701i,-0.0032938-0.00031924i,-0.0041907-0.00042217i,-0.0033319-0.00095566i,-0.0010826-0.0018286i,-0.00021104-0.0028184i,-0.0006577-0.00229i,-0.0002358-0.0010096i,0.00037604-0.00027533i,5.0473e-05+0.00031584i,-0.00025116+0.00094536i,-0.0001855+0.00073479i
0.00086031+0.0022293i,0.0017927+0.0025371i,0.0023326+0.0030119i,0.0014251+0.001804i,-3.6363e-05+0.00032014i,-0.00089567+0.00054743i,-0.00094751+0.001262i,-0.0002417+0.0014743i,0.0011802+0.00059134i,0.0020988-0.00074477i,0.0014291-0.0011993i,0.00018544-0.0012572i,-0.00082843-0.0026916i,-0.00024614-0.0042054i,0.00084698-0.0031748i,0.0014535-0.0019446i,0.0017132-0.0021732i,0.0011376-0.0014222i,0.0008948-0.00011089i,0.001643-0.00011616i,0.0023422-0.00073368i,0.0015932-0.00031057i,1.6989e-06-0.00025718i
-0.0019606-0.0005455i,-0.00064048-0.0015954i,-0.0019949-0.0021329i,-0.0024459-0.0025335i,-0.00093664-0.0011276i,0.00051112+0.00028005i,0.0011905+0.0013325i,0.00045191+0.0022114i,-0.00043055+0.0029432i,-0.00076528+0.00312i,-0.00098162+0.001405i,-0.00051786+0.00018673i,0.001183-5.4584e-05i,0.0030101-1.1638e-05i,0.0031756+0.00087756i,0.0023184+0.0014704i,0.0014487+0.0017937i,0.00039929+0.001199i,8.2252e-05+0.00083535i,0.00019225+0.0013479i,0.00019677+0.00030681i,-0.00025196-0.00023105i,-0.00025663+0.0010856i
-0.0033543-0.00046867i,-0.0022058+2.148e-05i,-0.0017043+0.0012608i,0.00021852+0.00032367i,0.0025685-0.00037768i,0.0025817-0.00045698i,0.001928-0.00024756i,0.0017626-7.5665e-05i,0.00067916-0.0002166i,0.00052107+0.00042421i,0.0011757+0.0012731i,0.0018495+0.001633i,0.0018653+0.002325i,0.00081494+0.0020429i,-0.00045474+0.0014515i,-0.00034034+0.0017895i,0.00021869+0.0026511i,-0.00054583+0.0029053i,-0.00096773+0.001879i,-0.0012333+0.00026793i,-0.0013721-0.00038953i,-0.00057604+4.6101e-05i,0.00084021-0.00032791i
0.0016367+0.0018207i,0.0013209+0.0017855i,0.0017895+0.000894i,0.0016686-0.00083002i,0.0002056-0.0022544i,-0.00046524-0.0015336i,0.0001165-0.00025269i,0.00054352-0.00010099i,0.0013038-0.00061902i,0.0015095-0.00052709i,0.000629+0.00044328i,-0.00021495+0.0010653i,-0.0011654+0.00058257i,-0.0030203+8.6898e-05i,-0.0036202+0.000525i,-0.0025874+0.00063567i,-0.0030462-0.00075055i,-0.002803-0.0010103i,-0.0015606+7.7233e-05i,-0.00076155+0.00014552i,-0.00028595-0.00014562i,-0.00013084-0.00059454i,-0.00052576-0.00046944i
-0.0033921-0.0036863i,-0.0039451-0.0031293i,-0.0049486-0.0032958i,-0.0052712-0.0021661i,-0.0035663-0.00086391i,-0.00067525-0.00012314i,0.0016803+0.00038982i,0.0022916+0.00069616i,0.0011043+0.00078901i,0.00099091+0.00049604i,0.0014165+0.00036286i,0.001364+0.00056332i,0.00085716-0.00083421i,0.00033442-0.0025199i,-3.7749e-05-0.0027352i,-0.00032172-0.0029835i,-0.00022536-0.0028749i,-0.00031304-0.0023894i,-0.00069376-0.0018278i,-0.0012067-0.00063918i,-0.0012027-8.6632e-05i,-0.00041521+0.00087595i,5.2549e-05+0.0019671i
0.00023311+0.0048405i,0.00055743+0.0053483i,0.0016275+0.0040943i,0.0033077+0.0010013i,0.003645-0.00093927i,0.0032306-0.0016493i,0.0030223-0.0010898i,0.0023938-0.00098931i,0.0018904-0.001112i,0.0012575-0.0012246i,0.0006243-0.00097614i,0.00094963-0.001383i,0.0018995-0.0014708i,0.0024776-0.00096457i,0.0015694-0.00097036i,0.00019097-0.0014515i,0.00013666-0.0017457i,0.00036547-0.0013434i,0.00065529+0.00035279i,0.0002579+0.0013148i,0.00034715+0.00029755i,0.0007982-0.00027136i,0.00045709-0.00025331i
0.00074174+0.00060896i,0.0012178+0.00061613i,0.0022235+0.00029659i,0.0023112-0.0016739i,0.002091-0.0028398i,0.00021339-0.0021495i,-0.00098977-0.00051921i,-0.0005377+0.0012659i,-0.00034685+0.0010705i,0.0002073-0.00050366i,0.00044593-0.0016958i,-3.1731e-05-0.0011128i,0.00044303+0.00089381i,0.0010492+0.0032804i,0.00053469+0.0039133i,0.00085595+0.0024325i,0.001633+0.001392i,0.00082972+0.0021114i,-2.5497e-05+0.0018891i,0.00023007+0.00067185i,-0.00042116+4.7918e-05i,-0.00070793-0.00012726i,-0.00086528+9.8999e-06i
-0.0014738+0.00078412i,-0.0020245+0.0018202i,-0.0018275+0.0017759i,-0.00063177+0.00044598i,-0.000361-0.0011184i,-0.00049426-0.0014648i,-0.0003155-0.00020731i,4.1905e-05+0.00046232i,0.00038614+0.00080298i,0.0010923+0.00094857i,0.0017136+0.00035833i,0.0007995+0.00050123i,-0.0010588+0.0012933i,-0.002441+0.0017325i,-0.0018186+0.0019757i,-0.000574+0.002481i,-0.00087187+0.0030926i,-0.0016181+0.0025791i,-0.0014249+0.001597i,-0.00031812+0.000464i,0.0006493+0.00019878i,0.00078299+0.00088675i,8.1268e-06+0.0012673i
-0.0026904-0.00036169i,-0.0023723-0.00066715i,-0.002746+3.7368e-05i,-0.0021489+6.2107e-05i,-0.00076689+9.0711e-06i,-0.00030458-0.00071491i,-0.00039569-0.0018552i,0.00094928-0.0016945i,0.0031175-0.00034986i,0.0040389+0.00077898i,0.0027869+0.0010771i,0.00071923+0.00068673i,-0.00023736-0.0010351i,-0.00046705-0.003402i,-0.00081929-0.0036627i,-0.0017294-0.0016783i,-0.0022186-0.0012345i,-0.0027129-0.0012277i,-0.0022318-2.3063e-05i,-0.00048118+0.001015i,0.00077655+0.0013979i,0.00093944+0.00089806i,0.00086329-0.0011699i
0.00038764+0.0014736i,0.00040679+0.00084015i,3.7372e-05-2.3588e-05i,3.2291e-05-0.0013753i,9.903e-05-0.0029994i,-0.00039383-0.0026365i,-0.00013076+0.0003563i,0.00079944+0.001873i,0.0016704+0.00099895i,0.0018287-0.00031617i,0.00065596-0.00063557i,-6.9194e-05-0.00046039i,0.0010338-0.0014281i,0.0018925-0.0024084i,0.00053427-0.0018459i,-0.00086857-0.001362i,-0.0015013-0.0012814i,-0.0011227-0.0014564i,-0.00062371-0.0012962i,-0.0014231+9.7806e-05i,-0.0017177+0.00082987i,-0.0019625+0.00017696i,-0.0023323-0.00017261i
0.0041758-0.0014493i,0.0046072-0.0026893i,0.0041987-0.0048396i,0.0024023-0.0060554i,0.00064091-0.0061257i,-6.0719e-05-0.0030385i,0.00087551+0.0010137i,0.001193+0.0025207i,0.0003918+0.0016119i,-0.00066276-0.00013369i,-0.0020877-0.001298i,-0.00201-0.00089843i,-0.00035088+0.0015116i,0.0010479+0.0039918i,0.0012943+0.0040588i,0.0010925+0.0013139i,0.00078669-0.00015268i,0.00056457-2.0008e-05i,-0.00010973-0.00036673i,-0.0013159-0.00030017i,-0.0023834-3.7655e-05i,-0.0021862+0.0014957i,-0.0010505+0.0029334i
-0.0041911+0.00061626i,-0.0042039+0.0016745i,-0.0041598+0.002437i,-0.0030062+0.0021511i,-0.0010907+0.0010788i,-0.0001931+0.0009631i,0.00070045+0.00082113i,0.0018996+0.00018318i,0.0015909+0.00021877i,0.0015484+0.00011135i,0.0018268-0.00060372i,0.0021756-0.00012494i,0.0012203+0.0013481i,4.3411e-05+0.0020413i,0.00027792+0.0019065i,0.00083267+0.00050394i,0.00089652-0.00098623i,0.0009689-0.00081417i,0.0011195-0.00028122i,0.00081453-0.00035249i,0.00094472-0.00025869i,0.0016021-6.1372e-05i,0.0020759-0.00053168i
-0.00080914-0.0014761i,-0.00071889-0.002074i,-0.0018425-0.0013269i,-0.002086-0.001154i,-0.0012539-0.0018011i,9.0104e-05-0.001213i,0.00059049-0.0019367i,0.0005275-0.0032039i,0.0015671-0.0026513i,0.0013856-0.00094068i,3.2569e-05-0.00056136i,-0.00036334-0.00042938i,-0.00079993-0.0012981i,-0.0017508-0.0035317i,-0.0019037-0.0033658i,-0.0012254-0.0011571i,-0.00022312+0.00057187i,-0.00047572+0.00017208i,-0.00031753-0.0004432i,0.00073594-8.6178e-05i,0.00054375-0.0010345i,-0.00016073-0.0013516i,-0.00059566-0.00068797i
0.00064533+0.0015476i,0.0017686+0.0015805i,0.0030385+0.0012948i,0.0042366-0.00021848i,0.0030206-0.00097409i,-0.0003126-0.0012832i,-0.0011183-0.0010514i,3.4164e-05+0.00017648i,0.00099984+0.0010599i,0.0014664+0.0010831i,0.0012274+0.0015611i,7.0143e-05+0.0008226i,-0.00013609-0.0016289i,0.00046587-0.0035345i,0.00067707-0.0028857i,9.0545e-06-0.00023891i,-0.00061914+0.0016113i,-0.0002495+0.00059115i,-0.00042208-0.0007308i,-0.00091063+0.00085939i,-0.00075446+0.0029614i,-4.4344e-05+0.0028652i,0.00050532+0.0022143i
-0.0020912+0.0014616i,-0.0021389+0.0010453i,-0.0016888+0.0017305i,-0.0014747+0.0004885i,-0.00083129-0.0010996i,-0.00014267-0.00054513i,0.00069233+0.0010277i,0.0015187+0.0023783i,0.0016486+0.0035792i,0.0012069+0.0034859i,0.00080324+0.0020924i,0.00022874+0.00071417i,0.0010862+0.00058487i,0.0024056+0.001788i,0.0027598+0.0023542i,0.001744+0.00077045i,0.0004151-0.00068431i,4.5739e-06-0.00041024i,-0.00052415+0.00047469i,-0.00067278+0.00056831i,-0.00064488+0.0010586i,-0.00053584+0.0015914i,-2.4947e-05+0.00070367i
0.00026095-0.00026785i,-1.6564e-05-0.00040409i,-0.0011382+7.6013e-05i,-0.00077631-0.00061328i,0.0010235-0.001588i,0.0019156-0.0014561i,0.0014334-0.00075466i,0.00021011-0.00062151i,-0.00026634-0.00048676i,-3.8205e-06-0.0012401i,-0.00075097-0.0022596i,-0.00068393-0.0016628i,-0.00096411+0.0011702i,-0.001268+0.0044232i,-0.0014454+0.0046464i,-0.0017866+0.0015938i,-0.0018111-0.00076732i,-0.0015466-0.00095831i,-0.0010631-0.00060288i,-0.001276-0.0015363i,-0.0023557-0.0028471i,-0.0037389-0.0028516i,-0.0039142-0.0019501i
-0.00010519+0.0031573i,0.0009739+0.0019753i,0.0033622+0.00093587i,0.0040815+0.00034158i,0.0025456-0.0003249i,0.00047938-0.00039369i,-0.00032361-0.00016206i,0.0002185-0.00033987i,0.00039413-0.0015315i,0.00035304-0.0037107i,0.00094215-0.0044919i,0.00085929-0.0037181i,-0.00029547-0.0035949i,-0.0021464-0.0040444i,-0.0025167-0.0033874i,-0.0011917-0.0023289i,-0.0003323-0.0017783i,1.9729e-05-0.00078298i,-0.00022052-0.00079311i,-6.3918e-05-0.00097037i,-0.00019998-0.00018004i,-0.00097372+0.0011136i,-0.0001092+0.0018686i
-0.0013386-0.00061028i,0.00037468+0.00075642i,9.5715e-05+0.00085454i,-0.00065999-0.00043304i,-0.00085391-0.001598i,-0.0010739-0.00098114i,-3.6569e-05+0.0005666i,0.0019379+0.0017575i,0.0028076+0.002424i,0.0023318+0.0024019i,0.0019328+0.0023658i,0.0016361+0.0020882i,0.0013887+0.00020859i,0.00075043-0.0032284i,-0.00018094-0.0053417i,0.00022414-0.004417i,0.0016641-0.0023489i,0.0019073-0.00096169i,0.0014574+0.0003929i,0.0026115+0.0012924i,0.0038582+0.00079329i,0.004258+0.00047318i,0.0037815+0.00023941i
-0.001795+0.0031099i,-0.002111+0.0028876i,-0.0014483+0.0034844i,0.00042249+0.0021046i,0.00072157-0.0011547i,0.00036254-0.0021331i,0.001663-0.0020046i,0.0026431-0.0016786i,0.0028472-0.00022216i,0.0022013+0.0011899i,0.0012233+0.0025178i,0.00071708+0.0029283i,0.00085027+0.0021217i,0.0014121+0.0019078i,0.0020413+0.0024171i,0.0018809+0.002473i,0.0013179+0.0021885i,0.0005203+0.0016011i,4.7288e-05+0.00093897i,-9.1455e-05-0.00013426i,-0.00091594-0.0016768i,-0.0016396-0.0016632i,-0.00061808-0.001001i
-0.0011788-0.0042729i,-0.00063545-0.0047916i,-0.0024672-0.004392i,-0.0029725-0.0027635i,-0.0014301-0.0013715i,0.00049933-0.0012816i,-0.00048989-0.0018202i,-0.0024056-0.0019221i,-0.0029877-0.0016419i,-0.0031037-0.00059777i,-0.0028224+0.00022685i,-0.0016066+0.00074533i,-0.00071972+0.0020201i,0.00037132+0.0047743i,0.002484+0.0072393i,0.0029479+0.0061628i,0.0013123+0.0029172i,-0.00080555+0.00096253i,-0.0018565+0.00010831i,-0.0029748+0.0013273i,-0.0047212+0.0030581i,-0.0048711+0.0035841i,-0.0029127+0.0028624i
-0.0031869+0.0018413i,-0.0026541+0.0019761i,-0.0022022+0.0031314i,-0.0016125+0.0029862i,-0.0009985+0.00035967i,-0.00054647-0.00016815i,0.00010265+0.001912i,0.0010076+0.0022681i,0.00165+0.0018233i,0.0017051+0.0010418i,0.001318-0.0004416i,0.00068441-0.0020014i,-0.00050569-0.0032125i,-0.0017453-0.0033795i,-0.0020998-0.0033309i,-0.0015626-0.0027059i,-0.0018363-0.0024425i,-0.0027624-0.0017993i,-0.0026365-0.00051376i,-0.00064125-0.00018468i,0.001176-0.00012401i,0.0017455+0.00078479i,0.0014989+0.00011111i
0.0040736-0.0004188i,0.0043363-0.0015675i,0.0029852-0.0038582i,8.6646e-05-0.0040112i,-0.0012241-0.0024705i,-0.00070219-0.00055068i,9.8205e-05+0.0011907i,0.002185+0.0010549i,0.0049919+0.00060873i,0.0056828+0.00028833i,0.0041307-0.0010952i,0.0025664-0.00114i,0.0012532-0.0014542i,-0.0012744-0.0036705i,-0.0038787-0.0055307i,-0.0052983-0.0055592i,-0.0048363-0.0046466i,-0.0021957-0.0032046i,0.00046676-0.0018376i,0.0012118-0.0019407i,0.00099791-0.0029859i,0.00041238-0.0028574i,-0.00046172-0.0012988i
-0.0038695-5.8583e-05i,-0.003127+0.00018677i,-0.0033836+0.00024686i,-0.0023955-0.0010018i,-0.0013124-0.0022683i,-0.0014976-0.0020788i,-0.0011764-0.0011427i,-0.00030594-0.00062164i,0.0001241-0.00044057i,0.00015572+9.123e-05i,0.00039743+0.0020237i,0.0015325+0.0037329i,0.0035167+0.0039255i,0.0047096+0.0024217i,0.0045009+0.0010332i,0.0033786+0.00090599i,0.0023861+0.0012415i,0.0013098+0.0012042i,0.0005912+0.0013301i,-0.00022044+0.0017859i,-0.0016603+0.0019056i,-0.0020419+0.0020132i,-0.0015379+0.0017687i
0.0019712-0.0018416i,0.0023621-0.0011083i,0.0023965-0.0017587i,0.0022476-0.0030283i,0.0014559-0.0020831i,0.00029693+0.00028755i,-0.0013127+0.0011058i,-0.0017125+0.0016641i,-0.0026814+0.0030555i,-0.0041833+0.0036607i,-0.0044882+0.0030835i,-0.0042716+0.0027789i,-0.0026346+0.0031354i,0.00090172+0.0044796i,0.0049507+0.0056398i,0.006834+0.0048907i,0.0065742+0.0025931i,0.0037819+0.0011276i,0.0002982+0.0013212i,0.0001014+0.002266i,0.001184+0.0035513i,0.0013198+0.0035209i,0.0013138+0.0014784i
-0.0041588+0.0039373i,-0.0034404+0.0047274i,-0.0022183+0.0073855i,0.00075754+0.0059585i,0.0032008+0.0015753i,0.0031135-0.001554i,0.0030749-0.00217i,0.0026307-0.0021033i,0.0026534-0.00093194i,0.0029178+6.5051e-05i,0.0013426-0.0010664i,-0.00038073-0.0028284i,-0.00054165-0.0029453i,-0.0013301-0.0017748i,-0.001718-0.00055958i,-0.0010958+0.00019097i,-0.0014187-0.00067574i,-0.0012954-0.0018036i,-0.00076415-0.0014891i,-0.0007173-0.0016633i,0.00030993-0.0021056i,0.0013601-0.0019002i,0.00094121-0.0011907i
-0.0010315+0.001084i,-0.00024543+0.0010119i,0.00030443-0.00029011i,-0.00019565-0.001454i,-0.0016841-0.00011156i,-0.0018706-0.0002187i,-0.00050015-0.0019868i,0.0020373-0.00096098i,0.0032913+0.00012059i,0.0038094-0.00068062i,0.0047819-0.0020446i,0.0038189-0.0037727i,0.0013318-0.0050044i,-0.0016227-0.0055097i,-0.0048643-0.0048323i,-0.0068732-0.0015646i,-0.0067258+0.00075495i,-0.0051462+0.0011322i,-0.0037763+0.0012359i,-0.0029619+0.00036431i,-0.0033541-0.00018647i,-0.0032422+3.979e-05i,-0.0012755+0.0013752i
0.00091803-0.0026498i,-0.00037857-0.0027893i,-0.0011566-0.0048378i,-0.00093191-0.0053193i,0.00012057-0.004178i,-0.00058047-0.00061605i,-0.00099821+0.00455i,0.00098016+0.0070902i,0.0026218+0.0074341i,0.0038749+0.0049782i,0.0041207+0.0021562i,0.0033803+0.0019272i,0.002935+0.0017835i,0.0024124+0.00032466i,-3.4916e-05-0.00058475i,-0.00095469-0.0015235i,0.0010829-0.00073509i,0.0021186+0.0014174i,0.0014497+0.0022319i,0.0021557+0.0021162i,0.0023234+0.0029037i,0.001685+0.0035606i,0.00085132+0.00179i
0.0020194+0.001085i,0.0028466+0.0014447i,0.0059871+0.0002723i,0.0048655-0.0034167i,0.0011925-0.0046037i,0.00092827-0.0023437i,0.0007833-0.00081637i,-0.00059184+0.00025875i,-0.00061432+0.00025484i,-0.00040895-0.0003505i,-0.0017645+0.00024459i,-0.0032903+0.002923i,-0.0014575+0.0056984i,0.00191+0.0061405i,0.004286+0.0041047i,0.0044855+0.0004973i,0.0023885-0.0018571i,0.0011668-0.0012036i,0.0012997-0.00016485i,0.0015627-0.00035033i,0.0015116-0.0011859i,0.00094782-0.0013758i,-0.00078315-0.00018075i
-0.00034602-0.0015899i,-0.001169-0.0019632i,-0.0023634-0.0015473i,-0.0025133-0.00047451i,-0.00046394-0.0021863i,7.8657e-05-0.0051292i,-0.00049014-0.0070205i,-0.0019639-0.0099774i,-0.003566-0.010488i,-0.0036103-0.0073967i,-0.0050129-0.0042764i,-0.0053728-0.0020794i,-0.0031765-0.00010326i,-0.00023445+0.0021454i,0.0021289+0.0030205i,0.0034395+0.0027187i,0.0011477+0.0021012i,-0.0028282+0.00082686i,-0.0043372-0.00066835i,-0.0040051-0.0011735i,-0.0044663-0.00022557i,-0.0044095+0.0005194i,-0.0024792-0.00059968i
0.00037801-0.0019236i,-0.00070487-0.0024278i,-0.0009849-0.0032333i,-0.0016273-0.0030261i,-0.0042484-0.0011209i,-0.0044504+0.0011725i,-0.0015146-0.00029681i,0.0015778-0.0013115i,0.0022153+8.0019e-05i,-1.4699e-05-8.1498e-05i,-0.0012569-0.0019065i,-0.0011089-0.0041826i,-0.00070847-0.0061735i,-0.001946-0.0065325i,-0.0032655-0.004477i,-0.0026689-0.0016107i,-0.001037-0.00072354i,-1.0207e-05-0.00098805i,0.00020835-0.00016458i,0.00039178+0.0021912i,0.00074656+0.0042978i,0.00033048+0.0041044i,0.00044217+0.0029581i
0.0011696-0.002429i,0.0014716-0.0034276i,-2.183e-06-0.005881i,-0.00084731-0.0060124i,0.0028056-0.0024616i,0.0048881+0.0036653i,0.0055112+0.010284i,0.0078445+0.01308i,0.0084488+0.013177i,0.0073495+0.011192i,0.0061239+0.0060422i,0.005311+0.0026792i,0.003984+0.0021377i,0.00060752-4.272e-05i,-0.0033079-0.002669i,-0.0046985-0.0036182i,-0.0019286-0.0031686i,0.0009534-0.001883i,0.0018398-0.00077868i,0.0023325-0.00041749i,0.0016434-0.00064941i,0.0017055+0.0004013i,0.0028999+0.0015229i
-0.0019911+0.0046999i,-0.00083189+0.0043221i,0.0014838+0.0055779i,0.0030549+0.0030641i,0.00058792-0.0029608i,2.5198e-05-0.0054998i,0.0016641-0.0020255i,-0.00053209+0.0046146i,-0.00075645+0.0066086i,0.0025992+0.0047825i,0.0041393+0.0042063i,0.0037565+0.0051692i,0.003572+0.005425i,0.0039859+0.0047533i,0.0030555+0.0029481i,0.0011177+0.001308i,-0.00087378+0.0012994i,-0.0016962+0.00092407i,-0.0020614+4.9605e-05i,-0.002141-0.00070921i,-0.0016839-0.0019226i,-0.0010757-0.0024681i,-0.0008497-0.001852i
0.0018804-0.0031584i,0.0007977-0.0037845i,-0.0022482-0.0048069i,-0.00504-0.0031864i,-0.0042933-0.00064049i,-0.006569-0.0023079i,-0.011417-0.0054778i,-0.011859-0.0078683i,-0.0098653-0.0089789i,-0.0059548-0.0071833i,-0.0038853-0.003337i,-0.0049725+0.00032893i,-0.0045158+0.0017624i,-0.0018061+0.0016989i,0.0015236+0.0020991i,0.0044753+0.0024945i,0.0042774+0.002917i,0.001843+0.0044849i,0.00017247+0.0047949i,-0.00010933+0.0031174i,-0.0011079+0.0026946i,-0.0025444+0.003101i,-0.0028122+0.0016516i
-0.0062827+0.0026472i,-0.0052716+0.0026694i,-0.001994+0.0037142i,0.0024062+0.0029137i,0.0039301+0.001064i,0.0053161+0.002446i,0.0054144+0.00059076i,0.0042132-0.0069741i,0.0055294-0.011145i,0.0050035-0.0099639i,0.0017699-0.0078642i,-0.0011879-0.0070644i,-0.0025053-0.0063785i,-0.0033487-0.0049772i,-0.0035213-0.0031462i,-0.0022368-0.0021673i,-0.0017708-0.0030555i,-0.0025638-0.0034455i,-0.0025401-0.0015925i,-0.0015889+0.00042084i,8.0258e-05+0.0012242i,0.002546+0.00043826i,0.003392+0.00046054i
0.0059541+0.0048575i,0.0072285+0.0037992i,0.0091205+0.00045572i,0.0066544-0.0042379i,0.0058218-0.0047533i,0.0071408-0.0062266i,0.0099042-0.0060466i,0.014625-0.0028686i,0.013721-0.0010566i,0.0075401-0.00082865i,0.0031732-0.0030367i,0.0017121-0.0044892i,0.0014286-0.0036982i,8.4385e-06-0.0021206i,-0.0029832-0.00028122i,-0.0046739+0.00076941i,-0.0051156-0.0006194i,-0.004966-0.0031397i,-0.0031455-0.0033691i,-0.00070498-0.0032253i,-0.0014501-0.0030725i,-0.0024805-0.0019694i,-0.00018068-0.001777i
