-0.0029595-0.00018372i,-0.0021674-0.0015798i,-0.0039048-0.00096631i,-0.0038002+0.00030936i,-0.0029996+0.001171i,-0.0015861+0.0011493i,-8.8853e-05+0.0019604i,0.0011574+0.0019328i,0.0016781+0.0014755i,0.0015827+0.0010406i,0.0019855+0.00026486i,0.0021759-0.00043666i,0.0015619-0.00036213i,0.0009153+0.00038738i,0.00082868+0.00052259i,0.00061564+0.00048401i,0.0003725+0.00018285i,0.00083702-0.00017479i,0.00063504-0.00077826i,0.00010105-0.00074126i,0.00010736-7.3042e-05i,0.00054991+0.00017704i,0.00095211+0.00071911i
0.00081938+0.00049671i,0.00083986+0.00041322i,0.0016377-0.0006234i,0.0020562-0.00086875i,0.0006149-0.00088543i,-0.00021534-0.00049286i,0.00026018-0.00013313i,0.00075704+5.7338e-05i,0.00080665+0.0004911i,0.00052001+0.00025565i,0.00060315-0.00031391i,0.00037894+0.00013849i,-0.00013929+0.00032081i,-0.000385+0.00025729i,-0.00017534+0.00065025i,0.000468+0.00017301i,0.0005439+0.00026904i,-9.5752e-05+0.00052749i,-0.00089552+0.00056093i,-0.001065+0.0011221i,-0.00056855+0.001208i,0.00026316+0.00090121i,-0.0001566+0.00070536i
-0.00023798-0.00089491i,-0.00012952-0.00094465i,-0.0007934-0.0014704i,-0.0020353-0.0013183i,-0.0013288-0.0014318i,-0.00029667-0.00095099i,0.0011498+0.00072003i,0.0018157+0.0016053i,0.00147+0.0011931i,0.0013486+0.00060058i,0.00095836-0.00025189i,0.00057909+9.8625e-05i,0.00049621+0.0011132i,0.00094297+0.0013785i,0.00067183+0.00072579i,0.0006741+0.00032244i,0.00028682+0.00082921i,-0.0005552+0.0010029i,-0.00011866+0.00062582i,0.00019526-5.0069e-05i,-0.00022606-0.00065119i,-0.00070789-0.00032871i,-0.00074284+6.4673e-05i
-0.0017423-0.00081244i,-0.0014207-0.001017i,-0.0013536-0.0011739i,-0.0013717-0.0014499i,-0.0014215-0.0007911i,-0.00041725-0.00062242i,0.0010361-0.00076732i,0.001247-0.00062953i,0.0012889-0.00024653i,0.0010312+0.00015494i,0.00051024+6.4038e-05i,0.00080382+0.00025126i,0.00014293+0.00040794i,-0.0012132+0.00022079i,-0.0010439+0.00082442i,0.00015524+0.0010534i,0.00061598-0.00023492i,-0.00010658-0.00081532i,-0.00045056-0.00023275i,-0.00015604+9.9139e-05i,9.8936e-05-8.214e-05i,-0.00015466-0.00040509i,3.6962e-05-0.00030366i
0.0022252-0.0015738i,0.0014302-0.0019309i,-1.9203e-06-0.0027233i,-0.0015906-0.0035545i,-0.0020729-0.0032981i,-0.0013709-0.0012054i,-0.00011076-0.00014168i,0.00049083+0.00017406i,0.00086369+0.00035985i,0.0011592-9.8827e-05i,0.00067021-0.00056267i,-0.00015638+6.6656e-05i,-0.00060548+0.00055658i,-0.00031384+0.00028832i,-3.0832e-05-0.00028088i,0.00044281-0.00017278i,0.0007361+0.00069454i,0.00049744+0.0010283i,-6.4139e-05+0.00031184i,4.3916e-05+6.3958e-05i,0.00035643+0.00018175i,-0.00051334+8.7212e-05i,-0.00059146+0.00019139i
-0.0035144-0.0026867i,-0.0028326-0.0020255i,-0.0036486-0.0014249i,-0.0036333+0.00013066i,-0.0028639+0.00083123i,-0.0012525-5.998e-06i,-7.5571e-05-0.00028001i,0.00041212-0.00041059i,0.00064798-0.00044465i,0.00073441+0.00058995i,0.00070183+0.0018296i,0.0003387+0.0020344i,7.1281e-05+0.0015056i,-7.5878e-05+0.00045609i,-0.00018227-0.00027806i,0.00022816-0.00064574i,0.00040283-0.0010818i,-0.00036242-0.00081796i,-9.4681e-05+0.00017349i,0.00044272+0.00058893i,-8.1571e-05+0.00072891i,-0.00034424+0.000913i,-0.0001792+0.0010954i
-0.0010447-0.0018739i,-0.001018-0.0020004i,-0.001628-0.0022899i,-0.0020288-0.0016694i,-0.0014367-0.0012566i,-0.0011313-0.00083948i,-0.0012325-0.00057163i,-0.00058598-1.7729e-05i,5.8379e-05+0.00077632i,0.00015892+0.00045522i,-0.00023822-6.9045e-05i,-0.00014386+2.7415e-05i,0.0005147+0.00069336i,0.00071792+0.00099446i,0.00054682+0.0011781i,6.4262e-05+0.0010396i,8.4751e-05+0.00054727i,0.00020177-5.1709e-05i,-9.0617e-05-0.00079053i,-0.00048404-0.00034113i,-0.0004248+8.3367e-05i,-0.00010578+0.00033946i,-0.00019711+0.00095541i
0.0013843+0.00065684i,0.002402-0.00028032i,0.0035812-0.0020641i,0.0028405-0.0030041i,0.0010532-0.002305i,0.0003487-0.00083117i,0.00051603-0.00071701i,0.0014278-0.00093375i,0.0019885-0.00015687i,0.0011367-5.5641e-05i,-6.5678e-05-0.0005645i,-0.00047574-0.00064652i,0.00018298-0.00039872i,0.00038555+0.00022658i,0.00017644+0.00011029i,0.00015323-0.00019486i,5.6005e-05+0.00034501i,0.00028538+0.00096288i,0.00033606+0.00049617i,-7.7987e-05-5.6436e-05i,-6.8299e-05+0.00026134i,-3.1094e-05+0.00057143i,0.00023443+0.00061606i
-0.0010445-0.001981i,-0.0010583-0.0019409i,-0.0020865-0.00089695i,-0.00091807-0.00086896i,-0.00057557-0.00079335i,-0.0012976-0.0011781i,-0.0005661-0.0011486i,0.00051216-8.4257e-05i,0.00060296-0.00030152i,0.000504-0.0007352i,0.00025073-0.00040137i,0.00054979-0.0004421i,0.0014214+0.00043591i,0.0013245+0.0012083i,0.00075671+7.1569e-05i,0.00032231-0.00059945i,6.5339e-05-0.00068255i,0.00053368-0.00061861i,0.0011313-9.0534e-05i,0.00064844+0.00035812i,-0.00017505+0.00020941i,-0.0004847+0.00026217i,-0.00056422+0.00041903i
-0.0020909+0.0015425i,-0.0015795+0.0024104i,-0.0006496+0.0023659i,-0.00017049+0.0016336i,-0.00091151-0.00011226i,-0.0018164-0.0008027i,-0.0014198-0.00050583i,-0.00045731-0.00031486i,0.00014999-7.927e-05i,0.00044156+0.00022315i,0.00013573+4.9057e-05i,-0.00027148-0.0005153i,0.00016657-0.00089481i,0.00034499-0.00042894i,-0.00020496+0.00012009i,-0.0004605-0.00023948i,-0.00053241-0.00061899i,-0.0008346-0.00087084i,-0.0012919-0.00078995i,-0.00098813-0.00049526i,-0.00070414-0.00069913i,-0.00069401-0.00044021i,0.00043588+1.4776e-05i
-0.0013863-0.00071707i,-0.00091362-0.00070285i,0.00035374-0.00043596i,0.00073504-0.00049897i,0.00060745+7.1703e-06i,0.00048685+0.00035977i,0.00025445-1.2691e-05i,0.00060105-0.00074255i,0.00078655-0.00090027i,0.00084774-0.00043708i,0.0004625-0.00048005i,-2.6495e-05-0.00049967i,-0.0003669-0.00051525i,-8.701e-05-0.0004426i,0.00028445+0.00073226i,0.000338+0.0010135i,0.00058323+0.00035677i,-0.00029405-0.00029403i,-0.00082321+3.8311e-05i,-0.00058366+0.00088772i,-0.00068257+0.0010061i,-0.00046624+0.00086683i,-0.00012086+0.00034481i
0.00055245-0.0022995i,4.4234e-05-0.002051i,-0.00032326-0.0031102i,-0.0012845-0.0033683i,-0.0019681-0.0023963i,-0.00094731-0.00044038i,0.00025846+0.00046313i,0.00087202+0.00013262i,0.0017979-9.5458e-05i,0.0015293-0.00020283i,0.00018988+0.00040981i,-0.00027614+0.0018709i,-0.00032646+0.0018644i,-0.00028841+0.00060366i,-0.0005061-0.00040196i,-0.0011254-0.00067015i,-0.00083307-0.00026137i,-0.0007396+0.00026791i,-0.0011451+0.00043989i,-0.00085288+0.00056774i,-0.00059873+0.00075612i,-0.00052313+8.1856e-05i,-0.00046219-0.00067616i
-0.00020306-0.0033516i,-0.00035471-0.0037598i,-0.0015407-0.0042527i,-0.0026079-0.0045112i,-0.0024503-0.003289i,-0.001572-0.0014168i,-0.00096946-0.00060792i,-0.00022774+6.8423e-05i,0.00047949+3.2429e-05i,0.00044933-0.00040208i,0.00046739+0.00012083i,0.00039072+0.0013141i,0.00038729+0.0016649i,0.00051601+0.0010689i,0.00063946+0.00015195i,0.00040351-0.00086446i,5.5853e-06-0.00073749i,-0.0002264-3.6956e-05i,-2.6974e-05+0.00057549i,-0.00017845+0.00066065i,-0.00081987+0.00069914i,-0.0010396+0.0012627i,-0.00065989+0.00045187i
-0.0031041-0.0015827i,-0.0024885-0.0016667i,-0.0026175-0.0016866i,-0.0024831-0.0019587i,-0.0014294-0.0010205i,-4.0523e-05+0.00035719i,-0.00013615+0.00037015i,0.0001076+0.00025944i,0.00090835+0.00079389i,0.0016263+0.0010813i,0.0014417+0.0010296i,0.00031103+0.00088329i,0.00037171+0.000561i,0.00084048-2.9416e-05i,0.0011756+0.00013726i,0.00087799-0.0002125i,-2.6584e-05-0.00048737i,-9.7203e-05+2.2554e-05i,0.00015987+0.00070374i,0.00014218+0.00064244i,-0.0001035+0.00082237i,-0.00021125+0.001239i,-0.00011009+0.0010209i
0.00039396+0.0017725i,0.0010714+0.00081047i,0.0015898+0.00035078i,0.0011262+0.00046327i,0.00062926-0.00034127i,0.0003061-0.00098971i,0.00013316-0.00049548i,0.00098509-0.00037345i,0.0021775-0.00047744i,0.0025532-5.3372e-05i,0.0019778-0.00029198i,0.00073919-0.00036671i,1.2509e-05+0.00013347i,0.00016524+0.00039309i,-0.00032246+0.0009245i,-0.00084634+0.00090343i,-0.00023+0.00058461i,3.1868e-05+0.00018486i,-0.00043876-3.2401e-05i,-0.00082053-1.6579e-05i,-0.0002719-0.00034825i,5.6582e-05-0.00016183i,0.00013323+0.00041581i
-0.0006633+0.00047635i,-0.00029809+0.00053968i,-0.00022219+0.001118i,-0.00095631+0.0010172i,-0.0013927-0.00069598i,-0.0010473-0.0010314i,0.00015319+0.0005461i,-9.4144e-05+0.00081708i,-0.00049429+0.00057802i,0.00018791+0.00038769i,0.00016674+0.00029944i,2.9278e-05+0.00019284i,0.00099375-0.0001213i,0.0013075-0.00043119i,0.00035318+0.00020105i,-0.0007434+0.00091362i,-0.00086429+0.00019583i,-0.00056942-0.00052751i,-0.00053006+0.000286i,-0.00090869+0.00064126i,-0.00049146-0.00014963i,0.0001194+0.00014251i,-0.00039642+0.00077093i
-0.0016514+0.00044487i,-0.0021503+0.0011961i,-0.0020435+0.0004981i,-0.0013427+1.0582e-05i,-9.5565e-05-0.0012531i,0.00045234-0.002318i,0.00021797-0.0020678i,-8.9203e-05-0.00097572i,-0.00043639-0.00029289i,-0.00058233-0.00023677i,-8.0204e-05+1.0039e-06i,0.00054058-0.00010279i,0.0012899-0.000375i,0.0012233+0.00021751i,0.00013456+0.00057392i,-0.0005102+0.00029302i,-0.00036106-3.801e-05i,0.00013368-0.00046927i,-0.0001519+0.00018132i,-0.00035919+0.0011323i,-0.00052251+0.00098462i,-0.00059922+0.00047384i,-0.00067836-0.00042323i
0.00011723-0.0037804i,0.00046937-0.0030501i,-0.0013244-0.003174i,-0.0016742-0.0035799i,-0.0013154-0.0032342i,-0.0013371-0.0018608i,-0.0003409-0.00023891i,-0.00033672+0.0009403i,-0.00065278+0.0010517i,-7.8669e-05+0.0014579i,-0.00017882+0.0018059i,-0.00095924+0.0019875i,-0.0010866+0.0015714i,-0.0010133+0.00064793i,-0.00088306-0.00045725i,9.3994e-05-0.00090126i,0.00078762-0.00012614i,0.00013731+0.00042177i,-0.00037365+0.00010087i,0.00011205+0.00011545i,0.00085612+0.00026337i,0.00082702+0.00024016i,0.00024621+0.00016699i
-0.00037195-0.0015143i,-0.000604-0.00074358i,-0.0018134-0.00039304i,-0.0019252-0.00067137i,-0.0015808-0.00052045i,6.0721e-05+0.00036566i,0.0004548+0.0013497i,-1.8539e-06+0.0012954i,0.00016255+0.00077119i,0.00081395+0.00030928i,0.00098647+0.00012304i,0.00022244+0.00035018i,-0.00039066+0.00028781i,-0.00031028-0.00038836i,0.0001428-0.00066877i,0.00056842-0.00079189i,0.0010504-0.000709i,0.00056764-0.00036351i,-0.0010591-0.00050364i,-0.0018925-0.00056568i,-0.0005966-0.00033534i,0.00026531-7.5824e-06i,0.00018324+0.00028635i
-0.0027338+0.0019547i,-0.0014487+0.0015818i,-3.2382e-05+0.0020461i,0.0013228+0.00092712i,0.0014923-0.00038515i,0.0010681-0.00011231i,0.00041263-0.00014534i,0.00017042-3.0327e-05i,0.00066059-9.5991e-05i,0.0012874-0.00028173i,0.00067549-0.0011246i,0.00043227-0.0014314i,0.00077358-0.00062618i,0.00051962-0.00030527i,0.00010004+0.00041145i,-0.00038085+0.0013463i,-0.0006056+0.00099417i,-0.00039196+0.00032531i,-1.2243e-05-0.00025832i,0.00055703+0.00010282i,0.00078707+0.00029553i,0.00059971+3.5707e-05i,0.00026108+0.00044561i
-7.8597e-05-7.4698e-05i,-0.0003882+0.00075666i,-0.0018739-0.00051161i,-0.0013269-0.0027134i,-0.0012501-0.0023589i,-0.0010212-0.00049254i,3.8453e-06+0.0005413i,0.00042556-0.0001128i,0.0003187-0.0002749i,0.00061122-9.564e-05i,0.00070709-0.00015447i,0.00048488-0.00016713i,0.0003514+0.00055331i,0.00061617+0.0014504i,0.00066117+0.0021013i,0.00026806+0.0025136i,-0.00042213+0.0013583i,-0.0011907+9.26e-05i,-0.0013138+6.7423e-05i,-0.0012231+0.00024399i,-0.0012892+2.3794e-05i,-0.00098771-0.00018609i,-0.0010271-0.00018813i
0.00079746-0.0012996i,0.0013012-0.0014359i,0.00063122-0.0032313i,0.00047842-0.0040059i,-0.00019457-0.0029166i,-0.00070336-0.00086607i,-4.8903e-05+0.00043773i,0.00037537+0.00023597i,0.00058402-0.00045373i,0.00035813-0.00020264i,-0.00025374+0.00060819i,-0.00079646+0.001395i,-0.001174+0.0012993i,-0.0017315+0.00020064i,-0.0016342-0.00042565i,-0.0011124-0.0005746i,-0.00052017-0.00066055i,-1.2687e-05+1.8573e-05i,-0.00040285+0.00052633i,-0.00055364+0.00041221i,-0.00025606+0.00019519i,-0.0003938+0.00036322i,0.00031535+0.00051295i
-0.0054615+0.00082851i,-0.0039702+0.0019653i,-0.0036568+0.0037436i,-0.0021488+0.0038388i,-3.014e-06+0.0022016i,0.00075906+0.00078132i,0.00043768+0.00030455i,0.00081114+0.00048538i,0.0018825+0.0014158i,0.002529+0.0014032i,0.0013487+0.00058869i,0.00055681-1.1194e-05i,0.00055487-9.8414e-05i,-2.1503e-05-0.00094372i,0.00053366-0.0016959i,0.0015887-0.0013145i,0.0016332-0.0010228i,0.00071494-0.0005105i,-0.00034074+0.00079726i,-0.00017833+0.00093048i,0.00037529+0.00054169i,0.00082459+0.0005636i,0.00049956+0.00037516i
0.0017964-0.0019154i,0.00076566-0.002682i,-0.00046946-0.0040808i,-0.001334-0.0046776i,-0.0012578-0.0044054i,-0.001084-0.0026554i,-0.00073744-0.0012353i,0.00018718-0.00086832i,0.0010665-0.00091015i,0.0013634-0.0006588i,0.00096689-0.00054765i,0.00054122-0.00025161i,6.1085e-05-4.5192e-05i,0.00028358-0.00032872i,0.0012106-0.00011081i,0.0014801+0.00077232i,0.00074987+0.0012293i,-0.00035673+0.00074413i,-0.00062959+0.00038116i,-0.00089182-4.9597e-06i,-0.0010497+4.3157e-05i,-0.0011633+0.0007531i,-0.00076345+0.0013111i
-0.00011413-0.00096057i,-0.00073485-0.0011004i,-0.00083911-0.0027498i,-0.00071598-0.0032505i,-0.00083011-0.0017464i,-0.00028182+0.00058922i,0.00085464+0.00084361i,0.0014096-2.8317e-05i,0.0014457-0.00064635i,0.0011088-0.00055858i,0.00087725+1.753e-05i,0.00099711+0.00062227i,0.0011921+0.0008534i,0.00052319+0.00079842i,-0.00023632+0.00059414i,-0.00019067+0.00071069i,-0.00027062+0.001123i,-0.0007024+0.0014641i,-0.00096123+0.0013255i,-0.0011053+0.00078992i,-0.0010368+0.00013464i,-0.0009393-0.00016096i,-0.00036315+0.00015548i
0.0017883+0.00098827i,0.0024095+0.00094512i,0.0029548+0.00011522i,0.0019694-0.00183i,0.0014226-0.0025237i,0.00076974-0.00099965i,0.00040388+0.00068798i,0.00085097+0.00094731i,0.00092807-0.00017662i,0.0013172-0.0011037i,0.00064389-0.0012545i,-0.00084233-0.00075036i,-0.0013891+6.4698e-05i,-0.001385-0.00032504i,-0.001537-0.00090425i,-0.0020253-0.0007153i,-0.0018195-0.00035127i,-0.0013542-7.5232e-05i,-0.00038829-7.1585e-05i,0.00057656+8.1496e-05i,0.0005137+0.00035322i,-0.00017448+1.7054e-05i,-0.00057729-0.00087841i
-0.0027072-0.00028268i,-0.0025332+0.0003231i,-0.0028702+0.00032414i,-0.001543-0.00050414i,0.00014986-0.00072193i,0.0010858-0.00076575i,0.0014501+0.00011833i,0.00072383+0.0013563i,8.4024e-05+0.0011762i,-0.00016331+0.0001846i,-0.00065201+0.00038867i,-0.0006454+0.0010949i,0.00010033+0.00091554i,-0.00042117-5.8135e-05i,-0.00071136-0.00056738i,0.0002159-0.00076876i,0.00042322-0.001153i,-0.00010449-0.00073762i,-0.0005972-0.00011355i,-0.00057436+0.00030368i,-0.00016153+0.0010342i,-3.0448e-05+0.0010695i,-0.00013008-4.4202e-05i
-0.00094817-0.0016159i,-2.4697e-05-0.0021434i,-0.00081188-0.0029445i,-0.0020171-0.0032066i,-0.0014376-0.0019149i,-0.00073629-0.00055034i,-0.00033765+0.00023205i,0.00032371+0.00039521i,0.00061149-0.00012809i,0.00086129-0.00016815i,0.0002809+0.00011674i,-0.00026285+0.00024376i,5.5689e-05-0.00018933i,0.00043784-0.00070089i,0.00094449-0.00072408i,0.0015619-0.00052711i,0.0013425-0.00024898i,0.00052125+1.3021e-05i,-0.00049773+0.00035311i,-0.0015879+0.00082597i,-0.0014288+0.0011259i,-0.0012689+0.00056145i,-0.00095721+0.00043613i
0.00051743-0.0028117i,-0.00010048-0.0028134i,-0.0013586-0.0041779i,-0.0025257-0.0034505i,-0.0036889-0.00093748i,-0.0031029+0.0013881i,-0.00113+0.0019197i,0.00049143+0.0012264i,0.00051443+0.00046982i,0.00034668+0.00035632i,0.0004937+0.00076127i,0.00036817+0.00071241i,0.00027983+0.00047104i,0.00068637+0.00078549i,0.001115+0.001467i,0.00065442+0.0012609i,0.00071767+0.00048752i,0.00053282+0.00018368i,0.00027959-0.00023027i,-0.00035843-3.7756e-05i,-0.00037835+0.00049623i,0.00021918+0.00038069i,-0.00032519+0.00041i
-0.00010373-1.4119e-05i,2.7596e-05+0.00062149i,-0.00010622-0.00065099i,1.2231e-05-0.0017755i,0.00065512-0.0019927i,0.0013051-0.0014982i,0.0010732-0.0013369i,0.0011503-0.00053228i,0.001255+0.0001251i,0.0011233-9.8501e-05i,0.00098291+0.00065991i,0.00055002+0.00072408i,0.00084083+0.00044593i,0.0011366+0.0012556i,0.00026609+0.0015119i,-0.00050579+0.00080537i,-0.0013143+0.00013585i,-0.0015326-0.00043992i,-0.0014809+0.00010988i,-0.00094191+0.00076855i,-0.00039725+7.2103e-05i,0.00017389-0.00067775i,0.00075532-0.0011105i
-2.7582e-05+0.0016423i,-0.00015336+0.0013078i,0.00054111+0.00034952i,0.001205-0.0011709i,0.00016619-0.0023241i,-0.00027886-0.0018567i,0.00047229-0.00048938i,0.00062723+0.00042401i,0.00063957+8.7362e-05i,0.0008671-0.00068935i,0.00044721-0.00067453i,-0.00071451-0.00082253i,-0.0018573-0.00086512i,-0.00178-0.00058248i,-0.0011054-0.00020305i,-0.0006496-0.00043869i,8.4448e-05-0.00069292i,-0.00037721-0.00082742i,-0.00084279-0.00023025i,-0.00094782+0.00056074i,-0.00077776+0.00024057i,-0.00057149-8.7608e-05i,-0.00084118-0.00017646i
-0.0021859+0.0010484i,-0.0015532+0.00079522i,-0.0007039+6.9914e-05i,-2.6251e-05-0.0006181i,-5.6123e-05+0.00025924i,-4.0856e-05+0.0018974i,-0.00029393+0.0017636i,0.00013308+0.00048654i,0.00071365+6.1965e-05i,-0.00013583+0.00021269i,-0.00073586-0.00029747i,-0.00067675-0.00094621i,-0.00080295-0.00043999i,-0.0010578-0.00073729i,-0.00082827-0.0017288i,-1.8427e-05-0.00095278i,-0.00030487+5.5669e-05i,-0.00078392+0.00063927i,-0.00054486+0.0010419i,-0.00016015+0.00055953i,-0.00031895+0.00078398i,-0.00042834+0.00091994i,-0.00060885+1.6019e-05i
0.00034272-0.00063636i,0.00057022-9.5399e-06i,8.091e-05-0.00048158i,-0.0010326-0.0013946i,-0.0015727-0.0019044i,-0.0004136-0.0014882i,0.00033094-0.00049704i,0.00018757+0.00029429i,0.00061359+0.00082427i,0.0015813+0.00093379i,0.0008367+0.00066902i,0.00014889-0.00010659i,0.00095966-0.00094505i,0.001969-0.001148i,0.0020326-0.00021288i,0.0015412+0.00023357i,0.00066359+0.00017108i,9.2767e-05+0.00074783i,-0.0001361+0.00069592i,-9.8878e-05+8.3026e-06i,-1.219e-05-0.00082009i,-0.00069486-0.0011732i,-0.0014676-0.001184i
-0.0052788+0.0013314i,-0.0052133+0.00094319i,-0.0045634+0.0016313i,-0.0020562+0.0018693i,-0.00065189-0.00012502i,-0.0004618-0.0012534i,0.00012961-0.00068477i,0.00020012+4.4067e-06i,0.0001503+0.00027478i,0.0010858+0.0001332i,0.0013679-0.00015809i,0.0008595-0.00065641i,0.00078355-0.00056463i,0.0014963+0.00028374i,0.0015037+0.00041445i,0.00097749+1.8643e-05i,0.00044328-0.00010911i,-0.0001409+0.00029549i,-0.0010137+0.00045248i,-0.00052179+2.9893e-05i,-0.00015068+4.6387e-05i,-0.0003427+0.00073816i,0.00026589+0.00084069i
7.7153e-05-0.00089019i,0.00026235-0.00079923i,0.00038294-0.0021266i,-7.4059e-05-0.0027444i,-0.00075243-0.0023239i,-0.00071369-0.0010497i,-7.2613e-05-9.1101e-05i,0.00066766+0.00050784i,0.00076308+0.00072702i,0.00065347+0.00036186i,7.9978e-05+0.00060039i,-0.00069394+0.00049111i,-0.00090616+0.00082782i,-0.00096757+0.0016139i,-0.00068592+0.0020125i,-0.00042373+0.0016441i,0.00023238+0.00082592i,0.00050411-3.6872e-05i,-9.3413e-05-0.00039126i,-0.00041555+0.00018779i,-9.4569e-05+0.0003453i,-3.9992e-05-2.287e-06i,0.00067835-0.00062372i
0.0010529-0.00094988i,-0.00013784-0.0014263i,-0.0012379-0.0016235i,-0.0021271-0.0019795i,-0.0020264-0.0027672i,-0.0014403-0.0015945i,-0.00070382+0.00043488i,0.00066396+0.0011189i,0.001378+0.00072668i,0.00040486+3.2398e-09i,-0.00095084-0.00032041i,-0.0015634-0.00015773i,-0.0010191+0.00012406i,-0.001046+0.00034904i,-0.0012149+9.4378e-05i,-0.00085661-1.2352e-06i,-0.00036184+0.00082384i,-0.00039917+0.0011306i,-0.00094307+0.00011721i,-0.00029707-0.0001001i,-0.00044116+6.6496e-05i,-0.0013466+0.00023631i,-0.001601-1.2271e-05i
0.00042475-0.0013701i,0.0011992-0.00078669i,0.00069128-0.00078677i,-0.0009479-0.0013779i,-0.0010231-0.0015994i,0.00065866-0.0012116i,0.0014379+0.00015271i,0.00095874+0.0010152i,0.00060628+0.00026159i,0.00067627-0.00059806i,0.00077218-0.0007409i,0.00077079-0.00050698i,0.0014843-0.00048648i,0.0018336-0.0010385i,0.0013712-0.0012538i,0.0005101-0.0010204i,0.00036746-0.00084167i,0.00074277-4.7778e-05i,0.00025185+0.0016045i,-0.00064694+0.0015326i,-0.0010212+0.00058013i,-0.0016449+0.00067201i,-0.0015432+0.0014017i
-0.0036006-0.0024134i,-0.0026556-0.0027447i,-0.0033097-0.0021693i,-0.003207-0.0016111i,-0.0021526-0.00083949i,-0.001564-5.4328e-05i,-0.00036103-0.00049654i,0.0011507-0.0012077i,0.0009821-0.00086774i,0.00063502+0.00033817i,0.0017227+0.00083584i,0.0024627+0.00025219i,0.0024375+2.2486e-05i,0.0023299+0.00018485i,0.0021729+0.00040184i,0.0017016+0.00052212i,0.0006644+9.2226e-05i,-0.00033694-0.00068906i,-0.000403-0.0004237i,1.4708e-05+0.00026398i,4.2845e-05+0.00047015i,0.00028934+0.00072998i,0.00050255+0.00069645i
0.00104+0.0020301i,0.0011632+0.00095403i,0.0021925+0.0006336i,0.0021943-0.00077006i,0.0013756-0.0020346i,0.00054572-0.00097385i,-0.00020739+0.0011205i,0.00016958+0.0010728i,0.0005525+2.6934e-05i,0.00026116-0.00044939i,0.00024577-0.00083426i,-0.00018319+9.5023e-05i,-0.001604+0.00042945i,-0.0017312+0.0012148i,-0.00090513+0.0019827i,0.00022352+0.00098468i,0.00013062-0.0004306i,-0.0003016-0.00088616i,-0.00060659-0.00027517i,-0.00055177-5.9968e-06i,-0.00020261-0.0007313i,-0.00011771-0.0011134i,0.00045583-0.0011908i
-0.0038754-0.00014094i,-0.0043214+0.00025667i,-0.0043908+0.0011156i,-0.0033433+0.0013678i,-0.0018985+0.0010587i,-0.0010099+0.00021561i,0.00053042+0.00022647i,0.0011374+0.0011417i,0.00031302+0.0015133i,0.00031335+0.0013687i,0.00066163+0.00091563i,-1.6027e-06+0.0010297i,-0.0015379+0.0014122i,-0.0022291+0.0016351i,-0.0011267+0.0011664i,0.00081931+0.00020826i,0.0014004-0.00011843i,0.00050625+2.5439e-05i,-0.00014513+0.00013812i,-0.00079626+0.00038426i,-0.00090336+0.00021535i,-0.00067109-0.00019845i,-0.00035216+0.00083019i
-0.00064598+7.5769e-05i,-0.00068097-0.00045167i,-0.00078325-0.00096288i,-0.00087441-0.0017787i,-0.001115-0.0022564i,-0.00028377-0.0016141i,-1.7969e-05-0.0005222i,-7.0776e-05+0.00016346i,-3.5577e-05+0.00044304i,-0.00010178+9.2149e-05i,0.00014476-0.0010589i,0.00096297-0.0016982i,0.0015827-0.001438i,0.0011247-0.0012628i,0.00011641-0.0010623i,-2.7532e-05-0.00049299i,-0.0001717-0.00025341i,-0.00094131-0.00057075i,-0.00080917-0.00046104i,-4.8205e-06+0.00039522i,-5.1714e-05+0.00075079i,-0.00044229+0.0010494i,-0.00025922+0.0011487i
-0.0013657-0.001151i,-0.0014939-0.00094909i,-0.0018168-0.0012338i,-0.0011132-0.0020285i,-0.00020416-0.0017663i,0.00046992-0.00084196i,0.00058026+0.00026163i,0.000449+0.00033663i,0.0008254-0.00026019i,0.0005826+0.00015735i,0.0005385-8.9721e-05i,0.0013178-0.0004821i,0.0020888-0.00052068i,0.0032367-0.00027954i,0.0027832-0.00063075i,0.00091397-0.00036704i,0.00034621+9.0685e-05i,0.00040515-0.00061411i,-1.0353e-05-0.00053432i,-0.0010809-0.00011924i,-0.0012909-0.00034657i,-0.00048056-0.00036487i,6.3355e-06-0.00055852i
0.000207+0.002042i,0.0013451+0.00070636i,0.0024047+2.3069e-06i,0.0018425-0.0010893i,0.00077455-0.0022966i,0.00019709-0.0010696i,0.00023631+0.0008144i,0.00052426+0.0014788i,0.0013229+0.0016879i,0.0014425+0.0014812i,0.0002704+0.00090686i,-0.00011681+0.00019451i,0.00050219+0.0001973i,0.00081803+0.00077205i,0.00015798+0.0011193i,-0.0002968+0.00064264i,-0.00050529-0.00082193i,-0.00079684-0.0023843i,-0.0012666-0.0027228i,-0.0021883-0.0016698i,-0.0023732-0.00057778i,-0.0018921-0.00066945i,-0.0011906-0.00037059i
-0.0021678+0.0027511i,-0.0025449+0.003129i,-0.0019982+0.0033383i,-0.00015141+0.001989i,0.00062948+0.00010741i,0.0013221-0.0012507i,0.0012178-0.00055406i,0.0012684+2.8455e-05i,0.0015545-0.0003913i,0.0010391+0.00016955i,9.565e-05+5.8556e-05i,-0.0004744-0.00013233i,-0.0019605+0.00031962i,-0.0030085+8.6858e-05i,-0.0013529+0.00047611i,0.00027833-0.00044024i,0.00087629-0.001916i,-0.00018964-0.0014429i,-0.0011207-0.00066447i,-0.00041106-5.1233e-05i,0.00065487+0.00040683i,0.0011061+0.0015457i,0.001145+0.0021505i
