-0.0021304+0.00060039i,-0.0022704+0.00077269i,-0.0018986+0.0011551i,4.9498e-06+0.0011536i,0.00074687+0.0016587i,0.00036302+0.0024926i,0.00075956+0.0030264i,0.0016998+0.0021013i,0.001355+0.0010778i,0.00021221+0.00063592i,0.00052884+0.00014078i,0.00089069-1.2687e-05i,8.1519e-06-0.0001641i,-0.0003322-0.00021204i,-0.00040479+0.00015785i,-0.00081669-4.5558e-05i,-0.00091293-0.00031692i,-0.00023739-0.00035019i,-8.2829e-05+0.00031234i,-0.00012933+0.0011932i,-0.00063499+0.00087518i,-0.00068921+0.00036814i,0.00028749+7.9705e-05i
0.00057988-0.00019705i,0.0012707-0.00092963i,0.0019468-0.00074518i,0.00092744+0.00014665i,-0.00033101+0.00096923i,2.0211e-05+0.0014894i,0.00075037+0.0012034i,0.00036398+0.00090294i,-0.00026671+0.00031871i,-0.0010145-6.9377e-05i,-0.00097386-2.7826e-05i,6.132e-05+3.2436e-05i,0.00056219-0.00010541i,9.2266e-05-0.00016927i,-0.00024684-0.00034561i,-0.00034882-0.00061357i,-0.00052077-0.0010773i,-0.00057281-0.0015611i,-0.00056293-0.0008466i,-0.0010273-0.0002264i,-0.0011048-0.00049491i,-0.00047986-0.0012332i,5.8771e-05-0.0006087i
-0.0026404-0.0014451i,-0.0021478+5.7054e-05i,-0.0015868+0.0021917i,1.6658e-05+0.0032245i,0.00090648+0.0034455i,0.0011152+0.0025758i,0.0015927+0.001434i,0.00054981+0.00096314i,-0.0014321+0.00071548i,-0.0018026+0.00016988i,-0.00089965-0.0001543i,0.00012428-0.0003363i,0.00031718-0.00052395i,0.00015543-0.00089127i,0.00055809-0.0012509i,0.00028064-0.00045991i,-0.00022081-0.0004088i,-0.00044414-0.00035009i,-0.00067399+0.0010412i,-0.00086859+0.0013512i,-0.00080077-2.9381e-05i,-0.00071472-7.3161e-05i,-0.0010934+0.00048405i
0.0014834+0.0010796i,0.0023143+7.9894e-05i,0.0030424-0.00079389i,0.0020358-0.0018271i,0.00090452-0.0024148i,0.0012875-0.00095099i,0.0013209+0.00070569i,0.00028098+0.0004285i,-0.00072855+0.00022388i,-0.00064398+0.00016022i,-0.00063059+3.5571e-05i,-0.0002923+0.00053368i,-0.00042842+0.00090784i,-0.0010383+0.0010602i,-0.00058217+0.0013049i,0.00059675+0.0014778i,0.0009644+0.0011356i,0.00061051+0.00021732i,0.00092332-0.00025188i,0.00018971+0.00017123i,-0.00040455+0.00034799i,-0.00060394+0.00040484i,-0.0011939+0.0005409i
-0.0023693-0.001457i,-0.0026016-0.00098027i,-0.0025801+0.00062011i,-0.0018958+0.002555i,-0.0014897+0.003939i,-0.0014793+0.003484i,-0.00078737+0.0018263i,-0.00035385+0.001615i,-0.0011371+0.0014799i,-0.0018657+0.00071532i,-0.00098692+0.0005812i,-4.5241e-05+0.00052482i,-0.00018029+0.00023497i,0.00042185+6.5739e-05i,0.001413+0.0003256i,0.0013757+0.0005781i,0.00074943+0.00012117i,0.00061087-0.00017063i,0.00078419-0.00023709i,0.00036737-0.00016038i,0.00021796+0.00015959i,-0.00017765+0.00091923i,-0.0010386+0.0012582i
0.0018714+0.0025509i,0.0037937+0.0024276i,0.0044284+0.00222i,0.0036414+0.002105i,0.0029843+0.0012197i,0.0024513+0.00032812i,0.0021418+0.00051911i,0.0012035+0.0011824i,-0.00020245+0.00090837i,-0.0010757+0.00046546i,-0.00087511+0.00030752i,-3.7559e-05+9.0797e-06i,0.0003706+0.00031934i,6.3062e-05+0.00088518i,-0.00019348+0.00083982i,8.2219e-05-2.2078e-05i,-0.00016341-0.00062383i,-0.0004071-0.0012018i,0.00010071-0.0011006i,0.0009773-0.00028956i,0.0011583+0.00017452i,0.00016624-5.4598e-05i,-0.0004128-0.00078515i
0.00048404-0.0019733i,-0.00023159-0.0016637i,0.00015038-0.00079221i,0.00071248-0.00048628i,0.0010371+0.00074224i,0.00018069+0.0011484i,-0.00045199+0.00056793i,-0.00047771+0.00017792i,-0.0011225-0.00038238i,-0.0013726-0.00041697i,-0.00098102+0.00029618i,-0.00062064+0.0010409i,-0.00028903+0.00070572i,-0.00025042+0.00019426i,-0.00070065+0.00046699i,-0.0010802+0.00040177i,-0.00072598+0.00013338i,8.7944e-05+4.7702e-05i,8.1491e-05-2.8868e-05i,-0.00051981-0.00014319i,-0.00051543-0.00043084i,-0.00034534+0.00041618i,-6.7653e-05+0.0010728i
-0.00097609+0.001125i,-0.00015293+0.0021707i,0.00053192+0.0033923i,0.00053269+0.0030045i,0.00080028+0.0025539i,0.0013322+0.0020583i,0.00068075+0.0015178i,4.5386e-05+0.0010611i,-0.00062239+0.00034693i,-0.001221+2.5258e-05i,-0.0011096+0.00037737i,-0.00045901+0.0008735i,-0.00030855+0.0015628i,-0.0002829+0.0016849i,0.00017292+0.0018336i,0.00029658+0.001461i,9.1386e-05+0.00022004i,0.00037004-0.00012185i,0.00021548+0.00046898i,-5.032e-05+0.00099439i,5.0552e-05+0.0010442i,3.6832e-05+0.0001653i,0.00013572-5.3606e-05i
0.00079349+0.00071306i,0.0012237+0.00033788i,0.0018265-0.0011396i,0.0011877-0.00142i,0.00044864-0.00022256i,0.00096825+0.00060436i,0.0018182+0.0011257i,0.0010573+0.00090073i,-0.00072532+0.00032685i,-0.00077388+0.000141i,3.2201e-05+0.00018645i,-0.00015347+0.00078901i,-0.00014456+0.00046698i,0.00042364-0.00062536i,-0.00020826-0.00073547i,-0.0005681-0.00042859i,0.00038704-0.00035576i,0.00086247-0.00026119i,0.00098265+0.00061637i,0.00064784+0.00048627i,-3.987e-05+0.0002006i,-0.00074659+0.00015211i,-0.00070517+0.00026302i
-0.0016948-0.0017088i,-0.0012851-0.00067472i,-0.0020925+0.00032717i,-0.0026153+0.0013146i,-0.0017335+0.0028862i,-0.00038262+0.0035157i,0.00030043+0.002112i,8.955e-05+0.00078365i,-0.00076179+0.00056008i,-0.00077015+0.0009515i,-0.0003631+0.0014613i,-7.8571e-07+0.001363i,0.00070373+0.00087252i,0.0010663+0.00074481i,0.00097655+0.00065819i,0.0010489+7.8333e-05i,0.00059458-9.1014e-05i,-5.5477e-05-0.00012589i,-0.00021377-0.0003464i,-3.7061e-05-0.0010349i,-0.0002341-0.00023914i,-0.00065154+0.00072836i,-0.00078925+0.00063894i
-0.00031068+0.001642i,0.00078344+0.0021934i,0.0025294+0.0022985i,0.0030202+0.0015671i,0.0026462+0.0019081i,0.0023996+0.0017777i,0.0012515+0.0010525i,-2.4575e-05+0.00032576i,-0.0011219+0.00042096i,-0.0014445+0.0010574i,-0.0012391+0.0007455i,-0.00050453-0.00020219i,0.00013484-0.00015614i,5.1932e-05+0.00081805i,-9.9514e-05+0.00075847i,-3.4734e-05+0.00010488i,0.00045596-0.00034278i,0.00068331-0.00067565i,0.00043306-0.00021072i,0.00013362-0.00026107i,0.00018627-0.00074373i,2.3586e-05+0.00013403i,-0.00017324+0.00034602i
0.00082879-0.0002367i,0.0013147-0.0006063i,0.0010599-0.0015109i,0.00054091-0.00037603i,0.00034482+0.00052667i,0.00099082+0.0013224i,0.0011101+0.0020843i,-9.3909e-05+0.00095539i,-0.00092758+0.00013674i,-0.0014377+0.0010553i,-0.0015785+0.0015257i,-0.0006224+0.0011044i,-7.2339e-05+0.0009333i,-0.00029218+0.00048801i,3.1619e-05+0.00021243i,-8.7777e-05-0.00012515i,-2.0329e-05-0.00051623i,0.00013979-0.0010159i,-0.00063178-0.0012162i,-0.00069554-0.0006787i,-0.00079242-0.00051872i,-0.0012962+0.00017715i,-0.0010557-2.5816e-05i
0.00014323-0.00064844i,-0.00084803-0.00055158i,-0.0014317+0.00037163i,-0.00033925+0.0017267i,0.00052969+0.0020243i,-0.00027188+0.0016772i,-0.0007394+0.0011657i,-0.00023927+0.0010337i,-0.00084084+0.00089566i,-0.0010904+0.00056176i,4.4526e-05+0.00088697i,0.0006157+0.0019213i,0.00040648+0.002691i,0.00010931+0.0020489i,0.00096054+0.00071558i,0.002356+0.00050698i,0.0020051+0.00055881i,0.00058856+0.00054652i,-9.6148e-05+0.001154i,-0.00084666+0.00090785i,-0.00082113-3.7716e-05i,-0.00010206-0.00050179i,0.00044801+2.9521e-05i
-0.00059752-4.7208e-05i,-0.00073671-9.738e-05i,0.00080233-0.00035006i,0.0015407+0.00024082i,0.0010847+0.0010871i,0.00070456+0.0017764i,0.00032628+0.0015274i,0.00019485+0.00096365i,0.00026917+0.0012546i,0.00015903+0.00095939i,7.9453e-05+0.00046705i,0.00059932+0.00044688i,0.0002591+0.00039317i,-1.5221e-05+0.00068262i,0.00038213+0.001153i,0.00061873+0.00049746i,0.00073645-0.00028827i,2.9699e-05-0.000491i,-0.00030457-0.00039839i,-8.772e-05-2.2325e-05i,-0.000228+9.3204e-05i,0.00014203+0.0005403i,4.5061e-05+0.00042297i
-0.0015788-0.0011342i,-0.0022291-0.00095726i,-0.0025949+0.00095154i,-0.0014863+0.0025925i,-0.0010696+0.0037776i,-4.8468e-05+0.0033978i,0.00082672+0.0022011i,0.00028012+0.00088618i,-0.0005935-0.00045002i,-0.0015824-0.0010079i,-0.0016946-0.00085568i,-0.00078321-0.00066854i,0.00032591-0.0006214i,0.0012878-0.00011792i,0.0018685+0.00019203i,0.0010609-0.00076854i,-0.00029003-0.0017372i,-2.8624e-05-0.0015519i,-9.804e-05-0.00035878i,-0.00034135+0.00082863i,0.00014693+0.0011145i,0.00079021+0.00083705i,0.0002952+0.00030069i
-0.00093119+0.0013274i,-0.00076623+0.00090686i,-8.6518e-05+8.4726e-05i,0.00067805+0.00045802i,0.00081974+0.0015714i,0.0010086+0.0016891i,0.0011437+0.0010393i,0.00079941-0.00030504i,-0.00017197-0.0013936i,-0.0017081-0.0006156i,-0.0016219+0.00075954i,-0.00036382+0.00079853i,0.00032501+0.00021097i,0.00040182-0.0010355i,0.00030778-0.0014568i,0.00028293-2.1439e-06i,0.00067671+0.0010136i,-0.00010162+0.00079231i,-7.3066e-05+3.5344e-05i,0.00016307+0.00028302i,0.00067574+0.00069661i,0.00067489+0.00051153i,-0.00030254+0.00065828i
0.00084416+0.001048i,0.0013912+0.00040807i,0.0015505+0.00023415i,0.0027651+0.00096077i,0.003031+0.001511i,0.0015581+0.0011064i,-0.00031103+0.00047362i,-0.0017427-0.00010852i,-0.0019492-0.00032551i,-0.0025873+0.00043678i,-0.0023532+0.00086016i,-0.0011638+5.6759e-05i,-0.00063673-0.00044695i,-0.00038873-0.00029595i,-0.00030266-0.0001162i,0.00022697-0.00049626i,0.00086484-0.0005791i,0.00055312-0.00036322i,-1.3428e-05-4.6685e-05i,0.00040195+0.00071499i,0.00068517+0.00089826i,0.00020068-7.8747e-05i,6.1547e-05-0.00026034i
-0.00094152+0.00030737i,-0.0011659+0.00085729i,-0.0009254+0.0021042i,0.00039393+0.0029037i,0.0012172+0.0031575i,0.0011464+0.0028386i,0.00081972+0.0022351i,-2.9577e-05+0.0012157i,-0.00062144+0.00054605i,-0.00058686+0.0012318i,-0.00066763+0.00092828i,-0.0004345+0.00042496i,-0.00059573+0.00048649i,-0.00097301+0.00044751i,-0.0011248+0.00026971i,-0.0011413-0.00040284i,-0.00017874-0.0011522i,0.00067858-0.0015271i,0.00033163-0.0014012i,-0.00032711-0.00058443i,-0.00048594+0.00019323i,-0.00043026+0.00081927i,-0.00053268+0.00044675i
-0.0009933+0.0010753i,-0.00088995+0.0010682i,0.00045564+0.0018261i,0.00054933+0.0022258i,0.00021319+0.0018857i,0.00052875+0.00060335i,0.00015712-7.9444e-05i,-0.00055435-3.1085e-05i,-0.00071929+0.00071822i,-0.00040642+0.00086837i,-0.0002798+0.00048898i,-0.00013783+0.00064428i,0.00035412+0.0004165i,-0.00038104-0.00018272i,-0.00055847+0.00022165i,0.00066338+0.0011953i,0.0018883+0.00078352i,0.00097071-2.0682e-05i,-0.00026991-8.1169e-05i,-7.7458e-06-0.00051344i,0.0001242-0.00010902i,-0.00051073+0.00029543i,-0.00052661-0.0002809i
-0.0013332+0.0019684i,0.00030905+0.0031221i,0.00099101+0.0037574i,0.0019088+0.0029375i,0.0026165+0.0015954i,0.0021507+0.0011244i,0.0014497+0.0011364i,0.0010606+0.00042678i,0.00012965+0.00025099i,-0.0011915+0.0010465i,-0.0013971+0.0014397i,-0.00067479+0.00088376i,-0.00014959+0.0011648i,-1.3228e-05+0.0010283i,0.00065422+0.0002564i,0.0010878-3.4584e-05i,0.00064012-0.00059081i,0.0006683-0.0012274i,0.00060224-0.00084797i,0.0005104-0.00065715i,0.00074808-0.00057754i,4.7369e-05-0.00019064i,-0.00027223+0.00022809i
-3.1778e-05-0.00017739i,8.8787e-05+0.0013583i,0.00018275+0.001908i,-0.00047469+0.0015963i,-6.2643e-05+0.0015508i,0.0011186+0.001942i,0.0012818+0.0013791i,0.00020048-0.00069284i,-0.00083285-0.001812i,-0.00148-0.0012624i,-0.0012076+1.772e-05i,-0.00024464+0.00076857i,0.00018812+5.832e-05i,0.0012098-0.00087777i,0.0018335-0.00098981i,0.00098651-0.00066785i,0.00038855-0.00052512i,0.00041268-0.00031453i,0.00023926+0.00017094i,-0.00044865-0.00030287i,-0.00038545-0.00089037i,0.00028421-0.00017205i,0.00032727+0.00051863i
-0.0022168+0.00054776i,-0.0021192+0.0015737i,-0.0010156+0.0030112i,0.00057451+0.0034829i,0.00097762+0.0033036i,0.00057923+0.0035421i,0.00021392+0.0020271i,-0.00064017+0.00079355i,-0.0015239+0.00081457i,-0.0015313+0.00082004i,-0.00087323+0.00083199i,-0.0010185-9.2766e-05i,-0.00083093-0.0010774i,7.0034e-06-0.0012548i,0.00034915-0.00071224i,9.9029e-05-0.00030646i,-0.00010602-0.0002524i,0.00021306-0.00035347i,-8.6978e-05-0.00028218i,-0.0009344+0.0001929i,-0.00053392-1.6415e-05i,0.00051172-7.8704e-05i,0.00036954-4.5809e-05i
0.00031836+0.0018344i,0.00076651+0.0018697i,0.0020901+0.0018725i,0.0029282+0.0023839i,0.0026484+0.0022104i,0.0021592+0.001258i,0.0007613+0.00077789i,-0.00075332+0.00093976i,-0.0010496+0.0012764i,-0.00027491+0.0013321i,9.3917e-05+0.0016363i,-0.00030739+0.0017273i,-0.0007428+0.0013383i,-0.0013074+0.00095628i,-0.00069054+0.00058391i,0.00016945+0.00036061i,0.00030304+0.00071626i,0.00024191+0.00024396i,-0.00076236-0.0005657i,-0.0006823-4.7318e-05i,-0.00027219+0.00043989i,-0.00089434+0.0005992i,-0.00053367+0.00066822i
0.0016248+0.0019988i,0.0012725+0.0011552i,0.00076296+0.00048155i,-0.00022265+0.00042681i,-0.00063712+0.0010841i,-3.1533e-05+0.0016417i,0.00030226+0.0020605i,0.00027962+0.0014733i,0.00049135+0.00069169i,8.991e-05+0.0005875i,-3.5439e-05+0.00023452i,-3.0181e-05+1.3854e-05i,-0.00030724+0.00020719i,0.00020638+0.00092894i,0.00077707+0.00083154i,0.00083452+0.00069861i,0.0010555+0.00085478i,0.0010569+0.0011474i,0.00084311+0.00065036i,0.00073384+0.00033467i,0.00033935+0.00046323i,-0.00034443+0.00086258i,-0.0007514+0.00075816i
0.00056944+0.00065868i,0.001383-0.00055352i,0.0016817-0.0020838i,0.0017819-0.0010774i,0.0008074+0.0016918i,-3.4296e-05+0.0021215i,0.00099962+0.00060982i,0.0015148-0.00060026i,0.00029107-0.00069445i,-0.0010183-2.9343e-05i,-0.0013547+0.00049734i,-0.0010372+0.00045221i,0.00026913-6.9415e-05i,0.001466-0.00047532i,0.0019357-0.00025088i,0.0014241-0.00034524i,0.00097698-0.00029069i,0.00063769-0.00038526i,0.00072707-0.00049421i,0.00095943+0.00047012i,0.00050689+0.0005947i,2.6895e-05-0.00020468i,-0.00010686+0.00020932i
0.00068077-0.0010951i,0.00034693-0.0021124i,0.00049701-0.0017809i,0.00081043-0.00059953i,-0.00011172-0.00021274i,-0.00073482+0.00075215i,-3.0912e-05+0.00095597i,0.0001211-0.00056334i,-0.00043972-0.0012776i,-0.0010068-0.00028891i,-0.00088855+0.00095413i,-0.0002456+0.00076707i,0.00013049-0.00015855i,0.00027303-0.0002283i,5.2911e-06-0.00071163i,-5.9264e-05-0.0013038i,5.0366e-05-0.0011351i,7.0528e-05-0.00069292i,-0.00021401-0.00035822i,-0.0010242-0.00075418i,-0.00078414-0.00046814i,-0.0001356+0.00052248i,0.00027329+0.00076552i
-0.00091371-0.0013252i,-0.0010676-0.00061443i,-0.0011213+0.00037671i,-0.0005044+0.00057415i,0.0010478+0.00043165i,0.001552+0.00083786i,-0.0001868+0.00054973i,-0.0020924-6.3141e-05i,-0.0023753+0.0009252i,-0.0021091+0.0021401i,-0.0014244+0.0020042i,-0.00097287+0.0011415i,-0.0011954-0.00011671i,-0.0011652-0.00056488i,-0.0006123-0.00010742i,-8.2396e-05+0.00026523i,0.00013766+0.00030851i,-0.00011078+0.00010724i,-0.00037335+0.00018696i,-0.00011596+0.00079248i,0.00033612+0.00078685i,0.00049633-0.00011729i,0.00038143-0.00059897i
0.00019796+0.00038059i,-0.0007927+0.0012536i,-0.0011362+0.0012459i,-0.00072493+0.00097314i,-0.00039931+0.0013035i,0.00032149+0.0020905i,0.0013305+0.0021591i,0.00082573+0.001312i,-0.00061052+0.00107i,-0.00091999+0.001678i,-0.0002318+0.0011979i,-0.00047691+0.00020234i,-0.00073889-0.00032484i,-0.00014467+0.0003612i,-0.00029797+0.0011357i,-0.00043285+0.0010207i,0.00037009+0.000449i,0.00081412+0.00046625i,0.00024786+0.00068465i,-0.00084137+0.00049121i,-0.00096764+0.00046868i,-0.00047035+0.00071441i,-0.00018147+0.00059565i
-0.0013431+0.0011332i,-0.0011413+0.001152i,-0.0014042+0.0020571i,-0.00023434+0.0026229i,0.0014515+0.0024838i,0.00097963+0.0024237i,0.00016248+0.0020574i,-0.00062644+0.0016593i,-0.0012862+0.0010852i,-0.0012977+5.252e-05i,-0.00086716-0.00064489i,-0.00050651-0.00079559i,0.0012163-0.00045802i,0.0021256-6.4402e-07i,0.0014088-0.00043238i,0.0014854-0.00056741i,0.0013039-0.00022778i,0.0006633-0.00053827i,0.00044561-0.00079027i,0.0001128-0.00047261i,-0.00057288-0.00031384i,-2.6777e-05-0.00014776i,0.00036603+0.00061635i
0.00092899-0.00029445i,0.00048582+0.00061719i,7.4005e-05+0.0015568i,0.00059762+0.0025139i,0.00098493+0.0025256i,0.0009468+0.0022525i,0.00063561+0.0018131i,-5.2336e-05+0.0011837i,-4.836e-05-0.0003768i,-0.00047563-0.001074i,-0.0013645-0.00021089i,-0.00022053+0.00047635i,0.00067476+0.00020275i,0.00085855-0.00082011i,0.0006728-0.0012487i,0.00027073-0.0010263i,-0.00034414-0.0002704i,-0.00022945-0.00043737i,0.00039959-0.0009262i,0.00055421-0.00067693i,0.00024139+8.7688e-05i,0.00047982+0.00068264i,0.00085652+0.00051929i
0.001707-0.00038027i,0.0015311-0.00073053i,0.0014392-0.0020562i,0.00082281-0.0026774i,-7.4842e-05-0.0021457i,-0.00033672-0.00066055i,0.00011695-0.00019943i,8.514e-05-0.00023884i,-0.00056903-0.00035191i,-0.00098295-0.00018409i,-0.0012134+0.00071164i,-0.00045491+0.0012447i,-0.00016459+0.00062402i,-0.0005937+1.9022e-05i,-0.00053624+0.00048144i,-0.00087534+0.00076432i,-0.0010912-0.00038825i,-0.0012027-0.0011667i,-0.0010799-0.00074427i,-0.00035788-0.00023996i,6.0874e-05+0.00013202i,0.00026532+0.00019133i,0.00062378-7.4411e-05i
7.5701e-05-0.0023852i,-0.00038242-0.00055865i,-0.00096116+0.0021992i,-0.0022296+0.0035445i,-0.0018004+0.0040836i,-0.00043792+0.0046207i,6.3068e-05+0.0030364i,-9.459e-05+0.00031848i,-0.0011511-0.00069243i,-0.00080592+0.00024185i,0.00015701+0.0010882i,-3.4933e-06+0.00088907i,-0.00049493+4.8801e-05i,-0.00048625+0.00013003i,-2.7708e-05+0.0012529i,3.0601e-06+0.0018839i,-0.0005341+0.0010436i,-0.0011906+0.00032682i,-0.0011282+0.00018057i,-0.00057922+9.0119e-05i,-5.459e-05+0.00078069i,-0.00013701+0.00086301i,-0.00089189-0.0001335i
0.0018089+0.00094236i,0.0015941+0.0017524i,0.0022086+0.0020457i,0.0023476+0.0014236i,0.0016064+0.0011034i,0.00065498+0.0013205i,8.4507e-05+0.0016906i,0.00015039+0.0016164i,0.00010022+0.0010254i,-0.00030859+0.00053291i,-0.00063209+0.00054756i,-0.0010685+0.00047865i,-0.00069806+0.00068301i,-0.00023168+0.0012592i,0.001055+0.0010692i,0.002324+0.00045073i,0.0017135+0.00053579i,0.00044321+0.00077694i,-0.00039665+0.00046409i,-0.00094541+0.0004756i,-0.00077415-0.00024033i,-0.00048419-0.0007387i,-0.00051442-0.00033101i
0.0034627-0.0022632i,0.0018578-0.0033332i,0.00081314-0.0028494i,0.00082085-0.0014069i,0.0004427+3.9241e-05i,-0.00065129+0.0012726i,-0.0014942+0.0012078i,-0.00050792+5.4052e-05i,8.7205e-05-0.00093903i,-0.0010602-0.0014487i,-0.0019932-0.00061026i,-0.0012003+0.00072281i,0.0002381+0.00092825i,0.0011153+0.0006727i,0.0012572-8.9478e-05i,0.0017207-0.001203i,0.0013493-0.0017407i,0.00030427-0.0010339i,-0.00024466-0.00035112i,2.7357e-05-0.00027763i,0.00029724-3.6188e-05i,0.00012885-0.00015808i,-0.00021809+3.3556e-05i
0.0022162+0.0026656i,0.001674+0.0011211i,0.0024738-0.00020025i,0.0025175-0.00097766i,0.0016825-0.0001215i,0.00037381+0.0008788i,1.5892e-05+0.00062399i,-5.9436e-05+0.00044622i,-0.00043517-0.00028353i,-0.0010949-0.0011387i,-0.0018578-0.00073937i,-0.0012565-0.00036136i,-0.00036662-0.00033222i,-3.0818e-05-0.00070001i,9.7716e-05-0.001209i,-0.00042769-0.0014067i,-0.0008386-0.00081154i,-0.00090931+0.00013899i,-0.0011838+4.3315e-06i,-0.000567+0.00019775i,-0.00032875+0.00046576i,-0.00051035-0.00088409i,-0.00018552-0.00092064i
0.0015671-0.00021582i,-0.00013108+0.00026887i,-0.0010756+0.00042968i,-5.2667e-05+0.0012356i,0.00056267+0.0020566i,0.0019903+0.0024774i,0.0021924+0.0020764i,0.00063653+0.00090973i,-0.00090323-0.00042742i,-0.0015155-0.00027775i,-0.00089743+0.00048538i,-0.00022363+9.6977e-05i,-0.00047726-0.00031492i,-0.0012784+2.5092e-05i,-0.0013673+0.00082643i,-0.00043296+0.0016596i,0.00050322+0.0014911i,0.0011031+0.00083927i,0.0012424+0.00073662i,0.0010075+0.00066142i,-0.00021525+0.00022699i,-0.0011354+0.00029688i,-0.00074045+0.00096308i
-0.00043543+0.0021807i,2.0236e-05+0.0015715i,0.00085004+0.0008027i,0.00094618+0.00059242i,0.00042823+0.00045633i,0.00054583+0.00038561i,0.00068337+0.0007994i,0.00043414+0.00027894i,-0.00013181-0.00017092i,-0.0013368+0.00017546i,-0.0018861+0.00072985i,-0.0011679+0.00033673i,-0.00055903+0.00028411i,-0.00085936+0.0010146i,-0.00037846+0.00096842i,0.0007508+0.00082593i,0.0010345+0.00089047i,0.00038307+0.0010102i,-0.00017845+0.00087212i,-6.2509e-05+0.0011065i,-7.3996e-05+0.00042619i,-0.00032254-0.00053088i,-0.00041223-0.00022642i
-0.0023926-0.0010884i,-0.0027494-0.00011547i,-0.0028297+0.0007423i,-0.0011922+0.0018944i,-0.00020588+0.0039957i,5.6023e-05+0.0038718i,0.00096602+0.0024569i,0.001134+0.0013723i,-0.00061617+0.00096984i,-0.0015692+0.0014354i,-0.00038362+0.0014897i,0.00037908+0.0006147i,0.00051892+0.00075942i,0.00079548+0.0010262i,0.0014967+0.00016096i,0.0022947-0.00080942i,0.0016378-0.0013235i,0.00064862-0.0010531i,0.00018899-0.00059061i,-0.00042061-0.00080858i,-0.00062135+0.000158i,-0.00066591+0.0011187i,-0.00052408+0.00058056i
-0.00054505+0.0021284i,0.00019463+0.0018587i,0.00053514+0.0027167i,0.0013293+0.0033203i,0.0017289+0.003124i,0.0011034+0.0020085i,0.001189+0.0013419i,0.00045926+0.0010048i,-0.00073296+0.00088315i,-0.00036875+0.00097338i,-0.00022516+0.00069253i,-0.00045933+0.00010341i,0.00066982-7.0046e-05i,0.0014487+0.00071476i,0.00046603+0.00031413i,-0.00098812-0.00053533i,-0.0010538-0.00037416i,-0.00041219-0.00047811i,-0.00025221-0.00075801i,-0.00040821-0.00086351i,6.4797e-05-0.00091913i,0.00040298-0.00011711i,0.00030278+1.3373e-05i
-2.8817e-05-0.0007677i,-0.0004767-0.00076049i,-0.0014708+0.00023666i,-0.0011625+0.0016155i,0.00023953+0.0024998i,0.001408+0.0023101i,0.0010281+0.00094524i,-6.8719e-05-0.00020847i,-0.0011246-0.00048208i,-0.0009563-0.0012081i,-0.00015599-0.0016695i,-4.1016e-05-0.0010551i,0.00063459-0.0005237i,0.00063756-0.00035805i,0.00045694-0.00044998i,0.00096395+0.00037466i,0.0010727+0.000963i,0.00067705+0.00065323i,0.0001934+0.00025651i,-0.00032606-0.00053661i,-0.00020667-0.00050577i,0.00037911+7.3591e-05i,0.00056972-0.0002276i
-0.00079413+0.0015693i,-0.00015692+0.00087663i,0.00053616+0.0011383i,0.0015165+0.0017836i,0.0013129+0.0021897i,0.00075224+0.0023316i,0.00017101+0.00207i,-0.00067833+0.00098839i,-0.0017509-0.00042214i,-0.0022021-0.00071939i,-0.0020954-0.00049496i,-0.0013776-0.0005659i,-0.00069993-0.00091522i,0.00013504-0.00052725i,0.00059311+0.00026618i,0.00092391+0.00048112i,0.0014573+0.0011203i,0.0013707+0.0014085i,0.00084616+0.00075084i,0.00016567+0.00051459i,-0.00052331+0.00083879i,-0.00072493+0.00049455i,-0.00046996-1.1782e-05i
0.00073627-0.0013438i,0.00074756-0.0017965i,-0.00024178-0.0017261i,-0.0012077-8.352e-05i,-0.0009577+0.0015027i,0.00027211+0.002651i,0.0014632+0.0027356i,0.00084999+0.0015163i,-0.0010934+0.00041019i,-0.0026712+0.00010832i,-0.0030086+0.00071261i,-0.0017193+0.00079135i,-0.00073537+0.00073208i,-0.00078367+0.00091458i,-0.00018637-2.2659e-05i,0.0010777-0.0011891i,0.0015496-0.00099218i,0.0012814+4.1454e-06i,0.00055613+2.6036e-05i,-0.00010305-5.6651e-05i,-0.00053307+0.00043989i,-0.00097331+0.0010078i,-0.0011579+0.0011083i
2.214e-05-0.0010646i,0.00038439-0.0009327i,0.00080492-0.00020614i,0.0018112+0.00097405i,0.0019547+0.0021337i,0.0015779+0.0022912i,0.0017799+0.0012339i,0.0018069-3.0816e-05i,0.0005953-6.1183e-05i,-0.00086696+0.00060128i,-0.00083673+0.0013652i,0.0002812+0.0020705i,0.0004441+0.0021577i,-0.00020845+0.0016113i,-3.0236e-05+0.00095726i,0.00014058+0.00064489i,2.1704e-05+0.00010002i,-0.00045441-0.00047882i,-0.00067281-0.00051246i,-5.3067e-05-0.00058753i,0.00026352-0.00050022i,0.00015413-0.00029971i,0.00011455+0.00019598i
0.0023145+0.00019536i,0.0011592-0.00039897i,8.0538e-05-0.00022195i,0.00019662-0.00012613i,0.00061474-0.00013157i,-0.0003502+0.00019232i,-0.001517-0.00027972i,-0.0014727-0.0011763i,-0.00054836-0.0016917i,0.00030545-0.00078967i,0.00070038+4.4004e-05i,0.00055096+0.00052777i,0.00081269+0.00072677i,0.0013719+0.0010033i,0.0013195+0.00075397i,0.0012366+0.00058167i,0.00048695+0.00050294i,-0.00052938+0.00046621i,-0.0011953+0.00070158i,-0.0012608+0.00097507i,-7.6981e-05+0.00043266i,0.00069818+0.00015506i,0.00057117+0.0002857i
