-0.0044642-0.0005217i,-0.001994-0.0011883i,-0.0020115-0.0010094i,-0.00132+0.0014048i,-8.5163e-05+0.0030682i,0.00022098+0.0030597i,0.00013091+0.0020581i,0.0006866+0.0013484i,0.0006375+0.0012057i,0.00041944+0.00095203i,0.000637+0.00034105i,0.00047585-0.00080469i,0.00028684-0.0013542i,0.00027168-0.0010479i,0.00050493-0.00026163i,0.00054131-0.00011698i,-0.00044489-0.00092683i,-0.0012065-0.00059162i,-0.00095541+0.0006243i,-0.00047553+0.0011236i,2.527e-07+0.00070914i,-0.00017498+0.00058462i,-0.00052172+0.00084915i
-0.12213+0.31877i,-0.037886+0.16716i,0.00023113+0.024751i,-0.015121-0.026832i,-0.02828-0.020866i,-0.021823-0.0049381i,-0.0086166+0.0015081i,-0.00088298+0.0015316i,0.0005384+0.0064999i,0.0041677+0.0085119i,0.0066652-0.0028633i,-0.0050071-0.021018i,-0.029716-0.02956i,-0.046913-0.01876i,-0.043833+0.002053i,-0.027769+0.017348i,-0.013838+0.021049i,-0.0084145+0.014683i,-0.013127+0.0087954i,-0.02116+0.012596i,-0.020065+0.016549i,-0.010947+0.012599i,-0.0039958+0.0090558i
0.38585+0.039206i,0.20662+0.01333i,0.046871+0.038851i,-0.0036676+0.063493i,-0.0026111+0.056287i,0.0036803+0.031064i,0.0055787+0.011049i,0.0071329+0.0026334i,0.012202-0.0056123i,0.0064149-0.013506i,-0.012789-0.0090342i,-0.027657+0.012834i,-0.024402+0.040277i,-0.0040306+0.051806i,0.020581+0.040584i,0.034403+0.018121i,0.036203-0.0011372i,0.029629-0.010023i,0.023628-0.0086072i,0.02573-0.00375i,0.024126-0.0017126i,0.014778-0.0019546i,0.0081818-0.0021411i
-0.07199-0.40516i,-0.039201-0.22764i,0.039104-0.084573i,0.068872-0.035813i,0.047821-0.021762i,0.023311-0.013167i,0.011775-0.0074387i,0.0099819-0.0058149i,0.0037952-0.0094436i,-0.0039114-0.00086699i,0.0056619+0.017393i,0.029886+0.020962i,0.051124+0.0047665i,0.052216-0.019946i,0.031804-0.039541i,0.0043563-0.044366i,-0.01657-0.036453i,-0.02448-0.0218i,-0.021591-0.012785i,-0.018666-0.013504i,-0.01475-0.011783i,-0.0069336-0.0045724i,-0.0028925-0.0014812i
-0.38326+0.18196i,-0.22346+0.10779i,-0.11906-0.014803i,-0.087366-0.050358i,-0.05695-0.025426i,-0.030039-0.011444i,-0.017381-0.010366i,-0.010785-0.0075177i,-0.0067816-0.00031318i,0.003629-0.00017758i,0.013599-0.016569i,0.0084285-0.037878i,-0.011202-0.047738i,-0.031651-0.036208i,-0.04143-0.0099166i,-0.038099+0.014437i,-0.025161+0.025549i,-0.010075+0.021954i,-0.0017139+0.015511i,0.0016338+0.015149i,0.0049465+0.013763i,0.0058268+0.0070105i,0.004539+0.0041621i
0.33234+0.31199i,0.22501+0.18686i,0.072839+0.13173i,0.020801+0.11i,0.022192+0.062268i,0.0060156+0.024358i,-0.0096569+0.012684i,-0.011418+0.0095065i,-0.006644+0.004514i,-0.011147-0.0042111i,-0.030135-0.004835i,-0.045006+0.0089506i,-0.044469+0.028825i,-0.026913+0.041737i,0.002322+0.040942i,0.025991+0.031024i,0.03462+0.020967i,0.028568+0.01388i,0.018686+0.0069675i,0.013444-0.0018022i,0.0071411-0.0069433i,-0.00066186-0.0049873i,-0.0030052-0.0025399i
0.20654-0.38802i,0.11695-0.27739i,0.11932-0.13973i,0.1093-0.094774i,0.044443-0.075153i,0.010592-0.029661i,0.01589-1.366e-05i,0.020909+0.0014647i,0.015292-0.0041967i,0.0089829+0.0046256i,0.016257+0.025052i,0.030539+0.035815i,0.041429+0.030607i,0.042766+0.0095205i,0.031721-0.016158i,0.016902-0.033749i,0.0041473-0.041731i,-0.0037747-0.036933i,-0.007722-0.023609i,-0.011676-0.01084i,-0.0097948-0.0012238i,-0.0018851+0.0037338i,0.0014097+0.0025059i
-0.43878-0.049822i,-0.3088+0.018403i,-0.19799-0.022735i,-0.17422-0.026838i,-0.1248+0.023948i,-0.047828+0.024278i,-0.0072512-0.0054795i,0.0045341-0.013178i,0.0091018-0.0096832i,0.015473-0.012875i,0.021929-0.028475i,0.020465-0.04419i,0.011704-0.04906i,-0.0050112-0.039401i,-0.022622-0.020183i,-0.031026-0.001771i,-0.03008+0.012678i,-0.019987+0.019605i,-0.0055671+0.017641i,0.0055739+0.014308i,0.0096569+0.009816i,0.0073506+0.003159i,0.0029452+0.0017364i
0.095396+0.39342i,0.13614+0.28026i,0.07042+0.21839i,0.058732+0.21144i,0.085498+0.14164i,0.0508+0.051076i,-0.00092361+0.015004i,-0.015241+0.0087359i,-0.013598+0.0042555i,-0.022375-0.00092438i,-0.041743-0.0012739i,-0.051061+0.0033321i,-0.046399+0.0075304i,-0.02914+0.013294i,-0.0039324+0.017719i,0.014194+0.016926i,0.022029+0.010339i,0.018278-0.00082171i,0.0060843-0.011661i,-0.0028875-0.019731i,-0.0085301-0.019168i,-0.010258-0.0092122i,-0.0051153-0.0022029i
0.32413-0.21206i,0.21643-0.23895i,0.18844-0.17787i,0.18927-0.16684i,0.1078-0.15758i,0.02878-0.081657i,0.012973-0.016196i,0.0094996+0.00016754i,0.0010066+0.0039414i,0.00014482+0.019083i,0.011122+0.039052i,0.019738+0.046611i,0.019095+0.0433i,0.017029+0.028347i,0.013285+0.0064782i,0.0070869-0.0074956i,0.0013402-0.013598i,-0.0029714-0.0088093i,-0.0053518+0.0057025i,-0.0060846+0.017499i,-0.003693+0.019736i,0.0027511+0.012615i,0.0049332+0.00321i
-0.27013-0.21937i,-0.28005-0.10569i,-0.23451-0.10529i,-0.24342-0.1176i,-0.21297-0.047663i,-0.11074+0.0011101i,-0.035717-0.0063567i,-0.0046231-0.011371i,0.011432-0.011542i,0.021744-0.020217i,0.030091-0.033145i,0.033605-0.0384i,0.032357-0.033821i,0.021213-0.02477i,0.0038516-0.013411i,-0.0079039-0.0022826i,-0.01404+0.007726i,-0.011488+0.014684i,0.0016757+0.012707i,0.014732+0.0039291i,0.017594-0.0051003i,0.010266-0.010195i,0.0029447-0.0074789i
-0.068046+0.27606i,0.037413+0.26973i,0.014239+0.24573i,-0.014744+0.26884i,0.023091+0.22217i,0.031053+0.10858i,0.0055516+0.041684i,0.0015094+0.017185i,0.0031669-0.0021374i,-0.010933-0.01436i,-0.032904-0.016557i,-0.043803-0.016163i,-0.041598-0.017842i,-0.03245-0.012614i,-0.01662-0.0014463i,0.0017232+0.0035344i,0.018473+0.0011091i,0.025981-0.008659i,0.015004-0.020833i,-0.0054575-0.022715i,-0.016567-0.011291i,-0.014462+0.0034753i,-0.0068072+0.0089051i
0.21243-0.0028122i,0.19172-0.10261i,0.19314-0.079635i,0.23254-0.057112i,0.1848-0.076145i,0.089538-0.057108i,0.043907-0.023082i,0.021855-0.012486i,-0.00074984-0.0033789i,-0.0088672+0.016713i,-0.0026597+0.034432i,0.00036032+0.040346i,-0.0028966+0.039691i,-0.00061243+0.033643i,0.0057799+0.018435i,0.0049754-0.00068048i,-0.0050555-0.017516i,-0.017888-0.021718i,-0.023498-0.0081852i,-0.016853+0.010205i,-0.0042281+0.016812i,0.0046093+0.011209i,0.0059332+0.0026843i
-0.050801-0.14085i,-0.12341-0.085544i,-0.10527-0.089148i,-0.1035-0.14018i,-0.10787-0.11457i,-0.06991-0.056955i,-0.036685-0.035732i,-0.021705-0.018691i,-0.0049384-0.0006387i,0.010421+0.0010627i,0.022203-0.0044867i,0.03016-0.006428i,0.036399-0.0040267i,0.037232-0.0043239i,0.026209-0.0072692i,0.0092521-0.0036396i,-0.0053658+0.0095198i,-0.0097162+0.022892i,0.0016918+0.021773i,0.015629+0.0049079i,0.016537-0.011862i,0.0075615-0.015728i,0.0015855-0.01114i
-0.042891+0.055241i,0.020075+0.1001i,-0.003358+0.089768i,-0.059932+0.11222i,-0.052142+0.1174i,-0.031694+0.075304i,-0.031498+0.051308i,-0.013444+0.040562i,0.0056472+0.012515i,0.00030085-0.0078565i,-0.012053-0.01327i,-0.015609-0.021009i,-0.01678-0.034043i,-0.023408-0.039872i,-0.028276-0.030902i,-0.021311-0.013843i,-0.00045941+0.0029687i,0.021454+0.010637i,0.02333+0.0066553i,0.0044076+0.0021315i,-0.012339+0.0058293i,-0.011715+0.010788i,-0.0050209+0.0092688i
-0.021677-0.013031i,0.0058634-0.060441i,0.011741-0.034159i,0.046493+0.012364i,0.062195+0.016629i,0.050383+0.013381i,0.054899+0.012766i,0.052629-0.0057065i,0.025277-0.016548i,0.0071097-0.0066112i,0.0019911+0.0057079i,-0.0098769+0.014952i,-0.025564+0.028381i,-0.027023+0.045098i,-0.011677+0.051012i,0.005534+0.035743i,0.011534+0.0033833i,0.0031481-0.026575i,-0.0062172-0.032499i,-0.0022203-0.015456i,0.009131+0.0012168i,0.013109+0.0036839i,0.0076145+0.0016498i
-0.0023584+0.060606i,-0.036183+0.058152i,-0.023006+0.04372i,-0.014977+0.0009384i,-0.023181-0.02413i,-0.011241-0.034022i,-0.0021398-0.057872i,-0.017763-0.055329i,-0.021855-0.020099i,-0.0095286-0.00063987i,0.0012523-0.0012051i,0.012383+0.00091154i,0.032119+0.0058329i,0.051677+0.00078632i,0.054887-0.013867i,0.037988-0.025054i,0.0071015-0.020897i,-0.01988-0.0037177i,-0.028102+0.0079402i,-0.022593+0.00081151i,-0.016802-0.011624i,-0.015456-0.011243i,-0.010231-0.0045743i
0.14461-0.028733i,0.14041-0.004335i,0.1167-0.0072019i,0.07033+0.0024566i,0.029256+0.021922i,-0.012822+0.021767i,-0.054992+0.031959i,-0.047907+0.04747i,-0.01471+0.033581i,-0.0058413+0.012218i,-0.010731+0.0054933i,-0.0076068-0.0029714i,-0.0046838-0.023254i,-0.015276-0.041564i,-0.03006-0.042353i,-0.03539-0.026193i,-0.024516-0.0010609i,-0.00076329+0.020835i,0.016985+0.030534i,0.015757+0.030335i,0.0063895+0.026073i,0.0041092+0.018904i,0.0055215+0.0092116i
-0.1121-0.12654i,-0.089589-0.11576i,-0.073656-0.082041i,-0.034107-0.045877i,0.010607-0.02817i,0.025076-0.0020201i,0.04044+0.031317i,0.055918+0.025216i,0.040553-0.0059996i,0.014325-0.012993i,0.0017116-0.0033063i,-0.011244+0.00089482i,-0.031393+0.010126i,-0.041143+0.031929i,-0.033721+0.051329i,-0.0142+0.054891i,0.0093464+0.035171i,0.023552-0.00041868i,0.027034-0.027688i,0.02992-0.033013i,0.030477-0.024356i,0.023584-0.016461i,0.012426-0.010889i
-0.089222+0.15688i,-0.057891+0.14078i,-0.036676+0.10351i,-0.045812+0.050618i,-0.058686+0.0036431i,-0.034936-0.027862i,0.0018693-0.056345i,0.0064619-0.063915i,-0.0035796-0.038816i,0.0023006-0.012685i,0.013473-0.0035158i,0.020072+0.0061742i,0.034889+0.019385i,0.057809+0.017183i,0.072935-0.0021799i,0.066303-0.024318i,0.034388-0.034863i,-0.0085218-0.025578i,-0.040169-0.010375i,-0.05119-0.0062911i,-0.044656-0.0057069i,-0.030951-0.0013874i,-0.018743+0.0032301i
0.21133+0.030325i,0.18305-0.0090578i,0.12178-0.022096i,0.056325+0.016682i,0.0064246+0.062051i,-0.023614+0.06009i,-0.043884+0.033087i,-0.043988+0.022427i,-0.023032+0.019873i,-0.0061389+0.0082542i,-0.0033528-0.0058965i,-0.0036514-0.01827i,-0.0084283-0.035873i,-0.027598-0.050737i,-0.052301-0.050132i,-0.063296-0.033588i,-0.051079-0.0074414i,-0.022414+0.016733i,0.0035437+0.032589i,0.014203+0.04175i,0.013794+0.039506i,0.010394+0.026663i,0.0085504+0.015348i
-0.068147-0.21711i,-0.092785-0.15117i,-0.065684-0.070177i,0.0020673-0.028939i,0.0641-0.015659i,0.079302-0.0037238i,0.05826+0.013105i,0.038633+0.022562i,0.022518+0.011272i,-0.0026145+0.00082849i,-0.020708+0.0060768i,-0.022266+0.015017i,-0.019952+0.025201i,-0.015376+0.042766i,-0.0013332+0.058102i,0.017035+0.059989i,0.030176+0.042967i,0.036109+0.010195i,0.037031-0.020286i,0.03572-0.036759i,0.028241-0.03768i,0.016596-0.027384i,0.010314-0.016994i
-0.12412+0.16022i,-0.03935+0.17821i,0.018481+0.11968i,0.0081195+0.039566i,-0.021113-0.029438i,-0.033168-0.065322i,-0.020753-0.056793i,0.0012587-0.036917i,0.011212-0.025061i,0.012506-0.0063343i,0.016867+0.011545i,0.016081+0.013204i,0.016454+0.0090818i,0.030868+0.0015994i,0.044912-0.014857i,0.043599-0.033242i,0.023059-0.043266i,-0.011002-0.036546i,-0.038689-0.02051i,-0.049095-0.0087731i,-0.044587+0.00067814i,-0.028882+0.0072641i,-0.016246+0.0044012i
0.16363+0.059233i,0.13936-0.029956i,0.05958-0.053106i,-0.00015924+0.0014714i,-0.039438+0.062914i,-0.061115+0.084443i,-0.052036+0.065942i,-0.030556+0.029464i,-0.019991+0.0050355i,-0.0065682-0.006827i,0.0096419-0.021281i,0.014431-0.029584i,0.0094916-0.034539i,-0.0073172-0.04541i,-0.032866-0.048969i,-0.053329-0.034742i,-0.05533-0.0065991i,-0.030889+0.023021i,0.0029654+0.038243i,0.023394+0.040024i,0.028678+0.032535i,0.021516+0.018469i,0.0092534+0.011287i
-0.034959-0.16747i,-0.084612-0.1186i,-0.076479-0.03991i,-0.029006-0.0083894i,0.027361-0.0023934i,0.061206+0.0043787i,0.05417+0.0027073i,0.027162+0.004676i,0.011786+0.0091398i,-0.001441+0.0046649i,-0.021746+0.0058894i,-0.034688+0.016426i,-0.037552+0.031943i,-0.032001+0.055015i,-0.012475+0.075511i,0.013849+0.078927i,0.035897+0.057317i,0.041239+0.016595i,0.028446-0.018018i,0.014949-0.034326i,0.0063058-0.035617i,0.00084305-0.023314i,0.0044848-0.010837i
-0.077695+0.094317i,0.0075434+0.13214i,0.075549+0.08122i,0.057391+0.01506i,0.015746-0.026005i,0.0030643-0.058005i,0.0027126-0.062207i,0.012315-0.039985i,0.016974-0.027145i,0.0065699-0.015318i,0.0079095+0.0014358i,0.024847+0.0037736i,0.041415-0.0076939i,0.051253-0.025554i,0.051535-0.048049i,0.040327-0.064996i,0.017056-0.065109i,-0.009686-0.045153i,-0.026867-0.016946i,-0.034005+0.0066004i,-0.030893+0.01913i,-0.01766+0.018072i,-0.0082185+0.0076002i
0.11048+0.012527i,0.10251-0.049484i,0.0379-0.064532i,0.0049465-0.021724i,-0.010001+0.011441i,-0.038879+0.025902i,-0.039885+0.031847i,-0.018271+0.012211i,-0.012098-0.00061346i,-0.0061277+0.0052904i,-0.00080727+0.00082457i,-0.013182-0.0062816i,-0.029814-0.0052471i,-0.039602-0.00035283i,-0.043016+0.0088591i,-0.043455+0.016139i,-0.039316+0.022287i,-0.021309+0.02977i,0.0042553+0.026746i,0.023522+0.013128i,0.027545+0.0037428i,0.01847-0.0001089i,0.0079015+0.00061543i
-0.025918-0.075456i,-0.060263-0.0512i,-0.063782+0.019674i,-0.042989+0.048294i,-0.018172+0.044268i,0.0053011+0.040952i,0.013577+0.025681i,0.0048969+0.018966i,0.0076594+0.018462i,0.01264+0.0082093i,0.0052635+0.0026252i,-0.00019556+0.0027386i,0.00056724+0.0036692i,0.0045632+0.0069531i,0.010137+0.0088029i,0.017272+0.013718i,0.027242+0.013533i,0.026981-0.0034649i,0.010824-0.018374i,-0.0058311-0.01908i,-0.012108-0.016413i,-0.010921-0.010722i,-0.006005-0.0060842i
-0.034309+0.11584i,0.005077+0.13584i,0.06027+0.077885i,0.065268+0.027168i,0.055457+0.002868i,0.050501-0.03383i,0.029746-0.045662i,0.027669-0.032736i,0.030363-0.035707i,0.014519-0.033941i,0.0085867-0.013725i,0.013814+0.0030795i,0.019362+0.0096528i,0.024807+0.0066359i,0.027172-0.0045695i,0.02192-0.018856i,0.0042313-0.027613i,-0.011609-0.016644i,-0.0092905+0.0049542i,0.00067233+0.016194i,0.0059192+0.018477i,0.0099357+0.015458i,0.010339+0.010377i
0.09687-0.098437i,0.095007-0.13394i,0.027124-0.12367i,-0.034985-0.081023i,-0.075709-0.047402i,-0.10236-0.014335i,-0.08073+0.011421i,-0.044387+0.008186i,-0.033241+0.005546i,-0.025115+0.013706i,-0.016399+0.0041375i,-0.01787-0.016454i,-0.025921-0.027558i,-0.03715-0.02403i,-0.045163-0.0096561i,-0.044662+0.0068553i,-0.031232+0.02155i,-0.011389+0.020301i,-0.0020461+0.00046672i,-0.0017363-0.013618i,-0.0014708-0.013533i,-0.0030817-0.0074459i,-0.003661-0.0017254i
-0.082555+0.041899i,-0.044267+0.073287i,0.014184+0.092656i,0.037765+0.1032i,0.039595+0.13149i,0.053056+0.13216i,0.049611+0.081632i,0.019925+0.042476i,0.0076343+0.029106i,0.0090825+0.012803i,0.0010487+0.0085975i,-0.00011094+0.023792i,0.01127+0.036611i,0.027203+0.037788i,0.042579+0.027141i,0.049317+0.010305i,0.044307-0.0026506i,0.030567-0.0075466i,0.010017-0.0013621i,-0.009681+0.0094212i,-0.016046+0.012054i,-0.0089839+0.0078547i,-0.0018963+0.0026299i
0.022792+0.054298i,0.022083+0.01769i,0.025947-0.027393i,0.058293-0.05665i,0.10273-0.10965i,0.096025-0.15128i,0.050079-0.11433i,0.036614-0.050344i,0.034633-0.028356i,0.012315-0.018376i,0.0017309-8.2926e-05i,0.0022219-0.00012771i,-0.0034998-0.012755i,-0.011515-0.021497i,-0.020108-0.02141i,-0.023294-0.017949i,-0.020422-0.017967i,-0.01704-0.012421i,-0.0014477-0.00053211i,0.023402+0.0063054i,0.031625+0.0067599i,0.021158+0.005246i,0.0080203+0.0040656i
0.11089-0.1075i,0.064071-0.092776i,-0.01339-0.026387i,-0.067572+0.01149i,-0.10728+0.0069142i,-0.12365+0.021081i,-0.06892+0.042247i,0.0085196+0.016479i,0.029347-0.017348i,0.021251-0.019144i,0.016626-0.018899i,0.010102-0.020118i,0.0084828-0.012962i,0.012728-0.0040061i,0.020671+0.00050964i,0.021167+0.0023543i,0.011021+0.0062077i,0.0056528+0.0052703i,0.00073606-0.0091248i,-0.01243-0.025819i,-0.018018-0.027504i,-0.010286-0.01788i,-0.00084348-0.01151i
-0.14439+0.047998i,-0.046365+0.076762i,0.078441+0.042455i,0.10796+0.0023869i,0.071086+0.028521i,0.049286+0.044013i,0.02975-0.0018095i,-0.0065927-0.03511i,-0.025008-0.022959i,-0.021408-0.00039567i,-0.018819+0.0099247i,-0.024848+0.011022i,-0.03267+0.011188i,-0.030657+0.0078337i,-0.02526-0.0014188i,-0.021524-0.006977i,-0.0134-0.0065942i,-0.0093261-0.0028781i,-0.01052+0.0095318i,-0.0061984+0.024264i,-0.00041106+0.027102i,0.0037257+0.021113i,0.0068561+0.013907i
0.087942+0.069174i,0.062492-0.0069562i,-0.053114-0.096412i,-0.16761-0.10706i,-0.18862-0.074943i,-0.14297-0.054517i,-0.11165-0.033263i,-0.085259+0.0052361i,-0.035445+0.02124i,0.0050398+0.008131i,0.019262+0.0033298i,0.025424+0.010311i,0.030952+0.01332i,0.025359+0.0086534i,0.0096367+0.0032797i,-0.00016817+0.0014715i,0.0013512+0.0017025i,0.0080464-0.0005276i,0.013436-0.0075448i,0.013324-0.0088734i,0.011173-0.0023411i,0.0049843-0.0027823i,-0.0040688-0.0064389i
0.13018-0.10458i,0.087101-0.03635i,0.018697+0.12582i,0.020233+0.26961i,0.091337+0.29875i,0.12775+0.22786i,0.11887+0.13754i,0.09107+0.06223i,0.055652+0.0031405i,0.018108-0.036684i,-0.0086651-0.042336i,-0.010093-0.02349i,-0.0020113-0.0097234i,-0.00078148+0.0033818i,0.0046826+0.022508i,0.011172+0.027094i,0.0039434+0.017216i,-0.0078041+0.013246i,-0.010936+0.011882i,-0.0095788-0.0012621i,-0.011976-0.013323i,-0.012434-0.0059783i,-0.0034434+0.0016976i
-0.14638+0.12022i,-0.054029+0.14019i,0.15025+0.098803i,0.28719-0.024892i,0.24563-0.19507i,0.11921-0.27409i,0.02642-0.20946i,0.003206-0.10392i,-0.011538-0.031805i,-0.034283+0.017048i,-0.032086+0.028273i,-0.023282+0.00091833i,-0.018645-0.018119i,-0.003261-0.017731i,0.013784-0.019849i,0.021473-0.020975i,0.024782-0.017104i,0.024466-0.017178i,0.016624-0.015987i,0.0047577-0.00013635i,0.00066999+0.018826i,0.006143+0.020179i,0.006479+0.013911i
0.11076-0.04836i,0.12657-0.097974i,0.0057315-0.13974i,-0.1763-0.075951i,-0.27433+0.073135i,-0.26604+0.1741i,-0.17077+0.18434i,-0.042491+0.13657i,0.039434+0.069905i,0.053077+0.029078i,0.036072+0.023988i,0.014052+0.0283i,-0.0076119+0.028154i,-0.016627+0.019022i,-0.013212+0.0024927i,-0.011216-0.0083067i,-0.010444-0.0098598i,-0.0078066-0.0071343i,-0.0016929-0.0071208i,0.0067399-0.014343i,0.013097-0.019222i,0.014323-0.01586i,0.014168-0.0081853i
0.077837-0.034554i,0.07233-0.057934i,0.11745-0.044902i,0.22314-0.020131i,0.31243+0.0037337i,0.32162-0.0085484i,0.2363-0.057321i,0.12837-0.089306i,0.051448-0.083054i,0.01718-0.038703i,0.01962+0.00072525i,0.020098+0.0029272i,0.008964-0.00087952i,0.0029286-0.0022912i,-0.0041416-0.0057757i,-0.013265-0.0069451i,-0.019183-0.0077306i,-0.025622-0.0021049i,-0.025164+0.014424i,-0.015234+0.028697i,-0.011047+0.028061i,-0.0123+0.018274i,-0.0068503+0.0044877i
-0.21536+0.078921i,-0.1654+0.060044i,-0.12416-0.085668i,-0.18621-0.26725i,-0.27928-0.35448i,-0.29621-0.27871i,-0.21581-0.1387i,-0.13374-0.057635i,-0.087086-0.024702i,-0.034524-0.027578i,-0.010501-0.052068i,-0.013935-0.032564i,0.0027479+0.0050185i,0.010492+0.015648i,-0.00044674+0.020245i,5.6687e-05+0.02861i,0.013874+0.036627i,0.03268+0.033022i,0.041645+0.0078935i,0.029621-0.01498i,0.016221-0.014053i,0.016438-0.0088066i,0.013109-0.013523i
0.23656-0.14417i,0.12828-0.099173i,-0.12011+0.056153i,-0.30594+0.29006i,-0.27527+0.46923i,-0.097277+0.43671i,0.061562+0.24275i,0.13136+0.069903i,0.12983-0.030789i,0.060906-0.078515i,-0.015415-0.050032i,-0.023451+0.0027151i,0.0023459+0.011122i,0.018+0.0052423i,0.031578+0.0016283i,0.032648-0.017814i,0.01798-0.046585i,0.00079334-0.064366i,-0.015449-0.057721i,-0.019418-0.039598i,-0.013385-0.028664i,-0.016597-0.016069i,-0.021519+0.005339i
0.051266+0.13028i,0.10273+0.12048i,0.19159+0.15447i,0.3283+0.15878i,0.41748+0.0060087i,0.32524-0.19335i,0.086087-0.2386i,-0.095956-0.13815i,-0.13958-0.032203i,-0.096787+0.035684i,-0.012973+0.039973i,0.026585-0.018573i,0.0016425-0.051051i,-0.016575-0.042703i,-0.012263-0.030524i,-0.0049109-0.012766i,-0.0040927+0.012672i,-0.01046+0.028505i,-0.013208+0.027509i,-0.013346+0.025683i,-0.012541+0.028658i,-0.0032339+0.027188i,0.0090241+0.015088i
-0.29812+0.063944i,-0.19366+0.1565i,-0.08688+0.12255i,-0.17561+0.049323i,-0.32781+0.070718i,-0.36145+0.1508i,-0.25186+0.20419i,-0.092725+0.20125i,0.015213+0.13914i,0.031108+0.052454i,-0.016919+0.0025348i,-0.05131+0.0072216i,-0.03887+0.025799i,-0.017083+0.024072i,-0.0069871+0.0086153i,-0.0056605-0.0093259i,-0.0034871-0.023057i,0.0067113-0.018249i,0.023099-0.0059863i,0.035992-0.0079456i,0.03262-0.011962i,0.018581-0.0072569i,0.010257-0.0012482i
0.63643-0.18809i,0.60584-0.17868i,0.47062-0.0076199i,0.44087+0.16976i,0.4568+0.16i,0.38943+0.019911i,0.27767-0.043314i,0.2286-0.030502i,0.18288-0.05664i,0.064123-0.055775i,-0.016624+0.00569i,-0.027818+0.02629i,-0.036457+0.015802i,-0.035319+0.022531i,-0.024448+0.031743i,-0.013442+0.031007i,-0.0023554+0.0086833i,-0.0082212-0.025404i,-0.030676-0.034105i,-0.04231-0.019801i,-0.037809-0.0093929i,-0.025821+0.0016173i,-0.0089278+0.011215i
-0.36872+0.38508i,-0.065514+0.33747i,0.30494+0.10432i,0.38201-0.10554i,0.19196-0.16682i,0.018561-0.10666i,0.0028772-0.058378i,0.023693-0.098172i,-0.015694-0.10787i,-0.015149-0.032407i,0.025372+0.012091i,0.018659+0.016672i,0.0054385+0.026795i,0.01953+0.024886i,0.035151+0.011393i,0.034242-0.0039259i,0.010287-0.0044242i,-0.00062243+0.018059i,0.013157+0.021759i,0.0021202+0.0058163i,-0.023739+0.016374i,-0.016474+0.035711i,0.011468+0.028698i
0.17269-0.49042i,0.2036-0.44922i,0.17732-0.34365i,0.14769-0.27468i,0.081662-0.26808i,-0.033718-0.25238i,-0.054805-0.13284i,0.054546+0.0014879i,0.12238+0.035506i,0.079866+0.038164i,0.028206+0.060875i,0.0071431+0.058367i,-0.011468+0.044236i,-0.01978+0.055429i,-0.0093299+0.07428i,0.0018724+0.077768i,0.0089219+0.063964i,0.015274+0.037003i,0.014752+0.0119i,0.012934+0.0017211i,0.016879-0.0010898i,0.016365-0.012166i,0.012327-0.033272i
0.51137+0.21986i,0.571-0.060828i,0.4791-0.32221i,0.2649-0.35893i,0.029528-0.11683i,0.0099516+0.21605i,0.19596+0.22726i,0.24645-0.024831i,0.13468-0.11283i,0.12293-0.0044847i,0.17759+0.062789i,0.16698+0.051399i,0.13514+0.032787i,0.13302-0.00016769i,0.13242-0.057689i,0.10389-0.097142i,0.065155-0.088809i,0.040255-0.062785i,0.02517-0.040548i,0.017417+0.0055193i,0.032662+0.05409i,0.05978+0.057753i,0.054414+0.029723i
-0.5379+9.4364i,2.4977+7.1458i,5.4476+5.1158i,5.7857+1.8611i,4.8835-0.60258i,3.0558-2.0448i,0.8651-1.6129i,0.18084-0.3278i,0.83099+0.23688i,1.4904-0.04577i,1.1364-0.6944i,0.075915-0.89579i,-0.52813-0.51094i,-0.4967-0.21719i,-0.33755-0.26788i,-0.27322-0.24111i,-0.12039-0.012892i,0.1027+0.17694i,0.15904+0.25865i,0.09264+0.3058i,0.074995+0.27524i,0.10816+0.15207i,0.13586-0.0079336i
0.72776-0.33205i,0.51475-0.52813i,0.15177-0.5732i,-0.11694-0.48804i,-0.20064-0.2506i,-0.046719+0.011969i,0.14077+0.063492i,0.11339+0.003147i,0.020318+0.047366i,0.057778+0.11763i,0.11356+0.10976i,0.11602+0.075839i,0.11313+0.037697i,0.088367-0.0022683i,0.040109-0.012146i,-0.0027702-0.00030716i,-0.034033+0.020589i,-0.031857+0.049844i,0.0033849+0.068962i,0.030272+0.085442i,0.032471+0.10661i,0.027986+0.1089i,0.022961+0.086759i
-0.25941+0.29217i,-0.046774+0.15434i,0.064442-0.066697i,-0.0018042-0.17193i,-0.023122-0.16246i,0.085759-0.22828i,0.10369-0.32939i,0.036316-0.23838i,0.060214-0.047461i,0.097877+0.028423i,0.067689+0.022558i,0.023108+0.0024156i,-0.013641-0.0090159i,-0.02677-0.00080086i,-0.021906+0.011646i,-0.014415+0.034524i,-0.013819+0.060174i,-0.035458+0.068823i,-0.058171+0.066485i,-0.061555+0.047343i,-0.059369+0.014346i,-0.054513-0.0055008i,-0.036685-0.011585i
