-0.0010593-0.00070846i,-0.00095299-0.0018619i,-0.0027731-0.0011518i,-0.0032441-0.00089684i,-0.0025784-0.0010934i,-0.0018904-0.0004984i,-0.0018875+0.00030334i,-0.0020495+0.00040342i,-0.0007092+0.00077141i,0.001405+0.00086528i,0.0020943-0.00068643i,0.0012279-0.0011906i,0.00094575-0.00028572i,0.00072742-0.00043138i,0.00012148-0.0004863i,-0.00041701+3.5225e-05i,-0.00055299+0.0003154i,-0.00027131+0.00073118i,0.00010788+0.00061697i,1.9454e-05+9.2018e-05i,0.00023263+0.00046956i,0.0002014+0.00092087i,0.0001319+0.00082475i
-0.69135-1.126i,-1.4664-1.9567i,-2.0509-2.1037i,-2.0312-1.4989i,-1.4849-0.94353i,-0.86691-0.65907i,-0.54434-0.28597i,-0.41073+0.15651i,-0.25888+0.41709i,-0.081729+0.37507i,-0.023866+0.16979i,-0.071307+0.065107i,-0.06926+0.078412i,-0.035006+0.075452i,-0.05367+0.046461i,-0.13249+0.047767i,-0.19109+0.08323i,-0.15904+0.082925i,-0.1076+0.0089184i,-0.10576-0.04985i,-0.09454-0.051578i,-0.054823-0.060464i,-0.031801-0.069391i
1.0809-0.11398i,1.9952-0.22326i,2.2752-0.15188i,1.8067-0.022335i,1.1162+0.023762i,0.56161+0.18443i,0.31159+0.34288i,0.18524+0.23301i,-0.039179+0.093696i,-0.13527+0.10879i,-0.044579+0.071085i,0.020011-0.023866i,0.041317-0.069626i,0.061914-0.10027i,0.074811-0.13102i,0.086196-0.16789i,0.086076-0.18928i,0.07417-0.15126i,0.072485-0.08101i,0.071739-0.041151i,0.059942-0.039763i,0.054322-0.053685i,0.042552-0.067311i
-2.0313+5.6824i,-2.3112+4.0382i,0.39729+3.7663i,2.6503+1.5526i,3.1762-1.0687i,1.6882-3.1035i,-0.56654-2.7172i,-1.2965-0.75728i,-0.34556+0.63941i,0.77714+0.63446i,0.79722-0.040522i,0.13451-0.35326i,-0.52168-0.165i,-0.93053+0.36517i,-0.75592+0.76017i,-0.32522+0.71878i,-0.043485+0.44403i,-0.023943+0.067314i,-0.26125-0.22025i,-0.44589-0.24267i,-0.36495-0.14926i,-0.15077-0.069931i,0.032811-0.049723i
-0.49422-0.55187i,-1.0272-1.0037i,-1.3352-1.0473i,-1.2591-0.80955i,-1.0044-0.65762i,-0.64991-0.55458i,-0.27282-0.37607i,-0.02927-0.24147i,-0.030935-0.16417i,-0.12242-0.048809i,-0.11753+0.054466i,-0.061438+0.075616i,-0.042099+0.054686i,-0.038965+0.059676i,-0.015073+0.079272i,0.016045+0.092667i,0.041132+0.099802i,0.046222+0.083261i,0.011749+0.047485i,-0.026754+0.015583i,-0.042703-0.010215i,-0.058404-0.024469i,-0.066009-0.0039831i
0.58693-0.005782i,1.1454-0.0099362i,1.3358+0.06361i,1.0553+0.16557i,0.6807+0.28892i,0.38987+0.44386i,0.20568+0.42594i,0.088493+0.25018i,0.01636+0.13201i,0.0075045+0.073385i,0.0054383+0.0078964i,-0.0077313-0.0090047i,0.01346+0.015836i,0.034097+0.014624i,0.031245-0.00073688i,0.032041-0.01579i,0.042269-0.045668i,0.03342-0.072035i,0.022302-0.058458i,0.036939-0.019148i,0.040088+0.0099167i,0.032949+0.031548i,0.044121+0.039635i
-0.1596+0.34632i,-0.46292+0.58196i,-0.92141+0.58328i,-1.2652+0.46504i,-1.2183+0.34828i,-0.81657+0.17776i,-0.36754+0.10778i,-0.088156+0.21142i,0.082724+0.31034i,0.16733+0.25831i,0.13362+0.14312i,0.057116+0.091502i,0.027915+0.097634i,0.041067+0.094093i,0.050172+0.069463i,0.042689+0.054234i,0.033365+0.06533i,0.035275+0.0916i,0.053791+0.099587i,0.06648+0.070254i,0.047864+0.026432i,0.015585-0.0005017i,0.00062142-0.014692i
-0.27609-0.093051i,-0.34433-0.21793i,-0.12025-0.2732i,0.17294-0.2146i,0.22273-0.058163i,0.13594+0.087448i,0.092631+0.093062i,0.10542-0.019703i,0.087737-0.096987i,0.034098-0.058908i,0.0094178+0.022873i,0.021931+0.053822i,0.037111+0.02282i,0.035839-0.018743i,0.020025-0.047515i,0.0039882-0.07756i,-0.0075174-0.095037i,7.5521e-05-0.074361i,0.040108-0.046926i,0.072944-0.061395i,0.05808-0.082952i,0.022377-0.063551i,0.0048989-0.031817i
0.21089-0.1292i,0.28527-0.092764i,0.19511+0.077483i,0.023774+0.19454i,-0.042353+0.17636i,-0.072579+0.12279i,-0.15451+0.066423i,-0.21966+0.037577i,-0.22979+0.036013i,-0.19492+0.034136i,-0.13734+0.014804i,-0.090875-0.0024864i,-0.062866+0.024072i,-0.037431+0.066186i,-0.018338+0.082117i,-0.010494+0.092643i,0.0060943+0.10771i,0.030655+0.098386i,0.032369+0.05261i,0.0039628+0.013913i,-0.020089+0.0097318i,-0.013609+0.015483i,0.0042328+0.012671i
0.078092+0.090359i,0.0022067+0.1004i,-0.17667+0.084673i,-0.33518+0.054553i,-0.40537-0.050635i,-0.30214-0.15932i,-0.095507-0.151i,0.0070238-0.077457i,0.012091-0.014305i,-0.00053377+0.010558i,-0.015895+0.025361i,-0.010786+0.051837i,0.011728+0.04642i,0.023415+0.015177i,0.036103-0.0036874i,0.060361-0.022987i,0.072631-0.051117i,0.048952-0.068i,0.0061461-0.053408i,-0.012685-0.027728i,-0.020261-0.020631i,-0.041494-0.0081131i,-0.047817+0.014997i
-0.16148+0.11331i,-0.091816+0.099376i,0.08034-0.11022i,0.11817-0.28847i,0.058919-0.10992i,0.040784+0.16339i,0.048238+0.16864i,0.061385+0.021114i,0.077712-0.082108i,0.068421-0.11034i,0.032827-0.095295i,0.0026364-0.090566i,-0.024266-0.085114i,-0.034536-0.056142i,-0.025699-0.046139i,-0.02895-0.056005i,-0.044188-0.045971i,-0.041435-0.016734i,-0.009253-0.0033608i,0.01829-0.01062i,0.017789+0.001512i,0.022612+0.026388i,0.039798+0.026975i
-0.014841-0.055342i,-0.18324+0.12121i,-0.39914+0.45508i,-0.45368+0.64275i,-0.32314+0.4866i,-0.13732+0.20273i,-0.0049458+0.036701i,0.02206+0.0097813i,-0.0034038+0.038029i,-0.022783+0.038841i,-0.038669+0.016715i,-0.046568+0.017408i,-0.04049+0.034138i,-0.031795+0.048607i,-0.027681+0.057368i,-0.032933+0.063428i,-0.030026+0.070053i,-0.0025151+0.056307i,0.015917+0.013112i,0.011168-0.021155i,0.014532-0.035597i,0.011972-0.039522i,-0.0077781-0.021918i
0.086328+0.0069506i,0.24822-0.18227i,0.43509-0.4544i,0.44625-0.57583i,0.2204-0.43873i,0.015064-0.16296i,-0.025492+0.0058723i,-0.01235+0.0092776i,-0.011571-0.009961i,-0.0044183+0.0040686i,0.0053624+0.017305i,0.019198+0.028228i,0.040828+0.033331i,0.045984+0.037212i,0.03959+0.05671i,0.054146+0.073567i,0.063941+0.061412i,0.04003+0.036916i,0.01174+0.032947i,0.0073467+0.039433i,0.014119+0.034314i,0.012788+0.023193i,0.010483+0.0097382i
-0.069162+0.0041957i,-0.12922+0.093489i,-0.23698+0.2196i,-0.29768+0.29029i,-0.18994+0.27342i,-0.057484+0.18985i,-0.029359+0.10318i,-0.038904+0.071152i,-0.014816+0.057616i,0.02295+0.02986i,0.047237-0.0030421i,0.037115-0.032662i,-0.0030313-0.030514i,-0.023037-0.011254i,-0.0094728-0.014822i,0.0061694-0.0479i,0.0040405-0.077641i,-0.010633-0.069126i,-0.013589-0.038043i,-0.0031561-0.016685i,0.0017487-0.0066145i,0.00062022-0.0037728i,0.0007668-0.001976i
0.065968+0.073107i,0.045744+0.094597i,0.040279+0.047824i,0.072345-0.071403i,0.030114-0.19719i,-0.074434-0.23053i,-0.08598-0.15982i,-0.031224-0.11128i,-0.024259-0.085174i,-0.021538-0.042908i,-0.0034502-0.01999i,-0.0047643-0.0071815i,-0.0075189+0.0033418i,-0.011978-0.0012701i,-0.036772-0.0095055i,-0.072484-0.00068939i,-0.089536+0.02035i,-0.075098+0.02744i,-0.051142+0.015482i,-0.037013+0.0044909i,-0.026817+0.0054605i,-0.014327+0.012522i,-0.0043474+0.013998i
-0.14703-0.057977i,-0.17198-0.10694i,-0.082673-0.09627i,0.016078+0.012143i,0.072297+0.17836i,0.12749+0.25228i,0.10776+0.18482i,0.050731+0.10354i,0.026834+0.051642i,-0.00050018+0.023949i,-0.014105+0.012377i,0.00037959-0.01239i,0.011308-0.031784i,0.013229-0.025112i,0.016502-0.0043461i,0.031505+0.021378i,0.057691+0.038148i,0.076104+0.042973i,0.074877+0.040713i,0.05844+0.029008i,0.041159+0.013249i,0.032157-0.0022374i,0.024288-0.013102i
0.15327-0.065495i,0.14349-0.020202i,0.0060121+0.14948i,-0.097119+0.24428i,-0.098372+0.10226i,-0.056185-0.088899i,-0.0031848-0.14992i,0.011072-0.092482i,0.020526-0.0091126i,0.039091+0.01633i,0.029644+0.025191i,0.036689+0.050685i,0.052141+0.036715i,0.033546+0.0009207i,0.013107-0.016471i,-0.0018831-0.032206i,-0.019719-0.04376i,-0.020145-0.040049i,-0.0019075-0.034105i,0.007339-0.034813i,-0.0093833-0.031181i,-0.02964-0.013695i,-0.032974+0.0041784i
-0.06204+0.17486i,-0.019709+0.1468i,0.0083323-0.086664i,-0.051569-0.25997i,-0.11802-0.18229i,-0.15273-0.026309i,-0.14497+0.054104i,-0.083291+0.043959i,-0.039577+0.0012562i,-0.040461+0.0037547i,-0.040393+0.026642i,-0.050633+0.02788i,-0.063919+0.028i,-0.051239+0.022872i,-0.031792+0.007387i,-0.012557+0.00068693i,0.0060715+0.0044499i,0.011728+0.0089976i,0.0080196+0.0088358i,0.0035688+0.0094019i,0.00011746+0.015807i,0.0065569+0.021381i,0.019914+0.01364i
-0.12582-0.1423i,-0.20309-0.022358i,-0.17149+0.26857i,-0.088228+0.45738i,-0.051704+0.43811i,0.010375+0.33117i,0.094056+0.20729i,0.089941+0.10801i,0.043498+0.077824i,0.033045+0.058766i,0.021055+0.023945i,0.0012485+0.018876i,0.011738+0.03086i,0.035407+0.023693i,0.037673-0.001656i,0.018371-0.028107i,-0.0005487-0.044i,-0.010545-0.04262i,-0.016781-0.024551i,-0.014571-0.013595i,-0.0072065-0.021142i,-0.0090455-0.022169i,-0.011289-0.0064023i
0.18126+0.044043i,0.22978-0.12505i,0.14368-0.41358i,0.009425-0.60286i,-0.064903-0.55998i,-0.072707-0.37028i,-0.058618-0.21216i,-0.049398-0.16125i,-0.064979-0.13445i,-0.059902-0.074186i,-0.020051-0.037521i,0.0051217-0.046516i,0.0036165-0.055534i,-0.0024385-0.043617i,-0.0030523-0.01499i,0.0091808+0.02045i,0.027983+0.046287i,0.039627+0.047763i,0.04223+0.022579i,0.03043-0.0034512i,0.013115-0.0047789i,0.012289+0.0038978i,0.019263-0.00039147i
-0.17157+0.070353i,-0.21108+0.20034i,-0.12928+0.36938i,0.018491+0.44469i,0.13357+0.33648i,0.13582+0.14518i,0.047451+0.032694i,-0.0052258+0.041138i,0.0076662+0.038604i,-0.0093875-0.011157i,-0.041154-0.021368i,-0.038816+0.00064166i,-0.031561+0.024862i,-0.018913+0.048489i,0.012406+0.046065i,0.039653+0.013292i,0.048507-0.023759i,0.040192-0.045828i,0.017633-0.046527i,0.0010559-0.03054i,0.0025844-0.016474i,0.00080798-0.012364i,-0.0072631-0.0019337i
0.13812-0.10931i,0.14591-0.20148i,0.049176-0.26166i,-0.096056-0.25901i,-0.21831-0.19157i,-0.24911-0.076672i,-0.15491+0.0086689i,-0.0602+0.014076i,-0.041643+0.0089242i,-0.037897+0.029057i,-0.017839+0.040839i,0.0040636+0.033105i,0.013799+0.016018i,0.0041961+0.010407i,-0.012137+0.018833i,-0.029858+0.02679i,-0.05292+0.035944i,-0.070198+0.04185i,-0.067844+0.033623i,-0.047464+0.018912i,-0.022084+0.013956i,0.0013076+0.021739i,0.020377+0.021004i
-0.057169+0.13359i,-0.032429+0.19883i,0.041813+0.16787i,0.11286+0.12395i,0.1883+0.15077i,0.21947+0.14918i,0.1457+0.089007i,0.052617+0.042007i,0.015653+0.020893i,0.01835+0.010054i,0.017625-0.0064696i,-0.00045171-0.012895i,-0.002935+0.0008542i,0.015016+0.00512i,0.022431-0.0033471i,0.016111-0.0049715i,0.0096936+0.006435i,0.010819+0.024904i,0.026148+0.037852i,0.040522+0.031136i,0.026354+0.0091271i,-0.0069737-0.005059i,-0.02595-0.0035156i
-0.023683-0.13993i,-0.097752-0.12453i,-0.15391+0.021738i,-0.15751+0.14423i,-0.15911+0.13119i,-0.11264+0.05169i,-0.014776-0.019996i,0.032779-0.043861i,0.041425-0.025589i,0.053542-0.026417i,0.047658-0.040136i,0.032586-0.036574i,0.01507-0.029719i,-0.010751-0.020173i,-0.027107-0.0015925i,-0.026814+0.018844i,-0.0082976+0.030456i,0.02014+0.022006i,0.03109-0.0023507i,0.015732-0.014712i,-0.00020522-0.0027156i,-1.8437e-05+0.014249i,0.0015958+0.023514i
0.051934+0.10853i,0.09595+0.051804i,0.079016-0.106i,0.020789-0.21011i,-0.015452-0.18594i,-0.049302-0.086721i,-0.085136+0.0045506i,-0.073409+0.010598i,-0.055023-0.034038i,-0.058358-0.028927i,-0.045245+0.0043676i,-0.03091+0.01195i,-0.027314+0.01623i,-0.014902+0.024033i,0.002026+0.02234i,0.018273+0.0067695i,0.023205-0.017194i,0.014892-0.029396i,0.0097675-0.025667i,0.012892-0.020613i,0.01545-0.027662i,0.0082873-0.039825i,6.5849e-05-0.036685i
-0.1173-0.040173i,-0.13611+0.037548i,-0.05925+0.1868i,0.032982+0.2498i,0.059441+0.18224i,0.059834+0.075496i,0.069278-0.012039i,0.050589-0.025603i,0.033437+0.018234i,0.026769+0.030333i,0.0061656+0.022031i,0.0044311+0.023974i,0.013281+0.01404i,0.0065991-0.0014474i,-0.0053333-0.016129i,-0.024411-0.024643i,-0.044012-0.019503i,-0.049754-0.0061092i,-0.042074+0.012064i,-0.028013+0.022671i,-0.017083+0.023783i,-0.0089359+0.020761i,-0.0063629+0.0072116i
0.13091+0.0013811i,0.14368-0.10148i,0.028787-0.24711i,-0.12254-0.30162i,-0.18165-0.21981i,-0.16158-0.089742i,-0.097469+0.020396i,-0.011397+0.042418i,0.018431-0.0034906i,0.008707-0.01847i,0.013034-0.010502i,0.0080768-0.016102i,-0.01154-0.024158i,-0.024901-0.025091i,-0.028114-0.013448i,-0.020885+0.0039784i,-0.010917+0.019024i,-0.00067298+0.032056i,0.01704+0.029337i,0.028094+0.010418i,0.020173-0.00044857i,0.0099767+0.0037538i,0.004162+0.0095535i
-0.10717+0.077764i,-0.11527+0.19434i,0.0088735+0.30503i,0.15854+0.28675i,0.20458+0.1607i,0.17751+0.036932i,0.1015-0.044775i,0.0084419-0.044841i,-0.01831+0.0077499i,-0.00019825+0.018494i,-0.003332+0.0015589i,-0.012116+0.0057153i,-0.0023741+0.018042i,0.011129+0.018771i,0.020292+0.0040864i,0.027203-0.019968i,0.034277-0.044346i,0.034594-0.062262i,0.018943-0.058967i,0.0058952-0.033761i,0.013203-0.015439i,0.020063-0.014285i,0.015673-0.013779i
0.073926-0.10841i,0.039952-0.22029i,-0.090319-0.29076i,-0.21805-0.25261i,-0.26773-0.1442i,-0.23472-0.03363i,-0.13335+0.03151i,-0.041098+0.018955i,-0.014714-0.013094i,-0.016953-0.0050556i,-0.0025426+0.0071687i,0.011961-0.00011908i,0.015576-0.0031656i,0.01804+0.0039961i,0.02043+0.016467i,0.022749+0.025518i,0.015735+0.023618i,-0.0043467+0.01772i,-0.022199+0.011697i,-0.028531+0.0047296i,-0.026858-0.0012337i,-0.017299-0.0020914i,-0.0013856-0.0010715i
-0.04857+0.098891i,-0.021222+0.19565i,0.063309+0.24373i,0.15256+0.22564i,0.21891+0.15856i,0.20847+0.053988i,0.10084-0.017917i,0.0053024-0.0030484i,-0.0064758+0.026657i,0.0074735+0.020808i,0.0013392+0.015769i,-0.0060151+0.02228i,-0.0041622+0.024393i,-0.00088732+0.017551i,-0.0053788+0.0062825i,-0.011566+0.0039868i,-0.0028848+0.011125i,0.012752+0.013472i,0.015815+0.013017i,0.0096538+0.016617i,0.0049227+0.024689i,0.0041699+0.028065i,0.004632+0.01676i
0.01119-0.10783i,-0.015397-0.1569i,-0.06707-0.15666i,-0.13003-0.11302i,-0.1811-0.039889i,-0.16145+0.042828i,-0.058579+0.069797i,0.024398+0.027653i,0.023507-0.011027i,-0.0024128-0.013726i,-0.0081164-0.0094893i,-0.0039728-0.014599i,-0.0094705-0.020438i,-0.02027-0.0093638i,-0.017978+0.013488i,-0.0066338+0.033986i,0.0032011+0.048229i,0.010551+0.049803i,0.01239+0.030045i,0.00022597+0.003771i,-0.012629-0.0017346i,-0.0054882+0.008028i,0.0067134+0.01783i
0.00028534+0.10426i,0.0083683+0.13844i,0.018556+0.13711i,0.060548+0.11826i,0.12479+0.067772i,0.14092+0.0035641i,0.084136-0.026177i,0.016043-0.0249i,-0.021692-0.013077i,-0.026552+0.0017824i,-0.015425+0.0029242i,-0.010895+0.00063454i,-0.0034862+0.009041i,0.010537+0.011339i,0.01228-0.0021667i,0.00087985-0.021701i,-0.010826-0.032916i,-0.012197-0.032055i,-0.0005498-0.025176i,0.015126-0.022881i,0.018979-0.028866i,0.005297-0.030073i,-0.0067674-0.021404i
-0.025911-0.057642i,-0.017768-0.07887i,-0.0026858-0.078338i,-0.050333-0.072113i,-0.1507-0.031948i,-0.17427+0.024954i,-0.11028+0.027265i,-0.062796+0.010304i,-0.029092+0.012479i,0.00010816+0.0039781i,0.0043188-0.005642i,0.0082544-0.0056965i,0.012873-0.013007i,0.0029594-0.02368i,-0.0093094-0.026854i,-0.019034-0.023607i,-0.031997-0.015059i,-0.038568-0.0044855i,-0.02802+0.0013889i,-0.015186-0.00015399i,-0.01682-0.0025672i,-0.02318+0.0039961i,-0.021478+0.013232i
0.040427+0.047702i,0.0073815+0.042533i,-0.070472+0.021954i,-0.077153+0.015416i,8.5302e-05-0.0042791i,0.01823-0.021492i,-0.011341+0.015124i,0.00088269+0.029229i,0.0093824-0.0037761i,-0.0036789-0.0075208i,-0.0019462+0.0092941i,-0.0026769+0.013898i,-0.0065532+0.016799i,0.00049292+0.01764i,0.0060764+0.015933i,0.0072521+0.014206i,0.010797+0.0097723i,0.016117+0.0092775i,0.021844+0.013913i,0.029647+0.015446i,0.037573+0.0093916i,0.034455-0.0024762i,0.019938-0.012387i
-0.024033-0.023028i,0.020755-0.013727i,0.12583-0.0075114i,0.13607-0.027538i,0.036231-0.018511i,0.014515+0.0027715i,0.055618-0.037658i,0.043361-0.065257i,0.018455-0.035846i,0.012727-0.022691i,0.0011531-0.02472i,-0.0030367-0.018202i,-0.0026483-0.012524i,-0.0052233-0.0042275i,0.0046065-0.0012558i,0.020683-0.010623i,0.028932-0.023937i,0.024493-0.030687i,0.010603-0.02394i,-0.001215-0.011291i,-0.0051629-0.0010477i,-0.0027644+0.002986i,-0.0017717+0.0018681i
0.023241-0.014962i,-0.058415-0.027413i,-0.18751-0.0075042i,-0.2005+0.019462i,-0.097882-0.0066238i,-0.046102-0.04784i,-0.041347-0.022363i,-0.0011678+0.0093679i,0.021862-0.0031492i,0.012915-0.0061238i,0.0092709-0.0015124i,0.0019008-0.00046965i,0.0017924+0.0093743i,0.014437+0.016795i,0.01758+0.021226i,0.011027+0.02634i,0.006867+0.029607i,0.0054219+0.02869i,-0.00086114+0.019777i,-0.010885+0.0089893i,-0.015137+0.0021314i,-0.012154-0.0036077i,-0.0047594-0.005953i
-0.02439+0.021668i,0.069231+0.047904i,0.20802+0.035692i,0.23029+0.0066674i,0.14291+0.018657i,0.088171+0.032293i,0.053431-0.0098704i,-0.010252-0.027479i,-0.034638+0.0033838i,-0.019444+0.015078i,-0.015786+0.017145i,-0.010486+0.023552i,-0.0088977+0.018457i,-0.022449+0.01099i,-0.028843+0.0053876i,-0.018223-0.001221i,-0.0020801-0.0050483i,0.0086249-0.0072358i,0.013462-0.0079916i,0.012572-0.0040788i,0.0057803+0.0042568i,0.0014167+0.015359i,0.003286+0.018569i
-0.019149-0.028554i,-0.11148-0.028809i,-0.25837+0.0090552i,-0.29216+0.056714i,-0.19998+0.056307i,-0.13812+0.063094i,-0.092819+0.11983i,-0.022803+0.1176i,0.0033569+0.04932i,-0.01016+0.013672i,-0.0091403+0.0097153i,-0.0057762+0.0040858i,-0.0079162-0.00020775i,-0.0053527-0.0033937i,-0.0041431+0.00064654i,-0.0080136+0.013825i,-0.012742+0.024634i,-0.016591+0.025026i,-0.018496+0.015356i,-0.014782+0.0032939i,-0.0036304-0.0024979i,0.0084065-0.0056518i,0.013992-0.0078365i
0.0038364+0.054374i,0.10057+0.060754i,0.24655+0.0065664i,0.28057-0.053352i,0.19561-0.045548i,0.14867-0.034082i,0.12229-0.078805i,0.056079-0.091828i,0.011457-0.043074i,0.014441-0.0066447i,0.023472-0.0020857i,0.022854-0.0098855i,0.013381-0.017504i,0.0015429-0.015845i,-0.0033266-0.01459i,-0.0041219-0.021768i,-0.00477-0.029194i,-0.0017111-0.026976i,0.0090713-0.017688i,0.019904-0.012044i,0.018463-0.012161i,0.0069143-0.011045i,-0.0035159-0.008122i
-0.012719-0.041531i,-0.11194-0.056372i,-0.25079-0.0080353i,-0.29586+0.04944i,-0.24907+0.050826i,-0.21315+0.037472i,-0.16879+0.050373i,-0.081455+0.040885i,-0.01908+0.0042141i,-0.0054048-0.018666i,-0.011763-0.028254i,-0.020595-0.0241i,-0.014283-0.0079987i,0.0036927-0.00054629i,0.0083491-0.0014098i,-0.0024977+0.0044089i,-0.01376+0.016804i,-0.020008+0.026586i,-0.023574+0.026816i,-0.027766+0.020183i,-0.028773+0.015356i,-0.023262+0.01443i,-0.015682+0.016849i
0.04135+0.05i,0.12306+0.054893i,0.22341+0.013913i,0.25358-0.035601i,0.20794-0.051455i,0.16672-0.045518i,0.12193-0.051898i,0.05112-0.03824i,0.0083011-0.0044453i,0.0034845+0.013793i,0.010351+0.020843i,0.019219+0.016198i,0.016924+0.0039512i,0.0064158+0.0027198i,0.0045255+0.0093031i,0.015371+0.0073669i,0.031539-0.0059016i,0.042466-0.019201i,0.045348-0.022973i,0.042-0.020325i,0.032872-0.016465i,0.02059-0.011573i,0.011224-0.0088211i
-0.019551-0.056841i,-0.096333-0.069142i,-0.20683-0.032548i,-0.2525+0.023533i,-0.20746+0.047113i,-0.15223+0.044294i,-0.10318+0.043089i,-0.051667+0.034746i,-0.019704+0.011984i,-0.01635-0.0012271i,-0.022922+0.0024974i,-0.021093+0.012523i,-0.010444+0.018554i,-0.00055118+0.0122i,0.003725-0.002752i,-0.001966-0.012868i,-0.013538-0.008705i,-0.021836+0.0016733i,-0.024277+0.0054116i,-0.020918+0.0044249i,-0.01239+0.0045445i,-0.0022904+0.0049856i,0.002986+0.0034744i
0.016558+0.04049i,0.067042+0.080148i,0.15452+0.066717i,0.20976+0.0052925i,0.20352-0.035001i,0.18277-0.046177i,0.15024-0.049802i,0.09236-0.035633i,0.040609-0.0056911i,0.019349+0.013547i,0.019673+0.016623i,0.022355+0.0073141i,0.012452-0.005395i,-0.0017723-0.0050805i,-0.0051454+0.0055213i,0.001168+0.014128i,0.0099995+0.013728i,0.01668+0.0056332i,0.018273-0.0028979i,0.017532-0.0078699i,0.014268-0.009255i,0.0068465-0.007925i,0.0015218-0.0064924i
-0.04129-0.065522i,-0.090536-0.10443i,-0.15308-0.097073i,-0.20195-0.031257i,-0.20754+0.044682i,-0.17841+0.067072i,-0.13708+0.03475i,-0.088486-0.018228i,-0.050474-0.046819i,-0.029179-0.045843i,-0.026317-0.038589i,-0.030293-0.019895i,-0.018847+0.0026764i,-0.0023908+0.0057777i,0.00089392-0.0063325i,-0.0080539-0.018473i,-0.021223-0.016629i,-0.025814+4.4986e-05i,-0.019577+0.014716i,-0.014344+0.018942i,-0.012645+0.019458i,-0.0089057+0.020885i,-0.0045041+0.021034i
0.010738+0.076195i,0.055919+0.13843i,0.11956+0.16225i,0.16483+0.10469i,0.15747+0.025839i,0.12783+0.014438i,0.10867+0.04487i,0.082513+0.062607i,0.048789+0.060697i,0.028232+0.047649i,0.024347+0.031429i,0.025888+0.014193i,0.021784-0.00013749i,0.011973-0.0014313i,0.0056324+0.013246i,0.011985+0.030019i,0.02429+0.026908i,0.026608+0.0075671i,0.015277-0.0047477i,0.0052438-0.0034932i,0.0019579-0.0021283i,-0.00060001-0.0058584i,0.0017516-0.0075848i
-0.026412-0.058635i,-0.059069-0.14932i,-0.13324-0.19557i,-0.2061-0.1253i,-0.22101-0.02126i,-0.18789+0.018781i,-0.13332+0.0033193i,-0.078768-0.021413i,-0.046501-0.032599i,-0.032184-0.022568i,-0.02384-0.0081868i,-0.025281+0.0019855i,-0.024291+0.014891i,-0.012709+0.017121i,-0.0027642+0.00027048i,-0.0050059-0.021009i,-0.014799-0.028924i,-0.018954-0.016831i,-0.0089633-0.0020931i,0.0026252-0.00083208i,0.0047461-0.005051i,0.0018473-0.0056596i,-0.0043091-0.0049717i
0.029587+0.094546i,0.067674+0.19835i,0.12185+0.25382i,0.16357+0.17125i,0.15437+0.040328i,0.112-0.0083869i,0.077533+0.013257i,0.051185+0.039521i,0.03502+0.043975i,0.025534+0.026238i,0.019844+0.0074799i,0.019855-0.0037556i,0.011182-0.013565i,-0.0068034-0.010137i,-0.014447+0.01045i,-0.0042052+0.033852i,0.011807+0.041979i,0.016599+0.025944i,0.0051867+0.0025272i,-0.0078074-0.0076437i,-0.0092429-0.0083465i,-0.0050052-0.0068502i,-0.00084605-0.0028627i
-0.015272-0.093625i,-0.067153-0.21887i,-0.13167-0.30377i,-0.17438-0.23802i,-0.16335-0.10152i,-0.12814-0.054522i,-0.10274-0.070453i,-0.070211-0.07676i,-0.040098-0.068777i,-0.02544-0.045911i,-0.017098-0.023355i,-0.016553-0.013161i,-0.015969-0.0034726i,-0.002237-0.0019041i,0.010179-0.019303i,0.0049356-0.041613i,-0.0073085-0.044337i,-0.0081372-0.025642i,0.00495-0.007087i,0.016977-0.0018942i,0.017363-0.001762i,0.014433+0.0011293i,0.012154+0.00045131i
0.045116+0.090947i,0.092197+0.23318i,0.16015+0.33307i,0.20289+0.25263i,0.18342+0.088853i,0.13513+0.023383i,0.095984+0.032225i,0.058166+0.040242i,0.030228+0.04181i,0.017781+0.028559i,0.0096675+0.012764i,0.013802+0.0068762i,0.021789-0.001283i,0.012499-0.0041288i,-0.0031176+0.010588i,-0.0042227+0.031905i,0.0022558+0.038357i,0.0011852+0.02621i,-0.0092246+0.01103i,-0.017131+0.0083842i,-0.014917+0.0142i,-0.010374+0.016034i,-0.0049381+0.015989i
-0.055576-0.12279i,-0.13047-0.26918i,-0.21117-0.36267i,-0.233-0.27418i,-0.18496-0.12058i,-0.11702-0.056356i,-0.066411-0.053093i,-0.028122-0.052684i,-0.011104-0.044902i,-0.010423-0.018772i,-0.0065607+0.0062415i,-0.010987+0.013101i,-0.019378+0.018248i,-0.010548+0.017597i,0.0048401-0.0024623i,0.0077924-0.029045i,0.0008171-0.03877i,0.00088731-0.025142i,0.013743-0.0067168i,0.024029-0.0046837i,0.020239-0.012944i,0.010522-0.015967i,0.0021983-0.015964i
0.049715+0.10445i,0.13889+0.2669i,0.22688+0.37908i,0.2349+0.30485i,0.17772+0.15666i,0.12442+0.091796i,0.088367+0.073842i,0.043547+0.061059i,0.013748+0.052358i,0.0075033+0.02748i,0.0016767+0.0059866i,0.0065035+0.0018317i,0.017055-0.0074729i,0.0083089-0.012143i,-0.010031+0.0057506i,-0.013795+0.032923i,-0.0040141+0.043342i,-0.00061947+0.027836i,-0.010835+0.0069918i,-0.020806+0.0010878i,-0.020659+0.006005i,-0.015654+0.011639i,-0.0088292+0.017777i
