-0.0010593-0.00070846i,-0.00095299-0.0018619i,-0.0027731-0.0011518i,-0.0032441-0.00089684i,-0.0025784-0.0010934i,-0.0018904-0.0004984i,-0.0018875+0.00030334i,-0.0020495+0.00040342i,-0.0007092+0.00077141i,0.001405+0.00086528i,0.0020943-0.00068643i,0.0012279-0.0011906i,0.00094575-0.00028572i,0.00072742-0.00043138i,0.00012148-0.0004863i,-0.00041701+3.5225e-05i,-0.00055299+0.0003154i,-0.00027131+0.00073118i,0.00010788+0.00061697i,1.9454e-05+9.2018e-05i,0.00023263+0.00046956i,0.0002014+0.00092087i,0.0001319+0.00082475i
-0.0018761-0.00072864i,-0.002455-0.002405i,-0.0034206-0.0022366i,-0.0033377-0.0016662i,-0.0029027-0.0014231i,-0.0016473-0.0006466i,0.00014202+0.00017795i,-3.917e-05-9.4325e-05i,-0.00053489-0.00050424i,-7.0315e-05-6.6457e-05i,-0.00044616-8.3679e-05i,-0.00036555+9.8341e-05i,-7.8068e-05+0.00073325i,-0.00059899+0.00068854i,-0.00047795+0.0010011i,-0.00027894+0.0010394i,0.00012828+0.00050595i,0.00055662-0.00023595i,0.00079886-0.00048187i,0.0010292-0.0004612i,0.0013887-0.0011734i,0.00090255-0.001204i,0.00031352-0.00085538i
0.0011565-0.00034473i,0.00035999-0.00083828i,-0.00050758-0.00062992i,-0.0012271-0.00053467i,-0.0015715-0.00048777i,-0.0015213+4.6937e-05i,-0.00055248+4.8749e-05i,0.00027723+0.0002016i,0.00028207+0.00091085i,-0.00020984+0.0006247i,-0.00088525+5.2415e-05i,-0.0015432+0.00048854i,-0.0015139+0.00062249i,-0.0014576+0.0006795i,-0.0014355+0.0010133i,-0.00074821+0.00052783i,-0.00039211-0.00013896i,-0.00057949-0.00043255i,-0.00014452-0.00036866i,-9.8381e-05-7.6935e-05i,0.00013495-0.00028685i,0.00082359-0.00072518i,0.00011228-0.00011734i
0.00095189-3.1266e-05i,0.00052455+7.3447e-05i,-0.00044446-0.00067995i,-0.0018886-0.00067616i,-0.002504-0.00070279i,-0.0012498-0.00040616i,9.795e-05+5.7887e-05i,0.00047504+0.00010666i,0.00022948-0.00075463i,0.00025933-0.0014542i,0.00040329-0.0016787i,0.00025889-0.0008761i,-8.9515e-05-0.00019257i,-0.00055225-4.0986e-05i,-0.00048319+0.00012156i,-0.00055777-0.00021494i,-0.00056676-3.3378e-05i,-0.00069003+0.00033449i,-0.0006482-0.00046065i,0.00031581-0.00029069i,0.00016114+0.00042044i,-0.0001679+0.00022463i,0.00024734+0.00092383i
0.0021481+0.0005109i,0.00026867+0.001759i,-0.0010777+0.0010475i,-0.00029055-0.0002691i,0.00011476-0.00078388i,-0.0013195-0.00034691i,-0.0019127-0.00050538i,-0.00070365-0.00077195i,-7.789e-05-0.00034941i,0.00018954-0.00095999i,0.00063442-0.0016458i,0.00057761-0.00030827i,-6.6057e-05+0.00086563i,-0.00021334+0.00038192i,-0.00038649-0.00022774i,-0.00067054+0.00044545i,-0.00024562+0.00033646i,0.00037445-0.00020372i,0.00013011+0.00056798i,-5.7432e-05+0.00041562i,-0.00033316+0.00023304i,-0.00017755+0.00050573i,-0.00022987+0.00017919i
0.00047147-0.0009839i,-0.0017935-0.00064248i,-0.003525-0.00013233i,-0.0034526-0.00058789i,-0.0028598-0.00098849i,-0.0023605-0.0010392i,-0.0014732-9.0892e-05i,-0.00057888+8.5777e-05i,-6.6819e-05-0.00083366i,2.852e-05-0.00099885i,0.00029806-0.00049446i,0.00019773-0.00047369i,-0.00028182-0.0010142i,-0.00045554-0.0006232i,-0.00026263-0.00017845i,-6.1631e-06+0.00013982i,-0.00039536+0.00049794i,-0.0006031+0.00085339i,0.00055619+0.00053751i,0.0013168-0.00020687i,0.00057822-0.0004341i,0.00012612+0.0002238i,-0.0003212+0.00071051i
0.00010862-0.00079141i,0.00077844-0.0017125i,0.00047217-0.0025535i,-0.00024083-0.0031237i,-0.00086007-0.0029479i,-0.0011825-0.0017823i,-0.00098387-0.00024933i,-0.00055045+0.00011316i,0.00018019-0.00035483i,0.00065732-0.00029368i,0.00068108+7.7294e-05i,0.00059313+0.00010691i,0.00021857+0.00028277i,-0.00054314+2.0527e-05i,-0.00054695-0.00057957i,3.2626e-05-0.00065558i,-1.8444e-05-0.00044597i,-0.00071108+7.8013e-05i,-0.00035974+0.00015835i,2.3195e-05+0.00012523i,-0.00049753+0.00019015i,-0.00045326-0.00012709i,0.00026945+7.5825e-05i
0.00047164+1.7448e-05i,0.00046714+0.00084868i,-0.00066955+0.0021866i,-0.0021291+0.0023706i,-0.002293+0.00061931i,-0.0013693+0.00029573i,-0.00067382+0.00066288i,-0.00026802+0.00035332i,-4.5832e-05+0.00030823i,0.00015582+0.00074502i,0.00060468+0.00086765i,0.00037449+0.0001362i,-0.00014623-0.00052049i,-0.00084481-0.0007216i,-0.00059293-0.00059479i,0.00012293-0.00023275i,0.00039708+0.00014802i,0.00059339+0.00012963i,0.00033959+7.2143e-07i,0.00026867-0.00064439i,0.00053496-0.0010855i,0.00017329-0.00063785i,3.8651e-05+7.1785e-05i
-0.0023149+0.0013148i,-0.0015394+0.00025135i,-0.0018001-0.00094534i,-0.001538-0.001181i,-0.00074731-0.00098631i,-0.00051301-0.00080345i,-0.00024233-0.00042403i,-0.00019629-0.00037984i,-0.0010492-0.00023678i,-0.00082114-3.6247e-05i,-0.00013446-0.00013717i,-0.00014368-0.00035599i,-0.00023017-0.00072083i,0.00022174-0.00015135i,0.00028297+0.00075773i,-5.36e-06+0.00045741i,-0.00040932-0.00026496i,-0.00038771-3.6961e-05i,-0.00032265+0.00022372i,8.1153e-05-0.00065574i,0.00032103-0.00097216i,-0.0002634-0.0010315i,-0.00073641-0.00048248i
-0.0015461+0.00053123i,-0.0014161-0.00011445i,-0.001735-0.0011328i,-0.0023401-0.0013974i,-0.0023342-0.0016033i,-0.0017133-0.00092513i,-0.00034388-0.0010932i,0.00039302-0.00068078i,-0.00030087-6.5759e-05i,-0.00065355-0.00048999i,-0.00022349-0.00012632i,0.00019252+0.00059503i,4.4411e-05+0.00050496i,-0.00072973-0.00017389i,-0.0010661-0.00067576i,-0.00037793-0.00027996i,-0.00021344-7.5975e-05i,-0.00020166+5.6295e-06i,9.0694e-05-8.7535e-05i,-2.542e-05-0.00074515i,0.00036595-0.0010217i,-2.3446e-05-0.0004207i,-0.0011717-1.7595e-05i
-0.00075695-0.00089999i,-1.9569e-05-0.0011528i,-0.00019884-0.0012754i,-0.0010101-0.0013372i,-0.0022959-0.00070919i,-0.0023714-0.00043365i,-0.0012472-0.00051897i,-0.00038648-0.00010679i,-0.00053888-0.00019189i,-0.0005216-0.00040428i,-0.00025412-0.00010254i,9.5818e-05-3.8123e-05i,0.00012824+0.00048603i,-0.00089398+0.00092115i,-0.0011461+0.00056263i,-0.00058811+0.00011136i,-0.00046135-0.0004631i,-0.00051567-0.0008604i,-0.00040964-0.00031396i,-6.562e-05+0.00026497i,-0.00010716+0.00090703i,-0.00010762+0.0010902i,-1.4608e-05+0.00049901i
-0.00063895-0.0010557i,-0.00070732-0.00027078i,-0.00094201+0.00017603i,-0.0014444-0.00037096i,-0.0015727-0.00092572i,-6.1491e-05-0.00058941i,0.00058761+0.00048526i,0.00048068+0.00036026i,0.00062898-0.00014392i,0.00046394-0.00032788i,-0.00026057-0.00038706i,-0.0010526-6.8976e-06i,-0.00098401+0.0006039i,-0.00018155+0.00084339i,2.0796e-05+0.00075428i,-0.00021719+0.00068226i,-0.00010844+0.00027282i,0.00020208-0.00063131i,0.00028023+0.00038696i,0.00021427+0.0010974i,0.00012014-2.5689e-05i,0.0003282-0.00032732i,0.00034519+0.00049367i
0.00033982+0.00032426i,-0.00043279+0.001344i,-0.001165+0.00079295i,-0.0015128-0.0003801i,-0.0017877-0.001106i,-0.0017871-0.00078189i,-0.0016778-0.00056415i,-0.0011096-0.00067558i,-0.00017967-0.00038891i,0.00044516-0.00036216i,0.00056778+0.0003991i,0.00026907+0.0011664i,3.3494e-05+0.00083882i,-0.00027029+0.00034688i,-0.00067752-0.00018778i,-8.1553e-05+6.174e-05i,0.00061709+0.00070035i,7.7243e-06+0.00037844i,-0.00035406+0.00017246i,0.00021805+0.00047913i,0.0012134+0.00074363i,0.0012516-0.00045976i,0.0003212-0.0011076i
-0.0010063-0.0014394i,-0.0016387-0.0013149i,-0.0023781-0.0014628i,-0.0029345-0.00076116i,-0.0024039-0.00096585i,-0.0011192-0.00075579i,-0.00044325-0.00019933i,0.0002631-0.00085258i,0.0010456-0.00082873i,0.00043735+1.4093e-05i,-2.1591e-05+0.00047403i,-0.00031481+0.00050435i,-0.00049792+0.00025897i,-0.00055751-0.00019741i,-0.00036558-0.0009071i,-0.00028755-0.0015205i,-0.0004196-0.0012118i,-0.00020684+0.00021175i,0.00054932+0.00055865i,0.00068991-0.00018422i,2.8676e-05-0.00010439i,-0.00011305-0.00035908i,0.00030728-0.00039888i
-0.00057893-0.0001084i,-0.00081483-0.001431i,-0.0013283-0.0018058i,-0.0016703-0.0021335i,-0.0015859-0.0016187i,-0.0017782-0.00093239i,-0.00066254-0.0006698i,0.00055979-0.0002112i,0.00070659-0.00040933i,0.00079417-0.00099704i,0.00028509-0.00082548i,4.9354e-05-0.00067259i,0.00027546-3.4476e-05i,0.00063957+0.000144i,0.00080314+0.00018855i,0.00035433+0.00040877i,-4.7359e-05+0.00032397i,0.00040689+0.00010105i,0.00090885+5.0245e-05i,0.00027682+0.00036682i,-8.9753e-06+0.00026421i,-0.00042731+1.0072e-05i,-0.00056171+6.7175e-06i
-0.00072397+0.0020155i,-0.0013935+0.0015389i,-0.00083589+0.00032462i,0.00012376-0.0010031i,-0.00080156-0.0017923i,-0.0010699-0.0015313i,-0.00049595-0.00014429i,-0.00028378+0.00029732i,-0.00030441-4.5646e-05i,-0.00094641-0.00011641i,-0.00048766-0.00083859i,0.00052641-0.00044938i,0.00053151+9.9794e-05i,-3.1954e-05+0.00014873i,-0.00018595+0.0005085i,-0.00010285+0.00049656i,5.8727e-05+0.00050326i,0.00037144+0.00051895i,0.00050225+0.00077867i,0.00081931+0.00028357i,0.0004486-0.00038253i,-0.0004595-0.00059868i,-0.0011284-0.00013658i
-8.2642e-05+0.00088385i,-0.0013516+0.00094261i,-0.0026989-0.00032756i,-0.0024971-0.0013449i,-0.0018295-0.0008895i,-0.0018857+2.9081e-05i,-0.0015427+9.4372e-05i,-0.00091633-0.0002209i,-0.00045288-9.0841e-05i,-0.00023465+0.0001263i,-0.00048894+0.00037232i,-0.00045962+0.00025547i,-0.00033278+0.00016411i,-0.00023931+0.00025081i,0.00010414-0.00039629i,-0.00013187-0.00034175i,-0.00026597+2.2407e-05i,-0.00017803-0.00016956i,-3.4652e-05+0.00027461i,-5.4808e-05+0.00072142i,0.00050295+0.0002169i,0.00077367-0.00060335i,0.00049255-0.00051377i
0.0010908+0.0020209i,-0.00031235-0.00091872i,-0.0011393-0.0021841i,-0.0018362-0.0021891i,-0.0018872-0.0023542i,-0.001165-0.0023123i,-0.00082911-0.00084811i,0.0002889-4.8802e-05i,0.0012948+0.0003324i,0.00077801+0.00054499i,9.0231e-05+0.00063256i,-0.00016718+0.00079853i,-0.0003868+0.00037954i,-0.00064808+0.00043273i,-0.0010664+0.00081876i,-0.0011835+0.0010731i,-0.00083121+0.00066812i,-0.00046951+0.00016944i,-0.00017498+0.00010026i,0.00020484+0.00016004i,0.00038569+2.8531e-05i,0.00047675+0.00014356i,-2.5506e-05+0.00029439i
-0.00058159+0.00031523i,-0.0005025+0.0003515i,-0.00022983+0.00077398i,-0.00086253+0.0002053i,-0.0023628-0.00021151i,-0.0020152-0.00062192i,-0.0007895-0.00050548i,-0.00044115+0.00031589i,-0.00048617+0.00061465i,-3.4399e-06+0.00054398i,0.0001925+0.00016907i,-2.3968e-05-0.0003071i,0.00024805+0.00015469i,3.1892e-06+0.00019573i,-0.00030568-0.00021759i,-0.0003384-0.00012093i,-0.00053111-0.00027708i,-5.4359e-05-0.00015244i,0.00089534+1.0333e-06i,0.00066526+0.00011595i,-0.00021932+0.00049015i,-0.00031994+8.7389e-05i,8.4695e-05-0.00052379i
-0.00019615-0.00056077i,-0.0013891-0.00051014i,-0.0021342-0.00093938i,-0.0022772-0.0012497i,-0.0026413-0.0014493i,-0.0021359-0.00097401i,-0.00010009+0.00018282i,0.0010473+0.00065087i,0.00074272+9.2638e-06i,0.00013577-0.00021726i,-0.00060077+0.00014248i,-0.00049569+0.00034878i,-0.00011518+0.0002496i,-0.00058342+0.00010097i,-0.0011615+0.00018939i,-0.00083607+1.9996e-05i,0.00014491-0.00025005i,2.1262e-05+0.00014751i,-0.00014702+0.00046634i,-0.0001561+0.0001707i,-0.00041147-0.00045148i,-0.00048022-0.00091i,-0.00054244-0.00052714i
-0.00042273-0.0015336i,-0.0010843-0.0011812i,-0.0029231-0.00086927i,-0.0038821-6.275e-05i,-0.0036513+0.0010729i,-0.0026054+0.0017683i,-0.00074844+0.00037465i,0.00074918-0.00048213i,0.00050829-0.00096166i,-0.00026149-0.0015731i,-0.00077737-0.00098158i,-0.00074569-0.00030651i,-9.7904e-05-0.00040156i,0.00097783-0.00013505i,0.0010434+0.00012237i,0.00017665+0.00035129i,-0.00044054+0.00066762i,0.00044697+0.00037233i,0.00060803+0.0002552i,0.0001622+0.00015156i,0.00071966-0.00050338i,0.00039288-0.0004501i,-0.00022677-0.00013601i
0.00084447+6.1127e-05i,8.7286e-05+0.00039178i,-0.00017949+0.00046924i,0.0004171-0.00022339i,8.2657e-05-0.0015611i,-0.00063837-0.0016765i,3.2664e-05-0.00054667i,0.00044562+9.8438e-05i,0.00055003-0.00033437i,0.00040245-0.0010231i,0.0001479-0.0013689i,0.00039991-0.0010605i,0.00035301-0.00042523i,-0.00016266-0.00031435i,-0.00047546-0.00040106i,0.00023394-0.00039328i,0.00096802-0.00073986i,0.00036077-0.00084721i,4.4315e-05-0.00014301i,-8.3212e-05+0.00060127i,-9.5653e-05+0.00068776i,0.00059538+0.00063955i,0.00067039+0.00085647i
-0.00089706-0.00093264i,0.00016385-0.00069351i,-0.00059809-0.00065296i,-0.0014835-0.0010794i,-0.00092175-0.0010586i,-0.00075589-0.001476i,-0.0012315-0.0017041i,-0.00060149-0.0004014i,-0.00061535-0.00034646i,-0.00052711-0.00034795i,0.00025512+0.00052928i,0.00029824+0.00033336i,1.6553e-05-0.00063093i,-0.00011192-0.00048032i,-0.0003379-0.00018225i,-0.00024983-3.1758e-06i,-0.00026632+0.00042213i,-0.00028889+0.00050033i,-0.00033771+0.00059349i,-8.1486e-05+0.00044294i,-0.00084579+0.000265i,-0.0014452-5.7214e-06i,-6.4588e-05+0.0004024i
-2.4393e-05-0.00047499i,-0.00021027-0.00027852i,-0.0017379+0.000373i,-0.0024377+0.00031645i,-0.0018497-0.00010843i,-0.00025095+0.00052395i,0.00059999+0.00049922i,0.001006+0.0002013i,0.0006264+5.9252e-05i,-0.00021929-0.00099189i,-0.00029176-0.00092371i,-0.00014353+9.1983e-05i,-0.00015719-0.00027314i,-0.00021982-9.3002e-05i,0.00014337+0.00023695i,0.00088812-4.6325e-05i,0.00048472-0.00020444i,-9.1579e-05+0.00037118i,-0.00033346+0.0010805i,-0.00014128+0.00072672i,0.00019138+0.00055532i,0.00020184+0.00032067i,0.0006897+5.3586e-05i
-0.0030229-0.00062391i,-0.0027108-0.0014021i,-0.0040689-7.9593e-05i,-0.0037169+0.00030964i,-0.0015039-0.00030143i,-6.3289e-05-0.00063974i,0.0003077-0.0011955i,6.6274e-05-0.001143i,-0.00071859-0.00063203i,-0.00080755-8.146e-05i,-0.00073964+0.00020223i,-0.00048316-0.0002854i,-2.0598e-05-0.00043941i,0.00010774-0.00024365i,-0.00029637-0.00057923i,-0.00022199-0.00029307i,-0.00028136+0.00024653i,-0.00043755+0.00038683i,-0.00025876-0.00012196i,0.00044844-0.00042957i,0.00056357-6.9228e-05i,-9.927e-05+0.00032942i,-0.00018556+0.0004937i
0.00012813-0.00044015i,-0.0010393-0.0011052i,-0.0005392-0.0020091i,-0.0012953-0.0029317i,-0.0023969-0.0033879i,-0.00194-0.0023433i,-0.00048582-0.00080458i,-4.6293e-05+0.00042714i,0.00031564+0.00034013i,0.00084703-0.00049157i,-8.1988e-05-0.0005121i,-0.00087123-0.00082118i,-0.00073343-0.00088752i,-0.00096237+0.00074335i,-0.0003224+0.0010062i,0.00060519+0.00030779i,0.00090651+0.00047881i,0.0011609+0.00040602i,0.0004327-0.00014684i,-0.00040483-0.00069537i,-0.0004118-0.00050087i,8.4942e-05-3.1312e-05i,0.00049272-0.00039414i
-0.0004743+0.00076384i,-0.00051178+0.0012559i,8.317e-05+0.00056828i,-0.00029679-0.00028534i,-0.00042219-0.00094061i,-0.00076424-0.00053535i,-0.0010706-0.00048075i,-0.00039764-0.0013454i,0.00027836-0.001376i,0.0003696-0.00088483i,0.00052279-0.00083948i,0.00030542-0.00077367i,-0.00049157-0.00019744i,-0.0012267+0.00049482i,-0.00050861+0.00072447i,-3.8586e-05+0.00090324i,-0.00047091+0.00047218i,-0.00045965-0.00028454i,-6.226e-05+0.00017125i,0.00025077+0.00098422i,0.00033597+0.00049364i,0.00013943-0.00052778i,-0.0002001-0.00016736i
-0.0011276+0.00082616i,-0.0016452+0.00091676i,-0.0015669+0.00032897i,-0.00094334-0.00010769i,-0.00054913-0.00079878i,-0.0013047-0.0003691i,-0.0015649+0.00026996i,-0.00059113+0.00092631i,9.5662e-05+0.0016241i,0.00016366+0.00084435i,3.1774e-05+0.00050131i,0.00011566+0.00081354i,0.00014734+0.00041498i,-0.001004-0.00012628i,-0.0010486+1.7212e-05i,0.00029799+0.00049797i,0.00048536-0.00015181i,-0.00014085-0.00060435i,-5.1458e-05+8.3043e-05i,0.00038133+0.00077671i,0.000678+0.00057245i,0.00052473-0.00020287i,0.00037446-8.7698e-05i
3.3145e-05-0.0020374i,0.00041536-0.0015832i,-0.00070752-0.0010975i,-0.0018841-0.0013473i,-0.0024525-0.0012928i,-0.0019085-0.00010219i,-0.00065009+0.0015124i,-1.851e-05+0.0012755i,-0.00014392-0.00012942i,-0.0011152-0.00049135i,-0.0018542-0.00018603i,-0.00060123+0.00057356i,0.00076913+0.00060408i,0.00075241+0.00016885i,0.00029601+0.00021209i,0.00013306-0.00029371i,8.5164e-05-0.00037967i,0.00020772+0.00014247i,0.00070057+0.00039557i,0.00071621+0.00083181i,0.00065573+0.00075281i,-1.9445e-05+0.00040096i,5.8659e-05-0.00012978i
-0.0011383+0.00016358i,-0.00073794+0.00097004i,3.9166e-05-5.2625e-05i,-0.00069099-0.00032842i,-0.00067908+0.00064068i,0.00011937+0.00090473i,0.00049445+0.00056851i,0.00010403-0.00090995i,-0.00033947-0.0015707i,-0.00041677-0.00064309i,-0.00054921-4.9183e-05i,-0.00029316+0.00019374i,-0.00052268+0.00064798i,-0.00081119+0.00073046i,-0.00083178+0.0004402i,-0.00045618+0.00031308i,0.00029077+0.00052282i,0.0004291+0.00048321i,0.00031373+0.00035047i,0.0006281+0.00030197i,0.00072484+0.00014516i,0.00020995+0.00027231i,-0.00046768+0.00037032i
-0.0015409-0.00077845i,-0.00096343-0.00022378i,-0.00072942-0.00028828i,-0.0018222-0.00083848i,-0.0020829-0.0010437i,-0.0016937-0.00070273i,-0.00037025+0.00018041i,0.00041471+0.00042705i,-1.4118e-05-0.00047931i,-0.00059904-0.0011756i,-0.00043616-0.0013821i,-0.00031208-0.00098341i,-0.0010439+0.00019955i,-0.0014476-0.0001954i,-0.0010266-0.001143i,-0.00061121-0.00033249i,-0.00087136+0.00024833i,-0.000587+0.00056983i,-6.3106e-05+0.0011771i,0.00056773+0.00074805i,0.00090607+0.00069427i,4.2233e-05+0.0007898i,-0.00066011-4.274e-05i
-0.0016233-0.00078422i,-0.0012509-0.00072725i,-0.0015145-0.00023843i,-0.0014066-0.00067284i,-0.0016247-0.0010897i,-0.0014377+0.00041217i,-0.00018013+0.00092602i,0.00039342+5.6315e-05i,-6.9242e-05-0.00051453i,-0.0010137-0.00017848i,-0.00022147+0.00018128i,0.0001247+0.00020027i,-0.0011518-0.00032476i,-0.00047026-0.00058992i,0.00082106-0.0005051i,0.00040204-1.0237e-05i,-0.00028434+0.00081344i,-0.00042523+0.0013968i,-0.00024519+0.0017332i,0.0003636+0.0010723i,0.00056698-0.00022089i,1.4585e-05-0.00061999i,-5.6215e-06-8.2248e-05i
-9.723e-05+0.00047133i,1.6503e-05+0.00033408i,-0.0014132+0.00043337i,-0.0022764-0.00056495i,-0.0024868-0.0014384i,-0.0019214-0.00096962i,-0.001023-0.00044868i,-0.00051934-6.3944e-05i,-0.00059126+0.00051458i,-0.00086882+0.00034877i,-0.00025995-0.00036124i,0.00029764+1.4197e-05i,-0.00021777+0.00038958i,-0.00042866-7.093e-05i,-0.00076065+0.00026378i,-0.00076652-1.4026e-05i,-0.00048768-0.0004154i,-0.00095012-9.1627e-05i,-0.00095719-4.6884e-05i,-0.00038223-0.00041536i,0.00051353-0.00090472i,0.0010116-0.00080696i,0.0008-0.00047161i
-0.0011656-0.00071206i,-0.0013768-0.00087619i,-0.00086201-0.00034585i,-0.00067974-0.0012598i,-0.00074035-0.0018842i,-0.00029704-0.001731i,-0.00027214-0.0011105i,-0.00024674-0.00036606i,0.00054162-0.00075616i,0.00082934-0.00033377i,0.0005404+0.00013873i,-0.00029497-0.00035822i,-0.00051651-0.00032733i,-0.00030536+0.00026373i,-0.0012019+0.00075582i,-0.0017622+0.00034839i,-0.0011344-6.594e-05i,-8.6045e-05+3.2737e-05i,0.00081846-1.0916e-06i,0.00093281+0.00015334i,-0.0001495-1.0091e-05i,-0.00072553-0.00036603i,-0.00029096-0.00059521i
0.00068711+0.00018037i,0.00017681-0.0016962i,-0.00014164-0.0028109i,-0.00065422-0.0041175i,-0.0010957-0.0045458i,-0.0022469-0.0036658i,-0.0010357-0.0023294i,0.00070525-0.00092301i,0.0011104-8.0812e-05i,0.00051682-0.00057467i,0.00014914-0.0012545i,-0.00024676-0.00052581i,-0.00042691+0.00023888i,-0.00053172+0.00083692i,-0.00035012+0.0008749i,0.00017709-0.0001292i,0.00044679-0.00019407i,0.00029395+0.00029708i,-5.7389e-06+0.00029927i,-3.3068e-06-0.00020947i,0.00020638-0.0010089i,0.00020741-0.00088163i,0.00071781+8.836e-05i
0.00045139+0.00039437i,-0.0010375+0.001615i,-0.0018923+0.00029532i,-0.0020205-0.0018023i,-0.0019099-0.0013343i,-0.0019914-0.00021435i,-0.00088764+0.00030472i,0.00047477-0.00018585i,0.00041265-0.00033671i,-0.00011386-2.0317e-05i,-4.2533e-05-0.00022664i,-0.00023153-2.11e-05i,-4.4048e-05-8.1391e-05i,-0.00043375-2.821e-05i,-0.0011537-6.9666e-05i,-0.00043388-0.00029881i,0.00042023-0.00010662i,0.000533-1.1852e-05i,0.00042443-0.00011434i,0.00026215-8.7789e-06i,0.00026063+0.00037662i,1.5757e-05-0.00022748i,0.00030629-0.00053209i
-0.0016541+0.00026422i,-0.0015043+0.00011253i,-0.00053479-5.175e-06i,0.00011176-0.0010677i,-0.0010119-0.0016245i,-0.00099172-0.0012974i,1.8515e-05-0.00048219i,0.00040384-0.00024361i,0.0011718-0.00016875i,0.00090461+0.00034524i,-0.00012776+0.00037414i,-0.00064984-0.00023168i,-0.00058977-0.00016524i,-0.00047858+2.8257e-05i,-0.00026927+0.00035974i,-0.00027995+0.00077134i,-0.000408+0.00091253i,-0.00044556+0.0010523i,-0.00082689+0.000505i,-0.00088291-5.5539e-05i,-0.00031301+0.00013181i,-0.00053338+0.00016999i,-0.00048431+0.00036044i
-0.00072928+0.00069657i,-0.00038867+0.0004161i,-0.00039431+6.1774e-05i,-0.0010724-0.00073219i,-0.0014953-0.00094425i,-0.0012303-0.00047667i,-0.0010636-0.00019264i,-0.00099607-7.9814e-05i,-0.00068071+0.00012552i,-0.00050755-0.00026067i,-0.00063851-0.00037964i,-0.00040817+0.00010344i,-0.0005467+0.00081477i,-0.00099306+0.00059786i,-0.00036275-0.0001676i,-5.9098e-05-0.00047483i,-0.00053887-0.00035664i,-0.00085385+0.00043907i,-0.0004577+0.00075479i,-0.00028952+0.00016351i,-0.00035845-0.00011569i,-0.00039847-0.00039102i,-0.00051394-0.00084899i
-7.6276e-05+0.00066359i,-0.00078601+0.00041045i,-0.00097609+1.5059e-05i,-0.00026569-0.0012848i,-0.00088714-0.0017724i,-0.0019885-0.00068827i,-0.0011886+0.00029411i,0.00013152+0.0001021i,0.00081694-0.00047702i,0.0002687-0.00013817i,-1.4499e-05+5.3996e-05i,1.1605e-06-0.00059348i,-0.00021209-0.00093315i,-0.00014729-2.1087e-05i,-0.00010538+0.0012523i,2.961e-05+0.0010988i,-0.00017343+0.00053995i,-0.00043415+0.00038422i,-0.00018289-3.17e-05i,-3.8918e-05-0.00072265i,-0.0003264-0.0004784i,-0.0005775+0.00023252i,-0.00068347+0.00073288i
-0.0017876-0.00038635i,-0.0028761-0.0013363i,-0.0035069-0.0016154i,-0.0023564-0.0013619i,-0.0019225-0.00086594i,-0.0011676-0.00059738i,7.587e-05-0.0011463i,0.00082938-0.0014102i,0.00088747-0.00043983i,0.00059329+0.00053635i,5.1213e-05+0.00023479i,0.000327-0.00033153i,0.00066819+3.7433e-05i,-0.00024845+0.00026773i,-0.001076+0.00018896i,-0.00076853+0.00040654i,-0.00013405-0.00011393i,0.00020979-0.00051669i,0.00087709-6.2603e-05i,0.00096304+2.6224e-05i,-0.00024679-0.00038276i,-0.00022792-0.00010047i,0.00020128+0.00039543i
0.00041506-0.00066779i,0.00076754-0.00075707i,0.00091536-0.0018783i,-6.6586e-05-0.0023456i,-0.00038935-0.0018606i,-0.00062205-0.00059737i,-0.0005689+0.00038641i,-0.00055049+0.00019916i,-0.00013814-0.00053865i,0.00050967-0.00087468i,0.00054309-0.0011294i,0.00042127-0.0004632i,0.00027904+1.7414e-05i,0.00022336+0.0001403i,0.0003366-0.00014728i,7.3816e-05-0.00056818i,-0.00043706-0.00034773i,-0.0011236+1.4264e-05i,-0.00038701+0.00046141i,0.00055764+0.00043916i,0.00021007-0.00017558i,0.00024531+1.6576e-05i,0.00031784-6.5463e-05i
-0.0013755+0.00053211i,-0.0013401+0.00095679i,-0.00092605+0.0020809i,-0.00028122+0.001378i,-0.00043769-2.3514e-06i,-0.00059517-3.8334e-05i,-0.00020661+0.00031345i,0.00022176-5.1797e-05i,-0.00021516-0.00046798i,-0.00070328-0.00018957i,-0.00068312-0.00039278i,-0.00027412-0.00052193i,0.00017694-0.00013759i,-0.00024111+0.00029141i,-0.0010009+7.2105e-06i,-0.0010115-0.00041538i,0.00028054-0.00021452i,0.0010551+0.00030208i,0.00087174+1.5074e-06i,0.00053472+8.7131e-05i,6.7725e-05+0.0005335i,0.00028109+0.00031109i,0.00081023+7.8429e-05i
0.00068052-0.00082263i,-0.00064871-0.0016531i,-0.0024228-0.0017939i,-0.0030062-0.0022794i,-0.0035158-0.0027192i,-0.0030234-0.0024675i,-0.0014492-0.0015151i,-2.0564e-05-0.00053119i,0.00019406-0.00030261i,0.00045919-0.00055409i,8.924e-05-0.00015348i,-0.00063028+0.00071022i,-0.0002743+0.00062957i,-0.00054283+0.00015765i,-0.00091326+0.00022623i,-0.00047495-4.4746e-05i,-0.00034313+0.00014286i,-0.00042972+0.00046774i,-0.00045331+0.00032116i,-0.00037378-0.00046443i,3.9696e-05-0.00097649i,2.1596e-05-0.00068505i,0.00026186-0.0006314i
