-0.00024062-0.00065549i,-0.00022466-0.0025516i,-0.0014454-0.0030532i,-0.0024786-0.0018882i,-0.003067-0.00054264i,-0.0024279+0.0011597i,-0.00059184+0.0021415i,0.0003177+0.0019596i,0.00088795+0.0001945i,0.0012243-0.0015953i,0.00037775-0.0011065i,-0.00012331-0.00051996i,-0.00052958-0.00029685i,-0.001163-0.00030781i,-0.00028326+0.00044069i,-0.00052751+0.0009487i,-0.0007512-0.00012058i,-7.3162e-05-0.0010047i,8.6793e-05-0.00066427i,-0.00012206-0.00023139i,-0.0004963-0.0011075i,-0.00016458-0.0015644i,3.4227e-05-0.00091437i
0.00119+0.00086504i,0.001244+0.0022083i,0.0011003+0.0026633i,0.00022628+0.0024078i,-6.2868e-06+0.0015962i,0.00029827+0.0012411i,0.00022949+0.00098695i,0.00063967+0.00060363i,0.0012227-0.00012836i,0.00082314-0.00041599i,0.00028294-8.0144e-05i,7.8915e-05-0.00031401i,-0.00016342-0.00065975i,0.0001169-0.00050892i,0.00069192+7.4236e-05i,0.00047711+0.00044426i,0.00019162+0.00053137i,0.00016233-2.5901e-05i,0.00013449-0.0011832i,0.00072566-0.00068351i,7.8097e-05+0.00024579i,-0.001043+0.00012901i,-0.00080827-0.00023976i
0.00038812+0.001298i,0.00049911+0.0014818i,0.00022115+0.0011022i,-0.00074868+0.0004398i,-0.0008248-0.00030845i,-0.00022108-0.00073724i,-0.00030046-5.4886e-05i,-0.00059444+0.0010212i,0.00054529+0.00042187i,0.00072355-0.00038304i,0.00020969-3.7011e-05i,0.00015556+0.00039444i,-0.00010049+1.5693e-05i,-0.0003137-0.00034524i,-0.00038874-0.00050731i,-0.00077402-0.0004796i,-0.0011211-0.00013108i,-0.00011489-0.00021807i,0.00023099-0.00018922i,0.00042242+0.00038545i,0.00061789+0.00033227i,0.00012056-0.00015536i,-0.0003229-0.00028658i
-0.00067188+0.00054369i,-0.00035214+0.00095222i,0.0004325+0.00019579i,7.5481e-05+7.9305e-05i,-0.00084291+0.00064041i,-0.00015579+0.0007274i,4.5032e-05+0.00046355i,9.522e-05+0.00038143i,0.00056515+0.00029194i,0.00038746+0.00047968i,-0.00014565+0.00054527i,-9.8253e-05+1.1344e-05i,0.00043566+0.00015712i,0.00085156+0.00011125i,0.00043251-0.00022789i,2.1238e-05+8.0152e-05i,0.00030504-0.00052591i,0.00071956-0.00079469i,0.00080259+0.00030511i,0.00036331+0.00062665i,-3.647e-05+0.00043515i,-0.000205+0.00042922i,-3.4283e-05+0.00066968i
-0.0010155+0.0011676i,-0.00073292+0.0003906i,-0.00012593+0.0011366i,-0.00016947+0.0012281i,-0.00028708+0.00023154i,-0.00073713+8.1396e-05i,-0.0011022-7.6366e-05i,-0.00077215-0.00049453i,0.00024322-0.00089024i,0.00049177-0.0010246i,-0.00054441-0.00078915i,-0.0012977-0.00060735i,-0.0014246+0.00027364i,-0.00090223+0.00046388i,-0.00016031-0.00021949i,-0.00013143-0.00057315i,-0.00040715-0.00032979i,-0.00013836-6.0296e-05i,0.00040941+0.00025428i,0.00062625-0.00012149i,0.00037951-0.000285i,0.00067108+0.00011843i,0.0011885+0.00014133i
0.0013963-0.0013432i,0.00061932-0.0010613i,0.00028098-0.00036923i,-0.00037809-0.00080973i,-0.00099846-0.00124i,-0.00084502-0.00070787i,-0.00023512-0.00090216i,0.00013809-0.00066106i,0.00027891-0.00059354i,-0.00010136-0.0011556i,-0.00040348-0.00088365i,0.00024923+0.00014069i,0.00060945-0.00028987i,0.00037024-0.00025158i,-0.00017602+0.00064742i,-0.0004366-0.00018044i,0.00030175-0.00034888i,0.00018669+0.00022271i,0.0002392+4.4108e-05i,0.00068135-0.00015275i,0.00094647-0.00028866i,0.00063215-0.00045999i,1.5867e-05-0.00019497i
0.0017915+0.00083402i,0.0020655+0.00059779i,0.0015799+5.8536e-05i,0.00079174-0.00013174i,0.00049494+0.00016719i,2.3874e-06+0.00056069i,-0.00038673+0.00064338i,0.00016856+0.00042901i,0.00074332+0.00027794i,0.00060926-0.00030355i,-0.0001509-0.00069955i,-0.00048006-0.0002622i,-0.00044877+0.00035403i,-0.00098585-0.00024247i,-0.0012515-0.00060059i,-0.0011417-8.8103e-05i,-0.0010952-0.00067527i,-0.00062451-0.00055327i,0.00052536+0.00021628i,0.00013354+8.1105e-05i,-0.00021004-0.00011371i,-0.00036365-0.00016884i,-0.00078995-0.00060218i
-9.1512e-06-0.0015515i,-0.00016537-0.00072248i,-0.0011186-0.00084145i,-0.0020274-0.0015685i,-0.0017425-0.0011442i,-0.00093233-5.749e-05i,-0.0004517+1.1739e-05i,-0.00037555+1.6906e-05i,0.00011616+0.00040457i,0.00020858+5.7091e-05i,0.00018434-0.00096466i,0.00035687-0.00051928i,-0.00036863+0.00022602i,-0.0008619-7.3433e-05i,-0.0011914-0.00016167i,-0.0014376-3.2594e-05i,-0.00029244-0.00034796i,6.495e-05-0.00030656i,0.00014061-0.00025282i,7.77e-05+7.8353e-05i,-8.9117e-05-7.3672e-05i,-0.00011779-0.00080002i,9.3351e-07-0.00059068i
-0.002307+0.00010736i,-0.0026865-0.00014854i,-0.001597+3.7371e-06i,8.5279e-05+0.00097479i,0.00047025+0.0016076i,0.00035026+0.0010235i,0.00034169+0.00076807i,8.2225e-05+0.00085648i,0.0005805+0.001118i,0.00084296+0.00076176i,0.00080014-0.00014173i,0.0011354-0.00075765i,0.00099419-0.0008358i,-1.7493e-05-0.00080345i,-0.00025249-0.00084019i,0.00032771-0.0002965i,0.00013858+0.00030274i,0.00010124+3.6836e-05i,0.00050844-0.00053649i,-0.00027308+5.2543e-06i,-0.0012437-7.7554e-05i,-0.00059446-0.00019714i,-0.00053768+0.00028487i
-0.00016057-0.002498i,-0.0015076-0.0026955i,-0.0030002-0.0021749i,-0.003035-0.00077206i,-0.0022727+0.0011542i,-0.0015751+0.0012517i,-0.00017976+0.00038389i,0.00085597-0.00034139i,0.00083989-0.00023338i,0.00068822-0.00078552i,-0.00028063-0.00085577i,-0.0014899+0.00045681i,-0.00083617+0.00087365i,0.00039533+0.0005141i,7.1842e-05+0.00062497i,3.8307e-05+0.0005488i,0.00050339+0.0001795i,0.00050548-0.00037057i,-8.2633e-05-0.0002448i,-0.00082004-0.00014927i,-0.00023559-0.00076845i,-8.0843e-05-0.0013044i,-0.00030041-0.0013556i
-0.0011457-0.0010392i,-0.00012971+0.00069338i,0.00019922+0.001597i,8.5002e-05+0.0017811i,0.00047188+0.0018559i,0.00073506+0.0010114i,0.00030887+0.00024169i,-0.00028805+0.00063882i,-0.00086238+0.00047829i,-0.00050884-8.9472e-05i,8.5009e-05+0.00025799i,0.00012279+0.00061598i,0.00014749+0.0002623i,0.00092932-0.00030229i,0.0011941+0.00017013i,0.00055376+0.00030455i,-0.00022515+0.00018813i,-0.00093159+0.00035694i,-0.00074306+0.00014637i,-0.00062363+0.00044176i,-0.0011305+0.000875i,-0.0010052-8.5088e-05i,-0.0011488-0.00018188i
0.0003953-0.00016911i,-0.00036908-0.00051718i,-0.0017825-4.0057e-07i,-0.0020237+0.0012794i,-0.0020611+0.00052832i,-0.001466-0.00070647i,-0.00019096+0.00026598i,0.00058252+0.00096607i,0.00022189+0.00048467i,9.3264e-05-0.00030636i,0.00018437-0.00012172i,-0.00043358+0.0004738i,5.3935e-05+0.00044009i,3.6044e-05+0.00011866i,0.00029395-0.00045751i,0.0012133-0.00066328i,0.00074684-0.0002847i,0.00024536+0.00059795i,0.0006842+0.00083585i,0.00089622+0.00014884i,-1.698e-05-7.2064e-05i,-0.00057312-8.3014e-05i,-0.00061275-0.00038256i
-0.0011431+0.0016964i,-0.0017054+0.001558i,-0.00037625+0.002522i,0.00084812+0.0025489i,0.00095244+0.0012521i,0.00061926-0.00015491i,0.00012905-0.00034961i,-0.00023475-3.5202e-05i,0.00029368-0.00029251i,0.00060556-0.00041657i,0.00068507-0.00056904i,0.00078576-0.0012565i,-4.9133e-05-0.0012277i,-0.0006732-0.00084554i,-0.00055853-0.00056047i,0.00033495-0.00010105i,0.00014351+0.00057258i,-0.00021564+0.0011091i,0.00045436+0.0012987i,0.00081254+0.0006496i,0.00051941+0.00018251i,-8.1372e-06+2.7874e-05i,-6.6832e-05+0.00023247i
-0.0024898+0.00075466i,-0.0025177+1.8801e-05i,-0.0020149+6.061e-05i,-0.0011451+0.00082349i,-8.7568e-05+0.00055557i,0.00023712+0.00081197i,-0.00026548+0.00091233i,-0.00035807+0.00043725i,-0.00048381-0.00010223i,-0.00069092-0.00062646i,-0.00055069-0.00070665i,6.4918e-05-0.00083927i,0.0012126-0.00072114i,0.00091211-0.00014305i,-1.3927e-05-0.00020357i,0.00017675-0.00020777i,0.00020732-6.8475e-05i,-0.00011613-0.00017231i,-0.00023106-7.4667e-06i,-0.00027919+0.00070289i,-0.00059515+0.00032451i,-0.00072123-0.00042548i,-0.00080254-0.00012999i
-0.00087228-0.00037381i,-0.0014554-0.00078711i,-0.0017517+0.00035378i,-0.0010912+0.0012184i,6.9291e-05+0.00099938i,0.00024422+0.00043178i,8.7166e-06+6.757e-05i,0.00032185-0.00010486i,0.00037279+0.00024179i,-0.00016236+0.00044375i,0.00012767+0.00017453i,0.0003392-0.00031017i,-0.00010103-0.00085641i,-2.6158e-05-0.00035157i,-0.00016689+0.00024396i,0.00026871+0.00063932i,0.00038037+0.00055891i,0.00047617+0.0004779i,0.00081393+0.00063021i,0.00079345-2.6837e-05i,0.00054133-0.00012972i,0.00019748+0.0006234i,0.00034341+0.00095707i
0.00036813-0.0019206i,0.00085827-0.0024748i,9.8688e-05-0.0021165i,-0.00053369+5.7418e-07i,-0.00033469+0.001934i,0.00027843+0.0024947i,0.00092434+0.0015819i,0.0010346+0.00062127i,0.00012394+0.00021704i,-0.00081593+0.00028692i,-0.0010831+0.0013205i,-0.00071993+0.0013609i,-9.1567e-05+0.0012021i,0.00014173+0.00048335i,0.0007429+5.8528e-05i,0.00049407+0.00035922i,-0.00042485+8.8279e-05i,-0.0013639-0.0003637i,-0.001404-0.00052109i,-0.00070189-0.00039702i,-0.0005118+0.00023187i,-0.0004403+0.00090048i,-2.5446e-05+0.00071639i
-0.00052165+0.0010688i,-0.00058954+0.0021386i,0.00018749+0.0015353i,0.00018123+7.6661e-05i,0.00075749-6.3583e-05i,0.00097794+0.00014844i,0.00012703+0.00011174i,-0.00039883+0.00037681i,-0.00042674-0.00013617i,-0.00037246-0.00028969i,-0.00058977-5.4575e-05i,-0.0006562-6.2702e-05i,-0.00060514+1.9635e-05i,-0.00044529+0.00036257i,0.00026205+0.00046299i,0.00059263-0.0002508i,0.00096725-0.00084i,0.0010689-0.00075241i,0.0013428+0.00020733i,0.00081901+0.00080032i,2.8066e-05+0.00039101i,0.00044572-0.0005491i,0.00034173-0.00022954i
0.00044052-0.00097009i,-0.00082314-0.00056153i,-0.0014483-4.9256e-05i,-0.0011804+6.4282e-05i,-0.00094281+0.00013903i,-0.00040579-1.5207e-05i,0.0006809+0.00011806i,0.00085072+0.00042309i,0.00075537-0.00024852i,0.00035002-0.0010726i,-0.00038651-0.00082025i,-0.00032454-0.00040731i,0.00027959-0.00055834i,0.0003994+0.00025092i,-0.00031248+0.00077778i,-0.00054501-0.00027849i,-0.00033695-0.00070657i,-0.00018538-0.00018089i,0.00044428-0.00019237i,0.00047403+0.00039535i,2.2537e-05+0.00081599i,-0.00038938+0.00050254i,-0.00074646-0.00049305i
-0.00073097+0.0006418i,-0.00023862+0.0020476i,0.00023044+0.0022242i,0.0001413+0.00023932i,6.3477e-05-0.00077296i,0.00014089-0.00077591i,-8.6032e-05-0.00075192i,-9.8815e-05-0.00081319i,-0.00012939-0.0012086i,0.00036605-0.00099109i,0.00076061-8.4728e-05i,-0.00010989-0.00013236i,-0.00071711-0.00052908i,-0.0010251-0.00026386i,-0.0015023-0.00018282i,-0.0012417+0.00018533i,-0.0011958+0.00031277i,-0.0011929-7.5333e-05i,-0.0010748+0.00062112i,-0.00086135-4.8693e-05i,-0.00025751-0.00072616i,-0.00047111-0.00017099i,-0.0004666+0.00027827i
-0.0016279-0.00038837i,-0.0016489+0.00017437i,-0.00099451+0.0010875i,0.00029948+0.00080436i,0.00087687+0.0002225i,0.00024479+7.76e-05i,-0.00049845+1.5593e-05i,-0.00017327+0.00039528i,-4.4139e-05+0.00069143i,-2.309e-05+0.00011227i,1.9797e-05-0.00037516i,-0.00074955-0.00038549i,-0.00041434-0.00042282i,0.00057005-0.00031272i,0.00072117-0.00017217i,-0.00025509-0.0002412i,-0.00071249+0.00020733i,-0.00068141+0.00083604i,-0.00031907+0.00027525i,0.00044492-0.00033114i,0.00035513+7.4587e-05i,-0.00042159+0.00041132i,-0.00047496+0.00086398i
0.001201-0.0011176i,0.0011002-0.00049599i,0.00028988-0.00020822i,-0.00073366+0.00078553i,-0.0013676+0.0012824i,-0.00086593+0.00060659i,4.3153e-05+0.00011862i,0.00026429+0.0011157i,-0.00010731+0.00095437i,-6.8297e-05-0.00020395i,1.1701e-06+0.00024967i,-0.00054685+0.00069255i,-0.0010717+0.0002172i,-0.00081544+0.00023405i,-0.00081921+0.00066985i,-0.00038102+0.00050229i,-0.00027791-0.00014551i,-0.00024515-0.00023553i,0.0003285+0.00018599i,0.0010015-0.0002342i,0.0010332-0.00036374i,0.00029391+0.0002875i,-0.00012331+0.00061537i
9.5457e-05+0.0026248i,0.00053685+0.0020946i,0.0001689+0.0016087i,0.00037077+0.00022854i,0.0016843-0.0015021i,0.0017236-0.0016658i,0.00019142-4.4976e-05i,-0.00082734+0.0011204i,-0.00025418+0.0012618i,0.00045037+0.00066232i,0.00024926-2.1889e-05i,-0.00028448-0.00031962i,-0.00049052-0.00052661i,-0.0013521-0.00015533i,-0.0013255-0.00025019i,-0.00078279-0.0002482i,0.00042363+0.00031893i,0.0011039+0.00045522i,8.9353e-05+0.00024896i,-0.0001363+0.0003385i,0.00021094+0.00079423i,0.00022496+0.00085083i,-8.9526e-05+0.00064526i
-0.0011949+0.00047698i,-0.0018784+0.00052012i,-0.0017952+0.00099735i,-0.0010942+0.0010029i,6.585e-05+0.00029225i,0.0012983-8.3086e-05i,0.0018647-0.00014223i,0.00094664-8.3778e-05i,7.3572e-06-0.00023957i,-0.00040014-0.00075119i,-0.00096846-0.00026909i,-0.00084534+0.0004076i,-0.00079351+0.00022158i,-0.00065086+0.00021753i,0.00023095+0.00052567i,0.00040355+7.1508e-05i,5.0495e-05-0.000341i,9.1062e-05+0.0004244i,4.0875e-05+0.00098916i,0.00032727+0.00024111i,0.0012098-0.00019164i,0.00084696+0.00088274i,9.8507e-05+0.00096696i
0.0013251-0.00022423i,0.00080832+0.00042407i,0.00090114+4.2384e-06i,0.0014692-0.00064963i,0.00097987-0.00013138i,0.00062019-0.00016762i,0.00034714-0.00061921i,0.0004745-0.00053104i,0.00069881+0.00027737i,0.00072403+0.00033688i,0.00061073-0.00011882i,5.2245e-05-3.1409e-05i,-0.00022604+0.00032986i,-0.00036177+0.00027528i,-0.00045268+0.00031689i,-0.0003632+4.6873e-05i,0.00030921+0.00014741i,0.00065891+0.00054359i,1.2136e-05+0.00043307i,-0.00027978+0.00013338i,0.00019871-0.00012493i,0.00028738-8.2721e-05i,0.00080584+0.0008665i
-0.003273-0.00068593i,-0.0018874+0.00095008i,-0.001207+0.0024016i,-0.00056826+0.0020524i,0.0002252+0.00031909i,0.00066477-0.000391i,0.00063238-0.00033889i,0.00055062-0.00063994i,-0.00042851-0.00065555i,-0.00033579+9.6625e-05i,0.00060448+0.00024745i,0.00031469+7.6319e-05i,0.00035351-0.00022354i,0.00037896-0.00045192i,0.00013677-0.0011516i,-0.00021432-0.001267i,6.1333e-05-0.0011368i,0.00052798-0.0016339i,-7.0371e-05-0.0011964i,-0.00020817-0.00052464i,0.00033979-0.00012489i,0.0011312-0.00023226i,0.0010113-0.0005216i
0.0019159-0.00041024i,0.00064459-0.00050651i,-0.00026425-0.00085649i,-0.0011857-0.0005784i,-0.00030098-0.00025482i,0.00038117+0.00011944i,-0.00022613+0.00031813i,-0.00046657+0.00017018i,-9.0027e-05-4.6582e-05i,0.00057906+7.2638e-05i,0.00040435+0.00048566i,-0.00065926+0.0011037i,-0.00085152+0.00058806i,-0.00047227-0.0010473i,-0.00040804-0.0011042i,-0.00049235-0.00072412i,-9.4844e-05-4.4227e-05i,7.6421e-05+0.00051622i,-0.00010018+3.6915e-05i,-0.00017111-0.0004113i,-0.00075685-0.0007764i,-0.00020468-0.00094395i,0.00050681-6.2574e-05i
0.0021213+0.0014187i,0.0017862+0.00091427i,0.0014877+0.0008137i,0.0010688+0.00032593i,0.0009776-0.00024263i,-0.00037852-0.00019176i,-0.00058875+0.00064925i,-0.00014659+0.0014609i,-0.00013475+0.00098667i,-0.00016772-0.00030838i,0.00020622-0.00068072i,-9.2369e-05+0.00021759i,-0.00099684+0.00075397i,-0.0013188+0.00086115i,-0.0011571+0.000755i,-0.00084407+0.00045988i,0.00064727-5.3436e-05i,0.0015983-0.00022503i,0.00067572+0.00053818i,-0.00034559+0.0012245i,-0.00016619+0.00092415i,0.00017104+5.979e-05i,6.5999e-05+2.8901e-05i
-7.1681e-06-0.00026794i,-3.6442e-05+7.8755e-05i,5.1317e-05+0.00022391i,-0.00023067+0.00039691i,-0.00095029+0.00028683i,-0.00029377+0.00044778i,0.0001608+0.00083315i,0.00027763+0.00061662i,-2.4853e-05+0.00014314i,9.8313e-05-0.00043254i,-0.00012249-0.00016058i,0.00029628+0.00041325i,0.0010458+0.00048902i,0.00081268+0.00038474i,-0.00014229+6.3057e-05i,-0.00057372-0.00020472i,6.882e-05-0.00051802i,0.00020095-0.0011825i,-0.0004398-0.00046879i,-0.0003556+1.9548e-05i,-0.00044877+0.00013399i,-0.0010939-0.00015755i,-0.00052968-0.00046191i
-9.5125e-05-0.0015794i,-0.0016323-0.001646i,-0.0019196-0.00033272i,-0.00071406+0.00063063i,-0.00026082+0.001211i,-0.00028004+0.00080689i,0.00042446+0.00010353i,0.0003632-0.00011704i,-0.00036796-0.00052576i,-5.6378e-05-0.00073917i,-6.111e-05-0.00072847i,0.0002346-0.00056959i,0.00037701-0.00029956i,-8.2571e-05+0.00036947i,-0.00011808+0.00069211i,0.00030453-0.00030853i,0.00071266-0.0012551i,0.00041608-0.00077432i,0.00039555-0.00013072i,0.00053182-0.000515i,-2.3946e-05-0.00068153i,-0.00029181-0.00029563i,-0.00054543-0.0001283i
0.0020162+0.0038423i,0.0024921+0.0028131i,0.0035052+0.0010728i,0.0025092-0.00036803i,-1.5928e-05-0.00050147i,-0.0016619+0.00071889i,-0.0015208+0.00098415i,-0.00074708+0.00086834i,-0.00037448+0.0013808i,-0.00027966+0.0011109i,-0.00026464+0.00012273i,-0.00034061-5.6495e-05i,-0.0011359+7.2516e-06i,-0.0018882-0.0010877i,-0.0016483-0.0012146i,-0.0011724-0.00034432i,-0.0011198-0.00021172i,-0.0013865-0.00041457i,-0.0007877-0.00021971i,-0.00044698-4.5256e-05i,-0.00012699+7.5311e-07i,0.00023185-0.00034711i,0.0005471-0.00026737i
-8.6977e-05+0.0017968i,0.00072293+0.0016688i,0.00079298+0.001063i,0.00026134+0.00083551i,-7.455e-05+0.00055244i,-0.00035555+0.00020918i,-2.11e-05+0.00026295i,0.00071079-0.00043204i,0.00093146-0.00095477i,-0.0001141-0.00083284i,-0.00043953-0.00050805i,-7.9766e-05-0.00015594i,-0.00054019-0.00055756i,-0.0009368-0.00042726i,-0.00041976+0.00029079i,0.00010719+0.00016037i,-9.9529e-05-0.00055185i,-0.00041044-0.00029681i,-0.00072498-1.4805e-05i,-0.00071763+3.0596e-05i,-0.00073639+0.00032601i,-0.00034002-0.00059478i,0.00080623-0.00084836i
0.0010477+0.0016379i,0.0012256+0.00073174i,0.0007128-0.00044252i,-0.0012237-0.00021177i,-0.0016804-0.00018737i,-0.00097763-0.00075803i,-0.00095586-0.00079389i,-0.00080695-0.00070728i,0.00017763-0.00068469i,9.523e-05-0.00031393i,-0.00085269+0.00030941i,-0.00077014+0.00027691i,-0.00094084+0.00021146i,-0.0013967-0.000134i,-0.0010306-0.0003918i,-0.00072789-0.00027656i,-0.00058526-0.00035782i,-0.00012217-0.00087013i,-0.00058177-0.00084209i,-0.00056573+8.0905e-05i,-6.0297e-05+0.00020509i,-0.00022208-0.00018489i,-0.0003743+0.00019595i
-0.00057425+0.0017117i,3.8604e-05+0.0015261i,0.00068595+0.0015912i,0.00083921+0.0014295i,0.00060679+0.00054186i,-3.7438e-05+0.0002679i,-0.00086786+0.00021598i,-0.00064323+9.9692e-05i,0.00035989-0.00031473i,0.0005195-9.7005e-05i,0.00034318+0.00073484i,-0.00043539+0.00045521i,-0.00099272-0.00037592i,-0.00066038-0.00071993i,-6.5049e-05-0.00086357i,0.00032994-0.0010567i,-0.00016905-0.00093976i,-0.00012881-0.00017263i,8.9042e-07+0.0002508i,-0.00041227+8.851e-05i,-0.00070192-0.0001203i,-0.00061787-2.0359e-05i,-0.00033343-8.0752e-05i
-0.00061341+0.00057991i,-0.0010274+0.0011812i,-0.0015899+0.00095509i,-0.0006808+0.00045318i,-0.00027806+0.00045323i,-0.0012923-0.00018394i,-0.0014162-0.00059375i,-0.00048326-0.00077984i,-9.1552e-05-0.00096587i,-0.00049171-0.00055656i,-0.00043326+0.00027946i,-6.0825e-05+0.00088149i,-2.6802e-05+0.00046509i,0.00011249+9.5914e-05i,0.00039556-0.00055448i,0.00048896-0.00083804i,0.0012645-0.00030405i,0.0012613-0.00017643i,0.00014243-0.00047501i,-0.00012597-0.00029971i,-0.00013272-3.1021e-05i,-9.5386e-05+3.6326e-05i,0.0002521-0.00016588i
0.00033503-0.0022024i,-0.00044384-0.0020972i,-0.0018479-0.0010058i,-0.0022638+0.00026716i,-0.001405+0.0013418i,-0.0005903+0.0012628i,-0.00047823+0.0001771i,-0.0005311+5.8667e-05i,-2.5072e-05+0.00061699i,0.00052466+0.00075283i,0.00024244-9.4711e-05i,0.00024994-0.00026261i,0.00011982-8.0023e-05i,0.00015245-0.00053007i,0.00045474+9.7773e-05i,0.00029846+0.00055081i,-0.00013305-1.0059e-05i,-0.00014047-0.00028083i,0.00020296-0.00025599i,0.00031911+4.1475e-05i,0.00033998+0.00030165i,0.00018867-0.00036849i,0.00092817-0.0008814i
-0.0010283+0.00033987i,-0.00084583+0.0018719i,-0.00078877+0.003034i,-0.00024293+0.0032651i,0.00063625+0.0028137i,0.0017898+0.0018239i,0.0018085+0.00093268i,0.001185+0.00037711i,0.00090816+0.0002634i,0.00085542+0.00042434i,0.00071691+0.00034236i,0.00083773+0.00012413i,0.00066767-0.00049976i,0.0004904-0.00075892i,0.00041917-0.00038299i,-8.4313e-05+8.9343e-05i,-0.00012696+0.0005688i,0.00050717+8.7717e-05i,0.00063892-0.00022093i,0.00087943-0.00056559i,0.00063001-0.00041996i,0.00016977-6.1495e-05i,-0.00023732-0.00076139i
-0.0017775+0.00048604i,-0.0025482+0.00085498i,-0.0027912-6.6833e-05i,-0.0026981-0.00010416i,-0.0018595+0.00059954i,-0.0014549+0.00013945i,-0.0011273-0.00042068i,-0.00049265-0.00085199i,-0.00042814-0.00054912i,-0.00089365+0.00044366i,-0.00094804+0.0010389i,-0.00051689+0.0012972i,-0.00038052+0.00088606i,-0.00058241-0.00037862i,0.0001154-0.00071993i,0.00035488-0.00018939i,-0.00037859+2.6539e-05i,-0.00073248+4.1271e-05i,-0.0004103-0.00018727i,0.00073717+9.8393e-05i,0.00096325+0.00024958i,0.00010139+7.8434e-05i,0.00019937-9.6244e-05i
-0.00087173+0.00048196i,-0.00071707+0.00083892i,-0.0013636+0.0016669i,-0.000973+0.0020229i,-0.0003599+0.00083594i,-0.00015474-0.00011325i,-0.00025549-0.0005475i,-0.00035667-0.00049257i,-4.4332e-05+0.00016334i,0.0009382+1.2739e-05i,0.0015069-0.00057257i,0.00057684-0.00052923i,-0.00059538-0.00068249i,-0.00058637-0.00095075i,-0.00042884-0.00030952i,-0.00021593+0.00015128i,-8.8539e-05-0.00035799i,0.00020749-0.000623i,-1.8028e-05-0.0001024i,-0.00073031-3.064e-05i,-0.00024614-0.00011761i,0.00063806+9.5285e-05i,0.00067224+0.00040611i
-0.0021771+0.0021545i,-0.0022104+0.0017367i,-0.0013864+0.0011434i,-1.6825e-05+0.0016229i,0.00051553+0.0021544i,-4.1745e-05+0.0014428i,0.00021728+0.00035962i,0.00048603-0.000247i,0.00041932-1.6121e-05i,0.00052982+0.00058638i,0.00081206+0.00021336i,0.0010002+7.8952e-05i,0.00083245+0.00018567i,0.0004207-0.00024307i,0.00025758-0.00024886i,0.00055148+0.00068494i,0.00012532+0.00044947i,-0.00051402-0.00049991i,-0.0005818-0.00088231i,-0.00038024-0.00080262i,-4.3136e-05+0.00035547i,0.00021085+0.00065238i,0.00075768+0.00020204i
-0.00038402-0.00030179i,0.00028506+0.00085691i,0.00034863+0.00073109i,-8.9732e-05+9.7518e-06i,-0.00074787-0.0011204i,-0.00074637-0.0014667i,-0.00042705-0.00058499i,-0.00016777-0.00033803i,0.00015691-0.00093298i,-6.5616e-05-0.0008193i,-0.00017425-0.00070679i,0.00051856-0.00082727i,0.00043794-0.00069651i,-0.00024925-0.00046507i,8.6756e-05-3.4845e-05i,0.00092817+3.1713e-05i,0.00098737-0.00040329i,0.00062312-0.00036925i,0.00017947-0.00019777i,-0.00012693-0.00016009i,-0.00017216-0.00049958i,-0.00022586-0.00037341i,-0.00048962+0.00035521i
-0.0017482-0.0020536i,-0.00027995-0.0019935i,0.00029694-0.0010525i,-7.4896e-06+1.9341e-05i,0.00034102+0.00010187i,0.00057039-0.00088176i,0.00062732-0.0013573i,0.00094686-0.0007057i,0.00081985-0.00028461i,0.0004883-5.2343e-05i,0.00018807+0.00015111i,0.00072157+0.00038684i,0.0011891+0.00040705i,0.001072-0.00049812i,0.00083982-0.00062589i,0.00066842+2.4663e-05i,0.00053703+0.000107i,0.0004826-3.5486e-05i,0.00040945-0.00036715i,-0.00046687-0.00052158i,-0.0011702-7.5856e-05i,-0.00080276-3.1187e-05i,-0.00062932+0.00032592i
0.00026788+0.00092162i,0.00011258+0.0018929i,-0.00097733+0.002433i,-0.0011859+0.0020573i,-0.001044+0.00086743i,-0.00041398-0.00046763i,2.4773e-05-0.00052647i,-0.00025588-5.1658e-06i,-0.00091624+0.00028521i,-0.00070406+0.00019543i,0.00035991+0.00021772i,0.00064077+0.00010176i,0.00025029+0.00016415i,-0.00026877-2.3783e-05i,-0.00053702-0.00026958i,-0.00073461-1.2232e-06i,-0.0011989+0.00047289i,-0.00079106-0.00014264i,0.00014421-0.0010333i,0.00033024-0.00029293i,0.0004545+0.001159i,0.0011297+0.0010393i,0.00090666-0.00049034i
-0.00096603-0.0014077i,-0.0023402-0.0012797i,-0.0024797-0.00043917i,-0.0013836+0.00043601i,-0.00088639+0.00084016i,0.00038528+0.00085584i,0.00053269+0.00064536i,0.00027323+0.00038568i,0.00053964+0.00016432i,0.00022225+0.00045853i,0.00024924+0.00022483i,0.00050449-6.1923e-05i,0.0010859+0.00055973i,0.0013416+0.00059308i,0.00094935+0.00020091i,0.0005505+0.00042724i,0.00016544+0.00015406i,-0.00035444-0.00049591i,-0.0006121-0.00072505i,0.00037915-0.00094142i,0.0006888-0.00052285i,-9.2536e-05+9.8054e-05i,0.00012717+0.00026544i
