-0.00024062-0.00065549i,-0.00022466-0.0025516i,-0.0014454-0.0030532i,-0.0024786-0.0018882i,-0.003067-0.00054264i,-0.0024279+0.0011597i,-0.00059184+0.0021415i,0.0003177+0.0019596i,0.00088795+0.0001945i,0.0012243-0.0015953i,0.00037775-0.0011065i,-0.00012331-0.00051996i,-0.00052958-0.00029685i,-0.001163-0.00030781i,-0.00028326+0.00044069i,-0.00052751+0.0009487i,-0.0007512-0.00012058i,-7.3162e-05-0.0010047i,8.6793e-05-0.00066427i,-0.00012206-0.00023139i,-0.0004963-0.0011075i,-0.00016458-0.0015644i,3.4227e-05-0.00091437i
0.0010732+0.0015551i,0.0017244+0.0016537i,0.0011727+0.0008572i,4.4903e-05+0.00051032i,0.00010898+5.267e-05i,0.00071073+0.00036053i,-0.00033362+0.0008573i,-0.001236+0.00030628i,-0.0013442-3.3962e-05i,-0.0012572+0.00063069i,-0.0017035+0.001266i,-0.0012893+0.0014849i,-0.00070282+0.00031388i,-0.0013059-0.00056649i,-0.0011994-0.0004264i,-0.00059506-0.00050141i,-0.00038865-0.00031818i,3.4028e-05+0.00027569i,0.00031448+0.00041713i,4.4941e-05-0.00044359i,-0.00033895-0.00028989i,-9.6869e-05+0.00029877i,-0.00014583-0.00025033i
0.00014069-0.00034192i,-0.00058921+0.00060869i,-0.0016727+0.0011222i,-0.001522+0.0014372i,-0.0012442+0.0011408i,-0.00099655+0.00046787i,-0.00037271-1.2963e-05i,-9.1428e-05-0.00033636i,-0.00022815-0.00051292i,-0.0006934-0.0005281i,-0.00066273-0.00010479i,9.1469e-05-0.00026174i,0.00069022-0.00073902i,0.00039002+0.00057003i,-0.00017116+0.0013007i,-0.00011084+0.00054022i,0.00047254+0.00030302i,0.00064369+0.00059693i,0.00042837+0.00068442i,0.00035269+4.372e-05i,-0.00056239-3.5249e-05i,-0.0010834-0.00034126i,-0.00083802+9.2951e-05i
0.00053056-0.0014663i,0.00055245-0.0021078i,-0.00041017-0.0016597i,-0.00058864-0.00057716i,0.00031184+0.0005079i,0.00063486+0.00084178i,0.00053786+0.00012431i,0.0011543-0.00052201i,0.0013293-0.00047225i,0.00051493-0.00020045i,1.0822e-07+0.0002184i,0.00035921+0.00043795i,-0.00017483+0.0004177i,-0.00066868+0.0003251i,-0.00066512+0.00037856i,-5.5359e-05+0.00047782i,0.00030459-0.00018078i,-2.8694e-05-0.0006746i,-0.00057914-0.00032557i,-0.00028102-0.00027214i,-1.1804e-06-0.00053724i,-0.00025225-0.00050731i,-3.0485e-06-5.8778e-05i
-1.8085e-05+0.0026559i,0.00067082+0.0027291i,0.0006401+0.0029374i,0.00049134+0.0017815i,-0.00036427+0.00085554i,-0.00074058-1.0873e-05i,-0.00022714+6.2695e-05i,0.00017435+0.00090398i,0.00011363+0.00059683i,-0.00010582+0.00029925i,0.00011658+0.00044065i,-9.7933e-05+0.00079071i,-0.000434+0.00053449i,-0.00083652-0.00039793i,-0.00085025-0.0011762i,-0.00036722-0.0011793i,-6.9104e-05-0.00012491i,-0.00028238-0.0001455i,-8.2765e-05-0.00068217i,2.2516e-05-0.0003615i,-0.00010096+0.00043756i,4.6405e-05+1.7903e-05i,-0.00036731-0.0001012i
-0.0024013-0.00044181i,-0.0034172+0.00078559i,-0.0031801+0.0015487i,-0.0015557+0.0020852i,0.00035434+0.0016852i,0.00074493-0.00026503i,-0.00057864-0.00090202i,-0.0018285-0.00032939i,-0.001977-0.00068744i,-0.0011688-0.00092739i,-0.00062035-0.00058916i,-3.0307e-05-9.2437e-05i,-0.00014197+0.00022647i,-0.00067172-0.00059567i,-0.00025584-0.00083357i,0.00024264+6.0619e-05i,0.0005943+0.00068448i,0.0003188+0.00078997i,-0.00021141+0.00012482i,0.00048199-0.00020861i,0.00051871-0.00021259i,-0.00033915-0.00045106i,-0.0006053-0.00027976i
0.0024894-7.1297e-05i,0.0029167-5.8511e-05i,0.0030905+0.00015338i,0.0011019-3.5275e-05i,-0.00018981-0.00012718i,0.00011184+0.00034433i,0.00011073+0.00069989i,0.00085975+0.00015619i,0.0013178+0.00015931i,0.0005479+0.00044392i,-1.4574e-05-1.4514e-05i,5.4828e-05+0.00034931i,-0.00033611+0.0012531i,-0.0013304+0.0011447i,-0.0016255+0.0010048i,-0.0012706+0.0006663i,-0.00050673+1.3225e-05i,0.00011546-0.00022182i,0.00011251-0.00012958i,-0.00011817+0.00025638i,-0.00037035-0.00024554i,-0.00043483-0.0013195i,-0.00043216-0.001185i
-0.0010248+0.0018999i,-0.0020192+0.0021014i,-0.00099849+0.0020275i,0.00076922+0.0010052i,0.001571-0.0001626i,0.00071305-0.00075854i,-0.00010089-0.00058498i,0.00030686-0.00059349i,0.0011543-0.00063017i,0.00094406-0.00062408i,0.00012826-0.00045902i,-0.00035346-0.00021038i,-0.00065729-0.0002622i,-0.00050855-0.00055848i,-0.0010187-0.00068056i,-0.0017145-0.00081516i,-0.0012079-0.00088464i,-0.00052989-0.00081623i,-5.8258e-05-0.00015643i,0.00026176+0.00045848i,1.3597e-05+2.9066e-05i,0.00015129-0.00016843i,0.00020659+0.00011662i
-0.00046062-0.0020051i,0.0001216-0.0019886i,0.00055969-0.00014609i,0.00064039+0.0016263i,0.00065453+0.0014631i,0.00027318+0.0001954i,-4.3072e-05-0.0005384i,5.3232e-05-9.8454e-05i,-0.00035466+0.00063861i,-0.00041508+6.0597e-05i,0.00020455-5.6321e-05i,0.00021486+0.0003134i,-0.00042606+0.00064966i,-0.00042843+0.00068535i,-0.00015182+0.00047107i,-0.00026986+0.00028884i,0.00021783-0.00016583i,0.00070985-0.00042248i,0.00033412-0.00088019i,0.00034836-0.00099929i,0.00043872-0.0005184i,0.00021888+0.00030769i,0.00024042+0.00049956i
0.001553+0.0029073i,0.0022836+0.0031101i,0.0023883+0.0023422i,0.0009448+0.00037861i,-0.00017677-0.0008179i,-8.7985e-05-0.0006857i,-0.00017478-0.00057638i,0.00012975-0.00036619i,0.00052108+2.7924e-05i,0.00071797-8.1273e-05i,0.00048771-0.00068682i,0.00021872-0.0001241i,-5.8378e-05+0.00048324i,-0.0004998+0.00083719i,-0.001096+0.00073793i,-0.00046117+0.00045678i,9.0112e-05+0.00061113i,-0.00040029+0.00048092i,-0.0003417+5.3354e-05i,0.00013847-0.0001479i,0.0008149+0.00049606i,0.00093062+0.00075819i,0.00020997+0.0012353i
-0.0012398-0.00040592i,-0.001155-0.00014322i,-0.00027824+0.00083626i,0.00046942+0.00041082i,-2.0257e-05-0.00026523i,-0.00027035+0.00023658i,-0.00077014+0.00058885i,-0.0010595+0.00069524i,8.1749e-05+0.00057755i,0.00057108-8.5262e-05i,-0.00022459-0.00036269i,-0.0004892-0.00039093i,-0.00066133-0.0006832i,-0.0011525-0.00074043i,-0.0010954+6.7294e-05i,-0.00053173+0.0011148i,-8.8165e-05+0.0012467i,0.00031763+0.00037712i,0.00067416+4.6447e-05i,0.00076886+0.0001936i,7.8466e-05+0.00026794i,5.943e-05-0.00026113i,0.00082899-0.00096836i
0.0014179+0.00057537i,0.0015939-6.6145e-05i,0.00061022-0.00022144i,0.00015688+2.0178e-05i,-0.00046938-8.9538e-05i,-0.000875-0.0002003i,-0.00086931+7.9732e-05i,-0.00051422+0.00047613i,-0.00047354+0.00098132i,6.0012e-05-3.6781e-05i,0.00031204-0.001119i,5.3941e-05-0.00041282i,-0.00040087+0.00016752i,-0.0006486-0.00040503i,-0.00061142-0.00090348i,-0.00076073-0.00098909i,-0.00088289-0.00043647i,-0.00076102+0.00020672i,-0.00070202-1.0022e-05i,-0.00066685+2.6081e-05i,-0.00069224+0.00066335i,-0.0010525+0.00058518i,-0.0010154-4.9033e-05i
0.00015616+0.00084381i,-9.2311e-05+0.0017414i,0.00046362+0.00099869i,0.00087917-3.7369e-05i,0.00032257-0.00041294i,-0.00026901-0.00048958i,-0.00015656-8.2227e-05i,2.6293e-05+1.6475e-05i,-0.0004118+9.0837e-05i,-0.0010103+0.00063007i,-0.00065993+0.00087186i,-0.00034022+0.0010258i,-3.4121e-05+0.0006577i,0.00058787-0.00055224i,0.0003869-0.00098141i,-0.0007056-0.00078157i,-0.00036683-0.00029226i,0.00041022+0.00049126i,-0.00010445+0.00080452i,8.2175e-05+0.0010207i,0.00019565+0.0010268i,5.5701e-05+0.00070051i,0.00010151+0.0006632i
0.00075444+0.00012112i,0.00011886-0.00047576i,0.00039364-0.00013773i,0.00024293+0.00099907i,-0.00053307+0.0010166i,-0.00042466-0.00029321i,0.00037457-0.0004707i,0.00068098-0.00035364i,0.00031833-0.00052499i,-0.00016516-0.00048535i,-6.0795e-05-0.00069319i,-0.00051499-0.00065783i,-0.0012671+0.00017848i,-0.0010432+0.0006561i,-0.0012058+0.0005623i,-0.0013404+0.00045576i,-0.00091154+0.00075893i,-0.00045359+0.00060174i,-0.00050908+0.00095068i,-0.00047672+0.0011791i,-0.00021135+0.00047112i,-0.0003187+0.00055862i,-0.00094371+0.00078503i
-0.00014532-0.001152i,3.9578e-05-0.001925i,-0.00012606-0.00075123i,-0.00085608+0.0011884i,-0.00059448+0.00073425i,-0.00032335-0.00026902i,-0.00031887-0.0001043i,0.00029453+3.5518e-05i,0.00023365-0.00030539i,-0.00012-3.9096e-05i,-0.00027538+0.00074039i,-0.00013497+0.0002822i,0.00039559-1.4161e-05i,0.00035729+7.1944e-05i,-0.00024041-0.00015972i,-0.00049549-0.0002i,-0.00018747+0.00031079i,0.00010708+0.00054745i,0.00036935+5.6189e-05i,-2.7147e-05+0.00026026i,-0.0002476+6.2087e-05i,0.00012745-0.00045687i,0.00062452-5.699e-05i
0.00079048+0.00081902i,-0.00039971-3.8713e-05i,-0.0011675+0.00018548i,7.702e-05+0.0011797i,0.00065592+0.0014532i,0.0004718+0.00086471i,0.00036119+0.00066892i,-0.00022742+0.00062146i,-6.1623e-05+0.00054299i,0.000778+0.00037201i,0.00062926-2.3413e-05i,0.00051484-0.00057336i,0.00022688-0.00019042i,-0.00021747-0.00013453i,0.0002718-0.00037282i,0.00060336-0.00066824i,0.000516-0.0011631i,0.00060098-0.00075825i,0.00038571-0.00024785i,0.00026715-0.00046634i,0.00039715-0.00070863i,0.00041761-0.00061448i,0.00026397+0.00013889i
0.00093835-0.00063173i,0.00074311-0.00012871i,2.5125e-05-6.6234e-05i,-0.0012227+0.00011834i,-0.0021431+0.00081482i,-0.0017931+0.00082714i,-0.0015401+0.00057154i,-0.0010359-0.00024848i,-0.00010463-0.00092016i,-0.00030178-0.00062857i,-0.00019007-0.00019292i,0.0002615-1.2334e-05i,0.00026338+0.00033977i,0.00014679+0.00040913i,-0.00024998+0.00051423i,-0.00042715+0.00019241i,-0.00027348-0.00017445i,0.00013116+4.2133e-05i,-0.00020145+0.0004672i,-0.00029057-0.00010377i,0.00012649-0.00033264i,0.00039041+0.00075461i,0.00055617+0.00068892i
-0.00060784-0.00036374i,-0.0010958-0.00011959i,-0.0011537-0.0007692i,-0.00014768-0.0012588i,0.0010857-0.00091648i,0.0010967-0.00046763i,0.00095135-0.00036954i,0.0011298-0.0004376i,0.0020392-0.00048351i,0.0022454+0.00017604i,0.00047272-5.2554e-05i,-0.00019885-0.0012119i,4.6424e-05-4.5993e-05i,-8.3063e-05+0.0010574i,-7.893e-05+0.00077644i,1.5744e-05+0.00040866i,0.00045616+0.00059283i,0.00026977+0.00031138i,0.00023031-0.00027821i,0.00051451-0.00023881i,0.00033593-0.00072449i,0.00015387-0.00049028i,-0.00013439+0.00036082i
-0.00018409-0.00053796i,-0.00070332-0.00011841i,-0.0012192+0.00044463i,-0.0012087+0.00034015i,-0.0015142-0.00011253i,-0.0010958+1.2913e-05i,-0.000707+0.00046126i,-0.00053489+0.00021307i,0.00022494-0.00025704i,0.0003712+3.2687e-05i,-0.00024322+0.0003587i,-0.00049044+0.0006285i,-0.00031527+0.00048281i,0.00013043+0.00034423i,0.00056021+0.00036596i,0.0008038+0.0003115i,0.00086754+0.00053328i,0.00064591+1.8604e-05i,0.00041138-0.00012824i,0.00024532-0.00025275i,0.00050593-0.00058005i,0.00034493-0.00060417i,0.0003345-0.00018711i
-0.0014688+0.0004378i,-0.0016098+0.0010091i,-0.0010111+0.0024769i,0.00038326+0.0017289i,0.0012487-6.0856e-05i,0.001088-0.00030527i,-0.00021487-0.00025617i,-0.00060329+0.00012481i,0.00011134-1.5456e-05i,0.00071925-0.0010192i,0.0010149-0.00086204i,0.00070186-0.00024291i,0.00029987-0.00045159i,0.00043285-0.00048617i,-0.00030588+0.00040117i,-0.00074758+0.00052703i,-0.00050598-0.00021913i,-0.00033614-0.00019215i,-0.00047417+0.00014686i,-7.5224e-05+0.00041932i,0.00095345+0.00073183i,0.0014124+0.00068902i,0.0012416+0.00052717i
0.00031276-0.0013254i,-0.0018243-0.0017137i,-0.0028073-0.0014628i,-0.0018648-0.00013719i,-0.0013465+0.0014966i,-0.00092238+0.0012354i,-0.00083201+0.0006372i,-0.0010593+0.00089836i,-0.00062798+0.00027892i,0.00020252-7.6381e-05i,0.00036162-0.00074396i,0.00014048-0.00076487i,-0.00025172-0.00019071i,1.3109e-05-0.00031356i,0.00036836-0.00050108i,0.00061105-0.00058035i,0.00028681-0.0003711i,-0.00023307+0.00026452i,-0.00054442+0.0001823i,-0.00074527-0.00036804i,-0.00064251-0.00025286i,-0.00058926-0.00037699i,-0.00040955+0.0004717i
0.0013626+0.00065147i,0.00035014+0.0012867i,-0.00097251+0.0017557i,-0.0008555+0.0019631i,-0.00046167+0.0014617i,0.00022167+0.00078832i,0.00056271+0.00042208i,0.00047611+0.0001726i,0.001304+6.1673e-05i,0.0014729+2.56e-05i,0.00094825-1.4376e-05i,5.3998e-05+2.329e-05i,-0.00059826+8.2505e-05i,-0.00051587+6.2622e-05i,-0.00034221+2.9895e-05i,0.00036782+0.00014194i,0.00047418+0.00049021i,2.9576e-05+0.00048556i,-0.0002298+0.00015943i,-0.00053157-3.8635e-05i,-0.00010171-0.00023685i,8.515e-05-3.411e-05i,-0.00072987+0.00014474i
-0.001496-0.00025498i,-0.0013351+0.00033537i,-0.001719+0.00096916i,-0.0013816+0.0010524i,-0.0005356+0.00021653i,0.0003721+8.8114e-06i,0.00029104+0.00010028i,9.489e-05+2.0109e-05i,0.00027297-0.00019332i,-3.8768e-05-6.5655e-05i,-3.4927e-05+1.8245e-05i,8.4304e-05-0.00061626i,0.0002999-0.0013096i,0.00068471-0.0011453i,0.00026569-0.00089422i,-0.00010218-0.0006248i,0.00032938+0.0001675i,-0.000127+0.00069494i,-0.00097654+0.00064712i,-0.00027966+0.00019447i,0.00039712-0.00015463i,-7.4296e-05-0.00010384i,-0.00022523+4.8213e-05i
-0.00058114+0.0008367i,-0.00095993+0.00022665i,-0.00031289+0.00051378i,-0.00052537+0.0011445i,-0.0005065+0.00031218i,-0.0010596-0.00018019i,-0.0018147+0.0006176i,-0.0010719+0.00075927i,-0.00017868-6.1512e-05i,-0.00072899-0.00086164i,-0.0010623-0.00098083i,-0.001009-0.00045466i,-0.0011961+0.00041755i,-0.0008377+0.00047345i,-0.00045104+0.00027873i,-0.00058007-0.00012775i,8.1326e-05-0.00032638i,5.4933e-06+7.2561e-05i,-0.00074627-2.6758e-05i,-0.00031411+0.00013186i,0.00058892+0.00019785i,0.00073218-0.0001377i,0.00041548-0.00033593i
0.0010819-0.00095585i,0.00045697-0.00028378i,0.0004242+0.00096123i,-0.00037942+0.0010532i,-0.00086594-6.2838e-05i,-0.00016051+0.0004765i,0.00042883+0.00072436i,0.0006544+0.00010984i,0.00026763-0.00035136i,-0.00048536-0.00027693i,-0.00083335+0.00041528i,-0.00075141+0.00046365i,-0.00024787+0.00051217i,-0.00010873+0.00026796i,-0.0011542+0.0003447i,-0.0011889+0.00063576i,-2.5919e-05-5.5473e-05i,0.00016751-0.000389i,-0.0004212+0.00011444i,-2.6325e-05+0.00023348i,0.00022155+0.00059i,-0.00031367+0.00084721i,-0.00017325+1.0305e-06i
-0.001823+0.00069341i,-0.0022875+0.00045879i,-0.0010644+0.00054887i,0.00036059+0.00052758i,0.00013644+0.00016836i,-0.00058543-0.00034584i,-0.00018554-0.00053285i,-1.2123e-05-0.00035954i,-0.00047873-0.00082764i,-0.00037404-0.0010227i,-0.00066453-0.00036845i,-0.00038263+0.00013904i,0.00024623+0.00034892i,-0.0003075+0.00042942i,-0.00091517-0.00029091i,-8.6071e-05-0.00033654i,0.00088155+0.00033581i,0.00043732+0.00066352i,-0.00043541+0.00038672i,-0.00093264+0.00014795i,-0.00059019+0.00043058i,-0.00015892+0.00058592i,-0.0004377+1.9891e-05i
-0.0007794-0.0011403i,-0.00083712-0.0012717i,-0.00078119-0.00059438i,-0.001415-0.00041309i,-0.0010955+0.00035937i,4.7923e-06+0.0012335i,0.00038918+0.0010552i,-8.7361e-05+0.00061363i,0.00040695+0.00080074i,0.0010019+0.0007655i,0.00058679+0.00044595i,0.00034312+0.0004087i,0.00043236+0.0006323i,0.00012039+0.0009223i,-0.00014285+0.00020814i,0.00031084+9.8726e-05i,0.00034437+0.0011192i,-0.00024934+0.0011682i,-0.00042242+0.00056707i,-8.9805e-05-1.8311e-05i,0.00019087-0.00032083i,0.00060398+6.1825e-05i,8.6308e-06+0.00059816i
-0.00062212+0.0012653i,-0.00058358+0.0013969i,0.00019063+0.0015404i,0.00066962+0.0024074i,0.0011629+0.0017928i,0.0010884-8.4339e-05i,-9.43e-05-0.00064352i,-0.00010544-7.2443e-05i,0.00021261+0.00028006i,-0.00014188+0.00030928i,-0.00063206-0.00040304i,-0.00071034-0.00090387i,-0.00051135-0.00055696i,-0.00068897+0.0001707i,-0.0010428+0.00063472i,-0.00093793+0.00022497i,-0.0006917+0.00025838i,-0.00077405+0.00046517i,0.00018353+0.00039692i,0.00092443+0.00019472i,7.3253e-05+0.00013694i,-0.0011933-2.8636e-05i,-0.001195-0.00053207i
-0.001997-0.00076806i,-0.0018833+0.00025613i,-0.0005601+0.00039985i,0.00036419+0.00074487i,0.00026861+0.00061905i,3.2428e-05+0.00016771i,0.0001114+0.00063969i,0.00011917+0.0010181i,0.00014377+0.0010827i,-0.00025139+0.0010616i,0.00017281+0.00051747i,0.00068721-0.00044882i,0.0010961-0.001034i,0.0016628-0.00048118i,0.0018039-0.00063228i,0.00072201-0.00071822i,-0.0007095-0.00048853i,-0.00051289-0.00028883i,-2.861e-05-9.2913e-05i,0.00029884-0.00013244i,0.00020771+0.00018588i,-0.00020045+0.00050913i,0.0002075+0.0005396i
-0.00069173-2.4647e-05i,-0.0014274+0.001012i,-0.0012102+0.0018496i,-9.449e-05+0.001926i,8.271e-05+0.0015838i,5.1559e-06+0.0014708i,-0.00019097+0.00036952i,-0.00021234+7.4701e-06i,-0.0001481+0.00050958i,-0.00078442+0.00023948i,-0.00048+0.00036238i,0.00017045+0.00019725i,-0.00022884-0.00050601i,-0.00058674-0.0001957i,-8.4099e-05+0.00078144i,-2.8502e-05+0.00062291i,-0.00074717-0.00013536i,-0.0012684-0.00033228i,-0.00086844-0.00049209i,-2.127e-05-0.0001799i,0.0004045+0.00013144i,0.0003292+0.00034535i,0.00034028+0.00030181i
-0.0018257+0.00036577i,-0.0016983+0.00049707i,-0.0016928-0.00033844i,-0.0010054-1.3145e-05i,-0.0007316+0.00057512i,-0.00049695+0.00058932i,0.00016062+0.00076759i,0.0004854+0.00042677i,-9.965e-05+0.00058478i,-0.00049731+0.00060072i,-3.5266e-05-0.00021764i,0.00015764-0.00015721i,0.0004286+0.00043388i,0.00059553+0.00033999i,0.00024166+7.0651e-05i,0.0001479-3.0201e-05i,0.00031875-7.2933e-05i,3.0774e-05+0.00017115i,-0.00032514-8.1773e-05i,-0.00017602-0.00043543i,-0.00016049-0.00037928i,-0.00049193+0.00045458i,-0.00088841+0.0013873i
-0.0022143+0.0014794i,-0.0016344+0.0018353i,-0.00021755+0.0030037i,0.0005015+0.0029413i,0.00071853+0.0016938i,0.00048643+0.0001712i,-0.0004468-6.9156e-05i,-0.00142+0.00073023i,-0.00099979+0.0005702i,0.00016289-0.00021847i,-0.0001976-0.00055646i,-0.00070723-0.00029113i,-0.00011548+4.1303e-06i,0.00017632-0.00036375i,-6.0972e-05-0.00019555i,-5.624e-05+0.00023154i,6.899e-05+0.00029892i,-0.00026434-0.00024587i,-0.00052186-0.00059123i,-0.0002602-0.00053027i,-0.00036738+0.00045868i,-0.00054666+0.00043609i,-0.0010091-0.00034029i
-0.00015223+0.00051755i,-5.2448e-05+0.0008382i,-0.00037431+0.00052177i,-0.00076579+0.00028232i,-0.00064587+0.00025152i,-0.0009424+9.5182e-05i,-0.0015125-5.8158e-05i,-0.0012974-0.00031479i,-0.0010354-0.00081133i,-0.0002414-0.00049504i,0.00025834-6.3139e-05i,0.00013092-0.00034225i,9.8576e-05-0.00025399i,-0.00030112-0.0002244i,-0.00068819-0.00059118i,-0.00062457-0.00030026i,-9.8294e-05-0.00053134i,0.00050035-0.00089124i,0.00054347-0.00048552i,9.4732e-05+0.0002519i,-0.00044293+0.00084069i,-0.00034112+0.00044094i,6.4398e-05-5.4159e-06i
0.00052589+0.0021432i,0.0012315+0.0028091i,0.0012252+0.0022052i,0.0012203+0.0016761i,0.0017185+0.00035789i,0.0025308-0.00066895i,0.0020609-0.00070679i,0.00090666-0.00017337i,0.00021026-0.00021717i,0.00040817-0.00084325i,0.0003036-0.00082048i,-0.00024652-0.00010813i,-0.00062511-5.0313e-05i,-0.00061607-0.0002941i,-9.8299e-06-0.00042967i,0.00030105-0.00049922i,0.00032557-3.3268e-05i,0.00050647+8.0737e-05i,0.00052984-8.8225e-05i,-9.7076e-05-8.2157e-05i,-0.00062967-0.00043005i,-0.00064621-0.00055351i,-0.00065267-0.00011557i
0.00027524+0.00047161i,-0.0005763+0.00056515i,-0.00035355+0.00083986i,-0.00086676+0.00096252i,-0.0015781+0.00053552i,-0.00089344+0.00044869i,-0.00048241+0.00025138i,-0.00046756-1.2301e-05i,-0.00024175-0.00021357i,0.0006847-0.00037378i,0.0011004-0.00012783i,0.00054713+0.00044317i,1.0154e-05+0.00080864i,-0.00028624+0.00076694i,-0.00040015+0.00052038i,-0.00030573+0.00088569i,-0.00040561+0.0009528i,-0.00086315-6.1382e-05i,-0.00012011-0.00021481i,0.00019742-0.00020902i,-0.00047782-0.00038853i,-0.00067073+0.00020834i,-0.00057082+0.00024254i
-0.00098931+0.00020075i,-0.0008981-8.9055e-05i,-2.5925e-05+0.0011137i,0.00087958+0.00075201i,0.0013468-0.0004627i,0.00051651-0.00065694i,-0.00016075-0.00067166i,-0.00013045+0.00016325i,-0.00083341+6.4354e-05i,-0.00083936-2.9276e-05i,0.00033471+0.00040903i,0.00090605+0.00040257i,0.00039018+0.00041393i,-0.00058361-0.00041832i,-0.00054947-0.0007925i,1.4976e-06-6.6504e-05i,-4.3457e-05-0.00028393i,6.6849e-06-0.00068748i,-0.00016414-0.00050704i,-0.00011091-0.00066111i,0.0004681+3.3112e-06i,0.00060741+0.0006798i,0.00033685+0.00054365i
-0.00067127-0.0012367i,-0.0014496-0.0018577i,-0.002237-0.0011017i,-0.0017155+0.00049494i,-0.0006639+0.0015889i,-0.00026395+0.0020845i,0.00028701+0.0024531i,0.00062395+0.0011016i,0.00080414-0.00018261i,0.00055822-0.00043396i,0.00071791-0.00022868i,0.00088017+0.00020392i,-0.00014898+0.00035062i,-0.00083534+6.9279e-06i,0.00016561+0.00014772i,0.00083262-8.5166e-05i,0.00064851-0.00048153i,0.00020994+8.3823e-05i,0.00029073+0.00013043i,0.000414+7.2145e-05i,-0.00044553+0.00031131i,-0.00025655+6.8571e-05i,0.00081349+0.00022823i
0.0014001+0.000331i,0.0012493-0.00016473i,0.00086735+6.9799e-06i,0.00049252+0.00029851i,0.00020079-0.00016652i,-2.5339e-05-0.00044698i,-0.00069462+0.00037494i,-0.00063459+0.00057073i,0.00049757-0.00046585i,0.00024399-0.0008927i,-0.00068141-0.00047035i,-0.0005778+0.00042818i,-0.00020995+0.0011862i,-0.00035928+0.0011919i,-0.001009+0.0008709i,-0.00094279+0.0001424i,-0.00026423+0.00020789i,-6.2053e-06+0.0011079i,-0.00048904+0.0005594i,-0.00053804-0.00038737i,6.5413e-05-0.00040402i,-3.4223e-05-0.00048969i,-4.5375e-06-0.0013271i
0.0020419-0.00075987i,0.0017219-0.0013879i,0.0014206-0.00086323i,0.0020635+0.00071689i,0.0017401+0.0017579i,0.00016913+0.0011858i,0.00041972+0.0011861i,0.00035624+0.00074639i,-0.00067528-0.00031214i,-0.00072167-0.00061428i,-1.8277e-05+0.00026394i,0.00046139+0.00026934i,-9.0499e-05-0.00012314i,-0.00061377-0.00027595i,-0.00068164-0.00082902i,-0.00050223-0.00057395i,0.00063469+0.00048184i,0.00070417+0.0004334i,0.00015037-9.1186e-05i,6.2604e-05-0.00050076i,-0.00011258-0.00063966i,-4.5229e-05+1.9407e-05i,-0.00011762+0.0001226i
0.0025508+0.0017817i,0.0010513+0.0013532i,-0.0014823-0.00041339i,-0.0029852-0.0010783i,-0.0024859-0.00077283i,-0.0015611-0.00057033i,-0.0007435-0.00062688i,-0.00012491-8.9416e-05i,0.00033692+0.00069877i,-0.00013404+0.00071726i,-0.00062098-0.00035526i,-0.0010885-0.00084142i,-0.00084934-0.0004979i,-0.00089963-6.3877e-05i,-0.0015452-3.7227e-05i,-0.0014816+0.00025216i,-0.0013317+0.00056148i,-0.00079315+0.00070328i,0.00020181+0.00071344i,0.00062747+0.00070927i,0.00028183+0.0005576i,-2.8647e-05+0.00014819i,2.5603e-06+0.00031199i
-0.0018485-8.4888e-05i,-0.0023602+0.00059116i,-0.00048288-0.00019984i,0.0013188-0.0008094i,0.00096083-0.00043276i,-0.00085602+0.00067027i,-0.0013708+0.0013835i,-0.00077335+0.0011408i,0.00013893-0.00017708i,0.00072723-0.00093554i,-0.00031887-0.00041139i,-0.0010661-0.00011387i,-0.0013617-0.00057018i,-0.0013611-0.00063741i,-0.00043338+5.9811e-05i,0.00017222+0.00011042i,8.3728e-05-3.0221e-05i,-0.00013405+0.00066175i,-0.00024994+0.00024924i,-0.00017462-0.00044051i,-0.00029898-0.00052567i,-0.00049329-0.00022817i,-0.00023669+0.00030382i
0.00010944-0.00025896i,0.00010549+0.00067219i,-0.00016759+0.0015413i,-0.001002+0.001193i,-0.00075848+0.00042824i,0.00022742+0.00048727i,0.00060435-0.0003521i,0.0011106-0.00025544i,0.00044374+0.00092236i,-0.00080934+0.00050594i,-0.00083497-2.4426e-05i,-2.1012e-05+0.00025282i,0.00069056-0.00039821i,0.0012698-0.00095026i,0.00083907-0.00035489i,-0.0001544-0.00042886i,9.141e-06-0.00055378i,0.00066903-0.00033758i,0.00098446-6.3881e-05i,0.0014378+0.00025509i,0.0012138+0.0008033i,0.00061929+0.0012964i,0.00074379+0.00098659i
0.00087503-6.6463e-06i,0.0020258-0.0008188i,0.002689-0.0022131i,0.0013249-0.0016383i,-0.00028317-0.0010129i,-0.00064656-0.00023578i,-0.00010907+0.000396i,0.00041555+0.00035248i,0.00075213+9.1305e-05i,0.00079352-0.00010219i,0.00053113+0.0003788i,0.00035044+0.00087699i,-0.0004881+0.00072662i,-0.00080916+0.0006523i,-0.00041647+0.00059319i,-0.00023929+0.00067939i,-0.00045935+0.00044781i,-0.00059819-9.5241e-05i,-0.00033879-0.00015496i,0.0002057+0.00023765i,0.00017059+0.00055352i,-0.00065618+0.00023462i,-0.00087875-0.00036449i
