-0.0059631+0.00020118i,-0.0035973-0.0012623i,-0.0026319-0.0003328i,-0.0017375+0.0013154i,-0.00085664+0.0020047i,0.0007981+0.0019312i,0.0010834+0.0021039i,7.1885e-05+0.0023121i,0.00026679+0.0013201i,0.0010938+0.00047682i,0.0014195+0.00010397i,0.00072033-0.00073694i,8.2976e-05-0.00093455i,4.4865e-05-0.00044456i,-0.00032979-0.00011179i,-0.00046505+0.00044725i,8.4159e-05+0.00095962i,-3.5105e-05+0.00029914i,0.00046121-0.000638i,0.0016125-0.00043405i,0.0013565-0.00028071i,0.0007343-0.0004744i,0.0003468-0.0003437i
-5.079e-05-0.0052636i,0.002566-0.025446i,0.0034419-0.056055i,-0.014152-0.063484i,-0.044853-0.037467i,-0.066227-0.041647i,-0.079786-0.061534i,-0.070027-0.022357i,-0.023051+0.023632i,0.012223+0.0096095i,0.008013-0.020153i,-0.0016985-0.02488i,-0.0014654-0.016818i,-0.0021729-0.010047i,-0.009532-0.0069832i,-0.015245-0.0050687i,-0.010888-0.0032217i,-0.0044244-0.0022941i,-0.004275+0.0010642i,-0.0058866+0.0066741i,-0.0041318+0.009032i,-0.00027189+0.007324i,0.0019629+0.0055346i
0.009206-0.00060053i,0.02997-0.011599i,0.064363-0.047393i,0.091005-0.10922i,0.092384-0.1387i,0.065287-0.068015i,0.0255+0.012296i,-0.00060692+0.010774i,-0.010624-0.0072676i,-0.0079865-0.0025018i,-0.0004426+0.00032974i,0.0030482-0.0021527i,0.0020198-0.0034702i,-0.0038768-0.0018771i,-0.0050936+0.0028456i,0.0043271+0.0042647i,0.012559+0.00012653i,0.012343-0.0030957i,0.0050555-0.0049522i,-0.0038799-0.0058433i,-0.0075934-0.0028586i,-0.0043938-0.0011127i,-0.00036525-0.0018707i
0.0012024+0.010217i,0.0041652+0.020373i,0.015869+0.01191i,0.019633-0.046968i,0.012325-0.1327i,0.027268-0.18067i,0.049666-0.16555i,0.018622-0.12315i,-0.035426-0.073332i,-0.042406-0.019167i,-0.014595+0.013631i,0.0019322+0.019385i,0.0021102+0.012476i,0.0057658+0.00085657i,0.014839-0.0099764i,0.014709-0.014874i,0.0059402-0.010379i,0.0011915-0.0059322i,0.0026431-0.0091685i,0.0037537-0.015292i,-0.00072807-0.016091i,-0.0074061-0.0088325i,-0.0095867-0.0016767i
0.0051805-0.003509i,0.00018792+0.00425i,0.0055744+0.051814i,0.028092+0.14804i,0.01474+0.23108i,-0.067916+0.22236i,-0.11083+0.14292i,-0.059216+0.078436i,-0.0061772+0.042919i,0.0014417+0.018961i,-0.0094872+0.0075922i,-0.017049+0.0066155i,-0.013285+0.0080991i,-0.0069917+0.007534i,-0.0085839+0.0082737i,-0.011332+0.011884i,-0.011842+0.011029i,-0.012611+0.0092792i,-0.0084432+0.0095765i,0.00059255+0.0068588i,0.0055592+0.0028319i,0.0038091+0.0021509i,0.0014048+0.0041191i
0.0048256-0.0071678i,0.0044763-0.004475i,0.015927+0.012287i,0.070464+0.068187i,0.17701+0.13864i,0.25676+0.16615i,0.23244+0.13925i,0.16166+0.081775i,0.11393+0.020642i,0.065814-0.020838i,0.012887-0.029548i,-0.01369-0.017525i,-0.012909-0.0055286i,-0.0086252+0.0046966i,-0.0063409+0.014678i,0.00042899+0.015993i,0.0069235+0.0095453i,0.0084733+0.0049538i,0.0057709+0.008647i,0.0056795+0.015118i,0.011901+0.012747i,0.014309+0.00087248i,0.0089708-0.0082128i
-0.010712-0.00091015i,-0.01816+0.00016498i,-0.072266-0.010394i,-0.1856-0.068637i,-0.28046-0.19222i,-0.24632-0.29098i,-0.14759-0.26683i,-0.093427-0.15829i,-0.067655-0.064277i,-0.036204-0.022338i,-0.0027338-0.013823i,0.016281-0.01746i,0.013906-0.019833i,0.0054842-0.020265i,2.0503e-05-0.022441i,-0.0068662-0.0189i,-0.0068441-0.011841i,-0.00072249-0.012052i,-0.0002162-0.015608i,-0.0042753-0.012158i,-0.0064918-0.0042705i,-0.0059641-0.0010342i,-0.0054717-0.0015727i
-0.0069139+0.0016434i,-0.018546-0.0021873i,-0.065228-0.026057i,-0.16414-0.037697i,-0.26944+0.039772i,-0.30739+0.16192i,-0.24078+0.18499i,-0.13823+0.11694i,-0.07099+0.066512i,-0.024442+0.04631i,0.0073652+0.022752i,0.014272+0.0041495i,0.010832+0.0013756i,0.0092863+0.0023712i,0.0080392-0.0014031i,0.0035922-0.0057464i,-0.0041194-0.0045571i,-0.0099095-0.0014719i,-0.010955-0.0013968i,-0.011524-0.0026666i,-0.014775+0.00023971i,-0.011335+0.0077906i,-3.826e-05+0.012405i
0.0008653-0.0033996i,0.01311-0.030944i,0.088739-0.085738i,0.25456-0.15231i,0.42266-0.16383i,0.45851-0.10478i,0.34471-0.048574i,0.193-0.034294i,0.087721-0.03709i,0.029777-0.030034i,-0.0034428-0.0027783i,-0.01386+0.026236i,-0.0073172+0.031977i,-0.0011743+0.025452i,0.0057466+0.02026i,0.015065+0.0085478i,0.014764-0.0026678i,0.0092752+0.00095433i,0.0093649+0.0086287i,0.0099343+0.0063342i,0.009502-0.0010505i,0.0087234-0.0046214i,0.0077784-0.0046529i
0.011379+0.0021887i,0.045182+0.0046449i,0.11587+0.0081211i,0.1755-0.021085i,0.12489-0.12957i,-0.03252-0.23966i,-0.128-0.20605i,-0.089136-0.092686i,-0.025668-0.032292i,-0.010174-0.011737i,-0.0075572+0.0044674i,-0.00084257+0.0038214i,-0.0036453-0.0099777i,-0.015287-0.0198i,-0.025054-0.017464i,-0.0213-0.0037681i,-0.006214+0.0028567i,0.0038622-0.0030791i,0.0043231-0.0068131i,0.0039326-0.0061213i,0.004971-0.0059409i,0.0015749-0.0065928i,-0.0069708-0.0057231i
0.0133+0.011151i,0.0024514+0.04958i,-0.037725+0.16087i,-0.1132+0.33309i,-0.1659+0.46629i,-0.12462+0.46325i,-0.040396+0.33422i,0.013905+0.18632i,0.042606+0.087012i,0.052199+0.02469i,0.036239-0.019755i,0.011444-0.034941i,0.0070859-0.023139i,0.018192-0.014984i,0.017323-0.014617i,0.0064005-0.0073319i,0.0032675+0.0010863i,0.0025766-0.00050046i,-0.004998-0.0041713i,-0.010587+0.00085971i,-0.008757+0.0078393i,-0.0061933+0.009019i,-0.004171+0.0060789i
-0.017061-0.0031456i,-0.062659+0.0020434i,-0.16524-0.001663i,-0.22877-0.0037295i,-0.11266-0.027514i,0.087882-0.099132i,0.13673-0.16507i,0.043971-0.13594i,-0.015205-0.053794i,-0.017996-0.016634i,-0.017165-0.0039867i,-0.011566+0.016016i,-0.0012113+0.031546i,0.013698+0.039289i,0.032385+0.027189i,0.031607+0.0023764i,0.01341-0.0036299i,0.0040904+0.0047521i,0.0068953+0.0066782i,0.0072466+0.0011581i,0.0032481-0.0029703i,0.0031094-0.0018683i,0.0083623-0.00047145i
-0.0092594-0.012952i,-0.020085-0.080292i,-0.028771-0.22283i,-0.077543-0.38734i,-0.19563-0.40848i,-0.30412-0.25676i,-0.29413-0.088958i,-0.19681-0.0050311i,-0.11241+0.026451i,-0.058369+0.050382i,-0.021129+0.056464i,-0.010977+0.037235i,-0.028089+0.013939i,-0.049517+0.0062942i,-0.049962+0.014199i,-0.030172+0.020144i,-0.01312+0.015254i,-0.006216+0.0098403i,-0.00022223+0.0056235i,0.004004-0.0015204i,0.0049905-0.0055363i,0.0054636-0.0036678i,0.0030808-0.00090973i
0.024002-0.019992i,0.093591-0.034526i,0.21177-0.068027i,0.30987-0.078057i,0.3079+0.0047692i,0.24985+0.14325i,0.22334+0.17645i,0.1811+0.073779i,0.099044-0.012189i,0.041-0.03117i,0.0084672-0.033532i,-0.0079713-0.028869i,-0.0025959-0.031993i,-0.00711-0.040264i,-0.022084-0.027119i,-0.01907-0.0071032i,-0.0074188-0.0043443i,-0.005784-0.0079786i,-0.0097115-0.0021861i,-0.0073991+0.0081623i,-0.0016721+0.012534i,-0.0016813+0.010148i,-0.0069055+0.0065356i
0.0085306+0.02328i,0.025881+0.088155i,0.09708+0.19722i,0.20516+0.25302i,0.24164+0.1196i,0.1707-0.12713i,0.055733-0.22818i,-0.0037587-0.14877i,-0.0077324-0.071344i,-0.019429-0.050607i,-0.020614-0.039167i,0.001899-0.029409i,0.024547-0.020833i,0.044481-0.016812i,0.047654-0.024638i,0.02727-0.027274i,0.0096006-0.016489i,0.0044539-0.0079499i,0.0019028-0.0041916i,-0.0018058-0.00212i,-0.0060841-0.0023666i,-0.0086983-0.0024016i,-0.0059131-0.0039499i
-0.028531+0.00069836i,-0.075227+0.023716i,-0.17128+0.10566i,-0.28556+0.21355i,-0.33929+0.24305i,-0.31854+0.21399i,-0.23097+0.19607i,-0.10291+0.16131i,-0.010392+0.10829i,0.034515+0.074692i,0.052117+0.0431i,0.033625+0.019148i,0.0086907+0.023616i,0.0030349+0.030113i,0.0037899+0.024571i,0.0015662+0.016563i,-0.0007257+0.012437i,0.0013398+0.010274i,0.0032633+0.0017604i,-0.00075324-0.0080167i,-0.0031902-0.0097967i,0.0010682-0.0071812i,0.007046-0.0061974i
0.025681-0.029289i,0.0054756-0.062123i,-0.081578-0.11387i,-0.17121-0.13836i,-0.10378-0.05679i,0.084208+0.044778i,0.16779+0.022923i,0.097918-0.035509i,0.026244-0.046065i,0.0020299-0.046759i,-0.022973-0.021572i,-0.02649+0.02078i,-0.011398+0.028611i,-0.012216+0.018079i,-0.017178+0.014584i,-0.013421+0.0085404i,-0.0096631-0.00069696i,-0.0094435-0.0024521i,-0.0059573+0.0030816i,0.0038905+0.0081951i,0.011844+0.0070004i,0.012771+0.003139i,0.0075857+0.0051268i
-0.0029181+0.050068i,0.01719+0.047454i,0.060239-0.068434i,0.12513-0.25994i,0.12741-0.37219i,0.01199-0.35144i,-0.11651-0.23956i,-0.15063-0.10826i,-0.12263-0.030335i,-0.10365-0.0047325i,-0.077958+0.0013089i,-0.040249-0.0070356i,-0.022194-0.012873i,-0.013152-0.010064i,-0.00059198-0.010321i,0.0079808-0.012277i,0.010769-0.013116i,0.006236-0.014364i,0.00038963-0.010216i,-0.0026892-0.0026975i,-0.0047291+0.0015599i,-0.006517+0.0033173i,-0.0072051+0.0037753i
-0.064383-0.030122i,-0.083524-0.044451i,0.007319-0.0068935i,0.12205+0.071705i,0.080256+0.10127i,-0.012029+0.092582i,0.0131+0.091335i,0.084018+0.056147i,0.10534+0.025658i,0.11603+0.02422i,0.1117-0.0042541i,0.059726-0.03145i,0.013196-0.022317i,0.0044168-0.0072509i,0.0076427+0.0004323i,0.013164+0.0046757i,0.01818+0.0032425i,0.016651-0.00075536i,0.006778-0.0047762i,-0.0061646-0.0059987i,-0.009927-0.0041595i,-0.0061786-0.0037077i,-0.0039361-0.0057386i
0.069057-0.06506i,0.12024-0.068923i,0.079555+0.05815i,-0.029218+0.26643i,-0.020849+0.3576i,0.085829+0.25204i,0.12242+0.067503i,0.081832-0.031989i,0.051521-0.054142i,0.031669-0.05764i,0.010435-0.025972i,0.016149+0.013348i,0.02982+0.01536i,0.021257+0.0051793i,0.0052461+0.0028381i,-0.0072416+0.0019168i,-0.013152+0.0050726i,-0.0074176+0.0080053i,0.0036041+0.0053713i,0.013304-0.00036602i,0.017358-0.0046419i,0.014786-0.0049698i,0.01159-0.0018196i
0.044024+0.11792i,0.0079735+0.20286i,-0.12121+0.15474i,-0.22018-0.026959i,-0.15888-0.10194i,-0.066839-0.021983i,-0.075395+0.066723i,-0.098527+0.10368i,-0.091007+0.091302i,-0.099889+0.063757i,-0.099062+0.051088i,-0.071883+0.03662i,-0.052995+0.025463i,-0.038519+0.019277i,-0.018599+0.0083375i,-0.0048328+0.0049793i,0.00036474+0.0084944i,0.0036003+0.0086694i,0.0065883+0.0040947i,0.0061145+0.0023033i,0.0024189+0.0056152i,-0.00076445+0.0077302i,-0.0020887+0.0067344i
-0.15376-0.0012173i,-0.2822-0.10552i,-0.28716-0.31566i,-0.17937-0.47434i,-0.14767-0.45984i,-0.15716-0.34424i,-0.09058-0.21511i,-0.024783-0.1087i,0.016296-0.032593i,0.055725-0.015877i,0.051929-0.036786i,0.018337-0.037433i,-0.0022494-0.032192i,-0.015667-0.03035i,-0.019607-0.015397i,-0.0073211-0.0035949i,0.0061067-0.0039771i,0.0074943-0.0047103i,-0.0028452+0.00021294i,-0.014454+0.0082455i,-0.016777+0.012004i,-0.011746+0.0077152i,-0.0095655+0.0001187i
0.07947-0.21414i,0.21487-0.391i,0.35869-0.40159i,0.32292-0.17518i,0.10779+0.057027i,-0.049303+0.11858i,-0.055772+0.053407i,-0.015946-0.019116i,0.0028373-0.038323i,0.022131-0.027286i,0.04006-0.014387i,0.050388-0.0055443i,0.055511-0.0096057i,0.044576-0.015163i,0.016682-0.013183i,-0.01023-0.0074525i,-0.021236-0.0024246i,-0.019736+0.0012018i,-0.0091748+0.0023685i,0.0030723-0.0038583i,0.0067368-0.011003i,0.0057663-0.010987i,0.0083029-0.0090146i
0.19475+0.14933i,0.38969+0.33829i,0.47207+0.46092i,0.39182+0.37375i,0.3236+0.22851i,0.32172+0.21212i,0.2721+0.20248i,0.15463+0.11806i,0.044193+0.059234i,-0.0061179+0.060824i,-0.022792+0.060354i,-0.040988+0.047631i,-0.038359+0.049901i,-0.0093998+0.041078i,0.016528+0.012101i,0.019724-0.0069727i,0.0079847-0.0062215i,0.0021876-0.00021365i,0.0050257-0.002032i,0.0076315-0.005419i,0.0066246-0.0031381i,0.0031965+0.0038322i,0.0012811+0.01199i
-0.19494+0.13629i,-0.35522+0.26851i,-0.34671+0.24836i,-0.13372-0.032954i,-0.014056-0.3604i,-0.11495-0.45359i,-0.19857-0.30025i,-0.14077-0.11726i,-0.054912-0.047462i,-0.032701-0.049275i,-0.041881-0.045327i,-0.040183-0.02919i,-0.031866-0.024456i,-0.024824-0.026363i,-0.014202-0.021653i,0.00073016-0.018935i,0.012033-0.020284i,0.013528-0.014812i,0.0055504-0.0012772i,-0.0033634+0.0099603i,-0.005677+0.011407i,-0.0058353+0.0064829i,-0.0079427+0.0042465i
-0.047523-0.21782i,-0.11105-0.36587i,-0.12192-0.29168i,-0.052142+0.018584i,-0.04949+0.21677i,-0.1566+0.16436i,-0.20359+0.094805i,-0.12276+0.0746i,-0.041655+0.047508i,-0.012476+0.028915i,0.013938+0.012663i,0.041862-0.0036678i,0.052977-0.010939i,0.042554-0.0072989i,0.018564+0.0050257i,0.0034364+0.015949i,0.001169+0.012088i,-0.0023271-0.00056295i,-0.0032808-0.0058946i,0.00084628-0.0051533i,0.00077665-0.0055214i,-0.0016104-0.0090956i,-0.0016079-0.018957i
0.15666+0.1064i,0.25413+0.21235i,0.1649+0.37007i,-0.0089874+0.54706i,0.070806+0.59366i,0.32402+0.40758i,0.38102+0.13576i,0.2238+0.015025i,0.093337+0.028524i,0.059899+0.040135i,0.042225+0.030313i,0.0084842+0.031671i,-0.0070262+0.049532i,0.0095746+0.055073i,0.031315+0.037953i,0.031096+0.021023i,0.015242+0.016739i,0.00072035+0.013769i,-0.011036+0.0078274i,-0.013936+0.0054085i,-0.0045494+0.0060825i,0.0080625+0.00532i,0.015318+0.0066177i
-0.16073+0.063183i,-0.33348+0.062114i,-0.44566-0.095545i,-0.43628-0.35655i,-0.33403-0.45014i,-0.23908-0.31258i,-0.20771-0.14226i,-0.17307-0.066827i,-0.12351-0.071828i,-0.10998-0.07941i,-0.10358-0.047332i,-0.082426-0.025426i,-0.077602-0.027111i,-0.075492-0.018596i,-0.057382-0.0034939i,-0.033158-0.00011832i,-0.014326-0.0065586i,-0.0044755-0.0073652i,-0.0034732-0.00066753i,-0.0066233+0.005893i,-0.0057633+0.0056885i,-0.0050173+0.0039374i,-0.0098776+0.010987i
0.057687-0.21867i,0.11697-0.46938i,0.16081-0.64905i,0.13357-0.59496i,0.0074634-0.37786i,-0.11866-0.16579i,-0.13845-0.032771i,-0.083546+0.015465i,-0.016805+0.0089535i,0.02652-0.012434i,0.038936-0.037072i,0.041696-0.051294i,0.041209-0.050326i,0.025729-0.041i,0.0018872-0.026921i,-0.011841-0.013363i,-0.0097911-0.0073533i,-0.0031023-0.012815i,0.0062861-0.022406i,0.014521-0.028556i,0.010503-0.025834i,0.0013061-0.015717i,-0.0026448-0.015077i
0.12843+0.17473i,0.30118+0.35532i,0.42266+0.48763i,0.35111+0.50524i,0.17966+0.40838i,0.099664+0.16823i,0.070706-0.092413i,0.030303-0.14582i,0.040927-0.050016i,0.080496-0.0056863i,0.074806-0.0064513i,0.051813+0.012681i,0.050998+0.028333i,0.055563+0.022159i,0.052338+0.0082375i,0.040084+0.002119i,0.027428+0.0060281i,0.025806+0.0077332i,0.022705+0.0028253i,0.011725+0.0011614i,0.0058214+0.0043088i,0.0077562+0.0049047i,0.012914-0.00020586i
-0.20337+0.016162i,-0.40329+0.11981i,-0.50462+0.21827i,-0.39365+0.17954i,-0.1492+0.096624i,0.056172+0.15704i,0.1612+0.22275i,0.1402+0.13309i,0.028209+0.022981i,-0.057495+0.0064734i,-0.074131+0.047309i,-0.05454+0.078774i,-0.042262+0.073808i,-0.047509+0.06194i,-0.045239+0.05478i,-0.029512+0.034119i,-0.020695+0.010493i,-0.0219+0.0079536i,-0.021922+0.019374i,-0.017774+0.02783i,-0.010061+0.025322i,-0.0023134+0.016454i,0.0032032+0.015716i
0.13321-0.1575i,0.19007-0.38206i,0.15932-0.57694i,0.094476-0.57414i,0.051406-0.40177i,0.031706-0.20373i,0.049937-0.064479i,0.088565-0.026438i,0.097935-0.056835i,0.075089-0.071929i,0.035257-0.071584i,-0.012487-0.064475i,-0.035419-0.0468i,-0.035726-0.039724i,-0.033163-0.035968i,-0.020703-0.02468i,-0.003304-0.018866i,0.00043099-0.021192i,-0.0030383-0.021167i,-0.0001827-0.01739i,0.0021425-0.012024i,-0.0015907-0.007707i,-0.010335-0.0084467i
-0.013106+0.1358i,0.014172+0.20095i,0.033069+0.15973i,-0.082765+0.10292i,-0.30085+0.11482i,-0.46909+0.074201i,-0.53809+0.015302i,-0.43866+0.060984i,-0.20513+0.13075i,-0.01929+0.1112i,0.052962+0.031403i,0.053875-0.037749i,0.024131-0.058657i,0.0050334-0.04591i,0.0046378-0.029675i,0.0050296-0.015972i,0.0091621-0.0085175i,0.018137-0.012028i,0.012819-0.01952i,-0.0030413-0.01617i,-0.0051993-0.0049641i,0.0029571-0.0016442i,0.0063764-0.0010491i
-0.11479-0.067672i,-0.24779-0.018286i,-0.31762+0.12594i,-0.22312+0.17233i,-0.018569+0.0591i,0.13634-0.035379i,0.19935-0.08949i,0.17201-0.10581i,0.088744-0.052337i,0.018209+0.011059i,-0.008091+0.054258i,0.011117+0.070979i,0.035071+0.04766i,0.035193+0.014819i,0.020726-0.013358i,-2.1992e-05-0.027764i,-0.010229-0.0078325i,0.0004695+0.024856i,0.019544+0.034991i,0.027358+0.02174i,0.019283+0.005822i,0.0094528-0.0032607i,0.0050388-0.0085632i
0.18023-0.064801i,0.40516-0.20699i,0.58087-0.43277i,0.56778-0.56924i,0.42709-0.44417i,0.35469-0.21981i,0.35595-0.10985i,0.28778-0.090347i,0.15354-0.10618i,0.028781-0.10866i,-0.043786-0.029941i,-0.034515+0.061426i,-0.0017325+0.065232i,-0.0066338+0.027986i,-0.0065259+0.017656i,0.022528+0.015763i,0.034444-0.002151i,0.012193-0.018982i,-0.0085802-0.019661i,-0.0059783-0.015556i,0.00082897-0.011711i,0.0020231+0.0026227i,0.0043367+0.019015i
-0.04004+0.10691i,-0.079911+0.046558i,-0.11019-0.085014i,-0.15319-0.11485i,-0.25805-0.034357i,-0.38196+0.048997i,-0.39861+0.11918i,-0.29569+0.13916i,-0.17496+0.11811i,-0.084972+0.069524i,-0.058353-0.01981i,-0.0875-0.059941i,-0.077251-0.022429i,-0.020972+0.013458i,0.014517+0.032074i,0.018818+0.050846i,0.012253+0.056923i,0.0043237+0.043711i,-0.0068058+0.025623i,-0.023398+0.021063i,-0.031948+0.030543i,-0.023878+0.031668i,-0.016095+0.012721i
-0.042704-0.0089811i,-0.11295+0.17135i,-0.17871+0.4921i,-0.11499+0.61533i,0.087225+0.38462i,0.2695+0.061073i,0.28893-0.13348i,0.17437-0.14526i,0.092096-0.074733i,0.079347-0.049776i,0.035106-0.032279i,-0.013772+0.03003i,-0.0064135+0.061695i,0.004454+0.025918i,-0.017956-0.015833i,-0.04361-0.024911i,-0.04333-0.013512i,-0.023756-0.0011429i,-0.0069604+0.0059782i,0.0075093+0.01311i,0.022741+0.017113i,0.030018+0.014192i,0.030544+0.013884i
0.092578+0.10456i,0.35858+0.10529i,0.65946-0.16806i,0.58025-0.49417i,0.077354-0.39321i,-0.35653+0.06211i,-0.40902+0.40691i,-0.18478+0.44328i,0.044887+0.27643i,0.12017+0.098445i,0.095594-0.0040058i,0.040893-0.061806i,-0.012497-0.067558i,-0.020191-0.039668i,-0.0026433-0.026847i,0.0057076-0.030132i,0.010525-0.040562i,0.0104-0.054622i,-0.0018747-0.06429i,-0.025109-0.05344i,-0.042394-0.029368i,-0.04542-0.018203i,-0.043166-0.019766i
-2.8654+8.0229i,-0.71465+6.1373i,2.5834+4.9203i,4.5337+1.8047i,4.3491-0.96206i,2.5054-1.9319i,0.50572-0.93431i,-0.22239+0.53654i,0.34615+1.2109i,1.3357+0.72857i,1.6404-0.45593i,1.1815-1.3775i,0.65947-1.4822i,0.57819-0.96529i,0.86772-0.60552i,0.75752-0.50991i,0.26857-0.28999i,-0.017907-0.13703i,-0.12979-0.2014i,-0.1409-0.19424i,0.012274-0.15637i,0.1514-0.30044i,0.060364-0.45439i
0.071457+0.17425i,0.19142+0.39673i,0.29274+0.60287i,0.29148+0.56881i,0.10648+0.36692i,-0.16542+0.31188i,-0.20495+0.46002i,0.033783+0.5103i,0.20095+0.31945i,0.14184+0.11174i,0.042196+0.02063i,0.0012882-0.039089i,-0.033639-0.082849i,-0.062835-0.073578i,-0.031719-0.036712i,0.049659-0.017216i,0.0929-0.032666i,0.068225-0.040797i,0.041904-0.02402i,0.039439-0.011412i,0.035359-0.0013067i,0.02341+0.0051651i,0.0066451-0.0015992i
-0.033461+0.072709i,0.10877-0.01117i,0.32737-0.30249i,0.31105-0.49854i,0.087228-0.23339i,0.064738+0.25415i,0.22991+0.4714i,0.28174+0.36428i,0.20085+0.18179i,0.098397+0.074169i,0.028109+0.046595i,-0.0010642+0.055268i,-0.0041508+0.067021i,0.0021954+0.064007i,0.00087371+0.047245i,-0.0037386+0.02553i,-0.0046059-0.0017955i,-0.0052299-0.020624i,-0.0062981-0.018226i,-0.0044438-0.0094441i,-0.0025515-0.011169i,-0.0099282-0.020059i,-0.023362-0.023313i
0.027017-0.18755i,-0.13641-0.2501i,-0.43614-0.12217i,-0.56011+0.11495i,-0.33353+0.14876i,-0.10605-0.043417i,-0.10755-0.15061i,-0.14252-0.10706i,-0.11493-0.083455i,-0.092665-0.08711i,-0.068596-0.044507i,-0.023817+0.004356i,0.0053057+0.01019i,0.0038186-0.0024551i,-0.00072583+0.00043094i,0.0031395+0.015636i,0.0054043+0.027394i,0.0050579+0.030224i,0.013908+0.026535i,0.028735+0.016448i,0.032316+0.009519i,0.029277+0.011044i,0.030483+0.011497i
0.056689+0.15161i,0.14655+0.25318i,0.2102+0.20727i,0.12858+0.0094545i,-0.062326-0.019688i,-0.061359+0.27389i,0.19929+0.51923i,0.35421+0.43666i,0.23023+0.23033i,0.061887+0.13794i,0.029918+0.092607i,0.048916+0.013991i,0.02184-0.03963i,-0.027294-0.039113i,-0.059362-0.0069133i,-0.05853+0.025422i,-0.042576+0.026532i,-0.040249+0.0095562i,-0.053687+0.0099504i,-0.054285+0.031818i,-0.02889+0.041677i,-0.0064693+0.021127i,-0.0028756-0.0041504i
-0.17486-0.19424i,-0.35296-0.37433i,-0.44901-0.44443i,-0.34903-0.29891i,-0.10324-0.13598i,0.080181-0.20374i,0.052937-0.37841i,-0.066731-0.37052i,-0.074726-0.20799i,-0.0095779-0.097184i,0.0063939-0.054993i,0.0041863-0.023058i,0.020555-0.0041946i,0.036761+0.015179i,0.045856+0.025863i,0.037559+0.011711i,0.021854+0.0077593i,0.025846+0.016183i,0.03887+0.0070258i,0.037884-0.017008i,0.023177-0.033326i,0.0098851-0.025593i,0.0065442-0.0047475i
0.16853+0.16066i,0.32863+0.38999i,0.42509+0.6209i,0.38208+0.61861i,0.19776+0.35814i,-0.080713+0.15394i,-0.23027+0.16996i,-0.14477+0.17569i,-0.044089+0.065696i,-0.017456-0.0091228i,0.026997-0.025094i,0.055646-0.052635i,0.031848-0.071835i,0.003704-0.068969i,-0.016112-0.056915i,-0.029541-0.029708i,-0.026188-0.0072896i,-0.013155-0.0081673i,-0.0041261-0.015316i,-0.011721-0.012019i,-0.024518+0.0043421i,-0.019301+0.015525i,-0.0014929+0.0036024i
-0.067269-0.0034865i,-0.10057-0.11103i,-0.072824-0.26404i,-0.010191-0.27778i,0.062676-0.08848i,0.21809+0.11719i,0.33994+0.1667i,0.26901+0.11562i,0.1122+0.081988i,0.01675+0.064778i,-0.0328+0.036086i,-0.068108+0.02789i,-0.05704+0.047251i,-0.007168+0.04669i,0.027522+0.012422i,0.025213-0.025217i,0.0040197-0.037844i,-0.019116-0.02199i,-0.03548+0.0017512i,-0.031316+0.013963i,-0.01477+0.0085517i,-0.013928-0.003265i,-0.025942-0.000129i
0.012362-0.13028i,-0.081706-0.1697i,-0.26958-0.026469i,-0.32807+0.17149i,-0.16169+0.095608i,-0.051301-0.24243i,-0.131-0.45972i,-0.20397-0.36577i,-0.14177-0.15396i,-0.040937-0.028898i,0.0083259+0.01465i,0.033625+0.03218i,0.044741+0.027249i,0.020982+0.023271i,-0.003857+0.039181i,-0.0011841+0.050579i,0.0080208+0.042274i,0.014494+0.027479i,0.032622+0.015476i,0.050086-0.00076691i,0.042719-0.012008i,0.027425-0.0047521i,0.022017+0.0053461i
0.0041604+0.20247i,0.13887+0.36717i,0.36348+0.34082i,0.43019+0.10299i,0.21846-0.024754i,-0.026524+0.10786i,-0.066136+0.26849i,0.025535+0.23863i,0.062867+0.10032i,0.039144+0.027288i,0.038336+0.012332i,0.038545-0.010046i,0.013728-0.02017i,0.0079964-0.014199i,0.01487-0.018887i,0.0092638-0.026192i,0.0028783-0.02378i,-0.0013633-0.019532i,-0.014891-0.01448i,-0.028596-0.0044738i,-0.024137+0.0014868i,-0.010144-0.0047565i,-0.0033312-0.015319i
-0.078616-0.15774i,-0.21366-0.30938i,-0.32625-0.34923i,-0.27411-0.24771i,-0.11696-0.12467i,-0.0027402-0.01767i,0.034646+0.061219i,0.012076+0.069764i,-0.033021+0.039761i,-0.041469+0.012898i,-0.028246-0.0042702i,-0.015685-0.0083993i,0.00015783-0.011086i,0.0021209-0.011428i,-0.0010965-0.0022653i,0.00035312+0.0040876i,-0.0051671+0.0054851i,-0.0083377+0.0095896i,-0.0030352+0.0097462i,-0.0015639+0.003777i,-0.005975+0.00048012i,-0.010502+0.00042065i,-0.011458+0.0032443i
0.18992+0.093621i,0.41913+0.15303i,0.56348+0.12555i,0.44182+0.039031i,0.1829-0.0024582i,0.035196+0.0095332i,0.023254-0.0064022i,0.028629-0.037057i,0.010054-0.029234i,-0.019309+0.0021027i,-0.032144+0.019529i,-0.026098+0.014714i,-0.027455+0.0031264i,-0.04239-0.0094261i,-0.052833-0.01143i,-0.037002+0.0018265i,-0.0030637+0.0076098i,0.01957+0.0029413i,0.026636+0.0027622i,0.028493+0.005585i,0.025672+0.0050971i,0.01949+0.0072556i,0.016173+0.010232i
