-0.0059631+0.00020118i,-0.0035973-0.0012623i,-0.0026319-0.0003328i,-0.0017375+0.0013154i,-0.00085664+0.0020047i,0.0007981+0.0019312i,0.0010834+0.0021039i,7.1885e-05+0.0023121i,0.00026679+0.0013201i,0.0010938+0.00047682i,0.0014195+0.00010397i,0.00072033-0.00073694i,8.2976e-05-0.00093455i,4.4865e-05-0.00044456i,-0.00032979-0.00011179i,-0.00046505+0.00044725i,8.4159e-05+0.00095962i,-3.5105e-05+0.00029914i,0.00046121-0.000638i,0.0016125-0.00043405i,0.0013565-0.00028071i,0.0007343-0.0004744i,0.0003468-0.0003437i
-0.2224-0.074238i,-0.50166-0.11151i,-0.7149-0.065706i,-0.63411+0.093733i,-0.29159+0.20611i,0.023783+0.1346i,0.13424+0.027336i,0.12115+0.0050218i,0.096527-0.0015696i,0.070687-0.020613i,0.039679-0.024049i,0.012471-0.015549i,0.00099295+0.00069515i,0.013764+0.024247i,0.025142+0.030493i,0.0095098+0.016146i,-0.015988+0.0086278i,-0.027592+0.0080311i,-0.025918+0.0028202i,-0.020099-0.0075657i,-0.016822-0.014578i,-0.012945-0.01236i,-0.0051292-0.004658i
0.156+0.026322i,0.27796+0.068974i,0.29023+0.13849i,0.19076+0.1415i,0.084327+0.026621i,-0.020264-0.10678i,-0.11668-0.16467i,-0.13829-0.15321i,-0.10899-0.11709i,-0.072297-0.067812i,-0.026482-0.022528i,0.017361-0.0060513i,0.0357-0.011222i,0.026944-0.023627i,0.011841-0.033709i,0.0051633-0.02896i,0.0064422-0.014998i,0.013195-0.0074052i,0.015364-0.0057714i,0.0051594+0.00032555i,-0.0045334+0.0085725i,-0.006993+0.0068828i,-0.0086269-0.0026172i
-0.098138+0.07445i,-0.10789+0.13923i,-0.0036044+0.13609i,0.11808+0.056746i,0.10713+0.0067043i,0.048728+0.063899i,0.062616+0.13454i,0.064365+0.12443i,0.012783+0.10077i,-0.021691+0.08788i,-0.029686+0.052187i,-0.043246+0.024481i,-0.049274+0.028949i,-0.032461+0.039378i,-0.0069234+0.039398i,0.0085516+0.026407i,0.0054632+0.011273i,-0.0080572+0.010255i,-0.013518+0.019198i,-0.005+0.018771i,0.0052802+0.0065694i,0.0029711+0.0012741i,-0.0047605+0.0088938i
0.042424-0.11204i,0.052341-0.18644i,0.041148-0.17882i,0.047618-0.10822i,0.064467-0.0659i,0.029064-0.071817i,-0.02916-0.037635i,-0.027919+0.036832i,0.024539+0.062807i,0.069612+0.03587i,0.074128+0.004007i,0.055227-0.014373i,0.044533-0.026701i,0.03628-0.034648i,0.017718-0.030675i,0.0012422-0.017849i,-0.004037-0.0078075i,-0.00058634-0.005838i,0.0065284-0.0099774i,0.0093583-0.016558i,0.0044172-0.020669i,0.00069307-0.020584i,0.0018397-0.018445i
0.027288+0.11993i,0.1283+0.13426i,0.23904+0.010424i,0.20636-0.13299i,0.051111-0.086831i,-0.013027+0.054617i,0.020169+0.076827i,0.038163+0.003443i,0.019683-0.049929i,-0.010174-0.050571i,-0.01915-0.026512i,-0.011128-0.018337i,-0.025514-0.026708i,-0.048594-0.019499i,-0.045059-0.00088483i,-0.026217+0.0068128i,-0.017702+0.0062496i,-0.018616+0.007029i,-0.018332+0.0088571i,-0.011367+0.010738i,0.00078186+0.011996i,0.0066182+0.010891i,0.0025841+0.0082059i
-0.10534-0.11995i,-0.32991-0.146i,-0.56839+0.0046508i,-0.54105+0.21037i,-0.24324+0.18387i,0.0022626+0.011873i,0.058294-0.056333i,0.020071-0.037051i,-0.023335-0.025397i,-0.045153-0.01935i,-0.040978+0.004053i,-0.0091785+0.033621i,0.036607+0.041284i,0.058747+0.023231i,0.043542+0.00052924i,0.019123-0.0086927i,0.015009-0.0096112i,0.026884-0.013815i,0.031003-0.018047i,0.020124-0.013911i,0.0067336-0.0031054i,0.0019522+0.0015469i,0.003301-0.0019478i
0.15098+0.11134i,0.35066+0.15003i,0.46752+0.05278i,0.31998-0.083485i,0.051141-0.072691i,-0.088048+0.021384i,-0.083563+0.043602i,-0.041181+0.022445i,-0.019484+0.026137i,-0.015887+0.043155i,-0.0090028+0.026849i,-0.02399-0.015405i,-0.05591-0.020352i,-0.059867+0.0034181i,-0.039+0.014968i,-0.018356+0.01594i,-0.010222+0.014573i,-0.018316+0.013685i,-0.029343+0.014738i,-0.025871+0.014737i,-0.012606+0.0082147i,-0.0053729+0.00080499i,-0.0057946-0.0008668i
-0.17053-0.065203i,-0.36249-0.047813i,-0.40683+0.089119i,-0.18324+0.20598i,0.07304+0.14525i,0.1437+0.024777i,0.11802-0.0099652i,0.090125-0.012231i,0.065964-0.024586i,0.063636-0.039096i,0.060432-0.045734i,0.051303-0.02805i,0.050186-0.014193i,0.042262-0.015132i,0.025657-0.01346i,0.0080411-0.010679i,-0.0038651-0.0093964i,-0.0012868-0.0091155i,0.010029-0.013039i,0.01237-0.019342i,0.0037757-0.017585i,0.00037955-0.0075173i,0.004688-0.00068166i
0.20096+0.034216i,0.43114-0.013377i,0.52852-0.1488i,0.34747-0.23939i,0.094438-0.17096i,-0.034971-0.071438i,-0.10183-0.040224i,-0.11823-0.0093492i,-0.074491+0.014039i,-0.041429+0.018845i,-0.033431+0.036383i,-0.025485+0.042673i,-0.020608+0.031335i,-0.012322+0.017855i,0.0036455+0.0019468i,0.014103-0.0088505i,0.011217-0.0052702i,0.0044423+0.0077466i,0.0014109+0.021496i,0.0014883+0.029943i,0.00048371+0.027568i,-0.0040283+0.016568i,-0.0075156+0.0043447i
-0.20731-0.013494i,-0.41117+0.039726i,-0.46827+0.13653i,-0.2741+0.17286i,-0.073051+0.094763i,-0.014362+0.04401i,0.01224+0.074038i,0.031624+0.070159i,0.0080662+0.037872i,-0.017461+0.022516i,-0.010392+0.0039706i,0.0076115-0.016351i,0.016314-0.023179i,0.013622-0.015183i,0.0016892-0.00065775i,-0.0070224+0.010246i,-0.0041483+0.010226i,0.0015303-0.0010173i,0.0026346-0.015826i,0.00052314-0.027832i,-0.00091998-0.029412i,0.002228-0.017397i,0.0082072-0.00077612i
0.1783-0.015855i,0.33084-0.077226i,0.31242-0.1316i,0.09521-0.10162i,-0.037841-0.019117i,0.01444-0.0062704i,0.071841-0.049913i,0.07005-0.045765i,0.066232-0.01419i,0.061789+0.0056913i,0.045138+0.01857i,0.026141+0.023719i,0.0092101+0.021978i,-0.0069459+0.015638i,-0.013576+0.0085796i,-0.0070331+0.0010003i,-0.0013939-0.004652i,-6.8235e-06-0.0014049i,0.0015588+0.0067871i,0.0025479+0.014451i,0.004742+0.015109i,0.0054051+0.0059809i,0.001813-0.0056573i
-0.16469+0.046309i,-0.31294+0.10987i,-0.32469+0.14286i,-0.16384+0.098169i,-0.05305+0.036928i,-0.086565+0.037927i,-0.10971+0.051554i,-0.079969+0.0095126i,-0.074669-0.03789i,-0.079684-0.049258i,-0.067131-0.041582i,-0.049439-0.031621i,-0.036891-0.025824i,-0.025054-0.020357i,-0.013291-0.011495i,-0.0086836+0.0010063i,-0.0082722+0.0094541i,-0.01061+0.0077314i,-0.013133+0.0037968i,-0.014169+0.00096728i,-0.015816-0.00094148i,-0.014457+0.0021328i,-0.0089982+0.010078i
0.14791-0.053985i,0.29087-0.107i,0.33229-0.1057i,0.23928-0.037183i,0.19291+0.018956i,0.23973+0.011722i,0.23422-0.009108i,0.14898+0.0023059i,0.0752+0.0249i,0.046053+0.028008i,0.028045+0.011375i,0.0078034+0.0015526i,0.0041613+0.014493i,0.012957+0.030501i,0.017534+0.025777i,0.013627+0.0064016i,0.0077936-0.0035173i,0.0068404-0.0035161i,0.0080822-0.0049426i,0.010005-0.005775i,0.010909-0.0065339i,0.0054317-0.0080637i,-0.0033791-0.0090137i
-0.13051+0.077763i,-0.24441+0.13119i,-0.26556+0.11389i,-0.18059+0.012244i,-0.16171-0.07454i,-0.23181-0.09833i,-0.26315-0.073722i,-0.20184-0.02956i,-0.10181-0.0075807i,-0.036569-0.0055815i,-0.00068446+0.0009033i,0.025153+0.0012937i,0.027358-0.018353i,0.01431-0.040464i,0.00077548-0.0395i,-0.0069711-0.018639i,-0.0087373-0.0040438i,-0.0098917-0.0013989i,-0.0094274-0.001843i,-0.0058681-0.0044653i,-0.0018903-0.0065093i,0.0014513-0.004397i,0.0041723-0.001049i
0.10541-0.080908i,0.20563-0.12946i,0.24228-0.083686i,0.18424+0.0417i,0.14024+0.11403i,0.15858+0.12294i,0.18031+0.11529i,0.15815+0.082926i,0.10429+0.047288i,0.062644+0.033332i,0.036414+0.022719i,0.013105+0.012832i,0.0039606+0.015922i,0.003313+0.025446i,0.0012929+0.026096i,0.0024091+0.013542i,0.0060768+0.0027061i,0.011554+0.0022077i,0.014295+0.0040573i,0.0084131+0.0066126i,0.0007873+0.01004i,-0.00089197+0.0092004i,0.0001697+0.0014218i
-0.093939+0.0827i,-0.19003+0.13296i,-0.25944+0.10709i,-0.23377+0.021499i,-0.17438-0.029066i,-0.15966-0.04131i,-0.15635-0.044152i,-0.1224-0.033307i,-0.079091-0.025649i,-0.057614-0.025877i,-0.037022-0.016692i,-0.011914-0.010986i,-0.0077494-0.01201i,-0.01118-0.011018i,-0.0055443-0.011267i,-0.0012332-0.010078i,-0.0047328-0.00548i,-0.012362-0.0030627i,-0.016029-0.0020138i,-0.0099411-0.001101i,0.00034593-0.0032936i,0.0059935-0.0072444i,0.0038486-0.0056265i
0.074011-0.072974i,0.16257-0.13409i,0.24061-0.14096i,0.23684-0.09153i,0.20419-0.02811i,0.20109+0.038528i,0.19788+0.068098i,0.14525+0.037728i,0.057663+0.014119i,0.011196+0.027204i,-0.0002892+0.028771i,-0.013773+0.016416i,-0.019659+0.0089657i,-0.018749+0.0076114i,-0.019444+0.012989i,-0.013985+0.016395i,-0.0013016+0.011737i,0.008886+0.0042454i,0.014057+0.0018704i,0.016735+0.0014296i,0.013769+0.0020573i,0.0053364+0.0069379i,0.00076294+0.008919i
-0.043474+0.072891i,-0.12611+0.13616i,-0.21025+0.15215i,-0.2175+0.10388i,-0.15922+0.014654i,-0.10908-0.095821i,-0.10302-0.14717i,-0.094082-0.10964i,-0.046523-0.06615i,-0.011852-0.058934i,-0.0059517-0.041526i,0.0043191-0.010098i,0.02277+0.0029826i,0.038736-0.0037039i,0.043978-0.015816i,0.033133-0.020233i,0.011948-0.013684i,-0.0063392-0.0047702i,-0.014805-0.0010854i,-0.016103-0.0006347i,-0.011659-0.0030142i,-0.0040549-0.0071176i,0.0016829-0.008636i
0.036262-0.069495i,0.10076-0.13035i,0.17543-0.14814i,0.1712-0.10178i,0.069234-0.017742i,-0.016571+0.078651i,-0.01923+0.12392i,0.0041162+0.098721i,0.0057605+0.055965i,-0.0039095+0.033056i,-0.0054363+0.011254i,-0.0058275-0.01658i,-0.01756-0.028309i,-0.033221-0.016051i,-0.03994+0.0037897i,-0.032652+0.014239i,-0.013556+0.013365i,0.0062948+0.0058731i,0.013479-0.00014557i,0.008429+0.00040024i,-0.00092323+0.0044413i,-0.0078644+0.0080163i,-0.010374+0.009611i
-0.022335+0.059997i,-0.073443+0.1378i,-0.13284+0.20265i,-0.10754+0.21153i,0.007554+0.14469i,0.08696+0.03067i,0.084805-0.03625i,0.070834-0.029124i,0.066179-0.010457i,0.05242-0.0057577i,0.035285+0.0035805i,0.026122+0.020444i,0.027813+0.032979i,0.035099+0.031944i,0.03678+0.01659i,0.025624-0.0011212i,0.0065657-0.0067817i,-0.0073003-0.0012091i,-0.0092221+0.003816i,-0.0045845+0.0045604i,0.0016234+0.0043176i,0.0065059+0.0013794i,0.0092015-0.0030375i
-0.0012237-0.065796i,0.033166-0.1455i,0.068093-0.22909i,0.037535-0.25574i,-0.049382-0.19264i,-0.10926-0.05692i,-0.103+0.045582i,-0.072954+0.052689i,-0.058938+0.035514i,-0.041168+0.035652i,-0.015505+0.028463i,-0.0076573+0.0046183i,-0.020568-0.018192i,-0.035963-0.026064i,-0.04267-0.01505i,-0.034147+0.0011225i,-0.017914+0.005253i,-0.0069298+0.0044444i,-0.0012738+0.0045848i,3.6346e-05-0.00027517i,-0.0026445-0.0045269i,-0.0042072-0.00089692i,-0.0032324+0.0053795i
-0.00060525+0.058411i,-0.015834+0.13748i,-0.028912+0.22351i,0.0082376+0.24252i,0.088556+0.17339i,0.15411+0.063829i,0.15275-0.0071617i,0.086493-0.018558i,0.029104-0.013704i,0.012622-0.016929i,0.0052347-0.018712i,0.0015163-0.0020623i,0.013281+0.018928i,0.029449+0.025062i,0.038503+0.016623i,0.034606+0.0014437i,0.02066-0.0044763i,0.0089759-0.0048202i,0.003745-0.0074854i,0.0021031-0.0081596i,0.00023831-0.0084127i,-0.0029045-0.0091384i,-0.0053297-0.010937i
-0.0047125-0.037447i,-0.0078709-0.11294i,-0.021109-0.195i,-0.074423-0.20897i,-0.14-0.14542i,-0.17456-0.0882i,-0.17134-0.061985i,-0.1251-0.034113i,-0.074291-0.019894i,-0.055286-0.015573i,-0.039455-0.0053303i,-0.016672-0.010915i,-0.013226-0.029611i,-0.023311-0.037045i,-0.031242-0.030084i,-0.028687-0.015086i,-0.013477-0.0065575i,-0.0027428-0.0065325i,-0.0011583-0.0011462i,0.001416+0.0059054i,0.0030041+0.0043176i,2.0993e-05-0.00087296i,-0.0036148-9.7917e-06i
0.020363+0.03652i,0.038796+0.10851i,0.082438+0.19579i,0.15503+0.2221i,0.19966+0.1699i,0.17849+0.11594i,0.13623+0.077145i,0.094379+0.023843i,0.055445+0.00076383i,0.036438+0.015087i,0.024899+0.016819i,0.0080166+0.012936i,0.0059908+0.024644i,0.018242+0.038548i,0.026505+0.037684i,0.024459+0.023269i,0.012121+0.011622i,0.001779+0.0059761i,0.00061192-0.0015879i,0.0014972-0.0060503i,0.0011779-0.003303i,0.0007044+0.0017091i,0.0015288+0.0020253i
-0.020964-0.029321i,-0.05823-0.088532i,-0.12197-0.15802i,-0.19137-0.17679i,-0.20212-0.14527i,-0.14229-0.11659i,-0.081207-0.089463i,-0.034787-0.04408i,0.0045987-0.023576i,0.01493-0.032578i,0.012716-0.02836i,0.014074-0.019737i,0.0061485-0.024326i,-0.0084202-0.032154i,-0.018719-0.03072i,-0.020234-0.019278i,-0.015298-0.0076353i,-0.0093445+0.0023644i,-0.0065219+0.0099079i,-0.0054367+0.010691i,0.00036297+0.0056577i,0.0074254-0.0019695i,0.0082384-0.0049704i
0.023273+0.018719i,0.063898+0.062691i,0.13159+0.11015i,0.18203+0.10933i,0.15487+0.0855i,0.083231+0.11116i,0.053384+0.13763i,0.044126+0.096303i,0.012749+0.050582i,-0.0066578+0.038207i,-0.0086844+0.026489i,-0.011178+0.018875i,-0.0097451+0.021083i,-0.0064341+0.023933i,-0.0019295+0.023695i,0.0029556+0.017161i,0.005355+0.00954i,0.0086787+0.0042541i,0.010505-0.0022353i,0.0079915-0.0050055i,0.0011954-0.0006517i,-0.0062816+0.0034673i,-0.0087834+0.0021525i
-0.028859-0.0098441i,-0.074741-0.039703i,-0.15031-0.057782i,-0.19047-0.025689i,-0.12159+0.00079088i,-0.0054058-0.051009i,0.034623-0.097106i,0.017584-0.06011i,0.014604-0.023715i,0.010323-0.027486i,0.0014365-0.019801i,0.0081657-0.0068011i,0.018027-0.0089951i,0.020078-0.01663i,0.01517-0.021923i,0.0075295-0.019297i,0.0018109-0.01399i,-0.0058217-0.0094232i,-0.011107-0.0015071i,-0.0066835+0.0043119i,0.0013426+0.0053921i,0.0064398+0.0060375i,0.0084235+0.0092147i
0.020638+0.010637i,0.072917+0.029031i,0.15726+0.034043i,0.20289-0.0072611i,0.12824-0.03803i,-0.020166+0.0078952i,-0.10067+0.061958i,-0.09348+0.055336i,-0.069672+0.04269i,-0.039203+0.049912i,-0.0088551+0.034985i,-0.0030755+0.0057096i,-0.011082-0.0049076i,-0.013041+0.0021489i,-0.0090895+0.0092836i,-0.0043675+0.008002i,-0.0017304+0.0033616i,0.002912-0.0019464i,0.0081043-0.0096547i,0.0062359-0.01619i,-0.00051644-0.014941i,-0.0049161-0.0085704i,-0.0051341-0.0062215i
-0.013972-0.004644i,-0.066966-0.0078995i,-0.1442+0.010239i,-0.17287+0.064314i,-0.084399+0.084694i,0.056014+0.020899i,0.11167-0.047186i,0.084684-0.057047i,0.060116-0.046608i,0.042716-0.045053i,0.017685-0.036186i,0.0014209-0.014519i,0.0037006+0.0033603i,0.013069+0.004909i,0.015808-0.0011016i,0.012131-0.0028061i,0.0038746-0.00071677i,-0.004886+0.0051505i,-0.010398+0.012974i,-0.012094+0.018775i,-0.0087016+0.016003i,-0.0037864+0.0065929i,-0.00029474+0.00081927i
0.017319-0.001248i,0.059192-0.011499i,0.11679-0.052359i,0.11211-0.12166i,-0.0030865-0.13856i,-0.13029-0.063042i,-0.15334+0.0092887i,-0.10769+0.015809i,-0.0778+0.0068035i,-0.060949+0.017546i,-0.033202+0.024203i,-0.01038+0.011921i,-0.011744-0.0027767i,-0.025048-0.0019411i,-0.02748+0.0080837i,-0.018374+0.013181i,-0.005843+0.010034i,0.0045284+0.0025989i,0.010966-0.0043523i,0.013435-0.0086295i,0.0087931-0.0084244i,-0.00029967-0.0047085i,-0.0065075-0.0029495i
-0.013173+0.0055829i,-0.050466+0.025338i,-0.097002+0.089185i,-0.077335+0.1824i,0.04849+0.21083i,0.18227+0.14048i,0.21422+0.057648i,0.16499+0.015473i,0.10386-0.0042639i,0.057364-0.014843i,0.027301-0.01335i,0.013938-0.0015089i,0.018282+0.0089654i,0.026181+0.0085705i,0.024146+0.0014252i,0.016274-0.0031622i,0.0068897-0.0027778i,-0.0027804+0.001302i,-0.0080379+0.0063688i,-0.005757+0.0075624i,-0.00049509+0.0074631i,0.0029341+0.008623i,0.0065739+0.010432i
0.0050122-0.004494i,0.037807-0.031422i,0.073595-0.10234i,0.051898-0.19859i,-0.045901-0.23555i,-0.14516-0.17771i,-0.16359-0.087672i,-0.11497-0.020995i,-0.059609+0.0053561i,-0.026807+0.0046042i,-0.0061473+0.0022988i,0.0080211-0.0059768i,0.0012874-0.019736i,-0.014219-0.023344i,-0.021541-0.017531i,-0.020517-0.00979i,-0.010062-0.0063106i,0.0024155-0.0081495i,0.0068672-0.012259i,0.0044837-0.015753i,0.0017234-0.016778i,0.0011424-0.016463i,0.00042864-0.016134i
-0.014725+0.017499i,-0.032208+0.049705i,-0.040911+0.12859i,0.0026082+0.21844i,0.087943+0.24238i,0.14006+0.1865i,0.12555+0.11456i,0.081487+0.058054i,0.046219+0.025749i,0.029559+0.013784i,0.012297+0.00091978i,-0.0086453+0.0022419i,-0.0061923+0.020079i,0.010822+0.025127i,0.01824+0.01437i,0.014319+0.0042482i,0.0027137+0.0025878i,-0.0073776+0.0048247i,-0.011483+0.0087901i,-0.011304+0.014216i,-0.0087548+0.013971i,-0.0086194+0.0097319i,-0.0081422+0.0088046i
0.012107-0.0090995i,0.016362-0.045419i,0.0021579-0.12522i,-0.061211-0.20665i,-0.13838-0.22097i,-0.15994-0.17494i,-0.13384-0.11405i,-0.099151-0.052048i,-0.062421-0.014283i,-0.035662-0.0065192i,-0.015483+0.0010824i,0.0045892-0.00018273i,0.0030174-0.014587i,-0.011627-0.017623i,-0.015232-0.010359i,-0.0095029-0.0033036i,-0.00086534-0.00094702i,0.0053869-0.0025898i,0.0088086-0.0030317i,0.013473-0.0036952i,0.015121-0.0046111i,0.012125-0.0044362i,0.006146-0.0048721i
-0.0017674+0.0077209i,-0.00058081+0.043518i,0.025922+0.12309i,0.092845+0.20672i,0.14568+0.22553i,0.13087+0.19155i,0.08959+0.13308i,0.055471+0.055739i,0.014799+0.016684i,-0.0076529+0.026249i,-0.0091018+0.022454i,-0.014368+0.009413i,-0.0087054+0.012574i,0.0063365+0.015066i,0.014136+0.010434i,0.01302+0.0018966i,0.0023221-0.0020828i,-0.0062263+0.0033732i,-0.0057839+0.0063599i,-0.0056867+0.0029136i,-0.0060195+0.00082311i,-0.0037246+0.0017094i,0.00075213+0.0038458i
0.0026921-0.011455i,-0.010214-0.044i,-0.054692-0.11101i,-0.12155-0.17345i,-0.13482-0.18597i,-0.065713-0.16877i,-0.0019613-0.13492i,0.015385-0.076207i,0.028065-0.045037i,0.028426-0.052141i,0.018148-0.037623i,0.020524-0.016959i,0.013232-0.019297i,-0.0044855-0.01997i,-0.012889-0.012058i,-0.011777-0.0028573i,-0.003079+0.0012224i,0.0050868-0.003272i,0.0052274-0.005938i,0.0027639-0.0029232i,0.001672-0.00055013i,0.001143-0.0012897i,5.1025e-05-0.0039545i
-0.0011011+0.0066507i,0.019015+0.037408i,0.075719+0.094757i,0.14684+0.13464i,0.13931+0.1265i,0.03816+0.10759i,-0.030435+0.094032i,-0.028156+0.054658i,-0.029508+0.023681i,-0.031332+0.028929i,-0.018785+0.022359i,-0.015195+0.0080075i,-0.0082005+0.013204i,0.0057028+0.015273i,0.0089399+0.0072222i,0.0050395+0.00036662i,0.00029837-0.0020223i,-0.0027383+0.00017359i,-0.0032778+0.0024504i,-0.0046262+0.003121i,-0.0061551+0.0034888i,-0.0051339+0.0056145i,-0.0017633+0.0087995i
-0.011187-0.0061751i,-0.035924-0.027985i,-0.10297-0.064639i,-0.17422-0.077799i,-0.14599-0.051978i,-0.017731-0.037722i,0.062378-0.037973i,0.058998-0.011412i,0.058191+0.0039671i,0.055203-0.016167i,0.034091-0.01969i,0.024046-0.0072159i,0.016934-0.0063695i,0.0051294-0.0054717i,-0.00056601+0.00034776i,0.00062828+0.0044746i,0.0051448+0.0035912i,0.0061154-0.00094477i,0.0039485+0.00020067i,0.0055999+0.0033595i,0.0065695+0.0021172i,0.0050126-0.002186i,0.0032074-0.0060247i
0.0058647+0.0088454i,0.035744+0.02574i,0.1102+0.052297i,0.1819+0.048698i,0.1381+0.0095542i,-0.010608+0.0009349i,-0.099898+0.022821i,-0.094037+0.015498i,-0.087166+0.012974i,-0.075929+0.040956i,-0.042995+0.039777i,-0.024415+0.013324i,-0.016908+0.0043586i,-0.0068114+0.0048835i,0.0006544+0.0022451i,0.001593-0.0020388i,-0.0054956-0.0031162i,-0.0084548+0.0010465i,-0.0027643-0.00033314i,-0.0014921-0.006788i,-0.0049077-0.0096592i,-0.006444-0.0072412i,-0.0055818-0.0025191i
-0.0079653-0.0046748i,-0.040596-0.0149i,-0.11848-0.019341i,-0.18435+0.01463i,-0.12037+0.069501i,0.044861+0.072888i,0.12899+0.027206i,0.10513+0.0048973i,0.086311-0.0043508i,0.072777-0.02986i,0.039057-0.030717i,0.017972-0.010345i,0.0084397-0.002296i,-0.0013254+0.00077653i,-0.0057447+0.00517i,-0.0067221+0.0093362i,-0.0037212+0.012189i,-0.0010694+0.009436i,-0.0030184+0.0070495i,-0.0020839+0.0076443i,0.0011672+0.0075522i,0.00052334+0.0060363i,-0.0010476+0.0026248i
0.0088095+0.0016151i,0.042285+0.0058061i,0.11755-0.0043333i,0.1805-0.059312i,0.11716-0.13313i,-0.048961-0.14604i,-0.13778-0.090328i,-0.11721-0.045042i,-0.099383-0.024697i,-0.08629+0.0054939i,-0.046705+0.018839i,-0.013509+0.0081852i,-0.0001854+0.00083109i,0.0036644-0.0029151i,0.0028102-0.0064475i,0.0020065-0.007966i,0.0016407-0.0079745i,0.0033586-0.0056185i,0.0066019-0.0045233i,0.0056385-0.0062595i,0.0025071-0.0067213i,0.0023646-0.0029453i,0.004107+0.0011577i
-0.0076245+0.0023838i,-0.041289+0.0069224i,-0.11646+0.034398i,-0.17636+0.11013i,-0.1138+0.19701i,0.04586+0.20693i,0.13465+0.13716i,0.12585+0.074904i,0.11515+0.039941i,0.099541+0.0017255i,0.055526-0.017556i,0.020009-0.010366i,0.0069478-0.0014074i,0.0024419+0.0018378i,-0.00066068+0.00057431i,-0.0029551-0.0004104i,-0.0022497-0.00096657i,-0.0030325-0.0029916i,-0.0065009-0.0004227i,-0.0054021+0.005685i,3.5484e-05+0.0071423i,0.0022919+0.0012123i,0.00020501-0.0044952i
0.011141-0.0020416i,0.041097-0.011522i,0.11213-0.052126i,0.16732-0.14549i,0.10364-0.24154i,-0.039031-0.24491i,-0.1101-0.15838i,-0.1042-0.083364i,-0.1015-0.042949i,-0.089662-0.0012174i,-0.04777+0.017426i,-0.014654+0.0075229i,-0.0046336-0.0026725i,-0.0015594-0.0074581i,0.0017047-0.0092284i,0.0040136-0.011063i,0.0023743-0.011072i,0.00044613-0.00656i,0.0026204-0.0038703i,0.0030566-0.0060989i,-0.00047845-0.0068096i,-0.0034668-0.0022651i,-0.0036849+0.0017971i
-0.0093689+0.0070598i,-0.038005+0.021595i,-0.10403+0.077654i,-0.15476+0.18978i,-0.097044+0.2931i,0.03533+0.29107i,0.1012+0.19004i,0.089438+0.097633i,0.081211+0.0515i,0.071065+0.015348i,0.034671-0.0046862i,0.0030923-0.001797i,-0.0059438+0.0065033i,-0.0039406+0.012023i,-0.0017355+0.012067i,-0.0031145+0.011279i,-0.0053802+0.01184i,-0.0061259+0.0094988i,-0.0064871+0.0068193i,-0.0046019+0.0063243i,-0.00076088+0.005834i,0.00092773+0.0030436i,0.00052074-0.00015547i
0.0065212-0.0087636i,0.031458-0.026865i,0.088304-0.088482i,0.13634-0.20725i,0.097807-0.31886i,-0.01221-0.3176i,-0.077725-0.20671i,-0.079613-0.10839i,-0.082542-0.065178i,-0.078684-0.029323i,-0.04132+0.00033351i,-0.0017138+0.0042305i,0.011091-0.0041396i,0.0082347-0.0062681i,0.0067924-0.0019354i,0.0093817+0.00096754i,0.012387+0.0003928i,0.014034-0.0013574i,0.013571-0.0037006i,0.0079161-0.0068154i,0.00082436-0.0064406i,-0.0011939-0.0024188i,0.00095667+0.00019792i
-0.0069083+0.0015i,-0.02967+0.025955i,-0.084681+0.098442i,-0.13034+0.23091i,-0.096375+0.34503i,-0.0065299+0.336i,0.048106+0.22295i,0.064878+0.12128i,0.080272+0.069347i,0.076545+0.028986i,0.040846-0.0020759i,0.006038-0.0077864i,-0.0037654+0.00099415i,-0.001751+0.0054418i,-0.0033142+0.00342i,-0.0072056+0.0026724i,-0.0091963+0.0035257i,-0.0099414+0.0025666i,-0.010163+0.0018688i,-0.0069475+0.0035007i,-0.0015502+0.0036933i,0.00019317+9.9473e-05i,-0.0012849-0.0022192i
0.0024899-0.0084855i,0.020534-0.032253i,0.066133-0.10604i,0.10744-0.23778i,0.089646-0.3455i,0.028-0.33093i,-0.01369-0.21542i,-0.029599-0.11441i,-0.045513-0.06965i,-0.047289-0.037201i,-0.02201-0.0080327i,0.0050409+0.0022194i,0.011715-0.0030164i,0.0051601-0.0068252i,0.00060337-0.0040136i,0.0027217-0.0035796i,0.0070827-0.0058203i,0.0080444-0.0039458i,0.0070323+2.3178e-06i,0.0055864+0.0001264i,0.0012795-0.0010903i,-0.0018266+0.0019195i,-4.6393e-05+0.005052i
0.0019998+0.0072444i,-0.015796+0.034452i,-0.054799+0.11485i,-0.09513+0.25176i,-0.091997+0.3581i,-0.044515+0.33218i,-0.0068792+0.20535i,0.0080036+0.10771i,0.023515+0.072994i,0.030142+0.048142i,0.013093+0.018387i,-0.010902+0.0034265i,-0.018682+0.0048795i,-0.012465+0.0060979i,-0.0069724+0.0021615i,-0.0093736-0.00014159i,-0.01451+0.00089633i,-0.014566+0.0022889i,-0.010256+0.0018545i,-0.0049461+0.00025247i,-0.00032421-0.0016464i,0.001501-0.0037665i,0.00010244-0.0044711i
