0.00014063+0.00077158i,-0.00044779+0.00045539i,-0.0013138-0.00055008i,-0.0013006+0.00077886i,-0.00086128+0.0027123i,-0.0009315+0.0018498i,-0.00094098+4.2194e-05i,5.807e-05+0.00047843i,0.0013055+0.0014552i,0.0011842+0.0010826i,0.0011849+2.2766e-05i,0.00097243-0.00085758i,-0.00030161-0.00078184i,0.00016063-0.00055284i,0.0013162-0.00036592i,0.00078269-0.00039424i,-0.00030174-0.00031817i,-0.001208+0.0005311i,-0.0010061+0.0007026i,-6.9412e-05+7.6793e-05i,0.00029399-0.00039527i,7.9957e-05-0.00066741i,-0.00019812-0.00034088i
-0.089908+0.1067i,0.03553+0.18441i,0.13902+0.16761i,0.1038+0.10905i,0.056203+0.091856i,0.073261+0.070873i,0.070633+0.031069i,0.034346+0.017456i,0.0075451+0.020131i,0.0011899+0.029788i,0.013873+0.041535i,0.025863+0.038374i,0.02517+0.026999i,0.02255+0.015492i,0.018088+0.003694i,0.0059233-0.0037965i,-0.008166-0.0012751i,-0.009512+0.010573i,0.0033149+0.02087i,0.013696+0.02151i,0.011528+0.014031i,0.0024629+0.0041305i,-0.0054129-0.00068745i
0.155+0.074356i,0.15923-0.018577i,0.11062-0.10241i,0.067005-0.089659i,0.057511-0.061374i,0.034842-0.066751i,-0.0039475-0.067807i,-0.023917-0.049064i,-0.013855-0.021923i,0.0058203-0.013074i,0.0081099-0.024078i,-0.0017707-0.027573i,-0.0069792-0.019473i,-0.0088504-0.01187i,-0.0072992-0.0031595i,0.0015946+0.0078809i,0.012016+0.014126i,0.012797+0.0086382i,0.0046681-0.0054594i,-0.0014689-0.016419i,-0.0022447-0.02062i,-0.0035673-0.017318i,-0.0043432-0.0078885i
-0.026714-0.22256i,-0.15549-0.16188i,-0.24074-0.057325i,-0.19108-0.01533i,-0.12707-0.024504i,-0.10202-0.0010625i,-0.063189+0.03896i,-0.016096+0.042547i,0.0082774+0.017302i,0.0075233-0.0085299i,-0.0080089-0.015978i,-0.016668-0.0040089i,-0.011029+0.0092775i,-0.0019292+0.014349i,0.0029383+0.010231i,0.0030211-0.00096809i,0.0025853-0.011309i,0.0030579-0.010835i,0.0025344+0.00065497i,-0.00077904+0.011125i,-0.0008175+0.016115i,0.0063446+0.016963i,0.011356+0.010601i
-0.25621+0.1465i,-0.11525+0.146i,0.014231+0.12877i,0.028993+0.09874i,0.011623+0.093878i,0.031912+0.073503i,0.049876+0.027286i,0.0419-0.0022299i,0.018737-0.0045958i,0.0018203+0.0093835i,0.0097181+0.0177i,0.023647+0.0069066i,0.023922-0.0082804i,0.016489-0.014586i,0.0074094-0.011841i,-0.0026971-0.0043355i,-0.011167-0.00031842i,-0.013855-0.0071532i,-0.0094369-0.018553i,-0.0021108-0.018374i,0.0041543-0.0092452i,0.0053146-0.0057739i,0.0024514-0.0050281i
0.35196+0.19091i,0.29884+0.088294i,0.23271-0.039634i,0.1496-0.072162i,0.094827-0.042641i,0.064974-0.036125i,0.013704-0.038909i,-0.029495-0.01728i,-0.027207+0.0061572i,-0.00753+0.011046i,-0.0021607+0.0083214i,-0.0093455+0.0084484i,-0.014498+0.0080638i,-0.014221+0.0080341i,-0.0081463+0.009541i,0.0023701+0.0079413i,0.0064938+0.010599i,-0.00034449+0.026512i,-0.010611+0.041867i,-0.014753+0.035855i,-0.016046+0.014869i,-0.019455+0.0015868i,-0.017853-0.00062996i
-0.044825-0.48578i,-0.10689-0.33826i,-0.16124-0.16233i,-0.12312-0.057082i,-0.062406-0.040018i,-0.042719-0.030272i,-0.021964-0.0055816i,0.0035217+0.0006897i,0.011013-0.0074676i,0.0069803-0.01527i,0.0011209-0.014544i,0.0017074-0.0057214i,0.007764+0.0021211i,0.0077756+0.0043499i,0.0025663+0.00066574i,-0.0013888-0.0048644i,0.0021483-0.012326i,0.019185-0.025503i,0.038431-0.032824i,0.039579-0.024778i,0.026993-0.010882i,0.017306-8.4611e-05i,0.010591+0.0058179i
-0.43217+0.3621i,-0.33452+0.29454i,-0.2185+0.21651i,-0.12623+0.13337i,-0.078394+0.072857i,-0.049559+0.049968i,-0.020847+0.032858i,-0.0049691+0.0096975i,-0.0034432-0.00077898i,-0.0020819-0.0014923i,0.00028768-0.0071762i,-0.0011051-0.014435i,-0.0015606-0.016005i,0.00099869-0.010833i,0.0021275+0.00070714i,0.0031001+0.012942i,-0.00080373+0.018196i,-0.017572+0.015012i,-0.03537+0.0037546i,-0.034882-0.0072185i,-0.019046-0.008959i,-0.0048518-0.0066544i,0.0028057-0.0071362i
0.61048+0.17519i,0.54673+0.077867i,0.39788-0.023374i,0.20916-0.045908i,0.091202+2.1397e-05i,0.061813+0.011457i,0.038425-0.0040123i,0.019352+0.0073227i,0.022724+0.017929i,0.0234+0.018411i,0.018367+0.021614i,0.014374+0.021722i,0.011485+0.017056i,0.013378+0.0081678i,0.015899-0.0025588i,0.013852-0.011611i,0.012997-0.011116i,0.021075+0.0026063i,0.029809+0.019506i,0.025167+0.025595i,0.013681+0.017995i,0.0049548+0.006321i,-0.00058328-0.0011682i
-0.31303-0.6459i,-0.31151-0.49055i,-0.21973-0.30262i,-0.11234-0.1572i,-0.037918-0.075195i,-0.015794-0.043609i,-0.019441-0.029041i,-0.023524-0.021545i,-0.023754-0.015598i,-0.017611-0.009652i,-0.0082244-0.0073667i,-0.0019454-0.0082424i,-0.0040984-0.0094842i,-0.014475-0.0072232i,-0.02195-0.0044985i,-0.023734-0.0028523i,-0.025398-0.0039108i,-0.028236-0.012525i,-0.025452-0.018871i,-0.014046-0.012436i,-0.0081127-0.0021241i,-0.0093643+0.0060817i,-0.0080363+0.012775i
-0.23755+0.6623i,-0.19301+0.58598i,-0.15221+0.4298i,-0.083613+0.26518i,-0.035207+0.1241i,-0.0186+0.062394i,-0.0017839+0.044996i,0.0035278+0.025285i,-0.0041656+0.014164i,-0.0064937+0.0078329i,-0.0074399-4.6581e-05i,-0.0066124+0.0016292i,0.002603+0.012325i,0.015302+0.020505i,0.023132+0.023042i,0.026479+0.022099i,0.02783+0.023649i,0.02628+0.030697i,0.019225+0.028749i,0.0096973+0.0117i,0.0080257-0.0015828i,0.011393-0.0055834i,0.0091806-0.0085206i
0.61982-0.28147i,0.52545-0.2931i,0.3266-0.22546i,0.14853-0.13632i,0.058725-0.060685i,0.03592-0.030455i,0.023067-0.028567i,0.01354-0.020591i,0.018116-0.0090648i,0.022878+0.00014756i,0.020336+0.0036738i,0.016297-0.0041302i,0.013541-0.018834i,0.0097846-0.029769i,0.0064471-0.033896i,0.0021212-0.037554i,-0.0057755-0.04428i,-0.012472-0.051053i,-0.012403-0.044476i,-0.0065925-0.025379i,-0.0029673-0.016695i,-0.0043102-0.017235i,-0.0046773-0.012815i
-0.71797-0.2234i,-0.57688-0.17065i,-0.34017-0.13093i,-0.18994-0.08432i,-0.11546-0.017305i,-0.055145+0.0041652i,-0.029621-0.004326i,-0.020895+0.0057573i,-0.0090628+0.0094994i,-0.0054905-0.00087991i,-0.0070388-0.0039247i,-0.014901-0.00060851i,-0.030007+0.0085742i,-0.035947+0.022445i,-0.031513+0.032665i,-0.023923+0.038746i,-0.016457+0.044785i,-0.010742+0.051928i,-0.0034851+0.049544i,0.0026466+0.034549i,0.0011516+0.028233i,-0.002573+0.031629i,-0.0009635+0.027749i
0.42601+0.63183i,0.3184+0.47041i,0.1794+0.2966i,0.11836+0.18009i,0.099384+0.089633i,0.049457+0.040951i,0.011369+0.029114i,0.0016443+0.0086873i,-0.0064684-0.0055639i,-0.0082156-0.0027471i,-9.0486e-05-0.0038957i,0.01316-0.0033632i,0.032432+0.00060918i,0.047546-0.0025138i,0.050193-0.0073594i,0.048243-0.010358i,0.047138-0.017305i,0.041657-0.029776i,0.02527-0.039895i,0.0039641-0.037484i,-0.0045192-0.02865i,-0.0010512-0.025313i,-0.0018917-0.022227i
0.20099-0.76818i,0.076902-0.51006i,-0.0089927-0.24455i,-0.037528-0.11878i,-0.042659-0.078096i,-0.017437-0.028815i,0.01467+0.0074997i,0.016758+0.016059i,0.010268+0.022882i,0.015814+0.02715i,0.013437+0.021436i,0.0015933+0.0018366i,-0.011806-0.02512i,-0.02894-0.036886i,-0.040908-0.032997i,-0.042303-0.028879i,-0.044653-0.021862i,-0.048907-0.0049685i,-0.03681+0.019304i,-0.0092727+0.032519i,0.0070977+0.024631i,0.0051457+0.01328i,0.0030852+0.0088713i
-0.77609+0.47201i,-0.3778+0.33526i,-0.12714+0.12717i,-0.078952+0.05261i,-0.060375+0.072073i,-0.014344+0.031694i,-0.0037415-0.038461i,-0.0096784-0.045739i,-0.0008258-0.024679i,0.0043436-0.016347i,0.0083743-0.010033i,0.009431+0.0049802i,0.0038094+0.030572i,0.010734+0.049555i,0.024419+0.054279i,0.027232+0.053398i,0.031513+0.046667i,0.047262+0.031542i,0.056052+0.0058754i,0.04542-0.0178i,0.027215-0.021025i,0.015589-0.0094379i,0.0092572-0.0016728i
0.86071+0.23256i,0.46746-0.029909i,0.16318-0.095582i,0.078891-0.085075i,0.061034-0.071479i,-0.0010699-0.037674i,-0.05772+0.017415i,-0.057064+0.047665i,-0.02918+0.033808i,-0.017788+0.0062039i,-0.020856-0.010101i,-0.0099537-0.014713i,0.015886-0.018841i,0.029634-0.03219i,0.024081-0.047685i,0.015402-0.053456i,0.0031271-0.051781i,-0.025171-0.04758i,-0.05631-0.032572i,-0.064398-0.0093992i,-0.052614+0.0052048i,-0.036407+0.0039513i,-0.024269-0.0027395i
-0.25493-0.81827i,-0.25397-0.31658i,-0.10397+0.004512i,-0.045583+0.070822i,-0.055515+0.04113i,-0.016436+0.040957i,0.060578+0.039236i,0.084+0.0092225i,0.048854-0.0009092i,0.020027+0.020599i,0.0098177+0.039504i,-0.0027598+0.035979i,-0.021101+0.017447i,-0.040707+0.015593i,-0.045887+0.031664i,-0.034919+0.038267i,-0.023136+0.03642i,-0.003481+0.046642i,0.028578+0.056989i,0.049813+0.044654i,0.04973+0.022907i,0.037612+0.01024i,0.024404+0.0062771i
-0.45661+0.72832i,-0.059992+0.40815i,0.014729+0.053045i,-0.0068255-0.022799i,0.028163+0.014751i,0.038959-0.025984i,-0.0099556-0.082548i,-0.057287-0.079699i,-0.056835-0.04574i,-0.024125-0.031122i,0.0063934-0.036099i,0.019097-0.033575i,0.02193-0.0203i,0.031377-0.011823i,0.042636-0.009052i,0.04211-0.002418i,0.037826+0.00022755i,0.034053-0.016545i,0.018331-0.041381i,-0.0024298-0.046824i,-0.014608-0.037808i,-0.018433-0.026336i,-0.015238-0.012644i
0.6673-0.051669i,0.1985-0.16238i,-0.10169-0.035727i,-0.11991-0.001819i,-0.074009-0.032831i,-0.050927-0.0016151i,-0.039417+0.053242i,-0.0068634+0.081581i,0.033641+0.056641i,0.030102+0.011598i,0.0027144-0.0069498i,-0.0084194-0.0050657i,-0.004315+0.0031506i,-0.0032954+0.0021606i,-0.010682-0.010814i,-0.010894-0.025113i,-0.0085091-0.035214i,-0.018819-0.030721i,-0.028794-0.0086147i,-0.024286+0.012478i,-0.010207+0.023633i,0.0026159+0.022036i,0.0067126+0.0091778i
-0.33523-0.46981i,-0.13965-0.12437i,0.17884+0.0090326i,0.20456+0.025646i,0.099423+0.054338i,0.071759+0.050767i,0.081832+0.011779i,0.061545-0.024047i,0.015945-0.025496i,-0.0085858+0.005857i,-0.0062508+0.031958i,-0.00083126+0.036908i,0.0066771+0.029761i,0.01282+0.025477i,0.013397+0.030348i,0.0072462+0.032594i,-0.0054814+0.030876i,-0.0086389+0.03162i,0.0051934+0.026032i,0.017045+0.0092876i,0.016732-0.0099507i,0.0071356-0.01779i,-0.0026199-0.010011i
0.0036367+0.39174i,0.094072+0.075456i,-0.083967-0.20989i,-0.15775-0.2027i,-0.091811-0.1225i,-0.065726-0.099404i,-0.075452-0.080335i,-0.072236-0.040156i,-0.051024+0.0042051i,-0.021106+0.014695i,-0.0038102-0.0013515i,-0.0035062-0.017732i,-0.016854-0.034138i,-0.030868-0.042597i,-0.034621-0.032633i,-0.028178-0.0063998i,-0.0062648+0.018927i,0.018008+0.024395i,0.02475+0.013192i,0.017428+0.0016756i,0.0030793-0.00061918i,-0.0050738+0.0051052i,-0.0012905+0.0083845i
0.052171-0.09493i,-0.12751+0.079645i,-0.22069+0.34512i,-0.16503+0.34591i,-0.084756+0.20656i,-0.042237+0.12664i,-0.034238+0.088607i,-0.014148+0.056728i,0.030152+0.015967i,0.04859-0.013759i,0.043869-0.013903i,0.042343-0.001381i,0.044566+0.022692i,0.048692+0.044517i,0.053959+0.036709i,0.057857+0.0013857i,0.043908-0.041682i,0.014414-0.067874i,-0.0083992-0.061836i,-0.017449-0.035654i,-0.0065577-0.011205i,0.011599-0.0067684i,0.01619-0.016648i
-0.10141+0.14733i,0.061588+0.052995i,0.33291-0.12065i,0.3513-0.19059i,0.21818-0.10755i,0.16082-0.028028i,0.14408-0.0033403i,0.092983+0.001926i,0.023652+0.00092541i,-0.021289-0.0031911i,-0.041673-0.010705i,-0.050051-0.015629i,-0.035424-0.022182i,-0.013668-0.035719i,-0.010775-0.043273i,-0.026055-0.031997i,-0.041809+0.0017677i,-0.043129+0.042967i,-0.030069+0.063762i,-0.012226+0.056239i,-0.0059157+0.03036i,-0.017262+0.013102i,-0.024537+0.016727i
0.29932-0.27045i,0.12079-0.33291i,-0.16894-0.35879i,-0.28084-0.2495i,-0.19773-0.14805i,-0.11235-0.13976i,-0.080935-0.1512i,-0.060776-0.11162i,-0.031621-0.03569i,-0.0044987+0.01701i,0.0041806+0.036132i,-0.0021547+0.043897i,-0.020788+0.039429i,-0.04368+0.032978i,-0.051388+0.044117i,-0.03419+0.054918i,0.00033386+0.038474i,0.029547+0.0038638i,0.039307-0.023425i,0.032341-0.035559i,0.017199-0.029239i,0.011515-0.013539i,0.014134-0.0082877i
-0.39325+0.11756i,-0.23288+0.36254i,-0.096747+0.56995i,0.012457+0.52832i,0.048291+0.322i,-0.012522+0.18528i,-0.082936+0.15359i,-0.08815+0.12635i,-0.034944+0.077817i,0.02959+0.031308i,0.07607-0.0047317i,0.099514-0.031438i,0.10296-0.036226i,0.10091-0.023003i,0.099821-0.027468i,0.083494-0.048529i,0.038366-0.052627i,-0.0079502-0.038736i,-0.028517-0.025002i,-0.033219-0.012595i,-0.024996-0.0017632i,-0.0087897-0.0015625i,-0.00098942-0.0076226i
0.30511+0.38242i,0.29067+0.063394i,0.29263-0.23307i,0.21462-0.3123i,0.10825-0.17113i,0.12338-0.016792i,0.18826+0.02376i,0.17966+0.0034888i,0.10108-0.028759i,0.0091525-0.049476i,-0.063881-0.050333i,-0.10929-0.037767i,-0.11536-0.022351i,-0.097722-0.016524i,-0.090487-0.0046088i,-0.08122+0.020967i,-0.041169+0.038855i,0.0059198+0.04052i,0.026929+0.0355i,0.032854+0.031324i,0.031712+0.022493i,0.016723+0.016861i,0.0032147+0.02164i
-0.03295-0.69785i,-0.28381-0.57551i,-0.47001-0.38381i,-0.46343-0.18535i,-0.26748-0.092557i,-0.12-0.13966i,-0.095418-0.16548i,-0.079142-0.11442i,-0.04455-0.040027i,-0.015475+0.027888i,0.011512+0.07785i,0.035131+0.10462i,0.049523+0.097716i,0.05357+0.070961i,0.06055+0.047654i,0.064162+0.019681i,0.037592-0.013014i,-0.0036176-0.027546i,-0.020044-0.025991i,-0.015228-0.031977i,-0.011706-0.0403i,-0.0097783-0.039526i,-0.009179-0.036229i
-0.27471+0.45845i,0.065698+0.53143i,0.33064+0.50448i,0.38314+0.37539i,0.228+0.2106i,0.048916+0.1367i,-0.039169+0.11938i,-0.059758+0.10315i,-0.02808+0.079614i,0.025399+0.031287i,0.063885-0.024768i,0.077416-0.071397i,0.057956-0.0922i,0.028375-0.085429i,0.0067743-0.083596i,-0.0093352-0.075947i,-0.011535-0.039306i,0.0024876-0.0053246i,0.010623+0.004548i,-0.00087556+0.012013i,-0.013888+0.020034i,-0.014577+0.017658i,-0.010444+0.014834i
0.48867-0.037432i,0.34055-0.14114i,0.13314-0.23287i,-0.0052035-0.25016i,-0.018078-0.12526i,0.054188+0.0044516i,0.09156+0.019591i,0.062266-0.017466i,0.013044-0.047774i,-0.034393-0.053965i,-0.084274-0.049445i,-0.12704-0.034127i,-0.1251+0.0045953i,-0.08675+0.0447i,-0.055439+0.078582i,-0.033815+0.08987i,-0.014872+0.057155i,-0.0084828+0.016797i,-0.0077283+0.0057536i,0.004678+0.0099904i,0.019321+0.014332i,0.022403+0.021719i,0.022847+0.022818i
-0.3807-0.10768i,-0.49374-0.067164i,-0.4904+0.021615i,-0.39766+0.10137i,-0.24978+0.083877i,-0.14089-0.00053407i,-0.074726-0.01908i,-0.0099692+0.014604i,0.041306+0.050475i,0.078552+0.079635i,0.10731+0.10088i,0.12485+0.11159i,0.12597+0.086855i,0.10834+0.037318i,0.093393-0.0091183i,0.076882-0.041699i,0.042977-0.040734i,0.019629-0.01952i,0.014603-0.019472i,-0.00074369-0.035123i,-0.015266-0.040324i,-0.013243-0.041044i,-0.013786-0.04116i
0.13677+0.16556i,0.33676+0.01395i,0.41796-0.12619i,0.38124-0.13308i,0.26145-0.071239i,0.1324-0.035374i,0.027674-0.041115i,-0.034541-0.026062i,-0.034185+0.0015941i,-0.0079856-0.01085i,0.014917-0.052938i,0.021762-0.093363i,0.001839-0.1013i,-0.026729-0.070626i,-0.047436-0.033379i,-0.048583-0.0061783i,-0.031748+0.0086463i,-0.02064+0.0099173i,-0.01718+0.014794i,-0.0060476+0.026245i,-0.00034831+0.028486i,-0.0093321+0.026716i,-0.01211+0.030979i
-0.038062-0.46123i,-0.1169-0.11379i,-0.16743+0.13164i,-0.19374+0.11631i,-0.16617+0.047981i,-0.077908+0.043325i,0.006424+0.051127i,0.029359+0.021053i,-0.0077963-0.019041i,-0.060826-0.023815i,-0.10908-0.0077296i,-0.14159+0.0081812i,-0.1274+0.022014i,-0.072054+0.028403i,-0.015066+0.034164i,0.018292+0.032369i,0.019101+0.011972i,0.0054775-0.00052176i,0.0027225+0.0033117i,0.0057389+0.0031615i,0.0085844+0.0060877i,0.015147+0.013424i,0.017286+0.010897i
0.29269+0.75216i,0.18144+0.4541i,0.080088+0.25098i,0.069588+0.19038i,0.06761+0.12084i,0.032856+0.026179i,-0.0021246-0.044214i,-0.0086653-0.069107i,0.013916-0.050893i,0.052977-0.01304i,0.10325+0.021061i,0.14409+0.039581i,0.14868+0.036582i,0.11698+0.010152i,0.064467-0.027215i,0.015784-0.046844i,0.0032574-0.040368i,0.015511-0.037432i,0.011176-0.048965i,-0.0089248-0.054053i,-0.026564-0.055598i,-0.041027-0.055812i,-0.045758-0.042064i
-0.39891-0.29146i,-0.26134-0.35927i,-0.21717-0.44724i,-0.2397-0.38739i,-0.1901-0.21728i,-0.14275-0.088821i,-0.14269+0.019899i,-0.10117+0.12064i,-0.022209+0.14386i,0.012581+0.090755i,-0.0046545+0.021672i,-0.031685-0.022132i,-0.0447-0.028895i,-0.043008-0.0077551i,-0.030867+0.024169i,-0.0086219+0.043421i,0.0061154+0.043907i,0.0043721+0.045924i,0.012586+0.055129i,0.027904+0.049816i,0.029071+0.039983i,0.032585+0.04039i,0.042742+0.028949i
-0.14818-0.45567i,-0.085928-0.1038i,0.064966+0.14665i,0.15549+0.23209i,0.17168+0.23681i,0.17367+0.1651i,0.14818+0.066733i,0.10144-0.0072892i,0.044498-0.040541i,0.0039311-0.023732i,-0.0049903+0.0052605i,-0.008454+0.016164i,-0.0075014+0.015551i,0.0020083+0.01225i,0.012851+0.0066008i,0.013673-0.0022246i,-0.0043469-0.0098736i,-0.020014-0.015374i,-0.028961-0.020533i,-0.033374-0.0097193i,-0.018009+0.0026218i,-0.0069162-0.0065537i,-0.016563-0.0089218i
1.1122+0.58131i,0.77752+0.22085i,0.39545+0.091717i,0.20695+0.010747i,0.074119-0.11361i,-0.028048-0.12216i,-0.057001-0.072192i,-0.062491-0.022394i,-0.039839+0.017328i,0.0067558+0.016155i,0.040119+0.0011488i,0.06278-0.0033196i,0.064516-0.0099102i,0.044491-0.018617i,0.019365-0.015604i,0.0034649-0.0074407i,0.01022-0.0081384i,0.01593-0.010749i,0.010754-0.0018946i,0.0049683+0.0010912i,-0.013831-0.0057628i,-0.029839+0.00081679i,-0.023488+0.004925i
-1.2584+0.2359i,-0.84713+0.35391i,-0.49987+0.21234i,-0.38177+0.070775i,-0.28556+0.05437i,-0.13165+0.031962i,-0.00052981-0.038965i,0.026555-0.11376i,-0.016213-0.11571i,-0.046821-0.052537i,-0.048476-0.001239i,-0.053394+0.025709i,-0.051611+0.055639i,-0.023836+0.074481i,0.010585+0.055815i,0.023262+0.018492i,0.0098064-0.00089763i,-0.0014467-0.00059787i,0.0063644-0.0077547i,0.017773-0.020933i,0.030384-0.0232i,0.043712-0.02214i,0.041793-0.01834i
0.33591-0.8852i,0.13413-0.86665i,-0.0090097-0.78576i,-0.072337-0.53171i,-0.022237-0.21376i,0.04218-0.10792i,-0.037613-0.098188i,-0.10765+0.013997i,-0.052102+0.09884i,0.0070523+0.062419i,-0.0030021-0.0074969i,-0.033467-0.048349i,-0.03565-0.065752i,-0.026565-0.078556i,-0.028708-0.069609i,-0.027936-0.034982i,-0.021099-0.00792i,-0.023673-0.003013i,-0.03388+0.0047407i,-0.032632+0.024934i,-0.029493+0.035674i,-0.03768+0.035852i,-0.038353+0.031724i
0.71234+0.36339i,0.51992+0.26881i,0.2692+0.38125i,0.12904+0.4199i,0.034659+0.30151i,-0.036065+0.204i,-0.026365+0.14412i,0.051679+0.076979i,0.10501+0.011068i,0.075801-0.0074347i,0.05544+0.020815i,0.078185+0.033616i,0.08241+0.014976i,0.061488-0.004859i,0.03405-0.0070178i,0.013685-0.0035243i,0.00079394-0.0062806i,0.00068411-1.576e-05i,0.01442+0.0012634i,0.015551-0.017708i,0.0048108-0.032005i,0.00407-0.036209i,0.0021558-0.036108i
-0.91558+0.67156i,-0.47381+0.71772i,-0.17896+0.48195i,-0.084174+0.19742i,-0.050502+0.033446i,-0.0071074+0.052408i,0.042902+0.12287i,-0.011047+0.094993i,-0.087877+0.073406i,-0.033228+0.077281i,0.034289+0.051939i,0.028223+0.044104i,0.017295+0.055015i,0.019436+0.052055i,0.017957+0.032988i,0.011643+0.0088682i,0.0053657-0.0011191i,4.7689e-05-0.0029951i,-0.012544+0.0065437i,-0.011779+0.027013i,0.0066645+0.028136i,0.015539+0.019452i,0.023783+0.017891i
0.29462-0.9772i,-0.26339-0.7913i,-0.47492-0.43864i,-0.22217-0.11081i,0.17944+0.0053888i,0.34396-0.12133i,0.24218-0.19165i,0.16947-0.091232i,0.15716-0.045883i,0.071218-0.067624i,-0.017498-0.061535i,-0.044102-0.056355i,-0.039701-0.052981i,-0.023749-0.030934i,-0.0018858+0.0037648i,0.014165+0.020562i,0.0037968+0.01323i,-0.020867+0.011813i,-0.020949+0.0092718i,-0.0094637-8.254e-06i,-0.010996+0.003234i,-0.018031+0.011513i,-0.03113+0.015244i
0.0029155+0.67068i,0.41165+0.25503i,0.52225-0.16136i,0.16306-0.36739i,-0.28404-0.26991i,-0.38984-0.066571i,-0.25764-0.038158i,-0.18565-0.073052i,-0.13837-0.016221i,-0.044704+0.030399i,0.034381+0.014772i,0.069413-0.012716i,0.05976-0.021421i,0.046512-0.016418i,0.038916-0.020026i,0.015477-0.017086i,0.012816+0.0051643i,0.037127+0.01615i,0.048357+0.014974i,0.049173+0.013096i,0.05094-0.0025909i,0.040324-0.021666i,0.02637-0.026566i
-0.2518-0.29455i,-0.29586+0.16937i,-0.26719+0.55246i,-0.0043712+0.61176i,0.25458+0.32385i,0.21917+0.038898i,0.089429+0.026759i,0.065111+0.068007i,0.031377+0.034307i,-0.015211+0.030251i,-0.023337+0.032934i,-0.043026+0.017987i,-0.046932+0.027466i,-0.0063641+0.033773i,0.038779+0.0091897i,0.065973-0.024696i,0.055487-0.047612i,0.014536-0.042503i,-0.0031932-0.019122i,0.0082891-0.0091793i,0.0080385+0.00013834i,-0.0037169+0.018225i,-0.011019+0.016975i
0.70111+0.08009i,0.41777-0.17432i,0.22414-0.49927i,-0.032157-0.56003i,-0.17358-0.27684i,-0.10714-0.13966i,-0.19276-0.18842i,-0.29595+0.00065311i,-0.11773+0.19669i,0.043419+0.12001i,0.023752+0.05326i,0.043705+0.092347i,0.119+0.087747i,0.12892+0.049024i,0.085833+0.051978i,0.036777+0.064316i,-0.021575+0.053023i,-0.061992+0.041208i,-0.049488+0.021711i,-0.019414-0.0085252i,0.0030828-0.023406i,0.02252-0.026281i,0.021935-0.03019i
-0.65485+10.486i,2.684+7.957i,5.6373+5.7934i,6.0084+2.4668i,5.3112-0.30727i,3.5789-2.1072i,1.1068-1.7215i,-0.025857-0.13428i,0.51982+0.71995i,1.3577+0.34119i,1.0828-0.59622i,-0.0048539-0.94198i,-0.55663-0.57639i,-0.47844-0.26459i,-0.35776-0.22394i,-0.2981-0.090179i,-0.14861+0.18026i,0.0057746+0.41028i,0.034198+0.54499i,-0.008351+0.566i,-0.052363+0.46185i,-0.062661+0.29778i,-0.02103+0.10146i
0.070127-1.7866i,-0.21546-0.80758i,-0.28725-0.031393i,-0.21376+0.21879i,-0.074519+0.24787i,0.012545+0.23551i,0.02303+0.30081i,0.12537+0.37261i,0.25336+0.27894i,0.21157+0.11458i,0.070893+0.060737i,0.011388+0.097039i,0.04642+0.098445i,0.071876+0.044878i,0.066009-0.0020558i,0.04474-0.020389i,0.025947-0.0012206i,0.03078+0.026522i,0.020214+0.027042i,-0.021729+0.03469i,-0.035205+0.056552i,-0.0081091+0.052588i,0.014787+0.031841i
1.3137+1.6495i,0.941+0.65546i,0.41728-0.15818i,0.047748-0.33778i,-0.12336-0.10755i,-0.062129+0.11939i,0.04105+0.068057i,-0.046227-0.035648i,-0.11452+0.035863i,-0.012297+0.096687i,0.066597+0.043574i,0.05617-0.0061495i,0.03065-0.0026037i,0.013013+0.02442i,0.014073+0.051507i,0.0368+0.047496i,0.050363+0.0036433i,0.033698-0.042532i,0.0070931-0.048934i,-0.0085838-0.019234i,-0.016607+0.0054718i,-0.013716+0.010602i,-0.00084916-0.00035703i
-1.9077-0.043009i,-1.1806+0.57751i,-0.42462+0.94498i,-0.050723+0.81041i,0.040236+0.42445i,0.06083+0.18957i,0.17192+0.11656i,0.2498-0.0045806i,0.15903-0.094667i,0.028563-0.065256i,-0.030828-0.014338i,-0.059612+0.0056625i,-0.099089+0.009802i,-0.12056+0.024966i,-0.094897+0.03184i,-0.059909+0.015301i,-0.032873+0.0030024i,0.000395-0.010538i,-0.0028184-0.025519i,-0.033558-0.0097593i,-0.032646+0.0091849i,-0.032651-0.0016985i,-0.046978+0.0047134i
0.81616-1.5474i,0.15822-1.2209i,-0.31181-0.80503i,-0.38798-0.44388i,-0.18955-0.11317i,0.07247+0.078062i,0.2015+0.10171i,0.15923+0.06461i,0.049892+0.046491i,-0.014539+0.052302i,-0.021926+0.038528i,-0.02011+0.0025411i,-0.034826-0.028727i,-0.066684-0.035558i,-0.077375-0.00088083i,-0.044283+0.03738i,-0.00027604+0.039525i,0.024129+0.026274i,0.036499+0.021904i,0.039444+0.019207i,0.015927+0.011076i,-0.0066192+0.0081957i,-0.0030637+0.0069179i
