-0.0016656+0.0013501i,-9.0862e-05+0.0010856i,-0.00066262+0.0013291i,-0.00043905+0.0014584i,-0.00049302+0.0018332i,-0.00040263+0.0017943i,0.00018349+0.0018383i,9.07e-05+0.0023411i,0.00018801+0.0015804i,0.0010506+0.00023858i,0.0012973-0.0003437i,0.00036614-0.0002306i,-0.00066292+1.4627e-05i,-0.00088967-0.00026i,-0.00087948-0.00031021i,-0.0010216-0.00020755i,-0.00023437-0.00061325i,0.00027945-0.00026881i,0.00037271+0.00064277i,0.00046939+0.00092184i,9.2736e-05+0.00049524i,-9.4678e-05-0.00026354i,0.00014969-0.00027967i
-0.00067214-0.0004144i,-0.00060788+0.000422i,-0.00096287+0.00065414i,-0.001137+7.4e-05i,-0.00097348-0.00098374i,-0.00054251-0.0004789i,-0.00043839+0.00069253i,-0.00051257+0.00053819i,-0.00080219+0.00015626i,-0.00082502+0.00049705i,0.00020567+0.00043334i,0.0010381+0.00032805i,0.0015739+0.00044116i,0.0012952+0.0001284i,0.00031893+0.0001909i,7.3001e-06+0.00052942i,0.00014782+0.00028097i,0.00016218-0.00057684i,0.00090541-0.00070323i,0.0011841-0.00031903i,0.00078669-0.00050938i,0.0008356-0.00013146i,0.00049932+0.00037311i
0.0015552+0.00035657i,0.0031136+0.00035177i,0.003573-0.00034357i,0.0029844-0.00072368i,0.0025315-0.00019196i,0.0020202+0.00019704i,0.0015057-0.0001897i,0.0011136-0.00011252i,0.00061378+0.00021843i,0.00021171+6.9902e-05i,-0.00026636-7.7868e-05i,-0.00094626+8.1425e-05i,-0.00090157+0.00075463i,-0.00024395+0.0014333i,0.00060163+0.0013033i,0.00096899+0.00056647i,0.0006055+0.00025187i,-1.5171e-05+0.00024394i,-0.00018792-6.7767e-05i,-4.8904e-05+2.8944e-05i,-0.00014177+0.0002296i,2.3941e-05+0.00035709i,0.00040071+0.00036668i
-7.989e-05-0.0011928i,-9.194e-05-0.0014138i,0.00034406-0.0012004i,8.5542e-05-0.0010827i,-0.00044085-0.0004536i,-0.0010083+0.00015854i,-0.00023578+0.00043296i,0.0010139+0.0012741i,0.00052723+0.0011751i,-9.4798e-05-0.00024707i,0.00018604-0.00066062i,-0.00029252+0.00033023i,-0.00031648+0.00023928i,0.00045419-0.00065951i,0.00098847-0.0004551i,0.00076178-6.6294e-05i,0.00021102-0.00044097i,7.8992e-05-0.0012774i,-0.00016822-0.0012409i,-0.00018267-0.00038761i,0.00013425+0.00032842i,0.00045647+0.00031765i,0.0012468-0.00026897i
0.0015118+0.001904i,0.0022177+0.00087002i,0.0013336-0.00021382i,0.0015516-0.0014553i,0.0025771-0.0023329i,0.002307-0.0018231i,0.00087551-0.0011669i,6.0156e-05-0.00043166i,0.00079072+0.00044946i,0.0012069+0.0011955i,0.00047607+0.00084143i,0.00030642+0.00010905i,0.0002829-0.00051337i,0.00022576-0.00049045i,-0.00011363+0.0003378i,-0.00066348+0.00017563i,-0.0013948-0.00037199i,-0.0013826+0.00015302i,-0.00058876+0.0010306i,0.0001494+0.00048555i,0.00037929-0.00060629i,0.00030486-9.7441e-05i,0.0014046+0.00011379i
0.0019159+0.00072106i,0.0024099+0.00051508i,0.002099+7.9604e-05i,0.0018864-0.00040749i,0.0018754+3.418e-06i,0.00089363-0.00010002i,0.00012175-0.00025844i,0.0010781+0.00026052i,0.0019521+0.00098574i,0.0014083+0.0011569i,0.00057168+0.0010388i,0.00077921+0.00088382i,0.00046384+0.00088708i,-0.00056927+0.0011472i,-2.511e-05+0.0013446i,0.0011526+0.00077189i,0.00083594-0.00047454i,0.000116-0.00041099i,0.00028552+0.00039683i,0.00059425+0.00017435i,0.00044192-0.00012342i,0.00031883+0.00050077i,-0.00018125+0.0010034i
0.00024786+0.00027953i,0.0013178+0.00069178i,0.0015897+0.00072978i,0.0013655-2.647e-05i,0.00051593-0.00074984i,-1.5463e-05+0.00032157i,0.0002835+0.0011592i,9.8692e-05+0.00025872i,-0.00025976-0.00024789i,-0.00044461-0.00057012i,-0.00028336-0.00043709i,0.00018185+0.00084567i,0.00031772+0.0011307i,0.00027478+0.00013846i,-0.00023486-7.7375e-05i,-0.000213+0.00015275i,-0.00021298+0.00013087i,-0.00063638+0.00044843i,-0.0005589+0.00063176i,-0.00053083+0.00027697i,-0.0010679+0.00052623i,-0.0014436+0.00043451i,-0.0015883-0.00038674i
-0.00014044-0.00089214i,0.00028284-0.001389i,0.00077151-0.0010486i,0.0012096-0.0007315i,0.00085753-0.00045496i,0.0012969-0.00046408i,0.001478+0.0001709i,0.00058796+0.00071473i,0.00013721+0.00082453i,-0.00048608+0.00089111i,-0.001013+0.00026011i,-0.0004872+9.9054e-05i,0.00029849+8.7163e-05i,0.0011729-4.995e-05i,0.00161-0.00027606i,0.0012747-0.00044894i,0.00058068-0.00040247i,0.000215-3.4539e-05i,0.00048856+0.00010395i,0.001303-6.7602e-06i,0.0012358+0.00036216i,0.0011747+0.0007281i,0.0010121+0.00076944i
0.00084608+0.0011072i,0.0022771+0.00084153i,0.0024359+7.1271e-05i,0.00088695-0.00030544i,0.00048787-0.00055324i,0.00013652-0.00095456i,-0.00010073-0.00094952i,-0.00021907-4.0892e-05i,-0.00014679+0.00048909i,8.5484e-05+0.0004676i,-0.00022144+0.00015923i,-0.0004515-0.00059173i,0.00011638-0.00050438i,0.00021828+0.00026799i,-0.00050301-1.3192e-05i,7.306e-07-0.00037358i,0.00036021-0.00059105i,-0.00019659-0.0011366i,0.00061587-0.0007845i,0.0012449-0.0005792i,0.00090435-0.0012182i,0.00095076-0.0015055i,0.0013313-0.0013502i
0.0016347-0.00098773i,0.00023532-8.3983e-05i,-0.0005551-0.0007085i,-0.00071519-0.001337i,-0.00060873-0.0010334i,0.00035048-0.00032093i,0.0010896+0.00091453i,0.0011063+0.0010812i,0.00064093+3.7629e-05i,-9.654e-05-9.3855e-05i,3.5234e-05-2.225e-05i,0.001121+0.00079674i,0.0013796+0.0010868i,0.00073742+0.00049965i,0.00076285+0.00057019i,0.00038666+0.00051403i,-0.00015333-0.00024586i,0.00036964-0.00066883i,0.00043827-0.00042404i,0.00065697+1.5694e-05i,0.001058-0.00011318i,0.0012716+0.00050586i,0.00020131+0.00071311i
-0.00029781-8.3684e-05i,0.0012079-0.0013746i,0.0025787-0.0010146i,0.0024194+0.00013984i,0.0018021+1.7404e-05i,0.002046-0.00034843i,0.00087828-0.00022601i,-0.00096624+0.00085344i,-0.0010341+0.0017396i,-0.00031375+0.0014675i,-0.00049231+0.00076241i,-0.0011452+0.00033511i,-0.0010796+9.1122e-05i,-0.00036969-0.00017105i,0.00015546-0.00045848i,0.00023192-0.00014634i,4.1438e-05+0.00029009i,6.1552e-05-0.00013498i,0.00056382-8.7929e-05i,0.00054845+0.00027511i,0.00091865-0.00049211i,0.00079932-0.00097165i,3.3846e-05-0.00013438i
0.0013804+0.00031588i,0.00090069+0.00049528i,0.0016443-0.00028784i,0.0021277-0.0012457i,0.0012842-0.0018561i,-4.1291e-05-0.0014442i,0.00041117-0.00010654i,0.00090222+0.0011024i,8.5164e-05+0.0007911i,-0.00050466+0.00011193i,-0.00075337+0.00025695i,-0.00062939+6.8197e-05i,-0.00016483-0.00021694i,0.00061497+0.00023018i,0.00078763+0.00073514i,0.00039389+0.0010251i,3.7094e-05+0.00049974i,-0.00054253-0.00038464i,-0.00012049-0.00052878i,0.00078547-0.00024535i,0.00020422-0.00022901i,-0.00061618-0.00036141i,-0.0002173-0.00073095i
0.001082-0.0010165i,0.00092987-0.002015i,0.00049262-0.0037105i,-0.00062975-0.0031063i,-0.00096993-0.0011922i,-0.0013559+0.00011164i,-0.00043968+0.0014114i,0.0005083+0.00092736i,-0.00011807+0.00029674i,-0.00039071+1.9638e-05i,0.00014073+6.163e-05i,0.00012988-0.00035511i,-0.00037196-0.00039119i,0.00017729+0.00059922i,0.0012385+0.00079514i,0.0011886+7.176e-05i,0.0012719-0.00022817i,0.0012213+0.00029036i,0.00083442+0.00081797i,0.00052347+0.0012763i,0.00088122+0.0010054i,0.00076241+0.00069978i,0.00037689+0.00085959i
0.00015154-0.0003151i,0.00031251-0.00088463i,-0.00020473-0.00064096i,-0.00053968-0.00038071i,4.872e-05-0.00068351i,0.00078273-0.00054116i,0.00075054-8.7496e-05i,0.00034346-0.00024047i,0.00041235-7.421e-05i,0.0007571+0.00019031i,0.0012625+0.00045965i,0.0014726+0.00056055i,0.0014214+0.00050582i,0.0012764+5.9083e-05i,0.0011522-0.00010726i,0.0009536+0.00019748i,0.00050235-0.0001669i,0.00045539-0.00065014i,0.00080124-0.00084744i,0.00054345-0.00043989i,0.00015506-4.52e-05i,0.0001749-0.00032732i,0.00015082-0.00046032i
-0.00070995-0.00031214i,0.00011474-0.0006321i,0.0010308+0.00023252i,0.0018187+0.00057522i,0.0023973+0.00075046i,0.0011516+0.0003608i,-0.0003891+0.00014452i,-0.00030593+0.00044213i,0.00010582+0.00034764i,-0.00022482-3.4826e-05i,-0.00042075+7.6027e-05i,-0.00076713+1.8834e-05i,-0.0009974+0.00044999i,-0.00096342+0.00089322i,-0.00036617+0.00034288i,-6.6915e-05+0.0004399i,-0.00026846+0.00096335i,-0.00026477+0.0007564i,-0.00042059+0.00082174i,-0.00076932+0.00070955i,-0.00065983+0.00037411i,-0.0005551+0.00054571i,0.00016775+0.0001692i
-0.00034295+0.00056244i,5.4664e-06+0.0010603i,-0.00062996+0.00022837i,-0.00067929-0.00097105i,-0.00015209-0.0011053i,-0.00050968-0.00065846i,-0.0013144+0.00039963i,-0.001445+0.0010318i,-1.6361e-05+0.0011796i,0.00039974+0.00054926i,-0.0001416-0.00016609i,-0.00069684+0.00019476i,-0.0010054-5.6154e-05i,-0.00052178-0.00055483i,0.00051965+0.00016336i,0.00049985+0.00077298i,-0.00069736+0.0002792i,-0.00078735-0.00019451i,0.00034619-9.5478e-05i,0.00098728+0.00015374i,0.00073188+0.000857i,0.00059557+0.0012984i,0.0010211+0.0010596i
-0.00015089-0.0015517i,0.000802-0.0023907i,0.001259-0.0028197i,0.0015854-0.0020552i,0.001542-0.00055365i,0.0014438+0.0009423i,0.0013534+0.00093199i,0.0008364+0.00022586i,0.00062055+0.00024967i,0.00060739+0.00062812i,-0.00032653+0.00073011i,-0.00057733+0.00029068i,-0.00055132-0.00014611i,-0.0011603-0.00017151i,-0.0006749-0.00017425i,0.00059019-2.204e-05i,0.00093648+0.0004075i,0.00017754+4.4254e-05i,-0.00061816+9.5423e-05i,-0.00034754-0.00010792i,0.0001829-0.00041838i,-0.00017961-8.6023e-06i,-0.00046963+0.00035283i
9.9772e-05+0.0027064i,0.0010532+0.0029146i,0.0013456+0.0030192i,0.00087178+0.0015495i,0.0009871-0.00015149i,0.0011518-0.00030855i,0.00093288+0.00054618i,0.00037663+0.0010814i,0.00036658+0.0010191i,0.00031714+0.0011222i,-4.9512e-05+0.0010328i,-3.9708e-05-9.8072e-05i,8.0483e-05-0.00033979i,-0.00050066+0.00043545i,-0.0008258+0.00061036i,-0.00037384+0.00022087i,-4.2043e-05+0.00026569i,0.00012926+0.00021317i,7.9379e-05+0.00019026i,-0.00017188-5.5618e-05i,0.0001086+0.00025918i,0.00052639+0.00087871i,0.00066639+0.00089672i
-0.00011277-0.00053667i,-0.0006117-0.0011339i,-0.0010266-0.0018759i,-0.00098557-0.0014573i,-0.00011617-0.00055572i,0.00024469+4.863e-05i,9.033e-06+0.0010938i,0.0004309+0.0010364i,0.00060702+0.00025772i,0.00012954+0.00036485i,-0.0006226+6.6884e-05i,-0.00097716+0.00033168i,-4.9641e-05+0.0005702i,-1.3495e-05+0.00091229i,-0.00041907+0.001244i,0.00022296+0.00077181i,0.00094173+0.00040728i,0.0010504+0.00035817i,0.00071433+5.2357e-05i,0.00012059-0.0005285i,-6.4067e-05-4.5971e-05i,-0.00029959+0.00065394i,2.7234e-05+0.00069706i
0.00011441-0.00019206i,0.0028889-0.00025395i,0.0030306+0.00031569i,0.0018341+0.00057045i,0.0013017+0.00061916i,0.0014342+0.0001535i,0.00080494+0.00045786i,-0.00063326+0.00031093i,-0.00050245+0.00024111i,-0.00026103+0.00032217i,-0.00038302+0.00030783i,-0.0002944+0.00035214i,0.00011239+0.00040513i,0.00080598-5.7249e-05i,0.00048396+2.1767e-05i,-3.325e-05+0.00051913i,-0.0002287+0.00028732i,-0.00035483-0.00020949i,0.00020675+0.00044542i,0.00020706+0.00088941i,0.00020191+0.00045419i,0.00049069+0.00032883i,0.00037837-0.00027605i
-0.0010558+0.0008599i,-0.00072558+0.00057873i,-0.00030632+0.00087829i,0.00068604+0.00088108i,0.0014906+0.00045343i,0.0013096-7.7493e-05i,0.0012129-0.00085426i,0.00091494-0.0008518i,0.00011907-6.2306e-05i,-0.0004321+0.00058122i,-0.0005147+5.2364e-05i,-0.00064961-0.00091712i,-0.00016649-0.00079137i,2.8162e-05-0.00046349i,-0.00066929-0.00033822i,-0.0009228-0.00093688i,-0.0001172-0.0012506i,0.00015819-0.0010999i,7.4809e-05-0.00047281i,0.00085378-4.095e-05i,0.0016435+0.0003073i,0.0013664+0.00061787i,0.00050373+0.00024206i
0.0018729-0.00039994i,0.0032244-0.00089872i,0.0031953-0.00039892i,0.0025652-0.00080112i,0.0021061-0.00055207i,0.0012623-0.00027755i,-4.6065e-05+0.00021649i,-0.00015833+0.00094175i,0.00031217+0.0014362i,-7.4691e-05+0.00090637i,5.0962e-05-3.9306e-05i,0.00086485-0.00051536i,0.0006385+0.0001674i,0.00043136+0.00056414i,0.00063799+0.00020435i,0.00058047+0.00054168i,0.00042409+0.00086329i,0.00049249+0.00046669i,0.00092379-8.1181e-06i,0.00091614+0.00052661i,0.00032609+0.00061962i,0.00026112-0.00034736i,0.00051772-0.00011469i
0.0015379+0.0020155i,0.00060078+0.0020195i,0.00073303+0.0017926i,0.001462+0.00078927i,0.0004946-0.00062504i,-0.00016137-0.00059072i,-0.00016196+0.00034232i,-2.9336e-05+0.00075098i,0.0002371+0.00023457i,-0.00025389-0.00024588i,-0.00082522-5.9546e-05i,-0.00042089+0.0011305i,-0.00030375+0.0017795i,-0.0010162+0.0010787i,-0.00050034+0.00036391i,0.00042752+0.0001571i,0.00027219-0.0002175i,0.00015069-0.00047223i,0.00011542-0.00033653i,0.00050812-0.00026365i,0.00076021-0.00030754i,0.00062745-0.00033773i,7.6142e-05-0.00010666i
-0.00031728+0.0010421i,0.0014072+0.00047509i,0.0019565-0.00085678i,0.0022039-0.0017964i,0.0013884-0.0010398i,0.00059105-0.0013635i,0.00043564-0.0010268i,0.00037513+0.00027014i,0.00059344+0.00070872i,0.00064057-4.8578e-05i,-0.00038671+0.00028781i,-0.0014729+0.0011087i,-0.0014791+0.00082045i,-0.0011576+0.00026315i,-0.00090505+0.00018423i,-0.00018512+0.00014993i,0.00084873-0.00029333i,0.000859-0.00055101i,0.00013589-0.00094588i,0.00037805-0.00086339i,0.00066314+8.0817e-05i,0.00072534+0.00083936i,0.00036647+0.001019i
0.00014067-0.00011448i,0.00060644-0.0003585i,0.00028465-0.00010446i,-7.3588e-05+0.00043409i,-0.00012539+0.00097124i,-0.00026501+0.00080957i,-7.7231e-05+0.00030138i,0.0001635-0.00012157i,0.00014612-0.00029399i,0.00019793+4.4204e-06i,-9.1346e-05-0.00032477i,-0.00060447-0.001146i,-0.00023469-0.00096379i,0.00020151-0.00010546i,0.00023509+0.00020364i,8.1976e-06+0.00015757i,0.0003582+0.00041137i,0.0010415+0.00038398i,0.00090882+0.00020151i,0.00094385+0.00032385i,0.0012952+0.00095594i,0.00096649+0.00081162i,0.00081673+0.00029945i
0.00093842-0.00044006i,0.00035769-0.00018672i,5.8046e-05+0.00016088i,0.00012855-8.7039e-06i,0.00016673-0.0013593i,-0.00019033-0.001274i,-0.00046861+0.00040274i,-0.00037682+0.00089486i,-0.00040387-7.3422e-05i,-8.9811e-05-0.00016596i,-0.00017187-1.2358e-05i,-8.9132e-05+0.00012093i,0.0008808+0.0011216i,0.0011748+0.0015907i,0.00084601+0.00092996i,0.00023538+6.8954e-05i,0.00033691-0.0002604i,0.00058515-0.00050222i,0.00060709-0.00055297i,-6.4275e-05-0.0003796i,0.00017941-0.00014686i,0.00092478+7.2139e-05i,0.0010503-0.00021604i
1.7451e-05+0.00061489i,7.2956e-05-0.00040187i,0.00031666-0.0010955i,-4.046e-05-0.0015314i,0.00017204-0.0016135i,0.00034779-0.00094102i,-0.00074948+0.00063411i,-0.001253+0.0012436i,-0.00050289+0.00054985i,0.00062214+0.00036257i,0.00063869+0.0013564i,-0.00012023+0.0017316i,-0.00028942+0.00064329i,-0.00029291+0.00042168i,-5.2555e-05+0.00031312i,0.00038334-0.00038763i,0.00031843-3.877e-05i,-0.00024218+0.00030663i,-0.00019231+0.00050495i,0.00048325+0.0002013i,0.0003384-0.00072606i,-0.00058066-0.00063i,6.7543e-05-0.00020491i
0.00016104-0.00033129i,-0.00070215+0.00040483i,-0.00078258+0.0010513i,9.3488e-05+0.0013737i,0.00072702+0.00090454i,0.00092657+0.0007772i,0.00099644+0.0016404i,0.00096864+0.0011194i,0.0010193+0.00080388i,0.00046248+0.00087668i,-0.00052356+0.00017146i,-0.0013243-0.00021621i,-0.00096715-0.00053422i,0.00063324-0.0008111i,0.0012428-0.0010397i,0.00084118-0.0009475i,-4.2816e-05-0.00027316i,-0.00035771-1.0075e-05i,0.00062757-0.00029183i,0.00083802+0.00023587i,0.00098779+0.00066377i,0.00067683+0.00093647i,0.00024886+0.0010348i
0.0007897-0.00041102i,0.00086722-0.0012567i,0.0021429-0.0010929i,0.0020192-0.00089988i,0.00064607-0.0010693i,0.00011796-0.0011052i,-0.00076361-3.6392e-05i,-0.00065593+0.0010125i,0.00068779+0.0011362i,0.0008839+0.00077426i,0.00033227+5.0856e-05i,-0.00074875-0.00040628i,-0.0013362+0.000393i,-0.00084468+0.0006273i,-0.00060041+0.00025107i,-0.00040471-5.9714e-05i,-0.00010902-0.00055757i,0.00026991-0.00081327i,-0.00010892-0.00042875i,-0.00092656-0.00025707i,-0.0011066-0.00043575i,-0.00018705-0.00019861i,0.00048505+0.00047751i
0.00082511+0.00027676i,0.0014619+0.00064839i,0.0026187+0.00091261i,0.001477+0.00018762i,0.00058075-0.00079141i,0.0012879-0.00065834i,0.00098885+0.00025995i,0.00045353+0.00065298i,0.00063276+0.00065422i,0.0011543+0.00075312i,0.00092012+0.00035668i,0.00035483+0.00028661i,-0.00024028+0.00024541i,-0.00031972+7.4117e-05i,-5.1009e-05-7.3347e-05i,1.1819e-05-0.00028337i,0.00012893+9.91e-05i,0.00017469+0.00050826i,-0.00043324+0.00048994i,-0.0011331-6.6234e-05i,-0.00050396-0.00082094i,0.00027065-0.00036313i,-0.00020486+4.2873e-06i
0.00072751-0.00069879i,0.00029652-0.0012599i,-0.0001656-0.0023991i,-0.0004155-0.0018901i,-0.0014619-0.0012349i,-0.0018062-0.0006395i,-0.0013022+0.00032612i,-6.7968e-08+0.00081453i,0.00060997+0.0013006i,-0.00030347+0.001239i,-0.00080966+0.00050483i,-6.4409e-05+0.00029827i,0.00078796+0.00015411i,0.0006993+0.00041273i,8.8148e-05+0.001389i,-4.8749e-05+0.0015363i,0.00024486+0.00055433i,0.00079225-0.00015315i,0.00065976-0.00042013i,0.00011279-0.00027816i,-2.0749e-05-0.00055655i,-0.00016882-0.00047293i,-0.00028871+0.00032121i
0.00055992+0.0018589i,0.0021559+0.0020339i,0.0028849+0.0022741i,0.0036404+0.00097237i,0.0035232-0.0002728i,0.0024804-0.00062907i,0.0013752-0.00030132i,0.00088063-0.00047745i,0.00082547-0.00098297i,0.00050616-0.00031736i,-0.00011078-0.00042448i,-0.00022081-0.00072795i,3.1843e-05-0.00048854i,0.0002997-0.00060526i,0.00027301-0.00087515i,-0.00066955-0.00016375i,-0.0012593+0.00047153i,-0.00023859+0.00014663i,0.00084721-0.00054365i,0.00016219-0.00082471i,-0.00024366+0.00052131i,0.00024447+0.0014849i,0.000341+0.001428i
0.00015326+4.3287e-05i,0.0010456+0.00011192i,0.00054164-0.0003083i,-0.00039778-0.0013454i,-0.00038865-0.0010882i,-0.00012437+0.00036392i,0.00061705+0.0014046i,0.00077679+0.001501i,0.00029096+0.0014404i,0.00057286+0.0011759i,-0.00012415+0.00060281i,-0.00099343+8.7636e-05i,-0.0012394+0.00017552i,-0.00084554+0.00071249i,-0.00018482+0.0007589i,-6.9147e-06-0.00011205i,-0.00010317-0.0010777i,-0.00027976-0.00061139i,-0.00036579+4.5085e-05i,-0.00038165-6.8685e-06i,-0.00026842-0.00022271i,-2.8721e-05+0.0001625i,0.00045083+0.00018916i
0.0013041+0.00065857i,0.0014642+0.00044507i,0.00023685+0.00042924i,0.0001237+0.00077543i,0.0010085+0.0010251i,0.0013767+0.0016681i,0.0012021+0.0016055i,0.0011503+0.0011604i,0.00051735+0.00076445i,-0.00011998+0.0002409i,0.00032222+0.00081246i,0.00063762+0.00090296i,6.3485e-05+0.0001786i,0.00044967+4.6866e-05i,0.00030025+9.6271e-05i,-0.00049125-0.00027884i,-0.00044671-0.00052743i,-0.00037573-0.00049115i,-0.00010705-0.00053071i,0.00086238-0.00022368i,0.00061611-3.6208e-05i,0.00020441+0.0003977i,0.00039611+0.00062513i
0.00084933+0.0010547i,0.0013411+0.00036381i,0.0019663-0.00022281i,0.0013416-0.00092759i,0.00022386-0.0010964i,-0.00078565-0.00010133i,-0.00091173+0.00046231i,-0.00047207+0.00040087i,0.00039699+0.00066822i,0.0008726+0.00051787i,4.8816e-06+9.8295e-05i,-0.0006865-0.00020608i,-0.00018198+0.00017654i,0.00073505+0.00060825i,0.0010218+0.00081959i,0.00078081+0.00071055i,4.1996e-05+0.00036669i,-0.00019073-0.00026108i,0.00080864-0.00046818i,0.0010742-0.00062091i,0.00075809-1.7803e-05i,0.00053134+0.00052812i,0.00060228+0.00044233i
0.0013617-0.00014339i,0.00070505-0.00029133i,-3.525e-05-0.00022833i,-0.00059508-0.0006606i,-0.00026536-0.0012457i,0.0007682-0.00034538i,0.0014831+0.00062426i,0.0015383+0.00020992i,0.0011023-0.0002592i,-0.00011548-0.00096479i,-0.00052442-0.00084571i,-0.00044041+6.648e-05i,6.5256e-05+0.00067321i,9.6673e-05+0.00080702i,9.9909e-06+0.00025561i,0.00011422+5.3542e-05i,0.00020073-0.00044368i,0.00029305-0.0010529i,0.00014645-0.00051653i,-0.00013713+0.00038729i,-7.6966e-05+0.00045742i,0.00018775+0.00028859i,0.00018845+0.0009283i
0.00068194-0.00062883i,0.0018824-0.0013009i,0.0021428-0.0021065i,0.00086648-0.0021585i,0.00038398-0.0010546i,0.00012825-3.1215e-05i,-6.5642e-08+0.00042183i,0.00023112+0.001041i,0.00051714+0.0011664i,0.0010097+0.00091244i,0.0011154-0.00034416i,0.00053424-0.0012639i,0.00042824-0.00036304i,0.00026121+0.00070178i,-0.00024391+0.00083478i,0.0001953-0.00044i,0.00073518-0.0013688i,0.00073588-0.00069176i,0.00070006-3.9237e-06i,0.0010049+8.525e-05i,0.00068061+0.00034854i,0.00024082+0.00052647i,0.00012847+0.00024292i
-0.0012101+0.0016823i,-0.00032823+0.00070067i,-0.0002212+0.00209i,0.00098566+0.0030732i,0.0026018+0.0014127i,0.0021478-0.0002521i,0.0012823-0.0004792i,0.0015368+0.00034124i,0.00065557+0.0010441i,-0.00024259+0.0012759i,0.00061077+0.0014363i,0.0014084+0.00072673i,0.00092559-0.00020909i,-0.00032969-0.0008384i,-0.00089485-0.0010758i,0.00017145-0.00030011i,0.00056196+0.00031905i,-0.00011296+0.0001573i,-5.282e-05-0.00044153i,5.4437e-05-0.00067792i,0.00030386-0.00082139i,0.00098009-0.00029443i,0.00055527+0.00073223i
4.6095e-05-0.00036101i,-0.00011334+0.00074689i,-0.0006779+0.0014763i,-0.00094142+0.0013207i,-0.00096652+0.00071508i,-0.00072356-5.4282e-05i,0.00015064-0.00039611i,0.00085125-0.0002043i,0.00080635-1.1555e-05i,0.00044962+0.00054118i,0.00041885+0.0010451i,0.00087457+0.0013814i,0.00013212+0.00090526i,-0.00041953-0.00016517i,0.00052641-0.00067182i,0.00080431-0.00046268i,2.6602e-05-0.00048235i,-0.00056721-0.0001649i,-0.00018386+0.00040077i,0.00033914+0.00071198i,0.0006361+0.00016792i,0.00066538-0.00013274i,0.00034868+7.2681e-05i
-0.00015909-1.5654e-05i,0.0002852+0.00046438i,0.00024928+7.6339e-05i,4.1898e-05+6.9264e-05i,-0.00018924+0.0010087i,-0.00025826+0.0021829i,-9.5531e-05+0.0023154i,-0.00045315+0.0013415i,-0.00071622+0.00039548i,-0.00092755+0.00025292i,-0.00082262+0.00055591i,0.00045739+0.00018596i,0.0006343-5.0338e-06i,5.2082e-05-0.00011968i,-0.00084021-0.0007622i,-0.00049451-0.00094087i,0.00023644-0.0010013i,5.0631e-05-0.0007012i,0.00010883-0.0003201i,7.1289e-05-0.00069665i,-0.00032354-0.00074069i,-0.00021225-0.00035023i,0.00021088-5.3928e-05i
0.00061033+0.00013128i,0.00080647-0.00020943i,0.0011376-0.0014658i,0.0010405-0.0020845i,0.001002-0.0012009i,0.0012015-6.0106e-05i,0.0013406+0.00039807i,0.0012035+0.00067171i,0.00079927+0.00021353i,0.00029029-0.00079508i,-0.00058183-0.00097836i,-0.0012091-0.00019508i,-0.00085387+0.00032662i,-0.00073521+0.00028352i,-0.00096292+0.00023079i,-0.00027773+0.00034998i,0.00079681+0.00041898i,0.0011002+0.00032452i,0.00011626+1.6827e-05i,-0.00075052-0.00088115i,-0.00028471-0.00074068i,5.0726e-05-7.8619e-05i,0.00038579+0.00050322i
6.5124e-05-0.0008112i,0.00046932+0.0001241i,-0.00096978+0.001625i,-0.0020176+0.0020092i,-0.001407+0.0017707i,-0.00057378+0.00081903i,-0.00039944+0.00072075i,-0.00011404+0.00095897i,-0.00015082+0.00085722i,-9.1643e-05+0.00054323i,0.00059305+0.000322i,0.00026982+0.00043673i,0.00046593+0.00080482i,0.00040021+0.00099276i,1.6129e-05+0.00088882i,-0.00043435+5.3085e-05i,-0.00072941-0.00072668i,-0.00043188-0.0011564i,0.00014732-0.00068974i,7.5376e-05+0.00032779i,8.9673e-06+0.00075267i,0.00026553+0.00050847i,-0.00025597+0.00048343i
8.7544e-05+0.00057839i,-0.00034431-0.00079658i,0.00082857-0.0011422i,0.00077334-0.0010815i,-0.00010123-0.0015372i,-2.5898e-05-0.00089221i,-2.5149e-06+0.00043417i,0.0001129+0.00066706i,-0.0001816+0.00066092i,-0.0010442+0.00060516i,-0.00057138+0.00011197i,0.00032405-0.0005209i,5.8649e-05-0.00031317i,-0.00025944-0.00049512i,-0.00036414-0.0006929i,-0.0003534-0.00046024i,0.00010372-0.00094667i,0.00051725-0.0011826i,0.00058502-0.0004083i,0.00030291+0.00022967i,-0.00029106+0.00032735i,-0.00042264-2.1502e-05i,4.3097e-05-0.00025396i
0.00091511+0.00021531i,0.0016948-0.00071268i,0.0021933-0.00057392i,0.0017894-0.00030854i,0.0012716-3.1718e-05i,0.001272-6.7989e-05i,0.0012772-0.00010438i,0.00035876+0.00052503i,-0.00075825+0.001174i,-0.00080834+0.0010543i,-0.00049091+0.00077414i,-0.00058298+0.00057961i,-0.00061486+0.00081889i,-0.00029448+0.00045586i,0.00046535-0.00029747i,0.00081192+0.00013628i,0.00078475+0.00047309i,0.00061113+0.00033095i,0.00055255-5.6292e-05i,0.0012098-9.6526e-05i,0.0011257+0.00073351i,-0.00027469+0.00019536i,-0.00054758-0.00066001i
