0.0011123-0.00079483i,0.00083912-0.0019356i,-2.1499e-05-0.0033936i,-0.0002778-0.0034572i,-0.00087343-0.0022236i,-0.0011394+0.00011565i,-0.00027617+0.001173i,0.00077678+0.0011887i,0.0013299+0.00064661i,0.0015393-0.00072285i,0.00063154-0.00080106i,-0.00048482-0.00072971i,-0.00018235-0.00049044i,-9.114e-05-4.7738e-05i,-0.0010282+0.00017547i,-0.0015539+0.00037477i,-0.00075576+1.6037e-05i,2.218e-05+0.00038602i,-0.0001615+0.00096401i,-0.00024899+0.0006166i,-0.00026907-0.00029484i,-0.0010289-0.00091236i,-0.00094164-0.0003435i
0.042875+0.08138i,0.027087+0.17896i,-0.045122+0.29259i,-0.068544+0.3138i,-0.0094007+0.17718i,0.014373+0.0071052i,-0.0034404-0.073006i,0.022625-0.098736i,0.054578-0.13264i,0.03932-0.14014i,0.0065042-0.096825i,-0.014987-0.042185i,-0.010474-0.013706i,0.0091642-0.021417i,0.0079342-0.046194i,-0.011141-0.060482i,-0.015902-0.065558i,-0.0014895-0.066731i,0.014204-0.051869i,0.02233-0.028163i,0.019884-0.0095049i,0.0077144+0.0091573i,0.002805+0.029087i
-0.060033-0.032688i,-0.047821-0.045508i,0.05754-0.045888i,0.16082-0.044685i,0.13578-0.022338i,0.046295+0.042981i,0.013263+0.079449i,-0.0044518+0.023417i,-0.057626-0.036212i,-0.083282-0.026284i,-0.04131+0.0076171i,0.01399+0.018624i,0.026552+0.016674i,0.0056516+0.016648i,-0.017507+0.021899i,-0.030981+0.040213i,-0.037519+0.061621i,-0.034361+0.065543i,-0.021311+0.047871i,-0.010346+0.025056i,-0.0012876+0.011591i,0.015766-0.0032219i,0.026751-0.024923i
0.0040942-0.011942i,-0.10825-0.063767i,-0.32184-0.12888i,-0.42766-0.14302i,-0.2875-0.13409i,-0.1001-0.17562i,-0.031886-0.16102i,-0.012822-0.047974i,-0.0044754+0.054356i,-0.0085588+0.085208i,-0.018393+0.049133i,-0.042374-0.0037457i,-0.052876-0.027111i,-0.033583-0.028629i,-0.0035727-0.02668i,0.020908-0.027455i,0.037394-0.031662i,0.035812-0.035274i,0.014304-0.027639i,-0.0022294-0.0054698i,-0.010414+0.011699i,-0.02408+0.014708i,-0.034795+0.014716i
-0.0041608+0.03277i,0.11894+0.10243i,0.37527+0.18504i,0.5263+0.20274i,0.39605+0.16404i,0.19486+0.1514i,0.078855+0.11226i,0.0028036+0.052256i,-0.019165+0.034636i,0.0081669+0.032783i,0.025427+0.03024i,0.027504+0.036022i,0.021834+0.038479i,0.013474+0.037816i,0.0051952+0.035526i,-0.0087629+0.026422i,-0.023614+0.015862i,-0.024546+0.014927i,-0.0074167+0.01716i,0.0106+0.0060286i,0.018569-0.011711i,0.02136-0.020016i,0.01942-0.017068i
0.043727-0.068315i,-0.01693-0.17406i,-0.24639-0.26273i,-0.43566-0.22288i,-0.33895-0.11293i,-0.13995-0.083244i,-0.05988-0.073581i,-0.027821-0.020489i,0.011212-0.018219i,0.0042884-0.053522i,-0.014226-0.051546i,-0.0051838-0.040385i,-4.1009e-05-0.044148i,-0.0085173-0.046287i,-0.0053634-0.04643i,0.010382-0.050165i,0.01812-0.052201i,0.011083-0.048257i,-0.004811-0.04106i,-0.0213-0.035697i,-0.036846-0.029301i,-0.046589-0.015442i,-0.035383-0.00050106i
-0.033567+0.093665i,0.017953+0.20053i,0.19782+0.2311i,0.32339+0.11363i,0.20932-0.0012695i,0.031596+0.021781i,-0.0064104+0.064537i,0.027352+0.0068572i,0.016998-0.064069i,-0.02439-0.059593i,-0.034511-0.015344i,-0.016556+0.0066611i,-0.008863+0.011817i,-0.012166+0.026265i,-0.020835+0.040507i,-0.032393+0.040255i,-0.035887+0.023873i,-0.026534+0.0040929i,-0.0098278-0.0023013i,0.0019765+0.0069998i,0.0077279+0.02398i,0.015119+0.034889i,0.02019+0.031006i
0.021486-0.12559i,-0.047291-0.27794i,-0.21937-0.35422i,-0.3376-0.23619i,-0.25392-0.055328i,-0.10678+0.014868i,-0.047551+0.014099i,-0.041261+0.022793i,-0.035161+0.032843i,-0.0093904+0.020889i,0.011515-0.00566i,0.011601-0.013007i,0.01875-0.0081742i,0.037201-0.013854i,0.050106-0.017965i,0.054178-0.0071337i,0.051574+0.016467i,0.037271+0.035288i,0.014163+0.032675i,0.00093039+0.019587i,0.0010247+0.0057777i,0.0009565-0.0090092i,-0.0047152-0.015165i
-0.048426+0.12392i,-0.048839+0.26872i,0.042274+0.34278i,0.17926+0.22255i,0.22392+0.01025i,0.18349-0.11333i,0.12723-0.1249i,0.071274-0.079105i,0.035589-0.03611i,0.0072426-0.030332i,-0.024238-0.025901i,-0.03156-0.0075779i,-0.025859-0.00019003i,-0.034766+0.0021518i,-0.046648+0.01149i,-0.041934+0.018727i,-0.014641+0.013235i,0.025965+3.0404e-05i,0.050955-0.010987i,0.048034-0.018608i,0.035879-0.022449i,0.02827-0.019051i,0.019068-0.010862i
0.040887-0.13604i,0.06077-0.29778i,0.021856-0.35374i,-0.050904-0.20654i,-0.069944-0.049172i,-0.064053-0.053617i,-0.09857-0.11956i,-0.12008-0.12331i,-0.090597-0.071271i,-0.03613-0.01345i,0.012309+0.0036136i,0.027913-0.015718i,0.014933-0.030676i,-0.0036736-0.028228i,-0.011106-0.015079i,-0.010933+0.0025658i,-0.020152+0.020501i,-0.036524+0.029708i,-0.039941+0.022163i,-0.035268+0.0024106i,-0.040788-0.014711i,-0.04784-0.021636i,-0.041003-0.022684i
-0.026955+0.17103i,-0.017901+0.40674i,0.041646+0.53928i,0.10592+0.38332i,0.071102+0.12551i,-0.038606+0.036148i,-0.082078+0.093613i,-0.039763+0.13792i,0.017333+0.10834i,0.034714+0.051633i,0.012207+0.023311i,-0.022236+0.022328i,-0.043028+0.032771i,-0.030007+0.039539i,-0.00083719+0.026311i,0.018023+0.00063696i,0.025944-0.01888i,0.023224-0.021484i,0.010235-0.0045317i,0.0040553+0.020994i,0.012743+0.042094i,0.019801+0.054699i,0.019049+0.054211i
0.016341-0.1588i,0.035881-0.35505i,0.025419-0.46742i,-0.034607-0.31608i,-0.071471-0.016456i,-0.023964+0.19146i,0.066644+0.21134i,0.11604+0.096864i,0.08322+0.0013333i,0.042777-0.010628i,0.039418-0.0044038i,0.044329-0.0021848i,0.052608+0.0012822i,0.05293-0.015064i,0.026268-0.042985i,-0.015419-0.055881i,-0.050997-0.052386i,-0.063544-0.037185i,-0.042623-0.011723i,-0.005161+0.004532i,0.019703-0.0017771i,0.026823-0.017469i,0.023548-0.023144i
-0.014497+0.1581i,-0.042099+0.3433i,-0.052516+0.43957i,0.0018373+0.27764i,0.090718-0.010951i,0.14155-0.19386i,0.10933-0.20994i,0.021919-0.11068i,-0.035293-0.023461i,-0.05774-0.015029i,-0.067392-0.018145i,-0.048626-0.010507i,-0.026647-0.018106i,-0.025028-0.014855i,-0.022335+0.017092i,-0.0055191+0.049495i,0.017532+0.057448i,0.031846+0.036794i,0.02234+0.00050217i,-0.0038706-0.016708i,-0.020876-0.004851i,-0.022011+0.01193i,-0.016506+0.015668i
0.0028351-0.17851i,-0.00097472-0.42711i,-0.023292-0.59536i,-0.089499-0.46189i,-0.17442-0.17528i,-0.21678-0.0024102i,-0.19045+0.033156i,-0.10619+0.0031218i,-0.04784-0.025617i,-0.036537+0.003717i,-0.010443+0.035523i,0.014034+0.018472i,0.0060043-0.0025611i,-0.0046306+2.7379e-05i,-0.0007933+0.0059316i,0.0087653-0.0022673i,0.015564-0.016912i,0.014722-0.023192i,0.0074983-0.022483i,-0.0015639-0.021955i,-0.0070763-0.025438i,-0.0041305-0.030467i,-8.503e-05-0.028134i
-0.0082311+0.14517i,-0.032996+0.33327i,-0.074597+0.44075i,-0.059305+0.3171i,0.054545+0.095831i,0.15884-0.055056i,0.15055-0.10554i,0.074079-0.075029i,0.037277-0.034492i,0.041349-0.034992i,0.023459-0.039935i,-0.017168-0.022688i,-0.039662+0.00097371i,-0.030089+0.010659i,-0.0097217+0.0028954i,0.00019943-0.0013061i,0.0028696+0.0059245i,0.0036605+0.01156i,-0.0020731+0.0084618i,-0.01385-0.0014417i,-0.028107-0.0038618i,-0.03879+0.0052949i,-0.036105+0.012446i
-0.010142-0.13398i,0.00037034-0.30615i,0.033564-0.40278i,0.042274-0.27665i,-0.012866-0.070176i,-0.1015+0.037181i,-0.14302+0.062615i,-0.095037+0.046091i,-0.033761+0.013785i,-0.012394-0.006018i,0.001578-0.008438i,0.030197-0.00012505i,0.053323+0.00088278i,0.044833-0.010193i,0.015149-0.018884i,-0.0078836-0.019468i,-0.015481-0.015068i,-0.0049693-0.0022419i,0.021705+0.017598i,0.044271+0.025195i,0.048565+0.013428i,0.040085+0.00024552i,0.025614-0.0018731i
0.020642+0.14279i,0.019418+0.36154i,0.0074252+0.52766i,0.032895+0.42795i,0.10724+0.16318i,0.16927-0.0019023i,0.17303-0.027794i,0.10345-0.0023163i,0.022861+0.021007i,-0.016251+0.019466i,-0.030106+0.0015142i,-0.032497-0.020529i,-0.033195-0.034583i,-0.033979-0.022292i,-0.025+0.0043056i,-0.010834+0.022736i,-0.00087037+0.031055i,0.00057458+0.020059i,-0.0034769-0.0060568i,-0.0066496-0.018089i,-0.0085418-0.0096063i,-0.0095507+0.0017169i,-0.0054575+0.0045765i
-0.023534-0.11967i,-0.024121-0.29637i,0.017118-0.42539i,0.039885-0.35432i,-0.039883-0.17375i,-0.15219-0.062754i,-0.19629-0.041597i,-0.15963-0.046101i,-0.097119-0.036481i,-0.047475-0.0067733i,-0.01523+0.02161i,-0.0024991+0.032193i,-0.0028291+0.03129i,0.0017076+0.02932i,0.019402+0.028809i,0.041824+0.016398i,0.051654-0.0066799i,0.040058-0.012794i,0.020566+0.0028192i,0.013907+0.01688i,0.025731+0.015485i,0.037107+0.0021502i,0.031644-0.0081074i
0.041097+0.10597i,0.064126+0.25365i,0.048768+0.3509i,0.0098944+0.27357i,0.01565+0.13401i,0.066294+0.092721i,0.11703+0.11787i,0.13837+0.1108i,0.11662+0.053993i,0.065601+0.002398i,0.026111-0.010907i,0.0077382-0.0021167i,0.0021875+0.0087055i,0.0045439+0.00094865i,-0.0053887-0.028389i,-0.039095-0.043309i,-0.070678-0.031567i,-0.072489-0.016606i,-0.056267-0.014852i,-0.049102-0.020533i,-0.05387-0.019086i,-0.053111-0.010693i,-0.037032-0.0037492i
-0.034131-0.11623i,-0.050071-0.29954i,-0.043691-0.46322i,-0.032083-0.41176i,-0.03343-0.20536i,-0.027758-0.078902i,-0.018488-0.082279i,-0.020547-0.10761i,-0.018809-0.087678i,-0.0026968-0.050472i,0.0064743-0.028714i,0.0072557-0.01469i,0.0094781-0.0096069i,-0.00029283-0.0081839i,-0.017617+0.011621i,-0.014145+0.04227i,0.0038934+0.059094i,0.011158+0.055518i,0.00647+0.043594i,0.0034026+0.036476i,0.010721+0.033217i,0.021314+0.028263i,0.020652+0.020231i
0.03134+0.090331i,0.056543+0.24327i,0.0423+0.38956i,0.012104+0.36258i,0.017639+0.18381i,0.018432+0.042308i,-0.015045+0.026896i,-0.032831+0.083496i,-0.01262+0.10133i,-0.0010356+0.054042i,-0.0045681+0.0062392i,-0.0017851-0.01855i,0.0016791-0.027175i,0.0047985-0.025526i,0.010679-0.027967i,0.0083154-0.035844i,0.0028584-0.039379i,0.0055938-0.036161i,0.012046-0.031234i,0.013554-0.031589i,0.004926-0.033818i,-0.0087856-0.029638i,-0.01432-0.021145i
-0.054221-0.075304i,-0.12689-0.19272i,-0.16856-0.28942i,-0.13884-0.2427i,-0.084959-0.10341i,-0.040241-0.020748i,-0.0050585-0.028444i,0.0043988-0.076777i,-0.020578-0.08741i,-0.030288-0.036527i,-0.01224+0.0067041i,-0.0084085+0.013521i,-0.018549+0.010562i,-0.02207+0.016259i,-0.011745+0.035193i,0.015665+0.044738i,0.037789+0.029122i,0.037887+0.0070923i,0.025953-0.0052615i,0.014329-0.0052249i,0.0097892+0.0036084i,0.0086402+0.012753i,0.0065173+0.017214i
0.03326+0.062229i,0.064954+0.18805i,0.079028+0.31479i,0.072028+0.29783i,0.069833+0.1354i,0.056354-0.023041i,0.01452-0.076637i,-0.020911-0.04262i,-0.026224-0.0016416i,-0.022565+0.0034699i,-0.018587+0.00058629i,-0.0063543+0.0085245i,0.0094676+0.016288i,0.023025+0.0061115i,0.026198-0.032502i,0.0079678-0.06925i,-0.016236-0.072023i,-0.020992-0.053641i,-0.0085688-0.034052i,0.00072956-0.022711i,-0.0057252-0.022373i,-0.015866-0.023299i,-0.015625-0.017688i
-0.034121-0.05583i,-0.064995-0.17267i,-0.075527-0.30805i,-0.064316-0.32648i,-0.073512-0.19567i,-0.089958-0.0378i,-0.06043+0.04749i,0.00016589+0.044598i,0.032514+0.0038506i,0.023219-0.0053444i,0.0090923+0.011011i,0.006494+0.008255i,-0.0021208-0.0099568i,-0.02376-0.0079219i,-0.046699+0.025628i,-0.047517+0.06926i,-0.025618+0.089042i,-0.011882+0.075725i,-0.013349+0.049725i,-0.011735+0.033072i,-0.0037114+0.030394i,0.0041894+0.029636i,0.0065792+0.023612i
0.047574+0.047639i,0.11665+0.1293i,0.17149+0.21424i,0.16551+0.20273i,0.13249+0.099126i,0.10959+0.014941i,0.078651-0.009608i,0.032127+0.0085345i,0.0099973+0.028624i,0.015071+0.0084808i,0.010743-0.025864i,-0.0068401-0.033231i,-0.017521-0.017696i,-0.0069442-0.0067252i,0.019299-0.02182i,0.029913-0.05322i,0.019621-0.0652i,0.012022-0.044411i,0.012535-0.015776i,0.014248-0.0055441i,0.013643-0.013849i,0.012724-0.024397i,0.0091198-0.02732i
-0.032942-0.035555i,-0.075885-0.10887i,-0.10505-0.19348i,-0.1004-0.21004i,-0.094758-0.14455i,-0.10351-0.063317i,-0.10614-0.0053235i,-0.083989+0.023063i,-0.049159+0.023383i,-0.027514+0.012905i,-0.017923+0.015521i,-0.0038448+0.024787i,0.0084209+0.020914i,0.0038657+0.013993i,-0.01166+0.028838i,-0.018407+0.055219i,-0.015951+0.060325i,-0.013954+0.040417i,-0.016675+0.014926i,-0.022448+0.0045789i,-0.021381+0.011999i,-0.014328+0.019735i,-0.0087345+0.017559i
0.02132+0.027423i,0.041658+0.092555i,0.048655+0.18198i,0.041604+0.22376i,0.052363+0.1806i,0.083471+0.099962i,0.098484+0.028137i,0.075773-0.029923i,0.025915-0.052099i,-0.0063988-0.032618i,-0.00047499-0.017041i,0.011519-0.021368i,0.014505-0.021192i,0.02018-0.019933i,0.029163-0.036239i,0.033564-0.058151i,0.028692-0.059682i,0.021011-0.037272i,0.018404-0.010951i,0.01743+0.0022146i,0.015605+0.0004917i,0.014239-0.0056109i,0.01197-0.0067101i
-0.029709-0.029123i,-0.079509-0.081973i,-0.12483-0.14786i,-0.11943-0.16079i,-0.064088-0.11155i,-0.021526-0.080597i,-0.025952-0.072929i,-0.036677-0.039198i,-0.022845-0.0035463i,-0.008775+0.0088817i,-0.0098255+0.02i,-0.0072977+0.029135i,0.0012825+0.02217i,-0.0045156+0.017469i,-0.026197+0.035342i,-0.039509+0.063846i,-0.02861+0.071323i,-0.0096154+0.046568i,-3.1932e-05+0.012437i,0.00067246-0.0069817i,-0.0073156-0.0095019i,-0.018201-0.0029645i,-0.01906+0.0038661i
0.02594+0.015631i,0.069412+0.048967i,0.10958+0.10221i,0.11399+0.12957i,0.076274+0.10534i,0.02245+0.080235i,0.012242+0.07913i,0.05333+0.052782i,0.068652-0.0059199i,0.036987-0.039554i,0.010247-0.045271i,-0.0037566-0.050846i,-0.01948-0.045835i,-0.017603-0.035278i,0.008232-0.041449i,0.029541-0.059139i,0.031022-0.0638i,0.021724-0.047145i,0.012779-0.024189i,0.0073997-0.013398i,0.0039484-0.012169i,0.0029305-0.0076187i,0.0032296-0.0010228i
-0.014866-0.0086849i,-0.034043-0.033441i,-0.045312-0.077065i,-0.035676-0.1117i,-0.010386-0.10384i,0.026673-0.073205i,0.033697-0.070008i,-0.022679-0.064467i,-0.062803-0.019218i,-0.038887+0.013561i,-0.018639+0.019155i,-0.019496+0.032869i,-0.013134+0.042545i,-0.013213+0.03901i,-0.028457+0.041691i,-0.042881+0.047041i,-0.048857+0.037568i,-0.045491+0.016178i,-0.036336-0.0014994i,-0.025808-0.0066436i,-0.013596-0.0023965i,-0.0042096-0.0020329i,-0.001614-0.0072917i
0.015107+0.0078813i,0.034897+0.031142i,0.055583+0.062408i,0.052127+0.068504i,-0.0018562+0.023663i,-0.085578-0.033108i,-0.12793-0.030811i,-0.079559+0.0082575i,-0.0069675+0.014116i,0.012323-0.0031594i,0.012719-0.01259i,0.023276-0.024447i,0.025717-0.036854i,0.025856-0.041439i,0.035992-0.051199i,0.043574-0.060154i,0.035061-0.046267i,0.0182-0.01452i,0.006268+0.012174i,0.0025836+0.022298i,0.0051974+0.018739i,0.0073177+0.012037i,0.0041971+0.0095116i
-0.023758-0.0070641i,-0.063601-0.02493i,-0.11711-0.060363i,-0.14023-0.074814i,-0.096143-0.021857i,-0.0090057+0.057712i,0.048148+0.080942i,0.031022+0.04623i,-0.011451+0.025996i,-0.010842+0.037598i,0.0094033+0.041912i,0.010359+0.037675i,0.0045487+0.037266i,-0.0056614+0.038822i,-0.029211+0.050458i,-0.043654+0.066371i,-0.030241+0.061804i,-0.0042545+0.037541i,0.013461+0.014164i,0.017698+0.0019376i,0.012946-0.0019806i,0.0075252-0.0043672i,0.0070195-0.0059942i
0.012339-0.0079308i,0.02482-0.0098758i,0.03286-0.001238i,0.038458+0.0096034i,0.042133-0.025029i,0.021126-0.095884i,-0.012351-0.098921i,-0.00033589-0.025341i,0.039661+0.0070086i,0.032118-0.024137i,-0.0024841-0.041715i,-0.012188-0.038045i,-0.0081366-0.034631i,0.0029553-0.031043i,0.02635-0.034388i,0.041657-0.041207i,0.040401-0.037428i,0.030361-0.024262i,0.017303-0.0121i,0.0054172-0.0080545i,-0.0036765-0.0076128i,-0.0077235-0.0054851i,-0.0091665-0.0011454i
-0.0035879+0.00046757i,-0.0051539+0.0027732i,-0.0084107+0.0023221i,-0.017429+0.0042172i,-0.028243+0.036199i,-0.018272+0.097312i,0.014965+0.10406i,0.020412+0.033302i,-0.019856-0.018369i,-0.048915-0.0028739i,-0.041476+0.024412i,-0.029742+0.033361i,-0.025233+0.036796i,-0.027439+0.038753i,-0.036416+0.042553i,-0.039148+0.043316i,-0.033438+0.031843i,-0.022616+0.013121i,-0.011037-0.0016977i,-0.0053836-0.0073676i,-0.0067384-0.0060294i,-0.0087919-0.002911i,-0.0049926-0.0025052i
0.0072256+0.0048121i,0.023952+0.013148i,0.061538+0.038207i,0.11239+0.053112i,0.14704+0.0068323i,0.13841-0.08493i,0.080681-0.14022i,0.013817-0.11571i,-0.009229-0.057931i,0.003809-0.034239i,0.0088959-0.04134i,0.0057687-0.046529i,0.0074484-0.047523i,0.012416-0.047722i,0.023792-0.050673i,0.030053-0.055403i,0.01845-0.045971i,0.0012812-0.022721i,-0.0099992-0.0061256i,-0.013362-0.002023i,-0.00832-0.00092783i,-0.0015846+0.0026149i,8.253e-05+0.0051115i
-0.0062528+0.0051591i,-0.010411+0.0083684i,-0.016886+0.00036739i,-0.037996-0.019719i,-0.079451-0.011126i,-0.10792+0.040126i,-0.085281+0.075112i,-0.029124+0.051698i,0.00082846+0.014637i,0.0015664+0.013657i,0.011311+0.031065i,0.020439+0.033484i,0.013889+0.025579i,0.00040219+0.020111i,-0.017346+0.023779i,-0.027347+0.032931i,-0.020121+0.030332i,-0.0067402+0.017833i,0.0034386+0.0093975i,0.0071507+0.009051i,0.0059878+0.011886i,0.0048601+0.011246i,0.0042216+0.0085324i
-0.0069629-0.0064166i,-0.019506-0.02197i,-0.031273-0.040347i,-0.015802-0.036947i,0.030138-0.010059i,0.07381+0.00084937i,0.078858+0.0017391i,0.047728+0.013408i,0.028924+0.019861i,0.033027+0.003311i,0.029853-0.024758i,0.018969-0.037345i,0.014777-0.032811i,0.013464-0.028134i,0.014467-0.028676i,0.015341-0.026306i,0.012853-0.018175i,0.0088446-0.012242i,0.0045335-0.0089871i,0.0031843-0.0053316i,0.0044817-0.0058783i,0.002098-0.011618i,-0.0034664-0.012684i
-0.00029465-0.0035605i,0.00050543-0.012006i,-0.017846-0.031271i,-0.061014-0.046709i,-0.09384-0.046263i,-0.10919-0.041504i,-0.10985-0.021553i,-0.072609+0.022656i,-0.028056+0.037016i,-0.025033+0.022091i,-0.036846+0.02974i,-0.031446+0.04497i,-0.023473+0.044533i,-0.019257+0.042735i,-0.016224+0.04289i,-0.012071+0.041053i,-0.0046303+0.032559i,-0.00011337+0.019008i,0.0023941+0.009434i,0.0051797+0.0034578i,-6.1409e-05+0.00090367i,-0.0087998+0.0049685i,-0.011012+0.010976i
-0.0033344-0.0028005i,-0.01101-0.00091399i,-0.012762+0.016135i,0.0079914+0.038013i,0.026533+0.032784i,0.0043024+0.022079i,-0.026985+0.017569i,-0.03284-0.0092027i,-0.030632-0.028253i,-0.020296-0.019921i,-0.0068251-0.019969i,-0.0029464-0.029126i,-0.001336-0.028276i,0.0031133-0.026441i,0.0084768-0.030047i,0.011168-0.031515i,0.0074378-0.023647i,0.0017663-0.0087141i,-0.0016849+0.0002173i,-0.0039391-0.0032754i,-0.00025809-0.0088518i,0.0089806-0.010109i,0.013219-0.011687i
0.0094657+0.012114i,0.020612+0.029646i,0.031071+0.050284i,0.023268+0.046789i,0.017119+0.019805i,0.057459-0.010027i,0.087331-0.04152i,0.052319-0.045834i,0.013851-0.027332i,-0.0013295-0.020404i,-0.012558-0.0095274i,-0.016463+0.0076758i,-0.015498+0.013045i,-0.014526+0.016924i,-0.011273+0.024351i,-0.0074759+0.023126i,-0.0045301+0.014943i,-0.00055468+0.0080751i,0.0029049+0.0045363i,-0.00048944+0.0043729i,-0.0066887+0.0050619i,-0.0067286+0.0047312i,-0.0020421+0.003352i
-0.0076033-0.00044971i,-0.023213+0.0013167i,-0.025325+0.0043765i,0.0044246+0.00044942i,0.016804-0.020524i,-0.017186-0.046231i,-0.031385-0.040282i,0.0079371-0.030157i,0.031992-0.035947i,0.023058-0.023782i,0.025835-0.014095i,0.031877-0.021161i,0.028394-0.02303i,0.021399-0.025155i,0.011391-0.030841i,0.0013026-0.028231i,-0.0023484-0.018103i,-0.00045967-0.009833i,0.0015539-0.0066838i,0.0041906-0.0023712i,0.0067916+0.00030414i,0.0054954-0.0036508i,0.0013515-0.0099475i
0.0063688-0.0054396i,0.025562-0.01947i,0.035395-0.046166i,0.013676-0.04388i,0.012199+0.029476i,0.06797+0.11085i,0.10342+0.11579i,0.059969+0.081073i,0.0090009+0.061596i,0.0028307+0.041127i,-0.0013266+0.022526i,-0.012265+0.019189i,-0.015426+0.018186i,-0.016934+0.019476i,-0.017259+0.026537i,-0.013863+0.028283i,-0.0098038+0.017985i,-0.0065818+0.0022693i,-0.004424-0.0088219i,-0.003402-0.010374i,-0.00667-0.0024193i,-0.01226+0.010758i,-0.011533+0.022839i
-0.0092404-0.0053314i,-0.020061-0.017654i,-0.023247-0.024651i,0.0096288-0.040338i,0.032851-0.1094i,-0.033655-0.18596i,-0.113-0.16121i,-0.091098-0.067538i,-0.028989-0.0090459i,-0.0063332+0.0082611i,0.00075473+0.011203i,0.009839+0.0021381i,0.012842-0.0052428i,0.014846-0.011005i,0.015538-0.020704i,0.012063-0.022493i,0.0083824-0.011958i,0.0041142+0.0010805i,-0.0012796+0.0085012i,-0.0031535+0.0065576i,0.0023126-0.00099933i,0.010401-0.0075365i,0.013353-0.012996i
0.011763-0.0036159i,0.026332-0.0079755i,0.027768-0.015266i,-0.024286+0.00016074i,-0.094862+0.085155i,-0.084696+0.20096i,-0.026691+0.2035i,-0.02302+0.099209i,-0.038179+0.022783i,-0.023114-0.00096013i,-0.01105-0.0090219i,-0.013009-0.0083427i,-0.016341-0.0050172i,-0.018591+0.0014036i,-0.014928+0.01165i,-0.0053435+0.013418i,0.0013885+0.0050608i,0.0042521-0.001187i,0.0036204-0.0024539i,0.00016069-0.001739i,-0.0048764-0.00096572i,-0.010273+0.00086238i,-0.013327+0.0062259i
-0.011786+0.0066245i,-0.043489+0.025798i,-0.062574+0.055172i,-0.0083563+0.04857i,0.094873-0.057222i,0.13298-0.21743i,0.085253-0.25855i,0.049-0.15947i,0.038598-0.077477i,0.010512-0.048325i,-0.0058461-0.023207i,0.0038493-0.0083074i,0.012058-0.0059231i,0.015795-0.0048788i,0.018775-0.0071116i,0.017159-0.0089241i,0.012595-0.0032207i,0.0093368+0.006087i,0.0088968+0.011996i,0.0092727+0.011697i,0.0083991+0.0057991i,0.0062634-0.0024357i,0.0038158-0.0089815i
0.0070642-0.0017189i,0.015623-0.008799i,0.0066885-0.02791i,-0.065925-0.028896i,-0.17671+0.051292i,-0.21727+0.18112i,-0.14237+0.21745i,-0.050341+0.12222i,-0.018458+0.028518i,-0.011481+0.0034846i,-0.0039315+0.003525i,-0.004769+0.0051014i,-0.0097229+0.0041343i,-0.015503+0.001801i,-0.020442+0.0049974i,-0.019263+0.0076361i,-0.014236+0.0026468i,-0.0067325-0.0061727i,0.00078851-0.014078i,0.0032094-0.014982i,-0.00054216-0.007614i,-0.0049376+0.0025181i,-0.0054831+0.010973i
-0.0032022+0.0055383i,-0.014854+0.010826i,-0.0089315+0.034985i,0.074781+0.057748i,0.22783+0.0083843i,0.30934-0.097974i,0.24255-0.12965i,0.1216-0.058246i,0.050177+0.0048258i,0.02179+0.010832i,0.0020504+0.0037523i,-0.0056657+0.0026634i,0.00034661+0.003976i,0.0076972+0.0048038i,0.0080085+0.00076694i,0.0017478-0.00070886i,-0.0046084+0.0053246i,-0.0077622+0.012377i,-0.0082188+0.015467i,-0.0062211+0.012089i,-0.0020274+0.0038725i,0.0052942-0.0054509i,0.01152-0.014117i
0.014367-0.0054915i,0.046789-0.027874i,0.070539-0.073602i,0.00066476-0.12368i,-0.1765-0.1102i,-0.31141-0.016401i,-0.28246+0.04977i,-0.16418+0.036339i,-0.073288+0.011298i,-0.025291+0.0093355i,-0.0011262+0.0063321i,0.0021684-0.00072622i,-0.0055266-0.0061251i,-0.013365-0.011391i,-0.019262-0.010357i,-0.018887-0.0037865i,-0.010872-0.0025122i,-0.001496-0.0086292i,0.0011041-0.014916i,-0.0025088-0.015165i,-0.0049118-0.0091766i,-0.0057208-0.002191i,-0.0082392+0.0016796i
-0.0080442+0.0034707i,-0.026954+0.021569i,-0.034268+0.066795i,0.035973+0.1305i,0.19046+0.15236i,0.30385+0.087044i,0.25754+0.0017208i,0.12638-0.022392i,0.043077-0.011219i,0.015284-0.0093436i,0.0034993-0.015138i,0.00092173-0.016131i,0.0043575-0.0093915i,0.010326+0.0010224i,0.017936+0.0053546i,0.021647+0.0019898i,0.0161+0.00016219i,0.002507+0.0023108i,-0.0088226+0.0068275i,-0.0082164+0.010264i,-0.001205+0.0076958i,0.002519+0.002825i,0.002717+0.0021135i
0.0025544-0.0036971i,0.011469-0.023188i,0.010563-0.079846i,-0.049579-0.16786i,-0.17366-0.22605i,-0.26441-0.20602i,-0.22858-0.13422i,-0.11524-0.070411i,-0.038306-0.035141i,-0.014853-0.011503i,-0.0017549+0.00904i,0.0073801+0.017072i,0.0034814+0.010168i,-0.0032619+0.0013398i,-0.0051362-0.0010617i,-0.0019021-6.9676e-05i,0.0057789-0.00080504i,0.0127-0.0065336i,0.0134-0.012536i,0.0090782-0.012461i,0.0021537-0.0072949i,-0.0051869-0.00046245i,-0.0067188+0.0074199i
