-0.0016792+0.0007926i,-0.0012047-0.00086569i,-0.0010798-0.00041442i,-0.00056443+0.0010469i,3.8229e-05+0.0016572i,3.0453e-05+0.00099918i,-2.2498e-05+0.00091133i,0.00013145+0.0012333i,0.00045658+0.00064335i,0.00069057-0.00027955i,0.0011584-0.00035216i,0.00078447+4.1782e-05i,6.8202e-05+6.4279e-05i,-0.00036971-0.00021672i,-0.00017882+0.00020825i,0.0002004+0.00042924i,1.7406e-05-0.00061173i,-0.00051444-0.00061861i,-0.00030869+0.00027817i,-0.00010166+0.00056728i,-0.00027709+0.0001958i,-0.00084941-0.00093973i,-0.0011278-0.00099937i
0.0025524-0.10256i,-0.1272-0.24421i,-0.31514-0.38333i,-0.33456-0.43787i,-0.19657-0.42359i,-0.1484-0.34847i,-0.18173-0.19354i,-0.15861-0.07974i,-0.11909-0.066197i,-0.097011-0.055208i,-0.053947-0.038821i,-0.020075-0.056567i,-0.027148-0.067051i,-0.045147-0.047907i,-0.048208-0.019141i,-0.030707-0.0020456i,-0.0047661-0.0078759i,0.011533-0.022828i,0.016327-0.028226i,0.012519-0.022483i,0.0074369-0.012958i,0.006093-0.010005i,-0.0035432-0.011272i
-0.0049843+0.013683i,0.031062-0.055673i,0.097722-0.18297i,0.083787-0.24836i,-0.036477-0.22196i,-0.10747-0.18028i,-0.07376-0.14875i,-0.0072645-0.1225i,0.0065411-0.06752i,-0.012219+0.021744i,0.0026303+0.072004i,0.030868+0.053595i,0.038113+0.024686i,0.03445+0.020967i,0.034271+0.025591i,0.036326+0.020809i,0.034859+0.010164i,0.029972+0.0042289i,0.02112+0.00064582i,0.0094091-0.0060534i,0.0018951-0.010954i,-0.001004-0.010931i,-0.0044843-0.0089483i
0.023894-0.032374i,0.13356+0.042878i,0.25857+0.23761i,0.29746+0.41413i,0.31272+0.42735i,0.36939+0.2936i,0.37911+0.11602i,0.30146+0.034557i,0.22232+0.0080589i,0.13958-0.036208i,0.060776-0.02908i,0.045647+0.018555i,0.052805+0.029734i,0.032171+0.013645i,-0.0011246-0.00041306i,-0.027841+0.0018301i,-0.035987+0.02377i,-0.026786+0.045006i,-0.010485+0.050393i,0.0086767+0.040119i,0.01854+0.023899i,0.017176+0.01336i,0.017012+0.0039801i
0.057806+0.0045136i,-0.053449-0.023968i,-0.26529-0.095425i,-0.33803-0.13619i,-0.15142-0.065528i,0.07806+0.02345i,0.14429+0.054554i,0.057073+0.042399i,-0.061709+0.028267i,-0.1087+0.034236i,-0.079515+0.045965i,-0.034936+0.04348i,-0.020765+0.030933i,-0.03288+0.023895i,-0.038386+0.024381i,-0.030098+0.010049i,-0.028832-0.019672i,-0.029238-0.040483i,-0.021912-0.046571i,-0.014206-0.037396i,-0.0033697-0.018959i,0.010645-0.0029191i,0.022072+0.013647i
-0.076523+0.051895i,-0.1649+0.008547i,-0.19839-0.099203i,-0.16799-0.19789i,-0.16809-0.23395i,-0.17426-0.14693i,-0.10014+0.014964i,0.001491+0.06882i,0.029078+0.017902i,-0.0070428-0.0033624i,-0.044368+0.02205i,-0.046558+0.054101i,-0.010456+0.068542i,0.029405+0.058594i,0.048775+0.035236i,0.050654+0.011676i,0.033957+0.00082022i,0.0074634+0.010675i,-0.0088835+0.02598i,-0.01337+0.027599i,-0.015688+0.023899i,-0.015771+0.02203i,-0.019444+0.016266i
0.052816-0.14819i,0.27563-0.15446i,0.51126+0.0056279i,0.47528+0.23985i,0.23335+0.41287i,0.09685+0.47845i,0.093185+0.3871i,0.10612+0.20242i,0.10449+0.029379i,0.058542-0.08157i,-0.011474-0.09075i,-0.047149-0.038505i,-0.065419-0.0036571i,-0.097783+0.0077404i,-0.11945+0.026241i,-0.096916+0.044579i,-0.044188+0.028397i,0.001447-0.012445i,0.02304-0.036637i,0.02683-0.034767i,0.024893-0.022289i,0.017334-0.0081557i,0.003431+0.0038765i
0.16413+0.19543i,0.13614+0.24305i,-0.073314+0.17189i,-0.16251+0.092293i,0.064098+0.055451i,0.2278-0.029151i,0.15236-0.055045i,0.087138+0.004948i,0.088422+0.031836i,0.093416+0.021651i,0.098909-0.022493i,0.06076-0.068831i,0.010369-0.052342i,-0.000881-0.018497i,-0.011211-0.0044367i,-0.031852+0.0090681i,-0.036709+0.0166i,-0.028934+0.013703i,-0.022285+0.0099124i,-0.019845+0.01738i,-0.018178+0.033117i,-0.011479+0.033991i,0.0031373+0.0095631i
-0.3215+0.13192i,-0.54522+0.29831i,-0.50754+0.42482i,-0.23144+0.3459i,-0.10841+0.11989i,-0.22327+0.068707i,-0.30128+0.23273i,-0.20462+0.29351i,-0.088153+0.13638i,-0.10463-0.0019325i,-0.144+0.024625i,-0.087555+0.085107i,-0.0010109+0.07481i,0.052637+0.019187i,0.065839-0.05236i,0.049591-0.1059i,0.025239-0.11087i,0.0019191-0.069944i,-0.0081739-0.022951i,-0.0046468-0.0080967i,-0.002016-0.013578i,-0.0056376-0.011083i,-0.0076015+0.011001i
0.11035-0.31101i,0.45246-0.44274i,0.86443-0.4678i,0.86136-0.39733i,0.39649-0.26143i,0.038627-0.11713i,0.019352-0.059223i,0.086565-0.034571i,0.094042+0.025967i,0.074901+0.053911i,0.058255+0.012938i,0.025154-0.038178i,-0.016867-0.029995i,-0.033957+0.023048i,-0.023895+0.057673i,-0.011054+0.048599i,-0.013133+0.017956i,-0.010134-0.0040395i,0.02668-0.01659i,0.060802-0.029413i,0.058046-0.04058i,0.03549-0.046882i,0.010071-0.050191i
-2.5536+8.2682i,-0.38229+6.664i,2.7404+5.6931i,4.5417+2.6264i,4.4048-0.24229i,2.5927-1.4214i,0.52958-0.60773i,-0.22888+0.7258i,0.33831+1.2608i,1.3345+0.71972i,1.6623-0.46396i,1.208-1.4009i,0.68386-1.5283i,0.60507-1.0283i,0.87163-0.66843i,0.71974-0.54919i,0.2074-0.29702i,-0.075726-0.12797i,-0.19262-0.19515i,-0.21178-0.19227i,-0.042391-0.15532i,0.11902-0.30107i,0.04641-0.45607i
-0.24786+0.27491i,-0.19947+0.45918i,0.1579+0.47593i,0.53403+0.16479i,0.46397-0.25034i,0.086254-0.3391i,-0.14375-0.12133i,-0.14435+0.067955i,-0.10103+0.12316i,-0.085307+0.12465i,-0.063242+0.11005i,-0.014781+0.080074i,0.040496+0.045057i,0.073613+0.029595i,0.090606+0.053032i,0.10434+0.087993i,0.097569+0.086674i,0.066199+0.057299i,0.03705+0.031i,0.018095+0.012397i,0.003405+0.0035828i,-0.0043279+0.0080638i,-0.0014395+0.01974i
0.2417-0.25171i,0.50534-0.64746i,0.57745-1.0407i,0.23567-1.0222i,-0.15088-0.54064i,-0.14072-0.077218i,0.073821+0.049045i,0.17852+0.0371i,0.21286+0.053153i,0.22035+0.0182i,0.13899-0.043106i,0.021268-0.047047i,-0.039891-0.034078i,-0.051996-0.039024i,-0.046493-0.033734i,-0.033805-0.015372i,-0.027664-0.0036574i,-0.034512-0.0044684i,-0.042812-0.0031985i,-0.027057+0.010531i,0.0052905+0.012786i,0.012859-0.0046731i,-0.010762-0.019821i
-0.0039141+0.22799i,-0.13701+0.52103i,-0.3436+0.74029i,-0.35573+0.68617i,-0.15123+0.3981i,-0.080177+0.077452i,-0.18657-0.10142i,-0.24316-0.12588i,-0.19561-0.087676i,-0.10987-0.044595i,-0.027603-0.018313i,0.030846-0.021201i,0.045722-0.047107i,0.024542-0.065144i,0.0069596-0.058437i,0.0031325-0.037277i,0.010984-0.013741i,0.023922-0.00099649i,0.020055+0.0034966i,-2.8851e-05+0.0043093i,-0.019739+0.00019113i,-0.025255+0.00083384i,-0.0084013+0.0027163i
-0.171-0.073943i,-0.18035-0.15231i,0.01061-0.24809i,0.18516-0.29923i,0.12082-0.19984i,0.0175-0.011524i,0.029032+0.078644i,0.051277+0.065617i,0.035889+0.054376i,0.027337+0.056254i,0.023562+0.034821i,0.011058+0.0087126i,-0.0034122+0.0093316i,-0.015922+0.026591i,-0.017426+0.045825i,0.00086636+0.054823i,0.02088+0.036824i,0.021214+0.0069317i,0.0078284-0.011415i,-0.0042858-0.0053882i,-0.0012251+0.01327i,0.014358+0.016429i,0.017646+0.0080312i
0.10759-0.14376i,0.12795-0.26969i,0.018702-0.29503i,-0.13072-0.19443i,-0.15485-0.11824i,-0.1182-0.10133i,-0.13123-0.047936i,-0.1252+0.023223i,-0.069147+0.026276i,-0.038289-0.016073i,-0.057551-0.024265i,-0.086139+0.0066224i,-0.084756+0.03058i,-0.047273+0.030807i,-0.0019728+0.014301i,0.023445-0.0093351i,0.021436-0.024749i,0.0012194-0.02392i,-0.01664-0.0099464i,-0.014752+0.0040084i,-0.0056977+0.0075602i,-0.006125+0.0060094i,-0.0097159+0.0055377i
0.063923+0.27148i,0.17751+0.49099i,0.29048+0.54776i,0.2747+0.38048i,0.12188+0.18149i,-0.0026452+0.091969i,0.0037921+0.060099i,0.060035+0.040961i,0.091514+0.034754i,0.091162+0.030026i,0.088259+0.010387i,0.087023-0.021831i,0.069121-0.045569i,0.041473-0.052964i,0.014272-0.044351i,-0.0050794-0.019146i,-0.0044616+0.003255i,0.0087736+0.0047312i,0.016051-0.0098028i,0.0014821-0.021329i,-0.020018-0.015714i,-0.018202-0.0060735i,-0.00058417-0.009i
-0.16285-0.23505i,-0.4033-0.42581i,-0.56063-0.48589i,-0.42543-0.33356i,-0.10477-0.13978i,0.11579-0.1104i,0.15153-0.17927i,0.095838-0.20883i,0.018755-0.19176i,-0.038076-0.14344i,-0.04961-0.072662i,-0.023-0.017482i,0.010934-0.012363i,0.018323-0.028006i,0.0078172-0.01894i,0.011537+0.0032704i,0.019116+0.01021i,0.0083611+0.011167i,-0.0053251+0.023988i,0.0087295+0.036505i,0.035565+0.02796i,0.036833+0.0059737i,0.013991-0.0017535i
0.20332+0.072772i,0.47404+0.16994i,0.73386+0.22923i,0.73381+0.1038i,0.39982-0.10253i,-0.031413-0.087056i,-0.27045+0.12401i,-0.2546+0.26499i,-0.12159+0.25838i,-0.019748+0.1734i,0.0047625+0.077043i,-0.0093368+0.016476i,-0.014121+0.0088458i,0.007413+0.01896i,0.031065+0.0071162i,0.029991-0.012306i,0.017244-0.01926i,0.01049-0.022901i,0.0072109-0.02317i,-0.0029129-0.015565i,-0.016963-0.0058486i,-0.019108+0.0026096i,-0.012011+0.0026777i
-0.1084+0.09368i,-0.18672+0.059516i,-0.28985-0.11729i,-0.41475-0.23723i,-0.43944-0.11301i,-0.23781+0.087731i,0.045769+0.11756i,0.16924+0.021842i,0.1477-0.041435i,0.10268-0.057956i,0.053542-0.059219i,0.0022039-0.037668i,-0.021774-0.010748i,-0.019572-0.00078168i,-0.0040944+0.0021895i,0.0081921+0.0023346i,0.0084526+0.001329i,0.0062665+0.0026049i,8.7202e-05-0.0040913i,-0.011233-0.013392i,-0.015059-0.014323i,-0.008968-0.014086i,0.0008473-0.015682i
-0.015052-0.15519i,-0.11825-0.19807i,-0.24232-0.072357i,-0.20435+0.14635i,0.021005+0.21299i,0.19004+0.051723i,0.1659-0.14491i,0.043798-0.19277i,-0.042441-0.12167i,-0.051383-0.048123i,-0.024099-0.0037641i,0.0033858+0.016425i,0.004657+0.010383i,-0.019606+0.0045852i,-0.032901+0.012709i,-0.018406+0.019967i,0.0017714+0.014706i,0.0038056+0.0052764i,-9.4279e-05+0.010973i,0.011183+0.026072i,0.02366+0.031313i,0.020299+0.024721i,0.0062183+0.015106i
0.092934+0.092199i,0.22471+0.12388i,0.33371+0.075643i,0.31177-0.0062533i,0.1475-0.067452i,-0.11991-0.092764i,-0.35589+0.0013522i,-0.35046+0.15302i,-0.17049+0.18038i,-0.040967+0.11701i,0.0080589+0.066901i,0.022945+0.030128i,0.025903+0.023185i,0.04181+0.037053i,0.050311+0.033061i,0.031796+0.019708i,0.012091+0.013511i,0.011121+0.0062842i,0.011339-0.0054825i,9.8023e-05-0.013278i,-0.008812-0.01407i,-0.0050105-0.012183i,0.0041774-0.011302i
-0.15381+0.041185i,-0.23941+0.15875i,-0.17393+0.2669i,-0.0036029+0.17447i,0.050214-0.028863i,0.045202-0.060469i,0.12651-0.0086373i,0.15901-0.048702i,0.074497-0.073258i,0.0026322-0.033252i,-0.01796-0.0067148i,-0.01292-0.0046993i,-0.00096246-0.029105i,-0.011073-0.058978i,-0.027643-0.053272i,-0.022223-0.02976i,-0.0068276-0.015591i,0.00075306-0.0040729i,-0.0010707+0.0051984i,-0.0067829+0.010016i,-0.0056503+0.014061i,0.0031118+0.011507i,0.008154+0.00089792i
0.16409-0.15267i,0.28679-0.37043i,0.26708-0.55786i,0.10107-0.49095i,-0.012306-0.22672i,0.02296-0.045826i,0.079437-0.035988i,0.074109-0.066603i,0.056579-0.064945i,0.041982-0.060626i,0.0065344-0.05166i,-0.020006-0.017672i,-0.013742+0.013592i,-0.0011568+0.023262i,0.0028941+0.023287i,0.0034965+0.021161i,-0.00061867+0.014544i,-0.011277+0.0020311i,-0.017016-0.0055872i,-0.010969-0.00085295i,-0.0056687+0.0057104i,-0.0081843+0.009418i,-0.0089897+0.011113i
-0.10786+0.14015i,-0.19654+0.30073i,-0.25628+0.38879i,-0.22331+0.33787i,-0.1382+0.21603i,-0.14914+0.10926i,-0.21788+0.071942i,-0.20552+0.07678i,-0.1353+0.049439i,-0.086349+0.01122i,-0.049754+0.00025577i,-0.02562-0.0046417i,-0.026867-0.00053176i,-0.020541+0.008976i,-0.00063789+0.0017474i,0.0087825-0.0084833i,0.011635-0.0030818i,0.019241+0.0097563i,0.025147+0.010698i,0.018991-0.006957i,0.004143-0.021702i,-0.0031075-0.017858i,0.0028478-0.0068766i
-0.0087145-0.1323i,-0.014155-0.20755i,0.014451-0.20743i,0.057536-0.14765i,0.095937-0.10002i,0.15857-0.089437i,0.21006-0.10374i,0.19045-0.094005i,0.12995-0.035443i,0.093207+0.015685i,0.077204+0.018899i,0.061806+0.0042927i,0.050528-0.008798i,0.030587-0.018862i,0.0048639-0.016983i,-0.0081498-0.013927i,-0.013713-0.018153i,-0.016792-0.021519i,-0.013283-0.022985i,-0.0063313-0.016786i,-0.00084735-0.0041036i,0.0019361+0.001165i,-0.0013877+0.0011266i
0.079593+0.086264i,0.11298+0.14301i,0.09254+0.16973i,0.04561+0.13755i,-0.029623+0.055527i,-0.14565+0.016743i,-0.21174+0.079673i,-0.15867+0.12914i,-0.059557+0.083142i,-0.011401+0.02053i,-0.014162+0.0056066i,-0.024765+0.019145i,-0.023181+0.026708i,-0.006758+0.024515i,0.011989+0.018003i,0.02075+0.011619i,0.024496+0.0056182i,0.017635+0.0011727i,0.0015786+0.01356i,-0.0039649+0.029955i,-0.00054613+0.026934i,-0.00069135+0.014746i,-0.0020601+0.0061092i
-0.065028-0.028412i,-0.026669-0.057799i,0.072042-0.13214i,0.10315-0.16265i,0.061212-0.082717i,0.062948-0.005892i,0.081001-0.051261i,0.023261-0.098289i,-0.045884-0.043374i,-0.051806+0.014522i,-0.029951+0.012848i,-0.017364-0.0062309i,-0.013146-0.0097402i,-0.011662-0.00030148i,-0.0068819+0.0085341i,-0.00073813+0.012495i,0.00070915+0.020192i,0.0038826+0.027033i,0.012462+0.019111i,0.015373-0.00015462i,0.0081964-0.012559i,0.00091208-0.010994i,-8.3378e-06-0.0035235i
0.018693-0.059961i,-0.05728-0.065258i,-0.1576-0.02571i,-0.13742-0.0053174i,-0.025366-0.056965i,0.0034145-0.11546i,-0.03579-0.075145i,-0.024976-0.013501i,0.011357-0.027418i,0.016056-0.05425i,0.014378-0.035896i,0.026546-0.0051658i,0.034481-0.0020767i,0.022462-0.013607i,0.0027628-0.013249i,-0.0042874-0.0079847i,-0.0047778-0.013451i,-0.0095962-0.024973i,-0.014016-0.029038i,-0.011555-0.021924i,-0.0033423-0.011377i,0.0049773-0.008764i,0.0049502-0.011975i
0.029159+0.078995i,0.11211+0.089592i,0.17651+0.027907i,0.10001-0.011644i,-0.03709+0.0499i,-0.062713+0.11958i,-0.028475+0.11077i,-0.017827+0.077243i,-0.016124+0.068089i,-0.013619+0.068917i,-0.019642+0.053791i,-0.032918+0.022437i,-0.04177-0.0032095i,-0.036239-0.011452i,-0.022048-0.010685i,-0.0094314-0.0075049i,-0.00037749-0.0025519i,0.0060523+0.0023125i,0.0051352+0.0088801i,0.0012581+0.019006i,0.0015178+0.021686i,0.00045241+0.016684i,-0.00084958+0.013951i
-0.087025-0.060317i,-0.18679-0.019562i,-0.20141+0.10333i,-0.065324+0.13554i,0.052376+0.0032453i,0.053571-0.11284i,0.048107-0.14953i,0.052053-0.16314i,0.0341-0.14879i,0.015107-0.12276i,-0.00572-0.09452i,-0.017828-0.044938i,-0.0016921+0.0063616i,0.025327+0.028525i,0.038054+0.023376i,0.031896+0.014161i,0.017073+0.011654i,0.002085+0.0138i,-0.0036718+0.011499i,-0.0015672-0.0022557i,-0.0019319-0.01286i,-0.0041333-0.012376i,-0.0042888-0.0062265i
0.12946-0.0024548i,0.24916-0.097949i,0.24793-0.23432i,0.1075-0.2201i,0.010072-0.044599i,0.014477+0.092986i,0.017732+0.1355i,0.0036262+0.14061i,-0.0034972+0.12412i,0.0030756+0.098842i,0.027819+0.060116i,0.036168+0.012929i,0.011482-0.016119i,-0.02207-0.023015i,-0.041029-0.016518i,-0.038794-0.0077477i,-0.0207-0.0079123i,0.0011108-0.019946i,0.008915-0.02985i,0.003405-0.02124i,0.00078139-0.0052226i,0.0028492-0.00052345i,0.0019045-0.0064666i
-0.14546+0.059562i,-0.23474+0.1884i,-0.20235+0.28353i,-0.078916+0.19855i,-0.021726+0.014842i,-0.069515-0.097311i,-0.12131-0.10165i,-0.10691-0.044766i,-0.034593+0.0059561i,0.026182+0.0093702i,0.033999+0.006857i,0.031647+0.014713i,0.043276+0.0058057i,0.051796-0.0058422i,0.050429-0.0048761i,0.040701-0.00091425i,0.022961+0.005718i,0.0035736+0.019809i,-0.0026291+0.032147i,0.0043569+0.030473i,0.012439+0.020623i,0.015264+0.013051i,0.012196+0.008503i
0.11663-0.11285i,0.16519-0.25301i,0.12145-0.31849i,0.034074-0.21012i,0.0087746-0.039889i,0.056604+0.059957i,0.12008+0.086681i,0.1371+0.040684i,0.072105-0.033925i,-0.012023-0.051465i,-0.045288-0.029715i,-0.049946-0.011246i,-0.048403+0.0087632i,-0.038093+0.017041i,-0.0267+0.0094722i,-0.016652+0.0051218i,-0.0065582+0.0018631i,0.00026337-0.0082685i,0.0011627-0.014792i,-0.0032811-0.0099102i,-0.0086324-0.00046127i,-0.0083064+0.0057491i,-0.0030757+0.00384i
-0.069886+0.15078i,-0.074653+0.29873i,0.00061442+0.34841i,0.077882+0.21716i,0.048739+0.052035i,-0.047651-0.018775i,-0.14058-0.030481i,-0.17928+0.0025023i,-0.12078+0.044906i,-0.03707+0.039779i,-0.00018071+0.01275i,0.0088404-0.0066366i,0.0034056-0.019192i,-0.0065802-0.015805i,-0.0037143-0.0067963i,0.0017633-0.005812i,-0.0014355-0.0025033i,-0.0043282+0.0042802i,-0.0048615+0.0008182i,-0.0060026-0.010107i,-0.0054468-0.015393i,-0.0050162-0.013859i,-0.0070675-0.0083179i
0.0096463-0.15677i,-0.0060887-0.31144i,-0.063051-0.35533i,-0.10214-0.24052i,-0.066157-0.1229i,-0.0078924-0.082639i,0.03983-0.07368i,0.062614-0.078882i,0.033642-0.063833i,0.0087422-0.020122i,0.013694+0.0098788i,0.018411+0.023259i,0.02447+0.024789i,0.026508+0.013582i,0.014248+0.0074803i,0.0032213+0.0070417i,-0.00041243-0.0022904i,-0.0041834-0.011946i,-0.0038754-0.0061537i,0.0016567+0.0067349i,0.0027265+0.012002i,0.0018708+0.010259i,0.005455+0.0069861i
0.035466+0.16459i,0.088967+0.30531i,0.13063+0.33687i,0.12051+0.22954i,0.071221+0.12956i,0.027096+0.098682i,0.0047841+0.088651i,0.0054714+0.083781i,0.037865+0.073963i,0.051305+0.03722i,0.018216-5.6592e-05i,-0.016893-0.012727i,-0.025441-0.011804i,-0.012513-0.0090623i,0.007821-0.0091222i,0.017514-0.0083059i,0.016153-0.00096391i,0.014084+0.0057699i,0.011004+0.0068772i,0.0052631+0.0048777i,0.0015186+0.0029173i,-0.00027173+0.0023143i,-0.0016749+0.0030234i
-0.086942-0.13046i,-0.15865-0.25079i,-0.17654-0.28592i,-0.12393-0.19851i,-0.058314-0.11412i,-0.038029-0.11975i,-0.057837-0.14541i,-0.069282-0.133i,-0.073333-0.10864i,-0.065722-0.078696i,-0.02871-0.043995i,0.011109-0.025329i,0.022164-0.023266i,0.0085869-0.018462i,-0.0084255-0.004316i,-0.013441+0.0071874i,-0.007352+0.00792i,-0.0030323+0.0015081i,-0.0051316-0.0060201i,-0.0085035-0.0089104i,-0.0084661-0.0058892i,-0.0056195-0.0023764i,-0.0024393-0.0025364i
0.11142+0.099662i,0.2201+0.19849i,0.27244+0.22796i,0.2303+0.13235i,0.15166+0.046418i,0.11263+0.072895i,0.12392+0.1257i,0.12163+0.12406i,0.081149+0.10258i,0.041111+0.091603i,0.016666+0.069666i,-0.0064033+0.040025i,-0.022321+0.02782i,-0.019677+0.026681i,-0.0090523+0.018288i,-0.0023984+0.0049446i,0.00040605-0.0024266i,0.002012-0.0019221i,0.0055332+0.0043222i,0.012552+0.0077551i,0.015159+0.00047339i,0.0071779-0.0073806i,-0.004171-0.0047763i
-0.13226-0.051813i,-0.26088-0.12231i,-0.32275-0.15418i,-0.26759-0.1026i,-0.1869-0.065679i,-0.1507-0.090743i,-0.14452-0.096184i,-0.11366-0.063912i,-0.045455-0.052917i,0.002489-0.068904i,0.0094253-0.060876i,0.014295-0.025753i,0.030926-0.0075044i,0.037201-0.0091654i,0.029367-0.0097829i,0.01801-0.0062626i,0.0082912-0.00085281i,0.0016595+0.003692i,-0.0027476+0.001903i,-0.0084153-0.0012808i,-0.010962+0.0028637i,-0.00099039+0.007067i,0.01451+0.00046185i
0.13378+0.0084494i,0.28317+0.035595i,0.3557+0.05627i,0.26927+0.045477i,0.14242+0.062824i,0.088089+0.11272i,0.088852+0.10752i,0.064222+0.060608i,0.0075005+0.044244i,-0.023813+0.05214i,-0.025383+0.040746i,-0.024095+0.015704i,-0.02703+0.0034229i,-0.027836+0.00035988i,-0.022012-0.0010465i,-0.012829+0.0014501i,-0.0061046+0.0031159i,-0.0045497+0.0013551i,-0.0057233-0.001968i,-0.0042598-0.0043669i,-0.0029506-0.0056019i,-0.0095281-0.0029743i,-0.02153+0.005989i
-0.12408+0.042682i,-0.26009+0.063019i,-0.31724+0.064404i,-0.1976+0.050299i,-0.039073-0.0029991i,-0.0081836-0.07349i,-0.064039-0.068418i,-0.070819-0.015924i,-0.014701-0.0031822i,0.023762-0.028294i,0.027445-0.038854i,0.021073-0.029043i,0.010041-0.020137i,0.0012458-0.012746i,-0.00095057-0.0033824i,-0.0005652+0.0013178i,0.0019816-0.0017259i,0.0036626-0.0064431i,0.0011387-0.0047641i,-0.0015117+0.0034788i,0.00035731+0.0075043i,0.0061478+0.0013563i,0.01183-0.0084118i
0.094638-0.067511i,0.21512-0.13648i,0.28065-0.1854i,0.1804-0.18553i,0.028796-0.12103i,-0.016949-0.037205i,0.0027812-0.018589i,-0.0075448-0.032478i,-0.037395-0.0026509i,-0.032846+0.051429i,-0.011401+0.064593i,-0.0075498+0.043148i,-0.005559+0.024883i,0.004949+0.012646i,0.012174+0.0022152i,0.0096273-0.0034919i,4.7078e-06-0.0031749i,-0.0057652+0.0030974i,0.0023774+0.0055282i,0.013679-0.002694i,0.013711-0.011061i,0.0063256-0.0089337i,0.00013054+0.00043693i
-0.052137+0.092075i,-0.13574+0.18946i,-0.18138+0.24979i,-0.11354+0.2098i,-0.031201+0.091649i,-0.027299-0.008295i,-0.034084-0.024504i,-0.00047984-0.016757i,0.031176-0.045427i,0.023105-0.084493i,-0.00042723-0.08475i,-0.0049106-0.050766i,0.00122-0.021423i,0.0012408-0.0097629i,-0.0023931-0.0051757i,-0.0023987+0.0031202i,0.0055212+0.0093973i,0.011302+0.0024051i,0.0019862-0.0070197i,-0.012707-0.0038402i,-0.016591+0.0050535i,-0.0095787+0.0048479i,-0.0023423-0.0050163i
0.020583-0.086597i,0.06533-0.20034i,0.089124-0.2627i,0.039989-0.18376i,-0.017077-0.023958i,-0.012252+0.076874i,0.0076102+0.071368i,-0.0042975+0.03651i,-0.028382+0.036185i,-0.030878+0.059156i,-0.0093627+0.060414i,0.0085106+0.029973i,0.010231-6.3029e-07i,0.0032443-0.0088868i,-0.0028065-0.0041438i,-0.0030805-0.0031363i,-0.0025863-0.0063139i,-0.0033283-0.0038998i,0.0012818+0.0014524i,0.011517+0.00093875i,0.018277-0.0045644i,0.015253-0.0040241i,0.0069925+0.006351i
0.01664+0.090768i,0.026342+0.19642i,0.053013+0.24595i,0.11196+0.14299i,0.15475-0.018617i,0.1315-0.10492i,0.087316-0.099617i,0.071385-0.058916i,0.073621-0.035715i,0.058863-0.039235i,0.023103-0.037315i,-0.004955-0.014866i,-0.010077+0.0081735i,-0.0018572+0.012961i,0.0052058+0.0029499i,0.0046625-0.0049877i,-0.00041904-0.0052534i,-0.0056955-0.003467i,-0.0086041+0.0019051i,-0.0089639+0.0093653i,-0.0087933+0.010772i,-0.0073685+0.0042384i,-0.0036002-0.0066275i
-0.036902-0.06374i,-0.08204-0.15387i,-0.12441-0.2073i,-0.15811-0.15057i,-0.17454-0.05956i,-0.16187+0.00084434i,-0.132+0.047061i,-0.097885+0.062444i,-0.06603+0.050159i,-0.033497+0.035602i,-0.0048332+0.019622i,0.0048201+0.0022521i,-0.0010548-0.0083352i,-0.0045513-0.0099153i,0.00085416-0.0047751i,0.0071429+0.0016333i,0.0084205+0.0079134i,0.010539+0.011765i,0.011661+0.0054567i,0.0067636-0.0044947i,0.0036028-0.0051065i,0.0032153+0.0023211i,0.0023243+0.0091205i
0.051237+0.035217i,0.11646+0.090482i,0.16268+0.12164i,0.14541+0.083455i,0.092382+0.039161i,0.06876+0.018596i,0.066403-0.017447i,0.044936-0.029991i,0.028401-0.009258i,0.018404-0.0021565i,-0.0023088-0.0021615i,-0.011659+0.008862i,-0.0045097+0.017146i,-0.00051536+0.013604i,-0.0034901+0.0040858i,-0.0057434-0.0010734i,-0.0035195-0.0036289i,-0.0052408-0.0076925i,-0.01154-0.0043787i,-0.0119+0.0066333i,-0.0070152+0.012863i,-0.0041361+0.01073i,-0.0047833+0.0044844i
-0.051078-0.010834i,-0.11431-0.027948i,-0.14684-0.020243i,-0.093504+0.028351i,-0.020338+0.053079i,-0.027859+0.041409i,-0.06531+0.04792i,-0.057545+0.038905i,-0.047628+0.0013327i,-0.041051-0.009451i,-0.010997-0.0049548i,0.012457-0.015734i,0.012067-0.026828i,0.010364-0.018871i,0.017223-0.00066758i,0.021802+0.005361i,0.016121+3.9558e-05i,0.010377-0.00075266i,0.013182-0.00075299i,0.013516-0.0076362i,0.0083961-0.014369i,0.005655-0.014842i,0.0053368-0.009855i
0.046089-0.013304i,0.10759-0.027278i,0.14231-0.065175i,0.10631-0.10902i,0.071237-0.10702i,0.091522-0.07397i,0.098579-0.065931i,0.059517-0.049475i,0.038607-0.004051i,0.038392+0.016938i,0.01671+0.012289i,-0.0081316+0.014834i,-0.010686+0.018143i,-0.0090171+0.0083998i,-0.016124-0.0019406i,-0.020224+0.0003095i,-0.01611+0.006236i,-0.012047+0.0047764i,-0.0137+0.0012805i,-0.016447+0.003225i,-0.0158+0.0070145i,-0.012501+0.0071625i,-0.0092561+0.0026761i
