0.00054033-0.00020398i,0.00022933-0.00011183i,0.00049328-0.00021469i,0.00042912-0.00088061i,0.00077193-0.0011064i,0.00062487-2.9222e-05i,-0.00049025+0.00065496i,-0.00047762+0.0013895i,0.00057682+0.0015928i,0.001499+0.0012153i,0.0019667+0.00035845i,0.0010505-6.053e-05i,-0.00038912-7.0544e-05i,-0.00096293+0.00010918i,-0.00061654+0.00033952i,-0.00040964+0.00030627i,-0.00045764-0.00012993i,-4.0211e-05-0.00075454i,0.00027109-9.3707e-05i,-0.00017652+0.00029379i,-0.0006629-0.00036749i,-0.00041576-0.00073557i,-3.6847e-05-8.0529e-05i
0.00092558+0.0007134i,0.0023002+0.00092499i,0.0020588+0.00078307i,0.0023341+0.00033863i,0.0027548-0.00041412i,0.0015276-0.0010767i,0.00096579-0.00062276i,0.00079256-0.00045944i,0.00023235-7.8233e-05i,-0.00029372-0.00020678i,-0.00047666-0.00025749i,-0.00016496+0.00029576i,0.00035937-9.11e-05i,0.00032148-0.00018308i,0.00044466-1.8304e-05i,0.00066621-8.2968e-05i,0.00056254-0.0001185i,0.00032138-3.0912e-05i,0.00020432-1.1903e-05i,0.00033073+3.8006e-06i,4.6766e-05+0.00044689i,8.683e-05+0.00033356i,0.0010599-0.00014596i
0.0012657-0.0012597i,0.00016613-0.0012485i,-0.00031294-0.00092526i,0.00015052-0.0011593i,0.00087941-0.0010916i,0.00045562-0.001065i,-0.00039077-0.0013614i,-0.000144-0.00094493i,-0.00026015+3.7013e-05i,-0.00063599+0.00040861i,-0.00052124+0.00037287i,5.821e-05+0.00061052i,1.9614e-05+0.0012621i,-0.00013753+0.0017944i,-0.00016893+0.0013427i,-0.00050672+0.00019048i,0.00014277-0.00080823i,0.00031595-0.00031033i,-9.4946e-05-0.00030278i,0.00038567-0.0004896i,0.00044724+4.1713e-05i,4.5631e-05-0.00021516i,0.00041698-0.00036014i
-0.0021405-0.00014406i,-0.0018108+0.0011035i,-0.0010242+0.00048159i,0.00048915+5.3305e-06i,0.0021035-6.9751e-05i,0.0032524-0.00064511i,0.0026301-0.0015783i,0.00058346-0.001222i,0.00040792+3.7187e-05i,0.00075755+0.00084301i,0.00024773+0.00054651i,0.00026738+7.8783e-05i,0.00076669-0.00021625i,0.00011241-0.00061016i,-0.00061784-0.00066029i,-0.00020591-0.00055512i,-0.00035674+7.9608e-05i,-0.0011711+0.00031252i,-0.0012427-0.00019654i,-0.00011288-0.00045969i,0.00062985-0.00010376i,0.0012689+0.00016963i,0.00070796+0.00045398i
0.0010795-0.00020869i,0.00027986-0.00031082i,0.00079072-0.00056946i,0.0014952-0.00060651i,0.0016852-0.0015239i,0.001006-0.0015647i,-0.00023861+8.2577e-05i,-0.00069574+0.00063808i,2.3837e-05+0.00044985i,-0.00041762+0.00064896i,-0.0010538+0.00049124i,-0.0006133+0.00021543i,-0.00028146+0.00054674i,-0.00023859+0.00080397i,4.1275e-06-2.4448e-05i,-7.9026e-05-0.00065687i,-0.00052521-0.0004893i,-0.00038861-0.00057816i,0.00011219-0.00049467i,-0.00023426-0.00061051i,-4.1161e-05-0.0005443i,4.9393e-05-6.2676e-05i,-1.0626e-05-0.00062851i
0.0010869+1.2179e-05i,-0.00030057-0.0010312i,0.00043687-0.0022894i,0.0011821-0.0024499i,0.0014984-0.0015718i,0.001443-0.0011854i,0.00048466-0.001169i,-0.00013487+5.816e-06i,-0.00017079+0.0011968i,-0.00018855+0.00078167i,-0.0003993+0.00040987i,-0.00030962+0.00074066i,4.9115e-05+0.001099i,-0.00061181+0.00050952i,0.00010777-0.00036401i,0.0012545-0.00011179i,0.0010379-9.783e-05i,0.00028797-0.00067419i,-0.00050643-0.00065483i,-0.0010115+0.00020208i,-0.00062126+0.00082649i,0.00019047+0.00053652i,0.00040526-3.0969e-07i
0.00044293-3.3393e-05i,0.00072913+1.0927e-05i,0.00089826-0.00045347i,0.0016695-0.0010729i,0.0025579-0.0011195i,0.0031003-0.0011972i,0.0021544-0.0010575i,0.00025971-0.00029352i,0.00016738+0.00096704i,0.00066035+0.00097675i,0.00046728-6.8134e-05i,0.000476-0.0005763i,0.00049088-0.00045758i,0.00016839+0.00045049i,-0.00023704+0.00064527i,3.3517e-05-5.1194e-05i,-0.00024352-7.931e-05i,-0.00041456+0.0001545i,-0.00028467+0.00013058i,0.00010298-0.00029282i,0.00066183-0.00047295i,0.00058088+0.00028804i,0.00039983+1.44e-05i
0.00045321+0.0018834i,-0.00057489+0.0014869i,0.00099135+0.0010731i,0.0021174-7.5649e-05i,0.0021771-0.0014586i,0.0017256-0.002119i,6.2086e-05-0.0011876i,-0.00080041-8.8273e-05i,0.00028871+0.00049378i,0.00099805-2.4723e-05i,0.00036711-0.00051433i,-0.00094832-0.00018889i,-0.00045598-0.00058499i,0.00093162-0.00084034i,0.00063282-0.0005357i,0.00027089+0.00025098i,-0.0001468+0.00072396i,-0.00091866+0.0006341i,-0.00042963-3.803e-05i,0.00063109-0.00083766i,0.00057261-0.00061638i,0.00044841+0.00019127i,0.00064792+0.00020122i
0.00085254-0.00082469i,0.00043468-0.0013129i,0.00024014-0.001491i,0.00061302-0.0017459i,0.0012162-0.0023239i,0.0021126-0.0023416i,0.0013154-0.0018885i,-0.00038767-0.0010001i,-0.00015505+8.1802e-05i,0.00062801+0.0003613i,0.00032776+0.00062189i,-0.00036329+0.0011101i,-0.00031855+0.0011069i,0.00060787+0.00058751i,0.00070376+0.00076595i,0.00025322+0.00093826i,0.00033576+0.00066069i,0.00016589+0.00054573i,0.00010306+0.00061827i,0.00023583+0.00033904i,0.00016837+3.4752e-05i,5.6973e-05-0.000199i,0.00035493+0.00032243i
-0.0005435-0.00031423i,-0.00077232+0.00053925i,-0.00077876+0.0005937i,-0.00039652+8.9055e-05i,0.00073309-0.00032296i,0.0018589-0.00045788i,0.0014785-0.00041791i,-0.00024374-1.8496e-05i,-0.0015205+0.00086981i,-0.001028+0.00091333i,0.00040607+0.0003269i,0.00019044+0.00023408i,-0.00093984+4.5085e-05i,-0.0010342-0.0001513i,-0.0010063+1.816e-05i,-0.00079383-9.9293e-05i,-0.0010693-0.00043881i,-0.0017437-0.00020026i,-0.0012019-0.00016543i,-0.00031785-0.00032777i,-0.00034897-0.00012011i,-0.00088808-0.00015594i,-0.00028921+0.00029445i
0.00057589+0.0025576i,0.0017663+0.0026019i,0.0036392+0.0020014i,0.0041788+0.00052234i,0.0035265-0.0016968i,0.0028489-0.00246i,0.0011357-0.0014375i,-0.00054943+3.8853e-05i,2.9033e-05+0.0013192i,0.0013229+0.0010676i,0.0010533+0.00029875i,0.00038035-0.00017101i,0.0002365-0.00026709i,-5.2233e-05+0.00030077i,-0.00040438+0.00033757i,0.00013695+0.0004519i,0.0005055+0.00063839i,0.00027256+0.00073643i,0.00016545+0.0003301i,-0.00027392-0.00043708i,-0.00014707-0.00047815i,-0.00013297+0.00047937i,-0.00016667+0.001219i
0.00032936-0.00060362i,0.00071622-0.00048458i,0.0011019-0.0016049i,0.0011714-0.0025549i,0.0011688-0.0032904i,0.00099863-0.0029845i,0.00025419-0.0015053i,0.00021106-0.00080136i,0.00067017-3.3713e-05i,0.00079054+5.2726e-05i,0.0004297+0.000215i,2.6086e-05+0.00016239i,-2.392e-05+9.3352e-05i,-0.00031526+0.000229i,7.855e-05-0.00069979i,5.0059e-05-0.00083262i,-0.00010176-0.00027642i,0.00019732-0.00035474i,-0.0002356-0.00025859i,-0.00069607+0.00050433i,-0.00077725+0.0016553i,-0.0010753+0.0013019i,-0.00098251+0.00027319i
0.0015458+0.00036192i,0.0011442+0.0015103i,0.0015777+0.0016752i,0.0017507+0.00071672i,0.001955-0.0013181i,0.002279-0.0023694i,0.0010559-0.001305i,-0.00053238-0.00028855i,-0.00069452-0.00049503i,-0.00036394-0.00073044i,0.00019829-0.00044728i,0.00064225+5.4191e-06i,0.00056254+0.00044156i,-3.7826e-05+0.00013055i,-0.00039432-0.0007713i,-3.319e-05-0.00083448i,0.00013079+0.00014036i,-0.00019466+0.0007184i,-0.00062749+0.00049571i,-0.0013663-2.6796e-05i,-0.0016542-0.00029409i,-0.00069274-0.00062978i,0.00024863-0.00034828i
-0.0010674+0.00044687i,-0.00078014-0.0005978i,-0.001305-0.0011264i,-0.00038143-0.00088482i,0.00146-0.00084987i,0.0024026-0.0014407i,0.0013869-0.0012832i,-0.00062385-0.0012182i,-0.0007379+3.3323e-06i,-5.8775e-05+0.0011505i,-0.00031146+0.00072625i,-0.00072764+2.6533e-06i,-0.00044567-0.00018876i,-0.00066844+0.00047362i,-0.00069342+0.00076706i,-0.00029005-8.1969e-05i,8.7284e-05-0.00047896i,-3.3833e-05-7.3784e-05i,-0.00067433-0.00082052i,-0.00087795-0.0014682i,-0.00047895-0.00011146i,4.3257e-05+0.00051156i,-9.4375e-05-0.00097851i
0.0016648-0.0010212i,0.0012605-0.00095115i,0.0003729-0.00050276i,0.00028375+0.00045788i,0.00073883-5.0036e-05i,0.0011815-0.00064395i,0.00085706-0.0011028i,0.00042958-0.00069581i,0.00021095-0.00035533i,5.9559e-06-0.00083533i,2.7706e-05-0.00087178i,-3.2616e-05-0.00054276i,6.5833e-05-0.0002585i,0.00040829-0.00031871i,0.00016185-0.00028062i,-0.00027269-0.00065862i,0.00068798-0.0014495i,0.0013283-0.0014707i,0.0012836-0.0004851i,0.00096488+0.0006651i,0.00026+0.00079959i,8.3249e-05+0.0005976i,0.00029792+0.00044021i
0.0018457-0.0014808i,0.00079925-0.0025362i,0.00038254-0.00307i,0.00078376-0.0022258i,0.0011594-0.002273i,0.0013176-0.0020721i,0.001297-0.0012263i,0.00075483-0.00024258i,-0.00013441+0.00055275i,6.1339e-06+3.549e-05i,0.000564-0.0001731i,-6.6528e-05+0.00039964i,-0.00047884+0.00065136i,-0.00044217+0.00052966i,0.00063729+0.00015564i,0.0016344-6.2355e-05i,0.00092229-0.00031357i,3.9352e-05+3.9009e-05i,-1.4065e-05+0.00033587i,0.00036168-8.3063e-05i,0.00052852+0.00010477i,0.00053408+0.00025938i,0.00052059-0.00046049i
-0.0019513-0.00049983i,-0.001519+0.00040104i,4.6847e-05+0.0015005i,0.0015142+0.0016382i,0.0023648+0.0012919i,0.0027429+6.0143e-05i,0.0014185-0.0010074i,-0.00012538-0.0013394i,-0.00016037-0.00049325i,0.00040125+0.00044591i,0.0010092+0.00010381i,0.00022917-0.00023085i,6.6881e-05-3.964e-05i,0.00074782+0.00034563i,0.00051416+4.8461e-05i,0.00022825-0.00072535i,-0.00060856-0.00063883i,-0.001025-0.00034006i,-0.00070608-0.00014014i,-0.00023397-0.00034928i,0.00066171-0.00097637i,0.00093227-0.0008526i,-0.00045484+0.00076672i
-9.5619e-05+0.00054459i,0.00014214+0.00090584i,0.00078309+0.00073024i,0.0014729-0.00028574i,0.0024569-0.0012163i,0.0025677-0.001307i,0.00071402-0.0016162i,6.2872e-05-0.0010984i,0.00047058-0.00016285i,1.5606e-05+0.00039714i,-0.00016282+0.00061898i,-9.8793e-05+0.00040792i,-0.00079243+0.00023562i,-0.0011568+0.0003678i,-0.00087321+0.00077825i,-0.000542+0.00041923i,-0.0005693+0.00015531i,-0.00078259+0.00026208i,-0.00029095+0.00050599i,0.00015079+0.00044404i,-0.00065169+0.00027294i,-0.0012179+0.00074989i,-0.00034087+0.00093376i
-8.7771e-05-0.00077601i,0.00034991+0.00011741i,-7.9066e-05+0.0010221i,0.00057294-0.00016546i,0.0017478-0.00079881i,0.0025936-0.00097066i,0.0019733-0.0013535i,0.0001645-0.001095i,-0.0013942+0.00028853i,-0.0019877+0.0010966i,-0.0011816+0.00099077i,-0.00054761+0.00087241i,-0.00070574+0.0004214i,-0.00067321+0.00025854i,-0.00022874-7.288e-06i,-8.8393e-05-0.00030524i,-0.00043654-1.8081e-06i,-0.00061773-1.6374e-05i,-0.00068396-4.46e-05i,-0.00065332+0.00048329i,0.00011424+0.00018832i,0.00019343+0.00017237i,-0.00027105-0.00025396i
0.00036017+0.00074819i,1.4142e-05-0.00050475i,0.00015546-0.0014082i,9.9515e-05-0.001299i,0.00074484-0.0017223i,0.0018098-0.0018442i,0.00064092-0.0006151i,-0.00096702+0.00055345i,-0.00068938+0.00087462i,0.00042823+0.0011741i,0.00074647+0.00087388i,-0.0003565+0.00065274i,-0.0012483+0.00039488i,-0.00024816+3.6132e-05i,-6.1084e-05+0.0001184i,-0.0007161-6.2279e-05i,-0.00062735+0.00030312i,-0.00059165+0.00075018i,-0.0010065+0.00014822i,-0.0002405-0.00014506i,0.00062456+0.00030944i,0.00014362-0.00023212i,-0.00045336-8.1013e-05i
0.00082667+0.00038193i,0.0020195+0.00018256i,0.0025944-0.00026553i,0.0029587-0.00025347i,0.0034318-0.00055193i,0.003394-0.0016212i,0.0020713-0.0014522i,-8.0514e-05-0.00012637i,-0.00051153+0.00068625i,1.939e-05+0.00069067i,0.00058174+0.00021187i,0.00062807-4.3409e-05i,-0.00035113+0.00059766i,-0.00087487+0.00094301i,-0.000268+2.4662e-05i,0.00030961-0.00044497i,-9.937e-05-0.00024249i,-0.00016499+0.00018245i,0.00046276+0.00047416i,0.00076719-1.4489e-05i,0.00018923-0.0007528i,-0.00010594-0.00060391i,6.096e-05+9.7918e-05i
-0.00028685+8.1738e-05i,0.00036047+0.00066325i,0.0010716-0.00048749i,0.0017496-0.0017458i,0.0018031-0.0018212i,0.0014416-0.0014753i,0.00079327-0.0015605i,-0.00023312-0.00087442i,-0.0008937-7.4517e-05i,-0.00079938+8.5631e-05i,-0.00013866+0.00029999i,-0.00021098+0.00057677i,-0.00029625+0.00076742i,-6.5009e-05+0.00041309i,0.00040583-4.0356e-05i,0.00078066-4.7051e-05i,0.00031562-3.6136e-05i,-0.00012634-0.00013344i,-0.00014472+0.00039629i,-7.18e-05+0.00021961i,-2.2345e-05-0.00076742i,0.0001405-0.00052963i,0.00066664+0.00044017i
0.001289+8.4143e-05i,0.0013511-2.9991e-05i,0.0012424-0.00086081i,0.0010652-0.00077632i,0.00053948+0.00025204i,0.00074097+0.00051651i,0.001257+0.00020352i,0.00097429+0.00026522i,0.00075414+0.00073973i,7.8349e-05+0.00092602i,-8.4236e-05+0.00083291i,0.00029537+0.00075026i,0.00018206+0.0010575i,-0.00032496+0.00091992i,-0.00048851+0.00023641i,-0.00051082+9.4996e-05i,-0.00037231+6.5185e-05i,0.00046776+0.00036027i,0.0013622+0.00027303i,0.0010913-2.2789e-05i,-7.4729e-05+0.00028769i,-0.00040589+6.6649e-05i,0.00056566-0.00010696i
-0.0006164+0.00032674i,-0.0010078+0.0014398i,-0.00023161+0.0026577i,0.0011842+0.0019996i,0.0023596+0.00019229i,0.0028451-0.0011672i,0.0013294-0.0012255i,-0.00022369-0.00010639i,-0.00024558+0.00076865i,0.00033417+0.00083891i,0.00051923+0.00042543i,5.7908e-05-0.00020294i,-0.00028232-0.00024008i,-0.00019556+0.00032241i,-0.0006465+0.00034109i,-0.0010097-0.00010489i,-0.00062023+0.0003685i,0.00028049+0.00089001i,1.3784e-05+0.00066905i,-0.00028238+0.00069221i,0.00047988+0.00018721i,0.00014616+0.00021493i,0.00029989+0.0005699i
-0.001083+0.0013886i,-0.00098757+0.0015521i,-0.00023352+0.00031676i,0.0019408-0.0010342i,0.0033116-0.0013969i,0.0030579-0.0017308i,0.00096808-0.0010657i,-0.00045666+0.00016263i,-0.00056231+0.0011331i,-0.00043503+0.001311i,-0.00031758+0.0010386i,-0.0003882+0.00045975i,-0.00025365-0.00038933i,-0.00036444-0.00011822i,-0.00025811+0.00032017i,-0.00018382-0.00049099i,-0.0001572-0.00050657i,-0.0007043+0.0001208i,-0.0014548-0.00013029i,-0.0018667-0.00060965i,-0.0012745+5.4427e-06i,0.00022185+0.00014231i,0.0010498-0.00059691i
-0.0017508-0.00011971i,-0.00028901+0.00070314i,0.00024533+0.00098779i,0.00082368+0.00078715i,0.0025429+0.00033067i,0.0036752+0.00031698i,0.0024099+0.00020495i,0.00013073+0.00025041i,-0.00015973+0.00042563i,0.00017201+0.00014919i,1.2021e-05-0.00057109i,-0.0001672-0.00093776i,-3.7497e-05-0.00027536i,0.00034141+0.00038317i,0.0009254-4.473e-05i,0.00089705+0.00075084i,-5.6272e-06+0.0012199i,-0.00060853+0.00045545i,-0.00045282+0.00029885i,-0.00016115-0.00030968i,0.00019544-0.00066653i,0.00061731-0.00026721i,0.00069044+0.00017035i
0.0020003-0.00083328i,0.00011175-0.0018792i,-0.00028567-0.0022295i,0.00024948-0.0028711i,0.0014111-0.0031138i,0.0021824-0.0017863i,0.0011102-0.00033758i,7.1042e-05+0.00023715i,0.00025636+0.00054693i,0.00026978+0.00053871i,-0.00023214+0.00070278i,-0.0008395+0.00080062i,-0.00097608+0.00084015i,-0.00059598+0.00084888i,-0.00032684+5.3549e-05i,3.9802e-05-0.00021596i,0.00020618-9.1432e-05i,-0.00051236-0.00040468i,-0.00021045-0.00031677i,0.00078868+0.00059331i,0.00090754+0.0010391i,0.00027414+0.00064613i,4.0296e-05+0.00037347i
0.001304-0.0001076i,0.0013226+0.00030396i,0.0017107-6.4272e-05i,0.0019311-0.0015139i,0.0015801-0.0025336i,0.0014225-0.0025076i,0.0019069-0.0017264i,0.0012902-0.00050294i,0.00022859+0.00079378i,0.00042699+0.0010202i,0.00046797+0.00041252i,-0.00010126+0.00034359i,-0.000438+0.00075598i,-0.00019536+0.00078155i,-0.00049745+0.00045126i,-0.00050105+0.00020487i,-8.6045e-05+0.00029584i,-0.00018998+0.00051972i,-0.00025192-0.00047235i,4.3361e-05-0.00052125i,0.00016576+0.00068428i,-0.00017117+0.0011124i,-0.00013142+0.00079753i
0.00026245+0.00068595i,-0.00077489+0.00045702i,-0.00033018+0.0010942i,0.0012318-0.00020036i,0.001746-0.0015448i,0.0012841-0.001127i,0.00079035-0.00088636i,0.0002192-0.00011326i,0.00038638+0.00075093i,0.0011573+0.0011104i,0.000555+0.0011976i,-0.00040703+0.00082344i,-0.00052808+0.00081751i,-0.00051183+0.0014105i,-7.9291e-05+0.00072773i,-4.1841e-05-0.00019878i,-9.3302e-05-0.0001875i,0.00016081-0.00026476i,0.00038157-0.00020755i,0.0007649+0.00062151i,4.0823e-05+0.0008142i,-0.00057553+0.00029003i,-0.00044671-0.00030052i
0.00086076-0.00050507i,-0.00039825-0.00057729i,-0.0010218-0.00058402i,-0.00012454-0.00047089i,0.00067085-0.0004924i,0.0011404-0.00079132i,0.0011644-0.00086561i,0.00013198-0.0011193i,-0.00068513-3.729e-05i,-0.00058443+0.0010557i,0.00028858+0.0010925i,0.00075794+0.0006872i,0.0003986+0.00013418i,0.00024637+9.8527e-05i,0.00055248+0.00010056i,0.00041425-0.00074898i,-0.00022232-0.0012752i,-0.0010363-0.0012449i,-0.00090938-0.00058687i,-0.00030352+0.00052626i,-0.00027435+0.00040642i,-0.00019529-0.00065512i,0.00054277-0.001233i
-0.0019916-0.00046787i,-0.0021551+0.00046979i,-0.001974+0.00036193i,-0.00030002+0.00085334i,0.0013413+0.0010086i,0.0013065+0.00034806i,0.00051045-0.0005724i,-6.5851e-05-0.001352i,-0.00010843-0.00093921i,0.001092-0.00064224i,0.0012272+0.0001236i,4.783e-05+0.00080359i,-0.00054533+0.0011636i,-0.00036559+0.00039633i,-0.00031304-0.0010129i,-0.00029513-0.00028438i,-0.00044989+0.0012275i,-0.00056845+0.0017356i,-0.000622+0.0013911i,-0.00034937+0.00089493i,-0.000477+0.00036759i,-0.00045982+0.00055973i,-0.00019309-7.1285e-05i
-0.0015389+0.0011797i,-0.00073361+0.00063374i,0.00069802+0.0005027i,0.0020257+0.00033806i,0.0020272-0.00045961i,0.0012174-0.0012331i,5.2626e-05-0.00085276i,-0.00048855+0.00083492i,-0.00012345+0.0013749i,0.00079498+0.00093405i,0.0010994+0.0012094i,0.00016022+0.00094595i,-0.00063327+0.0005042i,-0.00068336+0.00047806i,-0.00054353+0.00077819i,-0.00090272+9.2938e-05i,-0.00080578-0.00015732i,-0.00035178+0.00044204i,-0.00032929+6.1222e-05i,-0.00065001+0.00017097i,-0.00074821+0.00059731i,-0.00083338+0.00060064i,-0.00095085+0.00047778i
-0.0013188-0.0014367i,-0.0019148-0.0015714i,-0.0018705-0.0010871i,-0.00017865-0.00025377i,0.001008-0.0014969i,0.0015814-0.0020453i,0.0014129-0.0016139i,0.00076409-0.0010356i,-0.00039973-0.00066631i,-0.0011743-0.00034541i,-0.00058323+0.00031783i,-0.00032623-6.0506e-07i,-0.0012202-0.00049481i,-0.00071813-0.00012395i,-0.00032104+2.6571e-05i,-0.00080924+0.00047388i,-0.00071079+0.00045467i,-0.00078136+0.00049782i,-0.00044195+0.00074858i,0.00065576+0.00073326i,0.00080753+0.00031507i,0.00037246+0.00015863i,1.5957e-05+0.00053256i
-0.0017206+0.00087874i,-0.00093937+0.001422i,-0.00020993+0.0015465i,0.00072836+0.00082551i,0.0018253+0.00010768i,0.0026622-6.8699e-05i,0.0013504-0.00086066i,-3.1428e-05-0.00099514i,-0.00028299+0.00024341i,-7.703e-05+0.001121i,-5.8339e-05+0.00079034i,-0.0004497+0.00062858i,-0.00085921+0.00033274i,-0.00062692-8.8998e-05i,-4.0748e-05+0.00018393i,-9.6676e-06+0.0002609i,-0.00049371-0.00027352i,-0.00052823-0.00034133i,-0.0003022+0.00023347i,-0.00015221+0.00042874i,-0.00063787+0.00022415i,-0.00083373+0.000196i,-5.1505e-05+0.00054749i
-0.00078137-0.00070296i,-0.00040391+0.00039576i,-0.0007315+0.00079186i,1.7824e-06+0.00015566i,0.0018813-0.00052431i,0.0029131-0.0012808i,0.001622-0.0017745i,6.7779e-05-0.0010596i,-0.00035255-3.6226e-05i,0.00044436+0.00027157i,0.0005769+5.3149e-05i,-0.00020581-0.00027587i,-0.00055098-9.4903e-05i,-0.00042771-2.1275e-05i,0.00014582+0.00034685i,0.00048761+0.00032013i,-0.00017935-2.8351e-05i,-0.00036422+0.00022i,-0.00040751-0.00021429i,-0.00045006-0.00053164i,-0.00076075-0.00019726i,-0.00079403-0.0001121i,-0.00040507-0.00010835i
0.00013865-0.0012388i,0.00050461-0.0011103i,0.00037007-0.00075037i,0.00030293-0.0015034i,0.0011922-0.0014609i,0.0018049-0.0013174i,0.0016448-0.0014499i,0.0010478-0.00012564i,0.00031996+0.00062014i,0.00040157+0.00035817i,0.00075709+0.00086498i,0.00065212+0.0012498i,0.00034956+0.00095236i,-4.1445e-05+0.00074707i,0.00024549+0.0007785i,0.0003571+0.00013373i,-9.8248e-05-0.00042601i,-3.6082e-05+0.00027891i,0.00032823+0.00049807i,0.00046052+0.00090572i,0.00043728+0.00096948i,0.0010843+4.2212e-05i,0.00065123+0.00012141i
-9.1214e-05+0.0010022i,-4.0046e-05+0.00047898i,0.00051624+0.00024759i,0.0011134-0.00015206i,0.0020197-0.0013365i,0.0021923-0.0018478i,0.0010291-0.001817i,0.00016431-0.0010563i,-0.00021928-0.00011594i,-0.00068257-0.00037343i,-4.0598e-05+0.00030604i,0.00020943+0.0010171i,-0.0001127+0.00095867i,-0.00042464+0.00065602i,-0.00093735+0.00052076i,-0.0016545+0.00027529i,-0.0019311-0.00025002i,-0.0016611+7.1823e-05i,-0.00080537+0.00052829i,-0.0002937+0.0002469i,-0.00035794-0.00043479i,-6.2433e-05-0.00037835i,-8.8521e-05+0.00034208i
-0.00086699-4.4885e-05i,-9.8952e-05+0.00064645i,0.00063975+0.00052125i,0.0018248-0.00075213i,0.003391-0.0014081i,0.0039639-0.0010642i,0.0020814-0.0010056i,0.00053534-0.00034209i,7.2162e-05+0.00098527i,-0.00051221+0.0010466i,-0.00058267+0.00040922i,-0.0003608-0.00019918i,-0.0001545-0.00050282i,-0.00033113+0.00042464i,-0.00017496+0.0011523i,-1.5312e-05+0.00069427i,0.00038914+0.00026192i,0.00078012+0.00071273i,0.00039359+0.00074888i,-0.00016389+0.00028575i,-5.2932e-05-0.00077311i,-0.0002894-0.0011422i,-0.00027447+6.9388e-05i
6.4748e-05-0.0009435i,0.00012898+0.00039624i,0.00020355+0.0010028i,0.0013016+9.0093e-05i,0.0024045-0.0012802i,0.00322-0.0019364i,0.0024162-0.0019533i,0.00012073-0.00098837i,-0.0014433+0.00050819i,-0.0015354+0.0016907i,-0.0013707+0.00091558i,-0.0011719-0.00025773i,-0.00068541+0.00036266i,-0.00023987+0.00046673i,-0.00019914-0.00020046i,-0.00047453+7.028e-05i,-4.4146e-05+0.00015607i,-0.00015895-0.00040598i,-0.00094339-0.00052728i,-0.00085526-0.00010788i,0.0002036+0.00063083i,0.00074196+0.00078804i,0.00035373+0.00012171i
0.00098217+0.00079605i,0.00050285+6.3187e-05i,0.0016358-0.00055223i,0.0021502-0.0022707i,0.001114-0.0039456i,0.0010344-0.003346i,0.0015637-0.0020518i,0.00064819-0.00099455i,-0.00066415-0.00056117i,-0.00045629-3.3738e-05i,-0.00010941+3.0794e-05i,-0.00029262+3.0584e-05i,-0.00032947+0.00070074i,-0.00015211+0.00021102i,0.00035495-0.00031761i,0.00028072-0.00035667i,-0.00017051-0.00048081i,-0.00046005+0.0001546i,2.4062e-05+0.00056622i,0.00053671+0.00078077i,0.00023368+0.00030132i,-2.0686e-05-0.00043734i,-0.00027215-0.00041161i
0.00017676-0.00070216i,-0.00031968-4.2624e-05i,-0.00074002-0.0005013i,-0.00031211-0.0012837i,0.0010544-0.0010204i,0.0024783-0.00062805i,0.0021976-0.00088254i,0.00069397-0.00056868i,0.0004344-0.00028517i,0.00061795+0.00016951i,8.5083e-05+0.0005494i,-0.00078848+0.00052607i,-0.00089415-0.00037021i,-0.00025428-0.00065983i,0.00060394+0.0003208i,0.00036246-0.00024968i,-0.00022537-0.0009348i,-0.00020536-0.00058877i,-7.2203e-05-0.00013293i,-0.00017447-1.3716e-06i,-0.00043793-0.00020211i,-0.00027822+0.0003585i,0.00011158+0.00082816i
0.00047755-0.0012904i,0.00033816-0.00042506i,0.00046896+4.3166e-05i,0.00086963+0.00028127i,0.0021766-0.00094403i,0.0031882-0.0019253i,0.0021979-0.0017787i,0.00037427-0.0008447i,-0.00068802+9.0498e-05i,-0.0010029+0.0001843i,-0.00070386+0.00041046i,-0.00057816+0.00054521i,-0.0004488+1.7728e-05i,-0.00035968-0.00038092i,-0.00016577-0.00055403i,-0.00046747-0.00031259i,-0.0010249-0.00073965i,-0.00066674-0.0011053i,-0.00058798-0.00063369i,-0.00041021-0.00030289i,0.00040279-0.00057109i,0.00074935-0.00010525i,9.7266e-05+0.00061514i
-0.0010276-0.0014569i,-0.0012679-0.0012822i,-0.0014458-0.00077669i,-0.00079266-0.0004752i,0.00039948+5.255e-05i,0.0013901-0.00050391i,0.0014617-0.00084792i,0.00089596-0.00017826i,0.00029717+0.00042426i,0.00053213+0.00077366i,0.00087521+0.0006202i,0.00055136+0.00042433i,6.8047e-05+0.0004093i,-0.00053573+0.0003888i,-0.00051922+0.00062302i,-0.00058887+0.00065516i,-0.00084268+0.00064696i,-0.0011453+0.00069746i,-0.0010147+0.00025812i,-7.1739e-05+0.00031328i,0.00052833+0.00058109i,0.00067899-0.0001899i,0.00033349-0.0013744i
