0.00054033-0.00020398i,0.00022933-0.00011183i,0.00049328-0.00021469i,0.00042912-0.00088061i,0.00077193-0.0011064i,0.00062487-2.9222e-05i,-0.00049025+0.00065496i,-0.00047762+0.0013895i,0.00057682+0.0015928i,0.001499+0.0012153i,0.0019667+0.00035845i,0.0010505-6.053e-05i,-0.00038912-7.0544e-05i,-0.00096293+0.00010918i,-0.00061654+0.00033952i,-0.00040964+0.00030627i,-0.00045764-0.00012993i,-4.0211e-05-0.00075454i,0.00027109-9.3707e-05i,-0.00017652+0.00029379i,-0.0006629-0.00036749i,-0.00041576-0.00073557i,-3.6847e-05-8.0529e-05i
0.00059422+0.00068829i,0.00050655+0.000581i,0.0008599+5.6612e-05i,0.0015357-8.2668e-05i,0.0022706+0.00037678i,0.0021151+0.0002038i,0.0011954-0.00065045i,-0.00060796-0.00071441i,-0.0013909-0.00034118i,-0.00034449+7.6057e-05i,-0.00016976+0.00064965i,-0.00059689+0.00047681i,-0.00058824+0.00044439i,0.0001754+0.0011422i,8.3362e-06+0.0010255i,-0.00055564+0.00050601i,-0.00090519+0.00053469i,-0.00067785+0.00032929i,-0.00041355+5.9207e-05i,0.00024471+0.00028719i,0.00099938+0.0012826i,0.00035509+0.0017061i,-0.00057904+0.00086111i
-0.0024972-0.0010244i,-0.0023787+0.00021393i,-0.0018116+0.0013996i,0.00021163+0.0017725i,0.0023366+0.0023593i,0.0032804+0.0019846i,0.0022747+0.00057061i,0.0002677+0.00019939i,-0.00025328+0.00066816i,0.0001019+0.00096607i,0.00051068+0.00086289i,0.00075105+5.6498e-05i,0.000396-0.00026093i,-0.00013609-4.0967e-05i,0.00013714-0.0007046i,0.00055546-0.00027343i,0.00066811+0.00015192i,0.00053604+9.8665e-05i,0.00033954+0.00038973i,0.00072159+0.00045035i,0.00067189+0.00058116i,0.0005978+0.00070723i,0.00047925+0.00088165i
0.0011658+0.0023019i,0.0011101+0.0016612i,0.0019965+0.0015729i,0.0029903+0.001575i,0.0035667+0.0001825i,0.0033909-0.00067029i,0.0018909-0.00041651i,0.00035202-7.0138e-05i,-0.00024992-2.1622e-05i,-0.00024895-0.00012361i,0.00054452-0.00045792i,0.00097963-0.00035744i,0.00039063-6.8984e-05i,-0.00057611-5.8366e-05i,-0.00093919-0.00076577i,-0.00099395-0.001119i,-0.0011096-0.00090675i,-0.00069083-0.00052668i,3.6373e-05+0.00034608i,-0.00023679+0.00044871i,-0.0010068+4.4267e-06i,-0.00090378-0.00035317i,-0.00084184-0.00060174i
0.00061991-0.00069995i,4.3938e-05-0.0010846i,8.9528e-05-0.0013447i,0.00054363-0.00055238i,0.0015004+0.00038946i,0.0022092+6.1618e-05i,0.0013709-0.00040422i,0.00047265-0.00062418i,0.00062099-0.00072427i,0.00044953+3.0663e-05i,-0.00052888+0.0002765i,-0.00086698+0.00037474i,-0.00047433+0.00055919i,-0.00014349+0.00054236i,-0.00058741+0.00075492i,-0.00036508+7.9583e-05i,-0.00039109+0.00014598i,-0.00054273+0.00038685i,2.7152e-07-0.00050388i,-0.0001831-0.0011711i,-0.00059638-0.001025i,-0.00042436-0.00047479i,-0.00068459+0.00016921i
0.00083872+9.7401e-06i,0.0014999+0.00070934i,0.0022609-1.7415e-05i,0.0027553-0.00094807i,0.0029617-0.0010981i,0.0025331-0.00084792i,0.0017885-0.00075325i,0.00026789-0.001179i,-0.00099713-0.00080941i,-0.00056848+0.00021675i,0.00030424+0.0001446i,0.00076583-0.00060694i,0.00053369-0.00018736i,0.00053366+0.0006401i,0.00066323+0.00052524i,-0.00049334+0.00012936i,-0.0011409-0.00016512i,-0.0003811-0.00020804i,-0.00088679-3.9747e-05i,-0.0014905+0.00023012i,-0.0012558-0.00013411i,-0.00063041-0.0004502i,0.00015886-0.00052962i
-0.0004976+0.00031605i,-0.00039312+0.0011452i,-7.376e-05+0.001817i,0.00055141+0.0020113i,0.001539+0.0020538i,0.0021481+0.0018614i,0.001328+0.0013287i,6.0661e-05+0.00074071i,-3.2407e-05+0.00027701i,0.0001696-0.00037941i,0.00013155+5.2768e-05i,-1.3554e-05+0.00059057i,-0.00067322+0.00060149i,-0.00099705+0.00067075i,-0.0013821+0.00089247i,-0.001821+0.00053174i,-0.0013208+9.385e-05i,-0.00040703+0.00032229i,0.00037501+0.00023752i,0.00046596-0.00076076i,0.00017723-0.0011364i,0.00020897-0.00083914i,0.00036378-0.00059442i
-7.343e-05+0.0013448i,0.00059872+0.00095113i,0.00079466+0.0006389i,0.0026289+0.00057032i,0.0049919-2.1929e-05i,0.0044011-0.0009987i,0.0026131-0.00085911i,0.0013307+0.00019801i,-0.00033792+0.0016159i,-0.00016795+0.001169i,0.00081216-0.00038493i,-0.00018433-0.00036124i,-0.0013179+0.00012505i,-0.00097683-0.00010784i,-0.00032839+0.00013738i,0.00012973+0.00042166i,-0.00036046+0.00052306i,-0.0010456+0.00023512i,-0.00070298-0.00037087i,-7.0521e-06+3.6508e-05i,-0.0001727+0.0004012i,-0.00094335+0.00012829i,-0.0010765+0.00013666i
0.00054009+0.00038355i,0.0010983+0.00059947i,0.0015604-0.00015619i,0.0022114-0.00067826i,0.0024256-0.00071023i,0.0018804-0.00040149i,0.001045+0.00024597i,0.00049564+0.00032012i,-0.00017697+0.00037284i,-0.0013714+0.00066128i,-0.0016195+0.00027873i,-0.00030025-0.00020284i,0.00023092+0.00029916i,-0.00076232+0.00047101i,-0.00050018-0.00021402i,0.00043959-0.00095703i,0.00031797-0.00063267i,1.85e-06-9.0149e-05i,-0.0002186-0.00018066i,0.00046728-0.00055739i,0.00045356+0.00026089i,-0.00078333+0.00075913i,3.209e-05+0.00028633i
0.00049675+0.0012433i,0.00017919+0.0012064i,-0.0012346+0.00023521i,-0.00063544+0.00025144i,0.0012826+0.0012018i,0.0022204+6.2462e-05i,0.0017785-0.0015812i,0.0009467-0.0009021i,0.0013936+0.00069188i,0.0011255+0.0010598i,0.0001257+0.00013099i,-0.00027332-7.5327e-05i,-0.0014894+0.00042615i,-0.0014336+0.00078778i,-0.00018637+0.0011502i,-0.00031226+0.00048056i,-0.00088888-0.00058017i,-0.00018277-0.00083608i,-0.00027588-0.0001913i,0.00019167+0.0004318i,0.00083126+0.00063306i,-6.0599e-05+0.00026614i,-0.00032851-0.00011608i
-0.0003921+0.00037182i,0.00012284+0.00012236i,0.0013884+0.00096106i,0.0033047+0.0010507i,0.0044758+0.00055573i,0.0036893+0.00037332i,0.0018327-0.00017636i,0.00042902-0.00058101i,-0.00038729-0.00011302i,-0.00021718+0.001207i,0.00010023+0.0018826i,0.00021186+0.0012063i,6.1367e-05+0.00064572i,-0.00096978+0.00054562i,-0.0014931-6.0848e-06i,-0.00051843-0.0008634i,-4.7198e-05-0.00081049i,4.5029e-05-0.00080386i,0.0005102-0.00070955i,0.00038859-0.00032322i,0.00023627-0.00011523i,0.00029418-0.00047429i,-8.5268e-06-0.00031103i
0.00022171-0.0001452i,0.0012293-0.00099856i,0.002144-0.0011134i,0.0028445-0.0010277i,0.002789-0.0014248i,0.0021981-0.001205i,0.0015427-0.00092541i,0.00067268-0.00091969i,-0.00017921-8.4169e-05i,-0.00021619+0.0003066i,0.0005929+0.00017283i,0.00058767+0.00012747i,8.6203e-05-0.0001044i,0.00025878-0.00019432i,-0.00041788-0.00035384i,-0.00061801-0.00044844i,4.5621e-05-0.00017264i,5.1406e-05+0.00028138i,0.00034691+0.00026667i,0.00025865+0.00027581i,-0.00011178+0.0012721i,0.0002342+0.00085932i,0.00035736-0.00025571i
0.00047479-0.00039273i,-0.00037889+0.00037325i,2.2009e-05+0.0019154i,0.0012164+0.0020265i,0.0024759+0.0010377i,0.0030997+7.4754e-05i,0.002062-9.0527e-05i,0.00013706+7.8186e-05i,0.00035524+0.00035547i,0.0010147+0.000712i,-0.00036224+6.69e-05i,-0.0012702-0.00028176i,-0.0010751+0.0007038i,-0.00085623+0.00078197i,-0.00025889+0.00085853i,0.00052657+0.0010332i,0.00044553+0.00056449i,0.00038478+4.124e-05i,0.00057654-0.00035348i,0.00050976-0.000334i,0.0003208+0.00020018i,0.00063577-5.9905e-06i,0.0007589-0.00036742i
0.0028971-0.00012007i,0.0018937-0.0015073i,0.0019123-0.0028598i,0.0019305-0.0024791i,0.0017883-0.0013035i,0.0018676-0.00052186i,0.0015032-0.00055279i,0.0013323-0.00033659i,0.0011335-0.00045254i,0.00026806-0.00090211i,-0.00034286-0.00014095i,-0.00058597+4.34e-06i,-0.001081+0.00059616i,-0.00098432+0.00098035i,-0.00014081+2.3079e-05i,0.00044598-9.7834e-06i,0.00042887+0.00089629i,0.00011315+0.0010093i,0.00047174+0.00050008i,0.00031447-4.0323e-05i,-0.000294-0.00057818i,0.00014729-0.00079341i,0.00070556-0.00068301i
0.0019657+0.0008306i,0.0020253+0.00073916i,0.0021028-0.00064792i,0.0030911-0.0020906i,0.0033273-0.002579i,0.0023852-0.0022001i,0.0011248-0.0010184i,-9.7703e-05+5.782e-05i,-7.5341e-05+0.0010168i,0.00025262+0.001423i,3.6947e-05+0.00083806i,-0.00038234+0.00015996i,-0.00056526-0.00053179i,-0.00086549-0.00025339i,-0.0010937+0.00027218i,-0.00097388+0.00035595i,-0.00097111+2.9516e-05i,-0.00095782-9.1991e-05i,-0.00023992+6.6852e-05i,0.00042844+0.00049785i,0.00048375+0.00059047i,0.00043354-0.00023795i,0.00044227-0.00048676i
-0.00027589+0.0007402i,-0.00051487+0.00025008i,-0.00014825+0.00074487i,0.0010535+0.0014714i,0.0022634+0.0014425i,0.0022413+0.00067963i,0.00077641-0.0001854i,-0.00024555-0.00024369i,-0.0004268+0.00028032i,-0.00010425+0.00078167i,0.00066437+0.00034527i,0.0008137-0.00031533i,0.00011542-0.00016727i,-0.00050571+0.00014879i,-0.00017133-0.00033702i,0.00013141-0.00035859i,-0.00014054-0.00038415i,-0.00048903-0.00092541i,3.8492e-05-1.894e-05i,0.00045998+0.00046121i,0.00041195+0.00013901i,0.00043819-0.00025483i,0.0011299-0.00030414i
-0.00010245+0.00068172i,0.00046365+0.00068877i,0.00049943+0.0009532i,0.0013033+0.00054212i,0.002259-0.00030907i,0.0024043-0.00038262i,0.0012197-0.00045733i,-0.00020165-0.00061726i,-0.00055755-0.00020197i,3.0421e-05-5.8913e-06i,0.00074946+0.00026763i,0.00044626+0.00049617i,0.00022331+0.00036302i,0.00015001+7.9986e-05i,-0.00038044-0.0005337i,-0.00046736-0.001105i,-0.00016262-0.0010338i,-0.00050497-0.00069236i,-0.00042562-0.00054696i,0.00034471+0.00026397i,0.001344+0.00048257i,0.0013089+3.2084e-05i,0.00040767-0.00031701i
-0.00057331-0.0019298i,-0.0013999-0.001262i,-0.0012422-0.0011318i,-0.00030385-0.00066845i,0.0002669+0.00028623i,0.0011017+0.00091808i,0.0011557+0.00048505i,-5.585e-05-0.00011029i,-0.0009349+1.2967e-05i,-0.00039442+0.00034676i,0.00066642+0.00031455i,0.00084007-9.5747e-05i,0.00026319-0.00034011i,-6.5112e-05+0.00033034i,-5.768e-05+0.00028819i,-0.00023535-0.00050156i,-0.00019714-0.0010006i,5.3617e-05-0.00026299i,0.00012376+0.00011299i,9.537e-05-0.00043403i,0.00044051-0.00017532i,0.00086433-0.0003147i,0.0005913-0.00084198i
-0.00038497-0.00041016i,-0.0011278+0.00072991i,-0.00053085+0.00052132i,0.0015774+0.00046205i,0.0024933+0.00042581i,0.0023785+0.00023107i,0.0014944+3.9556e-05i,-1.03e-05+7.0577e-06i,-0.00031532+0.00030499i,-0.00030042+0.00060222i,-0.00029359+0.0009032i,0.00048218+0.00034879i,0.00044068-0.00063777i,-0.00046808-0.00032843i,-0.00025432+0.00011491i,0.00037391-8.6411e-05i,-0.0004184+0.0002864i,-0.0014213+0.00023397i,-0.0011097-0.0001337i,-0.00037059+6.7156e-05i,-0.00026554+0.00024596i,3.682e-05+9.327e-05i,-0.0001582-0.00014541i
-0.00018108-0.00057656i,-0.00062993+0.00029679i,-0.0014852+0.00077226i,-0.00046618+0.00090057i,0.0019917+0.0014169i,0.0032374+0.0012725i,0.0025817-0.00027114i,0.00064443-0.0013417i,-0.00062906+0.00021462i,-0.00082479+0.0015866i,-0.00051297+0.00072994i,-0.00023653+0.0001931i,-0.00019285-0.00011264i,0.00024017-0.00019432i,0.00090159+3.7086e-05i,0.00037437-0.00060274i,-0.0001521-0.00082387i,-0.00043138+0.00046376i,-0.0008592+0.00068091i,-0.00060017+3.034e-05i,-0.00032323-0.00018206i,-0.00012155+0.00023741i,-0.00017576+0.00061587i
0.00056264-0.00092453i,0.00024423-0.00012107i,0.0011698-0.00055234i,0.0020456+4.4774e-05i,0.0026055+9.0712e-05i,0.0027061-1.4696e-05i,0.0021236+0.00029376i,0.00086911+0.00010683i,-0.00042551+1.8946e-05i,-0.00047812+0.000266i,-0.00026753-0.00020325i,-2.3164e-05-0.00052822i,5.1178e-05+3.3226e-05i,-0.00045441-0.00037617i,-0.00059996-0.000356i,-0.00019782-0.00066187i,0.00063819-0.00080331i,0.00090198-0.00035619i,0.0007318-0.00013664i,0.00021445+3.326e-05i,-3.6152e-05-0.00044331i,0.0003357-0.00099159i,0.00016417-0.0012128i
-0.00056335+0.0014021i,-0.00033956+0.0011903i,-0.00090871+0.00058014i,-0.00034273-5.0249e-05i,0.0013857+0.0002098i,0.0023445+0.0010846i,0.0018341+0.0010103i,0.0004867-0.00072116i,-0.00047111-0.00052911i,-0.0010041+0.00037179i,-0.00046344+0.0001196i,0.00017536-0.00042752i,0.00037261-0.00089934i,0.00070245-0.00046178i,0.00072367+0.00014359i,0.00064642-0.00033302i,8.0487e-05-0.00099003i,-0.00061797-0.00050939i,-0.00081255+0.00010288i,-8.5729e-05-0.00029449i,0.00069957-0.00080231i,0.0003152-0.00021616i,-0.00017331+0.00056822i
0.00099406+0.00037688i,0.0006386+8.8869e-05i,0.0003302-0.00052971i,0.0013806-0.0005859i,0.0023711-0.00051838i,0.0023873-0.00048447i,0.0017198-0.00044327i,0.00081774-0.00069158i,0.00068433+0.00037002i,0.00019299+0.0010867i,-0.00049658+0.0014257i,-0.0007986+0.0011922i,-0.00095528+0.00042304i,0.00027696+0.00030898i,0.00088146+7.9487e-05i,4.5759e-05-0.00029684i,-0.00050842+0.00024921i,-0.00095789+0.00047575i,-0.00075003+0.00034609i,-0.00017269-0.00013125i,0.0002032-0.00055662i,0.00017138-0.00011205i,0.00030479-0.00039674i
-0.0014311+0.00020552i,-0.00042514+0.00087481i,0.00015874+0.0018167i,0.00045322+0.0026007i,0.0011284+0.00227i,0.0014556+0.001373i,0.00071507+0.00067892i,-0.0010975-0.00070509i,-0.0013718-0.001193i,-0.00049047-0.00035667i,-0.00035177+4.4984e-05i,-0.0001496-7.3589e-05i,0.00040866-0.0003911i,0.00038132-0.0010258i,-0.00049105-0.0011117i,-0.00074027-0.00098893i,-0.00020538-0.00051566i,-0.0001118-0.00068076i,-4.015e-05-0.00066919i,0.00042439-1.3439e-05i,0.00017334-0.00029374i,-0.00046844-0.00091374i,-0.00013849-0.00062871i
0.0012707-0.0016477i,0.0012927-0.001141i,0.0016909-0.00082418i,0.0013968-0.0021806i,0.002353-0.0029461i,0.0025647-0.0015888i,0.0015763-0.00092089i,0.00088558-0.0012593i,0.0010578-0.00019152i,0.00088849+0.00049474i,0.00017193+0.00041768i,-0.000231+0.00056488i,-3.6186e-05+0.00038147i,0.00062304+0.00078665i,0.00051055+0.00061468i,-0.00019628-0.00031073i,-0.0011313-0.00040697i,-0.001959-0.00033621i,-0.00098099-0.00048887i,0.00045395-0.00012431i,0.00037875+0.00036465i,0.00019728+0.00044016i,0.00082696+7.1392e-05i
0.0014695-0.0016845i,0.0016597-0.001269i,0.00091465-0.00040704i,0.0003234+0.00036832i,0.00090786+0.00053582i,0.0020081+0.0010225i,0.002348+0.00073444i,0.0016386+0.00039746i,0.00098212+0.00090282i,0.00082602+0.00032107i,0.00051467-0.0003179i,0.00035457+0.0002152i,0.00010169+0.00024578i,-0.00059897-0.00015463i,-0.00065603+0.00024428i,-0.00035902+0.0006251i,-0.00041976+0.000492i,-0.00043638+0.00030229i,-0.00027235+0.00042061i,-0.00066381+0.00079881i,-0.00057628+0.00073412i,0.00047182+0.00073978i,0.0008165+0.00068971i
0.00044769+0.00078904i,0.0011723+0.0017783i,0.002124+0.0017011i,0.0025618+0.00091276i,0.0024764+6.8844e-05i,0.0024974-0.0015074i,0.002465-0.0017215i,0.0012193-0.000834i,7.2556e-05+0.00010166i,3.0431e-05+0.0004462i,0.00011051-3.4792e-05i,0.00026427-6.305e-05i,-1.69e-05+1.1206e-05i,-0.0011043+0.00050534i,-0.0010064+0.00092093i,-0.00052147+0.000103i,-0.0008064-0.00068763i,-0.00091662-0.00042181i,-0.001031-0.00025973i,-0.00079595-7.0511e-05i,-0.00050349-0.00014366i,-0.0001836-0.00045738i,-0.0002971-0.00020915i
-0.0012739+0.0020354i,-0.00081822+0.0020823i,0.00050897+0.0023267i,0.0024082+0.0016022i,0.0032439+0.00033566i,0.0032302-0.00010945i,0.002174+0.00014966i,-3.1272e-05-0.00031567i,-0.00042295+0.00032278i,0.00068734+0.0015023i,0.00036685+0.00078907i,-0.00059411+0.00077198i,-0.00092302+0.00099248i,-0.0012416-0.00053676i,-0.0014128-0.00082525i,-0.001087+0.000384i,-0.00040112+0.00024619i,-0.00059722-0.00050672i,-0.0013655-0.00034576i,-0.00089069+0.00019944i,-0.00028656+0.0001358i,0.00016943-0.00021494i,0.00055632-0.00019578i
0.0031401+0.00015592i,0.0033741-0.00078656i,0.0036051-0.0010045i,0.0035263-0.00061122i,0.0024998-0.0011319i,0.002271-0.00084063i,0.0021037-0.00030434i,0.0011062-0.00070029i,0.00011276-0.00061089i,-0.00071659-0.00010735i,-0.0011901+0.00055472i,-0.00073371+0.00069962i,-0.00050798+0.00056156i,-0.00079633+0.00058211i,-0.00088725+0.00039798i,-0.00051129-0.00019541i,-0.00035295-0.0007593i,-0.00020272-0.00030262i,-7.0011e-05+0.00025212i,-0.00042645-5.1449e-05i,-0.00029531-0.00018073i,0.00015558+0.00012664i,7.1219e-05-0.0002084i
-6.8085e-07+0.00059999i,9.6557e-05+0.00043913i,0.00017421+0.00065327i,0.00050973+0.00032563i,0.0010952-6.3088e-05i,0.0015848+0.00024652i,0.0011308+0.00024235i,0.00024104+0.00042283i,-0.00031856+0.00085498i,-0.00033074+0.0010776i,-0.00088365+0.00032014i,-0.00066371-0.00056821i,-0.00018839-0.00057204i,-0.00023314-0.00037734i,0.00016833-0.00016686i,0.00015364+0.00032914i,-0.00037725+0.00056874i,-0.00078016+0.00062776i,-0.00027016+0.00025055i,-0.00017988-5.3816e-05i,-0.00087024-0.00010525i,-0.0012102+6.9424e-05i,-0.00069259-5.5572e-05i
-0.000254+0.00046554i,-0.00021202+0.00082776i,6.0513e-05-0.00048188i,0.0013751-0.0010136i,0.0027+2.0751e-05i,0.0033654+0.00049471i,0.0027713+0.0004344i,0.00078483+0.00033683i,-0.00068903-0.00027782i,-0.00053133-0.00052606i,-0.00015946-0.00028259i,-0.00024287+0.0002773i,-0.00011933+0.00094283i,0.00017741+0.0012199i,-0.00022562+0.00054105i,-0.00055839+0.00011187i,-0.0010116+0.00067293i,-0.001291+0.0014017i,-0.00043164+0.00076078i,0.00021837-0.00042722i,5.9071e-05-1.879e-06i,-0.00040843+0.00048863i,0.0002759+0.00041523i
-0.003213+0.0011284i,-0.0021024+0.0016082i,-0.00084725+0.0030347i,0.0013297+0.0042697i,0.0035098+0.0032201i,0.0043867+0.00095073i,0.0027729-3.1243e-05i,-0.00025499-6.3628e-05i,-0.0014713-0.00011498i,-0.00022699-0.00031091i,0.00014675-0.00038599i,-0.0005071+3.0033e-05i,-0.00025146+9.6531e-05i,0.00014466-0.00023562i,-0.00020406-0.00059583i,-0.0010571-0.0013056i,-0.0014184-0.0010164i,-0.00083667-0.0001572i,-0.00062639+2.1369e-05i,1.8997e-05-1.2356e-05i,0.00019344+3.0513e-06i,-6.8996e-05-7.9081e-05i,7.6057e-06-0.00012501i
-0.00077611+0.002604i,0.00023834+0.0020695i,0.001892+0.0018946i,0.0030716+0.0015654i,0.0042379+0.00058437i,0.0041606-0.0010011i,0.0023862-0.0018433i,0.0003577-0.00099649i,-0.0010295+0.00018493i,-0.00059711+0.00024121i,0.00055848-0.00031757i,0.00032719-0.000138i,-0.00061461+0.00017737i,-0.0014516-6.1312e-05i,-0.0012247-0.00034145i,-0.00013168-0.00033732i,2.4341e-05-0.00024146i,-0.00038212-0.00013461i,0.00042399-3.8186e-05i,0.00068717+0.00010846i,-0.00027471-5.4524e-05i,-0.00056259-0.00039875i,-0.00028482-0.00083092i
0.00063633-0.00065081i,0.0011285-0.00092651i,0.0012816-0.0010947i,0.0014117-0.0010065i,0.0016773-0.00047187i,0.002436-4.3968e-05i,0.002648+0.00010667i,0.0012594+0.00016128i,0.00050487+0.00060318i,0.00022385+0.0012447i,0.00071574+0.00089979i,0.0011056+0.00024416i,3.4459e-05-3.4631e-05i,-0.00091257-0.00069312i,-0.00089674+0.00012087i,-0.00010651+0.00093788i,-0.00018088+0.0007864i,-0.00038655+0.00055749i,-0.00011341+0.00050607i,-0.00028885+0.00082057i,-1.5505e-05+0.00063683i,0.00020373+0.00051148i,-0.00077127+1.1914e-05i
0.00015196+0.001587i,0.00012409+0.0014273i,0.0013891+0.00099665i,0.0026949+0.00088605i,0.0032006+0.00057576i,0.0029774-0.001196i,0.0023834-0.001587i,0.0011073-0.00077616i,-0.00015561-0.00047199i,-0.00024887-0.00060067i,-0.00043694-0.00028485i,-0.00097538+0.00026885i,-0.00088376-0.00045811i,-0.00044796-0.00053501i,-0.00067255-0.00025396i,-0.00022952-0.00049108i,9.4536e-05-0.00041038i,-0.00059578+0.00061974i,-0.00064081+0.00090956i,-0.00031026+0.00060198i,0.00037008+0.00020855i,0.0015883-0.00021682i,0.0012595-6.3389e-06i
0.00035319+0.00016155i,0.00019003-0.00016399i,0.00054124-0.00052387i,0.00093441+0.00039966i,0.00094104+0.00081808i,0.0014783+0.0003093i,0.0018068-0.00037021i,0.00082863-0.00044418i,-0.00019359+0.00021128i,-0.0003647+0.00051391i,-0.00038131-0.00016605i,-0.00024856-0.00084531i,-0.00034557-0.0002766i,-0.00053048-0.00036048i,-0.00094269-5.7056e-05i,-0.00098413+0.00044816i,-0.0011509-0.00022847i,-0.0010832-0.00045862i,-0.00029794-0.00032777i,0.00034419-0.00021828i,0.00084429+3.5946e-05i,0.00075992-0.00091882i,0.00040903-0.0014992i
0.00013981-2.9498e-05i,-6.0493e-06-0.00054924i,0.00078891+3.0001e-05i,0.0023365+0.00056647i,0.0031286+0.0014995i,0.0023415+0.00087651i,0.001318-0.0006797i,-1.4084e-05-0.00044792i,-0.00099204-0.00017818i,-0.00085507-0.00020595i,-0.00071598+0.00053495i,-0.00082112+0.00015483i,-0.0014004-0.00090723i,-0.0012932-0.0010215i,-0.00057276-0.00046903i,-0.00035093-0.00054708i,-0.00061513-0.00103i,-0.00060659-0.00085905i,-0.00011401-0.00048958i,0.00013978-9.5453e-05i,5.454e-05-0.0003094i,9.9182e-05-0.001068i,-2.9281e-05-0.0011524i
-0.001005-0.00082286i,-0.0015528-0.00023827i,-0.0012527+0.00011536i,8.2582e-05+0.00062327i,0.0010626+0.0012683i,0.0019416+0.0003101i,0.0016844-0.0010861i,0.00072868-0.0009963i,0.00033104-0.00030024i,3.8201e-05+0.00012405i,-1.0428e-05+0.00093583i,-0.00018025+0.00061553i,-0.00057921-0.00049071i,-0.0004858-0.00096659i,0.00035694-0.00084836i,0.00033218-0.0007205i,0.00011292-0.00022334i,0.001113+0.00086501i,0.0010708+0.00035482i,-6.8637e-05-0.00041604i,-0.00045837-0.00011765i,0.00041037-0.00011882i,0.00039412-5.4171e-05i
0.0008655-0.00093546i,0.00074975-0.00064085i,0.0006663+0.00069192i,0.0012362+0.0013009i,0.001566+0.0016142i,0.0013182+0.0011922i,0.0011132+0.00037436i,0.00063241+2.5035e-05i,0.0003595-0.00016259i,7.9845e-05+0.00028051i,-0.00048541+0.00040574i,-0.0006265+0.00028137i,-0.00021681+0.00021046i,-0.00065444+0.00024625i,-0.0013223+0.00048288i,-0.0011866+8.4314e-05i,-0.00096531-0.00022256i,-0.00042581+0.00027144i,0.00059001+0.00057596i,0.00099158+0.00072852i,0.00036565+0.00066957i,-0.00015014+0.0005297i,-0.00013498+5.1029e-05i
-3.2004e-05+1.0304e-05i,0.00029422+0.00056802i,0.00065997+0.000664i,0.0022284+0.0015404i,0.004075+0.0017061i,0.0041212+0.00061805i,0.0023988+9.4247e-05i,0.00045567+0.00053198i,-0.00063827+0.00090225i,-0.00024034+0.00048185i,-0.00019788-4.7935e-05i,-0.00022992+0.00018261i,-0.00018565+0.0002577i,-0.00012908+0.00074165i,-0.0001628+0.00058156i,-2.7306e-05-0.00026556i,0.00027428-0.00061479i,-0.0004203-0.0010094i,-0.0016018-0.0011925i,-0.001638-7.3849e-05i,-0.00033133+0.00022071i,0.0005747-0.00010716i,-0.00023817+5.4647e-05i
0.0018733-0.00028704i,0.0013447-0.0008573i,0.0017617-0.00094995i,0.0022027-0.00016438i,0.0032371-0.00044876i,0.0032471-0.000413i,0.00077443-0.00026186i,-0.00094018-0.00034235i,-0.0014158+0.00018048i,-0.001136+0.00018779i,-0.00040928-0.00020565i,-0.00012963-0.0003104i,0.00015941-0.00010176i,0.0003646-0.00039395i,0.00081949-0.00051727i,0.0013122-0.00024448i,0.00064614+0.0002108i,-0.00076388-0.00013779i,-0.00029106-0.00073372i,0.00083684-6.8998e-05i,0.0004958-0.00042592i,0.00010745-0.00105i,0.00020401-0.00058366i
0.0011836+0.00044155i,0.00070569-0.00022183i,0.0010604-0.00050909i,0.0014096-0.00056579i,0.0014111-0.00047636i,0.0013395+0.00023198i,0.001051+0.00060082i,0.00078681-9.075e-05i,0.00079008+7.6356e-05i,0.00031675+0.00054384i,-0.00022437+0.00030532i,1.4119e-05+6.9092e-05i,0.00013236+0.00010359i,-0.00012106-0.00029011i,-0.00042631-0.00063014i,-0.00021201-0.00048001i,0.00019925-0.00013725i,4.4665e-05-0.00013258i,-0.00033726-4.5594e-05i,-0.00036474+0.00060122i,0.00035839+0.00065276i,0.00060427+0.00026658i,0.00037306-0.00015907i
0.0015122+0.00041374i,0.00067714-0.00074621i,0.0013781-0.0012231i,0.0019625-0.0013498i,0.0017985-0.0015092i,0.0019869-0.00062943i,0.0015831+0.00044159i,0.00048726+8.3111e-05i,-0.00017167-0.00048087i,0.00034544-0.00035123i,0.00050321+9.8931e-05i,-0.00029241+0.00053113i,-0.00086532+0.0015744i,-0.00089263+0.0015581i,-0.00024209+0.00098362i,-0.00017098+0.00044534i,-0.00093938-1.0556e-05i,-0.00095685+9.097e-05i,-0.0004308+5.0496e-05i,0.00028857-0.00033596i,0.0005938-0.00040665i,0.00036228-0.00043438i,-0.00014426-2.122e-06i
0.00085739-6.5598e-06i,-0.00023168-3.6399e-06i,0.00096137-0.00021181i,0.0019669-0.00037997i,0.001186-0.00033495i,0.00058513-0.00080905i,0.00023767-0.0014565i,-4.7829e-05-0.0013304i,-0.00038498-0.00053695i,-0.00054312-0.00058665i,-0.00066096+0.00012956i,-0.00093127+0.00093887i,-0.00028819+0.0013115i,0.00064447+0.00074893i,0.00068808-0.00052445i,-0.00021502-0.0005912i,-0.00089614+0.00033645i,-0.0004162+0.00048542i,-4.3293e-06+0.00024766i,-8.9414e-05+0.00068387i,-0.00037239+0.00092731i,-0.0005512+0.00083661i,8.8167e-05+9.1834e-05i
