-0.0023658+0.00048132i,0.00036972-0.00010743i,0.0010114-0.00062195i,-0.00017441-0.00036568i,-0.0012687+0.00023553i,-0.00069643+0.0011003i,-9.4939e-06+0.0022823i,0.00028935+0.0026721i,0.0013259+0.0017777i,0.0019011+0.0011508i,0.0017014+0.00086905i,0.00089442-0.00058658i,0.00013082-0.0018904i,0.00084206-0.0016402i,0.00095426-0.00089452i,-6.4692e-05-0.00025191i,-0.00032968-0.00017296i,0.00073115+0.0002753i,0.0010894+0.00042294i,0.00050147-0.00048631i,0.00084214-0.00037557i,0.00050157+9.1757e-06i,-0.00017808+0.00036551i
-0.00021856-0.0011337i,0.00039306-4.1977e-05i,0.0014854+0.00065584i,0.0022342-0.00025064i,0.0024062-0.0017625i,0.0023409-0.0014316i,0.00049688-0.0001735i,-0.00099634+0.00066875i,-0.0010372+0.002161i,-0.00038778+0.0025772i,0.00056532+0.0018671i,0.0014425+0.0013337i,0.0023441+0.0010195i,0.001448+0.00041144i,0.00028502-0.00019175i,-0.00025882-0.00011127i,-0.0006578-9.7308e-05i,-0.00048508-6.1376e-05i,-0.00040435-0.00017339i,-0.00058978-0.00093676i,-0.00025304-0.00089785i,0.0006823-0.00019477i,0.000551+0.00023306i
-0.00081624+0.00038653i,-0.002003-0.00060209i,-0.0012727-0.00055244i,0.00020769-0.00090444i,0.00079318-0.0020956i,-9.9246e-05-0.0018358i,-1.8338e-05-0.00043716i,0.00077786+0.0013658i,0.00094674+0.0028362i,0.0014526+0.0027249i,0.0016768+0.0015884i,0.00086604+0.00058288i,0.00060238+0.00034649i,0.00030428+0.00020644i,-0.00068215+7.4931e-05i,-0.00031131+0.00080796i,0.0002878+0.0011521i,-0.00012301+0.00060735i,-1.7342e-05+0.00021797i,0.00012898-0.0001675i,-0.00021025+0.00011901i,0.00025068+0.00075352i,0.00064612+0.00042385i
0.0014869+0.00022667i,0.0030714-0.00054427i,0.0028902-0.0015451i,0.0010956-0.0026916i,-0.00034871-0.0035683i,-0.00060363-0.0032562i,9.3015e-05-0.0015839i,0.00081023+0.0002933i,0.0013298+0.0012748i,0.0017951+0.00045808i,0.0021497-0.001162i,0.00065038-0.0021643i,-0.00072608-0.0014636i,-0.00070109-0.00036384i,-0.00048904+0.00028917i,0.00011381+0.0013027i,0.00031027+0.0015865i,0.00026982+0.00099048i,0.00075498+0.0005915i,0.0001461+0.00051837i,-0.00038011-0.00018452i,0.00033526-0.00050272i,4.5063e-05-0.00020204i
-0.0011431+0.00043029i,0.00042695-0.00037032i,0.0026268+6.6237e-05i,0.0021557+0.00079647i,0.00030291+0.0012829i,4.2106e-05+0.0015736i,0.00043602+0.0012315i,0.0006275+0.00061319i,0.00079683+0.00025394i,0.00067574+5.4881e-05i,-0.00049803-0.0010632i,-0.0016803-0.0019929i,-0.0014595-0.0018712i,-0.00082133-0.0012934i,-0.00015465-0.00019351i,0.00018571+0.00065186i,-0.00014385+0.00052934i,-0.00021135-4.3102e-05i,3.3718e-05-0.00029061i,0.00020575-0.00029596i,1.0229e-05+6.6397e-05i,0.00029554+0.00016098i,0.00016295+0.00041082i
9.1374e-05+0.00098777i,0.00035331+0.0006477i,0.0011672+0.0010389i,0.0017784+0.00056401i,0.00087549+0.0001157i,0.00022488+0.000963i,-0.00022582+0.00036046i,-0.001013-0.00084137i,-0.0008673-0.00072298i,-0.0006004+0.00017006i,-0.0013746+0.00014347i,-0.0013294-0.00025304i,-0.00076159+0.000832i,-0.00096698+0.001767i,-0.00055074+0.001044i,4.1945e-05-0.0005357i,0.0004061-9.895e-05i,0.0011132+0.0010406i,0.00073716+0.0014329i,-0.00030635+0.00043667i,5.4029e-05-0.00036743i,0.00014346-0.00061671i,-0.00024015-0.00098108i
0.00080986-0.0010094i,0.00021978-0.00050369i,-6.637e-05-0.001392i,0.00033979-0.0024528i,0.00031724-0.0010945i,0.00043419+3.9531e-06i,0.00032962+0.00015827i,-0.00029865-6.821e-05i,-0.00076938+5.672e-05i,-0.00089282+0.0015951i,-0.00094601+0.0019291i,-0.00076947+0.0010125i,-0.00051793+0.00074396i,2.7259e-05+0.0004596i,-5.9085e-05+6.3778e-05i,-0.00073154-0.00042438i,-0.00023584+0.0002477i,-0.00034846+0.0011197i,-0.00038555+9.0803e-05i,0.00025863-0.00084327i,-3.833e-05-0.00092645i,-0.00029817-0.0003711i,-0.00020713-0.00043944i
0.00028926+0.00022099i,0.0018045-7.2436e-05i,0.0025134-8.4313e-05i,0.003121-0.00029517i,0.0038744-0.001327i,0.0030308-0.0020631i,0.00099418-0.00075207i,-0.00026163+0.0012471i,-0.00036899+0.0025331i,-0.00014563+0.0022741i,-0.00044516+0.0013964i,-0.00044772+0.0010121i,0.00041866+0.00099519i,0.00066049+0.00095492i,0.00018395+0.0012533i,-0.0005816+0.0014375i,-0.00099719+0.0010177i,-0.00081863+0.00012994i,-0.00093932-0.00032047i,-0.0018322-3.7446e-05i,-0.0023487+0.00027255i,-0.0014249+0.00037474i,-0.00050745+0.00010049i
-0.00051868-0.00043306i,-0.0014113-0.00053377i,-0.00082756-0.0015644i,9.198e-05-0.0017875i,0.00073271-0.0018047i,0.0013488-0.001615i,0.0014069-0.00033963i,0.0010456+0.0012802i,0.00058813+0.0017443i,0.0007306+0.0015929i,0.00036902+0.00092883i,0.00074163+0.0002924i,0.0017598+0.00042858i,0.0015891+0.00084664i,0.0008629+0.00039321i,0.00078667+0.00018868i,0.00036998+0.0011024i,-9.5115e-05+0.0010291i,-0.00014351+0.00089485i,-0.00011144+0.0013952i,-0.00062383+0.00038218i,-0.0010572-0.00034036i,-0.00048822-0.00024024i
0.0017002+0.0007248i,0.0024009-0.0011466i,0.002352-0.0035349i,0.00092795-0.0049689i,-0.0009056-0.0049331i,-0.0020854-0.0033617i,-0.0016368-0.0014888i,-0.00032195+0.00034775i,0.00022688+0.00085644i,-1.276e-05-7.922e-05i,-0.00037718-0.00047346i,-0.0005631-0.00049822i,-0.00017608-0.00033589i,0.00053656-0.00058859i,0.0010248-0.00052128i,0.00047007+2.8124e-05i,-0.00054315-2.6386e-05i,-0.00054721+0.00010882i,-0.00033711+3.3292e-05i,-0.00071866+9.4756e-05i,-0.0006748+0.00033087i,0.00019503-0.00019646i,0.00062574-0.00042453i
0.0018923+0.0024908i,0.0025691+0.0015715i,0.003326+0.00072155i,0.0041215-0.00038444i,0.002287-0.00062459i,-0.00073891-0.00093878i,-0.00092714-0.0003125i,0.00026315+0.00067902i,0.00048639+0.00049033i,0.00025371+0.00014996i,0.00010944-0.0010216i,0.000189-0.0012546i,-0.00025792-0.00097775i,-0.00021161-0.0012048i,0.00055722-0.0010664i,0.00064543-0.00054833i,0.00028276+0.00028918i,8.4082e-05+0.0004483i,0.00014122+0.00061161i,0.00021091+0.00040595i,-9.0938e-05+8.4093e-05i,0.00037196+0.00024201i,0.00065735+0.00027004i
-0.00042643-0.0018009i,-0.00034342-0.00069937i,-0.00032127-0.00089365i,-0.00038278+9.6048e-05i,-0.00052209+0.0013923i,-0.00017739+0.0024585i,-7.3185e-05+0.0023141i,-0.00067866+0.00066895i,-0.001206+0.00039626i,-0.0014391+6.6852e-05i,-0.00086702-0.00025777i,-0.00027633+0.00036418i,-0.00027631+0.00037258i,-0.000748+0.00029992i,-0.0012812+0.00011104i,-0.00072215-0.00023172i,-0.00049923+0.00015357i,-0.0009013+0.00073136i,-0.00056247+2.992e-07i,-0.00021052-9.9409e-05i,3.7149e-05+0.00015717i,-0.00041314-3.2333e-05i,-0.00076246-0.0001156i
-0.00047839-3.718e-05i,-0.0001996-0.00012184i,-0.00060061+0.00067619i,-0.00048771+0.0015852i,0.00037582+0.0022055i,0.00134+0.0025865i,0.0003812+0.0024623i,-0.00069279+0.0015794i,-0.00013781+0.0013132i,0.00025095+0.0018184i,-0.00010367+0.0014783i,-4.8707e-05+0.00046158i,0.00015888+8.7138e-05i,0.00032117+0.00065711i,0.00014952+0.0013135i,0.00014276+0.0011475i,-5.7884e-05+0.00072765i,-0.00096887-0.00023846i,-0.00060722-0.0011491i,5.0298e-05-0.00019259i,-0.00017336+0.00088028i,-0.00015307+0.0011414i,0.00034834+0.00085648i
0.0017477+0.00040846i,0.0019152-0.00082408i,0.002197-0.0025488i,0.0030738-0.002966i,0.0041034-0.0024947i,0.003766-0.00092038i,0.0020044+0.00032205i,0.00078548+0.00070188i,0.00055002+0.0013208i,0.00030116+0.0020643i,-0.00031739+0.0015335i,-0.00012461+0.00083952i,0.00029829+0.00063151i,0.00032021+0.00094618i,0.00016764+0.0014011i,0.00027628+0.00059155i,9.1819e-05+0.00030468i,-0.00031011+0.00090455i,-0.00010206-0.00016706i,-0.00028641-0.00085373i,-0.0009464-0.00069155i,-0.00081321-0.00093102i,5.6686e-05-0.00016251i
0.00068419-0.00054008i,0.00055875-0.00094388i,0.0012739-0.00075225i,0.002029-0.0010797i,0.0017458-0.0032894i,0.0022554-0.0039937i,0.0027198-0.002128i,0.0015804+0.00032462i,0.00063685+0.0010421i,0.00090695+0.0012234i,0.0014177+0.0013644i,0.0014115+0.00090823i,0.00063874+0.0012472i,0.0002531+0.0015758i,0.00041122+0.0011426i,0.00070175+0.00075779i,0.00045225+0.00078536i,-0.00019768+0.00080024i,-0.00043253+0.00040555i,0.00014285+0.0010223i,-0.0003778+0.001671i,-0.00073005+0.0012041i,-0.0006495+0.0011487i
0.00084069-0.00056139i,9.1566e-05-0.00023474i,0.0011049-0.0017157i,0.0019815-0.0030383i,0.00044604-0.0036294i,-0.00059479-0.0036983i,-0.00083872-0.0024734i,-0.00022898-0.00019545i,0.00038924+0.00096017i,7.7495e-05+0.00053439i,-0.00018041+0.00028431i,0.000413+0.00054761i,0.0011573+0.00078133i,0.0013087+0.00067468i,0.00069296-4.594e-05i,-0.0002585-0.00033092i,-0.0002312-0.00027198i,0.00063716-4.5455e-05i,0.00041451+0.00083201i,0.00010742+0.00089212i,0.0002687+0.00052466i,0.000256+0.00068308i,-0.00027082+0.00096182i
-0.0004595-0.0016342i,-0.0006048-0.0016298i,-0.00078479-0.002101i,-0.0011909-0.0014522i,-0.0017918+0.00010454i,-0.0021318+0.00089095i,-0.0013274+0.00040817i,-0.00078179-0.00012193i,-0.0017929+0.00045807i,-0.0013422+0.0013436i,0.00014793+0.00051494i,0.00084496-0.00059966i,0.0011139-0.00062971i,0.00098523-0.00050729i,-0.00011482-5.3386e-05i,-0.0012813+0.00017345i,-0.0021278+5.84e-05i,-0.001458-0.00030665i,2.0849e-05-0.00066694i,0.00056313-0.00030863i,0.00060073+0.00014971i,7.957e-05-0.00031647i,-8.744e-05-0.00055828i
-0.00015326+0.00054237i,0.0013385-8.9696e-05i,0.0015257+0.00025684i,0.0015043+0.0008754i,0.00072301+0.0013361i,-0.00041678+0.0015294i,-0.00126+0.0019832i,-0.0017824+0.0015655i,-0.00090242+0.0012418i,-9.4261e-05+0.0011397i,0.00036271+0.00058217i,0.00035617-0.00039645i,-0.00060689-0.0001949i,-0.00097085+0.00053946i,-0.0010375+0.00072264i,-0.0015492+0.0013609i,-0.00061816+0.0020873i,-0.00035039+0.00094062i,-0.00035352-2.9066e-05i,-9.1943e-05+8.5185e-05i,0.00020149-0.00018054i,0.00084178-0.00025015i,0.00021543-0.00018118i
-0.00036458-0.00063453i,-0.00064951-0.00016147i,-0.00040646+8.221e-05i,0.00052513-1.4041e-05i,0.0016954+0.0013437i,0.0019778+0.0031073i,0.00046504+0.0030803i,-0.0012825+0.0028369i,-0.001167+0.002175i,-0.00046726+0.0013587i,8.7477e-05+5.4793e-05i,0.00039411-0.001387i,-0.00053916-0.0011596i,-0.0011929-1.9105e-05i,-0.00066488+0.0001776i,-3.3118e-05+0.00066952i,0.00012913+0.0015673i,8.616e-05+0.0011i,0.00012291-0.00010677i,0.00024813-0.00023221i,-9.5303e-05+0.000197i,-0.00093887-8.8034e-05i,-0.0010431-0.00080571i
0.0024095+0.00064738i,0.0036573-0.00032339i,0.004798-0.0017381i,0.0045263-0.003359i,0.0035646-0.0042588i,0.0027856-0.002873i,0.0014864+0.00018333i,0.00039938+0.0017322i,6.9928e-05+0.0013232i,-8.0629e-05+0.00040725i,6.7589e-05-0.00051194i,-0.0002172+0.00015635i,-0.00078128+0.0012948i,-0.00047982+0.00147i,4.9733e-05+0.0013254i,0.00019181+0.00099246i,0.00053358+0.00017156i,0.00076624-0.00064273i,0.00011324-0.00056038i,-0.00030775-0.00073708i,0.00015119-0.00075353i,-0.00010642+1.6617e-05i,-0.00021951-1.5161e-05i
0.0013451-0.00066558i,0.0018677-0.0010528i,0.0031406-0.0026093i,0.0043469-0.0037048i,0.0033293-0.003784i,0.0018383-0.0035281i,0.0011717-0.0017967i,0.0010771+9.9764e-06i,0.0011912+8.6728e-05i,0.00066094-0.00013255i,0.00022415+8.436e-05i,0.00054159+0.00094181i,0.00085733+0.0011505i,0.00070524+7.2692e-05i,0.00028207-0.0005997i,-4.3129e-05-0.00062159i,-4.4896e-05-0.00026415i,-5.52e-05+0.00031636i,-7.2123e-05+0.00060574i,-3.3122e-05+0.00055264i,9.9726e-05-0.00013448i,0.00023655+0.00011437i,0.00058377+0.00065754i
-0.00039277+0.002313i,0.0003892+0.001351i,0.0023027+7.148e-05i,0.0030741-0.0021599i,0.0019956-0.0042086i,0.00031598-0.0040603i,-0.0003326-0.0026229i,-0.00031369-0.0011169i,-0.00038478-0.00073968i,-0.00016465-0.00035896i,0.00019794+5.8827e-05i,0.00027035-0.00098063i,0.00073283-0.0015679i,7.2786e-05-0.00072665i,-0.0011684-0.00014791i,-0.0014305+0.00010173i,-0.00081535+0.00029816i,-0.0003719+0.00078464i,-0.00049624+0.00064228i,4.4586e-05+0.00074471i,0.00057674+0.00058513i,0.00060325-0.00010634i,0.00067346-0.00081109i
0.0010567+0.0018895i,0.0013216+0.001153i,0.0014273-0.00037882i,0.00070743-0.00094148i,-0.00070386-0.00095886i,-0.0021994-0.0014559i,-0.0029055-0.00053291i,-0.00267+0.00050075i,-0.0022391+0.00036272i,-0.0012267+0.00083733i,-0.000433+0.00033638i,-0.00046245-0.00074075i,-0.0005426-0.0012651i,-0.00074384-0.00079408i,-0.00088655+0.00068745i,-0.00061653+0.0014257i,-0.0007626+0.0013772i,-0.0011075+0.0018095i,-0.00059362+0.001355i,1.2774e-05+0.00037357i,0.00021585-8.0801e-05i,0.00020895-0.0006636i,-0.00015598-0.0009918i
0.0015319+0.00099718i,0.0021736-0.00014519i,0.0031458-0.0018215i,0.002766-0.0024617i,0.0012037-0.00055977i,-0.0014511+0.001665i,-0.0022025+0.0017144i,-0.0016034+0.00098326i,-0.0013155+0.00090621i,-0.00050423+0.0013842i,-0.00011385+0.00074042i,-0.00036947-0.00052848i,-0.00082376-0.00087964i,-0.00068288-9.8826e-06i,0.00014013+0.00069095i,0.00033826+0.0011603i,-0.00012577+0.0018973i,-0.00083186+0.0014631i,-0.00080889+0.00044057i,-0.00032321+7.0066e-05i,-0.00077063+0.0003322i,-0.00054989-0.00015851i,-5.9556e-05-0.00053283i
0.00069261+0.00077405i,0.0028256+0.00075791i,0.0037866+0.0002442i,0.0030591-1.9621e-05i,0.0023528+0.00030931i,0.0025395+0.00074695i,0.0014536+0.0014372i,0.00027213+0.0024927i,-0.00025577+0.0028303i,0.00038814+0.0021789i,0.00037141+0.00085316i,-0.00079759+7.6226e-05i,-0.0003729+0.0006444i,0.00089434+0.00084151i,0.00066229+5.7333e-05i,0.00054358-0.00037398i,0.00099867-7.0144e-05i,0.00051294+0.00082027i,-4.2507e-05+0.00051587i,-0.0003105-9.6434e-05i,-0.00037737+0.00012187i,-0.00059029+0.00033836i,-0.00070407-2.1347e-06i
0.00046571-0.0034981i,-0.00049423-0.0030402i,-0.0016319-0.0025053i,-0.001586-0.0023581i,-0.00078405-0.0021793i,0.0017975-0.00029564i,0.0024997+0.0013254i,0.00087775+0.0023928i,0.0004912+0.0027071i,0.0011032+0.0020995i,0.0011898+0.0013573i,0.0008249+0.0016584i,0.00076788+0.001733i,0.0011293+0.00013833i,0.00076509-0.0010235i,7.2953e-05-0.0014546i,0.00011003-0.0011357i,0.00025254-0.00035163i,0.00062497-8.3599e-05i,0.00047904-0.00077809i,3.4796e-05-9.6568e-05i,0.00068047+0.0011728i,0.0006057+0.0010012i
-0.0016805-0.0005951i,-0.0011433+0.00018008i,-0.00080576+0.00017857i,-0.00032089-0.00077055i,0.00051357-0.0017694i,0.0017947-0.0024087i,0.0022467-0.0018209i,0.001505-0.00049693i,0.00064512+0.00048741i,-3.8961e-05+0.00052666i,-0.00028395+0.00029342i,0.0006333-0.00051108i,0.00062789-0.0010234i,-0.00085041-0.00070831i,-0.0010269-5.5996e-05i,-0.001084+0.00059299i,-0.00071131+0.00063781i,-0.0003096+0.00044177i,-0.00049621+0.00063011i,-0.00030299-8.2667e-05i,0.00023733-0.00039979i,0.0010726-0.00024812i,0.0014396-0.00058868i
-0.0010715-0.0022172i,-0.00081206-0.0017529i,-0.00016409-0.0014489i,0.00021954-0.0014298i,-0.0009578-0.0017467i,-0.0019548-0.0013057i,-0.00099339-0.0012727i,-0.00018814-0.0012805i,-0.00068837-0.00067487i,-0.00073078+0.00031213i,-0.00026615+0.00049413i,0.00051684-0.00023607i,0.00078485-0.00018033i,-4.6163e-05+0.00076112i,-0.00096618+0.0014435i,-0.0015292+0.0014336i,-0.0012952+0.00073953i,-0.00082299-0.00030438i,6.0963e-06-0.0004328i,0.00065314+0.00022141i,0.00036612-0.00011203i,8.7517e-06-0.00065842i,0.00077323-0.00059474i
0.00041025+0.00060204i,0.00087981+0.0019371i,0.00089781+0.0016866i,0.00013604-8.3328e-05i,-0.0010535-0.0012408i,-0.00099714-0.0016888i,-0.0014718-0.0010987i,-0.0024183-0.00011742i,-0.0027138+0.0010678i,-0.0023323+0.0018657i,-0.0011056+0.0010871i,-0.00052135-0.00073409i,-0.00073933-0.001069i,0.00015285-0.00032866i,0.00097965+0.00064933i,0.00058852+0.00085284i,0.00084092+0.00080829i,0.0010064+0.00097955i,5.3168e-06+0.00062635i,-0.00075236+0.00029411i,-0.0011424-0.00030655i,-0.0016948-0.00094468i,-0.0010915-0.0010512i
-0.00033217-0.0011503i,-0.00081971+0.00023842i,-0.00071679+0.00052404i,9.0191e-05+6.6732e-05i,0.00027826+0.0008674i,-0.00022424+0.0024819i,-0.00033064+0.002931i,-0.0010557+0.0021132i,-0.0017175+0.0015367i,-0.00091973+0.0015136i,-0.00082384+0.00075105i,-0.0010861+0.00026791i,-0.00059553+0.0014783i,0.00064678+0.0010192i,0.00088573-0.00030394i,0.00026367-0.00067669i,8.2841e-05-0.0005179i,-0.00023967-0.00035033i,-0.00013225+0.00080845i,-0.00022759+0.0012259i,-0.00076504+0.00055961i,-0.0010461+0.00041908i,-0.0013833+0.00022114i
0.0016113-0.00046678i,0.0033043-0.0027081i,0.0037424-0.0036196i,0.0033405-0.0024951i,0.0033419-0.00098036i,0.0032918+0.00093211i,0.001884+0.0023797i,0.00034451+0.0025228i,0.00010648+0.0029979i,0.00012055+0.0020633i,0.00034314+4.3916e-05i,0.00069977-0.00045284i,0.00068614+6.1937e-05i,0.00079989+2.0153e-06i,0.00087886-0.00099084i,0.00067149-0.001849i,-0.00037864-0.0015254i,-0.0011297-0.00058666i,-0.0006148-8.3013e-05i,-0.00018265+1.8687e-05i,0.00019317+0.00039758i,0.0002911+0.00094307i,0.00024937+0.00095407i
-0.00075864+0.00025899i,0.00041502+0.00040109i,0.0022835+0.00075656i,0.0028443-0.00016793i,0.0038102-0.0016905i,0.0051792-0.00088895i,0.0038037+0.00031557i,0.0012936+0.00010674i,0.0011071+0.00027974i,0.0011609-0.00025592i,-1.2041e-05-0.00057163i,-2.4975e-05-0.00042107i,0.00093267-0.00038152i,0.00033627-0.00053381i,-0.0017051-0.00064245i,-0.0016266-0.00092075i,-0.00066834-0.00021046i,-0.00031137+0.00071921i,0.00072303+0.00092655i,0.0011625+0.00052405i,0.00097804-4.075e-05i,0.00076319+0.00041622i,0.0011069+0.00019398i
0.00010949-0.00063305i,0.00011495-5.1915e-06i,0.0016016-0.0011167i,0.0026168-0.0034212i,0.0018765-0.0050945i,0.0011421-0.0048799i,0.00088251-0.0026338i,0.0005-0.00047116i,-0.00020085-0.00023719i,-0.00069543-6.9126e-05i,-0.00069672+0.00015661i,-0.00053108-0.00054447i,-0.0010944-0.00084433i,-0.0013748+0.00045779i,-0.00099128+0.0015734i,-0.00069068+0.0014939i,-0.00027342+0.0013436i,0.00035101+0.0013017i,0.00013357+0.0011184i,-0.0004423+0.00040169i,-4.7898e-05+0.00020794i,0.00045551+0.000191i,0.0010416-0.0007543i
0.00093251+0.0015879i,0.00084769+0.00048912i,0.00030562-0.00090608i,-0.0009932-0.0017861i,-0.0015037-0.0031431i,-0.0011794-0.0035946i,-0.00057927-0.0021131i,-0.00097473-0.00036798i,-0.0018498+0.00098024i,-0.0012911+0.0014358i,-0.00068631+0.00086385i,-0.00075226+0.00018661i,-0.0010219+0.00010227i,-0.0017284+0.0010472i,-0.0014838+0.0013262i,-0.00050447+0.00055496i,-0.0002618+0.00038327i,0.00024745+0.00089703i,0.00056401+0.00067901i,0.00016281+0.00031363i,-2.9796e-05+0.00018777i,-0.00024643-0.00015088i,-0.00025261-0.00081748i
0.0016531+0.00060372i,0.0029817+0.00084634i,0.003505-6.5602e-05i,0.0022985-0.0011172i,-9.2316e-05-0.0015416i,-0.0014385-0.001366i,-0.0019851-0.00014992i,-0.0023665+0.0014151i,-0.0020682+0.0013823i,-0.0010406+0.00098834i,-0.00027208+0.0005836i,-0.00061241+0.00014271i,0.00012403+0.00087575i,0.0010742+0.00055742i,0.00090327-0.0005763i,0.00030325-0.00062367i,-0.0001862-0.00065572i,-0.00013268-0.00042693i,0.00010926+0.00065346i,0.00034882+0.0016199i,-0.00026934+0.0012203i,-0.00088692-0.00038341i,-0.00080806-0.0012407i
0.0017138+0.0014656i,0.0036757+0.00078976i,0.0040091-0.00055572i,0.0032528-0.0010362i,0.0019142+9.8375e-05i,0.00059774+0.0017878i,-0.00020238+0.0024234i,-0.00069018+0.0022226i,-0.0007655+0.002156i,-0.00024687+0.0016012i,0.00035045+0.00013918i,0.001131-0.00018716i,0.0013161+0.00051226i,0.0013955+0.00041711i,0.0010446-0.00030785i,0.00082388-0.00059171i,0.0012199+0.00018499i,-9.2369e-05+0.00058415i,-0.00047223+0.000284i,0.0003146+0.00092013i,0.00014503+0.00099078i,-0.0001736+0.00086318i,-0.00034927+0.0014506i
0.0016278-0.003478i,0.0014648-0.0032332i,0.00093542-0.0025532i,0.0002825-0.001013i,0.00058964-0.00020116i,0.0018221+0.00069115i,0.0019083+0.0015369i,0.00098931+0.0022293i,0.0012391+0.0027623i,0.0011724+0.0018506i,0.00069769-2.9421e-05i,-5.8455e-05-0.00012566i,-0.00087503-9.437e-05i,-0.00026181-0.0012924i,-0.00011908-0.00077863i,-0.00089629+0.00027336i,-0.0016207+0.00048068i,-0.0018537+0.00045674i,-0.00091107-4.0651e-05i,3.4923e-05-0.00042485i,-0.00081157+0.0002054i,-0.0008762+0.00060936i,0.00069389+0.00040672i
-0.0026101-0.0016156i,-0.0011185-0.0017809i,0.0011864-0.0012075i,0.0016159-0.001334i,0.0011106-0.0012681i,0.0020089-0.00089183i,0.0023765-0.00077573i,0.0014675-2.9646e-07i,0.00037854+0.00059276i,-0.00044373+0.00029603i,-0.00057751-0.00048306i,-3.0545e-05-0.0014845i,2.2827e-05-0.0019853i,-0.00090881-0.001412i,-0.0011391-0.00048198i,-0.0011624-3.8384e-05i,-0.00029379+0.000592i,0.00025953+0.0014128i,0.0003097+0.00094332i,0.00047706+0.00030861i,0.00020441+0.00048521i,0.00026604+0.00013704i,0.00036829-0.00033995i
-0.0010938+0.0021147i,-0.00066669+0.0013702i,0.0015635+0.00032807i,0.0033706-0.0017286i,0.0041456-0.0046322i,0.0042196-0.0048806i,0.0024887-0.0028306i,0.00025937-0.0015199i,-0.00077506-0.00059601i,-0.0011215+0.00010716i,-0.0014593+0.00064819i,-0.0020181+0.00077657i,-0.0028372+0.00066663i,-0.0024385+0.00089567i,-0.00092196+0.00047103i,-9.6154e-06-9.7438e-05i,0.00034966+0.0004036i,0.00048388+0.001199i,3.0109e-05+0.001103i,-0.0004013+0.00088448i,-0.00057677+0.00069062i,-0.0010537+0.00066224i,-0.00098766+0.00038342i
3.2821e-05+0.00044788i,-0.000933+3.8978e-05i,-0.0012407-0.0023437i,-0.00085141-0.0046084i,-0.0011787-0.0052292i,-0.0031811-0.0043447i,-0.0031915-0.0026741i,-0.0017535-0.0010799i,-0.0013479+0.00021183i,-0.0012076+0.00095181i,-0.00067363+0.0017611i,-0.00046784+0.002337i,-0.0013301+0.0022437i,-0.0010146+0.001612i,5.1201e-05+0.00046286i,0.00021581-7.6632e-05i,0.00025723+0.00041746i,-8.512e-05+0.00045601i,-0.0005665-0.00014889i,-0.00039111+3.3497e-05i,-9.4455e-05+0.00055617i,0.00085078+0.00010897i,0.0012295-0.0010019i
0.00063649-7.4082e-05i,0.0012081+0.00025285i,0.00066154+0.0013762i,-0.00056907+0.00054842i,-0.0028794-0.00027378i,-0.0039752-0.00057325i,-0.0030866-0.0010307i,-0.0026798-0.00041556i,-0.0023031+0.0010195i,-0.0010565+0.0017897i,0.00038476+0.0014805i,0.0014987+0.0014072i,0.0019491+0.0018162i,0.0012147+0.0015462i,-6.2364e-05+0.000593i,0.00021477+0.00025123i,0.00036028+0.00082862i,-0.00043223+0.0011142i,-4.1734e-05+0.00083436i,0.00051296+0.00086661i,0.0005773+0.00086385i,-0.00017058+0.00042168i,-0.00096515-0.00019237i
0.00044082-0.0021185i,0.00040685-0.0014817i,3.3653e-05-0.0017893i,-0.00034388-0.0015103i,-0.00056312+0.00095287i,-0.00098495+0.0037893i,-0.00081397+0.0036551i,-0.00029653+0.0024393i,0.00045681+0.002076i,0.001339+0.0014177i,0.0017752-1.9553e-05i,0.0017518-0.00099695i,0.001919-0.00090102i,0.0011307-0.00091647i,0.00016157-9.5857e-05i,-0.00039612+0.00048493i,-0.00037659+0.00030745i,-1.1569e-05+0.00056046i,0.00039934+0.00084877i,0.00023026+0.00023321i,-4.6002e-07-0.00016023i,0.00061431-0.00059945i,0.00092872-7.9754e-05i
0.00034217-0.00012871i,0.0030891-0.00043433i,0.0057422+0.0010207i,0.0045583+0.0013368i,0.0028483+0.00088251i,0.0027604+0.0021664i,0.002069+0.0032287i,0.001129+0.0024654i,0.00079676+0.0015152i,0.001072-1.5187e-05i,0.00034274-0.0018083i,-0.00083054-0.0020606i,-0.00075116-0.0014234i,-0.00068891-0.0010328i,-0.00040225-0.00039388i,-0.00021259+0.00034285i,-0.00031363+0.00053399i,-0.00015812+0.00061338i,0.00084086+0.00047189i,0.001582+0.00028808i,0.0010073+0.00017639i,7.0668e-05-0.00019295i,-0.00015361-0.00036498i
-0.0028133-0.0013467i,-0.0029452-0.0019384i,-0.0022608-0.0018961i,-0.0011714-0.00081017i,0.00082683-0.00083062i,0.0040608-0.00084651i,0.0047262+4.5823e-05i,0.0024889+0.00069885i,0.00094193+0.00063613i,-0.00035818-6.4461e-05i,-0.0017203-0.00019907i,-0.002091-0.00050556i,-0.0016369-0.001069i,-0.0014553-0.00043944i,-0.00067222-0.00019726i,0.00032694-0.00047733i,0.00066405-0.00030646i,-1.6756e-05+0.00066178i,-0.00083539+0.0007945i,-0.00082568+0.00022904i,-0.00073378-0.0003588i,-0.00029421-0.00019154i,0.00017462+3.6976e-05i
