-0.0023658+0.00048132i,0.00036972-0.00010743i,0.0010114-0.00062195i,-0.00017441-0.00036568i,-0.0012687+0.00023553i,-0.00069643+0.0011003i,-9.4939e-06+0.0022823i,0.00028935+0.0026721i,0.0013259+0.0017777i,0.0019011+0.0011508i,0.0017014+0.00086905i,0.00089442-0.00058658i,0.00013082-0.0018904i,0.00084206-0.0016402i,0.00095426-0.00089452i,-6.4692e-05-0.00025191i,-0.00032968-0.00017296i,0.00073115+0.0002753i,0.0010894+0.00042294i,0.00050147-0.00048631i,0.00084214-0.00037557i,0.00050157+9.1757e-06i,-0.00017808+0.00036551i
0.00050513+0.00029021i,-0.00018139+0.00030323i,-0.00030786+2.4569e-05i,-0.00051146+0.00018368i,-0.00050402+0.0001658i,-0.00036863+0.00047113i,-0.00043587+0.00065447i,-0.00052585+0.00068884i,-0.0012904+0.0015879i,-0.0014971+0.0018755i,-0.00031235+0.0014208i,0.00028054+0.00066765i,-4.4061e-06-0.00037821i,-0.00044431-0.00068137i,-0.00077362-0.00034068i,-0.00051226-0.00074302i,-0.00066552-0.00086471i,-0.0006069-0.0003881i,0.00019053+0.00019062i,0.00025185+0.00056241i,-0.00068818+0.00075072i,-0.001017+0.00066325i,-0.00028575-0.00030429i
0.00070266-0.0009869i,0.0006111-0.0014092i,-1.5794e-05-0.0021838i,0.00096184-0.0015165i,0.0012549-0.0014144i,0.00051125-0.0012132i,0.00093422-0.00057658i,0.00066309+0.00028899i,-0.00019705+0.0016753i,0.00064981+0.0018295i,0.0016453+0.0017432i,0.0012424+0.0019959i,0.0005139+0.0010068i,0.00038609+0.0002987i,0.0007275+0.0002549i,0.00010092+0.00056283i,-0.00051446+0.00029285i,0.00015607-5.9758e-08i,0.00070799+4.1894e-05i,0.00043457-6.1298e-05i,0.00035547+0.00037966i,0.00054627+0.0010972i,0.00014178+0.00057887i
-0.00052357-0.0013078i,-0.001319-0.0019638i,-0.00096942-0.0034366i,-0.00072979-0.003923i,-0.0010143-0.0029708i,-0.0013788-0.00049476i,-0.00081799+0.00072861i,0.0005665+0.0006679i,0.0014621+0.0010275i,0.0018968+0.0010561i,0.0020857+0.0004451i,0.0015726+0.00060439i,0.00088767+0.0010137i,0.00022603+0.00072292i,-0.00030942+0.0002948i,-0.0002004+3.6292e-05i,3.6391e-05-0.00095287i,-3.3554e-05-0.00064773i,0.00024578+0.00051313i,0.0004049+0.00090442i,0.00067436+0.00066728i,0.0013423-0.00031704i,0.0012313-0.00083546i
3.8492e-05-0.0011724i,0.00047698-0.0025379i,9.1593e-05-0.0014509i,-0.00050051-0.0014001i,0.00030186-0.0017709i,-4.9181e-05-0.00123i,-0.0011798+0.00013772i,-0.00096194+0.0009215i,-0.00027051+0.00061165i,-2.5182e-05+0.00013735i,0.00025915-0.00037936i,0.00072769-0.00016512i,0.00065211+0.00029977i,-0.00018967+0.0003498i,-0.00025903+0.00044073i,-0.00013283+0.00093334i,-0.00017242+0.0019891i,0.00010604+0.002099i,0.00016378+0.0010371i,-0.00012756+3.6669e-05i,-0.00028217-0.00018687i,-0.00058771-0.00040744i,-0.00063581-0.00059479i
-0.00098634-0.00050903i,-0.00077526-0.00067162i,-0.00064974-0.001588i,-0.00044578-0.0014995i,-0.00029974-0.00075708i,-0.00013385+0.00060932i,6.2973e-05+0.0017759i,0.00064387+0.0011941i,0.00029652-0.00066439i,-0.00044644-0.0011368i,-0.00075442-0.00076627i,-0.00018686-0.0005347i,0.00048836-0.00064275i,0.00019665-0.00070104i,9.815e-05-0.00075521i,-3.8863e-05+8.0354e-05i,-0.00062181+0.00093717i,0.00017278+0.00060889i,0.000824+0.00071252i,0.00028032+0.00084092i,-0.00017453+0.00064394i,-0.00026832+0.00021014i,-0.00053941-0.00042698i
-0.0018787-0.0015123i,-0.00081408-0.00069862i,-0.00010848-0.00058712i,0.00064341-0.0003632i,0.0013364-0.00035374i,0.0016903+8.1042e-05i,0.0015539+0.00033901i,0.00096428+0.00033228i,-0.00070007+0.00061079i,-0.0011881+0.00090672i,8.4095e-05+0.00046582i,0.00030883-0.00069596i,7.7448e-05-0.001419i,0.0001916-0.00085799i,-0.00010279-0.0001662i,-0.00086142-0.00022981i,-0.00047887-0.00014474i,0.00010858+0.00013296i,0.00015927-0.00019715i,0.000515-0.00022873i,0.00086988+0.0004232i,0.00070861+0.00062249i,0.00067693+0.00082415i
-0.0025896-0.0011437i,-0.0017914-0.00016134i,-0.0015082+0.0002841i,-0.0010434-3.0096e-05i,-0.0003878-0.00022894i,0.00044361+6.2623e-05i,0.00021066+0.00085643i,-0.00017694+0.0011479i,-0.00068387+0.0015087i,-0.00085107+0.00219i,-0.00031301+0.0019298i,-0.0005942+0.00080888i,-0.00069293+0.00025059i,0.00028991+7.7772e-05i,0.0010858-0.0006611i,0.00039965-0.00057643i,-0.00055628+0.00031739i,-0.00061359+0.00047328i,4.1737e-05+0.00047682i,0.00028822+0.00051975i,-0.00015753+0.00053734i,-0.0007219-2.7656e-05i,-0.00083398-0.00081615i
-0.00053316+0.00027129i,-0.00057983+0.00040745i,-0.00045036-0.00035122i,-0.001019-0.0013028i,-0.0012168-0.0013654i,-0.00089124-0.0011883i,-0.00042759-0.00093306i,-0.00034668+0.00052676i,-8.6853e-05+0.0019235i,0.00075803+0.0014744i,0.0014516+0.00098869i,0.0016944+0.00086933i,0.0009618+0.00077896i,-0.00017673+0.0009786i,-0.00064046+0.00025716i,-0.00063524-0.0003242i,-0.00099657-0.00031675i,-0.00061277-0.00011165i,-0.00026298+0.00040266i,0.00030956+0.00097225i,0.00037839+0.00086874i,0.00012954+0.00041991i,0.0007151-4.9338e-05i
-0.00017128-0.0012078i,-0.00047468-0.0011616i,-3.8783e-05-0.00078559i,0.00054032-0.00044362i,0.00061891-0.00043103i,0.00037077-5.2723e-05i,-0.00023891-0.00027896i,-0.00019052-0.00021965i,0.00044839+0.00011246i,0.00098083-0.00014284i,0.00096692-0.00046713i,0.00046824-0.00036928i,-0.00010444+6.7666e-05i,-4.7447e-05+0.00032454i,-0.00031142+0.00029042i,-0.00092004-1.7641e-06i,-0.0011212+0.00033922i,-0.0014164+0.00041128i,-0.00061105-0.00041047i,0.00034663-0.00048931i,-0.00023297+0.00029888i,-0.00074763+2.0186e-05i,-0.00015847-0.00041715i
0.00072715-0.00054658i,0.0024682-0.0018441i,0.0023355-0.0026227i,0.0016042-0.0038857i,0.0015745-0.0034873i,0.00098388-0.0013832i,0.00051606+0.00045113i,0.001173+0.00075252i,0.0013065+0.00083545i,0.00015237+0.0004355i,0.00019755-0.00081133i,0.00017967-0.0014534i,-0.00019987-0.0011088i,0.0005823-0.00055035i,0.0003936+8.3479e-06i,-0.00077635+0.00077108i,-0.0011551+0.00072241i,-0.001272+0.00013327i,-0.0013372+0.00070861i,-0.00050854+0.00090613i,-2.7377e-05+0.00030053i,-0.00061105+0.00055923i,-0.00032174+0.0009892i
4.7948e-05-0.0014149i,-9.0426e-05-0.0010188i,6.4413e-05-0.00080852i,-0.00036268-0.00042153i,-0.0017821+0.00032727i,-0.0019515+0.00064174i,-0.0012243+0.00043568i,-0.00068062-6.2225e-05i,-0.00057788+0.00020591i,-0.0012296+0.00055904i,-0.00078548+3.3598e-05i,-0.00024492-0.00024596i,-0.00017276-5.2372e-05i,-0.00053182-0.00023987i,-0.00062303-0.00025363i,0.0004063+0.00083103i,0.00066843+0.00072483i,0.00035539-0.00023316i,6.8004e-05-0.00036602i,-0.0001397+0.00047982i,0.00024342+0.0013576i,0.00025474+0.00082675i,0.00047108+0.00050661i
-0.0001926+0.0013446i,0.0006983+0.00056885i,0.0019439-0.00073216i,0.0030176-0.00069836i,0.0029432+3.6652e-05i,0.0019571+0.00058729i,0.0009303+0.0012975i,0.0003362+0.0011514i,-0.00031315+0.00055608i,-0.00059934+0.00048121i,0.00029051+0.00045527i,0.00057708+0.00023458i,-0.00045407+0.00012479i,-0.00020338-4.4181e-05i,-0.00024637-0.00027568i,-0.00051839-6.524e-05i,-0.00013662+0.00050332i,0.00044519+0.00083834i,0.00048499+0.00029146i,0.00036486+0.00062285i,0.000723+0.0015042i,0.00084852+0.0012809i,0.00030844+0.00017758i
-0.00078502+0.00076722i,0.00072354+0.00051595i,0.0025259+0.0003269i,0.0022199-0.00064858i,0.0013946-0.0015054i,0.0015634-0.0017274i,0.00094774-0.00074586i,0.00015778+0.00030438i,-0.00056647+0.00095199i,-0.00028838+0.0016719i,0.00051717+0.00091877i,-0.00019329-0.00020987i,-0.00073302-0.00019482i,-0.00038887+0.00029737i,-0.00020676+0.00059972i,-0.00027693+0.0002276i,6.1483e-05-0.00030026i,0.00029411+4.1293e-05i,0.00011468+0.00036514i,-9.3606e-05+5.7769e-05i,-0.00022468-0.00045699i,-0.00055178-0.00071219i,-0.00047259-0.00030436i
0.0022947-0.00031689i,0.0015512-0.0019492i,0.0017283-0.002875i,0.0015071-0.0033537i,0.00067686-0.0037746i,0.00032933-0.0032177i,0.00023474-0.00098377i,-0.00053222+0.00054718i,-0.00033792+0.0014299i,0.00033341+0.0019763i,0.00022073+0.00082469i,9.9347e-05+0.00048736i,-1.3599e-05+0.001296i,-0.00052941+0.0012381i,-0.0015244+0.00081201i,-0.0020752+0.00026935i,-0.0014451-0.00011041i,-0.00076299+8.5418e-05i,-0.0014393+0.00041678i,-0.0018349+0.00024909i,-0.0013247-0.00019994i,-0.00033816-0.00022821i,3.9043e-05+0.00022233i
0.001464-0.002853i,0.00016229-0.003707i,-0.0015166-0.0036977i,-0.0029622-0.0034342i,-0.0036619-0.0026328i,-0.0029753-0.0018676i,-0.00090908-0.00098618i,-1.8331e-05+0.00025752i,0.00019246+0.00041152i,0.00051246+0.00023823i,0.00035708+0.00059141i,0.00041148+0.0001909i,0.00096002-0.0001899i,0.00081678+0.00054035i,9.6425e-05+0.00067338i,-8.2319e-06+0.00048661i,-8.0043e-05+0.00033207i,-0.00055405+0.00010357i,-0.00075482+7.7884e-05i,-0.00085713+9.4925e-05i,-0.00092131+0.00061688i,-0.00094675+0.00051783i,-0.00075765-0.00014776i
0.00085168+0.00087285i,0.0013829+0.0003133i,0.0023529-0.00096439i,0.0027877-0.0012402i,0.0019321-0.00089702i,0.00061539-0.00072825i,-0.00014708-0.00041846i,-0.00024296+0.00020136i,0.00023756+0.00020646i,0.00054951-0.00022271i,0.00054744-0.00012615i,0.0012378-0.00042038i,0.0010051-0.0010312i,0.00034692-0.00035078i,6.2789e-05+0.00014402i,-0.00012999+0.00049556i,0.00018533+0.0013674i,0.00038559+0.001388i,-2.2688e-05+0.0007202i,-0.00043027+0.00019319i,-0.00075645-0.00021337i,-0.00052645-0.00062643i,7.4172e-05-0.00042521i
0.00020204-0.00058758i,0.0006463+0.00013362i,-0.00030296-0.00084767i,-0.0013972-0.0022666i,-0.0010376-0.0018634i,-0.00037474-0.00049374i,-0.00026158+0.00051294i,-0.00050117+0.00091013i,-0.00040945+0.00057104i,0.00023961+0.00078137i,0.00022489+0.00056122i,-0.00020024-0.00072767i,-0.0006885-0.0011174i,-7.7236e-05-0.00070793i,0.00045672-0.000413i,-6.3254e-05-0.00038334i,0.00053523-0.00041738i,0.0010776+5.7882e-05i,0.0005347+0.0011239i,-0.00017543+0.0010233i,5.4178e-05-0.00012285i,0.00053507+9.8954e-05i,0.00071483+0.00065623i
7.5073e-05-0.0011152i,8.7407e-05-0.0007874i,-2.068e-05-0.0014327i,-0.00093591-0.00092524i,-0.0016973+0.00017554i,-0.0010504+0.00046284i,-0.00021938+0.00045819i,0.00036319+0.00037692i,0.00057424+0.00046689i,-0.00031252+0.00049169i,-0.00026658-1.6469e-05i,-0.00015921+0.00030888i,-1.8579e-05+0.00071232i,0.00029205+0.00055643i,2.5101e-05+0.00052452i,7.9001e-05+0.0008955i,0.00011086+0.00084173i,4.6061e-05+0.00045495i,-0.00021062+0.0003991i,-0.00052897+0.00011566i,-0.00023245+0.00022877i,-0.00017945-2.8698e-05i,-0.00030457-0.00047509i
-0.0010388-0.0049737i,-0.00073194-0.003689i,-0.0011568-0.0026198i,-0.001044-0.0018824i,-0.00052666-0.001046i,0.0008442-0.00024862i,0.0012576-0.00057184i,0.00042313-0.00067475i,-6.9447e-05+0.00024874i,0.00028518+0.00079615i,3.0863e-05+0.00061195i,-0.00063206+7.5079e-05i,-0.00015286-0.00045845i,0.00035692-0.00047747i,-0.00031777-0.00011804i,-0.00075692+3.0692e-05i,-0.00073308+0.00030145i,-0.00077218+0.00062304i,-0.0001571+0.00054543i,0.00041848+0.0006613i,7.0335e-05+0.00089031i,-0.00022283+0.00073668i,0.00043489+0.00051382i
-0.0012298-0.00062639i,-6.3286e-05-0.00040216i,0.00064114-0.00024583i,0.00081454-0.00042131i,0.0010069-0.00061683i,0.001027-0.0010161i,0.00072464-0.00044448i,0.00054798+0.00076426i,0.00025017+0.0021538i,0.00017517+0.0022734i,0.00032455+0.00073657i,0.00016709+0.00041301i,0.00031116+9.0963e-05i,0.00028123-0.00034886i,0.00049825+0.00039728i,0.00095325+0.00088169i,0.00017259+0.00090066i,-0.00082048+0.0013246i,-0.00046663+0.0016632i,0.00011848+0.00070683i,7.9782e-05+0.00013504i,0.00022308+0.00030579i,0.00096159+0.00036675i
0.00010933+0.00035719i,0.00097671+0.00032122i,0.0026722-2.9277e-06i,0.0026632-0.00095403i,0.0022307-0.0020737i,0.001068-0.0027436i,-7.8548e-05-0.0015093i,-0.00058572-0.00035191i,-2.9621e-05+0.00012166i,0.00048223+0.0008544i,-0.00018992+0.00023229i,-0.00013592-0.00054898i,0.0001309-0.00038687i,0.00012317+3.7728e-05i,0.00049854+0.00074347i,0.00063754+0.0008154i,0.00039684+0.00048355i,-0.00017997+0.00026228i,-0.00064626+0.00035928i,-0.00022131+0.00099519i,-3.9353e-05+0.00044594i,-0.00017186-5.8237e-05i,-0.00035721+0.00022484i
-0.00043206-0.0014256i,-0.00059807-0.0023161i,-0.00013572-0.002889i,-2.0541e-05-0.0023881i,-0.00051784-0.0015456i,-0.00074186-0.00067886i,-0.00015688+0.00022237i,0.00016915+0.00092427i,-4.9672e-05+0.00087617i,0.00026764+0.001022i,0.00030451+0.00076441i,0.00079764+0.00023738i,0.0011519-3.1638e-05i,0.0011798-0.00051859i,0.00096461-0.00060097i,0.0005088-0.00067704i,0.00024759-0.00034505i,0.00059185+0.00015119i,-0.00011047+0.0003481i,-0.00080781+0.00046587i,-0.0003226+1.921e-06i,-0.00031674-0.00018112i,-0.00036527-0.00015077i
-0.00082916+0.0018269i,0.00041497+0.00086088i,0.0010892+8.1537e-05i,0.0013123+0.00025637i,0.0013011+0.001548i,0.00072446+0.0019942i,9.0018e-05+0.0021006i,0.0004006+0.0016956i,0.0011358+0.00088151i,0.00084606+0.00023531i,0.00064365-0.00054495i,0.00023091-0.00047246i,-0.00045563-0.00012739i,-0.00017831+0.00015998i,0.00015662+0.00011075i,-0.00010235+0.00016851i,-0.00046903+0.00070991i,-0.0010096+0.00060415i,-0.00065244+0.00033377i,0.00024225+0.00044994i,0.00032325-0.00041218i,0.00032119-0.0012835i,0.00022373-0.0013452i
-0.0015386-0.001429i,-0.0014464-0.0014889i,-0.0011537-0.0011024i,0.00025566-0.001323i,0.00073097-0.0016075i,0.00084035-0.0010482i,0.0010414-4.8836e-05i,0.00024465+0.00083695i,-0.00098563+0.0012152i,-0.0012097+0.00082445i,-0.0001804-1.0572e-05i,0.00056089-0.00059792i,0.00095037-0.00075649i,0.00070637-0.00043444i,-0.00038462+0.0001991i,-0.0004542+0.00086067i,-0.00040313+0.00076713i,-0.00077146-0.00014715i,-0.00085338-0.00048337i,-0.00058186+9.8989e-05i,-0.00047995+0.00044791i,0.00014193+0.00050501i,0.00020595+0.00046351i
0.0023625-0.0019678i,0.0021761-0.0029448i,0.00061568-0.0038639i,0.00032593-0.0031141i,0.00058237-0.0016437i,0.00043618-0.00048011i,8.2592e-05+0.00070322i,-0.00076314+0.00070028i,-0.00089893+0.00023661i,-0.00040716+0.0001381i,-0.00018811+7.6444e-05i,-0.00015025-0.00021056i,-0.00048832+0.00023085i,-0.00091947+0.00066132i,-0.00052903+0.00086959i,-6.7579e-05+0.0010234i,-5.7592e-05+0.00058151i,0.00043542+0.00023517i,0.0010288+0.00042589i,0.00096102+0.00086159i,0.0008956+0.001189i,0.00076885+0.0011038i,0.0003923+0.00072682i
0.002767+0.00071918i,0.0026118+0.0008857i,0.0021918-0.00066426i,0.0027784-0.0026762i,0.0027678-0.0030072i,0.0014399-0.0020986i,0.0011702-0.0003875i,0.00074437+0.0017693i,-0.00033784+0.0025542i,-0.00022015+0.0023124i,0.0004736+0.0019249i,0.00045195+0.0011677i,0.00018308+0.00022634i,-0.00024325-0.00024439i,-0.00024689+0.00034925i,1.1902e-05+0.0012314i,7.7787e-05+0.0014156i,0.00062556+0.0010017i,0.0004225+0.00053385i,-1.8332e-05+8.0352e-05i,0.00054715+4.3856e-05i,0.00069583-0.00032868i,0.00034662-0.00054105i
-0.0013164+0.00016252i,-9.5302e-05+0.00035193i,0.00051249+0.00024403i,0.00022898-0.0012963i,0.00077167-0.0018687i,0.00089932-0.0014437i,-0.0002174-0.00076084i,-0.00049498+0.00049969i,0.00074416+0.0015736i,0.0017594+0.0018152i,0.0015245+0.0012401i,0.0010693+0.00080667i,0.00093212+0.00091635i,0.00031595+0.00048604i,-4.8231e-05+0.00015453i,1.4357e-05+0.00061878i,1.0415e-05+0.00042368i,0.00031307+0.00045223i,0.00026969+0.0005277i,0.00014174+0.0001039i,0.0008057-2.5406e-05i,0.00092754+0.00010507i,0.00061809+0.00039949i
0.0041693-0.0003963i,0.0037807-0.0018962i,0.0029579-0.0046739i,0.0018988-0.0048465i,-3.557e-05-0.0028216i,-0.0017542-0.00051022i,-0.0018546+0.0010839i,-0.00064634+0.0015239i,0.00050076+0.00082597i,0.00099745-2.0699e-05i,0.001289+1.5354e-05i,0.0014736+0.00049869i,0.00078544+0.00045706i,-0.00031604+0.00026751i,-0.00055157+8.1418e-05i,-0.00034151-0.0001611i,-5.5876e-05-0.00047473i,-0.0005702-0.0001626i,-0.0014182-0.00016369i,-0.00069933-0.0001206i,0.00058163+0.00043465i,0.00056991+0.00042986i,0.00077976+2.1033e-05i
-0.00058239-0.0012783i,3.6015e-05-0.0014753i,-0.00042511-0.0010933i,0.00012182-0.00040007i,0.0012125+9.0889e-05i,0.00094526+0.00080032i,0.00060787+0.0009657i,0.00042803+0.00065191i,4.9065e-05+0.00088625i,-0.00023723+0.00051654i,0.00038428-0.00029065i,0.0013041-0.00098879i,0.0014729-0.0010893i,0.0011045-0.00091994i,0.00038556-0.00055449i,-0.00031996+0.00012266i,-8.8111e-05+0.00061598i,-0.0003278+0.00098343i,-0.0015227+0.001123i,-0.00071197+0.0012892i,0.00065523+0.0012689i,0.00058263+0.0006365i,-6.619e-05+0.00029233i
0.0017858-0.0013491i,0.00072416-0.0022507i,0.00050033-0.0040173i,0.00051625-0.0041774i,0.00057725-0.0023999i,0.00037144-5.9424e-05i,0.00028678+0.0012747i,0.00035244+0.0010653i,-0.0010016+0.00067614i,-0.0016437+0.00032266i,-0.0013443-0.00038832i,-0.00087962-0.0009759i,-0.00066883-0.00067356i,-0.00099404+4.9926e-05i,-0.00070268+0.00062557i,-0.00033554+0.00083473i,-0.00049955+0.00052095i,-0.00036567+0.00089077i,-4.1668e-05+0.0010746i,2.2407e-05+0.00056632i,0.00020701+8.4203e-05i,0.00036908+7.3289e-05i,-0.00027741-8.3374e-05i
0.0011158-8.6407e-05i,0.00049282-0.0019822i,0.0015781-0.0035636i,0.0016773-0.0039433i,0.00061696-0.0039553i,-0.00046171-0.0020668i,-0.0007527+7.7407e-05i,-0.00055374+0.00088491i,-0.0013154+0.0014656i,-0.0018847+0.00163i,-0.0013435+0.0012296i,-0.0014446+0.0012945i,-0.0020058+0.0010008i,-0.0023947+0.00061924i,-0.0018552+0.00071787i,-0.00033006+0.00056895i,-8.5046e-05+0.0004618i,-0.00033775+0.00049512i,0.00030971+0.0004741i,-0.00016203+0.00044643i,-0.0007371-6.2932e-05i,-0.00036679-7.1355e-05i,4.7773e-05+0.00020222i
-0.0016781-0.00064326i,-0.00055972-0.00027023i,0.00069345+0.00072583i,0.0010718+0.0011772i,0.0014234+0.00089219i,0.0021622+0.00053556i,0.0014516+0.0004395i,-0.00016148+0.00069138i,-0.0013615+0.0012536i,-0.0013374+0.0025635i,-0.00021947+0.0026911i,1.4324e-05+0.0015813i,-0.00027037+0.0005839i,5.8177e-05+5.9086e-05i,0.00021983-0.00063098i,-3.4695e-05-0.0010037i,0.00049484-0.00042143i,0.00058208+0.00034165i,7.7549e-05+0.00079066i,0.00037995-0.00012823i,0.00052212-1.7085e-05i,0.00035925+0.00056498i,-5.9435e-05+0.0005653i
0.00088762+0.0010131i,0.0025601+0.001837i,0.0035059+0.00066651i,0.0023859-0.00072339i,0.00024834-0.00076274i,-0.00039954-0.00073998i,-0.00028417-0.00016604i,0.00032769+0.0010049i,0.00034933+0.0020886i,0.000478+0.0020633i,0.001317+0.0017121i,0.0013533+0.0018398i,0.0011661+0.0017549i,0.00065837+0.0010018i,0.00045457+0.00064841i,0.0012012+0.00066865i,0.001053+0.0006648i,-0.00012457+0.00060628i,-5.7941e-05+0.00026869i,-1.4802e-05+2.1093e-07i,-2.9667e-05-6.3615e-05i,0.00044394-0.0001978i,0.00066548-0.00038851i
6.3125e-05-0.00074516i,-0.0012319-0.0013647i,-0.0015489-0.0024036i,-0.0010863-0.0028595i,-0.0011311-0.0020457i,-0.0011167-0.00099757i,-0.0010994-0.00016789i,-0.0001342+0.00063675i,0.00082688+0.00048513i,0.0010868+0.00011765i,0.0015219+0.00034156i,0.00097368+0.00015258i,0.00023593-0.00048515i,-0.00015991-0.00093088i,0.00010428-0.00073567i,9.1454e-05+0.00038238i,-0.00016833+0.0013778i,-0.00065685+0.0013236i,-0.0010441+0.0014017i,-0.0010511+0.0011989i,-0.00066085+0.00047202i,-0.00020578-0.00024041i,5.1311e-05-0.00080789i
0.00012282-0.0033767i,-0.00028949-0.0025228i,-0.0013764-0.0013917i,-0.0010529-0.0010603i,-0.00064073-0.00037723i,-0.0010032+0.0003479i,-0.0006469+0.00012317i,-3.8557e-05-0.00050872i,0.0008797-0.0013137i,0.00051256-0.0015437i,-0.00054332-0.0011155i,-0.00072192-0.00086978i,-0.00037107-0.00098125i,6.9139e-05-0.00094758i,-6.2984e-05-0.00060676i,-0.00041814+0.00015693i,-0.00056114+0.00029646i,-0.00037834+0.00027093i,-0.00045889+0.00068988i,-0.00012992+0.0004022i,0.00078878+0.00011017i,0.00083204-9.4243e-05i,0.00028349+6.4791e-05i
-0.00079216+0.00033836i,-8.8144e-05+0.00018506i,0.00045989-0.00056159i,0.0014701-0.00092682i,0.0012582-0.0012244i,0.00042044-0.00027381i,2.1511e-05+0.00094238i,-0.00051085+0.0002799i,-0.00058785-0.00014027i,-0.00125+0.00014053i,-0.0020278+0.00026893i,-0.0017141-0.00038507i,-0.0014828-0.0014606i,-0.0017313-0.001212i,-0.00067211+8.333e-05i,0.00010178+0.00034159i,-0.00025804+0.00034819i,-2.5576e-05+0.0007454i,0.00074738+0.00039738i,0.00072056-0.0010316i,0.00012059-0.00089798i,0.00037821+0.00029619i,0.00071975+0.00054755i
-0.00020137+0.00015111i,-0.0005653-0.00088502i,-4.8964e-05-0.0020472i,0.0014203-0.0013702i,0.0024393-0.00054996i,0.0023717-0.00065161i,0.001779-0.00034701i,-4.8558e-05+3.5457e-05i,-0.0023732+0.0011402i,-0.0027566+0.0017101i,-0.0019779+0.0012676i,-0.0021562+0.00052303i,-0.0021747+0.00025418i,-0.0011426+0.00035556i,-0.00037265+0.00028392i,0.00026186+0.00036871i,-0.0002299+0.00038349i,-0.00025873-0.00028138i,0.0009079-0.00052991i,0.00080561-0.00027815i,4.5561e-05-0.00053i,-0.00046437-0.00090756i,-0.0010882-0.00015223i
0.002389+0.0015236i,0.0029426-0.0008728i,0.0045656-0.0017065i,0.003907-0.0019955i,0.0016381-0.0024075i,0.00031275-0.0018582i,-0.00080864-0.00047177i,-0.0016865+0.00083621i,-0.0010208+0.0017922i,0.00019987+0.0019569i,0.00068205+0.001803i,0.00034092+0.0018322i,0.00050534+0.0020698i,0.00084909+0.0017601i,0.00044986+0.00059893i,-0.00029006-1.6378e-05i,-0.00069995-0.00010487i,-0.00074495+1.5599e-07i,-0.00038414-2.6415e-05i,-0.00036725-2.6793e-05i,-0.00065224+0.00030543i,-0.00042117+0.00039972i,3.4276e-05+0.00085309i
-0.00049223+0.0017405i,0.00076972+0.0015897i,0.0010295+0.00088798i,0.00073884-0.00099104i,0.00061119-0.0030291i,0.00058894-0.0025599i,0.00061568-4.035e-05i,0.00022583+0.0019977i,0.00078466+0.0029979i,0.0013325+0.0030828i,0.0010482+0.0015791i,0.0010265-4.7188e-05i,0.0016267-4.2039e-05i,0.0011255-0.00037083i,8.8795e-05-0.0012583i,-0.00086242-0.00092139i,-0.00097179-2.1127e-05i,-8.4174e-05+0.00019049i,-0.00024625-0.00011448i,-0.00064753-0.00027907i,-8.3946e-05-5.1561e-05i,0.00023572+0.000445i,9.2899e-05+0.00035498i
-0.0021896-0.0012665i,-0.0020574-0.0018191i,-0.0014438-0.002533i,-0.00096157-0.0022073i,-0.0011774-0.0020758i,-0.001366-0.0012721i,-0.00014617+0.0005571i,0.0014178+0.0013269i,0.0025537+0.00060804i,0.0024274-8.001e-05i,0.0015632-0.00055779i,0.0011414-0.00036288i,0.00027908-0.00064479i,-1.2724e-05-0.0016874i,3.0707e-06-0.00067895i,0.00021065+0.00051141i,-9.4703e-05+0.0008241i,-0.00070904+0.00073469i,-0.000849+0.0012269i,-0.0008353+0.0016865i,-0.00068504+0.0015281i,-0.00026645+0.0011014i,0.00057664+0.0005353i
-0.0015057+0.00087502i,-0.00055134+0.0003383i,0.0015845+0.00036936i,0.0016396-0.00043383i,0.00076754-0.0010108i,5.9976e-05-0.00061703i,-0.00033747-4.2016e-05i,0.00025148-0.00023946i,0.00025347-0.0012079i,-0.0002186-0.0012025i,-0.0008145-0.0013373i,-0.001135-0.002496i,-0.0012329-0.0024149i,-0.00070916-0.0014328i,4.2575e-05-0.00045936i,-9.738e-05+0.00049036i,-0.00034703+0.00059433i,-0.00053984+0.00070317i,0.00027122+0.00046564i,0.00072498-0.00053892i,0.00020013-0.00087813i,3.1925e-06-0.00029112i,-0.0002722+0.00031117i
-0.0016004+0.001689i,-7.7351e-06+1.5775e-05i,0.00092933-0.00038357i,0.0010664-0.00015142i,0.001616-0.00070229i,0.0011837-0.0012834i,0.0004818-0.00044122i,-0.00050112+0.00017401i,-0.0016015-0.00014389i,-0.002014-0.00011826i,-0.00231-0.00015027i,-0.002207-0.00042918i,-0.0021981-6.3621e-05i,-0.0021238+0.00075134i,-0.00085454+0.0012424i,-0.00014599+0.0016407i,-0.00018398+0.001328i,0.00045269+0.00038496i,0.00091116-7.6828e-06i,0.00039479-0.00010612i,0.00011594-0.00020637i,0.00011924+0.0002331i,-0.00031862+0.00078078i
-0.00078693-0.00012707i,-0.00028306+0.00058613i,0.0010574-2.2051e-05i,0.0018874-0.00055389i,0.001699-0.00048941i,0.00113+0.00056474i,0.00043799+0.00082986i,-0.00057189+0.000356i,-0.0016431+0.000218i,-0.0014733+0.0005459i,-0.00093228+0.00066529i,-0.0013176+0.0010517i,-0.0014269+0.001587i,-0.00075103+0.0015532i,-0.0003978+0.000841i,-0.00068827-0.00037255i,-0.00077994-0.0003851i,-0.0012872+0.00088838i,-0.0010939+0.0012836i,-0.00023756+0.00022904i,-0.00032534-0.0004137i,-0.00038382+0.00027335i,-0.000233+0.00092693i
