-0.0016653+0.00036581i,-0.0011446-6.3939e-05i,-0.0025222+0.00054694i,-0.0028317+0.00047766i,-0.0028594+0.0010966i,-0.0028705+0.0018523i,-0.0018232+0.0018353i,-0.00063539+0.0015676i,0.00015787+0.0011793i,0.001036+0.00069766i,0.0008079+0.00065608i,0.00095278+0.00053856i,0.0015773+0.0001547i,0.00082392-0.0006256i,0.00051603-0.00013538i,0.00017545+0.0004609i,-0.00079771+7.033e-05i,-0.00093606-0.0001847i,-0.0011213-4.0824e-06i,-0.001259+0.00011391i,-0.00026789-0.00026425i,0.00012521-0.00029306i,-5.0836e-05+1.5212e-05i
-0.00069769+0.00048477i,-0.0011945+0.00056413i,-0.0010558-6.961e-05i,-0.0010208+9.2178e-05i,-0.00041553+0.001521i,0.00092159+0.0013209i,0.00096918-0.00070556i,-0.00019441-0.0012681i,-7.6197e-05-5.3355e-05i,-5.0285e-06+0.00083503i,2.4505e-05+0.00015368i,0.0003969-0.0007012i,0.00050343-0.00041865i,0.00056308-0.00022442i,0.00037517-0.00026483i,0.00020759-0.00031825i,-0.00015521-0.00022024i,-0.00053692-2.0712e-05i,-0.0004414+0.00028814i,-0.00052675+0.00033139i,-0.00091203+0.00023272i,-0.00085453+0.00068737i,-0.00083134+0.00024804i
-0.00066992+0.00080549i,0.001446+0.00082169i,0.0010432+0.0020597i,-0.00086037+0.0027558i,-0.0005997+0.0020083i,0.0010732+0.0013458i,0.0012498+0.00063364i,0.00081218-0.0002516i,0.00020454+0.00020085i,0.00010811+0.0013495i,0.00085409+0.0010605i,0.0014155+0.0006612i,0.0015649+0.0010549i,0.0004096+0.00045286i,-0.00066221-9.9228e-05i,-0.00072696+0.00031401i,-0.00042222+0.00029326i,-0.00030313+0.00032885i,-0.00041732+0.00081354i,-0.00076624+0.00034882i,-0.00056961+0.00043653i,-9.1296e-05+0.00066423i,-0.0006402+0.00014445i
-0.0018024-0.00065237i,-0.0027774-0.00086649i,-0.0036805-0.0009687i,-0.0025911+0.0009583i,-0.0013733+0.0028807i,-0.00072652+0.0030614i,-0.00045593+0.0018968i,-0.00018712+0.00076522i,0.0003633+0.00042106i,0.00067876+0.00074855i,0.00070212+0.0013764i,0.00025954+0.0016213i,-0.00014518+0.0009962i,0.00012208+0.00077253i,0.00051541+0.00067093i,0.00024491+0.00029632i,0.00035829+0.00042594i,0.00077857+0.00054655i,0.00057155+1.9499e-05i,-0.00010703-0.00034608i,-8.0998e-05+0.00023141i,0.00028948+0.00067416i,0.00012152+0.00017817i
0.00027054+0.00034391i,0.00066933+0.0011912i,-0.00022367+0.0029441i,-0.00075697+0.0036781i,-0.0011148+0.0030204i,-0.00076555+0.001192i,-0.00073816+0.00011968i,-0.00038628+0.00044917i,0.00033616+0.0014841i,0.00042049+0.00124i,0.0010301+0.0009061i,0.001154+0.00033547i,0.00043098+0.0002348i,-0.00018546+0.00072018i,-0.0006402+0.00067017i,-0.00047014+0.00090502i,-0.00058712+0.00076369i,-0.00075779+0.00016302i,-0.00037599+0.00044691i,0.00025562+0.00028399i,0.00049411-1.9571e-05i,0.00037459+2.6624e-05i,0.00015804-0.00023024i
-0.00064216-0.00279i,-0.0020005-0.0014653i,-0.002609-0.0016821i,-0.0030177-0.00076234i,-0.0027399+0.00041925i,-0.0014899+0.00061709i,-0.0010916+0.00072312i,-0.00086286+0.00079649i,2.6567e-05+0.0011304i,0.00061313+0.00058974i,0.00033258-6.2539e-05i,-0.00070842+0.0009031i,-0.00065217+0.00076199i,-0.00029692+0.00013903i,9.2155e-06+0.00043558i,2.4358e-05+0.00041755i,-0.00058217+0.00052887i,-0.00069635+2.1201e-05i,-4.2413e-05-0.00033458i,0.00017095-4.4474e-05i,9.7553e-05+0.00026147i,0.00053817+7.8788e-05i,0.00038071-0.00077943i
-0.00013247+0.00049919i,0.00080953+0.00024453i,6.9025e-05+0.00067191i,-0.00056852+3.9796e-05i,0.00019958-0.00048777i,0.0010325-6.1348e-05i,0.0016296+0.00041075i,0.001191+0.00036493i,-8.9734e-05-3.4719e-05i,-0.00048587+0.00087584i,3.1857e-05+0.0016343i,0.00012623+0.00099394i,-0.00036592-0.00043823i,-0.00040301-0.0012177i,0.00025471-0.00059874i,0.00019465-0.00063721i,0.00010135-0.00090216i,0.00015791-0.00051213i,-0.00035545+0.00041857i,-0.00077+0.00071647i,-0.0012425+0.00017989i,-0.0011844+0.00030672i,-0.00071146+0.00033295i
0.00017819-0.0013662i,0.00037158-0.001059i,-0.00030033-0.0004774i,-0.00126-0.00042532i,-0.0013912+1.4966e-05i,-0.00060792+0.00064757i,0.00032853+0.00098076i,0.00071245+0.00090218i,0.00089505+0.00088913i,0.00078716+0.001403i,0.00062639+0.0011455i,-0.00040905+0.00035027i,-0.00067745-0.0002515i,0.00018065-0.0003773i,-0.00015505+5.6045e-05i,-0.00046813+9.8736e-05i,-0.00020999+0.00040481i,-0.00045184+0.0009332i,-0.00075096+0.00055057i,-0.00068845-0.00020061i,-0.00073973-0.00036254i,-6.4699e-05+3.1815e-06i,0.0004352+0.00012432i
0.00014949+0.0012361i,0.00036266+0.0015864i,-0.0007061+0.0016958i,-0.0014102+0.001162i,-0.0011608+0.00051702i,-0.00075022+0.00051227i,-0.00035032+0.00035626i,-9.0116e-05+0.0001544i,-8.3098e-05+0.00044173i,5.9421e-05+0.00055296i,9.5033e-05+0.00036386i,0.00075649+0.00034962i,0.00096976+0.00036619i,0.00021132+8.9318e-05i,-0.00036832-0.00014206i,-0.00035267+0.00034935i,-0.0005795+0.0009428i,-0.0001846+0.00082485i,0.00017485+0.00049391i,-0.000442+0.00027346i,-0.00072133+0.00051632i,-8.5531e-05+0.00095664i,0.00050413+0.0010494i
5.2049e-05-0.0014585i,0.0006974-0.0022374i,0.0012495-0.00069244i,0.00040879+0.001084i,0.0002367+0.0017612i,5.7125e-05+0.0012478i,-2.8171e-05+0.00043349i,0.00034401+0.00066599i,0.0004718+0.0014987i,0.001019+0.0011042i,0.0011948+0.00055532i,0.00010925+0.00077023i,-0.0002008+0.00056824i,-0.00037199-5.341e-05i,-0.0013752-0.00010841i,-0.0016721-8.545e-05i,-0.0011539-0.00066914i,-0.00078992-0.00054215i,-0.00040993+0.00014747i,-5.259e-05-0.00017656i,3.7265e-05-0.00055783i,-0.00018945-0.00060432i,9.1641e-05-0.00073128i
0.0013109+0.001963i,0.0030915+0.0020345i,0.0035097+0.0023213i,0.0022095+0.0012034i,0.0010523+9.6297e-05i,0.00073529+0.00030046i,0.00066728+0.00033167i,9.7863e-06+0.00031712i,7.0435e-05+0.00090468i,0.0011266+0.00065721i,0.00094334+0.00047056i,0.00024976+0.00065166i,-0.00015438+0.00033602i,0.00018841-0.00049854i,0.00038529-0.00080241i,-0.00013058-0.00069069i,-0.00058092-0.00059478i,-0.00048774+8.3481e-05i,-0.0004751+0.00067954i,-0.00072924+0.0012804i,-0.0011212+0.00077444i,-0.001394-0.00057415i,-0.0010891-0.00072652i
-0.0018832-0.0015112i,-0.0027603-0.0012814i,-0.0040033-0.0017609i,-0.0032824-0.00077113i,-0.0012918+0.00039471i,0.00022059+0.00019899i,0.00045892-0.00033957i,0.00040069-0.00018852i,0.00088031+7.1423e-05i,0.000307+0.0013507i,-0.00044694+0.0018772i,-0.00039142+0.00068859i,-0.00034484-0.00012356i,-0.00041258-0.00031223i,-0.00057177+0.00013309i,-0.00071798+0.00073087i,-0.00063054+0.00062101i,-0.00026642+6.0578e-05i,0.00010544-5.6952e-05i,0.00029697-0.00053995i,-0.00041156-0.0006093i,-0.00082804-0.00033768i,-0.00051289-0.00037934i
0.00048061+0.0015037i,0.0005494+0.001729i,0.00025929+0.0020739i,0.00080258+0.0018513i,0.0012215+0.0017913i,0.00094345+0.0012811i,0.0011544+0.0010181i,0.0013436+0.00097551i,0.001097+0.00099671i,0.0011687+0.0012171i,0.0011647+0.0010545i,0.00032406+0.0010315i,-9.8889e-05+0.0004544i,-0.00022373-0.00034595i,-0.00011847-0.00039254i,0.0012137-0.00053754i,0.0013417+5.9567e-05i,4.4581e-05+0.00070325i,0.00030916+0.0004178i,0.00069236+0.00013509i,0.00050171-4.1611e-06i,0.00038161-0.00030923i,0.00066225-0.0007155i
0.0012279-0.00096648i,0.00058126-0.0012545i,0.00090397-0.0013388i,0.00090337-0.0013582i,-0.00047062-0.00078296i,-0.0011003+0.00022517i,-0.00032221+0.00062341i,0.0007833+0.0013525i,0.0013532+0.0012689i,0.00040043+0.00046545i,2.1161e-05+4.8112e-05i,0.00037188-0.00016929i,-0.0003262+0.0003236i,-0.00029698+0.00088441i,0.00017572+0.00057546i,9.2068e-05-0.00017403i,-0.00068997-0.00014797i,-0.00032636+0.00067313i,0.00044196+0.0011301i,0.00032478+0.00030202i,-9.4264e-05-0.00047357i,-0.00032898-0.00074777i,0.00010959-0.00016368i
-0.00052312+0.00092465i,-0.00040447+0.001459i,0.00094501+0.0017515i,0.0011997+0.0019683i,-0.00017458+0.0019789i,-0.00099868+0.0006685i,-0.00071285+0.00052016i,-0.00071901+0.000382i,-0.00057611+0.00025583i,-0.00043381+0.00063357i,-0.00021435+0.00036799i,5.8858e-05+0.00019565i,-0.00026387+0.00040012i,-0.00019402+0.00095019i,0.00035637+0.00064072i,0.00035011+0.00016617i,-0.0003351+0.00056316i,-0.00090105+0.0012227i,-0.0010538+0.00093338i,-0.0008373+0.00022778i,-0.00057478-3.5632e-05i,0.0001891+0.0003935i,0.00077703+0.00083198i
-0.0014494+0.0017709i,-0.00040591+0.0013617i,0.00036384+0.0026116i,0.0010603+0.0030839i,0.0023373+0.0026223i,0.0037809+0.00019094i,0.0040474-0.002908i,0.0024263-0.0048958i,0.00070672-0.006156i,-0.0011373-0.0054607i,-0.0031234-0.0030161i,-0.0040173-0.0011717i,-0.0030069-0.00046868i,-0.0013233-0.00011432i,-2.1983e-05+2.9071e-05i,0.00051283-0.00016347i,3.1076e-05+0.00011464i,-0.00019493+9.2533e-05i,7.9251e-05+2.0945e-05i,0.00085405+0.00031233i,0.0012579-0.00012267i,0.0012345-0.00041943i,0.0015589+0.00029691i
-0.00083264+0.00064867i,-0.00082806+0.00016828i,-0.0013939-6.891e-05i,-0.0010946+0.00079309i,-0.00070635+0.0016071i,-0.00068224+0.0021105i,-0.00063664+0.0025454i,-0.00038594+0.0028964i,0.00061286+0.0034521i,0.0020327+0.0032886i,0.0022583+0.0027063i,0.001967+0.0016642i,0.0022581-0.00013897i,0.0021939-0.00098715i,0.00098157-0.0009758i,-0.00043214-0.00092834i,-0.0010799-0.00038604i,-0.0009345+3.358e-05i,-0.00090395-0.00015523i,-0.00066599-0.00090429i,0.00020182-0.00033052i,0.0004417+0.00026176i,0.00017327-3.168e-05i
-6.6525e-05+0.00036849i,-0.00044198+0.00071637i,-0.0010335+0.0014064i,-2.6087e-05+0.0018115i,0.00072193+0.0014102i,0.00038303+0.0016196i,5.2892e-05+0.001985i,0.00031824+0.0020122i,0.001383+0.0016596i,0.0012895+0.0016048i,0.0015219+0.0014201i,0.0021917+0.00051133i,0.0014343-0.00025535i,-0.00018192-0.00073062i,-0.00088673-0.0003722i,-0.0006089-5.5268e-05i,1.1256e-05-0.00041985i,0.00011744-0.00045153i,-0.00036141-5.8666e-05i,0.0001652-0.00015365i,-1.7626e-05-8.9795e-05i,-0.0010277-0.00010117i,-0.00050213-0.0003715i
0.00056533+0.0004248i,0.0010423-0.00058433i,0.0012158-0.00040945i,0.00042143+0.00046777i,-0.00055345+0.0014194i,-0.00060267+0.0013985i,-0.00011646+0.0010478i,0.00034644+0.0016432i,0.00060771+0.0021615i,0.00075099+0.0010785i,0.00050403+0.00021552i,0.00036909-6.1797e-05i,0.00083204-0.00035958i,0.00060361-7.724e-05i,1.2473e-05-7.4042e-06i,-9.3924e-05+0.00051932i,-0.00028932+0.00077816i,-0.00060765+0.00010761i,-0.00062038-0.00011374i,-0.000412+0.00014527i,-0.00010716+0.00040686i,4.9483e-05-0.00011605i,-0.00021718-0.00087184i
0.0011806-0.00038064i,0.0017771-0.00068954i,0.00025489-0.0017848i,-0.0018282-0.0018426i,-0.0029473-0.0010584i,-0.0028483+0.00030663i,-0.0017437+0.0011168i,-0.00066127+0.0016454i,0.00073843+0.001856i,0.0015571+0.001707i,0.0010904+0.0012554i,0.00085196+0.00073218i,0.0013842+0.00013955i,0.0014237-0.00040193i,0.00080554-0.00053018i,0.00028602-0.0006161i,-0.00025936+0.00076521i,-0.00058388+0.0016073i,-0.00017091+5.7836e-06i,-0.00027426-0.00090436i,-0.00020353-0.0005092i,-0.00047789-0.00042096i,-0.00090232-0.00031497i
0.00076646-0.00080425i,-0.00058932-0.00036433i,-0.0017708-0.00076779i,-0.0016499+0.00055932i,-0.0017495+0.0021i,-0.0013446+0.0011838i,-0.00013704+5.5278e-05i,0.00043007+0.00058476i,0.00094372+0.00071048i,0.0011515+0.00054281i,0.00097161+0.00051301i,0.00052236+0.000215i,-0.00048587+0.0007737i,-0.00058988+0.00075571i,-0.00033683+0.00010354i,-0.00065927+0.00030679i,-0.00067303+0.00027215i,-0.00073378-0.00019694i,-0.00081352-0.00074303i,-0.00031527-0.00044136i,0.00018474-0.00010704i,0.00046129-0.0005808i,0.00066572-0.00070991i
0.00050915+6.059e-05i,-0.00081471+0.00028653i,-0.0016383-0.00026242i,-0.0014287+0.00042705i,-0.0011654+0.001053i,-0.0009769+0.0010503i,-0.00016755+0.0010885i,0.00061227+0.0011524i,0.00055345+0.0017466i,-9.0501e-05+0.0019879i,-0.00011147+0.0015496i,0.00051054+0.00049882i,0.00031971-0.000649i,-0.00040887-0.00060142i,-0.00017786-0.00031711i,0.00044325+9.4244e-06i,0.00076698-0.00020221i,0.00016803-0.00039427i,-0.00041217-0.00034694i,0.00034949-3.5567e-05i,0.0013618+0.00010676i,0.00094965-0.0004479i,-0.00011572-0.00048338i
0.00072964+0.00034005i,0.00021179-0.0003639i,-0.00021929-0.00087566i,-0.0001462+7.149e-06i,0.00071728+0.00096649i,0.0015061+0.0015688i,0.0013756+0.0015718i,0.00048025+0.00082346i,0.00045943+0.00060124i,0.001023+0.00050639i,0.0012626-3.5184e-05i,0.00078138-0.0001336i,0.00014236-0.00045841i,8.4182e-05-0.0011614i,0.00068807-0.0010704i,0.0001954-0.0011678i,-0.00016989-0.00089617i,-0.00061341+0.00045488i,-0.00085464+0.00074031i,-4.9388e-05-0.00031064i,0.00032611-0.00030574i,0.0001124+0.00035902i,0.00031789+0.00022294i
0.0011184+0.001136i,0.002033+0.00050357i,0.0022442+0.00011544i,0.0018578+0.00015099i,0.00053213+0.00039383i,-0.00039091+4.0593e-05i,-0.00062629-0.00012505i,-0.0010913+0.00076363i,-0.00093642+0.0011466i,0.00089086+0.00077577i,0.0021999+0.00039084i,0.0017884+0.00048148i,0.0013035+0.00032077i,0.00042568-0.00012434i,-0.00011657-0.00027133i,-7.8658e-05-0.00063537i,-0.00033222-0.00067816i,-0.00047642-0.00015284i,-0.00033832+0.00036695i,-0.00049638+8.3151e-06i,-0.00047065-0.00077955i,-0.00025293-0.0015826i,0.00023077-0.00082088i
-0.0026338+0.00082354i,-0.0025659+0.0010064i,-0.0029071+0.0010945i,-0.0016664+0.0024608i,0.00015722+0.0035452i,0.00054391+0.0023132i,0.00026753+0.00098903i,-0.00018923+0.0010335i,0.0001058+0.001073i,0.00022937+0.0013173i,0.00055019+0.0015603i,0.0015007+0.0013533i,0.0012523+0.00011748i,0.00015461-0.00014572i,0.00022329+0.0002172i,0.0004073+0.00063537i,-0.00010183+0.00076668i,-0.00059523+0.00045589i,-0.00044903+0.00035033i,-4.2527e-05+0.00037464i,-0.00030238+0.00047665i,-0.00045035+0.00090562i,-0.00048828+0.00089569i
0.0014589+0.0014587i,0.0018714+0.000171i,0.0028406+5.3684e-05i,0.0022669+0.00047004i,0.0010673+7.6548e-05i,0.00023009-0.00058598i,2.4479e-05-0.00099179i,7.9266e-05+8.2706e-05i,0.00016676+0.0010379i,0.00042507+0.00096914i,0.0005598+0.00084694i,0.00032585+0.00081591i,-0.00046352+0.00064305i,0.00013078-2.9018e-05i,0.00064562+0.00028265i,-0.00016531+0.00032283i,-0.00058752+0.00053303i,-0.0007786+0.0013752i,-0.00040947+0.0012971i,0.00017562+0.00054054i,5.6244e-05-4.1347e-05i,-9.8694e-05-0.00038752i,-0.0002293-6.4662e-05i
0.00069548+0.0016494i,0.00052754+0.0012685i,0.0005448+0.0011416i,0.00028854+0.001075i,0.00045841+0.00096742i,0.00033618+0.00066025i,7.2036e-05+0.00098822i,0.00029636+0.0011302i,0.0002835+0.0015338i,0.00052709+0.0016298i,0.00075694+0.00069979i,0.00057648-0.00027274i,0.00038724-0.00066464i,7.9277e-05-0.00093339i,5.5793e-05-0.00093887i,0.0003545-0.00076155i,-0.00024105-0.0014489i,-0.00073274-0.00081725i,-2.611e-05+0.00020544i,0.00044442+0.00030382i,0.00011941+0.00066361i,-0.00030359-0.00011993i,-0.00029359-0.00056035i
-0.00046473-7.2001e-05i,-0.00058665-7.4015e-05i,-0.0018875-0.00016284i,-0.0016309+0.00053556i,-0.00042483+0.0014334i,0.00052464+0.0018852i,0.00074442+0.0019101i,0.00019545+0.0018944i,0.00057022+0.0020885i,0.0012001+0.0013879i,0.0011311+0.00019403i,0.00070529+0.00015235i,0.00036891+0.00072869i,-0.00020007+0.00067988i,-0.00011505-8.0663e-06i,2.0833e-05-0.0006385i,-0.00066901-0.0004993i,-0.00011669-0.00010108i,0.00036194-0.00051357i,0.00013426-0.0011758i,0.00013386-0.0009025i,0.00035491-0.00048538i,0.00023275-0.00026152i
-0.001949+0.00034411i,-0.00050755+0.0011143i,-0.00088274+0.0012785i,-0.00124+0.00062625i,0.00018416+0.0011336i,0.0014934+0.002091i,0.00095987+0.0014002i,0.00048093+0.00032226i,0.00026924+0.00025279i,0.00012316+0.00090961i,7.9142e-07+0.00071871i,8.4714e-06-7.4583e-05i,0.00035593-0.00035358i,0.00066536-0.00073797i,0.0002247-3.8356e-05i,-0.00011681+0.00032751i,0.00010348-0.00028499i,0.00041343-0.00052844i,-9.8489e-05-0.0007853i,-0.00084122-0.00083492i,-0.00040635-0.00065791i,0.00023698-0.00060169i,0.00033513-9.6252e-05i
0.0006195-0.0005077i,3.4159e-05-0.001143i,-0.0002507-0.0016707i,-0.0010564-0.0010963i,-0.0020562+0.00012787i,-0.0020189+0.00045953i,-0.00088822-0.00043916i,-0.00034295-4.8393e-05i,0.00019228+0.0010064i,0.00076864+0.0010347i,0.00061531+0.00045805i,-3.9254e-05+0.00035763i,-0.00022288-6.7752e-06i,3.114e-05-8.3377e-05i,-0.00081581+0.00034106i,-0.0015098+0.00018383i,-0.0010301-0.00021903i,-0.00040903-0.00014935i,0.00052361-0.00014438i,0.00041268-0.00050351i,0.00041234-0.00068494i,0.0008564-0.00047857i,0.00010386-0.00033757i
0.0023289+0.0016927i,0.0022059+0.001493i,0.0010926+0.00072259i,0.00017423-0.00019906i,-0.00044407+0.00018952i,-0.00035274+0.00023734i,0.00033764-0.000129i,6.4171e-05+2.201e-05i,-0.00023634+0.0010542i,0.00015883+0.0020244i,9.0901e-05+0.0014643i,1.6188e-05+0.0004384i,0.00023998-0.00047551i,-0.00010182-0.00089475i,0.00018935-0.00091046i,0.00048979+0.00029717i,-0.00059843+0.00019258i,-0.00058391-0.0001211i,8.9639e-05+0.00069728i,-0.0004841+0.00064084i,-0.00090415+0.00033209i,-0.00065287-0.00015754i,-6.5796e-05-0.00050256i
0.0013221-0.0011872i,0.0015932-0.0011572i,0.00036853-0.00028905i,-9.8629e-05+0.00095366i,1.8632e-05+0.00097358i,-0.00037912+0.0013824i,-0.00017117+0.0018413i,-0.00020675+0.0010571i,3.1205e-06+0.00046402i,0.00076237+0.00028364i,0.00027675+0.00061489i,-0.00023875+0.0010691i,-0.00040395+0.0011282i,-0.0009971-0.00019118i,-0.00069338-0.00084509i,-9.6069e-05+8.2481e-05i,-0.0002878+0.00016521i,-0.00088299-7.3447e-05i,-0.0007315+0.00026217i,-0.00030012+0.00046683i,-0.00058499+0.00051793i,-0.00070846+1.0209e-05i,-0.00036365-6.9566e-05i
-0.0010554+0.0011746i,-0.0014741+0.0012108i,-0.0017948+0.00090996i,-0.0015229+0.0015318i,-0.00097177+0.0021357i,-0.00037258+0.0014067i,-6.7753e-05+0.0012164i,-0.00019663+0.0018623i,-0.00025253+0.0019836i,0.00043146+0.0014784i,0.00086536+0.0013235i,0.001336+0.0011567i,0.0012644-3.4713e-05i,0.00083523-0.0010081i,0.00039052-0.00053699i,1.3035e-05+6.2724e-05i,-0.00035877-6.9146e-05i,-0.0011306-0.00010943i,-0.0011078+0.00011041i,0.00023209+0.0002755i,0.00091841+9.5992e-05i,0.00095667+8.7079e-05i,0.00050449+0.0010897i
0.00084729-4.8943e-05i,0.0010674-1.3071e-05i,0.00099855-0.00078402i,0.00047335-0.00030529i,-0.00018554+0.001311i,2.5265e-05+0.0021764i,0.00032477+0.0019852i,4.4377e-05+0.00094308i,0.00072791+0.00059421i,0.0017653+0.00061535i,0.0012499+0.00064307i,0.00076186+0.00083356i,0.001321+0.00058784i,0.0016401+9.3277e-05i,0.0011667-0.00020739i,0.0001454-0.00015173i,-0.00028543+0.00019025i,-0.00030302+0.00069034i,-0.00018896+0.00080592i,-0.00029813+0.00051024i,-0.00072036+0.00015386i,-0.00029826-3.3801e-06i,-0.00018816+0.00016898i
-0.0010419-0.00047779i,-0.0015268+0.00035773i,-0.0022067+0.0016153i,-0.002118+0.0019212i,-0.0014909+0.00039692i,-0.0011642+9.4908e-05i,-0.00064615+0.0015485i,-2.3819e-06+0.0023283i,0.0012503+0.0019531i,0.0012512+0.0012433i,0.00041099+0.00068535i,0.00047467+0.00057998i,0.00058047+0.00078395i,0.00023092+0.00024826i,0.00021467+0.00011452i,-6.7652e-05+0.00017764i,-0.00090944-0.00020779i,-0.0012669-0.00023356i,-0.00051156+0.00014855i,0.00029151+0.00012756i,0.00021535-0.00033817i,-0.00019177+0.00024621i,-0.00051372+0.00079535i
0.00042949-0.0013403i,-0.00018183-0.0018269i,-0.0011112-0.0012629i,-0.00092378+1.3849e-05i,-0.00070706+0.0002971i,0.00042383+0.0006103i,0.0013469+0.0011442i,0.00078382+0.0014005i,3.2711e-05+0.0012248i,0.00066018+0.00086421i,0.00063262+0.0010151i,-0.00015245+0.0012027i,-0.00029065+0.00020083i,0.00052746-0.00059919i,0.001248-0.0006661i,0.00087697-0.00094255i,-0.00012787-0.00040015i,0.00011676+0.00043679i,0.00043638+0.00053223i,0.00011397+0.00024077i,-0.00012606+8.0901e-05i,-0.00034213+0.00016962i,-0.00073208+5.5195e-05i
0.001016+0.00085468i,0.0013922-0.000294i,0.0012268-0.0011329i,0.00073226-0.00085825i,0.00095812-0.00026002i,0.0012525-5.984e-05i,0.0010827+0.00041229i,0.00071299+0.0008583i,0.00047053+0.00082156i,0.00068681+0.00085887i,0.00080329+0.00049144i,0.00043138+0.00045769i,0.00027198+0.00014216i,-5.9893e-05-0.0005329i,-9.6832e-05-0.00052739i,0.00037543-0.00039106i,-0.00016582-0.00043461i,-0.00045877-0.0006652i,-0.0003139-0.00035387i,-8.7332e-05-0.00013068i,-0.00040868-0.00089638i,-0.00022529-0.0010692i,0.00084871-0.00073718i
-9.7908e-05+7.0724e-05i,-0.00027127+4.8322e-05i,-0.00032341-0.00058517i,-0.00047362-0.0010522i,-0.00043515-0.0003204i,-0.00052734+0.00082557i,-0.00020695+0.0012712i,-0.00021663+0.0012221i,5.3825e-05+0.0010559i,0.00041403+0.00073701i,-0.00049477+0.00021786i,-0.00031453-0.00011881i,0.000726-4.9447e-06i,0.0006349-0.00083199i,-0.00052541-0.00079931i,-0.0012353-4.8692e-06i,-0.0008527+0.00020315i,-6.1281e-05+0.00033922i,-1.7759e-05+1.4931e-06i,-0.00014025-0.00061766i,-8.4268e-05-0.0007309i,-0.00084657-0.00060513i,-0.00074813-0.00019246i
0.0014897-0.0016629i,0.0010237-0.0012099i,0.00079912-0.0018322i,5.8346e-05-0.0013175i,-0.0006083+0.00056016i,-0.00029254+0.0010342i,-0.0001166+0.00028329i,-0.00031872-5.7526e-05i,0.00029041+0.00040774i,2.9518e-05+0.00062871i,-0.0010747-5.6769e-05i,9.5675e-05-0.00032094i,0.001362-3.4897e-05i,0.00044638-0.00039916i,-0.00010165-0.001027i,-0.00025629-0.0010919i,-0.00047472-0.00090479i,-0.00079595-0.00024467i,-0.00091748+0.00023871i,-0.000202+0.0003047i,0.00046195+0.00041459i,0.00024705+0.00048444i,-0.00093597+0.00068866i
0.00084579+0.00024072i,0.0013861+0.00030885i,0.0015521+0.00050313i,0.00089917+0.00092655i,-0.00012277+0.00055798i,-0.00028634+0.00042886i,-0.00038051+0.00061011i,-0.00076761+0.00019602i,-0.00040774-0.00016602i,-0.00029858+0.00026446i,-0.00045972+0.0010478i,0.0006184+0.00079527i,0.00084518-5.4985e-05i,0.00018958-0.000511i,-0.00020433-0.00065792i,-0.0001986-0.00036223i,-8.509e-05+0.00053319i,-0.00046002+0.0010798i,-0.00029779+0.00048431i,-0.00034076+0.00011563i,-0.00046889+0.00059792i,-0.00024826+0.0015052i,-0.00067458+0.0014639i
0.0019574-0.00030827i,0.0012671-0.0017536i,0.0011901-0.0027594i,0.00026097-0.0024622i,-0.0010149-0.00093158i,-0.0011828+0.00010242i,-0.00019536+5.1421e-05i,2.2562e-05+0.0001514i,0.00012616-6.5937e-05i,0.00063763-0.00046899i,0.00099718+0.00026207i,0.00095602+0.00021323i,0.00042981-0.00012959i,0.00010792-0.00033682i,-5.6386e-05+1.9818e-05i,-9.5705e-05+0.00022251i,0.00050452-0.00043891i,5.895e-05-0.0008797i,-0.00035328-0.00075493i,0.00024122-0.00045091i,0.00059919+0.00010631i,0.00053762+0.00080966i,0.00041224+0.00066268i
-0.00014154+0.00030353i,0.00013179-4.6124e-05i,0.00093124-0.00052947i,0.0004318-0.00022138i,-0.00013144+0.00027567i,8.8248e-05+0.00032077i,0.00014886+0.00080373i,-0.00022331+0.0012432i,0.00048219+0.0008247i,0.00030575+0.00060097i,-0.00013394+0.00083705i,0.000155+0.0010101i,-1.1796e-05+0.00094482i,-8.1062e-06-3.0727e-05i,-0.00036041-0.00030335i,-0.00089817+0.00012842i,-0.00049996-0.00029005i,-0.00025107-0.0007541i,-0.00072292-0.00038769i,-0.00052354-6.1997e-05i,1.0932e-05+0.00013919i,0.00019814-0.00042712i,0.00027076-0.00065016i
-0.0015806-0.00034108i,-0.0013128+0.00038875i,-0.0010777+0.00040953i,-0.00091962+0.00085869i,-0.0013286+0.0014745i,-0.00029977+0.0015108i,0.0004776+0.0013362i,-3.8756e-05+0.0016517i,-9.4881e-05+0.0016308i,0.00073736+0.001116i,0.00074714+0.0007456i,-9.8215e-05+0.00051605i,-0.00041062+0.0004096i,-0.00039169+0.00013551i,-0.00024357-0.00020732i,0.00013592-0.00019469i,0.00012024+2.6492e-06i,-0.00018851-0.0002974i,-0.00046622-0.0005986i,-0.00073717+2.2359e-06i,-0.00070452+0.00035286i,-0.00043801+0.00059191i,4.8069e-05+0.0010354i
