-0.0021282-0.0013467i,-0.00085447-0.0028101i,-0.0024617-0.0023389i,-0.0032843-0.0010801i,-0.00082706+0.00083418i,0.0016249+0.0027532i,0.0016253+0.002283i,0.00037294+0.0009666i,-0.00020152-4.8045e-05i,0.0004938-0.00053515i,0.00066257-0.00046028i,8.9372e-05-0.0010299i,0.00064312-0.0008852i,0.0010303-0.00065595i,0.0010008-0.00058917i,0.00071221-0.00069309i,0.00026503+1.4415e-05i,0.00023524+0.00062236i,3.1462e-05-0.00030628i,-0.00053369-0.0015861i,-0.00013699-0.0013208i,0.00035911-0.00067788i,0.00043782-0.00013198i
-0.01736-0.0092208i,-0.033291-0.066945i,-0.050197-0.17319i,-0.065726-0.27616i,-0.075434-0.29594i,-0.076616-0.21132i,-0.07708-0.11002i,-0.082386-0.051468i,-0.066353-0.01756i,-0.026967-0.0031785i,-0.0047075-0.0050269i,-0.0046287-0.0061191i,-0.0045069-0.0032865i,-0.001966+0.00095529i,0.00044551+0.0059211i,0.0042941+0.005751i,0.008703+0.0027385i,0.010181+0.0027487i,0.0099607+0.0040447i,0.009254+0.0032359i,0.00578+0.0013627i,0.001973+0.001408i,0.0015676+0.0012891i
-0.017481-0.0018649i,-0.031851-0.00032687i,-0.052645+0.029494i,-0.062656+0.1205i,-0.032245+0.21623i,0.021783+0.19451i,0.058129+0.093978i,0.06742+0.032553i,0.053973+0.012136i,0.021422-0.0010746i,-0.0045432-0.0023081i,-0.0057476+0.0015313i,0.00019916-0.0045067i,0.0015558-0.013875i,0.0016141-0.01941i,0.0012479-0.022023i,-6.737e-05-0.019548i,-0.0031422-0.012254i,-0.0055164-0.003325i,-0.0036462+0.0037171i,0.00042529+0.0076533i,0.002689+0.0095108i,0.0034639+0.011325i
-0.0011206-0.015934i,0.01085-0.057309i,0.050701-0.1174i,0.077514-0.1857i,0.057779-0.23165i,0.030777-0.21266i,0.0031293-0.16041i,-0.036461-0.11882i,-0.055169-0.068753i,-0.03235-0.019736i,-0.003608-0.0042177i,0.003781-0.0077646i,0.0025785-0.0045324i,0.000646+0.0046479i,5.9974e-05+0.011258i,0.0045177+0.011942i,0.010174+0.0080312i,0.012883+0.0055404i,0.013405+0.0054844i,0.012961+0.0041708i,0.0083381+0.0015769i,0.0011133+0.0014006i,-0.002756+0.0033332i
-0.01308-0.01534i,-0.018786-0.033146i,-0.036241-0.015529i,-0.055952+0.078772i,-0.047499+0.18287i,-0.012395+0.18889i,0.02624+0.11823i,0.048925+0.064162i,0.049266+0.032773i,0.029057+0.0035921i,0.0054932-0.0066831i,0.0015325-0.0019282i,0.0071619-0.0032979i,0.0089028-0.0087803i,0.010419-0.01274i,0.01194-0.014189i,0.0097975-0.011418i,0.0036021-0.007775i,-0.00027725-0.004148i,5.4791e-05+0.00072498i,-0.0010541+0.0048509i,-0.005271+0.007107i,-0.0096332+0.0099919i
0.0051393-0.0073215i,0.021156-0.01195i,0.040264-0.032519i,0.04851-0.098186i,0.064512-0.17202i,0.084442-0.17757i,0.075366-0.13389i,0.033247-0.10808i,-0.014381-0.082641i,-0.026766-0.035218i,-0.006381-0.0053663i,0.0054289+0.0019316i,0.0033538+0.0086042i,-0.0012727+0.01254i,-0.005699+0.014504i,-0.0033699+0.01641i,0.0040862+0.016098i,0.010527+0.013393i,0.013116+0.0099302i,0.01244+0.0059107i,0.0084125+0.0011111i,0.0011575-0.0011724i,-0.005588-0.00034822i
0.010438-0.017011i,0.024155-0.014398i,0.025617+0.049303i,-0.0097721+0.17667i,-0.050025+0.26586i,-0.03149+0.23334i,0.017137+0.13576i,0.043488+0.068551i,0.045976+0.038662i,0.03284+0.016911i,0.015704+0.0076059i,0.0091721+0.0094952i,0.010314+0.0092041i,0.011162+0.0068035i,0.012873+0.0045507i,0.01469+0.0017396i,0.011694-0.0020287i,0.0068418-0.0044609i,0.0039343-0.0043191i,0.0015723-0.0028904i,-0.0018907-0.0018887i,-0.0063756-0.003623i,-0.012269-0.0057892i
0.019972+0.0042772i,0.02208+0.0036925i,0.020516-0.02586i,0.050196-0.11517i,0.10798-0.20371i,0.10935-0.18542i,0.061904-0.10477i,0.023654-0.07341i,-0.010953-0.076182i,-0.026543-0.047821i,-0.012147-0.013281i,-0.0023873+0.0018027i,-0.0056846+0.013523i,-0.0093183+0.018597i,-0.012746+0.016244i,-0.014618+0.013877i,-0.010437+0.012439i,-0.0023087+0.011952i,0.0061932+0.010535i,0.0117+0.0067267i,0.011244-0.00014437i,0.0047776-0.0059378i,-0.0028765-0.0076378i
0.015524+0.020109i,0.012169+0.07174i,-0.056435+0.1757i,-0.18416+0.30128i,-0.24525+0.36625i,-0.16393+0.32231i,-0.041292+0.21808i,0.022354+0.1322i,0.038242+0.081688i,0.029667+0.045207i,0.012006+0.022778i,0.0010696+0.016598i,-0.00076097+0.016709i,0.0022522+0.01266i,0.004458+0.0078799i,0.0045969+0.0059967i,0.0042943+0.0023164i,0.0049035-0.0010972i,0.0060091-0.0024296i,0.004726-0.0047407i,0.0024383-0.0070389i,0.0011032-0.010208i,-0.0020885-0.015368i
-0.010712+0.016765i,-0.0071244+0.023458i,0.042492+0.0049645i,0.16739-0.062134i,0.26671-0.14123i,0.21649-0.16043i,0.09722-0.1182i,0.035701-0.094034i,0.0045037-0.099889i,-0.017723-0.070319i,-0.013256-0.025718i,-0.011653-0.0058392i,-0.019621+0.0049787i,-0.018327+0.010441i,-0.016545+0.0062746i,-0.017909+8.7598e-05i,-0.01397-0.0013443i,-0.0047218+0.0024735i,0.003043+0.0051101i,0.0066318+0.00476i,0.0086189+0.0027578i,0.0091038-0.0019226i,0.0071846-0.0069788i
-0.0070329+0.036012i,-0.07024+0.079347i,-0.23503+0.12674i,-0.43203+0.16423i,-0.49689+0.19084i,-0.38689+0.20545i,-0.21649+0.18312i,-0.092861+0.13943i,-0.027088+0.10253i,-0.002873+0.062997i,-0.0017098+0.029091i,-0.0021129+0.013856i,0.00021959+0.010593i,0.00080416+0.0080558i,-0.00019309+0.0052793i,-0.0014942+0.0026911i,-0.0022661-0.0014075i,-0.0028886-0.0010277i,-0.0014936+0.0028997i,0.0018399+0.0032487i,0.0054465+0.0011505i,0.011793-0.0034483i,0.016615-0.01117i
-0.0098957+0.014442i,-0.006364+0.029765i,0.055596+0.064881i,0.1978+0.10582i,0.30588+0.089969i,0.25018+0.010374i,0.11666-0.032566i,0.052212-0.042033i,0.036943-0.06825i,0.016435-0.065485i,0.0065236-0.040111i,-0.0046453-0.030271i,-0.019993-0.018773i,-0.018541-0.0062264i,-0.012303-0.0066952i,-0.0098837-0.010845i,-0.0067466-0.0076746i,-0.0021077+0.00035531i,0.0027925+0.0041899i,0.0041569+0.0030545i,0.0051465+0.00045525i,0.0080191-0.0010485i,0.010769-0.0008613i
-0.048113+0.016062i,-0.12999-0.0099311i,-0.25535-0.094213i,-0.38267-0.17944i,-0.4404-0.16445i,-0.37711-0.063895i,-0.24451+0.013076i,-0.13145+0.042587i,-0.061615+0.053763i,-0.026847+0.039141i,-0.015919+0.018562i,-0.0068833+0.016113i,0.0046488+0.016647i,0.0082343+0.008285i,0.005975-0.0011245i,0.0027855-0.00463i,2.3713e-05-0.0063807i,-0.0024913-0.0072919i,-0.0058706-0.0056993i,-0.0069361-0.0040646i,-0.0035247+0.0021584i,0.0058104+0.00977i,0.018171+0.0107i
-0.019922-0.0065664i,-0.024761+0.0030879i,-0.0096024+0.077572i,0.052306+0.20204i,0.12488+0.22381i,0.11255+0.098953i,0.030551-0.0036984i,-0.0051494-0.029188i,0.0066686-0.044307i,0.010001-0.041008i,0.016332-0.022954i,0.020178-0.023833i,0.0084566-0.024539i,0.0011467-0.014873i,0.0024151-0.0089317i,0.0037654-0.0061485i,0.0015851-0.0029582i,-0.0033243+0.0025199i,-0.0017749+0.0060128i,0.0042439+0.0039869i,0.0080088+0.001098i,0.010415+0.00072205i,0.012643+0.0033555i
-0.032895-0.036446i,-0.036368-0.1276i,-0.022525-0.26516i,-0.038321-0.35265i,-0.10012-0.30091i,-0.13907-0.1678i,-0.11601-0.06496i,-0.076403-0.0024769i,-0.038304+0.03809i,-0.0096165+0.034429i,-0.0094658+0.012815i,-0.014174+0.01678i,-0.0031118+0.024631i,0.0082059+0.01616i,0.011209+0.004263i,0.0088414-0.0013597i,0.005363-0.002073i,0.0018234-0.0049933i,-0.0024228-0.0094909i,-0.0062277-0.0080268i,-0.0095837-5.4056e-05i,-0.0091704+0.011166i,-0.0030919+0.01897i
0.017536-0.025596i,0.034105-0.030668i,0.043139+0.0032248i,0.026022+0.083976i,0.01779+0.10532i,0.035713+0.020224i,0.018016-0.053057i,-0.0047853-0.062963i,-0.00089227-0.061697i,-0.0039792-0.049718i,-0.0014903-0.017178i,0.0098829-0.0022119i,0.01013-0.0034865i,0.0062318-0.0035218i,0.0028423-0.004379i,-0.00070837-0.0026876i,-0.0034709-0.0022184i,-0.0052614-0.0039203i,-0.0038245-0.0010396i,0.00046908+0.0036824i,0.0051749+0.0066126i,0.0079598+0.0078467i,0.0099691+0.010013i
0.053001-0.056978i,0.1432-0.13722i,0.25498-0.21147i,0.27162-0.23027i,0.15878-0.16564i,0.036469-0.061465i,-0.01039-0.0032683i,-0.027461+0.025948i,-0.03499+0.055265i,-0.022388+0.051235i,-0.022545+0.023701i,-0.029997+0.020703i,-0.020049+0.029117i,-0.0054818+0.024012i,0.0033276+0.01461i,0.0050259+0.0075124i,0.0018942+0.0016979i,0.00043177-0.0037245i,0.00025007-0.008395i,-0.0028606-0.010298i,-0.0099059-0.010248i,-0.016795-0.0062141i,-0.018591+0.00154i
0.029653+0.018574i,0.098551+0.040148i,0.13832+0.060713i,0.090919+0.077221i,0.046207+0.054522i,0.062008-0.0032366i,0.052381-0.048177i,0.010737-0.056409i,-0.0020237-0.049692i,-0.0062646-0.040624i,-0.012171-0.016296i,-0.0068416+0.0016989i,0.00026774+0.0014639i,0.0044413-0.0033527i,0.0039656-0.0066843i,-0.00022579-0.006749i,-0.0015842-0.0063952i,0.000267-0.0090203i,0.0013203-0.0072705i,0.001888+0.00038958i,0.0033162+0.0058715i,0.003449+0.0074653i,0.0034439+0.010175i
0.095165+0.0056468i,0.24763+0.029392i,0.4348+0.034075i,0.47893-0.0048927i,0.30647-0.00036724i,0.10543+0.060733i,0.021111+0.083071i,-0.010609+0.06218i,-0.037044+0.053258i,-0.034399+0.040326i,-0.032355+0.012332i,-0.039574+0.0029586i,-0.031276+0.0068907i,-0.015243+0.0063894i,-0.003089+0.0040768i,0.0041776-0.0011408i,0.0078604-0.0074046i,0.010971-0.011519i,0.010535-0.01282i,0.0058875-0.011677i,0.0010779-0.01298i,-0.0032707-0.015136i,-0.0063722-0.014258i
0.0071285+0.051011i,0.03536+0.098833i,0.03702+0.13776i,-0.020499+0.09692i,-0.050503+0.009459i,-0.0020043-0.022901i,0.028585-0.03647i,0.0023456-0.052835i,-0.018987-0.052534i,-0.025722-0.043433i,-0.031512-0.025496i,-0.026431-0.0096804i,-0.014839-0.0069661i,-0.004962-0.0087182i,0.00065643-0.010411i,0.0015346-0.011733i,0.0044386-0.010907i,0.0073817-0.0068607i,0.0042719+4.7552e-05i,-0.00074912+0.0073231i,-0.0018676+0.010297i,-0.0020917+0.0088453i,-0.0039058+0.0092831i
0.054167+0.10778i,0.18728+0.26182i,0.36336+0.3797i,0.43764+0.36872i,0.30373+0.29126i,0.091918+0.238i,0.0082008+0.19228i,0.0045608+0.12291i,-0.010748+0.074767i,-0.017224+0.047094i,-0.018148+0.012239i,-0.020403-0.0057123i,-0.01555-0.0062174i,-0.013888-0.0025844i,-0.01085+0.0062902i,0.0011366+0.011284i,0.011786+0.014246i,0.015435+0.016612i,0.01356+0.012509i,0.0092981+0.0046777i,0.0072388-0.0022899i,0.0073572-0.0055664i,0.0068674-0.0036823i
-0.021991+0.0035164i,-0.060184+0.024893i,-0.077412-0.018269i,-0.074753-0.17096i,-0.068799-0.25101i,-0.036164-0.16149i,-0.00033963-0.067861i,-0.00085198-0.054597i,-0.015991-0.061668i,-0.019203-0.056374i,-0.012457-0.041326i,-0.0017862-0.029061i,0.0031913-0.0224i,0.0064186-0.014689i,0.011706-0.0094745i,0.014473-0.0090335i,0.013228-0.0085846i,0.0089411-0.0083023i,0.00019812-0.0090206i,-0.0086419-0.0062972i,-0.010093-6.73e-05i,-0.0093242+0.0036004i,-0.010712+0.0050069i
-0.073857+0.13594i,-0.12526+0.30368i,-0.12184+0.51511i,-0.065247+0.60751i,-0.068571+0.49082i,-0.1323+0.33554i,-0.12729+0.24917i,-0.065116+0.17888i,-0.030756+0.11377i,-0.018634+0.06549i,-0.0080947+0.028451i,0.0009035+0.0098456i,0.0074117-0.001544i,0.00058684-0.01245i,-0.011098-0.010433i,-0.012879+0.00036249i,-0.011126+0.011397i,-0.012304+0.018934i,-0.010122+0.018987i,-0.0024842+0.012949i,0.0026055+0.0082104i,0.0011282+0.0098871i,-0.0032321+0.014341i
-0.017231+0.013042i,0.0080086-0.011574i,0.083151-0.14431i,0.16987-0.33633i,0.16323-0.38225i,0.064961-0.25079i,0.014068-0.11255i,0.014311-0.07503i,0.0068037-0.078063i,0.00094752-0.054364i,0.0085705-0.018157i,0.019408-0.00051184i,0.018667-0.0010406i,0.010212+0.0005848i,0.0091135+0.0056243i,0.01291+0.0055118i,0.015276+0.0023901i,0.018047-0.0026061i,0.018071-0.0090659i,0.010543-0.011007i,0.0016812-0.007252i,-0.0048329-0.0049262i,-0.01011-0.0040993i
-0.19002-0.059229i,-0.41563-0.044317i,-0.60194+0.073485i,-0.6162+0.207i,-0.47771+0.22637i,-0.31305+0.1693i,-0.1939+0.12941i,-0.097542+0.11036i,-0.036427+0.08704i,-0.015648+0.057617i,-0.0094763+0.034072i,-0.0029967+0.021782i,0.010738+0.014618i,0.019594+0.0036986i,0.011672-0.0054081i,-0.0014759-0.0058874i,-0.013162-0.0043685i,-0.020856-0.001467i,-0.021196+0.0037804i,-0.016986+0.0053405i,-0.013807+0.0043458i,-0.016603+0.0047944i,-0.022342+0.0049371i
-0.022191+0.034487i,0.014368+0.066002i,0.15105+0.071536i,0.32906+4.0656e-05i,0.33398-0.12309i,0.16797-0.15921i,0.067867-0.088324i,0.073325-0.046173i,0.067588-0.05749i,0.03209-0.042376i,0.013594-0.0085976i,0.014957+0.0043161i,0.016012+0.0028121i,0.0097628+0.0046732i,0.0012048+0.010334i,-0.0016628+0.012995i,0.0035305+0.011655i,0.012786+0.011329i,0.020218+0.011229i,0.019776+0.0071302i,0.012501+0.00042715i,0.004824-0.0069i,-0.0023699-0.011461i
-0.011257-0.1925i,-0.11612-0.37824i,-0.34051-0.51521i,-0.52676-0.44772i,-0.46193-0.20051i,-0.25134+0.0012267i,-0.1063+0.065743i,-0.044303+0.079644i,-0.012795+0.080976i,0.0017524+0.053558i,0.0054314+0.018902i,0.0061963+0.0033797i,0.0067821+0.0076183i,0.0065784+0.010259i,0.0031743+0.0040114i,-0.0030083-0.0032227i,-0.010455-0.010446i,-0.017494-0.013795i,-0.016441-0.010771i,-0.0079068-0.0058185i,-0.0020248-0.0031314i,-0.00092776-0.0068444i,-0.0019392-0.015842i
-0.12102+0.084208i,-0.25558+0.18887i,-0.2694+0.34439i,-0.092301+0.41984i,0.089168+0.26301i,0.10524+0.027095i,0.040787-0.031812i,0.038357+0.0058493i,0.051725-0.0063802i,0.023816-0.013478i,0.0092226+0.014798i,0.016435+0.03013i,0.014882+0.025616i,0.010135+0.016226i,0.0024192+0.0055296i,-0.0058998-0.0026249i,-0.0045606-0.0061153i,0.0019625-0.0021557i,0.0066993+0.0063989i,0.0072921+0.01227i,0.0072453+0.012389i,0.010614+0.0034903i,0.012998-0.0094497i
0.12543+0.04191i,0.25054-0.070194i,0.26287-0.29182i,0.109-0.42797i,-0.050083-0.29393i,-0.074239-0.05382i,-0.032371+0.035142i,-0.02068+0.028991i,-0.0088885+0.041239i,0.020681+0.042297i,0.029281+0.024171i,0.020232+0.014358i,0.011554+0.0094941i,0.0050013+0.0024646i,0.00069848-0.0056701i,0.0010805-0.011886i,0.0056582-0.017267i,0.0062118-0.021206i,0.0024554-0.017563i,0.0012783-0.0074274i,0.0025718-0.0002788i,0.0079359-0.0011809i,0.018091-0.0079023i
-0.25826-0.09506i,-0.49204-0.16462i,-0.71845-0.12135i,-0.71157+0.063141i,-0.40196+0.14792i,-0.10242+0.019315i,-0.024518-0.079552i,-0.019221-0.046861i,0.0060265-0.023048i,-0.0062574-0.029968i,-0.039152-0.014715i,-0.055373+0.0062577i,-0.050592+0.017743i,-0.025147+0.019127i,-0.00033495+0.0077292i,0.013807-0.0029307i,0.025197-0.0020642i,0.028123+0.0055199i,0.020808+0.007984i,0.011206+0.0042736i,0.006331+0.0013166i,0.013235-0.0017053i,0.023745-0.0059699i
0.0092817+0.17728i,0.060403+0.36601i,0.17851+0.39203i,0.26594+0.23151i,0.21665+0.12113i,0.13524+0.11404i,0.11122+0.083075i,0.08547+0.029449i,0.046585+0.027111i,0.03392+0.032071i,0.028316+0.0060933i,0.011112-0.015354i,0.00038935-0.017325i,0.0013814-0.012152i,0.0038973-0.006918i,0.0051353+0.002112i,0.0055988+0.012304i,0.0062405+0.011848i,0.0062435+0.0043857i,0.0053176-0.00025189i,0.00889-0.0018596i,0.017044+0.0022308i,0.025883+0.010328i
0.14578-0.22496i,0.096639-0.50943i,-0.11111-0.71753i,-0.32655-0.60999i,-0.30414-0.31707i,-0.097524-0.1548i,0.00043807-0.12758i,-0.020598-0.069209i,-0.013739-0.018551i,0.0090973-0.037684i,0.003056-0.070295i,-0.018182-0.075195i,-0.034314-0.049095i,-0.030586-0.009447i,-0.012067+0.014887i,-0.00021937+0.021619i,-0.00050932+0.024046i,-0.0047129+0.027913i,-0.0025478+0.027602i,0.0073486+0.017836i,0.015243+0.010101i,0.017937+0.011954i,0.018387+0.016496i
-0.18837+0.25474i,-0.39758+0.35807i,-0.49261+0.39355i,-0.35904+0.42335i,-0.13851+0.41776i,-0.01144+0.3414i,0.022738+0.23615i,0.019843+0.13992i,0.015754+0.075324i,0.027367+0.034787i,0.045768+0.008796i,0.055353-0.0056926i,0.048588-0.015179i,0.03027-0.016839i,0.0083616-0.012838i,-0.013188-0.0080779i,-0.025303-0.00082252i,-0.022189+0.002869i,-0.012093+0.0018492i,-0.0030859+0.0044839i,0.002988+0.013613i,0.0039924+0.026432i,0.0020507+0.03544i
0.14918+0.15272i,0.40688+0.027497i,0.55546-0.23208i,0.38649-0.37783i,0.13156-0.28338i,0.048405-0.15687i,0.016747-0.11648i,-0.046012-0.072179i,-0.062804-0.014166i,-0.024419+0.0079376i,0.010446-0.00048146i,0.012533-0.016683i,-0.0076919-0.02252i,-0.024997-0.013518i,-0.025051-0.0017624i,-0.01749-0.0001535i,-0.0156-0.0035982i,-0.017369-0.0026765i,-0.018488+0.0021263i,-0.019517+0.0085039i,-0.020979+0.012819i,-0.026519+0.015038i,-0.028775+0.019203i
-0.40654-0.30862i,-0.55325-0.56331i,-0.55682-0.59329i,-0.43982-0.3258i,-0.26514-0.048517i,-0.12191+0.038144i,-0.074176+0.016415i,-0.047383+0.008268i,0.012554+0.014133i,0.052382+0.0067765i,0.046952+0.0075685i,0.039095+0.020806i,0.046277+0.01919i,0.04141+0.0053446i,0.022975-0.011456i,0.0004342-0.031779i,-0.020474-0.037374i,-0.024486-0.020321i,-0.014384-0.0051349i,-0.010385-0.0044208i,-0.017598-0.0057881i,-0.029325-0.002034i,-0.035739+0.0061442i
0.096581-0.13443i,0.28382+0.020148i,0.40583+0.16072i,0.34955+0.1197i,0.20805-0.00081885i,0.1045-0.060758i,0.050968-0.06121i,0.00040168-0.040966i,-0.047009-0.02007i,-0.060124-0.0016255i,-0.035749+0.00045632i,-0.012779-0.01898i,-0.014571-0.032413i,-0.022672-0.029483i,-0.015084-0.0204i,0.0050117-0.017867i,0.015607-0.022195i,0.01042-0.020569i,0.002931-0.016927i,-0.0015623-0.017957i,-0.0062629-0.023985i,-0.013656-0.034019i,-0.025228-0.034496i
0.63481-0.54761i,0.79588-0.81736i,0.67302-0.78567i,0.42471-0.42381i,0.31303-0.058819i,0.31296+0.068527i,0.25721+0.052087i,0.16261+0.045577i,0.11059+0.066363i,0.095154+0.076178i,0.080507+0.068079i,0.0645+0.057158i,0.055335+0.048891i,0.045266+0.035217i,0.040499+0.015901i,0.041519-0.006724i,0.032526-0.023655i,0.013855-0.022693i,0.0036134-0.0073479i,0.008204+0.0045784i,0.012011+0.0028537i,0.010106-0.0057077i,0.0054349-0.011753i
0.34998+0.456i,0.26834+0.54545i,0.10287+0.46404i,0.024825+0.29265i,-0.008948+0.14028i,-0.046246+0.071361i,-0.059454+0.058662i,-0.059052+0.030915i,-0.070061-0.0034485i,-0.066462-0.0072241i,-0.035597+0.0057767i,-0.0028412+0.0081483i,0.009245-0.0048315i,0.0071892-0.013897i,0.0060976+0.00054651i,0.017085+0.025723i,0.033157+0.033379i,0.035108+0.020885i,0.025787+0.007146i,0.015431+0.0008991i,0.010665-0.0021169i,0.014768-0.011795i,0.015922-0.032924i
0.22797+0.7222i,0.59062+0.71635i,0.68395+0.4964i,0.38125+0.35969i,0.098933+0.36382i,0.020052+0.37829i,0.011684+0.31088i,0.011754+0.20171i,0.0070965+0.1217i,-0.0068493+0.097113i,-0.015383+0.091313i,-0.014791+0.075906i,-0.007981+0.055344i,-0.004192+0.03203i,-0.007307+0.015455i,-0.0067225+0.012296i,0.0028537+0.015729i,0.013098+0.014673i,0.011299+0.011235i,0.0030088+0.013006i,0.0033072+0.015858i,0.01042+0.018538i,0.019891+0.015019i
-0.95345+0.08648i,-1.0466+0.22261i,-0.71488+0.2634i,-0.31962+0.11644i,-0.17234-0.080082i,-0.18734-0.18015i,-0.15392-0.18896i,-0.098727-0.16983i,-0.083601-0.12779i,-0.065635-0.083132i,-0.046574-0.063876i,-0.042646-0.043134i,-0.029372-0.020857i,-0.012632-0.015316i,-0.017539-0.011612i,-0.032226+0.0095902i,-0.029829+0.036473i,-0.0095593+0.042905i,0.0080687+0.026919i,0.011527+0.0059899i,0.012225-0.0058124i,0.020281-0.011729i,0.033194-0.020485i
-0.37258-0.53128i,-0.36791-0.23929i,-0.18792+0.1122i,-0.072815+0.089457i,-0.091952-0.061451i,-0.098186-0.076439i,-0.061831-0.044325i,-0.019617-0.018653i,0.025404-0.014559i,0.035921-0.030403i,0.016352-0.034259i,0.0022645-0.031679i,-0.00071279-0.023487i,0.0074164-0.014153i,0.012553-0.023034i,-0.0033425-0.03177i,-0.023714-0.020159i,-0.02628-9.2422e-05i,-0.018175+0.0097112i,-0.0087256+0.0085436i,0.00065507+0.01082i,0.0075321+0.020076i,0.013194+0.026238i
0.45814-0.96915i,0.10213-1.1188i,-0.29598-0.69328i,-0.23123-0.18057i,0.03506-0.063887i,0.13149-0.13484i,0.15569-0.13416i,0.14497-0.12094i,0.083136-0.090984i,0.065971-0.051571i,0.075934-0.062682i,0.052984-0.078044i,0.02163-0.062044i,7.9325e-05-0.03623i,-0.010403-0.022637i,-0.019465-0.030276i,-0.032507-0.03283i,-0.033443-0.017228i,-0.018721-0.0037585i,-0.0015661-0.0015175i,0.0060525+0.0013388i,0.0063154+0.0088638i,0.0097146+0.017828i
0.97811+0.20967i,1.0327+0.092925i,0.70738-0.020548i,0.4254-0.052163i,0.33223-0.02847i,0.25651-0.0080076i,0.1321-0.0038836i,0.038106+0.015921i,0.036056+0.038843i,0.053724+0.031049i,0.04803+0.025965i,0.058036+0.016351i,0.054949-0.011302i,0.028981-0.019641i,0.027496-0.016319i,0.042915-0.025635i,0.043281-0.035961i,0.025754-0.035766i,0.0049822-0.028393i,-0.0088301-0.019072i,-0.023827-0.0089597i,-0.0398+0.0044502i,-0.044881+0.017217i
0.32624+0.55545i,0.4282+0.16303i,0.12699-0.3115i,-0.23033-0.25328i,-0.24086+0.061307i,-0.10032+0.15634i,-0.033713+0.1356i,0.0033483+0.095215i,-0.0056637+0.03883i,-0.023705+0.033633i,0.0096274+0.045314i,0.041653+0.03631i,0.03954+0.010742i,0.011752-0.01708i,-0.0071227-0.0097034i,0.0091163+0.010956i,0.023655+0.010224i,0.01645+0.0024984i,0.010562+0.00067612i,0.012001-0.0027907i,0.0050345-0.020651i,-0.015706-0.038328i,-0.034503-0.033283i
-0.29008+0.49215i,-0.0070565+0.78748i,0.31188+0.76214i,0.39804+0.44908i,0.34027+0.12295i,0.27873-0.11119i,0.15854-0.2376i,0.032982-0.1984i,0.0083094-0.098675i,0.010197-0.054739i,-0.020211-0.011271i,-0.016923+0.046271i,0.022286+0.057745i,0.042604+0.039276i,0.035058+0.038821i,0.024093+0.058048i,0.021673+0.062532i,0.02239+0.039764i,0.017312+0.015419i,0.010377+0.0045797i,0.016108-0.0034949i,0.02185-0.018864i,0.0076696-0.033054i
-0.048691-0.37541i,-0.015983-0.44639i,-0.016365-0.49962i,-0.1206-0.38941i,-0.15258-0.1053i,-0.062419+0.096994i,-0.0067012+0.12398i,-0.013427+0.093019i,-0.018321+0.055288i,-0.027403+0.030422i,-0.042192+0.026051i,-0.057355+0.025369i,-0.056441+0.02066i,-0.041417+0.0091591i,-0.045578+0.0044379i,-0.057122+0.010055i,-0.050336+0.010091i,-0.034581+0.0079516i,-0.018653+0.016384i,0.0015017+0.028523i,0.023628+0.032324i,0.041035+0.020746i,0.04515-0.0026514i
0.16453+0.31524i,-0.12498+0.64677i,-0.3278+0.84488i,-0.18006+0.71437i,0.14469+0.40458i,0.36717+0.11229i,0.36171-0.078424i,0.18758-0.12301i,0.042634-0.04784i,-0.0063327-0.0032332i,-0.044176-0.028811i,-0.089468-0.030168i,-0.09444+0.022281i,-0.056704+0.064938i,-0.035533+0.051933i,-0.04976+0.020804i,-0.052223+0.0080325i,-0.029854+0.0038125i,-0.014387-0.0004013i,-0.016863+0.0042836i,-0.015538+0.030078i,0.0045961+0.055219i,0.027941+0.045549i
-0.059473+0.31038i,-0.06549+0.072776i,-0.079081-0.16689i,-0.12102-0.14976i,-0.19151+0.041322i,-0.20848+0.22394i,-0.12796+0.25403i,-0.0438+0.13547i,-0.03262+0.041859i,-0.014347+0.019145i,0.032839-0.02916i,0.029214-0.099276i,-0.018697-0.11908i,-0.042213-0.091087i,-0.024333-0.077615i,-0.0049881-0.098753i,-0.0067124-0.10458i,-0.016162-0.071373i,-0.020862-0.029089i,-0.017764-0.0019795i,-0.018302+0.0096132i,-0.020545+0.024915i,-0.0033618+0.045996i
-0.79586+0.038912i,-0.91769+0.085907i,-0.75019+0.068811i,-0.4563+0.023802i,-0.23596-0.0011737i,-0.12193-0.016689i,-0.059914-0.030697i,-0.026846-0.031739i,-0.013161-0.036826i,0.0075662-0.038938i,0.05317-0.031221i,0.089226-0.037189i,0.068526-0.052207i,0.029532-0.041144i,0.025881-0.02803i,0.038228-0.032485i,0.044086-0.024831i,0.04079-0.0098906i,0.026431-0.0082691i,0.012238-0.016529i,-0.0024179-0.024437i,-0.025716-0.019108i,-0.041359+0.0015541i
-0.019212-0.56162i,0.096841-0.57913i,0.21806-0.47582i,0.17968-0.32485i,0.033506-0.14467i,-0.10902+0.048486i,-0.11363+0.19571i,0.029819+0.1874i,0.12533+0.069334i,0.11646+0.032073i,0.11777+0.075849i,0.13071+0.08149i,0.11396+0.040492i,0.076253+0.0029489i,0.052403+0.0013275i,0.063567+0.014569i,0.067986+0.0075662i,0.036688-0.0050116i,0.00046558-0.0022497i,-0.013624+0.0040928i,-0.012685-0.0065503i,-0.018397-0.027131i,-0.033323-0.022807i
